geo,time,se_xpd_totl_gd_zs
eth,2011,5.48576
eth,2012,5.56678
eth,2013,4.49855
eth,2014,4.60202
eth,2015,4.73792
eth,2016,5.06151
eth,2017,5.64952
eth,2018,5.06868
fin,1970,5.41349
fin,1971,5.33138
fin,1972,5.00819
fin,1973,5.09338
fin,1974,4.48231
fin,1975,5.03324
fin,1976,5.22833
fin,1979,4.79691
fin,1980,4.82575
fin,1981,4.83336
fin,1982,4.77929
fin,1983,4.85561
fin,1984,4.69892
fin,1985,5.04542
fin,1986,5.1004
fin,1987,5.20082
fin,1988,5.06696
fin,1989,5.07261
fin,1990,5.3389
fin,1991,6.33748
fin,1992,6.5205
fin,1993,7.48716
fin,1994,6.85707
fin,1995,6.80991
fin,1996,6.85898
fin,1999,5.86993
fin,2000,5.7093
fin,2001,5.84025
fin,2002,6.01678
fin,2003,6.16744
fin,2004,6.15758
fin,2005,6.02507
fin,2006,5.92838
fin,2007,5.67126
fin,2008,5.8301
fin,2009,6.45956
fin,2010,6.50445
fin,2011,6.44505
fin,2012,7.14804
fin,2013,7.12404
fin,2014,7.10237
fin,2015,7.03208
fin,2016,6.85153
fin,2017,6.36311
fin,2018,6.2693
fji,1979,5.19761
fji,1981,5.82121
fji,1983,6.48669
fji,1989,4.8311
fji,1998,5.5247
fji,1999,5.16864
fji,2000,5.87774
fji,2001,5.64311
fji,2002,6.27587
fji,2004,6.20916
fji,2005,5.16706
fji,2006,5.65532
fji,2007,5.89472
fji,2008,4.25357
fji,2009,4.49848
fji,2010,4.82436
fji,2011,4.17306
fji,2012,4.72265
fji,2013,3.88289
fji,2014,4.26822
fji,2015,4.80932
fji,2016,4.8359
fji,2017,4.65119
fji,2018,4.83571
fji,2019,5.06788
fra,1970,3.42974
fra,1971,3.17421
fra,1972,3.35918
fra,1973,3.23003
fra,1974,4.24204
fra,1975,4.42854
fra,1976,4.42471
fra,1977,4.43521
fra,1978,4.34512
fra,1979,4.28116
fra,1980,4.30769
fra,1981,4.73072
fra,1982,4.85203
fra,1983,4.85234
fra,1984,4.86754
fra,1985,4.85157
fra,1986,4.70795
fra,1987,4.62344
fra,1988,4.54472
fra,1989,4.4564
fra,1990,4.51394
fra,1991,4.8413
fra,1992,4.73539
fra,1993,5.42959
fra,1994,5.62643
fra,1995,5.79073
fra,1996,5.75672
fra,1998,5.68792
fra,2017,5.4516
fra,2018,5.41317
fro,2015,7.71242
fro,2016,7.71989
fro,2017,8.23338
fsm,1999,6.42491
fsm,2000,6.70687
fsm,2015,12.40792
fsm,2016,13.51266
fsm,2017,12.41642
fsm,2018,9.69705
gab,1992,2.80552
gab,1998,3.41966
gab,1999,3.08123
gab,2000,3.82709
gab,2010,3.07809
gab,2011,2.98746
gab,2012,3.0134
gab,2013,3.02971
gab,2014,2.66667
gab,2015,2.9
gab,2016,2.77
gab,2017,3.32681
gab,2018,2.93346
gab,2019,2.76783
gbr,1971,5.03205
gbr,1972,5.15938
gbr,1973,5.44861
gbr,1974,5.391
gbr,1975,6.26878
gbr,1976,6.42422
gbr,1977,6.06335
gbr,1980,5.07012
gbr,1981,5.28842
gbr,1982,5.1887
gbr,1983,5.0615
gbr,1984,4.89906
gbr,1985,4.59409
gbr,1986,4.38084
gbr,1987,4.37181
gbr,1988,4.26831
gbr,1989,4.12511
gbr,1990,4.05552
gbr,1991,4.12248
gbr,1992,4.33449
gbr,1994,4.85083
gbr,1995,4.83926
gbr,1996,4.38683
gbr,1998,4.21439
gbr,1999,3.99346
gbr,2000,4.03173
gbr,2001,4.1183
gbr,2002,4.64337
gbr,2003,4.81652
gbr,2004,4.74364
gbr,2005,4.94915
gbr,2006,4.99689
gbr,2007,4.92887
gbr,2008,4.90514
gbr,2009,5.07646
gbr,2010,5.69975
gbr,2011,5.58095
gbr,2013,5.53158
gbr,2014,5.60457
gbr,2015,5.55305
gbr,2016,5.41894
gbr,2017,5.44418
gbr,2018,5.2389
geo,1994,6.91566
geo,1998,2.10888
geo,1999,2.15513
geo,2000,2.18105
geo,2001,2.1375
geo,2002,2.23502
geo,2003,2.0656
geo,2004,2.9142
geo,2005,2.48432
geo,2006,3.00365
geo,2007,2.69687
geo,2008,2.91955
geo,2009,3.22238
geo,2010,2.80365
geo,2011,2.57614
geo,2012,1.9061
geo,2013,2.88672
geo,2014,2.99768
geo,2015,3.16487
geo,2016,3.59387
geo,2017,3.57443
geo,2018,3.52106
geo,2019,3.80864
geo,2020,3.83913
gha,1971,4.22444
gha,1972,4.6214
gha,1974,3.80271
gha,1975,4.87654
gha,1976,5.82883
gha,1977,6.09528
gha,1979,2.31135
gha,1980,2.70777
gha,1981,1.80812
gha,1982,1.90454
gha,1986,3.35448
gha,1987,3.3067
gha,1988,3.18742
gha,1999,4.11037
gha,2001,5.35444
gha,2004,7.53558
gha,2005,7.42208
gha,2006,5.25983
gha,2007,5.51987
gha,2008,5.75796
gha,2009,5.31744
gha,2010,5.5406
gha,2011,8.14097
gha,2012,7.91914
gha,2013,4.57647
gha,2014,4.66057
gha,2015,4.61213
gha,2016,4.52884
gha,2017,3.62738
gha,2018,4.00413
gin,1991,2.01639
gin,1992,2.00632
gin,1993,2.08844
gin,1999,2.36142
gin,2000,2.5934
gin,2001,2.08191
gin,2002,2.59387
gin,2003,2.37102
gin,2004,2.21
gin,2005,1.84906
gin,2008,1.58112
gin,2009,2.20725
gin,2010,2.55119
gin,2011,2.28742
gin,2012,1.83371
gin,2013,2.63421
gin,2014,2.42281
gin,2015,2.51714
gin,2016,2.5445
gin,2017,2.32034
gin,2018,2.38432
gin,2019,1.84837
gin,2020,2.19947
gmb,1985,4.29515
gmb,1986,3.48473
gmb,1989,2.97409
gmb,1990,2.82584
gmb,1991,3.78061
gmb,1992,1.16984
gmb,1995,2.55356
gmb,1996,2.56628
gmb,1999,1.56513
gmb,2000,1.46587
gmb,2001,1.1581
gmb,2002,1.44292
gmb,2003,1.36338
gmb,2004,0.62247
gmb,2005,0.69188
gmb,2006,0.75163
gmb,2007,0.81686
gmb,2008,2.1813
gmb,2009,1.90814
gmb,2010,2.56322
gmb,2011,2.50117
gmb,2012,2.63757
gmb,2013,1.81839
gmb,2014,2.23094
gmb,2015,2.16003
gmb,2016,2.02443
gmb,2017,2.45919
gmb,2018,2.36544
gmb,2019,2.8753
gnb,1999,5.24617
gnb,2010,1.86082
gnb,2011,1.85786
gnb,2012,2.00106
gnb,2013,2.13249
gnb,2014,2.2
gnb,2015,2.3
gnb,2016,2.3
gnb,2017,2.2
gnb,2018,2.13787
gnb,2019,2.94782
gnq,1998,2.18798
grc,1970,1.5465
grc,1971,1.30246
grc,1973,1.11262
grc,1974,1.33609
grc,1975,1.46085
grc,1976,1.44825
grc,1977,1.49373
grc,1978,1.6857
grc,1981,1.6928
grc,1982,1.68684
grc,1983,1.68868
grc,1984,1.81003
grc,1986,1.83337
grc,1987,1.83421
grc,1988,1.86894
grc,1989,2.01546
grc,1990,2.04608
grc,1991,1.93433
grc,1998,2.89256
grc,1999,3.02773
grc,2000,3.23019
grc,2001,3.36458
grc,2002,3.42431
grc,2003,3.42934
grc,2004,3.66719
grc,2005,3.96396
grc,2015,3.66677
grc,2017,3.47221
grc,2018,3.59395
grd,2003,3.92674
grd,2015,4.23861
grd,2017,3.1738
grd,2018,3.55255
grl,2015,12.0046
grl,2016,11.08614
grl,2017,11.02856
grl,2018,10.56019
gtm,1970,1.85872
gtm,1971,2.02554
gtm,1976,1.62729
gtm,1993,1.66575
gtm,1994,1.43998
gtm,1995,1.6048
gtm,1996,1.5637
gtm,2006,3.03285
gtm,2007,3.08809
gtm,2008,3.23686
gtm,2010,2.84865
gtm,2011,2.96865
gtm,2012,3.00525
gtm,2013,2.88809
gtm,2014,2.98562
gtm,2015,3.03033
gtm,2016,2.94474
gtm,2017,2.9501
gtm,2018,3.13705
gtm,2019,3.19928
gtm,2020,3.29972
guy,1970,4.32898
guy,1977,7.08873
guy,1979,9.37787
guy,1983,8.25347
guy,1984,7.22748
guy,1994,3.72445
guy,1995,3.60934
guy,1999,8.56106
guy,2000,8.48415
guy,2001,8.3973
guy,2002,8.36554
guy,2003,6.9559
guy,2004,5.51294
guy,2005,8.13973
guy,2006,3.11891
guy,2007,2.39118
guy,2009,2.15058
guy,2010,2.40939
guy,2011,2.50669
guy,2012,2.24132
guy,2014,4.36032
guy,2015,3.8957
guy,2016,4.73775
guy,2017,4.66478
guy,2018,4.45058
hkg,1971,2.36815
hkg,1972,2.29561
hkg,1973,2.18337
hkg,1974,2.36029
hkg,1975,2.4492
hkg,1976,2.43336
hkg,1977,2.21924
hkg,1978,2.32255
hkg,1980,2.19214
hkg,1981,2.27173
hkg,1982,1.66983
hkg,1983,2.5786
hkg,1984,2.58169
hkg,1985,2.55897
hkg,1990,2.46609
hkg,1992,2.8282
hkg,1996,2.72831
hkg,2001,3.9037
hkg,2002,4.01554
hkg,2003,4.2853
hkg,2004,4.55896
hkg,2005,4.13463
hkg,2006,3.84279
hkg,2007,3.45455
hkg,2008,3.26063
hkg,2009,4.39213
hkg,2010,3.51003
hkg,2011,3.41822
hkg,2012,3.50961
hkg,2013,3.76032
hkg,2014,3.57255
hkg,2015,3.26212
hkg,2016,3.29265
hkg,2017,3.3101
hkg,2018,3.32652
hkg,2019,3.8106
hkg,2020,4.40634
hnd,1978,2.01905
hnd,1979,2.01299
hnd,1980,1.93636
hnd,1994,2.51264
hnd,1995,2.61745
hnd,2010,6.8
hnd,2011,6.1
hnd,2013,5.87493
hnd,2014,7.09012
hnd,2015,6.41297
hnd,2016,5.15962
hnd,2017,4.93702
hnd,2018,6.05647
hnd,2019,4.91285
hrv,2002,3.82004
hrv,2003,3.8648
hrv,2004,3.81965
hrv,2007,3.97166
hrv,2008,4.28338
hrv,2009,4.39178
hrv,2010,4.23422
hrv,2011,4.13795
hrv,2013,4.55413
hrv,2017,3.90567
hti,1981,1.39374
hti,1982,1.07954
hti,1983,1.02221
hti,1984,0.98619
hti,1985,0.96929
hti,1991,1.07399
hti,2014,1.79446
hti,2015,1.85401
hti,2016,1.42275
hti,2017,1.59119
hti,2018,1.6821
hun,1991,5.8794
hun,1992,6.07957
hun,1993,5.91959
hun,1994,5.83489
hun,1995,4.84749
hun,1996,4.33475
hun,1998,4.40865
hun,1999,4.56705
hun,2000,4.8684
hun,2001,4.93101
hun,2002,5.17923
hun,2003,5.79115
hun,2004,5.33586
hun,2005,5.33092
hun,2006,5.29608
hun,2007,5.14305
hun,2008,4.97359
hun,2009,4.95804
hun,2010,4.73302
hun,2011,4.56906
hun,2012,4.15343
hun,2013,4.19765
hun,2014,4.61066
hun,2015,4.49899
hun,2016,4.62049
hun,2017,4.61973
hun,2018,4.62731
idn,1972,2.78821
idn,1989,0.87141
idn,1994,0.99855
idn,1995,1.00435
idn,1996,1.07855
idn,1997,1.07208
idn,2001,2.46003
idn,2002,2.64569
idn,2003,3.218
idn,2004,2.74847
idn,2005,2.87282
idn,2007,3.04425
idn,2008,2.9019
idn,2009,3.52513
idn,2010,2.81228
idn,2011,3.18944
idn,2012,3.40748
idn,2013,3.35904
idn,2014,3.28801
idn,2015,3.5836
idn,2016,3.5
idn,2017,2.66998
idn,2018,3
idn,2019,2.84185
ind,1997,3.36136
ind,1998,3.57256
ind,1999,4.41539
ind,2000,4.32479
ind,2003,3.61341
ind,2004,3.35254
ind,2005,3.18875
ind,2006,3.14285
ind,2009,3.27825
ind,2010,3.37769
ind,2011,3.79618
ind,2012,3.8675
ind,2013,3.84467
ind,2015,3.28573
ind,2016,3.45098
irl,1971,4.4857
irl,1972,4.61618
irl,1973,4.60784
irl,1974,4.68529
irl,1976,4.29582
irl,1977,5.08452
irl,1978,5.06681
irl,1979,5.2873
irl,1980,5.32138
irl,1981,5.73112
irl,1982,5.38869
irl,1983,5.44569
irl,1984,5.28087
irl,1985,5.24754
irl,1986,5.30038
irl,1987,5.52795
irl,1988,5.01537
irl,1989,4.71228
irl,1990,4.59984
irl,1991,4.78192
irl,1992,5.00485
irl,1993,5.11475
irl,1994,5.1879
irl,1995,4.87086
irl,1996,4.75418
irl,1998,4.29124
irl,1999,4.13922
irl,2000,4.13589
irl,2001,4.09015
irl,2002,4.10614
irl,2003,4.20618
irl,2004,4.48499
irl,2005,4.52099
irl,2006,4.54747
irl,2007,4.71398
irl,2008,5.44849
irl,2009,6.14646
irl,2010,6.04014
irl,2011,5.85402
irl,2012,5.76612
irl,2013,5.33595
irl,2014,4.87314
irl,2015,3.75801
irl,2016,3.73174
irl,2017,3.46885
irl,2018,3.38309
irn,1971,2.77034
irn,1972,2.76672
irn,1973,2.87668
irn,1974,2.69034
irn,1975,2.96557
irn,1977,5.41626
irn,1981,7.1314
irn,1982,5.80205
irn,1983,4.18053
irn,1984,3.80161
irn,1985,3.46019
irn,1986,3.56991
irn,1987,4.14092
irn,1988,3.6813
irn,1989,3.99721
irn,1990,3.77391
irn,1991,3.74353
irn,1992,3.64046
irn,1993,4.31462
irn,1995,4.08181
irn,1996,3.53776
irn,1999,4.22041
irn,2000,4.03064
irn,2001,4.07168
irn,2002,4.48488
irn,2003,4.36322
irn,2004,4.29663
irn,2005,4.05651
irn,2006,4.28999
irn,2007,4.59681
irn,2008,3.91376
irn,2009,3.84245
irn,2010,3.70918
irn,2011,3.48497
irn,2012,3.16859
irn,2013,3.06795
irn,2014,2.80135
irn,2015,2.79739
irn,2016,3.36576
irn,2017,3.7904
irn,2018,3.95536
irn,2019,3.6632
irq,1977,3.85705
irq,1980,2.42379
irq,1989,3.5515
isl,1990,4.25863
isl,1993,5.14158
isl,1994,4.75558
isl,1995,4.78062
isl,1996,5.21835
isl,1998,6.78387
isl,1999,6.43401
isl,2000,6.43144
isl,2001,6.70592
isl,2002,7.29892
isl,2003,7.24508
isl,2004,7.16118
isl,2005,7.33844
isl,2006,7.19522
isl,2007,6.94433
isl,2008,7.03602
isl,2009,7.18985
isl,2010,6.94424
isl,2011,6.78998
isl,2012,7.58223
isl,2013,7.44869
isl,2014,7.64141
isl,2015,7.45797
isl,2016,7.4322
isl,2017,7.58386
isl,2018,7.57406
isr,1998,6.63924
isr,1999,6.40905
isr,2000,6.10132
isr,2001,6.36228
isr,2002,6.45105
isr,2003,6.33137
isr,2004,5.93342
isr,2005,5.75445
isr,2006,5.75589
isr,2007,5.49883
isr,2008,5.52946
isr,2009,5.49372
isr,2010,5.53525
isr,2011,5.57658
isr,2012,5.69997
isr,2013,5.88375
isr,2014,5.78351
isr,2015,5.86125
isr,2016,5.86327
isr,2017,6.10273
isr,2018,6.1649
ita,1970,3.36681
ita,1971,2.89877
ita,1974,3.83514
ita,1975,3.71161
ita,1976,3.91952
ita,1978,3.78036
ita,1979,4.16373
ita,1983,4.48806
ita,1984,4.77457
ita,1985,4.68981
ita,1986,4.6549
ita,1988,4.59277
ita,1993,4.73389
ita,1994,4.43331
ita,1995,4.31865
ita,1996,4.44764
ita,1998,4.45031
ita,1999,4.51085
ita,2000,4.29108
ita,2001,4.65009
ita,2002,4.43241
ita,2003,4.54179
ita,2004,4.3852
ita,2005,4.2383
ita,2006,4.52545
ita,2007,4.10503
ita,2008,4.38795
ita,2009,4.52372
ita,2010,4.33412
ita,2011,4.11568
ita,2012,4.05602
ita,2013,4.14367
ita,2014,4.06128
ita,2015,4.07363
ita,2016,3.81579
ita,2017,4.04494
ita,2018,4.25572
jam,1973,3.63144
jam,1974,4.24897
jam,1975,5.22879
jam,1976,5.85833
jam,1977,6.02652
jam,1985,5.3919
jam,1986,4.60398
jam,1988,3.94086
jam,1989,5.18398
jam,1990,4.77916
jam,1991,4.38307
jam,1992,3.33666
jam,1993,3.21403
jam,1994,4.06419
jam,1995,3.38908
jam,1996,3.67773
jam,1997,4.37954
jam,2000,4.98347
jam,2001,5.38103
jam,2002,5.37523
jam,2003,4.25685
jam,2004,3.91255
jam,2005,4.61642
jam,2007,5.49022
jam,2008,6.19132
jam,2009,6.19848
jam,2010,6.3706
jam,2011,6.26664
jam,2012,6.11246
jam,2013,6.25108
jam,2014,6.01586
jam,2015,5.45521
jam,2016,5.31461
jam,2017,5.26017
jam,2018,5.41381
jam,2019,5.16364
jam,2020,5.40338
jor,1970,3.63004
jor,1971,3.29769
jor,1972,2.38743
jor,1973,2.48694
jor,1974,3.55769
jor,1975,3.76348
jor,1976,3.53393
jor,1977,3.6799
jor,1978,3.68117
jor,1979,5.08173
jor,1981,5.16732
jor,1982,5.08916
jor,1983,4.92796
jor,1984,5.93695
jor,1986,3.28438
jor,1987,3.29657
jor,1988,4.04757
jor,1989,5.64387
jor,1996,7.47599
jor,1997,6.36451
jor,1999,4.94417
jor,2010,3.1
jor,2011,3.4
jor,2012,3.5
jor,2013,3.5
jor,2016,3.45282
jor,2017,3.22854
jor,2018,2.98481
jor,2019,2.98847
jpn,1971,3.6563
jpn,1972,4.01131
jpn,1973,4.04297
jpn,1974,4.04003
jpn,1975,4.66899
jpn,1976,4.85082
jpn,1977,4.84027
jpn,1978,4.89441
jpn,1979,5.05745
jpn,1980,5.06872
jpn,1981,5.0644
jpn,1982,5.04606
jpn,1983,4.82427
jpn,1987,5.59652
jpn,1988,5.55605
jpn,1989,5.36715
jpn,1993,3.42904
jpn,1994,3.63567
jpn,1995,3.46573
jpn,1998,3.35603
jpn,1999,3.4333
kaz,1995,4.03445
kaz,1996,3.92371
kaz,1997,4.37343
kaz,1999,3.89257
kaz,2000,3.25662
kaz,2002,3.0297
kaz,2004,2.25591
kaz,2005,2.26353
kaz,2006,2.62678
kaz,2007,2.83139
kaz,2008,2.58946
kaz,2009,3.06072
kaz,2010,3.46226
kaz,2011,3.49352
kaz,2012,3.90169
kaz,2013,3.43737
kaz,2014,3.42165
kaz,2015,2.78858
kaz,2016,2.9781
kaz,2017,2.75082
kaz,2018,2.61595
kaz,2019,2.85697
ken,1971,3.92982
ken,1972,4.47634
ken,1973,4.65052
ken,1974,5.06551
ken,1975,5.60612
ken,1976,5.7441
ken,1977,5.13632
ken,1980,5.38788
ken,1981,5.92373
ken,1982,5.67812
ken,1983,5.4383
ken,1984,4.58096
ken,1985,5.19977
ken,1986,6.01379
ken,1988,6.60055
ken,1989,6.03572
ken,1991,6.57067
ken,1992,6.0759
ken,1993,6.02915
ken,1994,5.92402
ken,1999,5.32324
ken,2000,5.18673
ken,2001,5.20621
ken,2002,6.172
ken,2003,6.49427
ken,2004,6.79693
ken,2005,7.33565
ken,2006,7.04984
ken,2010,5.50822
ken,2011,5.33529
ken,2012,5.50904
ken,2013,5.41138
ken,2014,5.28021
ken,2015,5.27134
ken,2016,5.36267
ken,2017,5.36668
ken,2018,5.30625
ken,2019,4.97439
ken,2020,5.07997
kgz,1994,5.58819
kgz,1995,6.15643
kgz,1996,4.90261
kgz,1998,4.91963
kgz,1999,4.08522
kgz,2000,3.50839
kgz,2001,3.85418
kgz,2002,4.44546
kgz,2003,4.47542
kgz,2004,4.62244
kgz,2005,4.87384
kgz,2006,5.54986
kgz,2007,6.467
kgz,2008,5.91319
kgz,2009,6.23268
kgz,2010,5.81883
kgz,2011,6.79062
kgz,2012,7.38423
kgz,2013,6.7802
kgz,2014,5.5316
kgz,2015,5.98551
kgz,2016,6.58615
kgz,2017,6.02619
kgz,2018,5.55267
kgz,2019,5.36675
khm,1998,1.25907
khm,2000,1.66681
khm,2001,1.72222
khm,2002,1.71121
khm,2004,1.71982
khm,2007,1.5993
khm,2009,1.66568
khm,2010,1.53379
khm,2011,1.51069
khm,2012,1.5609
khm,2013,2.05054
khm,2014,1.90939
khm,2018,2.16286
kir,1970,4.79313
kir,1971,4.26643
kir,1974,3.13511
kir,1999,10.87101
kir,2000,11.18587
kir,2001,11.98812
kir,2011,12.97
kir,2012,13.38438
kir,2013,12.02653
kir,2014,11.23237
kir,2015,9.86296
kir,2016,10.09359
kir,2017,10.86316
kir,2018,11.96829
kir,2019,12.39466
kna,1985,3.96503
kna,1987,2.64113
kna,1989,2.19796
kna,1991,1.99845
kna,1992,2.30387
kna,1995,2.57641
kna,1998,4.02057
kna,1999,3.32267
kna,2000,4.74039
kna,2001,4.42155
kna,2002,3.92051
kna,2003,3.79099
kna,2004,3.97135
kna,2005,3.83145
kna,2006,4.05928
kna,2007,4.19381
kna,2015,2.64346
kor,1970,3.41404
kor,1971,3.73918
kor,1972,3.22075
kor,1973,2.68022
kor,1975,2.08925
kor,1976,2.75457
kor,1977,2.42642
kor,1979,3.01883
kor,1980,3.45874
kor,1981,2.89863
kor,1982,6.32967
kor,1983,4.31538
kor,1984,4.00532
kor,1985,3.98645
kor,1986,3.63594
kor,1987,3.37424
kor,1988,2.74737
kor,1989,3.06263
kor,1990,3.03874
kor,1991,3.48925
kor,1992,3.57789
kor,1993,3.69698
kor,1994,3.01831
kor,1995,2.93543
kor,1998,3.36814
kor,1999,3.36929
kor,2016,4.3331
kor,2017,4.32824
kor,2018,4.45808
kwt,1971,3.28734
kwt,1972,2.81575
kwt,1973,3.30369
kwt,1974,3.5216
kwt,1975,2.13554
kwt,1976,3.11508
kwt,1977,3.36867
kwt,1978,4.08185
kwt,1979,3.42856
kwt,1980,2.79102
kwt,1981,2.71914
kwt,1982,3.03351
kwt,1983,5.09027
kwt,1984,5.14888
kwt,1985,5.00762
kwt,1986,5.40084
kwt,1992,14.19883
kwt,1996,5.85961
kwt,1997,5.58263
kwt,2001,6.58583
kwt,2002,6.55111
kwt,2004,5.53507
kwt,2005,4.73834
kwt,2006,3.75998
kwt,2015,4.77148
kwt,2016,5.84771
kwt,2017,6.36549
kwt,2018,6.38917
kwt,2019,6.49243
kwt,2020,6.55126
lao,1992,2.33457
lao,1996,2.42975
lao,1997,2.1302
lao,2000,1.50369
lao,2001,1.99028
lao,2002,2.82522
lao,2004,2.413
lao,2005,2.41409
lao,2006,2.95879
lao,2007,3.07842
lao,2008,2.27855
lao,2009,1.65485
lao,2010,1.70979
lao,2011,1.70802
lao,2012,1.82147
lao,2013,3.23381
lao,2014,2.93781
lbn,1993,1.66652
lbn,1994,1.93126
lbn,1995,2.22463
lbn,1996,2.08467
lbn,2001,2.84148
lbn,2002,2.55271
lbn,2004,2.64095
lbn,2005,2.64619
lbn,2006,2.77976
lbn,2007,2.58357
lbn,2008,2.01479
lbn,2009,1.76571
lbn,2010,1.61331
lbn,2011,1.65252
lbn,2012,2.14809
lbn,2013,2.43245
lbn,2014,2
lbn,2015,2.1
lbn,2016,2.12393
lbn,2017,2.13294
lbn,2018,2.52447
lbn,2019,2.59202
lbr,2008,1.70166
lbr,2012,1.77712
lbr,2013,1.73466
lbr,2014,2.2791
lbr,2015,2.17083
lbr,2016,2.14813
lbr,2017,2.76128
lbr,2018,2.58412
lbr,2019,2.27039
lbr,2020,2.30929
lby,1999,2.26417
lca,1982,5.53879
lca,1986,4.15468
lca,1994,6.53238
lca,1998,5.52894
lca,1999,5.44994
lca,2001,5.70733
lca,2003,3.53449
lca,2004,3.43646
lca,2005,4.23896
lca,2006,4.69669
lca,2008,4.48353
lca,2009,3.06766
lca,2010,3.4829
lca,2011,3.58824
lca,2012,3.27299
lca,2013,3.85985
lca,2014,3.88069
lca,2015,3.86773
lca,2016,5.20828
lca,2017,3.63348
lca,2018,3.3318
lca,2019,3.26488
lca,2020,3.56905
lie,2003,2.46014
lie,2004,2.43333
lie,2006,2.05381
lie,2007,1.92119
lie,2008,2.04837
lie,2011,2.55604
lka,1973,3.3164
lka,1975,2.74455
lka,1979,2.56743
lka,1980,2.70417
lka,1981,2.44221
lka,1982,2.5585
lka,1983,2.39061
lka,1984,2.16526
lka,1985,2.57614
lka,1986,2.80542
lka,1987,2.64433
lka,1988,2.82636
lka,1989,2.75516
lka,1990,2.41093
lka,1991,2.91558
lka,1994,3.10853
lka,1995,2.9576
lka,1996,3.3436
lka,1998,3.05142
lka,2009,2.0559
lka,2010,1.71774
lka,2011,1.80861
lka,2012,1.49617
lka,2013,1.62107
lka,2014,1.93288
lka,2015,2.22875
lka,2016,3.4492
lka,2017,2.79925
lka,2018,2.13539
lso,1971,4.64155
lso,1972,4.52651
lso,1973,4.86656
lso,1974,4.23424
lso,1983,10.09694
lso,1984,6.42841
lso,1985,7.08858
lso,1988,7.21664
lso,1989,6.20228
lso,1993,8.57703
lso,1994,7.02543
lso,1995,8.64097
lso,1997,11.36401
lso,1999,12.49935
lso,2000,10.09155
lso,2001,9.36505
lso,2002,10.10045
lso,2003,13.21957
lso,2004,11.10901
lso,2005,12.07966
lso,2006,11.27128
lso,2008,12.32952
lso,2011,8.1651
lso,2012,7.66606
lso,2013,7.29226
lso,2014,7.1986
lso,2015,9
lso,2016,7.76075
lso,2017,8.15689
lso,2018,7.28536
lso,2019,7.80015
lso,2020,7.37501
ltu,1995,4.76712
ltu,1996,4.84522
ltu,1997,5.45044
ltu,1998,6.11645
ltu,2001,5.84759
ltu,2002,5.80008
ltu,2003,5.11418
ltu,2004,5.17428
ltu,2005,4.8784
ltu,2006,4.82573
ltu,2007,4.59521
ltu,2008,4.8399
ltu,2009,5.58524
ltu,2010,5.29786
ltu,2011,5.11343
ltu,2012,4.75803
ltu,2013,4.60233
ltu,2014,4.48658
ltu,2015,4.22719
ltu,2016,4.00431
ltu,2017,3.8122
ltu,2018,3.89496
lux,1970,2.22194
lux,1971,2.75784
lux,1972,2.64748
lux,1973,2.71659
lux,1975,3.30647
lux,1976,3.49155
lux,1977,3.56803
lux,1978,4.19158
lux,1979,4.25286
lux,1980,4.39702
lux,1981,4.52836
lux,1982,5.09598
lux,1983,3.20664
lux,1986,3.66077
lux,1987,3.944
lux,1988,3.87763
lux,1989,3.74053
lux,1995,3.53449
lux,1996,3.33611
lux,2001,3.5558
lux,2012,4.09041
lux,2014,4.00789
lux,2015,3.9182
lux,2017,3.56959
lux,2018,3.66626
lva,1996,5.26298
lva,1997,5.51813
lva,1998,5.81349
lva,1999,5.54555
lva,2000,5.28064
lva,2001,5.45413
lva,2002,5.6095
lva,2003,5.06685
lva,2004,4.84541
lva,2006,4.69613
lva,2007,4.64068
lva,2008,5.38117
lva,2009,5.5423
lva,2010,5.05706
lva,2011,4.9107
lva,2012,6.54672
lva,2013,6.94365
lva,2014,5.28389
lva,2015,5.28494
lva,2016,4.65953
lva,2017,4.3703
lva,2018,4.24517
mac,1998,3.35005
mac,1999,3.33665
mac,2000,3.31439
mac,2001,2.71447
mac,2002,2.84296
mac,2003,2.78017
mac,2004,2.23349
mac,2005,2.27788
mac,2006,2.19386
mac,2007,2.04345
mac,2008,2.19641
mac,2009,2.53323
mac,2010,2.61849
mac,2011,2.67528
mac,2012,3.32516
mac,2013,2.05049
mac,2014,2.04853
mac,2015,3.00165
mac,2016,3.09854
mac,2017,2.70558
mac,2018,2.72788
mac,2019,3.06146
mar,1973,4.67169
mar,1974,4.27549
mar,1975,5.21271
mar,1976,6.02712
mar,1977,6.08425
mar,1978,6.20183
mar,1979,6.31548
mar,1980,5.10486
mar,1981,5.68926
mar,1982,6.12268
mar,1983,6.17467
mar,1984,5.19013
mar,1985,5.10217
mar,1986,5.25928
mar,1987,5.16214
mar,1988,4.57782
mar,1989,4.75733
mar,1990,4.51049
mar,1991,4.30316
mar,1993,4.82497
mar,1995,4.73481
mar,1998,5.11554
mar,1999,5.14016
mar,2008,5.34215
mar,2009,5.26064
mco,1988,0.88103
mco,1989,0.95752
mco,1992,0.9136
mco,1995,1.06457
mco,1996,1.08224
mco,1997,1.21242
mco,1998,1.20883
mco,1999,1.19528
mco,2000,1.25536
mco,2004,1.24386
mco,2009,1.35459
mco,2010,1.31735
mco,2011,1.58989
mco,2012,1.78004
mco,2013,1.3344
mco,2014,1.02195
mco,2016,1.37093
mco,2017,1.45793
mco,2019,1.15266
mda,1996,9.89664
mda,1999,4.66256
mda,2000,4.48639
mda,2001,4.84685
