geo,time,en_atm_co2e_pp_gd
atg,2008,0.2188
atg,2009,0.71424
atg,2010,0.27006
atg,2011,0.28083
atg,2012,0.40637
atg,2013,0.27323
atg,2014,0.27237
atg,2015,0.27691
atg,2016,0.26555
atg,2017,0.26409
atg,2018,0.25577
aus,1990,0.88942
aus,1991,0.85933
aus,1992,0.84214
aus,1993,0.80463
aus,1994,0.77672
aus,1995,0.76431
aus,1996,0.74339
aus,1997,0.72116
aus,1998,0.7233
aus,1999,0.69563
aus,2000,0.67151
aus,2001,0.64758
aus,2002,0.6242
aus,2003,0.59354
aus,2004,0.57782
aus,2005,0.55485
aus,2006,0.52723
aus,2007,0.50554
aus,2008,0.48755
aus,2009,0.452
aus,2010,0.44695
aus,2011,0.41111
aus,2012,0.39614
aus,2013,0.35722
aus,2014,0.33608
aus,2015,0.34134
aus,2016,0.33588
aus,2017,0.32519
aus,2018,0.30847
aut,1990,0.38996
aut,1991,0.39062
aut,1992,0.34562
aut,1993,0.33661
aut,1994,0.32457
aut,1995,0.32499
aut,1996,0.3321
aut,1997,0.31698
aut,1998,0.30393
aut,1999,0.28576
aut,2000,0.26994
aut,2001,0.28429
aut,2002,0.27529
aut,2003,0.28523
aut,2004,0.27464
aut,2005,0.26464
aut,2006,0.23795
aut,2007,0.2178
aut,2008,0.20572
aut,2009,0.1887
aut,2010,0.19912
aut,2011,0.18301
aut,2012,0.16625
aut,2013,0.1618
aut,2014,0.14864
aut,2015,0.14653
aut,2016,0.13772
aut,2017,0.13813
aut,2018,0.12547
aze,1990,1.52524
aze,1991,1.7314
aze,1992,1.45589
aze,1993,2.21828
aze,1994,2.40454
aze,1995,2.56866
aze,1996,2.19687
aze,1997,1.99398
aze,1998,1.7889
aze,1999,1.61651
aze,2000,1.46833
aze,2001,1.26523
aze,2002,1.12076
aze,2003,0.89917
aze,2004,0.7956
aze,2005,0.64825
aze,2006,0.43616
aze,2007,0.27357
aze,2008,0.26051
aze,2009,0.20104
aze,2010,0.18173
aze,2011,0.2103
aze,2012,0.20736
aze,2013,0.19393
aze,2014,0.19618
aze,2015,0.22318
aze,2016,0.2329
aze,2017,0.22975
aze,2018,0.22139
bdi,1990,0.05683
bdi,1991,0.06338
bdi,1992,0.05335
bdi,1993,0.05836
bdi,1994,0.05941
bdi,1995,0.06621
bdi,1996,0.07067
bdi,1997,0.07376
bdi,1998,0.06963
bdi,1999,0.06934
bdi,2000,0.07733
bdi,2001,0.05989
bdi,2002,0.05913
bdi,2003,0.04542
bdi,2004,0.03971
bdi,2005,0.03816
bdi,2006,0.04173
bdi,2007,0.03928
bdi,2008,0.03868
bdi,2009,0.03698
bdi,2010,0.05563
bdi,2011,0.06056
bdi,2012,0.06107
bdi,2013,0.058
bdi,2014,0.05098
bdi,2015,0.04795
bdi,2016,0.05503
bdi,2017,0.06806
bdi,2018,0.0677
bel,1990,0.58715
bel,1991,0.58144
bel,1992,0.55191
bel,1993,0.53361
bel,1994,0.52814
bel,1995,0.50379
bel,1996,0.51722
bel,1997,0.48273
bel,1998,0.48026
bel,1999,0.44398
bel,2000,0.41176
bel,2001,0.39962
bel,2002,0.35427
bel,2003,0.35985
bel,2004,0.34124
bel,2005,0.31816
bel,2006,0.29214
bel,2007,0.26754
bel,2008,0.26355
bel,2009,0.24455
bel,2010,0.24528
bel,2011,0.21147
bel,2012,0.20216
bel,2013,0.19824
bel,2014,0.17902
bel,2015,0.18277
bel,2016,0.17128
bel,2017,0.16168
bel,2018,0.15572
ben,1990,0.06064
ben,1991,0.04887
ben,1992,0.05063
ben,1993,0.05452
ben,1994,0.04983
ben,1995,0.05293
ben,1996,0.11372
ben,1997,0.12478
ben,1998,0.12444
ben,1999,0.12719
ben,2000,0.12663
ben,2001,0.14148
ben,2002,0.15335
ben,2003,0.16339
ben,2004,0.16196
ben,2005,0.16968
ben,2006,0.21829
ben,2007,0.2299
ben,2008,0.21303
ben,2009,0.22325
ben,2010,0.23358
ben,2011,0.21784
ben,2012,0.19499
ben,2013,0.18795
ben,2014,0.18904
ben,2015,0.19619
ben,2016,0.22131
ben,2017,0.21632
ben,2018,0.21279
bfa,1990,0.11358
bfa,1991,0.10243
bfa,1992,0.10158
bfa,1993,0.09748
bfa,1994,0.09421
bfa,1995,0.0901
bfa,1996,0.08966
bfa,1997,0.09436
bfa,1998,0.09332
bfa,1999,0.09052
bfa,2000,0.09811
bfa,2001,0.08748
bfa,2002,0.08253
bfa,2003,0.08105
bfa,2004,0.0776
bfa,2005,0.07049
bfa,2006,0.07839
bfa,2007,0.08799
bfa,2008,0.09274
bfa,2009,0.09033
bfa,2010,0.08916
bfa,2011,0.08622
bfa,2012,0.10099
bfa,2013,0.10336
bfa,2014,0.10148
bfa,2015,0.10956
bfa,2016,0.09904
bfa,2017,0.10372
bfa,2018,0.09969
bgd,1990,0.13137
bgd,1991,0.11544
bgd,1992,0.11682
bgd,1993,0.1159
bgd,1994,0.11766
bgd,1995,0.134
bgd,1996,0.12795
bgd,1997,0.13567
bgd,1998,0.12944
bgd,1999,0.12735
bgd,2000,0.12737
bgd,2001,0.14124
bgd,2002,0.14247
bgd,2003,0.13939
bgd,2004,0.13754
bgd,2005,0.13414
bgd,2006,0.13396
bgd,2007,0.12895
bgd,2008,0.13059
bgd,2009,0.13278
bgd,2010,0.14052
bgd,2011,0.1391
bgd,2012,0.13073
bgd,2013,0.12615
bgd,2014,0.12259
bgd,2015,0.12904
bgd,2016,0.12127
bgd,2017,0.11847
bgd,2018,0.11277
bgr,1990,1.11797
bgr,1991,0.9411
bgr,1992,0.93337
bgr,1993,0.93453
bgr,1994,0.86394
bgr,1995,0.8407
bgr,1996,0.96158
bgr,1997,1.11657
bgr,1998,0.99181
bgr,1999,0.929
bgr,2000,0.82583
bgr,2001,0.82856
bgr,2002,0.71497
bgr,2003,0.73176
bgr,2004,0.66444
bgr,2005,0.60745
bgr,2006,0.56473
bgr,2007,0.54435
bgr,2008,0.46578
bgr,2009,0.40703
bgr,2010,0.40547
bgr,2011,0.42925
bgr,2012,0.37824
bgr,2013,0.32925
bgr,2014,0.33183
bgr,2015,0.33852
bgr,2016,0.29171
bgr,2017,0.28989
bgr,2018,0.25438
bhr,1990,0.80631
bhr,1991,0.67573
bhr,1992,0.73412
bhr,1993,0.67678
bhr,1994,0.67953
bhr,1995,0.64855
bhr,1996,0.64021
bhr,1997,0.62086
bhr,1998,0.63017
bhr,1999,0.59329
bhr,2000,0.56644
bhr,2001,0.55818
bhr,2002,0.55861
bhr,2003,0.53811
bhr,2004,0.489
bhr,2005,0.51278
bhr,2006,0.50813
bhr,2007,0.4673
bhr,2008,0.46444
bhr,2009,0.44878
bhr,2010,0.44668
bhr,2011,0.42985
bhr,2012,0.40334
bhr,2013,0.42471
bhr,2014,0.44262
bhr,2015,0.48942
bhr,2016,0.47312
bhr,2017,0.42619
bhr,2018,0.41246
bhs,1990,0.32337
bhs,1991,0.34478
bhs,1992,0.4717
bhs,1993,0.38129
bhs,1994,0.35158
bhs,1995,0.33638
bhs,1996,0.30018
bhs,1997,0.24792
bhs,1998,0.32925
bhs,1999,0.28418
bhs,2000,0.25612
bhs,2001,0.24307
bhs,2002,0.24939
bhs,2003,0.24472
bhs,2004,0.22677
bhs,2005,0.19891
bhs,2006,0.18833
bhs,2007,0.18526
bhs,2008,0.18964
bhs,2009,0.56038
bhs,2010,0.18849
bhs,2011,0.2135
bhs,2012,0.31076
bhs,2013,0.26762
bhs,2014,0.21262
bhs,2015,0.18662
bhs,2016,0.16876
bhs,2017,0.1568
bhs,2018,0.15663
bih,1994,0.89116
bih,1995,0.77058
bih,1996,0.49792
bih,1997,0.73755
bih,1998,0.7996
bih,1999,0.70314
bih,2000,0.80877
bih,2001,0.76461
bih,2002,0.7453
bih,2003,0.72318
bih,2004,0.69526
bih,2005,0.66522
bih,2006,0.64155
bih,2007,0.61248
bih,2008,0.61245
bih,2009,0.61043
bih,2010,0.60162
bih,2011,0.64995
bih,2012,0.59119
bih,2013,0.55987
bih,2014,0.48956
bih,2015,0.4761
bih,2016,0.50468
bih,2017,0.49136
bih,2018,0.45455
blr,1990,1.87421
blr,1991,1.76858
blr,1992,1.74466
blr,1993,1.60196
blr,1994,1.50673
blr,1995,1.46523
blr,1996,1.42281
blr,1997,1.267
blr,1998,1.12019
blr,1999,1.02595
blr,2000,0.91417
blr,2001,0.83404
blr,2002,0.78207
blr,2003,0.7281
blr,2004,0.67515
blr,2005,0.60612
blr,2006,0.55689
blr,2007,0.48698
blr,2008,0.45554
blr,2009,0.42821
blr,2010,0.42197
blr,2011,0.37233
blr,2012,0.34957
blr,2013,0.33412
blr,2014,0.33113
blr,2015,0.32061
blr,2016,0.32781
blr,2017,0.32391
blr,2018,0.32339
blz,1990,0.52791
blz,1991,0.59695
blz,1992,0.60563
blz,1993,0.51214
blz,1994,0.48976
blz,1995,0.48722
blz,1996,0.36917
blz,1997,0.44757
blz,1998,0.41735
blz,1999,0.34459
blz,2000,0.32732
blz,2001,0.36037
blz,2002,0.33234
blz,2003,0.29268
blz,2004,0.23465
blz,2005,0.23845
blz,2006,0.23958
blz,2007,0.24123
blz,2008,0.21571
blz,2009,0.62375
blz,2010,0.22959
blz,2011,0.25219
blz,2012,0.28069
blz,2013,0.20012
blz,2014,0.19286
blz,2015,0.25272
blz,2016,0.2438
blz,2017,0.24046
blz,2018,0.23872
bol,1990,0.34865
bol,1991,0.32545
bol,1992,0.37001
bol,1993,0.39747
bol,1994,0.42981
bol,1995,0.37014
bol,1996,0.33992
bol,1997,0.32446
bol,1998,0.31766
bol,1999,0.28826
bol,2000,0.27645
bol,2001,0.26237
bol,2002,0.26289
bol,2003,0.27815
bol,2004,0.26885
bol,2005,0.26692
bol,2006,0.27398
bol,2007,0.27529
bol,2008,0.2751
bol,2009,0.2814
bol,2010,0.28966
bol,2011,0.29499
bol,2012,0.2807
bol,2013,0.26575
bol,2014,0.26696
bol,2015,0.26321
bol,2016,0.26119
bol,2017,0.23599
bol,2018,0.22569
bra,1990,0.19869
bra,1991,0.19687
bra,1992,0.19682
bra,1993,0.18896
bra,1994,0.18091
bra,1995,0.18434
bra,1996,0.19281
bra,1997,0.19617
bra,1998,0.19969
bra,1999,0.20258
bra,2000,0.19743
bra,2001,0.19474
bra,2002,0.1847
bra,2003,0.1748
bra,2004,0.17001
bra,2005,0.16159
bra,2006,0.15245
bra,2007,0.14732
bra,2008,0.14558
bra,2009,0.13637
bra,2010,0.14212
bra,2011,0.14041
bra,2012,0.15066
bra,2013,0.15408
bra,2014,0.15901
bra,2015,0.15921
bra,2016,0.15036
bra,2017,0.14902
bra,2018,0.13594
brb,1990,0.3923
brb,1991,0.39487
brb,1992,0.49292
brb,1993,0.4008
brb,1994,0.40022
brb,1995,0.39919
brb,1996,0.37702
brb,1997,0.38668
brb,1998,0.40014
brb,1999,0.40242
brb,2000,0.35946
brb,2001,0.38351
brb,2002,0.38878
brb,2003,0.37629
brb,2004,0.35609
brb,2005,0.34685
brb,2006,0.32909
brb,2007,0.31571
brb,2008,0.36987
brb,2009,1.0037
brb,2010,0.34944
brb,2011,0.36195
brb,2012,0.50881
brb,2013,0.33948
brb,2014,0.29845
brb,2015,0.29149
brb,2016,0.28734
brb,2017,0.26553
brb,2018,0.27168
brn,1990,0.27115
brn,1991,0.21925
brn,1992,0.21735
brn,1993,0.22818
brn,1994,0.2317
brn,1995,0.23611
brn,1996,0.23589
brn,1997,0.25418
brn,1998,0.21403
brn,1999,0.19904
brn,2000,0.20013
brn,2001,0.18544
brn,2002,0.17779
brn,2003,0.20425
brn,2004,0.18546
brn,2005,0.17552
brn,2006,0.24444
brn,2007,0.22517
brn,2008,0.23776
brn,2009,0.24718
brn,2010,0.21987
brn,2011,0.21214
brn,2012,0.2025
brn,2013,0.20717
brn,2014,0.20903
brn,2015,0.23045
brn,2016,0.27123
brn,2017,0.25916
brn,2018,0.26916
btn,1990,0.15714
btn,1991,0.19959
btn,1992,0.21948
btn,1993,0.17869
btn,1994,0.18631
btn,1995,0.20631
btn,1996,0.23364
btn,1997,0.28784
btn,1998,0.26148
btn,1999,0.2387
btn,2000,0.23218
btn,2001,0.20402
btn,2002,0.20106
btn,2003,0.16476
btn,2004,0.13033
btn,2005,0.15581
btn,2006,0.13789
btn,2007,0.11062
btn,2008,0.10619
btn,2009,0.09132
btn,2010,0.10243
btn,2011,0.13246
btn,2012,0.13691
btn,2013,0.14979
btn,2014,0.15084
btn,2015,0.13882
btn,2016,0.15966
btn,2017,0.1601
btn,2018,0.15741
bwa,1990,0.39922
bwa,1991,0.3504
bwa,1992,0.40092
bwa,1993,0.37845
bwa,1994,0.33886
bwa,1995,0.32118
bwa,1996,0.2728
bwa,1997,0.26012
bwa,1998,0.30697
bwa,1999,0.28943
bwa,2000,0.28981
bwa,2001,0.27165
bwa,2002,0.26254
bwa,2003,0.23963
bwa,2004,0.2301
bwa,2005,0.23009
bwa,2006,0.19694
bwa,2007,0.18709
bwa,2008,0.17553
bwa,2009,0.17575
bwa,2010,0.13185
bwa,2011,0.14455
bwa,2012,0.19212
bwa,2013,0.19027
bwa,2014,0.2174
bwa,2015,0.23223
bwa,2016,0.19812
bwa,2017,0.22379
bwa,2018,0.21926
caf,1990,0.08977
caf,1991,0.08186
caf,1992,0.08553
caf,1993,0.08882
caf,1994,0.0829
caf,1995,0.07574
caf,1996,0.08232
caf,1997,0.07681
caf,1998,0.09815
caf,1999,0.09745
caf,2000,0.09775
caf,2001,0.09538
caf,2002,0.09062
caf,2003,0.09028
caf,2004,0.08294
caf,2005,0.07971
caf,2006,0.08
caf,2007,0.07448
caf,2008,0.07158
caf,2009,0.06542
caf,2010,0.06419
caf,2011,0.06481
caf,2012,0.06136
caf,2013,0.09133
caf,2014,0.09329
caf,2015,0.08767
caf,2016,0.08027
caf,2017,0.07389
caf,2018,0.07401
can,1997,0.63349
can,1998,0.6133
can,1999,0.58499
can,2000,0.57159
can,2001,0.54057
can,2002,0.54116
can,2003,0.53274
can,2004,0.4958
can,2005,0.46953
can,2006,0.43579
can,2007,0.43893
can,2008,0.40986
can,2009,0.39847
can,2010,0.39237
can,2011,0.38281
can,2012,0.37269
can,2013,0.35798
can,2014,0.34651
can,2015,0.35038
can,2016,0.32804
can,2017,0.31842
can,2018,0.30999
che,1990,0.22663
che,1991,0.23319
che,1992,0.22824
che,1993,0.21225
che,1994,0.20114
che,1995,0.19998
che,1996,0.19735
che,1997,0.18402
che,1998,0.18356
che,1999,0.17902
che,2000,0.16545
che,2001,0.16482
che,2002,0.15409
che,2003,0.1573
che,2004,0.15191
che,2005,0.14767
che,2006,0.13068
che,2007,0.1126
che,2008,0.10867
che,2009,0.1057
che,2010,0.10532
che,2011,0.08977
che,2012,0.08861
che,2013,0.08638
che,2014,0.07569
che,2015,0.07138
che,2016,0.06946
che,2017,0.06612
che,2018,0.06143
chl,1990,0.50862
chl,1991,0.44298
chl,1992,0.40885
chl,1993,0.37911
chl,1994,0.3808
chl,1995,0.36236
chl,1996,0.3776
chl,1997,0.39651
chl,1998,0.38216
chl,1999,0.39578
chl,2000,0.34045
chl,2001,0.30969
chl,2002,0.30081
chl,2003,0.2905
chl,2004,0.28936
chl,2005,0.27013
chl,2006,0.22143
chl,2007,0.23117
chl,2008,0.24754
chl,2009,0.23956
chl,2010,0.22499
chl,2011,0.21813
chl,2012,0.20973
chl,2013,0.21035
chl,2014,0.18877
chl,2015,0.20097
chl,2016,0.20189
chl,2017,0.19257
chl,2018,0.17986
chn,1990,1.94989
chn,1991,1.82853
chn,1992,1.64401
chn,1993,1.54157
chn,1994,1.39607
chn,1995,1.37551
chn,1996,1.22089
chn,1997,1.12086
chn,1998,1.06174
chn,1999,0.94721
chn,2000,0.90684
chn,2001,0.86384
chn,2002,0.84143
chn,2003,0.86999
chn,2004,0.89289
chn,2005,0.88317
chn,2006,0.84057
chn,2007,0.77858
chn,2008,0.71712
chn,2009,0.69757
chn,2010,0.68428
chn,2011,0.67018
chn,2012,0.63031
chn,2013,0.61394
chn,2014,0.57793
chn,2015,0.55237
chn,2016,0.52449
chn,2017,0.50373
chn,2018,0.47442
civ,1990,0.08251
civ,1991,0.08214
civ,1992,0.07993
civ,1993,0.08359
civ,1994,0.08475
civ,1995,0.08175
civ,1996,0.08869
civ,1997,0.09811
civ,1998,0.09382
civ,1999,0.12663
civ,2000,0.11751
civ,2001,0.11622
civ,2002,0.11987
civ,2003,0.09971
civ,2004,0.09903
civ,2005,0.10194
civ,2006,0.09325
civ,2007,0.08855
civ,2008,0.09499
civ,2009,0.08484
civ,2010,0.08233
civ,2011,0.08207
civ,2012,0.1029
civ,2013,0.09904
civ,2014,0.09159
civ,2015,0.08846
civ,2016,0.08276
civ,2017,0.08793
civ,2018,0.07669
cmr,1990,0.1259
cmr,1991,0.11569
cmr,1992,0.11145
cmr,1993,0.31127
cmr,1994,0.32744
cmr,1995,0.304
cmr,1996,0.25544
cmr,1997,0.24955
cmr,1998,0.24171
cmr,1999,0.21989
cmr,2000,0.21287
cmr,2001,0.18864
cmr,2002,0.17465
cmr,2003,0.15947
cmr,2004,0.15552
cmr,2005,0.14912
cmr,2006,0.1466
cmr,2007,0.15988
cmr,2008,0.15417
cmr,2009,0.1597
cmr,2010,0.1569
cmr,2011,0.1318
cmr,2012,0.11106
cmr,2013,0.10666
cmr,2014,0.10315
cmr,2015,0.10125
cmr,2016,0.10131
cmr,2017,0.09241
cmr,2018,0.08994
cod,1990,0.10414
cod,1991,0.06019
cod,1992,0.05593
cod,1993,0.061
cod,1994,0.05563
cod,1995,0.05242
cod,1996,0.05243
cod,1997,0.05239
cod,1998,0.05837
cod,1999,0.05965
cod,2000,0.04368
cod,2001,0.03749
cod,2002,0.03994
cod,2003,0.04516
cod,2004,0.04505
cod,2005,0.05242
cod,2006,0.05187
cod,2007,0.052
cod,2008,0.05131
cod,2009,0.05083
cod,2010,0.05033
cod,2011,0.05643
cod,2012,0.05258
cod,2013,0.06788
cod,2014,0.07641
cod,2015,0.04186
cod,2016,0.02713
cod,2017,0.02643
cod,2018,0.02353
cog,1990,0.10263
cog,1991,0.3555
cog,1992,0.33103
cog,1993,0.3244
cog,1994,0.31247
cog,1995,0.3102
cog,1996,0.27913
cog,1997,0.32917
cog,1998,0.30345
cog,1999,0.28044
cog,2000,0.24721
cog,2001,0.24364
cog,2002,0.21476
cog,2003,0.2196
cog,2004,0.20104
cog,2005,0.30493
cog,2006,0.28147
cog,2007,0.3042
cog,2008,0.29601
cog,2009,0.26461
cog,2010,0.21781
cog,2011,0.20372
cog,2012,0.16623
cog,2013,0.14257
cog,2014,0.14522
cog,2015,0.15268
cog,2016,0.17515
cog,2017,0.14878
cog,2018,0.15263
col,1990,0.29467
col,1991,0.28928
col,1992,0.28597
col,1993,0.27788
col,1994,0.26011
col,1995,0.25346
col,1996,0.24302
col,1997,0.24942
col,1998,0.24718
col,1999,0.22173
col,2000,0.21958
col,2001,0.21256
col,2002,0.19671
col,2003,0.18449
col,2004,0.17117
col,2005,0.16311
col,2006,0.14787
col,2007,0.13835
col,2008,0.13319
col,2009,0.13714
col,2010,0.13327
col,2011,0.13194
col,2012,0.12693
col,2013,0.13145
col,2014,0.12771
col,2015,0.12854
col,2016,0.12588
col,2017,0.10974
col,2018,0.1064
com,1990,0.1072
com,1991,0.10961
com,1992,0.09875
com,1993,0.09364
com,1994,0.09679
com,1995,0.10457
com,1996,0.10404
com,1997,0.09825
com,1998,0.10792
com,1999,0.10437
com,2000,0.10233
com,2001,0.10764
com,2002,0.10356
com,2003,0.12673
com,2004,0.12973
com,2005,0.11418
com,2006,0.11568
com,2007,0.08941
com,2008,0.08433
com,2009,0.08786
com,2010,0.10297
com,2011,0.09084
com,2012,0.08251
com,2013,0.09207
com,2014,0.07755
com,2015,0.08545
com,2016,0.08778
com,2017,0.1013
com,2018,0.09927
cpv,1990,0.27839
cpv,1991,0.26556
cpv,1992,0.25745
cpv,1993,0.23134
cpv,1994,0.19005
cpv,1995,0.1778
cpv,1996,0.18294
cpv,1997,0.1733
cpv,1998,0.16246
cpv,1999,0.17099
cpv,2000,0.16945
cpv,2001,0.18431
cpv,2002,0.19308
cpv,2003,0.20145
cpv,2004,0.19524
cpv,2005,0.22919
cpv,2006,0.23411
cpv,2007,0.18212
cpv,2008,0.17478
cpv,2009,0.18667
cpv,2010,0.19255
cpv,2011,0.19149
cpv,2012,0.18028
cpv,2013,0.17204
cpv,2014,0.16784
cpv,2015,0.15896
cpv,2016,0.16377
cpv,2017,0.16523
cpv,2018,0.16221
cri,1990,0.18305
cri,1991,0.1846
cri,1992,0.22416
cri,1993,0.20593
cri,1994,0.22383
cri,1995,0.20875
cri,1996,0.19049
cri,1997,0.17586
cri,1998,0.18145
cri,1999,0.17232
cri,2000,0.15938
cri,2001,0.165
cri,2002,0.15996
cri,2003,0.15818
cri,2004,0.15107
cri,2005,0.14873
cri,2006,0.14073
cri,2007,0.14672
cri,2008,0.13597
cri,2009,0.13033
cri,2010,0.12075
cri,2011,0.11839
cri,2012,0.11096
cri,2013,0.10933
cri,2014,0.10162
cri,2015,0.091
cri,2016,0.08646
cri,2017,0.08122
cri,2018,0.0775
cyp,1990,0.58941
cyp,1991,0.62925
cyp,1992,0.60229
cyp,1993,0.61223
cyp,1994,0.58991
cyp,1995,0.52152
cyp,1996,0.53796
cyp,1997,0.52404
cyp,1998,0.51421
cyp,1999,0.50437
cyp,2000,0.47852
cyp,2001,0.43208
cyp,2002,0.42533
cyp,2003,0.44552
cyp,2004,0.40821
cyp,2005,0.38382
cyp,2006,0.35225
cyp,2007,0.32667
cyp,2008,0.30659
cyp,2009,0.29876
cyp,2010,0.28208
cyp,2011,0.26635
cyp,2012,0.25524
cyp,2013,0.24368
cyp,2014,0.26322
cyp,2015,0.2514
cyp,2016,0.23507
cyp,2017,0.22182
cyp,2018,0.20488
cze,1990,1.14291
cze,1991,1.14004
cze,1992,1.09773
cze,1993,1.0464
cze,1994,0.9479
cze,1995,0.87505
cze,1996,0.83664
cze,1997,0.81693
cze,1998,0.77127
cze,1999,0.70705
cze,2000,0.73978
cze,2001,0.68167
cze,2002,0.63685
cze,2003,0.6164
cze,2004,0.57832
cze,2005,0.53187
cze,2006,0.49234
cze,2007,0.45674
cze,2008,0.40726
cze,2009,0.38342
cze,2010,0.39011
cze,2011,0.36458
cze,2012,0.34853
cze,2013,0.31701
cze,2014,0.29158
cze,2015,0.28246
cze,2016,0.26968
cze,2017,0.25143
cze,2018,0.23436
deu,1990,0.61825
deu,1991,0.5553
deu,1992,0.51005
deu,1993,0.49992
deu,1994,0.472
deu,1995,0.45386
deu,1996,0.45782
deu,1997,0.43203
deu,1998,0.41507
deu,1999,0.38608
deu,2000,0.37122
deu,2001,0.36278
deu,2002,0.34616
deu,2003,0.3389
deu,2004,0.31747
deu,2005,0.30593
deu,2006,0.28932
deu,2007,0.26249
deu,2008,0.25437
deu,2009,0.24364
deu,2010,0.24264
deu,2011,0.21856
deu,2012,0.21794
deu,2013,0.21431
deu,2014,0.19371
deu,2015,0.19087
deu,2016,0.17938
deu,2017,0.16691
deu,2018,0.15494
dji,2013,0.15448
dji,2014,0.11934
dji,2015,0.12915
dji,2016,0.11239
dji,2017,0.10191
dji,2018,0.0957
dma,1990,0.19832
dma,1991,0.18928
dma,1992,0.24185
dma,1993,0.23125
dma,1994,0.22633
dma,1995,0.26896
dma,1996,0.20493
dma,1997,0.24628
dma,1998,0.25815
dma,1999,0.25358
dma,2000,0.28643
dma,2001,0.32361
dma,2002,0.26228
dma,2003,0.28246
dma,2004,0.30505
dma,2005,0.2939
dma,2006,0.28961
dma,2007,0.28078
dma,2008,0.25712
dma,2009,0.71719
dma,2010,0.25351
dma,2011,0.23505
dma,2012,0.35422
dma,2013,0.23593
dma,2014,0.23209
dma,2015,0.22699
