geo,time,sp_pop_2529_fe_5y
abw,1960,7.40365
abw,1961,7.39417
abw,1962,7.26797
abw,1963,7.10851
abw,1964,6.99505
abw,1965,6.97055
abw,1966,6.99806
abw,1967,7.11224
abw,1968,7.27877
abw,1969,7.45532
abw,1970,7.62706
abw,1971,7.94356
abw,1972,8.25419
abw,1973,8.5705
abw,1974,8.86235
abw,1975,9.0985
abw,1976,9.2186
abw,1977,9.2678
abw,1978,9.22713
abw,1979,9.132
abw,1980,9.01772
abw,1981,9.0871
abw,1982,9.19409
abw,1983,9.32389
abw,1984,9.478
abw,1985,9.66194
abw,1986,9.83279
abw,1987,9.90689
abw,1988,9.78135
abw,1989,9.38569
abw,1990,8.7575
abw,1991,8.71108
abw,1992,8.68784
abw,1993,8.65458
abw,1994,8.59286
abw,1995,8.47745
abw,1996,8.10165
abw,1997,7.76815
abw,1998,7.52028
abw,1999,7.31824
abw,2000,7.10776
abw,2001,6.84781
abw,2002,6.53456
abw,2003,6.20834
abw,2004,5.94787
abw,2005,5.78602
abw,2006,5.855
abw,2007,5.94319
abw,2008,5.95191
abw,2009,5.81036
abw,2010,5.50564
abw,2011,5.25261
abw,2012,4.99674
abw,2013,4.77706
abw,2014,4.67395
abw,2015,4.72763
abw,2016,4.94332
abw,2017,5.31015
abw,2018,5.74979
abw,2019,6.14853
abw,2020,6.43753
afg,1960,7.49102
afg,1961,7.45333
afg,1962,7.43854
afg,1963,7.43728
afg,1964,7.43701
afg,1965,7.43298
afg,1966,7.39526
afg,1967,7.35471
afg,1968,7.32519
afg,1969,7.32853
afg,1970,7.37205
afg,1971,7.41975
afg,1972,7.51011
afg,1973,7.60549
afg,1974,7.6559
afg,1975,7.63971
afg,1976,7.54668
afg,1977,7.39728
afg,1978,7.22948
afg,1979,7.10064
afg,1980,7.04466
afg,1981,7.0048
afg,1982,7.00999
afg,1983,7.04136
afg,1984,7.06696
afg,1985,7.06192
afg,1986,7.02547
afg,1987,6.99543
afg,1988,6.96412
afg,1989,6.92058
afg,1990,6.85077
afg,1991,6.86067
afg,1992,6.87624
afg,1993,6.88922
afg,1994,6.90518
afg,1995,6.93553
afg,1996,6.91501
afg,1997,6.88288
afg,1998,6.84524
afg,1999,6.80193
afg,2000,6.74789
afg,2001,6.73247
afg,2002,6.74476
afg,2003,6.78517
afg,2004,6.85777
afg,2005,6.96612
afg,2006,7.03758
afg,2007,7.10339
afg,2008,7.14911
afg,2009,7.15588
afg,2010,7.11248
afg,2011,7.09716
afg,2012,7.07937
afg,2013,7.07653
afg,2014,7.11255
afg,2015,7.20129
afg,2016,7.30912
afg,2017,7.43719
afg,2018,7.58257
afg,2019,7.74121
afg,2020,7.90726
ago,1960,9.0837
ago,1961,8.79158
ago,1962,8.37277
ago,1963,7.8798
ago,1964,7.37332
ago,1965,6.88531
ago,1966,6.70899
ago,1967,6.64131
ago,1968,6.65915
ago,1969,6.78085
ago,1970,7.03404
ago,1971,6.90769
ago,1972,6.86173
ago,1973,6.84566
ago,1974,6.79346
ago,1975,6.67591
ago,1976,6.45925
ago,1977,6.21331
ago,1978,5.9883
ago,1979,5.85646
ago,1980,5.85341
ago,1981,5.96269
ago,1982,6.16177
ago,1983,6.40594
ago,1984,6.63915
ago,1985,6.82863
ago,1986,6.95547
ago,1987,7.06335
ago,1988,7.13872
ago,1989,7.16395
ago,1990,7.13601
ago,1991,7.03961
ago,1992,6.89522
ago,1993,6.75144
ago,1994,6.6743
ago,1995,6.69428
ago,1996,6.77859
ago,1997,6.94352
ago,1998,7.14113
ago,1999,7.30648
ago,2000,7.40617
ago,2001,7.43729
ago,2002,7.42103
ago,2003,7.38034
ago,2004,7.34777
ago,2005,7.33987
