geo,time,en_pop_dnst
alb,1989,117.80814
alb,1990,119.94679
alb,1991,119.22591
alb,1992,118.50507
alb,1993,117.7842
alb,1994,117.06336
alb,1995,116.34248
alb,1996,115.62164
alb,1997,114.90077
alb,1998,114.17993
alb,1999,113.45905
alb,2000,112.73821
alb,2001,111.68515
alb,2002,111.35073
alb,2003,110.93489
alb,2004,110.47223
alb,2005,109.90828
alb,2006,109.21704
alb,2007,108.39478
alb,2008,107.5662
alb,2009,106.84376
alb,2010,106.31464
alb,2011,106.02901
alb,2012,105.85405
alb,2013,105.66029
alb,2014,105.44175
alb,2015,105.13515
alb,2016,104.96719
alb,2017,104.87069
alb,2018,104.61226
alb,2019,104.16755
alb,2020,103.57113
and,1961,30.59149
and,1962,32.72128
and,1963,34.90851
and,1964,37.1617
and,1965,39.45106
and,1966,41.8
and,1967,44.17021
and,1968,46.56596
and,1969,49.04894
and,1970,51.64894
and,1971,54.40638
and,1972,57.20213
and,1973,60.06809
and,1974,62.79787
and,1975,65.32979
and,1976,67.62128
and,1977,69.72128
and,1978,71.79574
and,1979,74.09574
and,1980,76.72979
and,1981,79.78298
and,1982,83.2234
and,1983,86.9234
and,1984,90.86383
and,1985,94.87872
and,1986,98.97872
and,1987,103.10426
and,1988,107.30426
and,1989,111.6
and,1990,115.97447
and,1991,120.56596
and,1992,125.28085
and,1993,129.73191
and,1994,133.35319
and,1995,135.87234
and,1996,136.94255
and,1997,136.84681
and,1998,136.46809
and,1999,136.95319
and,2000,139.12766
and,2001,143.28511
and,2002,149.0383
and,2003,155.70213
and,2004,162.23404
and,2005,167.81064
and,2006,172.32979
and,2007,175.91915
and,2008,178.42553
and,2009,179.70426
and,2010,179.68936
and,2011,178.18723
and,2012,175.3766
and,2013,171.85106
and,2014,168.5383
and,2015,165.94255
and,2016,164.45745
and,2017,163.8234
and,2018,163.84681
and,2019,164.14043
and,2020,164.39362
are,1961,1.41933
are,1962,1.5786
are,1963,1.7619
are,1964,1.9438
are,1965,2.11004
are,1966,2.25259
are,1967,2.39043
are,1968,2.57139
are,1969,2.8598
are,1970,3.30206
are,1971,3.90683
are,1972,4.66021
are,1973,5.55653
are,1974,6.58205
are,1975,7.72029
are,1976,8.98234
are,1977,10.35408
are,1978,11.76426
are,1979,13.11957
are,1980,14.35521
are,1981,15.44075
are,1982,16.40124
are,1983,17.29734
are,1984,18.2198
are,1985,19.23634
are,1986,20.3659
are,1987,21.59288
are,1988,22.91
are,1989,24.29845
are,1990,25.74538
are,1991,27.27625
are,1992,28.90583
are,1993,30.59892
are,1994,32.30607
are,1995,34.0059
are,1996,35.7522
are,1997,37.61421
are,1998,39.61157
are,1999,41.76329
are,2000,44.12936
are,2001,46.50411
are,2002,48.98295
are,2003,52.266
are,2004,57.28776
are,2005,64.60465
are,2006,74.62929
are,2007,86.86069
are,2008,99.8238
are,2009,111.48082
are,2010,120.38859
are,2011,125.97547
are,2012,128.71864
are,2013,129.51152
are,2014,129.74066
are,2015,130.42658
are,2016,131.80759
are,2017,133.58499
are,2018,135.60921
are,2019,137.57429
are,2020,139.26218
arg,1961,7.60673
arg,1962,7.72943
arg,1963,7.85216
arg,1964,7.97475
arg,1965,8.09724
arg,1966,8.21943
arg,1967,8.34178
arg,1968,8.4658
arg,1969,8.59345
arg,1970,8.72608
arg,1971,8.86456
arg,1972,9.00839
arg,1973,9.15576
arg,1974,9.30405
arg,1975,9.45148
arg,1976,9.59724
arg,1977,9.74221
arg,1978,9.88824
arg,1979,10.03806
arg,1980,10.19353
arg,1981,10.35503
arg,1982,10.52167
arg,1983,10.6925
arg,1984,10.86608
arg,1985,11.04118
arg,1986,11.21755
arg,1987,11.39494
arg,1988,11.57199
arg,1989,11.74709
arg,1990,11.91901
arg,1991,12.08723
arg,1992,12.25178
arg,1993,12.41284
arg,1994,12.5709
arg,1995,12.72638
arg,1996,12.8792
arg,1997,13.0294
arg,1998,13.17776
arg,1999,13.3253
arg,2000,13.47277
arg,2001,13.6207
arg,2002,13.76909
arg,2003,13.91749
arg,2004,14.06516
arg,2005,14.21167
arg,2006,14.35671
arg,2007,14.50084
arg,2008,14.64549
arg,2009,14.79261
arg,2010,14.9043
arg,2011,15.07715
arg,2012,15.24954
arg,2013,15.42116
arg,2014,15.59165
arg,2015,15.76063
arg,2016,15.92814
arg,2017,16.09419
arg,2018,16.25851
arg,2019,16.42083
arg,2020,16.58089
arm,1961,68.19452
arm,1962,70.58391
arm,1963,72.9745
arm,1964,75.34261
arm,1965,77.67179
arm,1966,79.94514
arm,1967,82.16133
arm,1968,84.33937
arm,1969,86.50994
arm,1970,88.6922
arm,1971,90.89273
arm,1972,93.09744
arm,1973,95.28556
arm,1974,97.42712
arm,1975,99.49954
arm,1976,101.49571
arm,1977,103.42027
arm,1978,105.28342
arm,1979,107.09895
arm,1980,108.87808
arm,1981,110.5759
arm,1982,112.17759
arm,1983,113.75455
arm,1984,115.40544
arm,1985,117.17369
arm,1986,119.15223
arm,1987,121.24858
arm,1988,123.10035
arm,1989,124.21753
arm,1990,124.27692
arm,1991,123.12079
arm,1992,120.92799
arm,1993,118.12824
arm,1994,115.33769
arm,1995,113.00839
arm,1996,111.28251
arm,1997,110.04851
arm,1998,109.19182
arm,1999,108.50088
arm,2000,107.81865
arm,2001,107.15441
arm,2002,106.56747
arm,2003,106.00414
arm,2004,105.39919
arm,2005,104.71591
arm,2006,103.90941
arm,2007,103.0072
arm,2008,102.12908
arm,2009,101.44341
arm,2010,101.06477
arm,2011,101.03744
arm,2012,101.30801
arm,2013,101.77706
arm,2014,102.29726
arm,2015,102.75936
arm,2016,103.13126
arm,2017,103.43481
arm,2018,103.679
arm,2019,103.88929
arm,2020,104.08268
asm,1961,103.025
asm,1962,106.23
asm,1963,110.145
asm,1964,114.25
asm,1965,118.375
asm,1966,122.365
asm,1967,126.175
asm,1968,129.9
asm,1969,133.49
asm,1970,136.81
asm,1971,139.91
asm,1972,142.82
asm,1973,145.515
asm,1974,147.975
asm,1975,150.225
asm,1976,152.275
asm,1977,154.17
asm,1978,156.31
asm,1979,159.21
asm,1980,163.24
asm,1981,168.485
asm,1982,174.845
asm,1983,182.065
asm,1984,189.73
asm,1985,197.605
asm,1986,205.57
asm,1987,213.705
asm,1988,221.73
asm,1989,229.47
asm,1990,236.755
asm,1991,243.41
asm,1992,249.5
asm,1993,255.125
asm,1994,260.495
asm,1995,265.79
asm,1996,271.045
asm,1997,276.135
asm,1998,280.9
asm,1999,285.245
asm,2000,289.08
asm,2001,292.48
asm,2002,295.385
asm,2003,297.475
asm,2004,298.42
asm,2005,297.785
asm,2006,295.545
asm,2007,291.835
asm,2008,287.45
asm,2009,283.375
asm,2010,280.42
asm,2011,278.775
asm,2012,278.345
asm,2013,278.585
asm,2014,278.955
asm,2015,279.03
asm,2016,278.695
asm,2017,278.085
asm,2018,277.305
asm,2019,276.56
asm,2020,275.985
atg,1961,125.01136
atg,1962,126.92955
atg,1963,128.86591
atg,1964,131.00227
atg,1965,133.40682
atg,1966,136.16364
atg,1967,139.18182
atg,1968,142.09773
atg,1969,144.43864
atg,1970,145.87273
atg,1971,146.25909
atg,1972,145.75909
atg,1973,144.65682
atg,1974,143.42727
atg,1975,142.43409
atg,1976,141.71136
atg,1977,141.27727
atg,1978,140.99545
atg,1979,140.79091
atg,1980,140.59318
atg,1981,140.42955
atg,1982,140.40909
atg,1983,140.40682
atg,1984,140.41818
atg,1985,140.42045
atg,1986,140.35
atg,1987,140.25682
atg,1988,140.35909
atg,1989,140.925
atg,1990,142.12045
atg,1991,144.00682
atg,1992,146.49773
atg,1993,149.49318
atg,1994,152.72955
atg,1995,156.07273
atg,1996,159.49091
atg,1997,162.97045
atg,1998,166.40682
atg,1999,169.71364
atg,2000,172.74318
atg,2001,175.48182
atg,2002,177.95
atg,2003,180.25227
atg,2004,182.60682
atg,2005,185.14091
atg,2006,187.98864
atg,2007,190.975
atg,2008,194.07727
atg,2009,197.14318
atg,2010,200.06818
atg,2011,202.84091
atg,2012,205.47045
atg,2013,207.97727
atg,2014,210.36818
atg,2015,212.66136
atg,2016,214.81818
atg,2017,216.875
atg,2018,218.82273
atg,2019,220.71591
atg,2020,222.56364
aus,1961,1.36457
aus,1962,1.39828
aus,1963,1.42535
aus,1964,1.4536
aus,1965,1.48237
aus,1966,1.5166
aus,1967,1.53587
aus,1968,1.5632
aus,1969,1.59627
aus,1970,1.62803
aus,1971,1.684
aus,1972,1.71524
aus,1973,1.74167
aus,1974,1.78631
aus,1975,1.80844
aus,1976,1.82667
aus,1977,1.84736
aus,1978,1.86897
aus,1979,1.88928
aus,1980,1.91245
aus,1981,1.94304
aus,1982,1.97571
aus,1983,2.00057
aus,1984,2.02335
aus,1985,2.05121
aus,1986,2.0851
aus,1987,2.11706
aus,1988,2.15199
aus,1989,2.18872
aus,1990,2.22135
aus,1991,2.24985
aus,1992,2.27731
aus,1993,2.2997
aus,1994,2.32417
aus,1995,2.35242
aus,1996,2.38353
aus,1997,2.41035
aus,1998,2.4356
aus,1999,2.46359
aus,2000,2.49313
aus,2001,2.52698
aus,2002,2.55801
aus,2003,2.58977
aus,2004,2.61997
aus,2005,2.65478
aus,2006,2.69423
aus,2007,2.71112
aus,2008,2.76599
aus,2009,2.82359
aus,2010,2.86786
aus,2011,2.90799
aus,2012,2.9592
aus,2013,3.01057
aus,2014,3.05581
aus,2015,3.10011
aus,2016,3.14494
aus,2017,3.19836
aus,2018,3.24787
aus,2019,3.29767
aus,2020,3.34025
aut,1961,85.81132
aut,1962,86.33887
aut,1963,86.89527
aut,1964,87.4764
aut,1965,88.04661
aut,1966,88.66634
aut,1967,89.33153
aut,1968,89.7966
aut,1969,90.10723
aut,1970,90.42245
aut,1971,90.82686
aut,1972,91.35627
aut,1973,91.86383
aut,1974,92.02032
aut,1975,91.7765
aut,1976,91.6145
aut,1977,91.64967
aut,1978,91.5755
aut,1979,91.41953
aut,1980,91.41963
aut,1981,91.65306
aut,1982,91.71882
aut,1983,91.57072
aut,1984,91.56496
aut,1985,91.60796
aut,1986,91.66619
aut,1987,91.72422
aut,1988,91.85417
aut,1989,92.26891
aut,1990,92.97469
aut,1991,93.90762
aut,1992,94.94683
aut,1993,95.73302
aut,1994,96.10218
aut,1995,96.24943
aut,1996,96.37947
aut,1997,96.48875
aut,1998,96.59468
aut,1999,96.7828
aut,2000,97.01581
aut,2001,97.3879
aut,2002,97.86821
aut,2003,98.34612
aut,2004,98.95817
aut,2005,99.63465
aut,2006,100.12886
aut,2007,100.45638
aut,2008,100.77134
aut,2009,101.03566
aut,2010,101.28743
aut,2011,101.64173
aut,2012,102.11487
aut,2013,102.74713
aut,2014,103.56332
aut,2015,104.7346
aut,2016,105.87334
aut,2017,106.61132
aut,2018,107.13186
aut,2019,107.60931
aut,2020,108.057
aze,1961,48.43151
aze,1962,50.12711
aze,1963,51.85391
aze,1964,53.55505
aze,1965,55.18825
aze,1966,56.73754
aze,1967,58.20772
aze,1968,59.60605
aze,1969,60.94824
aze,1970,62.24728
aze,1971,63.50287
aze,1972,64.71353
aze,1973,65.88904
aze,1974,67.04244
aze,1975,68.18473
aze,1976,69.32153
aze,1977,70.45601
aze,1978,71.59507
aze,1979,72.74517
aze,1980,73.912
aze,1981,75.09658
aze,1982,76.30118
aze,1983,77.53304
aze,1984,78.80098
aze,1985,80.1092
aze,1986,81.45729
aze,1987,82.83747
aze,1988,84.23792
aze,1989,85.64208
aze,1990,86.22277
aze,1991,87.37758
aze,1992,88.70844
aze,1993,90.06333
aze,1994,91.28604
aze,1995,92.34712
aze,1996,93.28623
aze,1997,94.19049
aze,1998,95.23179
aze,1999,96.52077
aze,2000,97.43478
aze,2001,98.19379
aze,2002,98.91246
aze,2003,99.62372
aze,2004,100.47537
aze,2005,101.5225
aze,2006,102.67253
aze,2007,103.85337
aze,2008,106.05976
aze,2009,108.29129
aze,2010,109.54234
aze,2011,110.97634
aze,2012,112.46079
aze,2013,113.92348
aze,2014,115.34881
aze,2015,116.73108
aze,2016,118.03329
aze,2017,119.20874
aze,2018,120.25759
aze,2019,121.28007
aze,2020,122.11292
bdi,1961,111.07625
bdi,1962,113.2134
bdi,1963,115.43676
bdi,1964,117.84626
bdi,1965,120.49759
bdi,1966,123.46168
bdi,1967,126.68283
bdi,1968,129.94276
bdi,1969,132.94038
bdi,1970,135.4778
bdi,1971,137.46106
bdi,1972,139.00526
bdi,1973,140.38629
bdi,1974,141.99486
bdi,1975,144.11523
bdi,1976,146.84073
bdi,1977,150.09525
bdi,1978,153.78754
bdi,1979,157.75853
bdi,1980,161.88847
bdi,1981,166.14174
bdi,1982,170.55012
bdi,1983,175.13801
bdi,1984,179.94922
bdi,1985,185.00125
bdi,1986,190.29381
bdi,1987,195.76102
bdi,1988,201.27348
bdi,1989,206.66157
bdi,1990,211.79747
bdi,1991,216.70261
bdi,1992,221.40066
bdi,1993,225.78092
bdi,1994,229.71044
bdi,1995,233.14034
bdi,1996,235.98559
bdi,1997,238.4007
bdi,1998,240.87087
bdi,1999,244.0472
bdi,2000,248.3984
bdi,2001,254.11005
bdi,2002,261.06379
bdi,2003,269.04833
bdi,2004,277.71371
bdi,2005,286.7935
bdi,2006,296.25584
bdi,2007,306.16145
bdi,2008,316.43707
bdi,2009,327.01172
bdi,2010,337.83512
bdi,2011,348.84759
bdi,2012,360.04642
bdi,2013,371.50709
bdi,2014,383.34505
bdi,2015,395.63995
bdi,2016,408.41129
bdi,2017,421.61254
bdi,2018,435.17831
bdi,2019,449.01001
bdi,2020,463.03664
bel,1961,279.82779
bel,1962,280.94388
bel,1963,283.0521
bel,1964,285.74385
bel,1965,288.35061
bel,1966,290.30491
bel,1967,291.92538
bel,1968,293.07605
bel,1969,293.90713
bel,1970,294.19711
bel,1971,294.73376
bel,1972,295.89016
bel,1973,296.82267
bel,1974,297.75804
bel,1975,298.61974
bel,1976,299.15378
bel,1977,299.5234
bel,1978,299.80299
bel,1979,300.07258
bel,1980,300.40347
bel,1981,300.39555
bel,1982,300.31392
bel,1983,300.29007
bel,1984,300.28556
bel,1985,300.37502
bel,1986,300.48211
bel,1987,300.73839
bel,1988,301.69604
bel,1989,302.79394
bel,1990,303.69832
bel,1991,304.82895
bel,1992,306.06819
bel,1993,307.26615
bel,1994,308.21459
bel,1995,308.86079
bel,1996,309.46487
bel,1997,310.21466
bel,1998,310.87776
bel,1999,311.59107
bel,2000,338.54855
bel,2001,339.71499
bel,2002,341.24125
bel,2003,342.67282
bel,2004,344.15908
bel,2005,346.05736
bel,2006,348.34736
bel,2007,350.9148
bel,2008,353.69792
bel,2009,356.55525
bel,2010,359.82781
bel,2011,364.53976
bel,2012,366.80753
bel,2013,368.54052
bel,2014,370.18022
bel,2015,372.33144
bel,2016,374.22133
bel,2017,375.66572
bel,2018,377.37959
bel,2019,379.4247
bel,2020,381.2497
ben,1961,21.86826
ben,1962,22.19667
ben,1963,22.55112
ben,1964,22.93332
ben,1965,23.34481
ben,1966,23.78644
ben,1967,24.25779
ben,1968,24.7569
ben,1969,25.28075
ben,1970,25.82776
ben,1971,26.39744
ben,1972,26.99151
ben,1973,27.61335
ben,1974,28.26723
ben,1975,28.95678
ben,1976,29.68401
ben,1977,30.44914
ben,1978,31.25162
ben,1979,32.09045
ben,1980,32.96524
ben,1981,33.87838
ben,1982,34.83254
ben,1983,35.82778
ben,1984,36.8643
ben,1985,37.94344
ben,1986,39.06087
ben,1987,40.22049
ben,1988,41.44062
ben,1989,42.74583
ben,1990,44.1512
ben,1991,45.66775
ben,1992,47.28454
ben,1993,48.96915
ben,1994,50.6759
ben,1995,52.37276
ben,1996,54.0464
ben,1997,55.70809
ben,1998,57.38094
ben,1999,59.09988
ben,2000,60.88991
ben,2001,62.75921
ben,2002,64.69847
ben,2003,66.69525
ben,2004,68.73007
ben,2005,70.78949
ben,2006,72.87064
ben,2007,74.9804
ben,2008,77.12766
ben,2009,79.32523
ben,2010,81.5826
ben,2011,83.90235
ben,2012,86.28285
ben,2013,88.72467
ben,2014,91.22773
ben,2015,93.79179
ben,2016,96.41781
ben,2017,99.106
ben,2018,101.8538
ben,2019,104.65725
ben,2020,107.51328
bfa,1961,17.88955
bfa,1962,18.12985
bfa,1963,18.3765
bfa,1964,18.6363
bfa,1965,18.91401
bfa,1966,19.21184
bfa,1967,19.5286
bfa,1968,19.86128
bfa,1969,20.20531
bfa,1970,20.55772
bfa,1971,20.91878
bfa,1972,21.29084
bfa,1973,21.67578
bfa,1974,22.07619
bfa,1975,22.49471
bfa,1976,22.9314
bfa,1977,23.38791
bfa,1978,23.86996
bfa,1979,24.38471
bfa,1980,24.93727
bfa,1981,25.53058
bfa,1982,26.16323
bfa,1983,26.83081
bfa,1984,27.52646
bfa,1985,28.24528
bfa,1986,28.98644
bfa,1987,29.75175
bfa,1988,30.54208
bfa,1989,31.35898
bfa,1990,32.20407
bfa,1991,33.0778
bfa,1992,33.98067
bfa,1993,34.91401
bfa,1994,35.87933
bfa,1995,36.87822
bfa,1996,37.91204
bfa,1997,38.98228
bfa,1998,40.09036
bfa,1999,41.23792
bfa,2000,42.42672
bfa,2001,43.65712
bfa,2002,44.93091
bfa,2003,46.25228
bfa,2004,47.62637
bfa,2005,49.05678
bfa,2006,50.54522
bfa,2007,52.09075
bfa,2008,53.69052
bfa,2009,55.34027
bfa,2010,57.03659
bfa,2011,58.77893
bfa,2012,60.56744
bfa,2013,62.40055
bfa,2014,64.27642
bfa,2015,66.19377
bfa,2016,68.15186
bfa,2017,70.15072
bfa,2018,72.19103
bfa,2019,74.27406
bfa,2020,76.40087
bgd,1961,379.21821
bgd,1962,389.8913
bgd,1963,401.02948
bgd,1964,412.85796
bgd,1965,425.48294
bgd,1966,439.10003
bgd,1967,453.51656
bgd,1968,467.99149
bgd,1969,481.52236
bgd,1970,493.45076
bgd,1971,503.43117
bgd,1972,511.83611
bgd,1973,519.60929
bgd,1974,528.09574
bgd,1975,538.26773
bgd,1976,550.45238
bgd,1977,564.36654
bgd,1978,579.6269
bgd,1979,595.59837
bgd,1980,611.81146
bgd,1981,628.15945
bgd,1982,644.7886
bgd,1983,661.76915
bgd,1984,679.23891
bgd,1985,697.27418
bgd,1986,715.89147
bgd,1987,734.97088
bgd,1988,754.29323
bgd,1989,773.56915
bgd,1990,792.59397
bgd,1991,811.24011
bgd,1992,829.5591
bgd,1993,847.7425
bgd,1994,866.08039
bgd,1995,884.76556
bgd,1996,903.81752
bgd,1997,923.10495
bgd,1998,942.48151
bgd,1999,961.73969
bgd,2000,980.7011
bgd,2001,999.3755
bgd,2002,1017.73125
bgd,2003,1035.50433
bgd,2004,1052.36559
bgd,2005,1068.10713
bgd,2006,1082.59318
bgd,2007,1095.95438
bgd,2008,1108.58235
bgd,2009,1121.03246
bgd,2010,1133.71309
bgd,2011,1146.75527
bgd,2012,1160.06555
bgd,2013,1173.55315
bgd,2014,1187.04298
bgd,2015,1200.40168
bgd,2016,1213.62181
bgd,2017,1226.74519
bgd,2018,1239.73813
bgd,2019,1252.56336
bgd,2020,1265.18693
bgr,1961,71.79895
bgr,1962,72.43014
bgr,1963,73.01948
bgr,1964,73.61783
bgr,1965,74.15862
bgr,1966,74.64573
bgr,1967,75.11729
bgr,1968,75.65401
bgr,1969,76.23766
bgr,1970,76.73844
bgr,1971,77.16167
bgr,1972,77.52147
bgr,1973,77.92612
bgr,1974,78.44839
bgr,1975,78.828
bgr,1976,79.1702
bgr,1977,79.58224
bgr,1978,79.67126
bgr,1979,79.7789
bgr,1980,80.10065
bgr,1981,80.36805
bgr,1982,80.60614
bgr,1983,80.80754
bgr,1984,80.99683
bgr,1985,80.99563
bgr,1986,80.97416
bgr,1987,81.09337
bgr,1988,81.18454
bgr,1989,80.24019
bgr,1990,78.80583
bgr,1991,78.02917
bgr,1992,77.19573
bgr,1993,76.58242
bgr,1994,76.3228
bgr,1995,75.98361
bgr,1996,75.59275
bgr,1997,75.13394
bgr,1998,74.63424
bgr,1999,74.21698
bgr,2000,73.85132
bgr,2001,72.39575
bgr,2002,72.03273
bgr,2003,71.48411
bgr,2004,70.95311
bgr,2005,70.49864
bgr,2006,69.97167
bgr,2007,69.47185
bgr,2008,68.98592
bgr,2009,68.57446
bgr,2010,68.12453
bgr,2011,67.68909
bgr,2012,67.29816
bgr,2013,66.92258
bgr,2014,66.54328
bgr,2015,66.12004
bgr,2016,65.6579
bgr,2017,65.18006
bgr,2018,64.7111
bgr,2019,64.25719
bgr,2020,63.87265
bhr,1961,243.33188
bhr,1962,250.92754
bhr,1963,258.17681
bhr,1964,265.05507
bhr,1965,271.64058
bhr,1966,277.94928
bhr,1967,284.14493
bhr,1968,290.8
bhr,1969,298.60435
bhr,1970,308.12609
bhr,1971,319.2913
bhr,1972,332.1029
bhr,1973,347.14058
bhr,1974,365.08406
bhr,1975,386.28986
bhr,1976,411.22609
bhr,1977,439.37536
bhr,1978,468.7942
bhr,1979,496.81739
bhr,1980,521.58986
bhr,1981,542.2029
bhr,1982,559.35217
bhr,1983,574.56667
bhr,1984,590.19275
bhr,1985,607.86667
bhr,1986,628.22899
bhr,1987,650.6971
bhr,1988,674.2
bhr,1989,697.21884
bhr,1990,718.73478
bhr,1991,738.78551
bhr,1992,736.73521
bhr,1993,755.22817
bhr,1994,774.07042
bhr,1995,793.94085
bhr,1996,815.01549
bhr,1997,837.92535
bhr,1998,864.36197
bhr,1999,896.53521
bhr,2000,936.07042
bhr,2001,982.46479
bhr,2002,1035.40845
bhr,2003,1081.53889
bhr,2004,1136.77534
bhr,2005,1201.56351
bhr,2006,1295.16622
bhr,2007,1381.232
bhr,2008,1466.63816
bhr,2009,1559.30921
bhr,2010,1628.43045
bhr,2011,1666.43155
bhr,2012,1688.23636
bhr,2013,1707.82987
bhr,2014,1732.90921
bhr,2015,1763.3072
bhr,2016,1830.28626
bhr,2017,1915.48333
bhr,2018,2012.10256
bhr,2019,2104.05641
bhr,2020,2181.51667
bhs,1961,11.5004
bhs,1962,12.0971
bhs,1963,12.72128
bhs,1964,13.35714
bhs,1965,13.99201
bhs,1966,14.62348
bhs,1967,15.24685
bhs,1968,15.84895
bhs,1969,16.41009
bhs,1970,16.92068
bhs,1971,17.37203
bhs,1972,17.76853
bhs,1973,18.13377
bhs,1974,18.49201
bhs,1975,18.87063
bhs,1976,19.27103
bhs,1977,19.69031
bhs,1978,20.12807
bhs,1979,20.57852
bhs,1980,21.03786
bhs,1981,21.51059
bhs,1982,21.9962
bhs,1983,22.48701
bhs,1984,22.96833
bhs,1985,23.43447
bhs,1986,23.87812
bhs,1987,24.3022
bhs,1988,24.72038
bhs,1989,25.14865
bhs,1990,25.5971
bhs,1991,26.07463
bhs,1992,26.57622
bhs,1993,27.07942
bhs,1994,27.55734
bhs,1995,27.98991
bhs,1996,28.36963
bhs,1997,28.70759
bhs,1998,29.03097
bhs,1999,29.37692
bhs,2000,29.77473
bhs,2001,30.23157
bhs,2002,30.73497
bhs,2003,31.28102
bhs,2004,31.85744
bhs,2005,32.45235
bhs,2006,33.07013
bhs,2007,33.705
bhs,2008,34.33367
bhs,2009,34.92507
bhs,2010,35.45814
bhs,2011,35.92238
bhs,2012,36.32178
bhs,2013,36.67952
