geo,time,bn_cab_xoka_gd_zs
alb,2016,-7.59083
alb,2017,-7.54425
alb,2018,-6.70492
alb,2019,-7.91452
alb,2020,-8.83004
and,2019,18.01095
arg,1976,1.27224
arg,1977,1.98306
arg,1978,3.19543
arg,1979,-0.74077
arg,1980,-6.20307
arg,1981,-5.98906
arg,1982,-2.79097
arg,1983,-2.34278
arg,1984,-3.15455
arg,1985,-1.07672
arg,1986,-2.5772
arg,1987,-3.81167
arg,1988,-1.24557
arg,1989,-1.70284
arg,1990,3.22032
arg,1991,-0.34103
arg,1992,-2.42484
arg,1993,-3.46618
arg,1994,-4.26486
arg,1995,-1.98346
arg,1996,-2.48759
arg,1997,-4.14468
arg,1998,-4.84432
arg,1999,-4.2123
arg,2000,-3.15992
arg,2001,-1.40695
arg,2002,8.97078
arg,2003,6.37991
arg,2004,1.95058
arg,2005,2.65363
arg,2006,2.7945
arg,2007,2.10362
arg,2008,1.4994
arg,2009,2.17857
arg,2010,-0.38312
arg,2011,-1.00727
arg,2012,-0.3916
arg,2013,-2.3775
arg,2014,-1.744
arg,2015,-2.96293
arg,2016,-2.70923
arg,2017,-4.83996
arg,2018,-5.16055
arg,2019,-0.82092
arg,2020,0.85098
arm,1993,-5.638
arm,1994,-7.89106
arm,1995,-15.02924
arm,1996,-20.17629
arm,1997,-20.47821
arm,1998,-21.9751
arm,1999,-16.93557
arm,2000,-15.78121
arm,2001,-10.43982
arm,2002,-6.2201
arm,2003,-6.1812
arm,2004,-2.20436
arm,2005,-2.52832
arm,2006,-2.39537
arm,2007,-7.3566
arm,2008,-14.22465
arm,2009,-16.48371
arm,2010,-13.62195
arm,2011,-10.44033
arm,2012,-9.96233
arm,2013,-7.31625
arm,2014,-7.76787
arm,2015,-2.69795
arm,2016,-1.02289
arm,2017,-1.50823
arm,2018,-7.03052
arm,2019,-7.35907
arm,2020,-3.78687
atg,1977,-12.38762
atg,1978,-2.50343
atg,1979,-17.87679
atg,1980,-14.30408
atg,1981,-22.11825
atg,1982,-25.30887
atg,1983,-4.99604
atg,1984,0.28795
atg,1985,-9.58809
atg,1986,-40.72618
atg,1987,-33.00518
atg,1988,-11.29774
atg,1989,-18.60737
atg,1990,-6.74367
atg,1991,-6.4193
atg,1992,-1.97691
atg,1993,2.81321
atg,1994,-1.07637
atg,1995,-0.08982
atg,1996,-9.37951
atg,1997,-6.96044
atg,1998,-6.42574
atg,1999,-7.88644
atg,2000,-8.08032
atg,2001,-7.10757
atg,2002,-10.11889
atg,2003,-11.39184
atg,2004,-10.34015
atg,2005,-16.76433
atg,2006,-25.20279
atg,2007,-29.36674
atg,2008,-26.21554
atg,2009,-13.76054
atg,2010,-14.54749
atg,2011,-10.34538
atg,2012,-13.90237
atg,2013,-17.3008
atg,2014,0.26664
atg,2015,2.19446
atg,2016,-2.42757
atg,2017,-8.03783
atg,2018,-14.54984
atg,2019,-7.51554
atg,2020,-18.35482
aus,1989,-6.1181
aus,1990,-4.98909
aus,1991,-3.24826
aus,1992,-3.16864
aus,1993,-2.97621
aus,1994,-4.91409
aus,1995,-5.07432
aus,1996,-3.5914
aus,1997,-2.73601
aus,1998,-4.45176
aus,1999,-5.60159
aus,2000,-3.7267
aus,2001,-2.10691
aus,2002,-4.04769
aus,2003,-6.2705
aus,2004,-6.72244
aus,2005,-6.23572
aus,2006,-6.06223
aus,2007,-7.51363
aus,2008,-4.93985
aus,2009,-5.26898
aus,2010,-3.89636
aus,2011,-3.1784
aus,2012,-4.16958
aus,2013,-3.25531
aus,2014,-3.09375
aus,2015,-4.2175
aus,2016,-3.41314
aus,2017,-2.71791
aus,2018,-2.09253
aus,2019,0.55019
aus,2020,2.72715
aut,2005,1.97188
aut,2006,3.26926
aut,2007,3.78972
aut,2008,4.46684
aut,2009,2.56465
aut,2010,2.92459
aut,2011,1.57498
aut,2012,1.50022
aut,2013,1.94778
aut,2014,2.39275
aut,2015,1.7368
aut,2016,2.72121
aut,2017,1.35426
aut,2018,0.96213
aut,2019,2.09914
aut,2020,1.88348
aze,1995,-16.57389
aze,1996,-29.31625
aze,1997,-23.11206
aze,1998,-30.68844
aze,1999,-13.08986
aze,2000,-3.18186
aze,2001,-0.90675
aze,2002,-12.32185
aze,2003,-27.77137
aze,2004,-29.82837
aze,2005,1.26316
aze,2006,17.66958
aze,2007,27.28832
aze,2008,33.67854
aze,2009,22.97253
aze,2010,28.42683
aze,2011,25.99623
aze,2012,21.4913
aze,2013,16.49273
aze,2014,13.56754
aze,2015,-0.41921
aze,2016,-3.60046
aze,2017,4.1222
aze,2018,12.84377
aze,2019,9.06062
aze,2020,-0.53411
bdi,1985,-3.59027
bdi,1986,-3.00942
bdi,1987,-8.41652
bdi,1988,-6.47259
bdi,1989,-1.03144
bdi,1990,-6.1341
bdi,1991,-2.85039
bdi,1992,-5.50382
bdi,1993,-2.99542
bdi,1994,-1.82526
bdi,1995,1.04417
bdi,1996,-4.604
bdi,1997,0.63005
bdi,1998,-5.4416
bdi,1999,-2.61185
bdi,2000,-5.76259
bdi,2001,-4.1872
bdi,2002,-0.39799
bdi,2003,-3.0463
bdi,2004,-3.53656
bdi,2005,-0.51008
bdi,2006,-10.48705
bdi,2007,-8.20728
bdi,2008,-16.09073
bdi,2009,-9.04769
bdi,2010,-14.81112
bdi,2011,-12.68363
bdi,2012,-11.19257
bdi,2013,-10.54114
bdi,2014,-14.60121
bdi,2015,-12.02308
bdi,2016,-12.43026
bdi,2017,-13.58677
bdi,2018,-13.58985
bel,2002,4.49803
bel,2003,3.39724
bel,2004,3.09696
bel,2005,1.99655
bel,2006,1.85029
bel,2007,1.49569
bel,2008,-0.83124
bel,2009,1.8163
bel,2010,1.52422
bel,2011,-1.94313
bel,2012,-0.08336
bel,2013,0.97337
bel,2014,0.75486
bel,2015,1.37633
bel,2016,0.55598
bel,2017,0.69977
bel,2018,-0.78386
bel,2019,0.15538
bel,2020,0.82851
ben,1974,-5.27759
ben,1975,-7.88628
ben,1976,-9.28064
ben,1977,-7.55459
ben,1978,-9.72524
ben,1979,-4.37114
ben,1980,-2.54206
ben,1981,-7.23139
ben,1982,-29.75012
ben,1983,-12.30594
ben,1984,-5.42957
ben,1985,-3.72499
ben,1986,-3.95505
ben,1987,-2.19468
ben,1988,-6.51092
ben,1989,-0.89347
ben,1990,-0.92559
ben,1991,-10.89308
ben,1992,-4.28905
ben,1993,-2.583
ben,1994,0.66028
ben,1995,-7.69564
ben,1996,-1.73457
ben,1997,-6.78725
ben,1998,-5.3974
ben,1999,-4.23217
ben,2000,-2.29499
ben,2001,-2.0455
ben,2002,-3.74153
ben,2003,-6.20555
ben,2004,-4.66879
ben,2005,-3.44377
ben,2006,-3.08779
ben,2007,-6.54622
ben,2008,-5.49862
ben,2009,-6.69033
ben,2010,-5.56723
ben,2011,-4.83329
ben,2012,-5.17833
ben,2013,-5.37926
ben,2014,-6.66791
ben,2015,-5.96409
ben,2016,-2.99669
ben,2017,-4.18079
ben,2018,-4.5492
ben,2019,-3.99948
ben,2020,-1.75041
bfa,2005,-10.32432
bfa,2006,-8.30764
bfa,2007,-7.35321
bfa,2008,-10.23158
bfa,2009,-4.03746
bfa,2010,-1.79656
bfa,2011,-1.32772
bfa,2012,-1.29204
bfa,2013,-10.00829
bfa,2014,-7.16455
bfa,2015,-7.56751
bfa,2016,-6.07964
bfa,2017,-6.35349
bfa,2018,-4.18373
bfa,2019,-3.23793
bfa,2020,4.14435
bgd,1976,-2.73115
bgd,1977,-2.91114
bgd,1978,-2.89048
bgd,1979,-2.67224
bgd,1980,-3.87108
bgd,1981,-5.02042
bgd,1982,-2.70262
bgd,1983,-0.2601
bgd,1984,-2.52447
bgd,1985,-2.04311
bgd,1986,-2.87122
bgd,1987,-0.97587
bgd,1988,-1.02651
bgd,1989,-3.82036
bgd,1990,-1.25927
bgd,1991,0.20865
bgd,1992,0.57016
bgd,1993,1.08321
bgd,1994,0.59099
bgd,1995,-2.17155
bgd,1996,-2.13491
bgd,1997,-0.59346
bgd,1998,-0.07035
bgd,1999,-0.71065
bgd,2000,-0.57304
bgd,2001,-0.99169
bgd,2002,1.35087
bgd,2003,0.21882
bgd,2004,-0.42802
bgd,2005,-0.25019
bgd,2006,1.66538
bgd,2007,1.07621
bgd,2008,1.01077
bgd,2009,3.47014
bgd,2010,1.82904
bgd,2011,-0.12581
bgd,2012,1.9313
bgd,2013,1.3724
bgd,2014,0.43716
bgd,2015,1.32235
bgd,2016,0.42065
bgd,2017,-2.39677
bgd,2018,-2.58911
bgd,2019,-0.97449
bgd,2020,0.36921
bgr,1980,4.80865
bgr,1981,0.61399
bgr,1982,0.91511
bgr,1983,0.21734
bgr,1984,3.04065
bgr,1985,-0.79275
bgr,1986,-4.69646
bgr,1987,-2.56219
bgr,1988,-1.78224
bgr,1989,-3.49729
bgr,1990,-8.28806
bgr,1991,-0.7027
bgr,1992,-3.47712
bgr,1993,-10.14616
bgr,1994,-0.32792
bgr,1995,-0.13591
bgr,1996,0.1277
bgr,1997,3.77254
bgr,1998,-0.41191
bgr,1999,-4.78547
bgr,2000,-5.31251
bgr,2001,-5.67313
bgr,2002,-1.94502
bgr,2003,-4.83403
bgr,2004,-6.3886
bgr,2005,-11.20549
bgr,2006,-17.05429
bgr,2007,-25.75606
bgr,2008,-21.81403
bgr,2009,-8.18155
bgr,2010,-1.90328
bgr,2011,0.47243
bgr,2012,-0.9735
bgr,2013,1.21598
bgr,2014,1.30905
bgr,2015,-0.24259
bgr,2016,2.89293
bgr,2017,3.35702
bgr,2018,0.84287
bgr,2019,1.83352
bgr,2020,-0.38477
bhr,1980,5.99961
bhr,1981,12.38592
bhr,1982,11.67275
bhr,1983,2.7485
bhr,1984,5.59074
bhr,1985,1.06329
bhr,1986,-2.25669
bhr,1987,-5.93539
bhr,1988,5.18641
bhr,1989,-4.99759
bhr,1990,1.64738
bhr,1991,-13.05525
bhr,1992,-17.39812
bhr,1993,-6.52585
bhr,1994,-4.59062
bhr,1995,4.05819
bhr,1996,4.26795
bhr,1997,-0.48925
bhr,1998,-12.57182
bhr,1999,-0.557
bhr,2000,9.16026
bhr,2001,2.51702
bhr,2002,-0.51734
bhr,2003,1.8099
bhr,2004,3.58611
bhr,2005,9.23181
bhr,2006,11.82101
bhr,2007,13.37586
bhr,2008,8.77794
bhr,2009,2.44123
bhr,2010,2.99484
bhr,2011,11.28466
bhr,2012,8.38385
bhr,2013,7.40553
bhr,2014,4.56231
bhr,2015,-2.42221
bhr,2016,-4.63105
bhr,2017,-4.5097
bhr,2018,-6.44042
bhs,1976,10.60582
bhs,1977,4.0533
bhs,1978,0.28832
bhs,1979,-3.76382
bhs,1980,-5.63918
bhs,1981,-9.80722
bhs,1982,-7.31166
bhs,1983,-5.80563
bhs,1984,-4.91402
bhs,1985,-0.11634
bhs,1986,0.93023
bhs,1987,-2.01916
bhs,1988,-2.35991
bhs,1989,-2.74984
bhs,1990,-1.15603
bhs,1991,-5.77919
bhs,1992,1.1515
bhs,1993,1.57374
bhs,1994,-1.29488
bhs,1995,-4.25488
bhs,1996,-7.29565
bhs,1997,-7.45536
bhs,1998,-14.56707
bhs,1999,-4.2218
bhs,2000,-7.83688
bhs,2001,-7.75395
bhs,2002,-4.76647
bhs,2003,-5.33828
bhs,2004,-3.39161
bhs,2005,-7.12305
bhs,2006,-13.80619
bhs,2007,-12.38516
bhs,2008,-11.61009
bhs,2009,-8.10442
bhs,2010,-8.06322
bhs,2011,-11.94727
bhs,2012,-14.03668
bhs,2013,-14.23519
bhs,2014,-16.91914
bhs,2015,-10.11863
bhs,2016,-5.92687
bhs,2017,-12.74016
bhs,2018,-8.68742
bhs,2019,-2.72829
bhs,2020,-23.98071
bih,1998,-8.38319
bih,1999,-10.69901
bih,2000,-7.10726
bih,2001,-12.80579
bih,2002,-17.695
bih,2003,-19.19203
bih,2004,-16.139
bih,2005,-16.43416
bih,2006,-7.75853
bih,2007,-9.19041
bih,2008,-13.83284
bih,2009,-6.44525
bih,2010,-6.0003
bih,2011,-9.47895
bih,2012,-8.62873
bih,2013,-5.32784
bih,2014,-7.35002
bih,2015,-5.09269
bih,2016,-4.75496
bih,2017,-4.84415
bih,2018,-3.27973
bih,2019,-2.79928
bih,2020,-3.76861
blr,1993,-2.67183
blr,1994,-2.97214
blr,1995,-3.27997
blr,1996,-3.496
blr,1997,-6.08136
blr,1998,-6.67783
blr,1999,-1.59575
blr,2000,-3.6045
blr,2001,-4.28011
blr,2002,-2.2317
blr,2003,-2.55837
blr,2004,-5.14985
blr,2005,1.51816
blr,2006,-3.75572
blr,2007,-6.65343
blr,2008,-8.16049
blr,2009,-12.05447
blr,2010,-14.47018
blr,2011,-8.18115
blr,2012,-2.83504
blr,2013,-10.0192
blr,2014,-6.63297
blr,2015,-3.24348
blr,2016,-3.37743
blr,2017,-1.74029
blr,2018,0.03815
blr,2019,-1.93418
blr,2020,-0.43048
blz,1984,-2.47222
blz,1985,4.25594
blz,1986,5.1589
blz,1987,3.34421
blz,1988,-0.81226
blz,1989,-5.16073
blz,1990,3.72495
blz,1991,-5.80139
blz,1992,-5.51528
blz,1993,-8.65754
blz,1994,-6.8913
blz,1995,-2.7798
blz,1996,-1.0356
blz,1997,-4.87792
blz,1998,-8.68437
blz,1999,-9.93434
blz,2000,-19.41797
blz,2001,-21.92242
blz,2002,-17.86903
blz,2003,-18.73638
blz,2004,-14.73518
blz,2005,-13.7154
blz,2006,-2.0968
blz,2007,-4.09642
blz,2008,-10.72102
blz,2009,-6.28848
blz,2010,-3.32104
blz,2011,-1.36561
blz,2012,-2.17435
blz,2013,-4.59578
blz,2014,-8.14842
blz,2015,-10.14901
blz,2016,-9.13519
blz,2017,-8.50323
blz,2018,-7.87068
blz,2019,-9.31369
blz,2020,-7.81772
bmu,2006,20.38395
bmu,2007,17.97054
bmu,2008,12.99062
bmu,2009,8.73439
bmu,2010,10.48996
bmu,2011,13.74369
bmu,2012,14.53372
bmu,2013,13.00157
bmu,2014,12.74679
bmu,2015,14.16921
bmu,2016,12.26083
bmu,2017,13.1638
bmu,2018,12.30491
bmu,2019,11.20642
bmu,2020,12.47826
bol,1976,-1.95828
bol,1977,-3.65305
bol,1978,-8.82066
bol,1979,-8.97917
bol,1980,-0.14138
bol,1981,-7.96295
bol,1982,-3.10739
bol,1983,-2.59724
bol,1984,-2.88206
bol,1985,-5.30566
bol,1986,-9.81884
bol,1987,-9.99708
bol,1988,-6.62074
bol,1989,-5.72734
bol,1990,-4.08622
bol,1991,-4.91459
bol,1992,-9.45978
bol,1993,-8.8148
bol,1994,-1.50805
bol,1995,-4.50469
bol,1996,-5.13305
bol,1997,-6.98363
bol,1998,-7.83873
bol,1999,-5.89011
bol,2000,-5.31501
bol,2001,-3.3656
bol,2002,-4.45176
bol,2003,0.93531
bol,2004,3.84683
bol,2005,6.51832
bol,2006,11.50443
bol,2007,12.12823
bol,2008,11.9507
bol,2009,4.6917
bol,2010,4.44663
bol,2011,2.24181
bol,2012,7.27368
bol,2013,3.43772
bol,2014,1.71605
bol,2015,-5.86727
bol,2016,-5.61927
bol,2017,-5.06081
bol,2018,-4.28166
bol,2019,-3.41741
bol,2020,-0.51574
bra,1975,-5.39304
bra,1976,-4.25674
bra,1977,-2.86315
bra,1978,-3.49313
bra,1979,-4.7511
bra,1980,-5.40495
bra,1981,-4.55942
bra,1982,-6.01406
bra,1983,-3.60336
bra,1984,0.01752
bra,1985,-0.13278
bra,1986,-2.07072
bra,1987,-0.51297
bra,1988,1.34789
bra,1989,0.28874
bra,1990,-0.97844
bra,1991,-0.42322
bra,1992,1.85534
bra,1993,0.00543
bra,1994,-0.21946
bra,1995,-2.35737
bra,1996,-2.73369
bra,1997,-3.46744
bra,1998,-3.9118
bra,1999,-4.30529
bra,2000,-3.80803
bra,2001,-4.23566
bra,2002,-1.5972
bra,2003,0.64267
bra,2004,1.65737
bra,2005,1.55258
bra,2006,1.18171
bra,2007,0.03039
bra,2008,-1.82418
bra,2009,-1.58542
bra,2010,-3.58727
bra,2011,-2.92367
bra,2012,-3.4249
bra,2013,-3.23478
bra,2014,-4.13996
bra,2015,-3.0401
bra,2016,-1.363
bra,2017,-1.06776
bra,2018,-2.68433
bra,2019,-3.46305
bra,2020,-1.69525
brb,1974,-18.49364
brb,1975,-11.48003
brb,1976,-16.02722
brb,1977,-9.58699
brb,1978,-4.27709
brb,1979,-6.28381
brb,1980,-6.03005
brb,1981,-11.85069
brb,1982,-6.85036
brb,1983,-7.09105
brb,1984,-2.43452
brb,1985,-0.37445
brb,1986,2.60915
brb,1987,-0.44886
brb,1988,3.06423
brb,1989,1.44606
brb,1990,-0.35436
brb,1991,-0.96404
brb,1992,7.46893
brb,1993,4.12218
brb,1994,6.23281
brb,1995,0.04224
brb,1996,5.95962
brb,1997,-3.20811
brb,1998,-3.76919
brb,1999,-4.48135
brb,2000,-3.33993
brb,2001,-3.64192
brb,2002,-4.66106
brb,2003,-5.86398
brb,2004,-12.69373
brb,2005,-12.97925
brb,2006,-10.48893
brb,2007,-7.43199
brb,2008,-9.02636
brb,2009,-8.53322
brb,2010,-6.01221
brb,2011,-3.72757
brb,2012,-9.67059
brb,2013,-5.39845
brb,2014,-13.74561
brb,2015,-2.09401
brb,2016,-9.37922
brn,2001,34.83816
brn,2002,30.04628
brn,2003,37.88252
brn,2004,36.61153
brn,2005,42.30889
brn,2006,45.58926
brn,2007,39.42274
brn,2008,48.20992
brn,2009,37.05971
brn,2010,36.59494
brn,2011,34.70967
brn,2012,29.83911
brn,2013,20.88136
brn,2014,30.7082
brn,2015,16.67892
brn,2016,12.89324
brn,2017,16.3623
brn,2018,6.928
brn,2019,6.63546
brn,2020,4.27887
btn,2006,-4.33173
btn,2007,7.27016
btn,2008,-9.16164
btn,2009,-5.34359
btn,2010,-20.87202
btn,2011,-29.61084
btn,2012,-21.16661
btn,2013,-26.8869
btn,2014,-25.70837
btn,2015,-27.36707
btn,2016,-28.84198
btn,2017,-22.05467
btn,2018,-19.54146
btn,2019,-19.75037
btn,2020,-16.46136
bwa,1975,-10.01322
bwa,1976,-5.47163
bwa,1977,-5.97004
bwa,1978,-19.57357
bwa,1979,-7.39294
bwa,1980,-14.23761
bwa,1981,-28.27917
bwa,1982,-14.24866
bwa,1983,-6.73469
bwa,1984,-4.73614
bwa,1985,7.35061
bwa,1986,7.80294
bwa,1987,31.97983
bwa,1988,7.33286
bwa,1989,15.95074
bwa,1990,-0.50906
bwa,1991,7.68326
bwa,1992,4.76794
bwa,1993,10.26269
bwa,1994,5.20342
bwa,1995,6.33434
bwa,1996,10.20998
bwa,1997,14.37054
bwa,1998,3.54257
bwa,1999,10.63869
bwa,2000,9.41805
bwa,2001,10.84251
bwa,2002,4.84208
bwa,2003,9.54245
bwa,2004,3.53678
bwa,2005,16.10571
bwa,2006,19.24051
bwa,2007,15.123
bwa,2008,1.36618
bwa,2009,-6.31318
bwa,2010,-5.81961
bwa,2011,-0.85926
bwa,2012,-5.70805
bwa,2013,4.33918
bwa,2014,10.94445
bwa,2015,2.21831
bwa,2016,7.97303
bwa,2017,5.59161
bwa,2018,0.39568
bwa,2019,-7.0589
bwa,2020,-10.75337
caf,1977,-3.72454
caf,1978,-3.76468
caf,1979,-2.27682
caf,1980,-5.40143
caf,1981,-0.60166
caf,1982,-5.69852
caf,1983,-4.44979
caf,1984,-5.24385
caf,1985,-5.6213
caf,1986,-7.7092
caf,1987,-6.1139
caf,1988,-2.73606
caf,1989,-2.70887
caf,1990,-6.18666
caf,1991,-4.48468
caf,1992,-5.88243
caf,1993,-1.0127
caf,1994,-2.899
can,1960,-2.9341
can,1961,-2.70156
can,1962,-2.55884
can,1963,-1.86878
can,1964,-0.91892
can,1965,-3.04099
can,1966,-2.58415
can,1967,-1.94749
can,1968,-1.36537
can,1969,-2.45829
can,1970,0.56172
can,1971,-1.04622
can,1972,-2.12615
can,1973,-1.56585
can,1974,-2.84911
can,1975,-4.71507
can,1976,-3.69772
can,1977,-3.30919
can,1978,-3.74519
can,1979,-3.44948
can,1980,-2.22309
can,1981,-4.09262
can,1982,0.57303
can,1983,-0.74076
can,1984,-0.38653
can,1985,-1.60077
can,1986,-3.00748
can,1987,-3.17904
can,1988,-3.0127
can,1989,-3.93165
can,1990,-3.41108
can,1991,-3.74794
can,1992,-3.66635
can,1993,-3.87286
can,1994,-2.40548
can,1995,-0.83789
can,1996,0.3863
can,1997,-1.37186
can,1998,-1.41951
can,1999,0.12461
can,2000,2.48323
can,2001,2.13237
can,2002,1.64503
can,2003,1.16499
can,2004,2.26315
can,2005,1.86966
can,2006,1.36366
can,2007,0.75236
can,2008,0.20463
can,2009,-2.96628
can,2010,-3.59619
can,2011,-2.77401
can,2012,-3.53225
can,2013,-3.14688
can,2014,-2.31892
can,2015,-3.51399
can,2016,-3.09311
can,2017,-2.80343
can,2018,-2.38507
can,2019,-2.03408
can,2020,-1.77558
che,1980,-0.16396
che,1981,3.05038
che,1982,2.20092
che,1983,1.05632
che,1984,5.60641
che,1985,5.43672
che,1986,2.92323
che,1987,3.15319
che,1988,4.10054
che,1989,3.49571
che,1990,2.30223
che,1991,3.54272
che,1992,4.77255
che,1993,6.1936
che,1994,5.54629
che,1995,5.86254
che,1996,5.84952
che,1997,8.57839
che,1998,8.2908
che,1999,9.47448
che,2000,10.61358
che,2001,6.83787
che,2002,7.09399
che,2003,11.05459
che,2004,12.7991
che,2005,11.65453
che,2006,12.74106
che,2007,8.58455
che,2008,1.62329
che,2009,6.30876
che,2010,13.54709
che,2011,6.78716
che,2012,9.44649
che,2013,10.11919
che,2014,7.45473
che,2015,9.45099
che,2016,8.00329
che,2017,6.26432
che,2018,6.08672
che,2019,5.44011
che,2020,2.69965
chl,1975,-6.42858
chl,1976,1.43107
chl,1977,-3.94617
chl,1978,-6.80428
chl,1979,-5.4532
chl,1980,-6.78796
chl,1981,-13.71491
chl,1982,-9.09741
chl,1983,-5.48734
chl,1984,-10.75804
chl,1985,-7.98164
chl,1986,-6.3069
chl,1987,-3.30212
chl,1988,-0.88863
chl,1989,-2.31168
chl,1990,-1.46346
chl,1991,-0.25823
chl,1992,-2.08183
chl,1993,-5.17711
chl,1994,-2.7838
chl,1995,-1.83751
chl,1996,-3.95011
chl,1997,-4.30852
chl,1998,-4.80333
chl,1999,0.13214
chl,2000,-1.15273
chl,2001,-1.54991
chl,2002,-0.83181
chl,2003,-0.29374
chl,2004,2.84363
chl,2005,1.48386
chl,2006,4.52504
chl,2007,4.27578
chl,2008,-3.72889
chl,2009,1.86787
chl,2010,1.40424
chl,2011,-2.70899
chl,2012,-4.43174
chl,2013,-4.7637
chl,2014,-2.00559
chl,2015,-2.3513
chl,2016,-1.98614
chl,2017,-2.32626
chl,2018,-3.91181
chl,2019,-3.74162
chl,2020,1.33219
chn,1982,2.76659
chn,1983,1.83799
chn,1984,0.78093
chn,1985,-3.689
chn,1986,-2.33876
chn,1987,0.1099
chn,1988,-1.21721
chn,1989,-1.24134
chn,1990,3.32458
chn,1991,3.4619
chn,1992,1.49936
chn,1993,-2.61034
chn,1994,1.22412
chn,1995,0.22032
chn,1996,0.83856
chn,1997,3.84389
chn,1998,3.05838
chn,1999,1.93008
chn,2000,1.69385
chn,2001,1.29917
chn,2002,2.40876
chn,2003,2.59302
chn,2004,3.52577
chn,2005,5.79092
chn,2006,8.42413
chn,2007,9.94785
chn,2008,9.15412
chn,2009,4.76814
chn,2010,3.90675
chn,2011,1.80225
chn,2012,2.52445
chn,2013,1.54856
chn,2014,2.25328
chn,2015,2.64902
chn,2016,1.70331
chn,2017,1.53266
chn,2018,0.17367
chn,2019,0.72066
chn,2020,1.86093
civ,2005,0.16512
civ,2006,1.89622
civ,2007,-0.48409
civ,2008,1.33044
civ,2009,4.79272
civ,2010,1.33095
civ,2011,7.26613
civ,2012,-0.88296
civ,2013,-1.48012
civ,2014,1.04562
civ,2015,-0.43954
civ,2016,-0.86371
civ,2017,-2.03359
civ,2018,-3.93802
civ,2019,-2.30414
civ,2020,-3.21818
cmr,1977,-2.7219
cmr,1978,-3.99668
cmr,1979,-2.12332
cmr,1980,-6.67311
cmr,1981,-7.28599
cmr,1982,-5.83461
cmr,1983,-5.99486
cmr,1984,-2.31017
cmr,1985,-6.57147
cmr,1986,-3.81061
cmr,1987,-6.84107
cmr,1988,-3.48526
cmr,1989,-2.63243
cmr,1990,-4.47596
cmr,1991,-2.83516
cmr,1992,-3.03008
cmr,1993,-3.16559
cmr,1994,-0.62982
cmr,1995,0.82701
cmr,1996,-2.58406
cmr,1997,-5.39597
cmr,1998,-1.33456
cmr,1999,-4.40567
cmr,2000,-2.0669
cmr,2001,-3.17394
cmr,2002,-3.53791
cmr,2003,-3.74373
cmr,2004,-2.21065
cmr,2005,-2.54006
cmr,2006,0.92546
cmr,2007,1.19555
cmr,2008,-1.62929
cmr,2009,-4.02097
cmr,2010,-3.11602
cmr,2011,-2.44588
cmr,2012,-3.17006
cmr,2013,-3.3446
cmr,2014,-3.853
