geo,time,sp_dyn_cbrt_in
dnk,1963,17.6
dnk,1964,17.7
dnk,1965,18
dnk,1966,18.4
dnk,1967,16.8
dnk,1968,15.3
dnk,1969,14.6
dnk,1970,14.4
dnk,1971,15.2
dnk,1972,15.1
dnk,1973,14.3
dnk,1974,14.1
dnk,1975,14.2
dnk,1976,12.9
dnk,1977,12.2
dnk,1978,12.2
dnk,1979,11.6
dnk,1980,11.2
dnk,1981,10.4
dnk,1982,10.3
dnk,1983,9.9
dnk,1984,10.1
dnk,1985,10.5
dnk,1986,10.8
dnk,1987,11
dnk,1988,11.5
dnk,1989,12
dnk,1990,12.3
dnk,1991,12.5
dnk,1992,13.1
dnk,1993,13
dnk,1994,13.4
dnk,1995,13.3
dnk,1996,12.9
dnk,1997,12.8
dnk,1998,12.5
dnk,1999,12.4
dnk,2000,12.6
dnk,2001,12.2
dnk,2002,11.9
dnk,2003,12
dnk,2004,12
dnk,2005,11.9
dnk,2006,12
dnk,2007,11.7
dnk,2008,11.8
dnk,2009,11.4
dnk,2010,11.4
dnk,2011,10.6
dnk,2012,10.4
dnk,2013,10
dnk,2014,10.1
dnk,2015,10.2
dnk,2016,10.8
dnk,2017,10.6
dnk,2018,10.6
dnk,2019,10.5
dnk,2020,10.4
dom,1960,51.887
dom,1961,51.047
dom,1962,50.121
dom,1963,49.129
dom,1964,48.092
dom,1965,47.029
dom,1966,45.955
dom,1967,44.877
dom,1968,43.809
dom,1969,42.765
dom,1970,41.757
dom,1971,40.79
dom,1972,39.862
dom,1973,38.973
dom,1974,38.127
dom,1975,37.331
dom,1976,36.587
dom,1977,35.895
dom,1978,35.251
dom,1979,34.65
dom,1980,34.088
dom,1981,33.556
dom,1982,33.047
dom,1983,32.556
dom,1984,32.077
dom,1985,31.612
dom,1986,31.167
dom,1987,30.745
dom,1988,30.344
dom,1989,29.956
dom,1990,29.568
dom,1991,29.162
dom,1992,28.728
dom,1993,28.261
dom,1994,27.762
dom,1995,27.239
dom,1996,26.707
dom,1997,26.184
dom,1998,25.683
dom,1999,25.211
dom,2000,24.771
dom,2001,24.356
dom,2002,23.959
dom,2003,23.572
dom,2004,23.196
dom,2005,22.836
dom,2006,22.496
dom,2007,22.182
dom,2008,21.896
dom,2009,21.636
dom,2010,21.398
dom,2011,21.178
dom,2012,20.969
dom,2013,20.761
dom,2014,20.547
dom,2015,20.32
dom,2016,20.07
dom,2017,19.799
dom,2018,19.506
dom,2019,19.193
dom,2020,18.863
dza,1960,49.656
dza,1961,49.576
dza,1962,49.43
dza,1963,49.21
dza,1964,48.918
dza,1965,48.575
dza,1966,48.215
dza,1967,47.869
dza,1968,47.563
dza,1969,47.303
dza,1970,47.092
dza,1971,46.922
dza,1972,46.766
dza,1973,46.593
dza,1974,46.381
dza,1975,46.102
dza,1976,45.734
dza,1977,45.266
dza,1978,44.694
dza,1979,44.014
dza,1980,43.226
dza,1981,42.34
dza,1982,41.377
dza,1983,40.354
dza,1984,39.284
dza,1985,38.175
dza,1986,37.034
dza,1987,35.86
dza,1988,34.653
dza,1989,33.415
dza,1990,32.13
dza,1991,30.774
dza,1992,29.345
dza,1993,27.863
dza,1994,26.361
dza,1995,24.884
dza,1996,23.475
dza,1997,22.187
dza,1998,21.073
dza,1999,20.175
dza,2000,19.554
dza,2001,19.257
dza,2002,19.27
dza,2003,19.557
dza,2004,20.077
dza,2005,20.774
dza,2006,21.582
dza,2007,22.424
dza,2008,23.226
dza,2009,23.932
dza,2010,24.504
dza,2011,24.934
dza,2012,25.246
dza,2013,25.451
dza,2014,25.538
dza,2015,25.481
dza,2016,25.25
dza,2017,24.846
dza,2018,24.282
dza,2019,23.583
dza,2020,22.781
ecu,1960,44.277
ecu,1961,44.052
ecu,1962,43.822
ecu,1963,43.583
ecu,1964,43.329
ecu,1965,43.052
ecu,1966,42.738
ecu,1967,42.379
ecu,1968,41.969
ecu,1969,41.505
ecu,1970,40.985
ecu,1971,40.406
ecu,1972,39.78
ecu,1973,39.121
ecu,1974,38.44
ecu,1975,37.754
ecu,1976,37.076
ecu,1977,36.416
ecu,1978,35.784
ecu,1979,35.185
ecu,1980,34.624
ecu,1981,34.101
ecu,1982,33.606
ecu,1983,33.132
ecu,1984,32.671
ecu,1985,32.217
ecu,1986,31.763
ecu,1987,31.306
ecu,1988,30.843
ecu,1989,30.377
ecu,1990,29.912
ecu,1991,29.459
ecu,1992,29.025
ecu,1993,28.611
ecu,1994,28.214
ecu,1995,27.82
ecu,1996,27.413
ecu,1997,26.981
ecu,1998,26.517
ecu,1999,26.022
ecu,2000,25.503
ecu,2001,24.97
ecu,2002,24.441
ecu,2003,23.933
ecu,2004,23.455
ecu,2005,23.019
ecu,2006,22.631
ecu,2007,22.287
ecu,2008,21.982
ecu,2009,21.712
ecu,2010,21.471
ecu,2011,21.253
ecu,2012,21.049
ecu,2013,20.848
ecu,2014,20.645
ecu,2015,20.432
ecu,2016,20.205
ecu,2017,19.968
ecu,2018,19.719
ecu,2019,19.46
ecu,2020,19.189
egy,1960,46.919
egy,1961,46.287
egy,1962,45.691
egy,1963,45.141
egy,1964,44.637
egy,1965,44.167
egy,1966,43.71
egy,1967,43.245
egy,1968,42.759
egy,1969,42.255
egy,1970,41.741
egy,1971,41.235
egy,1972,40.76
egy,1973,40.332
egy,1974,39.962
egy,1975,39.661
egy,1976,39.44
egy,1977,39.286
egy,1978,39.179
egy,1979,39.098
egy,1980,39.017
egy,1981,38.914
egy,1982,38.763
egy,1983,38.537
egy,1984,38.211
egy,1985,37.749
egy,1986,37.118
egy,1987,36.325
egy,1988,35.393
egy,1989,34.352
egy,1990,33.249
egy,1991,32.141
egy,1992,31.08
egy,1993,30.11
egy,1994,29.256
egy,1995,28.526
egy,1996,27.903
egy,1997,27.352
egy,1998,26.845
egy,1999,26.381
egy,2000,25.958
egy,2001,25.578
egy,2002,25.258
egy,2003,25.015
egy,2004,24.864
egy,2005,24.849
egy,2006,25.024
egy,2007,25.393
egy,2008,25.93
egy,2009,26.584
egy,2010,27.266
egy,2011,27.871
egy,2012,28.308
egy,2013,28.518
egy,2014,28.475
egy,2015,28.182
egy,2016,27.677
egy,2017,27.05
egy,2018,26.379
egy,2019,25.708
egy,2020,25.069
eri,1960,48.763
eri,1961,48.653
eri,1962,48.504
eri,1963,48.329
eri,1964,48.135
eri,1965,47.927
eri,1966,47.705
eri,1967,47.466
eri,1968,47.211
eri,1969,46.948
eri,1970,46.683
eri,1971,46.423
eri,1972,46.174
eri,1973,45.943
eri,1974,45.737
eri,1975,45.564
eri,1976,45.436
eri,1977,45.348
eri,1978,45.294
eri,1979,45.264
eri,1980,45.254
eri,1981,45.263
eri,1982,45.275
eri,1983,45.26
eri,1984,45.188
eri,1985,45.011
eri,1986,44.683
eri,1987,44.182
eri,1988,43.5
eri,1989,42.638
eri,1990,41.58
eri,1991,40.315
eri,1992,38.892
eri,1993,37.389
eri,1994,35.892
eri,1995,34.524
eri,1996,33.414
eri,1997,32.634
eri,1998,32.222
eri,1999,32.187
eri,2000,32.518
eri,2001,33.17
eri,2002,34.019
eri,2003,34.936
eri,2004,35.819
eri,2005,36.552
eri,2006,37.038
eri,2007,37.25
eri,2008,37.184
eri,2009,36.84
eri,2010,36.25
eri,2011,35.476
eri,2012,34.616
eri,2013,33.753
eri,2014,32.936
eri,2015,32.191
eri,2016,31.521
eri,2017,30.898
eri,2018,30.302
eri,2019,29.738
eri,2020,29.216
esp,1960,21.7
esp,1961,21.2
esp,1962,21.1
esp,1963,21.4
esp,1964,22
esp,1965,21.1
esp,1966,20.7
esp,1967,20.7
esp,1968,20.1
esp,1969,19.9
esp,1970,19.5
esp,1971,19.6
esp,1972,19.4
esp,1973,19.2
esp,1974,19.5
esp,1975,18.7
esp,1976,18.7
esp,1977,18
esp,1978,17.3
esp,1979,16.2
esp,1980,15.2
esp,1981,14.1
esp,1982,13.6
esp,1983,12.7
esp,1984,12.3
esp,1985,11.9
esp,1986,11.4
esp,1987,11
esp,1988,10.8
esp,1989,10.5
esp,1990,10.3
esp,1991,10.2
esp,1992,10.1
esp,1993,9.8
esp,1994,9.4
esp,1995,9.1
esp,1996,9.1
esp,1997,9.2
esp,1998,9.1
esp,1999,9.4
esp,2000,9.8
esp,2001,9.9
esp,2002,10.1
esp,2003,10.4
esp,2004,10.6
esp,2005,10.6
esp,2006,10.8
esp,2007,10.9
esp,2008,11.3
esp,2009,10.6
esp,2010,10.4
esp,2011,10.1
esp,2012,9.7
esp,2013,9.1
esp,2014,9.2
esp,2015,9
esp,2016,8.8
esp,2017,8.4
esp,2018,7.9
esp,2019,7.6
esp,2020,7.1
est,1960,16.7
est,1961,16.5
est,1962,16.1
est,1963,15.3
est,1964,15.4
est,1965,14.6
est,1966,14.2
est,1967,14.2
est,1968,14.9
est,1969,15.4
est,1970,15.8
est,1971,16.1
est,1972,15.6
est,1973,15.1
est,1974,15.1
est,1975,14.9
est,1976,15.1
est,1977,15.2
est,1978,15
est,1979,14.9
est,1980,15
est,1981,15.4
est,1982,15.4
est,1983,16
est,1984,16
est,1985,15.5
est,1986,15.7
est,1987,16.2
est,1988,16
est,1989,15.5
est,1990,14.2
est,1991,12.4
est,1992,11.8
est,1993,10.2
est,1994,9.7
est,1995,9.4
est,1996,9.4
est,1997,9
est,1998,8.8
est,1999,9
est,2000,9.4
est,2001,9.1
est,2002,9.4
est,2003,9.5
est,2004,10.3
est,2005,10.6
est,2006,11
est,2007,11.8
est,2008,12
est,2009,11.8
est,2010,11.9
est,2011,11.1
est,2012,10.6
est,2013,10.3
est,2014,10.3
est,2015,10.6
est,2016,10.7
est,2017,10.5
est,2018,10.9
est,2019,10.6
est,2020,9.9
eth,1960,47.821
eth,1961,47.837
eth,1962,47.843
eth,1963,47.828
eth,1964,47.789
eth,1965,47.741
eth,1966,47.711
eth,1967,47.725
eth,1968,47.794
eth,1969,47.917
eth,1970,48.075
eth,1971,48.239
eth,1972,48.381
eth,1973,48.482
eth,1974,48.54
eth,1975,48.567
eth,1976,48.592
eth,1977,48.64
eth,1978,48.725
eth,1979,48.841
eth,1980,48.97
eth,1981,49.086
eth,1982,49.157
eth,1983,49.161
eth,1984,49.089
eth,1985,48.937
eth,1986,48.712
eth,1987,48.433
eth,1988,48.124
eth,1989,47.798
eth,1990,47.479
eth,1991,47.188
eth,1992,46.932
eth,1993,46.701
eth,1994,46.482
eth,1995,46.245
eth,1996,45.95
eth,1997,45.564
eth,1998,45.067
eth,1999,44.454
eth,2000,43.728
eth,2001,42.902
eth,2002,42.012
eth,2003,41.097
eth,2004,40.186
eth,2005,39.307
eth,2006,38.485
eth,2007,37.726
eth,2008,37.035
eth,2009,36.414
eth,2010,35.861
eth,2011,35.369
eth,2012,34.916
eth,2013,34.483
eth,2014,34.059
eth,2015,33.635
eth,2016,33.207
eth,2017,32.775
eth,2018,32.339
eth,2019,31.896
eth,2020,31.442
fin,1960,18.5
fin,1961,18.4
fin,1962,18.1
fin,1963,18.2
fin,1964,17.7
fin,1965,17.1
fin,1966,17
fin,1967,16.8
fin,1968,15.9
fin,1969,14.6
fin,1970,14
fin,1971,13.2
fin,1972,12.7
fin,1973,12.2
fin,1974,13.3
fin,1975,13.9
fin,1976,14.1
fin,1977,13.9
fin,1978,13.5
fin,1979,13.3
fin,1980,13.2
fin,1981,13.2
fin,1982,13.7
fin,1983,13.8
fin,1984,13.3
fin,1985,12.8
fin,1986,12.3
fin,1987,12.1
fin,1988,12.8
fin,1989,12.8
fin,1990,13.1
fin,1991,13
fin,1992,13.2
fin,1993,12.8
fin,1994,12.8
fin,1995,12.3
fin,1996,11.8
fin,1997,11.5
fin,1998,11.1
fin,1999,11.1
fin,2000,11
fin,2001,10.8
fin,2002,10.7
fin,2003,10.9
fin,2004,11
fin,2005,11
fin,2006,11.2
fin,2007,11.1
fin,2008,11.2
fin,2009,11.3
fin,2010,11.4
fin,2011,11.1
fin,2012,11
fin,2013,10.7
fin,2014,10.5
fin,2015,10.1
fin,2016,9.6
fin,2017,9.1
fin,2018,8.6
fin,2019,8.3
fin,2020,8.4
fji,1960,45.395
fji,1961,44.257
fji,1962,42.979
fji,1963,41.616
fji,1964,40.229
fji,1965,38.876
fji,1966,37.606
fji,1967,36.445
fji,1968,35.418
fji,1969,34.556
fji,1970,33.891
fji,1971,33.443
fji,1972,33.188
fji,1973,33.088
fji,1974,33.114
fji,1975,33.228
fji,1976,33.392
fji,1977,33.564
fji,1978,33.699
fji,1979,33.76
fji,1980,33.702
fji,1981,33.495
fji,1982,33.148
fji,1983,32.682
fji,1984,32.116
fji,1985,31.492
fji,1986,30.858
fji,1987,30.26
fji,1988,29.729
fji,1989,29.275
fji,1990,28.888
fji,1991,28.538
fji,1992,28.183
fji,1993,27.793
fji,1994,27.362
fji,1995,26.898
fji,1996,26.418
fji,1997,25.948
fji,1998,25.509
fji,1999,25.107
fji,2000,24.738
fji,2001,24.393
fji,2002,24.058
fji,2003,23.725
fji,2004,23.399
fji,2005,23.094
fji,2006,22.827
fji,2007,22.613
fji,2008,22.456
fji,2009,22.353
fji,2010,22.292
fji,2011,22.259
fji,2012,22.23
fji,2013,22.185
fji,2014,22.108
fji,2015,21.983
fji,2016,21.799
fji,2017,21.56
fji,2018,21.277
fji,2019,20.954
fji,2020,20.604
fra,1960,18.7
fra,1961,18.7
fra,1962,18.6
fra,1963,18.5
fra,1964,18.4
fra,1965,18.2
fra,1966,18
fra,1967,17.7
fra,1968,17.5
fra,1969,17.3
fra,1970,17
fra,1971,16.7
fra,1972,16.3
fra,1973,15.9
fra,1974,15.5
fra,1975,15
fra,1976,14.6
fra,1977,14.3
fra,1978,14.1
fra,1979,14
fra,1980,14
fra,1981,14.1
fra,1982,14.2
fra,1983,14.2
fra,1984,14.3
fra,1985,14.2
fra,1986,14.1
fra,1987,14
fra,1988,13.8
fra,1989,13.6
fra,1990,13.4
fra,1991,13.2
fra,1992,13.1
fra,1993,13
fra,1994,12.5
fra,1995,12.8
fra,1996,12.8
fra,1997,12.7
fra,1998,12.8
fra,1999,12.9
fra,2000,13.3
fra,2001,13.1
fra,2002,12.9
fra,2003,12.8
fra,2004,12.8
fra,2005,12.8
fra,2006,13.1
fra,2007,12.8
fra,2008,12.9
fra,2009,12.8
fra,2010,12.9
fra,2011,12.7
fra,2012,12.6
fra,2013,12.4
fra,2014,12.4
fra,2015,12
fra,2016,11.8
fra,2017,11.5
fra,2018,11.3
fra,2019,11.2
fra,2020,10.9
fro,1970,21.1
fro,1971,20.2
fro,1972,20.5
fro,1973,20.5
fro,1974,19.9
fro,1975,19.2
fro,1976,18.3
fro,1977,18.2
fro,1978,17.5
fro,1979,18.4
fro,1980,17.1
fro,1981,17.2
fro,1982,16.4
fro,1983,15.4
fro,1984,15.4
fro,1985,16.3
fro,1986,17.2
fro,1987,16.8
fro,1988,18.4
fro,1989,19.5
fro,1990,19.9
fro,1991,18.3
fro,1992,17.2
fro,1993,16.6
fro,1994,15
fro,1995,14.8
fro,1996,15.5
fro,1997,15.1
fro,1998,14
fro,1999,13.9
fro,2000,15.1
fro,2001,13.6
fro,2002,15
fro,2003,14.7
fro,2004,14.8
fro,2005,14.7
fro,2006,13.7
fro,2007,14
fro,2008,13.8
fro,2009,12.6
fro,2010,13.2
fro,2011,12
fro,2012,12.9
fro,2013,13
fro,2014,13.2
fro,2015,12.4
fro,2016,13.6
fro,2017,13.1
fro,2018,13.4
fro,2019,13.2
fro,2020,12.9
fsm,1960,43.605
fsm,1961,43.255
fsm,1962,42.97
fsm,1963,42.743
fsm,1964,42.558
fsm,1965,42.39
fsm,1966,42.211
fsm,1967,41.997
fsm,1968,41.733
fsm,1969,41.415
fsm,1970,41.038
fsm,1971,40.606
fsm,1972,40.143
fsm,1973,39.682
fsm,1974,39.246
fsm,1975,38.887
fsm,1976,38.659
fsm,1977,38.574
fsm,1978,38.621
fsm,1979,38.765
fsm,1980,38.935
fsm,1981,39.037
fsm,1982,38.994
fsm,1983,38.758
fsm,1984,38.318
fsm,1985,37.694
fsm,1986,36.937
fsm,1987,36.132
fsm,1988,35.355
fsm,1989,34.642
fsm,1990,34.028
fsm,1991,33.529
fsm,1992,33.12
fsm,1993,32.772
fsm,1994,32.466
fsm,1995,32.172
fsm,1996,31.852
fsm,1997,31.481
fsm,1998,31.037
fsm,1999,30.514
fsm,2000,29.908
fsm,2001,29.227
fsm,2002,28.502
fsm,2003,27.765
fsm,2004,27.042
fsm,2005,26.36
fsm,2006,25.747
fsm,2007,25.211
fsm,2008,24.758
fsm,2009,24.388
fsm,2010,24.098
fsm,2011,23.871
fsm,2012,23.686
fsm,2013,23.521
fsm,2014,23.365
fsm,2015,23.213
fsm,2016,23.069
fsm,2017,22.937
fsm,2018,22.82
fsm,2019,22.712
fsm,2020,22.606
gab,1960,32.464
gab,1961,33.024
gab,1962,33.605
gab,1963,34.186
gab,1964,34.747
gab,1965,35.262
gab,1966,35.712
gab,1967,36.09
gab,1968,36.399
gab,1969,36.641
gab,1970,36.826
gab,1971,36.972
gab,1972,37.099
gab,1973,37.227
gab,1974,37.363
gab,1975,37.513
gab,1976,37.677
gab,1977,37.843
gab,1978,38
gab,1979,38.141
gab,1980,38.258
gab,1981,38.344
gab,1982,38.395
gab,1983,38.407
gab,1984,38.378
gab,1985,38.308
gab,1986,38.203
gab,1987,38.067
gab,1988,37.903
gab,1989,37.711
gab,1990,37.481
gab,1991,37.203
gab,1992,36.873
gab,1993,36.492
gab,1994,36.069
gab,1995,35.613
gab,1996,35.134
gab,1997,34.651
gab,1998,34.183
gab,1999,33.751
gab,2000,33.377
gab,2001,33.08
gab,2002,32.865
gab,2003,32.728
gab,2004,32.668
gab,2005,32.678
gab,2006,32.751
gab,2007,32.863
gab,2008,32.99
gab,2009,33.11
gab,2010,33.206
gab,2011,33.265
gab,2012,33.281
gab,2013,33.242
gab,2014,33.132
gab,2015,32.927
gab,2016,32.604
gab,2017,32.161
gab,2018,31.611
gab,2019,30.968
gab,2020,30.257
gbm,1960,14.1
gbm,1961,13.8
gbm,1962,14.1
gbm,1963,14.8
gbm,1964,14.4
gbm,1965,14.9
gbm,1966,12.7
gbm,1967,14
gbm,1968,13.7
gbm,1969,15.3
gbm,1970,16.9
gbm,1971,14.3
gbm,1972,15
gbm,1973,14.4
gbm,1974,12.9
gbm,1975,11.7
gbm,1976,11.9
gbm,1977,10.9
gbm,1978,11.1
gbm,1979,11.9
gbm,1980,11.5
gbm,1985,11.2
gbm,1988,11.7
gbm,1989,12.1
gbm,1991,12.8
gbm,1992,12.2
gbm,1994,13.7
gbm,1996,11.6
gbm,2002,11.4
gbm,2005,11.4
gbm,2007,11.4
gbr,1960,17.5
gbr,1961,17.9
gbr,1962,18.3
gbr,1963,18.5
gbr,1964,18.8
gbr,1965,18.3
gbr,1966,17.9
gbr,1967,17.5
gbr,1968,17.2
gbr,1969,16.6
gbr,1970,16.2
gbr,1971,16.1
gbr,1972,14.9
gbr,1973,13.9
gbr,1974,13.1
gbr,1975,12.4
gbr,1976,12
gbr,1977,11.7
gbr,1978,12.2
gbr,1979,13.1
gbr,1980,13.4
gbr,1981,13
gbr,1982,12.8
gbr,1983,12.8
gbr,1984,12.9
gbr,1985,13.3
gbr,1986,13.3
gbr,1987,13.7
gbr,1988,13.8
gbr,1989,13.6
gbr,1990,13.9
gbr,1991,13.8
gbr,1992,13.6
gbr,1993,13.2
gbr,1994,13
gbr,1995,12.6
gbr,1996,12.6
gbr,1997,12.5
gbr,1998,12.3
gbr,1999,11.9
gbr,2000,11.5
gbr,2001,11.3
gbr,2002,11.3
gbr,2003,11.7
gbr,2004,11.9
gbr,2005,12
gbr,2006,12.3
gbr,2007,12.6
gbr,2008,12.9
gbr,2009,12.7
gbr,2010,12.9
gbr,2011,12.8
gbr,2012,12.8
gbr,2013,12.1
gbr,2014,12
gbr,2015,11.9
gbr,2016,11.8
gbr,2017,11.4
gbr,2018,11
gbr,2019,10.7
gbr,2020,10.2
geo,1960,25.078
geo,1961,24.858
geo,1962,24.511
geo,1963,24.053
geo,1964,23.507
geo,1965,22.898
geo,1966,22.253
geo,1967,21.6
geo,1968,20.969
geo,1969,20.386
geo,1970,19.874
geo,1971,19.448
geo,1972,19.101
geo,1973,18.826
geo,1974,18.624
geo,1975,18.493
geo,1976,18.432
geo,1977,18.427
geo,1978,18.462
geo,1979,18.519
geo,1980,18.588
geo,1981,18.66
geo,1982,18.726
geo,1983,18.771
geo,1984,18.779
geo,1985,18.728
geo,1986,18.598
geo,1987,18.386
geo,1988,18.09
geo,1989,17.715
geo,1990,17.261
geo,1991,16.737
geo,1992,16.162
geo,1993,15.562
geo,1994,14.957
geo,1995,14.366
geo,1996,13.8
geo,1997,13.269
geo,1998,12.788
geo,1999,12.376
geo,2000,12.063
geo,2001,11.875
geo,2002,11.815
geo,2003,11.875
geo,2004,12.043
geo,2005,12.3
geo,2006,12.62
geo,2007,12.968
geo,2008,13.309
geo,2009,13.615
geo,2010,13.861
geo,2011,14.036
geo,2012,14.142
geo,2013,14.186
geo,2014,14.165
geo,2015,14.078
geo,2016,13.925
geo,2017,13.718
geo,2018,13.472
geo,2019,13.2
geo,2020,12.916
gha,1960,47.321
gha,1961,47.521
gha,1962,47.659
gha,1963,47.726
gha,1964,47.719
gha,1965,47.634
gha,1966,47.47
gha,1967,47.236
gha,1968,46.945
gha,1969,46.607
gha,1970,46.231
gha,1971,45.826
gha,1972,45.399
gha,1973,44.965
gha,1974,44.537
gha,1975,44.135
gha,1976,43.773
gha,1977,43.455
gha,1978,43.182
gha,1979,42.952
gha,1980,42.761
gha,1981,42.603
gha,1982,42.461
gha,1983,42.317
gha,1984,42.154
gha,1985,41.951
gha,1986,41.688
gha,1987,41.36
gha,1988,40.969
gha,1989,40.523
gha,1990,40.038
gha,1991,39.54
gha,1992,39.053
gha,1993,38.594
gha,1994,38.168
gha,1995,37.77
gha,1996,37.382
gha,1997,36.986
gha,1998,36.567
gha,1999,36.126
gha,2000,35.671
gha,2001,35.214
gha,2002,34.772
gha,2003,34.358
gha,2004,33.979
gha,2005,33.64
gha,2006,33.345
gha,2007,33.084
gha,2008,32.846
gha,2009,32.619
gha,2010,32.385
gha,2011,32.127
gha,2012,31.834
gha,2013,31.5
gha,2014,31.125
gha,2015,30.714
gha,2016,30.28
gha,2017,29.839
gha,2018,29.407
gha,2019,28.992
gha,2020,28.598
gin,1960,46.034
gin,1961,45.853
gin,1962,45.679
gin,1963,45.523
gin,1964,45.392
gin,1965,45.296
gin,1966,45.241
gin,1967,45.227
gin,1968,45.255
gin,1969,45.328
gin,1970,45.447
gin,1971,45.615
gin,1972,45.828
gin,1973,46.076
gin,1974,46.351
gin,1975,46.646
gin,1976,46.953
gin,1977,47.265
gin,1978,47.568
gin,1979,47.852
gin,1980,48.107
gin,1981,48.325
gin,1982,48.505
gin,1983,48.643
gin,1984,48.733
gin,1985,48.768
gin,1986,48.743
gin,1987,48.662
gin,1988,48.526
gin,1989,48.339
gin,1990,48.103
gin,1991,47.82
gin,1992,47.497
gin,1993,47.142
gin,1994,46.761
gin,1995,46.362
gin,1996,45.948
gin,1997,45.523
gin,1998,45.089
gin,1999,44.651
gin,2000,44.21
gin,2001,43.766
gin,2002,43.318
gin,2003,42.866
gin,2004,42.411
gin,2005,41.956
gin,2006,41.501
gin,2007,41.048
gin,2008,40.598
gin,2009,40.153
gin,2010,39.713
gin,2011,39.278
gin,2012,38.848
gin,2013,38.422
gin,2014,38
gin,2015,37.583
gin,2016,37.171
gin,2017,36.765
gin,2018,36.364
gin,2019,35.965
gin,2020,35.568
gmb,1960,48.847
gmb,1961,48.652
gmb,1962,48.477
gmb,1963,48.329
gmb,1964,48.212
gmb,1965,48.118
gmb,1966,48.03
gmb,1967,47.933
gmb,1968,47.819
gmb,1969,47.691
gmb,1970,47.568
gmb,1971,47.474
gmb,1972,47.427
gmb,1973,47.434
gmb,1974,47.485
gmb,1975,47.55
gmb,1976,47.588
gmb,1977,47.565
gmb,1978,47.469
gmb,1979,47.303
gmb,1980,47.1
gmb,1981,46.908
gmb,1982,46.773
gmb,1983,46.719
gmb,1984,46.749
gmb,1985,46.844
gmb,1986,46.973
gmb,1987,47.085
gmb,1988,47.139
gmb,1989,47.111
gmb,1990,46.981
gmb,1991,46.738
gmb,1992,46.399
gmb,1993,45.986
gmb,1994,45.515
gmb,1995,45.009
gmb,1996,44.489
gmb,1997,43.978
gmb,1998,43.497
gmb,1999,43.061
gmb,2000,42.682
gmb,2001,42.366
gmb,2002,42.101
gmb,2003,41.875
gmb,2004,41.683
gmb,2005,41.52
gmb,2006,41.381
gmb,2007,41.259
gmb,2008,41.142
gmb,2009,41.02
gmb,2010,40.881
gmb,2011,40.716
gmb,2012,40.522
gmb,2013,40.295
gmb,2014,40.029
gmb,2015,39.719
gmb,2016,39.363
gmb,2017,38.967
gmb,2018,38.535
gmb,2019,38.073
gmb,2020,37.588
gnb,1960,42.388
gnb,1961,42.18
gnb,1962,42.026
gnb,1963,41.924
gnb,1964,41.873
gnb,1965,41.868
gnb,1966,41.91
gnb,1967,41.999
gnb,1968,42.137
gnb,1969,42.328
gnb,1970,42.578
gnb,1971,42.894
gnb,1972,43.281
gnb,1973,43.736
gnb,1974,44.257
gnb,1975,44.856
gnb,1976,45.55
gnb,1977,46.327
gnb,1978,47.153
gnb,1979,47.979
gnb,1980,48.73
gnb,1981,49.322
gnb,1982,49.703
gnb,1983,49.846
gnb,1984,49.748
gnb,1985,49.432
gnb,1986,48.951
gnb,1987,48.387
gnb,1988,47.806
gnb,1989,47.243
gnb,1990,46.71
gnb,1991,46.2
gnb,1992,45.685
gnb,1993,45.148
gnb,1994,44.597
gnb,1995,44.047
gnb,1996,43.516
gnb,1997,43.021
gnb,1998,42.572
gnb,1999,42.174
gnb,2000,41.828
gnb,2001,41.529
gnb,2002,41.262
gnb,2003,41.01
gnb,2004,40.765
gnb,2005,40.518
gnb,2006,40.264
gnb,2007,40
gnb,2008,39.722
gnb,2009,39.421
gnb,2010,39.089
gnb,2011,38.714
gnb,2012,38.298
gnb,2013,37.841
gnb,2014,37.346
gnb,2015,36.819
gnb,2016,36.265
gnb,2017,35.697
gnb,2018,35.125
gnb,2019,34.559
gnb,2020,34.006
gnq,1960,40.874
gnq,1961,40.745
gnq,1962,40.663
gnq,1963,40.634
gnq,1964,40.658
gnq,1965,40.73
gnq,1966,40.843
gnq,1967,40.982
gnq,1968,41.137
gnq,1969,41.299
gnq,1970,41.467
gnq,1971,41.644
gnq,1972,41.833
gnq,1973,42.033
gnq,1974,42.239
gnq,1975,42.445
gnq,1976,42.648
gnq,1977,42.839
gnq,1978,43.011
gnq,1979,43.156
gnq,1980,43.264
gnq,1981,43.329
gnq,1982,43.349
gnq,1983,43.324
gnq,1984,43.256
gnq,1985,43.142
gnq,1986,42.982
gnq,1987,42.782
gnq,1988,42.556
gnq,1989,42.316
gnq,1990,42.085
gnq,1991,41.883
gnq,1992,41.723
gnq,1993,41.607
gnq,1994,41.534
gnq,1995,41.494
gnq,1996,41.47
gnq,1997,41.438
gnq,1998,41.378
gnq,1999,41.28
gnq,2000,41.136
gnq,2001,40.947
gnq,2002,40.723
gnq,2003,40.468
gnq,2004,40.182
gnq,2005,39.859
gnq,2006,39.493
gnq,2007,39.082
gnq,2008,38.626
gnq,2009,38.132
gnq,2010,37.604
gnq,2011,37.049
gnq,2012,36.476
gnq,2013,35.899
gnq,2014,35.326
gnq,2015,34.768
gnq,2016,34.234
gnq,2017,33.725
gnq,2018,33.241
gnq,2019,32.783
gnq,2020,32.349
grc,1960,18.9
grc,1961,17.9
grc,1962,18
grc,1963,17.5
grc,1964,18
grc,1965,17.7
grc,1966,18
grc,1967,18.8
grc,1968,18.4
