geo,time,sl_tlf_cact_ne_zs
mne,2014,52.72
mne,2015,53.73
mne,2016,54.52
mne,2017,54.67
mne,2018,56.01
mne,2019,57.41
mne,2020,53.35
mng,1998,59.22
mng,2000,61.9
mng,2002,37.07
mng,2003,60.1
mng,2004,58.54
mng,2005,57.86
mng,2006,64.4
mng,2007,60
mng,2008,58.4
mng,2009,58.47
mng,2010,59.36
mng,2011,60.59
mng,2012,60.67
mng,2013,59.49
mng,2014,60.09
mng,2015,59.82
mng,2016,58.73
mng,2017,59.56
mng,2018,59.47
mng,2019,60.49
mng,2020,58.77
mnp,1985,57.26
mnp,1990,81.76
mnp,1995,81.23
mnp,2003,81.82
mnp,2010,72.26
moz,1970,63.07
moz,1980,87.32
moz,1997,83.94
moz,2015,79.05
mrt,1975,48.53
mrt,1988,46.48
mrt,2000,46
mrt,2012,43.55
mrt,2017,41.1
mus,1962,49.38
mus,1972,51.73
mus,1983,53.79
mus,1984,55.04
mus,1987,61.79
mus,1989,62.82
mus,1990,57.49
mus,1991,61.29
mus,1992,61.77
mus,1993,62.09
mus,1994,62.46
mus,1995,59.31
mus,2000,58.1
mus,2001,58.03
mus,2002,58.71
mus,2003,61.1
mus,2004,59.34
mus,2005,59.81
mus,2006,59.27
mus,2007,58.33
mus,2008,58.33
mus,2009,58.48
mus,2010,59.23
mus,2011,58.32
mus,2012,58.5
mus,2013,59.52
mus,2014,59.71
mus,2015,60.05
mus,2016,59.25
mus,2017,59.41
mus,2018,58.67
mus,2019,59.07
mus,2020,71.52
mwi,1975,71.28
mwi,1983,88.74
mwi,1987,77.83
mwi,1998,77.35
mwi,2004,88.6
mwi,2005,80.81
mwi,2011,73.38
mwi,2013,77.74
mwi,2017,48.03
mwi,2020,48.6
mys,1980,60.43
mys,1982,64.84
mys,1983,65.64
mys,1984,65.27
mys,1985,65.72
mys,1986,66.12
mys,1987,66.55
mys,1988,66.57
mys,1989,66.19
mys,1990,66.54
mys,1991,55
mys,1992,65.92
mys,1993,66.52
mys,1995,64.75
mys,1996,66.3
mys,1997,65.61
mys,1998,64.36
mys,1999,64.29
mys,2000,65.09
mys,2001,64.93
mys,2002,64.36
mys,2003,65.23
mys,2004,64.36
mys,2005,63.26
mys,2006,63.45
mys,2007,63.15
mys,2008,62.97
mys,2009,63.59
mys,2010,60.43
mys,2011,64.46
mys,2012,64.21
mys,2013,66.4
mys,2014,67.65
mys,2015,67.88
mys,2016,67.73
mys,2017,67.95
mys,2018,68.29
mys,2019,68.69
mys,2020,68.44
nam,1960,57.81
nam,1991,58.41
nam,1994,54.57
nam,1997,53.57
nam,2000,54.13
nam,2001,54.43
nam,2004,48.04
nam,2008,55.4
nam,2010,60.15
nam,2012,57.53
nam,2013,61.7
nam,2014,60.83
nam,2016,60.45
nam,2018,58.88
ncl,1963,57.75
ncl,1969,38.89
ncl,1996,51.9
ncl,2009,67.34
ncl,2014,64
ner,1960,29.41
ner,1977,48.38
ner,1988,53.77
ner,1995,39.8
ner,2001,62.67
ner,2005,63.83
ner,2011,79.52
ner,2012,42.71
ner,2014,73.57
ner,2017,26.49
nga,1963,57.67
nga,1983,57.91
nga,1986,57.22
nga,1991,55.4
nga,2004,55.9
nga,2011,60.41
nga,2013,55.27
nga,2015,72.25
nga,2016,74.58
nga,2017,76.34
nga,2019,58.87
nic,1963,55.15
nic,1971,48.69
nic,1977,54.17
nic,1980,31.96
nic,1989,59.99
nic,1990,61.52
nic,1991,62.01
nic,1995,57.91
nic,1996,58.45
nic,1998,59.48
nic,1999,59.99
nic,2000,61.5
nic,2001,60.78
nic,2003,61.7
nic,2004,61
nic,2005,61.1
nic,2006,60.02
nic,2007,59
nic,2008,60.4
nic,2009,51.8
nic,2010,73.87
nic,2012,76.95
nic,2013,75.71
nic,2014,64.97
nld,1960,52.08
nld,1977,49.43
nld,1979,49.38
nld,1980,48.72
nld,1981,49.34
nld,1982,50.78
nld,1983,51.02
nld,1985,50.7
nld,1986,51.33
nld,1987,56.01
nld,1988,55.72
nld,1989,56
nld,1990,57.12
nld,1991,57.67
nld,1992,58.02
nld,1993,58.16
nld,1994,58.89
nld,1995,59.2
nld,1996,59.71
nld,1997,60.94
nld,1998,61.69
nld,1999,62.48
nld,2000,63.53
nld,2001,64.18
nld,2002,64.88
nld,2003,64.75
nld,2004,64.9
nld,2005,63.43
nld,2006,63.58
nld,2007,64.54
nld,2008,65.31
nld,2009,65.44
nld,2010,64.84
nld,2011,64.54
nld,2012,65
nld,2013,64.95
nld,2014,64.39
nld,2015,64.38
nld,2016,64.09
nld,2017,64.01
nld,2018,64.28
nld,2019,64.78
nld,2020,64.55
nld_curacao,2011,57.88
nld_curacao,2013,59.94
nld_curacao,2014,54.84
nld_curacao,2015,55.71
nld_curacao,2018,55.8
nld_curacao,2020,56.37
nor,1960,52.81
nor,1970,50.89
nor,1980,67.4
nor,1981,67.89
nor,1982,67.93
nor,1983,68.11
nor,1984,68.27
nor,1985,68.82
nor,1986,70.37
nor,1987,71.27
nor,1988,71.08
nor,1989,69.75
nor,1990,69.47
nor,1991,68.48
nor,1992,68.4
nor,1993,68.11
nor,1994,68.52
nor,1995,69.42
nor,1996,71.07
nor,1997,72.73
nor,1998,73.86
nor,1999,73.52
nor,2000,73.8
nor,2001,73.85
nor,2002,74.11
nor,2003,72.81
nor,2004,72.56
nor,2005,72.19
nor,2006,71.86
nor,2007,72.64
nor,2008,73.78
nor,2009,72.65
nor,2010,71.8
nor,2011,71.33
nor,2012,71.42
nor,2013,71.08
nor,2014,64.86
nor,2015,64.98
nor,2016,64.52
nor,2017,63.73
nor,2018,64.12
nor,2019,64.18
nor,2020,63.83
npl,1961,76.37
npl,1971,61
npl,1981,66.72
npl,1991,63.92
npl,1996,70.7
npl,1999,85.85
npl,2003,93
npl,2008,83.33
npl,2013,81.1
npl,2015,82.7
npl,2017,38.54
nru,1966,68.85
nru,2002,78.01
nru,2011,64.03
nru,2013,68.69
nzl,1986,66.69
nzl,1987,66.34
nzl,1988,64.85
nzl,1989,63.6
nzl,1990,63.85
nzl,1991,63.81
nzl,1992,63.35
nzl,1993,63.29
nzl,1994,64.11
nzl,1995,64.73
nzl,1996,65.59
nzl,1997,65.46
nzl,1998,65.03
nzl,1999,65.11
nzl,2000,65.23
nzl,2001,65.79
nzl,2002,66.51
nzl,2003,66.3
nzl,2004,66.9
nzl,2005,67.67
nzl,2006,68.18
nzl,2007,68.37
nzl,2008,68.27
nzl,2009,67.9
nzl,2010,67.63
nzl,2011,67.88
nzl,2012,67.59
nzl,2013,67.76
nzl,2014,68.69
nzl,2015,68.78
nzl,2016,69.97
nzl,2017,70.91
nzl,2018,70.9
nzl,2019,70.55
nzl,2020,70.23
omn,2000,36.02
omn,2003,55.33
omn,2008,59.11
omn,2013,49.68
omn,2016,70.77
omn,2018,67.9
omn,2020,70.18
pak,1961,32.36
pak,1972,29.96
pak,1976,49.3
pak,1977,49.3
pak,1978,49.3
pak,1979,49.3
pak,1980,49.3
pak,1981,51.19
pak,1982,51.2
pak,1983,49.72
pak,1984,49.71
pak,1985,49.45
pak,1986,48.89
pak,1988,49.34
pak,1989,32.2
pak,1990,49.35
pak,1991,49.68
pak,1992,49.68
pak,1993,49.2
pak,1994,49.15
pak,1995,48.36
pak,1997,50.12
pak,1998,49.95
pak,2000,50.41
pak,2002,50.45
pak,2004,50.73
pak,2006,50.03
pak,2007,50.05
pak,2008,50.08
pak,2009,50.54
pak,2010,51
pak,2011,50.77
pak,2013,51.45
pak,2014,51
pak,2015,52.03
pak,2018,50.99
pak,2019,51.6
pan,1960,56.57
pan,1970,58.58
pan,1979,57.6
pan,1980,51.61
pan,1983,56.07
pan,1984,56.06
pan,1985,56.91
pan,1986,55.57
pan,1988,56.94
pan,1989,57.99
pan,1990,54.76
pan,1991,57.35
pan,1993,60.36
pan,1994,60.66
pan,1995,61.74
pan,1997,61.48
pan,1998,60.72
pan,1999,61.24
pan,2000,58.8
pan,2001,57.4
pan,2002,62.67
pan,2003,62.77
pan,2004,63.12
pan,2005,63.27
pan,2006,62.31
pan,2007,62.17
pan,2008,63.68
pan,2009,64.15
pan,2010,63.07
pan,2011,61.49
pan,2012,63.13
pan,2013,63.87
pan,2014,63.77
pan,2015,63.7
pan,2016,63.95
pan,2017,63.53
pan,2018,64.91
pan,2019,66.05
pan,2020,62.98
pan,2021,59.64
per,1961,54.22
per,1972,49.91
per,1979,55.22
per,1980,55.19
per,1981,51.94
per,1982,55.2
per,1984,55.24
per,1985,33.28
per,1986,61.87
per,1987,61.22
per,1988,33.9
per,1989,61.29
per,1990,61.5
per,1991,57.26
per,1992,58.9
per,1993,51.17
per,1994,60.78
per,1995,62.92
per,1997,65.69
per,1998,66.85
per,1999,68.16
per,2000,65.78
per,2001,68.79
per,2002,77.95
per,2003,70.36
per,2004,75.75
per,2005,73.11
per,2006,76.14
per,2007,78.23
per,2008,78.22
per,2009,78.58
per,2010,79.24
per,2011,78.65
per,2012,78.46
per,2013,77.86
per,2014,77.06
per,2015,75.9
per,2016,75.38
per,2017,77
per,2018,77.18
per,2019,77.36
per,2020,65.25
phl,1960,54.56
phl,1970,55.35
phl,1975,35.84
phl,1976,37.03
phl,1978,63.93
phl,1980,29.47
phl,1983,64.35
phl,1985,63.88
phl,1987,65.68
phl,1988,65.41
phl,1989,64.63
phl,1990,64.54
phl,1991,64.55
phl,1992,65.02
phl,1993,64.7
phl,1994,64.41
phl,1995,65.56
phl,1996,65.81
phl,1997,65.49
phl,1998,65.97
phl,1999,65.8
phl,2000,64.3
phl,2001,61.75
phl,2002,66.23
phl,2003,61.14
phl,2004,61.52
phl,2005,61.59
phl,2006,61.42
phl,2007,61.26
phl,2008,61.07
phl,2009,61.44
phl,2010,61.43
phl,2011,62.23
phl,2012,61.73
phl,2013,61.45
phl,2014,62.17
phl,2015,61.41
phl,2016,61.59
phl,2017,59.14
phl,2018,58.98
phl,2019,59.44
phl,2020,54.75
plw,1995,69.08
plw,2000,55.54
plw,2005,67.5
plw,2014,64.4
png,1966,92.54
png,1971,73.15
png,2000,72.47
png,2010,48.34
pol,1960,71.29
pol,1970,70.56
pol,1978,67.29
pol,1988,65.28
pol,1992,69.38
pol,1993,68.82
pol,1994,68.41
pol,1995,67.37
pol,1996,66.88
pol,1997,57.49
pol,1998,57.08
pol,1999,56.52
pol,2000,56.81
pol,2001,56.85
pol,2002,55.67
pol,2003,54.63
pol,2004,54.37
pol,2005,54.9
pol,2006,54
pol,2007,53.71
pol,2008,54.22
pol,2009,54.92
pol,2010,55.32
pol,2011,55.55
pol,2012,55.87
pol,2013,55.94
pol,2014,56.25
pol,2015,56.16
pol,2016,56.22
pol,2017,56.44
pol,2018,56.34
pol,2019,56.2
pol,2020,56.09
pri,1960,42.24
pri,1970,39.62
pri,1976,44.94
pri,1977,44.32
pri,1978,44.43
pri,1979,44
pri,1980,39.58
pri,1981,43.34
pri,1982,42.91
pri,1983,41.59
pri,1984,41.39
pri,1985,42.27
pri,1986,41.79
pri,1987,43.08
pri,1988,45.14
pri,1990,44.59
pri,1991,45.64
pri,1992,45.57
pri,1993,47.16
pri,1995,46.1
pri,1996,46.88
pri,1997,47.81
pri,1998,47.55
pri,1999,47.36
pri,2000,45.94
pri,2002,46.24
pri,2003,46.71
pri,2004,46.64
pri,2005,47.7
pri,2006,47.2
pri,2007,46.03
pri,2008,44.87
pri,2009,43.2
pri,2010,41.9
pri,2011,40.5
pri,2012,41.6
pri,2015,40.02
prt,1960,51.46
prt,1970,53.34
prt,1978,61.09
prt,1979,62.33
prt,1980,61.61
prt,1981,61.38
prt,1982,60.96
prt,1984,59.98
prt,1985,58.6
prt,1986,58.61
prt,1987,58.58
prt,1988,58.46
prt,1989,58.92
prt,1990,58.87
prt,1991,60.54
prt,1992,59.42
prt,1993,58.81
prt,1994,58.46
prt,1995,58.14
prt,1996,57.73
prt,1997,57.74
prt,1998,60.6
prt,1999,60.67
prt,2000,60.82
prt,2001,61.43
prt,2002,62.02
prt,2003,61.99
prt,2004,61.54
prt,2005,61.86
prt,2006,62.07
prt,2007,62.22
prt,2008,62.04
prt,2009,61.36
prt,2010,61.23
prt,2011,60.51
prt,2012,60.16
prt,2013,59.3
prt,2014,58.82
prt,2015,58.6
prt,2016,58.45
prt,2017,58.96
prt,2018,59.11
prt,2019,59.26
prt,2020,58.02
pry,1962,57.06
pry,1972,55.28
pry,1982,55.42
pry,1989,67.68
pry,1990,65.54
pry,1991,63.78
pry,1992,65.14
pry,1993,67.56
pry,1994,68.12
pry,1995,76.9
pry,1996,71.2
pry,1998,67.03
pry,1999,65.72
pry,2000,69.1
pry,2001,68.18
pry,2002,68.75
pry,2003,67.6
pry,2004,71.37
pry,2005,70.28
pry,2006,67.05
pry,2007,68.82
pry,2008,69.3
pry,2009,69.62
pry,2010,67.74
pry,2011,67.92
pry,2012,71.28
pry,2013,69.87
pry,2014,67.96
pry,2015,67.93
pry,2016,69.97
pry,2017,70.2
pry,2018,71.87
pry,2019,72.39
pry,2020,70.12
pse,2000,40.25
pse,2001,36.63
pse,2002,35.91
pse,2003,38.76
pse,2004,38.22
pse,2005,38.64
pse,2006,38.63
pse,2007,39.92
pse,2008,39.38
pse,2009,39.53
pse,2010,40
pse,2011,41.36
pse,2012,41.68
pse,2013,41.8
pse,2014,42.12
pse,2015,43.97
pse,2016,43.77
pse,2017,44
pse,2018,43.45
pse,2019,44.27
pse,2020,40.94
pyf,1962,57.37
pyf,1967,32.01
pyf,1983,50.16
pyf,1988,62.03
pyf,1996,59.78
pyf,2002,57.99
pyf,2007,56.16
pyf,2012,56.36
qat,1986,75.46
qat,1997,72.88
qat,2004,77.05
qat,2006,80.39
qat,2007,85.15
qat,2008,87.38
qat,2009,87.72
qat,2010,86.99
qat,2011,86.74
qat,2012,86.54
qat,2013,84.22
qat,2014,87.32
qat,2015,88.19
qat,2016,91.81
qat,2017,88.05
qat,2018,87.34
qat,2019,88.1
qat,2020,87.98
rou,1966,73.22
rou,1977,67.2
rou,1992,59.32
rou,1995,67.17
rou,1996,64.8
rou,1997,66.01
rou,1998,65.11
rou,1999,64.96
rou,2000,64.44
rou,2001,63.21
rou,2002,57.78
rou,2003,55.93
rou,2004,55.6
rou,2005,53.94
rou,2006,54.97
rou,2007,54.77
rou,2008,54.51
rou,2009,54.44
rou,2010,54.87
rou,2011,54.11
rou,2012,54.61
rou,2013,54.53
rou,2014,54.87
rou,2015,54.54
rou,2016,53.72
rou,2017,54.94
rou,2018,54.98
rou,2019,55.14
rou,2020,55.06
rus,1989,68.42
rus,1992,70.74
rus,1993,68.36
rus,1994,65.87
rus,1995,65.14
rus,1996,63.89
rus,1997,62.25
rus,1998,61.14
rus,1999,65.28
rus,2000,65.46
rus,2001,64.21
rus,2002,64.87
rus,2003,64.69
rus,2004,65.41
rus,2005,65.98
rus,2006,66.34
rus,2007,67.09
rus,2008,67.43
rus,2009,67.63
rus,2010,67.69
rus,2011,68.35
rus,2012,68.64
rus,2013,68.51
rus,2014,68.88
rus,2015,69.14
rus,2016,69.54
rus,2017,62.76
rus,2018,62.86
rus,2019,62.21
rus,2020,61.89
rwa,1978,92.72
rwa,1989,46.34
rwa,1996,85.98
rwa,2000,85.8
rwa,2002,77.47
rwa,2005,83.1
rwa,2012,73.56
rwa,2014,83.59
rwa,2017,51.94
rwa,2018,52.37
rwa,2019,51.68
rwa,2020,54.82
sau,1992,53.57
sau,1999,49.13
sau,2000,49.24
sau,2001,48.52
sau,2002,47.76
sau,2006,50.7
sau,2007,50.56
sau,2008,50.29
sau,2009,49.89
sau,2011,53.17
sau,2012,54.12
sau,2013,54
sau,2014,54.06
sau,2015,54.02
sau,2016,54.95
sau,2017,54.9
sau,2018,55.98
sau,2019,57.89
sau,2020,59.52
sdn,1973,54.86
sdn,1983,57.28
sdn,1990,49.46
sdn,1993,49.87
sdn,1996,51.26
sdn,2008,48.5
sdn,2009,48
sdn,2011,49.81
sen,1988,52.27
sen,1991,64.3
sen,2002,65.62
sen,2006,50
sen,2011,55
sen,2015,45.49
sen,2016,50.12
sen,2017,46
sen,2018,49.29
sen,2019,50.71
sgp,1970,56.49
sgp,1975,57.31
sgp,1976,57.61
sgp,1977,58.5
sgp,1978,60.03
sgp,1979,61.4
sgp,1980,62.69
sgp,1982,63.36
sgp,1983,63.79
sgp,1984,63.41
sgp,1985,62.23
sgp,1986,62.29
sgp,1987,62.67
sgp,1988,62.9
sgp,1989,63.14
sgp,1991,49.69
sgp,1992,56.85
sgp,1993,56.04
sgp,1994,55.81
sgp,1995,52.5
sgp,1996,54.18
sgp,1997,52.68
sgp,1998,51.14
sgp,1999,63.47
sgp,2000,68.27
sgp,2001,88.1
sgp,2002,85.28
sgp,2003,82.31
sgp,2004,82.25
sgp,2005,63
sgp,2006,86.29
sgp,2007,91.6
sgp,2012,66.59
sgp,2013,66.72
sgp,2014,67.03
sgp,2015,68.33
sgp,2016,68.04
sgp,2017,67.69
sgp,2018,67.7
sgp,2019,68.04
sgp,2020,68.06
slb,2009,62.87
slb,2013,85.96
sle,1963,65.03
sle,2003,64.64
sle,2004,66.11
sle,2009,60.96
sle,2010,60.52
sle,2014,56.95
sle,2018,53.91
slv,1961,54.13
slv,1971,56.63
slv,1975,31.46
slv,1978,57.71
slv,1979,59.41
slv,1980,59.16
slv,1990,63.74
slv,1991,61.91
slv,1992,59.69
slv,1993,60.39
slv,1994,61.2
slv,1995,60.06
slv,1996,58.5
slv,1997,58.68
slv,1998,61.1
slv,1999,60.26
slv,2000,60
slv,2001,60.3
slv,2002,58.59
slv,2003,61
slv,2004,59.55
slv,2005,59.7
slv,2006,60.3
slv,2007,60.88
slv,2008,62.71
slv,2009,62.76
slv,2010,61.09
slv,2011,61.18
slv,2012,61.77
slv,2013,62.17
slv,2014,60.93
slv,2015,60.18
slv,2016,60.57
slv,2017,60.21
slv,2018,59.82
slv,2019,60.75
slv,2020,60.18
smr,1976,59.49
smr,1985,61.28
smr,1986,61.72
smr,1987,61.8
smr,1988,61.94
smr,1989,61.68
smr,1990,62.14
smr,1991,62.58
smr,1992,63.55
smr,1993,64.24
smr,1995,65.74
smr,1996,66.22
smr,1997,66.45
smr,1998,66.84
smr,1999,67.2
smr,2001,67.62
smr,2002,67.23
smr,2003,66.21
smr,2015,71.04
som,2019,32.4
srb,2004,55.5
srb,2005,53.49
srb,2006,51.04
srb,2007,50.99
srb,2008,51.49
srb,2009,49.13
srb,2010,46.94
srb,2011,46.45
srb,2012,46.7
srb,2013,48.47
srb,2014,51.94
srb,2015,51.59
srb,2016,53.33
srb,2017,53.97
srb,2018,54.49
srb,2019,54.63
srb,2020,53.96
ssd,2008,74.19
stp,1981,58.53
stp,1991,56.17
stp,2000,47.5
stp,2006,35.06
sur,1964,41.32
sur,1980,37.31
sur,1987,53.36
sur,1989,45.84
sur,1990,55.55
sur,1992,52.38
sur,1993,49.32
sur,1994,48.77
sur,1995,47.98
sur,1999,46.61
sur,2009,62.57
sur,2010,61.89
sur,2011,61.95
sur,2012,61.51
sur,2013,61.65
sur,2014,62.92
sur,2015,59.96
sur,2016,56.11
svk,1991,66.11
svk,1993,62.17
svk,1994,59.89
svk,1995,59.82
svk,1996,60.15
svk,1997,59.67
svk,1998,59.31
svk,1999,59.34
svk,2000,59.76
svk,2001,60.48
svk,2002,59.74
svk,2003,60.08
svk,2004,60.1
svk,2005,59.49
svk,2006,59.14
svk,2007,58.85
svk,2008,59.3
svk,2009,58.87
svk,2010,58.99
svk,2011,58.77
svk,2012,59.21
svk,2013,59.28
svk,2014,59.35
svk,2015,59.64
svk,2016,60.05
svk,2017,59.95
svk,2018,59.79
svk,2019,59.69
svk,2020,59.05
svn,1991,60.58
svn,1993,52.48
svn,1994,57.44
svn,1995,58.67
svn,1996,57.51
svn,1997,58.33
svn,1998,59.59
svn,1999,57.88
svn,2000,57.41
svn,2001,57.67
svn,2002,58.11
svn,2003,56.45
svn,2004,58.97
svn,2005,59.25
svn,2006,59.3
svn,2007,59.7
svn,2008,59.49
svn,2009,59.44
svn,2010,59.17
svn,2011,57.92
svn,2012,57.54
svn,2013,57.25
svn,2014,57.67
svn,2015,57.32
svn,2016,56.6
svn,2017,58.43
svn,2018,58.81
svn,2019,58.07
svn,2020,57.77
swe,1965,56
swe,1975,63.53
swe,1976,63.53
swe,1982,71.68
swe,1983,71.76
swe,1984,71.89
swe,1985,72.27
swe,1986,83.24
swe,1987,83.38
swe,1989,84.52
swe,1990,74.38
swe,1991,73.82
swe,1992,72.35
swe,1993,70.74
swe,1994,70.05
swe,1995,69.09
swe,1996,61.31
swe,1997,60.79
swe,1998,60.18
swe,1999,60.88
swe,2000,60.41
swe,2001,62.74
swe,2002,62.66
swe,2003,62.75
swe,2004,62.54
swe,2005,62.87
swe,2006,63.35
swe,2007,63.69
swe,2008,63.93
swe,2009,63.31
swe,2010,70.53
swe,2011,70.94
swe,2012,71.13
swe,2013,71.5
swe,2014,71.96
swe,2015,72
swe,2016,72.09
swe,2017,72.72
swe,2018,72.97
swe,2019,73.36
swe,2020,73.29
swz,1966,65.42
swz,1976,41.85
swz,1986,44.21
swz,1997,40.1
swz,2016,51.14
syc,1960,69.39
syc,1971,64
syc,1977,68.1
syc,1987,63.13
syc,1994,66.28
syc,2002,72.29
syc,2011,64.97
syc,2014,70.03
syc,2015,71.04
syc,2016,69.55
syc,2017,70.3
syc,2018,68.68
syc,2019,66.59
syc,2020,65.92
syr,1960,45.92
syr,1970,44.83
syr,1975,48.3
syr,1981,43.76
syr,1983,43.82
syr,1984,45.67
syr,1989,26.19
syr,1991,27.82
syr,1993,50.8
syr,1995,49.19
syr,1997,41.7
syr,1998,49.72
syr,1999,50.91
syr,2000,50.89
syr,2001,52.98
syr,2002,53.26
syr,2003,48.09
syr,2006,45.81
syr,2007,44.25
syr,2008,44.3
syr,2009,42.94
syr,2010,42.7
syr,2011,43.4
tca,1960,66.54
tca,1970,28.46
tca,1980,66.93
tca,2001,56.7
tca,2002,58.51
tca,2003,60.59
tca,2004,61.17
tca,2005,61.98
tca,2006,59.21
tca,2007,59.41
tca,2008,64.03
tcd,1972,33.53
tcd,1980,56.12
tcd,1988,56.33
tcd,1993,72.3
tcd,2018,59.97
tgo,1960,43.88
tgo,1970,36.78
tgo,1980,68.13
tgo,1981,62.85
tgo,1998,29.55
tgo,2006,80.88
tgo,2011,78.2
tgo,2015,54.69
tgo,2017,58.07
tha,1976,58.77
tha,1978,81.61
tha,1979,78.97
tha,1980,82.15
tha,1982,83.13
tha,1984,82.06
tha,1987,81.65
tha,1988,82.01
tha,1989,82.46
tha,1990,81.95
tha,1994,74.36
tha,1996,74.67
tha,1997,74.78
tha,1998,73.6
tha,1999,72.16
tha,2000,72.66
tha,2001,73.17
tha,2003,72.98
tha,2004,73.39
tha,2005,73.68
tha,2006,72.95
tha,2007,73.58
tha,2008,73.4
tha,2009,72.75
tha,2010,71.59
tha,2011,73.28
tha,2012,73
tha,2013,70.27
tha,2014,69.83
tha,2015,69.24
tha,2016,68.25
tha,2017,67.5
tha,2018,67.8
tha,2019,66.96
tha,2020,67.02
tjk,1996,30.34
tjk,2003,55.01
tjk,2004,63.05
tjk,2005,31.13
tjk,2006,30.93
tjk,2007,30.5
tjk,2008,30.07
tjk,2009,42.51
tjk,2016,42.38
tkm,1999,53.84
tls,2001,58.57
tls,2004,64.9
tls,2010,41.54
tls,2013,30.62
tls,2016,67.07
ton,1966,45.76
ton,1976,42.83
ton,1984,34.51
ton,1986,43.28
ton,1990,55.37
ton,1994,59.54
ton,2003,40.33
ton,2018,46.69
tto,1960,58.06
tto,1970,52.9
tto,1971,34.5
tto,1974,36.95
tto,1978,38.76
tto,1979,59.74
tto,1980,52.77
tto,1981,59.44
tto,1983,59.81
tto,1985,60.06
tto,1986,59.08
tto,1987,58.93
tto,1988,58.33
tto,1989,57.29
tto,1990,55.97
tto,1991,57.14
tto,1992,60.07
tto,1993,58.39
tto,1994,59.41
tto,1995,60.24
tto,1996,60.51
tto,1997,60.34
tto,1998,61.14
tto,1999,60.84
tto,2000,61.2
tto,2001,60.37
tto,2002,60.95
tto,2003,61.6
tto,2004,63.01
tto,2005,63.72
tto,2006,63.92
tto,2007,63.46
tto,2008,63.5
tto,2009,62.68
tto,2010,60.86
tto,2011,59.93
tto,2012,61.08
tto,2013,60.74
tto,2014,61.41
tto,2015,59.98
tto,2016,59.27
tun,1966,44.94
tun,1975,51.75
tun,1980,49.02
tun,1984,50.77
tun,1989,48.09
tun,1994,48.41
tun,1997,48.63
tun,2003,33.2
tun,2005,45.5
tun,2006,45.64
tun,2007,45.86
tun,2008,46.17
tun,2009,46.51
tun,2010,46.89
tun,2011,47.19
tun,2012,47.78
tun,2013,47.42
tun,2015,47.07
tun,2016,47.17
tun,2017,46.98
tur,1960,79.7
tur,1965,74.4
tur,1970,67.8
tur,1975,66.81
tur,1980,65.47
tur,1985,63.79
tur,1988,58.47
tur,1989,58.7
tur,1990,56.61
tur,1991,57
tur,1992,55.99
tur,1993,52.15
tur,1994,54.65
tur,1995,54.13
tur,1996,53.73
tur,1997,52.55
tur,1998,52.8
tur,1999,52.7
tur,2000,49.95
tur,2001,49.82
tur,2002,49.58
tur,2003,48.33
tur,2004,46.31
tur,2005,46.43
tur,2006,45.52
tur,2007,45.54
tur,2008,46.19
tur,2009,47.06
tur,2010,48.13
tur,2011,49.31
tur,2012,49.38
tur,2013,50.29
tur,2014,50.49
tur,2015,51.24
tur,2016,51.97
tur,2017,52.79
tur,2018,53.16
tur,2019,52.91
tur,2020,49.3
tuv,2002,56.74
tuv,2016,55.43
tza,1978,82.47
tza,2001,86.44
tza,2006,88.35
tza,2011,82.03
tza,2012,83.27
tza,2013,78.02
tza,2014,83.97
uga,1991,69.33
uga,2002,82.3
uga,2003,38.12
uga,2005,76.84
uga,2009,85.39
uga,2012,70.14
uga,2013,85.85
uga,2017,48.53
ukr,1970,50.5
ukr,1979,52.41
ukr,1989,59.5
ukr,1995,68.74
ukr,1998,67.68
ukr,1999,59.5
ukr,2000,63.2
ukr,2001,62.71
ukr,2002,62.57
ukr,2003,62.33
ukr,2004,61.97
ukr,2005,62.31
ukr,2006,62.16
ukr,2007,62.64
ukr,2008,63.33
ukr,2009,63.33
ukr,2010,63.7
ukr,2011,64.3
ukr,2012,64.6
ukr,2013,64.96
ukr,2014,62.36
ukr,2015,62.36
ukr,2016,62.15
ukr,2017,62
ukr,2018,62.58
ukr,2019,56.32
ukr,2020,55.09
ury,1963,53.81
ury,1975,53.1
ury,1984,55.19
ury,1985,50.82
ury,1990,48.23
ury,1991,57.52
ury,1992,57.61
ury,1993,56.59
ury,1994,58.11
ury,1995,59.19
ury,1996,60.31
ury,1998,61.01
ury,1999,59.79
ury,2000,60.16
ury,2001,61.55
ury,2002,59.97
ury,2003,59.11
ury,2004,59.48
ury,2005,59.51
ury,2006,61.98
ury,2007,63.82
ury,2008,64.01
ury,2009,64.74
ury,2010,64.28
ury,2011,66.02
ury,2012,65.22
ury,2013,64.84
ury,2014,65.87
ury,2015,64.93
ury,2016,64.61
ury,2017,64.11
ury,2018,63.68
ury,2019,63.36
ury,2020,60.95
usa,1960,59.4
usa,1961,59.3
usa,1962,58.8
usa,1963,58.7
usa,1964,58.7
usa,1965,58.9
usa,1966,59.2
usa,1967,59.6
usa,1968,59.6
usa,1969,60.1
usa,1970,60.4
usa,1971,60.2
usa,1972,60.4
usa,1973,60.8
usa,1974,61.3
usa,1975,61.2
usa,1976,61.6
usa,1977,62.3
usa,1978,63.2
usa,1979,63.7
usa,1980,63.8
usa,1981,63.9
usa,1982,64
usa,1983,64
usa,1984,64.4
usa,1985,64.8
usa,1986,65.3
usa,1987,65.6
usa,1988,65.9
usa,1989,66.5
