geo,time,gc_xpn_gsrv_cn
swe,2018,79429000000
swe,2019,84981000000
syc,1985,183500000
syc,1986,208200000
syc,1987,218100000
syc,1988,197700000
syc,1989,240800000
syc,1993,346400000
syc,1994,339300000
syc,1995,272600000
syc,1996,261400000
syc,1997,331900000
syc,1998,362200000
syc,1999,305500000
syc,2000,372100000
syc,2005,456535696.64
syc,2006,513700000
syc,2007,585800000
syc,2008,636595193.4987
syc,2009,1256368283.82
syc,2010,1330180315.86
syc,2011,1600432144.85
syc,2012,1885576420.85
syc,2013,1623133336
syc,2014,1736460185.5
syc,2015,1089484510
syc,2016,2014087204.34
syc,2017,2575128918.776
syc,2018,2799578536.95
tgo,2004,44652287383
tgo,2005,86435895604
tgo,2006,47485673498
tgo,2007,52619926619
tgo,2008,40942916905
tgo,2009,56542280606
tgo,2010,59535884021
tgo,2011,63680000000
tgo,2012,82728196985
tgo,2013,104342793181
tgo,2014,107617164492
tgo,2015,151504865789
tgo,2016,156981681575
tgo,2017,133567613652
tgo,2018,169199148675.237
tgo,2019,159815748912.28299
tha,1972,8467000000
tha,1973,10078000000
tha,1974,10169000000
tha,1975,11412000000
tha,1976,14753000000
tha,1977,18552000000
tha,1978,26929000000
tha,1979,31871000000
tha,1980,42154000000
tha,1981,46303000000
tha,1982,51431000000
tha,1983,52150000000
tha,1984,61672000000
tha,1985,65367000000
tha,1986,63138000000
tha,1987,63732000000
tha,1988,66902000000
tha,1989,70894000000
tha,1990,78400000000
tha,1991,93350000000
tha,1992,115127000000
tha,1993,130708000000
tha,1994,165148000000
tha,1995,152338000000
tha,1996,179529000000
tha,1997,193104000000
tha,1998,179770000000
tha,1999,173735000000
tha,2000,183831000000
tha,2001,233715281200
tha,2002,223741567980.35001
tha,2003,257856547824.54999
tha,2004,228997662553.75
tha,2005,253141706719.14001
tha,2006,264228560000
tha,2007,398592130000
tha,2008,447100000000
tha,2009,548345610000
tha,2010,606578350000
tha,2011,554308342054.67297
tha,2012,579583267760
tha,2013,610389766602.46899
tha,2014,644510505683.34497
tha,2015,655672712113.05798
tha,2016,726658232618.63794
tha,2017,701821753270.91394
tha,2018,789227290764.01404
tha,2019,749152769330.27795
tjk,1998,54668000
tjk,1999,72915000
tjk,2000,49020000
tjk,2001,86842000
tjk,2003,176201000
tjk,2004,243804000
tls,2010,363122107.76
tls,2011,380075759.675
tls,2012,438141441.737
tls,2013,445200000
tls,2014,476610375
tls,2015,474294311
tls,2016,476223747.82248
tls,2017,293500031.86948
tls,2018,390517548.77996
tls,2019,437697115.25708
tto,1976,282000000
tto,1977,296300000
tto,1979,280000000
tto,1980,271300000
tto,1981,325600000
tto,2001,1952000000
tto,2002,2004600000
tto,2003,2471400000
tto,2004,3417700000
tto,2005,4336900000
tto,2006,5420500000
tto,2007,5720200000
tto,2008,6366800000
tto,2009,7484900000
tto,2010,7887300000
tto,2012,10961100000
tto,2013,11602600000
tto,2014,12835300000
tto,2015,12513100000
tto,2016,11696400000
tto,2017,11696400000
tto,2018,11387300000
tun,1972,32400000
tun,1973,35700000
tun,1974,36700000
tun,1975,48300000
tun,1976,51600000
tun,1977,61200000
tun,1978,78400000
tun,1979,153400000
tun,1980,145300000
tun,1981,132800000
tun,1982,207700000
tun,1983,285200000
tun,1984,228700000
tun,1985,170900000
tun,1986,199500000
tun,1987,186600000
tun,1988,186800000
tun,1989,218300000
tun,1990,230200000
tun,1991,265000000
tun,1992,313900000
tun,1993,337100000
tun,1994,347400000
tun,1995,356500000
tun,1996,418400000
tun,1997,370400000
tun,1998,387300000
tun,1999,395100000
tun,2000,634200000
tun,2001,671500000
tun,2002,670100000
tun,2003,689400000
tun,2004,754400000
tun,2005,789100000
tun,2006,770400000
tun,2007,822000000
tun,2008,917200000
tun,2009,1046300000
tun,2010,1094700000
tun,2011,1117400000
tun,2012,1087500000
tur,1972,7900
tur,1973,9700
tur,1974,9200
tur,1975,13000
tur,1976,15300
tur,1977,23100
tur,1978,25300
tur,1979,56800
tur,1980,126700
tur,1981,199700
tur,1983,350900
tur,1984,555500
tur,1985,761200
tur,1986,1162900
tur,1987,1456800
tur,1988,2336600
tur,1989,4092700
tur,1990,7026300
tur,1991,11268500
tur,1992,20329000
tur,1993,35621000
tur,1994,68566000
tur,1995,131443000
tur,1996,297648000
tur,1997,742241000
tur,1998,1344516000
tur,2008,27832522185.67
tur,2009,32518338913.66
tur,2010,40673263284.46
tur,2011,43376178315.219
tur,2012,52183649896.15
tur,2013,60852385563.71
tur,2014,68243923191.62
tur,2015,77992912597.05998
tur,2016,90954423248.53001
tur,2017,109862362405.39
tur,2018,121397586705.39
tur,2019,135344694050.78999
tur,2020,150252279237.67001
tza,2009,866627624000
tza,2010,866627624000
tza,2011,1785322196000
tza,2012,1972145318000
tza,2013,1929809445000
tza,2014,2494704276000
tza,2015,2368825230000
tza,2016,1912500000000
tza,2017,2215961665904.97021
tza,2018,2273472581417.93018
uga,2015,3098588525127.18945
uga,2016,3880054249939.22949
uga,2017,3155078923509.43994
uga,2018,3961057847018.16943
uga,2019,6030944184825.05957
ukr,1999,3743000000
ukr,2000,8710100000
ukr,2001,8087300000
ukr,2002,8772447059
ukr,2003,11907939405
ukr,2004,12954300000
ukr,2005,19872600000
ukr,2006,23897100000
ukr,2007,30956300000
ukr,2008,40557800000
ukr,2009,45994800000
ukr,2010,50678000000
ukr,2011,58748900000
ukr,2012,67026601000
ukr,2013,62623910141
ukr,2014,66130400000
ukr,2015,88146500000
ukr,2016,96643400000
ukr,2017,123058600000
ukr,2018,159609800000
ukr,2019,183257300000
ury,1972,23000
ury,1973,70000
ury,1974,120000
ury,1975,163000
ury,1976,505000
ury,1977,474000
ury,1978,997000
ury,1979,1617000
ury,1980,3246000
ury,1981,4677000
ury,1982,3609000
ury,1983,6108000
ury,1984,10905000
ury,1985,17154000
ury,1986,38986000
ury,1987,75579000
ury,1988,128656000
ury,1989,170000000
ury,1990,377000000
ury,1991,881000000
ury,1992,1723000000
ury,1993,2381000000
ury,1994,4053000000
ury,1995,4235000000
ury,1996,6436000000
ury,1997,7659000000
ury,1998,12318000000
ury,1999,13158000000
ury,2000,8766000000
ury,2001,10251824544.7524
ury,2002,9582861548.42
ury,2003,12270896094.477
ury,2004,14811583197.46
ury,2005,16305927206.36
ury,2006,19503215279.53
ury,2007,22569319860.612
ury,2008,24352451014.5344
ury,2009,25909172985.299
ury,2010,29856838787.801
ury,2011,31747037726.09
ury,2012,36828424755.41
ury,2013,43254954088.89
ury,2014,49171084645.01
ury,2015,54591782843.55
ury,2016,61848936285.7669
ury,2017,62695432070.77
ury,2018,69775477814.45
ury,2019,77829192177.86
usa,1972,52410000000
usa,1973,55050000000
usa,1974,55500000000
usa,1975,64040000000
usa,1976,61560000000
usa,1977,71030000000
usa,1978,80460000000
usa,1979,87310000000
usa,1980,107950000000
usa,1981,125750000000
usa,1982,143900000000
usa,1983,168120000000
usa,1984,178050000000
usa,1985,198650000000
usa,1986,213640000000
usa,1987,213350000000
usa,1988,224080000000
usa,1989,237190000000
usa,1990,229420000000
usa,1991,249360000000
usa,1992,246510000000
usa,1993,233090000000
usa,1994,229560000000
usa,1995,219300000000
usa,1996,211290000000
usa,1997,218150000000
usa,1998,217850000000
usa,1999,222860000000
usa,2000,235290000000
usa,2001,151197500000
usa,2002,178856900000
usa,2003,213771800000
usa,2004,242276200000
usa,2005,259573900000
usa,2006,275782000000
usa,2007,283051700000
usa,2008,329678800000
usa,2009,352251200000
usa,2010,383970600000
usa,2011,372650200000
usa,2012,357949000000
usa,2013,320517700000
usa,2014,309090100000
usa,2015,305493900000
usa,2016,311073400000
usa,2017,315679400000
usa,2018,348572200000
usa,2019,379462000000
usa,2020,398002100000
uzb,2016,3233973333432
uzb,2017,4341397817233.43994
uzb,2018,5406564219353.75
uzb,2019,7350496811645.87012
vct,2000,51570000
vct,2001,55720000
vct,2002,60595000
vct,2003,57929000
vct,2004,66609000
vct,2005,71398210
vct,2006,74573808
vct,2007,74710458
vct,2008,91024240
vct,2009,86070000
vct,2010,67067103
vct,2011,74344811
vct,2012,70455067
vct,2013,66101906
vct,2014,73950000
vct,2015,73260000
vct,2016,64240000
vct,2017,78140000
vut,1990,1125800000
vut,1995,1586000000
vut,1996,2113000000
vut,1997,2560000000
vut,1998,1900000000
vut,1999,1909000000
vut,2009,3920100000
vut,2010,4693300000
vut,2011,4308900000
vut,2012,4117200000
vut,2013,4143700000
vut,2014,5184800000
vut,2015,5843300000
vut,2016,6017500000
vut,2017,8159300000
vut,2018,7650123936
vut,2019,9568634152
wsm,2012,232241630.02634
wsm,2013,225929725.35586
wsm,2014,259746210.58699
wsm,2015,251527424.06176
wsm,2016,217289197.55958
wsm,2017,202802559.41362
wsm,2018,249926763.97274
wsm,2019,288777780.36313
zaf,1972,561000000
zaf,1973,739000000
zaf,1974,1114000000
zaf,1975,1413000000
zaf,1976,1794000000
zaf,1977,2062000000
zaf,1978,2146000000
zaf,1979,2747000000
zaf,1980,3292000000
zaf,1981,3943000000
zaf,1982,4621000000
zaf,1983,5561000000
zaf,1984,6615000000
zaf,1985,8634000000
zaf,1988,19454000000
zaf,1989,20145000000
zaf,1990,22495000000
zaf,1991,25064000000
zaf,1992,8516000000
zaf,1993,8943000000
zaf,1994,10486000000
zaf,1995,15361000000
zaf,1996,17059500000
zaf,1997,17408700000
zaf,1998,17933900000
zaf,1999,23782700000
zaf,2000,28988700000
zaf,2001,34807000000
zaf,2002,38633000000
zaf,2003,45068700000
zaf,2004,50519000000
zaf,2005,56276000000
zaf,2006,57215000000
zaf,2007,68096000000
zaf,2008,83455000000
zaf,2009,99877001000
zaf,2010,111376770918.25
zaf,2011,107427000000
zaf,2012,110350987804
zaf,2013,157403327712.5
zaf,2014,168731146163
zaf,2015,181095576755.5
zaf,2016,168948177081
zaf,2017,178213816455.91
zaf,2018,192378474736.84
zaf,2019,174167315892.931
zmb,1990,5542300
zmb,1991,8726400
zmb,1992,19583600
zmb,1993,60949000
zmb,1998,414800000
zmb,1999,369200000
zmb,2001,727598794.901
zmb,2002,529392038.82411
zmb,2003,676680548.92525
zmb,2004,890152147.92064
zmb,2005,1873203863.92858
zmb,2006,2117200000
zmb,2007,2016069878.44265
zmb,2008,2608180307.6741
zmb,2009,2570823598.56989
zmb,2010,3440687603.0963
zmb,2011,6507449789.90883
zmb,2012,5394746706.6
zmb,2013,7762789937.19999
zmb,2014,7342421089.09
zmb,2015,8956639190.91
zmb,2016,14259674228.84
zmb,2017,12440333282.49
zmb,2018,8807746359.02001
zmb,2019,9273553017.98
zwe,2009,161914079.04
zwe,2010,290862681.35
zwe,2011,387349026.72
zwe,2012,439670434.3
zwe,2015,329937474
zwe,2016,328475000
zwe,2017,830385005
zwe,2018,722964084
