geo,time,gc_tax_gsrv_va_zs
gnq,2015,1.27321
gnq,2016,1.22412
gnq,2017,1.08642
gnq,2018,1.3168
gnq,2019,1.48894
grc,1995,14.10395
grc,1996,14.35408
grc,1997,14.48317
grc,1998,13.95919
grc,1999,14.81067
grc,2000,14.93111
grc,2001,14.59639
grc,2002,14.82723
grc,2003,13.83929
grc,2004,13.0842
grc,2005,13.42165
grc,2006,13.84081
grc,2007,14.2604
grc,2008,14.16347
grc,2009,13.28258
grc,2010,14.77923
grc,2011,16.06983
grc,2012,16.43594
grc,2013,16.64081
grc,2014,16.91154
grc,2015,17.13534
grc,2016,18.5982
grc,2017,18.60806
grc,2018,18.95451
grc,2019,18.95728
gtm,1990,4.48939
gtm,1991,4.16933
gtm,1992,5.25516
gtm,1993,5.20595
gtm,1994,4.92899
gtm,1995,5.12154
gtm,1996,6.1088
gtm,1997,6.52081
gtm,1998,7.70036
gtm,1999,8.53506
gtm,2000,8.11295
gtm,2001,8.1474
gtm,2002,8.77186
gtm,2003,8.61498
gtm,2004,8.72026
gtm,2005,7.46862
gtm,2006,8.53186
gtm,2007,8.97369
gtm,2008,8.21805
gtm,2009,7.31151
gtm,2010,7.46096
gtm,2011,7.60028
gtm,2012,7.60622
gtm,2013,7.89368
gtm,2014,7.42361
gtm,2015,7.27435
gtm,2016,7.07501
gtm,2017,7.25759
gtm,2018,7.33664
gtm,2019,7.33908
hnd,1972,7.02487
hnd,1973,6.90559
hnd,1974,6.13636
hnd,1975,5.81127
hnd,1976,6.10337
hnd,1977,6.36676
hnd,1978,3.62377
hnd,1979,3.61947
hnd,1980,3.52929
hnd,1981,3.60124
hnd,2003,11.26389
hnd,2004,11.446
hnd,2005,11.20128
hnd,2006,11.39732
hnd,2007,11.84852
hnd,2008,11.5366
hnd,2009,10.12333
hnd,2010,10.34138
hnd,2011,10.63249
hnd,2012,10.72122
hnd,2013,10.59779
hnd,2014,12.50405
hnd,2015,13.10915
hrv,1995,20.0701
hrv,1996,19.23761
hrv,1997,18.50319
hrv,1998,21.26992
hrv,1999,20.50732
hrv,2000,21.66094
hrv,2001,21.52039
hrv,2002,22.65218
hrv,2003,21.92823
hrv,2004,21.29072
hrv,2005,20.99146
hrv,2006,21.05231
hrv,2007,20.304
hrv,2008,20.29109
hrv,2009,19.17477
hrv,2010,19.86992
hrv,2011,19.15566
hrv,2012,20.53669
hrv,2013,21.54589
hrv,2014,21.71502
hrv,2015,22.49897
hrv,2016,22.73048
hrv,2017,22.97226
hrv,2018,23.49497
hrv,2019,23.61892
hun,1995,15.6765
hun,1996,15.32344
hun,1997,14.99693
hun,1998,15.73509
hun,1999,16.26152
hun,2000,16.9559
hun,2001,15.45983
hun,2002,14.79913
hun,2003,15.64742
hun,2004,16.77512
hun,2005,15.93239
hun,2006,15.14318
hun,2007,16.03583
hun,2008,15.77731
hun,2009,16.6706
hun,2010,17.88275
hun,2011,17.98973
hun,2012,19.6941
hun,2013,19.49346
hun,2014,19.461
hun,2015,19.59828
hun,2016,18.67679
hun,2017,18.36503
hun,2018,18.56552
hun,2019,18.2568
idn,1983,2.678
idn,1984,2.52068
idn,1985,4.39155
idn,1986,6.38208
idn,1987,4.69693
idn,1988,5.4671
idn,1989,5.71313
idn,1990,6.1128
idn,1991,6.10137
idn,1992,6.26101
idn,1993,5.48055
idn,1994,7.47624
idn,1995,7.21766
idn,1996,6.16121
idn,1997,6.0984
idn,1998,5.02043
idn,1999,6.32912
idn,2001,5.61461
idn,2002,5.94376
idn,2003,6.57538
idn,2004,6.87279
idn,2008,6.29655
idn,2009,5.39589
idn,2010,5.32159
idn,2011,5.36155
idn,2012,5.94457
idn,2013,6.13903
idn,2014,5.93099
idn,2015,5.92141
idn,2016,5.41272
idn,2017,5.63007
idn,2018,5.65422
idn,2019,5.3501
ind,1974,7.48005
ind,1975,8.03808
ind,1976,7.975
ind,1977,7.57999
ind,1978,8.22533
ind,1979,8.19655
ind,1980,7.78472
ind,1981,7.47144
ind,1982,7.15318
ind,1983,7.75288
ind,1984,7.41962
ind,1985,7.57471
ind,1986,7.45685
ind,1987,7.41314
ind,1988,7.27373
ind,1989,7.37387
ind,1990,6.97128
ind,1991,6.99443
ind,1992,6.64502
ind,1993,5.64605
ind,1994,5.75867
ind,1995,5.23091
ind,1996,5.13645
ind,1997,4.90746
ind,1998,4.72966
ind,1999,4.80097
ind,2000,4.84793
ind,2001,4.7675
ind,2002,4.89506
ind,2003,4.99238
ind,2004,4.92857
ind,2005,5.16401
ind,2006,5.08324
ind,2007,4.81814
ind,2008,4.36842
ind,2009,3.53676
ind,2010,3.78202
ind,2011,3.80984
ind,2012,4.33838
ind,2013,4.58812
ind,2014,3.91537
ind,2015,4.93524
ind,2016,5.69421
ind,2017,6.41887
ind,2018,7.20926
irl,1995,14.84418
irl,1996,15.09451
irl,1997,14.44147
irl,1998,13.90434
irl,1999,13.75477
irl,2000,14.49605
irl,2001,13.10136
irl,2002,13.06642
irl,2003,13.20424
irl,2004,13.89168
irl,2005,14.50308
irl,2006,15.02843
irl,2007,14.31688
irl,2008,12.95005
irl,2009,11.43711
irl,2010,11.25828
irl,2011,10.86524
irl,2012,10.84901
irl,2013,11.15728
irl,2014,11.38481
irl,2015,8.79031
irl,2016,8.93777
irl,2017,8.61263
irl,2018,7.96192
irl,2019,7.73304
irn,1972,1.90058
irn,1973,1.51193
irn,1974,1.11539
irn,1975,1.33349
irn,1976,1.12447
irn,1977,1.18219
irn,1978,1.34487
irn,1979,0.83491
irn,1980,0.94462
irn,1981,1.0499
irn,1982,1.31949
irn,1983,1.25465
irn,1984,1.4232
irn,1985,1.94463
irn,1986,1.90272
irn,1987,1.69725
irn,1988,1.38824
irn,1989,1.08776
irn,1990,1.0968
irn,1991,1.15431
irn,1992,1.12033
irn,1993,0.62937
irn,1994,0.88544
irn,1995,1.53567
irn,1996,1.50164
irn,1997,2.23838
irn,1998,2.35275
irn,1999,4.16849
irn,2000,1.7692
irn,2001,1.32558
irn,2002,1.09852
irn,2003,1.1182
irn,2004,0.86155
irn,2005,0.9579
irn,2006,0.8208
irn,2007,0.78301
irn,2008,0.63137
irn,2009,0.9432
irq,2014,0.10405
irq,2015,0.17519
irq,2016,0.41808
irq,2017,0.1356
irq,2018,0.11795
irq,2019,0.13813
isl,1995,20.01763
isl,1996,20.59081
isl,1997,18.72312
isl,1998,19.98546
isl,1999,21.14343
isl,2000,19.4844
isl,2001,16.4329
isl,2002,16.62051
isl,2003,17.53431
isl,2004,18.55369
isl,2005,20.12942
isl,2006,19.43884
isl,2007,17.88462
isl,2008,14.35946
isl,2009,12.72064
isl,2010,13.13754
isl,2011,13.37391
isl,2012,13.92824
isl,2013,13.45629
isl,2014,13.37109
isl,2015,13.26492
isl,2016,13.44313
isl,2017,14.36132
isl,2018,13.90086
isl,2019,12.92077
isr,1995,13.74629
isr,1996,13.65527
isr,1997,13.38647
isr,1998,12.79831
isr,1999,12.7789
isr,2000,12.78704
isr,2001,12.58788
isr,2002,13.31722
isr,2003,13.28165
isr,2004,13.26663
isr,2005,13.31548
isr,2006,12.99526
isr,2007,13.18332
isr,2008,12.93222
isr,2009,12.76424
isr,2010,13.40242
isr,2011,13.31792
isr,2012,12.77032
isr,2013,13.15025
isr,2014,13.55387
isr,2015,13.35057
isr,2016,13.22823
isr,2017,12.53044
isr,2018,12.42016
isr,2019,12.0344
ita,1990,12.23116
ita,1991,13.24477
ita,1992,13.08212
ita,1993,12.2447
ita,1994,12.32001
ita,1995,10.44742
ita,1996,9.88796
ita,1997,10.36163
ita,1998,10.88644
ita,1999,11.18111
ita,2000,10.52416
ita,2001,9.95846
ita,2002,9.9336
ita,2003,9.50478
ita,2004,9.61764
ita,2005,9.65988
ita,2006,10.00049
ita,2007,9.82366
ita,2008,9.36174
ita,2009,9.37867
ita,2010,10.05341
ita,2011,10.24519
ita,2012,10.7668
ita,2013,10.76971
ita,2014,11.07129
ita,2015,10.99678
ita,2016,11.17229
ita,2017,11.18114
ita,2018,11.13654
ita,2019,11.22927
jam,1993,10.41379
jam,1994,10.04696
jam,1995,11.13957
jam,1996,9.75841
jam,1997,9.55863
jam,1998,10.35881
jam,1999,11.05458
jam,2000,10.92913
jam,2001,10.72306
jam,2002,10.94126
jam,2003,12.01847
jam,2004,12.07149
jam,2005,11.61129
jam,2006,12.29156
jam,2007,12.1075
jam,2008,11.76336
jam,2009,12.08261
jam,2010,13.73197
jam,2011,13.30175
jam,2012,14.15797
jam,2013,14.77656
jam,2014,15.01912
jam,2015,16.01674
jam,2016,17.20532
jam,2017,18.41454
jam,2018,18.63183
jam,2019,10.11349
jor,1990,7.1737
jor,1991,7.25868
jor,1992,8.68043
jor,1993,8.64401
jor,1994,9.29561
jor,1995,10.6358
jor,1996,11.66548
jor,1997,10.58926
jor,1998,10.34944
jor,1999,10.45552
jor,2000,11.39848
jor,2001,11.49349
jor,2002,10.57673
jor,2003,11.90051
jor,2004,14.13623
jor,2005,16.66163
jor,2006,16.98544
jor,2007,17.01434
jor,2008,12.66476
jor,2009,11.14219
jor,2010,12.61911
jor,2011,11.73254
jor,2012,12.2967
jor,2013,12.56737
jor,2014,13.14428
jor,2015,11.88519
jor,2016,11.92777
jor,2017,11.94856
jor,2018,12.25585
jor,2019,12.23929
kaz,1997,4.81183
kaz,1998,5.75972
kaz,1999,6.31017
kaz,2000,6.29577
kaz,2001,7.05168
kaz,2002,6.39772
kaz,2003,7.13724
kaz,2004,7.32899
kaz,2010,3.59717
kaz,2011,3.76823
kaz,2012,3.56138
kaz,2013,4.44857
kaz,2014,3.6548
kaz,2015,2.82785
kaz,2016,3.95524
kaz,2017,3.63517
kaz,2018,3.98366
kaz,2019,4.64541
ken,2014,7.84668
ken,2015,7.74307
ken,2017,8.48445
ken,2018,8.08228
ken,2019,9.48983
kgz,2014,14.28203
kgz,2015,14.15066
kgz,2016,14.06005
kgz,2017,13.82684
kgz,2018,14.82945
kgz,2019,12.98216
khm,2002,6.59483
khm,2003,5.8869
khm,2004,6.76535
khm,2005,7.01023
khm,2006,7.06563
khm,2007,8.49655
khm,2008,10.05616
khm,2009,8.90212
khm,2010,9.68627
khm,2011,9.95994
khm,2012,10.68969
khm,2013,10.87797
khm,2014,12.32076
khm,2015,12.58533
khm,2016,12.59956
khm,2017,13.26737
khm,2018,14.76484
khm,2019,17.10339
kir,2011,0.0569
kir,2012,0.3478
kir,2013,0.93216
kir,2014,9.74071
kir,2015,17.80684
kir,2016,21.14238
kir,2017,16.62286
kir,2018,17.05286
kir,2019,22.67287
kna,1990,1.25597
kna,1991,1.90897
kna,1992,2.39253
kna,1993,2.92409
kna,1994,2.76902
kna,2000,2.90624
kna,2001,3.28452
kna,2002,4.64833
kna,2003,5.2342
kna,2004,5.63853
kna,2005,5.2429
kna,2006,6.26641
kna,2007,10.89087
kna,2008,4.4864
kna,2009,3.64712
kna,2010,4.46507
kna,2011,10.73838
kna,2012,10.58328
kna,2013,10.5464
kna,2014,10.75982
kna,2015,9.73099
kna,2016,8.72831
kna,2017,8.05799
kor,1972,8.54746
kor,1973,8.17531
kor,1974,9.06926
kor,1975,10.80578
kor,1976,10.75302
kor,1977,10.38118
kor,1978,10.05413
kor,1979,10.2781
kor,1980,10.40228
kor,1981,10.34704
kor,1982,10.19852
kor,1983,10.09832
kor,1984,9.24512
kor,1985,8.62368
kor,1986,8.19765
kor,1987,7.42952
kor,1988,7.29161
kor,1989,6.33761
kor,1990,6.68604
kor,1991,5.91235
kor,1992,6.40434
kor,1993,6.45774
kor,1994,6.49132
kor,1995,6.27018
kor,1996,6.59902
kor,1997,6.61981
kor,1998,5.82887
kor,1999,6.84813
kor,2000,7.24112
kor,2001,7.47557
kor,2002,7.385
kor,2003,7.20971
kor,2004,6.65521
kor,2005,6.6171
kor,2006,6.48422
kor,2007,6.56195
kor,2008,6.43188
kor,2009,6.25515
kor,2010,6.3594
kor,2011,6.12483
kor,2012,6.73648
kor,2013,6.31751
kor,2014,6.18688
kor,2015,5.93896
kor,2016,6.3663
kor,2017,6.40531
kor,2018,6.53618
kor,2019,6.2433
lbn,2000,5.02948
lbn,2001,5.57014
lbn,2002,10.29228
lbn,2003,12.11941
lbn,2004,11.82635
lbn,2005,9.81301
lbn,2006,8.63638
lbn,2007,9.04784
lbn,2008,9.82104
lbn,2009,11.47723
lbn,2010,10.79842
lbn,2011,9.54708
lbn,2012,8.68768
lbn,2013,7.912
lbn,2014,7.55121
lbn,2015,7.21687
lbn,2016,7.18877
lbn,2017,7.43981
lbn,2018,7.5205
lbn,2019,6.58759
lca,2006,3.61531
lca,2007,3.89941
lca,2008,4.11935
lca,2009,3.37703
lca,2010,3.63252
lca,2011,3.40249
lca,2012,4.84412
lca,2013,9.44549
lca,2014,9.48855
lca,2015,9.97359
lca,2016,9.92823
lca,2017,8.41982
lka,1990,13.30474
lka,1991,12.94366
lka,1992,12.77861
lka,1993,13.18785
lka,1994,12.98246
lka,1995,13.99848
lka,1996,13.22842
lka,1997,12.63978
lka,1998,11.42705
lka,1999,11.67896
lka,2000,12.19456
lka,2001,12.14527
lka,2002,11.05101
lka,2003,9.64577
lka,2004,10.47403
lka,2005,10.53851
lka,2006,9.94737
lka,2007,9.05393
lka,2008,8.01999
lka,2009,6.45213
lka,2010,6.81667
lka,2011,6.79266
lka,2012,6.57359
lka,2013,6.17886
lka,2014,6.1061
lka,2015,7.82279
lka,2016,8.31528
lka,2017,9.26782
lka,2018,8.86753
lka,2019,7.57028
lso,1982,4.30199
lso,1983,5.11238
lso,1984,4.74029
lso,1985,5.32108
lso,1986,10.64453
lso,1987,10.82342
lso,1988,10.97378
lso,1989,11.96349
lso,1991,16.05357
lso,1992,16.864
lso,1993,18.13471
lso,1994,16.69358
lso,1995,16.47513
lso,1996,13.8286
lso,1997,16.2135
lso,1998,13.33888
lso,1999,12.99491
lso,2000,12.13026
lso,2001,12.79906
lso,2002,12.06947
lso,2003,13.75831
lso,2004,16.26155
lso,2005,16.30826
lso,2006,19.50719
lso,2007,21.18436
lso,2008,19.82017
lso,2009,20.56522
lso,2010,15.69912
lso,2011,15.16026
lso,2012,21.19723
lso,2013,19.3211
lso,2014,19.72568
lso,2015,17.92842
lso,2016,15.42113
lso,2017,18.52319
lso,2018,17.90349
lso,2019,18.77127
ltu,1995,13.33829
ltu,1996,12.81206
ltu,1997,15.44906
ltu,1998,15.65927
ltu,1999,15.36225
ltu,2000,13.82325
ltu,2001,13.47087
ltu,2002,13.69675
ltu,2003,12.72939
ltu,2004,12.17914
ltu,2005,12.47145
ltu,2006,12.57834
ltu,2007,13.01556
ltu,2008,12.93645
ltu,2009,12.59963
ltu,2010,13.00368
ltu,2011,12.82291
ltu,2012,12.32241
ltu,2013,12.18806
ltu,2014,12.40051
ltu,2015,12.97963
ltu,2016,12.98174
ltu,2017,13.06664
ltu,2018,12.8574
ltu,2019,12.92376
lux,1995,12.78427
lux,1996,12.65613
lux,1997,13.17172
lux,1998,13.86039
lux,1999,14.22047
lux,2000,14.79654
lux,2001,14.06939
lux,2002,13.7011
lux,2003,13.69814
lux,2004,14.62579
lux,2005,14.87623
lux,2006,13.76162
lux,2007,14.29763
lux,2008,13.07515
lux,2009,13.0862
lux,2010,12.92284
lux,2011,13.29361
lux,2012,13.58001
lux,2013,13.56218
lux,2014,14.09124
lux,2015,11.4478
lux,2016,11.66258
lux,2017,12.04191
lux,2018,12.55369
lux,2019,12.60787
lva,1995,19.82609
lva,1996,18.70273
lva,1997,19.7069
lva,1998,21.13281
lva,1999,20.02551
lva,2000,18.44904
lva,2001,17.74721
lva,2002,16.74377
lva,2003,17.66726
lva,2004,17.79505
lva,2005,19.24395
lva,2006,19.82917
lva,2007,18.73007
lva,2008,16.56566
lva,2009,16.99908
lva,2010,18.96695
lva,2011,20.05536
lva,2012,20.12703
lva,2013,20.86461
lva,2014,21.44052
lva,2015,21.75564
lva,2016,22.7155
lva,2017,22.66549
lva,2018,23.49589
lva,2019,23.05627
mac,1996,11.80182
mac,1997,14.62031
mac,1998,12.86008
mac,1999,12.72811
mac,2000,13.52191
mac,2001,14.98162
mac,2002,15.89027
mac,2003,19.18815
mac,2004,21.43093
mac,2005,20.67806
mac,2006,21.11138
mac,2007,23.79629
mac,2008,29.06487
mac,2009,28.30668
mac,2010,33.02768
mac,2011,35.80441
mac,2012,35.39041
mac,2013,34.95225
mac,2014,33.56519
mac,2015,26.7227
mac,2016,25.33113
mac,2017,26.99863
mac,2018,27.66564
mac,2019,27.77057
mar,1990,12.4193
mar,1991,13.17917
mar,1992,14.15664
mar,1993,14.31575
mar,1994,14.14993
mar,1995,13.15386
mar,1997,13.57866
mar,1998,13.39185
mar,1999,12.71828
mar,2002,12.41813
mar,2003,12.51127
mar,2004,12.24821
mar,2005,12.28108
mar,2006,12.95997
mar,2007,15.05693
mar,2008,16.11646
mar,2009,15.09832
mar,2010,16.1561
mar,2011,16.10093
mar,2012,16.32869
mar,2013,15.99781
mar,2014,15.85629
mar,2015,15.65803
mar,2016,15.32949
mar,2017,15.35779
mar,2018,15.44906
mar,2019,15.08732
mda,1996,14.32836
mda,1997,23.54575
mda,1998,24.62685
mda,1999,17.24324
mda,2000,19.24085
mda,2001,15.19256
mda,2002,15.43251
mda,2003,17.60623
mda,2004,19.73023
mda,2005,22.45406
mda,2006,24.04399
mda,2007,23.39038
mda,2008,23.96618
mda,2009,20.56625
mda,2010,18.21751
mda,2011,18.50545
mda,2012,18.00826
mda,2013,18.29631
mda,2014,18.19153
mda,2015,16.85846
mda,2016,16.29648
mda,2017,17.88903
mda,2018,17.3665
mda,2019,17.1377
mdg,2007,4.1961
mdg,2008,4.19797
mdg,2009,2.80679
mdg,2010,7.35058
mdg,2011,7.67993
mdg,2012,7.53919
mdg,2013,8.06686
mdg,2014,7.48924
mdg,2015,7.80211
mdg,2016,7.71461
mdg,2017,8.45753
mdg,2018,8.55111
mdg,2019,8.21921
mdv,2003,3.43032
mdv,2004,3.4114
mdv,2005,3.23107
mdv,2006,3.3059
mdv,2007,3.067
mdv,2008,2.62116
mdv,2009,2.32256
mex,1972,3.99997
mex,1973,4.33769
mex,1974,5.03414
mex,1975,6.34158
mex,1976,5.72415
mex,1977,5.94431
mex,1978,5.86985
mex,1979,6.12673
mex,1980,8.18219
mex,1981,8.17439
mex,1982,9.45775
mex,1983,13.12183
mex,1984,12.43051
mex,1985,12.09629
mex,1986,10.48026
mex,1987,11.95924
mex,1988,10.46436
mex,1989,10.38358
mex,1990,10.06547
mex,1991,9.47686
mex,1992,8.74935
mex,1993,6.4388
mex,1994,6.29914
mex,1995,7.2217
mex,1996,7.69008
mex,1997,7.7252
mex,1998,6.74675
mex,1999,7.01025
mex,2000,8.17702
mex,2008,4.77201
mex,2009,4.70638
mex,2010,4.97877
mex,2011,4.66103
mex,2012,4.59578
mex,2013,4.3308
mex,2014,5.08637
mex,2015,6.30495
mex,2016,6.65742
mex,2017,5.9782
mex,2018,6.01334
mex,2019,6.36041
mhl,2008,5.80517
mhl,2009,6.49033
mhl,2010,6.77727
mhl,2011,6.27032
mhl,2012,7.20006
mhl,2013,7.00642
mhl,2014,6.73399
mhl,2015,6.89638
mhl,2016,6.7866
mhl,2017,7.21439
mhl,2018,7.78446
mhl,2019,7.72591
mkd,2005,17.23612
mkd,2006,16.09039
mkd,2007,17.41303
mkd,2008,16.29106
mkd,2009,15.76117
mkd,2010,15.80421
mkd,2011,16.21953
mkd,2012,15.24531
mkd,2013,14.99663
mkd,2014,15.68866
mkd,2015,14.78738
mkd,2016,15.32774
mkd,2017,15.16522
mkd,2018,14.97935
mkd,2019,14.93287
mli,2000,11.28913
mli,2001,11.21053
mli,2002,11.9757
mli,2003,11.95735
mli,2004,13.69471
mli,2005,12.93507
mli,2006,12.59428
mli,2007,10.81947
mli,2008,8.88663
mli,2009,9.42649
mli,2010,9.15064
mli,2011,8.96797
mli,2012,9.08351
mli,2013,9.73707
mli,2014,9.76607
mli,2015,13.30841
mli,2016,17.11928
mli,2017,17.19556
mli,2018,11.89342
mli,2019,14.12381
mlt,1972,5.32194
mlt,1973,4.79857
mlt,1974,4.53993
mlt,1975,3.72224
mlt,1976,3.33376
mlt,1977,2.85733
mlt,1978,2.24665
mlt,1980,2.13102
mlt,1981,2.47632
mlt,1982,2.27163
mlt,1983,2.48364
mlt,1984,2.46052
mlt,1985,2.406
mlt,1986,2.55076
mlt,1987,2.39247
mlt,1988,2.57686
mlt,1989,2.64133
mlt,1990,6.57063
mlt,1991,7.57021
mlt,1992,7.53521
mlt,1993,7.22737
mlt,1994,10.72684
mlt,1995,29.87919
mlt,1996,27.81099
mlt,1997,29.49882
mlt,1998,26.8113
mlt,1999,29.75211
mlt,2000,30.15853
mlt,2001,31.99749
mlt,2002,31.81869
mlt,2003,31.69646
mlt,2004,36.42758
mlt,2005,39.79394
mlt,2006,40.00471
mlt,2007,39.3686
mlt,2008,16.05198
mlt,2009,15.82881
mlt,2010,15.87542
mlt,2011,16.09625
mlt,2012,15.31701
mlt,2013,14.83454
mlt,2014,15.12479
mlt,2015,13.99874
mlt,2016,14.10405
mlt,2017,14.1118
mlt,2018,14.78377
mlt,2019,13.96669
mmr,2012,3.3933
mmr,2013,4.13887
mmr,2014,4.03437
mmr,2015,4.19425
mmr,2016,6.02507
mmr,2017,4.73787
mmr,2018,2.37086
mmr,2019,4.89919
mng,1992,6.98263
mng,1993,7.46491
mng,1994,5.61826
mng,1996,6.60366
mng,1997,8.13014
mng,1998,10.06687
mng,1999,12.55133
mng,2000,14.53397
mng,2001,16.26477
mng,2002,12.75236
mng,2003,15.86412
mng,2006,17.47559
mng,2007,11.03071
mng,2008,11.12945
mng,2009,11.89287
mng,2010,11.24747
mng,2011,14.17429
mng,2012,12.70849
mng,2013,13.58043
mng,2014,10.94579
mng,2015,9.6035
mng,2016,9.77958
mng,2017,9.9751
mng,2018,12.03306
moz,2010,13.27745
moz,2011,14.54669
moz,2012,14.2139
moz,2013,15.279
moz,2014,15.41431
moz,2015,13.01341
moz,2016,13.2821
moz,2017,11.98312
moz,2018,12.93226
moz,2019,13.62626
mus,1976,5.01394
mus,1977,5.44957
mus,1978,5.82245
mus,1979,6.02709
mus,1980,5.77297
mus,1981,5.70591
mus,1982,5.61955
mus,1983,6.56974
mus,1984,7.2038
mus,1985,7.01114
mus,1986,6.62267
mus,1987,6.39631
mus,1988,7.0028
mus,1989,7.7552
mus,1990,7.95268
mus,1991,8.54497
mus,1992,8.82733
mus,1993,8.4682
mus,1994,8.60995
mus,1995,7.92842
mus,1996,7.51194
mus,1997,8.6944
mus,1998,9.15256
mus,1999,10.58034
mus,2000,10.73535
mus,2001,9.67008
mus,2002,10.13121
mus,2003,11.48682
mus,2004,11.55882
mus,2005,12.13056
mus,2006,11.09908
mus,2007,11.28277
mus,2008,12.67528
mus,2009,14.00501
mus,2010,14.68564
mus,2011,15.24075
mus,2012,16.08339
mus,2013,15.64742
mus,2014,15.35101
mus,2015,7.42135
mus,2016,15.00422
mus,2017,15.31181
mus,2018,15.96256
mus,2019,16.1592
mwi,2009,11.22856
mwi,2010,11.81272
mwi,2011,11.72755
mwi,2012,9.79958
mwi,2013,9.17867
mwi,2014,11.14859
mwi,2015,9.77843
mwi,2016,9.95972
mwi,2017,7.30703
mwi,2018,7.32246
mwi,2019,7.49367
mwi,2020,7.36174
mys,1996,6.88237
mys,1997,6.73169
mys,1998,4.83531
mys,1999,5.11916
mys,2000,4.58097
mys,2001,5.32854
mys,2002,5.01754
mys,2003,4.30036
mys,2004,4.05069
mys,2005,4.38356
mys,2006,3.70883
mys,2007,3.54608
mys,2008,3.69649
mys,2009,3.88373
mys,2010,3.65725
mys,2011,3.57327
mys,2012,3.51709
mys,2013,3.38515
mys,2014,3.30213
mys,2015,4.68666
mys,2016,5.45833
mys,2017,5.1141
mys,2018,3.42993
mys,2019,3.47607
nam,1990,8.00933
nam,1991,8.45434
nam,1992,9.7049
nam,2000,9.04295
nam,2001,8.41869
nam,2002,7.52565
nam,2003,6.42875
nam,2004,6.02666
nam,2005,9.11797
nam,2006,7.51999
nam,2007,8.30601
nam,2008,7.71537
nam,2009,8.75482
nam,2010,8.08697
nam,2011,10.84969
nam,2012,7.65158
nam,2013,10.07654
nam,2014,9.49382
nam,2015,9.96658
nam,2016,9.50945
nam,2017,8.83186
nam,2018,8.86977
nam,2019,8.49295
ner,1976,4.71635
ner,1977,4.72047
ner,1978,5.5345
ner,1979,5.50669
ner,1980,5.37177
nic,1994,7.28802
nic,1995,10.34632
nic,1996,10.65163
nic,1997,11.26881
nic,1998,11.19582
nic,1999,11.35591
nic,2000,11.21525
nic,2001,9.70514
nic,2002,10.22363
nic,2003,10.84239
nic,2004,11.11587
nic,2005,11.78126
nic,2006,11.82818
nic,2007,11.9546
nic,2008,10.97498
nic,2009,10.47997
nic,2010,11.52878
nic,2011,12.07102
nic,2012,12.24042
nic,2013,11.97925
nic,2014,11.94865
nic,2015,11.79921
nic,2016,11.80067
nic,2017,11.99443
nic,2018,10.48276
nic,2019,12.0398
nld,1973,10.21717
nld,1974,9.18897
nld,1975,9.72055
nld,1976,10.08282
nld,1977,10.91121
nld,1978,10.97347
nld,1979,10.80417
nld,1980,10.70052
nld,1981,10.15265
nld,1982,10.02123
nld,1983,10.26298
nld,1984,10.40356
nld,1985,10.5776
nld,1986,10.95676
nld,1987,11.64944
nld,1988,11.56087
nld,1989,11.03923
nld,1990,11.12244
nld,1991,11.05149
nld,1992,11.09604
nld,1993,11.07313
nld,1994,11.08693
nld,1995,11.12149
nld,1996,11.45777
nld,1997,11.47687
nld,1998,11.51722
nld,1999,12.1087
nld,2000,11.84927
nld,2001,12.37276
nld,2002,12.21329
nld,2003,12.24922
nld,2004,12.34882
nld,2005,12.45742
nld,2006,12.65252
nld,2007,12.27187
nld,2008,12.04974
nld,2009,11.63125
nld,2010,11.58369
nld,2011,11.20233
nld,2012,10.92514
nld,2013,11.10415
nld,2014,11.35398
nld,2015,11.27785
nld,2016,11.86882
nld,2017,11.89176
nld,2018,12.04534
nld,2019,12.48883
nor,1972,18.45323
nor,1973,17.66026
nor,1974,16.56325
nor,1975,16.89409
nor,1976,17.87744
nor,1977,18.55841
nor,1978,17.88985
nor,1979,17.13942
nor,1980,16.93898
nor,1981,17.20597
nor,1982,16.83872
nor,1983,17.03673
nor,1984,16.68163
nor,1985,18.16889
nor,1986,20.03317
nor,1987,19.87523
nor,1988,18.20977
nor,1989,16.70334
nor,1990,16.34127
nor,1991,16.14556
nor,1992,16.91252
nor,1993,16.98743
nor,1994,17.74295
nor,1995,17.63041
nor,1996,17.38127
nor,1997,17.32567
nor,1998,17.92113
nor,1999,17.30506
nor,2000,15.13692
nor,2001,14.92205
nor,2002,15.10769
nor,2003,14.57936
nor,2004,14.25911
nor,2005,13.66594
nor,2006,13.54388
nor,2007,13.93926
nor,2008,12.27386
nor,2009,13.29943
nor,2010,13.44801
nor,2011,12.86721
nor,2012,12.58832
nor,2013,12.70885
nor,2014,12.93187
nor,2015,13.54905
nor,2016,14.41479
nor,2017,14.12364
nor,2018,13.58202
nor,2019,13.80598
npl,1990,7.37595
npl,1991,6.91104
npl,1992,6.96878
npl,1993,6.764
npl,1994,7.64732
npl,1995,8.25841
npl,1996,8.01626
npl,1997,7.76324
npl,1998,7.3651
npl,1999,6.9041
npl,2000,7.03144
npl,2001,6.37107
npl,2002,6.39116
npl,2003,6.72288
npl,2004,6.96171
npl,2005,7.60789
npl,2006,7.44096
npl,2007,8.22188
npl,2008,8.4575
npl,2009,10.00975
npl,2010,12.40721
npl,2011,10.44965
npl,2012,10.47383
npl,2013,11.03921
npl,2014,11.6624
npl,2015,12.26907
npl,2016,13.05069
npl,2017,13.98935
