geo,time,ag_lnd_trac_zs
bel,1983,1545.45455
bel,1984,1541.99475
bel,1985,1540.57592
bel,1986,1541.50327
bel,1987,1763.47305
bel,1988,1534.25033
bel,1989,1531.01695
bel,1990,1523.28982
bel,1991,1534.67105
bel,1992,1363.94231
bel,1993,1342.12842
bel,1994,1167.96809
bel,1995,1250.88101
bel,1996,1233.34107
bel,1997,1237.51724
bel,1998,1215.00573
bel,1999,1202.41695
bel,2000,1116.83295
bel,2001,1136.09467
bel,2002,1153.84615
bel,2003,1149.53293
bel,2004,1136.88095
bel,2005,1127.04626
ben,1961,0.69565
ben,1962,0.68085
ben,1963,0.66667
ben,1964,0.67347
ben,1965,0.66
ben,1966,0.67961
ben,1967,0.6729
ben,1968,0.67273
ben,1969,0.64407
ben,1970,0.65
ben,1971,0.64
ben,1972,0.64062
ben,1973,0.64615
ben,1974,0.64662
ben,1975,0.64234
ben,1976,0.65714
ben,1977,0.65734
ben,1978,0.67586
ben,1979,0.68027
ben,1980,0.7
ben,1981,0.70588
ben,1982,0.74194
ben,1983,0.76923
ben,1984,0.79618
ben,1985,0.82278
ben,1986,0.84906
ben,1987,0.875
ben,1988,0.90062
ben,1989,0.92593
ben,1990,0.95975
ben,1991,0.97531
ben,1992,0.99387
ben,1993,1
ben,1994,0.99412
ben,1995,0.96089
ben,1996,0.89744
ben,1997,0.84762
ben,1998,0.80889
bfa,1961,0.13653
bfa,1962,0.15933
bfa,1963,0.15858
bfa,1964,0.15821
bfa,1965,0.16211
bfa,1966,0.18433
bfa,1967,0.20642
bfa,1968,0.22831
bfa,1969,0.24977
bfa,1970,0.27076
bfa,1971,0.29545
bfa,1972,0.30675
bfa,1973,0.31874
bfa,1974,0.32881
bfa,1975,0.33919
bfa,1976,0.35294
bfa,1977,0.36538
bfa,1978,0.37736
bfa,1979,0.40741
bfa,1980,0.41894
bfa,1981,0.43011
bfa,1982,0.42254
bfa,1983,0.41594
bfa,1984,0.40956
bfa,1985,0.40268
bfa,1986,0.4
bfa,1987,1.37561
bfa,1988,1.37378
bfa,1989,1.86969
bfa,1990,2.39658
bfa,1991,2.93391
bfa,1992,3.47323
bfa,1993,4.02332
bfa,1994,4.64148
bfa,1995,5.71893
bgd,1961,0.87159
bgd,1962,0.93056
bgd,1963,0.9878
bgd,1964,1.04167
bgd,1965,1.08237
bgd,1966,1.13662
bgd,1967,1.24392
bgd,1968,1.47242
bgd,1969,1.70261
bgd,1970,2.34469
bgd,1971,2.56875
bgd,1972,2.70448
bgd,1973,2.91315
bgd,1974,3.13219
bgd,1975,3.33552
bgd,1976,3.55658
bgd,1977,3.78272
bgd,1978,3.83562
bgd,1979,3.83856
bgd,1980,3.8373
bgd,1981,3.67768
bgd,1982,3.51494
bgd,1983,3.38321
bgd,1984,3.21176
bgd,1985,3.05944
bgd,1986,2.94728
bgd,1987,2.79372
bgd,1988,2.56894
bgd,1989,2.40762
bgd,1990,2.30541
bgd,1991,2.18434
bgd,1992,2.23603
bgd,1993,2.11615
bgd,1994,1.99215
bgd,1995,1.84436
bgd,1996,1.67524
bgd,1997,1.54946
bgd,1998,1.41945
bgd,1999,1.28023
bgd,2000,1.1976
bgd,2001,1.08395
bgd,2002,0.96934
bgd,2003,0.85075
bgd,2004,0.55262
bgd,2005,1.96562
bgd,2006,3.80711
bgr,1961,65.14817
bgr,1962,74.02263
bgr,1963,83.53311
bgr,1964,93.0311
bgr,1965,100.88793
bgr,1966,108.16611
bgr,1967,113.10178
bgr,1968,122.26288
bgr,1969,127.47715
bgr,1970,129.44954
bgr,1971,133.76089
bgr,1972,140.50388
bgr,1973,145.63107
bgr,1974,151.29331
bgr,1975,163.47991
bgr,1976,166.27665
bgr,1977,165.15113
bgr,1978,164.07794
bgr,1979,162.80472
bgr,1980,161.92318
bgr,1981,158.26883
bgr,1982,156.06076
bgr,1983,152.80955
bgr,1984,148.93617
bgr,1985,144.77953
bgr,1986,141.8696
bgr,1987,140.23529
bgr,1988,139.78906
bgr,1989,139.43087
bgr,1990,135.82728
bgr,1991,130.43219
bgr,1992,117.15098
bgr,1993,92.12651
bgr,1994,94.35141
bgr,1995,95.7979
bgr,1996,92.43398
bgr,1997,91.67054
bgr,1998,113.12217
bgr,1999,114.30408
bgr,2000,98.43732
bgr,2001,94.03519
bgr,2002,95.59165
bgr,2003,95.11285
bgr,2004,93.45608
bgr,2005,114.2515
bgr,2006,131.05364
bgr,2007,149.94814
bgr,2008,171.95596
bhr,1980,40
bhr,1981,40
bhr,1982,40
bhr,1983,40
bhr,1984,40
bhr,1985,40
bhr,1986,40
bhr,1987,45
bhr,1988,45
bhr,1989,45
bhr,1990,45
bhr,1991,45
bhr,1992,100
bhr,1993,110
bhr,1994,70
bhr,1995,70
bhr,1996,60
bhr,1997,55
bhr,1998,50
bhr,1999,60
bhr,2000,75
bhr,2001,85
bhr,2002,80
bhr,2003,76.47059
bhr,2004,86.66667
bhr,2005,66.66667
bhr,2006,55.17241
bhr,2007,35.71429
bhs,1961,41.42857
bhs,1962,45.71429
bhs,1963,50
bhs,1964,54.28571
bhs,1965,58.57143
bhs,1966,62.85714
bhs,1967,67.14286
bhs,1968,71.42857
bhs,1969,71.42857
bhs,1970,75.71429
bhs,1971,80
bhs,1972,84.28571
bhs,1973,88.57143
bhs,1974,92.85714
bhs,1975,97.14286
bhs,1976,101.42857
bhs,1977,105.71429
bhs,1978,110
bhs,1979,114.28571
bhs,1980,118.57143
bhs,1981,122.85714
bhs,1982,127.14286
bhs,1983,131.42857
bhs,1984,135.71429
bhs,1985,122.5
bhs,1986,126.25
bhs,1987,130
bhs,1988,133.75
bhs,1989,137.5
bhs,1990,141.25
bhs,1991,145
bhs,1992,148.75
bhs,1993,152.5
bhs,1994,208.33333
bhs,1995,213.33333
bhs,1996,163.33333
bih,1992,235.29412
bih,1993,294.11765
bih,1994,341.17647
bih,1995,341.17647
bih,1996,322.22222
blr,1992,206.93623
blr,1993,202.16252
blr,1994,201.91325
blr,1995,186.04461
blr,1996,163.40289
blr,1997,155.95142
blr,1998,136.73832
blr,1999,126.44775
blr,2000,118.86842
blr,2001,116.06666
blr,2002,110.93839
blr,2003,105.5773
blr,2004,99.72963
blr,2005,96.6817
blr,2006,94.96931
blr,2007,91.38612
blr,2008,89.76976
blr,2009,86.76046
blz,1961,58.61111
blz,1962,74.72222
blz,1963,84.86486
blz,1964,108.64865
blz,1965,108.10811
blz,1966,118.42105
blz,1967,131.57895
blz,1968,138.15789
blz,1969,141.02564
blz,1970,146.92308
blz,1971,149
blz,1972,154.75
blz,1973,156.58537
blz,1974,162.19512
blz,1975,163.80952
blz,1976,169.04762
blz,1977,170.69767
blz,1978,176.04651
blz,1979,181.39535
blz,1980,178.44444
blz,1981,179.34783
blz,1982,183.69565
blz,1983,189.13043
blz,1984,194.13043
blz,1985,218.60465
bmu,1961,1000
bmu,1962,1333.33333
bmu,1963,1333.33333
bmu,1964,1000
bmu,1965,1125
bmu,1966,1250
bmu,1967,1300
bmu,1968,1733.33333
bmu,1969,1733.33333
bmu,1970,1733.33333
bmu,1971,1666.66667
bmu,1972,1666.66667
bmu,1973,1500
bmu,1974,1333.33333
bmu,1975,1200
bmu,1976,1133.33333
bmu,1977,1166.66667
bmu,1978,1200
bmu,1979,1233.33333
bmu,1980,1333.33333
bmu,1981,1333.33333
bmu,1982,1333.33333
bmu,1983,1333.33333
bmu,1984,1333.33333
bmu,1985,1333.33333
bmu,1986,1466.66667
bmu,1987,1600
bmu,1988,1600
bmu,1989,1566.66667
bmu,1990,1566.66667
bmu,1991,1600
bmu,1992,1600
bmu,1993,1600
bmu,1994,1500
bmu,1995,1125
bmu,1996,1125
bmu,1997,1125
bmu,1998,1125
bol,1961,10.04637
bol,1962,10.80247
bol,1963,11.50307
bol,1964,11.93139
bol,1965,12.36364
bol,1966,12.72984
bol,1967,13.12155
bol,1968,13.44086
bol,1969,13.75246
bol,1970,14.0665
bol,1971,14.45632
bol,1972,14.68788
bol,1973,15.49464
bol,1974,16.3647
bol,1975,17.12329
bol,1976,17.70891
bol,1977,18.42818
bol,1978,19.17954
bol,1979,19.89529
bol,1980,20.58672
bol,1981,21.21212
bol,1982,21.80377
bol,1983,21.94052
bol,1984,21.97802
bol,1985,23.17073
bol,1986,23.78641
bol,1987,24.15459
bol,1988,24.51923
bol,1989,24.40191
bol,1990,24.7619
bol,1991,25.11848
bol,1992,24.88372
bol,1993,24.31818
bol,1994,22.76596
bol,1995,21.15385
bol,1996,20.81784
bol,1997,19.8468
bol,1998,19.16611
bol,1999,18.56678
bol,2000,19.08397
bra,1961,30.47232
bra,1962,33.94461
bra,1963,37.67165
bra,1964,40.84708
bra,1965,44.28044
bra,1966,47.19495
bra,1967,50.18095
bra,1968,53.05137
bra,1969,55.77689
bra,1970,58.80664
bra,1971,62.56606
bra,1972,66.00552
bra,1973,69.20251
bra,1974,72.17788
bra,1975,95.53338
bra,1976,95.71472
bra,1977,94.12124
bra,1978,101.76907
bra,1979,108.25893
bra,1980,114.66845
bra,1981,117.21566
bra,1982,119.70125
bra,1983,122.08877
bra,1984,124.3839
bra,1985,125.93798
bra,1986,131.05823
bra,1987,136.40161
bra,1988,141.98761
bra,1989,147.82784
bra,1990,153.94571
bra,1991,160.35824
bra,1992,167.08399
bra,1993,174.15396
bra,1994,181.587
bra,1995,185.90043
bra,1996,186.31015
bra,1997,183.49223
bra,1998,180.74773
bra,1999,178.07381
bra,2000,175.46779
bra,2001,172.92732
bra,2002,170.44955
bra,2003,168.03239
bra,2004,165.67363
bra,2005,163.3712
bra,2006,161.10991
brb,1961,181.25
brb,1962,187.5
brb,1963,193.75
brb,1964,199.375
brb,1965,218.75
brb,1966,231.25
brb,1967,237.5
brb,1968,250
brb,1969,256.25
brb,1970,259.375
brb,1971,262.5
brb,1972,265.625
brb,1973,268.75
brb,1974,271.875
brb,1975,275
brb,1976,281.25
brb,1977,287.5
brb,1978,293.75
brb,1979,300
brb,1980,306.25
brb,1981,312.5
brb,1982,318.75
brb,1983,325
brb,1984,331.25
brb,1985,337.5
brb,1986,343.75
brb,1987,350
brb,1988,356.25
brb,1989,360.625
brn,1961,12.5
brn,1962,12.5
brn,1963,12.5
brn,1964,12.5
brn,1965,12.5
brn,1966,8.33333
brn,1967,8.33333
brn,1968,10
brn,1969,13.33333
brn,1970,16.66667
brn,1971,30
brn,1972,32.5
brn,1973,50
brn,1974,67.5
brn,1975,85
brn,1976,100
brn,1977,120
brn,1978,137.5
brn,1979,155
brn,1980,240
brn,1981,240
brn,1982,240
brn,1983,240
btn,1984,0.68966
btn,1985,1.03448
btn,1986,1.37931
btn,1987,2.05479
btn,1988,2.12766
btn,1989,3.00752
btn,1990,3.7037
btn,1991,4.44444
btn,1992,5.18519
btn,1993,5.88235
btn,1994,6.42857
btn,1995,6.84932
btn,1996,7.01987
btn,1997,7.18954
btn,1998,7.32026
btn,1999,7.51634
btn,2000,11.03774
btn,2001,10.54054
btn,2002,10.54054
btn,2003,10.81081
btn,2004,7.78481
btn,2005,7.54491
btn,2006,8.52611
btn,2007,9.68452
btn,2008,13.6
bwa,1961,13.78446
bwa,1962,15.03759
bwa,1963,17.54386
bwa,1964,22.55639
bwa,1965,30
bwa,1966,33.75
bwa,1967,36.25
bwa,1968,37.5
bwa,1969,38.6
bwa,1970,40
bwa,1971,41.25
bwa,1972,42.39401
bwa,1973,43.6409
bwa,1974,44.88778
bwa,1975,46.13466
bwa,1976,47.38155
bwa,1977,48.62843
bwa,1978,49.87531
bwa,1979,50.86849
bwa,1980,53.34988
bwa,1981,56.82382
bwa,1982,60.74074
bwa,1983,63.45679
bwa,1984,66.91358
bwa,1985,70.51597
bwa,1986,73.95577
bwa,1987,77.01711
bwa,1988,113.69193
bwa,1989,120.77295
bwa,1990,140.47619
bwa,1991,133.66667
bwa,1992,154.68
bwa,1993,110
bwa,1994,96.20253
bwa,1995,108.69565
bwa,1996,107.24638
bwa,1997,122.3
bwa,1998,145.95652
bwa,1999,152
bwa,2000,76.8
bwa,2001,158.25
bwa,2002,127.87755
bwa,2003,151.64103
bwa,2004,135.75221
bwa,2005,121.375
bwa,2006,140.0995
bwa,2007,155.76923
bwa,2008,120.82437
caf,1961,0.08929
caf,1962,0.10059
caf,1963,0.11765
caf,1964,0.1345
caf,1965,0.14535
caf,1966,0.15607
caf,1967,0.17241
caf,1968,0.20571
caf,1969,0.31818
can,1961,150.17454
can,1962,151.17883
can,1963,152.43237
can,1964,153.67647
can,1965,154.81535
can,1966,156.40596
can,1967,155.92511
can,1968,155.56091
can,1969,155.23599
can,1970,154.9078
can,1971,154.59552
can,1972,156.40165
can,1973,158.66794
can,1974,158.55756
can,1975,160.2417
can,1976,161.95656
can,1977,163.63113
can,1978,165.31533
can,1979,164.20932
can,1980,163.14274
can,1981,162.05974
can,1982,164.79474
can,1983,167.4069
can,1984,169.99369
can,1985,172.55546
can,1986,175.10618
can,1987,178.7314
can,1988,182.35961
can,1989,185.9971
can,1990,181.30394
can,1991,177.68515
can,1992,176.90108
can,1993,175.9111
can,1994,174.91861
can,1995,173.92362
can,1996,173.24703
can,1997,174.23301
can,1998,175.30172
can,1999,176.61552
can,2000,177.93073
can,2001,178.89054
can,2002,180.38902
can,2003,181.91252
can,2004,183.46266
can,2005,185.03887
can,2006,186.64104
che,1961,1353.19364
che,1962,1400.55318
che,1963,1490.07476
che,1964,1560.7087
che,1965,1645.72412
che,1966,1741.23989
che,1967,1843.6984
che,1968,1929.3856
che,1969,1997.47222
che,1970,2082.04552
che,1971,2137.85374
che,1972,2162.53444
che,1973,2224.36604
che,1974,2268.74658
che,1975,2306.26186
che,1976,2362.65223
che,1977,2419.57286
che,1978,2443.37863
che,1979,2491.37702
che,1980,2521.96274
che,1981,2545.50182
che,1982,2563.64104
che,1983,2572.87706
che,1984,2567.09742
che,1985,2592.44444
che,1986,2645.38481
che,1987,2728.86882
che,1988,2752.36201
che,1989,2755.75135
che,1990,2833.44067
che,1991,2797.54601
che,1992,2797.34056
che,1993,2761.64918
che,1994,2690.83969
che,1995,2662.24538
che,1996,2661.15467
che,1997,2681.1071
che,1998,2680.86136
che,1999,2683.87725
che,2000,2681.01761
che,2001,2662.43283
che,2002,2654.9106
che,2003,2649.98771
che,2004,2642.06642
che,2005,2634.17036
che,2006,2619.16462
che,2007,2611.90359
chl,1961,92.17033
chl,1962,91.80328
chl,1963,91.44022
chl,1964,91.08108
chl,1965,90.72581
chl,1966,90.37433
chl,1967,90.0266
chl,1968,89.68254
chl,1969,89.34211
chl,1970,87.1348
chl,1971,86.15891
chl,1972,85.2074
chl,1973,83.25207
chl,1974,82.36994
chl,1975,82.61079
chl,1976,81.96046
chl,1977,84.00488
chl,1978,86.15982
chl,1979,88.41605
chl,1980,89.62461
chl,1981,92.07072
chl,1982,95.99162
chl,1983,97.39229
chl,1984,98.84892
chl,1985,99.70964
chl,1986,113.05903
chl,1987,134.16775
chl,1988,122.42563
chl,1989,119.28339
chl,1990,127.58744
chl,1991,139.92551
chl,1992,163.52459
chl,1993,181.03299
chl,1994,181.51142
chl,1995,203.7783
chl,1996,222.99748
chl,1997,270.9889
chl,1998,271.50076
chl,1999,298.61111
chl,2000,307.25714
chl,2001,307.37143
chl,2002,326.12121
chl,2003,358.86667
chl,2004,359
chl,2005,371.51724
chl,2006,399.18519
chl,2007,427.2187
chn,1961,5.09309
chn,1962,5.36954
chn,1963,5.7974
chn,1964,6.45441
chn,1965,7.12692
chn,1966,9.84618
chn,1967,12.35711
chn,1968,15.40202
chn,1969,17.97617
chn,1970,12.63553
chn,1971,15.18367
chn,1972,19.28204
chn,1973,23.86334
chn,1974,28.43922
chn,1975,35.46377
chn,1976,40.87464
chn,1977,48.1541
chn,1978,57.56349
chn,1979,68.97999
chn,1980,77.14365
chn,1981,81.68889
chn,1982,79.82987
chn,1983,78.47368
chn,1984,75.13055
chn,1985,71.28431
chn,1986,72.30408
chn,1987,73.70341
chn,1988,72.44383
chn,1989,69.82333
chn,1990,66.20392
chn,1991,63.3807
chn,1992,62.3678
chn,1993,60.21229
chn,1994,58.15456
chn,1995,56.98904
chn,1996,57.02797
chn,1997,58.74766
chn,1998,61.71174
chn,1999,66.7258
chn,2000,82.65832
civ,1961,0.46429
civ,1962,1.78571
civ,1963,2.67857
civ,1964,2.7381
civ,1965,4.19643
civ,1966,5.59524
civ,1967,5.52941
civ,1968,6.29412
civ,1969,7.24118
civ,1970,8.30588
civ,1971,8.82353
civ,1972,9.30409
civ,1973,10.57471
civ,1974,11.26761
civ,1975,11.84573
civ,1976,13.31522
civ,1977,15.95745
civ,1978,16.75393
civ,1979,18.18182
civ,1980,18.92583
civ,1981,20.05076
civ,1982,20.60302
civ,1983,20.55064
civ,1984,18.47023
civ,1985,18.06723
civ,1986,18.78151
civ,1987,18.91667
civ,1988,19.09091
civ,1989,19.42149
civ,1990,19.87654
civ,1991,20
civ,1992,19.30769
civ,1993,17.67746
civ,1994,17.46667
civ,1995,17.76667
civ,1996,19.83333
civ,1997,23.44828
civ,1998,26.2069
civ,1999,29.46429
civ,2000,30
civ,2001,32.075
cmr,1961,0.062
cmr,1962,0.06139
cmr,1963,0.06078
cmr,1964,0.06019
cmr,1965,0.06346
cmr,1966,0.11429
cmr,1967,0.15094
cmr,1968,0.18692
cmr,1969,0.24074
cmr,1970,0.27778
cmr,1971,0.31193
cmr,1972,0.36697
cmr,1973,0.42202
cmr,1974,0.45455
cmr,1975,0.5045
cmr,1976,0.53571
cmr,1977,0.61772
cmr,1978,0.79624
cmr,1979,0.7138
cmr,1980,0.96785
cmr,1981,1.14213
cmr,1982,1.18443
cmr,1983,1.01523
cmr,1984,1.01523
cmr,1985,1.01523
cmr,1986,0.84317
cmr,1987,0.84317
cmr,1988,0.84175
cmr,1989,0.84175
cmr,1990,0.85522
cmr,1991,0.85378
cod,1961,1
cod,1962,1.04688
cod,1963,1.17188
cod,1964,1.25392
cod,1965,1.33648
cod,1966,1.41509
cod,1967,1.49137
cod,1968,1.53125
cod,1969,1.58879
cod,1970,1.64907
cod,1971,1.64142
cog,1961,2.90385
cog,1962,3.73077
cog,1963,4.13462
cog,1964,4.74903
cog,1965,7.87645
cog,1966,8.68726
cog,1967,9.92278
cog,1968,10.55985
cog,1969,11.59923
cog,1970,11.88462
cog,1971,12.26923
cog,1972,12.34615
cog,1973,12.32824
cog,1974,12.30038
col,1961,51.64496
col,1962,54.50453
col,1963,57.40845
col,1964,56.69014
col,1965,57.68258
col,1966,58.26331
col,1967,59.23529
col,1968,60.34174
col,1969,62.02968
col,1970,63.58623
col,1971,65.6843
col,1972,67.03177
col,1973,66.03774
col,1974,65.63415
col,1975,66.5392
col,1976,67.45479
col,1977,69.81451
col,1978,71.99131
col,1979,74.38464
col,1980,76.57058
col,1981,79.1309
col,1982,82.82127
col,1983,85.12902
col,1984,87.61526
col,1985,88.25858
col,1986,88.71748
col,1987,89.51883
col,1988,93.98186
col,1989,95.04608
col,1990,96.823
col,1991,102.04082
col,1992,94.46254
col,1993,92.37085
col,1994,88.27684
col,1995,95.87328
col,1996,86.31319
col,1997,82.70973
cpv,1961,0.52632
cpv,1962,0.52632
cpv,1963,0.52632
