geo,time,bx_gsr_cmcp_zs
blz,2014,17.60447
blz,2015,19.16439
blz,2016,19.68188
blz,2017,19.49589
blz,2018,18.03191
blz,2019,17.24027
blz,2020,34.42215
bmu,2006,50.02292
bmu,2007,41.41298
bmu,2008,47.15772
bmu,2009,51.69213
bmu,2010,47.32018
bmu,2011,45.52798
bmu,2012,45.50532
bmu,2013,46.41783
bmu,2014,46.1873
bmu,2015,47.79579
bmu,2016,44.35457
bmu,2017,42.40518
bmu,2018,41.94879
bmu,2019,41.58948
bmu,2020,60.27492
bol,1976,32.94702
bol,1977,18.58553
bol,1978,18.63517
bol,1979,23.47909
bol,1980,16.60978
bol,1981,19.13978
bol,1982,22.23572
bol,1983,16.99029
bol,1984,18.18182
bol,1985,19.68912
bol,1986,24.02973
bol,1987,20.53232
bol,1988,19.87529
bol,1989,18.91137
bol,1990,18.77999
bol,1991,18.78981
bol,1992,18.59052
bol,1993,20.06615
bol,1994,21.12245
bol,1995,21.93347
bol,1996,14.57389
bol,1997,50.76581
bol,1998,46.19431
bol,1999,35.62766
bol,2000,50.03505
bol,2001,44.84353
bol,2002,43.95353
bol,2003,33.47545
bol,2004,31.00586
bol,2005,35.26442
bol,2006,40.96229
bol,2007,40.58783
bol,2008,46.62908
bol,2009,42.64924
bol,2010,37.18285
bol,2011,29.51588
bol,2012,24.08227
bol,2013,22.79524
bol,2014,19.75588
bol,2015,19.1021
bol,2016,18.10721
bol,2017,15.71546
bol,2018,13.08058
bol,2019,10.16134
bol,2020,16.52625
bra,1975,43.39623
bra,1976,40.07859
bra,1977,47.05882
bra,1978,46.51852
bra,1979,42.84746
bra,1980,38.05412
bra,1981,36.51214
bra,1982,36.48425
bra,1983,31.32251
bra,1984,28.19723
bra,1985,23.29818
bra,1986,28.85463
bra,1987,26.22951
bra,1988,22.2466
bra,1989,15.93231
bra,1990,24.34875
bra,1991,24.10365
bra,1992,25.68493
bra,1993,22.16066
bra,1994,32.84434
bra,1995,25.26487
bra,1996,47.45798
bra,1997,46.53081
bra,1998,49.34237
bra,1999,49.58126
bra,2000,55.09181
bra,2001,58.62786
bra,2002,54.45674
bra,2003,51.94191
bra,2004,48.53483
bra,2005,50.03805
bra,2006,51.9137
bra,2007,52.87685
bra,2008,54.08192
bra,2009,56.71547
bra,2010,59.86119
bra,2011,59.70608
bra,2012,61.84963
bra,2013,60.28577
bra,2014,63.69168
bra,2015,63.00417
bra,2016,62.24002
bra,2017,62.43045
bra,2018,63.1294
bra,2019,60.61104
bra,2020,66.70626
bra,2021,66.09734
brb,1967,20.5342
brb,1968,17.25812
brb,1969,21.59353
brb,1970,18.34025
brb,1971,16.64327
brb,1972,15.7914
brb,1973,17.06249
brb,1974,11.3352
brb,1975,11.46031
brb,1976,16.05012
brb,1977,15.73755
brb,1978,15.8169
brb,1979,13.50279
brb,1980,12.67243
brb,1981,12.83609
brb,1982,16.8904
brb,1983,15.65882
brb,1984,14.57471
brb,1985,12.68346
brb,1986,18.80516
brb,1987,17.90978
brb,1988,16.09461
brb,1989,15.45664
brb,1990,13.05326
brb,1991,17.82407
brb,1992,17.13067
brb,1993,17.34393
brb,1994,19.27717
brb,1995,17.45006
brb,1996,26.89016
brb,1997,20.90704
brb,1998,19.85619
brb,1999,21.5446
brb,2000,22.62218
brb,2001,23.4998
brb,2002,27.63548
brb,2003,20.61138
brb,2004,19.85911
brb,2005,24.71828
brb,2006,19.09658
brb,2007,13.95398
brb,2008,17.60774
brb,2009,19.22152
brb,2010,17.7331
brb,2011,19.52926
brb,2012,22.67085
brb,2013,28.85599
brb,2014,30.89339
brb,2015,28.37803
brb,2016,20.34842
brn,2001,11.7257
brn,2002,12.48767
brn,2003,14.139
brn,2004,13.21417
brn,2005,16.95082
brn,2006,17.38713
brn,2007,19.75362
brn,2008,21.15352
brn,2009,21.39146
brn,2014,8.21535
brn,2015,4.85496
brn,2016,6.94072
brn,2017,4.39141
brn,2018,13.23697
brn,2019,19.6571
brn,2020,47.44603
btn,2006,21.22091
btn,2007,19.79904
btn,2008,11.58861
btn,2009,6.98952
btn,2010,3.77522
btn,2011,3.35138
btn,2012,5.84901
btn,2013,2.20391
btn,2014,1.76865
btn,2015,1.82973
btn,2016,1.77083
btn,2017,1.48325
btn,2018,1.60816
btn,2019,2.34678
btn,2020,2.73348
bwa,1975,6.14035
bwa,1976,28.00983
bwa,1977,28.63741
bwa,1978,32.05742
bwa,1979,36.14458
bwa,1980,32.01531
bwa,1981,36.57635
bwa,1982,30.52133
bwa,1983,29.9435
bwa,1984,37.21264
bwa,1985,37.62922
bwa,1986,34.62766
bwa,1987,35.74488
bwa,1988,41.00149
bwa,1989,28.07727
bwa,1990,19.0354
bwa,1991,16.35635
bwa,1992,15.38076
bwa,1993,13.07161
bwa,1994,9.54573
bwa,1995,15.97395
bwa,1996,17.35034
bwa,1997,16.10029
bwa,1998,12.00951
bwa,1999,11.47166
bwa,2000,12.30822
bwa,2001,17.62942
bwa,2002,21.85741
bwa,2003,11.94141
bwa,2004,8.52323
bwa,2005,15.21288
bwa,2006,16.669
bwa,2007,20.70044
bwa,2008,17.36528
bwa,2009,19.16493
bwa,2010,25.84988
bwa,2011,37.98362
bwa,2012,27.05795
bwa,2013,33.07786
bwa,2014,41.22189
bwa,2015,36.01477
bwa,2016,36.59717
bwa,2017,33.61806
bwa,2018,21.55455
bwa,2019,14.49437
bwa,2020,34.24464
caf,1977,13.99198
caf,1978,25.89128
caf,1979,76.13484
caf,1980,86.09865
caf,1981,80.75418
caf,1982,68.75137
caf,1983,71.81223
caf,1984,72.07344
caf,1985,76.59008
caf,1986,72.79571
caf,1987,72.80263
caf,1988,75.1239
caf,1989,82.19545
caf,1990,78.44951
caf,1991,73.20789
caf,1992,69.86943
caf,1993,69.74194
caf,1994,100
can,1960,42.80025
can,1961,23.63222
can,1962,22.00229
can,1963,21.54169
can,1964,21.82536
can,1965,21.13745
can,1966,23.34504
can,1967,20.04235
can,1968,23.28594
can,1969,29.31771
can,1970,27.45279
can,1971,27.68969
can,1972,29.27531
can,1973,27.80341
can,1974,29.41633
can,1975,32.53734
can,1976,34.05749
can,1977,34.00297
can,1978,34.3651
can,1979,32.24955
can,1980,31.6691
can,1981,42.4592
can,1982,44.71365
can,1983,46.7392
can,1984,48.45534
can,1985,49.60861
can,1986,52.0028
can,1987,54.80253
can,1988,56.85122
can,1989,55.42056
can,1990,54.55752
can,1991,56.12395
can,1992,57.86973
can,1993,60.47023
can,1994,60.78711
can,1995,61.4801
can,1996,63.08398
can,1997,43.75513
can,1998,45.50296
can,1999,46.56929
can,2000,48.42455
can,2001,49.06521
can,2002,50.16542
can,2003,54.32288
can,2004,52.15466
can,2005,52.90002
can,2006,52.95893
can,2007,52.61819
can,2008,54.60272
can,2009,56.92161
can,2010,53.76334
can,2011,53.24264
can,2012,52.68984
can,2013,52.46051
can,2014,51.46299
can,2015,50.60283
can,2016,49.29113
can,2017,49.14219
can,2018,51.07201
can,2019,51.83397
can,2020,62.60321
can,2021,63.31835
che,1977,31.22584
che,1978,32.10181
che,1979,32.40427
che,1980,30.46991
che,1981,32.18401
che,1982,33.73294
che,1983,25.18523
che,1984,24.74157
che,1985,26.08816
che,1986,25.31885
che,1987,25.58058
che,1988,26.29458
che,1989,19.52235
che,1990,19.43062
che,1991,18.88533
che,1992,19.20846
che,1993,19.35496
che,1994,19.87298
che,1995,19.92647
che,1996,18.97624
che,1997,19.52548
che,1998,20.05032
che,1999,21.33526
che,2000,32.0837
che,2001,34.34181
che,2002,37.25146
che,2003,36.74122
che,2004,38.15883
che,2005,38.86563
che,2006,36.61372
che,2007,35.20287
che,2008,37.39866
che,2009,42.80573
che,2010,45.81442
che,2011,47.27062
che,2012,50.82505
che,2013,50.05195
che,2014,51.60664
che,2015,53.52148
che,2016,55.11506
che,2017,53.21019
che,2018,54.66971
che,2019,53.09947
che,2020,54.87345
chl,1975,24.59677
chl,1976,30.30303
chl,1977,44.36451
chl,1978,28.89813
chl,1979,36.56051
chl,1980,51.86065
chl,1981,51.10922
chl,1982,52.67094
chl,1983,51.0665
chl,1984,43.07229
chl,1985,35.60908
chl,1986,45.03103
chl,1987,42.33493
chl,1988,35.18671
chl,1989,35.59394
chl,1990,27.85564
chl,1991,28.824
chl,1992,27.27542
chl,1993,28.4686
chl,1994,29.34258
chl,1995,29.64085
chl,1996,24.77033
chl,1997,21.93586
chl,1998,21.32387
chl,1999,20.69453
chl,2000,23.57803
chl,2001,22.74986
chl,2002,25.5665
chl,2003,24.11598
chl,2004,22.64458
chl,2005,21.75174
chl,2006,22.2872
chl,2007,23.79629
chl,2008,21.65081
chl,2009,22.44056
chl,2010,23.22511
chl,2011,23.81242
chl,2012,27.53963
chl,2013,29.22263
chl,2014,31.38505
chl,2015,35.54985
chl,2016,35.22671
chl,2017,32.38538
chl,2018,35.41034
chl,2019,36.25012
chl,2020,45.58259
chn,1982,11.70382
chn,1983,6.77693
chn,1984,14.65671
chn,1985,18.9198
chn,1986,27.59342
chn,1987,25.8508
chn,1988,13.46233
chn,1989,22.78949
chn,1990,20.22203
chn,1991,32.66944
chn,1992,34.10098
chn,1993,36.88019
chn,1994,27.18412
chn,1995,27.16147
chn,1996,34.98859
chn,1997,73.53606
chn,1998,75.45167
chn,1999,74.53019
chn,2000,74.47827
chn,2001,74.74947
chn,2002,74.19386
chn,2003,55.26375
chn,2004,51.64036
chn,2005,42.12068
chn,2006,40.82696
chn,2007,48.49899
chn,2008,50.42788
chn,2009,54.58536
chn,2010,53.41311
chn,2011,56.27839
chn,2012,53.29029
chn,2013,53.38734
chn,2014,58.29552
chn,2015,58.19956
chn,2016,58.97547
chn,2017,60.88352
chn,2018,61.05982
chn,2019,62.87753
chn,2020,65.76266
civ,2005,61.52947
civ,2006,59.52737
civ,2007,60.54286
civ,2008,60.20747
civ,2009,57.66278
civ,2010,54.4778
civ,2011,58.78207
civ,2012,58.98666
civ,2013,62.7574
civ,2014,62.93285
civ,2015,56.77647
civ,2016,36.05185
civ,2017,34.56478
civ,2018,26.89311
civ,2019,27.08336
civ,2020,33.82549
cmr,1977,27.04403
cmr,1978,33.07577
cmr,1979,25.0769
cmr,1980,30.88999
cmr,1981,34.39773
cmr,1982,30.92152
cmr,1983,38.55085
cmr,1984,36.06711
cmr,1985,32.68166
cmr,1986,34.25428
cmr,1987,36.64672
cmr,1988,33.38942
cmr,1989,35.398
cmr,1990,35.87698
cmr,1991,29.46826
cmr,1992,43.61613
cmr,1993,48.59982
cmr,1994,50.3321
cmr,1995,44.03344
cmr,1996,47.86108
cmr,1997,55.89894
cmr,1998,59.23668
cmr,1999,62.38409
cmr,2000,69.47069
cmr,2001,66.88425
cmr,2002,80.15305
cmr,2003,29.42902
cmr,2004,51.05116
cmr,2005,32.90866
cmr,2006,31.21531
cmr,2007,35.19729
cmr,2008,48.32048
cmr,2009,34.26599
cmr,2010,46.94512
cmr,2011,45.80242
cmr,2012,40.59013
cmr,2013,35.9907
cmr,2014,35.37892
cmr,2015,34.35757
cmr,2016,34.40204
cmr,2017,33.03051
cmr,2018,31.89102
cmr,2019,31.97598
cmr,2020,33.81238
cod,2005,90.15152
cod,2006,89.76669
cod,2007,83.63914
cod,2008,87.24946
cod,2009,74.44222
cod,2010,62.81523
cod,2011,75.48012
cod,2012,55.50481
cod,2013,62.20896
cod,2014,41.41572
cod,2015,44.71798
cod,2016,43.60573
cod,2017,58.40633
cod,2018,29.18856
cod,2019,14.36906
cod,2020,25.57255
cog,1978,37.66753
cog,1979,22.59674
cog,1980,42.7135
cog,1981,39.65396
cog,1982,41.55294
cog,1983,38.68604
cog,1984,32.53534
cog,1985,37.90565
cog,1986,42.87275
cog,1987,34.40293
cog,1988,42.2464
cog,1989,50.65789
cog,1990,55.92593
cog,1991,52.85714
cog,1992,38.85714
cog,1993,50.31447
cog,1994,52.15054
cog,1995,47.55935
cog,1996,68.37883
cog,1997,40.96566
cog,1998,80.60207
cog,1999,69.68669
cog,2000,64.97999
cog,2001,54.22732
cog,2002,59.60544
