geo,time,bx_gsr_cmcp_zs
abw,1986,23.98248
abw,1987,14.69388
abw,1988,13.3927
abw,1989,8.90444
abw,1990,11.37692
abw,1991,6.06311
abw,1992,5.95657
abw,1993,6.9176
abw,1994,6.05871
abw,1995,8.47238
abw,1996,8.97362
abw,1997,8.89923
abw,1998,8.7079
abw,1999,15.99457
abw,2000,42.8053
abw,2001,52.00071
abw,2002,28.81262
abw,2003,43.94724
abw,2004,11.18149
abw,2005,11.45407
abw,2006,14.22059
abw,2007,13.26372
abw,2008,11.59784
abw,2009,15.69275
abw,2010,15.56256
abw,2011,14.76287
abw,2012,16.07064
abw,2013,15.91435
abw,2014,15.11685
abw,2015,15.29407
abw,2016,8.32265
abw,2017,7.81154
abw,2018,6.94209
abw,2019,7.30575
abw,2020,13.43742
afg,1979,90.67909
afg,1980,97.19101
afg,1981,85.57994
afg,1982,96.93878
afg,1983,96.78068
afg,1984,97.60479
afg,1985,98.25
afg,1986,100
afg,1987,100
afg,1988,100
afg,1989,100
afg,2008,79.03865
afg,2009,82.51501
afg,2010,81.48061
afg,2011,76.0652
afg,2012,72.35127
afg,2013,48.54783
afg,2014,64.91879
afg,2015,72.07292
afg,2016,67.59833
afg,2017,69.96852
afg,2018,70.83196
afg,2019,71.92168
afg,2020,78.02863
ago,1985,85
ago,1986,85
ago,1987,85
ago,1988,85
ago,1989,85
ago,1990,55.97235
ago,1991,63.4209
ago,1992,57.67575
ago,1993,57.53781
ago,1994,68.49201
ago,1995,58.96619
ago,1996,60.71083
ago,1997,58.12762
ago,1998,47.279
ago,1999,58.99464
ago,2000,80.76175
ago,2001,79.67901
ago,2002,74.02295
ago,2003,67.91596
ago,2004,74.13617
ago,2005,39.87572
ago,2006,93.5925
ago,2007,22.21331
ago,2008,9.122
ago,2009,9.16593
ago,2010,11.09877
ago,2011,8.11463
ago,2012,6.68939
ago,2013,4.35636
ago,2014,3.99252
ago,2015,5.42536
ago,2016,7.79887
ago,2017,8.23313
ago,2018,9.39426
ago,2019,8.51326
ago,2020,63.07165
alb,1980,46.78899
alb,1981,44.16667
alb,1982,49.24242
alb,1983,50.76923
alb,1984,49.35065
alb,1985,41.33333
alb,1986,50.625
alb,1987,56.95067
alb,1988,65.2027
alb,1989,69.9005
alb,1990,66.66667
alb,1991,79.34783
alb,1992,25.12315
alb,1993,14.56186
alb,1994,10.61947
alb,1995,14.27126
alb,1996,13.46749
alb,1997,-379.71698
alb,1998,-85.46352
alb,1999,23.57287
alb,2000,11.19094
alb,2001,15.47294
alb,2002,11.20962
alb,2003,17.58891
alb,2004,22.67688
alb,2005,20.89987
alb,2006,26.79067
alb,2007,24.63164
alb,2008,26.66988
alb,2009,20.41158
alb,2010,27.84634
alb,2011,29.96845
alb,2012,27.90053
alb,2013,23.80577
alb,2014,23.43977
alb,2015,25.28615
alb,2016,28.14173
alb,2017,31.52551
alb,2018,30.75579
alb,2019,31.18889
alb,2020,46.82928
and,2019,9.05974
arg,1976,38.37535
arg,1977,31.54574
arg,1978,30.72677
arg,1979,36.30387
arg,1980,38.43284
arg,1981,24.24242
arg,1982,15.8831
arg,1983,16.97595
arg,1984,15.81734
arg,1985,14.41551
arg,1986,18.22167
arg,1987,17.1126
arg,1988,20.59553
arg,1989,17.64706
arg,1990,15.78087
arg,1991,18.14784
arg,1992,12.12274
arg,1993,13.42986
arg,1994,14.33464
arg,1995,14.65947
arg,1996,15.06677
arg,1997,13.87059
arg,1998,13.29345
arg,1999,14.80233
arg,2000,16.25849
arg,2001,21.64473
arg,2002,32.00573
arg,2003,32.41898
arg,2004,33.92371
arg,2005,37.4851
arg,2006,37.82161
arg,2007,38.21461
arg,2008,42.50456
arg,2009,46.53677
arg,2010,44.15303
arg,2011,46.83309
arg,2012,47.74962
arg,2013,47.79226
arg,2014,43.99049
arg,2015,44.45957
arg,2016,46.98232
arg,2017,51.77045
arg,2018,49.55923
arg,2019,49.93205
arg,2020,66.75415
arm,1993,100
arm,1994,73.95757
arm,1995,45.20979
arm,1996,31.82347
arm,1997,27.71777
arm,1998,37.0592
arm,1999,36.76884
arm,2000,23.82885
arm,2001,26.70756
arm,2002,30.25573
arm,2003,39.56078
arm,2004,26.14195
arm,2005,23.50977
arm,2006,17.99775
arm,2007,17.23663
arm,2008,19.68769
arm,2009,17.24822
arm,2010,19.02187
arm,2011,29.35397
arm,2012,27.74011
arm,2013,28.93624
arm,2014,27.35966
arm,2015,25.75275
arm,2016,26.27174
arm,2017,27.28497
arm,2018,26.61672
arm,2019,23.79461
arm,2020,48.14288
atg,1977,0
atg,1978,0
atg,1979,0.52356
atg,1980,4.03587
atg,1981,4
atg,1982,4.44874
atg,1983,5.89172
atg,1984,1.81681
atg,1985,1.66334
atg,1986,8.70258
atg,1987,7.90086
atg,1988,7.00531
atg,1989,6.93226
atg,1990,9.16324
atg,1991,7.21768
atg,1992,8.244
atg,1993,8.62652
atg,1994,7.64529
atg,1995,9.36919
atg,1996,9.9246
atg,1997,12.65371
atg,1998,14.43651
atg,1999,12.02281
atg,2000,10.21572
atg,2001,10.62478
atg,2002,8.97674
atg,2003,9.04734
atg,2004,9.64561
atg,2005,11.45949
atg,2006,11.87305
atg,2007,14.21523
atg,2008,12.75532
atg,2009,10.23097
atg,2010,8.86555
atg,2011,8.82967
atg,2012,8.82395
atg,2013,9.38399
atg,2014,5.8652
atg,2015,7.28998
atg,2016,6.57661
atg,2017,6.03526
atg,2018,5.54142
atg,2019,5.2719
atg,2020,10.59894
aus,1989,20.92483
aus,1990,19.95665
aus,1991,15.03765
aus,1992,18.27545
aus,1993,16.77251
aus,1994,16.7045
aus,1995,15.57497
aus,1996,16.43612
aus,1997,19.30005
aus,1998,22.16872
aus,1999,22.05117
aus,2000,26.28399
aus,2001,21.46364
aus,2002,22.83823
aus,2003,22.79585
aus,2004,21.95319
aus,2005,21.58387
aus,2006,22.78583
aus,2007,23.35689
aus,2008,24.39283
aus,2009,23.27055
aus,2010,23.40543
aus,2011,23.46962
aus,2012,24.64674
aus,2013,24.10859
aus,2014,22.90783
aus,2015,22.00643
aus,2016,21.5989
aus,2017,21.34884
aus,2018,21.10219
aus,2019,21.92889
aus,2020,33.93177
aut,2005,40.1265
aut,2006,32.4593
aut,2007,32.40924
aut,2008,32.59047
aut,2009,34.06596
aut,2010,32.07395
aut,2011,33.91967
aut,2012,35.84315
aut,2013,37.76771
aut,2014,39.59741
aut,2015,39.79167
aut,2016,40.31007
aut,2017,41.24693
aut,2018,42.09055
aut,2019,42.27404
aut,2020,49.60646
aze,1995,14.94958
aze,1996,32.63788
aze,1997,23.99736
aze,1998,22.19944
aze,1999,24.00522
aze,2000,29.78542
aze,2001,29.52755
aze,2002,26.83264
aze,2003,39.02902
aze,2004,48.08041
aze,2005,56.19467
aze,2006,40.9684
aze,2007,43.39214
aze,2008,40.65915
aze,2009,50.20156
aze,2010,47.33144
aze,2011,32.0129
aze,2012,33.72084
aze,2013,22.52811
aze,2014,16.90912
aze,2015,13.41098
aze,2016,12.35852
aze,2017,14.41147
aze,2018,17.21993
aze,2019,22.01418
aze,2020,24.46021
bdi,1985,88.03526
bdi,1986,89.1791
bdi,1987,88.31522
bdi,1988,88.41099
bdi,1989,71.02881
bdi,1990,64.03079
bdi,1991,72.32124
bdi,1992,64.29985
bdi,1993,60.75949
bdi,1994,63.24582
bdi,1995,79.2113
bdi,1996,71.30298
bdi,1997,50.56442
bdi,1998,50.92314
bdi,1999,63.39193
bdi,2000,58.78451
bdi,2001,67.62587
bdi,2002,58.94949
bdi,2003,80.18455
bdi,2004,83.5291
bdi,2005,90.90216
bdi,2006,93.68555
bdi,2007,91.18665
bdi,2008,97.05001
bdi,2009,95.16258
bdi,2010,94.87122
bdi,2011,91.90981
bdi,2012,92.70059
bdi,2013,92.56579
bdi,2014,85.88443
bdi,2015,86.35677
bdi,2016,91.03614
bdi,2017,93.25422
bdi,2018,92.66597
bel,2002,51.44809
bel,2003,52.02197
bel,2004,49.93762
bel,2005,49.83645
bel,2006,48.43515
bel,2007,46.16921
bel,2008,46.12814
bel,2009,52.33704
bel,2010,51.46648
bel,2011,53.01607
bel,2012,54.7381
bel,2013,57.34537
bel,2014,59.20226
bel,2015,62.61249
bel,2016,63.72849
bel,2017,62.39909
bel,2018,62.147
bel,2019,62.60034
bel,2020,63.81248
ben,1974,21.85318
ben,1975,21.08144
ben,1976,38.1295
ben,1977,29.26463
ben,1978,35.68237
ben,1979,31.0928
ben,1980,26.80851
ben,1981,25.37182
ben,1982,21.00025
ben,1983,21.60381
ben,1984,16.70852
ben,1985,35.50296
ben,1986,24.19355
ben,1987,21.97802
ben,1988,25.78598
ben,1989,26.86776
ben,1990,21.61696
ben,1991,30.25755
ben,1992,27.84719
ben,1993,27.80387
ben,1994,28.05878
ben,1995,29.54001
ben,1996,22.81659
ben,1997,26.78986
ben,1998,31.56127
ben,1999,32.26562
ben,2000,28.03122
ben,2001,27.10192
ben,2002,27.99472
ben,2003,29.44031
ben,2004,28.04424
ben,2005,27.62879
ben,2006,30.73928
ben,2007,25.29063
ben,2008,26.43469
ben,2009,30.18222
ben,2010,31.42042
ben,2011,27.79534
ben,2012,24.24734
ben,2013,33.63178
ben,2014,34.03949
ben,2015,12.58136
ben,2016,21.18913
ben,2017,8.02844
ben,2018,5.6903
ben,2019,11.23947
ben,2020,17.51716
bfa,2005,11.26337
bfa,2006,7.75113
bfa,2007,15.46693
bfa,2008,32.17874
bfa,2009,31.02225
bfa,2010,56.66741
bfa,2011,65.1934
bfa,2012,39.94935
bfa,2013,38.38109
bfa,2014,38.17161
bfa,2015,38.97035
bfa,2016,40.23205
bfa,2017,42.16686
bfa,2018,46.25795
bfa,2019,46.29141
bfa,2020,50.53016
bgd,1976,74.67275
bgd,1977,65.76969
bgd,1978,74.13315
bgd,1979,72.06618
bgd,1980,73.96506
bgd,1981,73.93981
bgd,1982,75.53876
bgd,1983,70.80627
bgd,1984,71.23659
bgd,1985,77.13854
bgd,1986,82.25986
bgd,1987,84.10162
bgd,1988,84.26934
bgd,1989,84.23686
bgd,1990,85.34496
bgd,1991,86.87262
bgd,1992,86.34064
bgd,1993,86.37773
bgd,1994,86.95202
bgd,1995,86.29745
bgd,1996,79.16368
bgd,1997,75.86001
bgd,1998,78.06899
bgd,1999,78.81096
bgd,2000,80.58568
bgd,2001,82.56304
bgd,2002,81.37344
bgd,2003,85.34254
bgd,2004,85.41228
bgd,2005,85.92543
bgd,2006,87.50344
bgd,2007,90.21577
bgd,2008,89.36035
bgd,2009,86.53032
bgd,2010,87.53922
bgd,2011,82.49337
bgd,2012,79.46826
bgd,2013,77.04674
bgd,2014,80.2832
bgd,2015,80.75942
bgd,2016,79.62611
bgd,2017,74.84717
bgd,2018,79.42405
bgd,2019,81.37159
bgd,2020,83.32162
bgd,2021,76.97108
bgr,1980,30.96614
bgr,1981,28.50467
bgr,1982,24.68931
bgr,1983,21.43532
bgr,1984,38.17753
bgr,1985,29.03534
bgr,1986,28.07933
bgr,1987,25.73402
bgr,1988,24.03035
bgr,1989,28.78168
bgr,1990,31.1828
bgr,1991,39.2098
bgr,1992,32.49556
bgr,1993,36.87356
bgr,1994,41.3398
bgr,1995,32.47171
bgr,1996,39.41435
bgr,1997,37.24671
bgr,1998,18.23916
bgr,1999,17.27055
bgr,2000,20.17619
bgr,2001,21.54281
bgr,2002,20.45001
bgr,2003,17.61622
bgr,2004,18.10268
bgr,2005,16.20386
bgr,2006,18.27787
bgr,2007,20.2548
bgr,2008,21.74363
bgr,2009,21.8945
bgr,2010,27.24138
bgr,2011,25.88605
bgr,2012,30.67582
bgr,2013,26.82009
bgr,2014,28.23058
bgr,2015,31.52245
bgr,2016,29.4601
bgr,2017,27.79107
bgr,2018,30.42725
bgr,2019,35.37248
bgr,2020,50.07903
bhr,1975,54.53074
bhr,1976,52.19573
bhr,1977,54.44664
bhr,1978,53.64989
bhr,1979,42.43943
bhr,1980,43.90438
bhr,1981,51.06853
bhr,1982,65.1359
bhr,1983,57.36041
bhr,1984,78.36601
bhr,1985,76.30581
bhr,1986,86.39527
bhr,1987,67.93964
bhr,1988,63.83481
bhr,1989,58.93561
bhr,1990,7.4184
bhr,1991,5.43338
bhr,1992,11.21999
bhr,1993,11.58711
bhr,1994,10.78622
bhr,1995,13.1958
bhr,1996,11.49701
bhr,1997,9.22371
bhr,1998,13.72477
bhr,1999,8.52146
bhr,2000,12.93254
bhr,2001,14.03026
bhr,2002,15.13478
bhr,2003,10.58485
bhr,2004,31.63251
bhr,2005,28.43428
bhr,2006,27.27587
bhr,2007,27.36994
bhr,2008,27.39931
bhr,2009,28.87886
bhr,2010,27.51147
bhr,2011,35.73273
bhr,2012,25.24098
bhr,2013,25.69614
bhr,2014,25.26375
bhr,2015,21.05186
bhr,2016,18.14466
bhr,2017,19.27258
bhr,2018,19.22025
bhs,1976,12.43182
bhs,1977,17.20223
bhs,1978,11.43886
bhs,1979,11.01811
bhs,1980,15.99196
bhs,1981,14.95873
bhs,1982,14.4818
bhs,1983,10.42532
bhs,1984,10.84622
bhs,1985,8.28951
bhs,1986,6.96671
bhs,1987,6.8347
bhs,1988,7.48902
bhs,1989,9.11619
bhs,1990,8.4861
bhs,1991,9.43131
bhs,1992,8.29016
bhs,1993,9.28033
bhs,1994,9.11558
bhs,1995,9.33022
bhs,1996,8.81384
bhs,1997,7.7971
bhs,1998,7.90607
bhs,1999,8.75819
bhs,2000,9.1637
bhs,2001,5.90778
bhs,2002,11.85667
bhs,2003,11.70997
bhs,2004,13.55968
bhs,2005,15.32356
bhs,2006,13.22781
bhs,2007,13.64192
bhs,2008,13.31729
bhs,2009,10.95175
bhs,2010,9.16556
bhs,2011,8.84237
bhs,2012,9.52422
bhs,2013,9.70044
bhs,2014,10.50039
bhs,2015,8.6237
bhs,2016,7.17271
bhs,2017,5.70626
bhs,2018,7.44816
bhs,2019,5.8481
bhs,2020,19.53866
bih,1998,39.49606
bih,1999,39.03825
bih,2000,38.35468
bih,2001,37.21022
bih,2002,34.79346
bih,2003,37.67399
bih,2004,34.40619
bih,2005,33.45985
bih,2006,34.38446
bih,2007,45.23199
bih,2008,44.16099
bih,2009,44.87433
bih,2010,48.57311
bih,2011,42.84593
bih,2012,41.65879
bih,2013,36.89842
bih,2014,37.1081
bih,2015,34.27736
bih,2016,33.69723
bih,2017,32.06302
bih,2018,30.71826
bih,2019,29.54696
bih,2020,42.38693
blr,1993,31.63872
blr,1994,11.41607
blr,1995,29.75756
blr,1996,40.96916
blr,1997,42.99086
blr,1998,43.52128
blr,1999,36.44315
blr,2000,32.44444
blr,2001,26.27281
blr,2002,29.60254
blr,2003,33.75777
blr,2004,33.61362
blr,2005,31.76365
blr,2006,24.81765
blr,2007,24.6485
blr,2008,26.93657
blr,2009,28.91351
blr,2010,28.25367
blr,2011,28.18045
blr,2012,31.57399
blr,2013,37.96656
blr,2014,40.55808
blr,2015,43.75168
blr,2016,45.58172
blr,2017,44.74776
blr,2018,44.99661
blr,2019,48.29753
blr,2020,53.22107
blr,2021,52.80488
blz,1984,63.84181
blz,1985,56.69291
blz,1986,48.83178
blz,1987,49.68722
blz,1988,56.68234
blz,1989,51.1357
blz,1990,54.26961
blz,1991,53.70823
blz,1992,47.96634
blz,1993,45.5814
blz,1994,31.26285
blz,1995,35.89333
blz,1996,26.84678
blz,1997,24.94922
blz,1998,23.8519
blz,1999,30.39806
blz,2000,24.5899
blz,2001,27.57991
blz,2002,24.10614
blz,2003,19.73088
blz,2004,17.51846
blz,2005,20.32255
blz,2006,21.10242
blz,2007,20.09229
blz,2008,20.85832
blz,2009,19.12621
blz,2010,17.64552
blz,2011,19.10444
blz,2012,20.31609
blz,2013,15.82397
