geo,time,se_prm_nenr
eri,2004,77.97488
eri,2005,82.46788
eri,2006,83.71832
eri,2007,77.29299
eri,2008,72.48675
eri,2009,67.39935
eri,2010,62.77906
eri,2011,65.78386
eri,2012,67.71657
eri,2013,64.40639
eri,2014,63.25635
eri,2015,59.76386
eri,2017,51.75237
eri,2018,51.45515
esp,1971,93.21163
esp,1972,94.54709
esp,1973,95.47561
esp,1975,99.46797
esp,1976,99.90722
esp,1977,99.15999
esp,1978,98.59984
esp,1979,98.68616
esp,1980,99.15964
esp,1981,99.18396
esp,1983,99.58957
esp,1984,99.75934
esp,1985,99.79266
esp,1986,99.8015
esp,1987,99.20641
esp,1988,98.60385
esp,1989,99.23004
esp,1990,99.22275
esp,1991,99.66298
esp,1992,99.65
esp,1993,99.98866
esp,1994,99.98101
esp,1995,99.95766
esp,1996,99.94339
esp,1997,99.93531
esp,1999,99.85712
esp,2000,99.81425
esp,2001,99.76442
esp,2002,99.82002
esp,2003,99.85653
esp,2004,99.73118
esp,2005,99.65855
esp,2006,99.71458
esp,2007,99.82284
esp,2008,99.82827
esp,2009,99.77222
esp,2010,99.71354
esp,2011,99.73417
esp,2012,99.69626
esp,2013,99.55937
esp,2014,99.47472
esp,2015,99.39278
esp,2016,98.78967
esp,2017,97.27171
est,1995,87.03452
est,1996,90.60952
est,1998,93.86149
est,1999,94.96768
est,2000,95.59569
est,2001,95.81607
est,2002,95.87851
est,2003,94.52595
est,2004,93.9248
est,2005,93.81157
est,2006,93.00778
est,2007,94.47473
est,2008,94.11625
est,2009,93.78504
est,2010,96.75183
est,2011,97.38176
est,2012,97.40301
est,2013,96.16833
est,2014,94.15752
est,2015,93.48484
est,2016,93.48397
est,2017,93.68129
eth,1987,29.42184
eth,1988,29.97445
eth,1989,28.70256
eth,1994,19.18834
eth,1995,21.94671
eth,1996,26.19184
eth,1998,33.66542
eth,1999,35.68444
eth,2000,40.1724
eth,2001,43.93817
eth,2002,46.06448
eth,2003,46.78406
eth,2004,49.57821
eth,2005,60.38556
eth,2006,65.01391
eth,2007,70.07064
eth,2008,75.77882
eth,2009,75.36213
eth,2010,73.35168
eth,2011,77.23446
eth,2012,78.49475
eth,2014,85.10069
eth,2015,84.62346
fin,1972,81.14138
fin,1979,97.03223
fin,1993,98.75371
fin,1994,98.63792
fin,1995,98.31477
fin,1996,98.36753
fin,1997,98.71485
fin,1998,99.41359
fin,1999,99.78745
fin,2000,99.70392
fin,2001,99.61892
fin,2002,99.262
fin,2003,98.52116
fin,2004,97.57685
fin,2005,97.1783
fin,2006,96.6628
fin,2007,97.26075
fin,2008,97.71417
fin,2009,97.87074
fin,2010,98.21163
fin,2011,98.48757
fin,2012,99.0129
fin,2013,99.03438
fin,2014,99.36498
fin,2015,99.11706
fin,2016,99.05594
fin,2017,98.62944
fji,1992,96.64656
fji,1994,97.00467
fji,1995,95.49888
fji,1996,93.14733
fji,1997,93.57705
fji,1998,94.55807
fji,1999,94.26094
fji,2000,92.67882
fji,2001,95.5092
fji,2002,96.66751
fji,2003,99.36104
fji,2004,96.70622
fji,2006,99.12584
fji,2007,96.31323
fji,2008,96.8042
fji,2009,96.73256
fji,2011,96.74118
fji,2012,96.97145
fji,2013,97.10737
fji,2015,98.72797
fji,2016,96.76212
fra,1971,97.3487
fra,1972,97.27084
fra,1973,97.31155
fra,1974,97.57172
fra,1976,96.81501
fra,1977,96.94516
fra,1979,98.94168
fra,1980,99.29482
fra,1981,98.85366
fra,1982,97.61584
fra,1983,95.46911
fra,1985,94.87775
fra,1986,97.61482
fra,1987,99.88708
fra,1988,99.84556
fra,1989,99.85966
fra,1990,99.91749
fra,1991,99.98827
fra,1992,99.21937
fra,1993,97.83304
fra,1994,97.79167
fra,1995,98.94106
fra,1996,99.94659
fra,1997,99.9391
fra,1999,95.96275
fra,2000,95.59312
fra,2001,95.50102
fra,2002,95.43218
fra,2003,95.19437
fra,2004,95.15357
fra,2005,98.55515
fra,2006,98.57178
fra,2007,98.49684
fra,2008,98.06303
fra,2009,97.70589
fra,2010,97.35002
fra,2011,98.37009
fra,2012,98.27769
fra,2013,98.30237
fra,2014,97.56809
fra,2015,98.43569
fra,2016,98.82171
fra,2017,98.92727
fsm,2014,86.23183
fsm,2015,85.45699
gab,1975,99.32442
gab,1997,90.90869
gbr,1971,98.18254
gbr,1972,97.3134
gbr,1973,96.35756
gbr,1974,95.86765
gbr,1975,95.78484
gbr,1976,95.87591
gbr,1977,96.19219
gbr,1978,96.26426
gbr,1979,96.43068
gbr,1980,97.7863
gbr,1981,97.65796
gbr,1982,96.70084
gbr,1983,95.11314
gbr,1984,94.64484
gbr,1985,93.57046
gbr,1986,95.18731
gbr,1987,98.01106
gbr,1988,99.67916
gbr,1989,99.71212
gbr,1990,99.78913
gbr,1991,98.18471
gbr,1992,96.65488
gbr,1998,99.908
gbr,1999,99.94032
gbr,2000,99.94481
gbr,2001,99.93639
gbr,2002,99.82263
gbr,2003,99.90834
gbr,2004,98.13312
gbr,2005,98.78009
gbr,2006,98.42751
gbr,2007,96.53232
gbr,2008,98.63343
gbr,2009,97.88299
gbr,2010,98.01015
gbr,2011,98.11699
gbr,2012,98.35876
gbr,2013,99.72456
gbr,2014,99.89948
gbr,2015,99.93433
gbr,2016,99.65208
gbr,2017,99.49182
geo,1995,91.41798
geo,1996,98.29222
geo,1997,99.86955
geo,2004,93.55358
geo,2005,92.75616
geo,2006,91.67211
geo,2007,94.73061
geo,2008,98.30193
geo,2009,96.56654
geo,2011,97.24953
geo,2012,98.51891
geo,2013,99.28296
geo,2014,99.10612
geo,2015,99.58342
geo,2016,97.8812
geo,2017,97.91476
geo,2018,96.43624
gha,1999,59.06458
gha,2000,62.47976
gha,2001,57.346
gha,2002,59.89725
gha,2003,59.57402
gha,2005,63.70558
gha,2006,62.81248
gha,2007,68.15086
gha,2008,73.32313
gha,2009,72.36103
gha,2011,80.58882
gha,2012,79.38927
gha,2013,84.93016
gha,2014,86.99201
gha,2015,89.28957
gha,2016,86.38027
gha,2017,85.1822
gha,2018,84.48045
gha,2019,86.15823
gib,1978,72.74156
gib,1979,71.14635
gib,1981,71.02273
gib,1982,73.52637
gib,2016,99.70191
gin,1984,24.83169
gin,1985,27.59924
gin,1986,25.54254
gin,1987,23.66751
gin,1988,24.57839
gin,1989,24.47122
gin,1990,23.80892
gin,1991,25.84697
gin,1998,40.68825
gin,1999,42.77111
gin,2000,45.42983
gin,2001,48.58952
gin,2002,55.58913
gin,2003,58.66561
gin,2004,61.3667
gin,2005,62.90998
gin,2006,64.5528
gin,2007,66.27116
gin,2008,65.68297
gin,2009,66.88138
gin,2010,68.67825
gin,2011,72.46964
gin,2012,73.05369
gin,2013,74.10601
gin,2014,76.90338
gin,2016,76.01588
gmb,1971,20.92524
gmb,1972,20.81935
gmb,1973,22.07092
gmb,1974,22.54759
gmb,1975,23.69834
gmb,1976,25.22417
gmb,1977,29.18221
gmb,1978,31.7409
gmb,1979,35.70421
gmb,1980,40.40406
gmb,1981,48.89858
gmb,1982,52.95195
gmb,1983,56.37778
gmb,1984,58.14528
gmb,1985,60.93532
gmb,1986,60.64459
gmb,1990,49.01772
gmb,1992,47.82232
gmb,1993,51.04922
gmb,1996,58.232
gmb,1998,58.89308
gmb,1999,67.09651
gmb,2000,63.55687
gmb,2001,63.35538
gmb,2002,61.15713
gmb,2003,64.04565
gmb,2004,64.76537
gmb,2005,62.77374
gmb,2006,67.29195
gmb,2007,66.68337
gmb,2008,64.00752
gmb,2010,63.27525
gmb,2011,65.36207
gmb,2012,67.57606
gmb,2013,65.84188
gmb,2014,68.70101
gmb,2015,71.9013
gmb,2016,73.64662
gmb,2017,76.0989
gmb,2018,76.81635
gnb,1981,44.68078
gnb,1982,53.60749
gnb,1984,50.50885
gnb,1985,49.97589
gnb,1987,41.01244
gnb,1988,39.54844
gnb,2000,48.98525
gnb,2010,71.25324
gnq,1994,63.93221
gnq,2000,65.18929
gnq,2001,71.8899
gnq,2002,69.78217
gnq,2003,65.84711
gnq,2008,47.10148
gnq,2009,45.87645
gnq,2010,45.07741
gnq,2011,45.20342
gnq,2012,46.47964
gnq,2015,43.48324
grc,1971,91.89007
grc,1972,92.33958
grc,1973,93.45366
grc,1974,95.04823
grc,1975,95.40773
grc,1976,95.60764
grc,1977,95.05127
grc,1978,94.34745
grc,1979,93.37635
grc,1980,91.72432
grc,1981,93.2125
grc,1982,93.42299
grc,1983,94.2614
grc,1984,94.1936
grc,1985,94.07422
grc,1986,93.17156
grc,1987,90.95459
grc,1988,91.72147
grc,1989,91.19082
grc,1990,90.8961
grc,1991,90.62979
grc,1992,88.94075
grc,1993,87.30481
grc,1994,86.98576
grc,1995,88.64463
grc,1996,88.44979
grc,1997,89.63678
grc,1998,93.39902
grc,1999,94.60154
grc,2000,95.38317
grc,2001,94.30742
grc,2002,95.15271
grc,2003,95.74776
grc,2004,96.728
grc,2005,95.79944
grc,2006,95.50275
grc,2007,95.31785
grc,2010,96.8096
grc,2011,96.95325
grc,2012,97.73128
grc,2013,97.49025
grc,2014,96.53303
grc,2015,97.32526
grc,2016,97.94221
grc,2017,98.22037
grd,1972,83.78448
grd,1977,97.65401
grd,1978,98.77285
grd,1979,98.48642
grd,1980,95.90462
grd,1981,91.17594
grd,1982,88.06265
grd,1983,88.10934
grd,1984,90.56162
grd,1999,98.0834
grd,2002,97.28518
grd,2004,96.28962
grd,2005,93.1893
grd,2007,95.27801
grd,2008,93.64296
grd,2018,95.86628
gtm,1970,45.95251
gtm,1971,47.12064
gtm,1972,47.8403
gtm,1974,49.11799
gtm,1975,50.10291
gtm,1978,52.317
gtm,1979,52.81906
gtm,1980,54.64924
gtm,1981,57.53732
gtm,1982,54.64903
gtm,1983,58.17684
gtm,1997,71.03313
gtm,1999,79.58983
gtm,2000,82.35574
gtm,2001,82.77562
gtm,2002,84.78575
gtm,2004,89.31913
gtm,2005,90.80877
gtm,2006,92.28846
gtm,2007,93.29561
gtm,2008,93.686
gtm,2009,96.29742
gtm,2010,95.20853
gtm,2011,92.72544
gtm,2012,89.87772
gtm,2013,87.41445
gtm,2014,85.56198
gtm,2015,85.21609
gtm,2016,84.59497
gtm,2017,85.58408
gtm,2018,86.88631
guy,1971,86.85752
guy,1972,88.05772
guy,1974,90.53286
guy,1976,86.89338
guy,1977,91.75515
guy,1979,88.68043
guy,1982,88.87672
guy,1991,91.87291
guy,1992,89.64668
guy,1993,88.06664
guy,1995,89.89822
guy,1996,88.43708
guy,2003,91.33466
guy,2008,92.743
guy,2009,88.01357
guy,2010,91.70702
guy,2011,93.15013
guy,2012,93.09037
hkg,1971,88.46549
hkg,1972,89.63404
hkg,1973,89.60049
hkg,1974,91.10855
hkg,1975,92.74867
hkg,1976,93.85348
hkg,1977,95.10725
hkg,1978,94.6876
hkg,1979,95.07646
hkg,1980,99.23593
hkg,1981,98.9472
hkg,1982,98.2008
hkg,1983,97.83636
hkg,1984,97.16339
hkg,1985,96.0005
hkg,1995,93.90261
hkg,1996,93.80741
hkg,2012,94.19961
hkg,2013,93.79324
hkg,2014,94.29161
hkg,2015,93.80718
hkg,2016,96.37164
hkg,2017,95.72751
hkg,2018,95.45476
hnd,1978,71.81882
hnd,1979,75.19104
hnd,1980,75.63177
hnd,1982,85.80698
hnd,1983,87.31887
hnd,1984,88.30769
hnd,1986,88.13968
hnd,1991,86.26625
hnd,1993,87.56326
hnd,2000,85.74906
hnd,2003,85.74802
hnd,2004,85.2252
hnd,2005,82.83074
hnd,2006,86.78015
hnd,2007,81.51275
hnd,2008,84.95118
hnd,2009,84.14619
hnd,2010,84.76193
hnd,2011,85.94403
hnd,2012,82.9426
hnd,2013,79.47982
hnd,2014,79.18979
hnd,2015,77.96419
hnd,2016,79.58265
hnd,2017,80.09489
hrv,1998,83.99954
hrv,1999,86.00243
hrv,2000,87.71651
hrv,2001,89.95082
hrv,2002,91.81793
hrv,2003,93.61944
hrv,2005,90.43858
hrv,2006,90.07755
hrv,2007,89.78888
hrv,2008,88.02296
hrv,2009,85.8984
hrv,2010,85.81516
hrv,2011,87.64469
hrv,2012,89.14168
hrv,2013,88.65935
hrv,2014,88.74208
hrv,2015,88.94188
hrv,2016,87.6378
hrv,2017,88.0407
hti,1980,36.70574
hti,1981,37.70189
hti,1982,43.19618
hti,1983,47.48522
hti,1984,44.07646
hti,1985,49.18699
hti,1986,51.36301
hti,1987,42.54737
hti,1997,58.11227
hun,1994,91.54598
hun,1995,90.50608
hun,1996,78.42221
hun,1997,87.00003
hun,1998,86.77309
hun,1999,87.14489
hun,2000,87.82211
hun,2001,88.60332
hun,2002,89.1568
hun,2003,88.63265
hun,2004,88.68183
hun,2005,89.3733
hun,2006,90.61516
hun,2007,89.72605
hun,2008,91.18075
hun,2009,91.91353
hun,2010,92.05381
hun,2011,91.45924
hun,2012,90.78135
hun,2013,90.77126
hun,2014,91.07825
hun,2015,91.23812
hun,2016,91.39837
hun,2017,90.83399
idn,1971,70.05028
idn,1972,71.18559
idn,1974,70.91468
idn,1975,73.36134
idn,1976,76.27509
idn,1977,78.66262
idn,1978,85.4446
idn,1981,90.12354
idn,1982,96.03236
idn,1983,97.42245
idn,1984,97.70897
idn,1985,97.82536
idn,1986,97.21808
idn,1987,98.05198
idn,1988,97.76875
idn,1989,97.87723
idn,1990,96.23255
idn,1991,95.32152
idn,1992,94.45806
idn,1993,93.25455
idn,1994,93.78734
idn,1995,93.61081
idn,1996,92.51603
idn,1997,92.46189
idn,2001,91.94318
idn,2002,91.32723
idn,2003,90.64128
idn,2004,89.73712
idn,2005,88.93075
idn,2006,91.79173
idn,2007,93.81578
idn,2008,93.13418
idn,2009,93.76106
idn,2010,94.22952
idn,2011,93.73808
idn,2012,92.85318
idn,2013,90.5756
idn,2014,90.00059
idn,2016,92.77266
idn,2017,94.09782
idn,2018,93.4963
ind,1971,61.04195
ind,1990,77.12007
ind,2000,79.50755
ind,2001,79.37586
ind,2002,78.99802
ind,2003,83.57377
ind,2007,91.12498
ind,2008,90.8729
ind,2009,90.65366
ind,2010,90.95531
ind,2011,90.37191
ind,2012,91.57155
ind,2013,92.25734
irl,1971,97.7837
irl,1972,97.02108
irl,1973,97.22484
irl,1974,96.06486
irl,1975,95.8424
irl,1976,95.95459
irl,1977,95.94391
irl,1978,95.83157
irl,1979,95.02001
irl,1980,93.77915
irl,1981,91.9501
irl,1982,89.98083
irl,1983,88.43755
irl,1986,87.04801
irl,1987,87.66118
irl,1988,88.55462
irl,1989,89.00253
irl,1990,89.36873
irl,1991,88.84745
irl,1992,87.95219
irl,1993,87.58849
irl,1994,87.64264
irl,1995,87.94268
irl,1996,88.80624
irl,1998,94.67116
irl,1999,94.72039
irl,2000,94.79352
irl,2001,94.63713
irl,2002,94.80837
irl,2003,94.8888
irl,2004,94.91075
irl,2005,94.81635
irl,2006,95.19238
irl,2007,95.33288
irl,2008,95.40736
irl,2009,95.46813
irl,2010,95.20748
irl,2011,97.52724
irl,2012,95.33033
irl,2013,95.2089
irl,2014,95.35688
irl,2015,95.75035
irl,2016,95.87164
irl,2017,95.78041
irn,1971,59.36177
irn,1984,83.18713
irn,1985,83.3176
irn,1986,84.19432
irn,1987,84.43713
irn,1988,85.16197
irn,1989,85.4723
irn,1990,91.44414
irn,1992,95.09933
irn,1997,91.55973
irn,1999,85.42788
irn,2000,86.13483
irn,2002,97.12907
irn,2003,96.04654
irn,2004,97.76144
irn,2005,95.32962
irn,2006,95.87482
irn,2007,95.12881
irn,2009,97.70461
irn,2010,96.5537
irn,2011,96.70394
irn,2012,97.93445
irn,2013,98.63946
irn,2014,99.52212
irn,2015,99.69128
irn,2016,99.70946
irn,2017,99.70291
irq,1971,57.12095
irq,1972,59.67378
irq,1973,62.28035
irq,1974,64.72418
irq,1975,64.5203
irq,1976,72.53122
irq,1977,73.82683
irq,1978,75.4489
irq,1979,89.96211
irq,1980,93.51063
irq,1981,92.72885
irq,1983,88.39691
irq,1985,87.40411
irq,1986,88.10204
irq,1987,89.86442
irq,1988,90.97534
irq,1989,89.92145
irq,1993,78.60533
irq,1996,76.13983
irq,1999,90.0423
irq,2000,88.89713
irq,2003,94.37695
irq,2004,92.99956
irq,2007,92.79598
isl,1977,99.1299
isl,1994,97.33665
isl,1996,97.9898
isl,1997,98.47849
isl,1998,99.41332
isl,1999,98.79555
isl,2000,98.82721
isl,2001,99.14985
isl,2002,99.20209
isl,2003,98.20419
isl,2004,96.5557
isl,2005,96.76546
isl,2006,97.22027
isl,2007,98.03954
isl,2008,99.1549
isl,2009,99.6124
isl,2010,99.2208
isl,2011,98.72088
isl,2012,98.15848
isl,2013,98.03622
isl,2014,98.12777
isl,2015,98.56708
isl,2016,99.45437
isl,2017,99.83367
isr,1999,97.50427
isr,2000,97.77894
isr,2001,98.24154
isr,2002,97.89682
isr,2003,98.01712
isr,2004,97.5958
isr,2005,97.47827
isr,2006,97.00818
isr,2007,97.24211
isr,2008,97.2073
isr,2009,96.90787
isr,2010,97.04351
isr,2011,96.69502
isr,2012,97.30131
isr,2013,96.88277
isr,2014,96.71318
isr,2015,97.20197
isr,2016,96.73324
isr,2017,97.01884
ita,1973,99.4926
ita,1976,98.38009
ita,1979,99.50328
ita,1985,99.00927
ita,1995,97.06267
ita,1996,98.22957
ita,1997,99.13519
ita,1999,98.83035
ita,2000,98.4748
ita,2001,98.66252
ita,2002,98.59154
ita,2003,98.44817
ita,2004,98.64055
ita,2005,98.408
ita,2006,98.39118
ita,2007,98.43845
ita,2008,98.24087
ita,2009,97.61927
ita,2010,97.63938
ita,2011,97.18455
ita,2012,97.42164
ita,2013,97.81952
ita,2014,97.13266
ita,2015,96.56912
ita,2016,96.00704
ita,2017,95.65574
jam,1975,95.1505
jam,1976,92.50368
jam,1977,92.97177
jam,1979,96.48257
jam,1980,96.50106
jam,1981,96.40776
jam,1983,97.44464
jam,1984,96.24322
jam,1985,95.49819
jam,1986,95.70327
jam,1987,97.76091
jam,1988,94.64053
jam,1989,98.10415
jam,1990,97.36788
jam,1991,95.72525
jam,1993,92.6702
jam,1999,90.09004
jam,2000,91.57529
jam,2001,91.40376
jam,2002,91.06873
jam,2003,89.77681
jam,2004,91.53535
jam,2015,84.96535
jam,2016,84.05713
jam,2017,82.51691
jam,2018,81.0188
jor,1972,86.81429
jor,1973,92.31774
jor,1974,94.64391
jor,1975,95.026
jor,1976,95.67765
jor,1977,96.54132
jor,1978,97.41195
jor,1979,96.9744
jor,1980,91.70795
jor,1981,89.5602
jor,1982,89.26891
jor,1983,86.61166
jor,1984,86.37609
jor,1985,87.18402
jor,1999,87.10463
jor,2000,87.77451
jor,2002,89.65828
jor,2003,90.93573
jor,2004,91.02632
jor,2005,89.88528
jor,2006,87.97299
jor,2007,85.20743
jor,2008,82.77949
jor,2010,80.7257
jor,2011,78.26942
jor,2012,75.45445
jor,2013,74.83179
jor,2016,76.75783
jor,2017,80.09353
jor,2018,80.8644
kaz,2000,87.04573
kaz,2001,89.51106
kaz,2002,91.5917
kaz,2003,92.01804
kaz,2004,92.58491
kaz,2005,91.09722
kaz,2006,89.95021
kaz,2007,89.51797
kaz,2008,90.61103
kaz,2009,89.48954
kaz,2010,89.45954
kaz,2011,87.95573
kaz,2012,86.31897
kaz,2013,86.15113
kaz,2014,86.52115
kaz,2015,86.31191
kaz,2016,87.3628
kaz,2017,86.24057
kaz,2018,87.58681
kaz,2019,86.85584
ken,1999,60.99233
ken,2000,63.70743
ken,2001,64.82191
ken,2002,59.55194
ken,2003,70.65569
ken,2004,68.99043
ken,2005,69.58856
ken,2006,68.69264
ken,2007,78.52198
ken,2008,74.7547
ken,2009,75.94578
ken,2012,79.96782
kgz,1996,92.24185
kgz,1999,87.08193
kgz,2000,86.23445
kgz,2001,86.70752
kgz,2002,86.56198
kgz,2003,85.66637
kgz,2004,90.15894
kgz,2005,87.72328
kgz,2006,88.89012
kgz,2007,87.57056
kgz,2008,87.41595
kgz,2009,86.84836
kgz,2010,87.3591
kgz,2011,87.31801
kgz,2012,89.62546
kgz,2013,90.44162
kgz,2014,89.78817
kgz,2015,89.45166
kgz,2016,89.36426
kgz,2017,89.88762
kgz,2018,89.85774
khm,1997,83.10079
khm,1998,84.72523
khm,1999,86.69373
khm,2000,92.40854
khm,2003,97.43006
khm,2006,94.83255
khm,2007,95.88748
khm,2008,94.57758
khm,2010,93.61728
khm,2011,97.51867
khm,2012,97.40673
khm,2014,95.04806
khm,2015,95.26797
khm,2016,92.75899
khm,2017,90.54321
khm,2018,90.26554
kir,1979,98.70816
kir,1981,99.72842
kir,1983,99.35027
kir,1984,99.42015
kir,1985,98.81427
kir,1986,97.42141
kir,1987,94.38566
kir,1989,98.42166
kir,1991,99.72754
kir,1992,99.93898
kir,1993,98.85377
kir,1994,99.04853
kir,1995,98.29672
kir,1996,98.31647
kir,1997,99.11476
kir,2014,97.4324
kir,2015,95.76556
kir,2016,97.47591
kir,2017,94.69278
kna,1984,99.34794
kna,1985,85.92058
kna,1986,88.38511
kna,1988,98.74378
kna,1989,98.91371
kna,2002,92.68956
kna,2003,95.67879
kna,2004,95.6924
kna,2005,97.33724
kna,2007,94.4263
kna,2008,93.75983
kna,2010,94.39666
kna,2012,96.21426
kna,2013,95.96469
kna,2014,94.52123
kna,2016,93.7852
kor,1971,95.91674
kor,1972,97.544
kor,1973,96.80779
kor,1974,96.44532
kor,1975,96.7839
kor,1976,97.68954
kor,1977,96.78439
kor,1978,97.12083
kor,1979,98.75101
kor,1980,99.96693
kor,1981,99.94785
kor,1982,99.81309
kor,1983,99.7587
kor,1984,99.13846
kor,1985,98.57461
kor,1986,98.27344
kor,1987,99.4696
kor,1988,99.88403
kor,1989,99.88231
kor,1990,99.77703
kor,1991,99.73981
kor,1992,99.57954
kor,1993,99.35196
kor,1994,99.00819
kor,1995,98.51563
kor,1996,98.24344
kor,1997,98.30431
kor,1998,97.72215
kor,1999,98.50236
kor,2000,99.06072
kor,2001,98.11869
kor,2002,97.73171
kor,2003,98.5255
kor,2004,98.19463
kor,2005,99.38856
kor,2006,99.40966
kor,2007,99.47129
kor,2008,99.50574
kor,2009,99.49475
kor,2010,98.38177
kor,2011,98.88635
kor,2012,97.84902
kor,2013,95.3693
kor,2014,95.818
kor,2015,97.98472
kor,2016,96.86178
kor,2017,97.25516
kwt,1971,61.4527
kwt,1972,64.17983
kwt,1973,67.56446
kwt,1974,68.77779
kwt,1975,70.01025
kwt,1976,71.41738
kwt,1977,76.11513
kwt,1978,85.02354
kwt,1979,83.31411
kwt,1980,81.73304
kwt,1981,82.62142
kwt,1982,83.57238
kwt,1983,86.09256
kwt,1984,87.42429
kwt,1985,88.99564
kwt,1986,88.7421
kwt,1987,83.47732
kwt,1988,81.90468
kwt,1992,46.99573
kwt,1994,67.96727
kwt,1996,89.25154
kwt,1997,88.84661
kwt,1998,88.52773
kwt,1999,88.2934
kwt,2000,85.39184
kwt,2001,84.93984
kwt,2002,88.94481
kwt,2003,87.44694
kwt,2004,88.25737
kwt,2005,92.70689
kwt,2007,91.54554
kwt,2008,92.41341
kwt,2010,92.3455
kwt,2011,92.74123
kwt,2012,92.59959
kwt,2013,92.07642
kwt,2014,92.17298
kwt,2015,92.12953
kwt,2016,90.61364
kwt,2017,85.87088
kwt,2018,82.63321
lao,1988,64.94106
lao,1990,64.66251
lao,1992,57.91432
lao,1993,62.72608
lao,1994,66.45433
lao,1996,68.4371
lao,1997,70.95232
lao,1998,74.27794
lao,1999,74.94703
lao,2000,75.85907
lao,2001,75.377
lao,2002,76.5676
lao,2003,79.17625
lao,2004,79.84852
lao,2005,81.105
lao,2006,82.62215
lao,2007,85.23456
lao,2008,87.67267
lao,2009,89.97949
lao,2010,94.53585
lao,2011,94.33115
lao,2012,94.32175
lao,2013,96.23668
lao,2014,96.5434
lao,2015,94.89325
lao,2016,94.00376
lao,2017,92.48614
lao,2018,91.46712
lbn,1974,97.87249
lbr,1999,48.10395
lbr,2006,36.08605
lbr,2008,43.79097
lbr,2009,40.55385
lbr,2011,40.78992
lbr,2014,38.38889
lbr,2017,44.25563
lby,1971,78.53004
lby,1972,86.42805
lby,1973,91.07185
lby,1974,93.34071
lby,1975,93.85791
lby,1976,95.3972
lby,1977,95.92914
lby,1978,93.31368
lby,1980,96.87382
lby,1981,96.76456
lby,1983,98.05978
lca,1981,92.27485
lca,1982,94.20892
lca,1983,99.05795
lca,1984,98.73902
lca,1985,100
lca,1986,100
lca,1990,97.30896
lca,2000,89.26997
lca,2001,90.22427
lca,2002,97.46535
lca,2003,95.94187
lca,2004,94.24963
lca,2005,91.79219
lca,2006,94.16778
lca,2007,93.2892
lca,2015,94.16119
lca,2016,94.85034
lca,2017,94.86626
lca,2018,95.39814
lie,2003,94.48077
lie,2004,95.6222
lie,2005,90.54969
lie,2006,95.07177
lie,2007,95.179
lie,2008,93.49633
lie,2009,91.85695
lie,2010,93.53901
lie,2011,91.97499
lie,2012,91.08547
lie,2014,90.68654
lie,2015,94.30104
lie,2016,92.1204
lka,1977,78.47999
lka,1986,98.17965
lka,2001,99.72458
lka,2002,99.92302
lka,2003,99.61839
lka,2004,96.84556
lka,2005,97.19208
lka,2006,96.53303
lka,2007,96.14996
lka,2008,95.40908
lka,2009,93.07299
lka,2010,94.73654
lka,2011,94.87746
lka,2012,95.23607
lka,2013,96.37795
lka,2014,97.26222
lka,2015,98.91893
lka,2016,98.90304
lka,2017,99.09921
lka,2018,99.10711
lso,1970,59.06959
lso,1971,55.25332
lso,1972,55.88081
lso,1973,56.20799
lso,1974,63.82574
lso,1976,64.22977
lso,1977,64.86645
lso,1978,58.41162
lso,1979,59.36104
lso,1980,59.45404
lso,1981,59.55338
lso,1982,63.38954
lso,1983,62.79703
lso,1984,63.57605
lso,1985,65.65393
lso,1986,65.38437
lso,1987,66.51564
lso,1988,67.28966
lso,1989,66.35433
lso,1990,65.08796
lso,1991,66.2798
lso,1992,66.34746
lso,1993,64.00362
lso,1994,64.91882
lso,1995,63.89581
lso,1996,64.10472
lso,1998,57.22832
lso,1999,54.28467
lso,2000,74.50071
lso,2001,76.2845
lso,2002,78.78223
lso,2003,81.61161
lso,2004,81.89118
lso,2005,83.75431
lso,2006,86.06502
lso,2007,84.60323
lso,2008,86.17053
lso,2009,86.82353
lso,2010,88.6368
lso,2011,88.93112
lso,2012,89.19998
lso,2013,86.3829
lso,2014,87.35942
lso,2015,88.60833
lso,2016,90.57671
lso,2017,93.31062
ltu,1998,94.995
ltu,1999,95.21247
ltu,2000,95.59408
ltu,2001,95.6725
ltu,2002,95.3632
ltu,2003,95.39212
ltu,2004,95.2882
ltu,2005,95.6621
ltu,2006,96.12148
ltu,2007,95.75565
ltu,2008,95.10085
ltu,2009,95.73237
ltu,2010,96.32562
ltu,2011,96.76184
ltu,2012,97.34555
ltu,2013,97.93533
ltu,2014,98.15362
ltu,2015,98.16962
ltu,2016,98.28579
ltu,2017,98.17529
lux,1972,91.13997
lux,1973,89.97293
lux,1974,92.19333
lux,1975,91.25173
lux,1976,90.88845
lux,1977,90.30083
lux,1978,89.93416
lux,1981,78.88961
lux,1982,84.37641
lux,1983,83.11006
lux,1984,81.7267
lux,1986,81.77756
lux,1987,78.59312
lux,1988,84.90042
lux,1999,96.15628
lux,2000,95.83488
lux,2001,95.97568
lux,2002,96.10443
lux,2003,94.91876
lux,2004,95.62663
lux,2005,96.25162
lux,2006,96.52911
lux,2007,96.62426
lux,2008,95.79417
lux,2010,92.73811
lux,2011,92.06646
lux,2012,92.96656
lux,2013,92.73666
lux,2014,93.34251
lux,2015,94.91362
lux,2016,95.5354
lux,2017,95.03083
lva,1999,96.83758
lva,2008,96.06032
lva,2009,96.75487
lva,2010,97.18449
lva,2011,97.30311
lva,2012,96.50816
lva,2013,96.11791
