geo,time,ag_prd_crel_mt
can,2005,50962400
can,2006,48577300
can,2007,48005300
can,2008,56030400
can,2009,49691900
can,2010,46122200
can,2011,48337200
can,2012,51839900
can,2013,66528601
can,2014,51683501
can,2015,53563000
can,2016,58904067
can,2017,56377700
can,2018,58095800
che,1961,517800
che,1962,697400
che,1963,514700
che,1964,632200
che,1965,557900
che,1966,566600
che,1967,672800
che,1968,652600
che,1969,640400
che,1970,633700
che,1971,743000
che,1972,738400
che,1973,749600
che,1974,856800
che,1975,756900
che,1976,795500
che,1977,690000
che,1978,835100
che,1979,875000
che,1980,789100
che,1981,863500
che,1982,928900
che,1983,899600
che,1984,1118200
che,1985,1054400
che,1986,959900
che,1987,939000
che,1988,1243700
che,1989,1410700
che,1990,1268000
che,1991,1273639
che,1992,1182772
che,1993,1252968
che,1994,1213740
che,1995,1245612
che,1996,1317471
che,1997,1194083
che,1998,1240975
che,1999,1028481
che,2000,1169500
che,2001,1079600
che,2002,1087700
che,2003,847200
che,2004,1089000
che,2005,1056500
che,2006,1013200
che,2007,1012697
che,2008,1002471
che,2009,1006184
che,2010,924003
che,2011,999473
che,2012,950518
che,2013,867294
che,2014,994406
che,2015,910072
che,2016,743880
che,2017,976614
che,2018,882055
chl,1961,1476591
chl,1962,1389968
chl,1963,1561408
chl,1964,1656255
chl,1965,1620504
chl,1966,1914918
chl,1967,1890890
chl,1968,1961730
chl,1969,1590124
chl,1970,1840835
chl,1971,1931264
chl,1972,1827016
chl,1973,1320638
chl,1974,1653790
chl,1975,1671151
chl,1976,1406210
chl,1977,1977820
chl,1978,1483220
chl,1979,1936840
chl,1980,1754570
chl,1981,1535090
chl,1982,1447650
chl,1983,1437080
chl,1984,2115610
chl,1985,2359916
chl,1986,2674806
chl,1987,2819062
chl,1988,2799539
chl,1989,3147704
chl,1990,2980600
chl,1991,2863844
chl,1992,2900504
chl,1993,2643035
chl,1994,2618939
chl,1995,2765799
chl,1996,2577562
chl,1997,3077333
chl,1998,3098078
chl,1999,2167950
chl,2000,2589760
chl,2001,3115635
chl,2002,3380192
chl,2003,3692845
chl,2004,3999404
chl,2005,3989070
chl,2006,3565734
chl,2007,2855245
chl,2008,3302330
chl,2009,3125486
chl,2010,3588462
chl,2011,3950348
chl,2012,3464791
chl,2013,4004023
chl,2014,3478752
chl,2015,3788921
chl,2016,3872403
chl,2017,3471010
chl,2018,3661435
chn,1961,109659976
chn,1962,120421293
chn,1963,137456233
chn,1964,152356625
chn,1965,162156281
chn,1966,177613486
chn,1967,181182167
chn,1968,177133015
chn,1969,176486754
chn,1970,200836854
chn,1971,212142760
chn,1972,206516977
chn,1973,221853449
chn,1974,234636870
chn,1975,244525529
chn,1976,250213735
chn,1977,243286035
chn,1978,273038118
chn,1979,292727509
chn,1980,280287437
chn,1981,286450038
chn,1982,315364050
chn,1983,345626506
chn,1984,365937335
chn,1985,339877377
chn,1986,352084647
chn,1987,359240676
chn,1988,351824290
chn,1989,367636080
chn,1990,404719096
chn,1991,398896071
chn,1992,404275226
chn,1993,407930462
chn,1994,396460120
chn,1995,418664201
chn,1996,453439300
chn,1997,445931409
chn,1998,458394739
chn,1999,455192431
chn,2000,407336509
chn,2001,398396811
chn,2002,398688240
chn,2003,376655003
chn,2004,413163790
chn,2005,429370265
chn,2006,452800282
chn,2007,457809418
chn,2008,480125970
chn,2009,483277147
chn,2010,497920509
chn,2011,521171808
chn,2012,541163568
chn,2013,554422547
chn,2014,559325222
chn,2015,623197344
chn,2016,618011522
chn,2017,619879237
chn,2018,612170193
civ,1961,294000
civ,1962,451000
civ,1963,440600
civ,1964,478900
civ,1965,481500
civ,1966,524600
civ,1967,620600
civ,1968,625600
civ,1969,617800
civ,1970,591900
civ,1971,711400
civ,1972,585900
civ,1973,613400
civ,1974,693900
civ,1975,837525
civ,1976,780125
civ,1977,809385
civ,1978,846450
civ,1979,889850
civ,1980,859900
civ,1981,846680
civ,1982,934475
civ,1983,818885
civ,1984,1096250
civ,1985,1082424
civ,1986,1043119
civ,1987,1079837
civ,1988,1150577
civ,1989,1194341
civ,1990,1241131
civ,1991,1224938
civ,1992,1245791
civ,1993,1267664
civ,1994,1290241
civ,1995,1321407
civ,1996,1354230
civ,1997,1221428
civ,1998,1243200
civ,1999,1264364
civ,2000,1285904
civ,2001,1307824
civ,2002,1330096
civ,2003,1334280
civ,2004,1378128
civ,2005,1424903
civ,2006,1441779
civ,2007,1224570
civ,2008,1408447
civ,2009,1428840
civ,2010,1961771
civ,2011,1607414
civ,2012,2332512
civ,2013,2712481
civ,2014,2855919
civ,2015,3308600
civ,2016,3159200
civ,2017,3290400
civ,2018,3266110
cmr,1961,703583
cmr,1962,689048
cmr,1963,700750
cmr,1964,694099
cmr,1965,673250
cmr,1966,725794
cmr,1967,631191
cmr,1968,643847
cmr,1969,788129
cmr,1970,737727
cmr,1971,798840
cmr,1972,777845
cmr,1973,769867
cmr,1974,860079
cmr,1975,1102526
cmr,1976,834899
cmr,1977,846930
cmr,1978,887449
cmr,1979,872186
cmr,1980,891774
cmr,1981,834621
cmr,1982,961200
cmr,1983,889155
cmr,1984,657375
cmr,1985,815330
cmr,1986,1094453
cmr,1987,714801
cmr,1988,899635
cmr,1989,857532
cmr,1990,816296
cmr,1991,994962
cmr,1992,1019075
cmr,1993,986587
cmr,1994,960798
cmr,1995,1179858
cmr,1996,1296414
cmr,1997,1267562
cmr,1998,1411779
cmr,1999,1185284
cmr,2000,1275031
cmr,2001,1356269
cmr,2002,1498928
cmr,2003,1587074
cmr,2004,1684566
cmr,2005,1873821
cmr,2006,2096108
cmr,2007,2368430
cmr,2008,2474095
cmr,2009,2820274
cmr,2010,3011835
cmr,2011,2988076
cmr,2012,3229408
cmr,2013,3197150
cmr,2014,3357848
cmr,2015,3667036
cmr,2016,3963204
cmr,2017,4081984
cmr,2018,4198483
cod,1961,503194
cod,1962,491776
cod,1963,456941
cod,1964,458636
cod,1965,448234
cod,1966,532604
cod,1967,558240
cod,1968,654274
cod,1969,645935
cod,1970,666231
cod,1971,672000
cod,1972,701555
cod,1973,712224
cod,1974,735654
cod,1975,759021
cod,1976,773400
cod,1977,779900
cod,1978,770800
cod,1979,868800
cod,1980,889000
cod,1981,940900
cod,1982,981290
cod,1983,1010485
cod,1984,1057866
cod,1985,1141300
cod,1986,1192860
cod,1987,1256060
cod,1988,1332440
cod,1989,1414920
cod,1990,1490658
cod,1991,1458967
cod,1992,1502519
cod,1993,1607622
cod,1994,1659940
cod,1995,1479045
cod,1996,1556773
cod,1997,1531845
cod,1998,1621403
cod,1999,1592753
cod,2000,1572045
cod,2001,1546061
cod,2002,1520470
cod,2003,1521340
cod,2004,1522295
cod,2005,1523240
cod,2006,1524145
cod,2007,1525030
cod,2008,1525860
cod,2009,1526862
cod,2010,1528274
cod,2011,1529338
cod,2012,2643672
cod,2013,2857221
cod,2014,3094544
cod,2015,3115599
cod,2016,3032139
cod,2017,3067140
cod,2018,3121029
cog,1961,5000
cog,1962,5050
cog,1963,8800
cog,1964,9000
cog,1965,10000
cog,1966,11000
cog,1967,12000
cog,1968,15500
cog,1969,10000
cog,1970,8000
cog,1971,10000
cog,1972,11701
cog,1973,12229
cog,1974,18431
cog,1975,20650
cog,1976,20860
cog,1977,21011
cog,1978,13500
cog,1979,20000
cog,1980,11713
cog,1981,13400
cog,1982,8472
cog,1983,12387
cog,1984,14371
cog,1985,16048
cog,1986,22121
cog,1987,19942
cog,1988,20805
cog,1989,21691
cog,1990,6014
cog,1991,6225
cog,1992,6442
cog,1993,8663
cog,1994,8910
cog,1995,11143
cog,1996,11681
cog,1997,11934
cog,1998,12838
cog,1999,9538
cog,2000,9767
cog,2001,18025
cog,2002,19206
cog,2003,22188
cog,2004,22003
cog,2005,22090
cog,2006,21700
cog,2007,21323
cog,2008,22950
cog,2009,23900
cog,2010,24795
cog,2011,25269
cog,2012,26547
cog,2013,28120
cog,2014,29600
cog,2015,28477
cog,2016,28881
cog,2017,29383
cog,2018,29886
col,1961,1476921
col,1962,1616500
col,1963,1551280
col,1964,1826649
col,1965,1812755
col,1966,1810000
col,1967,1776700
col,1968,1952100
col,1969,1839285
col,1970,1888195
col,1971,2123548
col,1972,2227384
col,1973,2349871
col,1974,2854540
col,1975,2841330
col,1976,2909420
col,1977,2672126
col,1978,3415824
col,1979,3381881
col,1980,3224948
col,1981,3409936
col,1982,3617861
col,1983,3379234
col,1984,3257772
col,1985,3144300
col,1986,3067149
col,1987,3598000
col,1988,3553800
col,1989,4007400
col,1990,4314100
col,1991,3947987
col,1992,3673752
col,1993,3522063
col,1994,3630600
col,1995,3435232
col,1996,3177419
col,1997,3207192
col,1998,2892916
col,1999,3411435
col,2000,3623161
col,2001,3553006
col,2002,3625378
col,2003,4289072
col,2004,4442966
col,2005,4102681
col,2006,3689641
col,2007,4017672
col,2008,4327870
col,2009,4183178
col,2010,3540546
col,2011,3803230
col,2012,4275177
col,2013,3821340
col,2014,4056457
col,2015,4003591
col,2016,4401445
col,2017,4668591
col,2018,4757682
com,1961,11300
com,1962,11300
com,1963,12300
com,1964,13600
com,1965,15000
com,1966,16300
com,1967,15500
com,1968,14500
com,1969,13500
com,1970,13500
com,1971,11500
com,1972,12600
com,1973,13700
com,1974,14800
com,1975,16000
com,1976,16200
com,1977,17600
com,1978,18000
com,1979,18000
com,1980,18200
com,1981,18300
com,1982,18200
com,1983,18000
com,1984,16650
com,1985,16550
com,1986,16990
com,1987,16450
com,1988,16500
com,1989,18550
com,1990,18655
com,1991,19570
com,1992,20090
com,1993,20610
com,1994,20666
com,1995,20912
com,1996,21078
com,1997,21246
com,1998,21456
com,1999,21076
com,2000,18981
com,2001,20796
com,2002,21139
com,2003,21637
com,2004,22122
com,2005,22250
com,2006,24262
com,2007,21544
com,2008,24741
com,2009,26230
com,2010,29214
com,2011,31893
com,2012,32363
com,2013,35154
com,2014,36673
com,2015,36907
com,2016,38947
com,2017,37838
com,2018,38354
cpv,1961,13000
cpv,1962,13000
cpv,1963,13000
cpv,1964,13000
cpv,1965,17000
cpv,1966,19000
cpv,1967,22000
cpv,1968,11000
cpv,1969,7000
cpv,1970,924
cpv,1971,910
cpv,1972,575
cpv,1973,714
cpv,1974,2200
cpv,1975,4000
cpv,1976,5000
cpv,1977,1500
cpv,1978,1000
cpv,1979,6000
cpv,1980,8500
cpv,1981,3000
cpv,1982,4400
cpv,1983,2700
cpv,1984,2525
cpv,1985,1323
cpv,1986,12138
cpv,1987,21182
cpv,1988,16507
cpv,1989,9714
cpv,1990,11418
cpv,1991,8258
cpv,1992,10265
cpv,1993,11888
cpv,1994,8163
cpv,1995,8166
cpv,1996,10190
cpv,1997,4900
cpv,1998,4883
cpv,1999,36439
cpv,2000,24341
cpv,2001,19549
cpv,2002,5067
cpv,2003,12154
cpv,2004,10000
cpv,2005,3648
cpv,2006,6378
cpv,2007,4425
cpv,2008,8039
cpv,2009,7383
cpv,2010,7047
cpv,2011,5569
cpv,2012,6001
cpv,2013,5785
cpv,2014,1065
cpv,2015,8677
cpv,2016,5642
cpv,2017,4976
cpv,2018,3893
cri,1961,118813
cri,1962,131894
cri,1963,134717
cri,1964,150324
cri,1965,169085
cri,1966,176991
cri,1967,188871
cri,1968,198847
cri,1969,179050
cri,1970,162294
cri,1971,173673
cri,1972,177355
cri,1973,186046
cri,1974,201358
cri,1975,283183
cri,1976,272238
cri,1977,294310
cri,1978,312673
cri,1979,326109
cri,1980,347564
cri,1981,336112
cri,1982,255755
cri,1983,372438
cri,1984,362820
cri,1985,380804
cri,1986,342176
cri,1987,299427
cri,1988,314997
cri,1989,245664
cri,1990,286772
cri,1991,265288
cri,1992,241909
cri,1993,208883
cri,1994,239960
cri,1995,209994
cri,1996,266319
cri,1997,281857
cri,1998,263065
cri,1999,292453
cri,2000,284922
cri,2001,229454
cri,2002,201368
cri,2003,198281
cri,2004,209860
cri,2005,196477
cri,2006,207263
cri,2007,199214
cri,2008,234240
cri,2009,283516
cri,2010,286537
cri,2011,297476
cri,2012,231741
cri,2013,238539
cri,2014,234587
cri,2015,203816
cri,2016,213880
cri,2017,159571
cri,2018,163669
cub,1961,331308
cub,1962,356020
cub,1963,356900
cub,1964,227958
cub,1965,156970
cub,1966,164999
cub,1967,168593
cub,1968,210249
cub,1969,311115
cub,1970,462723
cub,1971,443328
cub,1972,408966
cub,1973,423632
cub,1974,532548
cub,1975,541346
cub,1976,546178
cub,1977,551874
cub,1978,553558
cub,1979,521200
cub,1980,573934
cub,1981,556987
cub,1982,615852
cub,1983,613744
cub,1984,650860
cub,1985,620420
cub,1986,666617
cub,1987,562139
cub,1988,584957
cub,1989,617481
cub,1990,539689
cub,1991,483644
cub,1992,442006
cub,1993,254234
cub,1994,487048
cub,1995,500900
cub,1996,717531
cub,1997,817272
cub,1998,618526
cub,1999,796890
cub,2000,826200
cub,2001,900115
cub,2002,1001179
cub,2003,1075955
cub,2004,889369
cub,2005,732197
cub,2006,744119
cub,2007,809469
cub,2008,762180
cub,2009,868697
cub,2010,779086
cub,2011,920658
cub,2012,1003983
cub,2013,1104303
cub,2014,1017580
cub,2015,791666
cub,2016,930968
cub,2017,786203
cub,2018,812374
cyp,1961,92761
cyp,1962,159512
cyp,1963,155562
cyp,1964,112776
cyp,1965,230195
cyp,1966,107696
cyp,1967,184201
cyp,1968,118059
cyp,1969,184302
cyp,1970,99974
cyp,1971,209601
cyp,1972,163576
cyp,1973,17216
cyp,1974,209296
cyp,1975,84176
cyp,1976,91338
cyp,1977,81229
cyp,1978,89022
cyp,1979,77826
cyp,1980,95220
cyp,1981,87158
cyp,1982,91684
cyp,1983,71310
cyp,1984,92650
cyp,1985,112200
cyp,1986,67800
cyp,1987,126000
cyp,1988,158110
cyp,1989,148080
cyp,1990,108500
cyp,1991,65180
cyp,1992,181645
cyp,1993,204840
cyp,1994,162150
cyp,1995,145170
cyp,1996,141190
cyp,1997,47780
cyp,1998,65820
cyp,1999,127100
cyp,2000,47950
cyp,2001,127380
cyp,2002,141750
cyp,2003,164690
cyp,2004,111410
cyp,2005,70185
cyp,2006,66833
cyp,2007,63533
cyp,2008,6341
cyp,2009,56820
cyp,2010,65732
cyp,2011,70195
cyp,2012,90747
cyp,2013,51923
cyp,2014,7362
cyp,2015,88127
cyp,2016,10161
cyp,2017,35836
cyp,2018,37225
cze,1993,6485852
cze,1994,6798604
cze,1995,6619711
cze,1996,6661644
cze,1997,6999309
cze,1998,6681420
cze,1999,6940576
cze,2000,6467637
cze,2001,7353491
cze,2002,6784829
cze,2003,5780887
cze,2004,8803796
cze,2005,7677321
cze,2006,6402586
cze,2007,7157365
cze,2008,8374003
cze,2009,7836375
cze,2010,6882070
cze,2011,8289282
cze,2012,6600024
cze,2013,7516944
cze,2014,8783608
cze,2015,8187774
cze,2016,8600552
cze,2017,7460864
cze,2018,6975004
deu,1961,17257340
deu,1962,21166661
deu,1963,20970320
deu,1964,22737326
deu,1965,20620142
deu,1966,20742474
deu,1967,25380099
deu,1968,26898318
deu,1969,25853039
deu,1970,23753864
deu,1971,28685065
deu,1972,28780064
deu,1973,29680306
deu,1974,32357236
deu,1975,30164053
deu,1976,27323692
deu,1977,30306879
deu,1978,33762346
deu,1979,31729504
deu,1980,32712941
deu,1981,31688884
deu,1982,34645710
deu,1983,33077787
deu,1984,37838589
deu,1985,37555294
deu,1986,37257105
deu,1987,35061112
deu,1988,36931897
deu,1989,36881160
deu,1990,37579589
deu,1991,39267858
deu,1992,34758462
deu,1993,35547425
deu,1994,36328713
deu,1995,39863871
deu,1996,42135618
deu,1997,45485681
deu,1998,44574851
deu,1999,44452029
deu,2000,45271234
deu,2001,49709326
deu,2002,43391325
deu,2003,39426039
deu,2004,51097000
deu,2005,45980200
deu,2006,43474800
deu,2007,40632149
deu,2008,50104858
deu,2009,49750199
deu,2010,44038739
deu,2011,41920400
deu,2012,45396500
deu,2013,47757100
deu,2014,52010400
deu,2015,48866800
deu,2016,45364400
deu,2017,45556800
deu,2018,37955800
dji,1981,5
dji,1982,5
dji,1983,5
dji,1984,7
dji,1985,7
dji,1986,10
dji,1987,9
dji,1988,10
dji,1989,4
dji,1990,10
dji,1991,10
dji,1992,10
dji,1993,10
dji,1994,10
dji,1995,10
dji,1996,10
dji,1997,10
dji,1998,10
dji,1999,11
dji,2000,11
dji,2001,12
dji,2002,10
dji,2003,10
dji,2004,10
dji,2005,9
dji,2006,10
dji,2007,11
dji,2008,12
dji,2009,13
dji,2010,14
dji,2011,15
dji,2012,16
dji,2013,16
dji,2014,16
dji,2015,18
dji,2016,19
dji,2017,18
dji,2018,18
dma,1961,130
dma,1962,130
dma,1963,140
dma,1964,140
dma,1965,150
dma,1966,150
dma,1967,160
dma,1968,160
dma,1969,160
dma,1970,160
dma,1971,170
dma,1972,170
dma,1973,180
dma,1974,180
dma,1975,190
dma,1976,200
dma,1977,200
dma,1978,200
dma,1979,220
dma,1980,230
dma,1981,235
dma,1982,240
dma,1983,250
dma,1984,230
dma,1985,200
dma,1986,180
dma,1987,180
dma,1988,160
dma,1989,160
dma,1990,150
dma,1991,159
dma,1992,162
dma,1993,160
dma,1994,174
dma,1995,170
dma,1996,173
dma,1997,174
dma,1998,168
dma,1999,174
dma,2000,175
dma,2001,174
dma,2002,176
dma,2003,180
dma,2004,182
dma,2005,190
dma,2006,200
dma,2007,210
dma,2008,190
dma,2009,184
dma,2010,170
dma,2011,140
dma,2012,200
dma,2013,200
dma,2014,197
dma,2015,190
dma,2016,190
dma,2017,191
dma,2018,191
dnk,1961,5198900
dnk,1962,5783409
dnk,1963,5502930
dnk,1964,6213090
dnk,1965,6213087
dnk,1966,5960293
dnk,1967,6152779
dnk,1968,6785257
dnk,1969,6775161
dnk,1970,6231953
dnk,1971,7026419
dnk,1972,7067157
dnk,1973,6633316
dnk,1974,7261462
dnk,1975,6251996
dnk,1976,5902423
dnk,1977,7377833
dnk,1978,7491995
dnk,1979,7689706
dnk,1980,7070004
dnk,1981,7276842
dnk,1982,7992679
dnk,1983,6379865
dnk,1984,9300369
dnk,1985,7956243
dnk,1986,7969109
dnk,1987,7183951
dnk,1988,8067500
dnk,1989,8795389
dnk,1990,9606978
dnk,1991,9231245
dnk,1992,6954231
dnk,1993,8198500
dnk,1994,7800025
dnk,1995,9149900
dnk,1996,9218042
dnk,1997,9529361
dnk,1998,9334138
dnk,1999,8774275
dnk,2000,9412662
dnk,2001,9423086
dnk,2002,8803709
dnk,2003,9050937
dnk,2004,8963200
dnk,2005,9283000
dnk,2006,8632300
dnk,2007,8220200
dnk,2008,9105500
dnk,2009,10163800
dnk,2010,8863200
dnk,2011,8809200
dnk,2012,9485400
dnk,2013,9119687
dnk,2014,9796378
dnk,2015,10047500
dnk,2016,9154326
dnk,2017,10027261
dnk,2018,7005294
dom,1961,164089
dom,1962,162764
dom,1963,168432
dom,1964,192256
dom,1965,211946
dom,1966,228412
dom,1967,214000
dom,1968,231406
dom,1969,250000
dom,1970,268600
dom,1971,276000
dom,1972,280000
dom,1973,289500
dom,1974,325141
dom,1975,281733
dom,1976,396849
dom,1977,392529
dom,1978,429390
dom,1979,437646
dom,1980,453005
dom,1981,459903
dom,1982,492708
dom,1983,581446
dom,1984,643532
dom,1985,607731
dom,1986,549343
dom,1987,599490
dom,1988,517751
dom,1989,577387
dom,1990,488250
dom,1991,525975
dom,1992,629155
dom,1993,498279
dom,1994,416849
dom,1995,553094
dom,1996,527213
dom,1997,564168
dom,1998,519712
dom,1999,604649
dom,2000,610146
dom,2001,770803
dom,2002,766129
dom,2003,656277
dom,2004,619973
dom,2005,682011
dom,2006,745339
dom,2007,779887
dom,2008,806624
dom,2009,815971
dom,2010,886456
dom,2011,912362
dom,2012,707550
dom,2013,772950
dom,2014,569596
dom,2015,571746
dom,2016,599671
dom,2017,633445
dom,2018,672937
dza,1961,937596
dza,1962,2369800
dza,1963,2324215
dza,1964,1487506
dza,1965,1735461
dza,1966,776122
dza,1967,1641700
dza,1968,2128233
dza,1969,1852429
dza,1970,2058094
dza,1971,1735448
dza,1972,2362625
dza,1973,1595994
dza,1974,1480275
dza,1975,2680452
dza,1976,2313186
dza,1977,1142509
dza,1978,1538550
dza,1979,1620808
dza,1980,2419074
dza,1981,1832872
dza,1982,1524398
dza,1983,1290834
dza,1984,1461484
dza,1985,2918778
dza,1986,2403612
dza,1987,2066344
dza,1988,1038303
dza,1989,2006130
dza,1990,1627035
dza,1991,3809857
dza,1992,3330382
dza,1993,1453454
dza,1994,964744
dza,1995,2139705
dza,1996,4901678
dza,1997,870017
dza,1998,3026097
dza,1999,2021053
dza,2000,934656
dza,2001,2659595
dza,2002,1953325
dza,2003,4266387
dza,2004,4033242
dza,2005,3527824
dza,2006,4018105
dza,2007,3602256
dza,2008,1536002
dza,2009,5253472
dza,2010,4211370
dza,2011,4247550
dza,2012,5137470
dza,2013,4912551
dza,2014,3435535
dza,2015,3761257
dza,2016,3445225
dza,2017,3478172
dza,2018,6064881
ecu,1961,509910
ecu,1962,525400
ecu,1963,589936
ecu,1964,500193
ecu,1965,614488
ecu,1966,595943
ecu,1967,631063
ecu,1968,483296
ecu,1969,660427
ecu,1970,650784
ecu,1971,588772
ecu,1972,577431
ecu,1973,608163
ecu,1974,635847
ecu,1975,766950
ecu,1976,764023
ecu,1977,630948
ecu,1978,454830
ecu,1979,591087
ecu,1980,680006
ecu,1981,786405
ecu,1982,786325
ecu,1983,561093
ecu,1984,818752
ecu,1985,832235
ecu,1986,1127492
ecu,1987,1296961
ecu,1988,1443901
ecu,1989,1439532
ecu,1990,1382675
ecu,1991,1131385
ecu,1992,1624244
ecu,1993,1893990
ecu,1994,2057770
ecu,1995,1901110
ecu,1996,2061846
ecu,1997,2148137
ecu,1998,1485076
ecu,1999,1846698
ecu,2000,1885187
ecu,2001,1644375
ecu,2002,2057298
ecu,2003,2055013
ecu,2004,2607223
ecu,2005,2303958
ecu,2006,2278620
ecu,2007,2726972
ecu,2008,2286314
ecu,2009,2437917
ecu,2010,2732020
ecu,2011,2487875
ecu,2012,2929621
ecu,2013,2736702
ecu,2014,3087229
ecu,2015,3565291
ecu,2016,2677060
ecu,2017,2538974
ecu,2018,2711410
egy,1961,5008966
egy,1962,6439933
egy,1963,6442362
egy,1964,6351907
egy,1965,6137606
egy,1966,6480148
egy,1967,6738727
egy,1968,7450000
egy,1969,7136015
egy,1970,7478000
egy,1971,7540293
egy,1972,7486000
egy,1973,7670625
egy,1974,7682390
egy,1975,8130281
egy,1976,8189229
egy,1977,7454779
egy,1978,8215246
egy,1979,8063484
egy,1980,8099576
egy,1981,8238749
egy,1982,8521857
egy,1983,8699679
egy,1984,8455164
egy,1985,8561300
egy,1986,8754000
egy,1987,9445000
egy,1988,9764000
egy,1989,11130486
egy,1990,13022243
egy,1991,13864365
egy,1992,14611271
egy,1993,14962240
egy,1994,15011740
egy,1995,16097252
egy,1996,16542173
egy,1997,18071326
egy,1998,17964394
egy,1999,19400567
egy,2000,20105573
egy,2001,18561065
egy,2002,20194329
egy,2003,20681928
egy,2004,20823161
egy,2005,22423470
egy,2006,22518430
egy,2007,21599234
egy,2008,23743022
egy,2009,22756929
egy,2010,19464743
egy,2011,22014225
egy,2012,23755745
egy,2013,24123416
egy,2014,23323662
egy,2015,23141549
egy,2016,23388736
egy,2017,22923098
egy,2018,22051537
eri,1993,86850
eri,1994,253390
eri,1995,124145
eri,1996,85361
eri,1997,99380
eri,1998,457811
eri,1999,318828
eri,2000,124549
eri,2001,219052
eri,2002,54530
eri,2003,105944
eri,2004,108798
eri,2005,335563
eri,2006,377202
eri,2007,461996
eri,2008,105788
eri,2009,226899
eri,2010,231050
eri,2011,312366
eri,2012,304057
eri,2013,297926
eri,2014,301577
eri,2015,305853
eri,2016,304510
eri,2017,305471
eri,2018,312655
esp,1961,7501313
esp,1962,9274378
esp,1963,9418967
esp,1964,8306768
esp,1965,8872202
esp,1966,9233004
esp,1967,10671297
esp,1968,11583861
esp,1969,11452764
esp,1970,10258842
esp,1971,13686715
esp,1972,12076709
esp,1973,11641386
esp,1974,13275231
esp,1975,14206900
esp,1976,12771144
esp,1977,13949322
esp,1978,16339367
esp,1979,13884855
esp,1980,18665639
esp,1981,11576278
esp,1982,13147918
esp,1983,13758534
esp,1984,21032473
esp,1985,20972014
esp,1986,16519723
esp,1987,20697404
esp,1988,23833792
esp,1989,19697663
esp,1990,18761569
esp,1991,19472661
esp,1992,14495661
esp,1993,17495717
esp,1994,15249059
esp,1995,11593293
esp,1996,22385973
esp,1997,19344464
esp,1998,22579122
esp,1999,18010899
esp,2000,24581639
esp,2001,18078871
esp,2002,21742198
esp,2003,21445314
esp,2004,24842578
esp,2005,14241390
esp,2006,19088631
esp,2007,24538959
esp,2008,23995338
esp,2009,17894933
esp,2010,19880013
esp,2011,22097143
esp,2012,17547278
esp,2013,25366791
esp,2014,20581146
esp,2015,20149310
esp,2016,24056790
esp,2017,16653669
esp,2018,24362945
est,1992,598084
est,1993,810703
est,1994,510391
est,1995,513469
est,1996,629158
est,1997,650546
est,1998,576133
est,1999,401653
est,2000,696647
est,2001,558480
est,2002,524652
est,2003,505726
est,2004,608148
est,2005,760073
est,2006,619292
est,2007,879475
est,2008,863800
est,2009,873466
est,2010,678372
est,2011,771725
est,2012,991200
est,2013,975500
est,2014,1221600
est,2015,1535300
est,2016,934051
est,2017,1311893
est,2018,919828
eth,1961,4203000
eth,1962,4279000
eth,1963,4304000
eth,1964,4453700
eth,1965,4561100
eth,1966,4661400
eth,1967,4726200
eth,1968,4653200
eth,1969,4950400
eth,1970,5070300
eth,1971,5232900
eth,1972,5166300
eth,1973,4370000
eth,1974,4345300
eth,1975,3808710
eth,1976,4708090
eth,1977,4380120
eth,1978,3997360
eth,1979,5203770
eth,1980,6403227
eth,1981,5610377
eth,1982,5393494
eth,1983,6718279
eth,1984,5516819
eth,1985,4239874
eth,1986,4819987
eth,1987,5707736
eth,1988,6136960
eth,1989,5733573
eth,1990,6137530
eth,1991,5810665
eth,1992,5034885
eth,1993,5304825
eth,1994,5254032
eth,1995,6751322
eth,1996,9388993
eth,1997,9484807
eth,1998,7210329
eth,1999,8392918
eth,2000,8019830
eth,2001,9585753
eth,2002,9000335
eth,2003,9532780
eth,2004,10140082
eth,2005,12749986
eth,2006,12672350
eth,2007,12235743
eth,2008,13259750
eth,2009,15534229
eth,2010,17761202
eth,2011,18809963
eth,2012,19651152
eth,2013,21575457
eth,2014,23607662
eth,2015,25495127
eth,2016,25384725
eth,2017,25987204
eth,2018,25191722
fin,1961,1939548
fin,1962,1444361
fin,1963,1900700
fin,1964,1778500
fin,1965,2270902
fin,1966,2015406
fin,1967,2350567
fin,1968,2481600
fin,1969,2645000
fin,1970,2868500
fin,1971,3112700
fin,1972,3021500
fin,1973,2795600
fin,1974,2852100
fin,1975,3441600
fin,1976,4015000
fin,1977,2898900
fin,1978,3016000
fin,1979,3257800
fin,1980,3305900
fin,1981,2414700
fin,1982,3417600
fin,1983,3876600
fin,1984,3646600
fin,1985,3642000
fin,1986,3520000
fin,1987,2182500
fin,1988,2825700
fin,1989,3808500
fin,1990,4296400
fin,1991,3429000
fin,1992,2602500
fin,1993,3340300
fin,1994,3399600
fin,1995,3333000
fin,1996,3711000
fin,1997,3811500
fin,1998,2780000
fin,1999,2881700
fin,2000,4102900
fin,2001,3671300
fin,2002,3937800
fin,2003,3791000
fin,2004,3618700
fin,2005,4058900
fin,2006,3789900
fin,2007,4135300
fin,2008,4229100
fin,2009,4260900
fin,2010,2991748
fin,2011,3671399
fin,2012,3661920
fin,2013,4065779
fin,2014,4130626
fin,2015,3685494
fin,2016,3566470
fin,2017,3421643
fin,2018,2733533
fji,1961,23000
fji,1962,22695
fji,1963,22217
fji,1964,18424
fji,1965,14776
