geo,time,se_sec_enrl_gc
hun,2003,962710
hun,2004,832744
hun,2005,829232
hun,2006,819422
hun,2007,809494
hun,2008,793857
hun,2009,781937
hun,2010,767074
hun,2011,743277
hun,2012,725264
hun,2013,756971
hun,2014,737281
hun,2015,720858
hun,2016,714827
hun,2017,709324
idn,1970,1815645
idn,1971,1955806
idn,1972,2102558
idn,1973,2246893
idn,1974,2400044
idn,1975,2709953
idn,1976,2881499
idn,1977,3088243
idn,1978,3371231
idn,1981,4879361
idn,1982,5475099
idn,1983,6328508
idn,1984,6511390
idn,1985,7042001
idn,1986,8311594
idn,1987,9532538
idn,1988,10048870
idn,1989,10223123
idn,1990,9757174
idn,1991,9510766
idn,1992,9506882
idn,1993,9538778
idn,1994,9919480
idn,1995,10631996
idn,1996,11430633
idn,1997,12442813
idn,1998,12601595
idn,1999,12652071
idn,2000,12838329
idn,2001,12894148
idn,2002,13113249
idn,2003,13772782
idn,2004,14155490
idn,2005,13829119
idn,2006,14565882
idn,2007,16315197
idn,2008,15575938
idn,2009,16425000
idn,2010,16656848
idn,2011,17040697
idn,2012,17426639
idn,2013,18132975
idn,2014,18387298
idn,2015,19545071
idn,2016,19297867
idn,2017,19635349
idn,2018,19989539
ind,1971,20924505
ind,1972,21736480
ind,1973,22598961
ind,1975,24263480
ind,1976,24952526
ind,1977,25865967
ind,1978,26773872
ind,1979,28818457
ind,1980,30048486
ind,1981,32323173
ind,1982,34483889
ind,1983,37379403
ind,1984,39681305
ind,1985,42106750
ind,1986,43807380
ind,1987,44143356
ind,1988,45137325
ind,1989,46256854
ind,1990,52157886
ind,1991,54180391
ind,1992,55673664
ind,1993,61418729
ind,1994,63262226
ind,1995,64425675
ind,1996,65902708
ind,1997,68101705
ind,1999,66532582
ind,2000,70412399
ind,2001,71879179
ind,2002,75596382
ind,2003,80339753
ind,2004,83828139
ind,2005,88719464
ind,2006,90779920
ind,2007,95306729
ind,2008,100954563
ind,2013,117899080
ind,2014,127848110
ind,2015,127787178
ind,2016,130398837
ind,2017,127528425
irl,1971,154575
irl,1972,161796
irl,1973,169176
irl,1974,178557
irl,1975,247609
irl,1976,260999
irl,1977,270106
irl,1978,274188
irl,1979,277929
irl,1980,281904
irl,1981,286619
irl,1982,294973
irl,1983,301956
irl,1984,308411
irl,1985,312417
irl,1986,315584
irl,1987,318954
irl,1988,319122
irl,1989,318694
irl,1990,318601
irl,1991,321477
irl,1992,327817
irl,1993,336826
irl,1994,346742
irl,1995,352817
irl,1996,352820
irl,1997,353270
irl,1998,354252
irl,1999,346315
irl,2000,338247
irl,2001,328424
irl,2002,323043
irl,2003,320620
irl,2004,270724
irl,2005,266835
irl,2006,263224
irl,2007,264708
irl,2008,265746
irl,2009,270429
irl,2010,273481
irl,2011,278192
irl,2012,285692
irl,2014,348116
irl,2015,354670
irl,2016,360088
irl,2017,373014
irn,1971,1012920
irn,1972,1400213
irn,1973,1513988
irn,1974,1653580
irn,1975,1818323
irn,1976,1988670
irn,1977,2109381
irn,1978,2202863
irn,1981,2516592
irn,1982,2677634
irn,1983,2566151
irn,1984,2685076
irn,1985,2922576
irn,1986,3204445
irn,1987,3376272
irn,1988,3640541
irn,1989,4087736
irn,1990,4456342
irn,1991,4822087
irn,1992,5311988
irn,1993,5995051
irn,1994,6683832
irn,1995,7284611
irn,1999,9140713
irn,2000,9281424
irn,2001,9234774
irn,2002,9180173
irn,2003,8885128
irn,2004,8569090
irn,2005,8190596
irn,2006,7910673
irn,2007,7457764
irn,2008,7348681
irn,2009,7054205
irn,2010,6556388
irn,2011,6435868
irn,2012,6305168
irn,2013,4959951
irn,2014,4899693
irn,2015,4880395
irn,2016,4902204
irn,2017,4920798
irq,1971,304240
irq,1972,315572
irq,1973,353114
irq,1974,388624
irq,1975,457763
irq,1976,493384
irq,1977,552042
irq,1978,664297
irq,1979,781766
irq,1980,897001
irq,1981,954536
irq,1982,1028348
irq,1983,974250
irq,1984,962003
irq,1985,997071
irq,1986,1038627
irq,1987,1012426
irq,1988,985123
irq,1989,981409
irq,1991,1023710
irq,1993,992617
irq,1996,1037482
irq,1999,1038303
irq,2000,1148545
irq,2001,1178822
irq,2003,1360751
irq,2004,1571288
irq,2007,1966640
isl,1971,18074
isl,1972,18823
isl,1973,19382
isl,1974,19921
isl,1975,19829
isl,1976,20292
isl,1977,20764
isl,1980,18914
isl,1981,19091
isl,1983,19221
isl,1986,20097
isl,1988,20719
isl,1989,20897
isl,1991,23143
isl,1992,24022
isl,1993,24368
isl,1994,23437
isl,1995,24083
isl,1996,24404
isl,1997,25477
isl,1998,26711
isl,1999,26041
isl,2000,25557
isl,2001,25037
isl,2002,25777
isl,2003,27321
isl,2004,25400
isl,2005,26082
isl,2006,26560
isl,2007,27433
isl,2008,27821
isl,2009,27834
isl,2010,27985
isl,2011,27588
isl,2012,28169
isl,2013,30221
isl,2014,29607
isl,2015,28917
isl,2016,28184
isl,2017,28393
isr,1973,200523
isr,1974,206841
isr,1975,212257
isr,1976,215739
isr,1977,220638
isr,1978,228898
isr,1979,236881
isr,1980,245497
isr,1981,252094
isr,1982,265535
isr,1983,283450
isr,1984,297246
isr,1985,309615
isr,1986,312925
isr,1987,327897
isr,1988,341880
isr,1989,355887
isr,1990,358411
isr,1991,373776
isr,1992,385154
isr,1993,393604
isr,1994,400988
isr,1995,411837
isr,1996,419122
isr,1999,490547
isr,2000,536260
isr,2001,542380
isr,2002,547246
isr,2003,546420
isr,2004,543145
isr,2005,548446
isr,2006,556166
isr,2007,561737
isr,2008,561935
isr,2009,564681
isr,2010,575551
isr,2011,583307
isr,2012,592016
isr,2013,605854
isr,2014,615468
isr,2015,629428
isr,2016,648864
isr,2017,657883
ita,1971,2625667
ita,1972,2771493
ita,1973,2932114
ita,1974,3069391
ita,1975,3162331
ita,1976,3343085
ita,1977,3445104
ita,1978,3515850
ita,1979,3515308
ita,1980,3499978
ita,1981,3484339
ita,1982,3452509
ita,1983,3446449
ita,1984,3413687
ita,1985,3395935
ita,1986,3381434
ita,1987,3350503
ita,1988,3290149
ita,1989,3196146
ita,1990,3117005
ita,1991,2994957
ita,1992,2900114
ita,1993,2805158
ita,1994,2788666
ita,1995,2744266
ita,1996,2696097
ita,1997,2642456
ita,1998,2781094
ita,1999,2781659
ita,2000,3768263
ita,2001,3785269
ita,2002,3795458
ita,2003,3829583
ita,2004,2810050
ita,2005,2837999
ita,2006,2856012
ita,2007,2865744
ita,2008,2884641
ita,2009,2913355
ita,2010,2917647
ita,2011,2924902
ita,2012,2925752
ita,2013,2941755
ita,2014,3023900
ita,2015,3025324
ita,2016,3015887
ita,2017,3035462
jam,1973,160983
jam,1974,154556
jam,1975,191863
jam,1976,211309
jam,1977,220566
jam,1979,227246
jam,1980,234867
jam,1981,233723
jam,1983,233983
jam,1984,229250
jam,1985,235265
jam,1986,229023
jam,1987,227730
jam,1988,238782
jam,1990,236573
jam,1991,237000
jam,1999,230735
jam,2000,228307
jam,2001,227205
jam,2002,227934
jam,2003,229325
jam,2004,245533
jam,2005,246332
jam,2009,266933
jam,2010,260371
jam,2011,260325
jam,2013,228935
jam,2014,223920
jam,2015,215200
jam,2016,216813
jam,2017,204080
jam,2018,200563
jor,1971,94659
jor,1972,99444
jor,1973,109028
jor,1974,121579
jor,1975,137832
jor,1976,157745
jor,1977,178153
jor,1978,200916
jor,1979,221822
jor,1980,238763
jor,1981,252367
jor,1982,263950
jor,1983,275440
jor,1984,286092
jor,1985,303404
jor,1986,305046
jor,1987,313629
jor,1988,323942
jor,1989,337553
jor,1990,357754
jor,1991,384086
jor,1992,413402
jor,1993,431015
jor,1994,454536
jor,1996,501383
jor,1999,537624
jor,2000,542001
jor,2002,564134
jor,2003,578265
jor,2004,580229
jor,2005,594733
jor,2006,616912
jor,2007,640307
jor,2008,672157
jor,2010,685883
jor,2011,694344
jor,2013,702734
jor,2014,720877
jor,2017,737097
jor,2018,766641
jpn,2013,6433536
jpn,2014,6390880
jpn,2015,6388253
jpn,2016,6336275
jpn,2017,6280619
kaz,1981,1761000
kaz,1986,1910800
kaz,1989,1943800
kaz,1990,1943400
kaz,1991,1918700
kaz,1992,1897000
kaz,1993,1861000
kaz,1994,1830600
kaz,1996,1670200
kaz,1997,1743623
kaz,1998,1796238
kaz,1999,1871608
kaz,2000,1913017
kaz,2001,1945586
kaz,2002,1932494
kaz,2003,1976390
kaz,2004,1992107
kaz,2005,1938112
kaz,2006,1878006
kaz,2007,1768115
kaz,2008,1671337
kaz,2009,1632531
kaz,2010,1598333
kaz,2011,1566584
kaz,2012,1533403
kaz,2013,1494586
kaz,2014,1475996
kaz,2015,1489036
kaz,2016,1525811
kaz,2017,1574083
kaz,2018,1643803
kaz,2019,1724786
ken,1970,290706
ken,1971,313872
ken,1972,345150
ken,1973,369642
ken,1974,410104
ken,1975,454274
ken,1976,524173
ken,1977,557450
ken,1978,620127
ken,1979,666078
ken,1980,767304
ken,1981,778343
ken,1982,809949
ken,1983,879010
ken,1984,963906
ken,1985,1254815
ken,1986,1289367
ken,1987,1415138
ken,1988,1451032
ken,1989,1640165
ken,1990,1621656
ken,1991,1632264
ken,1992,1669163
ken,1993,1649126
ken,1994,1619351
ken,1995,1637239
ken,1998,1792090
ken,1999,1812558
ken,2000,1899664
ken,2001,1986661
ken,2002,2048745
ken,2003,2183230
ken,2004,2405259
ken,2005,2449729
ken,2006,2560803
ken,2007,2704023
ken,2008,3077222
ken,2009,3188707
ken,2012,3832562
ken,2014,4424905
ken,2015,4727245
ken,2016,4985419
kgz,1981,580200
kgz,1986,592000
kgz,1987,592300
kgz,1989,593000
kgz,1990,602300
kgz,1991,600700
kgz,1992,600300
kgz,1993,586200
kgz,1994,565600
kgz,1995,565681
kgz,1996,498849
kgz,1999,607887
kgz,2000,633863
kgz,2001,657291
kgz,2002,663133
kgz,2003,713287
kgz,2004,704920
kgz,2005,692724
kgz,2006,689962
kgz,2007,684294
kgz,2008,675601
kgz,2009,656790
kgz,2010,641691
kgz,2011,622724
kgz,2012,602399
kgz,2013,586099
kgz,2014,584123
kgz,2015,583553
kgz,2016,598970
kgz,2017,607039
kgz,2018,620568
khm,1971,82700
khm,1972,95349
khm,1973,99936
khm,1980,5084
khm,1981,17846
khm,1982,41032
khm,1983,90496
khm,1984,153365
khm,1985,245815
khm,1986,311795
khm,1987,345848
khm,1988,352579
khm,1989,324189
khm,1990,288403
khm,1991,248968
khm,1994,285779
khm,1995,297555
khm,1997,327566
khm,1998,302951
khm,1999,308167
khm,2000,343308
khm,2001,389020
khm,2002,466823
khm,2003,545660
khm,2004,616089
khm,2005,708454
khm,2006,798862
khm,2007,856200
khm,2008,909033
khm,2009,918708
khm,2010,925788
khm,2011,910420
khm,2012,881108
khm,2013,849130
khm,2014,835096
khm,2015,839491
khm,2016,861995
khm,2017,905416
khm,2018,955656
kir,1970,622
kir,1971,697
kir,1972,704
kir,1973,751
kir,1974,820
kir,1975,795
kir,1976,739
kir,1977,832
kir,1978,859
kir,1979,947
kir,1980,957
kir,1981,979
kir,1982,950
kir,1983,1022
kir,1984,1104
kir,1985,1437
kir,1986,1567
kir,1987,2119
kir,1988,2191
kir,1989,2293
kir,1990,2713
kir,1991,2795
kir,1992,3069
kir,1993,3152
kir,1994,3347
kir,1995,3532
kir,1996,4023
kir,1997,4403
kir,1998,4978
kir,1999,6647
kir,2000,7486
kir,2001,9408
kir,2002,10334
kir,2003,11372
kir,2004,11581
kir,2005,11522
kir,2006,11420
kir,2007,11535
kir,2008,11583
kir,2014,11697
kir,2015,11620
kir,2016,12364
kir,2017,9548
kna,1976,4740
kna,1977,4770
kna,1978,4649
kna,1979,4483
kna,1980,4496
kna,1981,4214
kna,1982,4334
kna,1984,3881
kna,1985,4038
kna,1986,4197
kna,1987,4153
kna,1988,4272
kna,1989,4204
kna,1992,4396
kna,1993,4402
kna,2000,4768
kna,2001,4328
kna,2002,4240
kna,2003,4098
kna,2004,3903
kna,2005,3939
kna,2007,4522
kna,2008,4396
kna,2009,4270
kna,2010,4309
kna,2011,4297
kna,2012,3673
kna,2013,4792
kna,2014,4370
kna,2015,4318
kna,2016,4175
kor,1971,1634175
kor,1972,1866666
kor,1973,2055871
kor,1974,2243198
kor,1975,2460152
kor,1976,2674972
kor,1977,2862881
kor,1978,2990877
kor,1979,3137727
kor,1980,3282151
kor,1981,3404602
kor,1982,3521608
kor,1983,3610623
kor,1984,3796117
kor,1985,3926682
kor,1986,4038242
kor,1987,4099040
kor,1988,4041837
kor,1989,3967207
kor,1990,3862061
kor,1991,3735151
kor,1992,3624482
kor,1993,3626259
kor,1994,3664573
kor,1995,3732006
kor,1996,3744442
kor,1997,3597964
kor,1998,3431160
kor,1999,3316630
kor,2000,3205115
kor,2001,3111434
kor,2002,3081485
kor,2003,3099216
kor,2004,3184143
kor,2005,3289503
kor,2006,3369656
kor,2007,3430650
kor,2008,3471289
kor,2009,3512651
kor,2010,3492128
kor,2011,3460265
kor,2012,3417314
kor,2013,3382997
kor,2014,3249222
kor,2015,3076303
kor,2016,2922648
kor,2017,2778469
kwt,1971,67038
kwt,1972,75247
kwt,1973,82505
kwt,1974,88719
kwt,1975,95870
kwt,1976,106891
kwt,1977,130405
kwt,1978,142521
kwt,1979,154277
kwt,1980,167253
kwt,1981,181461
kwt,1982,195741
kwt,1983,208589
kwt,1984,219758
kwt,1985,229738
kwt,1986,238420
kwt,1987,244843
kwt,1988,255722
kwt,1989,264138
kwt,1990,270580
kwt,1991,140324
kwt,1992,166697
kwt,1993,176572
kwt,1994,186839
kwt,1995,197326
kwt,1996,204959
kwt,1997,214001
kwt,1998,223035
kwt,1999,231115
kwt,2000,235852
kwt,2001,239520
kwt,2002,239047
kwt,2003,247103
kwt,2004,251553
kwt,2005,234073
kwt,2006,231236
kwt,2007,242631
kwt,2008,246100
kwt,2009,250745
kwt,2010,258184
kwt,2011,262378
kwt,2012,269487
kwt,2013,272380
kwt,2014,276911
kwt,2015,294772
kwt,2016,308174
kwt,2017,317907
kwt,2018,324426
lao,1971,10026
lao,1972,11976
lao,1973,14633
lao,1976,29523
lao,1977,42049
lao,1978,56294
lao,1979,68229
lao,1980,71600
lao,1981,78925
lao,1982,80177
lao,1983,82335
lao,1984,88775
lao,1985,91356
lao,1986,97197
lao,1988,119290
lao,1990,125636
lao,1991,127231
lao,1992,117504
lao,1993,126976
lao,1994,143673
lao,1995,154176
lao,1996,161934
lao,1997,180160
lao,1998,207498
lao,1999,237157
lao,2000,260797
lao,2001,284370
lao,2002,315733
lao,2003,348309
lao,2004,374420
lao,2005,388044
lao,2006,390641
lao,2007,400092
lao,2008,409868
lao,2009,421899
lao,2010,433427
lao,2011,488143
lao,2012,510940
lao,2013,543289
lao,2014,592365
lao,2015,630676
lao,2016,656768
lao,2017,670567
lao,2018,671064
lbn,1971,159871
lbn,1973,167578
lbn,1974,216729
lbn,1978,232255
lbn,1980,238773
lbn,1981,254444
lbn,1982,250028
lbn,1983,258353
lbn,1985,230934
lbn,1987,279849
lbn,1989,241964
lbn,1992,248097
lbn,1994,261341
lbn,1995,277646
lbn,1996,289024
lbn,1997,292002
lbn,1998,322327
lbn,1999,350901
lbn,2000,361057
lbn,2001,295278
lbn,2002,308464
lbn,2003,318270
lbn,2004,325809
lbn,2005,329253
lbn,2006,331268
lbn,2007,332242
lbn,2008,327716
lbn,2009,328484
lbn,2010,326513
lbn,2011,326777
lbn,2012,328684
lbn,2013,331665
lbn,2014,315371
lbn,2015,322488
lbn,2016,329851
lbn,2017,336139
lbn,2018,339951
lbr,1970,15494
lbr,1971,17803
lbr,1972,21411
lbr,1975,32978
lbr,1976,29544
lbr,1978,45668
lbr,1979,51231
lbr,1980,51666
lbr,1984,43273
lbr,1999,94126
lbr,2000,90442
lbr,2006,132224
lbr,2008,158242
lbr,2009,182874
lbr,2011,220078
lbr,2016,272796
lbr,2017,270010
lby,1971,45488
lby,1972,53432
lby,1973,66432
lby,1974,88216
lby,1975,106149
lby,1976,140486
lby,1977,173354
lby,1978,194866
lby,1979,218666
lby,1980,240036
lby,1981,253201
lby,1983,280208
lby,1986,345083
lby,2002,641145
lby,2003,619940
lca,1972,3388
lca,1973,3522
lca,1974,3877
lca,1975,4181
lca,1976,4136
lca,1977,4191
lca,1978,4417
lca,1980,4879
lca,1981,4306
lca,1982,4827
lca,1983,4982
lca,1984,4989
lca,1985,5635
lca,1986,6239
lca,1987,6423
lca,1988,6684
lca,1990,7469
lca,1991,7959
lca,1992,8825
lca,1993,9550
lca,1999,11847
lca,2000,12530
lca,2001,12738
lca,2002,12743
lca,2003,12662
lca,2004,12239
lca,2005,12840
lca,2006,13774
lca,2007,14862
lca,2008,15774
lca,2009,16075
lca,2010,15889
lca,2011,15449
lca,2012,14565
lca,2013,13910
lca,2014,13437
lca,2015,13040
lca,2016,12532
lca,2017,12067
lca,2018,11655
lie,2003,2028
lie,2004,2102
lie,2005,2048
lie,2006,2032
lie,2007,2014
lie,2008,2078
lie,2009,1944
lie,2010,2067
lie,2011,2075
lie,2012,2082
lie,2014,2192
lie,2015,2166
lie,2016,2121
lie,2017,2120
lka,1970,930897
lka,1971,1005834
lka,1972,1112154
lka,1973,1132873
lka,1974,1118178
lka,1975,1063766
lka,1976,1076502
lka,1977,970000
lka,1978,1243245
lka,1979,1159967
lka,1980,1258002
lka,1981,1293213
lka,1982,1315062
lka,1983,1367754
lka,1984,1421713
lka,1985,1462794
lka,1986,1526086
lka,1987,1898634
lka,1988,1961963
lka,1989,2024831
lka,1990,2081842
lka,1991,2106050
lka,1992,2185277
lka,1993,2246642
lka,1994,2315541
lka,1995,2314054
lka,2001,2419496
lka,2002,2298061
lka,2003,2273691
lka,2004,2285680
lka,2005,2331387
lka,2006,2225785
lka,2008,2299021
lka,2009,2236238
lka,2010,2390895
lka,2011,2423059
lka,2012,2442226
lka,2013,2455779
lka,2014,2417378
lka,2015,2480226
lka,2016,2508270
lka,2017,2548958
lka,2018,2622100
lso,1970,14003
lso,1971,7816
lso,1972,8873
lso,1973,12559
lso,1974,14908
lso,1975,15611
lso,1976,16726
lso,1977,17433
lso,1978,17732
lso,1979,21406
lso,1980,23355
lso,1981,25997
lso,1982,27799
lso,1983,31422
lso,1984,33564
lso,1985,35423
lso,1986,37343
lso,1987,41138
lso,1988,43695
lso,1989,45064
lso,1990,46303
lso,1991,46572
lso,1992,51895
lso,1993,55312
lso,1994,61615
lso,1995,66454
lso,1996,67454
lso,1997,71475
lso,1998,71262
lso,1999,72437
lso,2000,72992
lso,2001,77919
lso,2002,81128
lso,2003,83104
lso,2004,88142
lso,2005,93096
lso,2006,94545
lso,2007,97936
lso,2008,103317
lso,2009,111480
lso,2010,123307
lso,2011,128172
lso,2012,127852
lso,2013,127121
lso,2014,128473
lso,2015,128701
lso,2016,128780
lso,2017,133639
ltu,1981,415974
ltu,1986,370989
ltu,1989,333407
ltu,1990,326087
ltu,1991,322987
ltu,1992,314129
ltu,1993,301602
ltu,1994,295218
ltu,1995,301714
ltu,1996,313538
ltu,1997,325480
ltu,1998,339896
ltu,1999,355593
ltu,2000,374709
ltu,2001,392600
ltu,2002,405180
ltu,2003,410978
ltu,2004,393106
ltu,2005,385238
ltu,2006,372496
ltu,2007,356202
ltu,2008,339612
ltu,2009,321500
ltu,2010,304581
ltu,2011,288038
ltu,2012,271099
ltu,2013,265452
ltu,2014,250389
ltu,2015,237917
ltu,2016,226428
ltu,2017,218532
lux,1970,8689
lux,1971,8924
lux,1972,8685
lux,1973,8425
lux,1974,8213
lux,1975,15013
lux,1976,15191
lux,1977,15905
lux,1978,16590
lux,1979,16605
lux,1980,17177
lux,1981,9037
lux,1982,9080
lux,1983,9120
lux,1984,9009
lux,1985,8584
lux,1986,7951
lux,1987,7772
lux,1988,7706
lux,1989,7733
lux,1990,7518
lux,1991,7594
lux,1992,8420
lux,1993,8806
lux,1994,8985
lux,1995,9012
lux,1996,9353
lux,1997,9463
lux,1998,9553
lux,1999,21891
lux,2000,22143
lux,2001,22434
lux,2002,22725
lux,2003,23158
lux,2004,23839
lux,2005,24611
lux,2006,25456
lux,2007,26366
lux,2008,27306
lux,2010,29669
lux,2011,29932
lux,2012,30712
lux,2013,31644
lux,2014,31980
lux,2015,31461
lux,2016,31894
lux,2017,32144
lva,1981,204326
lva,1986,209216
lva,1989,207448
lva,1990,203731
lva,1991,197066
lva,1992,192673
lva,1993,191565
lva,1994,195686
lva,1995,198470
lva,1996,197735
lva,1997,196148
lva,1998,213364
lva,1999,220314
lva,2000,226513
lva,2001,234184
lva,2002,238066
lva,2003,236949
lva,2004,235289
lva,2005,231474
lva,2006,220026
lva,2007,158822
lva,2008,147164
lva,2009,122330
lva,2010,112603
lva,2011,102913
lva,2012,93230
lva,2013,98502
lva,2014,94676
lva,2015,92547
lva,2016,93146
lva,2017,93459
mac,1971,8960
mac,1972,8954
mac,1973,7391
mac,1974,7786
mac,1975,6632
mac,1976,7867
mac,1977,9701
mac,1978,10369
mac,1979,11565
mac,1990,15990
mac,1992,18224
mac,1993,19526
mac,1999,30498
mac,2000,33177
mac,2001,36465
mac,2002,39429
mac,2003,41830
mac,2004,43967
mac,2005,44129
mac,2006,44057
mac,2007,43981
mac,2008,40099
mac,2009,38143
mac,2010,36951
mac,2011,35717
mac,2012,34125
mac,2013,32316
mac,2014,30638
mac,2015,28890
mac,2016,27680
mac,2017,26481
mac,2018,25672
mar,1971,289327
mar,1972,306062
mar,1973,327911
mar,1974,354852
mar,1975,397248
mar,1976,468870
mar,1977,510509
mar,1978,564010
mar,1979,631942
mar,1980,709837
mar,1981,787004
mar,1982,872021
mar,1983,948232
mar,1984,1022107
mar,1985,1103663
mar,1986,1174599
mar,1987,1264293
mar,1988,1332441
mar,1989,1330923
mar,1990,1361932
mar,1991,1106673
mar,1992,1151771
mar,1993,1191716
mar,1994,1248324
mar,1995,1280135
mar,1996,1315342
mar,1997,1345589
mar,1998,1342405
mar,1999,1366346
mar,2000,1440988
mar,2001,1503534
mar,2002,1585744
mar,2003,1651960
mar,2004,1764785
mar,2005,1834766
mar,2006,1942531
mar,2007,2051554
mar,2008,2114335
mar,2009,2189785
mar,2010,2246470
mar,2011,2329039
mar,2012,2398636
mar,2013,2501740
mar,2014,2552288
mar,2015,2547399
mar,2016,2566176
mar,2017,2618943
mar,2018,2624844
mco,1971,2033
mco,1972,2089
mco,1978,2027
mco,1983,1914
mco,1991,2415
mco,1992,2383
mco,1994,2385
mco,1995,2358
mco,1996,2387
mco,1997,2358
mco,1998,2394
mco,1999,2387
mco,2000,2454
mco,2001,2505
mco,2004,2600
mco,2008,2643
mco,2009,2440
mco,2010,2458
mco,2011,2610
mco,2012,2657
mco,2013,2663
mco,2014,2711
mco,2015,2936
mco,2016,3005
mco,2017,3092
mco,2018,3118
mco,2019,3075
mda,1981,415228
mda,1986,427727
mda,1989,430800
mda,1990,427352
mda,1991,419153
mda,1992,407596
mda,1993,399586
mda,1994,405969
mda,1995,407338
mda,1996,412679
mda,1997,419256
mda,1999,382843
mda,2000,390938
mda,2001,390614
mda,2002,390917
mda,2003,387943
mda,2004,377055
mda,2005,359881
mda,2006,343474
mda,2007,330583
mda,2008,308763
mda,2009,288658
mda,2010,272106
mda,2011,255957
mda,2012,241653
mda,2013,227404
mda,2014,214579
mda,2015,202441
mda,2016,196664
mda,2017,194394
mda,2018,195480
mdg,1971,101412
mdg,1972,105320
mdg,1973,111416
mdg,1974,114468
mdg,1975,131836
mdg,1976,78954
mdg,1977,95592
mdg,1978,118407
mdg,1979,163565
mdg,1980,222416
mdg,1984,518538
mdg,1985,288543
mdg,1988,350929
mdg,1989,329632
mdg,1990,331238
mdg,1991,322772
mdg,1992,293721
mdg,1993,304796
mdg,1994,298241
mdg,1995,293579
mdg,1996,302035
mdg,1998,318318
mdg,1999,334250
mdg,2000,354254
mdg,2001,382474
mdg,2002,426162
mdg,2003,436211
mdg,2004,508970
mdg,2005,592834
mdg,2006,698409
mdg,2007,805437
mdg,2008,912153
mdg,2009,985556
mdg,2010,1141367
mdg,2011,1288680
mdg,2012,1377180
mdg,2013,1405793
mdg,2014,1466888
mdg,2015,1507452
mdg,2016,1529464
mdg,2017,1500905
mdg,2018,1512115
mdv,1970,327
mdv,1971,325
mdv,1974,446
mdv,1975,459
mdv,1976,525
mdv,1977,712
mdv,1980,875
mdv,1981,1116
mdv,1982,1466
mdv,1983,2344
mdv,1992,15933
mdv,1993,18678
mdv,1998,12281
mdv,1999,14988
mdv,2000,19553
mdv,2001,23086
mdv,2002,25069
mdv,2003,27521
mdv,2004,27763
mdv,2005,30588
mdv,2006,31298
mdv,2007,31903
mdv,2008,30815
mdv,2009,29040
mdv,2010,27831
mdv,2011,27100
mdv,2012,25681
mdv,2013,24034
mdv,2014,23150
mdv,2015,22476
mdv,2016,21376
mdv,2017,20969
mex,1971,1107906
mex,1972,1225468
mex,1974,1957109
mex,1975,2190412
mex,1976,2506014
mex,1977,2805474
mex,1978,3024000
mex,1979,3417693
mex,1980,3729916
mex,1981,4042188
mex,1982,4512582
mex,1983,4817198
mex,1984,5152572
mex,1985,5396936
mex,1986,5717572
mex,1987,5821989
mex,1988,5933355
mex,1989,5998119
mex,1990,5945595
mex,1991,5911816
mex,1992,5885986
mex,1993,5970118
mex,1994,6179579
mex,1995,6429571
mex,1996,6738024
mex,1997,7031605
mex,1998,7252370
mex,1999,7483274
mex,2000,7726904
mex,2001,7943901
mex,2002,8244426
mex,2003,8596171
mex,2004,8864251
mex,2005,9080217
mex,2006,9281593
mex,2007,9446670
mex,2008,9588558
mex,2009,9711334
mex,2010,9811082
mex,2011,9950960
mex,2012,10120115
mex,2013,9042238
mex,2014,9473577
mex,2015,9805487
mex,2016,9941378
mex,2017,10279943
mhl,1999,5957
mhl,2002,6353
mhl,2003,5781
mhl,2004,5846
mhl,2005,5260
mhl,2006,5369
mhl,2007,5174
mhl,2011,8085
mhl,2015,5317
mhl,2016,5366
mkd,1993,148007
mkd,1994,148564
mkd,1995,150579
mkd,1996,152758
mkd,1997,153232
mkd,1998,156320
mkd,1999,159639
mkd,2000,162296
mkd,2001,162994
mkd,2002,161119
mkd,2003,159758
mkd,2004,157500
mkd,2005,155946
mkd,2006,154914
mkd,2007,150249
mkd,2008,146958
mkd,2009,143050
mkd,2010,139207
mkd,2012,130205
mkd,2013,122995
mkd,2014,119021
mkd,2015,118958
mkd,2017,115834
mli,1971,29683
mli,1972,30835
mli,1973,34628
mli,1974,37998
mli,1975,42668
mli,1976,48488
mli,1977,55485
mli,1978,63769
mli,1979,70625
mli,1980,70514
mli,1981,60065
mli,1982,66669
mli,1983,64148
mli,1984,64562
mli,1985,58075
mli,1986,58445
mli,1987,54964
mli,1988,56618
mli,1989,65832
mli,1990,67337
mli,1991,72788
mli,1992,86065
mli,1993,92866
mli,1994,107105
mli,1995,120997
mli,1996,132861
mli,1997,147959
mli,1998,166372
mli,1999,190916
mli,2000,224733
mli,2003,311717
mli,2004,348749
mli,2005,387520
mli,2006,429554
mli,2007,479156
mli,2008,536745
mli,2009,597039
mli,2010,653619
mli,2011,726754
mli,2012,770323
mli,2013,772481
mli,2014,831931
mli,2015,822679
mli,2016,882472
mli,2017,885112
mli,2018,918775
mlt,1971,21938
mlt,1972,25338
mlt,1973,25912
mlt,1974,25509
mlt,1975,28073
mlt,1976,28022
mlt,1977,25953
mlt,1978,24524
mlt,1979,22907
mlt,1980,23045
mlt,1981,21377
mlt,1982,22077
mlt,1983,21986
mlt,1984,22664
mlt,1985,21759
mlt,1986,21421
mlt,1987,21248
mlt,1988,22341
mlt,1989,23330
mlt,1990,24800
mlt,1991,25891
mlt,1992,27797
mlt,1993,28419
mlt,1994,29082
mlt,1995,30872
mlt,1996,30792
mlt,1997,31828
