geo,time,st_int_trnr_cd
hnd,2020,2000000
hrv,1999,102000000
hrv,2000,113000000
hrv,2001,128000000
hrv,2002,141000000
hrv,2003,203000000
hrv,2004,218000000
hrv,2005,255000000
hrv,2006,306000000
hrv,2007,368000000
hrv,2008,401000000
hrv,2009,308000000
hrv,2010,230000000
hrv,2011,250000000
hrv,2012,229000000
hrv,2013,203000000
hrv,2014,216000000
hrv,2015,185000000
hrv,2016,187000000
hrv,2017,214000000
hrv,2018,221000000
hrv,2019,221000000
hrv,2020,63000000
hun,1995,10000000
hun,1996,27000000
hun,1997,27000000
hun,1998,42000000
hun,1999,57000000
hun,2000,76000000
hun,2001,37000000
hun,2002,46000000
hun,2003,58000000
hun,2004,95000000
hun,2005,641000000
hun,2006,744000000
hun,2007,889000000
hun,2008,1090000000
hun,2009,1037000000
hun,2010,1008000000
hun,2011,1310000000
hun,2012,1092000000
hun,2013,1309000000
hun,2014,1619000000
hun,2015,1609000000
hun,2016,1807000000
hun,2017,2215000000
hun,2018,2731000000
hun,2019,2942000000
hun,2020,995000000
idn,2002,512000000
idn,2003,424000000
idn,2004,428000000
idn,2005,572000000
idn,2006,442000000
idn,2007,485000000
idn,2008,773000000
idn,2009,455000000
idn,2010,660000000
idn,2011,1041000000
idn,2012,1139000000
idn,2013,1183000000
idn,2014,1306000000
idn,2015,1293000000
idn,2016,1360000000
idn,2017,1552000000
idn,2018,1489000000
idn,2019,1494000000
idn,2020,221000000
ind,2000,138000000
ind,2001,144000000
ind,2002,198000000
ind,2003,97000000
ind,2004,137000000
ind,2005,166000000
ind,2006,281000000
ind,2007,504000000
ind,2008,630000000
ind,2012,368000000
ind,2013,645000000
ind,2014,1056000000
ind,2015,459000000
ind,2016,684000000
ind,2017,513000000
ind,2018,575000000
ind,2019,941000000
ind,2020,377000000
irl,1995,486792724.60938
irl,1996,552329589.84375
irl,1997,603000000
irl,1999,782000000
irl,2000,902000000
irl,2001,998000000
irl,2002,1131000000
irl,2003,1344000000
irl,2004,1700000000
irl,2005,1998000000
irl,2006,2296000000
irl,2007,3188000000
irl,2008,3613000000
irl,2009,3501000000
irl,2010,4100000000
irl,2011,5317000000
irl,2012,5389000000
irl,2013,5695000000
irl,2014,6237000000
irl,2015,6693000000
irl,2016,7450000000
irl,2017,8632000000
irl,2018,8494000000
irl,2019,8391000000
irl,2020,2302000000
irn,1995,138000000
irn,1996,123000000
irn,1997,174000000
irn,1998,166000000
irn,1999,156000000
irn,2000,210000000
irn,2001,231000000
irn,2002,250000000
irn,2003,233000000
irn,2004,261000000
irn,2005,234000000
irn,2006,248000000
irn,2007,273000000
irn,2008,241000000
irn,2009,204000000
irn,2010,193000000
irn,2011,141000000
irn,2012,138000000
irn,2013,252000000
irn,2014,356000000
irn,2015,383000000
irn,2016,346000000
irn,2017,338000000
irn,2018,228000000
irq,2005,18000000
irq,2006,26000000
irq,2007,39000000
irq,2008,22000000
irq,2009,27000000
irq,2010,76000000
irq,2011,14000000
irq,2012,6000000
isl,1995,123000000
isl,1996,136000000
isl,1997,141000000
isl,1998,165000000
isl,1999,158000000
isl,2000,159000000
isl,2001,151000000
isl,2002,159000000
isl,2003,167000000
isl,2004,188000000
isl,2005,222000000
isl,2006,224000000
isl,2007,247000000
isl,2008,257000000
isr,1995,498000000
isr,1996,453000000
isr,1997,445000000
isr,1998,441000000
isr,1999,496000000
isr,2000,497000000
isr,2001,294000000
isr,2002,281000000
isr,2003,341000000
isr,2004,432000000
isr,2005,561000000
isr,2006,540000000
isr,2007,653000000
isr,2008,751000000
isr,2009,623000000
isr,2010,718000000
isr,2011,725000000
isr,2012,734000000
isr,2013,769000000
isr,2014,729000000
isr,2015,706000000
isr,2016,704000000
isr,2017,768000000
isr,2018,823000000
isr,2019,839000000
isr,2020,161000000
ita,1995,1694000000
ita,1996,1869000000
ita,1997,1701000000
ita,1998,1525000000
ita,1999,1221000000
ita,2000,1214000000
ita,2001,1095000000
ita,2002,1320000000
ita,2003,1346000000
ita,2004,2495000000
ita,2005,3054000000
ita,2006,3390000000
ita,2007,3484000000
ita,2015,1982000000
ita,2016,2042000000
ita,2017,2139000000
ita,2018,2536000000
ita,2019,2389000000
ita,2020,423000000
jam,1995,130000000
jam,1996,126000000
jam,1997,159000000
jam,1998,183000000
jam,1999,206000000
jam,2000,244000000
jam,2001,262000000
jam,2002,273000000
jam,2003,266000000
jam,2004,295000000
jam,2005,238000000
jam,2006,224000000
jam,2007,232000000
jam,2008,246000000
jam,2009,145000000
jam,2010,94000000
jam,2011,47000000
jor,1995,313000000
jor,1996,282000000
jor,1997,289000000
jor,1998,230000000
jor,1999,221000000
jor,2000,212000000
jor,2001,184000000
jor,2002,206000000
jor,2003,204000000
jor,2004,291000000
jor,2005,318000000
jor,2006,366000000
jor,2007,443000000
jor,2008,596000000
jor,2009,561000000
jor,2010,805000000
jor,2011,926000000
jor,2012,1062000000
jor,2013,1028000000
jor,2014,1143000000
jor,2015,903000000
jor,2016,899000000
jor,2017,910000000
jor,2018,972000000
jor,2019,979000000
jor,2020,336000000
jpn,1995,1670000000
jpn,1996,1694000000
jpn,1997,1846000000
jpn,1998,1921000000
jpn,1999,2284000000
jpn,2000,2597000000
jpn,2001,2444000000
jpn,2002,2572000000
jpn,2003,2627000000
jpn,2004,3078000000
jpn,2005,3124000000
jpn,2006,3020000000
jpn,2007,3077000000
jpn,2008,2961000000
jpn,2009,2208000000
jpn,2010,2132000000
jpn,2011,1533000000
jpn,2012,1616000000
jpn,2013,1772000000
jpn,2014,1978000000
jpn,2015,2317000000
jpn,2016,2704000000
jpn,2017,2913000000
jpn,2018,3183000000
jpn,2019,3155000000
jpn,2020,798000000
kaz,1995,33000000
kaz,1996,59000000
kaz,1997,61000000
kaz,1998,47000000
kaz,1999,31000000
kaz,2000,47000000
kaz,2001,50000000
kaz,2002,58000000
kaz,2003,74000000
kaz,2004,85000000
kaz,2005,100000000
kaz,2006,135000000
kaz,2007,200000000
kaz,2008,243000000
kaz,2009,222000000
kaz,2010,231000000
kaz,2011,315000000
kaz,2012,225000000
kaz,2013,257000000
kaz,2014,239000000
kaz,2015,201000000
kaz,2016,180000000
kaz,2017,221000000
kaz,2018,396000000
kaz,2019,459000000
kaz,2020,130000000
ken,1995,362000000
ken,1996,361000000
ken,1997,422000000
ken,1998,488000000
ken,1999,506000000
ken,2000,217000000
ken,2001,227000000
ken,2002,237000000
ken,2003,272000000
ken,2004,313000000
ken,2005,390000000
ken,2006,494000000
ken,2007,597000000
ken,2008,646000000
ken,2009,434000000
ken,2010,820000000
ken,2011,918000000
ken,2012,1069000000
ken,2013,948000000
ken,2014,934000000
ken,2015,872000000
ken,2016,648000000
ken,2017,648000000
ken,2018,712000000
ken,2019,755000000
kgz,1998,4000000
kgz,1999,4000000
kgz,2000,5000000
kgz,2001,8000000
kgz,2002,12000000
kgz,2003,14000000
kgz,2004,16000000
kgz,2005,21000000
kgz,2006,22000000
kgz,2007,46000000
kgz,2008,55000000
kgz,2009,47000000
kgz,2010,52000000
kgz,2011,49000000
kgz,2012,52000000
kgz,2013,55000000
kgz,2014,45000000
kgz,2015,56000000
kgz,2016,45000000
kgz,2017,51000000
kgz,2018,59000000
kgz,2019,64000000
kgz,2020,44000000
khm,1995,18000000
khm,1996,35000000
khm,1997,31000000
khm,1998,22000000
khm,1999,28000000
khm,2000,41000000
khm,2001,49000000
khm,2002,55000000
khm,2003,52000000
khm,2004,70000000
khm,2005,89000000
khm,2006,117000000
khm,2007,149000000
khm,2008,179000000
khm,2009,127000000
khm,2010,152000000
khm,2011,174000000
khm,2012,200000000
khm,2013,235000000
khm,2014,267000000
khm,2015,282000000
khm,2016,311000000
khm,2017,385000000
khm,2018,470000000
khm,2019,539000000
khm,2020,96000000
kir,2017,1070000.05245
kor,1995,1520000000
kor,1996,1470000000
kor,1997,1586000000
kor,1998,1355000000
kor,1999,1496000000
kor,2000,1693000000
kor,2001,1535000000
kor,2002,1685000000
kor,2003,1647000000
kor,2004,2157000000
kor,2005,2484000000
kor,2006,2720000000
kor,2007,3150000000
kor,2008,3705000000
kor,2009,3489000000
kor,2010,4052000000
kor,2011,4967000000
kor,2012,5458000000
kor,2013,5065000000
kor,2014,4930000000
kor,2015,3913000000
kor,2016,4038000000
kor,2017,3805000000
kor,2018,4537000000
kor,2019,4589000000
kor,2020,1248000000
kwt,1995,186000000
kwt,1996,205000000
kwt,1997,208000000
kwt,1998,249000000
kwt,1999,250000000
kwt,2000,296000000
kwt,2001,180000000
kwt,2002,203000000
kwt,2003,210000000
kwt,2004,220000000
kwt,2005,248000000
kwt,2006,303000000
kwt,2007,307000000
kwt,2008,353000000
kwt,2009,305000000
kwt,2010,285000000
kwt,2011,324000000
kwt,2012,354000000
kwt,2013,322000000
kwt,2014,246000000
kwt,2015,431000000
kwt,2016,231000000
kwt,2017,330000000
kwt,2018,461000000
kwt,2019,498000000
kwt,2020,127000000
lao,1995,1000000
lao,1996,1000000
lao,1997,3000000
lao,1998,2000000
lao,1999,4000000
lao,2001,4000000
lao,2002,3000000
lao,2003,3000000
lao,2004,3000000
lao,2005,4000000
lao,2006,2000000
lao,2007,1000000
lao,2008,4000000
lao,2009,3000000
lao,2010,3000000
lao,2011,7000000
lao,2012,10000000
lao,2013,17000000
lao,2014,400000.00596
lao,2015,1000000
lao,2016,1000000
lao,2017,7000000
lao,2018,22000000
lao,2019,39000000
lao,2020,14000000
lbn,2003,408000000
lbn,2004,520000000
lbn,2005,437000000
lbn,2006,476000000
lbn,2007,580000000
lbn,2008,498000000
lbn,2009,383000000
lbn,2010,165000000
lbn,2011,252000000
lbn,2012,525000000
lbn,2013,540000000
lbn,2014,312000000
lbn,2015,230000000
lbn,2016,329000000
lbn,2017,476000000
lbn,2018,294000000
lbn,2019,124000000
lbn,2020,16000000
lby,1995,2000000
lby,1996,2000000
lby,1997,1000000
lby,1998,16000000
lby,1999,12000000
lby,2000,9000000
lby,2001,12000000
lby,2002,21000000
lby,2003,38000000
lby,2004,43000000
lby,2005,51000000
lby,2006,54000000
lby,2007,25000000
lby,2008,25000000
lby,2009,109000000
lby,2010,110000000
lby,2011,30000000
lby,2012,110000000
lby,2013,131000000
lby,2014,33000000
lby,2015,33000000
lby,2016,33000000
lby,2017,41000000
lby,2018,52000000
lka,1995,141000000
lka,1996,116000000
lka,1997,142000000
lka,1998,139000000
lka,1999,141000000
lka,2000,140000000
lka,2001,134000000
lka,2002,231000000
lka,2003,268000000
lka,2004,295000000
lka,2005,300000000
lka,2006,323000000
lka,2007,365000000
lka,2008,461000000
lka,2009,404000000
lka,2010,468000000
lka,2011,591000000
lka,2012,717000000
lka,2013,791000000
lka,2014,847000000
lka,2015,997000000
lka,2016,1073000000
lka,2017,1158000000
lka,2018,1227000000
lka,2019,1056000000
lka,2020,394000000
lso,1995,2000000
lso,1996,1700000.04768
lso,1997,1720000.02861
lso,1998,699999.98808
lso,1999,100000.00149
ltu,1995,25000000
ltu,1996,29000000
ltu,1997,39000000
ltu,1998,44000000
ltu,1999,41000000
ltu,2000,39000000
ltu,2001,42000000
ltu,2002,51000000
ltu,2003,62000000
ltu,2004,58000000
lux,2002,139000000
lux,2003,161000000
lux,2004,207000000
lux,2005,249000000
lux,2006,309000000
lux,2007,373000000
lux,2008,447000000
lux,2009,387000000
lux,2010,374000000
lux,2011,497000000
lux,2012,494000000
lux,2013,593000000
lux,2014,670000000
lux,2015,579000000
lux,2016,466000000
lux,2017,386000000
lux,2018,466000000
lux,2019,468000000
lux,2020,265000000
lva,1995,17000000
lva,1996,16000000
lva,1997,43000000
lva,1998,40000000
lva,1999,35000000
lva,2000,41000000
lva,2001,34000000
lva,2002,40000000
lva,2003,49000000
lva,2004,76000000
lva,2005,105000000
lva,2006,142000000
lva,2007,209000000
mac,2002,223000000
mac,2003,164000000
mac,2004,225000000
mac,2005,257000000
mac,2006,306000000
mac,2007,328000000
mac,2008,349000000
mac,2009,303000000
mac,2010,412000000
mac,2011,523000000
mac,2012,508000000
mac,2013,532000000
mac,2014,565000000
mac,2015,519000000
mac,2016,523000000
mac,2017,515000000
mac,2018,602000000
mac,2019,575000000
mac,2020,82000000
mar,1995,173000000
mar,1996,182000000
mar,1997,203000000
mar,1998,190000000
mar,1999,228000000
mar,2000,241000000
mar,2001,383000000
mar,2002,511000000
mar,2003,581000000
mar,2004,618000000
mar,2005,816000000
mar,2006,916000000
mar,2007,1126000000
mar,2008,1664000000
mar,2009,1354000000
mar,2010,1474000000
mar,2011,1780000000
mar,2012,1794000000
mar,2013,1350000000
mar,2014,1686000000
mar,2015,1505000000
mar,2016,1365000000
mar,2017,1592000000
mar,2018,1746000000
mar,2019,1762000000
mar,2020,666000000
mda,1995,14000000
mda,1996,17000000
mda,1997,24000000
mda,1998,24000000
mda,1999,15000000
mda,2000,18000000
mda,2001,19000000
mda,2002,22000000
mda,2003,25000000
mda,2004,21000000
mda,2005,35000000
mda,2006,33000000
mda,2007,58000000
mda,2008,77000000
mda,2009,67000000
mda,2010,59000000
mda,2011,67000000
mda,2012,81000000
mda,2013,94000000
mda,2014,94000000
mda,2015,81000000
mda,2016,88000000
mda,2017,119000000
mda,2018,119000000
mda,2019,131000000
mda,2020,38000000
mdg,1995,48000000
mdg,1996,37000000
mdg,1997,36000000
mdg,1998,44000000
mdg,1999,37000000
mdg,2000,31000000
mdg,2001,34000000
mdg,2002,45000000
mdg,2003,43000000
mdg,2004,82000000
mdg,2005,66000000
mdg,2006,147000000
mdg,2007,124000000
mdg,2008,90000000
mdg,2009,71000000
mdg,2010,116000000
mdg,2011,29000000
mdg,2012,36000000
mdg,2013,35000000
mdg,2014,72000000
mdg,2015,75000000
mdg,2016,162000000
mdg,2017,178000000
mdg,2018,182000000
mdg,2019,204000000
mdg,2020,57000000
mdv,2011,26000000
mdv,2012,74000000
mdv,2013,87000000
mdv,2014,115000000
mdv,2015,122000000
mdv,2016,134000000
mdv,2017,27000000
mdv,2018,26000000
mdv,2019,14000000
mdv,2020,11000000
mex,1995,668000000
mex,1996,775000000
mex,1997,808000000
mex,1998,814000000
mex,1999,912000000
mex,2000,839000000
mex,2001,789000000
mex,2002,689000000
mex,2003,696000000
mex,2004,813000000
mex,2005,998000000
mex,2006,1152000000
mex,2007,1136000000
mex,2008,1356000000
mex,2009,1029000000
mex,2010,636000000
mex,2011,589000000
mex,2012,581000000
mex,2013,362000000
mex,2014,398000000
mex,2015,995000000
mex,2016,969000000
mex,2017,1131000000
mex,2018,1276000000
mex,2019,1274000000
mex,2020,453000000
mhl,2005,490000.00954
mhl,2006,479999.98927
mhl,2007,400000.00596
mhl,2008,100000.00149
mhl,2009,200000.00298
mhl,2010,200000.00298
mhl,2011,280000.00119
mhl,2012,189999.99762
mhl,2013,200000.00298
mhl,2014,200000.00298
mhl,2015,200000.00298
mhl,2016,25200000.76294
mhl,2017,11500000
mhl,2018,11500000
mkd,1996,14000000
mkd,1997,15000000
mkd,1998,13000000
mkd,1999,40000000
mkd,2000,50000000
mkd,2001,23000000
mkd,2002,16000000
mkd,2003,29000000
mkd,2004,31000000
mkd,2005,27000000
mkd,2006,27000000
mkd,2007,33000000
mkd,2008,34000000
mkd,2009,14000000
mkd,2010,2000000
mkd,2011,2000000
mkd,2012,3000000
mkd,2013,3000000
mkd,2014,3000000
mkd,2015,3000000
mkd,2016,3000000
mkd,2017,4000000
mkd,2018,5000000
mkd,2019,5000000
mkd,2020,1000000
mli,1995,1000000
mli,1996,3000000
mli,1997,2000000
mli,1998,3000000
mli,1999,6000000
mli,2000,7000000
mli,2001,3000000
mli,2002,1000000
mli,2003,8000000
mli,2004,2000000
mli,2005,1000000
mli,2006,400000.00596
mli,2007,6000000
mli,2008,11000000
mli,2009,4000000
mli,2010,3000000
mli,2011,8000000
mli,2012,2000000
mli,2013,200000.00298
mli,2014,1899999.97616
mli,2016,600000.02384
mli,2017,400000.00596
mli,2018,4000000
mlt,1995,157000000
mlt,1996,148000000
mlt,1997,154000000
mlt,1998,165000000
mlt,1999,174000000
mlt,2000,144000000
mlt,2001,143000000
mlt,2002,143000000
mlt,2003,147000000
mlt,2004,182000000
mlt,2005,169000000
mlt,2006,199000000
mlt,2007,220000000
mmr,1995,18000000
mmr,1996,34000000
mmr,1997,28000000
mmr,1998,25000000
mmr,1999,33000000
mmr,2000,33000000
mmr,2001,23000000
mmr,2002,16000000
mmr,2003,14000000
mmr,2004,13000000
mmr,2005,16000000
mmr,2006,13000000
mmr,2007,12000000
mmr,2008,12000000
mmr,2009,19000000
mmr,2010,19000000
mmr,2011,9000000
mmr,2012,11000000
mmr,2013,5000000
mmr,2014,74000000
mmr,2015,79000000
mmr,2016,92000000
mmr,2017,19000000
mmr,2018,18000000
mmr,2019,18000000
mne,2007,30000000
mne,2008,46000000
mne,2009,47000000
mne,2010,52000000
mne,2011,51000000
mne,2012,51000000
mne,2013,49000000
mne,2014,51000000
mne,2015,44000000
mne,2016,45000000
mne,2017,43000000
mne,2018,53000000
mne,2019,52000000
mne,2020,14000000
mng,1995,12000000
mng,1996,10000000
mng,1997,12000000
mng,1998,12000000
mng,1999,7000000
mng,2000,7000000
mng,2001,10000000
mng,2002,13000000
mng,2003,11000000
mng,2004,20000000
mng,2005,26000000
mng,2006,36000000
mng,2007,42000000
mng,2008,25000000
mng,2009,18000000
mng,2010,44000000
mng,2011,41000000
mng,2012,38000000
mng,2013,39000000
mng,2014,42000000
mng,2015,33000000
mng,2016,63000000
mng,2017,66000000
mng,2018,65000000
mng,2019,92000000
mng,2020,20000000
moz,2002,2000000
moz,2003,8000000
moz,2004,1000000
moz,2005,8000000
moz,2006,5000000
moz,2007,19000000
moz,2008,23000000
moz,2009,21000000
moz,2010,27000000
moz,2011,33000000
moz,2012,35000000
moz,2013,29000000
moz,2014,18000000
moz,2015,9000000
moz,2016,6000000
moz,2017,13000000
moz,2018,89000000
moz,2019,72000000
moz,2020,23000000
mrt,2012,2000000
mrt,2013,9000000
mrt,2014,5000000
mrt,2015,2000000
mrt,2016,3000000
mrt,2017,1000000
mrt,2018,2000000
mrt,2019,2500000
mrt,2020,899999.97616
mus,1995,186000000
mus,1996,201000000
mus,1997,188000000
mus,1998,176000000
mus,1999,175000000
mus,2000,190000000
mus,2001,197000000
mus,2002,217000000
mus,2003,263000000
mus,2004,300000000
mus,2005,318000000
mus,2006,297000000
mus,2007,359000000
mus,2008,369000000
mus,2009,270000000
mus,2010,300000000
mus,2011,324000000
mus,2012,298000000
mus,2013,271000000
mus,2014,272000000
mus,2015,247000000
mus,2016,253000000
mus,2017,257000000
mus,2018,270000000
mus,2019,245000000
mus,2020,52000000
mwi,1995,4000000
mwi,1996,5000000
mwi,1997,4000000
mwi,1998,1000000
mwi,1999,4000000
mwi,2000,4000000
mwi,2001,15000000
mwi,2002,12000000
mwi,2003,12000000
mwi,2004,13000000
mwi,2005,19000000
mwi,2006,19000000
mwi,2007,14000000
mwi,2008,12000000
mwi,2009,13000000
mwi,2010,14000000
mwi,2011,5000000
mwi,2012,4000000
mwi,2013,4000000
mwi,2014,4000000
mwi,2015,4000000
mwi,2016,4000000
mwi,2017,4000000
mwi,2018,6000000
mwi,2019,7000000
mwi,2020,5000000
mys,1995,1075000000
mys,1996,1255000000
mys,1997,1184000000
mys,1998,856000000
mys,1999,815000000
mys,2000,862000000
mys,2001,764000000
mys,2002,966000000
mys,2003,898000000
mys,2004,980000000
mys,2005,1543000000
mys,2006,1853000000
mys,2007,3898000000
mys,2008,3260000000
mys,2009,1433000000
mys,2010,1467000000
mys,2011,1689000000
mys,2012,1460000000
mys,2013,1783000000
mys,2014,1869000000
mys,2015,1528000000
mys,2016,1597000000
mys,2017,1926000000
mys,2018,2167000000
mys,2019,2372000000
mys,2020,382000000
nam,2000,33000000
nam,2001,28000000
nam,2002,33000000
nam,2003,50000000
nam,2004,21000000
nam,2005,14000000
nam,2006,92000000
nam,2007,108000000
nam,2008,102000000
nam,2009,112000000
nam,2010,151000000
nam,2011,252000000
nam,2012,123000000
nam,2013,113000000
nam,2014,100000000
nam,2015,75000000
nam,2016,71000000
nam,2017,108000000
nam,2018,108000000
nam,2019,102000000
nam,2020,37000000
ncl,2008,115000000
ncl,2009,95000000
ncl,2010,97000000
ncl,2011,119000000
ncl,2012,123000000
ncl,2013,119000000
ncl,2014,100000000
ncl,2015,88000000
ncl,2016,89000000
ner,1996,600000.02384
ner,1997,600000.02384
ner,1999,100000.00149
ner,2000,100000.00149
ner,2001,100000.00149
ner,2002,200000.00298
ner,2003,500000
ner,2004,1299999.95232
ner,2005,899999.97616
ner,2006,3000000
ner,2007,3000000
ner,2008,7000000
ner,2009,3000000
ner,2010,500000
ner,2011,3000000
ner,2012,1000000
ner,2013,1000000
ner,2014,10000000
ner,2015,6000000
ner,2016,7000000
ner,2017,8000000
ner,2018,16000000
ner,2019,14000000
nga,1995,30000000
nga,1996,23000000
nga,1997,28000000
nga,1998,34000000
nga,1999,45000000
nga,2000,85000000
nga,2001,77000000
nga,2002,117000000
nga,2003,28000000
nga,2004,28000000
nga,2005,85000000
nga,2006,25000000
nga,2007,124000000
nga,2008,389000000
nga,2009,189000000
nga,2010,167000000
nga,2011,65000000
nga,2012,83000000
nga,2013,78000000
nga,2014,62000000
nga,2015,57000000
nga,2016,18000000
nga,2017,66000000
nga,2018,15000000
nga,2019,22000000
nga,2020,8000000
nic,1995,1000000
nic,1996,1000000
nic,1997,2000000
nic,1998,3000000
nic,1999,3000000
nld,1995,4033000000
nld,1996,4929000000
nld,1997,5451000000
nld,1998,5127000000
nld,1999,5474000000
nld,2000,4088000000
nld,2001,4439000000
nld,2002,4035000000
nld,2003,5440000000
nld,2004,6187000000
nld,2012,5380000000
nld,2013,5696000000
nld,2014,4985000000
nld,2015,4387000000
nld,2016,5158200195.3125
nld,2017,5727500000
nld,2018,6146899902.34375
nld,2019,5148500000
nld,2020,1825199951.17188
nld_curacao,2007,2000000
nld_curacao,2008,5000000
nld_curacao,2009,17000000
nld_curacao,2010,53000000
nld_curacao,2011,87000000
nld_curacao,2012,133000000
nld_curacao,2013,195000000
nld_curacao,2014,185000000
nld_curacao,2015,105000000
nld_curacao,2016,71000000
nld_curacao,2017,21000000
nld_curacao,2018,11000000
nld_curacao,2019,3000000
nld_curacao,2020,1000000
nor,1995,492000000
nor,1996,514000000
nor,1997,435000000
nor,1998,429000000
nor,1999,473000000
nor,2000,471000000
nor,2001,422000000
nor,2002,402000000
nor,2003,489000000
nor,2004,551000000
nor,2005,749000000
nor,2006,498000000
nor,2007,819000000
nor,2008,849000000
nor,2009,750000000
nor,2010,607000000
nor,2011,1236000000
nor,2012,1348000000
nor,2013,1548000000
nor,2014,1924000000
nor,2015,1506000000
nor,2016,1059000000
nor,2017,964000000
nor,2018,1352000000
nor,2019,1179000000
nor,2020,404000000
npl,1995,55000000
npl,1996,76000000
npl,1997,55000000
npl,1998,59000000
npl,1999,56000000
npl,2000,61000000
npl,2001,47000000
npl,2002,31000000
npl,2003,33000000
npl,2004,30000000
npl,2005,29000000
npl,2006,29000000
npl,2007,34000000
npl,2008,18000000
npl,2009,26000000
npl,2010,34000000
npl,2011,32000000
npl,2012,28000000
npl,2013,24000000
npl,2014,24000000
npl,2015,26000000
npl,2016,52000000
npl,2017,83000000
npl,2018,96000000
npl,2019,96000000
npl,2020,41000000
omn,1998,132000000
omn,1999,144000000
omn,2000,156000000
omn,2001,153000000
omn,2002,146000000
omn,2003,161000000
omn,2004,190000000
omn,2005,198000000
omn,2006,205000000
omn,2007,257000000
omn,2008,309000000
omn,2009,403000000
omn,2010,289000000
omn,2011,520000000
omn,2012,627000000
omn,2013,593000000
omn,2014,596000000
omn,2015,707000000
omn,2016,707000000
omn,2017,882000000
omn,2018,1116000000
omn,2019,1266000000
omn,2020,228000000
pak,1995,472000000
pak,1996,485000000
pak,1997,515000000
pak,1998,469000000
pak,1999,418000000
pak,2000,470000000
pak,2001,445000000
pak,2002,465000000
pak,2003,498000000
pak,2004,586000000
pak,2005,646000000
pak,2006,664000000
pak,2007,636000000
pak,2008,670000000
pak,2009,678000000
pak,2010,693000000
pak,2011,754000000
pak,2012,675000000
pak,2013,650000000
pak,2014,689000000
pak,2015,598000000
pak,2016,468000000
pak,2017,513000000
pak,2018,455000000
pak,2019,498000000
pak,2020,326000000
pan,1995,63000000
pan,1996,72000000
pan,1997,94000000
pan,1998,110000000
pan,1999,110000000
pan,2000,170000000
pan,2001,188000000
pan,2002,197000000
pan,2003,219000000
pan,2004,252000000
pan,2005,328000000
pan,2006,465000000
pan,2007,621000000
pan,2008,800000000
pan,2009,796000000
pan,2010,876000000
pan,2011,1111000000
pan,2012,1521000000
pan,2013,1886000000
pan,2014,2020000000
pan,2015,1806000000
pan,2016,2049000000
pan,2017,2405000000
pan,2018,2522000000
pan,2019,2531000000
pan,2020,724000000
per,1995,93000000
per,1996,103000000
per,1997,95000000
per,1998,102000000
per,1999,21000000
per,2000,24000000
per,2001,30000000
per,2002,49000000
per,2003,60000000
per,2004,90000000
per,2005,130000000
per,2006,205000000
per,2007,284000000
per,2008,405000000
per,2009,426000000
per,2010,467000000
per,2011,552000000
per,2012,631000000
per,2013,916000000
per,2014,830000000
per,2015,831000000
per,2016,802000000
per,2017,863000000
per,2018,948000000
per,2019,965000000
per,2020,226000000
phl,1995,5000000
phl,1996,5000000
phl,1997,6000000
phl,1998,13000000
phl,1999,74000000
phl,2000,178000000
phl,2001,269000000
phl,2002,257000000
phl,2003,277000000
phl,2004,373000000
phl,2005,576000000
phl,2006,509000000
phl,2007,562000000
phl,2008,730000000
phl,2009,546000000
phl,2010,796000000
phl,2011,855000000
phl,2012,902000000
phl,2013,909000000
phl,2014,1029000000
phl,2015,1142000000
phl,2016,1146000000
phl,2017,1361000000
phl,2018,1475000000
phl,2019,1674000000
phl,2020,759000000
plw,2005,3000000
plw,2006,3000000
plw,2007,3000000
plw,2008,4000000
plw,2009,3000000
plw,2010,3000000
plw,2011,3000000
plw,2012,4000000
plw,2013,4000000
plw,2014,4000000
plw,2015,7000000
plw,2016,7000000
plw,2017,7000000
png,2003,899999.97616
png,2004,1299999.95232
png,2005,5800000.19073
png,2006,29999.99933
png,2007,300000.01192
png,2008,1600000.02384
png,2010,100000.00149
png,2011,200000.00298
png,2013,100000.00149
png,2014,100000.00149
png,2016,800000.01192
png,2017,13300000.19073
png,2018,769999.98093
pol,1995,313000000
pol,1996,320000000
pol,1997,374000000
pol,1998,375000000
pol,1999,398000000
pol,2000,451000000
pol,2001,475000000
pol,2002,657000000
pol,2003,664000000
pol,2004,666000000
pol,2005,857000000
pol,2006,883000000
pol,2007,1088000000
pol,2008,1071000000
pol,2009,832000000
pol,2010,461000000
pol,2011,917000000
pol,2012,903000000
pol,2013,1088000000
pol,2014,1077000000
pol,2015,881000000
pol,2016,1075000000
pol,2017,1311000000
pol,2018,1707000000
pol,2019,2008000000
pol,2020,608000000
prt,1995,815000000
prt,1996,781000000
prt,1997,801000000
prt,1998,920000000
prt,1999,788000000
prt,2000,785000000
prt,2001,795000000
prt,2002,840000000
prt,2003,1060000000
prt,2004,1224000000
prt,2005,1364000000
prt,2006,2067000000
prt,2007,2772000000
prt,2008,3096000000
prt,2009,2656000000
prt,2010,2980000000
prt,2011,3527000000
prt,2012,3581000000
prt,2013,3931000000
prt,2014,3926000000
prt,2015,3132000000
prt,2016,3130000000
prt,2017,3835000000
prt,2018,4309000000
prt,2019,4148000000
prt,2020,1687000000
pry,1995,25000000
pry,1996,19000000
pry,1997,17000000
pry,1998,17000000
pry,1999,14000000
pry,2000,15000000
pry,2001,22000000
pry,2002,14000000
pry,2003,17000000
pry,2004,17000000
pry,2005,18000000
pry,2006,20000000
pry,2007,19000000
pry,2008,19000000
