geo,time,en_atm_co2e_lf_zs
brb,1995,68.88477
brb,1996,69.22748
brb,1997,65.50453
brb,1998,73.91748
brb,1999,76.44285
brb,2000,79.25452
brb,2001,78.06265
brb,2002,74.67832
brb,2003,77.06014
brb,2004,79.81118
brb,2005,79.79599
brb,2006,78.32912
brb,2007,79.53426
brb,2008,80.55039
brb,2009,31.43143
brb,2010,83.7183
brb,2011,83.00156
brb,2012,60.89543
brb,2013,89.1973
brb,2014,88.69023
brb,2015,88.40597
brb,2016,88.45588
brn,1960,8.79121
brn,1961,9.63855
brn,1962,19.80198
brn,1963,15.46392
brn,1964,21.50538
brn,1965,3.2967
brn,1966,41.04478
brn,1967,32.5
brn,1968,33.33333
brn,1969,33.83459
brn,1970,2.32247
brn,1971,3.46341
brn,1972,2.32558
brn,1973,2.49816
brn,1974,3.58423
brn,1975,4.2465
brn,1976,5.59951
brn,1977,6.93807
brn,1978,5.68793
brn,1979,8.57565
brn,1980,9.80288
brn,1981,-40.14963
brn,1982,-27.32049
brn,1983,-1.08401
brn,1984,34.22562
brn,1985,47.17514
brn,1986,57.41627
brn,1987,35.9116
brn,1988,28.03079
brn,1989,24.84113
brn,1990,39.28929
brn,1991,48.49553
brn,1992,35.13783
brn,1993,41.50248
brn,1994,32.68413
brn,1995,24.2022
brn,1996,25.38093
brn,1997,25.14308
brn,1998,33.01151
brn,1999,36.93255
brn,2000,18.95582
brn,2001,20.92998
brn,2002,16.48468
brn,2003,15.9951
brn,2004,20.49644
brn,2005,21.98678
brn,2006,13.45921
brn,2007,27.02
brn,2008,28.49289
brn,2009,23.64055
brn,2010,23.19939
brn,2011,27.93407
brn,2012,29.00684
brn,2013,23.61088
brn,2014,24.25376
brn,2015,27.53316
brn,2016,28.14608
btn,1970,100
btn,1971,100
btn,1972,100
btn,1973,100
btn,1974,100
btn,1975,100
btn,1976,100
btn,1977,100
btn,1978,100
btn,1979,83.33333
btn,1980,83.33333
btn,1981,100
btn,1982,88.88889
btn,1983,100
btn,1984,100
btn,1985,100
btn,1986,100
btn,1987,57.14286
btn,1988,56.66667
btn,1989,100
btn,1990,62.05692
btn,1991,47.45529
btn,1992,38.5035
btn,1993,49.61235
btn,1994,46.32
btn,1995,44.64174
btn,1996,44.52786
btn,1997,32.70568
btn,1998,35.65139
btn,1999,37.68861
btn,2000,39.64324
btn,2001,44.81889
btn,2002,42.1705
btn,2003,51.94917
btn,2004,63.87677
btn,2005,51.87463
btn,2006,55.005
btn,2007,57.35564
btn,2008,54.08825
btn,2009,65.41135
btn,2010,66.31809
btn,2011,54.73134
btn,2012,57.9
btn,2013,52.20082
btn,2014,47.20287
btn,2015,47.7474
btn,2016,39.05504
bwa,1972,0
bwa,1973,0
bwa,1974,0
bwa,1975,0
bwa,1976,0
bwa,1977,0
bwa,1978,0
bwa,1979,0
bwa,1980,0
bwa,1981,0
bwa,1982,0
bwa,1983,0
bwa,1984,0
bwa,1985,0
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,33.92954
bwa,1991,33.45803
bwa,1992,25.33564
bwa,1993,39.15228
bwa,1994,35.00318
bwa,1995,33.56627
bwa,1996,40.06072
bwa,1997,35.83388
bwa,1998,35.87283
bwa,1999,40.565
bwa,2000,42.85749
bwa,2001,47.66152
bwa,2002,46.86117
bwa,2003,51.63735
bwa,2004,48.21597
bwa,2005,45.66614
bwa,2006,50.029
bwa,2007,53.13755
bwa,2008,58.1374
bwa,2009,53.34633
bwa,2010,72.57831
bwa,2011,64.81422
bwa,2012,53.53963
bwa,2013,51.9052
bwa,2014,42.12164
bwa,2015,34.94076
bwa,2016,38.73011
caf,1960,100
caf,1961,100
caf,1962,100
caf,1963,100
caf,1964,100
caf,1965,100
caf,1966,100
caf,1967,100
caf,1968,100
caf,1969,100
caf,1970,100
caf,1971,100
caf,1972,100
caf,1973,100
caf,1974,100
caf,1975,100
caf,1976,100
caf,1977,100
caf,1978,100
caf,1979,100
caf,1980,100
caf,1981,100
caf,1982,100
caf,1983,100
caf,1984,100
caf,1985,100
caf,1986,100
caf,1987,100
caf,1988,100
caf,1989,100
caf,1990,123.76125
caf,1991,136.90133
caf,1992,144.23533
caf,1993,139.80437
caf,1994,146.68
caf,1995,146.68
caf,1996,138.05176
caf,1997,144.52294
caf,1998,108.41565
caf,1999,110.01
caf,2000,111.53792
caf,2001,98.2756
caf,2002,98.2756
caf,2003,97.78667
caf,2004,97.78667
caf,2005,97.78667
caf,2006,95.90615
caf,2007,97.31654
caf,2008,97.31654
caf,2009,97.31654
caf,2010,97.78667
caf,2011,96.10069
caf,2012,97.78667
caf,2013,95.342
caf,2014,96.56433
caf,2015,94.63226
caf,2016,95.81516
can,1960,60.05171
can,1961,61.15874
can,1962,61.00354
can,1963,63.65468
can,1964,60.48667
can,1965,60.23007
can,1966,60.13971
can,1967,60.88404
can,1968,59.08597
can,1969,59.10127
can,1970,61.94858
can,1971,62.53627
can,1972,61.26692
can,1973,62.4624
can,1974,63.88393
can,1975,60.98133
can,1976,58.5812
can,1977,57.30522
can,1978,56.26808
can,1979,55.30679
can,1980,54.48453
can,1981,53.04486
can,1982,50.33946
can,1983,47.46164
can,1984,45.2693
can,1985,44.25987
can,1986,46.06325
can,1987,46.83669
can,1988,46.27835
can,1989,44.64127
can,1990,49.08611
can,1991,46.59833
can,1992,46.42284
can,1993,47.88147
can,1994,46.00003
can,1995,45.74328
can,1996,44.76074
can,1997,44.96679
can,1998,46.08535
can,1999,45.9934
can,2000,44.89262
can,2001,45.70259
can,2002,42.64082
can,2003,44.8995
can,2004,47.16148
can,2005,45.91534
can,2006,48.69295
can,2007,46.39479
can,2008,46.90254
can,2009,49.11231
can,2010,46.89316
can,2011,44.70001
can,2012,44.22463
can,2013,43.51296
can,2014,45.08968
can,2015,48.19729
can,2016,45.87614
che,1960,57.00601
che,1961,61.85252
che,1962,66.4187
che,1963,68.40116
che,1964,73.97474
che,1965,78.79739
che,1966,81.84462
che,1967,85.13514
che,1968,87.257
che,1969,87.91992
che,1970,88.49759
che,1971,89.8234
che,1972,89.74315
che,1973,90.36937
che,1974,89.3918
che,1975,90.18946
che,1976,90.75181
che,1977,89.82506
che,1978,89.86363
che,1979,88.50606
che,1980,86.6938
che,1981,83.9766
che,1982,83.14146
che,1983,83.82905
che,1984,82.47683
che,1985,82.34969
che,1986,83.72637
che,1987,82.36312
che,1988,82.63376
che,1989,80.74886
che,1990,80.58429
che,1991,76.68021
che,1992,77.57671
che,1993,77.00278
che,1994,79.59947
che,1995,72.4452
che,1996,72.89839
che,1997,79.55889
che,1998,77.17688
che,1999,74.01526
che,2000,71.22588
che,2001,76.75853
che,2002,75.01485
che,2003,71.05835
che,2004,70.28687
che,2005,70.90866
che,2006,73.06586
che,2007,67.5961
che,2008,69.93073
che,2009,75.50644
che,2010,65.11541
che,2011,68.42574
che,2012,67.05421
che,2013,70.21951
che,2014,67.02682
che,2015,67.76857
che,2016,62.82318
chl,1960,51.37266
chl,1961,49.91133
chl,1962,49.85749
chl,1963,52.44031
chl,1964,56.0159
chl,1965,57.3581
chl,1966,60.87805
chl,1967,59.69155
chl,1968,60.52177
chl,1969,59.16111
chl,1970,58.42997
chl,1971,56.44878
chl,1972,57.81738
chl,1973,55.81488
chl,1974,57.16304
chl,1975,56.00701
chl,1976,57.09722
chl,1977,60.99651
chl,1978,63.4388
chl,1979,62.07965
chl,1980,61.17562
chl,1981,64.20251
chl,1982,68.46318
chl,1983,65.31761
chl,1984,61.71127
chl,1985,61.64734
chl,1986,63.52398
chl,1987,64.51561
chl,1988,60.58832
chl,1989,55.37817
chl,1990,60.96794
chl,1991,64.71833
chl,1992,66.1667
chl,1993,70.70612
chl,1994,68.55155
chl,1995,70.21466
chl,1996,66.45709
chl,1997,61.46722
chl,1998,60.75765
chl,1999,59.85046
chl,2000,61.5264
chl,2001,59.5131
chl,2002,62.32921
chl,2003,59.32884
chl,2004,57.27971
chl,2005,60.7569
chl,2006,62.68931
chl,2007,73.00581
chl,2008,69.72942
chl,2009,68.79061
chl,2010,62.38423
chl,2011,59.71643
chl,2012,57.58624
chl,2013,55.40291
chl,2014,57.40758
chl,2015,54.15278
chl,2016,53.50688
chn,1960,2.94731
chn,1961,4.04915
chn,1962,4.94641
chn,1963,5.33303
chn,1964,6.35166
chn,1965,7.35907
chn,1966,8.52798
chn,1967,9.81768
chn,1968,10.38333
chn,1969,11.59046
chn,1970,12.27581
chn,1971,13.71037
chn,1972,14.86087
chn,1973,16.41123
chn,1974,18.49395
chn,1975,17.83842
chn,1976,19.9951
chn,1977,19.66669
chn,1978,19.3017
chn,1979,18.6409
chn,1980,18.63601
chn,1981,17.67712
chn,1982,16.32776
chn,1983,15.8358
chn,1984,14.96899
chn,1985,14.48356
chn,1986,14.66024
chn,1987,14.5624
chn,1988,14.49296
chn,1989,14.72804
chn,1990,15.20971
chn,1991,15.47738
chn,1992,15.96694
chn,1993,16.2245
chn,1994,15.34278
chn,1995,15.1907
chn,1996,16.67408
chn,1997,17.84853
chn,1998,17.31742
chn,1999,18.96484
chn,2000,19.41385
chn,2001,18.70958
chn,2002,17.16292
chn,2003,16.48866
chn,2004,16.39609
chn,2005,14.62195
chn,2006,13.98137
chn,2007,12.94253
chn,2008,13.49424
chn,2009,12.34324
chn,2010,12.90901
chn,2011,12.12275
chn,2012,12.3534
chn,2013,12.43506
chn,2014,12.77528
chn,2015,13.51583
chn,2016,13.61683
civ,1960,100
civ,1961,100
civ,1962,100
civ,1963,100
civ,1964,100
civ,1965,100
civ,1966,95.75071
civ,1967,91.37931
civ,1968,90.64449
civ,1969,90.68541
civ,1970,91.89189
civ,1971,90.78591
civ,1972,90.02433
civ,1973,89.71429
civ,1974,91.14315
civ,1975,100
civ,1976,100
civ,1977,100
civ,1978,100
civ,1979,100
civ,1980,89.56983
civ,1981,86.61741
civ,1982,90.9964
civ,1983,93.40909
civ,1984,95.04749
civ,1985,95.3954
civ,1986,93.5464
civ,1987,95.75179
civ,1988,96.19696
civ,1989,97.07401
civ,1990,176.58432
civ,1991,154.56602
civ,1992,138.86942
civ,1993,172.20034
civ,1994,133.8633
civ,1995,184.92479
civ,1996,167.09423
civ,1997,117.12965
civ,1998,102.49379
civ,1999,53.11395
civ,2000,63.95526
civ,2001,76.32749
civ,2002,67.19002
civ,2003,54.04375
civ,2004,80.30865
civ,2005,71.699
civ,2006,65.39375
civ,2007,65.80778
civ,2008,55.92752
civ,2009,46.06939
civ,2010,48.69682
civ,2011,55.95389
civ,2012,64.37003
civ,2013,68.35531
civ,2014,66.54623
civ,2015,58.07362
civ,2016,38.20447
cmr,1960,98.64865
cmr,1961,98.7013
cmr,1962,100
cmr,1963,100
cmr,1964,100
cmr,1965,100
cmr,1966,100
cmr,1967,100
cmr,1968,99.27536
cmr,1969,100
cmr,1970,97.12644
cmr,1971,90.95023
cmr,1972,89.78723
cmr,1973,89.38776
cmr,1974,88.7218
cmr,1975,89.58991
cmr,1976,86.24161
cmr,1977,88.52459
cmr,1978,91.20879
cmr,1979,86.57315
cmr,1980,93.52113
cmr,1981,95.12697
cmr,1982,95.78035
cmr,1983,95.32554
cmr,1984,99.93947
cmr,1985,99.94337
cmr,1986,99.81618
cmr,1987,99.80119
cmr,1988,86.83333
cmr,1989,95.96542
cmr,1990,12.64483
cmr,1991,-6.0886
cmr,1992,97.69004
cmr,1993,39.47806
cmr,1994,36.31789
cmr,1995,41.8791
cmr,1996,54.7158
cmr,1997,44.07077
cmr,1998,41.98607
cmr,1999,40.71945
cmr,2000,44.60604
cmr,2001,46.34439
cmr,2002,47.45876
cmr,2003,54.46397
cmr,2004,52.65005
cmr,2005,48.37555
cmr,2006,48.38329
cmr,2007,56.3598
cmr,2008,52.74942
cmr,2009,63.57802
cmr,2010,63.26493
cmr,2011,66.53051
cmr,2012,69.13282
cmr,2013,50.70113
cmr,2014,68.37181
cmr,2015,77.18554
cmr,2016,69.82311
cod,1960,50.86888
cod,1961,52.25505
cod,1962,56.82968
cod,1963,58.94569
cod,1964,46.56772
cod,1965,47.32938
cod,1966,56.70732
cod,1967,52.16
cod,1968,73.66703
cod,1969,71.28514
cod,1970,63.24324
cod,1971,62.74752
cod,1972,63.95631
cod,1973,65.67164
cod,1974,66.05005
cod,1975,69.64892
cod,1976,64.76907
cod,1977,67.50789
cod,1978,69.53368
cod,1979,74.12109
cod,1980,69.63351
cod,1981,70.67961
cod,1982,64.31981
cod,1983,73.58834
cod,1984,72.43293
cod,1985,71.29909
cod,1986,68.62106
cod,1987,71.5509
cod,1988,70.71168
cod,1989,75.62604
cod,1990,99.74701
cod,1991,174.28787
cod,1992,185.08439
cod,1993,182.06783
cod,1994,127.48555
cod,1995,162.05774
cod,1996,177.18944
cod,1997,152.1805
cod,1998,120.48714
cod,1999,95.00864
cod,2000,89.68207
cod,2001,87.26532
cod,2002,84.59102
cod,2003,84.64944
cod,2004,84.62308
cod,2005,83.1843
cod,2006,82.96587
cod,2007,82.76943
cod,2008,86.08626
cod,2009,76.77781
cod,2010,83.84257
cod,2011,88.18262
cod,2012,90.54321
cod,2013,92.22756
cod,2014,94.00994
cod,2015,91.2309
cod,2016,92.92107
cog,1960,100
cog,1961,100
cog,1962,100
cog,1963,100
cog,1964,100
cog,1965,100
cog,1966,100
cog,1967,100
cog,1968,100
cog,1969,99.27007
cog,1970,66.02564
cog,1971,58.82353
cog,1972,56.35359
cog,1973,29.42943
cog,1974,22.7991
cog,1975,30.66667
cog,1976,42.72997
cog,1977,62.59542
cog,1978,73.86364
cog,1979,78.94737
cog,1980,67.56757
cog,1981,67.44186
cog,1982,86.92098
cog,1983,84.9359
cog,1984,85.209
cog,1985,84.52722
cog,1986,81.09966
cog,1987,85.59557
cog,1988,86.06357
cog,1989,84.42822
cog,1990,115.68512
cog,1991,33.8126
cog,1992,41.29944
cog,1993,37.28321
cog,1994,62.39176
cog,1995,39.17307
cog,1996,47.14714
cog,1997,57.3106
cog,1998,11.01235
cog,1999,12.3062
cog,2000,19.48895
cog,2001,25.63221
cog,2002,20.56139
cog,2003,30.05942
cog,2004,31.92598
cog,2005,18.41108
cog,2006,20.66855
cog,2007,21.87333
cog,2008,22.36802
cog,2009,28.98548
cog,2010,34.90277
cog,2011,39.76356
cog,2012,52.1872
cog,2013,63.34743
cog,2014,58.95961
cog,2015,68.54305
cog,2016,69.28988
col,1960,48.37989
col,1961,50.52335
col,1962,48.94379
col,1963,49.28411
col,1964,50.52365
col,1965,48.98253
col,1966,52.36386
col,1967,49.91098
col,1968,53.74225
col,1969,51.88914
col,1970,61.17996
col,1971,59.75816
col,1972,59.09144
col,1973,58.11752
col,1974,59.55971
col,1975,57.19685
col,1976,57.33128
col,1977,57.22139
col,1978,54.11278
col,1979,53.18973
col,1980,53.93519
col,1981,51.80633
col,1982,51.29782
col,1983,51.06415
col,1984,50.34813
col,1985,51.69408
col,1986,53.2711
col,1987,53.42098
col,1988,53.96448
col,1989,55.28002
col,1990,63.72595
col,1991,63.31339
col,1992,67.0549
col,1993,64.65569
col,1994,70.16232
col,1995,53.87497
col,1996,55.40067
col,1997,54.76568
col,1998,55.21384
col,1999,54.44382
col,2000,50.41338
col,2001,48.78062
col,2002,50.9403
col,2003,52.96269
col,2004,52.55903
col,2005,53.46943
col,2006,58.90579
col,2007,57.9075
col,2008,56.80183
col,2009,56.80472
col,2010,55.23745
col,2011,50.59107
col,2012,55.40931
col,2013,58.50984
col,2014,53.11683
col,2015,54.25151
col,2016,58.73504
com,1960,100
com,1961,100
com,1962,100
com,1963,100
com,1964,100
com,1965,100
com,1966,100
com,1967,100
com,1968,100
com,1969,100
com,1970,100
com,1971,100
com,1972,100
com,1973,100
com,1974,100
com,1975,100
com,1976,100
com,1977,100
com,1978,100
com,1979,100
com,1980,100
com,1981,100
com,1982,100
com,1983,100
com,1984,100
com,1985,100
com,1986,100
com,1987,100
com,1988,100
com,1989,100
com,1990,89.05571
com,1991,94.29429
com,1992,94.29429
com,1993,99.53286
com,1994,99.53286
com,1995,91.675
com,1996,96.25875
com,1997,100.8425
com,1998,97.78667
com,1999,101.86111
com,2000,102.676
com,2001,93.34182
com,2002,93.34182
com,2003,94.29429
com,2004,95.342
com,2005,99.53286
com,2006,107.56533
com,2007,85.56333
com,2008,88.61917
com,2009,101.54769
com,2010,100.8425
com,2011,90.45267
com,2012,95.342
com,2013,97.78667
com,2014,96.25875
com,2015,93.71222
com,2016,100.8425
cpv,1960,83.33333
cpv,1961,83.33333
cpv,1962,80
cpv,1963,75
cpv,1964,75
cpv,1965,71.42857
cpv,1966,100
cpv,1967,100
cpv,1968,87.5
cpv,1969,80
cpv,1970,80
cpv,1971,90
cpv,1972,92.85714
cpv,1973,88.23529
cpv,1974,100
cpv,1975,100
cpv,1976,100
cpv,1977,100
cpv,1978,96.49123
cpv,1979,100
cpv,1980,100
cpv,1981,100
cpv,1982,100
cpv,1983,100
cpv,1984,100
cpv,1985,100
cpv,1986,100
cpv,1987,100
cpv,1988,100
cpv,1989,100
cpv,1990,95.342
cpv,1991,99.009
cpv,1992,96.67545
cpv,1993,100.00909
cpv,1994,103.34273
cpv,1995,100.8425
cpv,1996,102.15214
cpv,1997,97.78667
cpv,1998,98.55062
cpv,1999,96.5
cpv,2000,98.34227
cpv,2001,93.8752
cpv,2002,98.22321
cpv,2003,99.36387
cpv,2004,97.06765
cpv,2005,100.00909
cpv,2006,94.6086
cpv,2007,110.01
cpv,2008,97.78667
cpv,2009,102.8198
cpv,2010,103.21926
cpv,2011,108.08
cpv,2012,95.48038
cpv,2013,97.78667
cpv,2014,98.2756
cpv,2015,99.009
cpv,2016,98.67564
cri,1960,100
cri,1961,100
cri,1962,100
cri,1963,100
cri,1964,97.82609
cri,1965,93.07359
cri,1966,94.09594
cri,1967,93.72385
cri,1968,93.63958
cri,1969,92.97125
cri,1970,92.66862
cri,1971,93.04556
cri,1972,92.51559
cri,1973,93.36918
cri,1974,92.30769
cri,1975,91.90647
cri,1976,91.3884
cri,1977,92.28612
cri,1978,91.59348
cri,1979,90.55118
cri,1980,88.83929
cri,1981,89.73941
cri,1982,89.80668
cri,1983,90.94077
cri,1984,88.27839
cri,1985,89.4822
cri,1986,89.45148
cri,1987,89.49468
cri,1988,90.52369
cri,1989,89.76572
cri,1990,92.24997
cri,1991,97.66683
cri,1992,82.9714
cri,1993,84.30591
cri,1994,98.9712
cri,1995,92.17054
cri,1996,95.68199
cri,1997,100.61791
cri,1998,95.10825
cri,1999,98.65976
cri,2000,100.00909
cri,2001,93.09579
cri,2002,100.11176
cri,2003,97.99741
cri,2004,98.89788
cri,2005,91.58727
cri,2006,95.36436
cri,2007,87.86325
cri,2008,90.26086
cri,2009,91.675
cri,2010,94.27955
cri,2011,85.33301
cri,2012,85.15315
cri,2013,85.92469
cri,2014,86.68732
cri,2015,85.40122
cri,2016,85.72974
cub,1960,97.69807
cub,1961,92.98615
cub,1962,96.37681
cub,1963,95.47244
cub,1964,95.51052
cub,1965,95.60743
cub,1966,96.25694
cub,1967,98.44005
cub,1968,96.6156
cub,1969,96.68579
cub,1970,97.09348
cub,1971,97.36301
cub,1972,95.75106
cub,1973,96.00524
cub,1974,95.34251
cub,1975,95.48842
cub,1976,94.80065
cub,1977,94.58718
cub,1978,94.7425
cub,1979,95.14339
cub,1980,94.59302
cub,1981,94.14399
cub,1982,94.37546
cub,1983,93.96029
cub,1984,94.05016
cub,1985,94.24809
cub,1986,94.27573
cub,1987,93.85463
cub,1988,94.04198
cub,1989,94.20275
cub,1990,87.12361
cub,1991,100.66537
cub,1992,90.37188
cub,1993,95.00615
cub,1994,95.16213
cub,1995,107.11834
cub,1996,104.53074
cub,1997,86.32172
cub,1998,86.53848
cub,1999,84.31596
cub,2000,85.39429
cub,2001,86.73217
cub,2002,93.37007
cub,2003,92.94675
cub,2004,91.5208
cub,2005,91.73172
cub,2006,89.52778
cub,2007,83.26247
cub,2008,94.14894
cub,2009,92.5816
cub,2010,102.96926
cub,2011,92.99841
cub,2012,93.01597
cub,2013,91.56103
cub,2014,91.23845
cub,2015,94.86979
cub,2016,88.76847
cym,1960,100
cym,1961,100
cym,1962,100
cym,1963,100
cym,1964,100
cym,1965,100
cym,1966,100
cym,1967,100
cym,1968,100
cym,1969,100
cym,1970,100
cym,1971,100
cym,1972,100
cym,1973,100
cym,1974,100
cym,1975,100
cym,1976,100
cym,1977,100
cym,1978,100
cym,1979,100
cym,1980,100
cym,1981,100
cym,1982,100
cym,1983,100
cym,1984,100
cym,1985,100
cym,1986,100
cym,1987,100
cym,1988,100
cym,1989,100
cyp,1960,95.04132
cyp,1961,94.49153
cyp,1962,94.73684
cyp,1963,95.16729
cyp,1964,96.337
cyp,1965,95.85987
cyp,1966,95.87021
cyp,1967,93.27957
cyp,1968,92.55079
cyp,1969,92.54386
cyp,1970,92.25806
cyp,1971,91.82879
cyp,1972,91.0061
cyp,1973,90.90909
cyp,1974,91.2381
cyp,1975,84.62963
cyp,1976,79.31548
cyp,1977,79.80769
cyp,1978,80.28721
cyp,1979,81.19658
cyp,1980,80.8
cyp,1981,83.03249
cyp,1982,82.86052
cyp,1983,84.85207
cyp,1984,82.25806
cyp,1985,82.97872
cyp,1986,83.76422
cyp,1987,79.89324
cyp,1988,83.65897
cyp,1989,83.44595
cyp,1990,85.24167
cyp,1991,80.42809
cyp,1992,85.6984
cyp,1993,87.38931
cyp,1994,95.91091
cyp,1995,84.65712
cyp,1996,89.53195
cyp,1997,85.89581
cyp,1998,87.50414
cyp,1999,84.00176
cyp,2000,87.0329
cyp,2001,87.46827
cyp,2002,86.64641
cyp,2003,87.40391
cyp,2004,82.18646
cyp,2005,82.14639
cyp,2006,85.02452
cyp,2007,86.51272
cyp,2008,89.49226
cyp,2009,89.43356
cyp,2010,89.1428
cyp,2011,89.95078
cyp,2012,91.25711
cyp,2013,86.50212
cyp,2014,84.25951
cyp,2015,84.48162
cyp,2016,85.03337
cze,1992,14.87959
cze,1993,14.67304
cze,1994,15.41663
cze,1995,14.22801
cze,1996,14.53606
cze,1997,14.6251
cze,1998,16.51568
cze,1999,17.01986
cze,2000,14.70432
cze,2001,15.71742
cze,2002,16.73399
cze,2003,16.58618
cze,2004,17.43786
cze,2005,17.87357
cze,2006,17.31639
cze,2007,17.47038
cze,2008,18.23427
cze,2009,18.77866
cze,2010,17.46114
cze,2011,17.56182
cze,2012,17.63527
cze,2013,17.98158
cze,2014,19.3625
cze,2015,19.74399
cze,2016,19.70754
deu,1991,35.78232
deu,1992,37.71455
deu,1993,38.40633
deu,1994,38.27613
deu,1995,38.51423
deu,1996,38.40408
deu,1997,39.1454
deu,1998,39.36479
deu,1999,38.93
deu,2000,38.17465
deu,2001,38.57035
deu,2002,37.48554
deu,2003,36.39384
deu,2004,35.97487
deu,2005,35.92121
deu,2006,35.47103
deu,2007,32.53269
deu,2008,34.79226
deu,2009,35.31433
deu,2010,34.02455
deu,2011,33.81896
deu,2012,33.21443
deu,2013,33.2691
deu,2014,34.00735
deu,2015,34.18716
deu,2016,33.77429
dji,1960,100
dji,1961,100
dji,1962,100
dji,1963,100
dji,1964,100
dji,1965,100
dji,1966,100
dji,1967,100
dji,1968,100
dji,1969,100
dji,1970,100
dji,1971,100
dji,1972,100
dji,1973,100
dji,1974,100
dji,1975,100
dji,1976,100
dji,1977,100
dji,1978,100
dji,1979,100
dji,1980,100
dji,1981,100
dji,1982,100
dji,1983,100
dji,1984,100
dji,1985,100
dji,1986,100
dji,1987,100
dji,1988,100
dji,1989,100
dji,1990,97.78667
dji,1991,99.22471
dji,1992,99.22471
dji,1993,99.22471
dji,1994,100.00909
dji,1995,100.00909
dji,1996,98.14618
dji,1997,99.53286
dji,1998,97.43743
dji,1999,97.43743
dji,2000,99.10811
dji,2001,96.5
dji,2002,99.92575
dji,2003,102.85488
dji,2004,101.75925
dji,2005,96.36535
dji,2006,95.51256
dji,2007,98.30681
dji,2008,106.10894
dji,2009,99.64674
dji,2010,99.43212
dji,2011,98.55062
dji,2012,94.19157
dji,2013,89.05571
dji,2014,114.79304
dji,2015,99.82389
dji,2016,108.51327
dma,1960,100
dma,1961,100
dma,1962,100
dma,1963,100
dma,1964,100
dma,1965,100
dma,1966,100
dma,1967,100
dma,1968,100
dma,1969,100
dma,1970,100
dma,1971,100
dma,1972,100
dma,1973,100
dma,1974,100
dma,1975,100
dma,1976,100
dma,1977,100
dma,1978,100
dma,1979,100
dma,1980,100
dma,1981,100
dma,1982,100
dma,1983,100
dma,1984,100
dma,1985,100
dma,1986,100
dma,1987,100
dma,1988,100
dma,1989,100
dma,1990,97.78667
dma,1991,97.78667
dma,1992,73.34
dma,1993,77.92375
dma,1994,82.5075
dma,1995,80.674
dma,1996,91.675
dma,1997,80.674
dma,1998,70.00636
dma,1999,73.34
dma,2000,78.98154
dma,2001,73.34
dma,2002,85.56333
dma,2003,83.81714
dma,2004,89.38313
dma,2005,89.38313
dma,2006,84.12529
dma,2007,101.86111
dma,2008,91.675
dma,2009,32.2696
dma,2010,95.74944
dma,2011,90.59647
dma,2012,66.006
dma,2013,99.22471
dma,2014,97.78667
dma,2015,97.78667
dma,2016,99.82389
dnk,1960,47.60497
dnk,1961,51.91819
dnk,1962,54.73684
dnk,1963,58.50824
dnk,1964,63.2705
dnk,1965,66.78521
dnk,1966,69.84638
dnk,1967,72.13629
dnk,1968,74.7215
dnk,1969,78.43694
dnk,1970,82.82256
dnk,1971,87.54579
dnk,1972,88.58285
dnk,1973,82.13711
dnk,1974,82.7763
dnk,1975,78.31832
dnk,1976,77.41935
dnk,1977,75.32906
dnk,1978,76.22848
dnk,1979,71.67055
dnk,1980,61.65948
dnk,1981,63.06734
dnk,1982,56.79164
dnk,1983,58.05744
dnk,1984,55.3713
dnk,1985,49.25528
dnk,1986,48.16659
dnk,1987,46.19107
dnk,1988,45.0692
dnk,1989,48.0006
dnk,1990,42.23246
dnk,1991,35.87499
dnk,1992,38.85052
dnk,1993,37.49259
dnk,1994,37.25612
dnk,1995,40.89268
dnk,1996,37.34537
dnk,1997,41.13002
dnk,1998,43.71059
dnk,1999,44.33748
dnk,2000,46.25666
dnk,2001,45.9107
dnk,2002,44.14938
dnk,2003,37.63402
dnk,2004,40.67111
dnk,2005,42.43274
dnk,2006,37.45115
dnk,2007,40.63915
dnk,2008,42.62558
dnk,2009,40.53685
dnk,2010,41.93684
dnk,2011,43.62275
dnk,2012,47.19787
dnk,2013,42.76944
dnk,2014,46.0631
dnk,2015,49.38445
dnk,2016,47.61503
dom,1960,91.5493
dom,1961,88.6121
dom,1962,90.26549
dom,1963,90.61584
dom,1964,91.19497
dom,1965,93.12796
dom,1966,91.44737
dom,1967,89.95327
dom,1968,92.97972
dom,1969,92.67956
dom,1970,91.98113
dom,1971,91.46722
dom,1972,92.70588
dom,1973,95.08297
dom,1974,95.25714
dom,1975,95.37305
dom,1976,94.84655
dom,1977,92.29262
dom,1978,92.05922
dom,1979,93.48411
dom,1980,92.16354
dom,1981,92.33056
dom,1982,92.53904
dom,1983,93.04912
dom,1984,92.36453
dom,1985,93.11212
dom,1986,92.55939
dom,1987,88.1203
dom,1988,89.82103
dom,1989,85.56774
dom,1990,110.42989
dom,1991,112.68339
dom,1992,102.65313
dom,1993,113.55374
dom,1994,103.78861
dom,1995,125.45163
dom,1996,127.00552
dom,1997,115.59901
dom,1998,100.80387
dom,1999,94.44741
dom,2000,98.02249
dom,2001,94.41027
dom,2002,91.96492
dom,2003,89.14806
dom,2004,85.13817
dom,2005,83.14618
dom,2006,75.9928
dom,2007,78.66766
dom,2008,75.82156
dom,2009,77.6739
dom,2010,75.72071
dom,2011,74.62266
dom,2012,73.59418
dom,2013,69.99224
dom,2014,67.73286
dom,2015,70.93182
