geo,time,ne_exp_gnfs_cd
cze,2007,125712955252.123
cze,2008,149079880738.298
cze,2009,121028432041.127
cze,2010,137030722710.196
cze,2011,162580614171.819
cze,2012,157992900012.76999
cze,2013,161004654093.94199
cze,2014,171578513790.19601
cze,2015,151477127902.841
cze,2016,155265095693.86099
cze,2017,172776198149.125
cze,2018,191589920194.509
cze,2019,186582040576.04501
cze,2020,174171282084.42401
deu,1970,32653136322.3428
deu,1971,36398285284.1131
deu,1972,43630361283.1994
deu,1973,61171397731.4307
deu,1974,81209935001.1337
deu,1975,83951059702.67909
deu,1976,93928512505.8257
deu,1977,107969326202.308
deu,1978,130594790652.386
deu,1979,157096457155.05301
deu,1980,176955788680.86899
deu,1981,161173729121.59201
deu,1982,162071569275.409
deu,1983,156382687859.05801
deu,1984,157534514466.35999
deu,1985,168036205155.461
deu,1986,222718701251.914
deu,1987,268502189336.23495
deu,1988,295521329769.46198
deu,1989,311964421096.43201
deu,1990,404575941169.34998
deu,1991,442284030642.31
deu,1992,473095804633.68799
deu,1993,420757127646.98895
deu,1994,465506809690.25
deu,1995,568725262726.901
deu,1996,570870808422.14697
deu,1997,560966614031.13
deu,1998,591248193842.39197
deu,1999,591740399389.96301
deu,2000,600907866067.45203
deu,2001,619631436716.93005
deu,2002,677431710710.58899
deu,2003,820831063210.19397
deu,2004,1005100437665.64001
deu,2005,1083504344105.83997
deu,2006,1240792802202.3501
deu,2007,1484055036237.6499
deu,2008,1640395346026.56006
deu,2009,1300369599738.28003
deu,2010,1447084701783.34009
deu,2011,1689333965107.01001
deu,2012,1633318434049.21997
deu,2013,1695844705677.6499
deu,2014,1774175599429.01001
deu,2015,1575404010475.78003
deu,2016,1598674707103.8999
deu,2017,1740716687374.12012
deu,2018,1881299505616.46948
deu,2019,1812902769090.1897
deu,2020,1669993508933.86011
dji,2013,3197791277.3392
dji,2014,3507480826.68902
dji,2015,3437826705.9042
dji,2016,2619679160.03173
dji,2017,4067414655.55562
dji,2018,4494454791.49903
dji,2019,5072238943.06244
dji,2020,5193110668.9699
dma,2009,147951851.85185
dma,2010,175644444.44444
dma,2011,188274074.07407
dma,2012,158362962.96296
dma,2013,193466666.66667
dma,2014,272781481.48148
dma,2015,255900000
dma,2016,257177777.77778
dma,2017,213188888.88889
dma,2018,161955555.55556
dnk,1966,3345823849.29773
dnk,1967,3491604729.37226
dnk,1968,3642678800
dnk,1969,4118477066.66667
dnk,1970,4636162800
dnk,1971,5119658106.9981
dnk,1972,6134824083.00117
dnk,1973,8596329118.10893
dnk,1974,10472333426.3072
dnk,1975,11887428561.4841
dnk,1976,12587275103.3912
dnk,1977,14117650586.3539
dnk,1978,16550378631.2697
dnk,1979,20570160615.8525
dnk,1980,23118475664.9337
dnk,1981,22322851587.725
dnk,1982,21672296937.257
dnk,1983,21784408091.8535
dnk,1984,21450892184.6938
dnk,1985,22827227077.12049
dnk,1986,28448676059.8196
dnk,1987,34688518632.2237
dnk,1988,38843912798.0391
dnk,1989,39815296435.1181
dnk,1990,50354023850.3054
dnk,1991,52463311498.47569
dnk,1992,56509037126.6215
dnk,1993,52361217939.8202
dnk,1994,57548746187.4666
dnk,1995,67734639975.7247
dnk,1996,69550401641.7473
dnk,1997,65532780528.4276
dnk,1998,65817213019.341
dnk,1999,70026519451.8506
dnk,2000,73620705669.8544
dnk,2001,75069907723.3623
dnk,2002,81644271219.9324
dnk,2003,95609830896.9747
dnk,2004,110424226102.05099
dnk,2005,125495372442.429
dnk,2006,143507666980.561
dnk,2007,164447276484.74399
dnk,2008,191436160530.39401
dnk,2009,151388412766.513
dnk,2010,162681442014.909
dnk,2011,185143000979.612
dnk,2012,178723084177.09299
dnk,2013,188383264163.23495
dnk,2014,192780904236.996
dnk,2015,167735890269.83701
dnk,2016,167285255408.27399
dnk,2017,182923569688.04697
dnk,2018,201828694345.104
dnk,2019,205058884634.314
dnk,2020,195424862965.69601
dom,1960,172100000
dom,1961,152100000
dom,1962,196700000
dom,1963,195000000
dom,1964,202000000
dom,1965,144800000
dom,1966,160800000
dom,1967,187100000
dom,1968,199500000
dom,1969,227400000
dom,1970,266692194.1
dom,1971,300134133
dom,1972,422847716
dom,1973,529005316.6
dom,1974,749535909.4
dom,1975,1039406496.9
dom,1976,880982316
dom,1977,966710293.2
dom,1978,882809470
dom,1979,1211190560
dom,1980,1375636561
dom,1981,1634265437.6
dom,1982,1359153859.5
dom,1983,1565486936.7
dom,1984,2519773063.6
dom,1985,1319817837.17792
dom,1986,1404403987.19141
dom,1987,1487367353.30836
dom,1988,1853156237.21881
dom,1989,2050889905.36278
dom,1990,2165302159.4548
dom,1991,3937459744.43181
dom,1992,4271216000
dom,1993,4760104000
dom,1994,5302636167.64948
dom,1995,5860800310.80031
dom,1996,6363926087.32737
dom,1997,7050614383.9382
dom,1998,7435717637.77707
dom,1999,7743634113.07028
dom,2000,8628001112.38142
dom,2001,8164561739.85981
dom,2002,8337730915.70511
dom,2003,9022076949.26796
dom,2004,9185102419.96838
dom,2005,10136192822.3282
dom,2006,10691561561.5616
dom,2007,11766035397.4298
dom,2008,11504530547.8809
dom,2009,10149743213.4527
dom,2010,12213199946.7699
dom,2011,14035641484.3676
dom,2012,14917450220.3696
dom,2013,15775319666.4633
dom,2014,16896682553.4963
dom,2015,16909888521.6059
dom,2016,18100528866.1092
dom,2017,18945236857.9387
dom,2018,20149516087.6591
dom,2019,20518119286.7127
dom,2020,14425187964.511
dza,1960,1063377266.00636
dza,1961,1125928865.12325
dza,1962,396160175.00152
dza,1963,667217111.25965
dza,1964,729768730.63134
dza,1965,708918190.84078
dza,1966,789937412.65115
dza,1967,789937412.65115
dza,1968,891211439.91412
dza,1969,1012740272.62968
dza,1970,1073504628.22305
dza,1971,936367707.52758
dza,1972,1383774132.3513
dza,1973,2220820189.27445
dza,1974,5118760135.86242
dza,1975,5241302552.28642
dza,1976,5860031461.64561
dza,1977,6414584619.46561
dza,1978,6732393454.19703
dza,1979,10354760932.188
dza,1980,14541095663.7306
dza,1981,15338986630.5204
dza,1982,13980227233.1344
dza,1983,13635984129.6358
dza,1984,13805836196.1713
dza,1985,13664028063.9644
dza,1986,8187482657.42296
dza,1987,9526362558.50877
dza,1988,9163454470.14269
dza,1989,10369845017.4802
dza,1990,14546469695.7857
dza,1991,13311391351.6557
dza,1992,12154184689.5737
dza,1993,10880087944.5201
dza,1994,9585286555.32895
dza,1995,10940068839.9944
dza,1996,13970025408.7297
dza,1997,14889922793.1302
dza,1998,10880000226.4254
dza,1999,13692398973.1712
dza,2000,23050163566.7382
dza,2001,20085454898.6596
dza,2002,20152501383.6266
dza,2003,25957119968.9902
dza,2004,34178449804.7477
dza,2005,48714922833.1671
dza,2006,57121832267.4427
dza,2007,63531235748.7978
dza,2008,82034752286.98659
dza,2009,48533809881.7026
dza,2010,61975405318.205
dza,2011,77581299982.58791
dza,2012,77123007377.21831
dza,2013,69659422389.7672
dza,2014,65185667481.6019
dza,2015,38460350139.138
dza,2016,33403107185.3776
dza,2017,38496751462.0674
dza,2018,45233966128.5592
dza,2019,39014323824.33369
dza,2020,26103356450.076
ecu,1960,197583745.8542
ecu,1961,157101028.71489
ecu,1962,155487287.04283
ecu,1963,168447595.43359
ecu,1964,199730280.61742
ecu,1965,214348750.2169
ecu,1966,254730107.4243
ecu,1967,258096721.2443
ecu,1968,285128679.2837
ecu,1969,264625851.04796
ecu,1970,270255549.7003
ecu,1971,291407689.18989
ecu,1972,395314497.95774
ecu,1973,695769524.07906
ecu,1974,1494867579.72302
ecu,1975,1242549628.58996
ecu,1976,1457947881.89667
ecu,1977,1797611703.14602
ecu,1978,1756420957.9504
ecu,1979,2538499855.29063
ecu,1980,3066326874.45054
ecu,1981,3188264326.3875
ecu,1982,2921017218.81401
ecu,1983,2668860344.89493
ecu,1984,2938789738.24893
ecu,1985,3375176924.81068
ecu,1986,2393509352.64328
ecu,1987,2142867204.8233
ecu,1988,2480622111.01514
ecu,1989,2817483588.93319
ecu,1990,3469125960.22029
ecu,1991,4021964982.49125
ecu,1992,4366816408.2041
ecu,1993,3794531265.63282
ecu,1994,4605277638.81941
ecu,1995,5201004502.25113
ecu,1996,5618746373.18659
ecu,1997,6064677338.66933
ecu,1998,5006507253.62681
ecu,1999,5181939969.98499
ecu,2000,5888259129.56478
ecu,2001,5682217000
ecu,2002,6135846000
ecu,2003,7329307000
ecu,2004,8984844000
ecu,2005,11463499000
ecu,2006,14196499000
ecu,2007,16287685000
ecu,2008,21100364000
ecu,2009,15785663000
ecu,2010,19402439000
ecu,2011,24671849000
ecu,2012,26522271000
ecu,2013,27243506000
ecu,2014,28536122000
ecu,2015,21107369000
ecu,2016,19492639000
ecu,2017,21727767000
ecu,2018,24314052000
ecu,2019,24917131000
ecu,2020,22263995000
egy,1965,847750109.218
egy,1966,862076408.3747
egy,1967,943166740.38036
egy,1968,700000000
egy,1969,877723970.94431
egy,1970,1091183119.81914
egy,1971,1140015302.21882
egy,1972,1182006204.75698
egy,1973,1366851945.42698
egy,1974,1879700810.30542
egy,1975,2113327487.94388
egy,1976,2285998013.90268
egy,1977,3108577442.55394
egy,1978,2947998787.14372
egy,1979,4774142857.14286
egy,1980,6612494097.00882
egy,1981,6853648648.64865
egy,1982,7282512315.27094
egy,1983,7101280558.78929
egy,1984,6987744571.05999
egy,1985,7119673332.63533
egy,1986,5706267539.75678
egy,1987,5106048703.84918
egy,1988,6076093128.90403
egy,1989,7073523337.46386
egy,1990,8748317631.22476
egy,1991,10269192422.7318
egy,1992,11885776186.3208
egy,1993,12034813925.5702
egy,1994,11714116251.4828
egy,1995,13565319964.6122
egy,1996,14033018867.9245
egy,1997,14778761061.9469
egy,1998,13754427390.791
egy,1999,13653789442.6423
egy,2000,16174959635.99
egy,2001,16900269541.779
egy,2002,15595505617.9775
egy,2003,17500000000
egy,2004,22240259740.2597
egy,2005,27188019966.7221
egy,2006,32173913043.47829
egy,2007,39457092819.6147
egy,2008,53800000000
egy,2009,47205081669.6915
egy,2010,46751361161.5245
egy,2011,48537005163.5112
egy,2012,45766666666.6667
egy,2013,49085271317.8295
egy,2014,43529411764.7059
egy,2015,43423180592.9919
egy,2016,34392638036.8098
egy,2017,37289402173.913
egy,2018,47225661226.7867
egy,2019,53041002277.9043
egy,2020,47872738615.0967
eri,1992,54502214.56156
eri,1993,142966419.33757
eri,1994,148977272.72727
eri,1995,129406250
eri,1996,202746708.19765
eri,1997,203302823.65033
eri,1998,110594955.1067
eri,1999,65684566.88664
eri,2000,68310441.55844
eri,2001,81308766.96583
eri,2002,85922669.11206
eri,2003,56064210.00295
eri,2004,64052293.74433
eri,2005,67725792.07309
eri,2006,83564227.64228
eri,2007,76071544.71545
eri,2008,61125203.25203
eri,2009,84082757.72358
eri,2010,101385281.30081
eri,2011,374897684.55285
esp,1970,4972693130.49679
esp,1971,6066773652.69461
esp,1972,7887709034.4292
esp,1973,10475953740.7196
esp,1974,12825214883.1843
esp,1975,14204585507.2464
esp,1976,14892643620.9898
esp,1977,17551967141.2924
esp,1978,22290496961.8056
esp,1979,29409382746.6534
esp,1980,33264230679.9722
esp,1981,33024130473.9593
esp,1982,33274590337.7253
esp,1983,32609483758.7007
esp,1984,36663185675.8435
esp,1985,37722088062.6223
esp,1986,45733713912.3203
esp,1987,56497570408.3008
esp,1988,65086234823.5966
esp,1989,68859531974.70129
esp,1990,84372755468.4949
esp,1991,90965543634.90787
esp,1992,102129839102.877
esp,1993,92985054255.45821
esp,1994,107763295242.827
esp,1995,134151321056.845
esp,1996,148003415210.82401
esp,1997,151471590909.091
esp,1998,161627129969.92999
esp,1999,167307718340.54099
esp,2000,170912654970.98099
esp,2001,174923611768.504
esp,2002,188203212026.66696
esp,2003,232580150552.15601
esp,2004,271668265945.94696
esp,2005,288189779324.513
esp,2006,318141118708.23499
esp,2007,383015720487.84399
esp,2008,418147545809.37506
esp,2009,343958924364.06201
esp,2010,369060959966.66693
esp,2011,437327285272.37402
esp,2012,416701933892.578
esp,2013,446689924483.53107
esp,2014,459120571553.33197
esp,2015,402038652995.31201
esp,2016,417712027692.60797
esp,2017,461350495658.82397
esp,2018,499658310234.50897
esp,2019,486934469105.88202
esp,2020,392402615425.68201
est,1993,2573466525.53586
est,1994,2848889768.45438
est,1995,2967518489.37844
est,1996,2932836519.70347
est,1997,3627803201.08206
est,1998,4178072088.10769
est,1999,4022130536.62692
est,2000,3504490924.16843
est,2001,3831095694.20822
est,2002,4270175190.73184
est,2003,5644211833.785
est,2004,7418642236.02484
est,2005,9230780997.38838
est,2006,10769819345.1261
est,2007,14052834656.4468
est,2008,16160988721.2538
est,2009,11949522089.4693
est,2010,14652236228.9086
est,2011,20104199023.8133
est,2012,19844301075.3844
est,2013,21239933054.6291
est,2014,21804108132.1015
est,2015,17725575721.5992
est,2016,18537893089.3891
est,2017,20411337063.7789
est,2018,22705286491.6643
est,2019,22988200836.5647
est,2020,21815591600.14009
eth,2011,5331910669.97519
eth,2012,5962716169.22631
eth,2013,5948437727.40764
eth,2014,6474164234.1889
eth,2015,6047701984.51402
eth,2016,5804111646.50643
eth,2017,6238595144.93368
eth,2018,7055599390.22989
eth,2019,7615437260.73101
eth,2020,7631640561.77226
fin,1970,2711046149.49037
fin,1971,2827196646.77465
fin,1972,3487225408.66074
fin,1973,4596304652.24833
fin,1974,6381402237.27745
fin,1975,6523355422.66042
fin,1976,7499615325.43468
fin,1977,8995130588.75609
fin,1978,10101083032.491
fin,1979,13152190505.2664
fin,1980,16534905961.1093
fin,1981,16409479195.3706
fin,1982,15244850129.5177
fin,1983,14631725021.3493
fin,1984,15594578551.6423
fin,1985,15638910207.2141
fin,1986,18858784893.2677
fin,1987,22897335317.19189
fin,1988,26071073205.4016
fin,1989,27400581959.2629
fin,1990,31323277872.8036
fin,1991,27176885752.09529
fin,1992,28745686222.4582
fin,1993,27996252732.3826
fin,1994,35158793397.8372
fin,1995,47992919389.9782
fin,1996,47988609888.6876
fin,1997,47944107204.2149
fin,1998,50182465509.5683
fin,1999,50865246751.3515
fin,2000,52967332461.1766
fin,2001,51507654129.9213
fin,2002,54947289188.2354
fin,2003,64062137649.4116
fin,2004,76257431519.30521
fin,2005,82514287315.17509
fin,2006,93509466783.52928
fin,2007,112360012523.138
fin,2008,128286645761.71899
fin,2009,91464252096.87488
fin,2010,95814846366.6669
fin,2011,107211177490.27299
fin,2012,100237927391.01601
fin,2013,103165553050.196
fin,2014,100273910699.215
fin,2015,83041492298.82809
fin,2016,83813596801.16748
fin,2017,95994657970.58839
fin,2018,106061524525.49001
fin,2019,107085573184.314
fin,2020,97609795078.5995
fji,1980,583689486.55257
fji,1981,531742335.5956
fji,1982,516235521.23552
fji,1983,489773844.6411
fji,1984,504526140.77222
fji,1985,505894590.84605
fji,1986,537558478.24168
fji,1987,533724575.93054
fji,1988,625603020.34538
fji,1989,741185195.17293
fji,1990,833547167.26315
fji,1991,793101111.41231
fji,1992,795276114.43779
fji,1993,856596186.27578
fji,1994,1029847687.99945
fji,1995,1089525705.75268
fji,1996,1338202807.66764
fji,1997,1278174135.90081
fji,1998,1007398832.29313
fji,1999,1185164500.40617
fji,2000,1097340975.28892
fji,2001,1007247650.00439
fji,2002,1132973615.62028
fji,2003,1386485916.23589
fji,2004,1467801500.28852
fji,2005,1611472501.47842
fji,2006,1540665434.38078
fji,2007,1641930075.14128
fji,2008,1877284244.21158
fji,2009,1338016566.95812
fji,2010,1803732471.4591
fji,2011,2237553870.17622
fji,2012,2427398178.6692
fji,2013,2383095633.75692
fji,2014,2541856522.19985
fji,2015,2286803966.43783
fji,2016,2299776340.28739
fji,2017,2461725724.51497
fji,2018,2674207674.61914
fji,2019,2645442464.35845
fji,2020,1235060863.15013
fra,1960,9218097244.95283
fra,1961,9721651418.4664
fra,1962,9960806434.91084
fra,1963,10957285670.096
fra,1964,12309840151.9873
fra,1965,13777986225.1601
fra,1966,14959146278.5996
fra,1967,16048630242.402
fra,1968,17593837376.4291
fra,1969,20287923378.5057
fra,1970,23725050194.8742
fra,1971,27354090209.5418
fra,1972,33827048114.4343
fra,1973,46340601060.6954
fra,1974,58910256410.2564
fra,1975,67956249043.90391
fra,1976,71988527724.66541
fra,1977,83014174913.0784
fra,1978,102571220930.233
fra,1979,127186247301.881
fra,1980,147148401117.66501
fra,1981,135235968617.98399
fra,1982,125156203213.894
fra,1983,125614080385.575
fra,1984,126491030548.675
fra,1985,129015184698.496
fra,1986,157252580736.81201
fra,1987,183073229291.71701
fra,1988,207505781301.61896
fra,1989,222041949413.94199
fra,1990,266219732562.34201
fra,1991,270798744332.05399
fra,1992,298940520446.09698
fra,1993,275047486680.565
fra,1994,301941162570.888
fra,1995,362214482849.25696
fra,1996,370197461212.97601
fra,1997,370822656776.80402
fra,1998,392709584167.22302
fra,1999,389362241255.59894
fra,2000,390504309338.03998
fra,2001,389407179769.29199
fra,2002,413353771803.138
fra,2003,481646963819.99902
fra,2004,561042237466.41101
fra,2005,593901326045.13599
fra,2006,648243071809.41101
fra,2007,741061331101.17883
fra,2008,823983397589.84399
fra,2009,670780157110.54602
fra,2010,708600861200.00098
fra,2011,814316094241.24683
fra,2012,783713381111.71899
fra,2013,825700281806.66895
fra,2014,847269974207.05603
fra,2015,746211770692.96802
fra,2016,748010809661.09082
fra,2017,803163777629.41296
fra,2018,885114776507.44995
fra,2019,862106200525.48901
fra,2020,733165402569.65186
fro,1998,489628104.10697
fro,1999,525171296.69447
fro,2000,527606982.4696
fro,2001,569880328.73552
fro,2002,597768122.91791
fro,2003,667653353.97787
fro,2004,704995743.68647
fro,2005,735796828.36132
fro,2006,825082397.25567
fro,2007,959770009.36863
fro,2008,1115768619.68184
fro,2009,941819470.61128
fro,2010,1028893511.85078
fro,2011,1260249222.34433
fro,2012,1238757013.37937
fro,2013,1406228299.77031
fro,2014,1464071269.48775
fro,2015,1289555433.34473
fro,2016,1472020440.60193
fro,2017,1645246785.50334
fro,2018,1629192664.6185
fro,2019,1766560710.10886
fsm,1983,3600000
fsm,1995,40334800
fsm,1996,40239500
fsm,1997,37246300
fsm,1998,41045400
fsm,1999,36239600
fsm,2000,41921500
fsm,2001,46366000
fsm,2002,43854000
fsm,2003,46055200
fsm,2004,37304000
fsm,2005,41837100
fsm,2006,45844200
fsm,2007,57728200
fsm,2008,61367200
fsm,2009,61304000
fsm,2010,70347100
fsm,2011,76935900
fsm,2012,97807400
fsm,2013,96425000
fsm,2014,101619000
fsm,2015,85658000
fsm,2016,91885300
fsm,2017,109856900
fsm,2018,142584400
fsm,2019,129700000
fsm,2020,96900000
gab,1960,48341345.72836
gab,1961,52322629.32291
gab,1962,57972564.24566
gab,1963,72764821.81433
gab,1964,90352324.30726
gab,1965,97934826.19983
gab,1966,97688671.16009
gab,1967,130487348.08984
gab,1968,142588991.44419
gab,1969,173872519.37263
gab,1970,160996725.5751
gab,1971,253126078.24431
gab,1972,314647528.12375
gab,1973,425323421.71748
gab,1974,888640848.13621
gab,1975,1068531103.98589
gab,1976,1371832274.31864
gab,1977,1449448283.56197
gab,1978,1475698435.90451
gab,1979,1772269113.97392
gab,1980,2769790000.98409
gab,1981,2447269146.64729
gab,1982,2228502939.26324
gab,1983,2079692035.18531
gab,1984,2104556520.13366
gab,1985,2089867355.9314
gab,1986,1197784951.80843
gab,1987,1401160632.95298
gab,1988,1408435483.22296
gab,1989,1917191499.34906
gab,1990,2740347018.81817
gab,1991,2553606874.55713
gab,1992,2576725001.3034
gab,1993,2136542944.38168
gab,1994,2584714632.27887
gab,1995,2944909770.32081
gab,1996,3568070445.96018
gab,1997,3265552382.90717
gab,1998,2125424483.83071
gab,1999,2779726330.60532
gab,2000,3507168322.5196
gab,2001,2726388955.07181
gab,2002,2806922226.64928
gab,2003,3381594744.17371
gab,2004,4276663164.80132
gab,2005,5750501082.58114
gab,2006,6255614196.5478
gab,2007,7289977701.11047
gab,2008,9685334716.81614
gab,2009,6319926944.54143
gab,2010,8287738444.03624
gab,2011,11243840799.1026
gab,2012,10465457223.2289
gab,2013,10092463252.248
gab,2014,8104569005.66331
gab,2015,6620833366.11911
gab,2016,6175468938.5318
gab,2017,7498597594.24114
gab,2018,9158801772.44793
gab,2019,8678688024.11971
gab,2020,7304268866.33796
gbr,1970,28487225821.9342
gbr,1971,32412175711.852
gbr,1972,35060729270.7293
gbr,1973,43206783439.4904
gbr,1974,55269123422.1599
gbr,1975,61391816371.6814
gbr,1976,65139996406.1096
gbr,1977,78031020408.16331
gbr,1978,94063336529.24261
gbr,1979,120159034307.49699
gbr,1980,150329070415.98901
gbr,1981,140456444935.69101
gbr,1982,131988974493.36099
gbr,1983,126105352432.924
gbr,1984,127064928172.386
gbr,1985,136443389373.717
gbr,1986,149383463793.60901
gbr,1987,181490632456.284
gbr,1988,199627452863.75
gbr,1989,207618867801.04697
gbr,1990,252313631036.93201
gbr,1991,255468550264.54999
gbr,1992,267536733941.73401
gbr,1993,260753569286.14301
gbr,1994,294244834710.74402
gbr,1995,342977749723.84399
gbr,1996,370301092043.68201
gbr,1997,397686640471.51294
gbr,1998,398645246770.45398
gbr,1999,403593269697.46002
gbr,2000,419695869269.17798
gbr,2001,415743486397.00598
gbr,2002,433429256594.724
gbr,2003,492254693877.55103
gbr,2004,576964481874.771
gbr,2005,637665454545.45398
gbr,2006,741054277828.88684
gbr,2007,787134853941.5769
gbr,2008,795838235294.11804
gbr,2009,639203925845.14697
gbr,2010,702242744793.76099
gbr,2011,821561369865.56604
gbr,2012,814031200006.44995
gbr,2013,834648903942.00684
gbr,2014,867797087183.39294
gbr,2015,803737886722.32996
gbr,2016,768410096877.10596
gbr,2017,810938086343.375
gbr,2018,884926960159.75806
gbr,2019,892532215804.31201
gbr,2020,776079908354.91602
geo,1990,3101400747.10438
geo,1991,1754966887.41722
geo,1992,1315854563.44299
geo,1993,1266549922.82057
geo,1994,1452315945.41733
geo,1995,686952691.13915
geo,1996,412437375.26455
geo,1997,548000077.07129
geo,1998,594736066.87996
geo,1999,533561622.88355
geo,2000,703050128.4637
geo,2001,787530921.36999
geo,2002,992546704.92326
geo,2003,1255487719.6253
geo,2004,1595471619.36561
geo,2005,2132178518.23247
geo,2006,2514996629.97079
geo,2007,3135109248.72793
geo,2008,3616313388.78455
geo,2009,3181083507.93176
geo,2010,4034786511.81058
geo,2011,5240438778.53543
geo,2012,6020953188.39702
geo,2013,7171816760.85127
geo,2014,7039247890.3551
geo,2015,6110518662.14251
geo,2016,6177800312.67165
geo,2017,7557441721.45846
geo,2018,8898149244.30764
geo,2019,9580768141.65573
geo,2020,5909392848.81582
gha,1960,343177628.74064
gha,1961,340376178.7101
gha,1962,334773278.64903
gha,1963,326368928.55742
gha,1964,344578353.7559
gha,1965,351581978.83224
gha,1966,310960953.38947
gha,1967,304363786.75019
gha,1968,339265245.60941
gha,1969,387311479.81421
gha,1970,472618058.91253
gha,1971,380936174.8207
gha,1972,437465998.83693
gha,1973,528873239.43662
gha,1974,530434782.6087
gha,1975,544148936.17021
gha,1976,434322033.8983
gha,1977,334857142.85714
gha,1978,306108202.44328
gha,1979,451566951.56695
gha,1980,376348547.71784
gha,1981,200813941.81314
gha,1982,134733893.55742
gha,1983,225418866.28265
gha,1984,354924983.69211
gha,1985,479914488.82325
gha,1986,949412973.17293
gha,1987,997843537.41497
gha,1988,945143358.87374
gha,1989,879283843.41479
gha,1990,993968473.14456
gha,1991,1119008152.17391
gha,1992,1104855835.24027
gha,1993,1208400616.33282
gha,1994,1375221757.32218
gha,1995,1583728940.78399
gha,1996,2226974923.5474
gha,1997,2233493164.0625
gha,1998,2533905276.81661
gha,1999,2476240810.20255
gha,2000,2431828408.88236
gha,2001,2404094094.65308
gha,2002,2627858783.44271
gha,2003,3104789916.93586
gha,2004,3490673151.75097
gha,2005,3916349977.90544
gha,2006,5149494044.36674
gha,2007,6089051469.01137
gha,2008,7178123443.88482
gha,2009,7629976939.50178
gha,2010,9490699300.6993
gha,2011,14529869985.532
gha,2012,16656634664.9131
gha,2013,15982674472.5951
gha,2014,15466239763.8611
gha,2015,16715084477.4673
gha,2016,17519736891.9126
gha,2017,20463794483.3927
gha,2018,22514904281.0721
gha,2019,25592134166.4431
gha,2020,22081413263.7561
gin,1986,620341457.6289
gin,1987,645766103.60584
gin,1988,640721976.24852
gin,1989,756205522.62857
gin,1990,828699063.73648
gin,1991,914493633.48354
gin,1992,817036666.35514
gin,1993,869566378.32953
gin,1994,769732354.84567
gin,1995,780067626.71202
gin,1996,742652378.55629
gin,1997,740132957.28074
gin,1998,763846879.09868
gin,1999,749004868.02196
gin,2000,734578563.34922
gin,2001,808614959.82971
gin,2002,781148010.08055
gin,2003,894584026.20786
gin,2004,895267017.44389
gin,2005,1021679595.88109
gin,2006,1005390515.52319
gin,2007,1479451797.53354
gin,2008,1507080731.84401
gin,2009,1512364199.58313
gin,2010,2079424662.12871
gin,2011,2212106788.6689
gin,2012,2531048966.42904
gin,2013,2217341673.42936
gin,2014,2342843821.09411
gin,2015,1890478301.14386
gin,2016,2524762066.00743
gin,2017,4611027662.1547
gin,2018,4767367514.76856
gin,2019,4048859526.84748
gin,2020,8333023732.60528
gmb,1966,15991879.93504
gmb,1967,18921647.68703
gmb,1968,16460327.36524
gmb,1969,18244947.91917
gmb,1970,19763788.22061
gmb,1971,18037817.58006
gmb,1972,19980662.56933
gmb,1973,26392974.62406
gmb,1974,37335203.69396
gmb,1975,51496460.17699
gmb,1976,46061463.80914
gmb,1977,50729611.86219
gmb,1978,57876732.03241
gmb,1979,72406269.85808
gmb,1980,103028762.34747
gmb,1981,96171239.07145
gmb,1982,95785105.91832
gmb,1983,107765519.59372
gmb,1984,90664350.88307
gmb,1985,99013867.84458
gmb,1986,86555971.11913
gmb,1987,109029387.65125
gmb,1988,134311832.92588
gmb,1989,156436257.18656
gmb,1990,189941616.95647
gmb,1991,203221078.42576
gmb,1992,218510077.90281
gmb,1993,212861713.33275
gmb,1994,158551983.96961
gmb,1995,186875884.0355
gmb,1996,184904421.6715
gmb,1997,184290229.60334
gmb,1998,212639014.94865
gmb,1999,198771024.38767
gmb,2000,201981794.86377
gmb,2001,149998087.61283
gmb,2002,157033783.85163
gmb,2003,151438811.0969
gmb,2004,198101238.42411
gmb,2005,204546568.02704
gmb,2006,221729727.03335
gmb,2007,230768612.25245
gmb,2008,226068383.77102
gmb,2009,228340664.45482
gmb,2010,226367271.1695
gmb,2011,237666106.61372
gmb,2012,280761041.36596
gmb,2013,261079084.811
gmb,2014,268476026.16634
gmb,2015,270072130.65388
gmb,2016,236219097.35431
gmb,2017,252666151.74355
gmb,2018,362977084.96879
gmb,2019,341692883.89513
gmb,2020,149412543.66361
gnb,1970,3149285.51402
gnb,1971,3265785.71405
gnb,1972,3819957.14258
gnb,1973,5415932.20339
gnb,1974,4956907.89474
gnb,1975,5650808.98313
gnb,1976,5925666.19874
gnb,1977,10697300.6755
gnb,1978,9487896.2536
gnb,1979,8620322.25631
gnb,1980,14039269.95545
gnb,1981,17319393.93939
gnb,1982,12977443.53236
gnb,1983,9829616.69481
gnb,1984,18557846.03161
gnb,1985,14037481.25022
gnb,1986,6817564.96113
gnb,1987,19759984.49642
gnb,1988,20460063.62043
gnb,1989,18949946.55123
gnb,1990,24240037.93258
gnb,1991,25670003.18017
gnb,1992,11094993.60679
gnb,1993,21009993.7978
gnb,1994,38769882.7169
gnb,1995,29630751.57415
gnb,1996,28460070.24116
gnb,1997,56440727.40493
gnb,1998,29820103.43896
gnb,1999,55800081.56582
gnb,2000,80735010.02523
gnb,2001,83214529.48309
gnb,2002,74507966.69286
gnb,2003,89188363.32082
gnb,2004,98218239.53517
gnb,2005,94803610.52569
gnb,2006,76111090.26816
gnb,2007,140713510.14356
gnb,2008,172333993.27354
