geo,time,nv_srv_totl_kd_zg
arg,1981,-2.31322
arg,1982,-0.6505
arg,1983,3.85719
arg,1984,2.01312
arg,1985,-3.83981
arg,1986,5.13631
arg,1987,3.02242
arg,1988,-0.37561
arg,1989,-5.53775
arg,1990,-1.71004
arg,1991,9.38858
arg,1992,6.94198
arg,1993,7.28932
arg,1994,6.38903
arg,1995,-2.34485
arg,1996,5.67733
arg,1997,7.87506
arg,1998,4.70111
arg,1999,-1.94294
arg,2000,0.34309
arg,2001,-4.3483
arg,2002,-9.71529
arg,2003,4.24583
arg,2004,6.87727
arg,2005,9.10051
arg,2006,8.50543
arg,2007,9.08867
arg,2008,5.12903
arg,2009,-2.05464
arg,2010,7.08982
arg,2011,6.44483
arg,2012,0.66875
arg,2013,1.90976
arg,2014,-1.64438
arg,2015,2.66014
arg,2016,-0.00874
arg,2017,2.57345
arg,2018,-0.78707
arg,2019,-3.08053
arg,2020,-10.59211
arm,1991,0.7697
arm,1992,57.73399
arm,1993,-22.68866
arm,1994,7.14531
arm,1995,15.67376
arm,1996,5.47976
arm,1997,4.84979
arm,1998,4.50552
arm,1999,4.34165
arm,2000,-6.13459
arm,2001,9.9464
arm,2002,16.3886
arm,2003,12.57607
arm,2004,12.88975
arm,2005,16.49538
arm,2006,22.16386
arm,2007,10.7503
arm,2008,5.33501
arm,2009,-6.83617
arm,2010,8.52291
arm,2011,-1.73966
arm,2012,5.35798
arm,2013,2.74998
arm,2014,6.79033
arm,2015,0.97893
arm,2016,3.83955
arm,2017,11.12791
arm,2018,9.45456
arm,2019,10.00857
arm,2020,-8.69048
atg,1978,2.53611
atg,1979,9.36153
atg,1980,6.51087
atg,1981,2.87274
atg,1982,3.25855
atg,1983,7.5888
atg,1984,10.94849
atg,1985,6.33024
atg,1986,6.1656
atg,1987,3.98658
atg,1988,4.7184
atg,1989,4.89947
atg,1990,4.57239
atg,1991,2.36903
atg,1992,1.47484
atg,1993,7.99132
atg,1994,6.85907
atg,1995,-5.92035
atg,1996,5.4243
atg,1997,6.27137
atg,1998,4.95348
atg,1999,3.71127
atg,2000,9.73614
atg,2001,-3.19071
atg,2002,-0.6935
atg,2003,5.37565
atg,2004,4.22293
atg,2005,5.20315
atg,2006,7.13558
atg,2007,7.29337
atg,2008,1.51674
atg,2009,-11.22516
atg,2010,-4.74757
atg,2011,0.09157
atg,2012,2.52769
atg,2013,-0.02033
atg,2014,3.95492
atg,2015,3.74483
atg,2016,3.81103
atg,2017,1.27686
atg,2018,4.40063
atg,2019,6.29778
atg,2020,-21.51791
aut,1977,4.19414
aut,1978,0.49151
aut,1979,6.7202
aut,1980,1.75495
aut,1981,0.84024
aut,1982,4.04761
aut,1983,3.07193
aut,1984,1.54929
aut,1985,1.87129
aut,1986,2.76215
aut,1987,1.61692
aut,1988,2.90652
aut,1989,4.50392
aut,1990,4.03224
aut,1991,3.15802
aut,1992,2.93629
aut,1993,0.9217
aut,1994,1.3697
aut,1995,3.27459
aut,1996,2.04173
aut,1997,2.34798
aut,1998,4.36205
aut,1999,3.30325
aut,2000,3.90591
aut,2001,1.2745
aut,2002,2.69205
aut,2003,0.60815
aut,2004,2.71001
aut,2005,2.56379
aut,2006,3.91597
aut,2007,3.20686
aut,2008,2.38109
aut,2009,-1.05018
aut,2010,1.47629
aut,2011,2.78664
aut,2012,0.30178
aut,2013,0.01728
aut,2014,0.91492
aut,2015,1.16908
aut,2016,1.51386
aut,2017,1.8296
aut,2018,2.44937
aut,2019,2.0395
aut,2020,-7.30338
aze,1993,-12.36501
aze,1994,-4.68797
aze,1995,-11.93249
aze,1996,-5.88005
aze,1997,2.66379
aze,1998,2.18821
aze,1999,14.87636
aze,2000,6.30944
aze,2001,11.97607
aze,2002,6.01113
aze,2003,7.52221
aze,2004,8.22989
aze,2005,6.58953
aze,2006,17.79204
aze,2007,12.95644
aze,2008,13.93344
aze,2009,8.72822
aze,2010,9.21771
aze,2011,7.02105
aze,2012,9.0258
aze,2013,9.17656
aze,2014,9.12494
aze,2015,5.52028
aze,2016,1.12424
aze,2017,4.47841
aze,2018,5.18876
aze,2019,6.13414
aze,2020,-3.90871
bdi,1998,-1.59
bdi,1999,4.59
bdi,2000,-6.23015
bdi,2001,-6.23015
bdi,2002,-6.23015
bdi,2003,-6.23015
bdi,2004,-6.23015
bdi,2005,-2.17692
bdi,2006,7.47725
bdi,2007,16.77503
bdi,2008,6.60363
bdi,2009,5.36491
bdi,2010,5.77594
bdi,2011,6.97874
bdi,2012,6.96292
bdi,2013,2.82824
bdi,2014,8.78082
bdi,2015,0.38599
bdi,2016,0.72545
bdi,2017,0.55319
bdi,2018,0.74258
bdi,2019,0.99232
bdi,2020,-1.76195
bel,1996,0.48023
bel,1997,2.95788
bel,1998,1.94434
bel,1999,3.87572
bel,2000,2.79005
bel,2001,1.95827
bel,2002,2.04789
bel,2003,1.40016
bel,2004,2.62216
bel,2005,2.52047
bel,2006,2.92627
bel,2007,3.43582
bel,2008,1.64953
bel,2009,-1.10525
bel,2010,2.26953
bel,2011,2.17509
bel,2012,1.55262
bel,2013,0.71902
bel,2014,1.28053
bel,2015,1.89732
bel,2016,1.5316
bel,2017,1.66602
bel,2018,2.3728
bel,2019,1.967
bel,2020,-5.86823
ben,1971,1.3884
ben,1972,6.57356
ben,1973,-0.93686
ben,1974,9.8412
ben,1975,-2.16278
ben,1976,-1.32349
ben,1977,6.1823
ben,1978,-2.15583
ben,1979,7.37596
ben,1980,10.91596
ben,1981,17.97108
ben,1982,-4.24018
ben,1983,-6.57455
ben,1984,2.01702
ben,1985,5.93146
ben,1986,8.00499
ben,1987,1.88172
ben,1988,-3.12854
ben,1989,-12.49513
ben,1990,14.36941
ben,1991,1.36615
ben,1992,2.84038
ben,1993,5.1052
ben,1994,0.17956
ben,1995,6.94345
ben,1996,2.26401
ben,1997,6.17011
ben,1998,4.21464
ben,1999,5.89649
ben,2000,12.51465
ben,2001,7.44824
ben,2002,2.53276
ben,2003,5.71136
ben,2004,3.17173
ben,2005,4.85952
ben,2006,5.48141
ben,2007,8.28826
ben,2008,12.90263
ben,2009,-0.34156
ben,2010,2.42913
ben,2011,8.71136
ben,2012,5.60946
ben,2013,8.75567
ben,2014,4.98839
ben,2015,-0.02482
ben,2016,1.85169
ben,2017,5.46213
ben,2018,5.70031
ben,2019,5.21702
ben,2020,4.85662
bfa,1971,0.34389
bfa,1972,7.54388
bfa,1973,-4.16847
bfa,1974,16.83613
bfa,1975,-4.30926
bfa,1976,7.6357
bfa,1977,16.384
bfa,1978,4.73822
bfa,1979,20.13479
bfa,1980,-4.7988
bfa,1981,5.33021
bfa,1982,15.30697
bfa,1983,3.26207
bfa,1984,-2.27693
bfa,1985,9.07733
bfa,1986,5.299
bfa,1987,2.15895
bfa,1988,2.47181
bfa,1989,5.45039
bfa,1990,-0.12087
bfa,1991,5.21121
bfa,1992,-2.50719
bfa,1993,-0.35416
bfa,1994,-4.94444
bfa,1995,7.62477
bfa,1996,13.85616
bfa,1997,7.79761
bfa,1998,2.89148
bfa,1999,-0.05962
bfa,2000,9.20066
bfa,2001,7.21084
bfa,2002,6.91206
bfa,2003,4.28743
bfa,2004,7.85213
bfa,2005,9.13045
bfa,2006,10.22745
bfa,2007,4.5189
bfa,2008,3.22532
bfa,2009,5.93869
bfa,2010,2.66427
bfa,2011,6.56133
bfa,2012,8.5938
bfa,2013,5.42671
bfa,2014,5.06286
bfa,2015,5.59531
bfa,2016,6.67697
bfa,2017,6.18306
bfa,2018,5.08814
bfa,2019,7.83734
bfa,2020,-5.50536
bgd,1961,0.62936
bgd,1962,0.63898
bgd,1963,4.39431
bgd,1964,1.31684
bgd,1965,5.33739
bgd,1966,3.19378
bgd,1967,6.01451
bgd,1968,-0.32898
bgd,1969,7.65783
bgd,1970,-1.11167
bgd,1971,-6.79318
bgd,1972,-5.64858
bgd,1973,8.64339
bgd,1974,-0.88803
bgd,1975,5.8537
bgd,1976,3.3018
bgd,1977,7.33297
bgd,1978,3.56834
bgd,1979,-1.94664
bgd,1980,8.97178
bgd,1981,3.44588
bgd,1982,3.29531
bgd,1983,3.95934
bgd,1984,4.16373
bgd,1985,3.52847
bgd,1986,4.02356
bgd,1987,3.76617
bgd,1988,3.0829
bgd,1989,3.3038
bgd,1990,3.15122
bgd,1991,3.3882
bgd,1992,4.20132
bgd,1993,3.87691
bgd,1994,4.05069
bgd,1995,4.59365
bgd,1996,3.80684
bgd,1997,4.08627
bgd,1998,4.53985
bgd,1999,4.44885
bgd,2000,5.28441
bgd,2001,5.37155
bgd,2002,4.83715
bgd,2003,4.97885
bgd,2004,5.2131
bgd,2005,6.19559
bgd,2006,6.60211
bgd,2007,6.48511
bgd,2008,5.76238
bgd,2009,5.07997
bgd,2010,5.52883
bgd,2011,6.21663
bgd,2012,6.57606
bgd,2013,5.51416
bgd,2014,5.62436
bgd,2015,5.80106
bgd,2016,6.2469
bgd,2017,6.69072
bgd,2018,6.38837
bgd,2019,6.78361
bgd,2020,4.16032
bgr,1981,9.32749
bgr,1982,-11.31558
bgr,1983,17.09895
bgr,1984,-7.66833
bgr,1985,19.82287
bgr,1986,-8.5582
bgr,1987,24.54589
bgr,1988,14.53596
bgr,1989,-9.19382
bgr,1990,-6.0581
bgr,1991,4.04933
bgr,1992,-26.9
bgr,1993,0.6
bgr,1994,-3.1
bgr,1995,4
bgr,1996,3.96899
bgr,1997,-26.13637
bgr,1998,12.19451
bgr,1999,-15.59233
bgr,2000,3.91522
bgr,2001,3.15288
bgr,2002,8.40448
bgr,2003,3.0034
bgr,2004,4.75341
bgr,2005,9.25435
bgr,2006,7.16444
bgr,2007,7.52419
bgr,2008,3.10782
bgr,2009,1.16818
bgr,2010,6.91166
bgr,2011,1.56064
bgr,2012,-0.50316
bgr,2013,-1.57624
bgr,2014,0.63479
bgr,2015,3.2796
bgr,2016,1.70312
bgr,2017,3.95771
bgr,2018,5.34583
bgr,2019,5.09302
bgr,2020,-3.33859
bhr,2007,9.79091
bhr,2008,7.78635
bhr,2009,4.96131
bhr,2010,6.29707
bhr,2011,2.50152
bhr,2012,8.06766
bhr,2013,2.95022
bhr,2014,4.525
bhr,2015,3.19098
bhr,2016,4.42519
bhr,2017,6.90912
bhr,2018,2.48562
bhr,2019,-1.46218
bhr,2020,-7.55486
bhs,1990,-0.69569
bhs,1991,-12.40804
bhs,1992,2.94221
bhs,1993,3.08656
bhs,1994,0.90429
bhs,1995,5.34675
bhs,1996,3.77278
bhs,1997,-15.3545
bhs,1998,3.31437
bhs,1999,10.89526
bhs,2000,1.08125
bhs,2001,4.84186
bhs,2002,1.91671
bhs,2003,-3.03337
bhs,2004,2.6741
bhs,2005,3.5991
bhs,2006,-1.34156
bhs,2007,5.8176
bhs,2008,-4.1155
bhs,2009,-4.42383
bhs,2010,0.29142
bhs,2011,-0.69543
bhs,2012,0.98557
bhs,2013,-0.82683
bhs,2014,3.04516
bhs,2015,4.26489
bhs,2016,1.60545
bhs,2017,-0.12206
bhs,2018,2.54625
bhs,2019,0.99824
bhs,2020,-19.12118
bih,2001,1.62422
bih,2002,5.07179
bih,2003,4.70072
bih,2004,5.23691
bih,2005,1.84195
bih,2006,4.34438
bih,2007,5.73253
bih,2008,4.32946
bih,2009,-1.86413
bih,2010,0.96997
bih,2011,1.72161
bih,2012,1.18424
bih,2013,0.40143
bih,2014,2.62801
bih,2015,2.27549
bih,2016,2.02746
bih,2017,3.91726
bih,2018,3.16413
bih,2019,4.92629
bih,2020,-4.03601
blr,1991,-2.84899
blr,1992,-14.53592
blr,1993,-9.00772
blr,1994,2.76959
blr,1995,-14.28522
blr,1996,1.8831
blr,1997,13.84035
blr,1998,10.10053
blr,1999,7.29068
blr,2000,5.40023
blr,2001,7.33006
blr,2002,3.10662
blr,2003,4.46125
blr,2004,7.05536
blr,2005,8.17305
blr,2006,8.0967
blr,2007,4.61197
blr,2008,4.82333
blr,2009,0.81864
blr,2010,9.24438
blr,2011,7.70914
blr,2012,-0.97199
blr,2013,5.68074
blr,2014,3.00246
blr,2015,-1.47909
blr,2016,-2.54787
blr,2017,1.38454
blr,2018,2.91585
blr,2019,1.46285
blr,2020,-2.11346
blz,1981,1.40483
blz,1982,-2.34681
blz,1983,0.01868
blz,1984,3.47493
blz,1985,0.72577
blz,1986,4.99566
blz,1987,8.08623
blz,1988,8.92019
blz,1989,12.46402
blz,1990,8.61348
blz,1991,6.78367
blz,1992,12.60473
blz,1993,6.0175
blz,1994,2.27922
blz,1995,0.85867
blz,1996,1.41111
blz,1997,3.38628
blz,1998,5.45255
blz,1999,7.90786
blz,2000,11.05358
blz,2001,6.67066
blz,2002,7.32341
blz,2003,8.16821
blz,2004,3.51652
blz,2005,3.57574
blz,2006,2.89259
blz,2007,5.26367
blz,2008,1.53873
blz,2009,0.54956
blz,2010,3.70748
blz,2011,1.57544
blz,2012,2.31966
blz,2013,0.86492
blz,2014,4.28001
blz,2015,6.81511
blz,2016,6.81153
blz,2017,3.32146
blz,2018,2.78235
blz,2019,2.77097
blz,2020,-16.71641
bmu,2011,-3.38785
bmu,2012,-4.9718
bmu,2013,-0.25345
bmu,2014,-3.43588
bmu,2015,0.23216
bmu,2016,-0.83303
bmu,2017,3.57538
bmu,2018,-0.68083
bmu,2019,-0.27556
bol,1961,2.52525
bol,1962,7.60028
bol,1963,5.51114
bol,1964,3.1935
bol,1965,1.33753
bol,1966,7.6087
bol,1967,6.66186
bol,1968,11.31905
bol,1969,8.04132
bol,1970,6.22422
bol,1971,5.14245
bol,1972,5.50124
bol,1973,4.50467
bol,1974,6.11722
bol,1975,9.20112
bol,1976,8.04547
bol,1977,5.55305
bol,1978,4.97586
bol,1979,2.77455
bol,1980,1.2258
bol,1981,3.1054
bol,1982,-4.05551
bol,1983,-4.22116
bol,1984,-1.6152
bol,1985,0.07584
bol,1986,-3.70969
bol,1987,1.75484
bol,1988,2.04366
bol,1989,3.71444
bol,1990,3.10381
bol,1991,4.33573
bol,1992,4.16979
bol,1993,4.27245
bol,1994,4.3221
bol,1995,3.6683
bol,1996,5.50679
bol,1997,7.48501
bol,1998,6.19246
bol,1999,4.30961
bol,2000,1.77535
bol,2001,1.66723
bol,2002,1.35669
bol,2003,1.21262
bol,2004,2.30072
bol,2005,2.20478
bol,2006,3.96317
bol,2007,4.53692
bol,2008,4.02027
bol,2009,4.90688
bol,2010,5.16064
bol,2011,4.55041
bol,2012,5.38776
bol,2013,6.33003
bol,2014,5.31914
bol,2015,5.99663
bol,2016,5.56932
bol,2017,4.89525
bol,2018,5.26431
bol,2019,3.51304
bol,2020,-8.56593
bra,1992,1.52
bra,1993,3.21
bra,1994,1.80252
bra,1995,1.29812
bra,1996,2.29914
bra,1997,2.53423
bra,1998,1.42148
bra,1999,1.82032
bra,2000,3.84675
bra,2001,2.06371
bra,2002,3.12235
bra,2003,0.99132
bra,2004,5.00956
bra,2005,3.66063
bra,2006,4.33125
bra,2007,5.82651
bra,2008,4.82402
bra,2009,2.06682
bra,2010,5.80365
bra,2011,3.45782
bra,2012,2.90291
bra,2013,2.75383
bra,2014,0.9854
bra,2015,-2.73376
bra,2016,-2.22134
bra,2017,0.76566
bra,2018,2.08714
bra,2019,1.65539
bra,2020,-4.46334
brb,1976,0.80066
brb,1977,5.8277
brb,1978,4.14571
brb,1979,8.36689
brb,1980,4.19011
brb,1981,0.09244
brb,1982,-4.67239
brb,1983,-0.78499
brb,1984,3.12621
brb,1985,3.125
brb,1986,4.91744
brb,1987,5.53442
brb,1988,3.5726
brb,1989,4.36709
brb,1990,-3.91146
brb,1991,-3.77091
brb,1992,-5.0828
brb,1993,1.74469
brb,1994,4.82173
brb,1995,1.16618
brb,1996,2.38553
brb,1997,4.50352
brb,1998,7.09262
brb,1999,-0.97806
brb,2000,5.81346
brb,2001,-2.21363
brb,2002,0.20456
brb,2003,3.32063
brb,2004,1.65964
brb,2005,2.90231
brb,2006,10.62598
brb,2007,3.50711
brb,2008,0.10975
brb,2009,-5.59088
brb,2010,-0.65829
brb,2011,-0.49381
brb,2012,-0.06595
brb,2013,-1.51244
brb,2014,0.16012
brb,2015,2.6161
brb,2016,3.53073
brb,2017,0.49004
brb,2018,-0.29322
brb,2019,0.58952
brn,1990,3.58043
brn,1991,-0.76601
brn,1992,3.83851
brn,1993,2.70279
brn,1994,2.2267
brn,1995,2.88109
brn,1996,-0.46557
brn,1997,7.43386
brn,1998,-1.17662
brn,1999,1.88291
brn,2000,2.51157
brn,2001,6.10368
brn,2002,2.76782
brn,2003,1.64834
brn,2004,1.99589
brn,2005,4.12205
brn,2006,7.40639
brn,2007,9.23756
brn,2008,2.64436
brn,2009,2.08957
brn,2010,3.81231
brn,2011,4.93576
brn,2012,5.54253
brn,2013,4.67369
brn,2014,0.59334
brn,2015,-1.132
brn,2016,-1.67128
brn,2017,1.08438
brn,2018,0.78185
brn,2019,3.44796
brn,2020,-2.08297
btn,1981,4.00062
btn,1982,-2.12248
btn,1983,2.49941
btn,1984,3.68222
btn,1985,17.40798
btn,1986,14.1138
btn,1987,14.04424
btn,1988,10.10914
btn,1989,9.62847
btn,1990,32.58174
btn,1991,1.73912
btn,1992,-0.21816
btn,1993,5.84738
btn,1994,2.42367
btn,1995,5.16356
btn,1996,13.27301
btn,1997,11.39275
btn,1998,11.18542
btn,1999,6.72693
btn,2000,12.07832
btn,2001,5.92448
btn,2002,7.23283
btn,2003,9.37443
btn,2004,10.79916
btn,2005,14.80227
btn,2006,8.15665
btn,2007,6.0648
btn,2008,4.67429
btn,2009,13.26635
btn,2010,12.13351
btn,2011,13.25637
btn,2012,0.66612
btn,2013,1.62104
btn,2014,8.24024
btn,2015,8.50492
btn,2016,9.80044
btn,2017,6.71797
btn,2018,8.90736
btn,2019,13.20362
btn,2020,-6.85297
bwa,1961,10.1222
bwa,1962,8.62313
bwa,1963,9.67794
bwa,1964,0.25338
bwa,1965,-1.2406
bwa,1966,4.03214
bwa,1967,3.5132
bwa,1968,12.17829
bwa,1969,-4.29847
bwa,1970,-3.828
bwa,1971,28.17586
bwa,1972,26.42068
bwa,1973,16.41301
bwa,1974,10.1737
bwa,1975,8.79472
bwa,1976,12.30449
bwa,1977,3.91881
bwa,1978,10.41489
bwa,1979,11.9375
bwa,1980,1.59765
bwa,1981,6.23332
bwa,1982,7.06995
bwa,1983,2.71511
bwa,1984,17.88144
bwa,1985,23.97774
bwa,1986,11.74984
bwa,1987,15.62584
bwa,1988,28.02666
bwa,1989,20.14069
bwa,1990,8.5536
bwa,1991,6.39554
bwa,1992,6.96563
bwa,1993,10.03969
bwa,1994,11.08224
bwa,1995,10.15046
bwa,1996,10.11187
bwa,1997,7.40119
bwa,1998,3.26753
bwa,1999,10.16349
bwa,2000,-1.23185
bwa,2001,2.9056
bwa,2002,5.67084
bwa,2003,3.54572
bwa,2004,-0.98314
bwa,2005,3.60134
bwa,2006,9.32254
bwa,2007,10.65935
bwa,2008,10.46339
bwa,2009,4.77675
bwa,2010,8.743
bwa,2011,9.02793
bwa,2012,7.23705
bwa,2013,10.09268
bwa,2014,6.48838
bwa,2015,-2.06652
bwa,2016,9.59035
bwa,2017,3.48664
bwa,2018,2.68324
bwa,2019,6.84555
bwa,2020,-0.75813
caf,2010,9.10389
caf,2011,5.56615
caf,2012,3.8283
caf,2013,-18.23061
caf,2014,5.10523
caf,2015,4.94602
caf,2016,3.92044
caf,2017,5.9526
caf,2018,4.37281
caf,2019,3
caf,2020,7.50837
can,1998,4.10626
can,1999,4.73466
can,2000,4.97685
can,2001,2.6748
can,2002,3.57671
can,2003,2.108
can,2004,3.13165
can,2005,3.30767
can,2006,3.64032
can,2007,2.80334
can,2008,1.45199
can,2009,-0.65205
can,2010,2.47963
can,2011,2.83093
can,2012,1.77514
can,2013,2.14929
can,2014,2.64844
can,2015,1.44771
can,2016,1.88759
can,2017,2.91221
can,2018,2.81745
can,2019,2.48989
can,2020,-4.967
che,1991,-0.85164
che,1992,0.21054
che,1993,-0.09986
che,1994,0.33501
che,1995,0.81704
che,1996,1.37122
che,1997,2.73784
che,1998,3.68635
che,1999,1.52716
che,2000,4.67204
che,2001,1.14195
che,2002,-0.15989
che,2003,0.21912
che,2004,3.4818
che,2005,2.4043
che,2006,3.80933
che,2007,4.0637
che,2008,2.94921
che,2009,0.31632
che,2010,2.20246
che,2011,0.45649
che,2012,2.34267
che,2013,1.83158
che,2014,3.02461
che,2015,2.38705
che,2016,1.99475
che,2017,0.76623
che,2018,2.16878
che,2019,0.84053
che,2020,-1.97318
chl,1961,4.1661
chl,1962,1.82383
chl,1963,5.43391
chl,1964,2.49701
chl,1965,2.08213
chl,1966,10.12816
chl,1967,4.59486
chl,1968,3.30372
chl,1969,6.25807
chl,1970,2.39197
chl,1971,9.98553
chl,1972,1.19087
chl,1973,-2.89313
chl,1974,-3.37483
chl,1975,-6.17885
chl,1976,3.32811
chl,1977,10.48446
chl,1978,9.79074
chl,1979,9.05542
chl,1980,9.39623
chl,1981,5.41325
chl,1982,-9.88227
chl,1983,-8.31645
chl,1984,1.49465
chl,1985,4.77031
chl,1986,7.69594
chl,1987,6.46108
chl,1988,5.63709
chl,1989,10.31035
chl,1990,3.6194
chl,1991,8.69658
chl,1992,12.07053
chl,1993,5.82916
chl,1994,5.1491
chl,1995,10.08995
chl,1996,-9.55326
chl,1997,6.80322
chl,1998,3.4256
chl,1999,0.61827
chl,2000,3.33761
chl,2001,3.28276
chl,2002,2.94919
chl,2003,4.72229
chl,2004,5.40315
chl,2005,5.47885
chl,2006,5.41086
chl,2007,5.99445
chl,2008,4.43359
chl,2009,-1.88555
chl,2010,7.19378
chl,2011,7.41206
chl,2012,5.55736
chl,2013,43.62543
chl,2014,2.61801
chl,2015,2.81791
chl,2016,2.5188
chl,2017,1.53528
chl,2018,3.75212
chl,2019,1.66883
chl,2020,-6.54348
chn,1979,7.84619
chn,1980,6.06181
chn,1981,9.58606
chn,1982,12.6529
chn,1983,14.6335
chn,1984,19.38347
chn,1985,18.11369
chn,1986,12.31769
chn,1987,14.68168
chn,1988,13.1716
chn,1989,5.83809
chn,1990,2.66874
chn,1991,9.2042
chn,1992,12.60033
chn,1993,12.16996
chn,1994,11.36838
chn,1995,10.08279
chn,1996,9.21558
chn,1997,10.43125
chn,1998,8.40217
chn,1999,9.24914
chn,2000,9.77635
chn,2001,10.25939
chn,2002,10.48564
chn,2003,9.53981
chn,2004,10.12004
chn,2005,12.35795
chn,2006,14.13421
chn,2007,16.07149
chn,2008,10.47584
chn,2009,9.58659
chn,2010,9.66898
chn,2011,9.48813
chn,2012,8.0141
chn,2013,8.29917
chn,2014,8.34182
chn,2015,8.77671
chn,2016,8.09608
chn,2017,8.26977
chn,2018,7.98351
chn,2019,7.18069
chn,2020,2.08538
civ,2009,5.60844
civ,2010,7.21644
civ,2011,-7.10041
civ,2012,18.32347
civ,2013,4.74592
civ,2014,8.12805
civ,2015,-12.41379
civ,2016,12.31179
civ,2017,4.2576
civ,2018,5.80479
civ,2019,6.16703
civ,2020,0.73327
cmr,1966,4.78489
cmr,1967,-23.58017
cmr,1968,-42.25136
cmr,1969,-4.15955
cmr,1970,20.02641
cmr,1971,2.82651
cmr,1972,33.26152
cmr,1973,-0.5077
cmr,1974,17.49627
cmr,1975,25.18065
cmr,1976,-9.35445
cmr,1977,23.75187
cmr,1978,46.91522
cmr,1979,-6.22257
cmr,1980,-12.39503
cmr,1981,14.06245
cmr,1982,8.02507
cmr,1983,11.5675
cmr,1984,0.83546
cmr,1985,9.25539
cmr,1986,7.15457
cmr,1987,-7.72982
cmr,1988,-2.72596
cmr,1989,-10.00884
cmr,1990,-8.26469
cmr,1991,-2.25406
cmr,1992,-11.04391
cmr,1993,-21.77596
cmr,1994,2.22552
cmr,1995,5.77602
cmr,1996,5.21552
cmr,1997,6.11723
cmr,1998,4.19325
cmr,1999,3.75201
cmr,2000,5.29132
cmr,2001,6.33129
cmr,2002,2.20641
cmr,2003,8.69214
cmr,2004,9.59177
cmr,2005,7.01589
cmr,2006,3.46271
cmr,2007,7.63117
cmr,2008,6.6007
cmr,2009,4.84534
cmr,2010,4.67511
cmr,2011,6.32762
cmr,2012,3.05558
cmr,2013,5.3387
cmr,2014,6.29639
cmr,2015,3.22978
cmr,2016,4.42869
cmr,2017,4.75891
cmr,2018,5.09449
cmr,2019,3.14738
cmr,2020,0.56146
cod,1969,7.08368
cod,1970,-25.7939
cod,1971,-20.865
cod,1972,-1.94905
cod,1973,10.55527
cod,1974,-0.62763
cod,1975,-5.32516
cod,1976,10.60584
cod,1977,14.33558
cod,1978,-1.13059
cod,1979,11.58186
cod,1980,-8.77455
cod,1981,9.61608
cod,1982,4.98159
cod,1983,-3.18769
cod,1984,-7.68704
cod,1985,-5.12428
cod,1986,7.20475
cod,1987,21.5156
cod,1988,1.1877
cod,1989,2.15309
cod,1990,12.03842
cod,1991,1.98283
cod,1992,3.77214
cod,1993,-21.30496
cod,1994,-6.75634
cod,1995,2.87548
cod,1996,-2.76087
cod,1997,-2.35653
cod,1998,2.33202
cod,1999,-9.71761
cod,2000,-16.85762
cod,2001,-0.16156
cod,2002,4.95674
cod,2003,11.06915
cod,2004,9.39569
cod,2005,3.74302
cod,2006,6.27878
cod,2007,11.70872
cod,2008,9.6094
cod,2009,3.99264
cod,2010,-4.55039
cod,2011,1.03301
cod,2012,6.61162
cod,2013,7.8314
cod,2014,6.83801
cod,2015,9.07048
cod,2016,4.50341
cod,2017,2.96797
cod,2018,1.31577
cod,2019,5.66283
cod,2020,0.1285
cog,1961,12.38804
cog,1962,7.35833
cog,1963,-6.00345
cog,1964,3.69366
cog,1965,7.1988
cog,1966,-2.13698
cog,1967,-7.41564
