geo,time,sp_pop_1519_ma_5y
abw,1960,9.90479
abw,1961,10.0103
abw,1962,10.07471
abw,1963,10.12235
abw,1964,10.18005
abw,1965,10.27375
abw,1966,10.41733
abw,1967,10.61614
abw,1968,10.8545
abw,1969,11.06743
abw,1970,11.21919
abw,1971,11.24656
abw,1972,11.23588
abw,1973,11.25686
abw,1974,11.33965
abw,1975,11.46585
abw,1976,11.5827
abw,1977,11.7609
abw,1978,11.95463
abw,1979,12.08295
abw,1980,12.08562
abw,1981,11.739
abw,1982,11.23603
abw,1983,10.63872
abw,1984,10.01176
abw,1985,9.39717
abw,1986,8.57171
abw,1987,7.94674
abw,1988,7.57374
abw,1989,7.42701
abw,1990,7.41707
abw,1991,7.21601
abw,1992,6.93823
abw,1993,6.69139
abw,1994,6.5195
abw,1995,6.42417
abw,1996,6.38704
abw,1997,6.4466
abw,1998,6.61555
abw,1999,6.82024
abw,2000,7.0039
abw,2001,7.12094
abw,2002,7.16264
abw,2003,7.17987
abw,2004,7.22336
abw,2005,7.31072
abw,2006,7.17847
abw,2007,7.18114
abw,2008,7.3384
abw,2009,7.57551
abw,2010,7.80151
abw,2011,7.96127
abw,2012,7.97626
abw,2013,7.89575
abw,2014,7.78237
abw,2015,7.68393
abw,2016,7.59921
abw,2017,7.50105
abw,2018,7.39591
abw,2019,7.30131
abw,2020,7.20943
afg,1960,10.28213
afg,1961,10.18162
afg,1962,10.08038
afg,1963,9.98618
afg,1964,9.91554
afg,1965,9.88173
afg,1966,9.80862
afg,1967,9.77817
afg,1968,9.78202
afg,1969,9.81106
afg,1970,9.86208
afg,1971,9.87036
afg,1972,9.90989
afg,1973,9.9708
afg,1974,10.04457
afg,1975,10.13134
afg,1976,10.16191
afg,1977,10.19592
afg,1978,10.23437
afg,1979,10.28498
afg,1980,10.36096
afg,1981,10.34407
afg,1982,10.34551
afg,1983,10.36708
afg,1984,10.40324
afg,1985,10.44645
afg,1986,10.46395
afg,1987,10.51589
afg,1988,10.58663
afg,1989,10.65076
afg,1990,10.67842
afg,1991,10.72492
afg,1992,10.7666
afg,1993,10.7879
afg,1994,10.79702
afg,1995,10.81729
afg,1996,10.76167
afg,1997,10.71754
afg,1998,10.70347
afg,1999,10.72015
afg,2000,10.75549
afg,2001,10.83666
afg,2002,10.89884
afg,2003,10.92621
afg,2004,10.91579
afg,2005,10.87882
afg,2006,10.71151
afg,2007,10.5873
afg,2008,10.53474
afg,2009,10.57493
afg,2010,10.70743
afg,2011,10.95584
afg,2012,11.21598
afg,2013,11.4561
afg,2014,11.64506
afg,2015,11.77184
afg,2016,11.82541
afg,2017,11.85497
afg,2018,11.87172
afg,2019,11.88711
afg,2020,11.90383
ago,1960,8.06058
ago,1961,8.02428
ago,1962,8.07278
ago,1963,8.22099
ago,1964,8.48473
ago,1965,8.85719
ago,1966,9.38813
ago,1967,9.80757
ago,1968,9.983
ago,1969,9.88658
ago,1970,9.6419
ago,1971,9.76279
ago,1972,9.90011
ago,1973,10.06951
ago,1974,10.29007
ago,1975,10.55595
ago,1976,10.73228
ago,1977,11.01016
ago,1978,11.28513
ago,1979,11.41173
ago,1980,11.32957
ago,1981,11.07044
ago,1982,10.63349
ago,1983,10.15328
ago,1984,9.812
ago,1985,9.69464
ago,1986,9.70692
ago,1987,9.90475
ago,1988,10.19597
ago,1989,10.45196
ago,1990,10.60731
ago,1991,10.64488
ago,1992,10.62589
ago,1993,10.58002
ago,1994,10.55262
ago,1995,10.5676
ago,1996,10.57305
ago,1997,10.61265
ago,1998,10.67621
ago,1999,10.74829
ago,2000,10.81836
ago,2001,10.84501
ago,2002,10.88132
ago,2003,10.91851
ago,2004,10.94425
ago,2005,10.95116
ago,2006,10.90088
ago,2007,10.8458
ago,2008,10.7891
ago,2009,10.73563
ago,2010,10.68875
ago,2011,10.61474
ago,2012,10.55412
ago,2013,10.51084
ago,2014,10.49072
ago,2015,10.49678
ago,2016,10.50898
ago,2017,10.54525
ago,2018,10.6036
ago,2019,10.68095
ago,2020,10.77327
alb,1960,9.81262
alb,1961,9.59036
alb,1962,9.38191
alb,1963,9.20708
alb,1964,9.09554
alb,1965,9.06277
alb,1966,9.09178
alb,1967,9.19465
alb,1968,9.35378
alb,1969,9.54367
alb,1970,9.74686
alb,1971,9.97314
alb,1972,10.19875
alb,1973,10.41745
alb,1974,10.62311
alb,1975,10.8082
alb,1976,10.94807
alb,1977,11.07464
alb,1978,11.16712
alb,1979,11.19635
alb,1980,11.15017
alb,1981,11.04117
alb,1982,10.86335
alb,1983,10.64873
alb,1984,10.44333
alb,1985,10.27204
alb,1986,10.12925
alb,1987,10.01687
alb,1988,9.92532
alb,1989,9.84061
alb,1990,9.75821
alb,1991,9.56197
alb,1992,9.46701
alb,1993,9.48548
alb,1994,9.61061
alb,1995,9.82005
alb,1996,9.5757
alb,1997,9.34315
alb,1998,9.16602
alb,1999,9.07804
alb,2000,9.09033
alb,2001,9.26315
alb,2002,9.50948
alb,2003,9.80353
alb,2004,10.09319
alb,2005,10.33747
alb,2006,10.33982
alb,2007,10.28222
alb,2008,10.20558
alb,2009,10.14317
alb,2010,10.10479
alb,2011,9.95069
alb,2012,9.66992
alb,2013,9.27628
alb,2014,8.81417
alb,2015,8.34514
alb,2016,8.07862
alb,2017,7.86751
alb,2018,7.68591
alb,2019,7.4891
alb,2020,7.25179
are,1960,9.79727
are,1961,11.12176
are,1962,11.81098
are,1963,11.95103
are,1964,11.71661
are,1965,11.28638
are,1966,11.2861
are,1967,10.97639
are,1968,10.44067
are,1969,9.78366
are,1970,9.10002
are,1971,10.54673
are,1972,10.47911
are,1973,9.50466
are,1974,8.14761
are,1975,6.8309
are,1976,7.58916
are,1977,7.5414
are,1978,6.85415
are,1979,5.81477
are,1980,4.74494
are,1981,4.90776
are,1982,4.95875
are,1983,4.80658
are,1984,4.47103
are,1985,4.08436
are,1986,4.97462
are,1987,5.78103
are,1988,6.34009
are,1989,6.58886
are,1990,6.57329
are,1991,6.66284
are,1992,6.40688
are,1993,5.96919
are,1994,5.49666
are,1995,5.09463
are,1996,5.84661
are,1997,6.1963
are,1998,6.11965
are,1999,5.73805
are,2000,5.28313
are,2001,6.04966
are,2002,6.21471
are,2003,5.89826
are,2004,5.24798
are,2005,4.46698
are,2006,5.28084
are,2007,5.18926
are,2008,4.52032
are,2009,3.595
are,2010,2.70644
are,2011,2.82163
are,2012,2.93211
are,2013,2.97684
are,2014,2.87007
are,2015,2.61823
are,2016,3.12877
are,2017,3.3595
are,2018,3.36448
are,2019,3.19739
are,2020,2.93439
arg,1960,8.63851
arg,1961,8.7194
arg,1962,8.82305
arg,1963,8.93312
arg,1964,9.02676
arg,1965,9.09055
arg,1966,9.13284
arg,1967,9.1473
arg,1968,9.13962
arg,1969,9.12012
arg,1970,9.09488
arg,1971,9.06748
arg,1972,9.02741
arg,1973,8.97283
arg,1974,8.90381
arg,1975,8.82369
arg,1976,8.72659
arg,1977,8.64522
arg,1978,8.5841
arg,1979,8.53963
arg,1980,8.50338
arg,1981,8.43864
arg,1982,8.38244
arg,1983,8.33933
arg,1984,8.3168
arg,1985,8.32103
arg,1986,8.36835
arg,1987,8.42192
arg,1988,8.49636
arg,1989,8.61184
arg,1990,8.77333
arg,1991,8.95246
arg,1992,9.18475
arg,1993,9.42471
arg,1994,9.60438
arg,1995,9.68705
arg,1996,9.66195
arg,1997,9.54719
arg,1998,9.38255
arg,1999,9.23087
arg,2000,9.13001
arg,2001,9.06954
arg,2002,9.04333
arg,2003,9.04204
arg,2004,9.04846
arg,2005,9.05224
