geo,time,sh_h2o_smdw_zs
bgr,2019,97.5431
bgr,2020,97.61734
bhr,2000,98.83392
bhr,2001,98.84971
bhr,2002,98.8655
bhr,2003,98.88129
bhr,2004,98.89708
bhr,2005,98.91288
bhr,2006,98.92867
bhr,2007,98.94447
bhr,2008,98.95316
bhr,2009,98.96052
bhr,2010,98.96788
bhr,2011,98.97525
bhr,2012,98.98261
bhr,2013,98.98326
bhr,2014,98.98326
bhr,2015,98.98326
bhr,2016,98.98326
bhr,2017,98.98326
bhr,2018,98.98326
bhr,2019,98.98326
bhr,2020,98.98326
bih,2000,87.34998
bih,2001,87.47272
bih,2002,87.59462
bih,2003,87.71558
bih,2004,87.83569
bih,2005,87.95483
bih,2006,88.07303
bih,2007,88.19037
bih,2008,88.30676
bih,2009,88.42222
bih,2010,88.53673
bih,2011,88.65034
bih,2012,88.70229
bih,2013,88.79768
bih,2014,88.81719
bih,2015,88.82513
bih,2016,88.83336
bih,2017,88.84189
bih,2018,88.8507
bih,2019,88.85978
bih,2020,88.86918
blr,2000,80.61115
blr,2001,80.79672
blr,2002,80.98077
blr,2003,81.1629
blr,2004,82.52755
blr,2005,83.85957
blr,2006,85.15943
blr,2007,86.42759
blr,2008,87.66473
blr,2009,88.87068
blr,2010,90.0549
blr,2011,91.20764
blr,2012,92.32544
blr,2013,93.40899
blr,2014,94.45894
blr,2015,94.48514
blr,2016,94.51099
blr,2017,94.53653
blr,2018,94.56173
blr,2019,94.58659
blr,2020,94.61115
bra,2000,75.99607
bra,2001,76.5613
bra,2002,77.04837
bra,2003,77.32908
bra,2004,77.6042
bra,2005,77.87381
bra,2006,78.13829
bra,2007,78.39774
bra,2008,78.65222
bra,2009,78.90124
bra,2010,79.14548
bra,2011,79.38738
bra,2012,79.62452
bra,2013,80.41174
bra,2014,81.19585
bra,2015,81.9763
bra,2016,82.6904
bra,2017,83.52582
bra,2018,84.29474
bra,2019,85.06008
bra,2020,85.76567
btn,2000,28.71132
btn,2001,29.25476
btn,2002,29.79854
btn,2003,30.34239
btn,2004,30.88628
btn,2005,31.41845
btn,2006,31.84878
btn,2007,32.27668
btn,2008,32.70204
btn,2009,33.12405
btn,2010,33.54312
btn,2011,33.95915
btn,2012,34.36864
btn,2013,34.77122
btn,2014,35.16674
btn,2015,35.55529
btn,2016,35.8917
btn,2017,36.16303
btn,2018,36.32678
btn,2019,36.48848
btn,2020,36.6477
caf,2000,8.53086
caf,2001,8.39602
caf,2002,8.2617
caf,2003,8.12779
caf,2004,7.99428
caf,2005,7.86378
caf,2006,7.73617
caf,2007,7.61143
caf,2008,7.48929
caf,2009,7.36963
caf,2010,7.25241
caf,2011,7.1374
caf,2012,7.02456
caf,2013,6.91376
caf,2014,6.80476
caf,2015,6.69753
caf,2016,6.59204
caf,2017,6.48794
caf,2018,6.38521
caf,2019,6.28371
caf,2020,6.18332
can,2000,98.16674
can,2001,98.17581
can,2002,98.17795
can,2003,98.1801
can,2004,98.18224
can,2005,98.2408
can,2006,98.29947
can,2007,98.35997
can,2008,98.41991
can,2009,98.47926
can,2010,98.53806
can,2011,98.59599
can,2012,98.65168
can,2013,98.70725
can,2014,98.76271
can,2015,98.81806
can,2016,98.87331
can,2017,98.92851
can,2018,98.98363
can,2019,99.03861
can,2020,99.03895
chanisl,2009,91.975
chanisl,2010,91.975
chanisl,2011,91.975
chanisl,2012,91.975
chanisl,2013,91.975
chanisl,2014,91.975
chanisl,2015,91.975
chanisl,2016,91.975
chanisl,2017,91.975
che,2000,94.24815
che,2001,94.24815
che,2002,94.24815
che,2003,94.24815
che,2004,94.24815
che,2005,94.24815
che,2006,94.24815
che,2007,94.24815
che,2008,94.24815
che,2009,94.24815
che,2010,94.24815
che,2011,94.24815
che,2012,94.24815
che,2013,94.24815
che,2014,94.24815
che,2015,94.24815
che,2016,94.24815
che,2017,94.24815
che,2018,94.24815
che,2019,94.24815
che,2020,94.24815
chl,2000,92.09302
chl,2001,92.59391
chl,2002,93.07063
chl,2003,93.47618
chl,2004,93.88458
chl,2005,94.29475
chl,2006,94.70765
chl,2007,95.12259
chl,2008,95.54009
chl,2009,95.95955
chl,2010,96.38097
chl,2011,96.80475
chl,2012,97.2304
chl,2013,97.6581
chl,2014,98.08776
chl,2015,98.38247
chl,2016,98.57763
chl,2017,98.77024
chl,2018,98.77136
chl,2019,98.77136
chl,2020,98.77136
civ,2000,34.21016
civ,2001,34.25401
civ,2002,34.29867
civ,2003,34.34374
civ,2004,34.3896
civ,2005,34.43507
civ,2006,34.48095
civ,2007,34.52724
civ,2008,34.57393
civ,2009,34.62023
civ,2010,34.66694
civ,2011,34.71406
civ,2012,34.76119
civ,2013,34.80832
civ,2014,34.85546
civ,2015,34.90621
civ,2016,34.95976
civ,2017,35.01651
civ,2018,35.07646
civ,2019,35.13922
civ,2020,35.20478
cod,2000,10.0009
cod,2001,10.35226
cod,2002,10.71189
cod,2003,11.07989
cod,2004,11.45638
cod,2005,11.84268
cod,2006,12.23959
cod,2007,12.64734
cod,2008,13.06552
cod,2009,13.49497
cod,2010,13.93528
cod,2011,14.3873
cod,2012,14.8506
cod,2013,15.32538
cod,2014,15.81219
cod,2015,16.31092
cod,2016,16.82175
cod,2017,17.34454
cod,2018,17.87985
cod,2019,18.42751
cod,2020,18.98773
cog,2000,27.42229
cog,2001,27.58309
cog,2002,27.78181
cog,2003,27.98041
cog,2004,29.57639
cog,2005,31.19525
cog,2006,32.83666
cog,2007,34.50071
cog,2008,36.18792
cog,2009,37.8981
cog,2010,39.63145
cog,2011,41.3869
cog,2012,42.42858
cog,2013,43.01324
cog,2014,43.59852
cog,2015,44.18409
cog,2016,44.76963
cog,2017,45.35481
cog,2018,45.53564
cog,2019,45.71647
cog,2020,45.8969
col,2000,68.81058
col,2001,69.16244
col,2002,69.51044
col,2003,69.85463
col,2004,70.19456
col,2005,70.53027
col,2006,70.86178
col,2007,71.06398
col,2008,71.26052
col,2009,71.45146
col,2010,71.63642
col,2011,71.81544
col,2012,71.98906
col,2013,72.15688
col,2014,72.31898
col,2015,72.47583
col,2016,72.62751
col,2017,72.74865
col,2018,72.88915
col,2019,72.95186
col,2020,73.00936
cri,2000,76.28844
cri,2001,76.65721
cri,2002,77.00995
cri,2003,77.34683
cri,2004,77.66793
cri,2005,77.97326
cri,2006,78.26338
cri,2007,78.53848
cri,2008,78.79901
cri,2009,79.04505
cri,2010,79.27733
cri,2011,79.49611
cri,2012,79.70136
cri,2013,79.89395
cri,2014,80.07479
cri,2015,80.24477
cri,2016,80.40471
cri,2017,80.53079
cri,2018,80.52559
cri,2019,80.52068
cri,2020,80.51605
cyp,2000,95.64257
cyp,2001,95.64251
cyp,2002,95.64255
cyp,2003,95.63506
cyp,2004,95.92948
cyp,2005,96.22386
cyp,2006,96.5182
cyp,2007,96.81252
cyp,2008,97.10679
cyp,2009,97.40103
cyp,2010,97.69523
cyp,2011,97.9894
cyp,2012,98.28354
cyp,2013,98.57761
cyp,2014,98.87164
cyp,2015,99.1656
cyp,2016,99.4595
cyp,2017,99.75333
cyp,2018,99.76518
cyp,2019,99.76519
cyp,2020,99.76517
cze,2000,96.32186
cze,2001,96.31792
cze,2002,96.43583
cze,2003,96.55407
cze,2004,96.67268
cze,2005,96.79167
cze,2006,96.91102
cze,2007,97.03073
cze,2008,97.15082
cze,2009,97.27128
cze,2010,97.39213
cze,2011,97.51334
cze,2012,97.63558
cze,2013,97.75823
cze,2014,97.88044
cze,2015,97.88072
cze,2016,97.881
cze,2017,97.88132
cze,2018,97.88166
cze,2019,97.88205
cze,2020,97.88247
deu,2000,99.82378
deu,2001,99.82378
deu,2002,99.82378
deu,2003,99.82378
deu,2004,99.83506
deu,2005,99.84634
deu,2006,99.85763
deu,2007,99.86891
deu,2008,99.88019
deu,2009,99.89148
deu,2010,99.90276
deu,2011,99.91404
deu,2012,99.92533
deu,2013,99.93661
deu,2014,99.94789
deu,2015,99.95918
deu,2016,99.97046
deu,2017,99.98174
deu,2018,99.99302
deu,2019,99.99303
deu,2020,99.99303
dnk,2000,93.89858
dnk,2001,93.89858
dnk,2002,93.89857
dnk,2003,93.89858
dnk,2004,94.31384
dnk,2005,94.72911
dnk,2006,95.14437
dnk,2007,95.55964
dnk,2008,95.9749
dnk,2009,96.39016
dnk,2010,96.74526
dnk,2011,96.74347
dnk,2012,96.74144
dnk,2013,96.73979
dnk,2014,96.73849
dnk,2015,96.73721
dnk,2016,96.73594
dnk,2017,96.73467
dnk,2018,96.73338
dnk,2019,96.73207
dnk,2020,96.73072
dza,2000,70.07852
dza,2001,70.64218
dza,2002,71.19185
dza,2003,71.72697
dza,2004,72.24755
dza,2005,72.75315
dza,2006,73.24435
dza,2007,73.72072
dza,2008,74.18282
dza,2009,74.62769
dza,2010,75.05681
dza,2011,75.46992
dza,2012,75.86763
dza,2013,76.25014
dza,2014,75.97179
dza,2015,75.53437
dza,2016,75.06853
dza,2017,74.57497
dza,2018,73.87983
dza,2019,73.13975
dza,2020,72.38146
ecu,2000,58.20305
ecu,2001,58.75802
ecu,2002,59.26656
ecu,2003,59.74421
ecu,2004,60.22144
ecu,2005,60.69801
ecu,2006,61.17391
ecu,2007,61.64964
ecu,2008,62.12471
ecu,2009,62.59913
ecu,2010,63.07313
ecu,2011,63.53851
ecu,2012,63.9978
ecu,2013,64.45679
ecu,2014,64.91526
ecu,2015,65.37367
ecu,2016,65.83156
ecu,2017,66.18117
ecu,2018,66.3947
ecu,2019,66.60986
ecu,2020,66.82666
esp,2000,99.36729
esp,2001,99.368
esp,2002,99.40219
esp,2003,99.43707
esp,2004,99.47215
esp,2005,99.5074
esp,2006,99.54284
esp,2007,99.57846
esp,2008,99.61427
esp,2009,99.6307
esp,2010,99.63346
esp,2011,99.63621
esp,2012,99.62512
esp,2013,99.59837
esp,2014,99.57148
esp,2015,99.57406
esp,2016,99.57668
esp,2017,99.57931
esp,2018,99.58196
esp,2019,99.58464
esp,2020,99.58733
est,2000,93.58354
est,2001,93.76375
est,2002,93.94401
est,2003,94.12434
est,2004,94.30472
est,2005,94.48516
est,2006,94.66567
est,2007,95.20843
est,2008,95.37136
est,2009,95.53429
est,2010,95.69721
est,2011,95.86012
est,2012,96.02402
est,2013,96.14588
est,2014,96.1137
est,2015,96.08153
est,2016,95.84115
est,2017,95.82552
est,2018,95.80989
est,2019,95.79424
est,2020,95.76107
eth,2000,4.97561
eth,2001,5.36244
eth,2002,5.53546
eth,2003,5.72624
eth,2004,5.93504
eth,2005,6.16174
eth,2006,6.40657
eth,2007,6.67475
eth,2008,7.02254
eth,2009,7.38905
eth,2010,7.77511
eth,2011,8.17974
eth,2012,8.60339
eth,2013,9.0391
eth,2014,9.49295
eth,2015,9.96432
eth,2016,10.45325
eth,2017,10.95876
eth,2018,11.48157
eth,2019,12.02135
eth,2020,12.57742
fin,2000,93.49111
fin,2001,93.9293
fin,2002,94.36749
fin,2003,94.80568
fin,2004,95.24387
fin,2005,95.68206
fin,2006,96.12025
fin,2007,96.55844
fin,2008,96.99663
fin,2009,97.43483
fin,2010,97.87301
fin,2011,98.3112
fin,2012,98.7494
fin,2013,99.18759
fin,2014,99.62578
fin,2015,99.63062
fin,2016,99.63187
fin,2017,99.63312
fin,2018,99.63455
fin,2019,99.63615
fin,2020,99.63793
fra,2000,96.44198
fra,2001,96.4502
fra,2002,96.45825
fra,2003,96.46615
fra,2004,96.65429
fra,2005,96.8423
fra,2006,97.03018
fra,2007,97.21793
fra,2008,97.40557
fra,2009,97.59309
fra,2010,97.78049
fra,2011,97.96776
fra,2012,98.1549
fra,2013,98.34191
fra,2014,98.52677
fra,2015,98.70728
fra,2016,98.8878
fra,2017,99.06831
fra,2018,99.24883
fra,2019,99.24883
fra,2020,99.24883
gbm,2009,97.20756
gbm,2010,97.20756
gbm,2011,97.20756
gbm,2012,97.20756
gbm,2013,97.20756
gbm,2014,97.20756
gbm,2015,97.20756
gbm,2016,97.20756
gbm,2017,97.20756
gbm,2018,97.20756
gbm,2019,97.20756
gbm,2020,97.20756
gbr,2000,100
gbr,2001,100
gbr,2002,100
gbr,2003,100
gbr,2004,100
gbr,2005,100
gbr,2006,100
gbr,2007,99.99466
gbr,2008,99.97901
gbr,2009,99.96335
gbr,2010,99.9477
gbr,2011,99.93204
gbr,2012,99.9164
gbr,2013,99.90074
gbr,2014,99.88509
gbr,2015,99.86944
gbr,2016,99.85379
gbr,2017,99.83813
gbr,2018,99.82248
gbr,2019,99.82248
gbr,2020,99.82248
geo,2000,62.25452
geo,2001,62.20201
geo,2002,62.27734
geo,2003,62.50826
geo,2004,62.73818
geo,2005,62.96712
geo,2006,63.1955
geo,2007,63.42335
geo,2008,63.65021
geo,2009,63.87608
geo,2010,64.10142
geo,2011,64.32577
geo,2012,64.54958
geo,2013,64.77198
geo,2014,64.99383
geo,2015,65.21471
geo,2016,65.43858
geo,2017,65.66412
geo,2018,65.89217
geo,2019,66.12229
geo,2020,66.3549
gha,2000,13.27925
gha,2001,13.55671
gha,2002,14.51648
gha,2003,15.7731
gha,2004,17.0599
gha,2005,18.3754
gha,2006,19.72045
gha,2007,21.09455
gha,2008,22.49754
gha,2009,23.92815
gha,2010,25.38766
gha,2011,26.87477
gha,2012,28.38889
gha,2013,29.92901
gha,2014,31.49485
gha,2015,33.08617
gha,2016,34.70269
gha,2017,36.34375
gha,2018,38.00905
gha,2019,39.6979
gha,2020,41.41045
gib,2000,100
gib,2001,100
gib,2002,100
gib,2003,100
gib,2004,100
gib,2005,100
gib,2006,100
gib,2007,100
gib,2008,100
gib,2009,100
gib,2010,100
gib,2011,100
gib,2012,100
gib,2013,100
gib,2014,100
gib,2015,100
gib,2016,100
gib,2017,100
gib,2018,100
gib,2019,100
gib,2020,100
gmb,2000,23.49971
gmb,2001,24.50037
gmb,2002,25.52094
gmb,2003,26.54551
gmb,2004,27.52759
gmb,2005,28.52527
gmb,2006,29.53853
gmb,2007,30.56734
gmb,2008,31.61217
gmb,2009,32.67104
gmb,2010,33.74535
gmb,2011,34.83406
gmb,2012,35.93812
gmb,2013,37.05485
gmb,2014,38.18354
gmb,2015,39.32343
gmb,2016,40.47317
gmb,2017,41.63304
gmb,2018,42.80218
gmb,2019,43.98032
gmb,2020,44.71527
gnb,2000,17.59209
gnb,2001,17.9231
gnb,2002,18.25581
gnb,2003,18.58938
gnb,2004,18.92406
gnb,2005,19.25904
gnb,2006,19.59523
gnb,2007,19.93184
gnb,2008,20.26908
gnb,2009,20.60617
gnb,2010,20.94432
gnb,2011,21.28274
gnb,2012,21.62162
gnb,2013,21.96051
gnb,2014,22.2996
gnb,2015,22.63875
gnb,2016,22.97751
gnb,2017,23.31573
gnb,2018,23.65361
gnb,2019,23.99069
gnb,2020,24.32683
grc,2000,98.77081
grc,2001,98.79789
grc,2002,98.82634
grc,2003,98.85418
grc,2004,98.94516
grc,2005,99.03555
grc,2006,99.1254
grc,2007,99.21468
grc,2008,99.30344
grc,2009,99.39163
grc,2010,99.47932
grc,2011,99.56647
grc,2012,99.65311
grc,2013,99.73925
grc,2014,99.81441
grc,2015,99.8783
grc,2016,99.94218
grc,2017,100
grc,2018,100
grc,2019,100
grc,2020,100
grd,2000,78.71873
grd,2001,79.61002
grd,2002,80.50478
grd,2003,81.40299
grd,2004,82.30465
grd,2005,83.20976
grd,2006,84.11833
grd,2007,85.03035
grd,2008,85.94583
grd,2009,86.86476
grd,2010,87.11722
grd,2011,87.32885
grd,2012,87.42749
grd,2013,87.11527
grd,2014,87.11527
grd,2015,87.11527
grd,2016,87.11527
grd,2017,87.11527
grl,2000,93.58115
grl,2001,93.58115
grl,2002,93.58114
grl,2003,93.58114
grl,2004,94.04744
grl,2005,94.51375
grl,2006,94.98005
grl,2007,95.44635
grl,2008,95.91265
grl,2009,96.37896
grl,2010,96.77179
grl,2011,96.7677
grl,2012,96.7628
grl,2013,96.75894
grl,2014,96.75606
grl,2015,96.75322
grl,2016,96.75042
grl,2017,96.74768
grl,2018,96.74503
grl,2019,96.74243
grl,2020,96.7399
gtm,2000,46.7751
gtm,2001,47.26116
gtm,2002,47.74983
gtm,2003,48.23689
gtm,2004,48.72369
gtm,2005,49.21258
gtm,2006,49.70375
gtm,2007,50.19739
gtm,2008,50.69351
gtm,2009,51.19157
gtm,2010,51.69234
gtm,2011,52.19525
gtm,2012,52.7007
gtm,2013,53.21091
gtm,2014,53.72599
gtm,2015,54.24646
gtm,2016,54.77184
gtm,2017,55.03623
gtm,2018,55.30162
gtm,2019,55.56753
gtm,2020,55.83408
gum,2000,99.14427
gum,2001,99.1688
gum,2002,99.19334
gum,2003,99.21788
gum,2004,99.24241
gum,2005,99.26695
gum,2006,99.29149
gum,2007,99.31602
gum,2008,99.34056
gum,2009,99.3651
gum,2010,99.38963
gum,2011,99.41417
gum,2012,99.43871
gum,2013,99.43871
gum,2014,99.43871
gum,2015,99.43871
gum,2016,99.43871
gum,2017,99.43871
gum,2018,99.43871
gum,2019,99.43871
gum,2020,99.43871
hkg,2000,98.12428
hkg,2001,98.24784
hkg,2002,98.37146
hkg,2003,98.49515
hkg,2004,98.61891
hkg,2005,98.74274
hkg,2006,98.86664
hkg,2007,98.99061
hkg,2008,99.11464
hkg,2009,99.23875
hkg,2010,99.36292
hkg,2011,99.48716
hkg,2012,99.61147
hkg,2013,99.73584
hkg,2014,99.86029
hkg,2015,99.98402
hkg,2016,100
hkg,2017,100
hkg,2018,100
hkg,2019,100
hkg,2020,100
hrv,2000,81.83628
hrv,2001,81.88987
hrv,2002,81.93194
hrv,2003,81.97427
hrv,2004,82.01635
hrv,2005,82.05842
hrv,2006,82.1005
hrv,2007,82.14257
hun,2000,92.18904
hun,2001,92.19386
hun,2002,92.21521
hun,2003,92.23592
hun,2004,92.25659
hun,2005,92.2804
hun,2006,92.30731
hun,2007,92.33402
hun,2008,92.36052
hun,2009,92.38677
hun,2010,92.40967
hun,2011,92.43237
hun,2012,92.44862
hun,2013,92.46258
hun,2014,92.47649
hun,2015,92.49036
hun,2016,92.50452
hun,2017,92.54462
hun,2018,92.55903
hun,2019,92.57365
hun,2020,92.58851
irl,2000,93.4861
irl,2001,93.70576
irl,2002,93.92526
irl,2003,94.14448
irl,2004,94.36353
irl,2005,94.58243
irl,2006,94.80124
irl,2007,95.0203
irl,2008,95.23927
irl,2009,95.45812
irl,2010,95.67686
irl,2011,95.8955
irl,2012,96.11403
irl,2013,96.33245
irl,2014,96.55076
irl,2015,96.76897
irl,2016,96.98705
irl,2017,97.20489
irl,2018,97.33388
irl,2019,97.33152
irl,2020,97.32903
irn,2000,90.3192
irn,2001,90.55172
irn,2002,90.77938
irn,2003,91.00224
irn,2004,91.22022
irn,2005,91.43323
irn,2006,91.64135
irn,2007,91.83859
irn,2008,92.0285
irn,2009,92.21424
irn,2010,92.39598
irn,2011,92.57366
irn,2012,92.74599
irn,2013,92.91357
irn,2014,93.0776
irn,2015,93.23789
irn,2016,93.39462
irn,2017,93.54765
irn,2018,93.69684
irn,2019,93.84218
irn,2020,93.98386
irq,2000,50.24094
irq,2001,50.71765
irq,2002,51.1935
irq,2003,51.6685
irq,2004,52.14264
irq,2005,52.61592
irq,2006,53.08807
irq,2007,53.55965
irq,2008,54.03037
irq,2009,54.49998
irq,2010,54.98614
irq,2011,55.48045
irq,2012,55.97191
irq,2013,56.46054
irq,2014,56.94658
irq,2015,57.43005
irq,2016,57.91293
irq,2017,58.3952
irq,2018,58.87657
irq,2019,59.35663
irq,2020,59.66446
isl,2000,89.53966
isl,2001,90.16659
isl,2002,90.79351
isl,2003,91.42043
isl,2004,92.04736
isl,2005,92.67428
isl,2006,93.30121
isl,2007,93.92813
isl,2008,94.55505
isl,2009,95.18198
isl,2010,95.8089
isl,2011,96.43582
isl,2012,97.06275
isl,2013,97.68968
isl,2014,98.3166
isl,2015,98.94352
isl,2016,99.57045
isl,2017,100
isl,2018,100
isl,2019,100
isl,2020,100
isr,2000,99.85923
isr,2001,99.85921
isr,2002,99.85918
isr,2003,99.85916
isr,2004,99.85914
isr,2005,99.85911
isr,2006,99.85909
isr,2007,99.85907
isr,2008,99.8175
isr,2009,99.77595
isr,2010,99.73443
isr,2011,99.69294
isr,2012,99.65148
isr,2013,99.61005
isr,2014,99.56865
isr,2015,99.5273
isr,2016,99.48597
isr,2017,99.44469
isr,2018,99.40344
isr,2019,99.36223
isr,2020,99.32107
ita,2000,94.76838
ita,2001,94.98711
ita,2002,95.20594
ita,2003,95.42487
ita,2004,95.6439
ita,2005,95.86303
ita,2006,96.08226
ita,2007,96.08733
ita,2008,96.05756
ita,2009,96.02775
ita,2010,95.99792
ita,2011,95.96806
ita,2012,95.93818
ita,2013,95.90826
ita,2014,95.87832
ita,2015,95.82369
ita,2016,95.82369
ita,2017,95.82369
ita,2018,95.82369
ita,2019,95.82369
ita,2020,95.82369
jor,2000,53.7558
jor,2001,53.74632
jor,2002,53.73684
jor,2003,53.72741
jor,2004,53.71792
jor,2005,53.65358
jor,2006,55.74467
jor,2007,57.84384
jor,2008,59.95047
jor,2009,62.06433
jor,2010,64.18461
jor,2011,66.31094
jor,2012,68.44271
jor,2013,70.57963
jor,2014,72.72106
jor,2015,74.88365
jor,2016,77.0465
jor,2017,79.20967
jor,2018,81.3731
jor,2019,83.53672
jor,2020,85.70051
jpn,2000,97.85345
jpn,2001,97.85345
jpn,2002,97.85345
jpn,2003,97.85345
jpn,2004,97.85345
jpn,2005,97.90086
jpn,2006,97.94829
jpn,2007,97.99572
jpn,2008,98.04316
jpn,2009,98.09061
jpn,2010,98.13806
jpn,2011,98.18552
jpn,2012,98.23299
jpn,2013,98.28046
jpn,2014,98.32794
jpn,2015,98.37543
jpn,2016,98.42292
jpn,2017,98.47042
jpn,2018,98.51793
jpn,2019,98.56545
jpn,2020,98.56545
kaz,2000,63.10208
kaz,2001,63.36984
kaz,2002,64.92973
kaz,2003,66.50294
kaz,2004,68.08937
kaz,2005,69.68897
kaz,2006,71.30166
kaz,2007,72.92734
kaz,2008,74.56595
kaz,2009,76.21741
kaz,2010,77.88132
kaz,2011,79.55827
kaz,2012,81.24783
kaz,2013,82.90749
kaz,2014,84.48871
kaz,2015,86.08145
kaz,2016,87.68541
kaz,2017,89.30042
kaz,2018,89.30982
kaz,2019,89.32126
kaz,2020,89.33465
kgz,2000,46.03664
kgz,2001,46.03558
kgz,2002,46.32441
kgz,2003,46.61272
kgz,2004,46.90156
kgz,2005,48.60288
kgz,2006,50.33135
kgz,2007,52.08595
kgz,2008,53.86719
kgz,2009,55.67556
kgz,2010,57.52127
kgz,2011,59.40402
kgz,2012,61.30594
kgz,2013,62.9376
kgz,2014,64.5997
kgz,2015,66.29057
kgz,2016,67.99938
kgz,2017,68.41412
kgz,2018,68.83535
kgz,2019,69.26229
kgz,2020,70.08973
khm,2000,17.02834
khm,2001,17.49762
khm,2002,17.96746
khm,2003,18.43785
khm,2004,18.90914
khm,2005,19.38135
khm,2006,19.85412
khm,2007,20.32781
khm,2008,20.81579
khm,2009,21.37752
khm,2010,21.94277
khm,2011,22.51159
khm,2012,23.08402
khm,2013,23.65971
khm,2014,24.23944
khm,2015,24.82288
khm,2016,25.41006
khm,2017,26.00063
