geo,time,bm_gsr_cmcp_zs
arg,2003,29.76686
arg,2004,31.00142
arg,2005,30.40781
arg,2006,34.39446
arg,2007,33.64664
arg,2008,34.67984
arg,2009,38.95636
arg,2010,36.98286
arg,2011,37.99519
arg,2012,37.48494
arg,2013,39.02791
arg,2014,39.29663
arg,2015,35.73305
arg,2016,31.97338
arg,2017,31.70759
arg,2018,32.48233
arg,2019,37.18926
arg,2020,57.55112
arm,1993,17.9926
arm,1994,26.28287
arm,1995,23.45034
arm,1996,14.74108
arm,1997,20.25208
arm,1998,15.72904
arm,1999,25.47806
arm,2000,18.43316
arm,2001,41.85237
arm,2002,35.24194
arm,2003,33.57421
arm,2004,28.52158
arm,2005,23.52279
arm,2006,22.90782
arm,2007,17.11625
arm,2008,14.69611
arm,2009,16.57405
arm,2010,14.38633
arm,2011,11.81949
arm,2012,10.80513
arm,2013,10.1837
arm,2014,10.31261
arm,2015,12.03446
arm,2016,11.919
arm,2017,10.5841
arm,2018,12.42919
arm,2019,10.78284
arm,2020,19.94909
atg,1977,13.84615
atg,1978,5.70523
atg,1979,1.94524
atg,1980,14.63256
atg,1981,14.18386
atg,1982,14.3617
atg,1983,11.48703
atg,1984,7.50816
atg,1985,19.53125
atg,1986,35.03793
atg,1987,30.62315
atg,1988,30.67115
atg,1989,31.37577
atg,1990,32.01677
atg,1991,31.73212
atg,1992,33.27194
atg,1993,31.2444
atg,1994,32.99994
atg,1995,35.27762
atg,1996,35.48994
atg,1997,38.50936
atg,1998,37.71056
atg,1999,32.42344
atg,2000,34.06364
atg,2001,30.97365
atg,2002,29.83876
atg,2003,30.18261
atg,2004,28.82631
atg,2005,32.02464
atg,2006,31.16704
atg,2007,28.34296
atg,2008,22.39769
atg,2009,22.1361
atg,2010,25.95416
atg,2011,27.08993
atg,2012,25.86636
atg,2013,26.87795
atg,2014,50.16426
atg,2015,54.25314
atg,2016,57.09063
atg,2017,53.91778
atg,2018,52.59996
atg,2019,53.41813
atg,2020,51.33557
aus,1989,29.99648
aus,1990,31.09023
aus,1991,29.35159
aus,1992,30.9024
aus,1993,29.6009
aus,1994,27.52656
aus,1995,26.3072
aus,1996,26.42214
aus,1997,27.16609
aus,1998,28.51481
aus,1999,29.10832
aus,2000,27.79959
aus,2001,28.8833
aus,2002,29.98932
aus,2003,29.2123
aus,2004,24.42512
aus,2005,23.59163
aus,2006,24.04527
aus,2007,25.79202
aus,2008,27.24365
aus,2009,29.30862
aus,2010,27.78511
aus,2011,28.00583
aus,2012,29.18858
aus,2013,28.34428
aus,2014,28.10571
aus,2015,28.63265
aus,2016,27.21271
aus,2017,27.04156
aus,2018,27.2802
aus,2019,28.03761
aus,2020,52.60655
aut,2005,45.15601
aut,2006,36.12905
aut,2007,35.94312
aut,2008,37.72388
aut,2009,37.74527
aut,2010,35.39874
aut,2011,36.34296
aut,2012,38.78076
aut,2013,43.29356
aut,2014,43.85314
aut,2015,44.40963
aut,2016,44.79353
aut,2017,45.32518
aut,2018,47.93145
aut,2019,49.63727
aut,2020,57.17935
aze,1995,21.16997
aze,1996,50.31278
aze,1997,57.94968
aze,1998,47.07673
aze,1999,57.35494
aze,2000,43.10137
aze,2001,58.29965
aze,2002,77.64355
aze,2003,84.07917
aze,2004,83.46708
aze,2005,77.66391
aze,2006,71.42854
aze,2007,70.19978
aze,2008,72.14835
aze,2009,64.64855
aze,2010,56.65942
aze,2011,51.93507
aze,2012,51.26383
aze,2013,51.57843
aze,2014,60.01494
aze,2015,56.5149
aze,2016,52.89227
aze,2017,52.03775
aze,2018,40.63402
aze,2019,47.20178
aze,2020,65.46321
bdi,1985,45.48237
bdi,1986,53.23514
bdi,1987,58.25368
bdi,1988,58.12252
bdi,1989,49.8673
bdi,1990,55.03712
bdi,1991,53.93393
bdi,1992,56.21194
bdi,1993,54.39219
bdi,1994,39.61485
bdi,1995,28.46642
bdi,1996,28.71901
bdi,1997,23.506
bdi,1998,22.199
bdi,1999,34.19549
bdi,2000,20.08418
bdi,2001,19.12169
bdi,2002,22.39353
bdi,2003,18.40404
bdi,2004,23.78611
bdi,2005,19.02899
bdi,2006,8.36514
bdi,2007,9.07665
bdi,2008,10.24468
bdi,2009,14.57705
bdi,2010,19.92309
bdi,2011,23.61072
bdi,2012,28.06426
bdi,2013,18.86885
bdi,2014,23.00768
bdi,2015,20.78051
bdi,2016,26.75941
bdi,2017,22.67601
bdi,2018,18.50061
bel,2002,43.80484
bel,2003,43.36321
bel,2004,41.55749
bel,2005,39.81482
bel,2006,39.13547
bel,2007,41.86767
bel,2008,40.37491
bel,2009,45.38192
bel,2010,43.47059
bel,2011,45.03583
bel,2012,47.68594
bel,2013,49.12551
bel,2014,51.53508
bel,2015,56.54168
bel,2016,55.14496
bel,2017,54.63511
bel,2018,54.37496
bel,2019,55.73225
bel,2020,60.17962
ben,1974,19.3334
ben,1975,18.44418
ben,1976,18.29101
ben,1977,17.48815
ben,1978,21.13311
ben,1979,22.29321
ben,1980,25.87717
ben,1981,15.30941
ben,1982,14.03041
ben,1983,27.91609
ben,1984,22.15719
ben,1985,18.8
ben,1986,19.37046
ben,1987,19.09308
ben,1988,36.84213
ben,1989,52.4554
ben,1990,43.20507
ben,1991,25.36255
ben,1992,30.44965
ben,1993,26.8048
ben,1994,27.53481
ben,1995,27.21269
ben,1996,16.28719
ben,1997,13.71042
ben,1998,20.87753
ben,1999,13.03099
ben,2000,19.60739
ben,2001,15.55194
ben,2002,12.31326
ben,2003,11.62986
ben,2004,19.41349
ben,2005,17.81773
ben,2006,19.95552
ben,2007,16.99043
ben,2008,21.9365
ben,2009,26.12107
ben,2010,23.6528
ben,2011,21.99983
ben,2012,22.65103
ben,2013,37.60012
ben,2014,31.00881
ben,2015,25.58988
ben,2016,18.67806
ben,2017,13.07569
ben,2018,25.51263
ben,2019,28.4251
ben,2020,36.62495
bfa,2005,15.76006
bfa,2006,6.95588
bfa,2007,13.97972
bfa,2008,18.99315
bfa,2009,20.43989
bfa,2010,36.6524
bfa,2011,38.52435
bfa,2012,29.97955
bfa,2013,25.6957
bfa,2014,26.12568
bfa,2015,26.5591
bfa,2016,25.96597
bfa,2017,28.34039
bfa,2018,28.53748
bfa,2019,28.46387
bfa,2020,33.7168
bgd,1976,24.69935
bgd,1977,25.09902
bgd,1978,25.27738
bgd,1979,23.18942
bgd,1980,26.37218
bgd,1981,27.63413
bgd,1982,25.75731
bgd,1983,26.36677
bgd,1984,24.58414
bgd,1985,25.33512
bgd,1986,31.78759
bgd,1987,26.2011
bgd,1988,26.51047
bgd,1989,25.19836
bgd,1990,27.4104
bgd,1991,27.975
bgd,1992,23.95424
bgd,1993,24.06001
bgd,1994,22.75723
bgd,1995,29.72681
bgd,1996,15.46283
bgd,1997,12.13322
bgd,1998,11.4556
bgd,1999,11.58057
bgd,2000,13.54626
bgd,2001,14.76685
bgd,2002,13.20807
bgd,2003,13.1723
bgd,2004,11.66468
bgd,2005,21.88049
bgd,2006,23.42915
bgd,2007,19.49908
bgd,2008,13.20174
bgd,2009,12.95878
bgd,2010,14.0131
bgd,2011,11.26932
bgd,2012,12.83728
bgd,2013,11.93399
bgd,2014,16.12403
bgd,2015,13.28108
bgd,2016,13.06364
bgd,2017,13.88588
bgd,2018,16.8403
bgd,2019,19.26178
bgd,2020,23.50205
bgd,2021,20.06244
bgr,1980,34.42623
bgr,1981,27.67204
bgr,1982,29.04762
bgr,1983,31.60535
bgr,1984,31.84165
bgr,1985,33.79205
bgr,1986,35.49921
bgr,1987,32.52648
bgr,1988,29.57317
bgr,1989,40.89172
bgr,1990,23.5
bgr,1991,29.78592
bgr,1992,29.35118
bgr,1993,38.02164
bgr,1994,43.0784
bgr,1995,43.18804
bgr,1996,45.04374
bgr,1997,31.42151
bgr,1998,56.69439
bgr,1999,15.83127
bgr,2000,18.5332
bgr,2001,22.19377
bgr,2002,23.82926
bgr,2003,22.69624
bgr,2004,20.19494
bgr,2005,25.54573
bgr,2006,27.40151
bgr,2007,34.3874
bgr,2008,32.19792
bgr,2009,34.71595
bgr,2010,43.69139
bgr,2011,39.31496
bgr,2012,40.56716
bgr,2013,36.71734
bgr,2014,36.60039
bgr,2015,36.07283
bgr,2016,31.91023
bgr,2017,25.03225
bgr,2018,27.07388
bgr,2019,30.17698
bgr,2020,39.42461
bhr,1975,1.69252
bhr,1976,1.55925
bhr,1977,2.90102
bhr,1978,1.43072
bhr,1979,6.09497
bhr,1980,5.43113
bhr,1981,11.02877
bhr,1982,18.29446
bhr,1983,8.35996
bhr,1984,12.64974
bhr,1985,6.36908
bhr,1986,7.47967
bhr,1987,11.8541
bhr,1988,13.96985
bhr,1989,9.08222
bhr,1990,14.79821
bhr,1991,10.35341
bhr,1992,8.98283
bhr,1993,10.92322
bhr,1994,11.46279
bhr,1995,13.63255
bhr,1996,12.76042
bhr,1997,10.80855
bhr,1998,8.81273
bhr,1999,10.54714
bhr,2000,9.73495
bhr,2001,8.6831
bhr,2002,6.5055
bhr,2003,6.18927
bhr,2004,10.15619
bhr,2005,9.74648
bhr,2006,9.65919
bhr,2007,10.10085
bhr,2008,9.48513
bhr,2009,11.53376
bhr,2010,11.0289
bhr,2011,18.61821
bhr,2012,16.54347
bhr,2013,14.50232
bhr,2014,15.41232
bhr,2015,12.01436
bhr,2016,10.60676
bhr,2017,10.5602
bhr,2018,10.18144
bhs,1976,40.5681
bhs,1977,52.13634
bhs,1978,39.20772
bhs,1979,44.02985
bhs,1980,43.87562
bhs,1981,43.68963
bhs,1982,44.06241
bhs,1983,49.89299
bhs,1984,43.21678
bhs,1985,37.24385
bhs,1986,36.43763
bhs,1987,36.11171
bhs,1988,35.44381
bhs,1989,34.02299
bhs,1990,38.76091
bhs,1991,37.13349
bhs,1992,37.55577
bhs,1993,43.1606
bhs,1994,40.08291
bhs,1995,34.03223
bhs,1996,35.26125
bhs,1997,40.50239
bhs,1998,47.4619
bhs,1999,44.54799
bhs,2000,43.06411
bhs,2001,39.00534
bhs,2002,43.61281
bhs,2003,40.07708
bhs,2004,43.00577
bhs,2005,37.22268
bhs,2006,46.33211
bhs,2007,45.69794
bhs,2008,44.98738
bhs,2009,43.16244
bhs,2010,37.78399
bhs,2011,41.24048
bhs,2012,43.57488
bhs,2013,51.31723
bhs,2014,55.68948
bhs,2015,41.57572
bhs,2016,53.3702
bhs,2017,47.70781
bhs,2018,45.88768
bhs,2019,49.33264
bhs,2020,65.43407
bih,1998,10.4144
bih,1999,13.05877
bih,2000,15.65889
bih,2001,16.75745
bih,2002,15.7129
bih,2003,16.763
bih,2004,15.03911
bih,2005,17.39869
bih,2006,20.27969
bih,2007,17.56985
bih,2008,13.14585
bih,2009,27.68356
bih,2010,27.98169
bih,2011,30.70418
bih,2012,27.9398
bih,2013,24.13223
bih,2014,26.346
bih,2015,23.96341
bih,2016,21.47321
bih,2017,16.17726
bih,2018,15.49222
bih,2019,17.49335
bih,2020,28.18118
blr,1993,16.73977
blr,1994,19.66884
blr,1995,30.94818
blr,1996,15.45103
blr,1997,29.19408
blr,1998,39.15944
blr,1999,43.63266
blr,2000,38.38768
blr,2001,25.7606
blr,2002,24.39939
blr,2003,31.3224
blr,2004,28.41432
blr,2005,29.46538
blr,2006,22.71638
blr,2007,24.15551
blr,2008,23.34694
blr,2009,28.24912
blr,2010,28.60117
blr,2011,32.22976
blr,2012,37.49354
blr,2013,46.47444
blr,2014,46.80264
blr,2015,44.3181
blr,2016,45.33939
blr,2017,39.97762
blr,2018,40.68737
blr,2019,42.94112
blr,2020,48.11949
blr,2021,42.29726
blz,1984,21.76871
blz,1985,25.04537
blz,1986,43.71108
blz,1987,43.96083
blz,1988,38.23805
blz,1989,37.2
blz,1990,37.33333
blz,1991,35.77713
blz,1992,33.33333
blz,1993,34.27027
blz,1994,27.49012
blz,1995,26.41637
blz,1996,21.16153
blz,1997,24.87725
blz,1998,25
blz,1999,28.76748
blz,2000,27.43331
blz,2001,24.07167
blz,2002,21.04016
blz,2003,20.49867
blz,2004,18.62729
blz,2005,19.94151
blz,2006,19.76356
blz,2007,15.98057
blz,2008,19.97588
blz,2009,24.64763
blz,2010,25.52915
blz,2011,24.04333
blz,2012,24.15745
blz,2013,29.47162
blz,2014,27.00443
blz,2015,27.027
blz,2016,28.15611
blz,2017,34.97912
blz,2018,32.12032
blz,2019,42.08948
blz,2020,35.18099
bmu,2006,22.36286
bmu,2007,26.11826
bmu,2008,25.16373
bmu,2009,27.22499
bmu,2010,29.88587
bmu,2011,31.20189
bmu,2012,28.31361
bmu,2013,27.9324
bmu,2014,27.96296
bmu,2015,30.14919
bmu,2016,31.35111
bmu,2017,31.32964
bmu,2018,40.26747
bmu,2019,38.71341
bmu,2020,36.979
bol,1976,13.32427
bol,1977,14.95327
bol,1978,13.33631
bol,1979,9.73248
bol,1980,16.24758
bol,1981,16.72921
bol,1982,23.22959
bol,1983,27.18724
bol,1984,31.63708
bol,1985,23.36449
bol,1986,17.77868
bol,1987,16.02517
bol,1988,16.83673
bol,1989,13.68209
bol,1990,13.58661
bol,1991,15.1671
bol,1992,15.33762
bol,1993,16.0087
bol,1994,16.02963
bol,1995,17.44717
bol,1996,15.95674
bol,1997,18.41238
bol,1998,16.75369
bol,1999,12.14143
bol,2000,11.89702
bol,2001,13.06316
bol,2002,18.10314
bol,2003,21.06439
bol,2004,20.99894
bol,2005,20.37296
bol,2006,18.90059
bol,2007,19.97822
bol,2008,19.87568
bol,2009,20.64275
bol,2010,19.22827
bol,2011,25.27561
bol,2012,26.0703
bol,2013,34.21328
bol,2014,37.94032
bol,2015,40.82159
bol,2016,41.30872
bol,2017,41.7661
bol,2018,41.2609
bol,2019,34.17728
bol,2020,46.57756
bra,1975,24.24121
bra,1976,27.2378
bra,1977,35.48156
bra,1978,39.62264
bra,1979,35.90419
bra,1980,34.96202
bra,1981,36.72635
bra,1982,35.74208
bra,1983,38.73154
bra,1984,34.41558
bra,1985,35.67282
bra,1986,37.48006
bra,1987,39.20297
bra,1988,38.45719
bra,1989,37.0796
bra,1990,37.79077
bra,1991,37.33703
bra,1992,35.73351
bra,1993,31.12507
bra,1994,34.4841
bra,1995,23.33822
bra,1996,29.90485
bra,1997,28.08698
bra,1998,32.45048
bra,1999,39.17794
bra,2000,42.49885
bra,2001,47.09333
bra,2002,48.57376
bra,2003,52.49395
bra,2004,48.34154
bra,2005,51.46308
bra,2006,49.80753
bra,2007,47.45098
bra,2008,47.14047
bra,2009,51.17763
bra,2010,50.50864
bra,2011,48.76402
bra,2012,50.42525
bra,2013,49.16707
bra,2014,51.62777
bra,2015,57.04547
bra,2016,59.88069
bra,2017,55.66579
bra,2018,54.61874
bra,2019,54.54821
bra,2020,68.26691
bra,2021,62.82062
brb,1967,57.00368
brb,1968,47.97366
brb,1969,44.91502
brb,1970,44.42395
brb,1971,43.48795
brb,1972,44.26869
brb,1973,35.99887
brb,1974,25.26517
brb,1975,25.19329
brb,1976,25.97132
brb,1977,29.80162
brb,1978,29.3314
brb,1979,28.38405
brb,1980,25.18639
brb,1981,26.15321
brb,1982,26.63707
brb,1983,26.24849
brb,1984,24.38307
brb,1985,27.72023
brb,1986,35.55657
brb,1987,39.40377
brb,1988,31.41523
brb,1989,31.57563
brb,1990,26.40478
brb,1991,23.67332
brb,1992,30.81236
brb,1993,34.39542
brb,1994,31.03671
brb,1995,30.47428
brb,1996,33.78088
brb,1997,33.63367
brb,1998,33.97717
brb,1999,34.8306
brb,2000,38.03441
brb,2001,37.14878
brb,2002,40.47594
brb,2003,47.26919
brb,2004,41.00741
brb,2005,48.97684
brb,2006,46.87682
brb,2007,48.62677
brb,2008,57.86149
brb,2009,63.71659
brb,2010,62.98156
brb,2011,58.71052
brb,2012,64.40301
brb,2013,72.85036
brb,2014,71.23087
brb,2015,67.04092
brb,2016,66.13103
brn,2001,31.98527
brn,2002,32.17156
brn,2003,31.57058
brn,2004,35.87476
brn,2005,36.20273
brn,2006,34.6131
brn,2007,35.53185
brn,2008,35.75514
brn,2009,34.2249
brn,2014,55.26656
brn,2015,57.451
brn,2016,53.22846
brn,2017,35.28948
brn,2018,47.05296
brn,2019,52.31744
brn,2020,71.76235
btn,2006,58.74253
btn,2007,30.31367
btn,2008,19.19866
btn,2009,37.21477
btn,2010,30.36599
btn,2011,29.93502
btn,2012,31.79416
btn,2013,43.82025
btn,2014,50.34401
btn,2015,44.91084
btn,2016,47.93656
btn,2017,39.26583
btn,2018,37.55675
btn,2019,37.3797
btn,2020,46.78955
bwa,1975,4.27046
bwa,1976,35.48387
bwa,1977,38.70542
bwa,1978,42.891
bwa,1979,31.17089
bwa,1980,27.83075
bwa,1981,28.44244
bwa,1982,30.58824
bwa,1983,32.303
bwa,1984,32.42915
bwa,1985,31.82917
bwa,1986,29.3956
bwa,1987,31.94729
bwa,1988,30.18781
bwa,1989,25.64772
bwa,1990,22.99114
bwa,1991,17.67749
bwa,1992,19.94208
bwa,1993,18.60583
bwa,1994,13.6
bwa,1995,17.1417
bwa,1996,21.83231
bwa,1997,26.98958
bwa,1998,30.91158
bwa,1999,25.77642
bwa,2000,18.78163
bwa,2001,28.1494
bwa,2002,28.45485
bwa,2003,30.74599
bwa,2004,30.74161
bwa,2005,34.23324
bwa,2006,34.10998
bwa,2007,43.27712
bwa,2008,41.70926
bwa,2009,55.02703
bwa,2010,56.16828
bwa,2011,51.84509
bwa,2012,36.44168
bwa,2013,42.62239
bwa,2014,51.73075
bwa,2015,48.91283
bwa,2016,49.79411
bwa,2017,56.48923
bwa,2018,51.26523
bwa,2019,51.65669
bwa,2020,68.41354
caf,1977,11.44463
caf,1978,23.39836
caf,1979,37.27239
caf,1980,23.51102
caf,1981,19.26628
caf,1982,21.2259
caf,1983,21.92436
caf,1984,17.39568
caf,1985,17.97207
caf,1986,21.98597
caf,1987,24.11438
caf,1988,21.22485
caf,1989,16.71875
caf,1990,11.82175
caf,1991,11.10679
caf,1992,12.6831
caf,1993,12.08868
caf,1994,10.44304
can,1960,35.00268
can,1961,29.55296
can,1962,31.61998
can,1963,31.44789
can,1964,30.85976
can,1965,30.17951
can,1966,31.63209
can,1967,35.48909
can,1968,35.77599
can,1969,37.21852
can,1970,34.39475
can,1971,35.09892
can,1972,37.63132
can,1973,36.79272
can,1974,36.56829
can,1975,33.04481
can,1976,36.12717
can,1977,35.49877
can,1978,36.63177
can,1979,38.91355
can,1980,39.19625
can,1981,51.29693
can,1982,54.46483
can,1983,50.98847
can,1984,52.19967
can,1985,52.94932
can,1986,58.59767
can,1987,56.61705
can,1988,56.7214
can,1989,56.54531
can,1990,51.91984
can,1991,51.9202
can,1992,50.52979
can,1993,51.91033
can,1994,56.7098
can,1995,57.92334
can,1996,59.18582
can,1997,36.85938
can,1998,39.97851
can,1999,41.78099
can,2000,41.60706
can,2001,41.77087
can,2002,42.89762
can,2003,44.11011
can,2004,42.81336
can,2005,40.49329
can,2006,38.86232
can,2007,37.15204
can,2008,37.04693
can,2009,40.16069
can,2010,37.32445
can,2011,37.27279
can,2012,38.09264
can,2013,38.17757
can,2014,37.98949
can,2015,37.73947
can,2016,37.82471
can,2017,38.15119
can,2018,40.48537
can,2019,42.37829
can,2020,55.86376
can,2021,58.56446
che,1977,25.68682
che,1978,21.73104
che,1979,21.5032
che,1980,19.26422
che,1981,23.83873
che,1982,23.29042
che,1983,21.46462
che,1984,21.03234
che,1985,21.42377
che,1986,21.66936
che,1987,20.84904
che,1988,23.26494
che,1989,11.73439
che,1990,12.89654
che,1991,13.56111
che,1992,14.47223
che,1993,14.22855
che,1994,14.7701
che,1995,14.65833
che,1996,15.09757
che,1997,14.48992
che,1998,15.48069
che,1999,21.26841
che,2000,52.72919
che,2001,56.45771
che,2002,61.59669
che,2003,62.98094
che,2004,64.8137
che,2005,64.68242
che,2006,62.69633
che,2007,61.94029
che,2008,61.14258
che,2009,64.30727
che,2010,65.90402
che,2011,67.19327
che,2012,67.67075
che,2013,67.71253
che,2014,69.40936
che,2015,71.70975
che,2016,72.56986
che,2017,71.92854
che,2018,71.17341
che,2019,71.60859
che,2020,77.98833
chl,1975,24.85981
chl,1976,25.63107
chl,1977,23.84196
chl,1978,26.63116
chl,1979,28.53053
chl,1980,32.28048
chl,1981,34.77528
chl,1982,41.91489
chl,1983,36.8932
chl,1984,33.38857
chl,1985,25.31236
chl,1986,36.01701
chl,1987,32.079
chl,1988,29.70681
chl,1989,33.22456
chl,1990,31.15142
chl,1991,27.8582
chl,1992,28.73028
chl,1993,28.52295
chl,1994,34.42776
chl,1995,24.77441
chl,1996,25.85078
chl,1997,26.59124
chl,1998,28.84363
chl,1999,31.18661
chl,2000,33.70228
chl,2001,33.09054
chl,2002,30.79653
chl,2003,33.91712
chl,2004,29.85195
chl,2005,27.20277
chl,2006,25.88204
chl,2007,25.75332
chl,2008,25.59599
chl,2009,30.11665
chl,2010,27.29556
chl,2011,27.64348
chl,2012,32.42271
chl,2013,35.37584
chl,2014,36.19287
chl,2015,41.00049
chl,2016,41.58456
chl,2017,39.35913
chl,2018,41.03814
chl,2019,40.00532
chl,2020,45.318
chn,1982,30.73123
chn,1983,23.97192
chn,1984,44.27721
chn,1985,24.44532
chn,1986,16.08084
chn,1987,12.63581
chn,1988,13.34999
chn,1989,13.86189
chn,1990,12.47702
chn,1991,21.54817
chn,1992,24.6237
chn,1993,28.23197
chn,1994,23.08117
chn,1995,30.66969
chn,1996,33.50011
chn,1997,31.2363
chn,1998,34.24129
chn,1999,35.05778
chn,2000,28.0958
chn,2001,28.98092
chn,2002,30.83066
chn,2003,31.19861
chn,2004,30.64983
chn,2005,31.43827
chn,2006,32.15537
chn,2007,35.23178
chn,2008,37.21608
chn,2009,35.67376
chn,2010,30.05295
chn,2011,29.99049
chn,2012,25.21731
chn,2013,24.77967
chn,2014,18.93983
chn,2015,20.45127
chn,2016,21.72154
chn,2017,22.83292
chn,2018,23.89444
chn,2019,26.17395
chn,2020,36.70523
civ,2005,28.26034
civ,2006,28.37365
civ,2007,28.43355
civ,2008,26.5494
civ,2009,27.21859
civ,2010,26.80627
civ,2011,26.93373
civ,2012,21.09306
civ,2013,24.33876
civ,2014,24.97329
civ,2015,24.60472
civ,2016,36.49773
civ,2017,38.43316
civ,2018,30.89471
civ,2019,32.42214
civ,2020,33.92803
cmr,1977,31.07008
cmr,1978,33.79488
cmr,1979,34.38195
cmr,1980,44.07395
cmr,1981,46.54014
cmr,1982,49.63784
cmr,1983,50.18294
cmr,1984,50.55714
cmr,1985,48.60669
cmr,1986,25.66299
cmr,1987,40.97376
cmr,1988,33.07632
cmr,1989,34.9203
cmr,1990,22.14725
cmr,1991,27.55756
cmr,1992,35.71369
cmr,1993,38.82297
cmr,1994,37.86706
cmr,1995,37.45279
cmr,1996,61.8532
cmr,1997,56.64726
cmr,1998,39.92247
cmr,1999,39.69506
cmr,2000,54.5433
cmr,2001,57.72024
cmr,2002,63.61699
cmr,2003,49.51224
cmr,2004,45.57983
cmr,2005,35.9587
cmr,2006,35.84347
cmr,2007,35.93067
cmr,2008,48.55947
cmr,2009,44.25533
cmr,2010,47.03163
cmr,2011,20.4102
cmr,2012,25.80634
cmr,2013,30.91757
cmr,2014,30.44746
cmr,2015,25.68175
cmr,2016,27.56896
cmr,2017,32.30429
cmr,2018,31.02197
cmr,2019,29.01875
cmr,2020,29.48595
cod,2005,15.23264
cod,2006,37.03908
cod,2007,32.90678
cod,2008,32.4538
cod,2009,34.49452
cod,2010,24.05829
cod,2011,27.60547
cod,2012,35.39936
cod,2013,26.72755
cod,2014,23.32282
cod,2015,28.09139
cod,2016,43.55145
cod,2017,22.23917
cod,2018,29.39029
cod,2019,26.31879
cod,2020,30.65722
cog,1978,58.6583
cog,1979,39.65016
cog,1980,63.46561
cog,1981,65.06263
cog,1982,66.03215
cog,1983,64.20562
cog,1984,43.13662
cog,1985,52.73182
cog,1986,64.97811
cog,1987,58.60501
cog,1988,48.94264
cog,1989,54.06091
cog,1990,65.85482
cog,1991,66.51645
cog,1992,66.23975
cog,1993,71.88805
cog,1994,76.18014
cog,1995,66.70886
cog,1996,75.78886
cog,1997,72.10107
cog,1998,78.53498
cog,1999,78.10268
cog,2000,77.55309
