geo,time,se_sec_nenr_ma
isl,2014,87.5502
isl,2015,88.90719
isl,2016,88.74134
isl,2017,90.18292
isr,1999,96.78098
isr,2000,98.3305
isr,2001,99.09447
isr,2002,99.24074
isr,2003,100
isr,2004,99.82695
isr,2005,99.55921
isr,2006,99.49349
isr,2007,98.79849
isr,2011,96.99459
isr,2012,97.06874
isr,2013,97.31183
isr,2014,97.54894
isr,2015,98.03686
ita,1999,84.54294
ita,2000,87.75413
ita,2001,87.05709
ita,2002,90.09798
ita,2003,90.47417
ita,2004,91.41347
ita,2005,91.43913
ita,2006,92.71222
ita,2007,92.24494
ita,2008,94.8039
ita,2009,94.61696
ita,2010,96.06002
ita,2011,93.82708
ita,2012,93.43135
ita,2013,94.81663
ita,2014,94.80829
ita,2015,94.80252
ita,2016,94.08939
ita,2017,94.0774
jam,1975,50.76145
jam,1976,53.31484
jam,1977,56.05195
jam,1981,60.67262
jam,1983,58.6316
jam,1984,57.04687
jam,1985,57.97669
jam,1986,54.72104
jam,1999,80.6166
jam,2000,74.9762
jam,2001,74.17742
jam,2002,74.24021
jam,2003,73.76098
jam,2004,78.58011
jam,2005,77.72014
jam,2011,73.96963
jam,2013,69.21344
jam,2014,69.10218
jam,2015,68.27336
jam,2016,69.11646
jam,2017,70.21655
jam,2018,71.72318
jor,1999,71.44958
jor,2000,74.05543
jor,2002,77.34196
jor,2003,77.57416
jor,2004,77.32405
jor,2005,74.13654
jor,2006,77.82386
jor,2008,77.87734
jor,2011,75.29668
jor,2013,69.46964
jor,2014,67.17919
jor,2017,60.9865
jor,2018,61.68659
kaz,2000,86.22105
kaz,2006,94.70025
kaz,2010,92.25405
kaz,2011,92.59102
ken,2000,33.23455
ken,2002,34.5535
ken,2003,36.51792
ken,2004,38.57801
ken,2005,40.18908
ken,2006,42.09661
ken,2007,45.54277
ken,2008,48.97429
ken,2009,49.04343
kgz,2004,81.93147
kgz,2005,80.46362
kgz,2006,80.35222
kgz,2007,80.088
kgz,2014,80.2845
kgz,2015,80.3053
kgz,2016,82.24122
kgz,2017,83.38251
kgz,2018,84.64377
khm,1998,21.45326
khm,1999,19.30552
khm,2000,19.98272
khm,2001,21.1528
khm,2002,27.68247
khm,2003,32.08827
khm,2004,31.38976
khm,2006,34.49482
khm,2007,38.05711
khm,2008,39.91728
kir,1986,23.10009
kir,2003,64.00666
kir,2004,64.32836
kir,2005,65.55855
kna,1986,65.74044
kna,1988,70.99644
kna,1989,71.61765
kna,1992,77.85714
kna,2002,85.44474
kna,2003,79.33363
kna,2004,79.04328
kna,2005,82.80669
kna,2007,89.19961
kna,2008,94.8914
kna,2009,91.66539
kna,2010,97.54541
kna,2011,94.59459
kna,2012,79.07435
kna,2013,97.61905
kna,2014,98.39519
kna,2015,98.67617
kna,2016,96.26943
kor,1971,42.10101
kor,1972,46.16797
kor,1973,49.02851
kor,1974,52.76906
kor,1975,56.74901
kor,1976,60.85402
kor,1977,64.336
kor,1978,67.1441
kor,1979,70.23172
kor,1980,73.52958
kor,1981,76.72376
kor,1984,82.95148
kor,1985,84.12026
kor,1986,85.92878
kor,1989,84.82576
kor,1991,89.17004
kor,1992,87.53327
kor,1996,95.96534
kor,1997,94.43183
kor,1998,93.92633
kor,1999,93.35907
kor,2000,92.31392
kor,2001,92.21848
kor,2002,92.02118
kor,2003,92.80124
kor,2004,93.43617
kor,2005,94.18923
kor,2006,93.85379
kor,2007,93.96953
kor,2008,93.31706
kor,2009,94.77398
kor,2010,95.07951
kor,2011,95.84121
kor,2012,96.54936
kor,2013,97.91041
kor,2014,98.237
kor,2015,97.91916
kor,2016,98.39339
kor,2017,98.19101
kwt,1971,58.64983
kwt,1972,57.43236
kwt,1973,57.15677
kwt,1992,48.13996
kwt,1994,66.04871
kwt,1996,87.75623
kwt,1997,85.73091
kwt,1999,79.69913
kwt,2000,81.71716
kwt,2001,82.39324
kwt,2006,84.09389
kwt,2007,86.2552
kwt,2008,84.35485
kwt,2009,81.75614
kwt,2010,85.37423
kwt,2011,85.26215
kwt,2012,84.76653
kwt,2013,83.14222
kwt,2014,81.49637
kwt,2015,84.50138
lao,1992,15.56208
lao,1993,16.30164
lao,1994,19.22445
lao,1997,23.45351
lao,1998,25.56117
lao,1999,28.65957
lao,2000,30.70103
lao,2001,32.0964
lao,2002,33.14153
lao,2003,36.54253
lao,2004,38.07587
lao,2005,38.20056
lao,2006,37.19599
lao,2007,38.27342
lao,2008,38.97248
lao,2009,40.5377
lao,2010,42.1889
lao,2011,42.85815
lao,2012,45.5731
lao,2013,48.63331
lao,2014,53.54347
lao,2015,56.81232
lao,2016,59.61253
lao,2017,60.94286
lao,2018,60.65005
lbr,2014,18.54192
lbr,2015,16.74498
lby,1977,57.81723
lby,1978,62.86137
lby,1979,65.24266
lby,1980,67.08817
lby,1981,63.80296
lby,1983,67.55742
lca,1999,53.18786
lca,2000,54.84529
lca,2001,53.97559
lca,2002,52.98472
lca,2003,56.58969
lca,2004,63.90916
lca,2005,61.57834
lca,2006,61.27996
lca,2007,71.65181
lca,2008,77.02734
lca,2009,80.17601
lca,2010,82.10624
lca,2011,79.89336
lca,2012,79.72333
lca,2013,79.63795
lca,2015,81.5955
lca,2016,76.91772
lca,2017,79.77105
lca,2018,80.91649
lie,2003,100
lie,2004,94.11765
lie,2008,94.50331
lie,2009,97.91527
lie,2010,96.43329
lie,2011,99.0411
lie,2012,97.13896
lie,2015,98.95251
lie,2016,98.71795
lie,2017,97.47292
lka,1986,56.24702
lka,2010,82.32029
lka,2011,83.74222
lka,2017,87.65647
lka,2018,89.82158
lso,1971,3.65661
lso,1973,5.49501
lso,1977,7.45438
lso,1978,7.23402
lso,1979,8.34999
lso,1980,8.42287
lso,1981,8.59582
lso,1982,9.22668
lso,1983,7.21179
lso,1984,7.42869
lso,1985,7.83233
lso,1986,8.04582
lso,1991,9.14034
lso,1992,10.6169
lso,1993,11.13921
lso,1994,9.92632
lso,1996,11.76437
lso,1998,7.81674
lso,1999,12.19624
lso,2000,13.85778
lso,2001,15.82315
lso,2002,16.67809
lso,2003,17.35422
lso,2004,18.35584
lso,2005,19.64958
lso,2006,20.32004
lso,2007,21.12168
lso,2008,22.91613
lso,2009,24.69945
lso,2010,27.52585
lso,2011,29.9704
lso,2012,31.38004
lso,2013,31.91674
lso,2014,31.83446
lso,2015,32.95864
lso,2016,32.73142
ltu,1995,81.51449
ltu,1998,88.69846
ltu,1999,88.72242
ltu,2000,90.60384
ltu,2001,92.26094
ltu,2002,94.46682
ltu,2003,96.49306
ltu,2004,97.23039
ltu,2005,98.38644
ltu,2006,99.3052
ltu,2009,96.46758
ltu,2010,96.64158
ltu,2011,97.18822
ltu,2012,97.01937
ltu,2013,97.53165
ltu,2014,97.6126
ltu,2015,97.56561
ltu,2016,97.61397
ltu,2017,98.49294
lux,1971,44.78379
lux,1972,44.36243
lux,1973,43.94217
lux,1974,43.84244
lux,1975,54.4684
lux,1976,55.87732
lux,1977,56.94459
lux,1982,68.79879
lux,1983,69.93103
lux,1984,69.72767
lux,1986,66.97718
lux,1987,66.0945
lux,1988,59.30497
lux,1996,66.73759
lux,1997,66.6137
lux,1999,81.71345
lux,2000,81.54253
lux,2001,77.52542
lux,2002,77.39832
lux,2003,77.69648
lux,2004,77.3883
lux,2005,80.40125
lux,2006,81.47715
lux,2007,82.56334
lux,2008,83.69655
lux,2010,85.17158
lux,2011,84.74282
lux,2012,84.31199
lux,2013,84.33443
lux,2014,83.21592
lux,2015,82.56741
lux,2016,83.0243
lux,2017,82.02628
lva,2008,89.68776
lva,2009,88.21091
lva,2010,89.28055
lva,2011,90.46375
lva,2012,89.91746
lva,2013,92.27837
lva,2014,92.00734
lva,2015,91.94852
lva,2016,92.5142
lva,2017,92.71269
mac,1990,44.88743
mac,1992,54.68931
mac,1999,62.41335
mac,2000,66.0109
mac,2001,67.75308
mac,2002,68.31494
mac,2003,69.25057
mac,2004,70.13279
mac,2005,70.22933
mac,2006,69.94703
mac,2007,69.22445
mac,2008,68.51573
mac,2009,69.16717
mac,2010,72.25076
mac,2011,74.60939
mac,2012,74.18151
mac,2013,74.08331
mac,2014,74.98871
mac,2015,76.21194
mac,2016,79.58574
mac,2017,82.58633
mac,2018,84.55769
mar,2005,42.59832
mar,2006,44.77962
mar,2007,47.50703
mar,2008,49.84331
mar,2010,53.49376
mar,2011,56.52462
mar,2012,59.63329
mar,2017,63.7417
mar,2018,64.48602
mda,2000,77.18935
mda,2001,76.8489
mda,2002,77.64558
mda,2003,78.46796
mda,2004,79.05276
mda,2005,80.40966
mda,2006,79.71016
mda,2007,79.30047
mda,2008,81.84019
mda,2009,78.66838
mda,2010,77.95972
mda,2011,77.13215
mda,2012,77.50429
mda,2013,76.69038
mda,2014,76.56104
mda,2015,76.20263
mda,2016,76.62379
mda,2017,77.9212
mda,2018,78.29615
mdg,2005,17.10685
mdg,2007,21.75168
mdg,2008,22.78553
mdg,2009,25.08506
mdg,2011,29.95035
mdg,2012,30.84303
mdg,2014,30.46117
mdg,2015,29.43763
mdg,2016,29.23403
mdg,2017,27.95657
mdg,2018,28.66958
mdv,1999,27.66803
mdv,2000,34.1792
mdv,2002,43.63782
mex,1999,55.6207
mex,2000,56.48734
mex,2002,60.30395
mex,2003,63.03906
mex,2004,64.88437
mex,2005,66.17629
mex,2006,66.99611
mex,2007,67.66535
mex,2008,68.04242
mex,2009,67.98211
mex,2010,68.55751
mex,2011,69.27626
mex,2012,70.70398
mex,2013,74.46837
mex,2014,76.69764
mex,2015,79.07405
mex,2016,80.15272
mex,2017,79.84907
mhl,2002,56.7945
mhl,2007,47.32543
mhl,2015,53.14421
mhl,2016,53.41091
mkd,2005,80.20674
mli,1971,5.42747
mli,1991,7.03939
mli,2008,33.66288
mli,2009,34.86349
mli,2010,36.47297
mli,2011,37.7848
mli,2013,37.13579
mli,2014,40.07741
mli,2015,34.93344
mli,2016,37.22141
mli,2017,32.47233
mli,2018,32.95999
mlt,1971,52.58945
mlt,1972,64.45008
mlt,1973,64.04997
mlt,1974,65.95745
mlt,1975,72.03794
mlt,1976,74.40304
mlt,1977,72.1297
mlt,1978,69.39258
mlt,1979,67.55167
mlt,1980,69.5628
mlt,1981,67.80916
mlt,1982,73.63445
mlt,1983,75.68888
mlt,1984,78.18265
mlt,1985,75.08309
mlt,1986,72.70537
mlt,1987,71.88384
mlt,1988,72.04038
mlt,1989,75.28879
mlt,1990,77.54389
mlt,1991,78.27346
mlt,1992,81.15541
mlt,1993,81.35837
mlt,1994,82.26352
mlt,1995,81.57333
mlt,1996,77.064
mlt,1997,80.17692
mlt,1998,80.08885
mlt,1999,81.01381
mlt,2000,82.12412
mlt,2001,80.93718
mlt,2002,81.58713
mlt,2003,85.22389
mlt,2004,84.84715
mlt,2005,85.92779
mlt,2006,84.01709
mlt,2008,79.32566
mlt,2010,84.93877
mlt,2012,87.60326
mlt,2013,86.42443
mlt,2014,86.32962
mlt,2015,86.17789
mlt,2016,87.45785
mlt,2017,91.52666
mmr,1999,30.14992
mmr,2000,32.3995
mmr,2001,37.0451
mmr,2002,37.01062
mmr,2003,37.60182
mmr,2004,41.93248
mmr,2005,41.79047
mmr,2006,43.81816
mmr,2007,43.63949
mmr,2009,44.63794
mmr,2010,44.15899
mmr,2014,48.46006
mmr,2016,54.12075
mmr,2017,57.24047
mmr,2018,61.49661
mne,2016,89.17012
mne,2017,88.70322
mne,2018,88.45482
mng,1995,50.7539
mng,1996,52.4118
mng,1997,49.0767
mng,1998,50.57592
mng,1999,51.27595
mng,2000,55.50069
mng,2001,61.4243
mng,2002,65.63917
mng,2003,71.26406
mng,2004,76.17639
mng,2005,78.24626
mng,2006,77.73921
moz,1992,8.19887
moz,1993,8.18943
moz,1994,7.92485
moz,1995,8.15739
moz,1999,3.27577
moz,2000,3.88762
moz,2001,4.15927
moz,2002,5.08476
moz,2004,4.66727
moz,2005,7.96448
moz,2006,9.92302
moz,2007,11.69815
moz,2008,13.34227
moz,2009,15.66697
moz,2010,16.98501
moz,2011,17.78469
moz,2012,17.9889
moz,2013,20.45359
moz,2014,20.58412
moz,2015,19.23149
mrt,2001,14.93673
mrt,2002,15.3027
mrt,2004,14.2275
mrt,2005,15.25918
mrt,2006,15.42193
mrt,2012,23.98087
mrt,2013,23.62476
mrt,2014,24.66258
mrt,2015,25.76843
mrt,2016,26.66793
mrt,2017,27.86818
mrt,2018,30.24987
mus,1981,42.97275
mus,1982,42.57578
mus,1998,63.5868
mus,1999,66.35529
mus,2000,68.85536
mus,2001,70.9076
mus,2002,72.96708
mus,2004,78.99226
mus,2015,82.97556
mus,2016,81.95083
mus,2017,81.50882
mus,2018,81.66395
mwi,1999,33.72671
mwi,2000,35.46582
mwi,2001,30.67432
mwi,2002,29.53776
mwi,2004,26.28553
mwi,2005,25.254
mwi,2006,26.22692
mwi,2007,26.71083
mwi,2008,28.74861
mwi,2009,28.80811
mwi,2010,29.879
mwi,2011,30.8985
mwi,2012,31.67723
mwi,2013,33.84789
mwi,2014,34.03077
mwi,2015,34.53697
mwi,2016,33.71403
mwi,2018,33.7171
mys,1970,43.88303
mys,1971,47.12235
mys,1972,48.50242
mys,1998,73.19394
mys,1999,73.08513
mys,2000,72.29703
mys,2001,72.31639
mys,2002,71.64465
mys,2003,76.09422
mys,2004,76.84702
mys,2005,74.09832
mys,2006,75.25728
mys,2007,72.20798
mys,2008,71.77356
mys,2009,71.54958
mys,2010,71.90541
mys,2011,71.43447
mys,2012,73.30333
mys,2013,73.7256
mys,2014,71.9294
mys,2016,70.13829
mys,2017,71.36837
mys,2018,69.18652
nam,1998,30.60664
nam,1999,33.98555
nam,2000,37.4918
nam,2001,39.14611
nam,2002,45.64894
nam,2003,42.27513
nam,2004,43.33056
nam,2005,45.14172
nam,2006,44.97203
nam,2007,46.12255
ner,1974,2.06289
ner,1976,2.45299
ner,1977,3.11367
ner,1978,3.78873
ner,1979,4.73081
ner,1981,5.19651
ner,1990,7.86787
ner,1991,8.47859
ner,1997,6.99573
ner,1999,6.74089
ner,2001,6.55139
ner,2002,6.84434
ner,2003,7.59309
ner,2004,9.32465
ner,2005,10.33223
ner,2007,10.90372
ner,2008,11.62732
ner,2009,11.7602
ner,2010,12.5669
ner,2011,13.64281
ner,2014,17.78033
ner,2015,19.43599
ner,2017,22.96816
nic,1971,11.89299
nic,1980,17.89031
nic,1983,14.47382
nic,1984,14.85609
nic,1985,12.05545
nic,1986,13.53441
nic,1987,15.61589
nic,1989,16.15433
nic,2000,31.59658
nic,2001,33.29269
nic,2002,35.27827
nic,2004,38.86637
nic,2005,40.65456
nic,2006,41.69515
nic,2010,44.6393
nld,1971,72.58372
nld,1972,74.60409
nld,1973,75.72042
nld,1974,77.27149
nld,1975,78.02185
nld,1976,80.49688
nld,1977,81.41862
nld,1978,81.41396
nld,1979,81.23676
nld,1980,80.60944
nld,1981,80.49231
nld,1982,81.3068
nld,1983,82.4722
nld,1984,84.26753
nld,1985,84.19664
nld,1986,87.25062
nld,1987,87.17747
nld,1988,85.19166
nld,1989,83.6707
nld,1990,82.66121
nld,1991,82.69505
nld,1992,83.09443
nld,1993,84.22418
nld,1995,90.6344
nld,1996,90.56646
nld,1997,89.13774
nld,1999,90.71787
nld,2002,89.19513
nld,2003,87.71617
nld,2004,88.27316
nld,2005,86.00946
nld,2006,87.91204
nld,2007,87.93839
nld,2008,87.61526
nld,2009,87.05947
nld,2010,87.28584
nld,2011,88.36427
nld,2012,88.99223
nld,2015,91.8882
nld,2016,92.57677
nld,2017,92.61802
nor,1978,80.05266
nor,1979,80.47664
nor,1981,81.58125
nor,1982,81.91595
nor,1984,83.44077
nor,1985,84.15649
nor,1986,84.35261
nor,1987,83.65765
nor,1988,82.9458
nor,1989,83.42451
nor,1990,86.16205
nor,1991,86.89095
nor,1992,88.49068
nor,1993,90.48536
nor,1997,96.34304
nor,1998,95.78964
nor,1999,94.91072
nor,2000,94.31993
nor,2001,93.9387
nor,2002,93.66541
nor,2003,94.67993
nor,2004,95.61765
nor,2005,96.31776
nor,2006,96.73712
nor,2007,97.15777
nor,2008,96.51343
nor,2009,95.54594
nor,2010,95.17598
nor,2011,94.66102
nor,2012,93.81961
nor,2013,94.82971
nor,2014,95.13349
nor,2015,95.03477
nor,2016,95.27672
nor,2017,95.59103
npl,2007,47.07093
npl,2008,49.91742
npl,2016,54.54503
npl,2017,56.46276
npl,2019,60.93904
nru,1985,48.85655
nru,2012,76.82334
nru,2014,73.07061
nru,2016,70.71547
nzl,1977,79.91926
nzl,1979,79.4043
nzl,1980,78.91019
nzl,1981,79.45693
nzl,1982,79.8442
nzl,1983,82.46216
nzl,1984,82.48874
nzl,1985,81.4349
nzl,1986,81.89552
nzl,1987,82.18164
nzl,1988,83.54502
nzl,1989,83.95752
nzl,1990,84.29273
nzl,1991,86.33583
nzl,1992,87.38961
nzl,1994,90.69946
nzl,1995,89.35682
nzl,1996,92.20469
nzl,1997,90.97443
nzl,2013,93.71201
nzl,2014,93.72766
nzl,2015,94.41834
nzl,2016,95.27158
nzl,2017,96.04486
omn,1982,17.16202
omn,1993,50.8307
omn,1999,62.16015
omn,2000,67.06254
omn,2001,70.48064
omn,2002,73.19778
omn,2003,73.65112
omn,2009,90.84012
omn,2011,90.93573
omn,2012,88.34969
omn,2013,88.93791
omn,2015,93.07646
omn,2016,96.25418
omn,2017,95.76042
omn,2018,99.30491
pak,2006,34.26988
pak,2007,36.9205
pak,2008,36.974
pak,2009,36.1515
pak,2011,37.84624
pak,2012,39.40586
pak,2013,40.73413
pak,2015,38.43958
pak,2016,39.39741
pak,2017,38.91654
pak,2018,40.36689
pan,1999,54.28208
pan,2000,55.49511
pan,2001,57.53743
pan,2002,59.38952
pan,2004,58.87307
pan,2005,59.14477
pan,2008,60.60095
pan,2009,60.58699
pan,2010,63.73858
pan,2011,62.84086
pan,2013,67.89989
pan,2014,66.38761
pan,2015,67.45334
pan,2017,61.71676
per,1970,28.25133
per,1981,47.299
per,1995,52.42518
per,1998,59.11605
per,1999,59.93842
per,2000,62.51048
per,2001,65.64313
per,2002,66.47532
per,2004,65.89962
per,2005,67.27638
per,2006,68.74822
per,2007,71.5351
per,2008,72.90413
per,2009,75.98753
per,2010,76.0262
per,2011,77.76211
per,2012,75.36994
per,2013,79.49385
per,2014,79.0072
per,2015,78.41994
per,2016,83.01147
per,2017,86.44261
per,2018,90.92061
phl,1998,46.36659
phl,1999,47.57394
phl,2001,46.5817
phl,2002,49.55082
phl,2003,52.34159
phl,2004,53.99368
phl,2005,53.42588
phl,2006,53.5165
phl,2007,54.3951
phl,2008,55.15425
phl,2009,55.99163
phl,2014,60.96966
phl,2015,60.15612
png,2016,35.38656
pol,1999,87.5546
pol,2000,88.4001
pol,2001,89.49247
pol,2002,90.63885
pol,2003,91.3694
pol,2004,89.28341
pol,2005,92.29505
pol,2006,92.01749
pol,2007,91.38406
pol,2008,90.29864
pol,2009,89.20872
pol,2010,88.63195
pol,2011,88.02281
pol,2012,88.32915
pol,2013,90.38196
pol,2014,91.14587
pol,2015,92.32144
pol,2016,93.18467
pol,2017,93.93706
pri,2011,74.84519
pri,2012,74.38176
pri,2013,76.95298
pri,2014,78.44642
pri,2015,78.1234
pri,2016,72.87049
prt,1973,23.96787
prt,1974,23.73621
prt,1976,29.29255
prt,1978,31.60741
prt,1993,63.85573
prt,1994,72.86694
prt,1995,71.89458
prt,1999,77.35443
prt,2000,78.69401
prt,2001,76.3651
prt,2002,76.53993
prt,2003,76.36857
prt,2005,77.81959
prt,2006,78.75713
prt,2013,91.5106
prt,2016,93.38733
prt,2017,94.01344
pry,1994,32.13218
pry,1996,36.64819
pry,1998,41.23949
pry,1999,43.94977
pry,2001,50.15347
pry,2002,51.21616
pry,2003,52.37881
pry,2004,54.37015
pry,2005,55.11095
pry,2006,55.27901
pry,2007,56.0224
pry,2008,57.0192
pry,2009,57.53876
pry,2010,58.41696
pry,2011,60.10205
pry,2012,65.80062
pse,1999,72.25958
pse,2000,72.88529
pse,2001,72.84139
pse,2002,76.14784
pse,2003,79.1488
pse,2004,82.88043
pse,2005,83.78993
pse,2006,84.36834
pse,2007,83.98923
pse,2008,83.67184
pse,2009,82.54576
pse,2010,80.46017
pse,2011,77.61434
pse,2012,78.28871
pse,2013,78.23902
pse,2014,78.55702
pse,2015,80.08355
pse,2016,81.38706
pse,2017,83.33499
pse,2018,83.37074
qat,1980,50.35863
qat,1983,61.79138
qat,1984,63.92071
qat,1985,69.04143
qat,1991,62.17648
qat,1998,74.0159
qat,1999,69.46533
qat,2002,73.66539
qat,2004,96.38376
qat,2005,93.49917
qat,2006,83.14832
qat,2010,96.0349
rou,1996,69.39026
rou,1997,70.25971
rou,2014,84.95859
rou,2015,84.11436
rou,2016,82.45993
rou,2017,82.39479
rus,2013,91.3103
rus,2014,92.85665
rus,2017,90.39799
rwa,2015,25.99671
rwa,2016,25.84692
rwa,2018,32.92642
sau,2009,73.21116
sau,2016,91.09041
sau,2017,92.0879
sau,2018,98.52917
sdn,2011,32.25343
sen,2004,17.36779
sen,2005,22.50532
sen,2006,23.51348
sen,2017,35.9396
sgp,2016,99.5298
sgp,2017,99.7717
slb,1999,26.44376
slb,2000,20.76235
slb,2001,23.57213
slb,2002,30.46694
slb,2006,37.5907
slb,2007,32.94859
sle,2013,35.46445
sle,2015,33.67393
sle,2017,38.53384
sle,2018,42.52242
slv,2000,48.478
slv,2001,49.64397
slv,2002,53.56242
slv,2005,56.99184
slv,2006,55.55136
slv,2007,55.6961
slv,2008,56.66659
slv,2009,58.24506
slv,2010,60.76819
slv,2011,63.22494
slv,2012,64.95651
slv,2013,66.3891
slv,2014,65.56838
slv,2015,64.21188
slv,2016,63.15031
slv,2017,59.53829
slv,2018,61.12096
smr,1981,43.03621
smr,1982,48.22695
smr,1983,52.53623
smr,1986,50.66876
smr,1996,49.83974
smr,2000,43.65079
smr,2018,70.17134
som,1977,0.14451
som,1978,0.18532
som,1979,0.30307
som,1980,0.27159
srb,2008,88.47661
srb,2009,89.12429
srb,2010,89.32344
srb,2011,91.45965
srb,2012,91.55766
srb,2013,91.81572
srb,2014,91.24093
srb,2015,93.03019
srb,2016,92.37487
srb,2017,92.01063
srb,2018,91.62383
ssd,2011,6.04605
ssd,2015,6.45559
stp,1988,31.0312
stp,2003,22.91929
stp,2004,24.63753
stp,2005,29.40496
stp,2007,30.24359
stp,2008,29.76378
stp,2009,30.11287
stp,2010,33.73971
stp,2011,43.27554
stp,2013,50.34084
stp,2014,61.45179
stp,2015,61.7004
sur,1987,46.98218
sur,1988,44.62249
sur,2009,41.68439
sur,2010,46.08241
sur,2011,45.51942
sur,2012,46.36324
sur,2013,48.1334
sur,2014,50.29051
sur,2015,52.04255
svk,2002,84.64402
svk,2003,86.10943
svk,2004,87.65482
svk,2005,87.15493
svk,2006,86.39598
svk,2007,86.02623
svk,2008,85.35561
svk,2009,85.01984
svk,2010,84.89855
svk,2011,84.83128
svk,2012,84.74916
svk,2013,83.57996
svk,2014,83.69236
svk,2015,84.20145
svk,2016,84.48385
svk,2017,84.23779
svn,1998,87.78129
svn,1999,88.53961
svn,2000,89.75427
svn,2001,90.90133
svn,2002,92.08213
svn,2003,92.52305
svn,2004,91.96783
svn,2005,91.78178
svn,2006,91.17966
svn,2007,92.73635
svn,2008,92.46387
svn,2009,92.74534
svn,2010,93.42939
svn,2011,93.61172
svn,2012,93.29379
svn,2013,94.4455
svn,2014,94.04876
svn,2015,95.57218
svn,2016,94.63566
svn,2017,94.81207
swe,1989,84.55453
swe,1990,84.41494
swe,1991,84.69053
swe,1992,85.86049
swe,1993,90.29557
swe,1994,93.5573
swe,1995,95.27933
swe,1996,97.07984
swe,1997,97.73369
swe,1999,94.41074
swe,2000,93.81319
swe,2001,94.04176
swe,2002,97.01188
swe,2003,98.0638
swe,2004,97.50517
swe,2005,99.67826
swe,2006,99.39682
swe,2007,98.47394
swe,2008,97.05387
swe,2009,95.05061
swe,2010,93.05355
swe,2011,91.49697
swe,2012,92.54879
swe,2013,94.64062
swe,2014,96.82383
swe,2015,99.80837
swz,1971,11.74967
swz,1972,13.00527
swz,1974,16.89654
swz,1975,18.61373
swz,1976,19.62819
swz,1977,20.7334
swz,1998,32.79017
swz,1999,29.99388
swz,2000,28.2903
swz,2001,31.64308
swz,2002,30.77497
swz,2003,30.10294
swz,2004,35.7166
swz,2005,33.0117
swz,2006,27.55351
swz,2007,36.56994
swz,2009,32.85487
swz,2010,33.32982
swz,2011,37.23711
swz,2012,36.95593
swz,2013,35.02331
swz,2014,35.52315
swz,2015,36.35775
sxm,2012,74.71671
sxm,2014,67.82787
syc,1979,40.96322
syc,1993,77.78587
syc,1994,80.43106
syc,1995,81.62202
syc,1996,83.89642
syc,1998,89.16748
syc,1999,64.20613
syc,2000,62.31234
syc,2001,67.73745
syc,2002,67.94511
syc,2003,71.97635
syc,2004,71.07045
syc,2005,78.74649
syc,2007,75.56502
syc,2008,72.16457
syc,2009,72.55927
syc,2010,72.50807
syc,2013,71.66563
syc,2014,73.76007
syc,2015,76.10429
syc,2016,76.66594
syc,2017,75.02705
syc,2018,77.63271
syr,1971,37.77743
syr,1973,50.50787
syr,1974,49.50979
syr,1975,49.05772
syr,1976,51.64118
syr,1977,53.74466
syr,1978,53.95761
syr,1979,55.06812
syr,1980,53.26981
syr,1981,49.82359
syr,1995,40.90974
syr,1996,39.5881
syr,1997,39.12637
syr,1998,40.34748
syr,1999,39.96501
syr,2000,40.75517
syr,2001,42.80277
syr,2002,42.71066
syr,2003,58.92338
syr,2004,62.38114
syr,2005,65.18964
syr,2006,64.68819
syr,2007,65.63726
syr,2008,65.94929
syr,2009,65.80146
syr,2010,66.63655
syr,2011,68.8941
syr,2012,72.41835
syr,2013,48.90337
tcd,1998,9.30436
tcd,1999,10.74692
tcd,2000,10.98148
tcd,2001,12.51392
tcd,2002,14.06762
tcd,2003,15.73714
tcd,2015,24.85191
tcd,2016,25.37613
tgo,1991,23.02023
tgo,1999,28.31581
tgo,2000,31.63885
tgo,2017,48.52573
tha,1973,17.91971
tha,1974,20.24922
tha,2006,66.44534
tha,2007,69.19874
tha,2008,72.1487
tha,2009,72.85414
tha,2010,73.11873
tha,2011,75.22795
tha,2012,73.87453
tha,2014,75.28706
tha,2015,77.01047
tjk,1999,64.98576
tjk,2000,75.21622
tjk,2001,78.24222
tjk,2002,81.47676
tjk,2004,84.23301
tjk,2005,84.34863
tjk,2006,85.12753
tjk,2007,86.10961
tjk,2008,86.37927
tjk,2009,85.87433
tjk,2010,86.88789
tjk,2011,87.47726
tls,2008,32.89779
tls,2009,37.76119
tls,2010,38.45362
tls,2011,41.5521
tls,2012,42.81598
tls,2013,42.80296
tls,2014,45.53771
tls,2015,49.55128
tls,2016,53.77385
tls,2017,56.65063
tls,2018,58.58363
ton,1985,67.22056
ton,1990,80.83096
ton,1998,64.87734
ton,2001,72.91785
ton,2012,83.4402
ton,2013,78.72949
ton,2014,77.22981
ton,2015,80.56171
tto,1971,32.24527
tto,1972,32.66332
tto,1993,65.73453
tto,2004,70.19337
tun,1978,25.49215
tun,1979,26.86865
tun,1980,27.57087
tun,1983,35.18065
tun,1984,36.90379
tun,1985,38.35517
tur,1974,33.76174
tur,1997,63.94412
tur,1999,66.11089
tur,2000,72.01984
tur,2001,80.35663
tur,2002,79.34339
tur,2003,79.00316
tur,2004,80.36411
tur,2005,82.10288
tur,2006,84.36516
tur,2007,85.6025
tur,2008,83.83701
tur,2009,79.5187
tur,2010,83.72172
tur,2011,86.84339
tur,2012,82.88829
tur,2013,88.30529
tur,2014,88.34033
tur,2015,87.47381
tur,2016,85.77076
tur,2017,88.3655
tuv,2014,62.30769
tuv,2015,62.48432
tuv,2016,53.82716
