geo,time,bx_klt_dinv_cd_wd
dnk,2002,4430703178.95052
dnk,2003,1184825159.91313
dnk,2004,-8804165491.1002
dnk,2005,12847031342.3671
dnk,2006,2385249288.38419
dnk,2007,11809448518.2128
dnk,2008,2191215665.76653
dnk,2009,3771059440.08035
dnk,2010,-11767861925.0632
dnk,2011,13558894634.3461
dnk,2012,-16349825685.2634
dnk,2013,680338945.93866
dnk,2014,6577348986.65252
dnk,2015,1850770714.86075
dnk,2016,7804020827.15213
dnk,2017,3607276299.51791
dnk,2018,8764023726.34583
dnk,2019,-3801733788.9774
dnk,2020,1582721537.00509
dom,1970,71600000
dom,1971,65000000
dom,1972,43500000
dom,1973,34500000
dom,1974,53600000
dom,1975,63900000
dom,1976,60000000
dom,1977,71500000
dom,1978,63600000
dom,1979,17100000
dom,1980,92700000
dom,1981,79700000
dom,1982,-1400000
dom,1983,48200000
dom,1984,68500000
dom,1985,36200000
dom,1986,50000000
dom,1987,89000000
dom,1988,106100000
dom,1989,110000000
dom,1990,132800000
dom,1991,145000000
dom,1992,179700000
dom,1993,190700000
dom,1994,208100000
dom,1995,417400000
dom,1996,134200000
dom,1997,408700000
dom,1998,668900000
dom,1999,1344900000
dom,2000,989000000
dom,2001,1087900000
dom,2002,926000000
dom,2003,616530000
dom,2004,934480000
dom,2005,1118400000
dom,2006,1528700000
dom,2007,2252900000
dom,2008,2728400000
dom,2009,1695300000
dom,2010,1820200000
dom,2011,2197500000
dom,2012,3415900000
dom,2013,1599900000
dom,2014,2385300000
dom,2015,2227300000
dom,2016,2516100000
dom,2017,3597900000
dom,2018,2744500000
dom,2019,2829200000
dom,2020,2455300000
dza,1970,80120000
dza,1971,600000
dza,1972,41490000
dza,1973,51000000
dza,1974,358000000
dza,1975,119000000
dza,1976,187000000
dza,1977,178452646.78919
dza,1978,135152172.30267
dza,1979,25692486.03584
dza,1980,348669038.12393
dza,1981,13207259.36158
dza,1982,-53569192.64481
dza,1983,417641.1628
dza,1984,802668.87407
dza,1985,397788.29707
dza,1986,5316528.37786
dza,1987,3711537.89979
dza,1988,13018265.02032
dza,1989,12091646.79686
dza,1990,334914.56422
dza,1991,11638686.45243
dza,1992,30000000
dza,1993,1000
dza,1994,1000
dza,1995,1000
dza,1996,270000000
dza,1997,260000000
dza,1998,606600000
dza,1999,291600000
dza,2000,280100000
dza,2001,1113105541
dza,2002,1064960000
dza,2003,637853027
dza,2004,884749028
dza,2005,1155999999.99995
dza,2006,1841000000.00008
dza,2007,1686736539.70385
dza,2008,2638607033.75183
dza,2009,2746930734.16534
dza,2010,2300369124.15828
dza,2011,2571237024.68517
dza,2012,1500402452.8635
dza,2013,1691886707.50796
dza,2014,1502206170.55838
dza,2015,-537792920.92186
dza,2016,1638263953.77737
dza,2017,1230243450.87889
dza,2018,1466116068.03412
dza,2019,1381200049.59264
dza,2020,1126709389.50815
ecu,1970,88599999.9
ecu,1971,162099999.9
ecu,1972,80799999.9
ecu,1973,52299999.9
ecu,1974,76799999.9
ecu,1975,95299999.9
ecu,1976,-19900000
ecu,1977,34500000
ecu,1978,48600000
ecu,1979,63400000
ecu,1980,70000000
ecu,1981,60000000
ecu,1982,40000000
ecu,1983,50000000
ecu,1984,50000000
ecu,1985,62000000
ecu,1986,81000000
ecu,1987,123000000
ecu,1988,155000000
ecu,1989,160000000
ecu,1990,126000000
ecu,1991,160000000
ecu,1992,178000000
ecu,1993,473720000
ecu,1994,576330000
ecu,1995,452480000
ecu,1996,499680000
ecu,1997,723950000
ecu,1998,869980000
ecu,1999,648410000
ecu,2000,-23439367.914
ecu,2001,538568575.17
ecu,2002,783261009.55
ecu,2003,871513414.02362
ecu,2004,836939593.89564
ecu,2005,493413835.54564
ecu,2006,271428852.53
ecu,2007,193872526.93
ecu,2008,1057404020.15482
ecu,2009,308629890.109
ecu,2010,165893320.36364
ecu,2011,646084358.6879
ecu,2012,567417300.85638
ecu,2013,727081206.26342
ecu,2014,772389946.09112
ecu,2015,1322701337.30748
ecu,2016,764048868.12224
ecu,2017,629512412.2592
ecu,2018,1388456763.14022
ecu,2019,973915496.24303
ecu,2020,1150241900.76401
egy,1970,680000
egy,1971,2310000
egy,1972,30000
egy,1973,700000
egy,1974,130000
egy,1975,8000000
egy,1976,61000000
egy,1977,104777603.4162
egy,1978,318166137.20286
egy,1979,1216285716.02327
egy,1980,548285715.06898
egy,1981,752571429.64653
egy,1982,293571428.99082
egy,1983,490000000.7
egy,1984,729142857.57687
egy,1985,1177571428.57143
egy,1986,1217428571.42857
egy,1987,947714285.71429
egy,1988,1190000000
egy,1989,1250181818.18182
egy,1990,734000000
egy,1991,253000000
egy,1992,459000000
egy,1993,493000000
egy,1994,1256000000
egy,1995,598000000
egy,1996,636000000
egy,1997,890550000
egy,1998,1076000000
egy,1999,1065300000
egy,2000,1235000000
egy,2001,509900000
egy,2002,646900000
egy,2003,237400000
egy,2004,1253300000
egy,2005,5375600000
egy,2006,10042800000
egy,2007,11578100000
egy,2008,9494600000
egy,2009,6711600000
egy,2010,6385600000
egy,2011,-482700000
egy,2012,2797700000
egy,2013,4192200000
egy,2014,4612200000
egy,2015,6925200000
egy,2016,8106800000
egy,2017,7408700000
egy,2018,8141300000
egy,2019,9010100000
egy,2020,5851800000
eri,1992,10
eri,1993,10
eri,1994,10
eri,1996,36669547.22312
eri,1997,40797036.64543
eri,1998,45493.27759
eri,1999,83222099.9
eri,2000,27870106.7
eri,2001,12131626.4
eri,2002,22766165.8
eri,2003,24999786.5
eri,2004,24103664.8
eri,2005,1431553.8
eri,2006,15375609.7
eri,2007,7206504
eri,2008,39000000
eri,2009,91000000
eri,2010,91000000
eri,2011,39000000
eri,2012,41357999.9
eri,2013,43859000
eri,2014,46511000
eri,2015,49323000
eri,2016,52305000
eri,2017,55468000
eri,2018,61015000
eri,2019,67116000
eri,2020,73828000
esp,1970,222000000
esp,1971,202000000
esp,1972,268000000
esp,1973,390000000
esp,1974,358000000
esp,1975,682635310.55758
esp,1976,477622019.88171
esp,1977,607674770.01761
esp,1978,1178156262.29804
esp,1979,1396810448.79965
esp,1980,1492697189.6098
esp,1981,1706766879.37235
esp,1982,1782685065.75119
esp,1983,1622388936.13354
esp,1984,1771829759.76171
esp,1985,1967804468.48446
esp,1986,3450598177.34751
esp,1987,4570700793.28043
esp,1988,7020568173.67176
esp,1989,8428379548.62269
esp,1990,13983611812.0265
esp,1991,12492782828.6164
esp,1992,13275723087.2105
esp,1993,10808165172.6317
esp,1994,8772628136.87355
esp,1995,8281607344.6532
esp,1996,9801379213.11597
esp,1997,9433660064.59714
esp,1998,15714658309.111
esp,1999,19628574139.8535
esp,2000,40509751188.4286
esp,2001,28909416991.4687
esp,2002,39359708554.1526
esp,2003,30744905690.6609
esp,2004,25268192650.5773
esp,2005,27007774843.3641
esp,2006,32927841460.4151
esp,2007,68229666915.1458
esp,2008,74088629877.40558
esp,2009,9549813317.16439
esp,2010,36609340306.4936
esp,2011,26832032514.651
esp,2012,20848479095.58
esp,2013,47373243838.9586
esp,2014,32943256862.6094
esp,2015,23037070821.4534
esp,2016,44253339407.6723
esp,2017,31565354023.7858
esp,2018,58626179994.991
esp,2019,24759067946.4016
esp,2020,33735353773.1456
est,1992,82271988.64446
est,1993,168371544.55415
est,1994,218447607.21457
est,1995,206807479.41085
est,1996,165850731.38242
est,1997,274049611.93644
est,1998,595587942.51428
est,1999,325892789.37793
est,2000,416214286.78789
est,2001,592889580.18247
est,2002,338234260.37691
est,2003,1038244664.19462
est,2004,1086893435.16595
est,2005,3057558404.59856
est,2006,1758167635.56107
est,2007,3033145919.87663
est,2008,1977264596.96389
est,2009,1866296946.5753
est,2010,2592255114.54214
est,2011,1119148299.05952
est,2012,1787341526.52251
est,2013,1097942106.98722
est,2014,1781648554.48117
est,2015,-715465129.88975
est,2016,925762256.70932
est,2017,1735775304.25104
est,2018,1232538893.61203
est,2019,3063087560.13098
est,2020,3536187225.24435
eth,1977,5845410.63084
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,0
eth,1992,170000
eth,1993,3500000
eth,1994,17210000
eth,1995,14140000
eth,1996,21930000
eth,1997,288490000
eth,1998,260670000
eth,1999,69980000
eth,2000,134639999.9
eth,2001,349399999.9
eth,2002,255000000
eth,2003,465000000
eth,2004,545100000
eth,2005,265111675.48239
eth,2006,545257102.1783
eth,2007,222000572.99481
eth,2008,108537543.96544
eth,2009,221459581.36198
eth,2010,288271568.25074
eth,2011,628624805.99866
eth,2012,278562822.16286
eth,2013,1343876023.73137
eth,2014,1855052153.64106
eth,2015,2626517918.313
eth,2016,4142937496.46329
eth,2017,4017159564.65434
eth,2018,3360419368.65295
eth,2019,2548743427.35754
eth,2020,2395799880.65984
fin,1970,18000000
fin,1971,25000000
fin,1972,37000000
fin,1973,13000000
fin,1974,35000000
fin,1975,68270104.61693
fin,1976,57984170.90854
fin,1977,48060229.19965
fin,1978,33797154.83247
fin,1979,27528009.74923
fin,1980,27949721.28147
fin,1981,99646702.72663
fin,1982,910574.13284
fin,1983,84470656.84219
fin,1984,136184676.0731
fin,1985,112511585.51363
fin,1986,405308277.25387
fin,1987,273394061.10831
fin,1988,531741374.92532
fin,1989,490175830.7651
fin,1990,812172838.21918
fin,1991,-232904201.90394
fin,1992,396369713.71414
fin,1993,863526070.91789
fin,1994,277840045.04379
fin,1995,1450710446.10372
fin,1996,752969481.73625
fin,1997,2454075989.11364
fin,1998,12514915951.3826
fin,1999,7797795098.68132
fin,2000,13502068644.6075
fin,2001,3224710299.84935
fin,2002,8094575465.0898
fin,2003,5965369887.32257
fin,2004,6777097341.61978
fin,2005,10867806670.7034
fin,2006,4638725790.33149
fin,2007,21979356204.6662
fin,2008,19406664159.1788
fin,2009,-8825823233.80591
fin,2010,12221008932.1761
fin,2011,-6008001205.17497
fin,2012,4931090894.98316
fin,2013,-4922279528.51922
fin,2014,17528599997.1117
fin,2015,17485137455.9979
fin,2016,5124075140.91578
fin,2017,17149122038.4331
fin,2018,-10571698824.826
fin,2019,15611668561.8507
fin,2020,-2368877283.68418
fji,1970,6400000
fji,1971,6500000
fji,1972,8500000
fji,1973,15699999.9
fji,1974,14300000
fji,1975,14100000
fji,1976,7330000
fji,1977,17100000
fji,1978,12190000
fji,1979,10170587.68967
fji,1980,36334087.8249
fji,1981,36249750.05507
fji,1982,36827764.64209
fji,1983,31946263.97042
fji,1984,23314315.28541
fji,1985,21672150.93269
fji,1986,8032725.26447
fji,1987,16159396.50148
fji,1988,31602682.49908
fji,1989,30606741.57303
fji,1990,-30386755.87618
fji,1991,-40188200.0532
fji,1992,37791314.98362
fji,1993,-3243015.35568
fji,1994,-31281482.11389
fji,1995,-22683100.26073
fji,1996,-72186987.81444
fji,1997,-60193603.1309
fji,1998,20334035.18191
fji,1999,-147083835.75554
fji,2000,591375.11463
fji,2001,41301896.35028
fji,2002,30672578.33025
fji,2003,40310494.54215
fji,2004,250597673.08285
fji,2005,172951928.72785
fji,2006,583975309.32314
fji,2007,464230334.1093
fji,2008,679220489.28009
fji,2009,308373711.00325
fji,2010,178091735.58724
fji,2011,217158525.72872
fji,2012,277313671.99181
fji,2013,243782754.03669
fji,2014,377869372.26701
fji,2015,205373209.1165
fji,2016,391619655.40088
fji,2017,387602565.30545
fji,2018,468861002.87624
fji,2019,322282826.11583
fji,2020,239380737.90361
fra,1970,621212781.7
fra,1971,525655900
fra,1972,656666980.5
fra,1973,1125479247
fra,1974,1846644388
fra,1975,1563849883.25955
fra,1976,977422843.56405
fra,1977,1896159371.65279
fra,1978,2471468400.48404
fra,1979,2588309412.66379
fra,1980,3282773277.87031
fra,1981,2469631624.9973
fra,1982,1585298782.09975
fra,1983,1725670868.53761
fra,1984,2397989218.95718
fra,1985,2595492779.80055
fra,1986,3255870956.36327
fra,1987,5139716801.65678
fra,1988,8489906284.29327
fra,1989,10303924628.9084
fra,1990,13183285334.811
fra,1991,15152742089.8424
fra,1992,21839501253.074
fra,1993,20754044035.6782
fra,1994,15797125294.9865
fra,1995,23736300874.0228
fra,1996,21971888803.0024
fra,1997,23047924754.756
fra,1998,29518429032.2114
fra,1999,45971216472.0879
fra,2000,41389082664.7616
fra,2001,50142053918.88969
fra,2002,51550483853.85049
fra,2003,42350800678.3511
fra,2004,35608535812.8721
fra,2005,85137061931.25409
fra,2006,78957053786.1346
fra,2007,83777598395.45081
fra,2008,67997446904.973
fra,2009,18422928061.9127
fra,2010,38889439213.3127
fra,2011,44205811126.5792
fra,2012,32944663317.8723
fra,2013,31589283790.5546
fra,2014,5804878132.66663
fra,2015,42825414105.9412
fra,2016,32803666728.5947
fra,2017,35868111746.0378
fra,2018,77493098693.23729
fra,2019,57482772401.4854
fra,2020,13242547815.0922
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,20209300
gab,1970,-700000
gab,1971,15699999.9
gab,1972,17399999.9
gab,1973,15900000
gab,1974,79599999.9
gab,1975,166900000
gab,1976,38700000
gab,1977,34899999.9
gab,1978,56546282.40884
gab,1979,55048465.05209
gab,1980,31522217.03102
gab,1981,54575942.02222
gab,1982,131738211.44436
gab,1983,111844131.91116
gab,1984,8124375.43114
gab,1985,15091384.25095
gab,1986,110249347.78218
gab,1987,89806044.84304
gab,1988,132550733.91572
gab,1989,-30532121.0001
gab,1990,73457901.59009
gab,1991,-54589233.79447
gab,1992,126940086.18598
gab,1993,-113715590.72832
gab,1994,-99602903.99686
gab,1995,-195496960.29552
gab,1996,-285112515.09899
gab,1997,-114712203.81162
gab,1998,132605754.18622
gab,1999,89452781.62637
gab,2000,278061231.96768
gab,2001,-100615451.01471
gab,2002,1160708.31014
gab,2003,99666154.02334
gab,2004,313970792.03964
gab,2005,326161877.89788
gab,2006,267805000
gab,2007,654808577.18885
gab,2008,693511288.989
gab,2009,635674956.84835
gab,2010,523939106.19184
gab,2011,1123536918.98497
gab,2012,677327365.54556
gab,2013,324032442.44588
gab,2014,1263109047.12989
gab,2015,41707702.32647
gab,2016,1243660160
gab,2017,1314029330
gab,2018,1379070816
gab,2019,1553136875
gab,2020,1716511506
gbr,1970,1487998811.68415
gbr,1971,1771224349.2066
gbr,1972,1207963191.18523
gbr,1973,2722732319.90587
gbr,1974,4373743379.63996
gbr,1975,3318535789.63079
gbr,1976,3006207709.47437
gbr,1977,4426545753.96917
gbr,1978,3787370849.09204
gbr,1979,6469481160.44532
gbr,1980,10122844315.8157
gbr,1981,5879375698.17586
gbr,1982,5413259759.41739
gbr,1983,5178781725.93574
gbr,1984,-347322544.78319
gbr,1985,5476472897.18803
gbr,1986,8569621721.76597
gbr,1987,13074923701.8406
gbr,1988,26430921298.4346
gbr,1989,27108240789.3914
gbr,1990,41363405438.8264
gbr,1991,23244186242.4529
gbr,1992,23011210833.6831
gbr,1993,19686257926.64849
gbr,1994,19561337402.3078
gbr,1995,29129258040.8363
gbr,1996,32412668835.2522
gbr,1997,51311836383.8208
gbr,1998,109817612847.493
gbr,1999,129891584490.274
gbr,2000,164130335444.12299
gbr,2001,56090924808.7938
gbr,2002,89760582753.2235
gbr,2003,36011240472.8341
gbr,2004,87059621382.28391
gbr,2005,252653397148.11096
gbr,2006,203636431868.24399
gbr,2007,209514959646.90799
gbr,2008,253454117907.32199
gbr,2009,14547108445.0914
gbr,2010,66734551294.09129
gbr,2011,27012050072.3452
gbr,2012,46750789727.7264
gbr,2013,54473175400.2415
gbr,2014,58890445252.714
gbr,2015,45333483122.0899
gbr,2016,324813224213.02094
gbr,2017,125358809934.121
gbr,2018,-25055440306.9073
gbr,2019,2236675458.26146
gbr,2020,31058892892.11349
geo,1993,10000
geo,1994,8000000
geo,1997,242500000
geo,1998,265300000
geo,1999,82300000
geo,2000,131466678.34
geo,2001,109871635.49
geo,2002,160398660.46
geo,2003,334891041.62
geo,2004,492732940.01
geo,2005,453107292.01
geo,2006,1171394522.25
geo,2007,1892093991.1
geo,2008,1602232455.97
geo,2009,660800885.27
geo,2010,920915812.73
geo,2011,1170087549.5
geo,2012,968196197.63
geo,2013,1046562195.15
geo,2014,1836879042.83
geo,2015,1735285391.9
geo,2016,1659819993.32
geo,2017,1920628293.25
geo,2018,1270488180.84
geo,2019,1366159725.24
geo,2020,533969244.77
gha,1970,67799999.9
gha,1971,30600000
gha,1972,11500000
gha,1973,14400000
gha,1974,14270000
gha,1975,70869954.99908
gha,1976,-18260969.99991
gha,1977,19217479.38385
gha,1978,9696236.56497
gha,1979,-2800000
gha,1980,15600000
gha,1981,16263751.99997
gha,1982,16300000
gha,1983,2400000
gha,1984,2000000
gha,1985,5600000
gha,1986,4300000
gha,1987,4700000
gha,1988,5000000
gha,1989,15000000
gha,1990,14800000
gha,1991,20000000
gha,1992,22500000
gha,1993,125000000
gha,1994,233000000
gha,1995,106500000
gha,1996,120000000
gha,1997,81800000
gha,1998,167400000
gha,1999,243700000
gha,2000,165900000
gha,2001,89320000
gha,2002,58930000
gha,2003,136751000
gha,2004,139270000
gha,2005,144970000
gha,2006,636010000
gha,2007,1383177929.85458
gha,2008,2714916343.69978
gha,2009,2372540000
gha,2010,2527350000
gha,2011,3247588000
gha,2012,3294520000
gha,2013,3227000000
gha,2014,3363389444.44444
gha,2015,3192320530.7897
gha,2016,3485333369.27964
gha,2017,3254990000
gha,2018,2989035000
gha,2019,3879831469.7
gha,2020,1875782953.46905
gin,1973,780000
gin,1974,1450000
gin,1975,870000
gin,1976,-700000
gin,1977,-1830000
gin,1978,630000
gin,1979,-520000
gin,1980,560000
gin,1981,-1310000
gin,1982,-400000
gin,1983,380000
gin,1984,700000
gin,1985,1110000
gin,1986,8400000
gin,1987,12850000
gin,1988,15680000
gin,1989,12330000
gin,1990,17860000
gin,1991,38770000
gin,1992,19690000
gin,1993,2720000
gin,1994,210000
gin,1995,769000
gin,1996,23774000
gin,1997,17301000
gin,1998,17810000
gin,1999,63452427
gin,2000,9942000
gin,2001,1677000
gin,2002,30000000
gin,2003,78966000
gin,2004,97900000
gin,2005,105000000
gin,2006,125000000
gin,2007,385900000
gin,2008,381880000
gin,2009,91030000
gin,2010,0
gin,2011,956060000
gin,2012,605560000
gin,2013,190000
gin,2014,-73758603.66359
gin,2015,53272458.4213
gin,2016,1618447260.26485
gin,2017,577590000
gin,2018,352760000
gin,2019,44400000
gin,2020,176350000
gmb,1970,100000
gmb,1971,1700000
gmb,1972,1700000
gmb,1973,1399999.9
gmb,1974,1200000
gmb,1975,100000
gmb,1976,900000
gmb,1977,-560000
gmb,1978,2104763.22637
gmb,1979,12364861.59706
gmb,1980,280000
gmb,1981,2009878.3417
gmb,1982,270000
gmb,1983,-400000
gmb,1984,-1700000
gmb,1985,-500000
gmb,1986,-1990000
gmb,1987,1525217.66358
gmb,1988,1177623.96914
gmb,1989,13713834.32109
gmb,1990,14119999.9
gmb,1991,9270433.33944
gmb,1992,6323269.18632
gmb,1993,10741221.67686
gmb,1994,9716366.67037
gmb,1995,7729249.07225
gmb,1996,10655113.98006
gmb,1997,11666476.03797
gmb,1998,23699999.9
gmb,1999,49479999.9
gmb,2000,43520000
gmb,2001,35479999.9
gmb,2002,42826999.9
gmb,2003,18272720.34235
gmb,2004,55526319.44078
gmb,2005,53650280.01908
gmb,2006,82208102.58776
gmb,2007,78094820.95858
gmb,2008,70792382.32071
gmb,2009,39447343.7084
gmb,2010,37140887.81317
gmb,2011,36077136.08137
gmb,2012,41183457.76984
gmb,2013,68340322.37885
gmb,2014,23014092.04246
gmb,2015,71976051.70341
gmb,2016,69830172.21284
gmb,2017,64338516.03514
gmb,2018,81805006.5959
gmb,2019,71083305.86679
gmb,2020,189576190.79423
gnb,1975,-130000
gnb,1977,40000
gnb,1979,230000
gnb,1982,0
gnb,1983,0
gnb,1984,2290000
gnb,1985,1439999.9
gnb,1986,820000
gnb,1987,120000
gnb,1988,680000
gnb,1989,470000
gnb,1990,2020000
gnb,1991,2089999.9
gnb,1992,5830000
gnb,1993,3299999.9
gnb,1994,430000
gnb,1995,40000
gnb,1996,1030000
gnb,1997,11479108.8
gnb,1998,4407138.2
gnb,1999,730876.613
gnb,2000,702270.863
gnb,2001,395613.59629
gnb,2002,3545253.68894
gnb,2003,4005503.68688
gnb,2004,1915633.35189
gnb,2005,8692468.08976
gnb,2006,17887123.56208
gnb,2007,18770117.49192
gnb,2008,6630074.02776
gnb,2009,18890200
gnb,2010,26240200
gnb,2011,25024047.38838
gnb,2012,6624917.19275
gnb,2013,19639703.79838
gnb,2014,28852727.68823
gnb,2015,18575499.44781
gnb,2016,14221700
gnb,2017,15691197.95209
gnb,2018,20563818.2174
gnb,2019,71658680.33799
gnb,2020,20410380.28
gnq,1978,-20000
gnq,1981,-180000
gnq,1982,450000
gnq,1983,520000
gnq,1984,2169999.9
gnq,1985,2439999.9
gnq,1986,5629999.9
gnq,1987,1679999.9
gnq,1988,500000
gnq,1989,890258.96961
gnq,1990,11073778.66471
gnq,1991,41324758.9335
gnq,1992,6018320.15757
gnq,1993,22301675.63507
gnq,1994,16995533.49212
gnq,1995,126924170.67248
gnq,1996,376180404.22071
gnq,1997,53451528.1
gnq,1998,274768116.7
gnq,1999,154296173.9
gnq,2000,154499589.9
gnq,2001,940741215.7
gnq,2002,323391507.5
gnq,2003,689779766
gnq,2004,340914468.5
gnq,2005,769146185.2
gnq,2006,469506014.6
gnq,2007,1242731087
gnq,2008,-793872332.8
gnq,2009,1636219625
gnq,2010,2734000000
gnq,2011,1975000000
gnq,2012,985256411.5
gnq,2013,582948701.9
gnq,2014,167875182.6
gnq,2015,233325072.8
gnq,2016,53998812.9
gnq,2017,304827249.5
gnq,2018,396077780
gnq,2019,452287112.1
gnq,2020,529894746.1
grc,1970,50000000
grc,1971,42000000
grc,1972,55000000
grc,1973,62000000
grc,1974,67000000
grc,1975,24000000
grc,1976,305000000
grc,1977,387000000
grc,1978,428000000
grc,1979,613000000
grc,1980,672000000
grc,1981,520000000
grc,1982,436000000
grc,1983,439000000
grc,1984,485000000
grc,1985,447000000
grc,1986,471000000
grc,1987,683000000
grc,1988,907000000
grc,1989,752000000
grc,1990,1005000000
grc,1991,1135000000
grc,1992,1144000000
grc,1993,977000000
grc,1994,981000000
grc,1995,1053000000
grc,1996,1058000000
grc,1997,984000000
grc,1998,71200000
grc,1999,82701091.41831
grc,2000,-8195469.28846
grc,2001,2001266.5622
grc,2002,34180546.53706
grc,2003,1408086698.62351
grc,2004,2147927926.75839
grc,2005,688484256.64909
grc,2006,5411403362.23122
grc,2007,1957124444.19443
grc,2008,5733447473.24929
grc,2009,2766296835.47191
grc,2010,532926980.50046
grc,2011,1092191387.83039
grc,2012,1662090329.83805
grc,2013,2945271844.6857
grc,2014,2697339246.05446
grc,2015,1268938505.86333
grc,2016,2698544612.16074
grc,2017,3439131879.75518
grc,2018,4025447788.57701
grc,2019,4999635989.53698
grc,2020,3303648833.22835
grd,1977,-100000
grd,1978,1400000
grd,1979,0
grd,1980,0
grd,1981,0
grd,1982,1900000
grd,1983,2500000
grd,1984,2800000
grd,1985,4111111.11111
grd,1986,4481481.48148
grd,1987,14722222.22222
grd,1988,14981481.48148
grd,1989,10481481.48148
grd,1990,12874074.07407
grd,1991,15274074.07407
grd,1992,22581481.48148
grd,1993,20248148.14815
grd,1994,19311111.11111
grd,1995,19977777.77778
grd,1996,16962962.96296
grd,1997,33500000
grd,1998,48685185.18519
grd,1999,41551851.85185
grd,2000,37407407.40741
grd,2001,58748148.14815
grd,2002,54488888.88889
grd,2003,89166666.66667
grd,2004,65014333.33333
grd,2005,70157129.62963
grd,2006,89787148.14815
grd,2007,156554796.66667
grd,2008,134832583.33333
grd,2009,102556362.96296
grd,2010,60420861.11111
grd,2011,42648183.7037
grd,2012,31489862.96296
grd,2013,74688413.33333
grd,2014,106797167.69444
grd,2015,156442123.70852
grd,2016,109856645.67673
grd,2017,155662145.3337
grd,2018,184005688.97911
grd,2019,198978976.59938
grd,2020,148811370.07464
gtm,1970,29399999.9
gtm,1971,28600000
gtm,1972,15900000
gtm,1973,34799999.9
gtm,1974,47399999.9
gtm,1975,80000000
gtm,1976,12500000
gtm,1977,97500000
gtm,1978,127200000
gtm,1979,117000000
gtm,1980,110700000
gtm,1981,127100000
gtm,1982,77100000
gtm,1983,45000000
gtm,1984,38000000
gtm,1985,61800000
gtm,1986,68800000
gtm,1987,150200000
gtm,1988,329900000
gtm,1989,76200000
gtm,1990,47700000
gtm,1991,90700000
gtm,1992,94100000
gtm,1993,142500000
gtm,1994,65200000
gtm,1995,75200000
gtm,1996,76900000
gtm,1997,631400000
gtm,1998,1346300000
gtm,1999,924600000
gtm,2000,-788600000
gtm,2001,-936494410.38247
gtm,2002,-1016996773.78154
gtm,2003,19488617.59936
gtm,2004,321400000
gtm,2005,540000000
gtm,2006,635300000
gtm,2007,859200000
gtm,2008,731386670
gtm,2009,499821250
gtm,2010,1102460180
gtm,2011,876760590
gtm,2012,1399819890
gtm,2013,1522143500
gtm,2014,1407555280
gtm,2015,1203355080
gtm,2016,845786560
gtm,2017,998344470
gtm,2018,922397870
gtm,2019,1169327140
gtm,2020,853448620
guy,1970,9000000
guy,1971,-2439999.9
guy,1972,2500000
guy,1973,8199999.9
guy,1974,1360000
guy,1975,800000
guy,1976,5009999.9
guy,1977,-1764705.88304
guy,1978,4019999.9
guy,1979,588235.29435
guy,1980,588235.29435
guy,1981,-1777777.77841
guy,1982,4433333.33481
guy,1983,4733333.33491
guy,1984,4489019.51946
guy,1985,1810974.26891
guy,1986,-9000000
guy,1987,4349999.9
guy,1988,2100000
guy,1989,-2060000
guy,1990,7900000
guy,1991,12340000
guy,1992,146610000
guy,1993,69540000
guy,1994,106690000
guy,1995,74420000
guy,1996,59000000
guy,1997,52000000
guy,1998,44000000
guy,1999,46000000
guy,2000,67100000
guy,2001,56000000
guy,2002,43600000
guy,2003,26100000
guy,2004,30000000
guy,2005,76800000
guy,2006,102400000
guy,2007,152400000
guy,2008,178000000
guy,2009,164000000
guy,2010,198000000
guy,2011,246800000
guy,2012,277910000
guy,2013,200558390
guy,2014,237750048.55
guy,2015,137700000
guy,2016,162654036.35296
guy,2017,327343651.21783
guy,2018,1180405596.06866
guy,2019,1695179887
guy,2020,1194482521.17088
hkg,1970,49822078
hkg,1971,59483393.5
hkg,1972,110442097
hkg,1973,271274584.7
hkg,1974,153444422.9
hkg,1975,377359617.8
hkg,1976,255361829.7
hkg,1977,273737273
hkg,1978,477382649.1
hkg,1979,648065889.9
hkg,1980,710201409.3
hkg,1981,2062785582
hkg,1982,1236856768
hkg,1983,1144127082
hkg,1984,1287739696
hkg,1985,-267220620.9
hkg,1986,1888313590
hkg,1987,6249829234
hkg,1988,4978949480
hkg,1989,2041094981
hkg,1990,3275072298
hkg,1991,1020860063
hkg,1992,3887467096
hkg,1993,6929625915
hkg,1994,7827938821
hkg,1995,6213362504
hkg,1996,10460173710
hkg,1997,11368147930
hkg,1998,13939361335.8582
hkg,1999,25355410569.0154
hkg,2000,70495739305.84579
hkg,2001,31291719644.61489
hkg,2002,6747855220.81764
hkg,2003,18567357065.233
hkg,2004,22194238604.966
hkg,2005,40963127270.6954
hkg,2006,44901793968.8764
hkg,2007,62121011424.0703
hkg,2008,67035187587.6672
hkg,2009,54275707074.2543
hkg,2010,82709142976.29779
hkg,2011,96135081265.09529
hkg,2012,74887135901.3219
hkg,2013,76857453417.8737
hkg,2014,129847455921.47501
hkg,2015,181047431127.246
hkg,2016,133259182324.99699
hkg,2017,125716724339.795
hkg,2018,97036255478.94591
hkg,2019,58299361094.7774
hkg,2020,117452284750.967
hnd,1970,8400000
