geo,time,bx_klt_dinv_cd_wd
are,1983,45539999.9
are,1984,170240000
are,1985,-220960000
are,1986,110209999.9
are,1987,46719999.9
are,1988,188889999.9
are,1989,38789999.9
are,1990,-115819999.9
are,1991,25940000
are,1992,129720000
are,1993,401319999.9
are,1994,62460000
are,1995,399850000
are,1996,300519999.9
are,1997,232430000
are,1998,257660000
are,1999,-985340000
are,2000,-506329999.9
are,2001,1183840000
are,2002,95299999.9
are,2003,4255956433
are,2004,10003500000
are,2005,10899931930
are,2006,12805990470
are,2007,14186521440
are,2008,5062972005
are,2009,1134288135
are,2010,8796769641
are,2011,7152095826
are,2012,9566651351
are,2013,9764914527
are,2014,11071537020
are,2015,8550901847
are,2016,9604773000
are,2017,10354223000
are,2018,10385286000
are,2019,17874659400
are,2020,19884468660
arg,1970,89769999.9
arg,1971,125670000
arg,1972,71719999.9
arg,1973,100250000
arg,1974,17920000
arg,1975,55590000
arg,1976,244680000
arg,1977,144000000
arg,1978,250000000
arg,1979,206000000
arg,1980,678000000
arg,1981,837000000
arg,1982,227000000
arg,1983,185000000
arg,1984,268000000
arg,1985,919000000
arg,1986,574000000
arg,1987,-19000000
arg,1988,1147000000
arg,1989,1028000000
arg,1990,1836000000
arg,1991,2439000000
arg,1992,4430977523.08014
arg,1993,2793085410.09827
arg,1994,3634931878.26435
arg,1995,5609423403.56467
arg,1996,6948536686.64725
arg,1997,9160272052.4446
arg,1998,7290657132.08156
arg,1999,23987696389.6428
arg,2000,10418314339.1428
arg,2001,2166136829.76399
arg,2002,2148910000
arg,2003,1652010000
arg,2004,4124710000
arg,2005,5265250000
arg,2006,5537347786.19331
arg,2007,6473157762.12915
arg,2008,9725553129.52469
arg,2009,4017158924.88408
arg,2010,11332718626.4345
arg,2011,10839930944.6815
arg,2012,15323933916.8241
arg,2013,9821661858.15874
arg,2014,5065335541.96486
arg,2015,11758994011.286
arg,2016,3260164341.77393
arg,2017,11516861462.2845
arg,2018,11716769818.7543
arg,2019,6663062111.95629
arg,2020,4019052252.68254
arm,1992,2399999.9
arm,1993,800000
arm,1994,8000000
arm,1995,25320000
arm,1996,17570000
arm,1997,51940000
arm,1998,232375000
arm,1999,122034000
arm,2000,104188500
arm,2001,69868500
arm,2002,110725325.61441
arm,2003,122852992.70324
arm,2004,247140608.49589
arm,2005,292073220.16472
arm,2006,466531991.90172
arm,2007,667671562.1345
arm,2008,943733059.48328
arm,2009,760040745.87233
arm,2010,529321391.64196
arm,2011,653219756.47225
arm,2012,496636701.12969
arm,2013,346092394.39326
arm,2014,406578406.69311
arm,2015,184127986.3149
arm,2016,333733314.1046
arm,2017,250935110.23914
arm,2018,266824955.52803
arm,2019,100946084.08352
arm,2020,47183579.95546
atg,1977,2200000
atg,1978,-6900000
atg,1979,8500000
atg,1980,19600000
atg,1981,22400000
atg,1982,23000000
atg,1983,5000000
atg,1984,4400000
atg,1985,15600000
atg,1986,22600000
atg,1987,38596296.2963
atg,1988,32951851.85185
atg,1989,43107407.40741
atg,1990,60607407.40741
atg,1991,54792592.59259
atg,1992,19648148.14815
atg,1993,15240740.74074
atg,1994,24788888.88889
atg,1995,31485185.18519
atg,1996,19351851.85185
atg,1997,22944444.44444
atg,1998,22774074.07407
atg,1999,51792533.33333
atg,2000,43115925.92593
atg,2001,98452222.22222
atg,2002,65865064.81481
atg,2003,166321143.7037
atg,2004,80366585.18519
atg,2005,220963374.07407
atg,2006,358820163.7037
atg,2007,338204733.33333
atg,2008,158783774.44445
atg,2009,80646652.59259
atg,2010,96679207.77778
atg,2011,65160596.2963
atg,2012,129367138.88889
atg,2013,134288999.62963
atg,2014,46263101.04929
atg,2015,114024660.12181
atg,2016,97431976.47358
atg,2017,151271628.23087
atg,2018,204844928.24079
atg,2019,127763174.82985
atg,2020,73527540.31772
aus,1970,893138535.5
aus,1971,1155158059
aus,1972,1054014675
aus,1973,135039666.1
aus,1974,1327729912
aus,1975,449028697.2
aus,1976,1047313647
aus,1977,1141019599
aus,1978,1676855615
aus,1979,1489983133
aus,1980,1866223965
aus,1981,2346546543
aus,1982,2286321730
aus,1983,2990964045
aus,1984,428250491.4
aus,1985,2098624894
aus,1986,5369760089
aus,1987,5190522203
aus,1988,8476377245
aus,1989,8023170406.83781
aus,1990,8457776859.55028
aus,1991,2612066526.44483
aus,1992,4941906671.70674
aus,1993,5312435141.58877
aus,1994,4458484243.65442
aus,1995,13268875155.4923
aus,1996,4563952446.39275
aus,1997,8088068982.50254
aus,1998,7597610928.17343
aus,1999,2210917991.82997
aus,2000,14892978180.1828
aus,2001,10717133150.6924
aus,2002,14656321800.5386
aus,2003,8985246029.5004
aus,2004,42907672820.3756
aus,2005,-25093141435.1896
aus,2006,30551100656.5983
aus,2007,44440090037.7723
aus,2008,45160024270.9395
aus,2009,28683266147.8801
aus,2010,35210733743.0829
aus,2011,65554890649.5348
aus,2012,57550426822.6138
aus,2013,54465480054.6771
aus,2014,63202728079.4529
aus,2015,46892808567.8516
aus,2016,42969505135.1666
aus,2017,48198614234.959
aus,2018,61324623202.6662
aus,2019,39101199005.419
aus,2020,19638894546.1265
aut,1970,112650000
aut,1971,142729999.9
aut,1972,145400000
aut,1973,160759999.9
aut,1974,177050000
aut,1975,79109999.9
aut,1976,91230000
aut,1977,96810000
aut,1978,142389999.9
aut,1979,187430000
aut,1980,239300000
aut,1981,327519999.9
aut,1982,207919999.9
aut,1983,216120000
aut,1984,115239999.9
aut,1985,169167935.4
aut,1986,183400907.8
aut,1987,395491398
aut,1988,445427083.5
aut,1989,581979789.4
aut,1990,653000000
aut,1991,360000000
aut,1992,1485517753
aut,1993,1125106122
aut,1994,2075823594
aut,1995,1825090253
aut,1996,4323513092
aut,1997,2668974816
aut,1998,4571855707
aut,1999,2974499988
aut,2000,8501013451
aut,2001,5689434546
aut,2002,138346430.8
aut,2003,6195021861
aut,2004,3183649650
aut,2005,81096089418.11868
aut,2006,10500457158.3387
aut,2007,68865787583.4398
aut,2008,6301143681.98313
aut,2009,14300064389.0078
aut,2010,-22007325156.2771
aut,2011,22983942931.9264
aut,2012,5218620112.78226
aut,2013,451107665.23086
aut,2014,1712175273.93122
aut,2015,-7975773543.9206
aut,2016,-28939340169.0264
aut,2017,13518864836.285
aut,2018,-28605757320.1282
aut,2019,-13120994312.9058
aut,2020,-18214727038.8904
aze,1993,10000
aze,1994,22000000
aze,1995,330050000
aze,1996,627277000
aze,1997,1114838000
aze,1998,1022967000
aze,1999,510317000
aze,2000,129937000
aze,2001,819579000
aze,2002,2024577000
aze,2003,4007330000
aze,2004,4719107000
aze,2005,4476396000
aze,2006,4485966000
aze,2007,4594234000
aze,2008,3986807000
aze,2009,2900030000
aze,2010,3352997000
aze,2011,4485120000
aze,2012,5293250000
aze,2013,2619437000
aze,2014,4430466000
aze,2015,4047630000
aze,2016,4499666000
aze,2017,2867487000
aze,2018,1402998000
aze,2019,1503918000
aze,2020,507151800
bdi,1970,100000
bdi,1972,410000
bdi,1973,440000
bdi,1974,220000
bdi,1975,320000
bdi,1976,80000
bdi,1977,-250000
bdi,1978,890000
bdi,1979,-300000
bdi,1980,4599999.9
bdi,1981,11080000
bdi,1982,900000
bdi,1983,3040000
bdi,1984,1189999.9
bdi,1985,538566.54301
bdi,1986,1524028.63247
bdi,1987,1367714.12347
bdi,1988,1196623.81139
bdi,1989,567226.89076
bdi,1990,1255434.74294
bdi,1991,892500.10674
bdi,1992,600088.333
bdi,1993,473679.87478
bdi,1994,3957.84891
bdi,1995,1981922.46479
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,-475191.30531
bdi,2000,11683246.08
bdi,2001,-11440.9127
bdi,2002,0
bdi,2003,0
bdi,2004,44690.7076
bdi,2005,584701.69257
bdi,2006,31593.77819
bdi,2007,500245.09306
bdi,2008,3833208.34759
bdi,2009,348404.53457
bdi,2010,780582.00363
bdi,2011,3354999.18059
bdi,2012,604919.65153
bdi,2013,116727136.51775
bdi,2014,81747197.23452
bdi,2015,49622865.77058
bdi,2016,55420.35666
bdi,2017,316473.44937
bdi,2018,983747.12499
bdi,2019,1044958.864
bdi,2020,6057090.38
bel,1970,314000000
bel,1971,428000000
bel,1972,386000000
bel,1973,719000000
bel,1974,1137000000
bel,1975,954600000
bel,1976,871789999.9
bel,1977,1274930000
bel,1978,1435800000
bel,1979,1130080000
bel,1980,1544780000
bel,1981,1386450000
bel,1982,1472180000
bel,1983,1289700000
bel,1984,389370000
bel,1985,1051490000
bel,1986,729860000
bel,1987,2354920000
bel,1988,5212470000
bel,1989,7020270000
bel,1990,8046730000
bel,1991,9362560000
bel,1992,11285800000
bel,1993,10750000000
bel,1994,8513580000
bel,1995,10688700000
bel,1996,14063900000
bel,1997,11998300000
bel,1998,22690500000
bel,1999,119692913000
bel,2000,88738714000
bel,2001,88203254000
bel,2002,18118954671.3727
bel,2003,34559267489.7083
bel,2004,44498165771.14
bel,2005,33662010793.5668
bel,2006,58821552824.3719
bel,2007,96551634531.24921
bel,2008,190391844688.586
bel,2009,77354509260.10518
bel,2010,125491894873.01601
bel,2011,163624381384.58499
bel,2012,11810272330.6794
bel,2013,-29640924980.1453
bel,2014,-15205871357.9654
bel,2015,-19514245854.7289
bel,2016,57538351507.0707
bel,2017,-37288840312.4529
bel,2018,-41601387266.7492
bel,2019,-30075472852.8679
bel,2020,-17570640274.0968
ben,1970,6700000
ben,1971,2799999.9
ben,1972,4799999.9
ben,1973,3500000
ben,1974,-2343120.32889
ben,1975,1889760.24941
ben,1976,2452390.82596
ben,1977,3126021.57196
ben,1978,753359.56187
ben,1979,3568043.12336
ben,1980,4316555.84569
ben,1981,2090299.06059
ben,1982,-12172.62291
ben,1983,10496.86832
ben,1984,11442.7823
ben,1985,-90000
ben,1986,1100000
ben,1987,100000
ben,1988,-21662039.8993
ben,1989,-1118466.19844
ben,1990,-2954844.09146
ben,1991,393822.32952
ben,1992,954317.43365
ben,1993,-21635980.3291
ben,1994,-7107468.70637
ben,1995,-7738379.60728
ben,1996,-14661253.77609
ben,1997,12183267.33734
ben,1998,11294143.49993
ben,1999,9314781.87698
ben,2000,-12794843.61466
ben,2001,16739539.34156
ben,2002,-19395622.6955
ben,2003,10638088.25764
ben,2004,-40774605.06037
ben,2005,-8788860.12678
ben,2006,-12363482.3642
ben,2007,139189943.01545
ben,2008,48210757.85313
ben,2009,-18807407.37805
ben,2010,53507087.73593
ben,2011,161302390.8219
ben,2012,281548556.29685
ben,2013,360343380.32467
ben,2014,405737328.59944
ben,2015,149755663.33027
ben,2016,131790853.84079
ben,2017,200902719.34805
ben,2018,194073683.19687
ben,2019,218207871.71565
ben,2020,175863769.6
bfa,1970,400000
bfa,1971,1000000
bfa,1972,-700000
bfa,1973,4400000
bfa,1974,2669999.9
bfa,1975,300000
bfa,1976,2049999.9
bfa,1977,4969999.9
bfa,1978,1159999.9
bfa,1979,1490000
bfa,1980,20000
bfa,1981,2430000
bfa,1982,1950000
bfa,1983,1980000
bfa,1984,1669999.9
bfa,1985,-1429999.9
bfa,1986,3140000
bfa,1987,1330000
bfa,1988,3710000
bfa,1989,5669999.9
bfa,1990,460000
bfa,1991,570000
bfa,1992,3113052.1
bfa,1993,3178381.3
bfa,1994,18371592.4
bfa,1995,9816727.7
bfa,1996,16225134.4
bfa,1997,9765809
bfa,1998,4407138.2
bfa,1999,7925950.83
bfa,2000,23107520.48
bfa,2001,6267060.825
bfa,2002,15026083.66
bfa,2003,29122505.16
bfa,2004,14348315.78
bfa,2005,52130040.88143
bfa,2006,83849256.07121
bfa,2007,21711800.90087
bfa,2008,33190579.87628
bfa,2009,56653992.33248
bfa,2010,38870701.35695
bfa,2011,143845512.32714
bfa,2012,329281976.02832
bfa,2013,490403410.53684
bfa,2014,357296974.29413
bfa,2015,231901703.68387
bfa,2016,390622353.41017
bfa,2017,2572690.32188
bfa,2018,268414907.9462
bfa,2019,162970140.26361
bfa,2020,148555726.3
bgd,1972,90000
bgd,1973,2339999.9
bgd,1974,2200000
bgd,1975,1543333.3
bgd,1976,5419999.9
bgd,1977,6980000
bgd,1978,7700000
bgd,1979,-8009999.9
bgd,1980,8509999.9
bgd,1981,5360000
bgd,1982,6960000
bgd,1983,403978.55755
bgd,1984,-553269.39828
bgd,1985,-6660000
bgd,1986,2436499.34404
bgd,1987,3205086.76219
bgd,1988,1838242.49914
bgd,1989,247908.27394
bgd,1990,3238781.18896
bgd,1991,1390444.32248
bgd,1992,3721853.38229
bgd,1993,14049886.52458
bgd,1994,11147788.32776
bgd,1995,1896372.12712
bgd,1996,13529831.53626
bgd,1997,139376153.11532
bgd,1998,190059372.97475
bgd,1999,179603006.31861
bgd,2000,280384629.67798
bgd,2001,78527040.07726
bgd,2002,52304931.03897
bgd,2003,268285231.83169
bgd,2004,448905400.70768
bgd,2005,813321971.8752
bgd,2006,456523167.70382
bgd,2007,651029738.05482
bgd,2008,1328422986.51751
bgd,2009,901286583.13086
bgd,2010,1232258246.59254
bgd,2011,1264725163.33408
bgd,2012,1584403459.98466
bgd,2013,2602962095.36816
bgd,2014,2539190939.6837
bgd,2015,2831152765.15515
bgd,2016,2332724780.71108
bgd,2017,1810395803.56746
bgd,2018,2421626238.43717
bgd,2019,1908045387.02685
bgd,2020,1143190459.78725
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,4000000
bgr,1991,55900000
bgr,1992,41500000
bgr,1993,40000000
bgr,1994,105400000
bgr,1995,90400000
bgr,1996,109000000
bgr,1997,504800000
bgr,1998,537317256.15085
bgr,1999,818788154.86328
bgr,2000,1001503841.99968
bgr,2001,812942201.973
bgr,2002,904659791.08772
bgr,2003,2096788700.05598
bgr,2004,3072550961.81564
bgr,2005,4098122930.77934
bgr,2006,7874476255.43262
bgr,2007,13875270456.9117
bgr,2008,10296720633.7243
bgr,2009,3896664559.17164
bgr,2010,1842900000
bgr,2011,2103810000
bgr,2012,1788110000
bgr,2013,1989040000
bgr,2014,1093600000
bgr,2015,2221390000
bgr,2016,1488430000
bgr,2017,2007290000
bgr,2018,1809860000
bgr,2019,2221250000
bgr,2020,2701940000
bhr,1973,3399999.9
bhr,1974,110000
bhr,1975,1320000
bhr,1976,3210000
bhr,1977,650000
bhr,1978,22970508.33555
bhr,1979,145171539.85045
bhr,1980,-418036875.01996
bhr,1981,4150000
bhr,1982,28457446.8842
bhr,1983,64095744.85132
bhr,1984,140691489.51761
bhr,1985,101329787.23404
bhr,1986,-31914893.61702
bhr,1987,-35904255.31915
bhr,1988,222074468.08511
bhr,1989,180851063.82979
bhr,1990,91755319.14894
bhr,1991,619414893.61702
bhr,1992,868617021.2766
bhr,1993,-275000007.92332
bhr,1994,208244700.23554
bhr,1995,430586743.72459
bhr,1996,2048151879.61006
bhr,1997,329284164.22377
bhr,1998,179454413.27302
bhr,1999,453737837.97461
bhr,2000,363562321.90671
bhr,2001,80358858.36976
bhr,2002,216986881.64931
bhr,2003,516700276.44268
bhr,2004,865308118.62299
bhr,2005,1048601306.14142
bhr,2006,2914659868.30075
bhr,2007,1756312514.78198
bhr,2008,1793998354.54447
bhr,2009,257149561.4203
bhr,2010,155771009.16972
bhr,2011,780851063.82979
bhr,2012,1544680851.06383
bhr,2013,3727712765.95745
bhr,2014,1518617021.2766
bhr,2015,64893617.02128
bhr,2016,243351063.82979
bhr,2017,518882978.7234
bhr,2018,111170212.76596
bhr,2019,1501329787
bhr,2020,1006648936
bhs,1970,80319999.9
bhs,1971,54659999.9
bhs,1972,90430000
bhs,1973,102250000
bhs,1974,143440000
bhs,1975,17579999.9
bhs,1976,14600000
bhs,1977,31400000
bhs,1978,-1100000
bhs,1979,9600000
bhs,1980,4100000
bhs,1981,34400000
bhs,1982,2800000
bhs,1983,-6000000
bhs,1984,-4900000
bhs,1985,-30200000
bhs,1986,-13200000
bhs,1987,10800000
bhs,1988,36700000
bhs,1989,25400000
bhs,1990,-17000000
bhs,1991,-1300000
bhs,1992,300000
bhs,1993,27300000
bhs,1994,23600000
bhs,1995,106900000
bhs,1996,87800000
bhs,1997,210000000
bhs,1998,146900000
bhs,1999,149300000
bhs,2000,250250000
bhs,2001,102370000
bhs,2002,152790000
bhs,2003,190200000
bhs,2004,273600000
bhs,2005,563414700
bhs,2006,706380000
bhs,2007,713350000
bhs,2008,860156197.03
bhs,2009,663960000
bhs,2010,871970000
bhs,2011,666621000
bhs,2012,526171000
bhs,2013,382252000
bhs,2014,251277428.82
bhs,2015,76075924.75
bhs,2016,390400036.41
bhs,2017,304587573.11733
bhs,2018,491404689.22967
bhs,2019,264596251.69575
bhs,2020,359317700
bih,1998,66736468.36043
bih,1999,176780594.76051
bih,2000,146075610.87664
bih,2001,118495219.81302
bih,2002,267769568.9566
bih,2003,381784637.39141
bih,2004,889597294.54859
bih,2005,623812851.5592
bih,2006,845962876.35959
bih,2007,1841972230.25245
bih,2008,1004852659.85344
bih,2009,138511019.72786
bih,2010,443840207.09283
bih,2011,471610992.22079
bih,2012,391976946.37519
bih,2013,313295008.33153
bih,2014,544866345.45742
bih,2015,383089615.72934
bih,2016,313198153.35883
bih,2017,509429047.91513
bih,2018,601783317.14682
bih,2019,437713500.43447
bih,2020,410339586.15011
blr,1992,7000000
blr,1993,17600000
blr,1994,10500000
blr,1995,14700000
blr,1996,104500000
blr,1997,351600000
blr,1998,203200000
blr,1999,444000000
blr,2000,118800000
blr,2001,95800000
blr,2002,247100000
blr,2003,171800000
blr,2004,163800000
blr,2005,306600000
blr,2006,357100000
blr,2007,1807300000
blr,2008,2187900000
blr,2009,1876500000
blr,2010,1393400000
blr,2011,4002400000
blr,2012,1463600000
blr,2013,2246100000
blr,2014,1862000000
blr,2015,1652300000
blr,2016,1246900000
blr,2017,1276300000
blr,2018,1426500000
blr,2019,1273300000
blr,2020,1391600000
blz,1970,7089999.9
blz,1971,3339999.9
blz,1978,2000000
blz,1979,-50000
blz,1981,-2000000
blz,1984,-3700000
blz,1985,3700000
blz,1986,4600000
blz,1987,6850000
blz,1988,14000000
blz,1989,18650000
blz,1990,17200000
blz,1991,13600000
blz,1992,15600000
blz,1993,9200000
blz,1994,15369500
blz,1995,21050000
blz,1996,16580000
blz,1997,11955000
blz,1998,17650000
blz,1999,58671500
blz,2000,29564651.91667
blz,2001,61174888.86688
blz,2002,25461176.87824
blz,2003,-10924755.75335
blz,2004,111496166.35542
blz,2005,126908465.92206
blz,2006,108828544.57036
blz,2007,140373737.26858
blz,2008,169668449.48958
blz,2009,108840086.42387
blz,2010,96449877.0838
blz,2011,95348525.19173
blz,2012,194201408.78844
blz,2013,92247730.94265
blz,2014,141097030.34391
blz,2015,59119223.89815
blz,2016,32733410.9928
blz,2017,31831615.50139
blz,2018,122041646.95471
blz,2019,93910241.70337
blz,2020,76202813.50021
bmu,1997,34700000
bmu,1998,102700000
bmu,1999,60500000
bmu,2000,66900000
bmu,2001,41799999.9
bmu,2002,5400000
bmu,2003,12900000
bmu,2004,831600000
bmu,2005,43700000
bmu,2006,-88170000
bmu,2007,617153591.79428
bmu,2008,171529641.63249
bmu,2009,-70747817.16642
bmu,2010,222710475.85326
bmu,2011,-257865988.55836
bmu,2012,47614095.07438
bmu,2013,54904045.82984
bmu,2014,-3425440.52413
bmu,2015,-143094386.12
bmu,2016,-73213793.63356
bmu,2017,-288109270.99709
bmu,2018,95416371.5
bmu,2019,4389826.5
bmu,2020,476518083.75
bol,1970,19763999.9
bol,1971,1899999.9
bol,1972,16204999.9
bol,1973,4599999.9
bol,1974,44233000
bol,1975,61596999.9
bol,1976,-8100000
bol,1977,-1200000
bol,1978,11500000
bol,1979,35000000
bol,1980,47000000
bol,1981,75700000
bol,1982,31100000
bol,1983,7000000
bol,1984,7000000
bol,1985,10000000
bol,1986,10000000
bol,1987,38100000
bol,1988,-10100000
bol,1989,-24400000
bol,1990,27200000
bol,1991,52000000
bol,1992,93100000
bol,1993,123800000
bol,1994,130200000
bol,1995,392700000
bol,1996,474100000
bol,1997,730600000
bol,1998,949300000
bol,1999,1010500000
bol,2000,736350000
bol,2001,705756000
bol,2002,676543000
bol,2003,197400000
bol,2004,65430000
bol,2005,-238620000
bol,2006,280763457
bol,2007,366294241.5383
bol,2008,512335605.23714
bol,2009,423040000
bol,2010,621997989.54835
bol,2011,858941070.40094
bol,2012,1059965390.78481
bol,2013,1749612614.39791
bol,2014,656566350.80003
bol,2015,554643532.29718
bol,2016,335365530.42608
bol,2017,712474137.77502
bol,2018,302368781.37636
bol,2019,-216636843.1305
bol,2020,-1116073638.50161
bra,1970,391699999.9
bra,1971,449000000
bra,1972,459899999.9
bra,1973,1180700000
bra,1974,1207900000
bra,1975,1302000000
bra,1976,1555000000
bra,1977,1833000000
bra,1978,2006000000
bra,1979,2419000000
bra,1980,1911000000
bra,1981,2520000000
bra,1982,2910000000
bra,1983,1609000000
bra,1984,1594000000
bra,1985,1441000000
bra,1986,345000000
bra,1987,1169000000
bra,1988,2804000000
bra,1989,1131000000
bra,1990,989000000
bra,1991,1103000000
bra,1992,2061000000
bra,1993,1292000000
bra,1994,3072000000
bra,1995,4859000000
bra,1996,12552000000
bra,1997,18992934310.6468
bra,1998,28855609916.42
bra,1999,28385675614.9902
bra,2000,32994718699.75
bra,2001,23225846372.251
bra,2002,16586600193.114
bra,2003,10123013670.9901
bra,2004,18161380459.7533
bra,2005,15459981604.1196
bra,2006,19418085598.0794
bra,2007,44579492463.6336
bra,2008,50716402711.4787
bra,2009,31480931700
bra,2010,82389932468.07001
bra,2011,102427228231.42
bra,2012,92568388321.34
bra,2013,75211029129.39998
bra,2014,87713983217.24001
bra,2015,64738153494.44
bra,2016,74294627801.19
bra,2017,68885491315.23
bra,2018,78162724370.35001
bra,2019,69174411753.42999
bra,2020,37786286307.45
brb,1970,10868499.99457
brb,1971,15656171.6385
brb,1972,19139837.19389
brb,1973,5630300.31036
brb,1974,2397684.53423
brb,1975,4489152.48327
brb,1976,6897500
brb,1977,4914000
brb,1978,8987000
brb,1979,30305500
brb,1980,29300000
brb,1981,37300000
brb,1982,35150000
brb,1983,16150000
brb,1984,36000000
brb,1985,4850000
brb,1986,7750000
brb,1987,7100000
brb,1988,25979409.31
brb,1989,8682963.92
brb,1990,11213282.795
brb,1991,7424921.25
brb,1992,14450000
brb,1993,9402113.87
brb,1994,12950000
brb,1995,63803750.15
brb,1996,15836484.06
brb,1997,28203499.05
brb,1998,29160482.23
brb,1999,47539505.12
brb,2000,73696943.905
brb,2001,91504910.94
brb,2002,228343253.8
brb,2003,184701288.595
brb,2004,228334500
brb,2005,390061395.8643
brb,2006,342267498.215
brb,2007,476404576.96
brb,2008,615122884.63
brb,2009,356008255.11
brb,2010,425337312.585
brb,2011,459552936.365
brb,2012,528045664.5074
brb,2013,104089451.15948
brb,2014,753687476.11428
brb,2015,688525943.3091
brb,2016,557688983.73978
brb,2017,206157362.7
brb,2018,241596499.9
brb,2019,215370128.6
brb,2020,262100000
brn,1970,85530000
brn,1971,-17550000
brn,1972,-3779999.9
brn,1973,290000
brn,1974,2080000
brn,1975,850000
brn,1976,-30890000
brn,1977,-3290000
brn,1978,4570000
brn,1979,350000
brn,1980,-19570000
brn,1981,-11109999.9
brn,1982,6210000
brn,1983,3620000
brn,1984,800000
brn,1985,3669999.9
brn,1986,-6049999.9
brn,1987,-70000
brn,1988,460000
brn,1989,10000000
brn,1990,7000000
brn,1991,5000000
brn,1992,7000000
brn,1993,8000000
brn,1994,5889999.9
brn,1995,582760563.3
brn,1996,653600000
