geo,time,sh_sta_stnt_me_zs
ken,2000,38.9
ken,2001,38.7
ken,2002,38.4
ken,2003,38
ken,2004,37.5
ken,2005,36.8
ken,2006,36
ken,2007,34.9
ken,2008,33.6
ken,2009,32.2
ken,2010,30.7
ken,2011,29.2
ken,2012,27.8
ken,2013,26.5
ken,2014,25.4
ken,2015,24.3
ken,2016,23.4
ken,2017,22.5
ken,2018,21.5
ken,2019,20.4
ken,2020,19.4
kgz,2000,29.9
kgz,2001,28.6
kgz,2002,27.2
kgz,2003,25.9
kgz,2004,24.5
kgz,2005,23.1
kgz,2006,21.9
kgz,2007,20.7
kgz,2008,19.6
kgz,2009,18.6
kgz,2010,17.7
kgz,2011,16.8
kgz,2012,16
kgz,2013,15.2
kgz,2014,14.4
kgz,2015,13.6
kgz,2016,13
kgz,2017,12.4
kgz,2018,12.1
kgz,2019,11.7
kgz,2020,11.4
khm,2000,51.1
khm,2001,49.8
khm,2002,48.6
khm,2003,47.3
khm,2004,46.1
khm,2005,44.8
khm,2006,43.5
khm,2007,42.1
khm,2008,40.6
khm,2009,39.1
khm,2010,37.5
khm,2011,35.9
khm,2012,34.4
khm,2013,33
khm,2014,32
khm,2015,31.3
khm,2016,30.7
khm,2017,30.4
khm,2018,30.2
khm,2019,30
khm,2020,29.9
kir,2000,20.4
kir,2001,19.8
kir,2002,19.2
kir,2003,18.8
kir,2004,18.4
kir,2005,18.1
kir,2006,17.7
kir,2007,17.4
kir,2008,17.1
kir,2009,16.7
kir,2010,16.3
kir,2011,16
kir,2012,15.8
kir,2013,15.6
kir,2014,15.6
kir,2015,15.6
kir,2016,15.6
kir,2017,15.6
kir,2018,15.5
kir,2019,15.3
kir,2020,14.9
kor,2000,2.9
kor,2001,2.9
kor,2002,2.8
kor,2003,2.7
kor,2004,2.7
kor,2005,2.6
kor,2006,2.5
kor,2007,2.4
kor,2008,2.4
kor,2009,2.3
kor,2010,2.3
kor,2011,2.3
kor,2012,2.2
kor,2013,2.2
kor,2014,2.2
kor,2015,2.2
kor,2016,2.2
kor,2017,2.2
kor,2018,2.2
kor,2019,2.2
kor,2020,2.2
kwt,2000,4.2
kwt,2001,4.1
kwt,2002,4.1
kwt,2003,4.1
kwt,2004,4.2
kwt,2005,4.2
kwt,2006,4.2
kwt,2007,4.3
kwt,2008,4.4
kwt,2009,4.4
kwt,2010,4.5
kwt,2011,4.7
kwt,2012,4.8
kwt,2013,4.9
kwt,2014,5.1
kwt,2015,5.3
kwt,2016,5.4
kwt,2017,5.6
kwt,2018,5.7
kwt,2019,5.8
kwt,2020,6
lao,2000,49.7
lao,2001,49.3
lao,2002,49
lao,2003,48.6
lao,2004,48.1
lao,2005,47.6
lao,2006,46.9
lao,2007,46.1
lao,2008,45.2
lao,2009,44.2
lao,2010,43.2
lao,2011,42
lao,2012,40.7
lao,2013,39.4
lao,2014,38
lao,2015,36.5
lao,2016,35.1
lao,2017,33.7
lao,2018,32.4
lao,2019,31.2
lao,2020,30.2
lbn,2000,16
lbn,2001,15.9
lbn,2002,15.8
lbn,2003,15.8
lbn,2004,16.2
lbn,2005,16.6
lbn,2006,17.6
lbn,2007,17.9
lbn,2008,17.7
lbn,2009,16.8
lbn,2010,15.7
lbn,2011,14
lbn,2012,12.9
lbn,2013,12.2
lbn,2014,11.8
lbn,2015,11.4
lbn,2016,11.2
lbn,2017,11
lbn,2018,10.9
lbn,2019,10.6
lbn,2020,10.4
lbr,2000,45.1
lbr,2001,44.1
lbr,2002,43.2
lbr,2003,42.8
lbr,2004,42.1
lbr,2005,41.4
lbr,2006,40.7
lbr,2007,39.9
lbr,2008,38.9
lbr,2009,38.1
lbr,2010,37.3
lbr,2011,36.5
lbr,2012,35.6
lbr,2013,34.6
lbr,2014,34.3
lbr,2015,33.3
lbr,2016,32.3
lbr,2017,31.3
lbr,2018,30.3
lbr,2019,28.8
lbr,2020,28
lby,2000,20.5
lby,2001,20.6
lby,2002,21.1
lby,2003,21.6
lby,2004,22.1
lby,2005,22.6
lby,2006,23.2
lby,2007,23.7
lby,2008,24.5
lby,2009,25.3
lby,2010,26.2
lby,2011,28.1
lby,2012,29.3
lby,2013,30.7
lby,2014,32.8
lby,2015,34.8
lby,2016,36.4
lby,2017,38.3
lby,2018,40.1
lby,2019,41.5
lby,2020,43.5
lca,2000,3.8
lca,2001,3.7
lca,2002,3.5
lca,2003,3.4
lca,2004,3.3
lca,2005,3.1
lca,2006,3
lca,2007,3
lca,2008,2.9
lca,2009,2.8
lca,2010,2.8
lca,2011,2.7
lca,2012,2.7
lca,2013,2.7
lca,2014,2.7
lca,2015,2.6
lca,2016,2.6
lca,2017,2.7
lca,2018,2.7
lca,2019,2.7
lca,2020,2.8
lka,2000,20.6
lka,2001,20.1
lka,2002,19.6
lka,2003,19.1
lka,2004,18.7
lka,2005,18.3
lka,2006,17.9
lka,2007,17.6
lka,2008,17.5
lka,2009,17.3
lka,2010,17.2
lka,2011,17
lka,2012,16.8
lka,2013,16.6
lka,2014,16.5
lka,2015,16.3
lka,2016,16.3
lka,2017,16.2
lka,2018,16.2
lka,2019,16.1
lka,2020,16
lso,2000,41
lso,2001,41.1
lso,2002,41.3
lso,2003,41.5
lso,2004,41.7
lso,2005,41.8
lso,2006,41.7
lso,2007,41.4
lso,2008,41
lso,2009,40.4
lso,2010,39.7
lso,2011,38.8
lso,2012,37.7
lso,2013,36.4
lso,2014,35.4
lso,2015,34.4
lso,2016,33.8
lso,2017,33.2
lso,2018,32.9
lso,2019,32.4
lso,2020,32.1
mar,2000,25.2
mar,2001,24
mar,2002,23
mar,2003,21.9
mar,2004,21.1
mar,2005,20.3
mar,2006,19.6
mar,2007,19
mar,2008,18.5
mar,2009,17.9
mar,2010,17.4
mar,2011,16.9
mar,2012,16.4
mar,2013,16
mar,2014,15.5
mar,2015,15.1
mar,2016,14.7
mar,2017,14.2
mar,2018,13.8
mar,2019,13.4
mar,2020,12.9
mda,2000,12.3
mda,2001,11.9
mda,2002,11.4
mda,2003,10.9
mda,2004,10.4
mda,2005,9.9
mda,2006,9.4
mda,2007,8.9
mda,2008,8.5
mda,2009,8.1
mda,2010,7.8
mda,2011,7.4
mda,2012,7.1
mda,2013,6.7
mda,2014,6.5
mda,2015,6.2
mda,2016,5.9
mda,2017,5.6
mda,2018,5.4
mda,2019,5.1
mda,2020,4.9
mdg,2000,55.2
mdg,2001,54.7
mdg,2002,54.3
mdg,2003,53.7
mdg,2004,53
mdg,2005,52.2
mdg,2006,51.5
mdg,2007,50.7
mdg,2008,50.1
mdg,2009,49.6
mdg,2010,49.1
mdg,2011,48.5
mdg,2012,47.9
mdg,2013,47.1
mdg,2014,46.2
mdg,2015,45.3
mdg,2016,44.4
mdg,2017,43.4
mdg,2018,42.4
mdg,2019,41.3
mdg,2020,40.2
mdv,2000,33.6
mdv,2001,32.3
mdv,2002,30.7
mdv,2003,28.8
mdv,2004,26.8
mdv,2005,24.9
mdv,2006,23.1
mdv,2007,21.5
mdv,2008,20.1
mdv,2009,19.1
mdv,2010,18.3
mdv,2011,17.7
mdv,2012,17.2
mdv,2013,16.9
mdv,2014,16.6
mdv,2015,16.2
mdv,2016,15.8
mdv,2017,15.5
mdv,2018,15.1
mdv,2019,14.6
mdv,2020,14.2
mex,2000,20.3
mex,2001,19.5
mex,2002,18.7
mex,2003,17.9
mex,2004,17.2
mex,2005,16.4
mex,2006,15.8
mex,2007,15.1
mex,2008,14.5
mex,2009,14
mex,2010,13.5
mex,2011,13.1
mex,2012,12.7
mex,2013,12.6
mex,2014,12.5
mex,2015,12.4
mex,2016,12.4
mex,2017,12.5
mex,2018,12.4
mex,2019,12.2
mex,2020,12.1
mhl,2000,38.2
mhl,2001,37.4
mhl,2002,36.5
mhl,2003,36.3
mhl,2004,36.4
mhl,2005,35.7
mhl,2006,36.3
mhl,2007,37.1
mhl,2008,37.6
mhl,2009,37.8
mhl,2010,37.6
mhl,2011,36.8
mhl,2012,36.2
mhl,2013,35.8
mhl,2014,35.2
mhl,2015,35
mhl,2016,34.8
mhl,2017,34.3
mhl,2018,33.5
mhl,2019,32.8
mhl,2020,32.2
mkd,2000,8.8
mkd,2001,8.8
mkd,2002,8.8
mkd,2003,8.9
mkd,2004,8.8
mkd,2005,8.7
mkd,2006,8.4
mkd,2007,8
mkd,2008,7.6
mkd,2009,7.1
mkd,2010,6.6
mkd,2011,6.2
mkd,2012,5.8
mkd,2013,5.5
mkd,2014,5.2
mkd,2015,5
mkd,2016,4.8
mkd,2017,4.6
mkd,2018,4.4
mkd,2019,4.2
mkd,2020,4.1
mli,2000,40
mli,2001,39.4
mli,2002,38.6
mli,2003,37.9
mli,2004,37.1
mli,2005,36.3
mli,2006,35.4
mli,2007,34.6
mli,2008,33.7
mli,2009,32.9
mli,2010,32.2
mli,2011,31.5
mli,2012,30.9
mli,2013,30.4
mli,2014,29.8
mli,2015,29.1
mli,2016,28.4
mli,2017,27.7
mli,2018,27
mli,2019,26.3
mli,2020,25.7
mmr,2000,47
mmr,2001,45.3
mmr,2002,43.6
mmr,2003,42.1
mmr,2004,40.6
mmr,2005,39.1
mmr,2006,37.7
mmr,2007,36.4
mmr,2008,35.2
mmr,2009,34.1
mmr,2010,33.2
mmr,2011,32.5
mmr,2012,31.9
mmr,2013,31.1
mmr,2014,30.3
mmr,2015,29.5
mmr,2016,28.6
mmr,2017,27.8
mmr,2018,26.9
mmr,2019,26.1
mmr,2020,25.2
mne,2000,8.7
mne,2001,8.6
mne,2002,8.6
mne,2003,8.6
mne,2004,8.6
mne,2005,8.5
mne,2006,8.5
mne,2007,8.4
mne,2008,8.4
mne,2009,8.3
mne,2010,8.3
mne,2011,8.2
mne,2012,8.2
mne,2013,8.1
mne,2014,8
mne,2015,8
mne,2016,8
mne,2017,8
mne,2018,8.1
mne,2019,8.1
mne,2020,8.1
mng,2000,29.4
mng,2001,28.5
mng,2002,27.4
mng,2003,26.2
mng,2004,24.8
mng,2005,23.3
mng,2006,21.7
mng,2007,20
mng,2008,18.3
mng,2009,16.7
mng,2010,15.2
mng,2011,13.7
mng,2012,12.6
mng,2013,11.7
mng,2014,10.8
mng,2015,10.1
mng,2016,9.4
mng,2017,8.7
mng,2018,8.1
mng,2019,7.6
mng,2020,7.1
moz,2000,50.5
moz,2001,49.5
moz,2002,48.5
moz,2003,47.5
moz,2004,46.7
moz,2005,45.9
moz,2006,45.1
moz,2007,44.4
moz,2008,43.8
moz,2009,43.4
moz,2010,43.1
moz,2011,43
moz,2012,42.9
moz,2013,42.7
moz,2014,42.3
moz,2015,41.7
moz,2016,40.8
moz,2017,40
moz,2018,39.2
moz,2019,38.4
moz,2020,37.8
mrt,2000,40.4
mrt,2001,38.6
mrt,2002,36.8
mrt,2003,35.1
mrt,2004,33.6
mrt,2005,32.3
mrt,2006,31
mrt,2007,30
mrt,2008,29.2
mrt,2009,28.5
mrt,2010,27.9
mrt,2011,27.4
mrt,2012,27
mrt,2013,26.7
mrt,2014,26.3
mrt,2015,26
mrt,2016,25.7
mrt,2017,25.5
mrt,2018,25.1
mrt,2019,24.7
mrt,2020,24.2
mus,2000,12.7
mus,2001,12.2
mus,2002,11.6
mus,2003,11
mus,2004,10.5
mus,2005,10.1
mus,2006,9.7
mus,2007,9.6
mus,2008,9.4
mus,2009,9.2
mus,2010,9.2
mus,2011,9.1
mus,2012,9
mus,2013,8.9
mus,2014,8.9
mus,2015,8.9
mus,2016,8.9
mus,2017,8.9
mus,2018,8.8
mus,2019,8.8
mus,2020,8.7
mwi,2000,55.7
mwi,2001,55.3
mwi,2002,54.9
mwi,2003,54.3
mwi,2004,53.6
mwi,2005,52.8
mwi,2006,51.9
mwi,2007,50.8
mwi,2008,49.5
mwi,2009,48.2
mwi,2010,46.8
mwi,2011,45.3
mwi,2012,43.8
mwi,2013,42.4
mwi,2014,41.2
mwi,2015,40.2
mwi,2016,39.5
mwi,2017,39.1
mwi,2018,38.5
mwi,2019,37.8
mwi,2020,37
mys,2000,20
mys,2001,19.5
mys,2002,19.1
mys,2003,18.8
mys,2004,18.6
mys,2005,18.3
mys,2006,18.1
mys,2007,17.9
mys,2008,17.9
mys,2009,17.8
mys,2010,17.9
mys,2011,18.1
mys,2012,18.3
mys,2013,18.5
mys,2014,18.8
mys,2015,19.1
mys,2016,19.5
mys,2017,19.9
mys,2018,20.3
mys,2019,20.6
mys,2020,20.9
nam,2000,30.3
nam,2001,30.2
nam,2002,30
nam,2003,29.6
nam,2004,29.1
nam,2005,28.6
nam,2006,28.2
nam,2007,27.7
nam,2008,27.2
nam,2009,26.6
nam,2010,25.9
nam,2011,24.9
nam,2012,24.1
nam,2013,23.3
nam,2014,22.5
nam,2015,21.7
nam,2016,20.8
nam,2017,20.1
nam,2018,19.5
nam,2019,18.9
nam,2020,18.4
ner,2000,52.1
ner,2001,52
ner,2002,51.9
ner,2003,51.6
ner,2004,51.3
ner,2005,51
ner,2006,50.7
ner,2007,50.3
ner,2008,49.9
ner,2009,49.5
ner,2010,49.2
ner,2011,48.7
ner,2012,48.3
ner,2013,47.7
ner,2014,47.4
ner,2015,47.2
ner,2016,47.1
ner,2017,47
ner,2018,46.9
ner,2019,46.8
ner,2020,46.7
nga,2000,42.3
nga,2001,42
nga,2002,41.7
nga,2003,41.4
nga,2004,41.1
nga,2005,40.7
nga,2006,40.3
nga,2007,39.9
nga,2008,39.6
nga,2009,39.2
nga,2010,38.8
nga,2011,38.4
nga,2012,38
nga,2013,37.6
nga,2014,37.3
nga,2015,37
nga,2016,36.7
nga,2017,36.5
nga,2018,36.1
nga,2019,35.7
nga,2020,35.3
nic,2000,25.3
nic,2001,24.4
nic,2002,23.6
nic,2003,22.9
nic,2004,22.3
nic,2005,21.6
nic,2006,21
nic,2007,20.3
nic,2008,19.6
nic,2009,19
nic,2010,18.4
nic,2011,17.9
nic,2012,17.4
nic,2013,16.9
nic,2014,16.5
nic,2015,16
nic,2016,15.5
nic,2017,15.1
nic,2018,14.7
nic,2019,14.4
nic,2020,14.1
nld,2000,1.3
nld,2001,1.4
nld,2002,1.4
nld,2003,1.4
nld,2004,1.4
nld,2005,1.4
nld,2006,1.4
nld,2007,1.4
nld,2008,1.5
nld,2009,1.5
nld,2010,1.5
nld,2011,1.5
nld,2012,1.5
nld,2013,1.5
nld,2014,1.5
nld,2015,1.5
nld,2016,1.5
nld,2017,1.5
nld,2018,1.6
nld,2019,1.6
nld,2020,1.6
npl,2000,57.9
npl,2001,56.2
npl,2002,54.4
npl,2003,52.7
npl,2004,51.1
npl,2005,49.5
npl,2006,48
npl,2007,46.6
npl,2008,45.3
npl,2009,44.1
npl,2010,42.8
npl,2011,41.6
npl,2012,40.3
npl,2013,39.1
npl,2014,37.8
npl,2015,36.4
npl,2016,35
npl,2017,33.8
npl,2018,32.5
npl,2019,31.4
npl,2020,30.4
nru,2000,26.8
nru,2001,26.6
nru,2002,26.5
nru,2003,26.2
nru,2004,25.9
nru,2005,25.3
nru,2006,24.7
nru,2007,24
nru,2008,23.3
nru,2009,22.5
nru,2010,21.6
nru,2011,20.9
nru,2012,20.3
nru,2013,19.5
nru,2014,19
nru,2015,18.2
nru,2016,17.5
nru,2017,16.9
nru,2018,16.3
nru,2019,15.5
nru,2020,15
omn,2000,15.1
omn,2001,14.4
omn,2002,13.7
omn,2003,13.1
omn,2004,12.6
omn,2005,12.3
omn,2006,12
omn,2007,11.7
omn,2008,11.5
omn,2009,11.4
omn,2010,11.3
omn,2011,11.3
omn,2012,11.3
omn,2013,11.4
omn,2014,11.5
omn,2015,11.7
omn,2016,11.8
omn,2017,11.9
omn,2018,12
omn,2019,12.1
omn,2020,12.2
pak,2000,42.1
pak,2001,42.4
pak,2002,42.8
pak,2003,43.2
pak,2004,43.6
pak,2005,43.8
pak,2006,44.1
pak,2007,44.2
pak,2008,44.4
pak,2009,44.3
pak,2010,44.2
pak,2011,43.8
pak,2012,43.4
pak,2013,42.8
pak,2014,42.1
pak,2015,41.3
pak,2016,40.4
pak,2017,39.4
pak,2018,38.5
pak,2019,37.5
pak,2020,36.7
pan,2000,18.5
pan,2001,18.7
pan,2002,19.1
pan,2003,19.7
pan,2004,20.2
pan,2005,20.7
pan,2006,21.1
pan,2007,21.3
pan,2008,21.2
pan,2009,21.1
pan,2010,20.9
pan,2011,20.5
pan,2012,20
pan,2013,19.4
pan,2014,18.7
pan,2015,18.1
pan,2016,17.3
pan,2017,16.7
pan,2018,16
pan,2019,15.4
pan,2020,14.7
per,2000,31.7
per,2001,31.1
per,2002,30.3
per,2003,29.5
per,2004,28.6
per,2005,28
per,2006,27
per,2007,26
per,2008,24.9
per,2009,23.5
per,2010,21.8
per,2011,20.3
per,2012,18.8
per,2013,17.4
per,2014,16.1
per,2015,15
per,2016,13.9
per,2017,13
per,2018,12.1
per,2019,11.4
per,2020,10.8
phl,2000,35.7
phl,2001,35.3
phl,2002,35
phl,2003,34.6
phl,2004,34.3
phl,2005,34
phl,2006,33.7
phl,2007,33.4
phl,2008,33.1
phl,2009,32.9
phl,2010,32.7
phl,2011,32.4
phl,2012,32.2
phl,2013,31.8
phl,2014,31.3
phl,2015,31.1
phl,2016,30.5
phl,2017,29.9
phl,2018,29.9
phl,2019,29.4
phl,2020,28.7
png,2000,41.9
png,2001,42.1
png,2002,42.4
png,2003,42.9
png,2004,43.4
png,2005,44
png,2006,44.4
png,2007,45
png,2008,45.6
png,2009,46.1
png,2010,46.6
png,2011,46.9
png,2012,47.2
png,2013,47.2
png,2014,47.3
png,2015,47.5
png,2016,47.6
png,2017,47.9
png,2018,48.1
png,2019,48.3
png,2020,48.4
pol,2000,3.3
pol,2001,3.2
pol,2002,3
pol,2003,2.9
pol,2004,2.8
pol,2005,2.7
pol,2006,2.6
pol,2007,2.6
pol,2008,2.5
pol,2009,2.5
pol,2010,2.4
pol,2011,2.4
pol,2012,2.3
pol,2013,2.3
pol,2014,2.3
pol,2015,2.3
pol,2016,2.3
pol,2017,2.3
pol,2018,2.3
pol,2019,2.3
pol,2020,2.3
prk,2000,54.4
prk,2001,52.3
prk,2002,49
prk,2003,46.1
prk,2004,43.3
prk,2005,40.4
prk,2006,37.7
prk,2007,35.1
prk,2008,32.8
prk,2009,30.8
prk,2010,29
prk,2011,27.5
prk,2012,26.1
prk,2013,24.9
prk,2014,23.7
prk,2015,22.6
prk,2016,21.7
prk,2017,20.7
prk,2018,19.8
prk,2019,18.9
prk,2020,18.2
prt,2000,4.9
prt,2001,4.8
prt,2002,4.8
prt,2003,4.7
prt,2004,4.6
prt,2005,4.5
prt,2006,4.4
prt,2007,4.3
prt,2008,4.2
prt,2009,4.1
prt,2010,4
prt,2011,3.9
prt,2012,3.8
prt,2013,3.7
prt,2014,3.6
prt,2015,3.6
prt,2016,3.5
prt,2017,3.4
prt,2018,3.4
prt,2019,3.3
prt,2020,3.3
pry,2000,18.3
pry,2001,18.1
pry,2002,17.9
pry,2003,17.6
pry,2004,17.2
pry,2005,16.5
pry,2006,15.6
pry,2007,14.6
pry,2008,13.6
pry,2009,12.5
pry,2010,11.5
pry,2011,10.5
pry,2012,9.6
pry,2013,8.7
pry,2014,7.9
pry,2015,7.3
pry,2016,6.6
pry,2017,6
pry,2018,5.5
pry,2019,5
pry,2020,4.6
pse,2000,9.9
pse,2001,10.1
pse,2002,10.4
pse,2003,10.7
pse,2004,10.9
pse,2005,11
pse,2006,11.2
pse,2007,11.2
pse,2008,11.3
pse,2009,11.3
pse,2010,11.1
pse,2011,10.7
pse,2012,10.3
pse,2013,9.8
pse,2014,9.3
pse,2015,9
pse,2016,8.6
pse,2017,8.3
pse,2018,8.1
pse,2019,7.9
pse,2020,7.8
qat,2000,9.4
qat,2001,9
qat,2002,8.6
qat,2003,8.2
qat,2004,7.8
qat,2005,7.3
qat,2006,7
qat,2007,6.8
qat,2008,6.6
qat,2009,6.4
qat,2010,6.2
qat,2011,6.1
qat,2012,6
qat,2013,5.9
qat,2014,5.8
qat,2015,5.6
qat,2016,5.4
qat,2017,5.1
qat,2018,4.9
qat,2019,4.7
qat,2020,4.6
rou,2000,13.7
rou,2001,13.6
rou,2002,13.4
rou,2003,13.3
rou,2004,12.9
rou,2005,12.7
rou,2006,12.4
rou,2007,12.1
rou,2008,11.8
rou,2009,11.5
rou,2010,11.1
rou,2011,10.9
rou,2012,10.6
rou,2013,10.4
rou,2014,10.3
rou,2015,10.2
rou,2016,10.1
rou,2017,10.1
rou,2018,10
rou,2019,9.9
rou,2020,9.7
rwa,2000,49.1
rwa,2001,49.5
rwa,2002,49.7
rwa,2003,50
rwa,2004,50.1
rwa,2005,50.1
rwa,2006,49.7
rwa,2007,48.8
rwa,2008,47.5
rwa,2009,46
rwa,2010,44.1
rwa,2011,42.2
rwa,2012,40.5
rwa,2013,39
rwa,2014,37.8
rwa,2015,36.7
rwa,2016,35.9
rwa,2017,35.1
rwa,2018,34.3
rwa,2019,33.4
rwa,2020,32.6
sau,2000,13.3
sau,2001,12.3
sau,2002,11.4
sau,2003,10.5
sau,2004,9.6
sau,2005,8.9
sau,2006,8.2
sau,2007,7.6
sau,2008,7.1
sau,2009,6.6
sau,2010,6.2
sau,2011,5.8
sau,2012,5.5
sau,2013,5.2
sau,2014,4.9
sau,2015,4.7
sau,2016,4.5
sau,2017,4.4
sau,2018,4.2
sau,2019,4.1
sau,2020,3.9
sdn,2000,40.8
sdn,2001,40.3
sdn,2002,39.8
sdn,2003,39.4
sdn,2004,39
sdn,2005,38.6
sdn,2006,38.2
sdn,2007,37.8
sdn,2008,37.5
sdn,2009,37.1
sdn,2010,36.7
sdn,2011,36.3
sdn,2012,36
sdn,2013,35.8
sdn,2014,35.5
sdn,2015,35.3
sdn,2016,35
sdn,2017,34.7
sdn,2018,34.4
sdn,2019,34.1
sdn,2020,33.7
sen,2000,25.4
sen,2001,24.6
sen,2002,23.8
sen,2003,23.1
sen,2004,22.5
sen,2005,21.9
sen,2006,21.3
sen,2007,20.8
sen,2008,20.5
sen,2009,20.1
sen,2010,19.9
sen,2011,19.8
sen,2012,19.8
sen,2013,19.8
sen,2014,19.7
sen,2015,19.5
sen,2016,19.2
sen,2017,18.7
sen,2018,18.3
sen,2019,17.8
sen,2020,17.2
sgp,2000,4.4
sgp,2001,4.3
sgp,2002,4.2
sgp,2003,4.1
sgp,2004,4
sgp,2005,3.9
sgp,2006,3.8
sgp,2007,3.7
sgp,2008,3.5
sgp,2009,3.4
sgp,2010,3.3
sgp,2011,3.2
sgp,2012,3.2
sgp,2013,3.1
sgp,2014,3.1
sgp,2015,3
sgp,2016,3
sgp,2017,2.9
sgp,2018,2.9
sgp,2019,2.9
sgp,2020,2.8
slb,2000,34
slb,2001,33.9
slb,2002,34
slb,2003,34.1
slb,2004,34.2
slb,2005,34.2
slb,2006,34.1
slb,2007,33.9
slb,2008,33.5
slb,2009,33.3
slb,2010,33
slb,2011,32.5
slb,2012,31.9
slb,2013,31.4
slb,2014,30.9
slb,2015,30.5
slb,2016,30.2
slb,2017,30
slb,2018,29.7
slb,2019,29.5
slb,2020,29.3
sle,2000,38.7
sle,2001,39
sle,2002,39.1
sle,2003,39.2
sle,2004,39.2
sle,2005,39.2
sle,2006,39.2
sle,2007,39.1
sle,2008,38.8
sle,2009,38.2
sle,2010,37.4
sle,2011,36.4
sle,2012,35.4
sle,2013,34.3
sle,2014,33.4
sle,2015,32.6
sle,2016,31.7
sle,2017,30.6
sle,2018,28.8
sle,2019,27.7
sle,2020,26.8
slv,2000,28.8
slv,2001,27.6
slv,2002,26.4
slv,2003,25.2
slv,2004,24.1
slv,2005,23
slv,2006,21.8
slv,2007,20.6
slv,2008,19.5
slv,2009,18.5
slv,2010,17.6
slv,2011,16.8
slv,2012,16
slv,2013,15.2
slv,2014,14.4
slv,2015,13.5
slv,2016,12.8
slv,2017,12.4
slv,2018,12
slv,2019,11.6
slv,2020,11.2
som,2000,31.9
som,2001,32
som,2002,32.2
som,2003,32.4
som,2004,32.5
som,2005,32.6
som,2006,32.6
som,2007,32.5
som,2008,32.4
som,2009,32.1
som,2010,31.9
som,2011,31.5
som,2012,31.1
som,2013,30.7
som,2014,30.2
som,2015,29.7
som,2016,29.3
som,2017,28.8
som,2018,28.3
som,2019,27.9
som,2020,27.4
srb,2000,9.7
srb,2001,9.5
srb,2002,9.2
srb,2003,9
srb,2004,8.5
srb,2005,8.1
srb,2006,7.8
srb,2007,7.5
srb,2008,7.1
srb,2009,6.7
srb,2010,6.5
srb,2011,6.3
srb,2012,6.2
srb,2013,6.1
srb,2014,6
srb,2015,6
srb,2016,5.9
srb,2017,5.8
srb,2018,5.7
srb,2019,5.5
srb,2020,5.3
ssd,2000,38.9
ssd,2001,38.2
ssd,2002,37.6
ssd,2003,36.9
ssd,2004,36.2
ssd,2005,35.6
ssd,2006,35
ssd,2007,34.4
ssd,2008,33.9
ssd,2009,33.3
ssd,2010,32.8
ssd,2011,32.4
ssd,2012,32.1
ssd,2013,31.8
ssd,2014,31.6
ssd,2015,31.4
ssd,2016,31.3
ssd,2017,31.2
ssd,2018,31
ssd,2019,30.8
ssd,2020,30.6
stp,2000,31.1
stp,2001,30
stp,2002,28.6
stp,2003,27.1
stp,2004,25.8
stp,2005,24.5
stp,2006,23.4
stp,2007,22.5
stp,2008,21.7
stp,2009,20.9
stp,2010,20.1
stp,2011,19.3
stp,2012,18.3
stp,2013,17.4
stp,2014,16.4
stp,2015,15.6
stp,2016,14.7
stp,2017,13.8
stp,2018,13.1
stp,2019,12.4
stp,2020,11.8
sur,2000,13.9
sur,2001,13.3
sur,2002,12.7
sur,2003,12
sur,2004,11.4
sur,2005,10.9
sur,2006,10.5
sur,2007,10.1
sur,2008,9.8
sur,2009,9.4
sur,2010,9.1
sur,2011,8.8
sur,2012,8.7
sur,2013,8.6
sur,2014,8.6
sur,2015,8.5
sur,2016,8.5
sur,2017,8.4
sur,2018,8.3
sur,2019,8.2
sur,2020,8
swz,2000,36.8
swz,2001,36.5
swz,2002,36.1
swz,2003,35.5
swz,2004,34.9
swz,2005,34.5
swz,2006,34
swz,2007,33.5
swz,2008,32.9
swz,2009,32.1
swz,2010,31.1
swz,2011,30.1
swz,2012,29.2
swz,2013,28.2
swz,2014,27.2
swz,2015,26.4
swz,2016,25.6
swz,2017,24.7
swz,2018,24.1
swz,2019,23.3
swz,2020,22.6
syc,2000,10.9
syc,2001,10.4
syc,2002,9.8
syc,2003,9.4
syc,2004,9.1
syc,2005,8.8
syc,2006,8.6
syc,2007,8.4
syc,2008,8.3
syc,2009,8.2
syc,2010,8.1
syc,2011,8.1
syc,2012,8
syc,2013,8
syc,2014,8
syc,2015,7.9
syc,2016,7.8
syc,2017,7.8
syc,2018,7.6
syc,2019,7.5
syc,2020,7.4
syr,2000,28.1
syr,2001,28.4
syr,2002,28.7
syr,2003,29
syr,2004,29
syr,2005,28.8
syr,2006,28.4
syr,2007,28.1
syr,2008,27.6
syr,2009,27.2
syr,2010,26.9
syr,2011,26.8
syr,2012,27.6
syr,2013,28.5
syr,2014,29.5
syr,2015,30.5
syr,2016,31.2
syr,2017,31.1
syr,2018,30.9
syr,2019,30.3
syr,2020,29.6
tcd,2000,42.5
tcd,2001,42.4
tcd,2002,42.2
tcd,2003,42.1
tcd,2004,41.8
tcd,2005,41.5
tcd,2006,41.2
tcd,2007,40.9
tcd,2008,40.5
tcd,2009,40.1
tcd,2010,39.6
tcd,2011,39.2
tcd,2012,38.7
tcd,2013,38.4
tcd,2014,37.9
tcd,2015,37.4
tcd,2016,36.9
tcd,2017,36.4
tcd,2018,36
tcd,2019,35.5
tcd,2020,35
tgo,2000,35.2
tgo,2001,34.7
tgo,2002,34.1
tgo,2003,33.4
tgo,2004,32.6
tgo,2005,32
tgo,2006,31.2
tgo,2007,30.5
