geo,time,ny_adj_svng_cd
ago,2000,-571581098.80501
ago,2001,-1699500305.55363
ago,2002,473503906.32392
ago,2003,585084431.28199
ago,2004,-626586254.28532
ago,2005,149962170.54283
ago,2006,1791149383.6163
ago,2007,-1419529292.05727
ago,2008,-11789646985.104
ago,2009,-3888667451.50785
ago,2010,-2916906951.61542
ago,2011,-2547247484.53534
ago,2012,363195676.61268
ago,2013,-1423422381.63988
ago,2014,2520920912.68388
ago,2015,7973434659.09984
ago,2016,6225378404.42813
ago,2017,942765765.36001
ago,2018,-5054600770.8694
ago,2019,-5572466183.30719
alb,1990,-118711555.11367
alb,1991,-420238494.18149
alb,1992,-269166700.13927
alb,1993,-75393946.78647
alb,1994,-197055645.75871
alb,1995,105071512.62848
alb,1996,179807032.31159
alb,1997,-138195812.5378
alb,1998,188215150.86901
alb,1999,162555843.47111
alb,2000,558285145.59847
alb,2001,776029555.43385
alb,2002,694352221.10647
alb,2003,949672156.7135
alb,2004,1426688327.68655
alb,2005,1671706788.0355
alb,2006,1777976082.79598
alb,2007,1384234467.0518
alb,2008,887858600.59218
alb,2009,742392284.94632
alb,2010,972697555.65548
alb,2011,814270698.19602
alb,2012,564082473.72084
alb,2013,392094129.26819
alb,2014,83014926.82716
alb,2015,-4711490.14823
alb,2016,122319698.45104
alb,2017,19969361.43404
alb,2018,88780541.39162
alb,2019,-348556712.01972
arg,1990,7531820340.19814
arg,1991,10205306371.8126
arg,1992,14915239231.3992
arg,1993,21239996467.7158
arg,1994,21051428908.2037
arg,1995,18311953053.3249
arg,1996,22669785022.4231
arg,1997,20874104387.0091
arg,1998,22021268141.7188
arg,1999,10875981257.4186
arg,2000,11133136867.8035
arg,2001,10545660564.7142
arg,2002,4181044346.01111
arg,2003,8832550000.01175
arg,2004,-389256103.22105
arg,2005,109945661.79242
arg,2006,19950624680.1146
arg,2007,32015864896.5518
arg,2008,36561238718.8095
arg,2009,25119750899.9594
arg,2010,28293575570.583
arg,2011,36688486285.48409
arg,2012,28464838784.106
arg,2013,22376440260.3081
arg,2014,22923441855.1939
arg,2015,27964608710.178
arg,2016,26746036252.797
arg,2017,30148436560.43209
arg,2018,22639021783.1922
arg,2019,21892238043.481
arm,1995,-270890018.00479
arm,1996,-237780806.93539
arm,1997,-229704898.17727
arm,1998,-297096903.57936
arm,1999,-255663966.46003
arm,2000,-354855467.15929
arm,2001,-248853466.31364
arm,2002,-166254959.46744
arm,2003,14058661.65172
arm,2004,182798057.00962
arm,2005,514756324.48679
arm,2006,1032354039.86349
arm,2007,1545278188.89479
arm,2008,2007739056.44082
arm,2009,235742556.75547
arm,2010,24508503.00751
arm,2011,-167651326.52582
arm,2012,164821325.42308
arm,2013,241571796.74253
arm,2014,72149515.44911
arm,2015,533229194.55612
arm,2016,438805991.49834
arm,2017,415387285.1442
arm,2018,153579667.08839
arm,2019,-570344493.78862
aus,1990,27570606743.3922
aus,1991,18691823755.8342
aus,1992,10563706018.695
aus,1993,18424556287.901
aus,1994,25123950249.94749
aus,1995,24141991252.2661
aus,1996,30178126015.924
aus,1997,34901741053.9874
aus,1998,30586587929.48109
aus,1999,25633414852.5885
aus,2000,25145559718.068
aus,2001,22173775503.09109
aus,2002,28128783144.0212
aus,2003,33212535384.7618
aus,2004,46503870843.84049
aus,2005,43020473341.7474
aus,2006,47464881199.9358
aus,2007,47256181502.6464
aus,2008,61228622854.7834
aus,2009,83224998869.826
aus,2010,80890534834.3231
aus,2011,116671571465.01801
aus,2012,155061255126.66501
aus,2013,149010504637.73801
aus,2014,117173417463.745
aus,2015,95609500722.19888
aus,2016,62296620785.2426
aus,2017,84784235026.5898
aus,2018,82728152022.8143
aus,2019,85699502388.7957
aut,2005,43294734880.4369
aut,2006,49131344908.1183
aut,2007,63311523927.0736
aut,2008,71424642886.261
aut,2009,49270458502.7982
aut,2010,51411681256.3351
aut,2011,58434239822.0256
aut,2012,52069172589.4554
aut,2013,52511733134.7958
aut,2014,55592163813.7803
aut,2015,46810759210.0316
aut,2016,54578383651.8727
aut,2017,53252894638.6944
aut,2018,60257242004.0147
aut,2019,65006275942.4514
aze,1998,-1044873799.42767
aze,1999,-1208014760.81479
aze,2000,-1591405311.51199
aze,2001,-1073846870.04795
aze,2002,-556685316.7606
aze,2003,-205724057.89559
aze,2004,-82950998.70039
aze,2005,967789946.89161
aze,2006,1992611397.73798
aze,2007,4240027675.39516
aze,2008,8228484434.94502
aze,2009,6893967867.19272
aze,2010,9099223773.76563
aze,2011,12433003470.3291
aze,2012,13145260106.645
aze,2013,15344201490.6059
aze,2014,15191980093.1535
aze,2015,6375325007.51601
aze,2016,1874286069.77738
aze,2017,3340716736.21553
aze,2018,3273967843.49902
aze,2019,2699299262.76617
bdi,1990,-245188747.24439
bdi,1991,-200074266.31612
bdi,1992,-265832107.01896
bdi,1993,-169287402.58347
bdi,1994,-246908431.8862
bdi,1995,-330867803.22852
bdi,1996,-357653290.66448
bdi,1997,-328206201.99379
bdi,1998,-371791739.37208
bdi,1999,-235191423.10722
bdi,2000,-266846141.26922
bdi,2001,-300149659.30431
bdi,2002,-303234117.47879
bdi,2003,-392223912.6643
bdi,2004,-370404220.4593
bdi,2005,-309603523.59788
bdi,2006,-386139373.14822
bdi,2007,-522953133.95213
bdi,2008,-756010001.56678
bdi,2009,-563967993.99454
bdi,2010,-621857910.29003
bdi,2011,-743861058.60554
bdi,2012,-394410499.61498
bdi,2013,-569539577.7871
bdi,2014,-702512092.24381
bdi,2015,-435065350.55288
bdi,2016,-617613468.30404
bdi,2017,-651747862.19653
bdi,2018,-563509906.26467
bel,2002,36645471273.92609
bel,2003,43115743264.4157
bel,2004,54584634490.8487
bel,2005,56760121207.4184
bel,2006,60974807517.7168
bel,2007,74780156235.21021
bel,2008,72881123895.24931
bel,2009,54113569236.51009
bel,2010,55567611652.62769
bel,2011,50339228797.8672
bel,2012,53694300569.1783
bel,2013,53408672997.3732
bel,2014,57969783482.9445
bel,2015,52949159254.1018
bel,2016,54092737454.8212
bel,2017,58894943140.6338
bel,2018,61807165856.8112
bel,2019,62608127444.8643
ben,1990,-89642121.75078
ben,1991,-78147232.64916
ben,1992,-131097644.84329
ben,1993,-179527430.78446
ben,1994,-120077347.10896
ben,1995,-147218762.82739
ben,1996,-190690951.81995
ben,1997,-147136246.33903
ben,1998,-163783051.84533
ben,1999,-290845700.21584
ben,2000,-232653481.69036
ben,2001,-199017540.44157
ben,2002,-187124669.98528
ben,2003,-346146828.04183
ben,2004,-203787469.20444
ben,2005,-236661362.34966
ben,2006,-269145241.50845
ben,2007,-192305133.08505
ben,2008,-313769936.69033
ben,2009,-466293365.48504
ben,2010,-442178973.39006
ben,2011,-354518714.35214
ben,2012,-87623756.2015
ben,2013,454512178.51483
ben,2014,815372890.38619
ben,2015,-40978148.76723
ben,2016,357601933.25998
ben,2017,337702451.50579
ben,2018,854371393.53551
ben,2019,1162518933.11978
bfa,2005,-234801568.19045
bfa,2006,-279589976.58777
bfa,2007,-213393400.72801
bfa,2008,-388956889.03047
bfa,2009,-297339875.65928
bfa,2010,40907425.24248
bfa,2011,147096462.97723
bfa,2012,299635895.47737
bfa,2013,1123899.54099
bfa,2014,-100065926.06975
bfa,2015,-344012147.02348
bfa,2016,-118131792.02131
bfa,2017,6114624.69387
bfa,2018,785596582.13505
bfa,2019,1028796761.99675
bgd,1990,3478065022.13277
bgd,1991,3342482200.97919
bgd,1992,3261789832.11412
bgd,1993,3198955883.60236
bgd,1994,3820258870.96959
bgd,1995,4206145686.22226
bgd,1996,5727369628.38405
bgd,1997,6677416763.83868
bgd,1998,7841989151.79976
bgd,1999,8425195537.63045
bgd,2000,9395723534.19255
bgd,2001,9755669606.35172
bgd,2002,11195706181.3007
bgd,2003,12343121834.6131
bgd,2004,14254532611.6254
bgd,2005,15788492241.5878
bgd,2006,17721435086.147
bgd,2007,20786962843.6991
bgd,2008,25069755541.2121
bgd,2009,29535835600.2063
bgd,2010,33351456445.4071
bgd,2011,36295664571.0388
bgd,2012,41017001836.0904
bgd,2013,45212251737.6323
bgd,2014,48303821986.2176
bgd,2015,52517077017.6548
bgd,2016,60815657885.9358
bgd,2017,63526304461.9047
bgd,2018,63879245581.7976
bgd,2019,77225932563.53329
bgr,1990,-153307098.46309
bgr,1991,13292426.13693
bgr,1992,-315190207.56589
bgr,1993,-1307158600.78095
bgr,1994,-677520464.15737
bgr,1995,3307581924.52475
bgr,1996,-201098118.10129
bgr,1997,1123903149.93849
bgr,1998,1804534379.1664
bgr,1999,158044322.83105
bgr,2000,-355349815.22657
bgr,2001,-85256503.94521
bgr,2002,331628163.53147
bgr,2003,245605257.37843
bgr,2004,156729602.13157
bgr,2005,547393758.43379
bgr,2006,-44333312.33249
bgr,2007,-2040661577.63063
bgr,2008,1561386136.63087
bgr,2009,3508927783.38823
bgr,2010,3431755714.62824
bgr,2011,4765455192.88433
bgr,2012,4632040749.26093
bgr,2013,6161277587.06736
bgr,2014,5422313273.0843
bgr,2015,4224111092.945
bgr,2016,5621420836.68493
bgr,2017,6946303906.86296
bgr,2018,6813985579.19674
bgr,2019,8458662751.72413
bhr,1990,801770045.37654
bhr,1991,41823145.88535
bhr,1992,-111504614.10779
bhr,1993,-190433605.78345
bhr,1994,116938753.02128
bhr,1995,260120689.85361
bhr,1996,265239390.76312
bhr,1997,155039139.96348
bhr,1998,-313665722.97963
bhr,1999,-488852029.63093
bhr,2000,1056305984.17131
bhr,2001,413187343.99298
bhr,2002,936897267.11297
bhr,2003,1431227460.99411
bhr,2004,1612325085.59316
bhr,2005,3887655682.4863
bhr,2006,5660082055.85753
bhr,2007,7852399065.39423
bhr,2008,8253779261.20472
bhr,2009,3887258468.70536
bhr,2010,4868273835.7456
bhr,2011,4000791175.4894
bhr,2012,7377113484.49828
bhr,2013,6486346571.5127
bhr,2014,6102807315.37069
bhr,2015,3624292519.44297
bhr,2016,4786454725.04916
bhr,2017,6547174835.34288
bhr,2018,7118449776.33311
bhs,1991,371303621.14062
bhs,1992,520502500.96286
bhs,1993,432872787.92968
bhs,1994,413170151.18911
bhs,1995,996739819.23096
bhs,1996,1378650167.68243
bhs,1997,1675168720.4557
bhs,1998,1716763809.63356
bhs,1999,2372936085.09029
bhs,2000,2363951298.59188
bhs,2001,2115377615.70696
bhs,2002,2560400090.26578
bhs,2003,2457110708.91211
bhs,2004,2617972234.78451
bhs,2005,2599477704.19616
bhs,2006,2316532713.08471
bhs,2007,2571716953.69899
bhs,2008,2393730341.04953
bhs,2009,2138141263.9557
bhs,2010,1950794288.23166
bhs,2011,1701206048.88403
bhs,2012,2016984624.80132
bhs,2013,2029236749.7204
bhs,2014,1719126164.45633
bhs,2015,1824250969.62473
bhs,2016,2396543477.6114
bhs,2017,1916799929.21804
bhs,2018,1817516876.30753
bhs,2019,3473124296.41275
blr,1993,1226382785.81444
blr,1994,337814676.66571
blr,1995,215124506.32945
blr,1996,37462701.64152
blr,1997,413080035.34225
blr,1998,549450390.29613
blr,1999,161164273.90942
blr,2000,565101299.10264
blr,2001,215054354.1298
blr,2002,242704743.33716
blr,2003,866950936.76375
blr,2004,2173305693.98836
blr,2005,3428465963.70947
blr,2006,5066292276.53758
blr,2007,5920923794.03739
blr,2008,9050222505.06243
blr,2009,5286325605.79188
blr,2010,6105807336.86246
blr,2011,8738312402.72318
blr,2012,9356667936.42484
blr,2013,8946220482.31101
blr,2014,8761020075.23462
blr,2015,6736451705.09097
blr,2016,4479361981.10908
blr,2017,5870944077.89757
blr,2018,7160080744.00255
