geo,time,ny_adj_svng_cd
blr,2019,6483134287.23482
blz,1990,196507238.9011
blz,1991,193212970.2142
blz,1992,75141686.25683
blz,1993,86706631.98806
blz,1994,73270919.24789
blz,1995,87118257.20855
blz,1996,68074237.09039
blz,1997,62781824.21619
blz,1998,53265274.79945
blz,1999,48655980.39218
blz,2000,20032472.77529
blz,2001,-55170602.97799
blz,2002,-70925873.48107
blz,2003,-90936954.13736
blz,2004,-82801087.72271
blz,2005,-49776530.50937
blz,2006,13184765.82442
blz,2007,-33284325.02557
blz,2008,-37846874.48948
blz,2009,-41876357.61078
blz,2010,-84554208.40778
blz,2011,-74108779.52251
blz,2012,-52575669.9775
blz,2013,-54904457.24343
blz,2014,-28201026.41
blz,2015,34481899.85201
blz,2016,-26813510.55378
blz,2017,-18896671.21453
blz,2018,-82109728.57513
blz,2019,-65569825.82779
bol,1990,-50199283.9032
bol,1991,19717249.09308
bol,1992,3384745.32228
bol,1993,-24692120.16247
bol,1994,138678919.08807
bol,1995,251994751.84018
bol,1996,369956540.41455
bol,1997,442647444.38133
bol,1998,572436635.76806
bol,1999,244721807.68794
bol,2000,104568114.19005
bol,2001,251586531.40212
bol,2002,326008327.53473
bol,2003,456318085.97853
bol,2004,429746193.25453
bol,2005,434541520.36432
bol,2006,996881397.25285
bol,2007,1599134559.43204
bol,2008,2764702824.12801
bol,2009,2510639478.29434
bol,2010,2946039127.49202
bol,2011,3278136401.11512
bol,2012,3357840935.15334
bol,2013,3449593372.89843
bol,2014,3044893910.89501
bol,2015,1952972453.27813
bol,2016,2264619133.06071
bol,2017,2035293217.08016
bol,2018,1802853192.65823
bol,2019,1351795848.02623
bra,1990,58935051338.7078
bra,1991,80704113295.63939
bra,1992,60427941915.20889
bra,1993,66519300341.6266
bra,1994,79800780804.8255
bra,1995,74643485623.01411
bra,1996,69173166553.1987
bra,1997,66601529908.3204
bra,1998,64339410247.0418
bra,1999,29419986866.4928
bra,2000,49064539962.4742
bra,2001,38799495446.2538
bra,2002,42029951663.5441
bra,2003,52483181738.959
bra,2004,74895178391.77638
bra,2005,98471872958.6033
bra,2006,131704382952.929
bra,2007,178836531511.72501
bra,2008,212220021073.246
bra,2009,192007875457.30301
bra,2010,264447249492.44199
bra,2011,329212981059.229
bra,2012,295635157958.27301
bra,2013,312033315685.94598
bra,2014,264851135557.64801
bra,2015,182278750904.87601
bra,2016,169664170339.68799
bra,2017,194624219444.10999
bra,2018,138437634087.54199
bra,2019,132163960633.082
brb,1990,218061740.36692
brb,1991,174519922.45707
brb,1992,218583475.81849
brb,1993,202223199.94354
brb,1994,257862356.57825
brb,1995,107564973.92587
brb,1996,151808211.69698
brb,1997,135589391.07792
brb,1998,179918737.22967
brb,1999,123824418.78207
brb,2000,123536141.92087
brb,2001,88161260.69342
brb,2002,125191491.46716
brb,2003,205312297.55298
brb,2004,68789180.9651
brb,2005,-72125426.02425
brb,2006,159556342.668
brb,2007,205139332.29669
brb,2008,-134885948.1172
brb,2009,107108770.78428
brb,2010,-110190239.60317
brb,2011,-380520394.51546
brb,2012,-149155217.51805
brb,2013,-181522655.50279
brb,2014,-120550839.30191
brb,2015,-34575281.42658
brb,2016,-71626332.31159
brn,2001,1014267786.19508
brn,2002,1432007886.74038
brn,2003,1576185172.37446
brn,2004,1638645085.89035
brn,2005,2428488691.37815
brn,2006,3189071778.49815
brn,2007,3518487257.08343
brn,2008,5194050191.9997
brn,2009,2741162243.48078
brn,2010,5007868092.70141
brn,2011,6503493362.59131
brn,2012,7016648871.02279
brn,2013,6941909115.58353
brn,2014,6542682516.22871
brn,2015,4812798611.92868
brn,2016,4561152802.05111
brn,2017,4529846475.20025
brn,2018,4057912792.977
brn,2019,4310106817.67504
btn,2006,375100288.72292
btn,2007,200535912.74878
btn,2008,300915069.52365
btn,2009,269933848.6123
btn,2010,370877187.75256
btn,2011,539419555.08416
btn,2012,708623086.41843
btn,2013,293848454.48289
btn,2014,384533172.61675
btn,2015,236141620.87744
btn,2016,461052047.03083
btn,2017,512078866.58543
btn,2018,371441120.99024
btn,2019,317934267.11647
bwa,1990,1183740861.43882
bwa,1991,1353653514.26435
bwa,1992,1263143128.41231
bwa,1993,1384712161.95371
bwa,1994,776202764.33834
bwa,1995,816404788.61014
bwa,1996,1271151420.05766
bwa,1997,1406078682.65679
bwa,1998,1526116055.54578
bwa,1999,1750388618.58555
bwa,2000,1819875293.96352
bwa,2001,2060306566.49896
bwa,2002,1318437958.21831
bwa,2003,1528366492.22417
bwa,2004,1670702596.03135
bwa,2005,2759252565.05417
bwa,2006,2812341938.10714
bwa,2007,3032222581.08734
bwa,2008,2489072495.01313
bwa,2009,1859816691.73116
bwa,2010,2576039759.09136
bwa,2011,4408441638.84324
bwa,2012,3652466620.15761
bwa,2013,3278627647.07474
bwa,2014,4325245033.10372
bwa,2015,3147051073.66535
bwa,2016,2904816493.83699
bwa,2017,3318036870.64709
bwa,2018,3175579355.84642
bwa,2019,2709976361.45955
caf,1990,-8339774.37696
caf,1991,-27838671.94555
caf,1992,-27832244.94965
caf,1993,6233859.27503
caf,1994,41334847.47266
can,1990,35552995391.4925
can,1991,26257694418.8129
can,1992,18039449424.41
can,1993,23094720812.3654
can,1994,37640190505.2919
can,1995,48580023745.8719
can,1996,51278840537.7961
can,1997,59403288885.5919
can,1998,45009282656.4979
can,1999,58810831058.21169
can,2000,79994945228.3136
can,2001,65498710476.7159
can,2002,65795444230.8802
can,2003,80080936444.2464
can,2004,107311662124.57001
can,2005,131491576966.535
can,2006,151350176422.72699
can,2007,166404222440.32501
can,2008,156570231138.995
can,2009,60030139541.2661
can,2010,106687521048.595
can,2011,147876127840.422
can,2012,150513080657.18701
can,2013,161931157021.05499
can,2014,168110911996.82501
can,2015,89820120954.55209
can,2016,76515548538.94908
can,2017,108588989750.119
can,2018,103758941930.952
can,2019,111066627475.39999
che,1990,43761474418.2066
che,1991,39479578800.384
che,1992,35876286536.4106
che,1993,37815246476.802
che,1994,42464071093.4693
che,1995,53145481384.2459
che,1996,50275262312.0466
che,1997,50000128477.136
che,1998,51634334673.4979
che,1999,49786400416.5798
che,2000,52757964580.3783
che,2001,42403201445.091
che,2002,40197938938.5911
che,2003,61079801151.2695
che,2004,70532574937.2067
che,2005,81309504651.0912
che,2006,96298974312.36147
che,2007,84920547249.55908
che,2008,56377906555.386
che,2009,82535098454.13779
che,2010,120521243630.02299
che,2011,118200724147.42101
che,2012,121554778180.349
che,2013,117868389431.36501
che,2014,105221905351.37199
che,2015,118954672019.57201
che,2016,105907343630.869
che,2017,87687729752.25798
che,2018,115186077651.17799
che,2019,124449774238.42799
chl,1990,1435922250.43718
chl,1991,2615614909.28039
chl,1992,3470148959.14762
chl,1993,3870113642.20533
chl,1994,4302804049.59406
chl,1995,7267521217.83488
chl,1996,7472398623.03227
chl,1997,8287117763.62354
chl,1998,8163237600.44384
chl,1999,5591367442.58507
chl,2000,5294089281.64972
chl,2001,5810778772.4261
chl,2002,6039007259.06907
chl,2003,5196028458.43356
chl,2004,5507316534.75949
chl,2005,7977637416.31682
chl,2006,5898690009.37975
chl,2007,7082762215.78218
chl,2008,8256546164.42332
chl,2009,13356218350.6577
chl,2010,18373519534.85
chl,2011,17587611807.9636
chl,2012,22443963348.4776
chl,2013,20737425652.2178
chl,2014,22767566732.682
chl,2015,25321031042.92
chl,2016,18050438580.6347
chl,2017,13738295581.9914
chl,2018,10131378389.4755
chl,2019,14782330658.9917
chn,1990,50916543879.5936
chn,1991,66527932035.2219
chn,1992,86933361393.56081
chn,1993,90531495880.7126
chn,1994,123745298459.42
chn,1995,154167415427.96799
chn,1996,177298240934.55301
chn,1997,212165086543.20801
chn,1998,216350319875.54999
chn,1999,209923295599.996
chn,2000,218595036451.17999
chn,2001,272639080200.77496
chn,2002,328045964574.94202
chn,2003,417758532034.29102
chn,2004,524803662261.828
chn,2005,606704319607.51001
chn,2006,775449085907.62195
chn,2007,1078507565902.17004
chn,2008,1374471599412.79004
chn,2009,1604729769929.30005
chn,2010,1834626809515.81006
chn,2011,1925363841915.75
chn,2012,2291687346711.18018
chn,2013,2472281041031.08984
chn,2014,2757847764474.02979
chn,2015,2756990300982.93018
chn,2016,2786326050861.27979
chn,2017,3214875890949.12939
chn,2018,3508790393411.08008
chn,2019,3494586300221.93994
civ,2005,595969581.09144
civ,2006,223963671.7713
civ,2007,373628338.66335
civ,2008,1174073532.97389
civ,2009,2327966254.2599
civ,2010,2381032465.87487
civ,2011,1322010516.4625
civ,2012,2114464568.47569
civ,2013,3748083113.44782
civ,2014,5976571469.10618
civ,2015,8744151093.80979
civ,2016,7840855919.56458
civ,2017,6857277749.63742
civ,2018,6663173449.81596
cmr,1990,-22216659.97113
cmr,1991,365202861.99964
cmr,1992,-323537199.9075
cmr,1993,148962019.64569
cmr,1994,397115405.49749
cmr,1995,465671054.16962
cmr,1996,191364643.20947
cmr,1997,187952874.11505
cmr,1998,710431471.97476
cmr,1999,479192130.64373
cmr,2000,88695662.47484
cmr,2001,122850337.27141
cmr,2002,177143612.35117
cmr,2003,462866704.59721
cmr,2004,1158423576.28958
cmr,2005,638523820.58537
cmr,2006,751890543.23799
cmr,2007,803116003.17213
cmr,2008,604643193.09841
cmr,2009,880214086.77796
cmr,2010,147705686.12921
cmr,2011,87085860.68973
cmr,2012,-208941266.67419
cmr,2013,264975601.70511
cmr,2014,987459879.69153
cmr,2015,719807444.16347
cmr,2016,1250688285.79067
cmr,2017,1545124667.64229
cmr,2018,1194361826.97904
cmr,2019,1340530554.56814
cod,2005,-558330484.6641
cod,2006,-36403261.32776
cod,2007,280609356.6663
cod,2008,-1924099073.67725
cod,2009,-862175295.01182
cod,2010,1342589160.27241
cod,2011,902787425.75777
cod,2012,-1965661828.88403
cod,2013,181804364.07422
cod,2014,-225618.85182
cod,2015,33937209.62066
cod,2016,-593133083.34172
cod,2017,3339439400.85278
cod,2018,1825760062.97803
cod,2019,5890546241.32078
cog,1990,-508447543.39623
cog,1991,-525207843.6312
cog,1992,-191411219.56307
cog,1993,-508333847.49703
cog,1994,-305041518.18584
cog,1995,-931078005.92287
cog,1996,-1224321396.05614
cog,1997,-908159943.04059
cog,1998,-577651806.8128
cog,1999,-698773600.61964
cog,2000,-791211580.67201
cog,2001,-774909171.21986
cog,2002,-696867669.09884
cog,2003,-338534283.73001
cog,2004,-1467031427.89986
cog,2005,-1376101955.26302
cog,2006,-1903130341.06311
cog,2007,-1453958590.52483
cog,2008,-1364718313.03804
cog,2009,-446713486.3783
cog,2010,295487038.20175
cog,2011,-1177478239.45582
cog,2012,1488566165.38397
cog,2013,3302393948.59882
cog,2014,3545901459.11778
cog,2015,1184606580.67492
cog,2016,-585832161.81215
col,1990,2376598535.54638
col,1991,4409189532.39878
col,1992,4170555089.36501
col,1993,4068146159.11712
col,1994,6064162569.59835
col,1995,5761937246.4794
col,1996,1625502445.68533
col,1997,613034843.97655
col,1998,-126944355.70172
col,1999,-1943684943.91708
col,2000,-2458751747.81708
col,2001,-1016561580.08032
col,2002,200010559.74136
col,2003,925211417.95682
col,2004,2409185078.71668
col,2005,5349094269.38762
col,2006,6257786764.15045
col,2007,9474934169.51633
col,2008,10053897826.7879
col,2009,12568986674.1865
col,2010,11903115144.8241
col,2011,9278510710.38088
col,2012,8608438484.85938
col,2013,11237069651.757
col,2014,13896811045.1372
col,2015,13044587635.2142
col,2016,14607024016.1115
col,2017,12690513404.6727
col,2018,10913029583.963
col,2019,9166568573.52335
com,1990,-10844484.5445
com,1991,-12965352.57735
com,1992,-7894721.95898
com,1993,304085.38583
com,1994,3570702.60085
com,1995,-15986067.06162
com,2003,-41263494.53612
com,2004,-28688478.37965
com,2005,-15168110.18251
com,2006,-1356414.07644
com,2007,10121491.72586
com,2008,4576591.27245
com,2009,27104915.4858
com,2010,24835074.56351
com,2011,-3736941.9633
com,2012,4610619.09402
com,2014,-24948830.81784
com,2015,11826105.07796
com,2016,-38220664.98044
com,2017,-2173877.27127
com,2018,28103612.16976
com,2019,43290500.42481
cpv,2007,389658708.62281
cpv,2008,464147017.98528
cpv,2009,375549356.39794
cpv,2010,382568675.03453
cpv,2011,424147669.53927
cpv,2012,305112605.88302
cpv,2013,331777057.63398
cpv,2014,284616618.56564
cpv,2015,277610645.82149
cpv,2016,365582789.43416
cpv,2017,342750999.65974
cpv,2018,457534994.32542
cpv,2019,471512101.39459
cri,1990,929513270.68928
cri,1991,690050840.2876
cri,1992,950647074.19499
cri,1993,918427500.50323
cri,1994,1199451025.42828
cri,1995,1382675161.00638
cri,1996,1255365673.53437
cri,1997,1717564454.4296
cri,1998,2154040904.11436
cri,1999,2008628234.20163
cri,2000,2008665084.75663
cri,2001,2264741880.11132
cri,2002,1863616010.15622
cri,2003,1766489589.71229
cri,2004,2146349143.69721
cri,2005,2217982658.03567
cri,2006,3094857901.5235
cri,2007,3988261348.91156
cri,2008,4196180629.80958
cri,2009,4528420719.55017
cri,2010,5617221233.81318
cri,2011,5591283247.45092
cri,2012,6736194247.59398
cri,2013,6682050487.24257
cri,2014,6678658017.37685
cri,2015,7888678265.06056
cri,2016,8828362182.90821
cri,2017,8904855916.83716
cri,2018,9256299742.90155
cri,2019,8954519711.19367
cyp,1990,625918676.10132
cyp,1991,310862435.54045
cyp,1992,488653544.05522
cyp,1993,877648436.66473
cyp,1994,1074327331.79417
cyp,1995,1032301939.87346
cyp,1996,883394015.21224
cyp,1997,657759509.32795
cyp,1998,1545245400.96935
cyp,1999,823757017.85157
cyp,2000,678678499.69356
cyp,2001,731042731.73042
cyp,2002,1028213109.12199
cyp,2003,1582388187.381
cyp,2004,1731272830.79947
cyp,2005,1857756736.25044
cyp,2006,2071773660.25774
cyp,2007,1597029047.47955
cyp,2008,2162562991.30464
cyp,2009,2508609937.75709
cyp,2010,1621595596.52385
cyp,2011,2645586931.43131
cyp,2012,1218018023.38927
cyp,2013,771243627.52753
cyp,2014,205898929.80689
cyp,2015,960564123.13208
cyp,2016,1141358361.74453
cyp,2017,1667202199.70869
cyp,2018,1926572175.33191
cyp,2019,1902189070.77195
cze,1993,2840978694.68836
cze,1994,4113636853.60303
cze,1995,6498580884.89497
cze,1996,6874534180.9435
cze,1997,3991664566.01342
cze,1998,5179115925.24085
cze,1999,3861694779.76818
cze,2000,3842671958.02728
cze,2001,4600115610.07599
cze,2002,5048497072.83234
cze,2003,5226304663.36716
cze,2004,7881603552.5048
cze,2005,11137447162.5864
cze,2006,13200323334.3498
cze,2007,18977102406.1197
cze,2008,21128612273.2524
cze,2009,9188282614.03891
cze,2010,7203810227.74964
cze,2011,7679841278.29915
cze,2012,9976695273.65515
cze,2013,9704835920.17149
cze,2014,12347964544.781
cze,2015,18323692687.9996
cze,2016,17716112765.4622
cze,2017,19354215889.2447
cze,2018,21398169904.6624
cze,2019,19861657400.6252
deu,1991,203020962536.224
deu,1992,224375103255.77896
deu,1993,188395611483.11096
deu,1994,206625192152.10501
deu,1995,264702789478.052
deu,1996,236998971963.56
deu,1997,214536338635.07001
deu,1998,223138969979.513
deu,1999,202926250133.48901
deu,2000,173172935433.50299
deu,2001,168586925257.24301
deu,2002,178826579026.112
deu,2003,196125017223.26801
deu,2004,296980198281.36298
deu,2005,293078757617.33197
deu,2006,382651486816.25098
deu,2007,507734723382.53601
deu,2008,495252754357.40198
deu,2009,336935563360.56702
deu,2010,398042961640.95001
deu,2011,521167573044.52197
deu,2012,448747884784.64801
deu,2013,456978587574.86798
deu,2014,523219733159.67102
deu,2015,475725360698.62402
deu,2016,497483288819.51099
deu,2017,530734061293.48602
deu,2018,568579410132.47205
deu,2019,527773707220.20496
dji,2013,302297598.07223
dji,2014,473359388.17201
dji,2015,634375141.93146
dji,2016,559339023.67866
dji,2017,456663223.39041
dji,2018,628600117.41853
dnk,1990,16936430862.6319
dnk,1991,13530435048.8484
dnk,1992,18305148355.0028
dnk,1993,16871584192.4044
dnk,1994,18004761488.477
dnk,1995,23352042619.9542
dnk,1996,24492977860.9816
dnk,1997,24179813160.5534
dnk,1998,24402137910.5006
dnk,1999,25102363600.989
dnk,2000,23465475064.5845
dnk,2001,25047059854.477
dnk,2002,25506216295.6985
dnk,2003,30346446700.142
dnk,2004,36863270382.6494
