geo,time,sp_dyn_amrt_ma
abw,1960,227.253
abw,1961,223.17
abw,1962,219.087
abw,1963,215.33
abw,1964,211.574
abw,1965,207.817
abw,1966,204.061
abw,1967,200.304
abw,1968,197.676
abw,1969,195.048
abw,1970,192.42
abw,1971,189.792
abw,1972,187.164
abw,1973,183.914
abw,1974,180.663
abw,1975,177.413
abw,1976,174.163
abw,1977,170.913
abw,1978,166.633
abw,1979,162.353
abw,1980,158.073
abw,1981,153.793
abw,1982,149.513
abw,1983,148.759
abw,1984,148.004
abw,1985,147.25
abw,1986,146.495
abw,1987,145.741
abw,1988,144.988
abw,1989,144.235
abw,1990,143.482
abw,1991,142.729
abw,1992,141.976
abw,1993,141.725
abw,1994,141.475
abw,1995,141.225
abw,1996,140.974
abw,1997,140.724
abw,1998,139.937
abw,1999,139.15
abw,2000,138.363
abw,2001,137.576
abw,2002,136.789
abw,2003,135.137
abw,2004,133.485
abw,2005,131.832
abw,2006,130.18
abw,2007,128.527
abw,2008,126.884
abw,2009,125.241
abw,2010,123.598
abw,2011,121.954
abw,2012,120.311
abw,2013,118.655
abw,2014,116.999
abw,2015,115.343
abw,2016,113.686
abw,2017,112.03
abw,2018,110.63
abw,2019,109.044
abw,2020,107.459
afg,1960,604.597
afg,1961,598.908
afg,1962,593.219
afg,1963,587.752
afg,1964,582.284
afg,1965,576.817
afg,1966,571.35
afg,1967,565.882
afg,1968,560.333
afg,1969,554.784
afg,1970,549.236
afg,1971,543.687
afg,1972,538.138
afg,1973,531.889
afg,1974,525.64
afg,1975,519.391
afg,1976,513.142
afg,1977,506.893
afg,1978,499.246
afg,1979,491.599
afg,1980,483.952
afg,1981,476.305
afg,1982,468.658
afg,1983,459.362
afg,1984,450.067
afg,1985,440.771
afg,1986,431.475
afg,1987,422.18
afg,1988,413.482
afg,1989,404.784
afg,1990,396.086
afg,1991,387.388
afg,1992,378.69
afg,1993,373.407
afg,1994,368.125
afg,1995,362.842
afg,1996,357.559
afg,1997,352.277
afg,1998,346.143
afg,1999,340.009
afg,2000,333.875
afg,2001,327.741
afg,2002,321.607
afg,2003,314.533
afg,2004,307.459
afg,2005,300.386
afg,2006,293.312
afg,2007,286.238
afg,2008,281.258
afg,2009,276.279
afg,2010,271.299
afg,2011,266.32
afg,2012,261.34
afg,2013,257.135
afg,2014,252.93
afg,2015,248.724
afg,2016,244.519
afg,2017,240.314
afg,2018,237.554
afg,2019,233.884
afg,2020,230.214
ago,1960,561.897
ago,1961,558.226
ago,1962,554.556
ago,1963,549.975
ago,1964,545.395
ago,1965,540.814
ago,1966,536.234
ago,1967,531.653
ago,1968,526.909
ago,1969,522.165
ago,1970,517.421
ago,1971,512.676
ago,1972,507.932
ago,1973,503.498
ago,1974,499.065
ago,1975,494.631
ago,1976,490.197
ago,1977,485.763
ago,1978,484.378
ago,1979,482.993
ago,1980,481.607
ago,1981,480.222
ago,1982,478.837
ago,1983,477.686
ago,1984,476.535
ago,1985,475.385
ago,1986,474.234
ago,1987,473.083
ago,1988,471.936
ago,1989,470.789
ago,1990,469.641
ago,1991,468.494
ago,1992,467.347
ago,1993,461.699
ago,1994,456.052
ago,1995,450.405
ago,1996,444.757
ago,1997,439.11
ago,1998,428.812
ago,1999,418.515
ago,2000,408.217
ago,2001,397.919
ago,2002,387.622
ago,2003,376.772
ago,2004,365.922
ago,2005,355.073
ago,2006,344.223
ago,2007,333.373
ago,2008,324.524
ago,2009,315.675
ago,2010,306.825
ago,2011,297.976
ago,2012,289.127
ago,2013,285.989
ago,2014,282.85
ago,2015,279.712
ago,2016,276.573
ago,2017,273.435
ago,2018,327.044
ago,2019,323.091
ago,2020,319.137
alb,1960,160.48
alb,1961,150.942
alb,1962,141.405
alb,1963,143.06
alb,1964,144.716
alb,1965,146.372
alb,1966,148.027
alb,1967,149.683
alb,1968,152.04
alb,1969,154.398
alb,1970,156.756
alb,1971,159.113
alb,1972,161.471
alb,1973,158.009
alb,1974,154.547
alb,1975,151.085
alb,1976,147.623
alb,1977,144.162
alb,1978,143.457
alb,1979,142.752
alb,1980,142.048
alb,1981,141.343
alb,1982,140.639
alb,1983,139.531
alb,1984,138.422
alb,1985,137.314
alb,1986,136.206
alb,1987,135.098
alb,1988,137.983
alb,1989,140.867
alb,1990,143.752
alb,1991,146.637
alb,1992,149.521
alb,1993,147.646
alb,1994,145.771
alb,1995,143.896
alb,1996,142.021
alb,1997,140.146
alb,1998,134.877
alb,1999,129.608
alb,2000,124.34
alb,2001,119.071
alb,2002,113.802
alb,2003,112.225
alb,2004,110.647
alb,2005,109.069
alb,2006,107.492
alb,2007,105.914
alb,2008,106.004
alb,2009,106.094
alb,2010,106.184
alb,2011,106.273
alb,2012,106.363
alb,2013,103.981
alb,2014,101.598
alb,2015,99.215
alb,2016,96.833
alb,2017,94.45
alb,2018,93.315
alb,2019,92.179
alb,2020,91.044
are,1960,328.373
are,1961,318.924
are,1962,309.474
are,1963,301.397
are,1964,293.32
are,1965,285.243
are,1966,277.166
are,1967,269.089
are,1968,262.194
are,1969,255.3
are,1970,248.405
are,1971,241.51
are,1972,234.615
are,1973,228.707
are,1974,222.8
are,1975,216.892
are,1976,210.984
are,1977,205.076
are,1978,199.987
are,1979,194.898
are,1980,189.809
are,1981,184.72
are,1982,179.631
are,1983,175.219
are,1984,170.807
are,1985,166.395
are,1986,161.984
are,1987,157.572
are,1988,153.714
are,1989,149.857
are,1990,146
are,1991,142.142
are,1992,138.285
are,1993,134.799
are,1994,131.312
are,1995,127.826
are,1996,124.34
are,1997,120.854
are,1998,117.758
are,1999,114.662
are,2000,111.566
are,2001,108.47
are,2002,105.374
are,2003,102.665
are,2004,99.955
are,2005,97.245
are,2006,94.535
are,2007,91.826
are,2008,90.298
are,2009,88.77
are,2010,87.243
are,2011,85.715
are,2012,84.187
are,2013,82.963
are,2014,81.739
are,2015,80.514
are,2016,79.29
are,2017,78.066
are,2018,69.555
are,2019,68.616
are,2020,67.678
arg,1960,255.069
arg,1961,252.62
arg,1962,250.171
arg,1963,250.957
arg,1964,251.743
arg,1965,252.529
arg,1966,253.315
arg,1967,254.101
arg,1968,251.867
arg,1969,249.633
arg,1970,247.399
arg,1971,245.165
arg,1972,242.931
arg,1973,240.732
arg,1974,238.533
arg,1975,236.335
arg,1976,234.136
arg,1977,231.938
arg,1978,229.146
arg,1979,226.354
arg,1980,223.561
arg,1981,220.769
arg,1982,217.977
arg,1983,216.894
arg,1984,215.81
arg,1985,214.727
arg,1986,213.643
arg,1987,212.559
arg,1988,209.899
arg,1989,207.238
arg,1990,204.577
arg,1991,201.917
arg,1992,199.256
arg,1993,196.966
arg,1994,194.675
arg,1995,192.384
arg,1996,190.093
arg,1997,187.803
arg,1998,185.654
arg,1999,183.504
arg,2000,181.355
arg,2001,179.206
arg,2002,177.056
arg,2003,175.041
arg,2004,173.026
arg,2005,171.011
arg,2006,168.996
arg,2007,166.981
arg,2008,165.094
arg,2009,163.206
arg,2010,161.318
arg,2011,159.43
arg,2012,157.542
arg,2013,155.775
arg,2014,154.008
arg,2015,152.24
arg,2016,150.473
arg,2017,148.705
arg,2018,147.086
arg,2019,145.466
arg,2020,143.846
arm,1960,225.671
arm,1961,219.648
arm,1962,213.626
arm,1963,208.4
arm,1964,203.175
arm,1965,197.949
arm,1966,192.724
arm,1967,187.498
arm,1968,184.138
arm,1969,180.778
arm,1970,177.418
arm,1971,174.058
arm,1972,170.698
arm,1973,172.452
arm,1974,174.205
arm,1975,175.958
arm,1976,177.712
arm,1977,179.465
arm,1978,179.372
arm,1979,179.28
arm,1980,179.188
arm,1981,179.095
arm,1982,179.003
arm,1983,185.435
arm,1984,191.868
arm,1985,198.301
arm,1986,204.734
arm,1987,211.167
arm,1988,218.861
arm,1989,226.556
arm,1990,234.251
arm,1991,241.945
arm,1992,249.64
arm,1993,243.642
arm,1994,237.644
arm,1995,231.646
arm,1996,225.649
arm,1997,219.651
arm,1998,213.162
arm,1999,206.673
arm,2000,200.185
arm,2001,193.696
arm,2002,187.207
arm,2003,189.896
arm,2004,192.585
arm,2005,195.273
arm,2006,197.962
arm,2007,200.65
arm,2008,196.828
arm,2009,193.005
arm,2010,189.182
arm,2011,185.359
arm,2012,181.537
arm,2013,179.629
arm,2014,177.721
arm,2015,175.814
arm,2016,173.906
arm,2017,171.999
arm,2018,173.428
arm,2019,171.841
arm,2020,170.254
atg,1960,275.552
atg,1961,272.245
atg,1962,268.938
atg,1963,266.171
atg,1964,263.405
atg,1965,260.639
atg,1966,257.872
atg,1967,255.106
atg,1968,252.479
atg,1969,249.853
atg,1970,247.226
atg,1971,244.599
atg,1972,241.972
atg,1973,239.481
atg,1974,236.99
atg,1975,234.498
atg,1976,232.007
atg,1977,229.516
atg,1978,227.155
atg,1979,224.793
atg,1980,222.432
atg,1981,220.071
atg,1982,217.71
atg,1983,215.471
atg,1984,213.232
atg,1985,210.993
atg,1986,208.753
atg,1987,206.514
atg,1988,204.394
atg,1989,202.274
atg,1990,200.154
atg,1991,198.034
atg,1992,195.914
atg,1993,193.91
atg,1994,191.905
atg,1995,189.9
atg,1996,187.895
atg,1997,185.891
atg,1998,183.993
atg,1999,182.095
atg,2000,180.197
atg,2001,178.299
atg,2002,176.401
atg,2003,174.606
atg,2004,172.811
atg,2005,171.016
atg,2006,169.222
atg,2007,167.427
atg,2008,165.5
atg,2009,163.573
atg,2010,161.646
atg,2011,159.719
atg,2012,157.793
atg,2013,156.198
atg,2014,154.604
atg,2015,153.01
atg,2016,151.416
atg,2017,149.822
atg,2018,126.917
atg,2019,125.741
atg,2020,124.566
aus,1960,200.01
aus,1961,198.798
aus,1962,203.46
aus,1963,202.327
aus,1964,209.646
aus,1965,207.713
aus,1966,206.009
aus,1967,206.32
aus,1968,209.072
aus,1969,206.545
aus,1970,208.409
aus,1971,197.846
aus,1972,194.619
aus,1973,192.443
aus,1974,196.525
aus,1975,189.266
aus,1976,185.176
aus,1977,177.915
aus,1978,174.401
aus,1979,169.626
aus,1980,165.1
aus,1981,160.649
aus,1982,157.021
aus,1983,148.861
aus,1984,145.955
aus,1985,142.205
aus,1986,136.867
aus,1987,136.15
aus,1988,132.616
aus,1989,130.174
aus,1990,123.906
aus,1991,118.763
aus,1992,116.61
aus,1993,112.772
aus,1994,112.33
aus,1995,108.979
aus,1996,107.832
aus,1997,104.411
aus,1998,103.662
aus,1999,101.033
aus,2000,97.967
aus,2001,93.793
aus,2002,90.811
aus,2003,89.052
aus,2004,86.332
aus,2005,85.447
aus,2006,82.945
aus,2007,84.729
aus,2008,81.993
aus,2009,81.768
aus,2010,78.634
aus,2011,78.281
aus,2012,75.68
aus,2013,75.444
aus,2014,76.85
aus,2015,78.264
aus,2016,75.835
aus,2017,74.463
aus,2018,73.167
aut,1960,215.261
aut,1961,205.943
aut,1962,206.366
aut,1963,201.301
aut,1964,199.678
aut,1965,202.51
aut,1966,201.344
aut,1967,202.645
aut,1968,202.833
aut,1969,202.337
aut,1970,206.206
aut,1971,206.123
aut,1972,207.079
aut,1973,197.25
aut,1974,200.106
aut,1975,201.688
aut,1976,198.837
aut,1977,200.279
aut,1978,200.568
aut,1979,200.223
aut,1980,196.728
aut,1981,195.045
aut,1982,194.788
aut,1983,193.926
aut,1984,190.093
aut,1985,181.016
aut,1986,175.215
aut,1987,167.866
aut,1988,161.972
aut,1989,160.44
aut,1990,155.102
aut,1991,157.686
aut,1992,152.976
aut,1993,149.83
aut,1994,145.837
aut,1995,145.169
aut,1996,140.538
aut,1997,135.068
aut,1998,131.611
aut,1999,125.913
aut,2000,126.568
aut,2001,122.892
aut,2002,120.026
aut,2003,115.817
aut,2004,114.612
aut,2005,111.759
aut,2006,105.344
aut,2007,104.253
aut,2008,99.617
aut,2009,103.061
aut,2010,100.315
aut,2011,94.356
aut,2012,91.335
aut,2013,89.369
aut,2014,85.621
aut,2015,84.688
aut,2016,80.37
aut,2017,79.032
aut,2018,79.401
aut,2019,75.489
aze,1960,221.357
aze,1961,221.348
aze,1962,221.34
aze,1963,221.33
aze,1964,221.321
aze,1965,221.311
aze,1966,221.302
aze,1967,221.292
aze,1968,221.283
aze,1969,221.273
aze,1970,221.263
aze,1971,221.253
aze,1972,221.244
aze,1973,221.232
aze,1974,221.22
aze,1975,221.207
aze,1976,221.195
aze,1977,221.183
aze,1978,221.172
aze,1979,221.16
aze,1980,221.149
aze,1981,221.138
aze,1982,221.126
aze,1983,221.116
aze,1984,221.107
aze,1985,221.097
aze,1986,221.087
aze,1987,221.078
aze,1988,228.837
aze,1989,236.597
aze,1990,244.356
aze,1991,252.116
aze,1992,259.875
aze,1993,256.187
aze,1994,252.499
aze,1995,248.811
aze,1996,245.123
aze,1997,241.434
aze,1998,234.596
aze,1999,227.758
aze,2000,220.92
aze,2001,214.082
aze,2002,207.244
aze,2003,204.095
aze,2004,200.946
aze,2005,197.796
aze,2006,194.647
aze,2007,191.498
aze,2008,188.489
aze,2009,185.48
aze,2010,182.472
aze,2011,179.463
aze,2012,176.454
aze,2013,171.228
aze,2014,166.001
aze,2015,160.775
aze,2016,155.549
aze,2017,150.322
aze,2018,149.499
aze,2019,148.676
aze,2020,147.853
bdi,1960,469.175
bdi,1961,465.763
bdi,1962,462.35
bdi,1963,459.006
bdi,1964,455.661
bdi,1965,452.317
bdi,1966,448.973
bdi,1967,445.628
bdi,1968,444.056
bdi,1969,442.484
bdi,1970,440.912
bdi,1971,439.34
bdi,1972,437.768
bdi,1973,432.895
bdi,1974,428.023
bdi,1975,423.151
bdi,1976,418.279
bdi,1977,413.407
bdi,1978,410.604
bdi,1979,407.801
bdi,1980,404.999
bdi,1981,402.196
bdi,1982,399.394
bdi,1983,397.122
bdi,1984,394.85
bdi,1985,392.578
bdi,1986,390.306
bdi,1987,388.034
bdi,1988,391.536
bdi,1989,395.039
bdi,1990,398.541
bdi,1991,402.043
bdi,1992,405.546
bdi,1993,400.644
bdi,1994,395.742
bdi,1995,390.841
bdi,1996,385.939
bdi,1997,381.037
bdi,1998,381.319
bdi,1999,381.601
bdi,2000,381.883
bdi,2001,382.164
bdi,2002,382.446
bdi,2003,379.054
bdi,2004,375.662
bdi,2005,372.271
bdi,2006,368.879
bdi,2007,365.487
bdi,2008,359.547
bdi,2009,353.606
bdi,2010,347.666
bdi,2011,341.726
bdi,2012,335.786
bdi,2013,331.579
bdi,2014,327.373
bdi,2015,323.166
bdi,2016,318.96
bdi,2017,314.753
bdi,2018,310.651
bdi,2019,306.56
bdi,2020,302.468
bel,1960,209.462
bel,1961,200.578
bel,1962,201.867
bel,1963,203.26
bel,1964,200.322
bel,1965,204.262
bel,1966,196.076
bel,1967,197.336
bel,1968,199.357
bel,1969,199.75
bel,1970,194.432
bel,1971,192.803
bel,1972,194.307
bel,1973,190.075
bel,1974,181.95
bel,1975,184.244
bel,1976,182.259
bel,1977,178.42
bel,1978,180.667
bel,1979,175.332
bel,1980,174.655
bel,1981,167.942
bel,1982,166.775
bel,1983,165.437
bel,1984,159.444
bel,1985,157.099
bel,1986,152.39
bel,1987,149.756
bel,1988,144.186
bel,1989,141.13
bel,1990,138.666
bel,1991,138.318
bel,1992,135.539
bel,1993,136.689
bel,1994,136.48
bel,1995,136.966
bel,1996,132.434
bel,1997,131.229
bel,1998,129.023
bel,1999,131.877
bel,2000,130.497
bel,2001,128.037
bel,2002,124.715
bel,2003,122.423
bel,2004,116.535
bel,2005,114.317
bel,2006,110.936
bel,2007,109.277
bel,2008,111.631
bel,2009,107.237
bel,2010,102.428
bel,2011,100.409
bel,2012,99.119
bel,2013,94.41
bel,2014,91.495
bel,2015,89.437
bel,2016,86.252
bel,2017,82.997
bel,2018,80.464
bel,2019,77.861
bel,2020,82.72
ben,1960,473.237
ben,1961,469.18
ben,1962,465.122
ben,1963,461.133
ben,1964,457.143
ben,1965,453.154
ben,1966,449.164
ben,1967,445.175
ben,1968,442.137
ben,1969,439.099
ben,1970,436.061
ben,1971,433.023
ben,1972,429.986
ben,1973,427.169
ben,1974,424.352
ben,1975,421.535
ben,1976,418.718
ben,1977,415.901
ben,1978,413.308
ben,1979,410.716
ben,1980,408.123
ben,1981,405.531
ben,1982,402.938
ben,1983,391.017
ben,1984,379.096
ben,1985,367.175
ben,1986,355.255
ben,1987,343.334
ben,1988,333.244
ben,1989,323.154
ben,1990,313.065
ben,1991,302.975
ben,1992,292.885
ben,1993,298.047
ben,1994,303.209
ben,1995,308.371
ben,1996,313.533
ben,1997,318.695
ben,1998,317.305
ben,1999,315.915
ben,2000,314.525
ben,2001,313.135
ben,2002,311.746
ben,2003,306.42
ben,2004,301.095
ben,2005,295.77
ben,2006,290.445
ben,2007,285.12
ben,2008,283.036
ben,2009,280.953
ben,2010,278.869
ben,2011,276.786
ben,2012,274.702
ben,2013,271.907
ben,2014,269.111
ben,2015,266.315
ben,2016,263.52
ben,2017,260.724
ben,2018,258.647
ben,2019,255.706
ben,2020,252.764
bfa,1960,543.058
bfa,1961,536.847
bfa,1962,530.636
bfa,1963,524.746
bfa,1964,518.855
bfa,1965,512.965
bfa,1966,507.074
bfa,1967,501.183
bfa,1968,494.945
bfa,1969,488.707
bfa,1970,482.469
bfa,1971,476.231
bfa,1972,469.993
bfa,1973,461.204
bfa,1974,452.414
bfa,1975,443.625
bfa,1976,434.836
bfa,1977,426.047
bfa,1978,410.306
bfa,1979,394.566
bfa,1980,378.825
bfa,1981,363.084
bfa,1982,347.344
bfa,1983,346.792
bfa,1984,346.24
bfa,1985,345.688
bfa,1986,345.136
bfa,1987,344.584
bfa,1988,347.923
bfa,1989,351.262
bfa,1990,354.602
bfa,1991,357.941
bfa,1992,361.28
bfa,1993,363.839
bfa,1994,366.398
bfa,1995,368.957
bfa,1996,371.516
bfa,1997,374.075
bfa,1998,369.035
bfa,1999,363.995
bfa,2000,358.956
bfa,2001,353.916
bfa,2002,348.876
bfa,2003,341.156
bfa,2004,333.435
bfa,2005,325.715
bfa,2006,317.995
bfa,2007,310.275
bfa,2008,305.532
bfa,2009,300.79
bfa,2010,296.047
bfa,2011,291.305
bfa,2012,286.562
bfa,2013,282.184
bfa,2014,277.806
bfa,2015,273.429
bfa,2016,269.051
bfa,2017,264.673
bfa,2018,260.379
bfa,2019,256.075
bfa,2020,251.77
bgd,1960,287.786
bgd,1961,283.316
bgd,1962,278.847
bgd,1963,274.735
bgd,1964,270.623
bgd,1965,266.512
bgd,1966,262.4
bgd,1967,258.288
bgd,1968,257.081
bgd,1969,255.873
bgd,1970,254.666
bgd,1971,253.458
bgd,1972,252.251
bgd,1973,246.681
bgd,1974,241.111
bgd,1975,235.542
bgd,1976,229.972
bgd,1977,224.403
bgd,1978,221.984
bgd,1979,219.566
bgd,1980,217.147
bgd,1981,214.729
bgd,1982,212.31
bgd,1983,210.265
bgd,1984,208.22
bgd,1985,206.176
bgd,1986,204.131
bgd,1987,202.086
bgd,1988,200.248
bgd,1989,198.409
bgd,1990,196.571
bgd,1991,194.732
bgd,1992,192.894
bgd,1993,190.703
bgd,1994,188.513
bgd,1995,186.322
bgd,1996,184.132
bgd,1997,181.942
bgd,1998,179.861
bgd,1999,177.781
bgd,2000,175.701
bgd,2001,173.621
bgd,2002,171.541
bgd,2003,169.974
bgd,2004,168.407
bgd,2005,166.841
bgd,2006,165.274
bgd,2007,163.707
bgd,2008,162.277
bgd,2009,160.847
bgd,2010,159.417
bgd,2011,157.988
bgd,2012,156.558
bgd,2013,154.386
bgd,2014,152.214
bgd,2015,150.041
bgd,2016,147.869
bgd,2017,145.697
bgd,2018,151.411
bgd,2019,149.24
bgd,2020,147.069
bgr,1960,165.15
bgr,1961,162.382
bgr,1962,165.873
bgr,1963,159.585
bgr,1964,154.409
bgr,1965,152.052
bgr,1966,155.084
bgr,1967,164.444
bgr,1968,160.589
bgr,1969,169.053
bgr,1970,160.03
bgr,1971,172.885
bgr,1972,172.488
bgr,1973,164.402
bgr,1974,169.382
bgr,1975,177.536
bgr,1976,173.445
bgr,1977,185.434
bgr,1978,184.599
bgr,1979,191.124
bgr,1980,190.34
bgr,1981,188.293
bgr,1982,197.349
bgr,1983,198.158
bgr,1984,202.666
bgr,1985,210.854
bgr,1986,208.534
bgr,1987,206.517
bgr,1988,210.212
bgr,1989,217.849
bgr,1990,219.412
bgr,1991,212.446
bgr,1992,229.642
bgr,1993,240.227
bgr,1994,246.715
bgr,1995,245.658
bgr,1996,238.023
bgr,1997,244.071
bgr,1998,241.483
bgr,1999,222.457
bgr,2000,225.005
bgr,2001,222.768
bgr,2002,218.165
bgr,2003,215.846
bgr,2004,215.996
bgr,2005,219.427
bgr,2006,218.686
bgr,2007,212.03
bgr,2008,208.154
bgr,2009,203.75
bgr,2010,196.902
bgr,2011,194.111
bgr,2012,187.916
bgr,2013,184.811
bgr,2014,190.232
bgr,2015,185.528
bgr,2016,187.257
bgr,2017,183.956
bhr,1960,325.037
bhr,1961,312.423
bhr,1962,299.809
bhr,1963,289.795
bhr,1964,279.781
bhr,1965,269.767
bhr,1966,259.753
bhr,1967,249.739
bhr,1968,241.881
bhr,1969,234.023
bhr,1970,226.165
bhr,1971,218.307
bhr,1972,210.448
bhr,1973,204.309
bhr,1974,198.169
bhr,1975,192.03
bhr,1976,185.89
bhr,1977,179.751
bhr,1978,174.989
bhr,1979,170.227
bhr,1980,165.466
bhr,1981,160.704
bhr,1982,155.942
bhr,1983,152.245
bhr,1984,148.548
bhr,1985,144.85
bhr,1986,141.153
bhr,1987,137.456
bhr,1988,134.378
bhr,1989,131.3
bhr,1990,128.222
bhr,1991,125.144
bhr,1992,122.066
bhr,1993,119.172
bhr,1994,116.278
bhr,1995,113.384
bhr,1996,110.49
bhr,1997,107.596
bhr,1998,104.639
bhr,1999,101.682
bhr,2000,98.726
bhr,2001,95.769
bhr,2002,92.812
bhr,2003,90.633
bhr,2004,88.455
bhr,2005,86.276
bhr,2006,84.097
bhr,2007,81.919
bhr,2008,81.023
bhr,2009,80.127
bhr,2010,79.231
bhr,2011,78.336
bhr,2012,77.44
bhr,2013,76.45
bhr,2014,75.461
bhr,2015,74.471
bhr,2016,73.481
bhr,2017,72.491
bhr,2018,72.073
bhr,2019,71.223
bhr,2020,70.372
bhs,1960,284.281
bhs,1961,283.422
bhs,1962,282.562
bhs,1963,281.742
bhs,1964,280.923
bhs,1965,280.103
bhs,1966,279.284
bhs,1967,278.464
bhs,1968,277.681
bhs,1969,276.898
bhs,1970,276.115
bhs,1971,275.332
bhs,1972,274.549
bhs,1973,273.799
bhs,1974,273.049
bhs,1975,272.3
bhs,1976,271.55
bhs,1977,270.8
bhs,1978,270.08
bhs,1979,269.36
bhs,1980,268.641
bhs,1981,267.921
bhs,1982,267.201
bhs,1983,266.509
bhs,1984,265.817
bhs,1985,265.125
bhs,1986,264.433
bhs,1987,263.741
bhs,1988,262.385
bhs,1989,261.028
bhs,1990,259.672
bhs,1991,258.316
bhs,1992,256.96
bhs,1993,255.59
bhs,1994,254.22
bhs,1995,252.85
bhs,1996,251.48
bhs,1997,250.11
bhs,1998,246.29
bhs,1999,242.469
bhs,2000,238.648
bhs,2001,234.827
bhs,2002,231.007
bhs,2003,228.17
bhs,2004,225.333
bhs,2005,222.497
bhs,2006,219.66
bhs,2007,216.823
bhs,2008,214.281
bhs,2009,211.739
bhs,2010,209.197
bhs,2011,206.655
bhs,2012,204.113
bhs,2013,202.214
bhs,2014,200.314
bhs,2015,198.415
bhs,2016,196.516
bhs,2017,194.617
bhs,2018,193.627
bhs,2019,192.399
bhs,2020,191.172
bih,1960,247.839
bih,1961,245.509
bih,1962,243.179
bih,1963,240.819
bih,1964,238.458
bih,1965,236.097
bih,1966,233.737
bih,1967,231.376
bih,1968,228.578
bih,1969,225.781
bih,1970,222.984
bih,1971,220.186
bih,1972,217.389
bih,1973,214.448
bih,1974,211.507
bih,1975,208.565
bih,1976,205.624
bih,1977,202.683
bih,1978,202.316
bih,1979,201.949
bih,1980,201.582
bih,1981,201.215
bih,1982,200.848
bih,1983,199.092
bih,1984,197.335
bih,1985,195.579
bih,1986,193.822
bih,1987,192.066
bih,1988,203.188
bih,1989,214.31
bih,1990,225.431
bih,1991,236.553
bih,1992,247.675
bih,1993,232.518
bih,1994,217.362
bih,1995,202.206
bih,1996,187.049
bih,1997,171.893
bih,1998,168.29
bih,1999,164.687
bih,2000,161.084
bih,2001,157.481
bih,2002,153.878
bih,2003,151.408
bih,2004,148.939
bih,2005,146.47
bih,2006,144.001
bih,2007,141.531
bih,2008,139.815
bih,2009,138.099
bih,2010,136.382
bih,2011,134.666
bih,2012,132.95
bih,2013,131.082
bih,2014,129.214
bih,2015,127.346
bih,2016,125.478
bih,2017,123.61
bih,2018,115.278
bih,2019,113.706
bih,2020,112.133
blr,1960,204.65
blr,1961,198.56
blr,1962,203.921
blr,1963,199.634
blr,1964,193.62
blr,1965,198.214
blr,1966,198.797
blr,1967,202.68
blr,1968,208.441
blr,1969,216.685
blr,1970,226.439
blr,1971,226.107
blr,1972,230.385
blr,1973,230.297
blr,1974,232.667
blr,1975,248.7
blr,1976,254.896
blr,1977,260.781
blr,1978,265.549
blr,1979,276.726
blr,1980,277.656
blr,1981,279.223
blr,1982,279.032
blr,1983,282.453
blr,1984,298.328
blr,1985,275.577
blr,1986,241.926
blr,1987,246.357
blr,1988,250.118
blr,1989,273.41
blr,1990,281.951
blr,1991,294.245
blr,1992,310.855
blr,1993,343.266
blr,1994,348.399
blr,1995,363.728
blr,1996,358.553
blr,1997,360.641
blr,1998,370.602
blr,1999,375.925
blr,2000,354.094
blr,2001,369.56
blr,2002,383.421
blr,2003,372.783
blr,2004,362.612
blr,2005,369.192
blr,2006,355.849
blr,2007,332.936
blr,2008,334.107
blr,2009,330.003
blr,2010,334.194
blr,2011,336.426
blr,2012,287.27
blr,2013,273.671
blr,2014,261.217
blr,2015,245.384
blr,2016,234.903
blr,2017,227.765
blr,2018,231.323
blz,1960,262.636
blz,1961,255.815
blz,1962,248.994
blz,1963,241.699
blz,1964,234.404
blz,1965,227.11
blz,1966,219.815
blz,1967,212.52
blz,1968,206.914
blz,1969,201.308
blz,1970,195.702
blz,1971,190.096
blz,1972,184.49
blz,1973,183.211
blz,1974,181.933
blz,1975,180.654
blz,1976,179.376
blz,1977,178.097
blz,1978,175.989
blz,1979,173.881
blz,1980,171.773
blz,1981,169.664
blz,1982,167.556
blz,1983,166.555
blz,1984,165.554
blz,1985,164.554
blz,1986,163.553
blz,1987,162.552
blz,1988,170.43
blz,1989,178.309
blz,1990,186.187
blz,1991,194.065
blz,1992,201.944
blz,1993,208.259
blz,1994,214.574
blz,1995,220.889
blz,1996,227.205
blz,1997,233.52
blz,1998,235.972
blz,1999,238.424
blz,2000,240.876
blz,2001,243.328
blz,2002,245.78
blz,2003,241.688
blz,2004,237.596
blz,2005,233.504
blz,2006,229.412
blz,2007,225.32
blz,2008,225.59
blz,2009,225.86
blz,2010,226.13
blz,2011,226.4
blz,2012,226.67
blz,2013,224.562
blz,2014,222.454
blz,2015,220.346
blz,2016,218.238
blz,2017,216.13
blz,2018,213.827
blz,2019,212.235
blz,2020,210.642
bol,1960,421.504
bol,1961,419.215
bol,1962,416.927
bol,1963,414.905
bol,1964,412.884
bol,1965,410.862
bol,1966,408.84
bol,1967,406.819
bol,1968,404.786
bol,1969,402.754
bol,1970,400.722
bol,1971,398.69
bol,1972,396.657
bol,1973,393.281
bol,1974,389.905
bol,1975,386.528
bol,1976,383.152
bol,1977,379.776
bol,1978,374.808
bol,1979,369.84
bol,1980,364.872
bol,1981,359.903
bol,1982,354.935
bol,1983,350.079
bol,1984,345.223
bol,1985,340.368
bol,1986,335.512
bol,1987,330.656
bol,1988,325.961
bol,1989,321.267
bol,1990,316.573
bol,1991,311.878
bol,1992,307.184
bol,1993,302.697
