global,time,en_atm_noxe_zg
world,1991,-1.6407
world,1992,4.16709
world,1993,-3.52316
world,1994,0.07999
world,1995,0.87069
world,1996,1.99699
world,1997,9.60935
world,1998,5.68843
world,1999,0.0865
world,2000,-1.10048
world,2001,-5.67457
world,2002,-3.47697
world,2003,-3.94002
world,2004,-1.54265
world,2005,0.43366
world,2006,4.98403
world,2007,10.39773
world,2008,2.67462
world,2009,3.91703
world,2010,4.46638
world,2011,5.77527
world,2012,6.79765
