geo,time,gc_rev_gotr_zs
gbr,2001,3.66148
gbr,2002,3.36817
gbr,2003,3.31619
gbr,2004,4.20548
gbr,2005,5.87723
gbr,2006,4.35144
gbr,2007,4.7972
gbr,2008,4.79859
gbr,2009,5.25697
gbr,2010,4.599
gbr,2011,4.18955
gbr,2012,6.9439
gbr,2013,7.50644
gbr,2014,6.31947
gbr,2015,6.19418
gbr,2016,5.85308
gbr,2017,6.19911
gbr,2018,6.10276
gbr,2019,5.75726
geo,1995,31.96689
geo,1996,20.96365
geo,1997,16.53898
geo,1998,13.9364
geo,1999,8.28516
geo,2000,4.947
geo,2001,10.33461
geo,2002,7.1442
geo,2003,8.5518
geo,2004,15.85687
geo,2005,13.22704
geo,2006,14.17766
geo,2007,11.58086
geo,2008,17.44001
geo,2009,15.15541
geo,2010,15.06113
geo,2011,9.02603
geo,2012,10.39357
geo,2013,16.05599
geo,2014,16.25126
geo,2015,20.36903
geo,2016,19.55089
geo,2017,19.90268
geo,2018,15.78203
geo,2019,15.09459
geo,2020,16.72102
gha,1990,10.4073
gha,1991,9.28293
gha,1992,8.92714
gha,1993,9.20023
gha,2001,31.24843
gha,2002,17.21114
gha,2003,25.48575
gha,2004,30.34669
gha,2005,29.30384
gha,2006,26.74734
gha,2007,29.78666
gha,2008,25.57377
gha,2009,32.1465
gha,2010,30.41656
gha,2011,30.64692
gha,2012,26.3972
gha,2013,27.99174
gha,2014,34.4572
gha,2015,34.15778
gha,2016,24.66264
gha,2017,22.24445
gha,2018,19.89062
gha,2019,19.58005
gin,1989,40.35884
gin,1990,41.79648
gin,1991,40.23779
gin,1992,32.27841
gmb,1990,28.87025
gnb,2017,43.0476
gnb,2019,38.14348
gnq,2006,75.75967
gnq,2007,79.51992
gnq,2008,77.43506
gnq,2009,61.75568
gnq,2010,71.52968
gnq,2011,75.21566
gnq,2012,68.72078
gnq,2013,65.94964
gnq,2014,65.71581
gnq,2015,56.5451
gnq,2016,62.02309
gnq,2017,65.61505
gnq,2018,68.83983
gnq,2019,50.00304
grc,1972,9.21921
grc,1973,9.71861
grc,1974,9.74812
grc,1975,11.68672
grc,1976,9.27232
grc,1977,8.76915
grc,1978,7.67181
grc,1979,7.5564
grc,1980,10.59673
grc,1981,10.65894
grc,1982,12.72588
grc,1983,11.31773
grc,1984,11.9788
grc,1985,11.62855
grc,1986,11.46043
grc,1987,12.61418
grc,1988,13.55523
grc,1989,13.97843
grc,1990,12.98572
gtm,1990,12.38965
gtm,1991,16.59839
gtm,1992,19.41169
gtm,1993,10.21298
gtm,1994,9.41589
gtm,1995,5.98435
gtm,1996,3.14044
gtm,1997,6.4162
gtm,1998,6.76854
gtm,1999,4.98531
gtm,2000,6.16956
gtm,2001,10.03172
gtm,2002,4.53895
gtm,2003,4.01962
gtm,2004,3.62737
gtm,2005,3.78742
gtm,2006,4.34945
gtm,2007,3.86707
gtm,2008,3.79651
gtm,2009,3.57995
gtm,2010,3.92916
gtm,2011,3.36108
gtm,2012,3.58067
gtm,2013,2.73863
gtm,2014,4.32402
gtm,2015,3.56508
gtm,2016,5.45747
gtm,2017,3.15117
gtm,2018,3.2496
gtm,2019,3.12716
hnd,1972,13.66732
hnd,1973,12.90323
hnd,1974,10.68345
hnd,1975,12.52027
hnd,1976,13.49898
hnd,1977,8.3246
hnd,1978,5.72144
hnd,1979,8.67638
hnd,1980,6.50895
hnd,1981,5.67998
hnd,2003,22.31907
hnd,2004,21.27118
hnd,2005,22.80286
hnd,2006,21.88452
hnd,2007,19.78969
hnd,2008,23.79354
hnd,2009,23.07801
hnd,2010,20.96922
hnd,2011,19.56686
hnd,2012,19.74968
hnd,2013,20.38955
hnd,2014,18.26159
hnd,2015,12.69197
hrv,1991,3.35165
hrv,1992,7.62411
hrv,1993,6.78908
hrv,1994,3.90452
hun,1981,16.12284
hun,1982,14.63415
hun,1983,11.92982
hun,1984,12.18236
hun,1985,15.31465
hun,1986,11.65129
hun,1987,10.00909
hun,1988,11.74832
hun,1989,14.50076
hun,1990,15.53486
hun,1991,15.42041
hun,1992,13.45711
hun,1993,13.62565
hun,1994,16.11299
hun,1995,9.16156
hun,1996,11.90302
hun,1997,9.90126
hun,1998,8.73723
hun,1999,7.96871
hun,2000,7.63908
hun,2001,8.02031
hun,2002,7.18921
hun,2003,7.22316
hun,2004,8.99972
hun,2005,8.89357
hun,2006,10.39238
hun,2007,9.2968
hun,2008,9.44652
hun,2009,11.54693
hun,2010,12.70754
hun,2011,12.20368
hun,2012,13.42253
hun,2013,14.72291
hun,2014,14.61795
hun,2015,15.83086
hun,2016,11.3435
hun,2017,12.34692
hun,2018,13.22054
hun,2019,13.43978
idn,1972,11.80124
idn,1973,8.52941
idn,1974,6.71031
idn,1975,9
idn,1976,6.77224
idn,1977,7.29224
idn,1978,7.03518
idn,1979,7.85816
idn,1980,4.8818
idn,1981,13.84872
idn,1982,6.67187
idn,1983,10.56669
idn,1984,18.70861
idn,1985,12.70949
idn,1986,29.68955
idn,1987,24.02647
idn,1988,11.01378
idn,1989,8.30097
idn,1990,5.39453
idn,1991,7.82035
idn,1992,12.13368
idn,1993,15.93451
idn,1994,10.25468
idn,1995,9.43143
idn,1996,13.34382
idn,1997,8.84306
idn,1998,6.21485
idn,1999,7.7188
idn,2001,36.1075
idn,2002,26.17573
idn,2003,25.49042
idn,2004,30.15124
idn,2008,32.8898
idn,2009,26.95227
idn,2010,27.30641
idn,2011,27.80668
idn,2012,26.71678
idn,2013,25.11954
idn,2014,26.08119
idn,2015,17.70817
idn,2016,17.60153
idn,2017,19.43638
idn,2018,21.87931
idn,2019,21.23575
ind,1974,14.36107
ind,1975,17.87698
ind,1976,19.10565
ind,1977,22.61833
ind,1978,19.90677
ind,1979,18.12338
ind,1980,18.8482
ind,1981,18.91713
ind,1982,20.71087
ind,1983,18.14722
ind,1984,20.97111
ind,1985,20.651
ind,1986,20.97458
ind,1987,21.17039
ind,1988,20.2568
ind,1989,23.56946
ind,1990,20.14188
ind,1991,21.86859
ind,1992,24.17658
ind,1993,26.29977
ind,1994,25.07546
ind,1995,24.69923
ind,1996,25.06239
ind,1997,25.04453
ind,1998,26.48121
ind,1999,26.47659
ind,2000,24.91542
ind,2001,26.9304
ind,2002,25.41282
ind,2003,23.51596
ind,2004,21.07807
ind,2005,18.63988
ind,2006,16.65337
ind,2007,16.35658
ind,2008,14.08071
ind,2009,14.18263
ind,2010,21.15828
ind,2011,11.58177
ind,2012,13.94969
ind,2013,12.64724
ind,2014,13.55985
ind,2015,14.86264
ind,2016,13.22488
ind,2017,10.54501
ind,2018,8.8639
irl,1972,11.51079
irl,1973,9.97625
irl,1974,10.77406
irl,1975,10.8354
irl,1976,10.37446
irl,1977,11.5882
irl,1978,12.23404
irl,1979,15.02933
irl,1980,14.98592
irl,1981,13.86944
irl,1982,15.659
irl,1983,16.43646
irl,1984,14.42682
irl,1985,15.67835
irl,1986,13.58955
irl,1987,14.44328
irl,1988,9.65964
irl,1989,9.04982
irl,1990,10.93479
irl,1991,13.07065
irl,1992,12.4583
irl,1993,12.62185
irl,1994,9.34782
irn,1972,63.81988
irn,1973,68.83673
irn,1974,86.95256
irn,1975,80.62454
irn,1976,79.04732
irn,1977,76.35551
irn,1978,64.99712
irn,1979,73.9736
irn,1980,68.1958
irn,1981,62.85566
irn,1982,69.39555
irn,1983,65.04777
irn,1984,59.07722
irn,1985,51.38509
irn,1986,31.88082
irn,1987,41.21137
irn,1988,41.29142
irn,1989,51.47781
irn,1990,59.88061
irn,1991,51.16679
irn,1992,51.01988
irn,1993,74.72868
irn,1994,74.92569
irn,1995,66.16186
irn,1996,59.4627
irn,1997,46.50343
irn,1998,39.26419
irn,1999,51.36329
irn,2000,61.41688
irn,2001,57.19568
irn,2002,67.13482
irn,2003,64.95371
irn,2004,66.00168
irn,2005,68.02714
irn,2006,66.82516
irn,2007,66.56579
irn,2008,61.64434
irn,2009,52.31426
irq,2014,97.6093
irq,2015,95.68191
irq,2016,92.46767
irq,2017,92.2272
irq,2018,94.9193
irq,2019,96.51693
isl,1972,7.80362
isl,1973,13.13485
isl,1974,9.77371
isl,1975,10.44725
isl,1976,10.1377
isl,1977,10.79993
isl,1978,11.80823
isl,1979,11.62516
isl,1980,11.60732
isl,1981,11.35839
isl,1982,13.19142
isl,1983,14.59794
isl,1984,14.79742
isl,1985,15.54332
isl,1986,15.64925
isl,1987,16.31373
isl,1988,16.68139
isl,1989,16.8639
isl,1990,14.29433
isl,1991,12.94651
isl,1992,14.51347
isl,1993,14.41217
isl,1994,15.07533
isl,1995,15.05892
isl,1996,14.05729
isl,1997,13.99551
isl,1998,13.11396
isl,1999,12.95466
isl,2000,13.01172
isl,2001,15.42758
isl,2002,14.65555
isl,2003,13.03774
isl,2004,12.63494
isl,2005,21.63994
isl,2006,23.53916
isl,2007,24.72112
isl,2008,36.97167
isl,2009,34.24226
isl,2010,25.11098
isl,2011,27.02442
isl,2012,27.2647
isl,2013,25.60933
isl,2014,20.91413
isl,2015,19.74454
isl,2016,14.87003
isl,2017,19.61664
isl,2018,20.43541
isl,2019,17.926
isr,1972,10
isr,1973,42.10526
isr,1974,15.38462
isr,1975,26.19048
isr,1976,25.80645
isr,1977,24.44444
isr,1978,25.69444
isr,1979,26.22951
isr,1980,28.12052
isr,1981,27.08861
isr,1982,22.78448
isr,1983,31.39042
isr,1984,37.75426
isr,1985,39.10229
isr,1986,35.63899
isr,1987,31.2909
isr,1988,24.85672
isr,1989,26.67608
isr,1990,27.48038
isr,1991,26.45837
isr,1992,25.58554
isr,1993,22.76805
isr,1994,19.67539
isr,1995,18.79656
isr,1996,22.47548
isr,1997,20.2674
isr,1998,21.4536
isr,1999,20.10199
isr,2000,18.73566
isr,2001,18.59139
isr,2002,20.18619
isr,2003,19.26973
isr,2004,17.64028
isr,2005,16.66972
isr,2006,17.30636
isr,2007,15.89792
isr,2008,16.14011
isr,2009,15.35583
isr,2010,15.51176
isr,2011,14.96839
isr,2012,15.48262
isr,2013,14.18831
isr,2014,14.15002
isr,2015,14.07806
isr,2016,13.43518
isr,2017,12.41141
isr,2018,12.73485
isr,2019,12.36558
ita,1973,8.4401
ita,1974,5.77008
ita,1975,5.90109
ita,1976,6.50204
ita,1977,7.33464
ita,1978,10.50088
ita,1979,11.88697
ita,1980,10.01083
ita,1981,8.17182
ita,1982,7.32167
ita,1983,7.24244
ita,1984,7.25359
ita,1985,6.17893
ita,1986,5.25422
ita,1987,4.68669
ita,1988,3.08171
ita,1989,3.08755
ita,1995,6.11581
ita,1996,5.79062
ita,1997,5.33845
ita,1998,5.28509
ita,1999,5.63541
ita,2000,4.61126
ita,2001,5.33198
ita,2002,5.25398
ita,2003,4.8951
ita,2004,4.92704
ita,2005,4.79013
ita,2006,5.08248
ita,2007,4.40723
ita,2008,4.6205
ita,2009,5.84481
ita,2010,5.36489
ita,2011,4.84317
ita,2012,4.82871
ita,2013,5.12554
ita,2014,5.56113
ita,2015,6.16335
ita,2016,6.11366
ita,2017,6.32038
ita,2018,6.43556
ita,2019,6.45929
jor,1990,42.31113
jor,1991,46.39042
jor,1992,33.45502
jor,1993,36.64013
jor,1994,34.85307
jor,1995,35.50678
jor,1996,32.74261
jor,1997,35.45824
jor,1998,36.20829
jor,1999,39.41803
jor,2000,34.64018
jor,2001,34.71489
jor,2002,37.94743
jor,2003,43.49476
jor,2004,37.66624
jor,2005,28.28655
jor,2006,23.94299
jor,2007,24.12187
jor,2008,21.05141
jor,2009,35.84889
jor,2010,35.51805
jor,2011,43.05399
jor,2012,33.21133
jor,2013,36.1933
jor,2014,44.16038
jor,2015,39.45676
jor,2016,39.6062
jor,2017,41.34973
jor,2018,43.94773
jor,2019,39.52001
jpn,1991,17.0957
jpn,1992,18.06237
jpn,1993,18.16128
kaz,1997,5.7119
kaz,1998,8.76426
kaz,1999,26.29297
kaz,2000,24.43122
kaz,2001,31.29618
kaz,2002,16.50833
kaz,2003,13.8466
kaz,2004,14.56789
kaz,2010,27.55949
kaz,2011,22.89213
kaz,2012,39.28628
kaz,2013,20.67198
kaz,2014,25.46687
kaz,2015,25.97685
kaz,2016,26.18503
kaz,2017,34.81016
kaz,2018,25.84376
kaz,2019,23.99983
ken,2014,22.55546
ken,2015,23.2694
ken,2016,20.26098
ken,2017,26.57348
ken,2018,21.1891
ken,2019,20.15642
kgz,2014,27.69472
kgz,2015,30.66158
kgz,2016,25.36965
kgz,2017,26.20658
kgz,2018,21.17948
kgz,2019,24.95343
khm,2002,42.12051
khm,2003,34.17055
khm,2004,30.32052
khm,2005,35.14552
khm,2006,28.16524
khm,2007,27.30316
khm,2008,28.54811
khm,2009,36.40855
khm,2010,39.43465
khm,2011,32.849
khm,2012,39.65661
khm,2013,32.48231
khm,2014,23.58782
khm,2015,21.24279
khm,2016,25.26864
khm,2017,22.81582
khm,2018,22.69225
khm,2019,20.39544
kir,2011,71.79658
kir,2012,75.92664
kir,2013,80.05913
kir,2014,83.84526
kir,2015,82.40973
kir,2016,74.72644
kir,2017,78.49014
kir,2018,83.63473
kir,2019,79.62038
kna,1990,19.84761
kna,1991,14.1994
kna,1992,17.77873
kna,1993,17.0141
kna,1994,20.96889
kna,2000,28.43548
kna,2001,32.76934
kna,2002,12.67093
kna,2003,15.55211
kna,2004,15.33814
kna,2005,11.78893
kna,2006,9.28905
kna,2007,13.15362
kna,2008,26.33845
kna,2009,34.686
kna,2010,38.95001
kna,2011,43.19298
kna,2012,51.97985
kna,2013,56.12081
kna,2014,50.45022
kna,2015,46.14389
kna,2016,41.68128
kna,2017,40.54154
kor,1972,16.81109
kor,1973,13.33333
kor,1974,10.03899
kor,1975,9.40722
kor,1976,8.68626
kor,1977,9.56433
kor,1978,9.35357
kor,1979,10.02604
kor,1980,12.46661
kor,1981,13.69815
kor,1982,13.63038
kor,1983,10.5973
kor,1984,11.45392
kor,1985,11.89402
kor,1986,11.69773
kor,1987,9.83252
kor,1988,9.61521
kor,1989,12.18336
kor,1990,9.28444
kor,1991,10.24535
kor,1992,11.76114
kor,1993,12.43553
kor,1994,13.04646
kor,1995,12.06853
kor,1996,12.60561
kor,1997,13.41415
kor,1998,17.73351
kor,1999,17.15009
kor,2000,17.66893
kor,2001,17.60072
kor,2002,17.99861
kor,2003,17.11061
kor,2004,16.96637
kor,2005,16.22288
kor,2006,16.84787
kor,2007,17.54889
kor,2008,16.3292
kor,2009,16.5861
kor,2010,17.02451
kor,2011,16.9892
kor,2012,23.88171
kor,2013,23.47368
kor,2014,22.20413
kor,2015,21.2294
kor,2016,20.34627
kor,2017,19.32339
kor,2018,18.52853
kor,2019,19.13971
kwt,1972,9.86842
kwt,1973,13.97695
kwt,1974,54.25844
kwt,1977,93.74373
kwt,1978,89.35961
kwt,1979,95.90996
kwt,1980,96.97802
kwt,1981,95.88198
kwt,1982,94.99064
kwt,1983,95.24729
kwt,1984,95.38779
kwt,1985,96.70532
kwt,1986,97.70236
kwt,1990,97.36842
kwt,1991,96.94656
kwt,1992,99.1453
kwt,1993,96.51522
kwt,1994,95.87426
kwt,1995,96.88547
kwt,1996,97.27136
kwt,1997,97.42182
kwt,1998,96.5896
lbn,1997,24.23857
lbn,1998,25.64603
lbn,1999,27.94704
lbn,2000,23.91648
lbn,2001,24.06451
lbn,2002,21.25005
lbn,2003,23.50381
lbn,2004,23.55185
lbn,2005,27.03913
lbn,2006,34.85267
lbn,2007,32.41248
lbn,2008,26.24486
lbn,2009,23.46042
lbn,2010,15.42121
lbn,2011,23.54643
lbn,2012,22.62554
lbn,2013,23.05477
lbn,2014,28.34641
lbn,2015,26.02821
lbn,2016,25.16556
lbn,2017,24.05311
lbn,2018,20.91462
lbn,2019,20.78644
lca,2000,13.40304
lca,2001,13.57547
lca,2002,15.18869
lca,2003,15.42336
lca,2004,8.86671
lca,2005,6.92548
lca,2006,7.25165
lca,2007,7.52404
lca,2008,9.55388
lca,2009,9.12747
lca,2010,13.24018
lca,2011,10.21572
lca,2012,11.18574
lca,2013,7.7588
lca,2014,10.96477
lca,2015,9.92022
lca,2016,6.85831
lca,2017,12.18523
lka,1990,17.14605
lka,1991,18.68275
lka,1992,18.33493
lka,1993,17.42541
lka,1994,15.35061
lka,1995,17.78441
lka,1996,14.64373
lka,1997,16.15207
lka,1998,17.54453
lka,1999,16.31681
lka,2000,14.03814
lka,2001,13.00978
lka,2002,15.94843
lka,2003,17.42724
lka,2004,10.95183
lka,2005,17.1154
lka,2006,14.21202
lka,2007,12.98961
lka,2008,13.70307
lka,2009,13.15773
lka,2010,11.78649
lka,2011,13.12525
lka,2012,13.69138
lka,2013,11.46838
lka,2014,10.25554
lka,2015,6.15415
lka,2016,12.48655
lka,2017,7.96077
lka,2018,10.08698
lka,2019,7.10438
lso,1984,20.57416
lso,1986,19.58677
lso,1987,27.78488
lso,1988,28.90024
lso,1989,34.36849
lso,1991,37.75143
lso,1992,33.69821
lso,1993,35.78626
lso,1994,38.81797
lso,1995,41.89017
lso,1996,41.1694
lso,1997,37.99147
lso,1998,39.11699
lso,1999,32.88001
lso,2000,42.34407
lso,2001,35.7622
lso,2002,38.71484
lso,2003,35.14554
lso,2004,33.15048
lso,2005,34.30469
lso,2006,37.63746
lso,2007,36.04723
lso,2008,38.59119
lso,2009,37.49808
lso,2010,45.61692
lso,2011,41.22993
lso,2012,41.05047
lso,2013,38.21571
lso,2014,34.00236
lso,2015,33.63906
lso,2016,35.17682
lso,2017,33.46112
lso,2018,33.21288
lso,2019,31.70606
ltu,1991,8.47682
ltu,1993,10.23622
ltu,1994,4.2655
ltu,2004,9.00473
ltu,2005,10.63161
ltu,2006,9.11336
ltu,2007,10.59373
ltu,2008,10.185
ltu,2009,12.75261
ltu,2010,16.6714
ltu,2011,16.04949
ltu,2012,15.79261
ltu,2013,15.54631
ltu,2014,16.7523
ltu,2015,14.18975
ltu,2016,10.83008
ltu,2017,9.39055
ltu,2018,10.09441
ltu,2019,10.79251
lux,1972,10.92983
lux,1973,9.82588
lux,1974,9.45808
lux,1975,9.44835
lux,1976,9.58733
lux,1977,9.48677
lux,1978,9.8509
lux,1979,11.11054
lux,1980,14.76356
lux,1981,14.82262
lux,1982,14.68799
lux,1983,11.00639
lux,1984,11.16639
lux,1985,11.9003
lux,1986,10.02204
lux,1987,8.17356
lux,1988,7.68327
lux,1989,9.96815
lux,1990,12.07102
lux,1991,13.5629
lux,1992,13.48765
lux,1993,8.6797
lux,1994,8.4032
lva,1994,6.59255
lva,1995,13.09124
lva,1996,11.47643
lva,1997,14.58951
lva,1998,12.85635
lva,1999,11.30283
lva,2000,10.75399
lva,2001,9.21204
lva,2002,11.20262
lva,2003,11.3155
lva,2004,14.95599
lva,2005,14.77882
lva,2006,16.5273
lva,2007,13.60269
lva,2008,14.52312
lva,2009,20.39352
lva,2010,23.76128
lva,2011,22.93086
lva,2012,21.42023
lva,2013,19.79696
lva,2014,19.41498
lva,2015,18.68091
lva,2016,16.54635
lva,2017,16.08405
lva,2018,18.15864
lva,2019,17.47669
mac,1996,17.50945
mac,1997,12.93077
mac,1998,19.90096
mac,1999,29.5297
mac,2000,16.04943
mac,2001,17.8454
mac,2002,13.39157
mac,2003,12.62444
mac,2004,9.79597
mac,2005,13.6919
mac,2006,13.01507
mac,2007,11.72358
mac,2008,8.54055
mac,2009,10.56432
mac,2010,5.6804
mac,2011,5.83625
mac,2012,5.32675
mac,2013,4.77821
mac,2014,5.71841
mac,2015,8.0305
mac,2016,7.95782
mac,2017,8.73831
mac,2018,5.92044
mac,2019,9.14651
mar,1990,11.3124
mar,1991,10.27041
mar,1992,9.46201
mar,1993,15.01454
mar,1994,14.18352
mar,1995,14.26449
mar,1997,12.10973
mar,1998,11.60111
mar,1999,13.21865
mar,2002,17.82018
mar,2003,14.70178
mar,2004,17.14016
mar,2005,16.39937
mar,2006,18.02192
mar,2007,16.05496
mar,2008,15.23777
mar,2009,18.13788
mar,2010,14.89831
mar,2011,14.34421
mar,2012,14.74923
mar,2013,19.73607
mar,2014,21.40549
mar,2015,19.52076
mar,2016,17.77261
mar,2017,17.35728
mar,2018,16.32244
mar,2019,16.84399
mda,1995,2.36703
mda,1996,11.79891
mda,1997,20.61556
mda,1998,16.03111
mda,1999,17.3174
mda,2000,23.39573
mda,2001,19.28116
mda,2002,19.66342
mda,2003,18.24775
mda,2004,17.49522
mda,2005,20.397
mda,2006,15.35497
mda,2007,16.40445
mda,2008,14.10337
mda,2009,15.37875
mda,2010,16.64314
mda,2011,13.42354
mda,2012,12.59932
mda,2013,12.36913
mda,2014,14.31351
mda,2015,10.31813
mda,2016,6.57582
mda,2017,5.60673
mda,2018,4.63445
mda,2019,6.41973
mdg,1990,6.74399
mdg,1991,5.00283
mdg,1992,3.87212
mdg,1993,5.30576
mdg,1994,6.1857
mdg,1995,2.42883
mdg,2003,34.29811
mdg,2004,46.45469
mdg,2005,39.4754
mdg,2006,50.31722
mdg,2007,29.43589
mdg,2008,33.11543
mdg,2009,14.78717
mdg,2010,24.27562
mdg,2011,16.28008
mdg,2012,14.89414
mdg,2013,12.89341
mdg,2014,21.09724
mdg,2015,15.33769
mdg,2016,26.27364
mdg,2017,22.15687
mdg,2018,22.17367
mdg,2019,24.16522
mdv,1979,69.87448
mdv,1980,71.22807
mdv,1981,70.80201
mdv,1982,63.60485
mdv,1983,57.40281
mdv,1984,56.26911
mdv,1985,43.19899
mdv,1986,57.45721
mdv,1987,55.10662
mdv,1988,51.46171
mdv,1989,54.67298
mdv,1990,46.86921
mdv,1991,53.87328
mdv,1992,46.01462
mdv,1993,47.1114
mdv,1994,53.04211
mdv,1995,54.55516
mdv,1996,54.41994
mdv,1997,52.52719
mdv,1998,53.18189
mdv,1999,56.00324
mdv,2000,57.19654
mdv,2001,58.23623
mdv,2002,59.72181
mdv,2003,58.54463
mdv,2004,51.60987
mdv,2005,62.36702
mdv,2006,61.1709
mdv,2007,61.44372
mdv,2008,54.58984
mdv,2009,52.24528
mex,1972,6.89655
mex,1973,8.82353
mex,1974,5.26316
mex,1975,6.71642
mex,1976,8.23529
mex,1977,5.39419
mex,1978,4.96894
mex,1979,4.55581
mex,1980,7.42942
mex,1981,8.3524
mex,1982,10.09296
mex,1983,7.6403
mex,1984,6.13431
mex,1985,4.78869
mex,1986,4.93658
mex,1987,5.49995
mex,1988,10.30019
mex,1989,12.23432
mex,1990,10.59369
mex,1991,9.08859
mex,1992,11.13634
mex,1993,9.20245
mex,1994,12.85933
mex,1995,16.38108
mex,1996,16.3575
mex,1997,11.49918
mex,1998,10.11499
mex,1999,11.2083
mex,2000,10.47495
mex,2008,41.94717
mex,2009,33.63086
mex,2010,32.60364
mex,2011,36.17031
mex,2012,36.7395
mex,2013,33.75577
mex,2014,30.32063
mex,2015,21.25543
mex,2016,20.73199
mex,2017,24.11597
mex,2018,19.19117
mex,2019,16.99924
mhl,2008,71.55838
mhl,2009,71.50698
mhl,2010,71.7432
mhl,2011,70.64936
mhl,2012,68.7599
mhl,2013,69.89414
mhl,2014,69.74265
mhl,2015,70.62814
mhl,2016,71.37324
mhl,2017,74.11648
mhl,2018,71.56368
mhl,2019,73.46571
mkd,2005,14.37607
mkd,2006,11.39203
mkd,2007,11.73739
mkd,2008,14.63102
mkd,2009,13.56004
mkd,2010,12.13154
mkd,2011,10.50603
mkd,2012,11.77801
mkd,2013,13.0497
mkd,2014,10.29991
mkd,2015,11.24835
mkd,2016,9.56436
mkd,2017,10.26032
mkd,2018,7.77007
mkd,2019,10.03313
mli,2000,29.51997
mli,2001,26.17555
mli,2002,27.39834
mli,2003,34.28151
mli,2004,29.27216
mli,2005,29.10158
mli,2006,73.15296
mli,2007,34.53635
mli,2008,30.96522
mli,2009,31.36126
mli,2010,27.2688
mli,2011,24.09271
mli,2012,7.87483
mli,2013,27.67427
mli,2014,13.03926
mli,2015,14.33481
mli,2016,14.21772
mli,2017,17.24964
mli,2018,15.83826
mli,2019,17.11955
mlt,1972,35.98039
mlt,1973,44.59107
mlt,1974,49.29435
mlt,1975,53.39029
mlt,1976,52.27738
mlt,1977,42.35462
mlt,1978,41.87455
mlt,1980,23.84166
mlt,1981,32.45869
mlt,1982,35.0509
mlt,1983,38.73386
mlt,1984,40.68243
mlt,1985,37.46636
mlt,1986,33.33158
mlt,1987,31.0427
mlt,1988,35.73199
mlt,1989,30.97501
mlt,1990,34.66736
mlt,1991,35.53493
mlt,1992,26.09049
mlt,1993,23.87841
mlt,1994,26.50063
mmr,1973,27.42782
mmr,1974,27.11529
mmr,1975,19.72378
mmr,1976,29.28258
mmr,1977,28.8046
mmr,1978,36.35273
mmr,1979,39.99667
mmr,1980,43.6532
mmr,1981,43.75743
mmr,1982,43.1922
mmr,1983,42.78254
mmr,1984,43.49748
mmr,1985,43.66163
mmr,1986,44.4656
mmr,1987,43.66143
mmr,1988,49.55088
mmr,1989,46.31164
mmr,1990,41.2832
mmr,1991,40.59967
mmr,1992,36.48314
mmr,1993,35.92357
mmr,1994,36.90637
mmr,1995,42.41392
mmr,1996,42.62844
mmr,1997,43.46772
mmr,1998,51.37541
mmr,1999,50.9426
mmr,2000,43.61061
mmr,2001,50.7217
mmr,2002,59.70892
mmr,2003,55.60665
mmr,2004,49.42609
mmr,2005,41.8029
mmr,2012,77.09472
mmr,2013,72.63666
mmr,2014,73.66195
mmr,2015,67.85617
mmr,2016,57.83276
mmr,2017,63.07804
mmr,2018,60.49455
mmr,2019,58.42766
mng,1992,25.26273
mng,1993,12.29556
mng,1994,23.39691
mng,1995,27.4237
mng,1996,26.33231
mng,1997,22.18804
mng,1998,34.27093
mng,1999,29.01962
mng,2000,26.05471
mng,2001,26.89488
mng,2002,31.24809
mng,2003,27.03486
mng,2006,16.80904
mng,2007,30.64946
mng,2008,16.60345
mng,2009,26.05839
mng,2010,23.13921
mng,2011,24.56074
mng,2012,27.30449
mng,2013,25.42133
mng,2014,30.55066
mng,2015,27.93215
mng,2016,25.31973
mng,2017,25.97857
mng,2018,24.78865
moz,2010,36.23491
moz,2011,31.85117
moz,2012,27.77052
moz,2013,26.34996
moz,2014,22.3336
moz,2015,23.75435
moz,2016,12.11894
moz,2017,11.95963
moz,2018,11.87606
moz,2019,9.86037
mus,1973,11.80614
mus,1974,4.37052
mus,1975,8.59992
mus,1976,10.56411
mus,1977,8.54927
mus,1978,10.09643
mus,1979,11.09309
mus,1980,11.65113
mus,1981,13.11626
mus,1982,14.65024
mus,1983,13.71905
mus,1984,10.36084
mus,1985,15.92167
mus,1986,15.22253
mus,1987,15.80432
mus,1988,13.46016
mus,1989,8.96195
mus,1990,9.39652
mus,1991,6.27045
mus,1992,10.2708
mus,1993,10.39851
mus,1994,12.12147
mus,1995,16.49134
mus,1996,13.20435
mus,1997,17.43315
mus,1998,16.49224
mus,1999,13.95431
mus,2000,12.45643
mus,2001,14.88254
mus,2002,16.95498
mus,2003,16.61765
mus,2004,15.76452
mus,2005,11.20389
mus,2006,11.41107
mus,2007,11.61294
mus,2008,12.61905
mus,2009,16.94679
mus,2010,13.59131
mus,2011,13.17198
mus,2012,12.8772
mus,2013,11.80636
mus,2014,12.06951
mus,2015,15.4425
mus,2016,12.88969
mus,2017,14.95013
mus,2018,13.78541
mus,2019,10.04717
mwi,2009,39.17989
mwi,2010,37.19833
mwi,2011,28.87965
mwi,2012,20.92945
mwi,2013,39.72043
mwi,2014,20.46812
mwi,2015,20.38362
mwi,2016,21.04859
mwi,2017,20.45796
mwi,2018,12.5452
mwi,2019,12.8849
mwi,2020,15.42087
mys,1996,16.74625
mys,1997,15.73721
mys,1998,16.60595
mys,1999,28.2617
mys,2000,21.80411
mys,2001,21.49068
mys,2002,19.94276
mys,2003,29.92938
mys,2004,27.51263
mys,2005,24.18558
mys,2006,29.88013
mys,2007,31.96686
