global,time,fr_inr_lndp
world,2004,6.47291
world,2005,6.48367
world,2006,6.2809
world,2007,6.2809
world,2008,6.0175
world,2009,5.93008
world,2010,6.02833
world,2011,6.0239
world,2012,5.84833
world,2013,5.85329
world,2014,5.71467
world,2015,5.33159
world,2016,5.69
world,2017,5.44958
world,2018,5.34419
world,2019,5.7795
