geo,time,ag_con_fert_pt_zs
bgr,1985,88.10468
bgr,1986,89.02396
bgr,1987,74.88802
bgr,1988,79.57209
bgr,1989,73.69864
bgr,1990,71.51479
bgr,1991,59.15143
bgr,1992,32.97647
bgr,1993,29.53271
bgr,1994,30.25108
bgr,1995,13.80846
bgr,1996,20.97934
bgr,1997,24.83273
bgr,1998,37.89238
bgr,1999,37.20971
bgr,2000,30.43391
bgr,2001,46.70721
bgr,2002,97.71016
bgr,2003,107.71595
bgr,2004,54.91226
bgr,2005,45.13952
bgr,2006,58.08989
bgr,2007,67.77004
bgr,2008,75.25912
bgr,2009,129.96564
bgr,2010,81.86536
bgr,2011,85.60238
bgr,2012,81.12245
bgr,2013,128.27919
bgr,2014,114.93274
bgr,2015,133.99317
bgr,2016,135.79513
bgr,2017,166.89598
bgr,2018,166.89598
bhr,1998,0.52552
bhr,1999,0.19384
bhr,2000,0.1401
bhr,2001,0.10646
bhr,2002,0.33146
bhr,2003,0.8713
bhr,2004,1.28309
bhr,2005,1.15057
bhr,2006,0.96762
bhr,2007,0.55599
bhr,2008,0.85967
bhr,2009,0.51037
bhr,2010,0.98553
bhr,2011,1.76892
bhr,2012,1.65588
bhr,2013,1.4822
bhr,2014,1.33462
bhr,2015,0.79183
bhr,2016,0.19637
bhr,2017,0.11225
bhr,2018,1.10954
bih,2009,163.60641
bih,2010,258.08242
bih,2011,123.18066
bih,2012,191.38473
bih,2013,209.67498
bih,2014,179.25705
bih,2015,170.79748
bih,2016,252.29309
bih,2017,226.14789
bih,2018,182.42799
blr,1992,35.05289
blr,1993,30.40964
blr,1994,18.35174
blr,1995,16.02279
blr,1996,23.85558
blr,1997,22.7751
blr,1998,23.00709
blr,1999,18.85039
blr,2000,19.95884
blr,2001,17.35398
blr,2002,16.85772
blr,2003,15.11089
blr,2004,14.84311
blr,2005,16.29133
blr,2006,23.68636
blr,2007,20.08581
blr,2008,21.94545
blr,2009,46.66629
blr,2010,24.23746
blr,2011,26.67016
blr,2012,25.91064
blr,2013,26.99584
blr,2014,16.53896
blr,2015,14.68445
blr,2016,11.57814
blr,2017,10.00057
blr,2018,10.5864
bol,2018,34.28045
bra,1961,214.89092
bra,1962,204.17956
bra,1963,249.00867
bra,1964,228.91224
bra,1965,286.53714
bra,1966,304.77153
bra,1967,323.43491
bra,1968,338.59612
bra,1969,409.7873
bra,1970,445.61333
bra,1971,324.86241
bra,1972,384.50535
bra,1973,324.63408
bra,1974,290.57182
bra,1975,261.88752
bra,1976,224.45729
bra,1977,237.04162
bra,1978,229.68284
bra,1979,231.50189
bra,1980,213.57308
bra,1981,179.19696
bra,1982,180.9535
bra,1983,144.08861
bra,1984,158.88421
bra,1985,161.47029
bra,1986,176.58019
bra,1987,172.3839
bra,1988,171.96594
bra,1989,155.89925
bra,1990,169.18848
bra,1991,176.50587
bra,1992,190.90131
bra,1993,210.04655
bra,1994,206.81716
bra,1995,184.11052
bra,1996,215.92921
bra,1997,238.95412
bra,1998,241.42952
bra,1999,229.89612
bra,2000,250.54215
bra,2001,277.98545
bra,2002,275.34552
bra,2003,312.74424
bra,2004,348.06297
bra,2005,281.64312
bra,2006,279.69666
bra,2007,340.28467
bra,2008,334.1701
bra,2009,274.53966
bra,2010,322.0155
bra,2011,401.89829
bra,2012,391.64713
bra,2013,442.75403
bra,2014,480.74858
bra,2015,402.53285
bra,2016,488.38551
bra,2017,576.04381
bra,2018,590.1301
can,1961,73.7979
can,1962,49.06512
can,1963,37.98337
can,1964,32.05113
can,1965,27.24929
can,1966,27.42689
can,1967,24.24456
can,1968,18.84591
can,1969,15.53806
can,1970,17.96479
can,1971,16.14947
can,1972,19.05688
can,1973,18.39424
can,1974,17.27073
can,1975,21.00251
can,1976,17.82758
can,1977,19.26237
can,1978,20.58139
can,1979,19.08024
can,1980,19.74837
can,1981,22.82196
can,1982,26.06872
can,1983,22.90459
can,1984,23.59463
can,1985,23.30036
can,1986,21.66289
can,1987,20.1183
can,1988,18.44295
can,1989,20.61831
can,1990,20.15869
can,1991,20.9327
can,1992,21.30316
can,1993,21.23981
can,1994,18.35622
can,1995,20.76481
can,1996,21.93779
can,1997,20.87918
can,1998,19.93228
can,1999,21.26739
can,2000,18.46307
can,2001,20.69262
can,2002,22.81545
can,2003,21.07804
can,2004,18.08944
can,2005,24.3827
can,2006,16.85736
can,2007,21.45613
can,2008,27.59797
can,2009,26.10167
can,2010,21.54817
can,2011,26.39831
can,2012,30.08524
can,2013,26.70968
can,2014,26.89099
can,2015,25.6718
can,2016,25.25476
can,2017,24.26809
can,2018,26.63147
che,1961,361.01695
che,1962,280.82256
che,1963,285.5064
che,1964,313.18408
che,1965,307.62125
che,1966,305.04587
che,1967,304.09091
che,1968,326.79426
che,1969,429.41176
che,1970,462.38245
che,1971,480.89172
che,1972,418.89394
che,1973,505.41401
che,1974,436.03604
che,1975,434.54545
che,1976,430.22599
che,1977,444.57143
che,1978,499.71591
che,1979,479.94792
che,1980,506.14525
che,1981,479.88669
che,1982,509.28144
che,1983,494.41341
che,1984,494.23077
che,1985,431.97115
che,1986,466.84636
che,1987,527.67857
che,1988,494.70752
che,1989,543.25153
che,1990,575
che,1991,609.89643
che,1992,658.86433
che,1993,651.84546
che,1994,1035.71429
che,1995,540
che,1996,961.53846
che,1997,636.84211
che,1998,666.81667
che,1999,566.66667
che,2000,592.94667
chl,1961,19.94704
chl,1962,29.18124
chl,1963,34.03988
chl,1964,33.67465
chl,1965,35.93436
chl,1966,53.21444
chl,1967,60.23782
chl,1968,76.96226
chl,1969,69.83191
chl,1970,91.07579
chl,1971,78.03294
chl,1972,80.53482
chl,1973,108.18527
chl,1974,106.7412
chl,1975,75.09599
chl,1976,98.45618
chl,1977,95.22437
chl,1978,116.49422
chl,1979,118.86704
chl,1980,106.95029
chl,1981,93.9062
chl,1982,95.78655
chl,1983,113.83515
chl,1984,130.42883
chl,1985,134.46255
chl,1986,169.19106
chl,1987,188.63819
chl,1988,186.17834
chl,1989,220.22695
chl,1990,196.59103
chl,1991,219.35484
chl,1992,208.10647
chl,1993,254.96689
chl,1994,247.4026
chl,1995,241.07143
chl,1996,143.97549
chl,1997,124.28571
chl,1998,114.07767
chl,1999,103.98162
chl,2000,92.60327
chl,2001,95.24752
chl,2002,96.91336
chl,2003,88.65921
chl,2004,108.48234
chl,2005,95.62152
chl,2006,103.91928
chl,2007,101.05548
chl,2008,102.02001
chl,2009,83.73309
chl,2010,47.91909
chl,2011,57.40735
chl,2012,36.90288
chl,2013,39.20639
chl,2014,41.72433
chl,2015,45.27241
chl,2016,31.04552
chl,2017,33.86307
chl,2018,31.04552
chn,1961,193.61702
chn,1962,175.15044
chn,1963,160.28278
chn,1964,141.39966
chn,1965,136.4065
chn,1966,142.70913
chn,1967,146.49647
chn,1968,200.59524
chn,1969,174.74849
chn,1970,167.24858
chn,1971,141.85772
chn,1972,132.63903
chn,1973,132.5612
chn,1974,124.65236
chn,1975,123.07526
chn,1976,115.92633
chn,1977,120.92281
chn,1978,120.24356
chn,1979,119.1258
chn,1980,121.00483
chn,1981,118.63843
chn,1982,122.61893
chn,1983,129.62566
chn,1984,131.86022
chn,1985,125.1657
chn,1986,121.19804
chn,1987,132.94755
chn,1988,142.46839
chn,1989,138.50534
chn,1990,142.36565
chn,1991,147.99876
chn,1992,140.70799
chn,1993,126.08154
chn,1994,134.74727
chn,1995,140.35931
chn,1996,132.86672
chn,1997,132.90527
chn,1998,125.91369
chn,1999,123.6014
chn,2000,119.97387
chn,2001,118.12519
chn,2002,126.68167
chn,2003,113.23199
chn,2004,110.54779
chn,2005,115.19493
chn,2006,110.06878
chn,2007,101.16784
chn,2008,98.62346
chn,2009,96.1038
chn,2010,93.47178
chn,2011,93.93347
chn,2012,94.41667
chn,2013,93.16043
chn,2014,87.89423
chn,2015,85.2261
chn,2016,88.13968
chn,2017,90.06736
chn,2018,90.06262
civ,1970,1137.44444
civ,1971,430.12902
civ,1972,286.82489
civ,1973,262.12987
civ,1974,230.18193
civ,1975,628.33333
civ,1976,717.30769
civ,1977,770.96774
civ,1978,585.71429
civ,1979,707.97183
civ,1980,602.24566
civ,1981,1044.68085
civ,1982,675.86207
civ,1983,1077.14286
civ,1984,768.51852
civ,1985,902.17391
civ,1986,638.29787
civ,1987,876
civ,1988,1833.33333
civ,1989,1400
civ,1990,2466.66667
civ,1991,1548
civ,1992,1370.37037
civ,1993,2160
cmr,1976,543.70833
cmr,1977,1416.66667
cmr,1981,411.36471
col,1961,1420
col,1962,650
col,1963,315.55076
col,1964,283.4643
col,1965,278.10261
col,1966,329.68329
col,1967,298.95833
col,1968,303.98646
col,1969,237.72698
col,1970,164.14921
col,1971,191.07976
col,1972,176.00393
col,1973,165.26788
col,1974,160.02613
col,1975,212.61568
col,1976,248.53703
col,1977,240.46053
col,1978,265.38493
col,1979,305.79138
col,1980,356.50685
col,1981,305.34351
col,1982,385.02538
col,1983,351.75401
col,1984,257.55272
col,1985,252.9699
col,1986,243.34205
col,1987,272.61333
col,1988,269.44265
col,1989,262.4034
col,1990,303.12028
col,1991,310.37687
col,1992,318.62928
col,1993,545.44492
col,1994,471.84834
col,1995,476.66667
col,1996,407.56303
col,1997,548.47291
col,1998,582.50244
col,1999,690.91981
col,2000,208.62124
col,2001,676.2243
col,2002,762.50446
col,2003,727.36795
col,2004,931.66667
col,2005,315.95949
col,2006,252.06937
col,2007,236.31002
col,2008,285.1907
col,2009,226.96267
col,2010,267.34378
col,2011,271.65425
col,2012,288.18302
col,2013,454.92154
col,2014,543.37922
col,2015,519.13146
col,2016,502.30975
col,2017,556.96235
col,2018,518.32437
cri,1963,191.66667
cri,1964,110
cri,1965,245
cri,1966,248.27586
cri,1967,191.25
cri,1968,251.57895
cri,1969,437.71207
cri,1970,409.77007
cri,1971,329.32551
cri,1972,295.04352
cri,1973,237.03704
cri,1974,241.66667
cri,1975,220.33333
cri,1976,180.87103
cri,1977,205.66528
cri,1978,241.32931
cri,1979,219.72222
cri,1980,183.75
cri,1981,172.38095
cri,1982,144
cri,1983,245.27778
cri,1984,237.77778
cri,1985,264.2623
cri,1986,265.625
cri,1987,316.66667
cri,1988,364.15162
cri,1989,445.83333
cri,1990,359.60265
cri,1991,295.43147
cri,1992,307.76942
cri,1993,219.38776
cri,1994,317.73399
cri,1995,277.27273
cri,1996,266.42857
cri,1997,465.85366
cri,1998,621.875
cri,1999,349.80989
cri,2000,1246.26866
cri,2001,23434.6
cub,1961,1050
cub,1962,1227.42561
cub,1963,1639.30949
cub,1964,1827.27273
cub,1965,1533.33333
cub,1966,1545
cub,1967,1712.10526
cub,1968,8763.18875
cub,1969,15291.61206
cub,1970,8734.84682
cub,1971,4151.26528
cub,1972,2459.96776
cub,1973,956.14096
cub,1974,616.99176
cub,1975,364.82911
cub,1976,445.05632
cub,1977,694.35216
cub,1978,943.51464
cub,1979,334.82336
cub,1980,452.17763
cub,1981,410.79021
cub,1982,553.11396
cub,1983,563.44391
cub,1984,317.6762
cub,1985,300.73218
cub,1986,365.69222
cub,1987,374.98638
cub,1988,381.96527
cub,1989,411.24935
cub,1990,394.55782
cub,1991,287.40157
cub,1992,235.37736
cub,1993,226.31579
cub,1994,827.33333
cub,1995,443.63636
cub,1996,391.66667
cub,1997,386.12903
cub,1998,338.6
cub,1999,311
cub,2000,260.8
cub,2001,411.8
cub,2002,754.88567
cub,2003,333.13839
cub,2004,250.77746
cub,2005,358.76765
cub,2006,436.97742
cub,2007,584.1093
cub,2008,598.15551
cub,2009,521.78274
cub,2010,571.58662
cub,2011,489.5636
cub,2012,487.88264
cub,2013,517.99625
cub,2014,651.16329
cub,2015,546.31448
cub,2016,431.38194
cub,2017,423.75742
cub,2018,361.46709
cyp,1982,331.90574
cyp,1983,97.89935
cyp,1987,153.45608
cyp,1988,39.75908
cyp,1989,64.83952
cze,1993,138.08068
cze,1994,94.81836
cze,1995,104.44578
cze,1996,105.12432
cze,1997,108.66866
cze,1998,96.74114
cze,1999,93.27725
cze,2000,100.77856
cze,2001,119.98723
cze,2002,174.41836
cze,2003,130.92661
cze,2004,127.67612
cze,2005,153.18736
cze,2006,147.61558
cze,2007,139.23882
cze,2008,164.75166
cze,2009,120.57593
cze,2010,140.2402
cze,2011,183.73915
cze,2012,151.37512
cze,2013,248.39388
cze,2014,339.79005
cze,2015,275.35993
cze,2016,294.52338
cze,2017,312.95634
cze,2018,286.28431
deu,1961,54.15497
deu,1962,57.64285
deu,1963,55.88232
deu,1964,57.09033
deu,1965,57.63464
deu,1966,56.7154
deu,1967,56.43137
deu,1968,54.58204
deu,1969,57.26101
deu,1970,58.81608
deu,1971,61.16324
deu,1972,58.8707
deu,1973,59.15882
deu,1974,57.4699
deu,1975,63.71783
deu,1976,60.56641
deu,1977,56.47664
deu,1978,55.9195
deu,1979,55.33276
deu,1980,54.07682
deu,1981,55.56124
deu,1982,56.29807
deu,1983,51.29517
deu,1984,52.40806
deu,1985,54.89106
deu,1986,56.83539
deu,1987,54.45645
deu,1988,55.91774
deu,1989,57.31179
deu,1990,52.14042
deu,1991,56.5782
deu,1992,57.56783
deu,1993,64.84385
deu,1994,64.99186
deu,1995,61.83573
deu,1996,58.65429
deu,1997,60.24375
deu,1998,59.47031
deu,1999,60.90683
deu,2000,60.9709
deu,2001,56.16144
deu,2002,57.44203
deu,2003,55.02592
deu,2004,57.52304
deu,2005,52.87303
deu,2006,50.34133
deu,2007,59.32284
deu,2008,55.6783
deu,2009,68.28149
deu,2010,66.07329
deu,2011,59.57737
deu,2012,57.16554
deu,2013,56.07186
deu,2014,58.80092
deu,2015,55.29589
deu,2016,53.53878
deu,2017,48.38843
deu,2018,45.06935
dnk,1961,476.07165
dnk,1962,472.30609
dnk,1963,495.23028
dnk,1964,371.45503
dnk,1965,398.4518
dnk,1966,377.92768
dnk,1967,362.87892
dnk,1968,349.81852
dnk,1969,350.49552
dnk,1970,355.2166
dnk,1971,370.0337
dnk,1972,388.808
dnk,1973,440.65042
dnk,1974,315.41267
dnk,1975,382.18239
dnk,1976,332.54512
dnk,1977,320.92136
dnk,1978,303.20346
dnk,1979,283.31743
dnk,1980,222.73931
dnk,1981,258.97052
dnk,1982,223.74604
dnk,1983,198.87231
dnk,1984,184.74443
dnk,1985,197.71359
dnk,1986,229.90225
dnk,1987,169.97755
dnk,1988,180.77937
dnk,1989,193.2858
dnk,1990,238.04511
dnk,1991,236.01626
dnk,1992,239.15094
dnk,1993,210
dnk,1994,198.29787
dnk,1995,196.41256
dnk,1996,229.08163
dnk,1997,215.27094
dnk,1998,209.13706
dnk,1999,168.91892
dnk,2000,225.16129
dnk,2001,199.14065
dnk,2002,223.6252
dnk,2003,191.55629
dnk,2004,327.57586
dza,1961,326.66667
dza,1962,550
dza,1963,530
dza,1964,525
dza,1965,255.37174
dza,1966,346.62162
dza,1967,339.01316
dza,1968,386.36364
dza,1969,225.80645
dza,1970,289.81723
dza,1971,323.10469
dza,1972,243.21267
dza,1973,150.52042
dza,1974,121.70819
dza,1975,128.79581
dza,1976,171.67737
dza,1977,125.74188
dza,1978,128.31916
dza,1979,228.91105
dza,1980,431.68498
dza,1981,357.97414
dza,1982,132.73269
dza,1983,154.9
dza,1984,113.74525
dza,1985,158.57155
dza,1986,163.36521
dza,1987,140.15107
dza,1988,83.19137
dza,1989,87.77194
dza,1990,97.69231
dza,1991,77.28041
dza,1992,98.77551
dza,1993,90.02751
dza,1994,106.04444
dza,1995,190.9465
dza,1996,457.83133
dza,1997,341.5493
dza,1998,168.48674
dza,1999,147.3851
dza,2000,83.15315
dza,2001,68.37662
dza,2002,76.11402
dza,2003,42.62685
dza,2004,90.69065
dza,2005,53.90322
dza,2006,191.44348
dza,2007,61.948
dza,2008,283.95668
dza,2009,347.4026
dza,2010,271.78899
dza,2011,265.8427
dza,2012,287.43268
dza,2013,175.6785
dza,2014,40.51467
dza,2015,21.79201
dza,2016,14.47564
dza,2017,14.47564
dza,2018,14.47564
ecu,1968,1581.8
ecu,1969,575.758
ecu,1970,619.96364
ecu,1972,642.22727
ecu,1973,1497.42857
ecu,1974,681.11667
ecu,1975,499.60305
ecu,1976,1187.39422
ecu,1977,1470.53388
ecu,1978,792.96667
ecu,1979,816.53462
ecu,1980,797.57143
ecu,1981,704
ecu,1982,576.416
ecu,1983,3075
ecu,1984,2436.2
egy,1961,183.37105
egy,1962,169.91041
egy,1963,189.36186
egy,1964,174.63602
egy,1965,176.20062
egy,1966,137.32147
egy,1967,141.54273
egy,1968,163.27079
egy,1969,196.31653
egy,1970,193.56987
egy,1971,192.15686
egy,1972,156.6294
egy,1973,307.12301
egy,1974,219.56967
egy,1975,220.26545
egy,1976,204.00113
egy,1977,191.59043
egy,1978,184.93235
egy,1979,169.27689
egy,1980,131.00428
egy,1981,118.26094
egy,1982,96.37981
egy,1983,103.29396
egy,1984,106.55957
egy,1985,100.64103
egy,1986,118.31184
egy,1987,118.87148
egy,1988,113.26923
egy,1989,106.84273
egy,1990,111.72321
egy,1991,98.0067
egy,1992,96.38968
egy,1993,99.93851
egy,1994,80.14172
egy,1995,94.34745
egy,1996,94.79934
egy,1997,94.70134
egy,1998,91.13837
egy,1999,82.07501
egy,2000,86.25665
egy,2001,73.83575
egy,2002,76.46846
egy,2003,79.35038
egy,2004,87.34625
egy,2005,83.55027
egy,2006,76.71542
egy,2007,52.58
egy,2008,47.13552
egy,2009,46.95668
egy,2010,42.77268
egy,2011,45.6478
egy,2012,45.02207
egy,2013,43.97296
egy,2014,42.45453
egy,2015,62.40211
egy,2016,75.78026
egy,2017,51.63633
egy,2018,40.3247
esp,1961,107.84896
esp,1962,111.33369
esp,1963,109.64968
esp,1964,91.9393
esp,1965,77.82142
esp,1966,74.07439
esp,1967,72.96937
esp,1968,76.81514
esp,1969,75.56915
esp,1970,75.85777
esp,1971,80.68248
esp,1972,78.24361
esp,1973,82.90663
esp,1974,87.35367
esp,1975,78.1429
esp,1976,83.03691
esp,1977,72.86639
esp,1978,77.67365
esp,1979,80.3508
esp,1980,77.36704
esp,1981,69.27945
esp,1982,77.28651
esp,1983,75.8059
esp,1984,77.803
esp,1985,80.68004
esp,1986,86.44471
esp,1987,92.67418
esp,1988,99.29369
esp,1989,99.44486
esp,1990,109.47305
esp,1991,112.32115
esp,1992,99.6519
esp,1993,100.68587
esp,1994,101.76884
esp,1995,97.94025
esp,1996,115.69336
esp,1997,103.101
esp,1998,123.02495
esp,1999,120.26765
esp,2000,119.13313
esp,2001,126.40608
esp,2002,135.93014
esp,2003,124.59598
esp,2004,118.04729
esp,2005,103.73748
esp,2006,112.70654
esp,2007,117.18537
esp,2008,89.16996
esp,2009,106.145
esp,2010,112.15103
esp,2011,95.72401
esp,2012,90.75323
esp,2013,104.5284
esp,2014,117.49498
esp,2015,112.73485
esp,2016,110.45306
esp,2017,120.35451
esp,2018,114.59283
est,1992,175.26318
est,1993,382.3287
est,1994,76.58374
est,1995,49.03678
est,1996,42.39388
est,1997,66.51914
est,1998,110.56997
est,1999,67.6198
est,2000,92.46792
est,2001,75.1803
est,2002,111.30481
est,2003,114.85
est,2004,65.73775
est,2005,35.71917
est,2006,42.57474
est,2007,47.1656
est,2008,65.39183
est,2009,423.11938
est,2010,6118.03051
est,2011,17328.73563
est,2012,19054.54545
