geo,time,se_sec_nenr_fe
isl,2014,89.8803
isl,2015,90.59733
isl,2016,91.28505
isl,2017,92.39913
isr,1999,97.52347
isr,2000,99.758
isr,2001,100
isr,2002,100
isr,2003,99.30306
isr,2004,100
isr,2005,100
isr,2006,100
isr,2007,100
isr,2011,100
isr,2012,100
isr,2013,100
isr,2014,100
isr,2015,100
ita,1999,85.82697
ita,2000,85.71061
ita,2001,89.51001
ita,2002,91.03483
ita,2003,92.00271
ita,2004,93.42384
ita,2005,93.34489
ita,2006,94.04438
ita,2007,93.73659
ita,2008,95.6391
ita,2009,95.48233
ita,2010,96.65725
ita,2011,94.85795
ita,2012,94.54686
ita,2013,95.89194
ita,2014,96.04722
ita,2015,96.36458
ita,2016,96.148
ita,2017,95.29366
jam,1975,59.95679
jam,1976,62.41892
jam,1977,62.35562
jam,1981,68.19273
jam,1983,64.60422
jam,1984,62.296
jam,1985,63.06314
jam,1986,61.61232
jam,1999,81.79052
jam,2000,77.66733
jam,2001,76.70708
jam,2002,77.43024
jam,2003,78.11661
jam,2004,83.26914
jam,2005,83.68249
jam,2011,79.77297
jam,2013,76.82425
jam,2014,76.63848
jam,2015,75.65635
jam,2016,76.38275
jam,2017,76.32316
jam,2018,76.31102
jor,1999,77.5918
jor,2000,77.75032
jor,2002,80.60307
jor,2003,81.06448
jor,2004,79.77811
jor,2005,78.06321
jor,2006,80.60289
jor,2008,81.50343
jor,2011,77.95699
jor,2013,70.79185
jor,2014,69.31232
jor,2017,62.83679
jor,2018,63.52398
kaz,2000,91.21754
kaz,2006,94.73657
kaz,2010,92.86819
kaz,2011,93.25123
ken,2000,32.51224
ken,2002,33.96011
ken,2003,35.10269
ken,2004,38.50494
ken,2005,40.31582
ken,2006,40.22798
ken,2007,40.92977
ken,2008,46.66194
ken,2009,45.79807
kgz,2004,82.63853
kgz,2005,80.81334
kgz,2006,80.86449
kgz,2007,80.67316
kgz,2014,80.19315
kgz,2015,80.74089
kgz,2016,82.12617
kgz,2017,82.93139
kgz,2018,84.12084
khm,1998,11.71936
khm,1999,10.40213
khm,2000,11.18099
khm,2001,12.40784
khm,2002,16.67692
khm,2003,20.71178
khm,2004,23.3524
khm,2006,29.93563
khm,2007,33.68054
khm,2008,36.66987
kir,1986,23.58624
kir,2003,73.59335
kir,2004,74.14503
kir,2005,72.94061
kna,1986,67.59416
kna,1988,77.12727
kna,1989,77.40492
kna,1992,79.83963
kna,2002,94.40806
kna,2003,95.0951
kna,2004,93.07079
kna,2005,91.94597
kna,2007,91.65394
kna,2008,100
kna,2009,100
kna,2010,94.94549
kna,2011,95.88776
kna,2012,79.28401
kna,2013,97.95336
kna,2014,95.91935
kna,2015,98.0873
kna,2016,99.6962
kor,1971,28.1823
kor,1972,31.73813
kor,1973,34.75801
kor,1974,37.99383
kor,1975,41.53676
kor,1976,45.36355
kor,1977,49.26265
kor,1978,52.84017
kor,1979,57.00365
kor,1980,63.48912
kor,1981,68.84013
kor,1984,77.892
kor,1985,80.52252
kor,1986,83.35642
kor,1989,84.43763
kor,1991,86.89837
kor,1992,86.1317
kor,1996,95.90705
kor,1997,94.12812
kor,1998,93.74754
kor,1999,93.16661
kor,2000,92.98875
kor,2001,93.83554
kor,2002,93.80144
kor,2003,94.84258
kor,2004,95.74507
kor,2005,96.33713
kor,2006,94.97802
kor,2007,94.34829
kor,2008,93.45759
kor,2009,94.5104
kor,2010,94.7059
kor,2011,95.40711
kor,2012,96.28801
kor,2013,97.59765
kor,2014,98.09038
kor,2015,97.47823
kor,2016,97.87641
kor,2017,97.80743
kwt,1971,48.75784
kwt,1972,49.38628
kwt,1973,49.11181
kwt,1992,46.43101
kwt,1994,67.47845
kwt,1996,96.75963
kwt,1997,92.9054
kwt,1999,83.99987
kwt,2000,82.30239
kwt,2001,81.66662
kwt,2006,93.75522
kwt,2007,91.94043
kwt,2008,90.93286
kwt,2009,87.59613
kwt,2010,89.48552
kwt,2011,87.4917
kwt,2012,88.37848
kwt,2013,87.03458
kwt,2014,86.31032
kwt,2015,88.71225
lao,1992,12.21068
lao,1993,12.4672
lao,1994,14.90033
lao,1997,17.92807
lao,1998,20.26841
lao,1999,22.5211
lao,2000,24.04737
lao,2001,25.75092
lao,2002,26.72843
lao,2003,30.00867
lao,2004,31.75193
lao,2005,32.1452
lao,2006,31.59431
lao,2007,32.74447
lao,2008,34.05004
lao,2009,35.6518
lao,2010,37.70622
lao,2011,38.42207
lao,2012,41.55887
lao,2013,45.48018
lao,2014,51.07426
lao,2015,54.81054
lao,2016,57.83282
lao,2017,59.29533
lao,2018,59.35568
lbr,2014,15.34193
lbr,2015,14.61057
lby,1977,33.63989
lby,1978,41.06651
lby,1979,45.35884
lby,1980,48.05517
lby,1981,46.58299
lby,1983,48.924
lca,1999,68.40484
lca,2000,69.52071
lca,2001,67.54648
lca,2002,67.64304
lca,2003,70.63699
lca,2004,61.4782
lca,2005,74.43026
lca,2006,76.11239
lca,2007,82.3406
lca,2008,82.41359
lca,2009,84.75252
lca,2010,82.96418
lca,2011,82.5895
lca,2012,82.16025
lca,2013,80.5875
lca,2015,79.99464
lca,2016,80.2935
lca,2017,81.87527
lca,2018,81.71289
lie,2003,87.68667
lie,2004,89.68421
lie,2008,86.72986
lie,2009,85.73351
lie,2010,85.8004
lie,2011,85.85724
lie,2012,87.20853
lie,2015,84.22865
lie,2016,83.75706
lie,2017,74.38495
lka,1986,61.18844
lka,2010,85.77321
lka,2011,86.88108
lka,2017,90.43005
lka,2018,92.25549
lso,1971,5.31066
lso,1973,7.69266
lso,1977,11.81476
lso,1978,11.79062
lso,1979,14.38708
lso,1980,15.28666
lso,1981,15.89312
lso,1982,16.31618
lso,1983,15.44958
lso,1984,15.53031
lso,1985,15.80792
lso,1986,16.17788
lso,1991,17.9605
lso,1992,19.8503
lso,1993,20.79402
lso,1994,19.87875
lso,1996,21.10095
lso,1998,16.81663
lso,1999,20.12859
lso,2000,22.00631
lso,2001,24.20202
lso,2002,25.10837
lso,2003,26.41678
lso,2004,28.05147
lso,2005,30.53052
lso,2006,31.3836
lso,2007,33.34809
lso,2008,36.27022
lso,2009,40.08427
lso,2010,44.71418
lso,2011,47.96394
lso,2012,48.96679
lso,2013,49.39943
lso,2014,49.5348
lso,2015,50.84718
lso,2016,50.02598
ltu,1995,84.71006
ltu,1998,90.11215
ltu,1999,89.67073
ltu,2000,91.3123
ltu,2001,93.19705
ltu,2002,94.49913
ltu,2003,96.28332
ltu,2004,97.79987
ltu,2005,98.83965
ltu,2006,100
ltu,2009,98.05013
ltu,2010,97.33785
ltu,2011,97.43288
ltu,2012,97.0619
ltu,2013,97.38504
ltu,2014,97.5809
ltu,2015,97.43572
ltu,2016,97.42968
ltu,2017,98.3545
lux,1971,43.71981
lux,1972,44.01856
lux,1973,44.82354
lux,1974,45.99857
lux,1975,56.40541
lux,1976,56.76356
lux,1977,57.77813
lux,1982,66.54351
lux,1983,66.29177
lux,1984,67.01512
lux,1986,68.02655
lux,1987,67.93673
lux,1988,62.72063
lux,1996,72.18904
lux,1997,72.22436
lux,1999,86.34074
lux,2000,86.45438
lux,2001,83.96892
lux,2002,82.71069
lux,2003,82.62124
lux,2004,82.14701
lux,2005,85.63554
lux,2006,85.59362
lux,2007,85.78138
lux,2008,86.34248
lux,2010,88.45178
lux,2011,88.29036
lux,2012,87.61998
lux,2013,87.16007
lux,2014,86.82422
lux,2015,86.40325
lux,2016,86.34294
lux,2017,85.22662
lva,2008,92.48556
lva,2009,91.12484
lva,2010,91.55861
lva,2011,92.38653
lva,2012,92.11627
lva,2013,94.49153
lva,2014,93.89917
lva,2015,93.83779
lva,2016,94.71059
lva,2017,94.93903
mac,1990,49.80246
mac,1992,57.96687
mac,1999,68.26462
mac,2000,71.89039
mac,2001,74.64973
mac,2002,72.40363
mac,2003,70.86169
mac,2004,69.29429
mac,2005,68.42639
mac,2006,67.8951
mac,2007,68.12021
mac,2008,68.34771
mac,2009,70.65692
mac,2010,72.59098
mac,2011,74.90167
mac,2012,75.96144
mac,2013,76.66443
mac,2014,77.14902
mac,2015,79.37816
mac,2016,83.97504
mac,2017,86.30034
mac,2018,88.4108
mar,2005,37.60817
mar,2006,40.11757
mar,2007,42.94471
mar,2008,44.83368
mar,2010,48.441
mar,2011,51.04842
mar,2012,53.63253
mar,2017,63.17838
mar,2018,64.49911
mda,2000,79.32603
mda,2001,79.26055
mda,2002,80.22968
mda,2003,81.72034
mda,2004,83.18216
mda,2005,83.22422
mda,2006,83.05661
mda,2007,81.85387
mda,2008,85.21789
mda,2009,80.48338
mda,2010,79.31622
mda,2011,78.39118
mda,2012,78.3322
mda,2013,77.7174
mda,2014,77.1835
mda,2015,76.6095
mda,2016,76.56169
mda,2017,77.78425
mda,2018,77.59551
mdg,2005,17.49195
mdg,2007,21.8651
mdg,2008,23.8045
mdg,2009,24.79048
mdg,2011,29.92304
mdg,2012,31.1439
mdg,2014,31.56835
mdg,2015,31.1388
mdg,2016,31.06385
mdg,2017,30.28809
mdg,2018,31.03119
mdv,1999,31.20919
mdv,2000,39.6481
mdv,2002,50.58598
mex,1999,54.34634
mex,2000,55.69336
mex,2002,60.52722
mex,2003,63.48432
mex,2004,65.42137
mex,2005,67.17648
mex,2006,68.68108
mex,2007,70.21508
mex,2008,71.19059
mex,2009,71.4186
mex,2010,71.64942
mex,2011,72.06915
mex,2012,72.97666
mex,2013,76.69695
mex,2014,78.65028
mex,2015,81.00084
mex,2016,82.32134
mex,2017,82.50117
mhl,2002,60.46563
mhl,2007,51.01361
mhl,2015,58.7011
mhl,2016,58.42967
mkd,2005,77.59176
mli,1971,1.6703
mli,1991,4.00533
mli,2008,21.57878
mli,2009,22.55266
mli,2010,24.73725
mli,2011,26.05559
mli,2013,29.00992
mli,2014,29.84082
mli,2015,27.71759
mli,2016,27.73266
mli,2017,26.13803
mli,2018,26.81248
mlt,1971,50.52952
mlt,1972,55.6204
mlt,1973,59.207
mlt,1974,59.69965
mlt,1975,67.07201
mlt,1976,69.397
mlt,1977,65.29218
mlt,1978,63.49599
mlt,1979,61.05338
mlt,1980,65.61409
mlt,1981,62.40057
mlt,1982,68.08045
mlt,1983,72.25444
mlt,1984,73.97007
mlt,1985,76.90945
mlt,1986,75.05923
mlt,1987,73.90615
mlt,1988,74.25073
mlt,1989,75.12351
mlt,1990,77.31684
mlt,1991,77.83846
mlt,1992,80.41933
mlt,1993,80.00205
mlt,1994,78.80144
mlt,1995,80.91534
mlt,1996,82.75585
mlt,1997,81.41419
mlt,1998,80.54673
mlt,1999,79.17236
mlt,2000,81.92398
mlt,2001,81.15571
mlt,2002,82.64271
mlt,2003,87.37437
mlt,2004,90.51167
mlt,2005,89.33641
mlt,2006,86.65017
mlt,2008,81.22545
mlt,2010,82.61997
mlt,2012,90.2793
mlt,2013,89.35361
mlt,2014,90.23435
mlt,2015,91.74513
mlt,2016,91.76873
mlt,2017,94.47046
mmr,1999,29.18907
mmr,2000,33.51244
mmr,2001,34.48969
mmr,2002,34.01761
mmr,2003,34.59136
mmr,2004,38.96942
mmr,2005,40.21547
mmr,2006,42.52317
mmr,2007,43.2794
mmr,2009,44.94987
mmr,2010,45.94476
mmr,2014,48.97389
mmr,2016,58.52291
mmr,2017,62.02187
mmr,2018,66.63893
mne,2016,91.01731
mne,2017,90.02813
mne,2018,89.75502
mng,1995,68.01542
mng,1996,69.01817
mng,1997,66.03551
mng,1998,67.36067
mng,1999,65.21328
mng,2000,68.71792
mng,2001,74.52873
mng,2002,77.75242
mng,2003,81.96297
mng,2004,85.29388
mng,2005,87.28897
mng,2006,86.07653
moz,1992,4.96208
moz,1993,5.03331
moz,1994,4.90924
moz,1995,5.20334
moz,1999,2.27494
moz,2000,2.6864
moz,2001,2.88699
moz,2002,3.65825
moz,2004,3.61007
moz,2005,6.19617
moz,2006,8.01473
moz,2007,9.48448
moz,2008,11.10996
moz,2009,13.5091
moz,2010,14.97363
moz,2011,16.36
moz,2012,16.93053
moz,2013,19.352
moz,2014,19.86617
moz,2015,19.3244
mrt,2001,12.08068
mrt,2002,11.87911
mrt,2004,11.91244
mrt,2005,13.22201
mrt,2006,13.60331
mrt,2012,20.85681
mrt,2013,20.44741
mrt,2014,22.71546
mrt,2015,24.16832
mrt,2016,28.27759
mrt,2017,28.5148
mrt,2018,31.72382
mus,1981,41.33921
mus,1982,40.12855
mus,1998,65.28922
mus,1999,66.51573
mus,2000,67.60967
mus,2001,69.91733
mus,2002,74.01847
mus,2004,79.77912
mus,2015,87.79956
mus,2016,86.74572
mus,2017,87.69854
mus,2018,87.0561
mwi,1999,26.10326
mwi,2000,25.9745
mwi,2001,24.5936
mwi,2002,23.65537
mwi,2004,22.06605
mwi,2005,21.67129
mwi,2006,23.5991
mwi,2007,23.63527
mwi,2008,25.88
mwi,2009,26.67388
mwi,2010,28.37883
mwi,2011,29.23264
mwi,2012,29.2454
mwi,2013,31.64016
mwi,2014,33.05665
mwi,2015,33.95577
mwi,2016,32.20138
mwi,2018,34.76096
mys,1970,30.37048
mys,1971,32.26457
mys,1972,34.55265
mys,1998,79.31866
mys,1999,78.40348
mys,2000,78.43881
mys,2001,78.30474
mys,2002,77.85817
mys,2003,84.73717
mys,2004,85.11847
mys,2005,79.89456
mys,2006,81.8068
mys,2007,76.86121
mys,2008,76.54197
mys,2009,76.588
mys,2010,76.90315
mys,2011,77.05669
mys,2012,78.35515
mys,2013,78.93621
mys,2014,77.54029
mys,2016,76.86952
mys,2017,77.62036
mys,2018,75.42821
nam,1998,40.79001
nam,1999,43.20499
nam,2000,46.73277
nam,2001,48.82428
nam,2002,53.53514
nam,2003,51.08602
nam,2004,52.59491
nam,2005,54.63246
nam,2006,55.86389
nam,2007,57.81182
ner,1974,0.73599
ner,1976,0.92946
ner,1977,1.16387
ner,1978,1.39112
ner,1979,1.58848
ner,1981,1.99391
ner,1990,3.08281
ner,1991,3.33299
ner,1997,3.9413
ner,1999,4.07858
ner,2001,4.06247
ner,2002,4.21628
ner,2003,4.73061
ner,2004,5.75062
ner,2005,6.7604
ner,2007,6.81181
ner,2008,7.26373
ner,2009,7.37037
ner,2010,9.11368
ner,2011,9.35062
ner,2014,12.4236
ner,2015,13.72503
ner,2017,17.06071
nic,1971,11.71712
nic,1980,22.00323
nic,1983,23.82748
nic,1984,20.66145
nic,1985,21.5357
nic,1986,22.67381
nic,1987,24.69305
nic,1989,25.7447
nic,2000,37.84051
nic,2001,39.76658
nic,2002,42.20082
nic,2004,44.52692
nic,2005,47.36928
nic,2006,49.42487
nic,2010,52.40421
nld,1971,65.53423
nld,1972,69.02473
nld,1973,71.57332
nld,1974,74.05477
nld,1975,75.57064
nld,1976,79.57087
nld,1977,80.89294
nld,1978,81.64654
nld,1979,81.58852
nld,1980,81.60496
nld,1981,81.82735
nld,1982,82.98648
nld,1983,84.51994
nld,1984,86.22055
nld,1985,86.50565
nld,1986,90.01309
nld,1987,89.51587
nld,1988,87.47191
nld,1989,85.75114
nld,1990,84.88268
nld,1991,84.73341
nld,1992,85.77496
nld,1993,87.51836
nld,1995,91.23474
nld,1996,91.1966
nld,1997,89.77776
nld,1999,91.28279
nld,2002,89.47284
nld,2003,88.55526
nld,2004,89.21885
nld,2005,87.84559
nld,2006,89.22556
nld,2007,89.17282
nld,2008,88.76454
nld,2009,88.23375
nld,2010,88.50049
nld,2011,89.71146
nld,2012,90.19554
nld,2015,93.23838
nld,2016,93.80068
nld,2017,93.74044
nor,1978,81.52149
nor,1979,83.72982
nor,1981,85.48519
nor,1982,86.28121
nor,1984,87.25526
nor,1985,87.74356
nor,1986,87.72016
nor,1987,86.7118
nor,1988,86.21487
nor,1989,86.61881
nor,1990,88.40258
nor,1991,88.39777
nor,1992,89.15286
nor,1993,90.80926
nor,1997,96.79393
nor,1998,96.54876
nor,1999,95.65375
nor,2000,95.21821
nor,2001,94.81912
nor,2002,94.69751
nor,2003,95.55174
nor,2004,96.637
nor,2005,97.21807
nor,2006,97.61611
nor,2007,97.79597
nor,2008,96.84956
nor,2009,95.93941
nor,2010,95.43126
nor,2011,95.08988
nor,2012,95.16759
nor,2013,95.19423
nor,2014,95.57377
nor,2015,95.91824
nor,2016,96.14233
nor,2017,95.62558
npl,2007,41.4615
npl,2008,44.85088
npl,2016,56.2333
npl,2017,58.58795
npl,2019,62.81848
nru,1985,48.43424
nru,2012,68.18182
nru,2014,74.25743
nru,2016,72.9097
nzl,1977,81.09825
nzl,1979,81.6186
nzl,1980,80.53305
nzl,1981,81.20826
nzl,1982,82.36259
nzl,1983,84.38122
nzl,1984,83.79767
nzl,1985,83.00498
nzl,1986,82.6006
nzl,1987,82.84559
nzl,1988,83.61409
nzl,1989,84.18599
nzl,1990,84.90877
nzl,1991,86.72767
nzl,1992,87.70922
nzl,1994,93.92109
nzl,1995,90.4316
nzl,1996,93.93946
nzl,1997,92.2457
nzl,2013,95.63183
nzl,2014,95.75358
nzl,2015,96.27579
nzl,2016,96.97938
nzl,2017,97.71525
omn,1982,6.72821
omn,1993,47.72737
omn,1999,64.7254
omn,2000,68.07691
omn,2001,71.87923
omn,2002,72.95842
omn,2003,74.09738
omn,2009,87.67758
omn,2011,88.39111
omn,2012,89.45237
omn,2013,92.3263
omn,2015,93.90357
omn,2016,94.66035
omn,2017,92.41487
omn,2018,93.15358
pak,2006,26.53007
pak,2007,27.99058
pak,2008,28.04883
pak,2009,28.63995
pak,2011,28.5908
pak,2012,29.17486
pak,2013,30.0021
pak,2015,30.4412
pak,2016,31.91571
pak,2017,31.62959
pak,2018,34.18399
pan,1999,60.00137
pan,2000,61.25926
pan,2001,63.36285
pan,2002,65.09736
pan,2004,64.48259
pan,2005,64.54137
pan,2008,66.10004
pan,2009,66.36634
pan,2010,68.58165
pan,2011,68.39254
pan,2013,72.99069
pan,2014,71.80451
pan,2015,72.08741
pan,2017,65.94409
per,1970,22.8055
per,1981,41.71262
per,1995,51.89509
per,1998,58.92529
per,1999,59.53589
per,2000,61.47621
per,2001,64.33569
per,2002,65.26672
per,2004,66.17207
per,2005,67.15178
per,2006,70.0323
per,2007,74.32157
per,2008,76.59316
per,2009,79.59229
per,2010,79.51214
per,2011,80.15817
per,2012,75.26713
per,2013,80.51175
per,2014,80.06639
per,2015,79.97777
per,2016,82.59675
per,2017,84.72109
per,2018,87.71031
phl,1998,50.87802
phl,1999,52.17929
phl,2001,55.37757
phl,2002,59.92832
phl,2003,62.61296
phl,2004,64.81646
phl,2005,64.56834
phl,2006,64.82426
phl,2007,65.45874
phl,2008,65.7531
phl,2009,66.32326
phl,2014,72.09681
phl,2015,71.3301
png,2016,29.18538
pol,1999,92.01562
pol,2000,92.09559
pol,2001,92.89068
pol,2002,93.63145
pol,2003,93.75431
pol,2004,92.39831
pol,2005,93.68388
pol,2006,93.48714
pol,2007,93.00691
pol,2008,92.28063
pol,2009,91.37033
pol,2010,90.70257
pol,2011,90.0593
pol,2012,90.00423
pol,2013,91.49385
pol,2014,91.91535
pol,2015,93.03199
pol,2016,93.71875
pol,2017,94.23769
pri,2011,77.75945
pri,2012,80.59137
pri,2013,83.18978
pri,2014,84.80662
pri,2015,84.86527
pri,2016,79.2919
prt,1973,20.94761
prt,1974,22.34133
prt,1976,30.12582
prt,1978,33.04167
prt,1993,74.88591
prt,1994,80.82802
prt,1995,78.7465
prt,1999,84.07277
prt,2000,84.75334
prt,2001,82.38314
prt,2002,81.76556
prt,2003,84.5302
prt,2005,86.48405
prt,2006,86.70095
prt,2013,93.54674
prt,2016,94.51904
prt,2017,95.3391
pry,1994,34.36397
pry,1996,39.56196
pry,1998,44.42169
pry,1999,47.44292
pry,2001,53.22565
pry,2002,54.60253
pry,2003,55.97216
pry,2004,58.11998
pry,2005,59.02617
pry,2006,59.65706
pry,2007,60.29087
pry,2008,61.81727
pry,2009,62.38493
pry,2010,63.58177
pry,2011,65.43847
pry,2012,65.97249
pse,1999,74.25263
pse,2000,76.53146
pse,2001,78.10359
pse,2002,80.11797
pse,2003,82.68465
pse,2004,86.25647
pse,2005,87.52771
pse,2006,89.09662
pse,2007,89.02642
pse,2008,89.02184
pse,2009,87.64055
pse,2010,86.20611
pse,2011,85.31771
pse,2012,85.35428
pse,2013,85.47237
pse,2014,86.04185
pse,2015,87.5119
pse,2016,89.13671
pse,2017,91.22223
pse,2018,91.23447
qat,1980,58.99967
qat,1983,65.15376
qat,1984,63.4174
qat,1985,64.44154
qat,1991,74.81371
qat,1998,80.02673
qat,1999,79.93729
qat,2002,80.41887
qat,2004,87.5413
qat,2005,86.77164
qat,2006,85.25507
qat,2010,91.7859
rou,1996,71.46326
rou,1997,72.28094
rou,2014,85.6337
rou,2015,85.00035
rou,2016,83.08875
rou,2017,83.3281
rus,2013,92.09739
rus,2014,93.29566
rus,2017,90.97303
rwa,2015,30.19663
rwa,2016,30.40812
rwa,2018,38.78909
sau,2009,73.8964
sau,2016,88.3073
sau,2017,88.96857
sau,2018,94.10711
sdn,2011,30.72621
sen,2004,12.59931
sen,2005,17.09932
sen,2006,18.11862
sen,2017,39.42459
sgp,2016,99.53389
sgp,2017,99.79816
slb,1999,20.47378
slb,2000,16.80548
slb,2001,20.11714
slb,2002,25.87383
slb,2006,30.75633
slb,2007,28.91144
sle,2013,31.35355
sle,2015,31.34342
sle,2017,38.12873
sle,2018,41.00903
slv,2000,47.39215
slv,2001,49.15542
slv,2002,52.85267
slv,2005,57.7526
slv,2006,56.98511
slv,2007,57.11688
slv,2008,57.8461
slv,2009,59.33767
slv,2010,61.71153
slv,2011,63.77506
slv,2012,65.69178
slv,2013,67.69709
slv,2014,67.48863
slv,2015,66.13285
slv,2016,64.81167
slv,2017,60.83482
slv,2018,62.55455
smr,1981,44.76117
smr,1982,45.68289
smr,1983,46.875
smr,1986,52.09424
smr,1996,50.84444
smr,2000,46.0039
smr,2018,62.5
som,1977,0.0517
som,1978,0.07454
som,1979,0.15428
som,1980,0.15685
srb,2008,90.75612
srb,2009,91.41561
srb,2010,91.05135
srb,2011,93.57634
srb,2012,94.2485
srb,2013,94.31706
srb,2014,93.22811
srb,2015,94.5781
srb,2016,93.89724
srb,2017,92.92801
srb,2018,92.5323
ssd,2011,4.09431
ssd,2015,4.49366
stp,1988,29.80183
stp,2003,29.27558
stp,2004,26.06751
stp,2005,32.21784
stp,2007,34.0617
stp,2008,33.05935
stp,2009,35.06274
stp,2010,36.14533
stp,2011,50.03
stp,2013,57.39707
stp,2014,64.31308
stp,2015,68.83567
sur,1987,56.14943
sur,1988,54.43118
sur,2009,49.92067
sur,2010,55.80119
sur,2011,56.76645
sur,2012,57.87462
sur,2013,60.35617
sur,2014,60.68717
sur,2015,63.96008
svk,2002,85.66066
svk,2003,86.81397
svk,2004,88.93781
svk,2005,88.56987
svk,2006,87.78335
svk,2007,87.16633
svk,2008,86.5723
svk,2009,86.4257
svk,2010,86.40775
svk,2011,86.16452
svk,2012,85.9324
svk,2013,84.86863
svk,2014,84.78667
svk,2015,85.34023
svk,2016,85.60965
svk,2017,85.3043
svn,1998,90.41642
svn,1999,91.67461
svn,2000,93.07391
svn,2001,93.20744
svn,2002,93.20608
svn,2003,93.42478
svn,2004,92.52106
svn,2005,92.28438
svn,2006,92.16514
svn,2007,93.5662
svn,2008,93.68166
svn,2009,94.20675
svn,2010,94.65004
svn,2011,94.67958
svn,2012,94.87187
svn,2013,95.96427
svn,2014,95.57794
svn,2015,97.34698
svn,2016,96.34596
svn,2017,96.62219
swe,1989,85.03463
swe,1990,85.29872
swe,1991,85.77267
swe,1992,86.97444
swe,1993,90.74521
swe,1994,93.94418
swe,1995,95.90112
swe,1996,97.91437
swe,1997,98.30114
swe,1999,97.88035
swe,2000,97.32263
swe,2001,95.82907
swe,2002,97.79684
swe,2003,98.59507
swe,2004,100
swe,2005,100
swe,2006,99.72326
swe,2007,98.44464
swe,2008,97.17291
swe,2009,95.08476
swe,2010,93.08986
swe,2011,91.6258
swe,2012,92.5291
swe,2013,94.28945
swe,2014,96.51499
swe,2015,99.46348
swz,1971,11.3439
swz,1972,12.98039
swz,1974,17.67536
swz,1975,19.92775
swz,1976,21.42689
swz,1977,23.70838
swz,1998,36.52322
swz,1999,35.73715
swz,2000,33.9831
swz,2001,33.00467
swz,2002,36.61623
swz,2003,35.70536
swz,2004,38.75385
swz,2005,38.37517
swz,2006,35.23012
swz,2007,29.41422
swz,2009,39.34228
swz,2010,40.64823
swz,2011,41.86797
swz,2012,43.27996
swz,2013,42.99185
swz,2014,45.50959
swz,2015,47.09057
sxm,2012,78.16245
sxm,2014,71.60574
syc,1979,49.04622
syc,1993,80.01516
syc,1994,84.08163
syc,1995,82.72211
syc,1996,83.30769
syc,1998,90.2507
syc,1999,68.99295
syc,2000,68.48823
syc,2001,74.84082
syc,2002,73.31112
syc,2003,77.79879
syc,2004,78.71105
syc,2005,84.59556
syc,2007,83.00641
syc,2008,81.08599
syc,2009,80.33456
syc,2010,77.01671
syc,2013,76.17997
syc,2014,75.44134
syc,2015,80.37404
syc,2016,84.79638
syc,2017,84.44895
syc,2018,82.59028
syr,1971,14.57018
syr,1973,20.21817
syr,1974,21.58367
syr,1975,22.94764
syr,1976,25.1567
syr,1977,27.31791
syr,1978,28.7257
syr,1979,30.62815
syr,1980,31.27506
syr,1981,30.00673
syr,1995,35.25775
syr,1996,35.4178
syr,1997,35.76629
syr,1998,36.61892
syr,1999,36.97529
syr,2000,37.84165
syr,2001,39.04989
syr,2002,39.29134
syr,2003,55.84693
syr,2004,59.39974
syr,2005,62.79255
syr,2006,62.90708
syr,2007,65.10803
syr,2008,65.98292
syr,2009,66.35944
syr,2010,66.96466
syr,2011,68.75115
syr,2012,72.18354
syr,2013,48.07895
tcd,1998,2.88696
tcd,1999,3.20392
tcd,2000,3.47346
tcd,2001,4.24727
tcd,2002,5.06256
tcd,2003,5.24391
tcd,2015,11.97697
tcd,2016,12.28557
tgo,1991,8.59614
tgo,1999,12.28977
tgo,2000,15.32997
tgo,2017,33.45215
tha,1973,13.34352
tha,1974,14.94187
tha,2006,72.82825
tha,2007,77.49411
tha,2008,78.74402
tha,2009,81.63628
tha,2010,81.23548
tha,2011,83.89367
tha,2012,79.2996
tha,2014,82.48332
tha,2015,77.54404
tjk,1999,58.89816
tjk,2000,65.04342
tjk,2001,65.89208
tjk,2002,68.39591
tjk,2004,71.82291
tjk,2005,71.8415
tjk,2006,72.29838
tjk,2007,74.18991
tjk,2008,76.65399
tjk,2009,77.56467
tjk,2010,77.95213
tjk,2011,78.77399
tls,2008,36.12276
tls,2009,41.18362
tls,2010,42.62054
tls,2011,45.86296
tls,2012,47.65226
tls,2013,47.84755
tls,2014,51.61678
tls,2015,55.82333
tls,2016,60.67962
tls,2017,64.68879
tls,2018,67.0025
ton,1985,70.94667
ton,1990,82.93826
ton,1998,76.60021
ton,2001,80.40314
ton,2012,88.7915
ton,2013,82.96416
ton,2014,84.58032
ton,2015,83.70213
tto,1971,36.06728
tto,1972,36.31373
tto,1993,68.02336
tto,2004,75.16607
tun,1978,14.89764
tun,1979,15.86933
tun,1980,16.72053
tun,1983,21.99759
tun,1984,23.77651
tun,1985,26.18833
tur,1974,14.95668
tur,1997,45.08283
tur,1999,49.55606
tur,2000,56.75201
tur,2001,64.78663
tur,2002,64.64982
tur,2003,65.11575
tur,2004,67.60049
tur,2005,70.45934
tur,2006,73.28097
tur,2007,75.35689
tur,2008,75.74826
tur,2009,73.42324
tur,2010,78.07046
tur,2011,81.47034
tur,2012,79.5176
tur,2013,85.38763
tur,2014,86.51644
tur,2015,85.78301
tur,2016,84.77001
tur,2017,86.04436
tuv,2014,73.99464
tuv,2015,77.3386
tuv,2016,63.42412
tuv,2018,71.19497
tza,2016,24.18458
tza,2017,25.00132
tza,2018,27.31307
uga,2002,15.2826
