geo,time,sh_prg_anem
prk,2014,37.8
prk,2015,38
prk,2016,38.3
prk,2017,38.5
prk,2018,38.6
prk,2019,38.8
prt,2000,21.1
prt,2001,20.7
prt,2002,20.4
prt,2003,20.1
prt,2004,19.9
prt,2005,19.7
prt,2006,19.5
prt,2007,19.4
prt,2008,19.2
prt,2009,19.1
prt,2010,19.1
prt,2011,19
prt,2012,19
prt,2013,19.1
prt,2014,19.1
prt,2015,19.2
prt,2016,19.2
prt,2017,19.3
prt,2018,19.3
prt,2019,19.4
pry,2000,27
pry,2001,27
pry,2002,27
pry,2003,27
pry,2004,27.1
pry,2005,27.1
pry,2006,27.1
pry,2007,27
pry,2008,26.7
pry,2009,26.3
pry,2010,25.9
pry,2011,25.9
pry,2012,25.9
pry,2013,25.8
pry,2014,25.6
pry,2015,25.6
pry,2016,25.6
pry,2017,25.7
pry,2018,25.6
pry,2019,25.4
qat,2000,30.6
qat,2001,30.2
qat,2002,29.8
qat,2003,29.5
qat,2004,29.2
qat,2005,28.9
qat,2006,28.5
qat,2007,28.2
qat,2008,27.9
qat,2009,27.6
qat,2010,27.2
qat,2011,27
qat,2012,26.9
qat,2013,26.7
qat,2014,26.7
qat,2015,26.6
qat,2016,26.6
qat,2017,26.7
qat,2018,26.7
qat,2019,26.7
rou,2000,28.4
rou,2001,28.1
rou,2002,27.8
rou,2003,27.6
rou,2004,27.3
rou,2005,27
rou,2006,26.8
rou,2007,26.6
rou,2008,26.3
rou,2009,26.1
rou,2010,26
rou,2011,25.8
rou,2012,25.7
rou,2013,25.6
rou,2014,25.5
rou,2015,25.4
rou,2016,25.4
rou,2017,25.3
rou,2018,25.3
rou,2019,25.3
rus,2000,26.4
rus,2001,26.3
rus,2002,26.2
rus,2003,26
rus,2004,25.6
rus,2005,25.2
rus,2006,24.9
rus,2007,24.6
rus,2008,24.2
rus,2009,23.8
rus,2010,23.5
rus,2011,23.3
rus,2012,23.2
rus,2013,23.1
rus,2014,23
rus,2015,23
rus,2016,23.1
rus,2017,23.2
rus,2018,23.3
rus,2019,23.4
rwa,2000,25
rwa,2001,25
rwa,2002,24.8
rwa,2003,24.7
rwa,2004,24.4
rwa,2005,24.2
rwa,2006,23.9
rwa,2007,23.6
rwa,2008,23.2
rwa,2009,23
rwa,2010,22.8
rwa,2011,22.8
rwa,2012,22.8
rwa,2013,22.8
rwa,2014,22.9
rwa,2015,23.1
rwa,2016,23.2
rwa,2017,23.3
rwa,2018,23.4
rwa,2019,23.5
sau,2000,33
sau,2001,32.5
sau,2002,32
sau,2003,31.6
sau,2004,31.2
sau,2005,30.8
sau,2006,30.2
sau,2007,29.7
sau,2008,29.1
sau,2009,28.6
sau,2010,28.1
sau,2011,27.7
sau,2012,27.4
sau,2013,27.1
sau,2014,27.1
sau,2015,27
sau,2016,27.1
sau,2017,27.2
sau,2018,27.2
sau,2019,27.3
sdn,2000,42.5
sdn,2001,42.1
sdn,2002,41.8
sdn,2003,41.5
sdn,2004,41.2
sdn,2005,40.9
sdn,2006,40.5
sdn,2007,40.1
sdn,2008,39.6
sdn,2009,39.2
sdn,2010,38.8
sdn,2011,38.4
sdn,2012,38.2
sdn,2013,37.9
sdn,2014,37.7
sdn,2015,37.5
sdn,2016,37.3
sdn,2017,37.1
sdn,2018,37
sdn,2019,36.8
sen,2000,59.9
sen,2001,59.9
sen,2002,59.9
sen,2003,59.9
sen,2004,59.8
sen,2005,59.7
sen,2006,59.6
sen,2007,59.4
sen,2008,59.2
sen,2009,58.9
sen,2010,58.7
sen,2011,58.4
sen,2012,58.1
sen,2013,57.8
sen,2014,57.5
sen,2015,57.3
sen,2016,57
sen,2017,56.7
sen,2018,56.4
sen,2019,56.1
sgp,2000,18.8
sgp,2001,18.4
sgp,2002,18.1
sgp,2003,17.9
sgp,2004,17.7
sgp,2005,17.5
sgp,2006,17.3
sgp,2007,17.2
sgp,2008,17
sgp,2009,16.9
sgp,2010,16.8
sgp,2011,16.8
sgp,2012,16.8
sgp,2013,16.8
sgp,2014,16.9
sgp,2015,17
sgp,2016,17.1
sgp,2017,17.2
sgp,2018,17.4
sgp,2019,17.5
slb,2000,51.5
slb,2001,51.6
slb,2002,51.6
slb,2003,51.6
slb,2004,51.5
slb,2005,51.5
slb,2006,51.4
slb,2007,51.3
slb,2008,51.1
slb,2009,50.9
slb,2010,50.8
slb,2011,50.6
slb,2012,50.5
slb,2013,50.4
slb,2014,50.2
slb,2015,50.1
slb,2016,49.9
slb,2017,49.7
slb,2018,49.5
slb,2019,49.3
sle,2000,56.6
sle,2001,56.5
sle,2002,56.4
sle,2003,56.2
sle,2004,56
sle,2005,55.9
sle,2006,55.7
sle,2007,55.5
sle,2008,55.3
sle,2009,55.1
sle,2010,54.9
sle,2011,54.8
sle,2012,54.7
sle,2013,54.6
sle,2014,54.5
sle,2015,54.5
sle,2016,54.4
sle,2017,54.4
sle,2018,54.4
sle,2019,54.4
slv,2000,16.1
slv,2001,15.9
slv,2002,15.8
slv,2003,15.7
slv,2004,15.6
slv,2005,15.5
slv,2006,15.4
slv,2007,15.3
slv,2008,15.2
slv,2009,15.2
slv,2010,15.1
slv,2011,15.1
slv,2012,15.1
slv,2013,15.2
slv,2014,15.2
slv,2015,15.3
slv,2016,15.4
slv,2017,15.5
slv,2018,15.7
slv,2019,15.9
smr,2000,16.8
smr,2001,16.6
smr,2002,16.4
smr,2003,16.3
smr,2004,16.2
smr,2005,16.1
smr,2006,16
smr,2007,15.9
smr,2008,15.9
smr,2009,15.9
smr,2010,15.9
smr,2011,15.9
smr,2012,16
smr,2013,16.1
smr,2014,16.2
smr,2015,16.3
smr,2016,16.5
smr,2017,16.7
smr,2018,16.9
smr,2019,17.1
som,2000,51.2
som,2001,51.1
som,2002,51.1
som,2003,51
som,2004,50.9
som,2005,50.8
som,2006,50.7
som,2007,50.5
som,2008,50.3
som,2009,50.1
som,2010,49.9
som,2011,49.7
som,2012,49.5
som,2013,49.4
som,2014,49.3
som,2015,49.2
som,2016,49.1
som,2017,49
som,2018,48.8
som,2019,48.7
srb,2000,28.4
srb,2001,28.1
srb,2002,27.9
srb,2003,27.6
srb,2004,27.3
srb,2005,27
srb,2006,26.7
srb,2007,26.4
srb,2008,26.1
srb,2009,25.8
srb,2010,25.5
srb,2011,25.3
srb,2012,25.2
srb,2013,25
srb,2014,24.9
srb,2015,24.8
srb,2016,24.9
srb,2017,25
srb,2018,25.1
srb,2019,25.1
ssd,2000,44.1
ssd,2001,43.9
ssd,2002,43.7
ssd,2003,43.4
ssd,2004,43.2
ssd,2005,42.9
ssd,2006,42.5
ssd,2007,42.1
ssd,2008,41.7
ssd,2009,41.3
ssd,2010,40.9
ssd,2011,40.7
ssd,2012,40.5
ssd,2013,40.3
ssd,2014,40.3
ssd,2015,40.3
ssd,2016,40.2
ssd,2017,40.2
ssd,2018,40.1
ssd,2019,40
stp,2000,55.2
stp,2001,55.1
stp,2002,54.9
stp,2003,54.7
stp,2004,54.5
stp,2005,54.2
stp,2006,53.9
stp,2007,53.7
stp,2008,53.4
stp,2009,53.1
stp,2010,52.9
stp,2011,52.6
stp,2012,52.4
stp,2013,52.2
stp,2014,52
stp,2015,51.8
stp,2016,51.6
stp,2017,51.3
stp,2018,51.1
stp,2019,50.8
sur,2000,29.6
sur,2001,29.3
sur,2002,28.8
sur,2003,28.3
sur,2004,27.8
sur,2005,27.3
sur,2006,26.9
sur,2007,26.4
sur,2008,25.8
sur,2009,25.3
sur,2010,24.8
sur,2011,24.4
sur,2012,24.1
sur,2013,23.9
sur,2014,24
sur,2015,23.9
sur,2016,24
sur,2017,24
sur,2018,24.1
sur,2019,24.2
svk,2000,26.2
svk,2001,26
svk,2002,25.8
svk,2003,25.7
svk,2004,25.4
svk,2005,25.1
svk,2006,24.9
svk,2007,24.6
svk,2008,24.4
svk,2009,24.3
svk,2010,24.2
svk,2011,24.1
svk,2012,24.1
svk,2013,24.1
svk,2014,24.2
svk,2015,24.3
svk,2016,24.3
svk,2017,24.4
svk,2018,24.4
svk,2019,24.4
svn,2000,24.1
svn,2001,23.8
svn,2002,23.6
svn,2003,23.5
svn,2004,23.3
svn,2005,23.2
svn,2006,23
svn,2007,22.8
svn,2008,22.6
svn,2009,22.5
svn,2010,22.4
svn,2011,22.3
svn,2012,22.3
svn,2013,22.3
svn,2014,22.4
svn,2015,22.5
svn,2016,22.6
svn,2017,22.7
svn,2018,22.8
svn,2019,22.9
swe,2000,18.7
swe,2001,18.3
swe,2002,18
swe,2003,17.8
swe,2004,17.6
swe,2005,17.4
swe,2006,17.3
swe,2007,17.2
swe,2008,17.1
swe,2009,17
swe,2010,16.9
swe,2011,16.9
swe,2012,17
swe,2013,17
swe,2014,17.1
swe,2015,17.3
swe,2016,17.4
swe,2017,17.6
swe,2018,17.8
swe,2019,18
swz,2000,35.2
swz,2001,34.8
swz,2002,34.5
swz,2003,34.3
swz,2004,34.1
swz,2005,33.9
swz,2006,33.7
swz,2007,33.6
swz,2008,33.6
swz,2009,33.4
swz,2010,33.2
swz,2011,33
swz,2012,32.8
swz,2013,32.6
swz,2014,32.5
swz,2015,32.4
swz,2016,32.3
swz,2017,32.2
swz,2018,32.2
swz,2019,32.2
syc,2000,30.6
syc,2001,30.3
syc,2002,30
syc,2003,29.7
syc,2004,29.5
syc,2005,29.2
syc,2006,28.7
syc,2007,28.3
syc,2008,27.9
syc,2009,27.5
syc,2010,27.3
syc,2011,27.1
syc,2012,27
syc,2013,27
syc,2014,27
syc,2015,27.1
syc,2016,27.2
syc,2017,27.3
syc,2018,27.4
syc,2019,27.5
syr,2000,37.2
syr,2001,36.8
syr,2002,36.5
syr,2003,36.2
syr,2004,35.9
syr,2005,35.5
syr,2006,35
syr,2007,34.8
syr,2008,34.4
syr,2009,33.9
syr,2010,33.5
syr,2011,33.2
syr,2012,33.1
syr,2013,33.1
syr,2014,33.1
syr,2015,33.1
syr,2016,33.1
syr,2017,33.1
syr,2018,33.1
syr,2019,33.2
tcd,2000,54.9
tcd,2001,54.8
tcd,2002,54.7
tcd,2003,54.5
tcd,2004,54.3
tcd,2005,54
tcd,2006,53.7
tcd,2007,53.3
tcd,2008,52.8
tcd,2009,52.3
tcd,2010,51.8
tcd,2011,51.2
tcd,2012,50.6
tcd,2013,50
tcd,2014,49.3
tcd,2015,48.6
tcd,2016,47.8
tcd,2017,47
tcd,2018,46.2
tcd,2019,45.3
tgo,2000,55.7
tgo,2001,55.8
tgo,2002,55.9
tgo,2003,55.9
tgo,2004,56
tgo,2005,56
tgo,2006,55.9
tgo,2007,55.9
tgo,2008,55.7
tgo,2009,55.6
tgo,2010,55.4
tgo,2011,55.3
tgo,2012,55.1
tgo,2013,55
tgo,2014,54.8
tgo,2015,54.6
tgo,2016,54.4
tgo,2017,54.2
tgo,2018,54
tgo,2019,53.7
tha,2000,31.1
tha,2001,31.1
tha,2002,31
tha,2003,31
tha,2004,31
tha,2005,31
tha,2006,31.1
tha,2007,31.1
tha,2008,31.1
tha,2009,31.1
tha,2010,31.1
tha,2011,31.2
tha,2012,31.3
tha,2013,31.4
tha,2014,31.6
tha,2015,31.7
tha,2016,31.9
tha,2017,32
tha,2018,32.1
tha,2019,32.2
tjk,2000,40.7
tjk,2001,40.5
tjk,2002,40.2
tjk,2003,39.6
tjk,2004,38.6
tjk,2005,38
tjk,2006,38.1
tjk,2007,37.7
tjk,2008,37.3
tjk,2009,37
tjk,2010,36.6
tjk,2011,36.3
tjk,2012,36.4
tjk,2013,36.7
tjk,2014,36.9
tjk,2015,37
tjk,2016,37.5
tjk,2017,38
tjk,2018,38.3
tjk,2019,38.6
tkm,2000,33
tkm,2001,32.6
tkm,2002,32.3
tkm,2003,31.9
tkm,2004,31.3
tkm,2005,30.6
tkm,2006,30.1
tkm,2007,29.6
tkm,2008,29.1
tkm,2009,28.7
tkm,2010,28.3
tkm,2011,28.1
tkm,2012,27.9
tkm,2013,27.9
tkm,2014,27.7
tkm,2015,27.5
tkm,2016,27.6
tkm,2017,27.6
tkm,2018,27.7
tkm,2019,27.7
tls,2000,37.6
tls,2001,37
tls,2002,36.4
tls,2003,35.8
tls,2004,34.9
tls,2005,34.3
tls,2006,33.7
tls,2007,33.1
tls,2008,32.5
tls,2009,32.4
tls,2010,32.5
tls,2011,32.8
tls,2012,33.2
tls,2013,33.8
tls,2014,34.4
tls,2015,35.1
tls,2016,35.8
tls,2017,36.6
tls,2018,37.3
tls,2019,38
ton,2000,38.6
ton,2001,38.6
ton,2002,38.5
ton,2003,38.4
ton,2004,38.3
ton,2005,38.3
ton,2006,38.2
ton,2007,38.1
ton,2008,37.9
ton,2009,37.7
ton,2010,37.5
ton,2011,37.3
ton,2012,37.1
ton,2013,37
ton,2014,36.9
ton,2015,36.9
ton,2016,36.8
ton,2017,36.7
ton,2018,36.6
ton,2019,36.5
tto,2000,25.5
tto,2001,24.9
tto,2002,24.4
tto,2003,23.9
tto,2004,23.3
tto,2005,22.8
tto,2006,22.3
tto,2007,21.8
tto,2008,21.3
tto,2009,20.8
tto,2010,20.3
tto,2011,20
tto,2012,19.7
tto,2013,19.5
tto,2014,19.3
tto,2015,19.2
tto,2016,19.2
tto,2017,19.2
tto,2018,19.3
tto,2019,19.4
tun,2000,33.5
tun,2001,33.2
tun,2002,32.9
tun,2003,32.8
tun,2004,32.6
tun,2005,32.4
tun,2006,32.2
tun,2007,32
tun,2008,31.7
tun,2009,31.5
tun,2010,31.2
tun,2011,31.1
tun,2012,31
tun,2013,30.9
tun,2014,30.8
tun,2015,30.7
tun,2016,30.7
tun,2017,30.6
tun,2018,30.5
tun,2019,30.5
tuv,2000,35.7
tuv,2001,35.4
tuv,2002,35.2
tuv,2003,35
tuv,2004,34.8
tuv,2005,34.7
tuv,2006,34.5
tuv,2007,34.3
tuv,2008,34
tuv,2009,33.8
tuv,2010,33.7
tuv,2011,33.7
tuv,2012,33.7
tuv,2013,33.8
tuv,2014,33.8
tuv,2015,33.9
tuv,2016,34
tuv,2017,34
tuv,2018,34
tuv,2019,34
tza,2000,54
tza,2001,53.9
tza,2002,53.8
tza,2003,53.6
tza,2004,53.5
tza,2005,53.2
tza,2006,52.9
tza,2007,52.5
tza,2008,52.1
tza,2009,51.6
tza,2010,51.1
tza,2011,50.7
tza,2012,50.3
tza,2013,50
tza,2014,49.8
tza,2015,49.6
tza,2016,49.3
tza,2017,48.9
tza,2018,48.5
tza,2019,48.1
uga,2000,45.4
uga,2001,44.9
uga,2002,44.5
uga,2003,43.9
uga,2004,43.5
uga,2005,42.9
uga,2006,42.2
uga,2007,41.5
uga,2008,40.8
uga,2009,40.2
uga,2010,39.6
uga,2011,39.2
uga,2012,39
uga,2013,38.8
uga,2014,38.8
uga,2015,38.8
uga,2016,38.8
uga,2017,38.8
uga,2018,38.8
uga,2019,38.9
ukr,2000,24.6
ukr,2001,24.4
ukr,2002,24.2
ukr,2003,24
ukr,2004,23.7
ukr,2005,23.3
ukr,2006,23
ukr,2007,22.7
ukr,2008,22.4
ukr,2009,22.1
ukr,2010,21.9
ukr,2011,21.9
ukr,2012,21.9
ukr,2013,22
ukr,2014,22.1
ukr,2015,22.2
ukr,2016,22.5
ukr,2017,22.7
ukr,2018,23
ukr,2019,23.2
ury,2000,25.4
ury,2001,25.5
ury,2002,25.8
ury,2003,26
ury,2004,26.2
ury,2005,26.2
ury,2006,26.1
ury,2007,25.8
ury,2008,25.5
ury,2009,25.2
ury,2010,24.8
ury,2011,24.6
ury,2012,24.7
ury,2013,24.8
ury,2014,24.8
ury,2015,25
ury,2016,25.1
ury,2017,25.3
ury,2018,25.4
ury,2019,25.5
usa,2000,9.4
usa,2001,9.2
usa,2002,9.1
usa,2003,9.1
usa,2004,9.1
usa,2005,9.2
usa,2006,9.3
usa,2007,9.5
usa,2008,9.6
usa,2009,9.8
usa,2010,10
usa,2011,10.2
usa,2012,10.4
usa,2013,10.5
usa,2014,10.7
usa,2015,10.8
usa,2016,11
usa,2017,11.1
usa,2018,11.3
usa,2019,11.5
uzb,2000,43.1
uzb,2001,42.6
uzb,2002,42.2
uzb,2003,41.7
uzb,2004,41.1
uzb,2005,40.6
uzb,2006,40
uzb,2007,39.4
uzb,2008,38.8
uzb,2009,38.2
uzb,2010,37.6
uzb,2011,37
uzb,2012,36.6
uzb,2013,36.2
uzb,2014,35.9
uzb,2015,35.5
uzb,2016,35.3
uzb,2017,35
uzb,2018,34.9
uzb,2019,34.8
vct,2000,27.6
vct,2001,27
vct,2002,26.5
vct,2003,26
vct,2004,25.5
vct,2005,24.9
vct,2006,24.4
vct,2007,23.9
vct,2008,23.4
vct,2009,23
vct,2010,22.7
vct,2011,22.4
vct,2012,22.1
vct,2013,21.9
vct,2014,21.8
vct,2015,21.6
vct,2016,21.5
vct,2017,21.4
vct,2018,21.3
vct,2019,21.4
ven,2000,29.1
ven,2001,28.6
ven,2002,28.4
ven,2003,28.7
ven,2004,28.8
ven,2005,28.3
ven,2006,27.6
ven,2007,26.7
ven,2008,25.9
ven,2009,25.4
ven,2010,25
ven,2011,24.7
ven,2012,24.6
ven,2013,24.6
ven,2014,24.9
ven,2015,25.1
ven,2016,25.4
ven,2017,25.7
ven,2018,26.1
ven,2019,26.4
vnm,2000,39.7
vnm,2001,38.5
vnm,2002,37.3
vnm,2003,36.1
vnm,2004,34.9
vnm,2005,33.8
vnm,2006,32.7
vnm,2007,31.7
vnm,2008,30.7
vnm,2009,29.9
vnm,2010,29.3
vnm,2011,28.8
vnm,2012,28.5
vnm,2013,28.3
vnm,2014,28.3
vnm,2015,28.2
vnm,2016,28.2
vnm,2017,28.2
vnm,2018,28.3
vnm,2019,28.4
vut,2000,43.6
vut,2001,43.1
vut,2002,42.5
vut,2003,42
vut,2004,41.3
vut,2005,40.5
vut,2006,39.6
vut,2007,38.6
vut,2008,37.5
vut,2009,36.4
vut,2010,35.3
vut,2011,34.3
vut,2012,33.3
vut,2013,32.4
vut,2014,31.5
vut,2015,30.7
vut,2016,29.9
vut,2017,29.2
vut,2018,28.4
vut,2019,27.7
wsm,2000,40.9
wsm,2001,40.8
wsm,2002,40.8
wsm,2003,40.9
wsm,2004,40.9
wsm,2005,41
wsm,2006,41
wsm,2007,40.9
wsm,2008,40.8
wsm,2009,40.7
wsm,2010,40.7
wsm,2011,40.6
wsm,2012,40.5
wsm,2013,40.7
wsm,2014,40.6
wsm,2015,40.3
wsm,2016,40.1
wsm,2017,39.9
wsm,2018,39.7
wsm,2019,39.4
yem,2000,59.7
yem,2001,59.6
yem,2002,59.5
yem,2003,59.4
yem,2004,59.3
yem,2005,59.1
yem,2006,58.9
yem,2007,58.7
yem,2008,58.6
yem,2009,58.4
yem,2010,58.3
yem,2011,58.1
yem,2012,58
yem,2013,57.9
yem,2014,57.8
yem,2015,57.8
yem,2016,57.7
yem,2017,57.6
yem,2018,57.6
yem,2019,57.5
zaf,2000,34
zaf,2001,33.6
zaf,2002,33.3
zaf,2003,32.9
zaf,2004,32.5
zaf,2005,32
zaf,2006,31.5
zaf,2007,30.9
zaf,2008,30.4
zaf,2009,29.9
zaf,2010,29.7
zaf,2011,29.5
zaf,2012,29.4
zaf,2013,29.5
zaf,2014,29.7
zaf,2015,29.9
zaf,2016,30.1
zaf,2017,30.3
zaf,2018,30.5
zaf,2019,30.8
zmb,2000,44
zmb,2001,43.6
zmb,2002,43.2
zmb,2003,42.8
zmb,2004,42.4
zmb,2005,42
zmb,2006,41.5
zmb,2007,40.9
zmb,2008,40.3
zmb,2009,39.8
zmb,2010,39.3
zmb,2011,39
zmb,2012,38.9
zmb,2013,38.8
zmb,2014,38.9
zmb,2015,38.9
zmb,2016,39
zmb,2017,39.1
zmb,2018,39.2
zmb,2019,39.3
zwe,2000,33
zwe,2001,33.1
zwe,2002,33.2
zwe,2003,33.5
zwe,2004,33.7
zwe,2005,34
zwe,2006,34.1
zwe,2007,34.2
zwe,2008,34.2
zwe,2009,34.1
zwe,2010,33.9
zwe,2011,33.6
zwe,2012,33.3
zwe,2013,32.9
zwe,2014,32.7
zwe,2015,32.4
zwe,2016,32.2
zwe,2017,32
zwe,2018,31.8
zwe,2019,31.7
