geo,time,ny_gdp_defl_zs_ad
com,2018,120.78704
com,2019,125.61874
com,2020,127.70721
cpv,1990,80.1664
cpv,1991,84.00831
cpv,1992,80.55066
cpv,1993,120.3057
cpv,1994,85.20956
cpv,1995,83.89146
cpv,1996,88.72939
cpv,1997,87.98824
cpv,1998,87.69261
cpv,1999,94.36784
cpv,2000,93.23455
cpv,2001,98.0411
cpv,2002,97.68501
cpv,2003,102.49219
cpv,2004,96.00182
cpv,2005,94.2787
cpv,2006,98.65302
cpv,2007,100
cpv,2008,103.54593
cpv,2009,105.79766
cpv,2010,106.33203
cpv,2011,109.17792
cpv,2012,109.78167
cpv,2013,111.3498
cpv,2014,111.18637
cpv,2015,113.11686
cpv,2016,112.85478
cpv,2017,113.628
cpv,2018,115.3595
cpv,2019,116.00895
cpv,2020,115.00885
cri,1990,4.9487
cri,1991,8.1542
cri,1992,9.76293
cri,1993,10.78175
cri,1994,12.4713
cri,1995,15.11974
cri,1996,17.39905
cri,1997,19.95321
cri,1998,22.33527
cri,1999,24.79873
cri,2000,27.12726
cri,2001,29.76428
cri,2002,32.67728
cri,2003,36.15683
cri,2004,40.98389
cri,2005,46.31726
cri,2006,52.33124
cri,2007,57.8348
cri,2008,64.44173
cri,2009,70.69343
cri,2010,75.37959
cri,2011,78.84194
cri,2012,82.57403
cri,2013,86.36435
cri,2014,91.72492
cri,2015,95.35284
cri,2016,97.22058
cri,2017,100
cri,2018,102.19248
cri,2019,104.41886
cri,2020,104.63233
cub,1990,65.28924
cub,1991,60.46578
cub,1992,62.73066
cub,1993,74.63411
cub,1994,94.24947
cub,1995,104.15383
cub,1996,101.37124
cub,1997,100.0001
cub,1998,101.29921
cub,1999,105.13753
cub,2000,106.96815
cub,2001,107.45479
cub,2002,112.3259
cub,2003,115.66593
cub,2004,116.36684
cub,2005,116.80913
cub,2006,128.91705
cub,2007,133.54488
cub,2008,133.08477
cub,2009,133.92876
cub,2010,135.53865
cub,2011,141.39903
cub,2012,145.51948
cub,2013,149.38714
cub,2014,154.56078
cub,2015,159.87706
cub,2016,166.79445
cub,2017,173.65835
cub,2018,175.44936
cub,2019,181.67255
cub,2020,211.748
cym,2006,90.65072
cym,2007,93.43628
cym,2008,96.28397
cym,2009,96.87166
cym,2010,96.67171
cym,2011,96.22658
cym,2012,97.4404
cym,2013,98.78332
cym,2014,99.65926
cym,2015,100
cym,2016,101.00009
cym,2017,103.00676
cym,2018,105.67531
cym,2019,109.40471
cym,2020,110.49848
cyp,1990,48.83957
cyp,1991,50.73846
cyp,1992,53.80376
cyp,1993,56.38803
cyp,1994,59.36023
cyp,1995,67.43192
cyp,1996,69.21281
cyp,1997,70.76103
cyp,1998,72.15197
cyp,1999,73.8129
cyp,2000,75.83789
cyp,2001,78.61379
cyp,2002,78.8468
cyp,2003,83.09481
cyp,2004,85.34607
cyp,2005,87.06963
cyp,2006,89.7568
cyp,2007,93.47113
cyp,2008,97.89683
cyp,2009,98.15442
cyp,2010,100
cyp,2011,101.61711
cyp,2012,103.31947
cyp,2013,102.34216
cyp,2014,100.97715
cyp,2015,100.21573
cyp,2016,99.64223
cyp,2017,100.67696
cyp,2018,101.68762
cyp,2019,102.82947
cyp,2020,101.61107
cze,1990,24.74185
cze,1991,33.69652
cze,1992,37.86048
cze,1993,45.81452
cze,1994,51.46893
cze,1995,56.00907
cze,1996,61.55682
cze,1997,66.67312
cze,1998,73.21239
cze,1999,75.43936
cze,2000,76.82906
cze,2001,80.58545
cze,2002,82.78088
cze,2003,83.851
cze,2004,87.24617
cze,2005,87.32901
cze,2006,87.90023
cze,2007,91.01223
cze,2008,92.8412
cze,2009,95.24376
cze,2010,93.88624
cze,2011,93.86692
cze,2012,95.22886
cze,2013,96.52845
cze,2014,99.01747
cze,2015,100
cze,2016,101.14145
cze,2017,102.46331
cze,2018,105.09467
cze,2019,109.18261
cze,2020,113.98162
deu,1990,69.33227
deu,1991,71.47122
deu,1992,75.26362
deu,1993,78.18661
deu,1994,79.79069
deu,1995,81.37161
deu,1996,81.86169
deu,1997,82.08502
deu,1998,82.65015
deu,1999,82.93375
deu,2000,82.52788
deu,2001,83.60487
deu,2002,84.75705
deu,2003,85.8769
deu,2004,86.83494
deu,2005,87.1868
deu,2006,87.53318
deu,2007,89.08276
deu,2008,89.89281
deu,2009,91.54854
deu,2010,92.13928
deu,2011,93.1247
deu,2012,94.5183
deu,2013,96.37028
deu,2014,98.18006
deu,2015,100
deu,2016,101.32775
deu,2017,102.85146
deu,2018,104.88248
deu,2019,107.03788
deu,2020,108.74708
dji,2013,100
dji,2014,101.2623
dji,2015,103.17925
dji,2016,103.64055
dji,2017,103.91374
dji,2018,104.95977
dji,2019,107.47157
dji,2020,108.85939
dma,1990,69.07722
dma,1991,74.36214
dma,1992,77.62431
dma,1993,79.70442
dma,1994,85.79346
dma,1995,86.46602
dma,1996,89.28909
dma,1997,90.5792
dma,1998,92.88002
dma,1999,95.23582
dma,2000,95.80647
dma,2001,97.8034
dma,2002,98.57663
dma,2003,95.50175
dma,2004,99.12318
dma,2005,97.68765
dma,2006,100
dma,2007,101.52505
dma,2008,103.05643
dma,2009,111.30498
dma,2010,111.63552
dma,2011,113.51694
dma,2012,111.29025
dma,2013,115.25941
dma,2014,115.20341
dma,2015,123.06156
dma,2016,127.87001
dma,2017,123.77181
dma,2018,128.26158
dma,2019,132.42465
dma,2020,130.92458
dnk,1990,62.94868
dnk,1991,64.62277
dnk,1992,65.69287
dnk,1993,66.07383
dnk,1994,67.10822
dnk,1995,67.96881
dnk,1996,69.33782
dnk,1997,70.73423
dnk,1998,71.60578
dnk,1999,72.81216
dnk,2000,75.00961
dnk,2001,76.89866
dnk,2002,78.70397
dnk,2003,79.87023
dnk,2004,81.5441
dnk,2005,83.91412
dnk,2006,85.65632
dnk,2007,87.73973
dnk,2008,91.3675
dnk,2009,91.85085
dnk,2010,94.81219
dnk,2011,95.4177
dnk,2012,97.68405
dnk,2013,98.55165
dnk,2014,99.56881
dnk,2015,100
dnk,2016,100.2546
dnk,2017,101.44227
dnk,2018,102.20092
dnk,2019,102.95935
dnk,2020,105.64964
dom,1990,13.39927
dom,1991,21.20413
dom,1992,22.38483
dom,1993,23.50044
dom,1994,25.88242
dom,1995,28.38069
dom,1996,29.42218
dom,1997,32.20297
dom,1998,34.29768
dom,1999,35.61271
dom,2000,38.17958
dom,2001,40.48591
dom,2002,43.28781
dom,2003,57.77258
dom,2004,83.86632
dom,2005,88.71484
dom,2006,94.60661
dom,2007,100
dom,2008,110.39169
dom,2009,114.25335
dom,2010,120.47263
dom,2011,130.18364
dom,2012,136.82063
dom,2013,143.24138
dom,2014,149.43125
dom,2015,153.12502
dom,2016,156.17784
dom,2017,162.70823
dom,2018,169.41423
dom,2019,173.69299
dom,2020,181.89738
dza,1990,6.39136
dza,1991,9.82919
dza,1992,11.98434
dza,1993,13.61714
dza,1994,17.57669
dza,1995,22.59958
dza,1996,28.02843
dza,1997,29.99098
dza,1998,29.05193
dza,1999,32.20591
dza,2000,39.50957
dza,2001,39.32253
dza,2002,39.84175
dza,2003,43.16086
dza,2004,48.44705
dza,2005,56.2593
dza,2006,62.1928
dza,2007,66.17024
dza,2008,76.30129
dza,2009,67.78483
dza,2010,78.71174
dza,2011,93.05932
dza,2012,100
dza,2013,99.9067
dza,2014,99.6064
dza,2015,93.17615
dza,2016,94.61934
dza,2017,100.66614
dza,2018,107.57479
dza,2019,107.07131
dza,2020,101.1733
ecu,1990,49.33578
ecu,1991,52.73468
ecu,1992,55.00397
ecu,1993,56.45705
ecu,1994,64.93053
ecu,1995,68.32156
ecu,1996,69.33966
ecu,1997,74.19771
ecu,1998,71.39105
ecu,1999,52.61521
ecu,2000,48.55644
ecu,2001,62.3534
ecu,2002,69.88898
ecu,2003,77.29238
ecu,2004,80.58646
ecu,2005,86.81798
ecu,2006,93.76421
ecu,2007,100
ecu,2008,113.84732
ecu,2009,114.59363
ecu,2010,123.14814
ecu,2011,130.12159
ecu,2012,136.60848
ecu,2013,140.83658
ecu,2014,145.10492
ecu,2015,141.49033
ecu,2016,144.18097
ecu,2017,146.98731
ecu,2018,149.66082
ecu,2019,150.40232
ecu,2020,149.01261
egy,1990,8.58338
egy,1991,9.96748
egy,1992,11.79659
egy,1993,12.79093
egy,1994,13.87162
egy,1995,15.45295
egy,1996,16.5513
egy,1997,18.18595
egy,1998,18.61835
egy,1999,18.78954
egy,2000,19.53067
egy,2001,19.89545
egy,2002,20.52525
egy,2003,21.91635
egy,2004,24.47397
egy,2005,25.99447
egy,2006,27.90766
egy,2007,31.42283
egy,2008,35.25767
egy,2009,39.20143
egy,2010,43.16347
egy,2011,48.19761
egy,2012,57.5879
egy,2013,62.60534
egy,2014,69.64696
egy,2015,76.56352
egy,2016,81.34542
egy,2017,100
egy,2018,121.42623
egy,2019,137.9676
egy,2020,146.55086
eri,1992,11.98414
eri,1993,11.81838
eri,1994,14.43615
eri,1995,16.06744
eri,1996,17.52553
eri,1997,18.20853
eri,1998,19.86717
eri,1999,20.32781
eri,2000,25.4052
eri,2001,29.23562
eri,2002,33.95678
eri,2003,41.38409
eri,2004,51.64705
eri,2005,55.58446
eri,2006,61.91776
eri,2007,66.43045
eri,2008,77.10996
eri,2009,99.86087
eri,2010,83.65525
eri,2011,100
esp,1990,49.46214
esp,1991,52.8924
esp,1992,56.44189
esp,1993,59.0028
esp,1994,61.29201
esp,1995,64.31563
esp,1996,66.54103
esp,1997,68.10867
esp,1998,69.85679
esp,1999,71.63197
esp,2000,74.01711
esp,2001,77.05794
esp,2002,80.20545
esp,2003,83.36037
esp,2004,86.59655
esp,2005,90.14791
esp,2006,93.73543
esp,2007,96.93785
esp,2008,99.12307
esp,2009,99.26571
esp,2010,99.41797
esp,2011,99.39834
esp,2012,99.28447
esp,2013,99.68006
esp,2014,99.4574
esp,2015,100
esp,2016,100.3229
esp,2017,101.62665
esp,2018,102.89216
esp,2019,104.23455
esp,2020,105.38523
est,1995,30.9637
est,1996,37.94276
est,1997,41.70762
est,1998,44.58316
est,1999,47.46368
est,2000,49.21258
est,2001,52.55927
est,2002,55.11242
est,2003,57.25553
est,2004,59.94108
est,2005,63.49184
est,2006,69.19251
est,2007,77.74359
est,2008,83.03211
est,2009,82.70938
est,2010,84.21664
est,2011,88.82644
est,2012,92.44361
est,2013,96.17024
est,2014,98.97419
est,2015,100
est,2016,102.18731
est,2017,105.85621
est,2018,110.11634
est,2019,113.62788
est,2020,113.29278
eth,1990,8.80454
eth,1991,10.48482
eth,1992,12.11335
eth,1993,13.73373
eth,1994,14.13628
eth,1995,15.93249
eth,1996,15.97059
eth,1997,16.00359
eth,1998,15.97956
eth,1999,16.33475
eth,2000,17.44551
eth,2001,16.44146
eth,2002,15.84604
eth,2003,17.86926
eth,2004,18.5682
eth,2005,20.4019
eth,2006,22.7588
eth,2007,26.678
eth,2008,34.76454
eth,2009,43.15893
eth,2010,43.7824
eth,2011,52.56597
eth,2012,70.19733
eth,2013,73.63839
eth,2014,81.7252
eth,2015,90.58139
eth,2016,99.99997
eth,2017,106.67682
eth,2018,119.88586
eth,2019,135.30366
eth,2020,159.98831
fin,1990,64.70266
fin,1991,65.68081
fin,1992,66.26389
fin,1993,67.43405
fin,1994,68.67848
fin,1995,71.56374
fin,1996,71.50773
fin,1997,72.99539
fin,1998,75.25674
fin,1999,75.9544
fin,2000,77.1984
fin,2001,79.74856
fin,2002,80.5016
fin,2003,80.65449
fin,2004,81.14056
fin,2005,81.89431
fin,2006,82.64833
fin,2007,84.92387
fin,2008,87.50321
fin,2009,89.05543
fin,2010,89.34302
fin,2011,91.68696
fin,2012,94.41371
fin,2013,96.82909
fin,2014,98.40898
fin,2015,100
fin,2016,100.08743
fin,2017,100.9074
fin,2018,102.92778
fin,2019,104.46698
fin,2020,105.76474
fji,1990,36.64795
fji,1991,38.84431
fji,1992,41.29409
fji,1993,44.28269
fji,1994,44.64936
fji,1995,45.15409
fji,1996,46.44931
fji,1997,47.97751
fji,1998,51.55086
fji,1999,55.02117
fji,2000,52.42424
fji,2001,54.12561
fji,2002,55.8936
fji,2003,60.19896
fji,2004,61.51973
fji,2005,65.60783
fji,2006,68.06599
fji,2007,70.12462
fji,2008,71.63799
fji,2009,72.63426
fji,2010,75.70653
fji,2011,82.81639
fji,2012,85.77833
fji,2013,88.88462
fji,2014,100
fji,2015,102.5309
fji,2016,105.23087
fji,2017,107.01817
fji,2018,108.54395
fji,2019,111.12203
fji,2020,109.17457
fra,1990,70.37079
fra,1991,72.1632
fra,1992,73.58269
fra,1993,74.7773
fra,1994,75.46894
fra,1995,76.31776
fra,1996,77.35421
fra,1997,78.03354
fra,1998,78.77506
fra,1999,78.93561
fra,2000,80.16171
fra,2001,81.77163
fra,2002,83.4622
fra,2003,85.01407
fra,2004,86.39357
fra,2005,88.06644
fra,2006,89.96456
fra,2007,92.26463
fra,2008,94.4486
fra,2009,94.51153
fra,2010,95.52252
fra,2011,96.42803
fra,2012,97.54836
fra,2013,98.30738
fra,2014,98.87456
fra,2015,100
fra,2016,100.52256
fra,2017,101.04686
fra,2018,102.04947
fra,2019,103.35427
fra,2020,105.9636
fsm,1990,79.22497
fsm,1991,83.26653
fsm,1992,85.78998
fsm,1993,88.37416
fsm,1994,90.68518
fsm,1995,92.72357
fsm,1996,94.45713
fsm,1997,95.07224
fsm,1998,97.91609
fsm,1999,97.14784
fsm,2000,98.19597
fsm,2001,99.28482
fsm,2002,99.37833
fsm,2003,99.01646
fsm,2004,100
fsm,2005,102.09699
fsm,2006,103.51074
fsm,2007,106.79665
fsm,2008,112.1418
fsm,2009,118.15441
fsm,2010,122.4115
fsm,2011,124.36474
fsm,2012,133.22262
fsm,2013,134.07117
fsm,2014,138.12534
fsm,2015,130.87326
fsm,2016,136.1708
fsm,2017,146.34424
fsm,2018,160.0806
fsm,2019,160.63286
fsm,2020,164.33173
gab,1990,56.48534
gab,1991,50.06516
gab,1992,50.17223
gab,1993,49.91662
gab,1994,73.15352
gab,1995,74.13313
gab,1996,84.18757
gab,1997,84.98444
gab,1998,69.86876
gab,1999,83.27751
gab,2000,106.66962
gab,2001,100
gab,2002,100.85581
gab,2003,100.63683
gab,2004,108.45156
gab,2005,130.24433
gab,2006,143.09702
gab,2007,149.15197
gab,2008,179.69674
gab,2009,147.21739
gab,2010,171.60295
gab,2011,193.36431
gab,2012,187.67572
gab,2013,176.11879
gab,2014,174.61933
gab,2015,159.03076
gab,2016,152.24054
gab,2017,158.05659
gab,2018,169.39977
gab,2019,172.02121
gab,2020,156.26309
gbm,1990,33.90513
gbm,1991,36.24135
gbm,1992,37.59766
gbm,1993,38.40841
gbm,1994,39.38451
gbm,1995,40.53455
gbm,1996,41.57618
gbm,1997,42.67555
gbm,1998,43.69426
gbm,1999,44.69659
gbm,2000,46.17367
gbm,2001,47.99374
gbm,2002,49.18547
gbm,2003,50.74308
gbm,2004,53.50801
gbm,2005,55.05797
gbm,2006,57.01873
gbm,2007,63.64607
gbm,2008,87.66159
gbm,2009,93.76799
gbm,2010,98.65029
gbm,2011,103.43952
gbm,2012,99.62926
gbm,2013,101.15937
gbm,2014,100.63107
gbm,2015,100
gbm,2016,102.23678
gbm,2017,104.44624
gbm,2018,105.80402
gbm,2019,107.70852
gbr,1990,52.21171
gbr,1991,55.56323
gbr,1992,57.40847
gbr,1993,58.97747
gbr,1994,59.79939
gbr,1995,66.77799
gbr,1996,69.62363
gbr,1997,69.38061
gbr,1998,70.48835
gbr,1999,71.43452
gbr,2000,72.64236
gbr,2001,73.98698
gbr,2002,75.51366
gbr,2003,77.58056
gbr,2004,79.57443
gbr,2005,82.0698
gbr,2006,84.40744
gbr,2007,86.76791
gbr,2008,89.56926
gbr,2009,91.10647
gbr,2010,92.36028
gbr,2011,94.26967
gbr,2012,95.78919
gbr,2013,97.93372
gbr,2014,99.49123
gbr,2015,100
gbr,2016,101.90111
gbr,2017,103.75445
gbr,2018,105.82854
gbr,2019,107.96109
gbr,2020,113.7345
geo,1990,0.00004
geo,1991,0.00006
geo,1992,0.00089
geo,1993,0.13805
geo,1994,8.47857
geo,1995,22.27534
geo,1996,31.86121
geo,1997,33.94387
geo,1998,36.29849
geo,1999,39.82916
geo,2000,41.69328
geo,2001,43.9348
geo,2002,46.53541
geo,2003,48.12899
geo,2004,52.18715
geo,2005,56.32905
geo,2006,61.0883
geo,2007,66.86983
geo,2008,73.28638
geo,2009,71.72097
geo,2010,81.89763
geo,2011,89.03438
geo,2012,89.44785
geo,2013,90.65203
geo,2014,94.48838
geo,2015,100
geo,2016,102.61932
geo,2017,111.33277
geo,2018,116.18812
geo,2019,122.22106
geo,2020,131.12031
gha,1990,0.88338
gha,1991,1.06043
gha,1992,1.17867
gha,1993,1.55298
gha,1994,2.02087
gha,1995,2.89076
gha,1996,4.04238
gha,1997,4.82895
gha,1998,5.65221
gha,1999,6.44189
gha,2000,8.19603
gha,2001,11.04972
gha,2002,13.5711
gha,2003,17.46661
gha,2004,19.97309
gha,2005,22.96181
gha,2006,25.89832
gha,2007,30.72263
gha,2008,36.68598
gha,2009,42.43341
gha,2010,49.47551
gha,2011,56.35994
gha,2012,64.92962
gha,2013,100
gha,2014,123.93996
gha,2015,140.36568
gha,2016,162.47134
gha,2017,179.81891
gha,2018,198.82303
gha,2019,215.68536
gha,2020,231.02588
gin,1990,13.02311
gin,1991,16.38551
gin,1992,20.68182
gin,1993,20.82117
gin,1994,21.1185
gin,1995,22.37533
gin,1996,22.72125
gin,1997,23.0471
gin,1998,23.81333
gin,1999,24.82008
gin,2000,26.38378
gin,2001,26.84613
gin,2002,26.96232
gin,2003,31.25221
gin,2004,36.41557
gin,2005,46.3901
gin,2006,63.82537
gin,2007,72.51767
gin,2008,84.63184
gin,2009,86.1307
gin,2010,100
gin,2011,108.99928
gin,2012,121.55161
gin,2013,126.81401
gin,2014,130.13134
gin,2015,133.99921
gin,2016,141.59556
gin,2017,156.25992
gin,2018,167.29044
gin,2019,183.93558
gin,2020,207.77304
gmb,1990,13.7258
gmb,1991,14.85905
gmb,1992,15.91702
gmb,1993,16.73552
gmb,1994,17.36769
gmb,1995,18.05601
gmb,1996,18.58175
gmb,1997,19.29618
gmb,1998,19.78197
gmb,1999,20.64066
gmb,2000,21.09826
gmb,2001,24.28958
gmb,2002,28.20114
gmb,2003,35.92576
gmb,2004,69.76427
gmb,2005,72.63423
gmb,2006,73.58081
gmb,2007,76.82927
gmb,2008,78.73144
gmb,2009,82.28484
gmb,2010,86.92926
gmb,2011,90.90378
gmb,2012,94.39917
gmb,2013,100
gmb,2014,105.21172
gmb,2015,115.43868
gmb,2016,124.46671
gmb,2017,129.34794
gmb,2018,138.33991
gmb,2019,146.99642
gmb,2020,156.19423
gnb,1990,5.38512
gnb,1991,9.04131
gnb,1992,14.91646
gnb,1993,22.23431
gnb,1994,27.40367
gnb,1995,39.66134
gnb,1996,55.22196
gnb,1997,74.07374
gnb,1998,80.05507
gnb,1999,89.9067
gnb,2000,92.83832
gnb,2001,99.12272
gnb,2002,100.90377
gnb,2003,95.84665
gnb,2004,94.51747
gnb,2005,100
gnb,2006,97.7273
gnb,2007,102.00876
gnb,2008,114.73456
gnb,2009,111.9142
gnb,2010,115.23286
gnb,2011,131.40184
gnb,2012,130.28422
gnb,2013,129.06978
gnb,2014,128.87843
gnb,2015,144.47528
gnb,2016,153.28307
gnb,2017,162.38593
gnb,2018,170.91118
gnb,2019,165.06967
gnb,2020,165.2389
gnq,1990,43.60438
gnq,1991,45.15325
gnq,1992,38.18895
gnq,1993,37.16048
gnq,1994,46.27458
gnq,1995,49.82886
gnq,1996,50.23805
gnq,1997,43.63317
gnq,1998,29.85996
gnq,1999,41.55241
gnq,2000,60.89994
gnq,2001,53.60928
gnq,2002,52.76071
gnq,2003,53.09607
gnq,2004,62.08139
gnq,2005,88.51408
gnq,2006,100
gnq,2007,103.03765
gnq,2008,123.48036
gnq,2009,97.75912
gnq,2010,122.10753
gnq,2011,142.92089
gnq,2012,149.85938
gnq,2013,148.25188
gnq,2014,146.36339
gnq,2015,116.80859
gnq,2016,109.46668
gnq,2017,123.41534
gnq,2018,135.15688
gnq,2019,132.18823
gnq,2020,119.85223
grc,1990,31.91498
grc,1991,38.23024
grc,1992,43.88786
grc,1993,50.22033
grc,1994,55.83591
grc,1995,61.30327
grc,1996,65.98421
grc,1997,70.3084
grc,1998,73.89664
grc,1999,76.57372
grc,2000,77.79329
grc,2001,80.49641
grc,2002,83.19205
grc,2003,86.06515
grc,2004,88.70103
grc,2005,90.68822
grc,2006,93.85781
grc,2007,97.07025
grc,2008,101.28755
grc,2009,103.89041
grc,2010,103.70692
grc,2011,104.70149
grc,2012,104.41341
grc,2013,102.27751
grc,2014,100.2946
grc,2015,100
grc,2016,99.42142
grc,2017,99.70517
grc,2018,99.54042
grc,2019,99.78777
grc,2020,98.952
grd,1990,67.21946
grd,1991,71.70294
grd,1992,74.57936
grd,1993,75.98401
grd,1994,78.40848
grd,1995,80.80241
grd,1996,82.96233
grd,1997,84.44296
grd,1998,85.91047
grd,1999,86.87395
grd,2000,89.21295
grd,2001,91.12583
grd,2002,91.46495
grd,2003,91.39446
grd,2004,93.25081
grd,2005,95.57252
grd,2006,100
grd,2007,102.31944
grd,2008,110.3492
grd,2009,110.33827
grd,2010,110.86757
grd,2011,111.11653
grd,2012,115.47955
grd,2013,118.85486
grd,2014,119.77398
grd,2015,123.08014
grd,2016,126.33456
grd,2017,128.26264
grd,2018,127.43681
grd,2019,131.51336
grd,2020,130.9653
grl,1990,73.88017
grl,1991,76.26301
grl,1992,77.44179
grl,1993,78.24875
grl,1994,78.61524
grl,1995,80.23147
grl,1996,81.01782
grl,1997,81.42024
grl,1998,82.21688
grl,1999,83.08875
grl,2000,84.842
grl,2001,87.72854
grl,2002,90.45083
grl,2003,96.35997
grl,2004,95.84112
grl,2005,92.74624
grl,2006,94.82226
grl,2007,94.77721
grl,2008,92.86901
grl,2009,98.01269
grl,2010,100
grl,2011,102.88405
grl,2012,106.42874
grl,2013,107.56473
grl,2014,108.62992
grl,2015,117.47715
grl,2016,121.63324
grl,2017,125.60639
grl,2018,125.75407
grl,2019,128.12786
gtm,1990,16.71553
gtm,1991,22.22748
gtm,1992,24.19714
gtm,1993,27.70678
gtm,1994,30.95465
gtm,1995,33.63774
gtm,1996,36.6315
gtm,1997,39.65629
gtm,1998,43.4246
gtm,1999,45.61388
gtm,2000,48.72936
gtm,2001,52.42908
gtm,2002,55.82081
gtm,2003,58.31668
gtm,2004,61.8296
gtm,2005,65.33437
gtm,2006,68.58889
gtm,2007,73.46923
gtm,2008,80.38085
gtm,2009,83.2747
gtm,2010,87.55299
gtm,2011,93.58946
gtm,2012,96.75068
gtm,2013,100
gtm,2014,102.86031
gtm,2015,105.15576
gtm,2016,108.00253
gtm,2017,109.89032
gtm,2018,111.19759
gtm,2019,115.29034
gtm,2020,118.33999
gum,2002,74.6098
gum,2003,77.77294
gum,2004,79.16922
gum,2005,83.17868
gum,2006,86.84426
gum,2007,89.46083
gum,2008,92.88136
gum,2009,95.8507
gum,2010,96.07843
gum,2011,96.68283
gum,2012,100
gum,2013,100.84049
gum,2014,102.93578
gum,2015,105.5323
gum,2016,107.19346
gum,2017,108.26431
gum,2018,109.90207
gum,2019,112.55748
gum,2020,117.25522
guy,1990,10.66415
guy,1991,25.01145
guy,1992,27.83793
guy,1993,32.55671
guy,1994,37.95213
guy,1995,42.63987
guy,1996,44.31586
guy,1997,44.95545
guy,1998,46.29067
guy,1999,51.48009
guy,2000,54.87059
guy,2001,55.04726
guy,2002,56.48881
guy,2003,59.15428
guy,2004,63.16212
guy,2005,67.98292
guy,2006,71.80852
guy,2007,80.92289
guy,2008,88.78507
guy,2009,89.57974
guy,2010,93.46138
guy,2011,95.58311
guy,2012,100
guy,2013,99.4632
guy,2014,97.36955
guy,2015,100.29472
guy,2016,101.19509
guy,2017,103.32942
guy,2018,100.3457
guy,2019,103.31733
guy,2020,76.14895
hkg,1990,57.36483
hkg,1991,62.60821
hkg,1992,68.80599
hkg,1993,74.73226
hkg,1994,79.45626
hkg,1995,82.74542
hkg,1996,87.61391
hkg,1997,92.66074
hkg,1998,93.79107
hkg,1999,89.94969
hkg,2000,86.89659
hkg,2001,85.35502
hkg,2002,82.45137
hkg,2003,77.49796
hkg,2004,74.71513
hkg,2005,74.60299
hkg,2006,74.20401
hkg,2007,76.53213
hkg,2008,77.51288
hkg,2009,77.22188
hkg,2010,77.43089
hkg,2011,80.44907
hkg,2012,83.30082
hkg,2013,84.8106
hkg,2014,87.22796
hkg,2015,90.40615
hkg,2016,91.88669
hkg,2017,94.53621
hkg,2018,97.99392
hkg,2019,100
hkg,2020,100.63509
hnd,1990,25.63512
hnd,1991,32.37297
hnd,1992,33.5624
hnd,1993,37.2236
hnd,1994,45.16667
hnd,1995,55.87748
hnd,1996,66.04359
hnd,1997,76.85576
hnd,1998,84.77113
hnd,1999,91.19315
hnd,2000,100
hnd,2001,108.08435
hnd,2002,113.63117
hnd,2003,120.17603
hnd,2004,127.92977
hnd,2005,137.24199
hnd,2006,144.5826
hnd,2007,154.16193
hnd,2008,166.17194
hnd,2009,178.8903
hnd,2010,187.25528
hnd,2011,201.87469
hnd,2012,209.10137
hnd,2013,211.97449
hnd,2014,226.49338
hnd,2015,242.19564
hnd,2016,251.10376
hnd,2017,262.43568
hnd,2018,267.54588
hnd,2019,278.58668
hnd,2020,291.49691
hrv,1995,51.63038
hrv,1996,53.6394
hrv,1997,57.33441
hrv,1998,62.03563
hrv,1999,64.20834
hrv,2000,66.99508
hrv,2001,69.82695
hrv,2002,72.50628
hrv,2003,75.62676
hrv,2004,78.37621
hrv,2005,80.8229
hrv,2006,83.96391
hrv,2007,87.54393
hrv,2008,92.36313
hrv,2009,95.10202
hrv,2010,95.98594
hrv,2011,97.61455
hrv,2012,99.00596
hrv,2013,99.77163
hrv,2014,99.92041
hrv,2015,100
hrv,2016,99.92508
hrv,2017,101.08786
hrv,2018,103.1201
hrv,2019,105.09929
hrv,2020,104.96341
hti,1990,5.72502
hti,1991,6.56146
hti,1992,7.93334
hti,1993,9.38805
hti,1994,14.71181
hti,1995,17.06031
hti,1996,18.76235
hti,1997,21.15023
hti,1998,24.14456
hti,1999,25.84226
hti,2000,28.69943
hti,2001,32.50163
hti,2002,34.97095
hti,2003,40.22398
hti,2004,50.00788
hti,2005,56.71944
hti,2006,62.01251
hti,2007,67.6892
hti,2008,74.28341
hti,2009,82.48814
hti,2010,88.58717
hti,2011,92.41478
hti,2012,100
hti,2013,108.07715
hti,2014,111.68565
hti,2015,116.09772
hti,2016,133.69813
hti,2017,152.42305
hti,2018,163.51756
hti,2019,192.21589
hti,2020,231.77505
hun,1991,11.80615
hun,1992,14.34556
hun,1993,17.39807
hun,1994,20.78914
hun,1995,26.34666
hun,1996,32.12456
hun,1997,38.63324
hun,1998,43.95198
hun,1999,47.52099
hun,2000,52.07516
hun,2001,57.82767
hun,2002,62.50681
hun,2003,65.90966
hun,2004,69.26762
hun,2005,71.08886
hun,2006,73.69321
hun,2007,77.70384
hun,2008,81.43774
hun,2009,84.85814
hun,2010,87.00819
hun,2011,88.69077
hun,2012,91.25678
hun,2013,93.82916
hun,2014,97.29846
hun,2015,100
hun,2016,101.32088
hun,2017,105.40344
hun,2018,110.5118
hun,2019,115.77828
hun,2020,122.62725
idn,1990,6.94492
idn,1991,7.55378
idn,1992,8.10436
idn,1993,9.65656
idn,1994,10.40751
idn,1995,11.43598
idn,1996,12.42823
idn,1997,13.99063
idn,1998,24.52153
idn,1999,27.99408
idn,2000,33.71815
idn,2001,38.5384
idn,2002,40.81065
idn,2003,43.0501
idn,2004,46.7312
idn,2005,53.42861
