geo,time,dc_dac_totl_cd
dom,2002,159360004.15124
dom,2003,81980000.88148
dom,2004,102610002.38359
dom,2005,81699999.30263
dom,2006,63529999.9658
dom,2007,129200001.77994
dom,2008,154190000.76316
dom,2009,118289999.77931
dom,2010,172440002.63512
dom,2011,222939996.08047
dom,2012,252129991.82008
dom,2013,130969998.20135
dom,2014,138169997.52633
dom,2015,273569998.43195
dom,2016,169650002.01389
dom,2017,119319999.46944
dom,2018,70469998.17528
dom,2019,124780000.12785
dza,1960,355100006.10352
dza,1961,437899993.89648
dza,1962,396310006.12676
dza,1963,283469994.01599
dza,1964,228129993.91742
dza,1965,144230006.27197
dza,1966,129139996.23433
dza,1967,109860000.23223
dza,1968,115479996.9364
dza,1969,115940001.56783
dza,1970,112859996.81801
dza,1971,110389998.92399
dza,1972,98569996.55254
dza,1973,94289998.54438
dza,1974,111369999.10511
dza,1975,106889997.49348
dza,1976,128820002.73466
dza,1977,112730000.22396
dza,1978,119470003.68871
dza,1979,97660003.49447
dza,1980,118280003.83452
dza,1981,151129998.46227
dza,1982,131690002.29426
dza,1983,88519999.06637
dza,1984,115000001.33365
dza,1985,148940000.90659
dza,1986,122629999.95053
dza,1987,144899999.82342
dza,1988,126199996.65953
dza,1989,116690001.11148
dza,1990,112230001.26332
dza,1991,192680000.0947
dza,1992,252060001.30624
dza,1993,187869997.01709
dza,1994,285109996.74164
dza,1995,293709996.41716
dza,1996,288710000.24863
dza,1997,226570000.84594
dza,1998,393260005.68643
dza,1999,97379998.82177
dza,2000,118230000.1625
dza,2001,161249994.78459
dza,2002,173380001.39408
dza,2003,225110000.56378
dza,2004,306749996.49264
dza,2005,323720003.10011
dza,2006,192819998.3947
dza,2007,377539992.97321
dza,2008,333070002.95073
dza,2009,283309996.09828
dza,2010,195089997.17794
dza,2011,186510004.30808
dza,2012,144049996.25683
dza,2013,149379998.93911
dza,2014,142149999.95008
dza,2015,81700001.62534
dza,2016,148510003.76418
dza,2017,175039999.93205
dza,2018,139420004.86143
dza,2019,167060002.31393
ecu,1960,6019999.99955
ecu,1961,11000000
ecu,1962,12079999.99821
ecu,1963,14620000.00291
ecu,1964,17009999.99791
ecu,1965,18689999.68842
ecu,1966,22789999.20189
ecu,1967,24319999.63894
ecu,1968,15119999.66577
ecu,1969,13259999.91223
ecu,1970,14540000.0643
ecu,1971,17360000.12979
ecu,1972,13850000.05178
ecu,1973,22280000.10364
ecu,1974,21009999.91223
ecu,1975,25410000.13985
ecu,1976,37250000.92015
ecu,1977,23000000.23097
ecu,1978,23709999.67679
ecu,1979,50210000.38087
ecu,1980,24010000.34995
ecu,1981,26749999.83236
ecu,1982,31299999.65429
ecu,1983,40700000.04955
ecu,1984,62360000.04597
ecu,1985,72169999.47093
ecu,1986,86099999.55446
ecu,1987,180660001.64859
ecu,1988,138170000.68352
ecu,1989,132710000.58577
ecu,1990,129109999.91931
ecu,1991,179240000.11198
ecu,1992,211719999.7548
ecu,1993,177570002.35096
ecu,1994,182149999.49001
ecu,1995,172930000.25675
ecu,1996,223720000.64328
ecu,1997,152990000.939
ecu,1998,169050000.31367
ecu,1999,144340000.3612
ecu,2000,144980001.71781
ecu,2001,153380002.04042
ecu,2002,214369998.8462
ecu,2003,189189998.07537
ecu,2004,173990001.73621
ecu,2005,227320005.0164
ecu,2006,199409998.56591
ecu,2007,218919998.05905
ecu,2008,236669997.96964
ecu,2009,210210001.49474
ecu,2010,151049999.02099
ecu,2011,156810000.62823
ecu,2012,156309999.438
ecu,2013,152249999.86403
ecu,2014,166420002.24069
ecu,2015,315629995.8583
ecu,2016,237929997.79247
ecu,2017,203530002.24195
ecu,2018,400439995.97989
ecu,2019,466739996.22464
egy,1960,170889999.17917
egy,1961,110320000.1698
egy,1962,179680000.03509
egy,1963,199019999.5432
egy,1964,226180001.13592
egy,1965,113029998.63587
egy,1966,72520000.23238
egy,1967,30760000.40397
egy,1968,22200000.057
egy,1969,1630000.04366
egy,1970,32830000.29624
egy,1971,19120000.14819
egy,1972,14259999.57882
egy,1973,28719999.53687
egy,1974,117309999.05243
egy,1975,256269996.53131
egy,1976,438520002.18071
egy,1977,632400004.48003
egy,1978,886689996.93915
egy,1979,1040430003.12522
egy,1980,1218979998.12104
egy,1981,1162569994.0417
egy,1982,1271909992.76377
egy,1983,1276529999.27104
egy,1984,1688650003.92869
egy,1985,1715130000.83901
egy,1986,1588809997.89946
egy,1987,1644479999.0505
egy,1988,1512089990.32713
egy,1989,1474499990.95313
egy,1990,3211029996.27404
egy,1991,4438620009.3627
egy,1992,3062929984.32927
egy,1993,1873440008.28639
egy,1994,2438779972.05965
egy,1995,1785720000.63956
egy,1996,2032000020.93799
egy,1997,1695340020.61561
egy,1998,1663050019.52313
egy,1999,1449580034.08462
egy,2000,1212070007.27579
egy,2001,1161890015.99513
egy,2002,1170059971.8336
egy,2003,835600010.43417
egy,2004,1361689961.28254
egy,2005,850130012.27751
egy,2006,772230008.0061
egy,2007,1013770006.48156
egy,2008,1171190011.54415
egy,2009,784989999.9965
egy,2010,500030002.95349
egy,2011,299669991.75213
egy,2012,1073309993.26706
egy,2013,304440005.72711
egy,2014,307560022.29638
egy,2015,255029991.47587
egy,2016,481649997.41316
egy,2017,150729993.07886
egy,2018,799580008.48256
egy,2019,1030690019.7994
eri,1993,48240000.03934
eri,1994,97240000.15296
eri,1995,119489999.13782
eri,1996,135650000.2332
eri,1997,88339999.64967
eri,1998,103560000.54255
eri,1999,86510000.84728
eri,2000,117770001.81004
eri,2001,174360000.96053
eri,2002,135719999.24444
eri,2003,210119997.5498
eri,2004,188620000.86904
eri,2005,255369999.46833
eri,2006,78149999.15101
eri,2007,82999999.16181
eri,2008,69919998.85254
eri,2009,86289998.61702
eri,2010,73269999.10362
eri,2011,73340001.19194
eri,2012,24110000.13538
eri,2013,26399999.94077
eri,2014,26770000.75579
eri,2015,25120000.19476
eri,2016,24020000.441
eri,2017,22809999.49202
eri,2018,25050000.17211
eri,2019,28120000.30279
est,1991,15369999.98428
est,1992,104319998.59214
est,1993,42169999.94218
est,1994,41560000.38609
est,1995,54670000.10423
est,1996,56299999.54253
est,1997,62080000.5123
est,1998,83889999.90374
est,1999,81890001.27092
est,2000,62500000.23283
est,2001,66829998.83406
est,2002,52780000.65684
est,2003,82689999.65675
est,2004,134800003.05548
eth,1960,14710000.13687
eth,1961,20169999.8267
eth,1962,25599999.98286
eth,1963,22569999.98912
eth,1964,12419999.98689
eth,1965,16200000.35129
eth,1966,22160001.01902
eth,1967,24650000.13076
eth,1968,32840000.49159
eth,1969,30189999.88213
eth,1970,32659999.38734
eth,1971,37639999.86462
eth,1972,37669999.91052
eth,1973,50860000.2937
eth,1974,93199999.60065
eth,1975,81070000.16794
eth,1976,91280000.45568
eth,1977,63150001.39549
eth,1978,64700000.07562
eth,1979,88830002.04712
eth,1980,123530000.25079
eth,1981,117639999.12888
eth,1982,103860001.15611
eth,1983,140490001.69709
eth,1984,245129996.22524
eth,1985,519609995.15466
eth,1986,482629989.84195
eth,1987,408690002.50101
eth,1988,713210006.37114
eth,1989,432699992.69024
eth,1990,618970004.32573
eth,1991,626249995.59857
eth,1992,748089995.06198
eth,1993,538629996.26994
eth,1994,749129988.78956
eth,1995,606240003.38838
eth,1996,500619999.85576
eth,1997,414870001.629
eth,1998,480630004.35755
eth,1999,408480001.82211
eth,2000,448970000.99719
eth,2001,467579999.08924
eth,2002,606609996.36352
eth,2003,1183519985.37779
eth,2004,1139459990.3319
eth,2005,1351029987.44883
eth,2006,1221409988.12392
eth,2007,1610330024.2275
eth,2008,2292219998.70241
eth,2009,2020739998.56971
eth,2010,2094390012.95157
eth,2011,2128510024.12848
eth,2012,2024970006.84776
eth,2013,2034410015.85499
eth,2014,2181890052.24966
eth,2015,2009669987.56491
eth,2016,2382350040.54196
eth,2017,2419460060.43628
eth,2018,2332720001.72176
eth,2019,2360659986.35069
fji,1960,1080000.04292
fji,1961,980000.01907
fji,1962,10820000.41939
fji,1963,4389999.86649
fji,1964,3390000.1049
fji,1965,4310000.19051
fji,1966,4020000.09641
fji,1967,2739999.9816
fji,1968,6160000.09514
fji,1969,8289999.96185
fji,1970,6489999.89033
fji,1971,9990000.02816
fji,1972,7470000.03979
fji,1973,13610000.0795
fji,1974,14140000.30793
fji,1975,17919999.8416
fji,1976,21609999.44434
fji,1977,21150000.01341
fji,1978,24349999.78542
fji,1979,29070000.6783
fji,1980,33929999.45767
fji,1981,37049999.8685
fji,1982,32350000.49509
fji,1983,28689999.63254
fji,1984,27799999.604
fji,1985,29919999.27908
fji,1986,39149999.80107
fji,1987,33609999.66413
fji,1988,50129999.8574
fji,1989,38180000.4486
fji,1990,46390000.79781
fji,1991,41170000.39294
fji,1992,59550000.93579
fji,1993,57109998.798
fji,1994,37000000.4787
fji,1995,38810000.23894
fji,1996,44330000.08576
fji,1997,42169999.96454
fji,1998,35299999.21657
fji,1999,31180001.23277
fji,2000,26099999.72768
fji,2001,22900000.07488
fji,2002,30760000.07242
fji,2003,47240001.51455
fji,2004,58679999.23602
fji,2005,58919999.71308
fji,2006,49130000.96567
fji,2007,43820000.57027
fji,2008,40339999.48949
fji,2009,62509999.37207
fji,2010,68750001.65217
fji,2011,71430001.98528
fji,2012,94600000.51931
fji,2013,79909998.16917
fji,2014,81530000.57116
fji,2015,85939999.13149
fji,2016,105670000.55686
fji,2017,128829999.94047
fji,2018,96569999.73208
fji,2019,94490000.94458
fsm,1992,12520000.18582
fsm,1993,61219999.53687
fsm,1994,101359999.8802
fsm,1995,71829999.05758
fsm,1996,111900000.08047
fsm,1997,83840000.24199
fsm,1998,73820000.68203
fsm,1999,102269996.32455
fsm,2000,96639999.89815
fsm,2001,134630001.0141
fsm,2002,110069999.94628
fsm,2003,111890000.52772
fsm,2004,85170002.87585
fsm,2005,104410002.28561
fsm,2006,106040001.6997
fsm,2007,111340001.5235
fsm,2008,90849996.26502
fsm,2009,120909997.54518
fsm,2010,63730001.57997
fsm,2011,130259997.17042
fsm,2012,142749998.63841
fsm,2013,141640002.42949
fsm,2014,114899996.42409
fsm,2015,75059998.67059
fsm,2016,37330000.68553
fsm,2017,91610003.52912
fsm,2018,74440001.29774
fsm,2019,75499998.66635
gab,1960,9999.99978
gab,1961,469999.99881
gab,1962,2190000.07585
gab,1963,3579999.93302
gab,1964,13660000.30376
gab,1965,12100000.09835
gab,1966,11660000.11377
gab,1967,13179999.95872
gab,1968,11559999.94464
gab,1969,17269999.6233
gab,1970,22629999.56124
gab,1971,22279999.94904
gab,1972,25430000.43556
gab,1973,32689999.72753
gab,1974,23329999.90694
gab,1975,37920001.53288
gab,1976,30369999.98055
gab,1977,24789999.32297
gab,1978,41319998.97212
gab,1979,33849999.55632
gab,1980,52529999.14624
gab,1981,36719999.84607
gab,1982,58749999.23818
gab,1983,60009999.96252
gab,1984,70030001.27897
gab,1985,56889999.94099
gab,1986,60419998.7594
gab,1987,72029998.39559
gab,1988,104709999.39181
gab,1989,130959998.62999
gab,1990,129149998.35007
gab,1991,140540001.51344
gab,1992,65369999.56146
gab,1993,97740003.34367
gab,1994,179110004.30584
gab,1995,140009997.74225
gab,1996,125300002.52649
gab,1997,38849999.94561
gab,1998,43439999.17619
gab,1999,45239999.83817
gab,2000,7459999.46073
gab,2001,5850000.14864
gab,2002,68040001.17071
gab,2003,-14769999.08127
gab,2004,33159999.37989
gab,2005,44310000.93557
gab,2006,34619999.744
gab,2007,43020000.99793
gab,2008,51889998.06158
gab,2009,61760001.01492
gab,2010,96870001.48557
gab,2011,62919999.13193
gab,2012,66450001.32732
gab,2013,81510000.04075
gab,2014,105149997.7503
gab,2015,91820001.14024
gab,2016,33589999.40008
gab,2017,103640000.10677
gab,2018,107830002.71767
gab,2019,123259998.40349
geo,1991,210000.00089
geo,1992,5279999.80748
geo,1993,95589999.59566
geo,1994,159299998.07849
geo,1995,106469999.96901
geo,1996,148489997.08332
geo,1997,91789998.9672
geo,1998,102690000.41112
geo,1999,105339999.89182
geo,2000,134110000.91024
geo,2001,175059994.68081
geo,2002,220469998.92592
geo,2003,192229997.3648
geo,2004,245270002.70784
geo,2005,220030003.18073
geo,2006,266669999.14497
geo,2007,274809997.38909
geo,2008,697730010.15186
geo,2009,620639988.19143
geo,2010,517700002.92361
geo,2011,498679995.88326
geo,2012,524529994.0072
geo,2013,543070004.38869
geo,2014,425319995.10527
geo,2015,350360000.16891
geo,2016,365829995.85941
geo,2017,442489992.6018
geo,2018,632330012.48911
geo,2019,559790008.09975
gha,1960,2530000.00119
gha,1961,2609999.98078
gha,1962,5550000.01937
gha,1963,17179999.9848
gha,1964,19110000.11861
gha,1965,44629999.87602
gha,1966,55009998.78347
gha,1967,46639999.27789
gha,1968,52199999.81858
gha,1969,60780000.66802
gha,1970,51349999.45387
gha,1971,49610000.0944
gha,1972,50119999.70488
gha,1973,36379999.80152
gha,1974,25649999.52912
gha,1975,104379998.9745
gha,1976,41800000.36582
gha,1977,55130000.38639
gha,1978,68320000.16235
gha,1979,95360000.51908
gha,1980,115689999.96968
gha,1981,103770000.94578
gha,1982,104909999.27185
gha,1983,74519999.92505
gha,1984,141689998.13311
gha,1985,107350000.83595
gha,1986,159989999.62211
gha,1987,142409999.87721
gha,1988,256259998.02724
gha,1989,371489999.20487
gha,1990,285029998.25403
gha,1991,475929998.02343
gha,1992,397479997.56597
gha,1993,380049996.89385
gha,1994,376480001.04353
gha,1995,412670002.57969
gha,1996,424420000.03904
gha,1997,320920005.04211
gha,1998,407239996.91941
gha,1999,380819998.0557
gha,2000,392050005.80847
gha,2001,404819995.06243
gha,2002,447409999.44694
gha,2003,555040002.41682
gha,2004,992029999.63798
gha,2005,692750000.90525
gha,2006,656969992.94497
gha,2007,795209996.46932
gha,2008,844530003.83638
gha,2009,987729995.81322
gha,2010,1003210002.42792
gha,2011,971319991.15087
gha,2012,929789999.47756
gha,2013,766370007.55221
gha,2014,654210009.53764
gha,2015,782559986.86515
gha,2016,683149995.64364
gha,2017,625340006.2006
gha,2018,703009987.31144
gha,2019,554540003.49902
gib,1960,469999.99881
gib,1961,870000.00477
gib,1962,430000.00715
gib,1963,-9999.99978
gib,1964,150000.00596
gib,1965,1059999.94278
gib,1966,1700000.04768
gib,1967,2630000.11444
gib,1968,810000.00238
gib,1969,1379999.99523
gib,1970,2650000.09537
gib,1971,3819999.93324
gib,1972,4190000.05722
gib,1973,6250000
gib,1974,6619999.88556
gib,1975,3029999.97139
gib,1976,2950000.04768
gib,1977,4449999.80927
gib,1978,3529999.97139
gib,1979,6530000.20981
gib,1980,11149999.61853
gib,1981,7420000.07629
gib,1982,3119999.88556
gib,1983,3390000.1049
gib,1984,10959999.99717
gib,1985,28920000.07629
gib,1986,20819999.69482
gib,1987,14560000.19051
gib,1988,16190000.30495
gib,1989,449999.99739
gib,1990,560000.0117
gib,1991,2569999.93324
gib,1992,3139999.88511
gib,1993,-9999.99978
gib,1994,569999.9705
gib,1995,210000.00089
gib,1996,-240000.01326
gib,1997,370000.00291
gib,1998,219999.99322
gib,1999,29999.99933
gib,2000,39999.99911
gib,2001,729999.99672
gib,2002,9999.99978
gib,2003,19999.99955
gib,2004,189999.99762
gin,1960,60000.00052
gin,1961,2269999.99024
gin,1962,9700000.04768
gin,1963,22999999.78952
gin,1964,13459999.98413
gin,1965,23230000.86471
gin,1966,13229999.80859
gin,1967,7250000.19558
gin,1968,4700000.01229
gin,1969,10930000.01274
gin,1970,6989999.95552
gin,1971,6619999.91164
gin,1972,1589999.97936
gin,1973,8790000.05499
gin,1974,6730000.0079
gin,1975,5499999.91059
gin,1976,4399999.98361
gin,1977,5079999.93674
gin,1978,17779999.64915
gin,1979,22929999.92333
gin,1980,53589999.9924
gin,1981,52650000.55358
gin,1982,34719999.76784
gin,1983,38920000.56803
gin,1984,56039999.77
gin,1985,67980000.98579
gin,1986,110440001.47656
gin,1987,132780001.65522
gin,1988,171809998.30738
gin,1989,222529995.81955
gin,1990,171649997.48766
gin,1991,228470003.23422
gin,1992,287099999.15399
gin,1993,223460003.28288
gin,1994,233839999.91976
gin,1995,285470006.71551
gin,1996,196209999.50916
gin,1997,163570002.01941
gin,1998,198300001.34185
gin,1999,152819999.17887
gin,2000,108389999.17172
gin,2001,136429997.71237
gin,2002,167709999.84443
gin,2003,180579998.09459
gin,2004,215909999.84741
gin,2005,141339998.45758
gin,2006,124419998.73519
gin,2007,155499999.92922
gin,2008,246690002.67796
gin,2009,212450002.01836
gin,2010,164250001.04681
gin,2011,117999999.34807
gin,2012,177000000.17695
gin,2013,290820000.21078
gin,2014,239960000.30264
gin,2015,261900003.62135
gin,2016,309360002.58103
gin,2017,254570002.66574
gin,2018,311090002.77705
gin,2019,262669997.03832
gmb,1960,540000.02146
gmb,1961,1429999.94755
gmb,1962,2490000.02816
gmb,1963,5059999.94278
gmb,1964,2470000.04724
gmb,1965,4160000.09142
gmb,1966,2779999.90433
gmb,1967,3070000.06735
gmb,1968,3359999.90068
gmb,1969,3410000.08211
gmb,1970,1010000.01282
gmb,1971,2349999.98845
gmb,1972,3240000.11198
gmb,1973,3329999.97959
gmb,1974,4749999.88638
gmb,1975,4320000.06735
gmb,1976,5909999.92937
gmb,1977,12870000.04202
gmb,1978,17899999.99478
gmb,1979,19300000.21309
gmb,1980,25920000.42833
gmb,1981,32989999.77671
gmb,1982,30309999.63172
gmb,1983,23310000.42707
gmb,1984,36349999.45201
gmb,1985,33340000.11533
gmb,1986,69500000.69849
gmb,1987,58389999.3524
gmb,1988,62989999.96483
gmb,1989,63030000.0757
gmb,1990,62200000.81882
gmb,1991,64229999.47146
gmb,1992,66400000.74357
gmb,1993,59329999.22708
gmb,1994,48949999.83162
gmb,1995,28489999.75063
gmb,1996,19669999.97199
gmb,1997,19050000.1125
gmb,1998,21449999.54663
gmb,1999,16010000.17859
gmb,2000,22169999.78572
gmb,2001,17399999.93332
gmb,2002,23729999.85889
gmb,2003,23399999.5999
gmb,2004,15210000.12569
gmb,2005,16760000.1581
gmb,2006,26609999.79079
gmb,2007,42439999.36804
gmb,2008,37740000.52735
gmb,2009,37139999.79198
gmb,2010,55809999.95396
gmb,2011,74039998.49781
gmb,2012,50849999.94747
gmb,2013,46900000.64671
gmb,2014,35890000.32656
gmb,2015,32549999.83683
gmb,2016,28349999.75003
gmb,2017,94890000.02295
gmb,2018,97560000.60029
gmb,2019,95229999.28519
gnb,1961,810000.00238
gnb,1966,1149999.97616
gnb,1967,509999.99046
gnb,1969,70000.0003
gnb,1971,109999.9994
gnb,1973,9999.99978
gnb,1974,50000.00075
gnb,1975,10960000.2449
gnb,1976,12939999.91193
gnb,1977,33560000.0266
gnb,1978,43420000.22531
gnb,1979,44809999.60937
gnb,1980,45029999.87639
gnb,1981,47420000.14707
gnb,1982,44270000.63658
gnb,1983,36559999.45849
gnb,1984,39430000.31263
gnb,1985,30760000.02213
gnb,1986,46720000.09567
gnb,1987,58849999.52093
gnb,1988,58460000.5094
gnb,1989,77090001.89789
gnb,1990,79880000.31747
gnb,1991,69389999.49954
gnb,1992,64389999.76404
gnb,1993,61299999.69527
gnb,1994,148420002.56479
gnb,1995,89620000.00104
gnb,1996,138499999.77834
gnb,1997,84409999.4991
gnb,1998,73870000.36612
gnb,1999,48340000.36493
gnb,2000,58950000.57109
gnb,2001,48370000.71816
gnb,2002,48100000.25854
gnb,2003,117339999.15793
gnb,2004,42709999.98972
gnb,2005,43100000.58822
gnb,2006,72650000.37849
gnb,2007,88590000.77099
gnb,2008,101599999.59916
gnb,2009,111749999.59394
gnb,2010,70880000.58942
gnb,2011,72919999.84533
gnb,2012,51919999.57524
gnb,2013,60269999.60281
gnb,2014,56789999.40492
gnb,2015,53990000.92782
gnb,2016,154789999.02122
gnb,2017,52539999.84264
gnb,2018,52119998.65435
gnb,2019,59349999.91395
gnq,1973,29999.99933
gnq,1979,489999.98532
gnq,1980,1109999.98637
gnq,1981,6400000.16242
gnq,1982,8399999.82715
gnq,1983,5049999.87967
gnq,1984,8759999.834
gnq,1985,7339999.84339
gnq,1986,12179999.955
gnq,1987,39109999.96215
gnq,1988,31529999.21888
gnq,1989,42790000.69574
gnq,1990,51599999.74445
gnq,1991,38550000.02496
gnq,1992,40699999.96386
gnq,1993,29299999.82938
gnq,1994,20050000.33975
gnq,1995,24049999.45872
gnq,1996,24859999.88951
gnq,1997,20440000.07585
gnq,1998,20160000.27396
gnq,1999,15420000.13404
gnq,2000,20280000.18559
gnq,2001,15719999.99881
gnq,2002,17730000.24259
gnq,2003,19149999.96498
gnq,2004,26829999.5549
gnq,2005,32299999.66919
gnq,2006,22999999.65914
gnq,2007,27849998.98821
gnq,2008,23849999.9512
gnq,2009,28210000.5243
gnq,2010,78940002.3669
gnq,2011,21800000.49062
gnq,2012,14220000.44212
gnq,2013,5950000.11101
gnq,2014,5120000.00291
gnq,2015,5010000.07801
gnq,2016,6710000.08285
gnq,2017,6390000.04902
gnq,2018,6079999.96096
gnq,2019,5220000.09194
grd,1974,1510000.05007
grd,1975,1550000.01192
grd,1976,1360000.04411
grd,1977,2060000.02101
grd,1978,829999.99635
grd,1979,759999.99233
grd,1980,1360000.01803
grd,1981,2250000.03166
grd,1982,1929999.97362
grd,1983,4309999.95768
grd,1984,25369999.90977
grd,1985,32909999.69281
grd,1986,18010000.25496
grd,1987,11289999.77931
grd,1988,13910000.01505
grd,1989,7560000.00611
grd,1990,7829999.84734
grd,1991,12760000.07801
grd,1992,9040000.16116
grd,1993,5310000.03032
grd,1994,17090000.05014
grd,1995,9490000.02816
grd,1996,5989999.93689
grd,1997,5680000.04627
grd,1998,3929999.92333
grd,1999,3850000.04992
grd,2000,11709999.63582
grd,2001,3430000.07607
grd,2002,2619999.92467
grd,2003,8810000.00052
grd,2004,12619999.96752
grd,2005,37630000.01386
grd,2006,7830000.13232
grd,2007,5720000.01557
grd,2008,10980000.12897
grd,2009,18090000.30905
grd,2010,18820000.23685
grd,2011,12119999.76449
grd,2012,1980000.0228
grd,2013,3510000.0035
grd,2014,13189999.6642
grd,2015,3770000.02004
grd,2016,3080000.10997
grd,2017,2919999.92356
grd,2018,1539999.96185
grd,2019,3790000.0792
gtm,1960,16009999.99978
gtm,1961,15000000
gtm,1962,9009999.99978
gtm,1963,10109999.9994
gtm,1964,11639999.99501
gtm,1965,13149999.63716
gtm,1966,9000000.20675
gtm,1967,13780000.32529
gtm,1968,15279999.87826
gtm,1969,12460000.00276
gtm,1970,13540000.04567
gtm,1971,11249999.94412
gtm,1972,18000000.00931
gtm,1973,17249999.98137
gtm,1974,20339999.93466
gtm,1975,26870000.07369
gtm,1976,44490000.09149
gtm,1977,37190000.10751
gtm,1978,26279999.91737
gtm,1979,33470000.15527
gtm,1980,33470000.00626
gtm,1981,31410000.15847
gtm,1982,31480000.08427
gtm,1983,49610000.11861
gtm,1984,40479999.87938
gtm,1985,62720000.14596
gtm,1986,111550000.20936
gtm,1987,219989999.393
gtm,1988,196910000.41179
gtm,1989,218439999.27491
gtm,1990,160050000.52974
gtm,1991,166089998.52464
gtm,1992,184999999.23073
gtm,1993,196219999.49589
gtm,1994,175569999.59052
gtm,1995,181180000.51566
gtm,1996,171839999.66644
gtm,1997,240540001.52648
gtm,1998,215139998.85321
gtm,1999,267200002.49147
gtm,2000,251319999.16025
gtm,2001,221659999.34264
gtm,2002,231960002.90662
gtm,2003,242340005.65112
gtm,2004,227820003.40149
gtm,2005,250649999.40246
gtm,2006,479109993.70553
gtm,2007,446000002.92435
gtm,2008,508759992.57714
gtm,2009,369379999.24086
gtm,2010,387240002.2801
gtm,2011,321710000.72174
gtm,2012,295040000.61005
gtm,2013,322519996.75482
gtm,2014,262589998.92883
gtm,2015,240489998.78578
gtm,2016,250469998.19949
gtm,2017,326909994.82013
gtm,2018,367420007.99999
gtm,2019,371979993.28375
guy,1960,7470000.03792
guy,1961,9070000.19029
guy,1962,7840000.20847
guy,1963,5590000.17121
guy,1964,4340000.01103
guy,1965,6440000.01252
guy,1966,9459999.9655
guy,1967,11340000.10788
guy,1968,15159999.98711
guy,1969,17179999.88422
guy,1970,15790000.14998
guy,1971,15589999.83408
guy,1972,11560000.22031
guy,1973,5509999.89174
guy,1974,8579999.81195
guy,1975,7430000.02392
guy,1976,9610000.0795
guy,1977,7069999.97422
guy,1978,18720000.36202
guy,1979,20839999.9328
guy,1980,15349999.91022
guy,1981,23580000.08389
guy,1982,21110000.02734
guy,1983,13940000.11683
guy,1984,8180000.17107
guy,1985,8309999.84033
guy,1986,17410000.30376
guy,1987,21749999.83609
guy,1988,20730000.1774
guy,1989,34350000.45039
guy,1990,65030001.48758
guy,1991,54370000.20593
guy,1992,31099999.69602
guy,1993,41279999.85963
guy,1994,36550000.0529
guy,1995,32360000.29184
guy,1996,52939999.8989
guy,1997,212619999.46646
guy,1998,60839998.38307
guy,1999,44590000.14327
guy,2000,59170000.78596
guy,2001,54749999.15808
guy,2002,36100000.16354
guy,2003,30190000.5322
guy,2004,79730000.04888
guy,2005,61990000.52735
guy,2006,64379999.56496
guy,2007,57220000.05096
guy,2008,96009998.96973
guy,2009,92799998.87943
guy,2010,93269998.93412
guy,2011,97449999.52242
guy,2012,61570000.60193
guy,2013,45339999.98868
guy,2014,130849998.50765
guy,2015,18249999.80442
guy,2016,56389998.34098
guy,2017,25180000.26792
guy,2018,42030001.05172
guy,2019,62880000.50746
hkg,1960,5829999.99262
hkg,1961,4919999.9962
hkg,1962,1819999.99657
hkg,1963,5190000.00879
hkg,1964,-0.00186
hkg,1965,4219999.88332
hkg,1966,2440000.04791
hkg,1967,2619999.96752
hkg,1968,1269999.99769
hkg,1969,1169999.99247
hkg,1970,1289999.99166
hkg,1971,3510000.07614
hkg,1972,2790000.01587
hkg,1973,779999.99747
hkg,1974,820000.03941
hkg,1975,-1349999.99963
hkg,1976,2490000.07659
hkg,1977,2009999.99605
hkg,1978,2090000.00544
hkg,1979,3239999.93317
hkg,1980,3640000.07324
hkg,1981,3569999.95187
hkg,1982,3669999.9664
hkg,1983,4659999.94427
hkg,1984,9269999.74623
hkg,1985,16720000.38996
hkg,1986,14060000.07875
hkg,1987,14989999.88288
hkg,1988,13570000.09902
hkg,1989,14090000.46179
hkg,1990,22449999.64908
hkg,1991,15399999.81597
hkg,1992,-58049997.56441
hkg,1993,12909999.94241
hkg,1994,12180000.07607
hkg,1995,14090000.09671
hkg,1996,10940000.14476
hkg,1997,4549999.94673
hkg,1998,6700000.10356
hkg,1999,3820000.01892
hkg,2000,4220000.1087
hkg,2001,3559999.97258
hkg,2002,3960000.12569
hkg,2003,5019999.99769
hkg,2004,6309999.92229
hnd,1960,5009999.99978
hnd,1961,7000000
hnd,1962,4000000
hnd,1963,5009999.99978
hnd,1964,8080000.09693
hnd,1965,10089999.84525
hnd,1966,7709999.87237
hnd,1967,6399999.78617
hnd,1968,8220000.09567
hnd,1969,10470000.0044
hnd,1970,10500000.00373
hnd,1971,8680000.01647
hnd,1972,10270000.02563
hnd,1973,10200000.00671
hnd,1974,15950000.03651
hnd,1975,30819999.99285
hnd,1976,23910000.11936
hnd,1977,25379999.88161
hnd,1978,35559999.87945
hnd,1979,44880000.24483
hnd,1980,52270000.29385
hnd,1981,64350000.26599
hnd,1982,106479999.15853
hnd,1983,113400000.09537
hnd,1984,181799999.79213
hnd,1985,210639999.43063
hnd,1986,243719999.03768
hnd,1987,226739999.11547
hnd,1988,261939998.33614
hnd,1989,221700002.37413
hnd,1990,393849996.29296
hnd,1991,235279998.09571
hnd,1992,209639999.97638
hnd,1993,213739999.43957
hnd,1994,185049998.97256
hnd,1995,250320003.28414
hnd,1996,167259999.41677
hnd,1997,163189998.39574
hnd,1998,205609999.56168
hnd,1999,371009998.47427
hnd,2000,328880000.44599
