geo,time,bn_trf_kogt_cd
col,1984,0
col,1985,0
col,1986,0
col,1987,0
col,1988,0
col,1989,0
col,1990,0
col,1991,0
col,1992,0
col,1993,0
col,1994,0
col,1995,0
col,1996,0
col,1997,0
col,1998,0
col,1999,0
com,1980,0
com,1981,0
com,1982,0
com,1983,0
com,1984,0
com,1985,0
com,1986,0
com,1987,0
com,1988,0
com,1989,0
com,1990,0
com,1991,0
com,1992,0
com,1993,0
com,1994,0
com,1995,0
com,2003,7235762.41353
com,2004,9699028.61821
com,2005,14839024.95293
com,2006,18477909.33929
com,2007,64194947.99588
com,2008,49856497.61055
com,2009,46868612.03245
com,2010,71261941.96672
com,2011,59337679.67459
com,2012,50288671.52592
com,2014,48214831.216
com,2015,31058446.98139
com,2016,18830983.68125
com,2017,48136312.87942
com,2018,31668810.95905
com,2019,30620548.76521
com,2020,34775496.63009
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1980,0
cpv,1981,0
cpv,1982,0
cpv,1983,0
cpv,1984,0
cpv,1985,0
cpv,1986,0
cpv,1987,1655952.80535
cpv,1988,2081382.03767
cpv,1989,1923617.42669
cpv,1990,1623558.97836
cpv,1991,7784805.69495
cpv,1992,9166600.30311
cpv,1993,19016470.29908
cpv,1994,20067325.40272
cpv,1995,20880681.81818
cpv,1996,12831349.80854
cpv,1997,6300182.44911
cpv,1998,19012005.10946
cpv,1999,8908216.52858
cpv,2000,11081071.78812
cpv,2001,24367721.59126
cpv,2002,8640024.93612
cpv,2003,25127147.11041
cpv,2004,23583287.21096
cpv,2005,20718997.16551
cpv,2006,17465125.79576
cpv,2007,27015959.37241
cpv,2008,26712559.57426
cpv,2009,44256892.89179
cpv,2010,38247931.0659
cpv,2011,10977969.58256
cpv,2012,13023588.38423
cpv,2013,6403618.94778
cpv,2014,8070702.47981
cpv,2015,19012383.81766
cpv,2016,12666421.57158
cpv,2017,16084072.20151
cpv,2018,17714762.32119
cpv,2019,11656229.48849
cpv,2020,24697640.55531
cri,1977,0
cri,1978,0
cri,1979,0
cri,1980,0
cri,1981,0
cri,1982,0
cri,1983,0
cri,1984,0
cri,1985,0
cri,1986,0
cri,1987,0
cri,1988,0
cri,1989,0
cri,1990,0
cri,1991,0
cri,1992,0
cri,1993,0
cri,1994,0
cri,1995,0
cri,1996,28160000
cri,1999,2214000
cri,2000,17194129.37598
cri,2001,19304555.49165
cri,2002,12963255.06192
cri,2003,25399896.31564
cri,2004,12188841.25
cri,2005,15131840.37978
cri,2006,1027108.18065
cri,2007,20993933.33491
cri,2008,7257037.81353
cri,2009,58144060.97087
cri,2010,53505054
cri,2011,21605724.70823
cri,2012,46212547.90298
cri,2013,7915726.12884
cri,2014,-25270973.29106
cri,2015,30672594.97795
cri,2016,86769323.65348
cri,2017,40511210.00042
cri,2018,28383202.40777
cri,2019,31784879.40366
cri,2020,16789815.27078
cym,2016,-1576259.26915
cym,2017,-1513287.66843
cym,2018,738868.88663
cym,2019,-444306.34665
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1995,0
cyp,1996,0
cyp,1997,0
cyp,1998,0
cyp,1999,0
cyp,2000,0
cyp,2001,0
cyp,2002,-11800120.14272
cyp,2003,3713367.13808
cyp,2004,8281857.45669
cyp,2005,34882551.20604
cyp,2006,7881976.78288
cyp,2007,43787813.66758
cyp,2008,50097516.70674
cyp,2009,85004381.24927
cyp,2010,72461054.67959
cyp,2011,106409215.36874
cyp,2012,34919858.40366
cyp,2013,127467911.31714
cyp,2014,180329289.92517
cyp,2015,5562687.28734
cyp,2016,17559786.09326
cyp,2017,96849438.57154
cyp,2018,151199511.43127
cyp,2019,27029549.16478
cyp,2020,20292349.73777
cze,1993,-563046076.37237
cze,1994,0
cze,1995,5693220.32399
cze,1996,0
cze,1997,-1745984.0567
cze,1998,4140101.04316
cze,1999,-1891652.33466
cze,2000,-5864659.20546
cze,2001,-2106117.97024
cze,2002,-700825.71527
cze,2003,-5048562.49049
cze,2004,-601259996.76207
cze,2005,1028282605.61325
cze,2006,506401969.46858
cze,2007,1134383686.45829
cze,2008,1558623666.33806
cze,2009,2726944626.4376
cze,2010,1953038151.53585
cze,2011,682515040.00891
cze,2012,2719497508.54241
cze,2013,4215903079.20197
cze,2014,1571559326.32321
cze,2015,4011916257.3706
cze,2016,2132236219.2223
cze,2017,2015476378.9039
cze,2018,565183326.92471
cze,2019,1062269523.30964
cze,2020,3056070957.98924
deu,1971,-13307980.42589
deu,1972,-31595051.72691
deu,1973,-32787103.30723
deu,1974,-33833940.57489
deu,1975,-26501953.37639
deu,1976,-11214158.67371
deu,1977,5003292.3497
deu,1978,-50941703.0647
deu,1979,-263819925.82943
deu,1980,-1473545402.96232
deu,1981,-645677958.41809
deu,1982,-607009172.20897
deu,1983,-601007527.10495
deu,1984,-570206043.36277
deu,1985,-740653204.31764
deu,1986,-796962110.93747
deu,1987,-955484578.44787
deu,1988,-886396064.07837
deu,1989,-893464670.47445
deu,1990,-2816560253.02003
deu,1991,-3023412312.59458
deu,1992,-1621540457.66483
deu,1993,-1480799403.67593
deu,1994,-1758577308.8386
deu,1995,-3119798453.66425
deu,1996,-3007163429.11103
deu,1997,-533279539.38266
deu,1998,-541159420.90334
deu,1999,-973822366.52015
deu,2000,4659840536.63791
deu,2001,-2880447378.10814
deu,2002,-3964977928.86177
deu,2003,7040955192.3926
deu,2004,-186180959.74026
deu,2005,-2993023965.52934
deu,2006,-1714537854.91984
deu,2007,-2314920943.30257
deu,2008,-1216764111.4003
deu,2009,-2597448679.90669
deu,2010,1615143089.17749
deu,2011,604272505.83739
deu,2012,-608749373.39019
deu,2013,-823927008.34613
deu,2014,4039414438.48145
deu,2015,-18714642.83232
deu,2016,2354084981.82936
deu,2017,-3460881851.60935
deu,2018,1006332398.3425
deu,2019,-561463703.11147
deu,2020,-5648185832.8911
dji,1991,28128358.49449
dji,1992,22591590.18912
dji,1993,23998289.45369
dji,1994,12328312.35476
dji,1995,5407351.97304
dji,1996,2216958.04097
dji,1997,12080733.28419
dji,1998,24724146.27422
dji,1999,10370186.97847
dji,2000,9188559.59622
dji,2001,4957208.20837
dji,2002,10122607.9079
dji,2003,-7224807.42287
dji,2004,19688162.90703
dji,2005,26766673.60638
dji,2006,9312349.1315
dji,2007,35268763.96149
dji,2008,53741538.70392
dji,2009,55131357.57733
dji,2010,55317041.88025
dji,2011,59677809.60044
dji,2012,52402361.00405
dji,2013,50466742.81599
dji,2014,64764434.14115
dji,2015,47681478.27212
dji,2016,33873318.29103
dji,2017,26125218.74174
dji,2018,73491596.37859
dji,2019,44125342.53127
dji,2020,36630448.8496
dma,1976,0
dma,1977,0
dma,1978,0
dma,1979,0
dma,1980,0
dma,1981,0
dma,1982,0
dma,1983,0
dma,1984,0
dma,1985,0
dma,1986,13703703.7037
dma,1987,6481481.48148
dma,1988,10259259.25926
dma,1989,11892592.59259
dma,1990,10814814.81481
dma,1991,10185185.18519
dma,1992,6348148.14815
dma,1993,7081481.48148
dma,1994,5792592.59259
dma,1995,22059259.25926
dma,1996,22777777.77778
dma,1997,20185185.18519
dma,1998,12322222.22222
dma,1999,9225925.92593
dma,2000,8229629.62963
dma,2001,15303703.7037
dma,2002,17671674.07407
dma,2003,15899259.25926
dma,2004,20794074.07407
dma,2005,15224814.81481
dma,2006,24809740
dma,2007,54749740.74074
dma,2008,54302029.62963
dma,2009,40834444.44444
dma,2010,30214610
dma,2011,15688807.40741
dma,2012,8934248.14815
dma,2013,4888888.88889
dma,2014,39978490.42593
dma,2015,55214280.02963
dma,2016,146956894.64272
dma,2017,366354145.02047
dma,2018,147218157.09408
dma,2019,59290251.44444
dma,2020,45354288.37037
dnk,1975,0
dnk,1976,0
dnk,1977,0
dnk,1978,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dnk,1990,0
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1997,127785768.61557
dnk,1998,50015238.22017
dnk,1999,127567986.09507
dnk,2000,-11383500.62214
dnk,2001,14452254.7562
dnk,2002,152476009.18296
dnk,2003,-6534248.41623
dnk,2004,13151868.82381
dnk,2005,404286855.52156
dnk,2006,6549940.88713
dnk,2007,50319540.58969
dnk,2008,83381797.85857
dnk,2009,-48663734.5281
dnk,2010,83597207.20726
dnk,2011,1090559653.86913
dnk,2012,78059087.1255
dnk,2013,-107347823.00624
dnk,2014,-739241670.94005
dnk,2015,-1057253249.4999
dnk,2016,25035167.05905
dnk,2017,150033324.71784
dnk,2018,30990006.21668
dnk,2019,128066874.5977
dnk,2020,-100346112.37093
dom,1968,0
dom,1969,0
dom,1970,0
dom,1971,0
dom,1972,0
dom,1973,0
dom,1974,0
dom,1975,0
dom,1976,0
dom,1977,0
dom,1978,0
dom,1979,0
dom,1980,0
dom,1981,0
dom,1982,0
dom,1983,0
dom,1984,0
dom,1985,0
dom,1986,0
dom,1987,0
dom,1988,0
dom,1989,0
dom,1990,0
dom,1991,0
dom,1992,0
dom,1993,21900000
dom,1994,13200000
dom,1995,1000000
dom,1996,7800000
dom,1997,1000000
dom,1998,2300000
dom,1999,1500000
dom,2000,1700000
dom,2001,4200000
dom,2002,7300000
dom,2003,5990000
dom,2004,4320000
dom,2005,0
dom,2006,259600000
dom,2007,176000000
dom,2008,82900000
dom,2009,354800000
dom,2010,3800000
dom,2011,34100000
dom,2012,44000000
dom,2013,2300000
dom,2014,2200000
dom,2015,2089000000
dom,2016,2000000
dom,2017,1500000
dom,2018,2200000
dom,2019,1400000
dom,2020,1000000
dza,1977,0
dza,1978,0
dza,1979,0
dza,1980,0
dza,1981,0
dza,1982,0
dza,1983,0
dza,1984,0
dza,1985,0
dza,1986,0
dza,1987,0
dza,1988,0
dza,1989,0
dza,1990,0
dza,1991,0
dza,2005,-3000000
dza,2006,-5000000
dza,2007,-188328.73388
dza,2008,-208728.72127
dza,2009,-60284.29091
dza,2010,3823618.0647
dza,2011,-1298582.53797
dza,2012,-8872431.97271
dza,2013,223822.16145
dza,2014,-3121173.82051
dza,2015,173651.5773
dza,2016,611472.41381
dza,2017,717788.55836
dza,2018,156242.85283
dza,2019,-442606.12283
dza,2020,-41326290.79092
ecu,1976,0
ecu,1977,0
ecu,1978,0
ecu,1979,0
ecu,1980,0
ecu,1981,0
ecu,1982,0
ecu,1983,0
ecu,1984,0
ecu,1985,0
ecu,1986,0
ecu,1987,0
ecu,1988,0
ecu,1989,0
ecu,1992,0
ecu,1993,5250000
ecu,1994,72180000
ecu,1995,2077710000
ecu,1996,30440000
ecu,1997,151170000
ecu,1998,33200000
ecu,1999,19410000
ecu,2000,1977007434.6
ecu,2001,18207100
ecu,2002,26621500
ecu,2003,60601877.58827
ecu,2004,13850549.22185
ecu,2005,72982000
ecu,2006,26112000
ecu,2007,95444936.96
ecu,2008,105604547.6
ecu,2009,2046288752.48
ecu,2010,105380711.04
ecu,2011,98781547.04
ecu,2012,137905639.92
ecu,2013,84914599.12
ecu,2014,86786649.25211
ecu,2015,-48750860.40536
ecu,2016,-473389779.96518
ecu,2017,125181600.52694
ecu,2018,-175151895.16203
ecu,2019,83595123.87635
ecu,2020,1847272458.76512
egy,1977,0
egy,1978,0
egy,1979,0
egy,1980,0
egy,1981,0
egy,1982,0
egy,1983,0
egy,1984,0
egy,1985,0
egy,1986,0
egy,1987,0
egy,1988,0
egy,1989,0
egy,1990,10610000000
egy,1991,372000000
egy,1992,0
egy,1993,437000000
egy,1994,0
egy,1995,0
egy,1996,608000000
egy,2005,-40000000
egy,2006,-35900000
egy,2007,1900000
egy,2008,-500000
egy,2009,-18800000
egy,2010,-39200000
egy,2011,-45200000
egy,2012,-119100000
egy,2013,-82900000
egy,2014,-140500000
egy,2015,-147500000
egy,2016,-102900000
egy,2017,-155600000
egy,2018,-133075000
egy,2019,-169500000
egy,2020,-232600000
eri,1998,2665046.58581
eri,1999,569827.54734
esp,1975,0
esp,1976,0
esp,1977,0
esp,1978,0
esp,1979,0
esp,1980,0
esp,1981,0
esp,1982,0
esp,1983,0
esp,1984,0
esp,1985,0
esp,1986,0
esp,1987,0
esp,1988,0
esp,1989,0
esp,1990,1474196677.41519
esp,1991,3228912745.6229
esp,1992,3673223698.51874
esp,1993,2769518795.7151
esp,1994,2180334332.04049
esp,1995,5861086471.43146
esp,1996,6334410013.14646
esp,1997,6107394369.11224
esp,1998,5966006709.18532
esp,1999,6285884392.60073
esp,2000,3932759428.61634
esp,2001,4001441457.81599
esp,2002,6670484407.12015
esp,2003,9418796739.37167
esp,2004,9024158264.68255
esp,2005,7222630512.69264
esp,2006,4987089502.22892
esp,2007,5455059973.33049
esp,2008,5581367971.28849
esp,2009,5934892954.06996
esp,2010,5337869071.86147
esp,2011,4859891374.79031
esp,2012,6929934259.2711
esp,2013,8264924943.95802
esp,2014,5977860336.27156
esp,2015,7698229848.51827
esp,2016,2672215722.46696
esp,2017,3261769269.92555
esp,2018,6719009455.86997
esp,2019,4705030094.42641
esp,2020,5176035116.64028
est,1992,27367494.76232
est,1993,0
est,1994,-608555.30317
est,1995,-807556.69239
est,1996,-650404.1599
est,1997,-164198.14988
est,1998,1769649.84604
est,1999,1231337.878
est,2000,25922082.11158
est,2001,14469416.00985
est,2002,38182118.49385
est,2003,59104129.92471
est,2004,88842777.02356
est,2005,105394577.39677
est,2006,367849297.06773
est,2007,282747351.43867
est,2008,294084560.07252
est,2009,691223566.70434
est,2010,669564804.14098
est,2011,942314983.00824
est,2012,789347291.60642
est,2013,650627408.01417
est,2014,289225455.62431
est,2015,470499812.20259
est,2016,258112732.17539
est,2017,271515854.81778
est,2018,430185323.04239
est,2019,534797999.98718
est,2020,658130475.05993
est,2021,3245257245.47208
eth,1977,0
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,70821256.03865
eth,1992,0
eth,1993,0
eth,1994,16161210.56681
eth,1995,11418742.8018
eth,1996,2626927.74015
eth,1997,822171.78983
eth,1998,5079583.71115
eth,1999,7293120.1599
eth,2003,13796891.83368
eth,2004,0
eth,2005,0
eth,2006,0
eth,2007,0
eth,2008,0
eth,2009,0
fin,1975,0
fin,1976,0
fin,1977,0
fin,1978,0
fin,1979,0
fin,1980,0
fin,1981,0
fin,1982,0
fin,1983,0
fin,1984,0
fin,1985,0
fin,1986,0
fin,1987,0
fin,1988,0
fin,1989,0
fin,1990,0
fin,1991,-70935053.6995
fin,1992,0
fin,1993,0
fin,1994,0
fin,1995,65694173.82241
fin,1996,55648059.97589
fin,1997,247458946.97041
fin,1998,90668361.40556
fin,1999,48971934.43223
fin,2000,103409340.82162
fin,2001,83277565.93466
fin,2002,124691432.23886
fin,2003,149296123.72552
fin,2004,187768485.01984
fin,2005,323633558.17296
fin,2006,212244381.66539
fin,2007,209654434.65958
fin,2008,272079038.22054
fin,2009,227152588.46775
fin,2010,234161986.64358
fin,2011,264475662.54058
fin,2012,264695013.72078
fin,2013,290877230.81914
fin,2014,225815038.72633
fin,2015,174231192.22616
fin,2016,118130431.50559
fin,2017,200232308.16732
fin,2018,229098116.55678
fin,2019,210490444.83225
fin,2020,228294145.41624
fin,2021,212985733.76623
fji,1979,0
fji,1980,0
fji,1981,0
fji,1982,0
fji,1983,0
fji,1984,0
fji,1985,0
fji,1986,0
fji,1987,0
fji,1988,0
fji,1989,69370786.51685
fji,1990,68539016.03183
fji,1991,96302583.93861
fji,1992,94411753.45381
fji,1993,80167339.59235
fji,1994,71715188.25237
fji,1995,116259777.19839
fji,1996,110738972.42215
fji,1997,84160216.11512
fji,1998,98146951.99188
fji,1999,53157326.90233
fji,2000,6904342.68535
fji,2001,9922966.51395
fji,2002,14332047.63148
fji,2003,26997388.03926
fji,2004,28270557.18192
fji,2005,3125174.27749
fji,2006,2024865.67312
fji,2007,2931920.72713
fji,2008,5191721.01787
fji,2009,2354240.59551
fji,2010,2921490.06518
fji,2011,5922802.22928
fji,2012,3966743.61959
fji,2013,4822275.72172
fji,2014,4324859.26461
fji,2015,3047007.09916
fji,2016,4303634.40608
fji,2017,4398748.65351
fji,2018,4988329.83083
fji,2019,3190179.44727
fji,2020,3536737.19089
fra,1975,0
fra,1976,0
fra,1977,0
fra,1978,0
fra,1979,0
fra,1980,0
fra,1981,0
fra,1982,0
fra,1983,0
fra,1984,0
fra,1985,0
fra,1986,0
fra,1987,0
fra,1988,-202031781.33726
fra,1989,-300591376.23564
fra,1990,-4151995842.707
fra,1991,-86877241.02997
fra,1992,582783308.76101
fra,1993,-86575114.90762
fra,1994,-4252100409.24131
fra,1995,442157746.36382
fra,1996,1178972627.67152
fra,1997,1478709491.33222
fra,1998,1466105930.19624
fra,1999,1195211230.20367
fra,2000,1527044121.87746
fra,2001,178410157.10594
fra,2002,445084502.25276
fra,2003,-7256008133.14412
fra,2004,2471485295.4609
fra,2005,1160866768.81809
fra,2006,1186005032.04197
fra,2007,3392505877.42838
fra,2008,2348350080.22171
fra,2009,3188621373.65233
fra,2010,1636125331.02248
fra,2011,1625608540.04053
fra,2012,707894622.41315
fra,2013,2555999479.33737
fra,2014,2556085053.75603
fra,2015,-1109595569.81567
fra,2016,1247761029.25485
fra,2017,284828514.86707
fra,2018,2483683866.11631
fra,2019,2263690881.94265
fra,2020,2299529119.06047
fsm,2009,54885800
fsm,2010,64200800
fsm,2011,61987700
fsm,2012,68309500
fsm,2013,42189300
fsm,2014,21231500
gab,1978,0
gab,1979,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,0
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,0
gab,1991,0
gab,1992,0
gab,1993,0
gab,1994,130942696.57453
gab,1995,4778137.87691
gab,1996,5131438.82163
gab,1997,5761823.6613
gab,1998,1795061.97905
gab,1999,5353264.00321
gab,2000,-271076.44866
gab,2001,2860695.55661
gab,2002,2578235.88791
gab,2003,43141752.33887
gab,2004,0
gab,2005,0
gab,2007,6259.56171
gab,2008,296769629.98922
gab,2009,-2541369.84384
gab,2010,1175099.94337
gab,2011,-445041.49319
gab,2015,3841409.91105
gbr,1970,0
gbr,1971,0
gbr,1972,0
gbr,1973,0
gbr,1974,0
gbr,1975,0
gbr,1976,0
gbr,1977,0
gbr,1978,0
gbr,1979,0
gbr,1980,0
gbr,1981,0
gbr,1982,0
gbr,1983,0
gbr,1987,478301127.88119
gbr,1988,298774984.50243
gbr,1989,280350747.21919
gbr,1990,628282586.43467
gbr,1991,303491818.68326
gbr,1992,605297019.42345
gbr,1993,325248160.74843
gbr,1994,-112431279.84432
gbr,1995,486171843.65927
gbr,1996,1595314289.11365
gbr,1997,1306132460.02809
gbr,1998,90478053.18269
gbr,1999,-418959113.05086
gbr,2000,618666139.38604
gbr,2001,98135248.23817
gbr,2002,-1005434950.94752
gbr,2003,-94324623.19858
gbr,2004,160613316.2558
gbr,2005,-1439128171.32677
gbr,2006,-2806729076.0935
gbr,2007,-460967976.34762
gbr,2008,177579076.86248
gbr,2009,89186546.09313
gbr,2010,-1414831676.98739
gbr,2011,-1561967642.49701
gbr,2012,-1336072053.54639
gbr,2013,-2295094676.99398
gbr,2014,-3391389206.44015
gbr,2015,-2835802471.069
gbr,2016,-2054674846.65485
gbr,2017,-2321009114.69037
gbr,2018,-3585311002.35494
gbr,2019,-1689172144.8505
gbr,2020,-3285790520.17116
geo,1997,0
geo,1998,0
geo,1999,0
geo,2000,14389615.73
geo,2001,16640114.33
geo,2002,23130762.08
geo,2003,24411894.54
geo,2004,41214850.87
geo,2005,56478213.39
geo,2006,155092463.88
geo,2007,83395806.03
geo,2008,106620766.22
geo,2009,177606451.33
geo,2010,198280747.72
geo,2011,145816474.39
geo,2012,131597681.03
geo,2013,132544509.74
geo,2014,106183060.34
geo,2015,58332699.3
geo,2016,55975071.2
geo,2017,83053132.56
geo,2018,76057770.56
geo,2019,47050041.99
geo,2020,41052787.77
gha,1975,0
gha,1976,0
gha,1977,0
gha,1978,0
gha,1979,0
gha,1980,0
gha,1981,0
gha,1982,0
gha,1983,0
gha,1984,0
gha,1985,0
gha,1986,0
gha,1987,0
gha,1988,0
gha,1989,0
gha,1990,0
gha,1991,0
gha,1992,0
gha,1993,0
gha,1994,0
gha,1995,0
gha,1996,0
gha,1997,0
gha,1998,0
gha,1999,0
gha,2000,0
gha,2001,103000000
gha,2002,73300000
gha,2003,154310000
gha,2004,251040000
gha,2005,331200000
gha,2006,229940000
gha,2007,188140000
gha,2008,463310000
gha,2009,563890000
gha,2010,337500000
gha,2011,445060000
gha,2012,283400000
gha,2013,349250000
gha,2015,473876716.57655
gha,2016,274306118.1226
gha,2017,241200000
gha,2018,257756000
gha,2019,257078712.76
gha,2020,250136282.56356
gin,1989,235440000
gin,1990,6590000
gin,1991,0
gin,1992,59400000
gin,1993,14270000
gin,1994,660000
gin,1995,44800000
gin,1996,793000
gin,1997,108580000
gin,1998,0
gin,1999,0
gin,2000,0
gin,2001,0
gin,2002,91930000
gin,2003,57604567.10888
gin,2004,-30190000
gin,2005,20580000
gin,2006,2830000
gin,2007,51320000
gin,2008,24480000
gin,2009,39530000
gin,2010,47300000
gin,2011,139670000
gin,2012,248360000
gin,2013,243750000
gin,2014,257875901.793
gin,2015,230912357.97449
gin,2016,164227275.64818
gin,2017,145700000
gin,2018,140360000
gin,2019,40700000
gin,2020,147130000
gmb,1978,1107517.7797
gmb,1979,1731610.16798
gmb,1980,13550396.58683
gmb,1981,0
gmb,1982,0
gmb,1983,0
gmb,1984,0
gmb,1985,0
gmb,1986,0
gmb,1987,3829299.95426
gmb,1988,2016867.38006
gmb,1989,0
gmb,1990,0
gmb,1991,3286331.9768
gmb,1992,2956479.63734
gmb,1993,0
gmb,1994,0
gmb,1995,0
gmb,1996,8406506.24962
gmb,1997,5587163.60844
gmb,2003,4002732.7472
gmb,2004,5041611.05114
gmb,2005,598416.12201
gmb,2006,0
gmb,2007,8620538.78682
gmb,2008,10619995.38898
gmb,2009,26565197.56523
gmb,2010,37866939.31301
gmb,2011,46001325.2697
gmb,2012,62433089.24342
gmb,2013,15522031.59352
gmb,2014,39930228.25947
gmb,2015,19342019.09764
gmb,2016,18451704.28939
gmb,2017,55679225.81568
gmb,2018,55925194.45429
gmb,2019,69376463.20281
gmb,2020,95156380.85376
gmb,2021,22165811.04111
gnb,1982,44500000
gnb,1983,43000000
gnb,1984,29300000
gnb,1985,30500000
gnb,1986,26900000
gnb,1987,32200000
gnb,1988,26900000
gnb,1989,41600000
gnb,1990,28960000
gnb,1991,32720000
gnb,1992,28490000
gnb,1993,36570000
gnb,1994,44420000
gnb,1995,49200000
gnb,1996,40702000
gnb,1997,32200000
gnb,2001,25326091.08655
gnb,2002,38857185.61614
gnb,2003,42818283.82807
gnb,2004,27396207.01765
gnb,2005,45398002.37237
gnb,2006,32197969.88038
gnb,2007,32120201.05703
gnb,2008,36780410.66982
gnb,2009,70450596.79872
gnb,2010,980425938.61617
gnb,2011,57130612.25405
gnb,2012,31071805.75617
gnb,2013,32025886.16454
gnb,2014,55410783.67726
gnb,2015,59822689.09053
gnb,2016,29564100
gnb,2017,104332034.4472
gnb,2018,42137634.77311
gnb,2019,27879660.27696
gnb,2020,15669248.26058
gnq,1987,0
gnq,1988,0
gnq,1989,0
gnq,1990,0
gnq,1991,450183.94103
gnq,1992,25603362.02626
gnq,1993,0
gnq,1994,1475131.61616
gnq,1995,53459048.6824
gnq,1996,0
grc,1999,2211259891.4896
grc,2000,2111828741.72651
grc,2001,2153489928.91526
grc,2002,1531085191.1375
grc,2003,1411954829.87166
grc,2004,2991717235.67492
grc,2005,2560397384.95332
grc,2006,3823237045.27917
grc,2007,5955968612.23818
grc,2008,5994045672.2034
grc,2009,2819743012.58871
grc,2010,2775846374.05269
grc,2011,3662393835.50942
grc,2012,3008907145.77762
grc,2013,4031875922.88727
grc,2014,3355038697.38719
grc,2015,2193266547.84114
grc,2016,1129953121.72414
grc,2017,1042006893.60018
grc,2018,419011335.02735
grc,2019,759220517.06549
grc,2020,3189193204.70944
grd,1977,0
grd,1978,0
grd,1979,0
grd,1980,0
grd,1981,0
grd,1982,0
grd,1983,0
grd,1984,0
grd,1985,0
grd,1986,14400000
grd,1987,6444444.44444
grd,1988,8703703.7037
grd,1989,1518518.51852
grd,1990,15340740.74074
grd,1991,10314814.81481
grd,1992,9237037.03704
grd,1993,10100000
grd,1994,10481481.48148
grd,1995,9377777.77778
grd,1996,11088888.88889
grd,1997,13596296.2963
grd,1998,10040740.74074
grd,1999,11770370.37037
grd,2000,12074074.07407
grd,2001,22159259.25926
grd,2002,11062962.96296
grd,2003,21937037.03704
grd,2004,17788888.88889
grd,2005,24309086.66667
grd,2006,38301111.11111
grd,2007,14682792.59259
grd,2008,16768538.51852
grd,2009,15009935.18519
grd,2010,36234957.03704
grd,2011,28522845.18519
grd,2012,35592350
grd,2013,36304196.66667
grd,2014,65126910.6963
grd,2015,32426997.96296
grd,2016,49654343.24074
grd,2017,66882537.47407
grd,2018,68980009.81481
grd,2019,62016291.8037
grd,2020,78666379.04444
gtm,1977,0
gtm,1978,0
gtm,1979,0
gtm,1980,0
gtm,1981,0
gtm,1982,0
gtm,1983,0
gtm,1984,0
gtm,1985,0
gtm,1986,0
gtm,1987,0
gtm,1988,0
gtm,1989,0
gtm,1990,0
gtm,1991,0
gtm,1992,0
gtm,1993,0
gtm,1994,0
gtm,1995,61600000
gtm,1996,65000000
gtm,1997,85000000
gtm,1998,71000000
gtm,1999,68400000
gtm,2000,85500000
gtm,2001,93393328.75827
gtm,2002,124171900.36598
gtm,2003,133760920.58001
gtm,2004,0
gtm,2005,0
gtm,2006,142200000
gtm,2007,0
gtm,2008,-8276290
gtm,2009,2427780
gtm,2010,12322730
gtm,2011,4988860
gtm,2012,5420
gtm,2013,29098460
gtm,2014,2962570
gtm,2015,1592620
gtm,2016,277120
gtm,2017,402510
gtm,2018,523370
gtm,2019,680280
gtm,2020,0
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,0
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1992,82480000
guy,1993,66680000
guy,1994,17740000
guy,1995,11490000
guy,1996,618000000
guy,1997,23700000
guy,1998,13100000
guy,1999,15500000
guy,2000,16300000
guy,2001,31900000
guy,2002,31100000
guy,2003,43800000
guy,2004,45900000
guy,2005,52100000
guy,2006,380700000
guy,2007,465300000
guy,2008,76470135.6
guy,2009,74171000
guy,2010,65435000
guy,2011,70476216.6299
guy,2012,71948000
guy,2013,52717000
guy,2014,52909710
guy,2015,70435399.88862
guy,2016,8141100
guy,2017,12767117.23048
guy,2018,12936932.99303
guy,2019,15656604.55457
guy,2020,48683632.23149
hkg,1998,-4906180.06542
hkg,1999,24322677.71569
hkg,2000,9352242.63912
hkg,2001,-55392550.00855
hkg,2002,-849852813.74216
hkg,2003,-78253083.16947
hkg,2004,-73110631.49551
hkg,2005,-74475248.64629
hkg,2006,-98549971.12921
hkg,2007,-87126433.34181
hkg,2008,-251507282.17429
hkg,2009,-389712542.36561
hkg,2010,-570669876.58839
hkg,2011,-259761119.12935
hkg,2012,-184710659.55259
hkg,2013,-207340695.19724
hkg,2014,-96460407.81918
hkg,2015,-27735545.72387
hkg,2016,-48186568.48894
hkg,2017,-82653269.65215
hkg,2018,-200728753.26173
hkg,2019,-87150028.86314
hkg,2020,-65096839.26179
hnd,1974,0
hnd,1975,0
hnd,1976,0
hnd,1977,0
