geo,time,ny_gnp_mktp_pp_kd
bhs,2002,12476913530.9824
bhs,2003,12374394482.7685
bhs,2004,12515863878.5843
bhs,2005,12894045800.0236
bhs,2006,13188445542.3176
bhs,2007,13365576232.0098
bhs,2008,13295222124.8676
bhs,2009,12632582465.0677
bhs,2010,12749595740.9912
bhs,2011,12857258097.8014
bhs,2012,13147566259.1004
bhs,2013,12644468870.3772
bhs,2014,12779992431.7162
bhs,2015,12930332495.2325
bhs,2016,12870375392.2447
bhs,2017,13106424822.7692
bhs,2018,13151686662.1998
bhs,2019,13506202075.2011
bhs,2020,11479238937.1308
bih,2000,31114695942.8451
bih,2001,31548249006.1896
bih,2002,32752235859.13729
bih,2003,33683244115.6259
bih,2004,35419487688.7079
bih,2005,36580546715.3419
bih,2006,38211780397.9647
bih,2007,40441647612.4926
bih,2008,42934130684.3027
bih,2009,41712688344.9098
bih,2010,41192513029.8124
bih,2011,41251413117.7878
bih,2012,40901633502.541
bih,2013,42082227531.8621
bih,2014,42363331000.6591
bih,2015,43619415206.1982
bih,2016,44750583674.4271
bih,2017,45709626148.816
bih,2018,47542742470.1904
bih,2019,49016903870.5981
bih,2020,47183489590.8479
blr,1990,90632267500.8701
blr,1991,89544684306.04659
blr,1992,80948393362.64291
blr,1993,74796313975.8419
blr,1994,65803386872.57449
blr,1995,58995371466.2062
blr,1996,60750301644.0428
blr,1997,67506625195.1806
blr,1998,73168352215.6781
blr,1999,75786474848.80438
blr,2000,80120822085.23701
blr,2001,83926335908.93401
blr,2002,88184389023.8887
blr,2003,94690086881.3026
blr,2004,105466925365.541
blr,2005,115241429902.72701
blr,2006,126641935172.50999
blr,2007,136885393428.071
blr,2008,150820409139.754
blr,2009,150128048032.509
blr,2010,161310757235.29901
blr,2011,169180745151.40601
blr,2012,171818521493.01501
blr,2013,171189546150.49399
blr,2014,175005635420.681
blr,2015,165987001396.11099
blr,2016,161642616015.953
blr,2017,167108190268.284
blr,2018,172562184194.66699
blr,2019,176173313408.52301
blr,2020,171725391613.95599
blz,1990,889703638.85808
blz,1991,991234053.07157
blz,1992,1102574309.38089
blz,1993,1166859100.97169
blz,1994,1154101225.07432
blz,1995,1170037313.24497
blz,1996,1181568429.14665
blz,1997,1232042874.68577
blz,1998,1262996345.56416
blz,1999,1364496864.51823
blz,2000,1526410066.33616
blz,2001,1575145882.18023
blz,2002,1656934826.15384
blz,2003,1784309589.84492
blz,2004,1833660389.34253
blz,2005,1884188606.48373
blz,2006,1976189462.58724
blz,2007,1938569670.96776
blz,2008,2019412001.3446
blz,2009,2140204958.85259
blz,2010,2136711815.14956
blz,2011,2248051991.14872
blz,2012,2273946601.27661
blz,2013,2308571550.41676
blz,2014,2384155738.13562
blz,2015,2512061571.15111
blz,2016,2492708060.02657
blz,2017,2521087461.97124
blz,2018,2566207556.46932
blz,2019,2606116284.34731
blz,2020,2344830861.68708
bmu,2014,5228351403.19909
bmu,2015,5259497630.89136
bmu,2016,5196350630.94426
bmu,2017,5441446654.03734
bmu,2018,5366399706.60883
bmu,2019,5288837780.38122
bmu,2020,5027545293.99974
bol,1990,29875925527.002
bol,1991,31655145631.2655
bol,1992,32555669961.3786
bol,1993,33937199226.986
bol,1994,35709123092.224
bol,1995,37361750981.8559
bol,1996,39081199188.926
bol,1997,41147055106.9824
bol,1998,43459858472.72929
bol,1999,43450872058.5874
bol,2000,44410271819.5984
bol,2001,45197728084.4872
bol,2002,46309396384.2253
bol,2003,46986886279.0217
bol,2004,48566773630.1566
bol,2005,50945932829.2568
bol,2006,53579896398.1879
bol,2007,55890969645.9985
bol,2008,59620891641.9837
bol,2009,61272280963.3972
bol,2010,63226677559.8591
bol,2011,66749696005.70409
bol,2012,68578668693.5503
bol,2013,73132856269.34341
bol,2014,78301202769.32588
bol,2015,83894700379.48579
bol,2016,88877246064.27748
bol,2017,91495898239.96339
bol,2018,95864595527.38499
bol,2019,98351863811.5885
bol,2020,90538082483.43489
bra,1990,1527847632792.8501
bra,1991,1548528058438.82007
bra,1992,1545304351718.40991
bra,1993,1612931075149.06006
bra,1994,1682765898495.1499
bra,1995,1796413243921.55005
bra,1996,1814029411414.06006
bra,1997,1866180924383.91992
bra,1998,1848947729592.61011
bra,1999,1843425719430.16968
bra,2000,1971532523704.30005
bra,2001,1991725353529.91992
bra,2002,2049468191558.08008
bra,2003,2076972529178.54004
bra,2004,2201248074157.8999
bra,2005,2273021532459.66016
bra,2006,2372003445089.93018
bra,2007,2525813084708.27979
bra,2008,2645806891127.50977
bra,2009,2647201672457.3999
bra,2010,2821041368803.77979
bra,2011,2948079799566.00977
bra,2012,3006924025825.58008
bra,2013,3132967455541.75977
bra,2014,3133666873011.50977
bra,2015,3022104162607.27002
bra,2016,2915864990899.54004
bra,2017,2962271099126.89014
bra,2018,2986714991166.56982
bra,2019,3032198931386.08008
bra,2020,2931345471840.06982
brb,2017,4316152743.33284
brn,1990,18490471588.37749
brn,1991,19072170982.0428
brn,1992,19979735657.2194
brn,1993,20040588512.35649
brn,1994,20670944661.4387
brn,1995,21596735777.2043
brn,1996,22218358455.8982
brn,1997,21891488282.4894
brn,1998,21769222382.7947
brn,1999,22433653258.4224
brn,2000,23072882677.8771
brn,2001,23706011927.1483
brn,2002,24623931695.9863
brn,2003,25338999709.0092
brn,2004,25466788909.5901
brn,2005,25565474552.32
brn,2006,26689772457.3592
brn,2007,26865636075.3801
brn,2008,26333815422.987
brn,2009,25868871295.9788
brn,2010,26225579080.1605
brn,2011,26529270203.1114
brn,2012,26859595333.128
brn,2013,26723598292.2809
brn,2014,26364348601.5698
brn,2015,27554111331.0428
brn,2016,27305151826.3939
brn,2017,27428959648.7296
brn,2018,26156127294.4473
brn,2019,27715118029.2225
btn,1990,1432542625.29791
btn,1991,1389838665.95674
btn,1992,1412343452.88222
btn,1993,1465152603.82293
btn,1994,1580607881.48443
btn,1995,1603190375.36002
btn,1996,1716677060.2939
btn,1997,1857602309.32891
btn,1998,1832010017.64386
btn,1999,1920850523.53726
btn,2000,2395573625.99975
btn,2001,2597273258.03886
btn,2002,2839359217.82639
btn,2003,3038167453.99527
btn,2004,3218863841.74973
btn,2005,3485041064.05413
btn,2006,3769600493.70623
btn,2007,4419650913.41786
btn,2008,4564461973.67564
btn,2009,4806122108.46786
btn,2010,5290732050.70494
btn,2011,5670417916.28096
btn,2012,5862022857.6195
btn,2013,6049763353.64404
btn,2014,6396465106.53099
btn,2015,6820717457.08693
btn,2016,7256989267.04515
btn,2017,7585887017.97289
btn,2018,7792653260.27546
btn,2019,8235057593.94638
btn,2020,7637608687.54578
bwa,1990,10603460361.4598
bwa,1991,11819461335.5101
bwa,1992,12267515666.0578
bwa,1993,12939665852.4563
bwa,1994,12154190788.3496
bwa,1995,13500955594.4818
bwa,1996,13710001724.4691
bwa,1997,15174838360.8059
bwa,1998,15952547924.9693
bwa,1999,16428576645.2041
bwa,2000,16539880406.7751
bwa,2001,17151707972.0999
bwa,2002,16625343332.4191
bwa,2003,17977606809.5949
bwa,2004,18250525829.8046
bwa,2005,19387424570.7912
bwa,2006,21116624965.675
bwa,2007,23070494322.5467
bwa,2008,24642443907.5214
bwa,2009,23567952098.3503
bwa,2010,24998472058.9318
bwa,2011,27127177365.4329
bwa,2012,28544297282.3675
bwa,2013,30953671128.4884
bwa,2014,33727801335.8073
bwa,2015,32188055518.6425
bwa,2016,34248957709.83929
bwa,2017,35600688001.1507
bwa,2018,36709050649.42889
bwa,2019,37568991219.6821
bwa,2020,34559544525.5683
caf,2009,5070237279.45626
caf,2010,5343870873.10704
caf,2011,5564043739.56084
caf,2012,5846502904.43673
caf,2013,3732369041.19497
caf,2014,3739327849.54291
caf,2015,3908276591.01708
caf,2016,4097880930.55846
caf,2017,4409011233.54022
caf,2018,4674362867.16336
caf,2019,4826431835.4968
caf,2020,4706516371.23234
can,1997,984647757986.84802
can,1998,1009465523852.70996
can,1999,1048877739435.04004
can,2000,1108835333243.90991
can,2001,1122029725605.82007
can,2002,1164626184360.31006
can,2003,1210000402825.01001
can,2004,1261358680858.97998
can,2005,1326134433685.20996
can,2006,1388533426763.70996
can,2007,1486673680726.77002
can,2008,1501370047804.25
can,2009,1454344926435.84009
can,2010,1494890353950.72998
can,2011,1543036621015.02002
can,2012,1572247793021.79004
can,2013,1613041199387.01001
can,2014,1657862385367.33008
can,2015,1670859629666.70996
can,2016,1692979439898.03003
can,2017,1743306959310.54004
can,2018,1783860638600.93994
can,2019,1825197840485.52002
can,2020,1732843745851.05005
che,1995,389027253830.04797
che,1996,391892076787.91498
che,1997,407323707661.78894
che,1998,421494719111.37201
che,1999,431942798092.03296
che,2000,453245745970.50494
che,2001,449042635337.85199
che,2002,443654225164.80896
che,2003,460411663742.23199
che,2004,471671372922.18701
che,2005,494666563542.17694
che,2006,510088095848.06494
che,2007,497510846949.98798
che,2008,476174922648.32202
che,2009,506720020709.69098
che,2010,543142747721.61603
che,2011,529496791719.44702
che,2012,541947490712.95801
che,2013,551313198127.672
che,2014,555018684349.67603
che,2015,570179830700.979
che,2016,572380920645.32898
che,2017,576143366399.32092
che,2018,577413143086.86401
che,2019,586793092711.44397
che,2020,573226855650.0249
chl,1990,125327206148.164
chl,1991,135242482272.423
chl,1992,151637411223.29001
chl,1993,162636303771.129
chl,1994,169135667543.19501
chl,1995,185042121415.26001
chl,1996,198727610426.64801
chl,1997,213726785292.27896
chl,1998,224609920711.28696
chl,1999,222401504130.255
chl,2000,232967391173.04199
chl,2001,241172198118.52097
chl,2002,247458655817.69296
chl,2003,252226358122.90399
chl,2004,263795006367.01999
chl,2005,276902013127.789
chl,2006,281027246332.61499
chl,2007,297449829810.57202
chl,2008,322738864238.29498
chl,2009,319749195737.09003
chl,2010,336898389548.93701
chl,2011,357302933560.56598
chl,2012,384510327323.91907
chl,2013,400908562376.81696
chl,2014,413100397126.45398
chl,2015,426417913778.50494
chl,2016,433036413865.01697
chl,2017,433291368381.84894
chl,2018,447793080528.30402
chl,2019,456312821775.61694
chl,2020,426021162423.59003
chn,1995,2845129645474.45996
chn,1996,3130567455419.54004
chn,1997,3427912752579.72021
chn,1998,3681911410193.14941
chn,1999,3973084896777.37988
chn,2000,4313803341344.24023
chn,2001,4663115387036.2998
chn,2002,5106739482249.20996
chn,2003,5638865216841.38965
chn,2004,6228484102524.70996
chn,2005,6908881135781.12012
chn,2006,7825594160314.50879
chn,2007,8975006001128.04883
chn,2008,9879044056318.88867
chn,2009,10724669188304.69922
chn,2010,11833841202849.19922
chn,2011,12898713973297.80078
chn,2012,14011490985909.59961
chn,2013,15012507710746.19922
chn,2014,16278976847045.40039
chn,2015,17320258244046.59961
chn,2016,18502552486283.5
chn,2017,19860975142332.80078
chn,2018,21136424097244.60156
chn,2019,22430305455802.30078
chn,2020,22858964614248.60156
civ,2008,49640331193.2148
civ,2009,52121364312.9529
civ,2010,55480156864.0218
civ,2011,52697310820.0891
civ,2012,57484128076.5264
civ,2013,62800480796.9075
civ,2014,93997199435.8596
civ,2015,100384721795.784
civ,2016,107499087276.64101
civ,2017,114536013131.38499
civ,2018,121332379079.315
civ,2019,130502371745.30499
civ,2020,132587423006.44299
cmr,1990,38431955144.777
cmr,1991,36271327090.0576
cmr,1992,35542008652.9998
cmr,1993,32837761305.4395
cmr,1994,33224021712.9631
cmr,1995,34133770866.6992
cmr,1996,35547240554.5213
cmr,1997,37064512497.2261
cmr,1998,39247422427.5346
cmr,1999,41154205121.25929
cmr,2000,41937565660.7563
cmr,2001,43475180701.01289
cmr,2002,45884255562.356
cmr,2003,49397138834.5539
cmr,2004,53461321597.526
cmr,2005,54430332575.2207
cmr,2006,57222707471.18169
cmr,2007,59189150289.9509
cmr,2008,61232647382.979
cmr,2009,63472601943.3753
cmr,2010,64956198088.2247
cmr,2011,67130466518.1894
cmr,2012,69886764766.8768
cmr,2013,73086095510.39369
cmr,2014,78093835206.7354
cmr,2015,82063801006.97379
cmr,2016,85524659226.377
cmr,2017,88388067006.13361
cmr,2018,91856173325.5737
cmr,2019,94757712750.58121
cmr,2020,95200176774.64799
cod,1994,38408189578.1538
cod,1995,37857733976.5312
cod,1996,40563579758.6196
cod,1997,38083460198.3092
cod,1998,37678187418.3476
cod,1999,34814553876.2832
cod,2000,34845045276.8728
cod,2001,33065489021.5986
cod,2002,34643312588.5048
cod,2003,36851959792.3034
cod,2004,39144383288.4208
cod,2005,41008691897.3822
cod,2006,43633677019.5808
cod,2007,46029534393.2943
cod,2008,47571201701.8006
cod,2009,50154639398.8333
cod,2010,53581749433.7555
cod,2011,56577378142.6888
cod,2012,60067703088.2031
cod,2013,62465077607.2821
cod,2014,68735389142.84959
cod,2015,74921658541.13029
cod,2016,81540270401.47539
cod,2017,83831229357.8051
cod,2018,88880879303.21989
cod,2019,92386201298.06169
cod,2020,94109216159.05423
cog,1990,10307110001.4684
cog,1991,10674955212.4605
cog,1992,11232285516.3607
cog,1993,10577612531.0946
cog,1994,10276049289.6603
cog,1995,8583396957.68956
cog,1996,8900198188.22136
cog,1997,9978542885.7644
cog,1998,11226422804.4447
cog,1999,9655991784.21463
cog,2000,9309246496.59805
cog,2001,10396955689.5145
cog,2002,10892645253.1761
cog,2003,10874147184.7149
cog,2004,10696807678.9034
cog,2005,12443089180.0715
cog,2006,15054401569.3746
cog,2007,14082543355.1826
cog,2008,15237816347.7853
cog,2009,18404390260.9177
cog,2010,19814146793.96749
cog,2011,19670709835.2565
cog,2012,22790695360.5617
cog,2013,23472880525.1637
cog,2014,26087948368.601
cog,2015,24670964368.47729
cog,2016,21441223081.0329
cog,2017,18601885324.5002
cog,2018,17120096243.4707
cog,2019,16003045670.6241
cog,2020,16368149745.9621
col,1990,262600876081.22601
col,1991,269327454063.04095
col,1992,281387011738.24902
col,1993,299193667223.73602
col,1994,319710494234.13702
col,1995,336665425904.979
col,1996,342221502089.203
col,1997,353724056066.01801
col,1998,357482704873.98798
col,1999,342920700320.03998
col,2000,351022089824.76099
col,2001,355956694342.39301
col,2002,364107948196.90399
col,2003,375703341240.92603
col,2004,395381298250.82898
col,2005,418416319864.25897
col,2006,445959822079.65106
col,2007,473963725579.60602
col,2008,486944017162.92499
col,2009,494448121750.77295
col,2010,513146353111.32001
col,2011,544769463135.05798
col,2012,568795956614.07104
col,2013,599908699301.65405
col,2014,630877797095.35803
col,2015,660609590372.94202
col,2016,676610956222.15601
col,2017,680444793858.74597
col,2018,692341217981.53406
col,2019,716863389072.79797
col,2020,670888736453.55298
com,1990,1257487420.86641
com,1991,1190157080.92379
com,1992,1304120430.89692
com,1993,1337446042.1609
com,1994,1263596267.14828
com,1995,1310697128.63678
com,1996,1291678917.01241
com,1997,1343350143.31518
com,1998,1358367583.33994
com,1999,1386606541.49145
com,2000,1537707693.83226
com,2001,1575005968.46682
com,2002,1605763450.08693
com,2003,1638408465.41159
com,2004,1668288665.86608
com,2005,1717099027.94749
com,2006,1763423800.42037
com,2007,1784657983.39013
com,2008,1848880119.17125
com,2009,1909071615.38035
com,2010,1982555919.01751
com,2011,2064175398.0473
com,2012,2128338271.94483
com,2013,2228173641.04241
com,2014,2277514227.18946
com,2015,2309582329.51885
com,2016,2389579053.73043
com,2017,2481555639.3609
com,2018,2548829698.45893
cpv,2007,2800619714.23864
cpv,2008,2970331985.93863
cpv,2009,2934091478.02835
cpv,2010,2920627515.8529
cpv,2011,3052964660.28298
cpv,2012,3075603940.80522
cpv,2013,3124787499.61814
cpv,2014,3094605879.42705
cpv,2015,3166921887.44911
cpv,2016,3320088722.51986
cpv,2017,3447518124.1818
cpv,2018,3644095250.84577
cpv,2019,3858956037.49629
cpv,2020,3279037517.25823
cri,1990,29627651928.3184
cri,1991,30905363555.66
cri,1992,33825257891.7434
cri,1993,36276406749.4465
cri,1994,38394882275.59409
cri,1995,39820301066.56
cri,1996,40539505579.1292
cri,1997,42727877990.8989
cri,1998,45311348324.468
cri,1999,46421917178.4974
cri,2000,47796244275.377
cri,2001,49460295889.2766
cri,2002,51164515996.47109
cri,2003,53359518114.5533
cri,2004,55961827864.203
cri,2005,58484944967.9518
cri,2006,63335221397.5551
cri,2007,68771238674.9532
cri,2008,72490597154.5529
cri,2009,70802067529.4196
cri,2010,74695018332.8443
cri,2011,77888962091.44809
cri,2012,81840100281.1008
cri,2013,83433018887.89859
cri,2014,85928743347.18289
cri,2015,88848670765.74388
cri,2016,92608895865.58601
cri,2017,95452508499.5584
cri,2018,97800903701.24519
cri,2019,99360515524.04388
cri,2020,95534559951.28281
cym,2017,2961317695.44801
cyp,1990,14546273164.9237
cyp,1991,14663627070.5884
cyp,1992,16021744991.8358
cyp,1993,16153442993.0165
cyp,1994,17086270155.8821
cyp,1995,17713508569.0692
cyp,1996,17974514277.195
cyp,1997,18325839477.1081
cyp,1998,21176738390.8991
cyp,1999,20346249400.8313
cyp,2000,20911579482.8962
cyp,2001,22060503537.0252
cyp,2002,23395208015.4019
cyp,2003,24262423638.911
cyp,2004,25053166369.2701
cyp,2005,26413828224.9859
cyp,2006,27567858913.6997
cyp,2007,28699011864.44189
cyp,2008,31272564800.5703
cyp,2009,31065753008.2748
cyp,2010,31326572865.5284
cyp,2011,32744180853.20029
cyp,2012,30595431477.9932
cyp,2013,28450712263.5182
cyp,2014,27511081802.9513
cyp,2015,29026599993.1363
cyp,2016,29842194562.675
cyp,2017,31942628246.9199
