geo,time,ny_gnp_mktp_pp_kd
cyp,2018,33535622758.4213
cyp,2019,34897104884.7386
cyp,2020,32651903162.8521
cze,1992,216493250933.91501
cze,1993,216191136166.81201
cze,1994,222513483361.138
cze,2004,276817301062.07001
cze,2005,295673438983.07202
cze,2006,310618884989.54999
cze,2007,327055619216.32001
cze,2008,337298924137.56799
cze,2009,318553679742.76398
cze,2010,324593369665.43298
cze,2011,328540128511.95599
cze,2012,331735199921.78998
cze,2013,331675253362.89203
cze,2014,337038745474.90198
cze,2015,355177063325.66302
cze,2016,364490207943.80402
cze,2017,388039149500.85297
cze,2018,401215600095.26001
cze,2019,410907261582.80298
cze,2020,397437532902.81799
deu,1990,2962277875711.8999
deu,1991,3097082923092.87988
deu,1992,3151906697288.7998
deu,1993,3115803650084.0498
deu,1994,3169172903322.31006
deu,1995,3210742925175.14014
deu,1996,3241546233546.02979
deu,1997,3292856251783.3999
deu,1998,3346232065277.18945
deu,1999,3405221744384.52002
deu,2000,3509237748893.99023
deu,2001,3563246559329.77979
deu,2002,3543226163264.31982
deu,2003,3519845448389.64941
deu,2004,3619788488056.77979
deu,2005,3654170985167.32959
deu,2006,3825814117343.83984
deu,2007,3930564584389.3999
deu,2008,3948476791882.27051
deu,2009,3772322962288.70947
deu,2010,3919884217859.85986
deu,2011,4094797547857.79053
deu,2012,4105484602704.93994
deu,2013,4120410899314.93994
deu,2014,4199121006263.58008
deu,2015,4274031147589.41992
deu,2016,4378585709745.70947
deu,2017,4491247786267.95996
deu,2018,4576483887242.03027
deu,2019,4626256559860.5
deu,2020,4396115433891.56982
dji,2013,3519461677.34424
dji,2014,3779504937.71165
dji,2015,4070609584.2395
dji,2016,4238321892.77779
dji,2017,4399797745.74008
dji,2018,4777027446.7512
dma,2017,790417525.75826
dnk,1990,194997041741.08701
dnk,1991,197406678247.54501
dnk,1992,201719983730.29199
dnk,1993,202731117820.396
dnk,1994,213810792105.69296
dnk,1995,221252389338.49799
dnk,1996,227307419876.57401
dnk,1997,235067545075.31296
dnk,1998,241196942452.88696
dnk,1999,249199671511.60199
dnk,2000,255459566340.923
dnk,2001,259589843435.642
dnk,2002,261377574484.58496
dnk,2003,263284975005.43201
dnk,2004,272981856137.04501
dnk,2005,281220625058.52301
dnk,2006,293357150621.55798
dnk,2007,294005297977.76599
dnk,2008,294260427006.62701
dnk,2009,279503411339.742
dnk,2010,286558358531.42798
dnk,2011,291676249384.80798
dnk,2012,292777503011.67401
dnk,2013,298145183938.82294
dnk,2014,304416096408.15601
dnk,2015,309863721146.23999
dnk,2016,317992863391.95398
dnk,2017,326115786258.34998
dnk,2018,334485744492.02301
dnk,2019,341931401484.94098
dnk,2020,336567273555.98199
dom,1990,42380540398.7802
dom,1991,43024719432.8267
dom,1992,47809585956.25809
dom,1993,50486915882.2823
dom,1994,52133070040.45429
dom,1995,55111900621.14729
dom,1996,58829707217.8642
dom,1997,64026359817.67049
dom,1998,68178542149.3203
dom,1999,72026988698.5329
dom,2000,75541979336.45151
dom,2001,77377609288.7513
dom,2002,80909208679.26601
dom,2003,77917167521.0444
dom,2004,78433755454.4628
dom,2005,88629960751.0054
dom,2006,97223220876.71988
dom,2007,104370095948.819
dom,2008,109315304429.636
dom,2009,110305724404.987
dom,2010,119515069516.636
dom,2011,122955167081.782
dom,2012,126194383774.17101
dom,2013,131301137323.86099
dom,2014,140422457326.604
dom,2015,151079997680.711
dom,2016,160771993989.72101
dom,2017,167596561470.517
dom,2018,180219760905.66101
dom,2019,188712396033.66296
dom,2020,175355278138.396
dza,1990,219270762615.85696
dza,1991,213706996544.93399
dza,1992,219558272521.923
dza,1993,216581539445.40601
dza,1994,213756143167.77896
dza,1995,220359469219.151
dza,1996,229055693181.09601
dza,1997,232892861738.16101
dza,1998,245846556610.91101
dza,1999,252717744854.21701
dza,2000,260507087728.724
dza,2001,272225631383.69601
dza,2002,285416320332.47101
dza,2003,306147145568.93201
dza,2004,317750853739.75702
dza,2005,333144659620.54498
dza,2006,341044008804.97803
dza,2007,360918477132.29297
dza,2008,371424191438.5
dza,2009,376889734566.30493
dza,2010,392818544577.70306
dza,2011,401275029191.086
dza,2012,413720030468.05798
dza,2013,422500413806.086
dza,2014,437591416563.59698
dza,2015,453760292387.47906
dza,2016,474738341774.61499
dza,2017,478552633868.98401
dza,2018,479046511942.57898
dza,2019,483996608988.97998
dza,2020,461764600296.98895
ecu,1990,78190587875.34151
ecu,1991,82734318826.7413
ecu,1992,85649950417.44499
ecu,1993,88287934480.772
ecu,1994,92402873027.2061
ecu,1995,94819066014.0744
ecu,1996,96163994982.6949
ecu,1997,100710372765.65199
ecu,1998,103559093973.289
ecu,1999,96341271819.5379
ecu,2000,97171747722.30461
ecu,2001,102891477631.504
ecu,2002,107660852749.42799
ecu,2003,110304566421.733
ecu,2004,118936705719.314
ecu,2005,125925505849.14301
ecu,2006,131957007937.735
ecu,2007,134596885447.83701
ecu,2008,145462754754.16299
ecu,2009,146919524977.18799
ecu,2010,153028857662.55301
ecu,2011,164851265625.737
ecu,2012,174173921067.15302
ecu,2013,182740281981.311
ecu,2014,189628136605.20001
ecu,2015,189449754214.716
ecu,2016,186922908064.026
ecu,2017,190452902888.88599
ecu,2018,192067696732.79001
ecu,2019,191704479439.32001
ecu,2020,176989339132.31699
egy,1990,332887647638.06299
egy,1991,347861102099.388
egy,1992,362960900455.05493
egy,1993,373323101036.34601
egy,1994,387892986456.19598
egy,1995,406441774745.146
egy,1996,427157513000.82098
egy,1997,450611164335.63397
egy,1998,477304064364.58197
egy,1999,503997770166.37695
egy,2000,535602460831.492
egy,2001,558203903150.91003
egy,2002,565775008068.66296
egy,2003,582363138899.401
egy,2004,605392943444.09399
egy,2005,632330797363.50806
egy,2006,681036814069.43896
egy,2007,732261984997.36096
egy,2008,784048817520.03601
egy,2009,814514607524.84998
egy,2010,838866811665.80493
egy,2011,847949155193.40613
egy,2012,869025452250.82385
egy,2013,885476730939.00098
egy,2014,913266800792.33105
egy,2015,959763765245.22083
egy,2016,1005527843899.88
egy,2017,1041678981890.30005
egy,2018,1090438367556.15002
egy,2019,1137986890101.83008
egy,2020,1185142888039.86011
esp,1990,1060050730111.47998
esp,1991,1086501940842.84998
esp,1992,1094328999788.81995
esp,1993,1088991355976.58997
esp,1994,1096131012101.82996
esp,1995,1147020393806.69995
esp,1996,1173812636394.40991
esp,1997,1217641659253.58008
esp,1998,1270130453062.09009
esp,1999,1327723178724.27002
esp,2000,1400186446893.65991
esp,2001,1445557940961.62988
esp,2002,1488608396427.44995
esp,2003,1537744875207.04004
esp,2004,1583991322827.86011
esp,2005,1634400151481.63989
esp,2006,1693384307732.08008
esp,2007,1743509600542.92993
esp,2008,1753316831279.94995
esp,2009,1701684042227.01001
esp,2010,1712688017659.72998
esp,2011,1693669110237.97998
esp,2012,1659697813066.01001
esp,2013,1638002651229.88989
esp,2014,1665733895036.5
esp,2015,1735582063464.04004
esp,2016,1793016830723.56006
esp,2017,1842466936888.79004
esp,2018,1886635650908.04004
esp,2019,1927352801973.51001
esp,2020,1725168331924.43994
est,2000,24052883983.0391
est,2001,25302769961.20449
est,2002,27023569637.2032
est,2003,28846964736.5605
est,2004,30911248646.3726
est,2005,34161363683.9777
est,2006,37021827887.1671
est,2007,39128911436.6125
est,2008,37674992930.428
est,2009,32851112006.9014
est,2010,32877878925.8815
est,2011,35351844469.0676
est,2012,36849942728.0478
est,2013,38031776037.17351
est,2014,38995736711.80009
est,2015,39976053320.6251
est,2016,41214047226.8358
est,2017,43527298152.2056
est,2018,45538136619.20969
est,2019,47246084359.3195
eth,2011,122413019299.946
eth,2012,132993251970.537
eth,2013,147062236890.521
eth,2014,162064094861.11099
eth,2015,178675175087.198
eth,2016,195666351358.02301
eth,2017,213816795462.57901
eth,2018,228663521856.522
eth,2019,247111783466.59296
eth,2020,262075258862.625
fin,1990,159877886283.20099
fin,1991,149239478350.91599
fin,1992,142787856784.62399
fin,1993,140981267976.40201
fin,1994,148251128441.97299
fin,1995,155817356507.375
fin,1996,162783179437.35699
fin,1997,174525879149.47101
fin,1998,183149766524.28201
fin,1999,193136935631.952
fin,2000,205145357578.91696
fin,2001,211808733999.52399
fin,2002,216192838577.76401
fin,2003,218483729050.02701
fin,2004,230255552637.974
fin,2005,235953166207.46201
fin,2006,246654106246.43097
fin,2007,258125659594.72601
fin,2008,259821279597.33096
fin,2009,241395234864.02496
fin,2010,249194947673.27399
fin,2011,253260198503.59399
fin,2012,249923861260.50696
fin,2013,247536750126.73901
fin,2014,248072125232.436
fin,2015,249406023319.00101
fin,2016,255075583378.62897
fin,2017,262157314767.32101
fin,2018,266083662707.647
fin,2019,269609525552.18701
fin,2020,265187073825.207
fji,2017,10852371087.7041
fra,1990,1971293214346.03003
fra,1991,1990234311254.95996
fra,1992,2024655665772.42969
fra,1993,2013810084399.67993
fra,1994,2058054048049.56006
fra,1995,2101594514782.04004
fra,1996,2142211867287.53003
fra,1997,2200146109062.79004
fra,1998,2281145953253.7002
fra,1999,2375295418744.22021
fra,2000,2458200665481.29004
fra,2001,2512450043668.81006
fra,2002,2522200049633.93018
fra,2003,2550107771526.3999
fra,2004,2623666034993.8501
fra,2005,2675720331971.91992
fra,2006,2748737829055.52979
fra,2007,2815181213455.41016
fra,2008,2827498825686.56006
fra,2009,2749915168933.77002
fra,2010,2803684011969.2002
fra,2011,2874154108484.12012
fra,2012,2870052728748.27002
fra,2013,2888303341587.04004
fra,2014,2914123373300.49023
fra,2015,2946945378089.1001
fra,2016,2978135111240.49023
fra,2017,3050429224953.87988
fra,2018,3108827681339.33984
fra,2019,3160981406284.52979
fra,2020,2896628110596.7998
fsm,2017,441941769.41743
gab,1990,15949468427.9169
gab,1991,16970602164.4784
gab,1992,16076416011.1488
gab,1993,16533761945.0967
gab,1994,17531293704.406
gab,1995,18170642153.6789
gab,1996,18778425848.1614
gab,1997,19711280960.16389
gab,1998,21183130675.4949
gab,1999,18890216101.2713
gab,2000,17178105913.8148
gab,2001,18573254753.4746
gab,2002,19211030986.0328
gab,2003,19312098856.9779
gab,2004,18259554480.2839
gab,2005,19700175003.572
gab,2006,18140815999.3998
gab,2007,18792586292.616
gab,2008,17836844810.3899
gab,2009,19322287100.3796
gab,2010,19664125872.0971
gab,2011,20182897125.1003
gab,2012,22769112190.6937
gab,2013,24457286112.0298
gab,2014,27620220049.5072
gab,2015,27594357916.7515
gab,2016,28452604907.9747
gab,2017,29027529828.7639
gab,2018,28313334910.33549
gab,2019,28377983603.2579
gab,2020,29857190770.5281
gbr,1990,1774379013488.13989
gbr,1991,1755922760479.29004
gbr,1992,1767539715776.01001
gbr,1993,1809837796822.44971
gbr,1994,1885567920226.5
gbr,1995,1929060777334.12964
gbr,1996,1976996314562.84009
gbr,1997,2076792548287.69995
gbr,1998,2153242893277.32007
gbr,1999,2203415442500.81006
gbr,2000,2299819543242.89014
gbr,2001,2355192271831.83008
gbr,2002,2418905109251.18945
gbr,2003,2491760562578.66943
gbr,2004,2544783724848
gbr,2005,2618227171687.16016
gbr,2006,2653441390393.49023
gbr,2007,2698658091829.12939
gbr,2008,2679798763503.9502
gbr,2009,2570315068492.35986
gbr,2010,2646403068053.81982
gbr,2011,2693006446509.91992
gbr,2012,2695754930312.91992
gbr,2013,2719247011767.95996
gbr,2014,2798970843032.29004
gbr,2015,2862819515265.18945
gbr,2016,2923992983574.72021
gbr,2017,3023580158369.62012
gbr,2018,3070138655753.97998
gbr,2019,3147456907884.3501
gbr,2020,2825552196552.4502
geo,2010,36284036460.5166
geo,2011,38571878599.783
geo,2012,41750560324.6315
geo,2013,42918673804.8738
geo,2014,45049431839.0499
geo,2015,45950006163.5916
geo,2016,46155463280.53729
geo,2017,48181537162.6113
geo,2018,51044036337.294
geo,2019,53251587065.5512
geo,2020,49505875472.2676
gha,2006,72965586798.20398
gha,2007,76167106600.58521
gha,2008,83274973050.3019
gha,2009,87371026876.56369
gha,2010,93108381801.6324
gha,2011,104617571092.22
gha,2012,111874743076.244
gha,2013,123026095131.729
gha,2014,123522094640.65601
gha,2015,129151550528.125
gha,2016,132217605413.334
gha,2017,141646107789.02802
gha,2018,150978648485.43201
gha,2019,161441131615.84601
gha,2020,174052870284.047
gin,2006,16386182140.1837
gin,2007,17506759669.0647
gin,2008,18174625630.6854
gin,2009,17780533172.3623
gin,2010,18855916417.2251
gin,2011,19746206002.9218
gin,2012,20976964582.2247
gin,2013,21064433674.0228
gin,2014,22230827562.2676
gin,2015,23474703889.666
gin,2016,25988412903.8255
gin,2017,29033817415.3578
gin,2018,29913974198.996
gin,2019,31123873188.4594
gmb,2004,3439760969.93223
gmb,2005,3357187277.48516
gmb,2006,3329231453.33161
gmb,2007,3440452831.56449
gmb,2008,3671374057.89505
gmb,2009,3905329930.96306
gmb,2010,4137497215.34815
gmb,2011,3781602933.86423
gmb,2012,3986022845.20948
gmb,2013,4096609642.78943
gmb,2014,4032203803.22212
gmb,2015,4190496833.00936
gmb,2016,4293133306.45529
gmb,2017,4502345653.44125
gmb,2018,4833819378.02923
gmb,2019,5135289728.33983
gmb,2020,5120385700.58378
gnb,2000,2003454096.84183
gnb,2001,2027223103.4819
gnb,2002,2046870265.84436
gnb,2003,2055644893.33942
gnb,2004,2120018879.02378
gnb,2005,2211532350.99772
gnb,2006,2286039185.55839
gnb,2007,2370740493.97939
gnb,2008,2419420021.67681
gnb,2009,2511392916.5241
gnb,2010,2647763138.11696
gnb,2011,2892170171.68116
gnb,2012,2840338632.46525
gnb,2013,2861845317.88607
gnb,2014,3051781565.57405
gnb,2015,3209752246.15394
gnb,2016,3415781156.18602
gnb,2017,3526798653.49018
gnb,2018,3431347825.00756
gnb,2019,3804075347.21891
gnb,2020,3699293629.07327
gnq,2005,14424629070.9909
gnq,2006,19137839179.683
gnq,2007,22515701094.7072
gnq,2008,23065983522.0771
gnq,2009,24260320078.1756
gnq,2010,18629530342.5352
gnq,2011,20098609037.8661
gnq,2012,22488712628.1164
gnq,2013,22749246659.6086
gnq,2014,23235545428.3518
gnq,2015,24918917193.3219
gnq,2016,23602606256.54449
gnq,2017,20954718048.3483
gnq,2018,19880464295.1557
gnq,2019,18234073986.9841
gnq,2020,18134803324.5219
grc,2006,395163248504.23602
grc,2007,405147197157.37695
grc,2008,402197968344.93201
grc,2009,387820388977.12799
grc,2010,366547385594.17798
grc,2011,327540188296.04602
grc,2012,315372958570.72803
grc,2013,304940758357.69501
grc,2014,308361752794.41803
grc,2015,305553466726.44501
grc,2016,302823055308.98694
grc,2017,306093821136.23199
grc,2018,309345909344.216
grc,2019,315543936977.198
grc,2020,288464670186.59198
grd,2017,1603814335.38693
gtm,1990,49034036392.0132
gtm,1991,51601203947.1085
gtm,1992,53965519598.0794
gtm,1993,56259498533.5088
gtm,1994,58547453178.1521
gtm,1995,61384446482.1217
gtm,1996,62952383845.18
gtm,1997,65772636841.9434
gtm,1998,69341518447.05721
gtm,1999,71881844870.1465
gtm,2000,74511232669.31419
gtm,2001,76772220836.26198
gtm,2002,78832787299.2229
gtm,2003,80931643766.73289
gtm,2004,83259151910.74409
gtm,2005,85938054112.92
gtm,2006,90112431151.97769
gtm,2007,95613206884.0587
gtm,2008,99633867810.43311
gtm,2009,99746118340.74361
gtm,2010,102018497200.42
gtm,2011,105976748781.853
gtm,2012,109938524082.88499
gtm,2013,113697410817.755
gtm,2014,118391191885.429
gtm,2015,123489085268.35899
gtm,2016,127078289642.761
gtm,2017,131078217588.09
gtm,2018,135506241665.856
gtm,2019,141042783625.832
gtm,2020,138937013431.728
guy,2017,9284309747.94906
hkg,2017,461609726417.992
hnd,1990,18678718455.1246
hnd,1991,17934025911.1167
hnd,1992,18895498868.6772
hnd,1993,20548841118.8689
hnd,1994,20544542959.7911
hnd,1995,21767473206.4088
hnd,1996,22197690079.5684
hnd,1997,23526624879.3246
hnd,1998,24467307664.5513
hnd,1999,24469294106.0877
hnd,2000,26104797099.083
hnd,2001,26745473861.5062
hnd,2002,27642145284.09389
hnd,2003,28724583945.0308
hnd,2004,30330119656.3742
hnd,2005,32325623767.2344
hnd,2006,34399871002.7129
hnd,2007,37126057074.3722
hnd,2008,38845077776.9462
hnd,2009,38211348782.9954
hnd,2010,38655992664.0869
hnd,2011,39836517811.6858
hnd,2012,40864110854.42071
hnd,2013,42037119275.1074
hnd,2014,42839557844.81249
hnd,2015,44900183974.0272
hnd,2016,46547077077.1376
hnd,2017,49236539040.6263
hnd,2018,50324176342.7618
hnd,2019,51815313064.5807
hnd,2020,47463120459.5061
hrv,1995,69835634589.7823
hrv,1996,73873177100.54318
hrv,1997,78581341079.8345
hrv,1998,79894865991.55161
hrv,1999,78157278988.95129
hrv,2000,80628168037.11398
hrv,2001,82890997005.80449
hrv,2002,87941834033.4008
hrv,2003,91306234973.06259
hrv,2004,96587382183.19261
hrv,2005,100091374035.621
hrv,2006,104840867804.39301
hrv,2007,110271588116.231
hrv,2008,111285397542.452
hrv,2009,102655268873.448
hrv,2010,101709036776.04601
hrv,2011,101766434917.30099
hrv,2012,99331615168.2347
hrv,2013,100364383773.49699
hrv,2014,99934902953.89743
hrv,2015,103971941982.185
hrv,2016,105095972598.817
hrv,2017,110376266731.10001
hrv,2018,113578290126.34801
hrv,2019,117477702358.66299
hrv,2020,110024145998.05701
hti,1990,24829653246.48949
hti,1991,25307952841.401
hti,1992,23961144337.7282
hti,1993,22653876439.5488
hti,1994,20007038393.475
hti,1995,22045838942.8609
hti,1996,22996686278.4821
hti,1997,23597205585.2456
hti,1998,24088850396.1012
hti,1999,24714111670.9978
hti,2000,24873829968.7636
hti,2001,24785204621.8954
hti,2002,25026612737.84629
hti,2003,25883053705.147
hti,2004,25563832142.0853
hti,2005,26271625860.8048
hti,2006,26895149219.7686
hti,2007,28142749946.0618
hti,2008,28899399326.5703
hti,2009,30620351826.6859
hti,2010,28911020240.3174
hti,2011,30415904378.02209
hti,2012,30601555430.7209
hti,2013,31866206565.9891
hti,2014,32452245555.7411
hti,2015,33267171100.2996
hti,2016,33896100145.7768
hti,2017,34765448644.485
hti,2018,35313966968.6315
hti,2019,34731359004.8984
hti,2020,33521886052.1438
hun,1993,160085167155.70099
hun,1994,164490957708.35901
hun,1995,165999402908.62701
hun,1996,165249644923.104
hun,1997,167630611765.78299
hun,1998,173771693989.17401
hun,2004,221201035509.14496
hun,2005,230474387710.24301
hun,2006,239963285052.535
hun,2007,236936974360.26599
hun,2008,242078529704.064
hun,2009,231595777103.51401
hun,2010,233223042468.05399
hun,2011,237364607028.14801
hun,2012,235960088924.84296
hun,2013,243476864787.41501
hun,2014,249543449423.37399
hun,2015,258002735373.72101
hun,2016,269418178625.01999
hun,2017,277075100464.56598
hun,2018,292416134948.14093
hun,2019,309769746764.26898
hun,2020,294992458673.61102
idn,2010,1948824548857.37988
idn,2011,2066479899589.30005
idn,2012,2191207678792.6897
idn,2013,2309310118999.08984
idn,2014,2416781549611.77979
idn,2015,2536136182490.58008
idn,2016,2667195383415.1001
idn,2017,2802422575187.41992
idn,2018,2952478179825.97021
idn,2019,3099623070525.75977
idn,2020,3047482110901.52002
ind,1990,1563522989270.31006
ind,1991,1576536463239.57007
ind,1992,1662989180887.76001
ind,1993,1744441733648.41992
ind,1994,1862699553105.01001
ind,1995,2006886935807.86011
ind,1996,2162262531700.34009
ind,1997,2251569205798.31006
ind,1998,2390854730057.75977
ind,1999,2604536050831.02002
ind,2000,2697231238830.33008
ind,2001,2832554995059.66016
ind,2002,2945648772974.64014
ind,2003,3175050607958.97021
ind,2004,3427786613192.52979
ind,2005,3698468026996.72021
ind,2006,3994026147893.47998
ind,2007,4315080489801.25977
ind,2008,4440287724478.24023
ind,2009,4789458805008.90039
ind,2010,5170938326450.12012
ind,2011,5452618916700.28027
ind,2012,5732739192142.17969
ind,2013,6094635006646.16992
ind,2014,6551420257296.20996
ind,2015,7076776348284.74023
ind,2016,7593343393760.63086
ind,2017,8187427038374.48047
ind,2018,8723441795965.32031
ind,2019,9086751996539.21875
ind,2020,8428368431132.34863
irl,1995,106462789415.246
irl,1996,114946850685.952
irl,1997,125799437913.784
irl,1998,135878711513.72
irl,1999,146462851632.22
irl,2000,159986594325.84201
irl,2001,164958600762.40601
irl,2002,171613211391.88501
irl,2003,181707438894.82297
irl,2004,195203311715.936
irl,2005,206922397546.40302
irl,2006,219850017342.70401
irl,2007,228628251942.72296
irl,2008,218539082540.23801
irl,2009,200497217815.22198
irl,2010,204759906062.63199
irl,2011,200594237831.04697
irl,2012,198939453017.10999
irl,2013,209894435858.29999
irl,2014,228643520762.86096
irl,2015,257815404511.604
irl,2016,278810285059.13599
irl,2017,296757214519.04102
irl,2018,316684467699.31897
irl,2019,332289090633.85693
irl,2020,346691712724.73901
irn,1990,486501790443.53998
irn,1991,547729480720.33398
irn,1992,562872424958.229
irn,1993,568562555082.16101
irn,1994,558060743270.27197
irn,1995,570675988946.93298
irn,1996,600533502864.14099
irn,1997,604626940177.37402
irn,1998,618471667124.66003
irn,1999,625730774258.14502
irn,2000,661785376875.01404
irn,2001,667803444432.73499
irn,2002,716840992416.92798
irn,2003,778628364292.93201
irn,2004,810269775189.20605
irn,2005,835872543079.07312
irn,2006,879532527798.91101
irn,2007,953460732571.41504
irn,2008,956340452067.12085
irn,2009,962600291720.37903
irn,2010,1018861158778.72998
irn,2011,1045730428188.64001
irn,2012,974211383233.7489
irn,2013,972218129164.53503
irn,2014,1013148246191.40002
irn,2015,999217951975.33301
irn,2016,1133394968810.41992
irn,2017,1174847753747.62012
irn,2018,1107292213107.01001
irn,2019,1028224116504.39001
irn,2020,1060361678051.33997
irq,2007,207028985063.54999
irq,2008,238948964834.759
irq,2009,245748762646.13101
irq,2010,258159941679.88101
irq,2011,274151938208.90897
irq,2012,314467241890.79303
irq,2013,335045088355.18494
irq,2014,335305791557.52301
irq,2015,350736688725.27698
irq,2016,399277153069.70801
irq,2017,392252667154.88098
irq,2018,402211276118.11102
irq,2019,427277560988.36603
isl,2017,18517234339.2321
isr,1995,141717970940.30701
isr,1996,149661275038.35501
isr,1997,154883060772.638
isr,1998,161375644030.88101
isr,1999,165457874354.18399
isr,2000,176593147840.40201
isr,2001,180695221144.608
isr,2002,181308643062.39001
isr,2003,183500001910.479
isr,2004,193958559840.76697
isr,2005,206246909175.298
isr,2006,219172420988.948
isr,2007,233153829354.90601
isr,2008,237030335962.85501
isr,2009,238572146574.51199
isr,2010,253524992618.97696
isr,2011,268967414569.569
isr,2012,273211026312.34897
isr,2013,287776394887.92999
isr,2014,303868139355.04901
isr,2015,309959377813.24799
isr,2016,323608614919.68103
isr,2017,339159216533.17401
isr,2018,354207251768.00098
isr,2019,365737013029.13397
isr,2020,356186375094.427
ita,1990,2047879980737.69995
ita,1991,2075715504472.17993
ita,1992,2089857745135.37012
ita,1993,2076992831506.46948
ita,1994,2118421595092.30005
ita,1995,2186835067905.19995
ita,1996,2220012713004.47998
ita,1997,2272392538050.2998
ita,1998,2311303471399.08984
ita,1999,2357397826567.31006
ita,2000,2442142197491.62012
ita,2001,2491664267608.20947
ita,2002,2494422989395.99023
ita,2003,2496944452126.62012
ita,2004,2540652972580.68945
ita,2005,2569755969728.52979
ita,2006,2621963860688.72021
ita,2007,2652536474993.00977
ita,2008,2601216858318.72949
ita,2009,2484799577290.75
ita,2010,2523644259990.66016
ita,2011,2540503403839.22949
ita,2012,2467970785583.8999
ita,2013,2421298503918.93994
ita,2014,2425548703666.27979
ita,2015,2427317226549.41016
ita,2016,2482997425798.95996
ita,2017,2531219678356.8501
ita,2018,2568568614253.16016
ita,2019,2573016763650.81982
ita,2020,2351809226790.31006
jam,2007,26876926466.8839
jam,2008,27003621764.8947
jam,2009,25463970103.7773
jam,2010,25544318452.4385
jam,2011,26041886876.7962
jam,2012,26449930259.21289
jam,2013,26338695282.1108
jam,2014,26572848029.2914
jam,2015,26552097398.5478
jam,2016,26598682346.0603
jam,2017,27243012230.2992
jam,2018,27487564729.1178
jam,2019,28019407851.3546
jam,2020,25095293695.423
jor,1990,26987432036.36489
jor,1991,26622294040.55149
jor,1992,30973036322.9532
jor,1993,32672309347.5096
jor,1994,34403074230.3898
jor,1995,36872698531.01369
jor,1996,37607718233.5756
jor,1997,39346760321.4943
jor,1998,40920304785.85609
jor,1999,42248530454.6924
jor,2000,45227127312.5869
jor,2001,47859953170.5255
jor,2002,50171053763.4719
jor,2003,52511810213.5148
jor,2004,57535110856.8065
jor,2005,62335977935.7381
jor,2006,67586223062.54649
jor,2007,73310952330.1515
jor,2008,77718186509.21849
jor,2009,81433742639.40221
jor,2010,81544951425.59351
jor,2011,83688226913.41049
jor,2012,85448332320.3121
jor,2013,87873037951.2883
jor,2014,90711933732.97401
jor,2015,92970443613.70088
jor,2016,95155503367.90689
jor,2017,97405588150.93871
jor,2018,99327844545.54227
jor,2019,101751571609.444
jor,2020,99875696451.51288
jpn,1990,4100585335313
jpn,1991,4238314482636.77979
jpn,1992,4281116129023.33984
jpn,1993,4260258298686.8999
jpn,1994,4299824106235.76953
jpn,1995,4413768563073.15039
jpn,1996,4568846345697.95996
jpn,1997,4618568648620.7998
jpn,1998,4556451322070.84961
jpn,1999,4540799513517.71973
jpn,2000,4676549077178.84961
jpn,2001,4699843064257.68945
jpn,2002,4697135985559.01953
jpn,2003,4776626735016.25
jpn,2004,4896336552761.40918
jpn,2005,4998370289676.32031
jpn,2006,5088868091540.11035
jpn,2007,5183599022644.24023
jpn,2008,5098924636585.72949
jpn,2009,4802352316636.48047
jpn,2010,5005560257538.03027
jpn,2011,5017037394709.9502
jpn,2012,5078542410352.09961
jpn,2013,5213574704704.5
jpn,2014,5242537174722.33984
jpn,2015,5338344163902.59961
jpn,2016,5356677210378.09961
jpn,2017,5456929841830.37988
jpn,2018,5491706000135.38965
jpn,2019,5509819420703.44922
kaz,1993,173494550016.26599
kaz,1994,151225098760.77301
kaz,1995,138601319983.94299
kaz,1996,138899922392.72601
kaz,1997,140819243650.81699
kaz,1998,138225406920.685
kaz,1999,139576539695.48901
kaz,2000,148740178660.396
kaz,2001,171197127118.233
kaz,2002,189675637622.97296
kaz,2003,204771063547.276
kaz,2004,221571851218.85199
kaz,2005,233206267017.59399
kaz,2006,249784945602.86801
kaz,2007,267483741894.63
kaz,2008,264724520502.15701
kaz,2009,285956014648.52802
kaz,2010,293406451001.88098
kaz,2011,302402336083.125
kaz,2012,322696605260.85901
kaz,2013,358921577462
kaz,2014,376070747088.28497
kaz,2015,405885946412.33295
kaz,2016,391559667140.82397
kaz,2017,399678715598.354
kaz,2018,405222523796.83502
kaz,2019,421862791420.55902
kaz,2020,437447385975.79797
ken,1990,81803489345.56009
ken,1991,82626270905.98628
ken,1992,82111201569.2883
ken,1993,80710566609.3575
ken,1994,83612538433.19438
ken,1995,88654445540.07518
ken,1996,93809637280.88449
ken,1997,94728120758.0968
ken,1998,98201864991.30008
ken,1999,100072835288.474
ken,2000,100982227530.40199
ken,2001,104711810076.62
ken,2002,105477572425.98599
ken,2003,108385225297.688
ken,2004,114171219261.36
ken,2005,121836763010.03
ken,2006,129429702817.386
ken,2007,138070324848.465
ken,2008,138857662270.25201
ken,2009,125083795087.515
ken,2010,136465836765.506
ken,2011,146931407183.94601
ken,2012,152225214025.483
ken,2013,156846262129.80301
ken,2014,165416491629.60599
ken,2015,175979421672.745
ken,2016,200606532537.52496
ken,2017,207226682942.32901
ken,2018,219626057171.17999
ken,2019,230352197897.38696
ken,2020,229440387713.612
kgz,1991,20882980683.22269
kgz,1992,18022826891.3068
kgz,1993,15181685667.107
kgz,1994,11866907438.0792
kgz,1995,11187212758.2097
kgz,1996,12049106675.2133
kgz,1997,13037283905.3756
kgz,1998,13194423695.8301
kgz,1999,13467679015.2054
kgz,2000,14148158375.6362
