geo,time,sl_emp_self_zs
lby,2002,34.86
lby,2003,34.29
lby,2004,34.26
lby,2005,33.57
lby,2006,33.27
lby,2007,32.99
lby,2008,33.05
lby,2009,33.5
lby,2010,33.44
lby,2011,36.24
lby,2012,34.05
lby,2013,35.42
lby,2014,37.29
lby,2015,38.8
lby,2016,39.92
lby,2017,39.27
lby,2018,38.47
lby,2019,38.34
lca,1991,33.45
lca,1992,33.36
lca,1993,33.31
lca,1994,37.48
lca,1995,34.27
lca,1996,36.2
lca,1997,32.66
lca,1998,33.18
lca,1999,32.02
lca,2000,34.3
lca,2001,34.28
lca,2002,34.01
lca,2003,33.37
lca,2004,32.38
lca,2005,32.13
lca,2006,31.31
lca,2007,31.1
lca,2008,30.41
lca,2009,30.47
lca,2010,30.16
lca,2011,29.29
lca,2012,28.92
lca,2013,28.83
lca,2014,28.28
lca,2015,28.01
lca,2016,27.28
lca,2017,26.84
lca,2018,26.59
lca,2019,28.63
lka,1991,37.6
lka,1992,39.9
lka,1993,39.88
lka,1994,39.3
lka,1995,40.2
lka,1996,39.17
lka,1997,40.6
lka,1998,44.37
lka,1999,42.54
lka,2000,43.76
lka,2001,41.38
lka,2002,42.1
lka,2003,42.11
lka,2004,40.56
lka,2005,40.71
lka,2006,44.41
lka,2007,43.53
lka,2008,44
lka,2009,42.42
lka,2010,44.45
lka,2011,44.91
lka,2012,43.58
lka,2013,44.29
lka,2014,43.57
lka,2015,43.85
lka,2016,42.18
lka,2017,42.33
lka,2018,42.2
lka,2019,41.72
lso,1991,66.94
lso,1992,66.41
lso,1993,66.04
lso,1994,65.63
lso,1995,65.3
lso,1996,64.65
lso,1997,64.55
lso,1998,64.16
lso,1999,63.73
lso,2000,62.71
lso,2001,61.62
lso,2002,60.95
lso,2003,60.14
lso,2004,59.43
lso,2005,58.44
lso,2006,57.07
lso,2007,56.01
lso,2008,54.46
lso,2009,54.3
lso,2010,53.65
lso,2011,52.4
lso,2012,51.46
lso,2013,50.62
lso,2014,49.59
lso,2015,48.86
lso,2016,47.97
lso,2017,47.68
lso,2018,47.42
lso,2019,47.06
ltu,1991,19.15
ltu,1992,19.31
ltu,1993,19.6
ltu,1994,19.88
ltu,1995,19.99
ltu,1996,19.97
ltu,1997,19.7
ltu,1998,19.56
ltu,1999,20.46
ltu,2000,19.68
ltu,2001,20.17
ltu,2002,20.77
ltu,2003,20.93
ltu,2004,18.84
ltu,2005,17.16
ltu,2006,16.99
ltu,2007,14.57
ltu,2008,11.68
ltu,2009,11.98
ltu,2010,10.88
ltu,2011,10.59
ltu,2012,11.05
ltu,2013,11.77
ltu,2014,12.1
ltu,2015,12.27
ltu,2016,12.33
ltu,2017,12.01
ltu,2018,11.67
ltu,2019,11.66
lux,1991,8.88
lux,1992,8.87
lux,1993,8.83
lux,1994,8.8
lux,1995,8.8
lux,1996,8.81
lux,1997,8.72
lux,1998,8.61
lux,1999,8.45
lux,2000,8.23
lux,2001,8.22
lux,2002,8.1
lux,2003,8.02
lux,2004,8.18
lux,2005,8.02
lux,2006,7.85
lux,2007,7.34
lux,2008,6.71
lux,2009,8.72
lux,2010,8.16
lux,2011,8.55
lux,2012,8.87
lux,2013,8.83
lux,2014,8.74
lux,2015,9.76
lux,2016,10.04
lux,2017,9.85
lux,2018,8.59
lux,2019,8.74
lva,1991,13.09
lva,1992,13.43
lva,1993,13.8
lva,1994,14.13
lva,1995,14.37
lva,1996,14.62
lva,1997,19.43
lva,1998,17.34
lva,1999,16.91
lva,2000,14.86
lva,2001,15.22
lva,2002,13.71
lva,2003,13.51
lva,2004,13.51
lva,2005,11.47
lva,2006,11.66
lva,2007,10.97
lva,2008,10.25
lva,2009,11.52
lva,2010,11.49
lva,2011,11.34
lva,2012,11.37
lva,2013,11.55
lva,2014,11.54
lva,2015,12.61
lva,2016,12.88
lva,2017,12.66
lva,2018,11.52
lva,2019,11.59
mac,1991,11.36
mac,1992,11.23
mac,1993,11.1
mac,1994,10.97
mac,1995,10.76
mac,1996,10.73
mac,1997,9.65
mac,1998,9.67
mac,1999,10.86
mac,2000,11.78
mac,2001,10.73
mac,2002,10.49
mac,2003,10.86
mac,2004,11.63
mac,2005,10.36
mac,2006,9.32
mac,2007,8.63
mac,2008,7.43
mac,2009,7.94
mac,2010,7.95
mac,2011,7.48
mac,2012,7.31
mac,2013,6.79
mac,2014,6.42
mac,2015,6.71
mac,2016,6.42
mac,2017,6.5
mac,2018,6.21
mac,2019,6.41
mar,1991,58.28
mar,1992,58.38
mar,1993,58.55
mar,1994,57.95
mar,1995,58.43
mar,1996,57.71
mar,1997,57.75
mar,1998,57.23
mar,1999,58.93
mar,2000,59.19
mar,2001,58.85
mar,2002,58.82
mar,2003,58.75
mar,2004,60.39
mar,2005,60.23
mar,2006,54.45
mar,2007,53.41
mar,2008,54.5
mar,2009,54.64
mar,2010,53.79
mar,2011,54.14
mar,2012,53.54
mar,2013,53.06
mar,2014,53
mar,2015,51.98
mar,2016,51.28
mar,2017,50.32
mar,2018,49.42
mar,2019,48.56
mda,1991,17.19
mda,1992,18.68
mda,1993,20.12
mda,1994,22.63
mda,1995,23.83
mda,1996,25.49
mda,1997,27.18
mda,1998,29.59
mda,1999,32.29
mda,2000,36.98
mda,2001,39.35
mda,2002,40.68
mda,2003,35.94
mda,2004,36.09
mda,2005,37.01
mda,2006,32.92
mda,2007,33.31
mda,2008,32.03
mda,2009,29.37
mda,2010,29.28
mda,2011,29.37
mda,2012,29.16
mda,2013,31.22
mda,2014,32.69
mda,2015,36.88
mda,2016,37.01
mda,2017,34.82
mda,2018,33.31
mda,2019,31.04
mdg,1991,86.61
mdg,1992,86.61
mdg,1993,86.46
mdg,1994,86.5
mdg,1995,86.28
mdg,1996,86.24
mdg,1997,86.14
mdg,1998,85.82
mdg,1999,85.53
mdg,2000,84.9
mdg,2001,84.4
mdg,2002,84.95
mdg,2003,84.8
mdg,2004,85.73
mdg,2005,86.52
mdg,2006,87.15
mdg,2007,87.99
mdg,2008,88.46
mdg,2009,89.89
mdg,2010,90.66
mdg,2011,89.85
mdg,2012,89
mdg,2013,89.2
mdg,2014,89.24
mdg,2015,89.42
mdg,2016,89.22
mdg,2017,88.96
mdg,2018,88.19
mdg,2019,87.84
mdv,1991,39.33
mdv,1992,39.24
mdv,1993,39.16
mdv,1994,38.97
mdv,1995,38.71
mdv,1996,38.32
mdv,1997,37.8
mdv,1998,37.24
mdv,1999,36.72
mdv,2000,36.37
mdv,2001,36.83
mdv,2002,36.3
mdv,2003,35.04
mdv,2004,34.37
mdv,2005,35.6
mdv,2006,33.9
mdv,2007,32.57
mdv,2008,31.15
mdv,2009,30.68
mdv,2010,29.7
mdv,2011,28.69
mdv,2012,28.28
mdv,2013,27.59
mdv,2014,26.93
mdv,2015,25.22
mdv,2016,23.7
mdv,2017,23.47
mdv,2018,23.24
mdv,2019,23.05
mex,1991,44.51
mex,1992,44.38
mex,1993,44.75
mex,1994,42.77
mex,1995,41.52
mex,1996,40.33
mex,1997,41.22
mex,1998,38.84
mex,1999,38.27
mex,2000,36.12
mex,2001,36.55
mex,2002,37.15
mex,2003,37.19
mex,2004,36.76
mex,2005,35.59
mex,2006,34.73
mex,2007,34.43
mex,2008,33.6
mex,2009,34.31
mex,2010,33.4
mex,2011,33.65
mex,2012,32.97
mex,2013,32.92
mex,2014,32.18
mex,2015,32.08
mex,2016,31.66
mex,2017,31.45
mex,2018,31.64
mex,2019,31.95
mkd,1991,17.88
mkd,1992,18.36
mkd,1993,19.22
mkd,1994,19.84
mkd,1995,20.34
mkd,1996,21.11
mkd,1997,21.88
mkd,1998,22.57
mkd,1999,25.54
mkd,2000,25.67
mkd,2001,29.95
mkd,2002,29.33
mkd,2003,27.26
mkd,2004,24.6
mkd,2005,28.17
mkd,2006,29.25
mkd,2007,27.71
mkd,2008,28.17
mkd,2009,28.08
mkd,2010,28.5
mkd,2011,28.21
mkd,2012,26.84
mkd,2013,28.1
mkd,2014,26.67
mkd,2015,26.13
mkd,2016,24.13
mkd,2017,23.72
mkd,2018,23.63
mkd,2019,21.08
mli,1991,89.18
mli,1992,89.21
mli,1993,89.18
mli,1994,89.2
mli,1995,88.97
mli,1996,88.81
mli,1997,88.46
mli,1998,88.16
mli,1999,87.91
mli,2000,87.31
mli,2001,86.33
mli,2002,85.98
mli,2003,85.31
mli,2004,85.06
mli,2005,84.54
mli,2006,83.54
mli,2007,83.68
mli,2008,83.76
mli,2009,82.88
mli,2010,82.8
mli,2011,82.98
mli,2012,83.02
mli,2013,83.05
mli,2014,82.5
mli,2015,82.26
mli,2016,81.03
mli,2017,80.46
mli,2018,81.04
mli,2019,80.38
mlt,1991,12.4
mlt,1992,12.38
mlt,1993,12.35
mlt,1994,12.3
mlt,1995,12.24
mlt,1996,12.21
mlt,1997,12.17
mlt,1998,12.15
mlt,1999,12.15
mlt,2000,12.21
mlt,2001,12.2
mlt,2002,14.65
mlt,2003,13.98
mlt,2004,14.29
mlt,2005,13.97
mlt,2006,14.01
mlt,2007,14.4
mlt,2008,13.89
mlt,2009,13.96
mlt,2010,14.5
mlt,2011,13.6
mlt,2012,13.45
mlt,2013,13.83
mlt,2014,13.57
mlt,2015,13.9
mlt,2016,14.12
mlt,2017,14.93
mlt,2018,14.36
mlt,2019,15.7
mmr,1991,83.17
mmr,1992,83.01
mmr,1993,82.88
mmr,1994,82.65
mmr,1995,82.4
mmr,1996,82.12
mmr,1997,81.83
mmr,1998,81.52
mmr,1999,80.91
mmr,2000,80.08
mmr,2001,79.15
mmr,2002,78.17
mmr,2003,77.05
mmr,2004,75.89
mmr,2005,74.66
mmr,2006,73.39
mmr,2007,72.11
mmr,2008,70.95
mmr,2009,69.77
mmr,2010,68.67
mmr,2011,68.03
mmr,2012,67.24
mmr,2013,66.34
mmr,2014,65.52
mmr,2015,64.69
mmr,2016,63.98
mmr,2017,63.24
mmr,2018,65.59
mmr,2019,64.92
mne,1991,17.75
mne,1992,18.45
mne,1993,19.4
mne,1994,19.54
mne,1995,19.22
mne,1996,18.52
mne,1997,18.18
mne,1998,17.98
mne,1999,18.89
mne,2000,18.85
mne,2001,19.02
mne,2002,19.18
mne,2003,19.4
mne,2004,19.46
mne,2005,19.52
mne,2006,20.25
mne,2007,21.06
mne,2008,20.19
mne,2009,17.08
mne,2010,16.79
mne,2011,16.01
mne,2012,17.75
mne,2013,16.01
mne,2014,18.85
mne,2015,20.88
mne,2016,21.47
mne,2017,21.97
mne,2018,21.86
mne,2019,20.59
mng,1991,56.03
mng,1992,56.91
mng,1993,57.56
mng,1994,57.85
mng,1995,57.68
mng,1996,57.83
mng,1997,57.74
mng,1998,57.69
mng,1999,57.68
mng,2000,57.99
mng,2001,58.27
mng,2002,58.34
mng,2003,58.12
mng,2004,57.5
mng,2005,57.21
mng,2006,56.8
mng,2007,56.38
mng,2008,56.23
mng,2009,56.97
mng,2010,57.3
mng,2011,55.78
mng,2012,52.3
mng,2013,50.71
mng,2014,50.27
mng,2015,50.72
mng,2016,48.3
mng,2017,50.1
mng,2018,48.88
mng,2019,48.53
moz,1991,93.5
moz,1992,93.52
moz,1993,93.62
moz,1994,93.45
moz,1995,93.5
moz,1996,93.19
moz,1997,92.9
moz,1998,92.34
moz,1999,91.92
moz,2000,91.81
moz,2001,91.29
moz,2002,91.41
moz,2003,91.2
moz,2004,90.69
moz,2005,90.58
moz,2006,89.98
moz,2007,89.75
moz,2008,89.6
moz,2009,89.22
moz,2010,88.77
moz,2011,88.24
moz,2012,87.7
moz,2013,87.22
moz,2014,86.53
moz,2015,86
moz,2016,85.32
moz,2017,84.5
moz,2018,84.24
moz,2019,84.28
mrt,1991,63.58
mrt,1992,63.92
mrt,1993,63.72
mrt,1994,64.33
mrt,1995,64.32
mrt,1996,64.38
mrt,1997,64.59
mrt,1998,64.58
mrt,1999,64.24
mrt,2000,65.79
mrt,2001,65.81
mrt,2002,66.02
mrt,2003,65.91
mrt,2004,65.14
mrt,2005,63.2
mrt,2006,59.37
mrt,2007,59.33
mrt,2008,58.24
mrt,2009,58.92
mrt,2010,57.28
mrt,2011,56.72
mrt,2012,56.78
mrt,2013,56.6
mrt,2014,57.37
mrt,2015,57.75
mrt,2016,57.23
mrt,2017,57.31
mrt,2018,57.06
mrt,2019,56.17
mus,1991,18.4
mus,1992,18.47
mus,1993,18.59
mus,1994,18.71
mus,1995,18.89
mus,1996,19.03
mus,1997,19.14
mus,1998,19.27
mus,1999,19.62
mus,2000,19.7
mus,2001,20.03
mus,2002,20.46
mus,2003,22.93
mus,2004,19.72
mus,2005,19.3
mus,2006,19.17
mus,2007,20.19
mus,2008,19.71
mus,2009,19.84
mus,2010,20.23
mus,2011,19.38
mus,2012,20.43
mus,2013,20.79
mus,2014,20.69
mus,2015,20.9
mus,2016,20.58
mus,2017,20.6
mus,2018,19.75
mus,2019,19.5
mwi,1991,59.63
mwi,1992,59.61
mwi,1993,59.85
mwi,1994,60.33
mwi,1995,60.07
mwi,1996,59.83
mwi,1997,59.8
mwi,1998,59.64
mwi,1999,59.75
mwi,2000,60.04
mwi,2001,61.05
mwi,2002,61.55
mwi,2003,61.44
mwi,2004,61.78
mwi,2005,62.06
mwi,2006,61.95
mwi,2007,61.43
mwi,2008,61.58
mwi,2009,61.39
mwi,2010,61.19
mwi,2011,61
mwi,2012,61.27
mwi,2013,61.28
mwi,2014,61.27
mwi,2015,61.41
mwi,2016,61.64
mwi,2017,61.79
mwi,2018,61.94
mwi,2019,62.1
mys,1991,30.05
mys,1992,29.56
mys,1993,28.95
mys,1994,28.25
mys,1995,27.36
mys,1996,27.72
mys,1997,25.54
mys,1998,26.65
mys,1999,25.29
mys,2000,25.75
mys,2001,24.58
mys,2002,23.29
mys,2003,23.77
mys,2004,25.4
mys,2005,24.51
mys,2006,25.72
mys,2007,25.76
mys,2008,25.41
mys,2009,25.18
mys,2010,25.17
mys,2011,23.22
mys,2012,24.96
mys,2013,25.63
mys,2014,24.58
mys,2015,26.1
mys,2016,25.63
mys,2017,26.02
mys,2018,27.58
mys,2019,27.4
nam,1991,33.45
nam,1992,33.46
nam,1993,34.02
nam,1994,34.15
nam,1995,34.49
nam,1996,34.77
nam,1997,34.8
nam,1998,35.2
nam,1999,35.83
nam,2000,36.11
nam,2001,36.49
nam,2002,36.64
nam,2003,37.03
nam,2004,36.43
nam,2005,36.56
nam,2006,36.02
nam,2007,35.64
nam,2008,35.87
nam,2009,36.22
nam,2010,36.17
nam,2011,36.38
nam,2012,36.56
nam,2013,36.12
nam,2014,33.85
nam,2015,31.49
nam,2016,29.64
nam,2017,33.44
nam,2018,37.55
nam,2019,38.37
ncl,1991,15.41
ncl,1992,15.51
ncl,1993,15.65
ncl,1994,15.82
ncl,1995,15.98
ncl,1996,16.21
ncl,1997,16.3
ncl,1998,16.55
ncl,1999,16.73
ncl,2000,16.89
ncl,2001,17.07
ncl,2002,17.19
ncl,2003,17.25
ncl,2004,17.29
ncl,2005,17.32
ncl,2006,17.28
ncl,2007,17.23
ncl,2008,17.31
ncl,2009,17.36
ncl,2010,17.36
ncl,2011,17.38
ncl,2012,17.41
ncl,2013,17.45
ncl,2014,17.48
ncl,2015,17.28
ncl,2016,17.05
ncl,2017,16.81
ncl,2018,16.56
ncl,2019,16.28
ner,1991,88.83
ner,1992,88.99
ner,1993,89.2
ner,1994,89.2
ner,1995,89.4
ner,1996,89.54
ner,1997,89.66
ner,1998,89.74
ner,1999,90.08
ner,2000,90.27
ner,2001,90.34
ner,2002,90.49
ner,2003,90.58
ner,2004,90.74
ner,2005,90.88
ner,2006,90.86
ner,2007,90.65
ner,2008,90.42
ner,2009,90.45
ner,2010,90.26
ner,2011,90.32
ner,2012,88.36
ner,2013,91.9
ner,2014,94.66
ner,2015,94.81
ner,2016,94.98
ner,2017,94.96
ner,2018,95.1
ner,2019,95.06
nga,1991,89.41
nga,1992,89.24
nga,1993,89.51
nga,1994,89.64
nga,1995,89.22
nga,1996,89.02
nga,1997,89.11
nga,1998,89.68
nga,1999,89.52
nga,2000,88.66
nga,2001,89.06
nga,2002,89.05
nga,2003,87.95
nga,2004,86.76
nga,2005,86.06
nga,2006,85.78
nga,2007,85.3
nga,2008,84.45
nga,2009,84.32
nga,2010,82.64
nga,2011,81.15
nga,2012,81.56
nga,2013,81.93
nga,2014,81.63
nga,2015,82.28
nga,2016,82.59
nga,2017,81.48
nga,2018,80.45
nga,2019,79.87
nic,1991,44.43
nic,1992,44.81
nic,1993,45.27
nic,1994,45.79
nic,1995,46.18
nic,1996,46.49
nic,1997,46.98
nic,1998,47.55
nic,1999,47.89
nic,2000,48.46
nic,2001,49.69
nic,2002,51.25
nic,2003,52.83
nic,2004,51
nic,2005,50.07
nic,2006,49.23
nic,2007,49.28
nic,2008,49.37
nic,2009,49.38
nic,2010,48.84
nic,2011,48.1
nic,2012,47.28
nic,2013,46.55
nic,2014,45.74
nic,2015,44.81
nic,2016,43.9
nic,2017,42.98
nic,2018,42.76
nic,2019,42.7
nld,1991,11.45
nld,1992,11.39
nld,1993,11.76
nld,1994,12.39
nld,1995,12.7
nld,1996,12.26
nld,1997,12.38
nld,1998,11.65
nld,1999,11.5
nld,2000,11.21
nld,2001,11.56
nld,2002,11.67
nld,2003,11.41
nld,2004,12.1
nld,2005,13.67
nld,2006,13.9
nld,2007,14.09
nld,2008,14.35
nld,2009,14.83
nld,2010,15.09
nld,2011,15.15
nld,2012,15.36
nld,2013,16.05
nld,2014,16.62
nld,2015,16.84
nld,2016,16.81
nld,2017,16.74
nld,2018,16.69
nld,2019,16.62
nor,1991,10.8
nor,1992,10.61
nor,1993,10.08
nor,1994,9.66
nor,1995,9.52
nor,1996,8.84
nor,1997,8.45
nor,1998,8.52
nor,1999,7.72
nor,2000,7.51
nor,2001,7.32
nor,2002,7.27
nor,2003,7.4
nor,2004,7.51
nor,2005,7.42
nor,2006,8.46
nor,2007,8
nor,2008,7.78
nor,2009,8.08
nor,2010,7.72
nor,2011,7.02
nor,2012,6.95
nor,2013,6.98
nor,2014,7.21
nor,2015,7.02
nor,2016,6.96
nor,2017,6.52
nor,2018,6.46
nor,2019,6.46
npl,1991,85.45
npl,1992,85.4
npl,1993,85.36
npl,1994,85.19
npl,1995,85.13
npl,1996,85
npl,1997,84.84
npl,1998,84.74
npl,1999,84.57
npl,2000,84.26
npl,2001,83.95
npl,2002,83.97
npl,2003,83.79
npl,2004,83.52
npl,2005,83.31
npl,2006,83.1
npl,2007,82.9
npl,2008,82.5
npl,2009,82.13
npl,2010,81.7
npl,2011,81.33
npl,2012,80.84
npl,2013,80.37
npl,2014,79.73
npl,2015,79.29
npl,2016,79.15
npl,2017,78.52
npl,2018,77.96
npl,2019,77.34
nzl,1991,20.29
nzl,1992,21.06
nzl,1993,21.01
nzl,1994,20.9
nzl,1995,20.85
nzl,1996,20.9
nzl,1997,20.01
nzl,1998,20.32
nzl,1999,21.03
nzl,2000,20.67
nzl,2001,19.76
nzl,2002,19.28
nzl,2003,19.3
nzl,2004,19.22
nzl,2005,18.56
nzl,2006,17.68
nzl,2007,17.23
nzl,2008,17.27
nzl,2009,16.46
nzl,2010,16.25
nzl,2011,16.76
nzl,2012,16.63
nzl,2013,15.41
nzl,2014,15.29
nzl,2015,14.86
nzl,2016,18
nzl,2017,18.75
nzl,2018,18.4
nzl,2019,18.57
omn,1991,13.49
omn,1992,13.39
omn,1993,13.35
omn,1994,13.32
omn,1995,13.26
omn,1996,13.22
omn,1997,12.77
omn,1998,12.45
omn,1999,12.11
omn,2000,11.74
omn,2001,10.36
omn,2002,9.27
omn,2003,8.36
omn,2004,7.49
omn,2005,6.69
omn,2006,5.95
omn,2007,5.31
omn,2008,4.68
omn,2009,4.2
omn,2010,3.78
omn,2011,3.75
omn,2012,3.66
omn,2013,3.65
omn,2014,3.65
omn,2015,3.66
omn,2016,3.66
omn,2017,3.66
omn,2018,3.65
omn,2019,3.66
pak,1991,66.26
pak,1992,66.09
pak,1993,66.12
pak,1994,65.98
pak,1995,65.87
pak,1996,65.87
pak,1997,63.57
pak,1998,64.75
pak,1999,64.75
pak,2000,64.42
pak,2001,64.43
pak,2002,60.15
pak,2003,60.15
pak,2004,62.12
pak,2005,62.12
pak,2006,61.33
pak,2007,61.51
pak,2008,62.84
pak,2009,63.02
pak,2010,63.4
pak,2011,63
pak,2012,61.65
pak,2013,60.23
pak,2014,60.23
pak,2015,60.59
pak,2016,61.35
pak,2017,59.22
pak,2018,57.04
pak,2019,56.32
pan,1991,37.37
pan,1992,34.94
pan,1993,33.08
pan,1994,31.29
pan,1995,32.54
pan,1996,32.8
pan,1997,33.83
pan,1998,33.12
pan,1999,33.21
pan,2000,33.3
pan,2001,33.49
pan,2002,34.68
pan,2003,35.09
pan,2004,34.11
pan,2005,35.02
pan,2006,33.78
pan,2007,30.9
pan,2008,30.58
pan,2009,35.32
pan,2010,34.1
pan,2011,32
pan,2012,31.98
pan,2013,32.28
pan,2014,32.67
pan,2015,33.73
pan,2016,35.8
pan,2017,35.08
pan,2018,37.39
pan,2019,39.18
per,1991,59.73
per,1992,59.87
per,1993,59.76
per,1994,59.26
per,1995,58.97
per,1996,58.96
per,1997,58.68
per,1998,58.96
per,1999,59.11
per,2000,59.22
per,2001,59.53
per,2002,59.24
per,2003,61.59
per,2004,60.41
per,2005,60.15
per,2006,58.31
per,2007,56.94
per,2008,56.51
per,2009,56.35
per,2010,56.74
per,2011,56.58
per,2012,55.36
per,2013,54.57
per,2014,54.91
per,2015,54.06
per,2016,54.59
per,2017,55.01
per,2018,55.17
per,2019,55.46
phl,1991,50.65
phl,1992,50.86
phl,1993,50.97
phl,1994,50.82
phl,1995,50.59
phl,1996,50.15
phl,1997,49.59
phl,1998,50.1
phl,1999,50.4
phl,2000,49.28
phl,2001,50.95
phl,2002,51.26
phl,2003,50.34
phl,2004,48.3
phl,2005,49.9
phl,2006,49.29
phl,2007,48.29
phl,2008,47.96
phl,2009,47.03
phl,2010,45.84
phl,2011,45.08
phl,2012,43.16
phl,2013,41.97
phl,2014,42.46
phl,2015,41.02
phl,2016,38.63
phl,2017,37.8
phl,2018,36.52
phl,2019,36.15
png,1991,87.69
png,1992,86.96
png,1993,86.01
png,1994,85.54
png,1995,85.82
png,1996,85.14
png,1997,85.65
png,1998,86.25
png,1999,86.16
png,2000,86.7
png,2001,86.96
png,2002,87.2
png,2003,87.03
png,2004,86.74
png,2005,85.86
png,2006,85.06
png,2007,83.81
png,2008,83.96
png,2009,82.87
png,2010,81.02
png,2011,81.15
png,2012,80.64
png,2013,80.26
png,2014,78.09
png,2015,76.5
png,2016,75.84
png,2017,75.29
png,2018,75.69
png,2019,74.8
pol,1991,30.02
pol,1992,30.23
pol,1993,31.16
pol,1994,30.94
pol,1995,29.64
pol,1996,29.54
pol,1997,28.73
pol,1998,27.46
pol,1999,26.82
pol,2000,27.38
pol,2001,27.95
pol,2002,28.22
pol,2003,26.97
pol,2004,26.5
pol,2005,25.75
pol,2006,24.43
pol,2007,23.46
pol,2008,22.92
pol,2009,22.74
pol,2010,22.98
pol,2011,22.87
pol,2012,22.39
pol,2013,21.83
pol,2014,21.35
pol,2015,21.23
pol,2016,20.72
pol,2017,20.42
pol,2018,20.27
pol,2019,20.01
pri,1991,15.42
pri,1992,15
pri,1993,14.84
pri,1994,15.09
pri,1995,15.08
pri,1996,14.67
pri,1997,14.65
pri,1998,14
pri,1999,14.62
pri,2000,14.46
pri,2001,13.93
pri,2002,14.87
pri,2003,14.41
pri,2004,14.52
pri,2005,14.56
pri,2006,15.16
pri,2007,15.39
pri,2008,14.72
pri,2009,14.73
pri,2010,14.69
pri,2011,15.27
pri,2012,15.61
pri,2013,15.98
pri,2014,16.34
pri,2015,16.68
pri,2016,16.04
pri,2017,15.44
pri,2018,16.65
pri,2019,17.32
prk,1991,85.33
prk,1992,85.57
prk,1993,85.79
prk,1994,85.96
prk,1995,86.22
prk,1996,86.45
prk,1997,86.84
prk,1998,87.06
prk,1999,86.98
prk,2000,87.07
prk,2001,86.96
prk,2002,86.94
prk,2003,86.91
prk,2004,86.85
prk,2005,86.69
prk,2006,86.76
prk,2007,86.9
prk,2008,86.81
prk,2009,86.91
prk,2010,87.01
prk,2011,87.02
prk,2012,87.01
prk,2013,87
prk,2014,86.97
prk,2015,87.06
prk,2016,86.89
prk,2017,87.06
prk,2018,87.34
prk,2019,87.17
prt,1991,25.58
prt,1992,25.61
prt,1993,25.85
prt,1994,27.33
prt,1995,27.75
prt,1996,28.41
prt,1997,28.39
prt,1998,28.39
prt,1999,27.02
prt,2000,26.08
prt,2001,27.9
prt,2002,27.54
prt,2003,27.32
prt,2004,26.14
prt,2005,25.82
prt,2006,24.7
prt,2007,24.8
prt,2008,24.33
prt,2009,24.03
prt,2010,23.12
prt,2011,21.54
prt,2012,22.09
prt,2013,21.94
prt,2014,19.75
prt,2015,18.42
prt,2016,17.76
prt,2017,16.99
prt,2018,16.65
prt,2019,16.86
pry,1991,54.74
pry,1992,54.84
pry,1993,54.78
pry,1994,54.69
pry,1995,54.47
pry,1996,54.62
pry,1997,54.54
pry,1998,54.85
pry,1999,55.3
pry,2000,55.87
pry,2001,56.39
pry,2002,56.49
pry,2003,54.82
pry,2004,56.12
pry,2005,52.93
pry,2006,52.63
pry,2007,51
pry,2008,48.04
pry,2009,50.66
pry,2010,47.31
pry,2011,46.57
pry,2012,47.79
pry,2013,44.56
pry,2014,43.7
pry,2015,43.77
pry,2016,44.23
pry,2017,43.93
pry,2018,43.06
pry,2019,43.01
pse,1991,37.11
pse,1992,36.8
pse,1993,36.7
pse,1994,36.23
pse,1995,36.02
pse,1996,36.19
pse,1997,35.67
pse,1998,34.82
pse,1999,34.19
pse,2000,34.47
pse,2001,38.93
pse,2002,41.49
pse,2003,43.59
pse,2004,42.4
pse,2005,41.17
pse,2006,41.51
pse,2007,40.75
pse,2008,35.43
pse,2009,33.5
pse,2010,32.42
pse,2011,33.46
pse,2012,33.19
pse,2013,31.95
pse,2014,32.37
pse,2015,31.36
pse,2016,30.54
pse,2017,29.58
pse,2018,30.26
pse,2019,28.57
pyf,1991,23.67
pyf,1992,23.81
pyf,1993,23.96
pyf,1994,24.02
pyf,1995,24
pyf,1996,23.89
pyf,1997,23.19
pyf,1998,22.32
pyf,1999,21.52
pyf,2000,20.71
pyf,2001,20.01
pyf,2002,19.31
pyf,2003,18.57
pyf,2004,17.87
pyf,2005,17.21
pyf,2006,16.58
pyf,2007,15.92
pyf,2008,15.37
pyf,2009,15.05
pyf,2010,14.81
pyf,2011,14.68
pyf,2012,14.53
pyf,2013,14.37
pyf,2014,14.2
pyf,2015,13.98
pyf,2016,13.77
pyf,2017,13.51
pyf,2018,13.25
pyf,2019,12.99
qat,1991,1.3
qat,1992,1.29
qat,1993,1.3
qat,1994,1.3
qat,1995,1.3
qat,1996,1.3
qat,1997,1.25
qat,1998,1.22
qat,1999,1.19
qat,2000,1.15
qat,2001,1.15
qat,2002,1.13
qat,2003,1.14
qat,2004,1.13
qat,2005,1.03
qat,2006,0.93
qat,2007,0.84
qat,2008,0.76
qat,2009,0.7
qat,2010,0.63
qat,2011,0.57
qat,2012,0.53
qat,2013,0.49
qat,2014,0.44
qat,2015,0.42
qat,2016,0.41
qat,2017,0.42
qat,2018,0.41
qat,2019,0.41
rou,1991,30.62
rou,1992,36.63
rou,1993,36.54
rou,1994,35.13
rou,1995,38.38
rou,1996,37.08
rou,1997,40.45
rou,1998,42.06
rou,1999,44.18
rou,2000,46.11
rou,2001,46.1
rou,2002,39.78
rou,2003,39.54
rou,2004,34.61
rou,2005,35.39
rou,2006,33.86
rou,2007,33.74
rou,2008,32.58
rou,2009,32.78
rou,2010,35.17
rou,2011,33.2
rou,2012,33.36
rou,2013,32.82
