geo,time,ic_tax_labr_cp_zs
sen,2012,24
sen,2013,23.6
sen,2014,23.6
sen,2015,23.6
sen,2016,23.6
sen,2017,23.6
sen,2018,23.6
sen,2019,23.6
sgp,2005,14.4
sgp,2006,14.4
sgp,2007,13.7
sgp,2008,14.5
sgp,2009,14.6
sgp,2010,14.7
sgp,2011,15.7
sgp,2012,16.8
sgp,2013,16.8
sgp,2014,15.3
sgp,2015,15.3
sgp,2016,16.2
sgp,2017,17.8
sgp,2018,17.8
sgp,2019,17.8
slb,2005,8.5
slb,2006,8.5
slb,2007,8.5
slb,2008,8.5
slb,2009,8.5
slb,2010,8.5
slb,2011,8.5
slb,2012,8.5
slb,2013,8.5
slb,2014,8.5
slb,2015,8.5
slb,2016,8.5
slb,2017,8.5
slb,2018,8.5
slb,2019,8.5
sle,2005,11.3
sle,2006,11.3
sle,2007,11.3
sle,2008,11.3
sle,2009,11.3
sle,2010,11.3
sle,2011,11.3
sle,2012,11.3
sle,2013,11.3
sle,2014,11.3
sle,2015,11.3
sle,2016,11.3
sle,2017,11.3
sle,2018,11.3
sle,2019,11.3
slv,2005,17.2
slv,2006,17.2
slv,2007,17.2
slv,2008,17.2
slv,2009,17.2
slv,2010,17.2
slv,2011,17.2
slv,2012,17.2
slv,2013,17.2
slv,2014,17.2
slv,2015,17.2
slv,2016,17.2
slv,2017,17.2
slv,2018,17.4
slv,2019,18.3
smr,2012,29.4
smr,2013,29.2
smr,2014,29.2
smr,2015,29.8
smr,2016,29.8
smr,2017,30.3
smr,2018,30.3
smr,2019,30.9
srb,2005,20.2
srb,2006,20.2
srb,2007,20.2
srb,2008,20.2
srb,2009,20.2
srb,2010,20.2
srb,2011,20.2
srb,2012,20.2
srb,2013,20.2
srb,2014,20.2
srb,2015,20.2
srb,2016,20.2
srb,2017,20.2
srb,2018,20.2
srb,2019,20.2
ssd,2012,19.2
ssd,2013,19.2
ssd,2014,19.2
ssd,2015,19.2
ssd,2016,19.2
ssd,2017,19.2
ssd,2018,19.2
ssd,2019,19.2
stp,2005,6.8
stp,2006,6.8
stp,2007,6.8
stp,2008,6.8
stp,2009,6.8
stp,2010,6.8
stp,2011,6.8
stp,2012,6.8
stp,2013,6.8
stp,2014,6.8
stp,2015,6.8
stp,2016,6.8
stp,2017,6.8
stp,2018,6.8
stp,2019,6.8
sur,2005,0
sur,2006,0
sur,2007,0
sur,2008,0
sur,2009,0
sur,2010,0
sur,2011,0
sur,2012,0
sur,2013,0
sur,2014,0
sur,2015,0
sur,2016,0
sur,2017,0
sur,2018,0
sur,2019,0
svk,2005,39.7
svk,2006,39.7
svk,2007,39.7
svk,2008,39.5
svk,2009,39.6
svk,2010,39.6
svk,2011,39.6
svk,2012,39.6
svk,2013,39.5
svk,2014,39.7
svk,2015,39.7
svk,2016,39.7
svk,2017,39.7
svk,2018,39.7
svk,2019,39.7
svn,2005,23.1
svn,2006,23.1
svn,2007,22
svn,2008,21.1
svn,2009,19.9
svn,2010,18.2
svn,2011,18.2
svn,2012,18.2
svn,2013,18.2
svn,2014,18.2
svn,2015,18.2
svn,2016,18.2
svn,2017,18.2
svn,2018,18.2
svn,2019,18.2
swe,2005,36.9
swe,2006,36.9
swe,2007,36.4
swe,2008,36.4
swe,2009,36.6
swe,2010,35.4
swe,2011,35.4
swe,2012,35.4
swe,2013,35.4
swe,2014,35.4
swe,2015,35.4
swe,2016,35.4
swe,2017,35.4
swe,2018,35.4
swe,2019,35.4
swz,2005,4
swz,2006,4
swz,2007,4
swz,2008,4
swz,2009,4
swz,2010,4
swz,2011,5.6
swz,2012,4
swz,2013,4.5
swz,2014,4.7
swz,2015,5
swz,2016,5.5
swz,2017,5.7
swz,2018,6.4
swz,2019,6.4
syc,2005,25.4
syc,2006,25.4
syc,2007,25.4
syc,2008,22.6
syc,2009,22.6
syc,2010,22.6
syc,2011,11.5
syc,2012,1.7
syc,2013,1.7
syc,2014,1.7
syc,2015,2.3
syc,2016,2.3
syc,2017,2.3
syc,2018,2.3
syc,2019,2.3
syr,2005,19.3
syr,2006,19.3
syr,2007,19.3
syr,2008,19.3
syr,2009,19.3
syr,2010,19.3
syr,2011,19.3
syr,2012,19.3
syr,2013,19.3
syr,2014,19.3
syr,2015,19.3
syr,2016,19.3
syr,2017,19.3
syr,2018,19.3
syr,2019,19.3
tcd,2005,23.9
tcd,2006,23.9
tcd,2007,23.9
tcd,2008,23.9
tcd,2009,23.9
tcd,2010,28.4
tcd,2011,28.4
tcd,2012,28.4
tcd,2013,28.4
tcd,2014,28.4
tcd,2015,28.4
tcd,2016,28.4
tcd,2017,28.4
tcd,2018,28.4
tcd,2019,28.4
tgo,2005,28.3
tgo,2006,28.3
tgo,2007,28.3
tgo,2008,28.3
tgo,2009,28.3
tgo,2010,28.3
tgo,2011,26.5
tgo,2012,26.5
tgo,2013,27.1
tgo,2014,25.4
tgo,2015,23.1
tgo,2016,23.1
tgo,2017,23.1
tgo,2018,23.1
tgo,2019,23.1
tha,2005,5.7
tha,2006,5.7
tha,2007,5.7
tha,2008,5.7
tha,2009,5.7
tha,2010,5.7
tha,2011,5.7
tha,2012,5.7
tha,2013,4
tha,2014,4.3
tha,2015,5.4
tha,2016,5.4
tha,2017,5.4
tha,2018,5.4
tha,2019,5.4
tjk,2005,28.2
tjk,2006,28.2
tjk,2007,28.2
tjk,2008,28.2
tjk,2009,28.5
tjk,2010,28.5
tjk,2011,28.5
tjk,2012,28.5
tjk,2013,28.5
tjk,2014,28.5
tjk,2015,28.5
tjk,2016,28.5
tjk,2017,28.5
tjk,2018,28.5
tjk,2019,28.5
tls,2005,0
tls,2006,0
tls,2007,0
tls,2008,0
tls,2009,0
tls,2010,0
tls,2011,0
tls,2012,0
tls,2013,0
tls,2014,0
tls,2015,0
tls,2016,0
tls,2017,0
tls,2018,0
tls,2019,6.8
ton,2005,0
ton,2006,0
ton,2007,0
ton,2008,0
ton,2009,0
ton,2010,0
ton,2011,0
ton,2012,0
ton,2013,5.6
ton,2014,5.6
ton,2015,5.6
ton,2016,5.6
ton,2017,5.6
ton,2018,5.6
ton,2019,5.6
tto,2005,8.3
tto,2006,8.3
tto,2007,8.3
tto,2008,8.3
tto,2009,8.3
tto,2010,8.3
tto,2011,8.3
tto,2012,8.3
tto,2013,7.6
tto,2014,8.2
tto,2015,8.5
tto,2016,8.5
tto,2017,9.4
tto,2018,9.4
tto,2019,9.4
tun,2005,24.6
tun,2006,24.6
tun,2007,24.6
tun,2008,24.6
tun,2009,25.3
tun,2010,25.3
tun,2011,25.3
tun,2012,25.3
tun,2013,25.3
tun,2014,25.3
tun,2015,25.3
tun,2016,25.3
tun,2017,25.3
tun,2018,25.3
tun,2019,25.3
tur,2005,25
tur,2006,25
tur,2007,24.3
tur,2008,24.3
tur,2009,22.8
tur,2010,22.8
tur,2011,18.7
tur,2012,18.6
tur,2013,18.6
tur,2014,19
tur,2015,19.7
tur,2016,19.7
tur,2017,19.7
tur,2018,19.7
tur,2019,19.7
tza,2005,18
tza,2006,18
tza,2007,18
tza,2008,18
tza,2009,18
tza,2010,18
tza,2011,18
tza,2012,18
tza,2013,18
tza,2014,17.5
tza,2015,16.9
tza,2016,17.5
tza,2017,17.8
tza,2018,17.5
tza,2019,17.5
uga,2005,11.3
uga,2006,11.3
uga,2007,11.3
uga,2008,11.3
uga,2009,11.3
uga,2010,11.3
uga,2011,11.3
uga,2012,11.3
uga,2013,11.3
uga,2014,11.3
uga,2015,11.3
uga,2016,11.3
uga,2017,11.3
uga,2018,11.3
uga,2019,11.3
ukr,2005,44.3
ukr,2006,44
ukr,2007,43.4
ukr,2008,43.3
ukr,2009,43.3
ukr,2010,43.3
ukr,2011,43.3
ukr,2012,43.1
ukr,2013,43.1
ukr,2014,43.1
ukr,2015,43.1
ukr,2016,43.1
ukr,2017,24.8
ukr,2018,29.6
ukr,2019,33.8
ury,2005,6.9
ury,2006,6.9
ury,2007,6.9
ury,2008,9.9
ury,2009,15.6
ury,2010,15.6
ury,2011,15.6
ury,2012,15.6
ury,2013,15.6
ury,2014,15.6
ury,2015,15.6
ury,2016,15.6
ury,2017,15.6
ury,2018,15.6
ury,2019,15.6
usa,2013,9.7
usa,2014,9.7
usa,2015,9.8
usa,2016,9.8
usa,2017,9.8
usa,2018,9.8
usa,2019,9.8
uzb,2005,37.2
uzb,2006,35
uzb,2007,28.2
uzb,2008,27.1
uzb,2009,27.1
uzb,2010,27.1
uzb,2011,28.2
uzb,2012,28.2
uzb,2013,28.2
uzb,2014,28.2
uzb,2015,28.2
uzb,2016,24.9
uzb,2017,24.9
uzb,2018,17.4
uzb,2019,17.4
vct,2005,3.9
vct,2006,3.9
vct,2007,3.9
vct,2008,3.9
vct,2009,5.1
vct,2010,5.1
vct,2011,5.1
vct,2012,5.1
vct,2013,5.1
vct,2014,5.1
vct,2015,6.2
vct,2016,6.2
vct,2017,6.2
vct,2018,6.2
vct,2019,6.2
ven,2005,17.7
ven,2006,17.7
ven,2007,18
ven,2008,18
ven,2009,18
ven,2010,18
ven,2011,18
ven,2012,18
ven,2013,18
ven,2014,18
ven,2015,18
ven,2016,18
ven,2017,18
ven,2018,18
ven,2019,18.2
vnm,2005,19.2
vnm,2006,19.2
vnm,2007,19.2
vnm,2008,19.2
vnm,2009,19.2
vnm,2010,20.3
vnm,2011,22.6
vnm,2012,22.6
vnm,2013,23.7
vnm,2014,23.7
vnm,2015,24.8
vnm,2016,24.8
vnm,2017,24.8
vnm,2018,24.5
vnm,2019,24.3
vut,2005,4.5
vut,2006,4.5
vut,2007,4.5
vut,2008,4.5
vut,2009,4.5
vut,2010,4.5
vut,2011,4.5
vut,2012,4.5
vut,2013,4.5
vut,2014,4.5
vut,2015,4.5
vut,2016,4.5
vut,2017,4.5
vut,2018,4.5
vut,2019,4.5
wsm,2005,6.8
wsm,2006,6.8
wsm,2007,6.8
wsm,2008,6.8
wsm,2009,6.8
wsm,2010,6.8
wsm,2011,6.8
wsm,2012,6.8
wsm,2013,6.8
wsm,2014,6.8
wsm,2015,6.8
wsm,2016,7.3
wsm,2017,8.5
wsm,2018,8.5
wsm,2019,8.5
yem,2005,11.3
yem,2006,11.3
yem,2007,11.3
yem,2008,11.3
yem,2009,11.3
yem,2010,11.3
yem,2011,11.3
yem,2012,11.3
yem,2013,11.3
yem,2014,11.3
yem,2015,11.3
yem,2016,11.3
yem,2017,11.3
yem,2018,11.3
yem,2019,11.3
zaf,2005,4.5
zaf,2006,4.5
zaf,2007,4.3
zaf,2008,2.3
zaf,2009,2.4
zaf,2010,2.5
zaf,2011,4.1
zaf,2012,4.1
zaf,2013,4
zaf,2014,4
zaf,2015,4
zaf,2016,4
zaf,2017,4
zaf,2018,4
zaf,2019,4
zmb,2005,10.4
zmb,2006,10.4
zmb,2007,10.4
zmb,2008,10.4
zmb,2009,10.4
zmb,2010,10.4
zmb,2011,10.4
zmb,2012,10.4
zmb,2013,10.4
zmb,2014,10.4
zmb,2015,10.4
zmb,2016,10.4
zmb,2017,10.4
zmb,2018,10.4
zmb,2019,10.4
zwe,2005,4.7
zwe,2006,4.7
zwe,2007,4.7
zwe,2008,4.7
zwe,2009,5.1
zwe,2010,6.2
zwe,2011,5.1
zwe,2012,5.1
zwe,2013,5.1
zwe,2014,5.3
zwe,2015,5.6
zwe,2016,5.6
zwe,2017,5.6
zwe,2018,5.6
zwe,2019,5.6
