geo,time,bn_fin_totl_cd
arm,2004,-201292263.78436
arm,2005,-202910274.75576
arm,2006,-189168518.64148
arm,2007,-517917655.45557
arm,2008,-1499866743.05361
arm,2009,-1442381246.19585
arm,2010,-1275771394.82746
arm,2011,-1030725828.13956
arm,2012,-749498977.43966
arm,2013,-1041193513.10128
arm,2014,-837419284.22321
arm,2015,-345926711.56521
arm,2016,-417202375.96711
arm,2017,-523997921.50798
arm,2018,-695576265.08186
arm,2019,-445766083.83351
arm,2020,-688546666.83789
atg,1977,-7270370.37037
atg,1978,-4855555.55556
atg,1979,-13903703.7037
atg,1980,-26103703.7037
atg,1981,-38829629.62963
atg,1982,-38607407.40741
atg,1983,-2301111.11111
atg,1984,500000
atg,1985,-23100000
atg,1986,-112470370.37037
atg,1987,-95218518.51852
atg,1988,-43207407.40741
atg,1989,-76762962.96296
atg,1990,-61166666.66667
atg,1991,-22222.22222
atg,1992,9570370.37037
atg,1993,18866666.66667
atg,1994,27951851.85185
atg,1995,24166666.66667
atg,1996,-66240740.74074
atg,1997,-47577777.77778
atg,1998,65603703.7037
atg,1999,-41709148.14815
atg,2000,-48225666.66667
atg,2001,-44153703.7037
atg,2002,-93814851.85185
atg,2003,-73873946.2963
atg,2004,-93035128.14815
atg,2005,31766518.14815
atg,2006,-270880346.66667
atg,2007,-382111141.85185
atg,2008,-337660592.22222
atg,2009,-169747898.88889
atg,2010,-127692240.60527
atg,2011,-122311060.9692
atg,2012,-132814706.083
atg,2013,-158477847.49368
atg,2014,64644166.92536
atg,2015,92905854.2004
atg,2016,-56496071.59073
atg,2017,-67651641.42661
atg,2018,-164093317.72103
atg,2019,-131597428.57624
atg,2020,-194934224.39462
aus,1989,-17885982075.0773
aus,1990,-15206062113.8174
aus,1991,-11087725706.2005
aus,1992,-10134035513.8063
aus,1993,-9717000397.41889
aus,1994,-16666732291.325
aus,1995,-18846130362.5518
aus,1996,-14074965647.5182
aus,1997,-12780499103.5244
aus,1998,-17712763084.9595
aus,1999,-21651816089.0259
aus,2000,-15048345264.7697
aus,2001,-7722005363.66555
aus,2002,-16036456525.2902
aus,2003,-28771663192.277
aus,2004,-40641469113.5581
aus,2005,-42196079138.13329
aus,2006,-43714374664.0854
aus,2007,-62931241088.0657
aus,2008,-51156776268.8656
aus,2009,-48261682639.6454
aus,2010,-44133960646.4521
aus,2011,-42731460137.5878
aus,2012,-73326879491.51718
aus,2013,-51684784477.2262
aus,2014,-45708825826.5657
aus,2015,-60419044037.0539
aus,2016,-38003410919.4336
aus,2017,-38658324553.4188
aus,2018,-30008265121.7565
aus,2019,9492558090.00086
aus,2020,30715468834.0495
aut,2005,425474632.55828
aut,2006,14808979669.4777
aut,2007,16907386783.1746
aut,2008,14990075602.0665
aut,2009,12756871532.9756
aut,2010,4742917004.76192
aut,2011,6096914175.3585
aut,2012,6602587728.35609
aut,2013,14429356522.9878
aut,2014,3686038829.28995
aut,2015,4506480717.36264
aut,2016,11912345320.1786
aut,2017,9731369272.54872
aut,2018,5671976724.34984
aut,2019,19343034062.3918
aut,2020,2517762039.68148
aze,1995,-340659000
aze,1996,-901670000
aze,1997,-960369000
aze,1998,-1385151000
aze,1999,-599703440
aze,2000,-167773000
aze,2001,-51755000
aze,2002,-883003000
aze,2003,-2156059000
aze,2004,-2643446000
aze,2005,82631000
aze,2006,3447670000
aze,2007,8655157000
aze,2008,15618466000
aze,2009,8719043000
aze,2010,14065149000
aze,2011,17732494000
aze,2012,13049587000
aze,2013,10329835000
aze,2014,7391603000
aze,2015,-2354170000
aze,2016,2222322000
aze,2017,2172717748.1
aze,2018,6698897518.488
aze,2019,5008074730.48852
aze,2020,413099200
bdi,1985,-53442372.34445
bdi,1986,-61057491.93653
bdi,1987,-137386479.05334
bdi,1988,-82011467.64486
bdi,1989,-40852941.17647
bdi,1990,-79775578.87463
bdi,1991,-44481764.57922
bdi,1992,-72394656.49344
bdi,1993,-35340637.6143
bdi,1994,3886607.62875
bdi,1995,16163678.76841
bdi,1996,-48388972.07786
bdi,1997,-20654697.85086
bdi,1998,-65021262.97414
bdi,1999,-38786647.44372
bdi,2000,-85935884.03438
bdi,2001,-49889846.08962
bdi,2002,-3260169.45131
bdi,2003,-39607710.9235
bdi,2004,-42002997.54746
bdi,2005,-48580907.23377
bdi,2006,-70726609.54656
bdi,2007,-21311531.6687
bdi,2008,-68963171.25951
bdi,2009,849480570.24214
bdi,2010,-226248691.51424
bdi,2011,-182866367.80309
bdi,2012,-96134113.86177
bdi,2013,-148997791.66169
bdi,2014,-372978970.09952
bdi,2015,-330079680.72575
bdi,2016,-246774639.99935
bdi,2017,-191352443.96506
bdi,2018,-216229401.70784
bel,2002,6429672649.39196
bel,2003,10808413547.5348
bel,2004,9824036545.74317
bel,2005,9220584786.48363
bel,2006,7666311582.70198
bel,2007,7480853506.23295
bel,2008,-9659652041.16113
bel,2009,4731719460.10256
bel,2010,1304199303.60749
bel,2011,-11824458261.5868
bel,2012,4836546061.06392
bel,2013,12210637847.6908
bel,2014,707483995.38676
bel,2015,8194487595.46973
bel,2016,-2060938466.90217
bel,2017,2660891227.9759
bel,2018,-5388414782.28938
bel,2019,-897235677.97618
bel,2020,1718867139.00012
ben,1974,-18612019.63371
ben,1975,-30702771.4595
ben,1976,-39832518.56915
ben,1977,-36376633.83936
ben,1978,-76980052.64295
ben,1979,-39821993.80497
ben,1980,-49391398.52093
ben,1981,-97112303.94659
ben,1982,-365099565.25355
ben,1983,-125135791.41679
ben,1984,-21995316.13202
ben,1985,-22496846.69975
ben,1986,-52170638.1975
ben,1987,-86778127.06582
ben,1988,-19731190.68261
ben,1989,86757617.41757
ben,1990,114845919.79348
ben,1991,12608340.6288
ben,1992,16103256.64759
ben,1993,11902702.70158
ben,1994,83561072.81335
ben,1995,-79224531.11736
ben,1996,76383177.33958
ben,1997,-62732433.35069
ben,1998,-58760735.18962
ben,1999,-78238968.51629
ben,2000,-1046172.42277
ben,2001,-1217917.54426
ben,2002,-90840130.46467
ben,2003,-85044350.55956
ben,2004,-218173150.72088
ben,2005,-92362688.67368
ben,2006,963616591.55025
ben,2007,-288072057.35299
ben,2008,-418446149.46773
ben,2009,-495567210.6663
ben,2010,-370151826.69494
ben,2011,-232359149.76505
ben,2012,-392097374.80899
ben,2013,-470981589.71183
ben,2014,-617899687.8427
ben,2015,-549993684.34277
ben,2016,-212612304.6313
ben,2017,-328031509.38174
ben,2018,-446328905.78674
ben,2019,-370404520.14792
ben,2020,-95453317.52408
bfa,2005,-427799758.10434
bfa,2006,1014190297.62622
bfa,2007,-264530046.90737
bfa,2008,-769847462.11451
bfa,2009,-80573102.06631
bfa,2010,21301782.99289
bfa,2011,23789777.59966
bfa,2012,114242044.62252
bfa,2013,-870525323.84319
bfa,2014,-601204239.48939
bfa,2015,-628028845.27992
bfa,2016,-532416487.42469
bfa,2017,-606369942.74141
bfa,2018,-354537682.29595
bfa,2019,-316070181.02421
bfa,2020,1103454874.45016
bgd,1976,-259237768.72143
bgd,1977,-295702475.83147
bgd,1978,-362479881.9805
bgd,1979,-66512646.33836
bgd,1980,-774101286.39421
bgd,1981,-924734230.40887
bgd,1982,-583708176.9187
bgd,1983,-83510737.82322
bgd,1984,-559374731.22373
bgd,1985,-518852400.84956
bgd,1986,-620223436.32606
bgd,1987,-369723866.28028
bgd,1988,-305519563.99853
bgd,1989,-1154849705.60892
bgd,1990,-485251997.80474
bgd,1991,-30643409.90785
bgd,1992,97919297.65646
bgd,1993,440856976.97018
bgd,1994,-69998862.1855
bgd,1995,-679780623.35954
bgd,1996,-512189823.93247
bgd,1997,-8515284.85258
bgd,1998,381978720.59102
bgd,1999,294529006.26116
bgd,2000,214012218.11912
bgd,2001,-396127179.56972
bgd,2002,746782040.57594
bgd,2003,594793645.52035
bgd,2004,-96929013.4609
bgd,2005,-464579962.1209
bgd,2006,-477092137.59643
bgd,2007,52181998.01551
bgd,2008,-2102678938.26659
bgd,2009,1792976272.55139
bgd,2010,-1746966964.12398
bgd,2011,-2168128101.54387
bgd,2012,806731870.00653
bgd,2013,1013168130.17338
bgd,2014,161548677.08588
bgd,2015,2272226068.73353
bgd,2016,135567590.66062
bgd,2017,-6186311401.95603
bgd,2018,-7603218242.21572
bgd,2019,-4714447597.14725
bgd,2020,544542994.64292
bgd,2021,-14480120704.7018
bgr,1980,1105000000
bgr,1981,34000000
bgr,1982,183000000
bgr,1983,559000000
bgr,1984,655000000
bgr,1985,463000000
bgr,1986,-1297000000
bgr,1987,-977000000
bgr,1988,-888000000
bgr,1989,-394000000
bgr,1990,-1640000000
bgr,1991,155500000
bgr,1992,-343900000
bgr,1993,-1081100000
bgr,1994,801700000
bgr,1995,117500000
bgr,1996,-24800000
bgr,1997,684800000
bgr,1998,-361589709.97902
bgr,1999,-625328207.55623
bgr,2000,-644020235.91256
bgr,2001,-289672220.46587
bgr,2002,-1035046402.02347
bgr,2003,-1911549026.1339
bgr,2004,-1096554477.4222
bgr,2005,-4274944944.98103
bgr,2006,-6620389073.7373
bgr,2007,-15342053649.4913
bgr,2008,-15684282436.4603
bgr,2009,-2483184858.07512
bgr,2010,861620000
bgr,2011,1965570000
bgr,2012,1207820000
bgr,2013,1156750000
bgr,2014,587420000
bgr,2015,3864150000
bgr,2016,4856550000
bgr,2017,2419500000
bgr,2018,3640340000
bgr,2019,2677930000
bgr,2020,2969970000
bhr,1975,9860935.54959
bhr,1976,-207027736.9316
bhr,1977,-393782384.41497
bhr,1978,-14969544.758
bhr,1979,85687894.46046
bhr,1980,580901495.11022
bhr,1981,1092287236.94757
bhr,1982,66489361.87896
bhr,1983,57180851.21591
bhr,1984,25531914.92191
bhr,1985,833244680.85106
bhr,1986,-75797872.34043
bhr,1987,-287234042.55319
bhr,1988,306914893.61702
bhr,1989,76329787.23404
bhr,1990,-360638297.87234
bhr,1991,-588829787.23404
bhr,1992,-487234042.55319
bhr,1993,-706382999.07575
bhr,1994,-1224468199.08614
bhr,1995,1895543062.55692
bhr,1996,503813818.231
bhr,1997,87628052.08538
bhr,1998,-39138706.35785
bhr,1999,-204485140.87227
bhr,2000,229910632.84926
bhr,2001,540576053.11367
bhr,2002,1268932434.10154
bhr,2003,-449341349.42483
bhr,2004,548691405.6525
bhr,2005,1674205016.54061
bhr,2006,2273404450.20552
bhr,2007,2966736632.91564
bhr,2008,2276657456.05397
bhr,2009,544325037.24286
bhr,2010,927043953.88116
bhr,2011,3394946808.51064
bhr,2012,2726816574.80332
bhr,2013,2517888940.32568
bhr,2014,2397023373.89182
bhr,2015,1117920740.96262
bhr,2016,-1687710974.91707
bhr,2017,-73404255.31915
bhr,2018,2206382978.7234
bhs,1976,-3500000
bhs,1977,-31300000
bhs,1978,15800000
bhs,1979,39100000
bhs,1980,-6100000
bhs,1981,-157500000
bhs,1982,-69300000
bhs,1983,10600000
bhs,1984,72700000
bhs,1985,30100000
bhs,1986,-57110000
bhs,1987,-44900000
bhs,1988,-71700000
bhs,1989,-114800000
bhs,1990,-54200000
bhs,1991,-160800000
bhs,1992,-22800000
bhs,1993,8700000
bhs,1994,-57700000
bhs,1995,-107500000
bhs,1996,-188700000
bhs,1997,-355500000
bhs,1998,-698500000
bhs,1999,-550900000
bhs,2000,-491410000
bhs,2001,-295800000
bhs,2002,-344280000
bhs,2003,-424590000
bhs,2004,-174820000
bhs,2005,-910983211.00001
bhs,2006,-1359210000
bhs,2007,-1076410000
bhs,2008,-1114493212.82001
bhs,2009,-868763000
bhs,2010,-1100387000
bhs,2011,-967565000
bhs,2012,-1388315000
bhs,2013,-1049431000
bhs,2014,-1470657920.82999
bhs,2015,-351094249.12
bhs,2016,-700277515.92
bhs,2017,-1085328924.95733
bhs,2018,-851697105.18967
bhs,2019,377195609.329
bhs,2020,-1695469790.09359
bih,1998,298711407.5228
bih,1999,367848733.9284
bih,2000,-5254866.08148
bih,2001,-234025990.35373
bih,2002,-661108725.52001
bih,2003,-859867849.64397
bih,2004,-959519487.26993
bih,2005,-1375848748.2809
bih,2006,-582866389.61701
bih,2007,-1247228784.35181
bih,2008,-2475237598.10213
bih,2009,-791774435.29241
bih,2010,-650532512.59196
bih,2011,-1448388360.92453
bih,2012,-1188245485.6497
bih,2013,-616483607.28007
bih,2014,-970540344.27961
bih,2015,-502945724.96757
bih,2016,-459192303.45973
bih,2017,-511061833.12038
bih,2018,-493401653.43205
bih,2019,-231783018.66598
bih,2020,-439928770.01994
blr,1993,-435900000
blr,1994,-457000000
blr,1995,-278000000
blr,1996,312000000
blr,1997,-673100000
blr,1998,-674100000
blr,1999,-379600000
blr,2000,-14900000
blr,2001,-345500000
blr,2002,-570000000
blr,2003,-370700000
blr,2004,-873800000
blr,2005,585200000
blr,2006,-1674300000
blr,2007,-2483000000
blr,2008,-5152400000
blr,2009,-5699000000
blr,2010,-7575000000
blr,2011,-4014000000
blr,2012,-961200000
blr,2013,-8492300000
blr,2014,-5670700000
blr,2015,-1322200000
blr,2016,-746300000
blr,2017,-366500000
blr,2018,222600000
blr,2019,-554800000
blr,2020,-392000000
blr,2021,1096216463.57
blz,1984,-1800000
blz,1985,-2200000
blz,1986,11100000
blz,1987,7150000
blz,1988,-8500000
blz,1989,-14150000
blz,1990,-12650000
blz,1991,-39035000
blz,1992,-22400000
blz,1993,-47000000
blz,1994,-7331500
blz,1995,5018500
blz,1996,9375000
blz,1997,-26556000
blz,1998,-36958500
blz,1999,-68805936.5225
blz,2000,-153410748.79667
blz,2001,-167327866.82865
blz,2002,-156893402.19318
blz,2003,-211919112.13833
blz,2004,-148612505.60008
blz,2005,-156526221.29553
blz,2006,-24280763.10532
blz,2007,-86827493.61264
blz,2008,-147587630.54603
blz,2009,-69790128.27257
blz,2010,-22724447.77425
blz,2011,-824219.6692
blz,2012,-14572472.33052
blz,2013,-22523200.43804
blz,2014,-82230741.40189
blz,2015,-149962153.1115
blz,2016,-108110692.98811
blz,2017,-140880984.78087
blz,2018,-133421519.04248
blz,2019,-153093983.35838
blz,2020,-98644854.23008
bmu,2006,-1596280000
bmu,2007,-920951312.4469
bmu,2008,469419404.56302
bmu,2009,-312361898.19146
bmu,2010,713991912.07451
bmu,2011,237403159.36613
bmu,2012,828242610.99954
bmu,2013,935057036.46966
bmu,2014,957934963.26145
bmu,2015,759578009.79522
bmu,2016,830561386.72675
bmu,2017,823726077.33833
bmu,2018,900850332.86729
bmu,2019,891579728.72935
bmu,2020,829219277.8823
bol,1976,-110500000
bol,1977,-195800000
bol,1978,-419100000
bol,1979,-399500000
bol,1980,-411600000
bol,1981,-652800000
bol,1982,-133500000
bol,1983,-60800000
bol,1984,-182200000
bol,1985,-97400000
bol,1986,-255500000
bol,1987,-271700000
bol,1988,-201440000
bol,1989,-286500000
bol,1990,-205600000
bol,1991,-208900000
bol,1992,-498200000
bol,1993,-408050000
bol,1994,-379900000
bol,1995,-426200000
bol,1996,-400920000
bol,1997,-787100000
bol,1998,-1056430000
bol,1999,-841800000
bol,2000,-500274228
bol,2001,-476757000
bol,2002,-991396000
bol,2003,-88944572.99697
bol,2004,-282292180.82913
bol,2005,259347558.14543
bol,2006,3025643586.57078
bol,2007,2659690531.55882
bol,2008,2003713486.90322
bol,2009,470520000
bol,2010,64281882.9222
bol,2011,637843887.79244
bol,2012,1175393208.93141
bol,2013,-898105373.25383
bol,2014,767510817.21556
bol,2015,-2832834592.65398
bol,2016,-2259929593.64147
bol,2017,-2620178673.66371
bol,2018,-2755235652.97222
bol,2019,-2766073156.58992
bol,2020,-951052611.49737
bra,1975,-7447000000
bra,1976,-6116000000
bra,1977,-5730000000
bra,1978,-6721000000
bra,1979,-9243000000
bra,1980,-13148000000
bra,1981,-12166000000
bra,1982,-16681000000
bra,1983,-7412000000
bra,1984,445000000
bra,1985,-802000000
bra,1986,-5248000000
bra,1987,-2256000000
bra,1988,3326000000
bra,1989,250000000
bra,1990,-4115000000
bra,1991,-532000000
bra,1992,4757000000
bra,1993,-723000000
bra,1994,-1426000000
bra,1995,-16340000000
bra,1996,-24816000000
bra,1997,-34011648701.6758
bra,1998,-38048635798.2178
bra,1999,-25525404534.5854
bra,2000,-21995634346.3623
bra,2001,-24181218087.348
bra,2002,-8157938702.43314
bra,2003,2966588888.40801
bra,2004,9019980020.20351
bra,2005,13040343627.725
bra,2006,13114704761.1498
bra,2007,-2496349863.07266
bra,2008,-28806267492.96849
bra,2009,-26353965209.8334
bra,2010,-70172321260.96001
bra,2011,-80711555860.00499
bra,2012,-83669344534.42998
bra,2013,-78822658950.82001
bra,2014,-96856111697.455
bra,2015,-56646760540.545
bra,2016,-16092478803.51
bra,2017,-17074977855.65
bra,2018,-52338862796.245
bra,2019,-64356771550.125
bra,2020,-12472555395.045
bra,2021,-35834039425.25
brb,1967,-2357172.75353
brb,1968,11799499.9941
brb,1969,-28405499.9858
brb,1970,-25860499.98707
brb,1971,-6917902.1613
brb,1972,-25089514.37452
brb,1973,-51031365.83634
brb,1974,-2448555.57823
brb,1975,17519235.81382
brb,1976,-44325675
brb,1977,-28568000
brb,1978,-65150
brb,1979,-17218000
brb,1980,-49778500
brb,1981,-157447500
brb,1982,-27776000
brb,1983,-72688000
brb,1984,-5077000
brb,1985,16093500
brb,1986,-78075000
brb,1987,-96473755
brb,1988,59386395.69
brb,1989,-8313408.92
brb,1990,-19851037.795
brb,1991,-76333356.25
brb,1992,185442370
brb,1993,57203561.13
brb,1994,149745915
brb,1995,-18624075.15
brb,1996,222903160.94
brb,1997,-107476544.05
brb,1998,-64017332.23
brb,1999,-15614844.385
brb,2000,27615585.295
brb,2001,-51221180.38
brb,2002,-219933867.305
brb,2003,-39710376.78
brb,2004,-324437154.01155
brb,2005,-501058395.34786
brb,2006,-411787824.62081
brb,2007,-452445275.32625
brb,2008,-252697368.4115
brb,2009,-214311280.81775
brb,2010,-598458775.54652
brb,2011,-248364835.85324
brb,2012,-390542186.2998
brb,2013,-516748311.48672
brb,2014,-835492306.21098
brb,2015,-240362135.85623
brb,2016,-393195198.16773
brn,2001,-252970453.09852
brn,2002,-574940686.54126
brn,2003,650040760.92904
brn,2004,1680709181.27441
brn,2005,55795404.2607
brn,2006,-563865762.86546
brn,2007,-1038979913.62021
brn,2008,-1301381290.83101
brn,2009,-1453759603.64511
brn,2010,4918024062.41431
brn,2011,4653088388.15353
brn,2012,3463854822.74458
brn,2013,2876517257.90036
brn,2014,4308779896.13281
brn,2015,4507885910.16583
brn,2016,6532541656.04182
brn,2017,1170674336.02181
brn,2018,41787202.86634
brn,2019,355415876.00033
brn,2020,-201655625.70938
btn,2006,24882851.04733
btn,2007,57269782.1157
btn,2008,-5640063.22729
btn,2009,51808605.53281
btn,2010,-104281883.17445
btn,2011,-402565439.41374
btn,2012,-455234163.66536
btn,2013,-147998213.79576
btn,2014,-164582208.49957
btn,2015,-347500699.90752
btn,2016,-461753327.99635
btn,2017,-263491456.52773
btn,2018,-302012389.72005
btn,2019,-201954844.93282
btn,2020,-194156922.11158
bwa,1975,-43542481.00164
bwa,1976,-1725000.43323
bwa,1977,2137869.63129
bwa,1978,-51198021.69299
bwa,1979,28466024.85272
bwa,1980,-54295731.67911
bwa,1981,-183689445.14755
bwa,1982,-33797536.91855
bwa,1983,29628256.56674
bwa,1984,16097065.05066
bwa,1985,139968814.07659
bwa,1986,200889323.30461
bwa,1987,650826984.67139
bwa,1988,412613561.01362
bwa,1989,464443188.05491
bwa,1990,228007412.12214
bwa,1991,254655240.92819
bwa,1992,132481721.55139
bwa,1993,444971781.72364
bwa,1994,100162200.18621
bwa,1995,247023430.19159
bwa,1996,475583173.4785
bwa,1997,634839289.31758
bwa,1998,263099283.46285
bwa,1999,626092676.65864
bwa,2000,594368945.67584
bwa,2001,1583204421.00852
bwa,2002,-1857937344.80028
bwa,2003,-1084999797.02606
bwa,2004,321220263.30434
bwa,2005,2808090102.30908
bwa,2006,2410437673.34957
bwa,2007,1752115849.18959
bwa,2008,751988364.54445
bwa,2009,-1770699839.64585
bwa,2010,-741172115.0963
bwa,2011,169161911.60073
bwa,2012,-967278951.47192
bwa,2013,1293114098.16633
bwa,2014,1821936233.91726
bwa,2015,846576542.13121
bwa,2016,666027583.88812
bwa,2017,837153410.53517
bwa,2018,-715910213.00458
bwa,2019,-681727999.47785
bwa,2020,-1069873181.20409
caf,1977,-9475752.89001
caf,1978,-14601880.91984
caf,1979,-26438306.35806
caf,1980,-58420228.95104
caf,1981,-12353340.33549
caf,1982,-40213535.55231
caf,1983,-21975193.82037
caf,1984,-26615911.6237
caf,1985,-52215034.31304
caf,1986,-77312969.15769
caf,1987,-73367571.32585
caf,1988,-32939771.19097
caf,1989,-33635329.34933
caf,1990,-86270798.60593
caf,1991,-63234892.31556
caf,1992,-56877470.16458
caf,1993,-8620250.16086
caf,1994,-29358636.6527
can,1960,-1169308270.70829
can,1961,-983399062.00512
can,1962,-1248480367.91473
can,1963,-801040739.69332
can,1964,-343632388.05137
can,1965,-1855425772.73121
can,1966,-1690565210.45473
can,1967,-1596249690.08017
can,1968,-1521864066.67238
can,1969,-1983705633.15714
can,1970,495066213.6244
can,1971,-2083903163.10841
can,1972,-3578251045.60228
can,1973,-2461599961.89804
can,1974,-4908641799.08441
can,1975,-8269224877.73359
can,1976,-10130059298.2295
can,1977,-7976798587.4202
can,1978,-10198509970.5555
can,1979,-9049865729.83525
can,1980,-5543647251.44852
can,1981,-16394363411.5963
can,1982,-60871529.83503
can,1983,-5280361398.29114
can,1984,-6962915511.21857
can,1985,-9987503991.1535
can,1986,-12541558443.9173
can,1987,-15806310949.8738
can,1988,-14674841571.8786
can,1989,-23612773582.2523
can,1990,-22218306328.34629
can,1991,-22779273609.98
can,1992,-18677476217.579
can,1993,-27579350585.3178
can,1994,-13472515406.2339
can,1995,-1624987430.09123
can,1996,6614464539.31653
can,1997,-10728283198.1669
can,1998,-5584288398.28967
can,1999,6052438077.07164
can,2000,14072868262.7846
can,2001,10894120903.8973
can,2002,9297658222.4329
can,2003,11709118821.0161
can,2004,24837465105.0253
can,2005,20402858858.0835
can,2006,19961657999.2687
can,2007,13369931047.3133
can,2008,-1296189418.65373
can,2009,-42156557251.0118
can,2010,-58300167131.208
can,2011,-49330091116.5819
can,2012,-63904559413.2724
can,2013,-57199991203.5843
can,2014,-43235655128.55849
can,2015,-52308958986.51289
can,2016,-45434032084.3249
can,2017,-44309513773.74249
can,2018,-35945960749.0785
can,2019,-38216371163.8164
can,2020,-28952556392.8199
can,2021,2816305512.88346
che,1977,7568467149.31015
che,1978,13118944091.8551
che,1979,11517238274.8545
che,1980,11687594803.4507
che,1981,6860662938.69753
che,1982,15598872081.023
che,1983,6173952054.52679
che,1984,7316305035.56856
che,1985,8442386935.95157
che,1986,4191967388.16806
che,1987,11236650777.0631
che,1988,12339916626.8024
che,1989,10791387135.7183
che,1990,11198003587.3041
