geo,time,dt_nfl_unai_cd
ven,2008,189999.99762
ven,2009,409999.99642
ven,2010,330000.01311
ven,2011,409999.99642
ven,2012,258832.39508
ven,2013,335186.57088
ven,2014,227352.76818
ven,2015,258406.01325
ven,2016,44868.59962
ven,2017,119999.99732
ven,2018,52715.99814
ven,2019,258952.61765
vnm,2005,340000.00358
vnm,2006,159999.99642
vnm,2007,879999.99523
vnm,2008,540000.02146
vnm,2009,720000.02861
vnm,2010,699999.98808
vnm,2011,860000.01431
vnm,2012,911337.67366
vnm,2013,1003580.45101
vnm,2014,803398.78798
vnm,2015,683911.02552
vnm,2016,681770.68233
vnm,2017,452300.01211
vnm,2018,176258.5938
vnm,2019,555456.45952
wsm,2005,79999.99821
wsm,2007,150000.00596
wsm,2011,70000.0003
yem,2005,79999.99821
yem,2006,100000.00149
yem,2007,159999.99642
yem,2008,129999.99523
yem,2009,109999.9994
yem,2010,250000
yem,2012,232848.30153
yem,2013,216697.91639
yem,2014,135926.84269
yem,2015,151326.99907
yem,2016,133136.60026
yem,2018,13674.99959
zaf,2005,769999.98093
zaf,2006,2670000.07629
zaf,2007,4090000.15259
zaf,2008,479999.98927
zaf,2009,680000.00715
zaf,2010,1490000.00954
zaf,2011,2960000.03815
zaf,2012,3427712.44049
zaf,2013,2652042.62733
zaf,2014,2015597.58186
zaf,2015,1794944.04793
zaf,2016,1738540.76862
zaf,2017,1651100.03948
zaf,2018,300200.99878
zaf,2019,2229376.55449
zmb,2005,779999.97139
zmb,2006,1230000.01907
zmb,2007,2009999.99046
zmb,2008,790000.02146
zmb,2009,870000.00477
zmb,2010,949999.98808
zmb,2011,1370000.00477
zmb,2012,1326626.42002
zmb,2013,1542253.25584
zmb,2014,1288439.15462
zmb,2015,1196109.05647
zmb,2016,1083971.61961
zmb,2017,1030099.98798
zmb,2018,329877.10834
zmb,2019,1234764.09912
zwe,2005,280000.00119
zwe,2006,579999.98331
zwe,2007,970000.02861
zwe,2008,769999.98093
zwe,2009,1110000.01431
zwe,2010,899999.97616
zwe,2011,1340000.03338
zwe,2012,1144013.64326
zwe,2013,1406368.37482
zwe,2014,1476316.92886
zwe,2015,1584727.04887
zwe,2016,1200215.69729
zwe,2017,1040300.01163
zwe,2018,203258.20148
zwe,2019,1303964.01882
