geo,time,sh_dyn_ncom_fe_zs
rwa,2010,20.5
rwa,2011,20.1
rwa,2012,19.8
rwa,2013,19.4
rwa,2014,19.3
rwa,2015,19.2
rwa,2016,19
rwa,2017,18.8
rwa,2018,18.8
rwa,2019,18.7
sau,2000,24.3
sau,2001,24.3
sau,2002,24.2
sau,2003,24.1
sau,2004,23.6
sau,2005,23.8
sau,2006,23.9
sau,2007,23.9
sau,2008,23.8
sau,2009,23.4
sau,2010,23
sau,2011,22.2
sau,2012,21.5
sau,2013,21
sau,2014,20.5
sau,2015,20.1
sau,2016,19.6
sau,2017,19.2
sau,2018,18.8
sau,2019,18.4
sdn,2000,23.9
sdn,2001,23.8
sdn,2002,23.6
sdn,2003,23.2
sdn,2004,22.8
sdn,2005,22.7
sdn,2006,22.6
sdn,2007,22.3
sdn,2008,22.2
sdn,2009,22.1
sdn,2010,21.9
sdn,2011,22.3
sdn,2012,22
sdn,2013,21.9
sdn,2014,21.7
sdn,2015,21.6
sdn,2016,21.6
sdn,2017,21.5
sdn,2018,21.5
sdn,2019,21.4
sen,2000,21.7
sen,2001,22.3
sen,2002,22.1
sen,2003,21.8
sen,2004,21.7
sen,2005,21.5
sen,2006,21.2
sen,2007,20.9
sen,2008,20.9
sen,2009,20.8
sen,2010,20.6
sen,2011,20.6
sen,2012,20.6
sen,2013,20.7
sen,2014,20.8
sen,2015,20.6
sen,2016,20.5
sen,2017,20.2
sen,2018,20
sen,2019,19.9
sgp,2000,12.8
sgp,2001,11.7
sgp,2002,11.5
sgp,2003,10.5
sgp,2004,10.2
sgp,2005,9.5
sgp,2006,9.2
sgp,2007,8.9
sgp,2008,9.2
sgp,2009,8.3
sgp,2010,7.7
sgp,2011,8
sgp,2012,8
sgp,2013,7.4
sgp,2014,7.2
sgp,2015,7.1
sgp,2016,6.9
sgp,2017,7
sgp,2018,6.7
sgp,2019,6.8
slb,2000,27.3
slb,2001,27.1
slb,2002,27.2
slb,2003,28.7
slb,2004,27
slb,2005,27.4
slb,2006,27.2
slb,2007,32.3
slb,2008,34.8
slb,2009,34.9
slb,2010,34.7
slb,2011,35
slb,2012,35
slb,2013,34.8
slb,2014,35
slb,2015,34.8
slb,2016,34.2
slb,2017,34
slb,2018,34.4
slb,2019,33.9
sle,2000,22
sle,2001,22.7
sle,2002,23.3
sle,2003,23.8
sle,2004,23.7
sle,2005,23.9
sle,2006,25
sle,2007,25.4
sle,2008,25.9
sle,2009,26.2
sle,2010,26.5
sle,2011,26.2
sle,2012,26.2
sle,2013,25.6
sle,2014,24.6
sle,2015,24.6
sle,2016,25.1
sle,2017,25
sle,2018,25
sle,2019,24.9
slv,2000,9.7
slv,2001,10.1
slv,2002,9.6
slv,2003,9.9
slv,2004,9.5
slv,2005,9.8
slv,2006,9.7
slv,2007,9.9
slv,2008,9.6
slv,2009,9.8
slv,2010,9.8
slv,2011,9.9
slv,2012,10
slv,2013,10.2
slv,2014,10
slv,2015,8.9
slv,2016,9.3
slv,2017,9.6
slv,2018,9.6
slv,2019,9.6
som,2000,27.5
som,2001,27
som,2002,27.2
som,2003,27.4
som,2004,27.7
som,2005,27.6
som,2006,27.1
som,2007,27.1
som,2008,27.4
som,2009,27.3
som,2010,26.9
som,2011,27
som,2012,27
som,2013,27
som,2014,27.1
som,2015,27.1
som,2016,26.9
som,2017,27
som,2018,26.9
som,2019,26.7
srb,2000,22.7
srb,2001,21.9
srb,2002,21.7
srb,2003,21.5
srb,2004,21.1
srb,2005,20.6
srb,2006,19.9
srb,2007,19.3
srb,2008,18.8
srb,2009,18.3
srb,2010,18.2
srb,2011,16.9
srb,2012,16.7
srb,2013,16.1
srb,2014,16.2
srb,2015,16
srb,2016,15.9
srb,2017,16.4
srb,2018,15.9
srb,2019,15.9
ssd,2000,17.5
ssd,2001,16.9
ssd,2002,16.5
ssd,2003,16.6
ssd,2004,16.6
ssd,2005,16.4
ssd,2006,16.4
ssd,2007,16.3
ssd,2008,16.1
ssd,2009,16
ssd,2010,15.9
ssd,2011,15.7
ssd,2012,16
ssd,2013,15.4
ssd,2014,15.5
ssd,2015,15.7
ssd,2016,15.9
ssd,2017,15.7
ssd,2018,16
ssd,2019,16.1
stp,2000,22.9
stp,2001,23.3
stp,2002,23
stp,2003,19.7
stp,2004,19.8
stp,2005,21.7
stp,2006,21.5
stp,2007,22.3
stp,2008,21.9
stp,2009,21.7
stp,2010,21.5
stp,2011,21
stp,2012,21.3
stp,2013,21
stp,2014,21.1
stp,2015,20.8
stp,2016,20.6
stp,2017,20.7
stp,2018,20.5
stp,2019,20.4
sur,2000,21.1
sur,2001,21.6
sur,2002,21.4
sur,2003,20.7
sur,2004,19.8
sur,2005,18.9
sur,2006,18.1
sur,2007,17.7
sur,2008,17.4
sur,2009,17.2
sur,2010,16.9
sur,2011,16.5
sur,2012,16.3
sur,2013,16.1
sur,2014,16.2
sur,2015,16.5
sur,2016,16.9
sur,2017,17.2
sur,2018,17.7
sur,2019,17.9
svk,2000,16.5
svk,2001,16.2
svk,2002,15.6
svk,2003,15.5
svk,2004,15.2
svk,2005,14.8
svk,2006,14.6
svk,2007,14.5
svk,2008,13.9
svk,2009,13.6
svk,2010,13.2
svk,2011,12.7
svk,2012,12.3
svk,2013,12.3
svk,2014,11.9
svk,2015,11.5
svk,2016,11.2
svk,2017,10.9
svk,2018,10.7
svk,2019,10.4
svn,2000,12
svn,2001,12.3
svn,2002,11.4
svn,2003,11.4
svn,2004,10.9
svn,2005,10.7
svn,2006,9.9
svn,2007,9.7
svn,2008,9.5
svn,2009,9.2
svn,2010,8.9
svn,2011,9
svn,2012,9.3
svn,2013,8.7
svn,2014,8.5
svn,2015,9
svn,2016,8.2
svn,2017,8.8
svn,2018,8.6
svn,2019,8
swe,2000,10.6
swe,2001,10.4
swe,2002,10.3
swe,2003,10
swe,2004,9.8
swe,2005,9.7
swe,2006,9.4
swe,2007,9.2
swe,2008,9.2
swe,2009,8.9
swe,2010,8.6
swe,2011,8.2
swe,2012,8.4
swe,2013,8.3
swe,2014,7.7
swe,2015,7.8
swe,2016,7.6
swe,2017,7.6
swe,2018,7.2
swe,2019,7.1
swz,2000,31.1
swz,2001,33.1
swz,2002,36.1
swz,2003,37.6
swz,2004,39
swz,2005,40.1
swz,2006,40.3
swz,2007,40.5
swz,2008,39.9
swz,2009,38.8
swz,2010,36.9
swz,2011,34.7
swz,2012,33.9
swz,2013,32.5
swz,2014,30.3
swz,2015,28
swz,2016,26.7
swz,2017,25.2
swz,2018,23.7
swz,2019,24.1
syc,2000,17.4
syc,2001,17.3
syc,2002,17.5
syc,2003,17.6
syc,2004,17.4
syc,2005,17
syc,2006,16.8
syc,2007,16.7
syc,2008,16.3
syc,2009,15.5
syc,2010,15.2
syc,2011,15.2
syc,2012,15.2
syc,2013,15.2
syc,2014,15.3
syc,2015,15.3
syc,2016,15.4
syc,2017,15.3
syc,2018,15.2
syc,2019,15.1
syr,2000,23.4
syr,2001,22
syr,2002,21.6
syr,2003,20.4
syr,2004,20.2
syr,2005,19.3
syr,2006,18.9
syr,2007,18.3
syr,2008,18.3
syr,2009,17.9
syr,2010,17.9
syr,2011,17.8
syr,2012,18
syr,2013,18.1
syr,2014,18.2
syr,2015,18.3
syr,2016,18.2
syr,2017,18.4
syr,2018,18.4
syr,2019,18.3
tcd,2000,22.5
tcd,2001,22.7
tcd,2002,22.8
tcd,2003,23.2
tcd,2004,22.8
tcd,2005,22.8
tcd,2006,22.8
tcd,2007,23.3
tcd,2008,23.2
tcd,2009,23.4
tcd,2010,23.7
tcd,2011,23.7
tcd,2012,23.8
tcd,2013,23.7
tcd,2014,23.5
tcd,2015,23.2
tcd,2016,23.1
tcd,2017,23.2
tcd,2018,23
tcd,2019,22.6
tgo,2000,23.6
tgo,2001,23.9
tgo,2002,24.1
tgo,2003,24.2
tgo,2004,24.1
tgo,2005,24.1
tgo,2006,24.2
tgo,2007,24.3
tgo,2008,24.1
tgo,2009,23.9
tgo,2010,23.6
tgo,2011,23.6
tgo,2012,23.4
tgo,2013,23.1
tgo,2014,22.8
tgo,2015,22.6
tgo,2016,22.2
tgo,2017,21.6
tgo,2018,21.3
tgo,2019,21.2
tha,2000,16.8
tha,2001,15.6
tha,2002,15.5
tha,2003,14.9
tha,2004,14.8
tha,2005,14.4
tha,2006,13.9
tha,2007,13.4
tha,2008,13
tha,2009,12.5
tha,2010,12.3
tha,2011,11.8
tha,2012,11.5
tha,2013,11.1
tha,2014,10.9
tha,2015,10.8
tha,2016,10.8
tha,2017,10.6
tha,2018,10.6
tha,2019,10.5
tjk,2000,25.4
tjk,2001,26.1
tjk,2002,26.1
tjk,2003,26.4
tjk,2004,26.2
tjk,2005,26.7
tjk,2006,26.9
tjk,2007,27.2
tjk,2008,26.9
tjk,2009,26.8
tjk,2010,26.8
tjk,2011,26.9
tjk,2012,26.5
tjk,2013,25.9
tjk,2014,25.8
tjk,2015,26
tjk,2016,26.3
tjk,2017,26.1
tjk,2018,25.5
tjk,2019,25.1
tkm,2000,30.1
tkm,2001,29.2
tkm,2002,31.6
tkm,2003,31.6
tkm,2004,32.7
tkm,2005,32.9
tkm,2006,30.8
tkm,2007,31.5
tkm,2008,31.1
tkm,2009,27.8
tkm,2010,26.8
tkm,2011,25
tkm,2012,24.6
tkm,2013,23.8
tkm,2014,23.8
tkm,2015,23.3
tkm,2016,22.7
tkm,2017,22
tkm,2018,22
tkm,2019,22.3
tls,2000,20.2
tls,2001,20.2
tls,2002,19.5
tls,2003,20.1
tls,2004,20.3
tls,2005,19.9
tls,2006,18.7
tls,2007,17.9
tls,2008,17.4
tls,2009,19.9
tls,2010,19.3
tls,2011,19.3
tls,2012,18.4
tls,2013,18.2
tls,2014,18.3
tls,2015,17.6
tls,2016,18
tls,2017,17.7
tls,2018,18.2
tls,2019,18.4
ton,2000,22.3
ton,2001,21.9
ton,2002,21.4
ton,2003,21.1
ton,2004,20.9
ton,2005,20.7
ton,2006,20.4
ton,2007,20.5
ton,2008,20.5
ton,2009,20.6
ton,2010,20.7
ton,2011,20.7
ton,2012,20.7
ton,2013,20.7
ton,2014,20.8
ton,2015,20.7
ton,2016,20.6
ton,2017,20.6
ton,2018,20.4
ton,2019,20.2
tto,2000,25.3
tto,2001,23.6
tto,2002,22.2
tto,2003,22.6
tto,2004,22
tto,2005,20.8
tto,2006,19.9
tto,2007,20.5
tto,2008,19.6
tto,2009,18.5
tto,2010,18.6
tto,2011,17.4
tto,2012,17
tto,2013,16.9
tto,2014,16.4
tto,2015,16
tto,2016,15.6
tto,2017,15.1
tto,2018,14.5
tto,2019,14
tun,2000,15.1
tun,2001,14.9
tun,2002,14.7
tun,2003,14.5
tun,2004,14.3
tun,2005,14.1
tun,2006,14
tun,2007,13.8
tun,2008,13.7
tun,2009,13.5
tun,2010,13.4
tun,2011,13.4
tun,2012,13.2
tun,2013,13.1
tun,2014,12.9
tun,2015,12.8
tun,2016,12.7
tun,2017,12.6
tun,2018,12.5
tun,2019,12.4
tur,2000,15.2
tur,2001,14.6
tur,2002,13.9
tur,2003,13.5
tur,2004,13
tur,2005,12.7
tur,2006,12.5
tur,2007,12.3
tur,2008,12.2
tur,2009,12.5
tur,2010,12.4
tur,2011,12
tur,2012,11.7
tur,2013,11.5
tur,2014,11.5
tur,2015,11.3
tur,2016,11.1
tur,2017,11
tur,2018,10.9
tur,2019,10.8
tza,2000,21
tza,2001,20.1
tza,2002,19.2
tza,2003,18.9
tza,2004,18.5
tza,2005,18.2
tza,2006,18.4
tza,2007,18.9
tza,2008,19.5
tza,2009,19.2
tza,2010,18.7
tza,2011,18.8
tza,2012,18.2
tza,2013,18
tza,2014,17.5
tza,2015,17.3
tza,2016,17.5
tza,2017,17.2
tza,2018,16.9
tza,2019,16.8
uga,2000,25.3
uga,2001,25
uga,2002,24.5
uga,2003,24.1
uga,2004,24.1
uga,2005,24.2
uga,2006,23.5
uga,2007,21.8
uga,2008,20.5
uga,2009,20.2
uga,2010,19.7
uga,2011,19.5
uga,2012,18.7
uga,2013,18.6
uga,2014,18.6
uga,2015,18.5
uga,2016,18.8
uga,2017,18.3
uga,2018,18.2
uga,2019,18.3
ukr,2000,23.9
ukr,2001,23.3
ukr,2002,23.2
ukr,2003,23.3
ukr,2004,23.4
ukr,2005,23.8
ukr,2006,22.7
ukr,2007,22.5
ukr,2008,22.1
ukr,2009,20.6
ukr,2010,19.9
ukr,2011,18.8
ukr,2012,18.5
ukr,2013,17.9
ukr,2014,18
ukr,2015,16.8
ukr,2016,16.6
ukr,2017,16
ukr,2018,16.4
ukr,2019,16
ury,2000,14.1
ury,2001,14.1
ury,2002,13.9
ury,2003,14.1
ury,2004,13.7
ury,2005,13.6
ury,2006,12.9
ury,2007,13.4
ury,2008,13.1
ury,2009,12.4
ury,2010,12.4
ury,2011,12.6
ury,2012,12.2
ury,2013,12.2
ury,2014,12.5
ury,2015,12.9
ury,2016,12.6
ury,2017,12.2
ury,2018,12.8
ury,2019,12.7
usa,2000,14.7
usa,2001,14.3
usa,2002,14.1
usa,2003,13.8
usa,2004,13.3
usa,2005,13.1
usa,2006,12.7
usa,2007,12.4
usa,2008,12.3
usa,2009,12
usa,2010,11.7
usa,2011,11.6
usa,2012,11.5
usa,2013,11.3
usa,2014,11.2
usa,2015,11.2
usa,2016,11.3
usa,2017,11.1
usa,2018,11.1
usa,2019,11.1
uzb,2000,28.5
uzb,2001,27.8
uzb,2002,28.6
uzb,2003,28.3
uzb,2004,27.9
uzb,2005,28.9
uzb,2006,27.1
uzb,2007,26.2
uzb,2008,25.3
uzb,2009,23.8
uzb,2010,23.6
uzb,2011,23.1
uzb,2012,22.8
uzb,2013,22.6
uzb,2014,23.1
uzb,2015,22.2
uzb,2016,22.1
uzb,2017,21.9
uzb,2018,21.6
uzb,2019,21.2
vct,2000,23.4
vct,2001,22.1
vct,2002,21.9
vct,2003,20.7
vct,2004,20.2
vct,2005,19.5
vct,2006,19.3
vct,2007,18.5
vct,2008,17.7
vct,2009,16.9
vct,2010,17.9
vct,2011,18.5
vct,2012,18.8
vct,2013,19.3
vct,2014,19.4
vct,2015,19.4
vct,2016,19.2
vct,2017,19.3
vct,2018,18.4
vct,2019,18.4
ven,2000,14.8
ven,2001,14.5
ven,2002,14.6
ven,2003,14.5
ven,2004,13.8
ven,2005,13.6
ven,2006,13.3
ven,2007,13
ven,2008,13.2
ven,2009,12.9
ven,2010,13
ven,2011,13.3
ven,2012,13.2
ven,2013,12.9
ven,2014,13.4
ven,2015,13.2
ven,2016,13.4
ven,2017,13.3
ven,2018,12.9
ven,2019,12.9
vnm,2000,14.8
vnm,2001,14.6
vnm,2002,14.5
vnm,2003,14.5
vnm,2004,14.5
vnm,2005,14.5
vnm,2006,14.5
vnm,2007,14.7
vnm,2008,14.7
vnm,2009,14.7
vnm,2010,14.6
vnm,2011,14.5
vnm,2012,14.5
vnm,2013,14.4
vnm,2014,14.3
vnm,2015,14.2
vnm,2016,14.1
vnm,2017,14
vnm,2018,13.9
vnm,2019,13.7
vut,2000,33.8
vut,2001,34
vut,2002,33.5
vut,2003,33.2
vut,2004,33.2
vut,2005,33.2
vut,2006,33.7
vut,2007,33.5
vut,2008,33.5
vut,2009,34.2
vut,2010,33.9
vut,2011,33.9
vut,2012,34.2
vut,2013,34
vut,2014,33.7
vut,2015,33.8
vut,2016,33.6
vut,2017,33.5
vut,2018,33.5
vut,2019,33.5
wsm,2000,29.6
wsm,2001,29.6
wsm,2002,29.5
wsm,2003,29.5
wsm,2004,29.4
wsm,2005,29.5
wsm,2006,29.5
wsm,2007,29.6
wsm,2008,29.7
wsm,2009,29.5
wsm,2010,30
wsm,2011,30.2
wsm,2012,30.1
wsm,2013,29.9
wsm,2014,29.9
wsm,2015,29.8
wsm,2016,29.7
wsm,2017,29.5
wsm,2018,29.4
wsm,2019,29.2
yem,2000,27.2
yem,2001,26.9
yem,2002,26.5
yem,2003,26.2
yem,2004,26
yem,2005,25.6
yem,2006,25.4
yem,2007,25.1
yem,2008,25
yem,2009,24.8
yem,2010,24.4
yem,2011,24.3
yem,2012,24.2
yem,2013,24.1
yem,2014,23.9
yem,2015,23.8
yem,2016,24
yem,2017,24.3
yem,2018,24.6
yem,2019,24.8
zaf,2000,27.6
zaf,2001,27.3
zaf,2002,27.7
zaf,2003,28
zaf,2004,27.9
zaf,2005,27.9
zaf,2006,28
zaf,2007,27.7
zaf,2008,27.8
zaf,2009,27.5
zaf,2010,26.9
zaf,2011,25.8
zaf,2012,24.6
zaf,2013,24.2
zaf,2014,24.5
zaf,2015,24.7
zaf,2016,24.5
zaf,2017,23.7
zaf,2018,21.4
zaf,2019,20.4
zmb,2000,30.8
zmb,2001,29.6
zmb,2002,28.6
zmb,2003,27.4
zmb,2004,27.3
zmb,2005,26.6
zmb,2006,26.3
zmb,2007,24.7
zmb,2008,23.7
zmb,2009,23.7
zmb,2010,24.5
zmb,2011,24.7
zmb,2012,24.2
zmb,2013,24.1
zmb,2014,23.6
zmb,2015,22.8
zmb,2016,22.5
zmb,2017,22.3
zmb,2018,21.6
zmb,2019,20.6
zwe,2000,19.8
zwe,2001,20.2
zwe,2002,21.5
zwe,2003,22.7
zwe,2004,24.5
zwe,2005,25.4
zwe,2006,27.5
zwe,2007,29.5
zwe,2008,32
zwe,2009,33.5
zwe,2010,32.7
zwe,2011,31.4
zwe,2012,30.9
zwe,2013,30.8
zwe,2014,30.8
zwe,2015,30.2
zwe,2016,29.5
zwe,2017,28.3
zwe,2018,27.4
zwe,2019,27.1
