geo,time,gc_xpn_intp_cn
fji,2014,264182909.91
fji,2015,290683402.43
fji,2016,265053626
fji,2017,279406310.49
fji,2018,310480392.32
fji,2019,337860175.26
fra,1972,701265479.29209
fra,1973,655530774.12086
fra,1974,899449201.70072
fra,1975,1707428993.059
fra,1976,1768408599.95396
fra,1977,2149531143.04749
fra,1978,2652612899.93094
fra,1979,3308143674.05181
fra,1980,3582551905.07914
fra,1981,6296144411.90505
fra,1982,7439512041.18563
fra,1983,10930594535.9223
fra,1984,12272145887.6115
fra,1985,14238738209.9741
fra,1986,15366860937.531
fra,1987,15351616035.8072
fra,1988,15932294342.4645
fra,1989,18080453444.3569
fra,1990,21266637904.61869
fra,1991,23294209833.8763
fra,1992,27090190363.0878
fra,1993,30261129921.626
fra,1994,33081436740.5181
fra,1995,36502000000
fra,1996,38783000000
fra,1997,40136000000
fra,1998,40807000000
fra,1999,39562000000
fra,2000,40334000000
fra,2001,41966000000
fra,2002,43554000000
fra,2003,42851000000
fra,2004,43938000000
fra,2005,45229000000
fra,2006,44913000000
fra,2007,47768000000
fra,2008,51385000000
fra,2009,45788000000
fra,2010,49030990000
fra,2011,53224000000
fra,2012,52180270000
fra,2013,46806000000
fra,2014,45231000000
fra,2015,42747000000
fra,2016,40551000000
fra,2017,39201000000
fra,2018,39598000000
fra,2019,34463000000
fsm,2008,539227.0498
fsm,2009,548804.50425
fsm,2010,603838.8215
fsm,2011,637396.7226
fsm,2012,563988.8176
fsm,2013,732888.20461
fsm,2014,788313.93895
fsm,2015,788313.93895
fsm,2016,653641.97776
fsm,2017,614428.94061
fsm,2018,590374.44178
fsm,2019,549808.07208
gab,2012,86891450000
gab,2013,151715400000
gab,2014,110848970000
gab,2015,172231688154
gab,2016,193173990000
gab,2017,219006857082.17496
gab,2018,225042871976.01801
gab,2019,224895554786.88297
gbr,1972,1763000000
gbr,1973,2133000000
gbr,1974,2624000000
gbr,1975,3475000000
gbr,1976,4280000000
gbr,1977,4814000000
gbr,1978,5986000000
gbr,1979,7585000000
gbr,1980,9418000000
gbr,1981,10609000000
gbr,1982,10985000000
gbr,1983,11954000000
gbr,1984,13290000000
gbr,1985,14564000000
gbr,1986,15248000000
gbr,1987,17287000000
gbr,1988,17901000000
gbr,1989,18237000000
gbr,1990,18074000000
gbr,1991,16368000000
gbr,1992,16729000000
gbr,1993,18385000000
gbr,1994,21509000000
gbr,1995,25717000000
gbr,1996,27356000000
gbr,1997,29364000000
gbr,1998,30147000000
gbr,1999,26322000000
gbr,2000,26318000000
gbr,2001,23725000000
gbr,2002,21364000000
gbr,2003,22281000000
gbr,2004,23827000000
gbr,2005,26672000000
gbr,2006,28343000000
gbr,2007,32669000000
gbr,2008,33699000000
gbr,2009,28008000000
gbr,2010,45095000000
gbr,2011,51419000000
gbr,2012,48068000000
gbr,2013,49269000000
gbr,2014,48503000000
gbr,2015,43297000000
gbr,2016,47377000000
gbr,2017,54727000000
gbr,2018,51911000000
gbr,2019,46720000000
geo,1995,13000000
geo,1996,57600000
geo,1997,85100000
geo,1998,128100000
geo,1999,150400000
geo,2000,169800000
geo,2001,115000000
geo,2002,146700000
geo,2003,168500000
geo,2004,142400000
geo,2005,120100000
geo,2006,100500000
geo,2007,97400000
geo,2008,119300000
geo,2009,167200000
geo,2010,200700000
geo,2011,282700000
geo,2012,248300000
geo,2013,233000000
geo,2014,244900000
geo,2015,326600000
geo,2016,397700000
geo,2017,476600000
geo,2018,516700000
geo,2019,607000000
geo,2020,766800000
gha,1990,2731800
gha,1991,4282800
gha,1992,6100400
gha,1993,13477800
gha,2001,278724400
gha,2002,299900000
gha,2003,363344760
gha,2004,347238560
gha,2005,354046690
gha,2006,393372580
gha,2007,440007400
gha,2008,679176600
gha,2009,1032323883
gha,2010,1439358886
gha,2011,1611182852
gha,2012,2436153000
gha,2013,4396972800
gha,2014,7080869100
gha,2015,13748481500
gha,2016,11528959491.35
gha,2017,13572121180
gha,2018,15821822180
gha,2019,19769256893.91
gin,1989,16667000000
gin,1990,27774000000
gin,1991,40218000000
gin,1992,35106000000
gmb,1990,91720000
gnb,2017,5204435838.96883
gnb,2019,8240988574.07677
gnq,2006,813000000
gnq,2007,727000000
gnq,2008,1597000000
gnq,2009,449000000
gnq,2010,18487000000
gnq,2011,26468451000
gnq,2012,31436732715.0126
gnq,2013,36814634659.0173
gnq,2014,47496357109.1212
gnq,2015,30364713574.6
gnq,2016,49460145017.5817
gnq,2017,28869817000
gnq,2018,44548780889.9023
gnq,2019,54269283382.2806
grc,1972,13793103.44828
grc,1973,15994130.59428
grc,1974,22890682.31842
grc,1975,28495964.78357
grc,1976,40645634.62949
grc,1977,43697725.60528
grc,1978,56551724.13793
grc,1979,91181217.90169
grc,1980,137138664.7102
grc,1981,185033015.40719
grc,1982,152252384.44607
grc,1983,252795304.47542
grc,1984,524167278.0631
grc,1985,737314746.88188
grc,1986,1005311812.17902
grc,1987,1315069699.19296
grc,1988,1736199559.79457
grc,1989,2117182685.25312
grc,1990,4019075568.59868
grc,1997,9722000000
grc,1998,9783000000
grc,1999,10243000000
grc,2000,9613000000
grc,2001,9585000000
grc,2002,9323000000
grc,2003,9038000000
grc,2004,9477000000
grc,2005,9613000000
grc,2006,9936000000
grc,2007,10808000000
grc,2008,12041000000
grc,2009,12362000000
grc,2010,13714000000
grc,2011,15533000000
grc,2012,10063000000
grc,2013,7545000000
grc,2014,7301000000
grc,2015,6542000000
grc,2016,5909000000
grc,2017,5849000000
grc,2018,6349000000
grc,2019,5754000000
gtm,1990,388880000
gtm,1991,752600000
gtm,1992,529920000
gtm,1993,578820000
gtm,1994,664660000
gtm,1995,799140000
gtm,1996,975500000
gtm,1997,728280000
gtm,1998,1263920000
gtm,1999,1528610000
gtm,2000,1672730000
gtm,2001,2111170000
gtm,2002,2191490000
gtm,2003,2207420000
gtm,2004,2547120000
gtm,2005,2868680000
gtm,2006,3128200000
gtm,2007,3831300000
gtm,2008,3961800000
gtm,2009,4295376770.07
gtm,2010,4832235158.1
gtm,2011,5349720170.78
gtm,2012,5894731859.86
gtm,2013,6442650568
gtm,2014,6572011165.57
gtm,2015,7598718446.88
gtm,2016,7706560934.53
gtm,2017,7981433571.56
gtm,2018,8460065991.6
gtm,2019,9661344623.01
hnd,1972,12800000
hnd,1973,14400000
hnd,1974,14800000
hnd,1975,15200000
hnd,1976,16800000
hnd,2003,2053100000
hnd,2004,2183900000
hnd,2005,2271100000
hnd,2006,1803140000
hnd,2007,1433500000
hnd,2008,1625500000
hnd,2009,1774850000
hnd,2010,2554600000
hnd,2011,4066207268
hnd,2012,5538930000
hnd,2013,7777241753
hnd,2014,7568711082
hnd,2015,8268835734.05
hrv,1991,600000
hrv,1992,64290000
hrv,1993,381860000
hrv,1994,1137010000
hrv,2001,4313021000
hrv,2002,3417538000
hrv,2003,3810879000
hrv,2004,4363255000
hrv,2005,4735977000
hrv,2006,4773949000
hrv,2007,5248148000
hrv,2008,6039965000
hrv,2009,7162969000
hrv,2010,7702316000
hrv,2011,8741223000
hrv,2012,9985153000
hrv,2013,10199680000
hrv,2014,11230138000
hrv,2015,11523862000
hrv,2016,10696334000
hrv,2017,9662453000
hrv,2018,8787048000
hrv,2019,8800261000
hun,1981,13300000000
hun,1982,14200000000
hun,1983,8600000000
hun,1984,12700000000
hun,1985,11100000000
hun,1986,22700000000
hun,1987,24600000000
hun,1988,41000000000
hun,1989,54400000000
hun,1990,62900000000
hun,1991,89900000000
hun,1992,158300000000
hun,1993,158900000000
hun,1994,289300000000
hun,1995,502328000000
hun,1996,643331000000
hun,1997,752915000000
hun,1998,745854000000
hun,1999,788468000000
hun,2000,711302000000
hun,2001,717301000000
hun,2002,688761000000
hun,2003,762016000000
hun,2004,895795000000
hun,2005,906290000000
hun,2006,927048000000
hun,2007,1010327000000
hun,2008,1066215000000
hun,2009,1155964000000
hun,2010,1097468000000
hun,2011,1137276000000
hun,2012,1272930000000
hun,2013,1350645000000
hun,2014,1316810420000
hun,2015,1215763989000
hun,2016,1144251253000
hun,2017,1070110667000
hun,2018,1047568000000
hun,2019,1094864000000
idn,1972,17000000000
idn,1973,29000000000
idn,1974,35000000000
idn,1975,39000000000
idn,1976,91000000000
idn,1977,123000000000
idn,1978,238000000000
idn,1979,418000000000
idn,1980,401000000000
idn,1981,464000000000
idn,1982,680000000000
idn,1983,1195000000000
idn,1984,1492000000000
idn,1985,1619000000000
idn,1986,2525000000000
idn,1987,3435000000000
idn,1988,4403000000000
idn,1989,4819000000000
idn,1990,5031000000000
idn,1991,4562000000000
idn,1992,5385700000000
idn,1993,6344000000000
idn,1994,7565000000000
idn,1995,7130000000000
idn,1996,6426000000000
idn,1997,10817600000000
idn,1998,31264000000000
idn,1999,42910000000000
idn,2002,81121600000000
idn,2003,65350600000000
idn,2004,62485700000000
idn,2008,88352300000000
idn,2009,93781900000000
idn,2010,88381000000000
idn,2011,93260300000000
idn,2012,100516000000000
idn,2013,113033000000000
idn,2014,133132268135776
idn,2015,155885608310931
idn,2016,182728457494927
idn,2017,216484265321345
idn,2018,257949240641279
idn,2019,275137275410219
ind,1974,7840000000
ind,1975,9620000000
ind,1976,11950000000
ind,1977,13400000000
ind,1978,16720000000
ind,1979,18900000000
ind,1980,22540000000
ind,1981,27630000000
ind,1982,35160000000
ind,1983,44500000000
ind,1984,56460000000
ind,1985,70900000000
ind,1986,86480000000
ind,1987,107020000000
ind,1988,133470000000
ind,1989,165250000000
ind,1990,199480000000
ind,1991,249550000000
ind,1992,290550000000
ind,1993,344900000000
ind,1994,414550000000
ind,1995,471280000000
ind,1996,552650000000
ind,1997,612180000000
ind,1998,732280000000
ind,1999,868750000000
ind,2000,977690000000
ind,2001,1053520000000
ind,2002,1148030000000
ind,2003,1201330000000
ind,2004,1236590000000
ind,2005,1288690000000
ind,2006,1459140000000
ind,2007,1659450000000
ind,2008,1874640000000
ind,2009,2078370000000
ind,2010,2303510000000
ind,2011,2303510000000
ind,2012,3128080000000
ind,2013,3642440000000
ind,2014,3919346200000
ind,2015,4315100000000
ind,2016,4791960000000
ind,2017,5292460000000
ind,2018,5741910000000
irl,1972,99039570.11748
irl,1973,121894855.5292
irl,1974,142210664.78407
irl,1975,206967306.78396
irl,1976,293309496.11714
irl,1977,375842471.21504
irl,1978,485039945.95995
irl,1979,601855849.17543
irl,1980,763112585.13594
irl,1981,1050073390.86093
irl,1982,1502100146.78172
irl,1983,1712876667.80097
irl,1984,1927462403.0555
irl,1985,2289337755.40781
irl,1986,2280449588.85881
irl,1987,2399804968.23115
irl,1988,2444245800.97617
irl,1989,2458212919.8389
irl,1990,2840404081.44608
irl,1991,2853101462.23037
irl,1992,2815009319.8775
irl,1993,2848022509.91665
irl,1994,2797232986.77949
irl,1995,2785404000
irl,1996,2621608000
irl,1997,2537556000
irl,1998,2660097000
irl,1999,2164266000
irl,2000,2071381000
irl,2001,1714541000
irl,2002,1741767000
irl,2003,1728150000
irl,2004,1676534000
irl,2005,1714118000
irl,2006,1820564000
irl,2007,1969524000
irl,2008,2385091000
irl,2009,3393815000
irl,2010,4725363000
irl,2011,5746071000
irl,2012,7275451000
irl,2013,7737762000
irl,2014,7574299000
irl,2015,6922350000
irl,2016,6255561000
irl,2017,5935777000
irl,2018,5312441000
irl,2019,4451791000
irn,1972,15100000000
irn,1973,19300000000
irn,1974,28300000000
irn,1975,33200000000
irn,1976,27000000000
irn,1977,38300000000
irn,1978,9300000000
irn,1979,37000000000
irn,1980,35300000000
irn,1981,20900000000
irn,1982,16700000000
irn,1983,10500000000
irn,1984,6300000000
irn,1985,9600000000
irn,1986,4600000000
irn,1987,4100000000
irn,1988,4600000000
irn,1989,3100000000
irn,1990,3000000000
irn,1991,3000000000
irn,1992,3000000000
irn,1993,15000000000
irn,1994,19000000000
irn,1995,7000000000
irn,1996,12000000000
irn,1997,87000000000
irn,1998,465000000000
irn,1999,58000000
irn,2000,75000000
irn,2001,115000000
irn,2002,1744200000000
irn,2003,2220300000000
irn,2004,2752100000000
irn,2005,4263604000000
irn,2006,5452400000000
irn,2007,7736500000000
irn,2008,7974100000000
irn,2009,5896700000000
irq,2014,711542000000
irq,2015,655702087224.974
irq,2016,1402474153180.19995
irq,2017,2289463033334.02002
irq,2018,5525317286638.32031
irq,2019,6219364694.52
isl,1972,5600000
isl,1973,9800000
isl,1974,15600000
isl,1975,39500000
isl,1976,42400000
isl,1977,65000000
isl,1978,130200000
isl,1979,209600000
isl,1980,242700000
isl,1981,423800000
isl,1982,779000000
isl,1983,1638100000
isl,1984,2425400000
isl,1985,3597700000
isl,1986,4516700000
isl,1987,4340000000
isl,1988,7133000000
isl,1989,9644000000
isl,1990,11370000000
isl,1991,12962000000
isl,1992,12875000000
isl,1993,13678300000
isl,1994,14795000000
isl,1995,16499000000
isl,1996,15812000000
isl,1997,15606400000
isl,1998,18832600000
isl,1999,20155100000
isl,2000,19665400000
isl,2001,21710939536.4436
isl,2002,19969689450.7366
isl,2003,18869011953.7424
isl,2004,18505689001.9954
isl,2005,53881084774.5794
isl,2006,70014051732.7892
isl,2007,82655641737.444
isl,2008,177872355456.69
isl,2009,192709609528.30896
isl,2010,131763530362.325
isl,2011,149708959224.547
isl,2012,159205640834.38901
isl,2013,154665720889.13
isl,2014,136608963675.836
isl,2015,149903280168.65201
isl,2016,142736735788.63199
isl,2017,141726127287.68301
isl,2018,130963604819.821
isl,2019,121159822624.707
isr,1972,200000
isr,1973,200000
isr,1974,400000
isr,1975,400000
isr,1976,600000
isr,1977,1700000
isr,1978,2200000
isr,1979,3400000
isr,1980,8800000
isr,1981,33400000
isr,1982,82700000
isr,1983,408300000
isr,1984,1834500000
isr,1985,4952800000
isr,1986,6669800000
isr,1987,8584800000
isr,1988,7032300000
isr,1989,8422500000
isr,1990,9620300000
isr,1991,8927000000
isr,1992,11689000000
isr,1993,13168000000
isr,1994,14648000000
isr,1995,16962000000
isr,1996,18753000000
isr,1997,19576000000
isr,1998,22799000000
isr,1999,22956000000
isr,2000,29265000000
isr,2001,31331384560.7025
isr,2002,49081935445.8523
isr,2003,29838076917.4638
isr,2004,33416392326.2747
isr,2005,36477236046.9726
isr,2006,34414705920
isr,2007,35510198627.84
isr,2008,41551491924.928
isr,2009,40746204367.0593
isr,2010,35277430599.62
isr,2011,37544416026.3094
isr,2012,35296081317.0836
isr,2013,36639426278.7611
isr,2014,26786722924.9552
isr,2015,24115517388.5674
isr,2016,25741876241.194
isr,2017,27576497174.9193
isr,2018,31765609001.7988
isr,2019,30575135337.1556
ita,1973,919809737.27838
ita,1974,1355699360.1099
ita,1975,2171701260.67129
ita,1976,3233536645.19928
ita,1977,4202409787.89115
ita,1978,4684780531.64073
ita,1979,5905684641.08828
ita,1980,8652718887.34526
ita,1985,29403440635.86169
ita,1986,37832533685.9012
ita,1987,37550548218.9984
ita,1988,44954474324.3453
ita,1989,53934110428.8142
ita,1990,66398797688.3389
ita,1991,74575343314.72369
ita,1992,88497471943.479
ita,1993,95798623125.90701
ita,1994,93767914598.68719
ita,1995,107744000000
ita,1996,112642000000
ita,1997,97769000000
ita,1998,87920000000
ita,1999,73920000000
ita,2000,74450000000
ita,2001,77078000000
ita,2002,71697000000
ita,2003,67403000000
ita,2004,64681000000
ita,2005,65078000000
ita,2006,66003000000
ita,2007,72158000000
ita,2008,75678000000
ita,2009,66113000000
ita,2010,66147000000
ita,2011,73184000000
ita,2012,80642000000
ita,2013,75139000000
ita,2014,72082000000
ita,2015,66404000000
ita,2016,64877000000
ita,2017,63913000000
ita,2018,63459000000
ita,2019,59461000000
jam,1988,1885400000
jam,1989,2344600000
jam,1990,2926000000
jam,1991,4140600000
jam,1992,6872900000
jam,1993,9876200000
jam,1994,15015080165
jam,1995,17971129167
jam,1996,27280386380.4
jam,1997,24563740023
jam,1998,34588975521.105
jam,1999,41783981513.1043
jam,2000,42920301100
jam,2001,51010378500
jam,2002,62120550000
jam,2003,88169574000
jam,2004,92784164000
jam,2005,88295660000
jam,2006,97817876000
jam,2007,101723408000
jam,2008,125305200759.67
jam,2009,188715629540.32999
jam,2010,128354653000
jam,2011,120635009800
jam,2012,126937670821
jam,2013,109919523526
jam,2014,124512684706
jam,2015,125679549640
jam,2016,139356191524.10001
jam,2017,135181000000
jam,2018,129188116996.78999
jam,2019,131487329703.31
jor,1990,175330000
jor,1991,180140000
jor,1992,155780000
jor,1993,121970000
jor,1994,109400000
jor,1995,132700000
jor,1996,153400000
jor,1997,200860000
jor,1998,188670000
jor,1999,194900000
jor,2000,209090000
jor,2001,209260000
jor,2002,176650000
jor,2003,170730000
jor,2004,161100000
jor,2005,207100000
jor,2006,265980000
jor,2007,320900000
jor,2008,377800000
jor,2009,392200000
jor,2010,397500000
jor,2011,429500000
jor,2012,583000000
jor,2013,736500000
jor,2014,926000000
jor,2015,915000000
jor,2016,835200000
jor,2017,856100000
jor,2018,1004300000
jor,2019,1113300000
kaz,1997,9299000000
kaz,1998,13725000000
kaz,1999,21412000000
kaz,2000,35058443000
kaz,2001,37112417000
kaz,2002,38346510000
kaz,2003,34338034000
kaz,2004,34121377000
kaz,2010,84841311729.3125
kaz,2011,111450468079.89101
kaz,2012,115063325858.94901
kaz,2013,154928371557.10001
kaz,2014,201557799235.10999
kaz,2015,257952423248.89999
kaz,2016,523210608957.79999
kaz,2017,410640331308.56
kaz,2018,585263948362.56006
kaz,2019,677267095895.62
ken,2014,132288230089.47
ken,2015,167998298811.91
ken,2016,218165865080.98999
ken,2017,237580168006
ken,2018,325776760000
ken,2019,377098281503
kgz,2014,3064763000
kgz,2015,4097000000
kgz,2016,5125600000
kgz,2017,4610750000
kgz,2018,5826300000
kgz,2019,5642400000
khm,2002,27625155271
khm,2003,34056995994
khm,2004,48598839627
khm,2005,55233907575
khm,2006,49979049282
khm,2007,69721000000
khm,2008,76061796608
khm,2009,86311495699
khm,2010,109295686002
khm,2011,139232560331
khm,2012,168363600000
khm,2013,204277500000
khm,2014,228280009050
khm,2015,222839137950
khm,2016,291394999587
khm,2017,288323082941
khm,2018,338017600000
khm,2019,366559100000
kir,2011,3875441.58
kir,2012,6428618.2
kir,2013,1837633.08
kir,2014,174691.6051
kir,2015,166484.74
kir,2016,150000
kir,2017,303659.56
kir,2018,633366.52
kir,2019,2281896.3184
kna,1990,12620000
kna,1991,13970000
kna,1992,14080000
kna,1993,13180000
kna,1994,12260000
kna,2000,42600000
kna,2001,52400000
kna,2002,26080000
kna,2003,27842000
kna,2004,27562000
kna,2005,38035834
kna,2006,43211572
kna,2007,45271865
kna,2008,128296807.3
kna,2009,123159451.08
kna,2010,131030000
kna,2011,125750000
kna,2012,116650000
kna,2013,81050000
kna,2014,77940000
kna,2015,47330000
kna,2016,180050000
kna,2017,40820000
kor,1972,17000000000
kor,1973,21000000000
kor,1974,31000000000
kor,1975,49000000000
kor,1976,94000000000
kor,1977,132000000000
kor,1978,190000000000
kor,1979,285000000000
kor,1980,434000000000
kor,1981,567000000000
kor,1982,652000000000
kor,1983,687000000000
kor,1984,857000000000
kor,1985,993000000000
kor,1986,1134000000000
kor,1987,1134000000000
kor,1988,1158000000000
kor,1989,814000000000
kor,1990,1262000000000
kor,1991,1245000000000
kor,1992,1495000000000
kor,1993,1204000000000
kor,1994,1830000000000
kor,1995,1943000000000
kor,1996,1964000000000
kor,1997,2258000000000
kor,1998,3398650000000
kor,1999,5883834000000
kor,2000,6888293000000
kor,2001,7197713000000
kor,2002,6845839000000
kor,2003,6597578000000
kor,2004,8710042000000
kor,2005,10094100000000
kor,2006,12150100000000
kor,2007,13443750000000
kor,2008,14355939000000
kor,2009,11519009828260
kor,2010,13386577000000
kor,2011,14566086000000
kor,2012,20161700000000
kor,2013,20294100000000
kor,2014,20942433177887
kor,2015,20761012461333
kor,2016,19643443592065
kor,2017,19413675193949
kor,2018,19220399348078.5
kor,2019,19920458462919
kwt,1972,0
kwt,1973,0
kwt,1974,0
kwt,1977,0
kwt,1978,0
kwt,1979,0
kwt,1980,0
kwt,1981,0
kwt,1982,0
kwt,1983,0
kwt,1984,0
kwt,1985,0
kwt,1986,0
kwt,1987,0
kwt,1988,0
kwt,1989,0
kwt,1990,0
kwt,1991,0
kwt,1992,0
kwt,1993,323000000
kwt,1994,417000000
kwt,1995,178000000
kwt,1996,200000000
kwt,1997,151000000
kwt,1998,134000000
kwt,2001,61000000
kwt,2002,31000000
kwt,2003,18000000
kwt,2004,13000000
kwt,2005,13000000
kwt,2006,13000000
lbn,1997,3482000000000
lbn,1998,3352460000000
lbn,1999,3624000000000
lbn,2000,3983900000000
lbn,2001,4091200000000
lbn,2002,4366100000000
lbn,2003,4942000000000
lbn,2004,3922100000000
lbn,2005,3408703000000
lbn,2006,4334468000000
lbn,2007,4694550000000
lbn,2008,4957351000000
lbn,2009,5784054000000
lbn,2010,5893300000000
lbn,2011,5654800000000
lbn,2012,5457160000000
lbn,2013,5713770000000
lbn,2014,6314257000000
lbn,2015,6721763000000
lbn,2016,7185336000000
lbn,2017,7521078000000
lbn,2018,8156038000000
lbn,2019,8067791000000
lca,2000,27806000
lca,2001,40775000
lca,2002,43762000
lca,2003,51323000
lca,2004,61893945
lca,2005,70000000
lca,2006,79129973
lca,2007,81071228
lca,2008,78394041
lca,2009,89846982
lca,2010,92823272
lca,2011,100183655
lca,2012,123178292
lca,2013,134809072
lca,2014,146613494
lca,2015,148740000
lca,2016,149290000
lca,2017,152700000
lka,1990,20668000000
lka,1991,22073000000
lka,1992,25940000000
lka,1993,28926000000
lka,1994,38031000000
lka,1995,38225000000
lka,1996,48923000000
lka,1997,55246000000
lka,1998,54898000000
lka,1999,62123000000
lka,2000,71200000000
lka,2001,94307000000
lka,2002,116515000000
lka,2003,125126000000
lka,2004,119782000000
lka,2005,120159000000
lka,2006,150777000000
lka,2007,182681000000
lka,2008,212475000000
lka,2009,309676000000
lka,2010,352591000000
lka,2011,356896000000
lka,2012,408498000000
lka,2013,444007000000
lka,2014,436395059511.81
lka,2015,509674355466.84003
lka,2016,610894570878.70996
lka,2017,735565676710.92004
lka,2018,852190046486.55005
lka,2019,901352260391.76001
lso,1982,16100000
lso,1983,19624000
lso,1984,18084000
lso,1985,20791000
lso,1986,5887000
lso,1987,29807000
lso,1988,43311000
lso,1989,97492000
lso,1991,64550295
lso,1992,67318052
lso,1993,62015619
lso,1994,64800986
lso,1995,84971021
lso,1996,29057497
lso,1997,53480263
lso,1998,133042322
lso,1999,92524510
lso,2000,162418702
lso,2001,147310816
lso,2002,214072320
lso,2003,224900000
lso,2004,156300000
lso,2005,117900000
lso,2006,313213484.05
lso,2007,306190205.81
lso,2008,118949866.63
lso,2009,126454568.69
lso,2010,94175586.77
lso,2011,138959724.84
lso,2012,164285399.04464
lso,2013,189793003.75
lso,2014,174813000
lso,2015,267100000
lso,2016,246922450.078
lso,2017,329100000
lso,2018,448627000
lso,2019,502100866.08
ltu,1991,0
ltu,1993,115848.00741
ltu,1994,5329008.34106
ltu,2004,171204000
ltu,2005,164490000
ltu,2006,168081000
ltu,2007,188164000
ltu,2008,197082000
ltu,2009,318455000
ltu,2010,509655000
ltu,2011,570878000
ltu,2012,674480000
ltu,2013,643250000
ltu,2014,646383000
ltu,2015,639830000
ltu,2016,599941000
ltu,2017,555108000
ltu,2018,488429000
ltu,2019,491359000
lux,1972,16484919.39742
lux,1973,17600440.2589
lux,1974,17798755.07872
lux,1975,17773965.72624
lux,1976,19831481.98186
lux,1977,23054097.80391
lux,1978,26698132.61808
lux,1979,28879595.63608
lux,1980,30218220.66986
lux,1981,33465625.84439
lux,1982,18195384.71836
lux,1983,20971792.19582
lux,1984,27813653.47956
lux,1985,33589572.60677
lux,1986,34680304.11578
lux,1987,39861278.78354
lux,1988,31804739.22841
lux,1989,27342655.78249
lux,1990,20128954.21159
lux,1991,15493345.29833
lux,1992,11378312.78709
lux,1993,21269264.42554
lux,1994,21368421.83545
lux,1995,65370000
lux,1996,55648000
lux,1997,52819000
lux,1998,61258000
lux,1999,52438000
lux,2000,48503000
lux,2001,51739000
lux,2002,51799000
lux,2003,46835000
lux,2004,39591000
lux,2005,42642000
lux,2006,54627000
lux,2007,77901000
lux,2008,116806000
lux,2009,126382000
lux,2010,155947000
lux,2011,195853000
lux,2012,221953000
lux,2013,254451000
lux,2014,206921000
lux,2015,182156000
lux,2016,173450000
lux,2017,182405000
lux,2018,178191000
lux,2019,186745000
lva,1994,12407442.18872
lva,1995,59999658.51077
lva,1996,84029117.64873
lva,1997,59571374.09577
lva,1998,58360510.18492
lva,1999,56981747.40041
lva,2000,91376827.67884
lva,2001,85329622.48365
lva,2002,89337852.3742
lva,2003,93932305.45074
lva,2004,105476064.4504
lva,2005,97083966.51129
lva,2006,105836051.01849
lva,2007,119844223.99417
lva,2008,163957518.73922
lva,2009,345073448.64287
lva,2010,422450640.57689
lva,2011,483531681.66374
lva,2012,502968110.59698
lva,2013,472975395.70065
lva,2014,479423850.74644
lva,2015,456329218.38806
lva,2016,398476673.43954
lva,2017,375983915.85705
lva,2018,318713325.47908
lva,2019,308979459.42254
mac,1996,3960000
mac,1997,190000
mac,1998,1130000
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mar,1990,9905000000
mar,1991,12272000000
mar,1992,12814000000
mar,1993,14853000000
mar,1994,15960000000
mar,1995,16573000000
mar,1997,16667000000
mar,1998,16680000000
mar,1999,16904000000
mar,2002,17222730000
mar,2003,17351000000
mar,2004,17586000000
mar,2005,17441000000
mar,2006,18570000000
mar,2007,19236000000
mar,2008,18231000000
mar,2009,17474000000
mar,2010,17566000000
mar,2011,18234000000
mar,2012,20097200000
mar,2013,22502400000
mar,2014,24783500000
mar,2015,27289400000
mar,2016,27100100000
mar,2017,27077800000
mar,2018,27281400000
mar,2019,29474000000
mda,1995,262590000
mda,1996,199400000
mda,1997,379000000
mda,1998,427200000
mda,1999,878800000
mda,2000,1020700000
mda,2001,797200000
mda,2002,486300000
mda,2003,579500000
mda,2004,772700000
mda,2005,470500000
mda,2006,428600000
mda,2007,609800000
mda,2008,721600000
mda,2009,834200000
mda,2010,547600000
mda,2011,662400000
mda,2012,666400000
mda,2013,492600000
mda,2014,591800000
mda,2015,1043300000
mda,2016,1747200000
mda,2017,1929000000
mda,2018,1504800000
mda,2019,1619562000
mdg,1990,13900000000
mdg,1991,19880000000
mdg,1992,38340000000
mdg,1993,51680000000
mdg,1994,98360000000
mdg,1995,137580000000
mdg,2003,113157800000
mdg,2004,239475800000
mdg,2005,266600000000
mdg,2006,284800000000
mdg,2007,155668000000
mdg,2008,127300000000
mdg,2009,128492000000
mdg,2010,147902000000
mdg,2011,143248000000
mdg,2012,144015000000
mdg,2013,123961000000
mdg,2014,142383000000
mdg,2015,230920000000
mdg,2016,278090742606.14801
mdg,2017,285467461037.61298
mdg,2018,353117537572.034
mdg,2019,355997157518.24402
mdv,1979,300000
mdv,1980,600000
mdv,1981,3100000
mdv,1982,5600000
mdv,1983,5700000
mdv,1984,6100000
mdv,1985,9300000
mdv,1986,10200000
mdv,1987,16100000
mdv,1988,15300000
mdv,1989,8600000
mdv,1990,12500000
mdv,1991,21500000
mdv,1992,21500000
mdv,1993,31000000
mdv,1994,56100000
mdv,1995,76500000
mdv,1996,81000000
mdv,1997,87100000
mdv,1998,81600000
mdv,1999,98700000
mdv,2000,106400000
mdv,2001,116500000
mdv,2002,136500000
mdv,2003,135200000
mdv,2004,138600000
mdv,2005,154900000
mdv,2006,198800000
mdv,2007,234300000
mdv,2008,280000000
