geo,time,dt_dod_mibr_cd
jam,2020,945400000
jor,1978,0
jor,1979,3722000
jor,1980,25978000
jor,1981,45132000
jor,1982,55740000
jor,1983,82915000
jor,1984,85469000
jor,1985,167500000
jor,1986,281473000
jor,1987,427271000
jor,1988,414294000
jor,1989,411785000
jor,1990,516062000
jor,1991,511333000
jor,1992,569305000
jor,1993,592443000
jor,1994,635046000
jor,1995,736140000
jor,1996,776586000
jor,1997,749105000
jor,1998,744989000
jor,1999,835135000
jor,2000,798437000
jor,2001,886371000
jor,2002,1019656000
jor,2003,1016989000
jor,2004,971136000
jor,2005,925397000
jor,2006,897364000
jor,2007,868330000
jor,2008,835334000
jor,2009,1074368000
jor,2010,1008289000
jor,2011,926744000
jor,2012,1091857000
jor,2013,1119922000
jor,2014,1372512000
jor,2015,1529979000
jor,2016,1791506000
jor,2017,1804523000
jor,2018,2167574000
jor,2019,2884131000
jor,2020,3195565000
kaz,1993,0
kaz,1994,186772000
kaz,1995,295244000
kaz,1996,489653000
kaz,1997,647613000
kaz,1998,899393000
kaz,1999,1082146000
kaz,2000,1056836000
kaz,2001,1070169000
kaz,2002,1177821000
kaz,2003,1265026000
kaz,2004,1274897000
kaz,2005,599318000
kaz,2006,501840000
kaz,2007,426690000
kaz,2008,463042000
kaz,2009,546879000
kaz,2010,1829914000
kaz,2011,2307600000
kaz,2012,2640643000
kaz,2013,3096616000
kaz,2014,3428914000
kaz,2015,3261017000
kaz,2016,4313483000
kaz,2017,4184924000
kaz,2018,3977324000
kaz,2019,3801644000
kaz,2020,3615097000
ken,1970,5471000
ken,1971,11941000
ken,1972,32590000
ken,1973,49774000
ken,1974,62247000
ken,1975,105960000
ken,1976,169511000
ken,1977,201755000
ken,1978,240337000
ken,1979,273693000
ken,1980,308255000
ken,1981,351379000
ken,1982,423577000
ken,1983,506354000
ken,1984,582948000
ken,1985,750865000
ken,1986,931183000
ken,1987,1128299000
ken,1988,973045000
ken,1989,889011000
ken,1990,871482000
ken,1991,783086000
ken,1992,656246000
ken,1993,566289000
ken,1994,501277000
ken,1995,435115000
ken,1996,312445000
ken,1997,213218000
ken,1998,154375000
ken,1999,90768000
ken,2000,47399000
ken,2001,23458000
ken,2002,12834000
ken,2003,5876000
ken,2004,1114000
ken,2005,4000
ken,2006,0
ken,2019,0
ken,2020,296154000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,165000
kna,1993,168000
kna,1994,781000
kna,1995,1111000
kna,1996,1033000
kna,1997,872000
kna,1998,758000
kna,1999,3598000
kna,2000,4512000
kna,2001,6587000
kna,2002,8675000
kna,2003,11889000
kna,2004,13196000
kna,2005,13022000
kna,2006,13175000
kna,2007,13338000
kna,2008,13208000
kna,2009,12367000
kna,2010,9820000
kos,2009,358529325
kos,2010,318968000
kos,2011,292826000
kos,2012,283437000
kos,2013,280375000
kos,2014,233784000
kos,2015,197126000
kos,2016,179145000
kos,2017,189774000
kos,2018,168321000
kos,2019,152299000
kos,2020,152584000
lbn,1970,18327000
lbn,1971,16856000
lbn,1972,15315000
lbn,1973,13700000
lbn,1974,12006000
lbn,1975,15623000
lbn,1976,13764000
lbn,1977,11817000
lbn,1978,12555000
lbn,1979,22177000
lbn,1980,26665000
lbn,1981,33306000
lbn,1982,35753000
lbn,1983,40743000
lbn,1984,29189000
lbn,1985,35954000
lbn,1986,41242000
lbn,1987,48614000
lbn,1988,38032000
lbn,1989,36613000
lbn,1990,33649000
lbn,1991,29074000
lbn,1992,22819000
lbn,1993,39245000
lbn,1994,64266000
lbn,1995,113396000
lbn,1996,131509000
lbn,1997,151259000
lbn,1998,199430000
lbn,1999,234218000
lbn,2000,247513000
lbn,2001,258693000
lbn,2002,312929000
lbn,2003,361550000
lbn,2004,387149000
lbn,2005,359700000
lbn,2006,314297000
lbn,2007,437363000
lbn,2008,367689000
lbn,2009,317673000
lbn,2010,321228000
lbn,2011,300674000
lbn,2012,252525000
lbn,2013,208779000
lbn,2014,175998000
lbn,2015,189123000
lbn,2016,254440000
lbn,2017,414951000
lbn,2018,484773000
lbn,2019,511014000
lbn,2020,528993000
lbr,1970,7361000
lbr,1971,9167000
lbr,1972,12474000
lbr,1973,18447000
lbr,1974,20695000
lbr,1975,22195000
lbr,1976,28718000
lbr,1977,35240000
lbr,1978,43766000
lbr,1979,53635000
lbr,1980,69276000
lbr,1981,84530000
lbr,1982,90465000
lbr,1983,94708000
lbr,1984,83314000
lbr,1985,100663000
lbr,1986,118265000
lbr,1987,147140000
lbr,1988,134303000
lbr,1989,130859000
lbr,1990,142841000
lbr,1991,144098000
lbr,1992,138480000
lbr,1993,141088000
lbr,1994,151175000
lbr,1995,160870000
lbr,1996,146414000
lbr,1997,135681000
lbr,1998,143237000
lbr,1999,125284000
lbr,2000,129780000
lbr,2001,123130000
lbr,2002,137442000
lbr,2003,152326000
lbr,2004,161570000
lbr,2005,145630000
lbr,2006,146629000
lbr,2007,0
lca,1990,0
lca,1991,0
lca,1992,0
lca,1993,449000
lca,1994,1512000
lca,1995,2111000
lca,1996,3894000
lca,1997,3723000
lca,1998,5356000
lca,1999,6173000
lca,2000,5963000
lca,2001,5190000
lca,2002,5949000
lca,2003,10143000
lca,2004,10510000
lca,2005,10262000
lca,2006,9991000
lca,2007,17848000
lca,2008,18178000
lca,2009,19236000
lca,2010,20841000
lca,2011,18024000
lca,2012,15465000
lca,2013,13384000
lca,2014,11438000
lca,2015,9410000
lca,2016,7293000
lca,2017,5647000
lca,2018,4401000
lca,2019,3492000
lca,2020,3120000
lka,1970,26050000
lka,1971,28159000
lka,1972,28609000
lka,1973,31756000
lka,1974,33816000
lka,1975,36209000
lka,1976,36025000
lka,1977,34327000
lka,1978,33261000
lka,1979,32625000
lka,1980,30706000
lka,1981,28795000
lka,1982,31507000
lka,1983,43988000
lka,1984,50390000
lka,1985,61450000
lka,1986,72447000
lka,1987,88866000
lka,1988,83236000
lka,1989,82273000
lka,1990,81986000
lka,1991,75450000
lka,1992,65088000
lka,1993,57735000
lka,1994,53755000
lka,1995,49237000
lka,1996,39535000
lka,1997,30555000
lka,1998,26241000
lka,1999,19707000
lka,2000,13268000
lka,2001,8311000
lka,2002,4413000
lka,2003,2979000
lka,2004,1030000
lka,2005,0
lka,2012,2533000
lka,2013,34649000
lka,2014,53315000
lka,2015,72063000
lka,2016,185315000
lka,2017,186205000
lka,2018,202507000
lka,2019,251734000
lka,2020,311879000
lso,1991,0
lso,1992,4550000
lso,1993,25990000
lso,1994,41694000
lso,1995,54022000
lso,1996,57119000
lso,1997,58253000
lso,1998,60757000
lso,1999,56007000
lso,2000,58584000
lso,2001,54913000
lso,2002,36710000
lso,2003,18563000
lso,2004,16196000
lso,2005,12663000
lso,2006,9063000
lso,2007,4245000
lso,2008,3264000
lso,2009,2539000
lso,2010,1813000
lso,2011,1088000
lso,2012,363000
lso,2013,0
mar,1970,56311000
mar,1971,70616000
mar,1972,84911000
mar,1973,105302000
mar,1974,152661000
mar,1975,244219000
mar,1976,288934000
mar,1977,340000000
mar,1978,391533000
mar,1979,503828000
mar,1980,538791000
mar,1981,601003000
mar,1982,697499000
mar,1983,820980000
mar,1984,867110000
mar,1985,1288181000
mar,1986,1858861000
mar,1987,2558423000
mar,1988,2573470000
mar,1989,2686230000
mar,1990,3099143000
mar,1991,3295222000
mar,1992,3407521000
mar,1993,3558497000
mar,1994,3746174000
mar,1995,3965961000
mar,1996,3731709000
mar,1997,3271301000
mar,1998,3388034000
mar,1999,3193598000
mar,2000,2837106000
mar,2001,2499786000
mar,2002,2549242000
mar,2003,2719043000
mar,2004,2580993000
mar,2005,2307884000
mar,2006,2318390000
mar,2007,2630928000
mar,2008,2587916000
mar,2009,2586980000
mar,2010,2505078000
mar,2011,2896928000
mar,2012,2979254000
mar,2013,4235948000
mar,2014,4018411000
mar,2015,4148336000
mar,2016,4559925000
mar,2017,5556146000
mar,2018,5525336000
mar,2019,6412124000
mar,2020,7884615000
mda,1993,28112000
mda,1994,98796000
mda,1995,152402000
mda,1996,141642000
mda,1997,135339000
mda,1998,168719102.1
mda,1999,198819000
mda,2000,191230000
mda,2001,180545000
mda,2002,186237000
mda,2003,189784000
mda,2004,184684000
mda,2005,161365000
mda,2006,151073000
mda,2007,140630000
mda,2008,128566000
mda,2009,110436000
mda,2010,93327000
mda,2011,75132000
mda,2012,55136000
mda,2013,34542000
mda,2014,29409000
mda,2015,28439000
mda,2016,68215000
mda,2017,83769000
mda,2018,91389000
mda,2019,98839000
mda,2020,111954000
mdg,1970,1576000
mdg,1971,4863000
mdg,1972,6996000
mdg,1973,10501000
mdg,1974,10626000
mdg,1975,23648000
mdg,1976,25830000
mdg,1977,25712000
mdg,1978,26310000
mdg,1979,28640000
mdg,1980,29759000
mdg,1981,30725000
mdg,1982,30549000
mdg,1983,29504000
mdg,1984,25422000
mdg,1985,27784000
mdg,1986,31192000
mdg,1987,35472000
mdg,1988,30377000
mdg,1989,27272000
mdg,1990,26446000
mdg,1991,23303000
mdg,1992,19502000
mdg,1993,16748000
mdg,1994,14438000
mdg,1995,11540000
mdg,1996,6563000
mdg,1997,2506000
mdg,1998,1129000
mdg,1999,0
mdg,2000,0
mex,1970,581893000
mex,1971,659968000
mex,1972,723479000
mex,1973,808463000
mex,1974,973159000
mex,1975,1123097000
mex,1976,1222505000
mex,1977,1374180000
mex,1978,1480858000
mex,1979,1730564000
mex,1980,2063290000
mex,1981,2416866000
mex,1982,2691919000
mex,1983,2869771000
mex,1984,2851605000
mex,1985,4033851000
mex,1986,5565902000
mex,1987,7346457000
mex,1988,7426840000
mex,1989,7820820000
mex,1990,11030057000
mex,1991,11927945000
mex,1992,11965980000
mex,1993,12321732000
mex,1994,13037649000
mex,1995,13823076000
mex,1996,12568081000
mex,1997,11355933000
mex,1998,11513694000
mex,1999,11026890000
mex,2000,11443823000
mex,2001,10883199000
mex,2002,10796832000
mex,2003,10717085000
mex,2004,9566670000
mex,2005,9184177000
mex,2006,4210807000
mex,2007,4540269000
mex,2008,5866563000
mex,2009,10142553000
mex,2010,12461571000
mex,2011,13590448000
mex,2012,14706222000
mex,2013,15062529000
mex,2014,14874159000
mex,2015,14747899000
mex,2016,14655779000
mex,2017,14887337000
mex,2018,14610878000
mex,2019,14942252000
mex,2020,15714073000
mkd,1993,151058000
mkd,1994,93027000
mkd,1995,97417000
mkd,1996,78237000
mkd,1997,84589000
mkd,1998,107782000
mkd,1999,109866000
mkd,2000,115695000
mkd,2001,117322000
mkd,2002,138401000
mkd,2003,174577000
mkd,2004,217759000
mkd,2005,244230000
mkd,2006,258645000
mkd,2007,192626000
mkd,2008,236528000
mkd,2009,270914000
mkd,2010,314625000
mkd,2011,334442000
mkd,2012,352996000
mkd,2013,414306000
mkd,2014,413580000
mkd,2015,378998000
mkd,2016,364948000
mkd,2017,402361000
mkd,2018,380330000
mkd,2019,516297000
mkd,2020,650149000
mmr,1970,14861000
mmr,1971,12315000
mmr,1972,10231000
mmr,1973,6895000
mmr,1974,4521000
mmr,1975,2021000
mmr,1976,0
mne,2006,344576000
mne,2007,282901000
mne,2008,269043000
mne,2009,261180000
mne,2010,226614000
mne,2011,216203000
mne,2012,305830000
mne,2013,317878000
mne,2014,278839000
mne,2015,246063000
mne,2016,229604000
mne,2017,243541000
mne,2018,226742000
mne,2019,207584000
mne,2020,222823000
mng,2019,50000
mng,2020,22694000
mrt,1974,8650000
mrt,1975,0
mrt,1979,0
mrt,1980,0
mrt,1981,10519000
mrt,1982,32814000
mrt,1983,59160000
mrt,1984,49322000
mrt,1985,52490000
mrt,1986,68785000
mrt,1987,90867000
mrt,1988,74111000
mrt,1989,60720000
mrt,1990,54052000
mrt,1991,43343000
mrt,1992,30261000
mrt,1993,19072000
mrt,1994,12705000
mrt,1995,10926000
mrt,1996,8114000
mrt,1997,5580000
mrt,1998,4007000
mrt,1999,1934000
mrt,2000,0
mus,1970,5648000
mus,1971,5338000
mus,1972,5014000
mus,1973,4672000
mus,1974,4309000
mus,1975,8018000
mus,1976,9725000
mus,1977,15370000
mus,1978,22250000
mus,1979,29701000
mus,1980,34757000
mus,1981,55455000
mus,1982,60640000
mus,1983,61985000
mus,1984,72150000
mus,1985,116833000
mus,1986,148231000
mus,1987,192790000
mus,1988,189843000
mus,1989,175398000
mus,1990,176172000
mus,1991,167123000
mus,1992,150563000
mus,1993,148688000
mus,1994,147411000
mus,1995,140291000
mus,1996,124077000
mus,1997,111095000
mus,1998,111628000
mus,1999,107430000
mus,2000,85788000
mus,2001,70752000
mus,2002,94403000
mus,2003,85456000
mus,2004,77296000
mus,2005,68283000
mus,2006,61071000
mus,2007,81143000
mus,2008,102694000
mus,2009,203732000
mus,2010,196529000
mus,2011,242403000
mus,2012,273516000
mus,2013,325876000
mus,2014,319228000
mus,2015,289860000
mus,2016,267817000
mus,2017,259720000
mus,2018,228628000
mus,2019,205126000
mus,2020,187911000
mwi,1976,113000
mwi,1977,2484000
mwi,1978,5093000
mwi,1979,17885000
mwi,1980,25517000
mwi,1981,52278000
mwi,1982,72488000
mwi,1983,72513000
mwi,1984,60412000
mwi,1985,69230000
mwi,1986,84738000
mwi,1987,104313000
mwi,1988,98910000
mwi,1989,91276000
mwi,1990,90733000
mwi,1991,85358000
mwi,1992,74433000
mwi,1993,67072000
mwi,1994,64460000
mwi,1995,55010000
mwi,1996,42437000
mwi,1997,33662000
mwi,1998,25264000
mwi,1999,17024000
mwi,2000,8539000
mwi,2001,3664000
mwi,2002,2324000
mwi,2003,741000
mwi,2004,260000
mwi,2005,30000
mwi,2006,0
nga,1970,165244000
nga,1971,197237000
nga,1972,257413000
nga,1973,268491000
nga,1974,296804000
nga,1975,325115000
nga,1976,365337000
nga,1977,409469000
nga,1978,447137000
nga,1979,478190000
nga,1980,516602000
nga,1981,562244000
nga,1982,674036000
nga,1983,824127000
nga,1984,899881000
nga,1985,1356557000
nga,1986,2136941000
nga,1987,2939316000
nga,1988,2727864000
nga,1989,2906455000
nga,1990,3284348000
nga,1991,3297229000
nga,1992,3173829000
nga,1993,3188161000
nga,1994,3286335000
nga,1995,3220726000
nga,1996,2761899000
nga,1997,2373300000
nga,1998,2277785000
nga,1999,1989016000
nga,2000,1624592000
nga,2001,1337272000
nga,2002,1275256000
nga,2003,1200912000
nga,2004,1027073000
nga,2005,722283000
nga,2006,533673000
nga,2007,380842000
nga,2008,211470000
nga,2009,112810000
nga,2010,42816000
nga,2011,6954000
nga,2012,0
nga,2015,3568000
nga,2016,3883000
nga,2017,124180000
nga,2018,124180000
nga,2019,409507000
nga,2020,410016000
nic,1970,26572000
nic,1971,30918000
nic,1972,32440000
nic,1973,34728000
nic,1974,40438000
nic,1975,52280000
nic,1976,63765000
nic,1977,75195000
nic,1978,80239000
nic,1979,84589000
nic,1980,92509000
nic,1981,117662000
nic,1982,129268000
nic,1983,145914000
nic,1984,134138000
nic,1985,163165000
nic,1986,200414000
nic,1987,247556000
nic,1988,227177000
nic,1989,220961000
nic,1990,239082000
nic,1991,123546000
nic,1992,103902000
nic,1993,86864000
nic,1994,75875000
nic,1995,65072000
nic,1996,43981000
nic,1997,23996000
nic,1998,15206000
nic,1999,9414000
nic,2000,4648000
nic,2001,0
pak,1970,329522000
pak,1971,346105000
pak,1972,327651000
pak,1973,304520000
pak,1974,289705000
pak,1975,282720000
pak,1976,320139000
pak,1977,328402000
pak,1978,333426000
pak,1979,339364000
pak,1980,329627000
pak,1981,310125000
pak,1982,339718000
pak,1983,350736000
pak,1984,336585000
pak,1985,434467000
pak,1986,605275000
pak,1987,908086000
pak,1988,1107602000
pak,1989,1427840000
pak,1990,1815727000
pak,1991,2181013000
pak,1992,2383853000
pak,1993,2623503000
pak,1994,2933678000
pak,1995,3082264000
pak,1996,3006743000
pak,1997,3045858000
pak,1998,3135857000
pak,1999,3314875000
pak,2000,3093226000
pak,2001,2796405000
pak,2002,2749051000
pak,2003,2694834000
pak,2004,2459738000
pak,2005,2238323000
pak,2006,2143479000
pak,2007,2085687000
pak,2008,1946306000
pak,2009,1769007000
pak,2010,1687776000
pak,2011,1609752000
pak,2012,1485750000
pak,2013,1352602000
pak,2014,1263358000
pak,2015,1167031000
pak,2016,1237828000
pak,2017,1311780000
pak,2018,1367398000
pak,2019,1416886000
pak,2020,1740082000
pan,1970,7444000
pan,1971,8151000
pan,1972,18662000
pan,1973,26403000
pan,1974,40499000
pan,1975,65226000
pan,1976,87453000
pan,1977,99091000
pan,1978,106831000
pan,1979,117838000
pan,1980,132736000
pan,1981,162651000
pan,1982,190715000
pan,1983,253438000
pan,1984,249446000
pan,1985,310423000
pan,1986,438242000
pan,1987,522846000
pan,1988,478137000
pan,1989,465165000
pan,1990,462011000
pan,1991,417236000
pan,1992,287652000
pan,1993,241118000
pan,1994,205562000
pan,1995,174651000
pan,1996,198703000
pan,1997,208744000
pan,1998,278682000
pan,1999,287564000
pan,2000,283267000
pan,2001,281717000
pan,2002,286845000
pan,2003,270240000
pan,2004,245459000
pan,2005,211722000
pan,2006,185476000
pan,2007,216428000
pan,2008,270873000
pan,2009,435051000
pan,2010,420291000
pan,2011,399204000
pan,2012,488881000
pan,2013,578114000
pan,2014,767880000
pan,2015,1028946000
pan,2016,1000571000
pan,2017,1238571000
pan,2018,1263710000
pan,2019,1183067000
pan,2020,1455889000
per,1970,124631000
per,1971,129268000
per,1972,131310000
per,1973,131701000
per,1974,131693000
per,1975,137806000
per,1976,148001000
per,1977,170978000
per,1978,185639000
per,1979,234651000
per,1980,359403000
per,1981,415927000
per,1982,478065000
per,1983,526862000
per,1984,508140000
per,1985,722769000
per,1986,951393000
per,1987,1213903000
per,1988,1103176000
per,1989,1085366000
per,1990,1188279000
per,1991,1099745000
per,1992,956443000
per,1993,1368578000
per,1994,1553747000
per,1995,1729075000
per,1996,1632976000
per,1997,1919693000
per,1998,2127687000
per,1999,2417322000
per,2000,2590052000
per,2001,2625469000
per,2002,2608646000
per,2003,2789011000
per,2004,2834302000
per,2005,2815841000
per,2006,2633330000
per,2007,2648585000
per,2008,2711751000
per,2009,2846113000
per,2010,2965061000
per,2011,2732842000
per,2012,2435028000
per,2013,1823883000
per,2014,1837889000
per,2015,2714066000
per,2016,2610014000
per,2017,1093459000
per,2018,1144560000
per,2019,1564228000
per,2020,3441380000
phl,1970,118602000
phl,1971,132811000
phl,1972,142040000
phl,1973,149006000
phl,1974,164107000
phl,1975,237870000
phl,1976,315742000
phl,1977,403331000
phl,1978,545898000
phl,1979,731120000
phl,1980,926138000
phl,1981,1329757000
phl,1982,1519399000
phl,1983,2047491000
phl,1984,1864845000
phl,1985,2420471000
phl,1986,3017067000
phl,1987,3746679000
phl,1988,3407997000
phl,1989,3491715000
phl,1990,3942679000
phl,1991,4073195000
phl,1992,4178547000
phl,1993,4597606000
phl,1994,4855065000
phl,1995,5002396000
phl,1996,4666004000
phl,1997,4178924000
phl,1998,4310587000
phl,1999,4040318000
phl,2000,3627101000
phl,2001,3250048000
phl,2002,3324943000
phl,2003,3445260000
phl,2004,3316956000
phl,2005,2885009000
phl,2006,2689651000
phl,2007,2726308000
phl,2008,2533492000
phl,2009,2488252000
phl,2010,2567166000
phl,2011,3278410000
phl,2012,3332537000
phl,2013,3607523000
phl,2014,3838682000
phl,2015,4548124000
phl,2016,4574182000
phl,2017,5048115000
phl,2018,5775855000
phl,2019,6406977000
phl,2020,8067702000
png,1970,751000
png,1971,2936000
png,1972,10468000
png,1973,19042000
png,1974,30489000
png,1975,43289000
png,1976,48334000
png,1977,50947000
png,1978,50895000
png,1979,54743000
png,1980,54541000
png,1981,53412000
png,1982,52851000
png,1983,58902000
png,1984,57258000
png,1985,75034000
png,1986,99331000
png,1987,147770000
png,1988,161868000
png,1989,172169000
png,1990,234686000
png,1991,274498000
png,1992,264191000
png,1993,266347000
png,1994,280877000
png,1995,298712000
png,1996,270123000
png,1997,269466000
png,1998,266519000
png,1999,240752000
png,2000,243996000
png,2001,275144000
png,2002,271718000
png,2003,268951000
png,2004,260234000
png,2005,249257000
png,2006,246032000
png,2007,182666000
png,2008,158192000
png,2009,149195000
png,2010,138624000
png,2011,126517000
png,2012,113611000
png,2013,99829000
png,2014,85134000
png,2015,69439000
png,2016,57870000
png,2017,45475000
png,2018,32218000
png,2019,18018000
png,2020,8220000
pry,1970,6335000
pry,1971,8014000
pry,1972,10234000
pry,1973,12752000
pry,1974,14968000
pry,1975,17636000
pry,1976,21694000
pry,1977,28010000
pry,1978,35207000
pry,1979,50761000
pry,1980,79529000
pry,1981,110074000
pry,1982,147310000
pry,1983,168368000
pry,1984,178659000
pry,1985,247887000
pry,1986,314710000
pry,1987,372333000
pry,1988,314887000
pry,1989,282078000
pry,1990,279147000
pry,1991,252156000
pry,1992,213319000
pry,1993,184515000
pry,1994,161646000
pry,1995,153781000
pry,1996,137573000
pry,1997,143003000
pry,1998,164670000
pry,1999,182181000
pry,2000,201353000
pry,2001,204736000
pry,2002,215939000
pry,2003,255857000
pry,2004,246050000
pry,2005,223309000
pry,2006,234295000
pry,2007,226507000
pry,2008,213569000
pry,2009,281066000
pry,2010,257088000
pry,2011,244873000
pry,2012,331255000
pry,2013,332367000
pry,2014,371377000
pry,2015,423833000
pry,2016,537361000
pry,2017,599276000
pry,2018,631225000
pry,2019,615075000
pry,2020,849197000
rou,1974,0
rou,1975,19071000
rou,1976,143514000
rou,1977,288094000
rou,1978,453622000
rou,1979,589581000
rou,1980,806480000
rou,1981,1143308000
rou,1982,1483137000
rou,1983,1742428000
rou,1984,1417054000
rou,1985,1633296000
rou,1986,1835636000
rou,1987,2039422000
rou,1988,761476000
rou,1989,0
rou,1991,3263000
rou,1992,209593000
rou,1993,403297000
rou,1994,695126000
rou,1995,844294000
rou,1996,1008565000
rou,1997,1305037000
rou,1998,1442525000
rou,1999,1662369000
rou,2000,1898150000
rou,2001,1876223000
rou,2002,2173404000
rou,2003,2296379000
rou,2004,2521914000
rou,2005,2447605000
rou,2006,2480924000
rou,2007,2603778000
rou,2008,2571552000
rou,2009,2995192000
rou,2010,2830329000
rou,2011,3528058000
rou,2012,3550204000
rou,2013,4419197000
rou,2014,4171917000
rou,2015,4366591000
rou,2016,4009189000
rou,2017,4952488000
rou,2018,4676956000
rou,2019,4492268000
rou,2020,5381895000
rus,1993,366857000
rus,1994,684286000
rus,1995,1523877000
rus,1996,2508965000
rus,1997,5053064000
rus,1998,6336702000
rus,1999,6706940000
rus,2000,6843667000
rus,2001,6745633000
rus,2002,6598613000
rus,2003,6289172000
rus,2004,5743457000
rus,2005,5091359000
rus,2006,4758913000
rus,2007,4291763000
rus,2008,3850971000
rus,2009,3210674000
rus,2010,2618311000
rus,2011,2066955000
rus,2012,1609894000
rus,2013,1203869000
rus,2014,876048000
rus,2015,730681000
rus,2016,646060000
rus,2017,550993000
rus,2018,428202000
rus,2019,315239000
rus,2020,235786000
sdn,1970,91203000
sdn,1971,92514000
sdn,1972,91302000
sdn,1973,86951000
sdn,1974,80714000
sdn,1975,74066000
sdn,1976,67041000
sdn,1977,60223000
sdn,1978,54201000
sdn,1979,48989000
sdn,1980,46149000
sdn,1981,48204000
sdn,1982,46838000
sdn,1983,44637000
sdn,1984,41340000
sdn,1985,42985000
sdn,1986,46308000
sdn,1987,48817000
sdn,1988,37179000
sdn,1989,28123000
sdn,1990,19355000
sdn,1991,14784000
sdn,1992,9346000
sdn,1993,6256000
sdn,1994,6292000
sdn,1995,6308000
sdn,1996,6269000
sdn,1997,6224000
sdn,1998,6250000
sdn,1999,2961000
sdn,2000,469000
sdn,2001,0
sen,1970,2246000
sen,1971,2210000
sen,1972,2312000
sen,1973,2760000
sen,1974,3310000
sen,1975,10188000
sen,1976,14613000
sen,1977,27110000
sen,1978,32088000
sen,1979,40617000
sen,1980,56579000
sen,1981,76446000
sen,1982,78578000
sen,1983,86300000
sen,1984,75826000
sen,1985,89316000
sen,1986,110440000
sen,1987,126191000
sen,1988,105617000
sen,1989,94094000
sen,1990,87973000
sen,1991,75534000
sen,1992,61976000
sen,1993,51950000
sen,1994,44124000
sen,1995,34529000
sen,1996,22787000
sen,1997,14239000
sen,1998,8614000
sen,1999,4102000
sen,2000,1253000
sen,2001,0
sle,1970,6320000
sle,1971,6674000
sle,1972,6765000
sle,1973,6481000
sle,1974,9825000
sle,1975,11616000
sle,1976,11220000
sle,1977,10515000
sle,1978,10266000
sle,1979,11886000
sle,1980,13387000
sle,1981,12509000
sle,1982,11551000
sle,1983,10920000
sle,1984,8060000
sle,1985,8971000
sle,1986,9293000
sle,1987,11339000
sle,1988,10050000
sle,1989,9744000
sle,1990,10620000
sle,1991,10340000
sle,1992,3572000
sle,1993,3292000
sle,1994,3156000
sle,1995,2912000
sle,1996,2077000
sle,1997,1645000
sle,1998,944000
sle,1999,299000
sle,2000,0
slv,1970,24837000
slv,1971,23751000
slv,1972,22266000
slv,1973,23819000
slv,1974,29326000
slv,1975,41018000
slv,1976,48852000
slv,1977,56057000
slv,1978,65023000
slv,1979,79644000
slv,1980,87125000
slv,1981,98337000
slv,1982,105358000
slv,1983,106245000
slv,1984,94789000
slv,1985,119440000
slv,1986,140130000
slv,1987,166519000
slv,1988,155442000
slv,1989,141866000
slv,1990,140402000
slv,1991,188759000
slv,1992,181581000
slv,1993,220100000
slv,1994,290066000
slv,1995,306695000
slv,1996,282312000
slv,1997,274899000
slv,1998,287113000
slv,1999,292794000
slv,2000,309227000
slv,2001,334036000
slv,2002,370676000
slv,2003,372069000
slv,2004,347765000
slv,2005,436060000
slv,2006,417001000
slv,2007,400687000
slv,2008,399735000
slv,2009,569011000
slv,2010,914508000
slv,2011,1013641000
slv,2012,982862000
slv,2013,963556000
slv,2014,943621000
slv,2015,916766000
slv,2016,908263000
slv,2017,902989000
slv,2018,872905000
slv,2019,828570000
slv,2020,783995000
srb,1970,243748000
srb,1971,276947000
srb,1972,316483000
srb,1973,351663000
srb,1974,424592000
srb,1975,559144000
srb,1976,655135000
srb,1977,758149000
srb,1978,897584000
srb,1979,1142982000
srb,1980,1358834000
srb,1981,1482451000
srb,1982,1683522000
srb,1983,1814164000
srb,1984,1737615000
srb,1985,2268089000
srb,1986,2788386000
srb,1987,3311045000
srb,1988,2720024000
srb,1989,2394594000
srb,1990,2432588000
srb,1991,2148720000
srb,1992,1977534000
srb,1993,1125556000
srb,1994,1203638000
srb,1995,1252441000
srb,1996,1178044000
srb,1997,1111673000
srb,1998,1147827000
srb,1999,1131553000
srb,2000,1097069000
srb,2001,1084570000
srb,2002,1882196000
srb,2003,2267785000
srb,2004,2470201000
srb,2005,2147049000
srb,2006,2126741000
srb,2007,2326313000
srb,2008,2276330000
srb,2009,1782728000
srb,2010,1818445000
srb,2011,1859335000
srb,2012,1915024000
srb,2013,1978402000
srb,2014,1865350000
srb,2015,2000260000
srb,2016,1947456000
srb,2017,2544017000
srb,2018,2479639000
srb,2019,2456431000
srb,2020,2697559000
swz,1970,6120000
swz,1971,5825000
swz,1972,5510000
swz,1973,5180000
swz,1974,4835000
swz,1975,4476000
swz,1976,6301000
swz,1977,9602000
swz,1978,14293000
swz,1979,16334000
swz,1980,17660000
swz,1981,26805000
swz,1982,35610000
swz,1983,42926000
swz,1984,37204000
swz,1985,43501000
swz,1986,56147000
swz,1987,68526000
swz,1988,58675000
swz,1989,53296000
swz,1990,36939000
swz,1991,33294000
swz,1992,27617000
swz,1993,23538000
swz,1994,20938000
swz,1995,19202000
swz,1996,14472000
swz,1997,9855000
swz,1998,9904000
swz,1999,9131000
swz,2000,9007000
swz,2001,8959000
swz,2002,9050000
swz,2003,14843000
swz,2004,23657000
swz,2005,23642000
swz,2006,22420000
swz,2007,20105000
swz,2008,14178000
swz,2009,7570000
