geo,time,bx_trf_curr_cd
chn,1997,5477000000
chn,1998,4661000000
chn,1999,5368000000
chn,2000,6860839000
chn,2001,9125000000
chn,2002,13795373300.1249
chn,2003,18482476807.1649
chn,2004,24326334876.7321
chn,2005,27734855515.2694
chn,2006,31577630305.048
chn,2007,42645727446.0336
chn,2008,52565200841.7345
chn,2009,42645198000.44
chn,2010,49520727661.45
chn,2011,55570115033.47
chn,2012,51167130530.35
chn,2013,53161641670.56
chn,2014,41126698788.66
chn,2015,35938364729.51
chn,2016,30900091604.49
chn,2017,28167766815.06
chn,2018,27756822492.22
chn,2019,25907399207.44
chn,2020,37607055833.27
civ,2005,194891171.53801
civ,2006,217937242.30668
civ,2007,477214603.11468
civ,2008,584696349.96724
civ,2009,793198157.23539
civ,2010,433176333.46277
civ,2011,357092238.4591
civ,2012,305332952.52377
civ,2013,421044493.50963
civ,2014,594381474.95271
civ,2015,459543410.46884
civ,2016,437841885.74117
civ,2017,486723008.38766
civ,2018,527490767.41784
civ,2019,525963231.73248
civ,2020,389741040.9834
cmr,1977,64919372.14222
cmr,1978,53829610.21888
cmr,1979,71808447.38657
cmr,1980,140836030.92403
cmr,1981,133162950.62788
cmr,1982,118509915.37788
cmr,1983,145970956.84593
cmr,1984,107035785.60967
cmr,1985,147575040.68404
cmr,1986,71815119.94088
cmr,1987,61190558.15722
cmr,1988,65570309.86257
cmr,1989,96079004.99517
cmr,1990,91785648.03682
cmr,1991,60154499.83715
cmr,1992,171860253.58929
cmr,1993,118306592.83847
cmr,1994,83770905.33262
cmr,1995,100691492.534
cmr,1996,140536718.71269
cmr,1997,74272871.00093
cmr,1998,229825734.65338
cmr,1999,170280159.35366
cmr,2000,173619424.15152
cmr,2001,147384680.47256
cmr,2002,127649288.80949
cmr,2003,205444953.92288
cmr,2004,225513793.27453
cmr,2005,331822143.36212
cmr,2006,527253999.17982
cmr,2007,620641606.58307
cmr,2008,777692752.86552
cmr,2009,534170769.84646
cmr,2010,334652223.44351
cmr,2011,543112459.18126
cmr,2012,506171367.45851
cmr,2013,554045775.26438
cmr,2014,640828967.70343
cmr,2015,587099343.91422
cmr,2016,635271693.97468
cmr,2017,702419649.39783
cmr,2018,749187178.27575
cmr,2019,780573190.46985
cmr,2020,656637712.81738
cod,2005,943600000
cod,2006,1203100000
cod,2007,1484400000
cod,2008,1738400000
cod,2009,1704300000
cod,2010,1688000000
cod,2011,2430400000
cod,2012,2709576724.78749
cod,2013,2369015621.2453
cod,2014,2527745650.18439
cod,2015,2414457162.13176
cod,2016,1870047601.5405
cod,2017,1927774310.72907
cod,2018,2853059169.51266
cod,2019,2599468682.41546
cod,2020,1791849153.58043
cog,1978,67053432.53356
cog,1979,50474412.40515
cog,1980,85337173.13353
cog,1981,71581702.51343
cog,1982,37208665.08039
cog,1983,51282450.15973
cog,1984,55135902.22168
cog,1985,50976826.27068
cog,1986,69126745.32628
cog,1987,88781211.13383
cog,1988,79819178.01703
cog,1989,119746100.84227
cog,1990,86313034.36835
cog,1991,74085388.72107
cog,1992,54780691.95526
cog,1993,50501023.21165
cog,1994,111310297.77588
cog,1995,52038629.49802
cog,1996,54504677.03799
cog,1997,8986251.88924
cog,1998,9958441.10192
cog,1999,14929369.75651
cog,2000,38912813.52338
cog,2001,18326458.80187
cog,2002,12912700.60722
cog,2003,26496888.65034
cog,2004,34451113.64066
cog,2005,87209058.26146
cog,2006,37866464.93416
cog,2007,39562516.51248
cog,2008,36855306.62058
cog,2009,91796396.56777
cog,2010,177746990.40249
cog,2011,153013742.33872
cog,2012,111138068.88983
cog,2013,95133990.03627
cog,2014,106811089.94377
cog,2015,76424106.24528
cog,2016,27274497.73316
col,1968,37999999.99979
col,1969,56999999.99966
col,1970,49999999.99963
col,1971,46137079.99951
col,1972,45599820
col,1973,45300939.99984
col,1974,61334639.99944
col,1975,80284900
col,1976,82772599.99997
col,1977,83533279.99948
col,1978,108575999.99972
col,1979,114000000
col,1980,178000000
col,1981,257000000
col,1982,186832079.99997
col,1983,186000000
col,1984,316000000
col,1985,479000000
col,1986,801000000
col,1987,1022000000
col,1988,994000000
col,1989,928000000
col,1990,1043000000
col,1991,1743000000
col,1992,1870900000
col,1993,1350000000
col,1994,1261812131.71416
col,1995,1032871181.061
col,1996,923614549.99228
col,1997,930743989.46206
col,1998,912306476.02335
col,1999,1703018934.1016
col,2000,1911388047.24371
col,2001,2655530186.67448
col,2002,2960049738.39625
col,2003,3564516581.70709
col,2004,3993784871.85868
col,2005,4342227434.48212
col,2006,5008059315.87174
col,2007,5578719642.275
col,2008,5840726538.61565
col,2009,5197766811.99458
col,2010,5622698140.41372
col,2011,6074972735.51057
col,2012,5953910181.5161
col,2013,6007261805.07975
col,2014,5771465778.65622
col,2015,6565147820.92762
col,2016,6984785687.7262
col,2017,7756814744.09286
col,2018,8898508553.61362
col,2019,10017202464.3331
col,2020,9653953561.54898
col,2021,11878155787.7135
com,1980,12883513.79253
com,1981,28094151.85092
com,1982,21847000.09808
com,1983,22090846.5684
com,1984,33886942.65143
com,1985,36611385.19254
com,1986,36970517.57243
com,1987,45858369.70626
com,1988,48404258.47434
com,1989,49165281.69207
com,1990,49408203.29173
com,1991,47439864.07222
com,1992,56114793.96946
com,1993,59831859.1272
com,1994,49952110.70112
com,1995,41057055.62168
com,2003,35850018.2878
com,2004,62338256.14754
com,2005,78860769.11336
com,2006,96196659.59166
com,2007,111304318.82147
com,2008,149492120.86189
com,2009,169941603.80244
com,2010,187119605.65457
com,2011,203583965.92399
com,2012,242769728.44141
com,2014,216083360.32153
com,2015,230235052.0891
com,2016,167682356.09104
com,2017,208479247.97358
com,2018,225304890.82532
com,2019,223605203.08259
com,2020,279832389.85645
cpv,1977,52948186.78217
cpv,1978,48689112.20323
cpv,1979,65594528.89337
cpv,1980,73476194.72532
cpv,1981,61388653.10495
cpv,1982,71292886.5519
cpv,1983,77580182.04524
cpv,1984,63986019.1357
cpv,1985,63373287.98291
cpv,1986,72287803.65567
cpv,1987,64720431.4677
cpv,1988,78083463.41971
cpv,1989,72654517.24149
cpv,1990,87105724.10445
cpv,1991,95140016.33796
cpv,1992,133807165.05904
cpv,1993,110413598.12818
cpv,1994,125554223.6107
cpv,1995,155960444.13602
cpv,1996,148380220.07116
cpv,1997,129910206.41792
cpv,1998,142462154.13338
cpv,1999,168423456.98639
cpv,2000,150900719.80474
cpv,2001,155567514.168
cpv,2002,181432151.07406
cpv,2003,235213421.8255
cpv,2004,277785608.64477
cpv,2005,312084283.53648
cpv,2006,333904686.87616
cpv,2007,405293898.29783
cpv,2008,422032662.02451
cpv,2009,386736804.43316
cpv,2010,409597504.3642
cpv,2011,451191454.22016
cpv,2012,304141816.08259
cpv,2013,324236962.81258
cpv,2014,298866809.52884
cpv,2015,280307136.92466
cpv,2016,324949534.55445
cpv,2017,352882407.03834
cpv,2018,363062977.90373
cpv,2019,373684260.47688
cpv,2020,402392007.2533
cri,1977,26400000
cri,1978,28000000
cri,1979,30100000
cri,1980,33500000
cri,1981,36900000
cri,1982,43900000
cri,1983,78300000
cri,1984,151300000
cri,1985,229300000
cri,1986,162700000
cri,1987,237200000
cri,1988,266900000
cri,1989,195500000
cri,1990,196000000
cri,1991,145100000
cri,1992,178900000
cri,1993,149300000
cri,1994,174900000
cri,1995,165200000
cri,1996,192660000
cri,1997,191180000
cri,1998,190520000
cri,1999,201432718.23906
cri,2000,182401335.96141
cri,2001,273290156.92924
cri,2002,310000515.33647
cri,2003,394139535.54923
cri,2004,400727345.69753
cri,2005,505165428.53817
cri,2006,629866746.27986
cri,2007,794196424.37855
cri,2008,766644306.47354
cri,2009,688442262.16357
cri,2010,731674769.4793
cri,2011,730885733.69357
cri,2012,807465147.96017
cri,2013,848480534.09789
cri,2014,885336709.89399
cri,2015,857303732.87152
cri,2016,934176120.26505
cri,2017,1024488562.92784
cri,2018,1029717691.43419
cri,2019,1078218014.60282
cri,2020,1015019457.89955
cym,2016,433792519.66331
cym,2017,2173432723.02548
cym,2018,1585852505.50147
cym,2019,1649283785.42658
cyp,1976,49208799.00848
cyp,1977,59786106.29578
cyp,1978,46584775.93423
cyp,1979,49090989.49035
cyp,1980,46168877.28997
cyp,1981,39864199.84778
cyp,1982,50485300.92163
cyp,1983,54876115.90784
cyp,1984,25833387.63036
cyp,1985,22691939.33843
cyp,1986,105376298.08497
cyp,1987,110372847.86371
cyp,1988,126867428.18079
cyp,1989,118473611.06455
cyp,1990,130981511.77769
cyp,1991,114334068.64566
cyp,1992,123234733.80612
cyp,1993,118414531.94931
cyp,1994,124951492.40844
cyp,1995,61889372.01075
cyp,1996,52754463.8908
cyp,1997,48842440.64314
cyp,1998,94047110.7791
cyp,1999,145502030.35191
cyp,2000,236821723.93201
cyp,2001,147323591.80788
cyp,2002,269936672.59288
cyp,2003,386278919.71779
cyp,2004,585098919.92226
cyp,2005,631238185.22863
cyp,2006,822670752.0336
cyp,2007,822139222.13267
cyp,2008,822038210.45131
cyp,2009,589669794.98144
cyp,2010,855320903.92726
cyp,2011,755062017.5853
cyp,2012,597420494.29795
cyp,2013,448503350.68625
cyp,2014,364748806.48397
cyp,2015,320602854.1534
cyp,2016,413423421.26566
cyp,2017,468727438.12956
cyp,2018,568671462.18096
cyp,2019,642914754.69329
cyp,2020,597318030.94906
cze,1993,241837488.87136
cze,1994,297767188.20277
cze,1995,664090974.72049
cze,1996,616552890.02825
cze,1997,866013886.15361
cze,1998,1066533791.96127
cze,1999,1309674161.52036
cze,2000,948047713.47942
cze,2001,958895970.16729
cze,2002,1464661576.00575
cze,2003,1662588734.77166
cze,2004,1435930168.43254
cze,2005,1539188691.58091
cze,2006,1546566299.01062
cze,2007,1860765398.86873
cze,2008,2983757040.99384
cze,2009,2609330397.36131
cze,2010,3127845611.81092
cze,2011,3234338386.80415
cze,2012,2813226552.76984
cze,2013,3841546291.81195
cze,2014,3873826487.31102
cze,2015,3718027218.75082
cze,2016,2965125474.89363
cze,2017,2633345860.16929
cze,2018,3669630248.94917
cze,2019,3977381375.93131
cze,2020,4630808325.80713
deu,1971,1373035502.7793
deu,1972,1654162443.56131
deu,1973,2518498690.56676
deu,1974,2958807895.95528
deu,1975,2977652084.9589
deu,1976,3503955398.15012
deu,1977,5159012238.72438
deu,1978,7128290709.38287
deu,1979,7648895764.27918
deu,1980,7072648843.3714
deu,1981,5093606423.01076
deu,1982,4922854088.00836
deu,1983,5742396275.55239
deu,1984,5305168520.76216
deu,1985,5262188040.5139
deu,1986,7966370234.37889
deu,1987,8699104552.68333
deu,1988,10868252126.6386
deu,1989,9751908030.64049
deu,1990,12067593162.5956
deu,1991,15777388985.0673
deu,1992,19348287344.7677
deu,1993,20676555658.5607
deu,1994,21693474385.9172
deu,1995,25303977020.4131
deu,1996,25813710119.2715
deu,1997,24554791592.7573
deu,1998,24555196404.8618
deu,1999,31669434216.11729
deu,2000,29024580581.1805
deu,2001,36583607181.19589
deu,2002,39312672599.6508
deu,2003,56682895143.9343
deu,2004,48232770206.71
deu,2005,52763835148.5552
deu,2006,49766012958.1673
deu,2007,57873052235.31249
deu,2008,66309172358.9626
deu,2009,56904483466.7686
deu,2010,56496774758.73009
deu,2011,71148478542.1806
deu,2012,68091189493.3407
deu,2013,80009909854.5674
deu,2014,83349064956.73059
deu,2015,79559558919.2735
deu,2016,72493423587.02419
deu,2017,75190599958.71661
deu,2018,82952781429.55139
deu,2019,82598809426.54228
deu,2020,81958538868.29041
dji,1991,187124762.97117
dji,1992,174959627.73111
dji,1993,182651459.30982
dji,1994,133923396.78485
dji,1995,121268730.20071
dji,1996,112125184.98095
dji,1997,99729351.0615
dji,1998,102345811.69361
dji,1999,118612881.98919
dji,2000,105243612.17864
dji,2001,107404302.24903
dji,2002,87519201.44496
dji,2003,116182105.66
dji,2004,74127424.44618
dji,2005,78336268.6458
dji,2006,85527315.28632
dji,2007,85864923.10982
dji,2008,87159086.43323
dji,2009,92245710.97394
dji,2010,118832327.07446
dji,2011,92082533.85925
dji,2012,105254865.77276
dji,2013,126777364.52079
dji,2014,125215928.33711
dji,2015,209712414.40235
dji,2016,216903461.04287
dji,2017,173069023.91951
dji,2018,216451629.23909
dji,2019,284912869.04755
dji,2020,210879517.08877
dma,1976,4199381.37609
dma,1977,7200000
dma,1978,11400000
dma,1979,29300000
dma,1980,26700000
dma,1981,18097592.59259
dma,1982,13294555.55554
dma,1983,16794111.11108
dma,1984,22098074.07403
dma,1985,25398666.66662
dma,1986,5629444.44444
dma,1987,9591740.74074
dma,1988,13220555.55556
dma,1989,10263037.03704
dma,1990,10394592.59259
dma,1991,11203703.7037
dma,1992,10866666.66667
dma,1993,12422222.22222
dma,1994,14859259.25926
dma,1995,16259259.25926
dma,1996,17829629.62963
dma,1997,17440740.74074
dma,1998,19918518.51852
dma,1999,20462962.96296
dma,2000,25088888.88889
dma,2001,24773703.7037
dma,2002,20375166.66667
dma,2003,20614444.44444
dma,2004,24443233.33333
dma,2005,28402007.40741
dma,2006,25523022.22222
dma,2007,28529362.96296
dma,2008,26537855.55556
dma,2009,25796800.74074
dma,2010,27181521.85185
dma,2011,25546436.2963
dma,2012,27140720.74074
dma,2013,31790925.18519
dma,2014,68840487.33647
dma,2015,75935584.05674
dma,2016,58297166.85281
dma,2017,77707394.7409
dma,2018,51611933.33804
dma,2019,48024734.67529
dma,2020,70183158.50111
dnk,1975,448239482.14038
dnk,1976,641200608.36352
dnk,1977,944062899.76546
dnk,1978,1195766979.3592
dnk,1979,1211869390.27645
dnk,1980,1012818932.93753
dnk,1981,753081399.24286
dnk,1982,654099118.10771
dnk,1983,728601974.50493
dnk,1984,934672149.80999
dnk,1985,824650423.49687
dnk,1986,1341013707.32069
dnk,1987,1545853898.04461
dnk,1988,1798726985.02472
dnk,1989,1607833958.68278
dnk,1990,2007296371.54905
dnk,1991,2082683560.99533
dnk,1992,2135969158.21638
dnk,1993,2442150275.97881
dnk,1994,2261477813.25765
dnk,1995,2579562414.77324
dnk,1996,2398285004.77809
dnk,1997,3632867779.27728
dnk,1998,3442815744.80943
dnk,1999,4238786541.08162
dnk,2000,3395188097.55074
dnk,2001,3718856720.69748
dnk,2002,3466184196.53928
dnk,2003,4614548838.977
dnk,2004,5119535552.23251
dnk,2005,1884761561.29637
dnk,2006,2027457758.90925
dnk,2007,2386575146.96786
dnk,2008,3174928815.30343
dnk,2009,2838672016.61671
dnk,2010,2455034284.112
dnk,2011,2947930910.11431
dnk,2012,3033062960.8625
dnk,2013,3587116815.91257
dnk,2014,3887828127.36127
dnk,2015,3615522340.41106
dnk,2016,3671271887.70913
dnk,2017,3935892689.56367
dnk,2018,3813440655.10745
dnk,2019,4005384645.31085
dnk,2020,3990886859.80419
dom,1968,14100000
dom,1969,11100000
dom,1970,35400000
dom,1971,21000000
dom,1972,34300000
dom,1973,34000000
dom,1974,37900000
dom,1975,41300000
dom,1976,127500000
dom,1977,141500000
dom,1978,150200000
dom,1979,207500000
dom,1980,204800000
dom,1981,193000000
dom,1982,205000000
dom,1983,215000000
dom,1984,265000000
dom,1985,356300000
dom,1986,286100000
dom,1987,330600000
dom,1988,353600000
dom,1989,384400000
dom,1990,370600000
dom,1991,386500000
dom,1992,431800000
dom,1993,908400000
dom,1994,996800000
dom,1995,1007700000
dom,1996,1187600000
dom,1997,1373100000
dom,1998,2016900000
dom,1999,1997100000
dom,2000,2095600000
dom,2001,2232000000
dom,2002,2451900000
dom,2003,2512210000
dom,2004,2701400000
dom,2005,2907700000
dom,2006,3365600000
dom,2007,3654800000
dom,2008,3789100000
dom,2009,3499400000
dom,2010,4257300000
dom,2011,4644800000
dom,2012,4711500000
dom,2013,4950400000
dom,2014,5214000000
dom,2015,5621400000
dom,2016,5969000000
dom,2017,6695300000
dom,2018,7343900000
dom,2019,7908700000
dom,2020,8890300000
dza,1977,391148909.58387
dza,1978,451347739.59287
dza,1979,473883631.32767
dza,1980,512319378.88763
dza,1981,513461170.96955
dza,1982,528505815.23967
dza,1983,413882392.33501
dza,1984,349562294.65887
dza,1985,529456223.39791
dza,1986,916569492.34243
dza,1987,627868494.71363
dza,1988,476941891.19886
dza,1989,602742306.63496
dza,1990,399776351.49656
dza,1991,268988990.61462
dza,2005,2346999999.9999
dza,2006,2058000000.0001
dza,2007,2627848546.78701
dza,2008,2985297781.46061
dza,2009,2954095775.55547
dza,2010,2990839875.77409
dza,2011,3312229333.81661
dza,2012,3613741839.14688
dza,2013,3438666968.98588
dza,2014,3837313443.70277
dza,2015,3197598527.03023
dza,2016,3130165467.66185
dza,2017,3386048142.25526
dza,2018,3741173382.00601
dza,2019,3374787484.94615
dza,2020,2599770182.67015
ecu,1976,29700000
ecu,1977,42200000
ecu,1978,43300000
ecu,1979,31700000
ecu,1980,36300000
ecu,1981,35000000
ecu,1982,30000000
ecu,1983,38000000
ecu,1984,25000000
ecu,1985,85000000
ecu,1986,51000000
ecu,1987,135000000
ecu,1988,104000000
ecu,1989,106000000
ecu,1990,119000000
ecu,1991,123000000
ecu,1992,134000000
ecu,1993,317760000
ecu,1994,391090000
ecu,1995,506110000
ecu,1996,615930000
ecu,1997,738190000
ecu,1998,933030000
ecu,1999,1188160000
ecu,2000,1436788907.60321
ecu,2001,1685892044.16631
ecu,2002,1709497175.9983
ecu,2003,1791277291.195
ecu,2004,2048697399.06395
ecu,2005,2781350072.74
ecu,2006,3233800386.18
ecu,2007,3552389286.86
ecu,2008,3382734607.88
ecu,2009,3033142760.09
ecu,2010,2927694981.16
ecu,2011,2984773179.14
ecu,2012,2756572427.04
ecu,2013,2702545490.39
ecu,2014,2726980746.22503
ecu,2015,2643648652.30218
ecu,2016,3140337486.37089
ecu,2017,3319880455.91599
ecu,2018,3488470167.75077
ecu,2019,3680919917.73112
ecu,2020,3840542150.91787
egy,1977,1374631045.79454
egy,1978,2120340915.96157
egy,1979,2304285717.57755
egy,1980,2793285718.27612
egy,1981,2231285717.47326
egy,1982,2481285717.83041
egy,1983,4505714292.15102
egy,1984,5005000002.97916
egy,1985,4357285714.28572
egy,1986,3470714285.71429
egy,1987,4595000000
egy,1988,4443142857.14286
egy,1989,4182909090.9091
egy,1990,7558500000
egy,1991,6900000000
egy,1992,7534000000
egy,1993,7245000000
egy,1994,4622000000
egy,1995,4284000000
egy,1996,3888000000
egy,1997,4737700000
egy,1998,5166000000
egy,1999,4563800000
egy,2000,4224000000
egy,2001,4055600000
egy,2002,4001600000
egy,2003,3707800000
egy,2004,4614600000
egy,2005,5830500000
egy,2006,5933100000
egy,2007,8561800000
egy,2008,10072000000
egy,2009,8305200000
egy,2010,12836000000
egy,2011,15565600000
egy,2012,20136200000
egy,2013,24586200000
egy,2014,28075200000
egy,2015,18915400000
egy,2016,18915000000
egy,2017,25122400000
egy,2018,26098900000
egy,2019,27384000000
egy,2020,30039600000
eri,1992,450502802.88052
eri,1993,307428947.54122
eri,1994,464890117.94257
eri,1995,324596225.65205
eri,1996,354305761.45286
eri,1997,420378224.31486
eri,1998,293331213.70645
eri,1999,346489649.91064
eri,2000,306059085.05155
esp,1975,1067500543.38427
esp,1976,1144573104.09023
esp,1977,1228129918.94383
esp,1978,1486585726.9599
esp,1979,1744872675.60879
esp,1980,1956212536.06854
esp,1981,1595766066.54006
esp,1982,1502849511.77956
esp,1983,1324099648.42897
esp,1984,1280679514.79262
esp,1985,1721852167.22415
esp,1986,2783241741.37893
esp,1987,4583732550.23092
esp,1988,7477621098.29367
esp,1989,8495526064.01671
esp,1990,7848551316.48038
esp,1991,9767493665.65623
esp,1992,10771203512.0934
esp,1993,8820506402.6656
esp,1994,9171321816.43679
esp,1995,11961992243.0786
esp,1996,10998741539.6957
esp,1997,11622758173.5198
esp,1998,12556218789.8892
esp,1999,8362418584.98169
esp,2000,6677684848.2398
esp,2001,7148947677.33496
esp,2002,8746611441.50489
esp,2003,10216341451.5175
esp,2004,11541787104.7619
esp,2005,12376133367.0291
esp,2006,12819179983.0474
esp,2007,16517429286.2888
esp,2008,17355578725.0092
esp,2009,17635786256.5039
esp,2010,17411039249.6392
esp,2011,18000977671.0498
esp,2012,16146074793.7283
esp,2013,17514697506.5428
esp,2014,17537241581.0973
esp,2015,15190168955.7817
esp,2016,15540222779.4276
esp,2017,17939378615.6398
esp,2018,20550195038.2418
esp,2019,19258917638.69049
esp,2020,17891771463.1868
est,1992,97368931.31638
est,1993,108439559.62852
est,1994,120311320.07831
est,1995,134498842.91189
est,1996,116729816.74733
est,1997,135261607.71447
est,1998,172937790.35924
est,1999,153728599.50891
est,2000,114647845.01263
est,2001,115342057.24374
est,2002,125694274.17465
est,2003,167100811.07214
est,2004,336609940.59625
est,2005,376617088.93624
est,2006,437438731.00425
est,2007,541229217.09437
est,2008,483113363.27529
est,2009,474835101.39656
est,2010,525048445.53131
est,2011,579478232.75441
est,2012,576161501.23978
est,2013,569665893.7886
est,2014,580018828.32522
est,2015,521324316.21372
est,2016,536281106.52074
est,2017,701748693.30371
est,2018,749420427.3967
est,2019,699594335.86426
est,2020,776810450.29303
est,2021,848882769.3062
eth,1977,59323671.52624
eth,1978,86811594.24484
eth,1979,85362318.88182
eth,1980,74251207.76534
eth,1981,70289855.10642
eth,1982,143429951.76011
eth,1983,254251207.8523
eth,1984,332512077.34467
eth,1985,612463768.11594
eth,1986,184202898.55073
eth,1987,412850241.54589
eth,1988,443188405.7971
eth,1989,337536231.88406
eth,1990,451304347.82609
eth,1991,505903381.64251
eth,1992,887432657.00483
eth,1993,532600000
eth,1994,728514180.51995
eth,1995,737293534.20624
eth,1996,678955352.08809
eth,1997,425485594.93119
eth,1998,589775215.36422
eth,1999,500744075.48633
eth,2000,697908682.73869
eth,2001,854283497.67104
eth,2002,876353497.12549
eth,2003,1266501166.85915
eth,2004,1420617049.74329
eth,2005,1426005342.57663
eth,2006,1297226921.65704
eth,2007,3414867954.99702
eth,2008,4343813692.70312
eth,2009,3499729981.7127
eth,2010,4781322815.75437
eth,2011,5028307927.89544
eth,2012,5233100692.43761
eth,2013,5351152229.3747
eth,2014,6274337381.69975
eth,2015,6605455567.56356
eth,2016,6687871760.78105
eth,2017,7339243524.56761
eth,2018,8088089479.29216
eth,2019,7335379130.77335
eth,2020,7512621242.82075
fin,1975,27961819.86813
fin,1976,27687496.03735
fin,1977,29435480.17278
fin,1978,37477835.1904
fin,1979,50142747.61643
fin,1980,67825498.18034
fin,1981,89946358.48092
fin,1982,86403739.68124
fin,1983,78074686.07158
fin,1984,83952512.38571
fin,1985,90539681.19126
fin,1986,82626106.74482
fin,1987,111367515.63505
fin,1988,366781852.97958
fin,1989,222116775.73031
fin,1990,288392849.53726
fin,1991,345352321.464
fin,1992,427175693.99899
fin,1993,475034862.82463
fin,1994,409899228.68086
fin,1995,1536352478.38938
fin,1996,1253040473.71239
fin,1997,1209797813.78922
fin,1998,1522714544.75985
fin,1999,1657888062.63736
fin,2000,1611178388.16614
fin,2001,1562648508.76305
fin,2002,1622915668.51255
fin,2003,1912392862.42466
fin,2004,2044473211.86869
fin,2005,1986859163.87793
fin,2006,995621707.1932
fin,2007,1193079476.58765
fin,2008,1203594352.64457
fin,2009,1104657941.23455
fin,2010,1220478044.01876
fin,2011,1871156006.81845
fin,2012,2069272145.58434
fin,2013,1423756609.23514
fin,2014,1977417244.85516
fin,2015,1456929587.16058
fin,2016,1563440610.72435
fin,2017,1725626155.16838
fin,2018,1903886380.6044
fin,2019,1934656347.13204
fin,2020,1768356997.83351
fin,2021,1815125232.17893
fji,1979,19252324.22667
fji,1980,48461751.05583
fji,1981,44101132.32975
fji,1982,42393754.6972
fji,1983,47108202.73384
fji,1984,36486349.19864
fji,1985,51406342.01233
fji,1986,37427203.43005
fji,1987,28218647.62198
fji,1988,53556758.39446
fji,1989,26966292.13483
fji,1990,24309404.70094
fji,1991,32394535.62467
fji,1992,34930352.75775
fji,1993,40213390.4104
fji,1994,38111500.04269
fji,1995,35980090.06874
fji,1996,44110311.40882
fji,1997,54582922.05656
fji,1998,45298593.22702
fji,1999,42698483.21381
fji,2000,129062902.45563
fji,2001,138798736.51369
fji,2002,152372605.9692
fji,2003,188808672.57372
fji,2004,190098201.01344
fji,2005,230099183.73663
fji,2006,251812530.84774
fji,2007,214454190.71079
fji,2008,222024949.63916
fji,2009,227542340.4483
fji,2010,202214025.28668
fji,2011,202362038.36815
fji,2012,277272645.45214
fji,2013,278346626.40105
fji,2014,316509351.19066
fji,2015,362487831.57978
fji,2016,372317145.3875
fji,2017,423234653.62034
fji,2018,425616090.5337
fji,2019,426664284.47202
fji,2020,533563902.01003
fra,1975,2579696586.24616
fra,1976,2657299739.38992
fra,1977,3215462542.06682
fra,1978,4079630592.2471
fra,1979,5537562410.94214
fra,1980,6162509649.13283
fra,1981,5331488439.31621
fra,1982,4925114054.08423
fra,1983,5051391551.57309
fra,1984,5007898206.81821
fra,1985,5892974947.76565
fra,1986,9486778108.17691
fra,1987,10867081754.1735
fra,1988,13011873854.0604
fra,1989,11524137594.5846
fra,1990,14794704526.401
fra,1991,18755911579.5853
fra,1992,20725848930.3394
fra,1993,16742859426.8926
fra,1994,18223266035.16669
fra,1995,22005671053.8232
fra,1996,22759809359.7643
fra,1997,19613967013.0283
fra,1998,19653946015.381
fra,1999,8944307341.47159
fra,2000,7397291666.01323
fra,2001,7310477002.38983
fra,2002,8659252272.79117
fra,2003,9938331946.8972
fra,2004,11038303571.8923
fra,2005,11162333123.4169
fra,2006,12743235776.8369
fra,2007,14933022144.7163
fra,2008,15867483348.4749
fra,2009,15739101462.9507
fra,2010,15291289318.8716
fra,2011,17101732911.4706
fra,2012,14670887206.6346
fra,2013,15933143814.2304
fra,2014,31200193636.6885
fra,2015,29613248725.6612
fra,2016,28121908750.6502
fra,2017,30898283561.0917
fra,2018,35047103336.8041
fra,2019,33800610249.7701
fra,2020,42793907267.57729
fro,1998,168380000
fro,1999,165830000
fro,2000,148250000
fro,2001,146860000
fro,2002,109160000
fro,2003,128210000
fro,2004,151602805.73766
fro,2005,150873411.35681
fro,2006,163066166.56546
fro,2007,228182520.7263
fro,2008,178511640.84147
fro,2009,170293544.09165
fro,2010,180447885.87279
fro,2011,231356242.13443
fsm,2009,122175600
fsm,2010,126903900
fsm,2011,122355400
fsm,2012,121269500
fsm,2013,118665400
fsm,2014,116996100
gab,1978,57920055.72755
gab,1979,69762529.57925
gab,1980,72699887.9274
gab,1981,61604940.62387
gab,1982,36791752.74572
gab,1983,42958433.58483
gab,1984,50302470.97927
gab,1985,41957609.60625
gab,1986,52814577.55202
gab,1987,57097878.08472
gab,1988,53819358.27429
gab,1989,42318648.20342
gab,1990,58949966.02605
gab,1991,43954967.47087
gab,1992,51380511.07528
gab,1993,48028945.15233
gab,1994,18731830.04643
gab,1995,58024824.87589
gab,1996,65148747.27943
gab,1997,62691314.18094
gab,1998,36606381.96374
gab,1999,42614969.93814
gab,2000,16003342.25899
gab,2001,34324254.12489
gab,2002,4741830.61187
gab,2003,7221262.44581
gab,2004,9865890.34589
gab,2005,17673105.2416
gab,2007,12143549.71271
gab,2008,13253529.13192
gab,2009,8810082.12532
gab,2010,75658668.51855
gab,2011,74281663.70342
gab,2012,50583011.52666
gab,2013,39436075.0612
gab,2014,23840298.38034
gab,2015,91071172.29255
gbr,1970,551999559.17315
gbr,1971,599108346.15418
gbr,1972,659827983.28601
gbr,1973,947193043.15873
gbr,1974,1143173451.97108
gbr,1975,1684177513.50249
gbr,1976,1420053997.7051
gbr,1977,1593739001.54979
gbr,1978,2330103032.57557
gbr,1979,2976227501.36087
gbr,1980,4413519044.51325
gbr,1981,5750830965.03829
gbr,1982,5995794230.40114
gbr,1983,5699342373.26778
gbr,1984,5337000375.59402
gbr,1985,4573297858.55441
gbr,1986,5675779881.29551
gbr,1987,9584132386.5253
