geo,time,sl_emp_1524_sp_ne_zs
lbr,2014,54.46
lbr,2016,55.63
lbr,2017,9.34
lby,2012,9.08
lca,2004,34
lca,2005,35.2
lca,2006,37.9
lca,2007,37.9
lca,2017,33.29
lca,2018,35.38
lca,2019,35.33
lie,2000,53.89
lie,2001,52.74
lie,2002,52.03
lie,2003,51.05
lie,2004,49.78
lie,2005,49.08
lie,2006,49.68
lie,2007,51.12
lie,2008,51.04
lie,2009,50.2
lie,2010,48.57
lie,2011,51.36
lie,2012,50.81
lie,2013,49.98
lie,2014,49.53
lie,2015,48.24
lka,2010,28.19
lka,2011,28.07
lka,2012,27.62
lka,2013,27.49
lka,2014,26.01
lka,2015,26.67
lka,2016,25.67
lka,2017,26.86
lka,2018,23.6
lka,2019,24.08
lso,2008,16.41
lso,2013,29.59
lso,2019,18.43
ltu,1998,33
ltu,1999,32.1
ltu,2000,26.66
ltu,2001,22.58
ltu,2002,25.24
ltu,2003,23.57
ltu,2004,20.56
ltu,2005,21.21
ltu,2006,23.67
ltu,2007,24.79
ltu,2008,26.01
ltu,2009,20.65
ltu,2010,18.27
ltu,2011,18.99
ltu,2012,21.48
ltu,2013,24.62
ltu,2014,27.63
ltu,2015,28.31
ltu,2016,30.23
ltu,2017,30.4
ltu,2018,32.43
ltu,2019,32.89
ltu,2020,29.43
lux,1983,56.31
lux,1984,55.24
lux,1985,54.8
lux,1986,54.5
lux,1987,53.3
lux,1988,49.99
lux,1989,50.76
lux,1990,43.3
lux,1991,51.77
lux,1992,49.43
lux,1993,45.71
lux,1994,42.81
lux,1995,38.22
lux,1996,36.92
lux,1997,34.67
lux,1998,33.05
lux,1999,31.66
lux,2000,31.85
lux,2001,32.28
lux,2002,32.29
lux,2003,27.03
lux,2004,23.27
lux,2005,24.89
lux,2006,23.32
lux,2007,22.47
lux,2008,23.84
lux,2009,26.73
lux,2010,21.21
lux,2011,20.7
lux,2012,21.75
lux,2013,21.88
lux,2014,20.36
lux,2015,29.08
lux,2016,24.91
lux,2017,25.77
lux,2018,28.42
lux,2019,28.74
lux,2020,24.85
lva,1998,32.93
lva,1999,32.35
lva,2000,30.26
lva,2001,28.32
lva,2002,28.26
lva,2003,30.88
lva,2004,28.87
lva,2005,32.25
lva,2006,35.3
lva,2007,38.12
lva,2008,37.01
lva,2009,27.48
lva,2010,25.38
lva,2011,25.84
lva,2012,28.69
lva,2013,30.22
lva,2014,32.48
lva,2015,34.54
lva,2016,32.82
lva,2017,32.99
lva,2018,33.11
lva,2019,31.78
lva,2020,29.65
mac,1997,51.47
mac,1998,47.06
mac,2000,37.58
mac,2003,28.74
mac,2004,30.13
mac,2005,32.51
mac,2006,35.18
mac,2007,40.35
mac,2008,42.46
mac,2009,48.57
mac,2010,48.52
mac,2011,48.87
mac,2012,46.93
mac,2013,47.96
mac,2014,46.81
mac,2015,45.52
mac,2016,44.48
mar,2006,39.34
mar,2007,36.9
mar,2008,35.08
mar,2009,33.2
mar,2010,29.88
mar,2011,28.72
mar,2012,27.26
mar,2013,26.06
mar,2014,25.87
mar,2015,24.05
mar,2016,22.32
mda,2009,18.15
mda,2010,18
mda,2011,18.95
mda,2012,17.57
mda,2013,18.12
mda,2014,18.64
mda,2015,19.49
mda,2016,18.48
mda,2017,18.33
mda,2018,20.89
mda,2019,19.02
mda,2020,16.33
mdg,2012,89.13
mdg,2015,72.12
mdv,2009,31.23
mdv,2014,51.96
mdv,2016,40.7
mdv,2019,42.58
mex,1991,49.34
mex,1992,50.46
mex,1993,51.61
mex,1994,50.28
mex,1995,48.2
mex,1996,48.17
mex,1997,49.2
mex,1998,50.31
mex,1999,50.28
mex,2000,48.9
mex,2001,47.16
mex,2002,44.35
mex,2003,43.79
mex,2004,43.11
mex,2005,44.57
mex,2006,44.97
mex,2007,44.89
mex,2008,44.07
mex,2009,42.2
mex,2010,42.49
mex,2011,42.27
mex,2012,42.8
mex,2013,41.97
mex,2014,41.24
mex,2015,40.96
mex,2016,40.8
mex,2017,40.75
mex,2018,40.74
mex,2019,41.65
mex,2020,36.73
mhl,2019,11.85
mkd,2006,14.41
mkd,2007,15.16
mkd,2008,15.67
mkd,2009,15.73
mkd,2010,15.45
mkd,2011,14.36
mkd,2012,15.46
mkd,2013,16.18
mkd,2014,15.22
mkd,2015,17.3
mkd,2016,16.21
mkd,2017,17.46
mkd,2018,17.37
mkd,2019,20.73
mkd,2020,19.85
mli,2010,50.29
mli,2013,62.93
mli,2014,54.77
mli,2015,47.95
mli,2016,43.05
mli,2017,47.31
mli,2018,46.74
mlt,2000,52.38
mlt,2001,52.96
mlt,2002,51.1
mlt,2003,49.61
mlt,2004,45.21
mlt,2005,44.97
mlt,2006,44.82
mlt,2007,46.75
mlt,2008,46.55
mlt,2009,44.07
mlt,2010,44.19
mlt,2011,44.98
mlt,2012,44.55
mlt,2013,46.68
mlt,2014,46.71
mlt,2015,45.62
mlt,2016,46.21
mlt,2017,47.31
mlt,2018,50.92
mlt,2019,50.68
mlt,2020,48.26
mmr,2015,58.9
mmr,2017,48.85
mmr,2018,47.75
mmr,2019,44.65
mne,2007,20.2
mne,2008,23.4
mne,2010,13.6
mne,2011,13.1
mne,2012,13.48
mne,2013,13.53
mne,2014,18.75
mne,2015,18.84
mne,2016,20.99
mne,2017,21.31
mne,2018,23.19
mne,2019,27.34
mne,2020,19.76
mng,2003,34.9
mng,2007,32.2
mng,2008,30.3
mng,2009,28.71
mng,2010,27.11
mng,2011,29.18
mng,2012,35.16
mng,2013,28.35
mng,2014,26.83
mng,2015,25.49
mng,2016,22.11
mng,2017,22.1
mng,2018,24.04
mng,2019,23.53
mng,2020,25.44
moz,2015,57.92
mrt,2012,20.87
mrt,2017,16.25
mus,2001,37.08
mus,2002,37.87
mus,2003,43.35
mus,2004,37.73
mus,2005,36.12
mus,2006,36.59
mus,2007,33.87
mus,2008,34.29
mus,2009,32.61
mus,2010,32.76
mus,2011,33.24
mus,2012,32.65
mus,2013,33.66
mus,2014,33.22
mus,2015,34.29
mus,2016,34.82
mus,2017,34.04
mus,2018,34.75
mus,2019,34.36
mus,2020,52.45
mwi,2005,67.6
mwi,2011,58.34
mwi,2013,59.92
mwi,2017,32.72
mwi,2020,36.75
mys,2011,37.7
mys,2014,39.24
mys,2015,38.12
mys,2016,38.44
mys,2017,38.39
mys,2019,40.96
mys,2020,37.7
nam,2010,22.77
nam,2012,20.42
nam,2013,20.05
nam,2014,19.93
nam,2016,20.17
nam,2018,18.13
ncl,2014,27.14
ner,2011,70.64
ner,2012,28.91
ner,2014,61.68
ner,2017,11.61
nga,2011,27.75
nga,2013,21.2
nga,2019,17.42
nic,2012,64.81
nic,2014,47.29
nld,1983,38.48
nld,1985,38.63
nld,1987,49.93
nld,1988,48.85
nld,1989,49.97
nld,1990,52.98
nld,1991,53.65
nld,1992,55.96
nld,1993,54.17
nld,1994,53.73
nld,1995,54.5
nld,1996,54.12
nld,1997,56.93
nld,1998,60.32
nld,1999,62.71
nld,2000,68.36
nld,2001,70.36
nld,2002,70.53
nld,2003,68.72
nld,2004,66.24
nld,2005,59.34
nld,2006,60.46
nld,2007,63.06
nld,2008,64.29
nld,2009,62.89
nld,2010,60.7
nld,2011,61.27
nld,2012,61.11
nld,2013,60.08
nld,2014,58.78
nld,2015,60.76
nld,2016,60.82
nld,2017,62.29
nld,2018,63.94
nld,2019,65.3
nld,2020,62.48
nld_curacao,2011,22.96
nld_curacao,2013,23.39
nld_curacao,2014,16.7
nld_curacao,2015,20.19
nld_curacao,2018,21.11
nld_curacao,2020,17.4
nor,1990,53.39
nor,1991,50.26
nor,1992,48.86
nor,1993,47.76
nor,1994,48.44
nor,1995,44.36
nor,1996,51.52
nor,1997,54.18
nor,1998,57.34
nor,1999,56.78
nor,2000,58.67
nor,2001,58.07
nor,2002,56.98
nor,2003,56.11
nor,2004,54.9
nor,2005,53.38
nor,2006,52.42
nor,2007,54.47
nor,2008,57.33
nor,2009,52.57
nor,2010,51.45
nor,2011,50.8
nor,2012,52.2
nor,2013,51.81
nor,2014,50.14
nor,2015,50.37
nor,2016,48.48
nor,2017,48.17
nor,2018,49.08
nor,2019,49.96
nor,2020,49.3
npl,2008,74.26
npl,2017,22.52
nru,2013,38.4
nzl,1986,68.5
nzl,1987,67.45
nzl,1988,62.21
nzl,1989,58.32
nzl,1990,58.58
nzl,1991,54.36
nzl,1992,52.97
nzl,1993,53.13
nzl,1994,55.81
nzl,1995,58.86
nzl,1996,58.79
nzl,1997,57.64
nzl,1998,55.19
nzl,1999,54.01
nzl,2000,54.2
nzl,2001,55.34
nzl,2002,56.15
nzl,2003,55.87
nzl,2004,56.18
nzl,2005,56.27
nzl,2006,58
nzl,2007,57.96
nzl,2008,55.77
nzl,2009,50.97
nzl,2010,49.22
nzl,2011,49
nzl,2012,48.45
nzl,2013,49.02
nzl,2014,51.6
nzl,2015,52.91
nzl,2016,53.99
nzl,2017,55.01
nzl,2018,56.19
nzl,2019,56.37
nzl,2020,55.06
omn,2010,26.8
omn,2016,34.31
omn,2020,21.52
pak,2006,41.95
pak,2007,40.94
pak,2008,40.33
pak,2009,40.64
pak,2010,41.05
pak,2011,39.56
pak,2013,38.96
pak,2014,38.45
pak,2015,37.63
pak,2018,36.9
pak,2019,36.14
pan,2010,40.64
pan,2011,38.56
pan,2012,41.5
pan,2013,41.85
pan,2014,39.52
pan,2015,38.13
pan,2016,38.19
pan,2017,37.16
pan,2018,39.17
pan,2019,38.51
pan,2020,29.94
pan,2021,31.42
per,2002,75
per,2003,61.35
per,2004,62.35
per,2005,57.67
per,2006,61.31
per,2007,62.71
per,2008,63.43
per,2009,63.8
per,2010,64.45
per,2011,63.05
per,2012,62.74
per,2013,61.26
per,2014,59.42
per,2015,56.57
per,2016,55.66
per,2017,57.11
per,2018,56.96
per,2019,57.65
per,2020,44.23
phl,2001,40.15
phl,2003,39.07
phl,2004,39.66
phl,2005,39.24
phl,2006,38.38
phl,2007,38.22
phl,2008,37.3
phl,2009,37.51
phl,2010,37.31
phl,2011,38.99
phl,2012,38.59
phl,2013,37.97
phl,2014,38.52
phl,2015,37.03
phl,2016,36.89
phl,2017,34.34
phl,2018,33.32
phl,2019,32.4
phl,2020,28.01
plw,2000,24.49
plw,2014,27.72
png,2010,35.92
pol,1992,32.35
pol,1993,29.53
pol,1994,28
pol,1995,27.32
pol,1996,27.86
pol,1997,27.8
pol,1998,27.79
pol,1999,24.29
pol,2000,24.14
pol,2001,24.19
pol,2002,22.03
pol,2003,21.21
pol,2004,21.06
pol,2005,22.54
pol,2006,24
pol,2007,25.84
pol,2008,27.35
pol,2009,26.79
pol,2010,26.39
pol,2011,24.9
pol,2012,24.68
pol,2013,24.21
pol,2014,25.78
pol,2015,26.01
pol,2016,28.41
pol,2017,29.64
pol,2018,30.96
pol,2019,31.71
pol,2020,28.39
pri,2010,17.4
pri,2011,17.2
pri,2012,19.2
prt,1986,48.85
prt,1987,50.71
prt,1988,51.93
prt,1989,52.51
prt,1990,52.37
prt,1991,51.67
prt,1992,46.02
prt,1993,41.75
prt,1994,38.65
prt,1995,36.24
prt,1996,35.13
prt,1997,37.92
prt,1998,42.61
prt,1999,42.08
prt,2000,41.09
prt,2001,42.38
prt,2002,42.19
prt,2003,38.8
prt,2004,36.65
prt,2005,35.29
prt,2006,34.78
prt,2007,34.41
prt,2008,34.08
prt,2009,30.84
prt,2010,27.9
prt,2011,26.61
prt,2012,23.02
prt,2013,21.67
prt,2014,22.37
prt,2015,22.81
prt,2016,23.9
prt,2017,25.87
prt,2018,27.24
prt,2019,28.02
prt,2020,23.36
pry,1998,54.69
pry,1999,49.35
pry,2001,52.71
pry,2002,52.02
pry,2003,49.85
pry,2004,54.1
pry,2005,52.56
pry,2006,52.34
pry,2007,51.23
pry,2008,52.84
pry,2009,55.11
pry,2010,50.71
pry,2011,50.14
pry,2012,53.05
pry,2013,52.4
pry,2014,49.76
pry,2015,48.09
pry,2016,51.03
pry,2017,50.28
pry,2018,50.03
pry,2019,50.23
pry,2020,46.54
pse,2000,23.21
pse,2001,16.41
pse,2002,13.26
pse,2003,15.39
pse,2004,14.73
pse,2005,15.72
pse,2006,16.43
pse,2007,16.98
pse,2008,15.67
pse,2009,16.35
pse,2010,15.75
pse,2011,18.32
pse,2012,18.11
pse,2013,17.26
pse,2014,17.73
pse,2015,19.32
pse,2016,19.01
pse,2017,18.28
pse,2018,17.63
pse,2019,18.11
pse,2020,15.19
pyf,1996,25.3
pyf,2007,24.3
pyf,2012,17.43
qat,2009,70.17
qat,2011,67.85
qat,2012,68.11
qat,2013,67.28
qat,2014,66.85
qat,2015,68.93
qat,2016,73.09
qat,2017,67.63
qat,2018,72.54
qat,2019,67.29
qat,2020,64.67
rou,1997,38.12
rou,1998,37.39
rou,1999,35.32
rou,2000,33.96
rou,2001,32.65
rou,2002,29.06
rou,2003,27.31
rou,2004,28.02
rou,2005,24.92
rou,2006,24.01
rou,2007,24.38
rou,2008,24.75
rou,2009,24.51
rou,2010,24.31
rou,2011,23.37
rou,2012,23.65
rou,2013,22.94
rou,2014,22.46
rou,2015,24.5
rou,2016,22.26
rou,2017,24.46
rou,2018,24.71
rou,2019,24.67
rou,2020,24.58
rus,1992,47.58
rus,1993,45.33
rus,1994,42.57
rus,1995,40.96
rus,1996,37.97
rus,1997,33.05
rus,1998,29.55
rus,1999,34.35
rus,2000,34.6
rus,2001,33.49
rus,2002,34.2
rus,2003,32.3
rus,2004,32.6
rus,2005,33.12
rus,2006,32.53
rus,2007,33.72
rus,2008,35.96
rus,2009,34.33
rus,2010,34.18
rus,2011,35
rus,2012,33.7
rus,2013,34.32
rus,2014,33.44
rus,2015,31.82
rus,2016,31.47
rus,2017,29.6
rus,2018,28.34
rus,2019,28.08
rus,2020,26.65
rwa,2014,64.19
rwa,2017,29.8
rwa,2018,30.68
rwa,2019,30.18
rwa,2020,32.99
sau,1992,22.1
sau,1999,15.9
sau,2000,13.7
sau,2001,13
sau,2002,12.5
sau,2006,13.2
sau,2009,10.97
sau,2011,12.41
sau,2012,12.44
sau,2013,12.46
sau,2014,12.32
sau,2015,11.64
sau,2017,11.51
sau,2018,12.93
sau,2019,14.84
sau,2020,16.69
sdn,2008,27.4
sdn,2011,20.43
sen,2002,52.23
sen,2006,32.79
sen,2011,35.64
sen,2015,25.78
sen,2016,31.72
sen,2017,24.72
sen,2018,24.54
sen,2019,29.19
sgp,1992,42.54
sgp,1993,41.03
sgp,1994,39.79
sgp,1995,34.35
sgp,1996,35.69
sgp,1997,33.72
sgp,1998,28.84
sgp,2006,35.47
sgp,2007,33.17
sgp,2008,33.75
sgp,2009,30.96
sgp,2010,35.28
sgp,2011,33.33
sgp,2012,34.43
sgp,2013,32.8
sgp,2014,34.25
sgp,2015,36.79
sgp,2016,35.78
sgp,2017,34.09
sgp,2018,34.54
sgp,2019,33.86
sgp,2020,30.92
slb,2013,69.84
sle,2014,26.06
sle,2018,30.98
slv,2009,43.4
slv,2010,42.65
slv,2011,43.65
slv,2012,44.04
slv,2013,43.4
slv,2014,41.72
slv,2015,41.64
slv,2016,41.67
slv,2017,41.9
slv,2018,41.88
slv,2019,42.59
slv,2020,43.09
som,2019,9.45
srb,2006,19.52
srb,2007,18.73
srb,2008,21.07
srb,2009,16.89
srb,2010,15.16
srb,2011,13.98
srb,2012,14.5
srb,2013,14.52
srb,2014,14.93
srb,2015,16.6
srb,2016,19.72
srb,2017,20.86
srb,2018,21.09
srb,2019,21.48
srb,2020,20.76
ssd,2008,52.57
sur,2009,26.67
sur,2010,29.29
sur,2011,26.12
sur,2012,24.61
sur,2013,24.86
sur,2014,26.82
sur,2015,26.95
sur,2016,27.63
svk,1994,34.4
svk,1995,34.81
svk,1996,36.84
svk,1997,36.38
svk,1998,34.89
svk,1999,31.1
svk,2000,28.25
svk,2001,27.68
svk,2002,26.66
svk,2003,27.27
svk,2004,26.29
svk,2005,25.64
svk,2006,25.93
svk,2007,27.58
svk,2008,26.24
svk,2009,22.83
svk,2010,20.64
svk,2011,20.02
svk,2012,20.11
svk,2013,20.41
svk,2014,21.78
svk,2015,23.33
svk,2016,25.21
svk,2017,26.9
svk,2018,27.46
svk,2019,24.9
svk,2020,22.68
svn,1996,35.55
svn,1997,38.54
svn,1998,36.24
svn,1999,32.95
svn,2000,31.19
svn,2001,30.32
svn,2002,31.14
svn,2003,28.59
svn,2004,33.81
svn,2005,34.06
svn,2006,34.99
svn,2007,37.61
svn,2008,38.41
svn,2009,35.32
svn,2010,34.08
svn,2011,31.54
svn,2012,27.3
svn,2013,26.53
svn,2014,26.81
svn,2015,29.59
svn,2016,28.61
svn,2017,34.73
svn,2018,35.16
svn,2019,33.27
svn,2020,26.99
swe,1990,66.07
swe,1991,60.69
swe,1992,52.09
swe,1993,42.42
swe,1994,41.34
swe,1995,36.53
swe,1996,33.86
swe,1997,32.1
swe,1998,33.49
swe,1999,35.43
swe,2000,36.85
swe,2001,46.25
swe,2002,43.99
swe,2003,43.37
swe,2004,39.54
swe,2005,38.96
swe,2006,40.3
swe,2007,42.17
swe,2008,42.16
swe,2009,38.25
swe,2010,38.84
swe,2011,40.9
swe,2012,40.16
swe,2013,41.67
swe,2014,42.76
swe,2015,43.89
swe,2016,44.46
swe,2017,44.9
swe,2018,44.66
swe,2019,43.94
swe,2020,39.6
swz,2016,13.18
syc,2011,46.25
syc,2014,49.48
syc,2015,48.04
syc,2016,48.87
syc,2017,49.19
syc,2018,48.47
syc,2019,43.07
syc,2020,43.94
syr,2008,25.06
syr,2009,24.7
tcd,2018,37.92
tgo,2006,61.28
tgo,2011,62.91
tgo,2015,52.75
tgo,2017,22.77
tha,2009,45.83
tha,2010,45.55
tha,2011,46.48
tha,2012,46.07
tha,2013,43.59
tha,2014,41.6
tha,2015,40.76
tha,2016,40.04
tha,2017,39.06
tha,2018,39.96
tha,2019,38.73
tha,2020,38.11
tjk,2003,40.62
tjk,2009,22.85
tjk,2016,23.34
tls,2010,11.96
tls,2013,11.07
tls,2016,34.49
ton,2018,22.24
tto,2009,44.52
tto,2010,41.84
tto,2011,40.99
tto,2012,41.34
tto,2013,42.39
tto,2014,41.68
tto,2015,41.05
tto,2016,37.92
tun,2005,22.89
tun,2006,22.14
tun,2007,22.37
tun,2008,22.03
tun,2009,20.45
tun,2010,22.02
tun,2011,18.47
tun,2012,21.93
tun,2013,21.7
tun,2015,18.76
tun,2016,20.18
tun,2017,19.75
tur,1990,45.91
tur,1991,46.86
tur,1992,44.35
tur,1993,39.55
tur,1994,42.95
tur,1995,41.04
tur,1996,41.98
tur,1997,40.28
tur,1998,39.49
tur,1999,39.66
tur,2000,36.97
tur,2001,35.28
tur,2002,33.03
tur,2003,30.51
tur,2004,30.02
tur,2005,30.23
tur,2006,30.31
tur,2007,30.2
tur,2008,30.28
tur,2009,28.92
tur,2010,29.99
tur,2011,32.03
tur,2012,31.51
tur,2013,32.24
tur,2014,33.51
tur,2015,34.06
tur,2016,34.09
tur,2017,34.35
tur,2018,34.98
tur,2019,33.11
tur,2020,29.2
tuv,2016,32.16
tza,2001,73.7
tza,2006,74.49
tza,2011,61.61
tza,2012,71.58
tza,2013,61.08
tza,2014,69.56
uga,2012,50.81
uga,2017,31.51
ukr,2014,29.53
ukr,2017,27.88
ukr,2018,27.62
ukr,2019,30.64
ukr,2020,25.76
ury,1998,45.84
ury,1999,43.41
ury,2000,41.12
ury,2001,39.13
ury,2002,34.2
ury,2003,32.45
ury,2004,35.3
ury,2005,37.57
ury,2006,38.39
ury,2007,41.26
ury,2008,41.79
ury,2009,42.71
ury,2010,42.54
ury,2011,44.72
ury,2012,43.54
ury,2013,43.09
ury,2014,42.76
ury,2015,39.22
ury,2016,37.7
ury,2017,36.13
ury,2018,35.36
ury,2019,34.12
ury,2020,28.34
usa,1960,50.1
usa,1961,49
usa,1962,49.5
usa,1963,48.5
usa,1964,49
usa,1965,50.2
usa,1966,52.2
usa,1967,52.7
usa,1968,52.7
usa,1969,54
usa,1970,53.2
usa,1971,52.3
usa,1972,54.3
usa,1973,57
usa,1974,57.2
usa,1975,54.2
usa,1976,55.7
usa,1977,57.6
usa,1978,59.8
usa,1979,60.6
usa,1980,58.6
usa,1981,57.6
usa,1982,55.3
usa,1983,55.6
usa,1984,58.3
usa,1985,59
usa,1986,59.5
usa,1987,60.1
usa,1988,60.8
usa,1989,61.2
usa,1990,59.8
usa,1991,57.2
usa,1992,56.7
usa,1993,57.2
usa,1994,58.2
usa,1995,58.34
usa,1996,57.75
usa,1997,58.19
usa,1998,58.99
usa,1999,59
usa,2000,59.66
usa,2001,57.71
usa,2002,55.69
usa,2003,53.91
usa,2004,53.9
usa,2005,53.91
usa,2006,54.25
usa,2007,53.13
usa,2008,51.23
usa,2009,46.85
usa,2010,45
usa,2011,45.45
usa,2012,45.98
usa,2013,46.49
usa,2014,47.64
usa,2015,48.6
usa,2016,49.41
usa,2017,50.34
usa,2018,50.46
usa,2019,51.19
usa,2020,45.86
usa,2021,50.12
uzb,2020,30.38
vct,1991,36.4
vct,2001,29.9
vct,2008,34.67
ven,2005,37.82
ven,2006,38.59
ven,2007,38.41
ven,2008,38.42
ven,2009,37.61
ven,2010,35.7
ven,2011,34.92
ven,2012,34.21
ven,2016,30.79
ven,2017,37.1
vnm,2004,53.55
vnm,2007,52.43
vnm,2009,56.74
vnm,2010,56.06
vnm,2011,54.41
vnm,2012,52.86
vnm,2013,54.65
vnm,2014,54.59
vnm,2015,54.98
vnm,2016,52.55
vnm,2017,52.35
vnm,2018,52.5
vnm,2019,49.25
vnm,2020,44.91
vut,2006,54.28
vut,2009,49.65
vut,2010,42.36
vut,2019,23.84
wsm,2006,33.73
wsm,2008,21.5
wsm,2012,17.68
wsm,2014,17.68
wsm,2017,22.03
yem,2010,20.07
yem,2014,19.48
zaf,2000,13.66
zaf,2001,13.05
zaf,2002,11.99
zaf,2003,11.11
zaf,2004,11.75
zaf,2005,12.16
zaf,2006,12.87
zaf,2007,13.55
zaf,2008,16.73
zaf,2009,14.51
zaf,2010,12.77
zaf,2011,12.68
zaf,2012,12.26
zaf,2013,12.52
zaf,2014,12.32
zaf,2015,13.28
zaf,2016,12.33
zaf,2017,12.48
zaf,2018,11.85
zaf,2019,11.03
zaf,2020,8.49
zmb,2008,48.24
zmb,2012,48.05
zmb,2017,12.22
zmb,2018,11.55
zmb,2019,11.09
zwe,2004,68.49
zwe,2011,66.31
zwe,2014,70.27
zwe,2019,21.65
