geo,time,ne_gdi_ftot_kn
aut,1999,67541740000
aut,2000,71478470000
aut,2001,70684660000
aut,2002,68659040000
aut,2003,71297430000
aut,2004,71968060000
aut,2005,72149980000
aut,2006,72980220000
aut,2007,76369650000
aut,2008,77596830000
aut,2009,72027210000
aut,2010,70164200000
aut,2011,74830000000
aut,2012,75507890000
aut,2013,76688900000
aut,2014,76379880000
aut,2015,78137780000
aut,2016,81502260000
aut,2017,84955170000
aut,2018,88694990000
aut,2019,92947950000
aut,2020,88119770000
aze,1990,471727770.18849
aze,1991,372665000
aze,1992,223598900
aze,1993,136395400
aze,1994,257787200
aze,1995,305739400
aze,1996,646333000
aze,1997,898402800
aze,1998,1105035500
aze,1999,1399631600
aze,2000,1290092300
aze,2001,1439744300
aze,2002,2407192200
aze,2003,4190578400
aze,2004,5243298800
aze,2005,5172900000
aze,2006,5314295300
aze,2007,4819142200
aze,2008,4896526300
aze,2009,4455099800
aze,2010,4648540300
aze,2011,5205088300
aze,2012,5319600100
aze,2013,6354119700
aze,2014,6442070800
bdi,1997,80788844200
bdi,1998,91116983000
bdi,1999,79857257300
bdi,2000,171164020800
bdi,2001,174014246400
bdi,2002,178109247700
bdi,2003,182507673300
bdi,2004,217765288800
bdi,2005,221108652000
bdi,2006,220342488000
bdi,2007,214772386000
bdi,2008,200343745000
bdi,2009,222325955000
bdi,2010,257844000600
bdi,2011,250986469600
bdi,2012,249039770600
bdi,2013,249269247900
bdi,2014,249139291800
bdi,2015,236880213100
bdi,2016,173144540200
bdi,2017,168829917700
bdi,2018,210909701200
bdi,2019,242353650300
bdi,2020,233740071500
bel,1970,36989124000
bel,1971,36286124000
bel,1972,37517967000
bel,1973,40152993000
bel,1974,42938873000
bel,1975,42137079000
bel,1976,43819809000
bel,1977,43838188000
bel,1978,45049981000
bel,1979,43824030000
bel,1980,49341543000
bel,1981,41676905000
bel,1982,40009829000
bel,1983,37884411000
bel,1984,38771749000
bel,1985,40503104000
bel,1986,41745377000
bel,1987,43810707000
bel,1988,50828357000
bel,1989,56802163000
bel,1990,61676230000
bel,1991,59120419000
bel,1992,59761817000
bel,1993,58256837000
bel,1994,58480418000
bel,1995,60464700000
bel,1996,60799200000
bel,1997,64872200000
bel,1998,66333100000
bel,1999,69049600000
bel,2000,72480800000
bel,2001,73659400000
bel,2002,70617000000
bel,2003,70523800000
bel,2004,76892000000
bel,2005,81303900000
bel,2006,82853100000
bel,2007,88886400000
bel,2008,90581400000
bel,2009,84582500000
bel,2010,84588400000
bel,2011,89004100000
bel,2012,89581500000
bel,2013,87548300000
bel,2014,92237800000
bel,2015,95688900000
bel,2016,99665100000
bel,2017,101062700000
bel,2018,104124900000
bel,2019,108797600000
bel,2020,102094600000
ben,1982,616350118476.89404
ben,1983,352132811798.77197
ben,1984,276440789466.71094
ben,1985,193226511560.315
ben,1986,257165148034.328
ben,1987,290074777512.04303
ben,1988,238829798364.366
ben,1989,232034102471.68799
ben,1990,278250813764.09003
ben,1991,305645646000
ben,1992,325574479000
ben,1993,352603168800
ben,1994,345485120400
ben,1995,398759095900
ben,1996,404946916900
ben,1997,438716863800
ben,1998,457362794300
ben,1999,491546297700
ben,2000,489370824000
ben,2001,569411531900
ben,2002,541757678800
ben,2003,585723366900
ben,2004,574279279900
ben,2005,526101468800
ben,2006,517314219900
ben,2007,645616155700
ben,2008,652147928100
ben,2009,703016398700
ben,2010,772958941400
ben,2011,804426070500
ben,2012,800903856300
ben,2013,1171876959700
ben,2014,1314641245200
ben,2015,1379940000000
ben,2016,1384416000000
ben,2017,1735184107065.65991
ben,2018,2016677403393.37012
ben,2019,2226596030800
ben,2020,2273568559300
bfa,1983,170369219177.13101
bfa,1984,173227453593.12299
bfa,1985,246455249014.29001
bfa,1986,246508765585.64496
bfa,1987,258039252950.83401
bfa,1988,258367749418.39096
bfa,1989,289438094712.33899
bfa,1990,261615727184.98901
bfa,1991,299614507200
bfa,1992,286754503300
bfa,1993,277085665000
bfa,1994,340079657400
bfa,1995,310689569700
bfa,1996,338076810900
bfa,1997,388206942900
bfa,1998,392034504700
bfa,1999,375873357100
bfa,2000,369987355900
bfa,2001,358580089600
bfa,2002,370586847900
bfa,2003,414777830900
bfa,2004,471016502900
bfa,2005,521535214200
bfa,2006,565600898900
bfa,2007,643834138400
bfa,2008,668168196900
bfa,2009,787440238200
bfa,2010,926223066700
bfa,2011,1072344780600
bfa,2012,1224304378300
bfa,2013,1325564578200
bfa,2014,1154441928400
bfa,2015,1339407000000
bfa,2016,1518129000000
bfa,2017,1654520802500
bfa,2018,1796412865600
bfa,2019,2224059112400
bgd,1980,169674053200
bgd,1981,208455325000
bgd,1982,226361830800
bgd,1983,236575635500
bgd,1984,260129190300
bgd,1985,275538662400
bgd,1986,291006824200
bgd,1987,320951775700
bgd,1988,325868640300
bgd,1989,341919675100
bgd,1990,360777945600
bgd,1991,369650206200
bgd,1992,384463910700
bgd,1993,427385471700
bgd,1994,466865390500
bgd,1995,511722576600
bgd,1996,572882000000
bgd,1997,609887000000
bgd,1998,665467000000
bgd,1999,722608000000
bgd,2000,774041000000
bgd,2001,835459000000
bgd,2002,897451000000
bgd,2003,966172000000
bgd,2004,1045481000000
bgd,2005,1147558000000
bgd,2006,1261028000000
bgd,2007,1351152000000
bgd,2008,1483769000000
bgd,2009,1593392000000
bgd,2010,1729860000000
bgd,2011,1895251000000
bgd,2012,2095536000000
bgd,2013,2207954000000
bgd,2014,2425549000000
bgd,2015,2598219000000
bgd,2016,2829704000000
bgd,2017,3116884000000
bgd,2018,3444211000000
bgd,2019,3734959000000
bgd,2020,3807296000000
bgr,1980,9212259352.45914
bgr,1981,9452377547.05269
bgr,1982,9615953745.54079
bgr,1983,9679632407.97136
bgr,1984,9584478857.77499
bgr,1985,10153300267.9302
bgr,1986,10807239590.6128
bgr,1987,11412279008.862
bgr,1988,13023863522.1045
bgr,1989,13251848460.0299
bgr,1990,8805463322.20663
bgr,1991,7052334200
bgr,1992,6535611400
bgr,1993,5395084300
bgr,1994,5452487800
bgr,1995,5273692000
bgr,1996,1704202000
bgr,1997,4268574000
bgr,1998,5661289000
bgr,1999,6928614000
bgr,2000,8070398000
bgr,2001,9670899000
bgr,2002,10457689000
bgr,2003,11801826000
bgr,2004,13428872000
bgr,2005,17018891000
bgr,2006,19222923000
bgr,2007,21732632000
bgr,2008,26506477000
bgr,2009,21822011000
bgr,2010,17972410000
bgr,2011,17181117000
bgr,2012,17493936000
bgr,2013,17589165000
bgr,2014,18200972000
bgr,2015,18684393000
bgr,2016,17446332000
bgr,2017,18009974000
bgr,2018,18983221000
bgr,2019,19843014000
bgr,2020,19960998000
bhr,2000,857160000
bhr,2001,776210000
bhr,2002,1055760000
bhr,2003,1216510000
bhr,2004,1175890000
bhr,2005,1538220000
bhr,2006,1912060000
bhr,2007,2632970000
bhr,2008,3122630000
bhr,2009,2203210000
bhr,2010,2518130000
bhr,2011,2203640000
bhr,2012,2420520000
bhr,2013,2830060000
bhr,2014,2996080000
bhr,2015,2740580000
bhr,2016,3036030000
bhr,2017,3357050000
bhr,2018,3676210000
bhr,2019,3728160000
bhs,1989,1192322655.45976
bhs,1990,1109688342.13546
bhs,1991,1063829800
bhs,1992,1064973500
bhs,1993,845517300
bhs,1994,1007879100
bhs,1995,1115972400
bhs,1996,1269426300
bhs,1997,2319300000
bhs,1998,1823280000
bhs,1999,2067440000
bhs,2000,2402950000
bhs,2001,2159010000
bhs,2002,2252510000
bhs,2003,2380880000
bhs,2004,2179150000
bhs,2005,2676370000
bhs,2006,3221870000
bhs,2007,3114480000
bhs,2008,2874300000
bhs,2009,2476440000
bhs,2010,2283160000
bhs,2011,2593300000
bhs,2012,3249330000
bhs,2013,2909090000
bhs,2014,3268070000
bhs,2015,2655040000
bhs,2016,2797140000
bhs,2017,3055140000
bhs,2018,2953180000
bhs,2019,3008600000
bhs,2020,1919420000
bih,2000,3675961391.78915
bih,2001,3656598344.89813
bih,2002,3979718730.59349
bih,2003,4075279468.43958
bih,2004,4256838486.28359
bih,2005,5143625226.93442
bih,2006,4644528010.02996
bih,2007,6132462160.50096
bih,2008,7164188496.49848
bih,2009,5953081944.31963
bih,2010,5267605872.7263
bih,2011,5555860041.44939
bih,2012,5601793330.98356
bih,2013,5530606312.69231
bih,2014,6192628463.94477
bih,2015,6038904230.87624
bih,2016,6367058452.75171
bih,2017,6867373480.95075
bih,2018,7422544653.87653
bih,2019,7856251567.3858
bih,2020,7437661995.58843
blr,1990,10070006979.0687
blr,1991,10513086300
blr,1992,8557652400
blr,1993,7907270100
blr,1994,6823974800
blr,1995,4804078200
blr,1996,4655151300
blr,1997,5665319000
blr,1998,6237517500
blr,1999,5988018000
blr,2000,6125741200
blr,2001,5986668700
blr,2002,6387713800
blr,2003,7703684500
blr,2004,9236278100
blr,2005,11037654300
blr,2006,14525594100
blr,2007,16907756500
blr,2008,20931790100
blr,2009,21978390000
blr,2010,25889000000
blr,2011,29464060000
blr,2012,26092180000
blr,2013,28432870000
blr,2014,26771950000
blr,2015,22632410000
blr,2016,19350700000
blr,2017,20422700000
blr,2018,21311300000
blr,2019,22632600600
blr,2020,21070951200
blz,1980,123062879.02155
blz,1981,125982411.72715
blz,1982,101939201.21047
blz,1983,86522965.39534
blz,1984,102816690.64538
blz,1985,87822903.31535
blz,1986,96724406.8544
blz,1987,141842406.48508
blz,1988,188182623.54297
blz,1989,220728706.68398
blz,1990,228541057.44827
blz,1991,281900000
blz,1992,296181200
blz,1993,337915500
blz,1994,258345600
blz,1995,283015400
blz,1996,272354600
blz,1997,270804300
blz,1998,266152200
blz,1999,364373600
blz,2000,476983600
blz,2001,447184700
blz,2002,423210000
blz,2003,363945500
blz,2004,344356400
blz,2005,371631200
blz,2006,378412600
blz,2007,391037300
blz,2008,501146700
blz,2009,406800000
blz,2010,320504500
blz,2011,316775500
blz,2012,315718500
blz,2013,392572200
blz,2014,410547600
blz,2015,512617300
blz,2016,552672800
blz,2017,480685400
blz,2018,510814100
blz,2019,545327000
blz,2020,494669393.662
bmu,2014,762212580.80557
bmu,2015,771554947.78717
bmu,2016,890763550.4724
bmu,2017,956533814.02287
bmu,2018,940679860.76579
bmu,2019,1050800000
bmu,2020,798000000
bol,1960,703899442.50732
bol,1961,588173601.95951
bol,1962,932965023.79784
bol,1963,1008734198.92037
bol,1964,993215211.24467
bol,1965,1072635912.87912
bol,1966,955787064.4974
bol,1967,1088154900.55482
bol,1968,1615800481.52855
bol,1969,1423182458.0243
bol,1970,1427746866.16421
bol,1971,1572348692.13201
bol,1972,1768401865.47904
bol,1973,1729393000.79936
bol,1974,1879039076.51022
bol,1975,2254443351.83282
bol,1976,2351853419.0933
bol,1977,2502284155.8753
bol,1978,2778148569.60146
bol,1979,2584113096.15165
bol,1980,1963222000
bol,1981,1922221000
bol,1982,1395659000
bol,1983,1222858000
bol,1984,1313044000
bol,1985,1499459000
bol,1986,1560452000
bol,1987,1644120000
bol,1988,1742300000
bol,1989,1706846000
bol,1990,1939425000
bol,1991,2309228000
bol,1992,2587870000
bol,1993,2655895000
bol,1994,2442941000
bol,1995,2780084000
bol,1996,3106141000
bol,1997,3937439000
bol,1998,5087830000
bol,1999,4310603000
bol,2000,3927006000
bol,2001,3084701000
bol,2002,3655612000
bol,2003,3259138000
bol,2004,3222710000
bol,2005,3437559000
bol,2006,3757082000
bol,2007,4232114000
bol,2008,5022365000
bol,2009,5167461000
bol,2010,5553149140.75549
bol,2011,6870020963.14055
bol,2012,7043533646.76337
bol,2013,7869530306.72387
bol,2014,8649249598.67121
bol,2015,9081228726.55474
bol,2016,9391365975.67733
bol,2017,10496845000
bol,2018,10835838706.9846
bol,2019,10460754188.7366
bol,2020,7738873324.46477
bra,1970,171721169808.61301
bra,1971,198077730458.14401
bra,1972,231185810872.81201
bra,1973,279713264679.862
bra,1974,316799386660.99402
bra,1975,347637729722.52197
bra,1976,372066920521.34698
bra,1977,367711370016.29694
bra,1978,385169154885.58801
bra,1979,400135611110.81299
bra,1980,436834059683.72998
bra,1981,382708762393.57599
bra,1982,356978841174.80402
bra,1983,299511081303.21002
bra,1984,303208639865.07599
bra,1985,329862628809.90601
bra,1986,405665192998.24493
bra,1987,401042733324.46497
bra,1988,381630039624.92603
bra,1989,386252095132.06201
bra,1990,354976075732.66302
bra,1991,383671672000
bra,1992,358268510800
bra,1993,380931642500
bra,1994,435240185800
bra,1995,466969213300
bra,1996,470697787400
bra,1997,510321665500
bra,1998,509485550500
bra,1999,464267167300
bra,2000,486613235600
bra,2001,492960986100
bra,2002,485843739600
bra,2003,466485235700
bra,2004,506075666900
bra,2005,515976029800
bra,2006,550344101000
bra,2007,616123472800
bra,2008,691826304700
bra,2009,677063597300
bra,2010,797945999999.99902
bra,2011,852477999999.99902
bra,2012,859116902563.06592
bra,2013,909179372080.21204
bra,2014,870775011226.67102
bra,2015,749332372500.34399
bra,2016,658439656295.55298
bra,2017,641601013157.927
bra,2018,675168027476.15503
bra,2019,697881393929.78601
bra,2020,692461049378.69604
brn,1989,2672625100
brn,1990,2835880900
brn,1991,3074344300
brn,1992,3630147600
brn,1993,4418911400
brn,1994,3975002500
brn,1995,4312520000
brn,1996,8030715700
brn,1997,4978383400
brn,1998,4334532000
brn,1999,3472394900
brn,2000,2459105300
brn,2001,2681374700
brn,2002,3840080100
brn,2003,3034356400
brn,2004,3123537000
brn,2005,3147433600
brn,2006,3200363100
brn,2007,4044340300
brn,2008,4580883100
brn,2009,4559971700
brn,2010,4398105800
brn,2011,6040398600
brn,2012,7786221100
brn,2013,8716708800
brn,2014,5986339000
brn,2015,6376889500
brn,2016,5664051000
brn,2017,6122381500
brn,2018,7855579900
brn,2019,7509945100
brn,2020,6808252976.8561
btn,2000,9956784400
btn,2001,12270361000
btn,2002,14345408000
btn,2003,14420019100
btn,2004,16396770800
btn,2005,14316775700
btn,2006,14034770000
btn,2007,11851310000
btn,2008,16154210000
btn,2009,19514895231.6955
btn,2010,28000651150.09909
btn,2011,31767920345.4294
btn,2012,32733728671.3189
btn,2013,20874905913.5737
btn,2014,27124231188.3056
btn,2015,30618511865.0923
btn,2016,33880153283.6897
btn,2017,33466009103.719
btn,2018,31352690691.96989
btn,2019,26182910495.5155
btn,2020,22627414090.4697
bwa,1974,2105202366.45051
bwa,1975,1714235669.38113
bwa,1976,1687074420.95179
bwa,1977,1812210509.89664
bwa,1978,2373544702.19815
bwa,1979,3092996656.47094
bwa,1980,3653522495.99308
bwa,1981,3717383917.84819
bwa,1982,3403411885.17354
bwa,1983,3111589158.46763
bwa,1984,3660797800.36446
bwa,1985,3946153446.12121
bwa,1986,4053343689.42142
bwa,1987,5394272757.45149
bwa,1988,7562490808.76376
bwa,1989,9356593776.58846
bwa,1990,10037890418.9469
bwa,1991,9813162783.92784
bwa,1992,9397982370.26309
bwa,1993,9222402170.28623
bwa,1994,9114116142.63749
bwa,1995,9682252709.5998
bwa,1996,9696870066.62775
bwa,1997,11451470338.5487
bwa,1998,12638192757.791
bwa,1999,14214926959.6817
bwa,2000,14494209028.9147
bwa,2001,15238788737.3471
bwa,2002,15873026803.7898
bwa,2003,16733907508.3794
bwa,2004,18388200630.5174
bwa,2005,18730683882.7537
bwa,2006,20032945125.8734
bwa,2007,22306101183.2893
bwa,2008,23049892848.0136
bwa,2009,25237433493.0311
bwa,2010,27553365499.4679
bwa,2011,30901670983.5032
bwa,2012,35108882923.4293
bwa,2013,35817717114.1427
bwa,2014,36344700000
bwa,2015,37674500000
bwa,2016,40314000000
bwa,2017,38458200000
bwa,2018,41773800000
bwa,2019,46024200000
bwa,2020,42479900000
caf,2009,89122000000
caf,2010,102248000000
caf,2011,88794000000
caf,2012,75994000000
caf,2013,26074000000
caf,2014,86548000000
caf,2015,90648000000
caf,2016,97075000000
caf,2017,117093000000
caf,2018,147509759700
caf,2019,133403919100
caf,2020,141462925200
can,1961,64836518500
can,1962,68055528700
can,1963,70578740800
can,1964,79829080100
can,1965,88490418300
can,1966,98262875900
can,1967,98351333900
can,1968,99197079300
can,1969,103956554200
can,1970,104539083000
can,1971,112129215000
can,1972,116758161000
can,1973,126338600000
can,1974,133135846000
can,1975,138791768000
can,1976,147682881000
can,1977,151277299000
can,1978,154112272000
can,1979,163816768000
can,1980,172691700000
can,1981,188525422000
can,1982,168072193000
can,1983,167011506000
can,1984,170652849000
can,1985,185122753000
can,1986,192438882000
can,1987,209935508000
can,1988,229120388000
can,1989,240904187000
can,1990,232549216000
can,1991,222707718000
can,1992,216162631000
can,1993,213652094000
can,1994,227965309000
can,1995,224854444000
can,1996,237834315000
can,1997,265612572000
can,1998,274203252000
can,1999,288272937000
can,2000,302876337000
can,2001,317473534000
can,2002,320637528000
can,2003,337366618000
can,2004,365824222000
can,2005,399202305000
can,2006,424271264000
can,2007,437710686000
can,2008,444830211000
can,2009,394502162000
can,2010,439915934000
can,2011,460315764000
can,2012,482807304000
can,2013,489802772000
can,2014,500824429000
can,2015,474732000000
can,2016,452639870000
can,2017,467788043000
can,2018,476294579000
can,2019,477511956000
can,2020,465864619000
che,1970,74957328000
che,1971,82346429000
che,1972,86446479000
che,1973,88954569000
che,1974,85169907000
che,1975,73605663000
che,1976,65871136000
che,1977,66937449000
che,1978,71022481000
che,1979,74641939000
che,1980,82046059000
che,1981,83149565000
che,1982,79712536000
che,1983,82508433000
che,1984,86032956000
che,1985,89103759000
che,1986,95252096000
che,1987,99149938000
che,1988,107381489000
che,1989,112407396000
che,1990,117623420000
che,1991,115432675000
che,1992,106158848000
che,1993,102472103000
che,1994,106525954000
che,1995,111618981000
che,1996,110229793000
che,1997,114572734000
che,1998,123670489000
che,1999,126984643000
che,2000,132754768000
che,2001,130381721000
che,2002,131288858000
che,2003,130154150000
che,2004,136904311000
che,2005,141772737000
che,2006,148604129000
che,2007,156374839000
che,2008,157280736000
che,2009,146325585000
che,2010,151298319000
che,2011,154865992000
che,2012,161558780000
che,2013,162942999000
che,2014,167106031000
che,2015,170578963000
che,2016,175556895000
che,2017,181861367000
che,2018,184242921000
che,2019,185340668000
che,2020,182062136000
chl,1960,2038308547477.86011
chl,1961,2064518303904.41992
chl,1962,2317826652661.4502
chl,1963,2659974497097.22949
chl,1964,2508400002100.2998
chl,1965,2356825507103.35986
chl,1966,2432665384634.81982
chl,1967,2484663857224.04004
chl,1968,2719656954502.27979
chl,1969,2856863450494.29004
chl,1970,3041279086073.89014
chl,1971,2970754841873.93018
chl,1972,2373877637790.52002
chl,1973,2230829208137.16016
chl,1974,2657237735382.00977
chl,1975,2052150246152.92969
chl,1976,1748106545598.32007
chl,1977,2018151244844.59009
chl,1978,2368825154623.95996
chl,1979,2767971324782.5498
chl,1980,3374269304770.27979
chl,1981,3939726379161.62012
chl,1982,2430770703447.35986
chl,1983,2065307754399.1897
chl,1984,2454506848323.60938
chl,1985,2699341761770.0498
chl,1986,2764609459229.77979
chl,1987,3364874137565.68018
chl,1988,3841094808889.87061
chl,1989,4993349185575.62012
chl,1990,5119025474721.07031
chl,1991,5109934701100
chl,1992,6337618439200
chl,1993,7475602141100
chl,1994,7938047483500
chl,1995,9803467625300
chl,1996,10677814174708.40039
chl,1997,12005457297954.90039
chl,1998,12395096679581.30078
chl,1999,10626287575649.5
chl,2000,11693449246274.5
chl,2001,12003879718678.5
chl,2002,12476189504002.09961
chl,2003,13492979705890.19922
chl,2004,15245021684006.09961
chl,2005,18821263237638.60156
chl,2006,19941952704133.39844
chl,2007,22046128259014.80078
chl,2008,26122140065799.19922
chl,2009,22638089170253.5
chl,2010,25610431736416
chl,2011,29746218772178.10156
chl,2012,33102553563276.5
chl,2013,34199262944375.89453
chl,2014,32546209708332.30078
chl,2015,32451729462481.19922
chl,2016,32017809232418
chl,2017,31026256217602.5
chl,2018,32622617893489.5
chl,2019,34059683466603.10156
chl,2020,30148323719991.30078
civ,1996,1979125914172.84009
civ,1997,2087823877444.36011
civ,1998,2268529640884.18945
civ,1999,2397713406744.93018
civ,2000,2009646172815.09009
civ,2001,1929703471735.71997
civ,2002,2034668017693.21997
civ,2003,1689096563990
civ,2004,1869805884594.76001
civ,2005,1915223366697.56006
civ,2006,2161014781113.23999
civ,2007,2613764341269.2998
civ,2008,2867005789803.85986
civ,2009,2997786057108.8501
civ,2010,4227245048766.9502
civ,2011,3388292697966.24023
civ,2012,3324041601519.0498
civ,2013,4667162778394.58008
civ,2014,5523071226516.75977
civ,2015,6408248000000
civ,2016,6612959000000
civ,2017,6985530000000
civ,2018,7753891000000
civ,2019,8692467000000
civ,2020,9420948444000
cmr,1975,655993538748.00098
cmr,1976,729622706786.31299
cmr,1977,936833504808.64795
cmr,1978,1304525141173.40991
cmr,1979,1345883083812.6001
cmr,1980,1544904592205.12012
cmr,1981,2132996634507.88965
cmr,1982,2132996634507.88965
cmr,1983,2374025280670.25
cmr,1984,2616175745063.56006
cmr,1985,2940581571777.58984
cmr,1986,2858245362329.25
cmr,1987,2532405264919.06982
cmr,1988,1833461359393.59009
cmr,1989,1530940305964.73999
cmr,1990,1420712631093.97998
cmr,1991,1368146277972.54004
cmr,1992,1152863965176.05005
cmr,1993,1070436891200
cmr,1994,1210681807300
cmr,1995,1161732174400
cmr,1996,1239218723700
cmr,1997,1444953709400
cmr,1998,1465175342600
cmr,1999,1478815782300
cmr,2000,1618782839300
cmr,2001,1756749699900
cmr,2002,1822145058700
cmr,2003,1715938919200
cmr,2004,1919964041800
cmr,2005,1938255353500
cmr,2006,1990819199500
cmr,2007,2182803784100
cmr,2008,2367215797000
cmr,2009,2368247304200
cmr,2010,2575194213800
cmr,2011,2680741403000
cmr,2012,2799371468600
cmr,2013,3128234822600
cmr,2014,3553650036400
cmr,2015,3618520462500
cmr,2016,3899027000000
cmr,2017,3986534000000
cmr,2018,4228517080400
cmr,2019,4366070816200
cmr,2020,4132221750900
cod,1993,503092988800
cod,1994,508057695300
cod,1995,498128245400
cod,1996,446826020000
cod,1997,394626709600
cod,1998,391703526400
cod,1999,417594409200
cod,2000,370200000000
cod,2001,397100000000
cod,2002,586600000000
cod,2003,605800000000
cod,2004,567100000000
cod,2005,662043000000
cod,2006,788588000000
cod,2007,885584324000
cod,2008,942261720700
cod,2009,1566346148800
cod,2010,1782456129000
cod,2011,2996606122600
cod,2012,3084279177400
cod,2013,3060724005800
cod,2014,3224694725000
cod,2015,2920900000000
cod,2016,3226620561400
cod,2017,3978336887200
cod,2018,4489282013300
cod,2019,4743717824100
