geo,time,se_prm_oenr_fe_zs
est,2016,2.90683
est,2017,2.81636
eth,1987,19.61102
eth,1988,19.20454
eth,1989,19.20453
eth,1994,19.16005
eth,1995,19.10272
eth,1996,19.03772
eth,1998,26.7008
eth,1999,20.83866
eth,2000,18.87107
eth,2001,19.5147
eth,2002,20.09044
eth,2003,20.64679
eth,2004,20.14682
eth,2005,17.7939
eth,2006,18.61003
eth,2007,18.17336
eth,2008,17.53004
eth,2009,17.23127
eth,2010,18.29982
eth,2011,16.3859
eth,2012,15.09485
eth,2014,12.60652
eth,2015,11.46243
fin,1993,0.32632
fin,1994,0.34762
fin,1995,0.35469
fin,1996,0.36771
fin,1997,0.33887
fin,1998,0.32641
fin,1999,0.31369
fin,2000,0.32435
fin,2001,0.69489
fin,2002,0.68865
fin,2003,0.71911
fin,2004,0.7981
fin,2005,0.7488
fin,2006,0.91588
fin,2007,0.81672
fin,2008,0.79185
fin,2009,0.88361
fin,2010,0.85298
fin,2011,0.82767
fin,2012,0.84657
fin,2013,0.79843
fin,2014,0.75437
fin,2015,0.9524
fin,2016,0.89726
fin,2017,0.95419
fji,1992,3.55597
fji,1994,3.87293
fji,1995,4.47129
fji,1996,4.33353
fji,1997,4.12584
fji,1998,5.34233
fji,1999,4.61343
fji,2000,4.17672
fji,2001,4.19964
fji,2002,4.1987
fji,2003,4.43403
fji,2004,5.14992
fji,2006,4.8212
fji,2007,4.9664
fji,2008,5.04872
fji,2009,4.48845
fji,2011,4.54759
fji,2012,4.16273
fji,2013,7.37367
fji,2015,6.60857
fji,2016,2.4319
fra,1971,14.32184
fra,1972,12.36122
fra,1977,11.09076
fra,1979,8.7973
fra,1980,8.74265
fra,1982,8.91637
fra,1983,9.1756
fra,1985,9.12167
fra,1986,9.10223
fra,1987,8.12837
fra,1988,7.17514
fra,1989,6.70179
fra,1990,5.99337
fra,1991,5.74196
fra,1992,5.56485
fra,1993,5.15729
fra,1994,5.33604
fra,1995,4.78307
fra,1996,4.56431
fra,1997,3.99499
fra,1999,3.89619
fra,2000,3.90275
fra,2001,3.94958
fra,2002,3.89087
fra,2003,3.87514
fra,2004,3.79289
fra,2005,4.33319
fra,2006,4.1827
fra,2007,4.07561
fra,2008,4.25946
fra,2009,4.11709
fra,2010,4.19402
fra,2011,3.38931
fra,2012,3.36229
fra,2013,3.12192
fra,2014,2.90522
fra,2015,2.77731
fra,2016,2.63535
fra,2017,2.37155
fsm,2014,7.66876
fsm,2015,0
gab,1975,24.3241
gab,1987,23.32033
gab,1997,35.72796
gbr,1971,5.59176
gbr,1972,5.85473
gbr,1973,6.09845
gbr,1974,6.64209
gbr,1975,6.91267
gbr,1976,7.22624
gbr,1977,7.31997
gbr,1978,7.35074
gbr,1979,7.40109
gbr,1980,2.79952
gbr,1981,2.80675
gbr,1982,2.84459
gbr,1989,2.34208
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,2.60628
gbr,2005,1.64084
gbr,2006,1.56855
gbr,2007,1.41133
gbr,2008,0.97407
gbr,2009,0.99656
gbr,2010,0.96555
gbr,2011,0.90749
gbr,2012,1.05571
gbr,2013,1.10482
gbr,2014,1.12579
gbr,2015,1.12378
gbr,2016,1.11726
gbr,2017,1.11129
geo,1995,0.13385
geo,1996,0.07277
geo,1997,1.40609
geo,2004,3.61996
geo,2005,3.91506
geo,2006,5.89135
geo,2007,4.81787
geo,2008,5.50318
geo,2009,6.78083
geo,2011,4.89022
geo,2012,4.0547
geo,2013,3.53376
geo,2014,2.87466
geo,2015,2.60095
geo,2016,2.29223
geo,2017,1.72303
geo,2018,1.31712
gha,1999,19.34213
gha,2000,19.34823
gha,2001,20.50901
gha,2002,22.12088
gha,2003,18.31625
gha,2005,22.72306
gha,2006,28.05897
gha,2007,26.44984
gha,2008,25.16309
gha,2009,25.97986
gha,2011,20.72881
gha,2013,18.83525
gha,2014,15.71776
gha,2015,16.78871
gha,2016,16.36576
gha,2017,16.50681
gha,2018,15.34949
gib,2016,0
gin,1984,16.27214
gin,1985,17.09278
gin,1986,18.70031
gin,1987,19.16574
gin,1988,16.91537
gin,1989,15.64958
gin,1990,14.97748
gin,1991,14.97837
gin,1998,16.78162
gin,1999,16.25251
gin,2000,15.71584
gin,2001,14.77346
gin,2002,14.69815
gin,2003,14.52383
gin,2004,14.49483
gin,2005,15.16936
gin,2006,14.4511
gin,2007,14.50601
gin,2008,15.97534
gin,2009,14.04318
gin,2010,13.06024
gin,2011,10.45054
gin,2012,10.88426
gin,2013,11.19765
gin,2014,8.96439
gin,2016,9.65391
gmb,1971,10.72177
gmb,1972,9.15663
gmb,1973,10.14827
gmb,1974,9.50651
gmb,1975,10.56034
gmb,1976,11.36002
gmb,1977,4.7116
gmb,1978,0.78379
gmb,1979,1.57428
gmb,1980,1.36283
gmb,1981,1.72308
gmb,1982,1.39722
gmb,1983,2.12746
gmb,1984,2.65095
gmb,1985,3.34319
gmb,1986,4.02723
gmb,1987,0
gmb,1988,0
gmb,1989,0
gmb,1990,0
gmb,1992,16.50936
gmb,1993,13.12447
gmb,1996,10.63614
gmb,1998,13.10629
gmb,1999,12.89822
gmb,2000,15.71259
gmb,2001,15.3949
gmb,2002,15.31729
gmb,2003,14.73656
gmb,2004,15.78571
gmb,2005,16.72044
gmb,2006,11.41393
gmb,2007,13.00553
gmb,2008,15.60957
gmb,2010,13.03925
gmb,2011,12.98183
gmb,2012,13.06185
gmb,2013,16.72821
gmb,2014,15.69361
gmb,2015,15.54151
gmb,2016,15.46496
gmb,2017,15.89627
gmb,2018,18.65817
gnb,1981,22.65064
gnb,1982,8.51557
gnb,1984,9.45624
gnb,1985,8.96092
gnb,1987,19.51345
gnb,1988,19.53722
gnb,2000,29.24745
gnb,2010,33.543
gnq,1994,43.90067
gnq,2000,37.33811
gnq,2001,36.2991
gnq,2002,36.29915
gnq,2003,32.98816
gnq,2008,29.27207
gnq,2009,29.24106
gnq,2010,29.1546
gnq,2011,27.3288
gnq,2012,25.14568
gnq,2015,21.16454
grc,1971,3.94812
grc,1972,4.00683
grc,1973,3.56112
grc,1974,3.01882
grc,1975,2.72653
grc,1976,2.43393
grc,1977,2.30512
grc,1978,2.06795
grc,1979,1.9588
grc,1980,1.79279
grc,1981,1.62598
grc,1982,1.4724
grc,1983,1.21375
grc,1984,1.09428
grc,1985,0.92795
grc,1986,0.73295
grc,1987,0.31633
grc,1988,0.29609
grc,1989,0.28384
grc,1990,0.31814
grc,1991,0.3777
grc,1992,0.423
grc,1993,0.43611
grc,1994,0.51045
grc,1995,0.42061
grc,1996,0.36987
grc,1997,1.30045
grc,1998,1.62876
grc,1999,1.61332
grc,2000,1.68792
grc,2001,1.77694
grc,2002,1.99743
grc,2003,1.97104
grc,2004,1.7287
grc,2005,1.71973
grc,2006,1.80184
grc,2007,1.36231
grc,2010,1.53276
grc,2011,1.20976
grc,2012,1.24783
grc,2013,1.22882
grc,2014,1.15924
grc,2015,1.32378
grc,2016,1.14675
grc,2017,1.11669
grd,1972,33.65893
grd,1977,16.2254
grd,1978,15.611
grd,1979,13.84835
grd,1980,13.87888
grd,1981,33.28322
grd,1982,14.15887
grd,1983,12.28008
grd,1984,27.81809
grd,1999,3.87883
grd,2002,8.16472
grd,2003,3.87418
grd,2004,3.48459
grd,2005,3.27309
grd,2007,2.49552
grd,2008,5.25918
grd,2009,5.61497
grd,2010,3.554
grd,2013,1.37518
grd,2014,1.15708
grd,2015,2.58326
grd,2016,2.78613
grd,2017,2.86744
grd,2018,2.75071
gtm,1970,13.05425
gtm,1971,13.3665
gtm,1972,14.02296
gtm,1974,13.70538
gtm,1975,13.45616
gtm,1978,14.00133
gtm,1981,14.96856
gtm,1982,13.92282
gtm,1983,13.32962
gtm,1997,13.02163
gtm,1999,12.69454
gtm,2000,12.50588
gtm,2001,12.69494
gtm,2002,13.12567
gtm,2004,14.03104
gtm,2005,13.43518
gtm,2006,12.90301
gtm,2007,12.48417
gtm,2008,12.67425
gtm,2009,12.81038
gtm,2010,13.36482
gtm,2011,11.96355
gtm,2012,11.43927
gtm,2013,11.81885
gtm,2014,10.99475
gtm,2015,10.27985
gtm,2016,10.5126
gtm,2017,9.47759
gtm,2018,8.91823
guy,1971,10.60644
guy,1972,10.50833
guy,1974,10.11783
guy,1976,10.52566
guy,1977,10.01652
guy,1979,9.07215
guy,1982,7.66814
guy,1991,4.41277
guy,1992,3.56758
guy,1993,3.7367
guy,1995,4.1083
guy,2003,1.82421
guy,2008,2.00488
guy,2009,1.32518
guy,2010,1.12185
guy,2011,1.12024
guy,2012,1.04357
hkg,1971,23.97147
hkg,1972,23.46027
hkg,1973,23.41691
hkg,1974,22.69791
hkg,1975,22.14251
hkg,1976,21.63532
hkg,1977,20.226
hkg,1978,18.77942
hkg,1979,16.16016
hkg,1980,8.33867
hkg,1981,7.29033
hkg,1982,6.78505
hkg,1983,6.31885
hkg,1984,6.14562
hkg,1985,5.77151
hkg,1995,2.72543
hkg,1996,2.41567
hkg,2001,5.07263
hkg,2002,5.07667
hkg,2003,4.67966
hkg,2004,4.02652
hkg,2005,3.42731
hkg,2006,2.99682
hkg,2007,2.95225
hkg,2008,2.89938
hkg,2009,2.86007
hkg,2010,2.64721
hkg,2011,2.40716
hkg,2012,2.16753
hkg,2013,1.95985
hkg,2014,1.57066
hkg,2015,1.39337
hkg,2016,2.1841
hkg,2017,2.26471
hkg,2018,2.33105
hnd,1979,14.31265
hnd,1980,14.91801
hnd,1982,14.61157
hnd,1983,14.28596
hnd,1984,14.43274
hnd,1986,13.32866
hnd,1991,11.1013
hnd,1993,10.67125
hnd,2000,9.45525
hnd,2003,17.39808
hnd,2004,16.41261
hnd,2005,17.2802
hnd,2006,15.87164
hnd,2007,17.38218
hnd,2008,14.55788
hnd,2009,14.35104
hnd,2010,14.34084
hnd,2011,12.28191
hnd,2012,12.43651
hnd,2013,13.32529
hnd,2014,11.0086
hnd,2015,12.51659
hnd,2016,11.51235
hnd,2017,10.93189
hrv,1998,1.36195
hrv,1999,1.33725
hrv,2000,1.13713
hrv,2001,1.10764
hrv,2002,1.16673
hrv,2003,0.96273
hrv,2005,0.95283
hrv,2006,0.90364
hrv,2007,0.85841
hrv,2008,1.03446
hrv,2009,1.12349
hrv,2010,1.38889
hrv,2011,0.94213
hrv,2012,0.95899
hrv,2013,0.80839
hrv,2014,0.86985
hrv,2015,0.8441
hrv,2016,0.60275
hrv,2017,0.66837
hti,1981,39.53928
hti,1982,37.17754
hti,1983,36.11049
hti,1984,30.73759
hti,1985,37.41039
hti,1986,34.55364
hti,1987,36.6158
hti,1997,46.22348
hun,1996,1.5082
hun,1997,4.10496
hun,1998,3.59483
hun,1999,3.65917
hun,2000,3.70207
hun,2001,3.37173
hun,2002,3.04464
hun,2003,2.81534
hun,2004,2.66461
hun,2005,2.77068
hun,2006,3.00088
hun,2007,3.02434
hun,2008,2.95339
hun,2009,2.83447
hun,2010,2.59814
hun,2011,2.46507
hun,2012,2.52279
hun,2013,2.54039
hun,2014,2.42127
hun,2015,2.17297
hun,2016,2.19366
hun,2017,2.21551
idn,1971,11.85842
idn,1972,11.62731
idn,1974,12.1509
idn,1975,10.69798
idn,1976,10.04746
idn,1978,9.60852
idn,1981,11.66731
idn,1982,9.05839
idn,1983,8.86
idn,1984,12.12209
idn,1985,11.99436
idn,1986,11.28198
idn,1987,11.28197
idn,1988,9.28428
idn,1989,8.89117
idn,1990,8.8808
idn,1991,9.07197
idn,1992,9.09747
idn,1993,8.2377
idn,1994,9.12539
idn,1995,8.6291
idn,1996,8.60413
idn,1997,8.60413
idn,2001,5.61538
idn,2002,5.44619
idn,2003,7.0706
idn,2004,7.37834
idn,2005,7.15637
idn,2006,3.19773
idn,2007,3.20744
idn,2008,3.19773
idn,2009,3.19634
idn,2010,3.91445
idn,2011,2.31145
idn,2012,2.39613
idn,2013,2.61691
idn,2014,2.54049
idn,2016,1.63618
idn,2017,1.62501
idn,2018,1.59705
ind,1971,10.66953
ind,1990,6.67404
ind,2000,6.67404
ind,2001,6.67404
ind,2002,6.58967
ind,2003,5.95137
ind,2007,5.93806
ind,2008,5.88516
ind,2009,5.93806
ind,2010,5.76262
ind,2011,5.94128
ind,2012,6.83633
ind,2013,9.95841
irl,1971,12.50792
irl,1972,11.91426
irl,1973,11.38267
irl,1974,10.7107
irl,1975,10.41099
irl,1976,10.66226
irl,1977,10.66601
irl,1978,10.33359
irl,1979,9.9383
irl,1980,9.69363
irl,1981,9.40632
irl,1982,9.81
irl,1983,9.98129
irl,1986,10.48354
irl,1987,10.81833
irl,1988,10.73152
irl,1989,10.91595
irl,1990,11.06506
irl,1991,11.3004
irl,1992,11.50582
irl,1993,12.02762
irl,1994,11.91072
irl,1995,12.10174
irl,1996,11.57879
irl,1997,11.24961
irl,1998,1.34783
irl,1999,1.32376
irl,2000,1.20663
irl,2001,1.2111
irl,2002,1.14062
irl,2003,1.09258
irl,2004,1.08537
irl,2005,1.0371
irl,2006,0.9915
irl,2007,0.89319
irl,2008,0.49379
irl,2009,0.50264
irl,2010,0.4782
irl,2011,0.50324
irl,2012,0.4707
irl,2013,0.4505
irl,2014,0.41318
irl,2015,0.42466
irl,2016,0.40413
irl,2017,0.40689
irn,1984,15.10525
irn,1985,15.09996
irn,1986,15.1
irn,1987,15.09997
irn,1988,14.87413
irn,1989,14.87358
irn,1990,11.34629
irn,1992,10.89002
irn,1997,7.33407
irn,1999,13.83662
irn,2000,13.83662
irn,2002,6.00195
irn,2003,6.00193
irn,2004,3.84117
irn,2006,3.84123
irn,2007,4.23452
irn,2009,3.31742
irn,2010,3.31263
irn,2011,3.26083
irn,2012,2.87754
irn,2013,11.5036
irn,2014,9.93664
irn,2015,10.68211
irn,2016,12.10114
irn,2017,10.45384
irq,1971,16.90156
irq,1972,15.41645
irq,1973,14.32455
irq,1974,13.20555
irq,1975,14.76709
irq,1976,13.11449
irq,1977,15.43616
irq,1978,14.97166
irq,1979,12.30893
irq,1980,12.16154
irq,1981,12.5726
irq,1983,13.14018
irq,1985,12.7722
irq,1986,11.639
irq,1987,10.9091
irq,1988,10.2076
irq,1989,10.05891
irq,1993,8.98418
irq,1996,7.13699
irq,1999,6.17452
irq,2000,6.17452
irq,2003,8.90394
irq,2004,8.90387
irq,2007,10.434
isl,1996,0.02801
isl,1997,0.0279
isl,1998,0.11788
isl,1999,0.06155
isl,2000,0.02647
isl,2001,0.04538
isl,2002,0.04581
isl,2003,0.01968
isl,2004,0.03337
isl,2005,0.0471
isl,2006,0.0676
isl,2007,0.04746
isl,2008,0.03401
isl,2009,0.05453
isl,2010,0.02745
isl,2011,0.00689
isl,2012,0.02758
isl,2013,0.00689
isl,2014,0.01368
isl,2015,0.02686
isl,2016,0.05262
isl,2017,0.01931
isr,1999,2.55356
isr,2000,2.75951
isr,2001,2.98588
isr,2002,2.54083
isr,2003,2.65658
isr,2004,2.78195
isr,2005,2.37684
isr,2006,2.52172
isr,2007,2.65442
isr,2008,2.22552
isr,2009,2.44396
isr,2010,2.1192
isr,2011,2.31467
isr,2012,2.52805
isr,2013,2.29969
isr,2014,2.45632
isr,2015,2.71773
isr,2016,2.34029
isr,2017,2.58053
ita,1973,5.80108
ita,1976,6.21742
ita,1979,2.32243
ita,1985,1.27816
ita,1997,0.69054
ita,1999,0.79498
ita,2000,1.27152
ita,2001,0.61005
ita,2002,0.66893
ita,2003,0.79781
ita,2004,0.71678
ita,2005,0.86242
ita,2006,0.8451
ita,2007,0.88607
ita,2008,0.8825
ita,2009,0.85394
ita,2010,0.85626
ita,2011,0.87971
ita,2012,0.89813
ita,2013,2.06281
ita,2014,2.02129
ita,2015,1.97143
ita,2016,0.74396
ita,2017,3.18378
jam,1976,7.74918
jam,1977,6.92678
jam,1979,7.21535
jam,1980,6.46473
jam,1981,6.2605
jam,1983,6.29883
jam,1984,6.62474
jam,1985,6.39037
jam,1986,5.5677
jam,1987,5.61445
jam,1988,7.26059
jam,1989,4.89631
jam,1990,4.60519
jam,1991,5.29677
jam,1993,5.09743
jam,1999,4.04593
jam,2000,4.04631
jam,2001,3.66691
jam,2002,4.45448
jam,2003,4.26018
jam,2004,3.81711
jam,2005,3.81689
jam,2007,4.55572
jam,2008,4.95766
jam,2009,5.01995
jam,2010,4.61331
jam,2013,4.99758
jam,2014,4.83456
jam,2015,4.66728
jam,2016,4.61916
jam,2017,4.6299
jam,2018,4.39023
jor,1972,12.76463
jor,1973,11.28236
jor,1974,10.91318
jor,1975,10.22497
jor,1976,10.17537
jor,1977,9.8168
jor,1978,8.58332
jor,1979,8.19976
jor,1980,7.84379
jor,1981,7.61111
jor,1982,6.99246
jor,1983,7.03113
jor,1984,7.03963
jor,1985,7.03755
jor,1999,1.81072
jor,2000,1.58218
jor,2002,1.4934
jor,2003,1.46833
jor,2004,1.66413
jor,2005,1.87849
jor,2006,2.34465
jor,2007,2.37272
jor,2008,1.95391
jor,2010,1.28341
jor,2011,1.18854
jor,2012,1.17918
jor,2013,0.71162
jor,2016,2.07224
jor,2017,0.5156
jor,2018,0.62188
jpn,2013,0
jpn,2014,0
jpn,2015,0
jpn,2016,0
jpn,2017,0
kaz,2000,2.51026
kaz,2001,2.51006
kaz,2002,2.3581
kaz,2003,2.28469
kaz,2004,2.49954
kaz,2005,2.04635
kaz,2006,1.88605
kaz,2007,1.72485
kaz,2008,1.53932
kaz,2009,1.30677
kaz,2010,1.11211
kaz,2011,0.87772
kaz,2012,0.71168
kaz,2013,0.6216
kaz,2014,0.59255
kaz,2015,0.70471
kaz,2016,1.1769
kaz,2017,0.27893
kaz,2018,0.58695
kaz,2019,0.56019
ken,1999,29.10349
ken,2000,29.2155
ken,2001,28.88419
ken,2002,29.72107
ken,2003,27.51152
ken,2004,27.78073
ken,2005,27.12021
ken,2006,25.85773
ken,2007,21.3545
ken,2008,24.63018
ken,2009,24.63016
ken,2012,24.63019
kgz,1999,1.38841
kgz,2000,1.87405
kgz,2001,1.41611
kgz,2002,1.639
kgz,2003,3.2531
kgz,2004,0
kgz,2005,2.72245
kgz,2006,2.61085
kgz,2007,2.34221
kgz,2008,2.27979
kgz,2009,2.51702
kgz,2010,2.03951
kgz,2011,1.94294
kgz,2012,1.74461
kgz,2013,1.56492
kgz,2014,1.48946
kgz,2015,1.34321
kgz,2016,1.26435
kgz,2017,0.92251
kgz,2018,1.02612
khm,1998,0
khm,1999,0
khm,2000,0
khm,2003,0
khm,2006,12.79068
khm,2007,21.19167
khm,2008,19.91884
khm,2010,20.87763
khm,2011,16.86361
khm,2012,16.12209
khm,2014,16.18511
khm,2015,16.18511
khm,2016,13.15398
khm,2017,13.33247
khm,2018,12.92073
kir,1979,17.95188
kir,1981,20.78336
kir,1982,21.8411
kir,1983,22.0152
kir,1984,20.96204
kir,1985,19.15472
kir,1986,16.79806
kir,1987,15.21105
kir,1989,14.82048
kir,1991,12.92969
kir,1992,12.41144
kir,1993,12.90443
kir,1994,11.77821
kir,1995,11.16412
kir,1996,10.93658
kir,1997,11.13689
kir,2000,1.84358
kir,2001,2.54314
kir,2014,6.22189
kir,2015,2.92146
kir,2016,4.55735
kir,2017,3.17105
kna,1984,6.53924
kna,1985,6.01418
kna,1986,5.96288
kna,1988,3.73154
kna,1989,2.64738
kna,1992,2.39384
kna,2000,2.0202
kna,2001,2.59779
kna,2002,1.41598
kna,2003,1.43358
kna,2004,1.74509
kna,2005,1.74051
kna,2007,2.29358
kna,2008,2.63566
kna,2009,1.20406
kna,2010,2.00647
kna,2011,2.14334
kna,2012,2.11512
kna,2013,2.17857
kna,2014,1.30862
kna,2015,1.17604
kna,2016,1.4881
kor,1971,8.85583
kor,1972,8.49361
kor,1973,9.21718
kor,1974,8.78595
kor,1975,7.59516
kor,1976,7.14376
kor,1977,6.72833
kor,1978,6.39466
kor,1979,6.04563
kor,1980,5.10565
kor,1981,5.30884
kor,1982,4.63285
kor,1983,3.94599
kor,1984,4.08882
kor,1985,3.36539
kor,1986,2.68945
kor,1987,2.17471
kor,1988,1.86505
kor,1989,1.28134
kor,1990,1.31994
kor,1991,1.22707
kor,1992,1.42711
kor,1993,1.58829
kor,1994,2.06586
kor,1995,2.08386
kor,1996,2.0122
kor,1997,1.84764
kor,1998,0.8066
kor,1999,1.0884
kor,2000,1.34318
kor,2001,0.98087
kor,2002,1.06716
kor,2003,1.19778
kor,2004,1.86196
kor,2005,1.20543
kor,2006,1.10054
kor,2007,1.18412
kor,2008,1.56752
kor,2009,1.94824
kor,2010,1.32372
kor,2011,1.76615
kor,2012,2.14919
kor,2013,2.476
kor,2014,2.29806
kor,2015,0.7002
kor,2016,0.72892
kor,2017,0.71282
kwt,1971,28.47124
kwt,1972,26.11167
kwt,1973,23.43154
kwt,1974,23.98193
kwt,1975,24.29586
kwt,1976,24.29402
kwt,1977,23.71376
kwt,1978,11.23229
kwt,1979,19.26947
kwt,1980,18.24447
kwt,1981,16.92094
kwt,1982,17.8076
kwt,1983,15.66746
kwt,1984,12.71319
kwt,1985,12.01206
kwt,1986,9.81645
kwt,1987,9.57432
kwt,1988,10.26101
kwt,1992,11.80351
kwt,1994,7.62285
kwt,1996,6.83315
kwt,1997,5.30813
kwt,1998,5.30081
kwt,1999,5.57455
kwt,2000,5.57483
kwt,2001,5.80396
kwt,2002,5.82277
kwt,2003,5.43532
kwt,2004,5.45968
kwt,2005,4.38276
kwt,2007,3.3933
kwt,2008,2.2551
kwt,2010,1.56907
kwt,2011,1.42383
kwt,2012,1.31967
kwt,2013,1.20038
kwt,2014,1.52231
kwt,2015,2.91316
kwt,2016,2.36027
kwt,2017,2.56871
kwt,2018,2.21517
lao,1992,36.65784
lao,1993,35.33328
lao,1994,33.46944
lao,1996,33.89324
lao,1997,31.95171
lao,1998,30.03033
lao,1999,28.43452
lao,2000,26.21462
lao,2001,25.22683
lao,2002,25.32305
lao,2003,24.50885
lao,2004,24.74693
lao,2005,25.08954
lao,2006,25.37894
lao,2007,24.33535
lao,2008,23.7988
lao,2009,23.35615
lao,2010,21.29183
lao,2011,20.77298
lao,2012,20.2356
lao,2013,18.24316
lao,2014,16.84744
lao,2015,15.46255
lao,2016,13.18093
lao,2017,11.71743
lao,2018,9.63738
lbn,1974,21.67856
lbn,1997,31.29594
lbn,1998,14.033
lbn,1999,14.63883
lbn,2000,11.00795
lbn,2001,10.11741
lbn,2002,10.19051
lbn,2003,9.45927
lbn,2004,9.14019
lbn,2005,8.78909
lbn,2006,8.30584
lbn,2007,8.11414
lbn,2008,7.94574
lbn,2009,8.50151
lbn,2010,7.44187
lbn,2011,6.94353
lbn,2012,6.39977
lbn,2013,6.03331
lbn,2014,8.70921
lbn,2015,7.55157
lbn,2016,6.43218
lbn,2017,5.9394
lbn,2018,5.76334
lbr,1999,49.80019
lbr,2006,59.74061
lbr,2008,51.50827
lbr,2009,58.68381
lbr,2011,59.16889
lbr,2014,59.37022
lbr,2017,46.53457
lby,1971,15.44427
lby,1972,16.61772
lby,1973,17.82804
lby,1974,18.09356
lby,1975,19.90021
lby,1976,16.97069
lby,1977,16.63541
lby,1978,14.5089
lby,1980,11.27644
lby,1981,11.4798
lby,1983,9.55029
lca,1981,20.00796
lca,1982,22.15399
lca,1983,19.49589
lca,1984,19.74284
lca,1990,30.37115
lca,1993,14.99524
lca,1999,28.75279
lca,2000,11.34491
lca,2001,11.86372
lca,2002,2.19474
lca,2003,3.37485
lca,2004,3.42311
lca,2005,4.19031
lca,2006,7.2436
lca,2007,3.49944
lca,2008,2.61597
lca,2009,2.647
lca,2010,2.53311
lca,2011,2.42352
lca,2012,2.31038
lca,2013,2.7933
lca,2014,2.25699
lca,2015,1.84394
lca,2016,1.81341
lca,2017,1.99137
lca,2018,2.06958
lie,2003,1.35747
lie,2004,1.50576
lie,2005,1.69492
lie,2006,2.01754
lie,2007,2.54163
lie,2008,2.03704
lie,2009,2.13358
lie,2010,1.88679
lie,2011,1.00604
lie,2012,1.65631
lie,2014,1.15546
lie,2015,1.35417
lie,2016,1.36986
lie,2017,1.60772
lka,2001,4.98992
lka,2002,4.18371
lka,2003,2.70696
lka,2004,0
lka,2005,2.123
lka,2006,2.21261
lka,2007,1.9367
lka,2008,1.68143
lka,2009,1.4381
lka,2010,1.40262
lka,2011,1.31209
lka,2012,1.32649
lka,2013,1.00754
lka,2014,1.04392
lka,2015,1.44381
lka,2016,0.86665
lka,2017,0.94755
lka,2018,0.93844
lso,1970,34.75131
lso,1972,31.07543
lso,1973,33.47137
lso,1974,33.5049
lso,1976,24.93981
lso,1977,24.01286
lso,1978,35.00969
lso,1979,33.35872
lso,1980,34.12652
lso,1981,35.12519
lso,1982,33.43192
lso,1983,34.24339
lso,1984,32.7375
lso,1985,32.74395
lso,1986,32.53458
lso,1987,32.33347
lso,1988,32.54899
lso,1989,32.36232
lso,1990,32.58849
lso,1991,32.28722
lso,1992,30.95107
lso,1993,30.20662
lso,1994,31.90796
lso,1995,34.91269
lso,1996,33.25312
lso,1998,39.3157
lso,1999,41.80745
lso,2000,29.20547
lso,2001,28.85784
lso,2002,29.26294
lso,2003,30.45531
lso,2004,31.70316
lso,2005,31.46258
lso,2006,31.1405
lso,2007,29.28627
lso,2008,27.89652
lso,2009,26.70257
lso,2010,25.49104
lso,2011,24.0311
lso,2012,22.79746
lso,2013,22.50481
lso,2014,21.49162
lso,2015,20.17015
lso,2016,19.26275
lso,2017,18.6016
ltu,1998,1.18528
ltu,1999,3.63083
ltu,2000,3.42403
ltu,2001,3.54268
ltu,2002,3.53585
ltu,2003,3.4069
ltu,2004,3.39976
ltu,2005,2.72173
ltu,2006,2.34573
ltu,2007,2.10807
ltu,2008,1.93475
ltu,2009,1.50693
ltu,2010,1.36597
ltu,2011,1.20098
ltu,2012,1.12382
ltu,2013,0.9864
ltu,2014,0.83936
ltu,2015,0.81725
ltu,2016,0.73954
ltu,2017,0.72823
lux,1972,15.40958
lux,1973,14.7376
lux,1974,15.17847
lux,1975,3.87565
lux,1976,4.27841
lux,1977,4.38205
lux,1978,4.26321
lux,1981,10.94194
lux,1982,5.44563
lux,1983,5.90099
lux,1984,6.34713
lux,1986,7.71383
lux,1987,10.93343
lux,1988,9.3116
lux,1999,2.87686
lux,2000,3.35945
lux,2001,3.35595
lux,2002,3.36099
lux,2003,3.60843
lux,2004,3.60216
lux,2005,3.60698
lux,2006,4.0372
lux,2007,3.68197
lux,2008,3.93304
lux,2010,3.5783
lux,2011,3.55561
lux,2012,3.26645
lux,2013,2.9972
lux,2014,3.11248
lux,2015,2.99216
lux,2016,3.15177
lux,2017,3.35119
lva,1999,1.55534
lva,2008,4.10002
lva,2009,3.53183
lva,2010,3.29377
lva,2011,2.85911
lva,2012,2.68144
lva,2013,2.4816
lva,2014,2.37451
lva,2015,2.09555
lva,2016,1.84219
lva,2017,1.82773
mac,1990,18.0415
mac,1992,16.26529
mac,1999,12.17532
mac,2000,14.65432
mac,2001,15.99295
mac,2002,15.46313
mac,2003,13.315
mac,2004,12.9569
mac,2005,12.11706
mac,2006,11.59173
mac,2007,11.2708
mac,2008,11.28527
mac,2009,10.00154
mac,2010,9.85822
mac,2011,9.11731
mac,2012,7.73931
mac,2013,6.83335
mac,2014,5.50091
mac,2015,4.41975
mac,2016,3.7502
mac,2017,3.84587
mac,2018,3.66701
mar,1975,21.54667
mar,1976,20.89674
mar,1977,21.00948
mar,1978,21.19217
mar,1979,21.60201
mar,1980,20.83738
mar,1981,21.33869
mar,1982,22.44704
mar,1983,21.53406
mar,1984,21.33567
mar,1985,18.57796
mar,1986,16.54201
mar,1987,14.90639
mar,1988,12.93933
mar,1989,10.82645
mar,1990,9.00035
mar,1991,6.00794
mar,1992,6.60371
mar,1993,6.06793
mar,1994,5.90032
