geo,time,gc_lbl_totl_gd_zs
khm,2019,2.25773
kir,2011,1.13481
kir,2012,-0.38249
kir,2013,-10.25696
kir,2014,-4.97213
kir,2015,-0.47526
kir,2016,-0.67219
kir,2017,-0.83372
kir,2018,-0.33791
kir,2019,-0.20787
kna,2000,11.12147
kna,2001,11.30871
kna,2002,5.16042
kna,2003,4.47691
kna,2004,12.4354
kna,2005,15.66085
kna,2006,3.1543
kna,2007,2.10358
kna,2008,-0.29544
kna,2009,3.39711
kna,2010,2.03452
kor,1972,3.6788
kor,1973,1.33881
kor,1974,2.26439
kor,1975,2.51337
kor,1976,2.54961
kor,1977,2.09586
kor,1978,2.2819
kor,1979,1.8332
kor,1980,1.64883
kor,1981,3.78298
kor,1982,3.22938
kor,1983,1.48208
kor,1984,1.30803
kor,1985,0.72166
kor,1986,0.30393
kor,1987,0.66805
kor,1988,-0.01438
kor,1989,0.00724
kor,1990,0.30415
kor,1991,0.56252
kor,1992,0.15457
kor,1993,-0.15515
kor,1994,0.269
kor,1995,-0.37392
kor,1996,-0.06193
kor,1997,1.04686
kor,1998,3.24773
kor,1999,2.5514
kor,2000,-0.90896
kor,2001,-2.08307
kor,2002,-3.122
kor,2003,-3.29021
kor,2004,-1.63897
kor,2005,-0.3828
kor,2006,-0.54945
kor,2007,-2.21432
kor,2008,3.59653
kor,2009,4.7423
kor,2010,1.21388
kor,2011,1.08104
kor,2012,2.48279
kor,2013,3.67109
kor,2014,2.83828
kor,2015,2.87231
kor,2016,2.09683
kor,2017,1.36387
kor,2018,1.06105
kor,2019,2.83487
lbn,1997,14.17814
lbn,1998,17.86676
lbn,1999,22.47672
lbn,2000,22.59954
lbn,2001,18.10463
lbn,2002,13.79849
lbn,2003,11.95045
lbn,2004,11.24318
lbn,2005,11.62244
lbn,2006,7.82439
lbn,2007,6.55141
lbn,2008,17.09078
lbn,2009,11.72834
lbn,2010,4.65247
lbn,2011,4.05894
lbn,2012,9.53347
lbn,2013,12.49795
lbn,2014,7.37422
lbn,2015,8.10626
lbn,2016,8.78931
lbn,2017,8.16561
lbn,2018,10.18567
lbn,2019,11.77726
lca,2000,0.08492
lca,2001,3.44901
lca,2002,9.26096
lca,2003,8.66638
lca,2004,0.79896
lca,2005,4.54732
lca,2006,4.40936
lca,2007,3.10525
lca,2008,1.2198
lca,2009,0.39446
lca,2010,-0.57901
lka,1990,9.27858
lka,1991,10.61811
lka,1992,3.99452
lka,1993,5.69475
lka,1994,9.23389
lka,1995,8.32874
lka,1996,7.99463
lka,1997,4.94534
lka,1998,7.51052
lka,1999,6.93839
lka,2000,9.55563
lka,2001,10.83055
lka,2002,7.10753
lka,2003,6.85856
lka,2004,7.53902
lka,2005,7.29926
lka,2006,7.23325
lka,2007,7.0258
lka,2008,6.75594
lka,2009,9.87595
lka,2010,7.17921
lka,2011,6.54221
lka,2012,5.54663
lka,2013,5.38035
lka,2014,5.83831
lka,2015,7.61515
lka,2016,5.2679
lka,2017,5.64498
lka,2018,5.64493
lka,2019,6.73644
lso,1987,19.57686
lso,1988,16.94688
lso,1989,7.95568
lso,1991,3.50344
lso,1992,-7.62347
lso,1993,12.56977
lso,1994,-2.28261
lso,1995,6.44401
lso,1996,3.4233
lso,1997,3.00982
lso,1998,6.12669
lso,1999,11.45109
lso,2000,-6.63577
lso,2001,4.78488
lso,2002,-2.60536
lso,2003,1.56645
lso,2004,-5.74166
lso,2005,-0.17479
lso,2006,0.91179
lso,2007,0.19101
lso,2008,1.35161
lso,2009,0.12799
lso,2010,1.45487
lso,2011,3.59531
lso,2012,1.96681
lso,2013,2.26485
lso,2014,4.24927
lso,2015,1.19669
lso,2016,0.85097
lso,2017,3.01442
lso,2018,0.23626
lso,2019,-11.126
lux,1980,-1.50085
lux,1981,-0.82926
lux,1982,-0.39805
lux,1983,-0.09424
lux,1984,-0.42891
lux,1985,-1.43573
lux,1986,-2.1958
lux,1987,-2.32088
lux,1988,-2.259
lux,1989,-2.16371
lux,1990,-2.16445
lux,1991,0.33721
lux,1994,-1.27561
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mar,1990,2.46308
mar,1991,2.07153
mar,1992,1.90498
mar,1994,3.44224
mar,1995,4.15368
mar,1997,-0.35687
mar,1998,0.03761
mar,1999,0.74943
mar,2002,0.69067
mar,2003,2.16056
mar,2004,0.92234
mar,2005,3.80925
mar,2006,0.94727
mar,2007,-0.01893
mar,2008,-0.59633
mar,2009,1.9679
mar,2010,4.03044
mar,2011,6.59455
mar,2017,3.30408
mar,2018,3.66992
mar,2019,3.54504
mda,1997,7.20424
mda,1998,3.09358
mda,1999,3.4111
mda,2000,1.25222
mda,2001,-1.17471
mda,2004,0.55257
mda,2005,0.02709
mda,2006,-0.52599
mda,2007,0.2624
mda,2008,-0.4717
mda,2009,5.91893
mda,2010,2.70599
mda,2011,0.43139
mda,2012,1.44368
mda,2013,1.03913
mda,2014,1.44215
mda,2015,1.55777
mda,2016,2.72929
mda,2017,1.91256
mda,2018,0.55468
mda,2019,0.28002
mdg,2003,4.38917
mdg,2004,4.85866
mdg,2005,4.45457
mdg,2006,3.2843
mdg,2007,2.54706
mdg,2008,3.01706
mdg,2009,1.05421
mdg,2010,1.99525
mdg,2011,0.9169
mdg,2012,1.07089
mdg,2013,0.14036
mdg,2014,2.56085
mdg,2015,2.40434
mdg,2016,1.53914
mdg,2017,2.304
mdg,2018,1.7135
mdg,2019,1.32499
mdv,1990,7.85746
mdv,1991,9.482
mdv,1992,12.19901
mdv,1993,11.69927
mdv,1994,5.22462
mdv,1995,6.44152
mdv,1996,2.6146
mdv,1997,1.28724
mdv,1998,2.37221
mdv,1999,4.10361
mdv,2000,4.46353
mdv,2001,3.6682
mdv,2002,3.47936
mdv,2003,2.10289
mdv,2004,1.31182
mdv,2005,7.40647
mdv,2006,4.22367
mdv,2007,3.20347
mdv,2008,9.45762
mdv,2009,17.37521
mex,2008,1.25327
mex,2009,3.93277
mex,2010,3.40528
mex,2011,2.40684
mex,2012,3.12791
mex,2013,3.82489
mex,2014,3.69004
mex,2015,3.71045
mex,2016,3.41545
mex,2017,1.64986
mex,2018,2.63314
mex,2019,2.60187
mhl,2008,1.57351
mhl,2009,1.16161
mhl,2010,0.38688
mhl,2011,-8.63292
mhl,2012,-2.49636
mhl,2013,0.43179
mhl,2014,-2.10862
mhl,2015,-1.57207
mhl,2016,-0.98682
mhl,2017,0.31653
mhl,2018,-2.53307
mhl,2019,-0.19419
mkd,2005,2.45925
mkd,2006,-4.11087
mkd,2007,-5.0779
mkd,2008,-0.30659
mkd,2009,2.67569
mkd,2010,1.62682
mkd,2011,3.99043
mkd,2012,6.40172
mkd,2013,3.85068
mkd,2014,7.37951
mkd,2015,1.78663
mkd,2016,3.80544
mkd,2017,1.30728
mkd,2018,3.31655
mkd,2019,2.09463
mli,2000,1.67738
mli,2001,2.7963
mli,2002,2.34055
mli,2003,1.20952
mli,2004,2.46121
mli,2005,2.48751
mli,2007,2.68087
mli,2008,0.8362
mli,2009,0.01796
mli,2010,2.56779
mli,2011,2.83228
mli,2012,-2.03713
mli,2013,2.36163
mli,2014,3.04902
mli,2015,3.7779
mli,2016,2.88862
mli,2017,1.13761
mli,2018,3.21115
mli,2019,4.65362
mlt,1972,0.55947
mlt,1973,0.07845
mlt,1974,-1.85553
mlt,1975,6.1054
mlt,1976,1.07822
mlt,1977,-0.38231
mlt,1978,0.28444
mlt,1980,1.57924
mlt,1981,0.43463
mlt,1982,0.26141
mlt,1983,1.96382
mlt,1984,0.31498
mlt,1985,-0.21548
mlt,1986,-0.87772
mlt,1987,4.47396
mlt,1988,3.45872
mlt,1989,0.96704
mlt,1990,17.82604
mlt,1991,9.70805
mlt,1992,6.21638
mlt,1993,6.33568
mlt,1994,7.3199
mlt,1999,15.78749
mlt,2000,8.99148
mlt,2001,15.75175
mlt,2002,7.32229
mlt,2003,23.61489
mlt,2004,10.66015
mlt,2005,8.19918
mlt,2006,-2.01137
mlt,2007,8.44311
mlt,2008,4.49407
mlt,2009,5.95291
mlt,2010,4.7319
mlt,2011,5.96022
mlt,2012,4.88436
mlt,2013,4.48953
mlt,2014,2.92916
mlt,2015,2.06201
mlt,2016,3.52755
mlt,2017,-1.66625
mlt,2018,0.65422
mlt,2019,0.63667
mmr,2001,0
mmr,2003,3.08652
mmr,2004,2.1255
mmr,2005,1.69992
mmr,2012,1.8576
mmr,2013,2.65105
mmr,2014,1.08942
mmr,2015,5.37265
mmr,2016,3.32776
mmr,2017,1.54919
mmr,2018,1.7775
mmr,2019,3.22383
mng,1992,6.19274
mng,1993,11.6261
mng,1994,2.30723
mng,1995,2.47446
mng,1996,6.5022
mng,1997,5.24307
mng,1998,6.77035
mng,1999,9.90623
mng,2000,5.65568
mng,2001,3.95279
mng,2002,4.29194
mng,2003,3.56097
mng,2006,5.03211
mng,2007,6.20705
mng,2008,0.25612
mng,2009,12.64065
mng,2010,0.23884
mng,2011,7.39525
mng,2012,16.97929
mng,2013,6.18335
mng,2014,3.18552
mng,2015,5.22557
mng,2016,19.6718
mng,2017,6.33976
mng,2018,-3.72783
moz,2010,5.38564
moz,2011,4.10813
moz,2012,3.32494
moz,2013,6.78844
moz,2016,5.82487
moz,2017,6.23321
moz,2018,5.83872
moz,2019,4.7829
mus,1976,3.91369
mus,1977,9.14553
mus,1978,10.8597
mus,1979,11.16361
mus,1980,10.04829
mus,1981,12.6937
mus,1982,13.03454
mus,1983,7.53114
mus,1984,4.0383
mus,1985,3.64123
mus,1986,2.08528
mus,1987,0.60441
mus,1988,2.34494
mus,1989,5.58033
mus,1990,3.65314
mus,1991,4.1765
mus,1992,-6.11679
mus,1993,0.71555
mus,1994,2.54266
mus,1995,2.40296
mus,1996,4.9359
mus,1997,3.88536
mus,1998,2.73486
mus,1999,0.0192
mus,2000,2.49162
mus,2001,-0.99932
mus,2002,7.20339
mus,2003,7.95413
mus,2004,0.4258
mus,2005,4.05949
mus,2006,3.64576
mus,2007,1.25974
mus,2008,1.75276
mus,2009,4.09304
mus,2010,1.67582
mus,2011,2.39763
mus,2012,2.33239
mus,2013,5.2364
mus,2014,4.80363
mus,2015,1.51054
mus,2016,7.20419
mus,2017,3.22754
mus,2018,-0.84556
mus,2019,2.01843
mwi,2009,4.55826
mwi,2010,0.26471
mwi,2011,2.18512
mwi,2012,5.56761
mwi,2013,1.43079
mwi,2014,5.36065
mwi,2015,5.15979
mwi,2016,8.3206
mwi,2017,1.98041
mwi,2018,4.47226
mwi,2019,5.93308
mwi,2020,4.3804
mys,2002,3.67837
mys,2003,4.67704
mys,2004,5.43637
mys,2005,1.69194
mys,2006,2.46249
mys,2007,3.2293
mys,2008,4.56912
mys,2009,7.09716
mys,2010,4.88411
mys,2011,5.00355
mys,2012,4.46136
mys,2013,3.85865
mys,2014,3.36224
mys,2015,3.36958
mys,2016,3.09621
mys,2017,2.94455
mys,2018,3.7373
mys,2019,3.41881
nam,2000,1.67835
nam,2001,5.46448
nam,2002,2.45437
nam,2003,4.79852
nam,2004,1.99711
nam,2005,1.24548
nam,2006,-0.78214
nam,2007,-0.88796
nam,2008,1.1687
nam,2009,-0.88496
nam,2010,2.08268
nam,2011,7.58268
nam,2012,-0.40831
nam,2013,2.97775
nam,2014,3.46313
nam,2016,4.8129
nam,2017,7.02592
nam,2018,5.47654
nam,2019,-5.13359
ner,1976,4.02293
ner,1977,2.91473
ner,1978,3.54549
ner,1979,3.40681
ner,1980,5.63623
nld,1973,0.66222
nld,1974,0.89964
nld,1975,2.22066
nld,1976,2.55679
nld,1977,2.5727
nld,1978,2.66
nld,1979,2.95763
nld,1980,4.41496
nld,1981,5.40827
nld,1982,6.73476
nld,1983,6.9188
nld,1984,6.44709
nld,1985,5.48376
nld,1986,2.37539
nld,1987,2.54645
nld,1988,4.52413
nld,1989,3.64525
nld,1990,3.81951
nld,1991,3.40517
nld,1992,3.05189
nld,1993,2.01936
nld,1994,-0.13043
nor,1972,2.70982
nor,1973,2.00804
nor,1974,1.67643
nor,1975,3.01078
nor,1976,5.07906
nor,1977,6.7675
nor,1978,6.6387
nor,1979,7.01684
nor,1980,1.40726
nor,1981,-0.91421
nor,1982,-2.25734
nor,1983,-0.20393
nor,1984,2.82495
nor,1985,5.24411
nor,1986,8.1971
nor,1987,-4.65351
nor,1988,-0.17061
nor,1989,1.00475
nor,1990,-1.45427
nor,1991,-0.37388
nor,1992,4.49444
nor,1993,9.88695
nor,1994,0.26593
nor,1996,-0.92218
nor,1997,-0.71486
nor,1998,-1.66939
nor,1999,2.93232
nor,2000,7.54158
nor,2001,-1.03004
nor,2002,9.18229
nor,2003,7.89594
nor,2004,6.72191
nor,2005,1.07589
nor,2006,15.46412
nor,2007,2.75665
nor,2008,-8.16615
nor,2009,-8.92187
nor,2010,2.45987
nor,2011,-12.43052
nor,2012,2.14291
nor,2013,1.0093
nor,2014,-2.3385
nor,2015,4.22436
nor,2016,3.06502
nor,2017,2.05139
nor,2018,3.1993
nor,2019,0.07271
npl,1990,6.78154
npl,1997,3.0626
npl,1998,3.49781
npl,1999,3.48472
npl,2000,3.18851
npl,2001,3.02456
npl,2002,2.01635
npl,2003,0.78559
npl,2004,0.45496
npl,2005,0.79247
npl,2006,0.88424
npl,2007,1.53795
npl,2008,1.60477
npl,2009,3.13379
npl,2010,1.90355
npl,2011,1.51382
npl,2012,-0.51617
npl,2013,-1.8022
npl,2014,-0.17448
npl,2015,0.14427
npl,2016,2.17957
npl,2017,2.67981
npl,2018,5.57529
npl,2019,4.72814
nru,2014,-11.10992
nru,2015,22.5309
nru,2016,1.61477
nru,2017,8.28604
nru,2018,0.3125
nzl,2002,0.36782
nzl,2003,1.65781
nzl,2004,-0.60814
nzl,2005,1.02291
nzl,2008,1.9841
per,1995,3.93978
per,1996,2.25927
per,1997,1.3966
per,1998,1.54189
per,1999,1.54081
per,2000,2.33576
per,2001,3.15104
per,2002,5.66457
per,2003,2.00853
per,2004,2.15583
per,2005,0.775
per,2006,0.02263
per,2007,0.07326
per,2008,-1.00525
per,2009,0.8437
per,2010,-1.15222
per,2011,0.23665
per,2012,0.47819
per,2013,-1.10469
per,2014,-0.93721
per,2015,1.24287
per,2016,-0.93444
per,2017,-1.72006
per,2018,-1.10622
per,2019,-1.30268
phl,1990,1.61009
phl,1991,3.02152
phl,1992,6.92036
phl,1993,-0.57061
phl,1994,-3.21189
phl,1995,-1.07531
phl,1996,1.00217
phl,1997,-1.24704
phl,1998,2.20174
phl,1999,2.17094
phl,2000,5.51913
phl,2001,4.30956
phl,2002,6.37056
phl,2003,6.06659
phl,2004,5.19281
phl,2005,3.08436
phl,2006,1.77151
phl,2007,1.90205
phl,2008,1.58241
phl,2009,2.88158
phl,2010,3.82804
phl,2011,1.22383
phl,2012,5.37681
phl,2013,1.91791
phl,2014,0.86059
phl,2015,0.88824
phl,2016,0.65413
phl,2017,3.6604
phl,2018,2.76815
phl,2019,2.23214
plw,2008,-0.7441
plw,2009,-0.72936
plw,2010,4.77033
plw,2011,-3.20279
plw,2012,3.75429
plw,2013,-3.52214
plw,2014,0.37002
plw,2015,-1.79159
plw,2016,5.76161
plw,2017,1.62837
plw,2018,4.01909
plw,2019,0.8585
png,1990,0.36116
png,1991,2.4437
png,1992,6.99242
png,1993,8.37747
png,1994,1.93154
png,1995,0.76273
png,1996,5.30006
png,1997,2.17696
png,1998,0.76952
png,1999,5.75676
png,2000,3.48795
png,2001,4.11461
png,2002,2.71797
png,2014,5.96001
png,2015,4.32626
png,2016,6.06382
png,2017,2.22585
png,2018,4.12696
png,2019,4.04094
pol,1994,2.28772
prt,1978,7.1693
prt,1979,8.69983
prt,1980,8.48306
prt,1981,9.32354
prt,1982,8.63123
prt,1983,7.86671
prt,1984,8.63828
prt,1985,12.54477
prt,1986,8.4616
prt,1987,8.94544
prt,1988,7.21642
prt,1989,3.54782
prt,1990,1.46502
prt,1991,7.04794
prt,1992,3.4746
prt,1993,6.24092
prt,1994,5.37157
pry,2005,-0.38456
pry,2006,0.50448
pry,2007,0.38205
pry,2008,-0.73903
pry,2009,0.93643
pry,2010,0.30159
pry,2011,-0.24013
pry,2012,0.93469
pry,2013,1.91885
pry,2014,2.96402
pry,2015,1.07111
pry,2016,1.7869
pry,2017,1.94496
pry,2018,2.52477
pry,2019,3.00807
rou,1990,0.44294
rou,1991,0
rou,1993,0.46851
rou,1994,2.50834
rus,1998,5.75938
rus,1999,1.94256
rus,2000,-1.05837
rus,2001,-2.90738
rus,2002,-6.07871
rus,2003,-2.81252
rus,2004,-1.34069
rus,2005,-3.8734
rus,2006,-2.29927
rus,2007,-0.3116
rus,2008,0.44383
rus,2009,1.70123
rus,2010,1.56926
rus,2011,1.5978
rus,2012,0.83726
rus,2013,1.26271
rus,2014,1.55556
rus,2015,0.57899
rus,2016,1.36716
rus,2017,3.2508
rus,2018,0.97236
rus,2019,2.38489
rwa,1973,3.09836
rwa,1974,2.17225
rwa,1975,2.76862
rwa,1976,2.3113
rwa,1977,2.49476
rwa,1978,0.98828
rwa,1979,2.2637
rwa,1980,3.70127
rwa,1989,3.1521
rwa,2014,2.36402
rwa,2015,4.49499
rwa,2016,5.11721
rwa,2017,5.05505
rwa,2018,5.22854
rwa,2019,6.3322
sau,2016,7.20775
sau,2017,4.90563
sau,2018,3.79653
sau,2019,3.96301
sen,2015,3.10885
sen,2016,5.55051
sen,2017,5.18808
sen,2018,7.2433
sgp,1972,6.39582
sgp,1973,6.88753
sgp,1974,7.57517
sgp,1975,8.23822
sgp,1976,12.55715
sgp,1977,10.61566
sgp,1978,9.68512
sgp,1979,8.86421
sgp,1980,10.03108
sgp,1981,11.58079
sgp,1982,11.14734
sgp,1983,11.82143
sgp,1984,8.1092
sgp,1985,7.88492
sgp,1986,3.72438
sgp,1987,12.0638
sgp,1988,4.9165
sgp,1989,7.89124
sgp,1990,12.18715
sgp,1991,9.1657
sgp,1992,8.36432
sgp,1993,7.31697
sgp,1994,2.79596
sgp,1995,9.88565
sgp,1996,7.86583
sgp,1997,7.11737
sgp,1998,18.18646
sgp,1999,10.23435
sgp,2000,7.68932
sgp,2001,7.39407
sgp,2002,6.2288
sgp,2003,7.12623
sgp,2004,8.63074
sgp,2005,5.60964
sgp,2006,3.7949
sgp,2007,12.08481
sgp,2008,7.45487
sgp,2009,12.84834
sgp,2010,9.58184
sgp,2011,10.37687
sgp,2012,7.98781
sgp,2013,-3.8711
sgp,2014,3.67258
sgp,2015,9.47346
sgp,2016,9.81018
sgp,2017,7.91531
sgp,2018,8.83847
sgp,2019,18.43775
slb,2011,0.03129
slb,2012,-0.23763
slb,2013,-0.87961
slb,2014,-0.79651
slb,2015,-1.69505
slb,2016,-0.51985
slb,2017,1.97182
slb,2018,0.1931
slb,2019,0.29208
slb,2020,3.31996
slv,1998,5.00984
slv,1999,1.51274
slv,2000,-1.15503
slv,2001,6.02563
slv,2002,8.2145
slv,2003,1.8031
slv,2004,2.89767
slv,2005,7.46632
slv,2006,4.63128
slv,2007,-0.63721
slv,2008,-1.83411
slv,2009,9.47129
slv,2010,1.39203
slv,2011,2.6777
slv,2012,6.34771
slv,2013,-2.91984
slv,2014,0.16591
slv,2015,-1.05787
slv,2016,-1.86619
slv,2017,-0.81297
slv,2018,-2.63865
slv,2019,-1.22394
smr,2002,-1.58722
smr,2003,3.63851
smr,2004,7.04915
smr,2005,10.15814
smr,2006,10.89031
smr,2007,4.3403
som,2017,0
som,2018,0
som,2019,0
srb,2007,-1.18407
srb,2008,-0.81777
srb,2009,3.82273
srb,2010,3.09944
srb,2011,5.02876
srb,2012,6.6078
syc,1985,8.85551
syc,1986,15.53141
syc,1987,12.80896
syc,1988,-2.85338
syc,1989,11.39454
syc,1993,6.84558
syc,1994,12.25909
syc,1995,-5.25185
syc,1996,17.87857
syc,1997,-10.72943
syc,1998,23.04064
syc,2000,13.77053
syc,2005,-4.97223
syc,2006,6.35257
syc,2007,5.72428
syc,2008,-1.22478
syc,2009,-7.85544
syc,2010,14.80909
syc,2011,-2.28532
syc,2012,4.96536
syc,2013,-1.94923
syc,2014,4.70662
syc,2015,1.89131
syc,2016,2.85418
syc,2017,-0.83116
syc,2018,-0.49308
tgo,2006,2.99855
tgo,2007,-0.86958
tgo,2008,2.34437
tgo,2009,1.59697
tgo,2010,-0.71628
tgo,2011,2.98703
tgo,2012,6.11384
tgo,2013,1.20491
tgo,2014,3.35022
tgo,2015,6.64705
tgo,2016,5.3389
tgo,2017,-0.04988
tgo,2018,0.66808
tgo,2019,-0.1334
tha,1972,3.98178
tha,1973,3.89509
tha,1974,1.07629
tha,1975,1.89548
tha,1976,3.80577
tha,1977,3.61983
tha,1978,3.88837
tha,1979,3.708
tha,1980,3.72221
tha,1981,3.75258
tha,1982,6.30144
tha,1983,4.46781
tha,1984,3.55997
tha,1985,5.20028
tha,1986,4.49101
tha,1987,2.16861
tha,1988,-0.05731
tha,1989,-1.0461
tha,1990,-1.21486
tha,1991,-2.55749
tha,1992,-0.97838
tha,1993,-1.35082
tha,1994,-1.22488
tha,1995,-0.74194
tha,1996,-0.25995
tha,1997,0.09883
tha,1998,5.39637
tha,1999,9.10574
tha,2000,2.87665
tha,2001,3.24664
tha,2002,6.72108
tha,2003,0.26543
tha,2004,2.96584
tha,2005,0.46526
tha,2006,2.21479
tha,2007,1.57227
tha,2008,0.63323
tha,2009,4.90625
tha,2010,2.33305
tha,2011,2.99621
tha,2012,2.93517
tha,2013,1.85336
tha,2014,1.18958
tha,2015,0.68813
tha,2016,2.16508
tha,2017,2.3253
tha,2018,2.43583
tha,2019,0.641
tjk,2000,0.03403
tjk,2001,-0.05761
tls,2010,0
tls,2011,0
tls,2012,0
tls,2013,0
tls,2014,0.20728
tls,2015,0
tls,2016,1.91733
tls,2017,1.9866
tls,2018,2.56302
tls,2019,2.36876
tto,2006,-1.2733
tto,2007,-0.30836
tto,2008,-0.07776
tto,2009,-0.14809
tto,2010,-1.50402
tto,2011,2.44884
tto,2012,1.69535
tto,2013,-0.26292
tto,2014,1.97087
tto,2015,0.59424
tto,2016,7.01408
tto,2017,6.90001
tto,2018,1.5002
tun,1972,4.0281
tun,1973,2.05854
tun,1974,0.65254
tun,1975,1.67681
tun,1976,2.43145
tun,1977,6.83882
tun,1978,5.54773
tun,1979,5.55099
tun,1980,3.82714
tun,1981,3.68333
tun,1982,4.92882
tun,1984,4.11079
tun,1985,4.80601
tun,1986,6.69516
tun,1987,5.01413
tun,1988,3.77457
tun,1989,4.29202
tun,1990,5.41343
tun,1991,5.17841
tun,1992,3.36792
tun,1993,3.57089
tun,1994,2.25752
tun,1995,3.79608
tun,1996,4.55778
tun,1997,3.49599
tun,1998,0.4926
tun,1999,1.61524
tun,2000,0.37135
tun,2001,4.19481
tun,2002,1.40177
tun,2003,2.91181
tun,2004,1.386
tun,2005,0.56793
tun,2006,-1.23852
tun,2007,-0.60564
tun,2008,-0.8932
tun,2009,0.2132
tun,2010,0.21364
tun,2011,1.93986
tun,2012,2.58866
tur,1972,1.7641
tur,1973,1.51099
tur,1974,1.49254
tur,1975,1.08594
tur,1976,1.61565
tur,1977,4.99858
tur,1978,3.45155
tur,1979,4.91703
tur,1980,3.07422
tur,1986,2.46519
tur,1988,3.63708
tur,1989,3.48929
tur,2008,1.85593
tur,2009,5.79585
tur,2010,2.62599
tur,2011,1.94176
tur,2012,1.21912
tur,2013,0.80886
tur,2014,0.85868
tur,2015,1.1324
tur,2016,2.40503
tur,2017,3.43255
tur,2018,2.93695
tur,2019,4.97352
tur,2020,8.82412
tza,2009,7.74377
tza,2010,6.65486
tza,2011,7.29546
tza,2012,3.31419
tza,2013,4.97496
tza,2014,3.95032
tza,2015,5.37347
tza,2016,3.29062
tza,2017,0.32619
tza,2018,1.62099
uga,2015,2.57266
uga,2016,4.08772
uga,2017,3.10349
uga,2018,3.05656
uga,2019,3.19618
ukr,1999,2.02695
ukr,2000,1.1013
ukr,2001,1.52674
ukr,2002,-0.00056
ukr,2003,0.70419
ukr,2004,2.97617
ukr,2005,4.42097
ukr,2006,0.456
ukr,2007,1.18507
ukr,2008,3.3558
ukr,2009,11.24564
ukr,2010,9.51064
ukr,2011,4.36291
ukr,2012,3.33636
ukr,2013,5.34262
ukr,2014,12.77967
ukr,2015,5.52373
ukr,2016,7.16566
ukr,2017,4.28248
ukr,2018,1.49484
ukr,2019,1.79093
ury,1972,0.60231
ury,1973,0.35315
ury,1974,4.47422
ury,1975,6.09278
ury,1976,4.60746
ury,1977,1.72076
ury,1978,1.65674
ury,1979,1.63977
ury,1980,2.00208
ury,1981,1.09436
ury,1982,7.52615
ury,1983,3.07192
ury,1984,10.35168
ury,1985,7.38878
ury,1986,2.86833
ury,1987,22.57808
ury,1988,9.70672
ury,1989,4.23495
ury,1990,2.02302
ury,1991,0.27863
ury,1992,1.57879
ury,1993,-1.22284
ury,1994,8.97546
ury,1999,0.32321
ury,2001,-4.71017
ury,2002,19.86276
ury,2003,1.61184
ury,2004,1.2355
ury,2005,3.9146
ury,2006,-1.38646
ury,2007,3.94881
ury,2008,0.19464
ury,2009,6.1478
ury,2010,-1.18531
ury,2011,4.06678
ury,2012,2.68016
ury,2013,1.3164
ury,2014,2.52995
ury,2015,5.08755
ury,2016,2.86979
ury,2017,2.36574
ury,2018,1.3205
ury,2019,1.37913
usa,1972,1.6144
usa,1973,1.26282
usa,1974,0.13137
usa,1975,3.15092
usa,1976,4.41921
usa,1977,2.68178
usa,1978,2.63608
usa,1979,1.51561
usa,1980,2.6812
usa,1981,2.64418
usa,1982,4.14978
usa,1983,5.93252
usa,1984,4.31146
usa,1985,4.62182
usa,1986,5.08884
usa,1987,3.0596
usa,1988,3.08263
usa,1989,2.47271
usa,1990,3.6843
usa,1991,4.48854
usa,1992,4.74976
usa,1993,3.6149
usa,1994,2.55666
usa,1995,2.25583
usa,1996,1.59059
usa,1997,0.43602
usa,1998,-0.57995
usa,1999,-0.92548
usa,2000,-2.18896
usa,2001,0.63917
usa,2002,2.94007
usa,2003,4.83975
usa,2004,3.92098
usa,2005,3.4818
usa,2006,2.13897
usa,2007,2.56925
usa,2008,9.29361
usa,2009,10.64716
usa,2010,11.31817
usa,2011,7.71771
usa,2012,7.68734
usa,2013,5.20133
usa,2014,4.36375
usa,2015,4.14367
usa,2016,4.70775
usa,2017,3.24754
usa,2018,6.28574
usa,2019,5.56071
usa,2020,23.43928
uzb,2011,-0.17134
uzb,2012,-0.02967
uzb,2013,-0.06545
uzb,2014,-0.00427
uzb,2015,0.11505
uzb,2016,0.0908
uzb,2017,0.02621
uzb,2018,-0.2464
uzb,2019,-0.16843
vct,2000,1.46791
vct,2001,1.09665
vct,2002,5.36947
vct,2003,4.35267
vct,2004,12.07628
vct,2005,15.56052
vct,2006,3.32718
vct,2007,2.12611
vct,2008,1.79014
vct,2009,3.62152
vut,1990,3.56467
vut,2009,1.04953
vut,2010,1.63672
vut,2011,1.59669
vut,2012,1.519
vut,2013,-0.2215
vut,2014,-0.4135
vut,2015,-0.65987
vut,2016,1.05628
vut,2017,-0.4655
vut,2018,-3.05595
vut,2019,3.9796
wsm,2012,7.26123
wsm,2013,4.63518
wsm,2014,4.97802
wsm,2015,2.06497
wsm,2016,-0.08592
wsm,2017,-0.3563
wsm,2018,0.59075
wsm,2019,-2.68905
zaf,1972,5.28079
zaf,1973,3.60059
zaf,1974,3.17473
zaf,1975,5.77592
zaf,1976,5.80917
zaf,1977,6.04543
zaf,1978,5.30965
zaf,1979,4.15748
