geo,time,bx_gsr_tran_zs
col,1981,40.83768
col,1982,31.79549
col,1983,44.98815
col,1984,41.45631
col,1985,42.16374
col,1986,34.42238
col,1987,38.45626
col,1988,34.18324
col,1989,34.53137
col,1990,30.25
col,1991,32.41682
col,1992,32.45751
col,1993,38.5928
col,1994,32.68216
col,1995,34.44465
col,1996,27.89277
col,1997,31.05342
col,1998,32.9564
col,1999,32.14188
col,2000,28.71132
col,2001,25.65856
col,2002,28.09978
col,2003,31.44125
col,2004,27.47647
col,2005,26.06416
col,2006,24.28446
col,2007,26.10055
col,2008,22.91837
col,2009,21.79042
col,2010,21.33764
col,2011,24.89058
col,2012,21.8829
col,2013,22.99672
col,2014,23.02426
col,2015,21.1121
col,2016,20.63902
col,2017,19.04897
col,2018,18.32189
col,2019,19.23906
col,2020,20.94856
col,2021,17.38717
com,1980,43.97463
com,1981,29
com,1982,12.61905
com,1983,17.87488
com,1984,19.61971
com,1985,12.92876
com,1986,11.11111
com,1987,31.08295
com,1988,24.57154
com,1989,23.38753
com,1990,23.41538
com,1991,18.09442
com,1992,14.24918
com,1993,12.71321
com,1994,11.36742
com,1995,12.3926
com,2003,14.20598
com,2004,10.8093
com,2005,11.15451
com,2006,9.99567
com,2007,10.62196
com,2008,10.74457
com,2009,6.62704
com,2010,6.92232
com,2011,5.19646
com,2012,9.48995
com,2014,6.6373
com,2015,6.73637
com,2016,6.8151
com,2017,6.02683
com,2018,5.80684
com,2019,6.25338
com,2020,7.27759
cpv,1977,43.03681
cpv,1978,58.50782
cpv,1979,78.56537
cpv,1980,80.66683
cpv,1981,86.9863
cpv,1982,78.12047
cpv,1983,81.3415
cpv,1984,88.10673
cpv,1985,88.74703
cpv,1986,74.36032
cpv,1987,37.67914
cpv,1988,48.48677
cpv,1989,50.41557
cpv,1990,38.52187
cpv,1991,40.55832
cpv,1992,42.75028
cpv,1993,41.52893
cpv,1994,45.45654
cpv,1995,49.526
cpv,1996,54.05774
cpv,1997,56.67277
cpv,1998,48.96205
cpv,1999,40.21906
cpv,2000,41.48068
cpv,2001,38.38106
cpv,2002,40.43618
cpv,2003,40.64702
cpv,2004,40.83536
cpv,2005,38.26485
cpv,2006,31.9666
cpv,2007,25.52495
cpv,2008,29.56254
cpv,2009,28.91594
cpv,2010,33.90486
cpv,2011,25.34063
cpv,2012,21.46322
cpv,2013,20.92145
cpv,2014,18.2889
cpv,2015,17.10339
cpv,2016,17.06814
cpv,2017,15.16075
cpv,2018,17.16915
cpv,2019,20.89289
cpv,2020,18.34816
cri,1977,27.09777
cri,1978,19.87315
cri,1979,21.18863
cri,1980,24.87127
cri,1981,19.49649
cri,1982,23.49298
cri,1983,21.2936
cri,1984,22.16514
cri,1985,18.01966
cri,1986,17.92079
cri,1987,16.90893
cri,1988,16.91843
cri,1989,16.14782
cri,1990,15.59934
cri,1991,15.22997
cri,1992,15.8683
cri,1993,14.22111
cri,1994,14.43515
cri,1995,11.92424
cri,1996,11.33954
cri,1997,13.07492
cri,1998,9.6508
cri,1999,6.92038
cri,2000,12.58281
cri,2001,12.27327
cri,2002,11.20912
cri,2003,10.44254
cri,2004,9.16056
cri,2005,8.7692
cri,2006,8.77849
cri,2007,8.98339
cri,2008,9.64938
cri,2009,9.64649
cri,2010,8.12685
cri,2011,8.37414
cri,2012,8.70242
cri,2013,7.77841
cri,2014,6.14072
cri,2015,6.44777
cri,2016,5.89586
cri,2017,5.2891
cri,2018,8.72831
cri,2019,7.80007
cri,2020,6.72999
cym,2016,2.70516
cym,2017,2.57471
cym,2018,2.77428
cym,2019,2.94029
cyp,1976,18.42105
cyp,1977,18.26809
cyp,1978,19.15114
cyp,1979,18.08511
cyp,1980,18.04821
cyp,1981,16.71924
cyp,1982,15.85277
cyp,1983,14.46731
cyp,1984,15.64922
cyp,1985,17.28941
cyp,1986,16.88258
cyp,1987,16.22047
cyp,1988,14.49825
cyp,1989,13.29003
cyp,1990,12.99847
cyp,1991,14.46957
cyp,1992,12.55404
cyp,1993,12.92294
cyp,1994,12.98073
cyp,1995,18.17944
cyp,1996,18.64714
cyp,1997,18.063
cyp,1998,17.72812
cyp,1999,16.37891
cyp,2000,17.42496
cyp,2001,17.29725
cyp,2002,20.69271
cyp,2003,24.32243
cyp,2004,24.67043
cyp,2005,25.78306
cyp,2006,25.30987
cyp,2007,25.59622
cyp,2008,31.7022
cyp,2009,34.28372
cyp,2010,34.8386
cyp,2011,32.8736
cyp,2012,32.46781
cyp,2013,30.4291
cyp,2014,27.06348
cyp,2015,28.1004
cyp,2016,26.31841
cyp,2017,24.75318
cyp,2018,25.82684
cyp,2019,24.04258
cyp,2020,22.2271
cze,1993,22.31556
cze,1994,19.25537
cze,1995,17.79177
cze,1996,15.07561
cze,1997,16.51846
cze,1998,0.33301
cze,1999,0.52829
cze,2000,0.19672
cze,2001,0.13847
cze,2002,17.14666
cze,2003,18.89461
cze,2004,21.49895
cze,2005,22.99113
cze,2006,22.46184
cze,2007,23.90709
cze,2008,23.9294
cze,2009,23.66046
cze,2010,24.5363
cze,2011,24.38061
cze,2012,24.11523
cze,2013,22.59244
cze,2014,22.55577
cze,2015,23.74435
cze,2016,23.44202
cze,2017,23.55903
cze,2018,24.52637
cze,2019,23.00746
cze,2020,24.70928
deu,1971,13.76625
deu,1972,13.01973
deu,1973,12.91572
deu,1974,13.89609
deu,1975,14.98402
deu,1976,30.15013
deu,1977,30.24078
deu,1978,28.41182
deu,1979,29.81982
deu,1980,29.20271
deu,1981,30.05891
deu,1982,28.50078
deu,1983,27.55432
deu,1984,27.74512
deu,1985,27.16866
deu,1986,25.50033
deu,1987,24.53896
deu,1988,25.853
deu,1989,25.26564
deu,1990,26.28053
deu,1991,22.39525
deu,1992,23.04995
deu,1993,23.57117
deu,1994,24.37551
deu,1995,23.24053
deu,1996,23.63399
deu,1997,22.75566
deu,1998,22.28764
deu,1999,22.48256
deu,2000,22.16908
deu,2001,23.04378
deu,2002,21.66793
deu,2003,20.46221
deu,2004,20.82307
deu,2005,22.94946
deu,2006,22.72976
deu,2007,23.66663
deu,2008,24.99437
deu,2009,22.24441
deu,2010,24.1032
deu,2011,23.35608
deu,2012,22.19116
deu,2013,21.85903
deu,2014,20.38308
deu,2015,20.13026
deu,2016,18.83891
deu,2017,19.223
deu,2018,19.5314
deu,2019,19.58329
deu,2020,17.03189
dji,1991,13.34153
dji,1992,13.34153
dji,1993,11.47298
dji,1994,13.82223
dji,1995,9.90082
dji,1996,12.05946
dji,1997,12.61966
dji,1998,23.49098
dji,1999,28.44518
dji,2000,32.54648
dji,2001,30.91083
dji,2002,31.00322
dji,2003,31.62507
dji,2004,31.88045
dji,2005,30.17444
dji,2006,29.24881
dji,2007,28.82312
dji,2008,36.51801
dji,2009,34.28092
dji,2010,34.2227
dji,2011,35.57797
dji,2012,34.46938
dji,2013,64.27164
dji,2014,57.90153
dji,2015,52.66743
dji,2016,54.17422
dji,2017,54.5999
dji,2018,53.35762
dji,2019,53.3573
dji,2020,56.12358
dma,1986,11.13924
dma,1987,11.11111
dma,1988,11.16823
dma,1989,11.4905
dma,1990,10.70794
dma,1991,10.51226
dma,1992,11.71431
dma,1993,12.90052
dma,1994,10.34066
dma,1995,9.18583
dma,1996,9.47137
dma,1997,8.42956
dma,1998,7.97135
dma,1999,7.3263
dma,2000,7.86781
dma,2001,7.98863
dma,2002,6.79421
dma,2003,6.37615
dma,2004,6.94772
dma,2005,4.64736
dma,2006,3.68908
dma,2007,3.42062
dma,2008,4.30015
dma,2009,4.14549
dma,2010,2.87224
dma,2011,1.99179
dma,2012,2.50742
dma,2013,2.4014
dma,2014,0.39653
dma,2015,0.30991
dma,2016,0.31977
dma,2017,0.40876
dma,2018,1.05086
dma,2019,0.88391
dma,2020,0.98663
dnk,1975,31.39211
dnk,1976,32.13013
dnk,1977,33.34725
dnk,1978,31.88602
dnk,1981,44.41724
dnk,1982,42.34832
dnk,1983,45.31191
dnk,1984,42.51665
dnk,1985,38.9735
dnk,1986,35.37476
dnk,1987,31.31984
dnk,1988,32.33398
dnk,1989,37.0359
dnk,1990,32.20309
dnk,1991,32.19098
dnk,1992,34.72994
dnk,1993,42.84452
dnk,1994,44.91513
dnk,1995,44.24453
dnk,1996,43.55274
dnk,1997,49.9761
dnk,1998,47.98795
dnk,1999,38.12067
dnk,2000,45.48449
dnk,2001,44.90946
dnk,2002,41.20592
dnk,2003,44.27543
dnk,2004,47.07251
dnk,2005,61.56561
dnk,2006,62.45201
dnk,2007,63.3934
dnk,2008,63.31158
dnk,2009,56.6196
dnk,2010,61.79686
dnk,2011,59.92225
dnk,2012,59.63703
dnk,2013,60.29701
dnk,2014,60.57408
dnk,2015,56.9273
dnk,2016,51.41038
dnk,2017,52.01395
dnk,2018,51.29329
dnk,2019,53.13505
dnk,2020,56.30153
dom,1968,19.72222
dom,1969,18.66972
dom,1970,20.48837
dom,1971,20.10101
dom,1972,18.34646
dom,1973,17.86014
dom,1974,14.98929
dom,1975,13.18417
dom,1976,13.02034
dom,1977,12.24267
dom,1978,12.11803
dom,1979,7.84829
dom,1980,7.84098
dom,1981,9.12508
dom,1982,5.35953
dom,1983,5.76654
dom,1984,5.60319
dom,1985,5.88568
dom,1986,5.69202
dom,1987,4.47653
dom,1988,4.13361
dom,1989,5.54414
dom,1990,5.56507
dom,1991,5.82965
dom,1992,5.15572
dom,1993,1.539
dom,1994,1.46577
dom,1995,1.45837
dom,1996,1.85747
dom,1997,1.68216
dom,1998,1.58165
dom,1999,1.54802
dom,2000,1.49118
dom,2001,1.44161
dom,2002,1.94874
dom,2003,1.87288
dom,2004,1.8433
dom,2005,2.14835
dom,2006,4.6419
dom,2007,5.3078
dom,2008,5.93915
dom,2009,6.34853
dom,2010,8.09973
dom,2011,7.66998
dom,2012,7.10098
dom,2013,7.81048
dom,2014,7.03035
dom,2015,7.26219
dom,2016,6.99225
dom,2017,6.88285
dom,2018,6.8571
dom,2019,7.20979
dom,2020,8.60098
dza,1977,33.72171
dza,1978,38.88545
dza,1979,44.65078
dza,1980,40.96827
dza,1981,40.33741
dza,1982,39.85979
dza,1983,46.72302
dza,1984,41.97721
dza,1985,43.57036
dza,1986,42.96167
dza,1987,43.64697
dza,1988,45.07549
dza,1989,44.30806
dza,1990,40.04933
dza,1991,43.10183
dza,2005,33.94495
dza,2006,32.4493
dza,2007,34.46088
dza,2008,28.50758
dza,2009,26.4285
dza,2010,21.75363
dza,2011,19.44854
dza,2012,19.68287
dza,2013,20.85317
dza,2014,23.63732
dza,2015,19.69345
dza,2016,19.61515
dza,2017,22.78698
dza,2018,21.92608
dza,2019,19.96688
dza,2020,18.00997
ecu,1976,37.61221
ecu,1977,42.78356
ecu,1978,27.77969
ecu,1979,40.61491
ecu,1980,35.09537
ecu,1981,38.45961
ecu,1982,37.21785
ecu,1983,33.93651
ecu,1984,26.11684
ecu,1985,44.58438
ecu,1986,42.17687
ecu,1987,42.51781
ecu,1988,45.45455
ecu,1989,45.34884
ecu,1990,44.98141
ecu,1991,43.34532
ecu,1992,42.62561
ecu,1993,44.90326
ecu,1994,45.50257
ecu,1995,43.71178
ecu,1996,37.805
ecu,1997,34.63467
ecu,1998,33.38072
ecu,1999,35.58234
ecu,2000,33.9454
ecu,2001,28.53843
ecu,2002,27.33093
ecu,2003,30.29723
ecu,2004,33.39536
ecu,2005,32.92094
ecu,2006,33.78699
ecu,2007,28.8212
ecu,2008,25.33778
ecu,2009,25.73219
ecu,2010,24.33883
ecu,2011,25.03457
ecu,2012,22.5808
ecu,2013,21.2873
ecu,2014,18.57961
ecu,2015,18.53175
ecu,2016,19.89674
ecu,2017,18.74452
ecu,2018,17.96166
ecu,2019,18.41861
ecu,2020,36.32101
egy,1977,43.23116
egy,1978,48.8343
egy,1979,54.35877
egy,1980,52.42701
egy,1981,62.57109
egy,1982,62.31315
egy,1983,58.31471
egy,1984,60.06785
egy,1985,59.68344
egy,1986,57.33004
egy,1987,53.415
egy,1988,49.7877
egy,1989,48.63082
egy,1990,40.35337
egy,1991,39.03877
egy,1992,37.35096
egy,1993,36.33946
egy,1994,39.21933
egy,1995,37.2759
egy,1996,29.00442
egy,1997,26.9118
egy,1998,30.63506
egy,1999,27.99751
egy,2000,26.98154
egy,2001,30.28322
egy,2002,30.01116
egy,2003,29.79229
egy,2004,28.29058
egy,2005,32.40954
egy,2006,34.02089
egy,2007,34.84411
egy,2008,32.75543
egy,2009,31.12668
egy,2010,33.25114
egy,2011,42.83998
egy,2012,40.73589
egy,2013,51.57846
egy,2014,44.68709
egy,2015,52.4708
egy,2016,60.20285
egy,2017,44.02185
egy,2018,37.51384
egy,2019,33.94623
egy,2020,47.37755
eri,1995,70.37037
eri,1996,35.74833
eri,1997,23.05276
eri,1998,28.5868
eri,1999,16.67657
eri,2000,16.16924
esp,1975,21.98376
esp,1976,23.99072
esp,1977,21.44695
esp,1978,19.98518
esp,1979,23.48166
esp,1980,25.91527
esp,1981,26.1959
esp,1982,23.71219
esp,1983,26.68792
esp,1984,25.03489
esp,1985,23.61521
esp,1986,19.30712
esp,1987,18.82762
esp,1988,19.26527
esp,1989,19.11657
esp,1990,17.01076
esp,1991,16.22282
esp,1992,14.77394
esp,1993,14.92411
esp,1994,15.6807
esp,1995,16.25981
esp,1996,16.83808
esp,1997,17.14243
esp,1998,16.32858
esp,2013,11.68601
esp,2014,11.13292
esp,2015,11.47644
esp,2016,11.00119
esp,2017,11.39951
esp,2018,11.50727
esp,2019,11.9804
esp,2020,17.91477
est,1992,73.65101
est,1993,64.93559
est,1994,60.16448
est,1995,40.74311
est,1996,37.83556
est,1997,47.1918
est,1998,44.32358
est,1999,44.77336
est,2000,44.57522
est,2001,40.83983
est,2002,42.3747
est,2008,36.76885
est,2009,36.19709
est,2010,39.2947
est,2011,38.47031
est,2012,38.66586
est,2013,34.39069
est,2014,32.95897
est,2015,31.7789
est,2016,28.40187
est,2017,28.73152
est,2018,29.85462
est,2019,28.45447
est,2020,27.08732
est,2021,29.37058
eth,1977,54.95682
eth,1978,44.64438
eth,1979,52.81477
eth,1980,53.20493
eth,1981,56.57299
eth,1982,59.30282
eth,1983,56.32476
eth,1984,48.17617
eth,1985,40.02174
eth,1986,47.81145
eth,1987,42.0179
eth,1988,55.23556
eth,1989,64.24992
eth,1990,68.98192
eth,1991,72.68143
eth,1992,67.02978
eth,1993,74.8449
eth,1994,73.99461
eth,1995,69.0863
eth,1996,57.58974
eth,1997,54.28993
eth,1998,36.58327
eth,1999,40.16152
eth,2000,42.71759
eth,2001,50.31786
eth,2002,48.97648
eth,2003,39.27821
eth,2004,36.8557
eth,2005,46.07917
eth,2006,51.15561
eth,2007,56.44167
eth,2008,59.01181
eth,2009,57.19461
eth,2010,54.39313
eth,2011,56.45996
eth,2012,63.22068
eth,2013,67.02179
eth,2014,73.89753
eth,2015,76.38883
eth,2016,71.3101
eth,2017,72.22024
eth,2018,66.33065
eth,2019,73.30974
eth,2020,67.17434
fin,1975,29.41794
fin,1976,31.26705
fin,1977,32.19041
fin,1978,31.657
fin,1979,38.22391
fin,1980,35.0705
fin,1981,33.82452
fin,1982,32.56764
fin,1983,35.24323
fin,1984,39.91803
fin,1985,37.09123
fin,1986,35.93788
fin,1987,35.27349
fin,1988,35.71969
fin,1989,36.2743
fin,1990,37.26208
fin,1991,32.96852
fin,1992,30.18771
fin,1993,30.3555
fin,1994,30.30447
fin,1995,28.25263
fin,1996,27.18979
fin,1997,26.54598
fin,1998,34.42853
fin,1999,27.34916
fin,2000,22.17719
fin,2001,17.38953
fin,2002,25.88475
fin,2003,26.70366
fin,2004,25.90883
fin,2005,21.36536
fin,2008,16.4613
fin,2009,14.30076
fin,2010,15.50157
fin,2011,15.34497
fin,2012,13.36227
fin,2013,12.51047
fin,2014,13.23833
fin,2015,14.43721
fin,2016,14.35531
fin,2017,14.98811
fin,2018,15.83049
fin,2019,14.76236
fin,2020,10.02486
fin,2021,10.44405
fji,1979,11.46753
fji,1980,17.95586
fji,1981,17.22352
fji,1982,18.13567
fji,1983,18.28681
fji,1984,19.34483
fji,1985,13.46887
fji,1986,14.4683
fji,1987,17.05179
fji,1988,18.8
fji,1989,28.03324
fji,1990,30.91498
fji,1991,29.9683
fji,1992,30.53435
fji,1993,29.83284
fji,1994,27.88707
fji,1995,30.21556
fji,1996,27.66403
fji,1997,24.63963
fji,1998,26.68534
fji,1999,29.54655
fji,2000,29.51261
fji,2001,33.31998
fji,2002,29.40045
fji,2003,29.05839
fji,2004,25.49782
fji,2005,31.47385
fji,2006,28.34731
fji,2007,31.21537
fji,2008,33.19241
fji,2009,29.42208
fji,2010,24.98706
fji,2011,24.73751
fji,2012,25.47797
fji,2013,25.20893
fji,2014,25.34584
fji,2015,25.41516
fji,2016,24.48657
fji,2017,25.40293
fji,2018,30.05848
fji,2019,30.0098
fji,2020,34.3193
fra,1975,26.32964
fra,1976,25.97327
fra,1977,25.61339
fra,1978,23.96626
fra,1979,24.47699
fra,1980,24.06623
fra,1981,23.70749
fra,1982,24.42357
fra,1983,22.2978
fra,1984,21.79487
fra,1985,21.02096
fra,1986,20.65716
fra,1987,20.95299
fra,1988,22.76409
fra,1989,22.71472
fra,1990,20.93125
fra,1991,21.24616
fra,1992,19.72634
fra,1993,20.31688
fra,1994,21.06343
fra,1995,22.21656
fra,1996,22.14249
fra,1997,22.89375
fra,1998,22.65866
fra,1999,18.63402
fra,2000,19.21453
fra,2001,19.17873
fra,2002,18.53731
fra,2003,19.22739
fra,2004,21.29851
fra,2005,20.82125
fra,2006,22.26931
fra,2007,22.17611
fra,2008,21.67376
fra,2009,20.00315
fra,2010,21.33841
fra,2011,20.75465
fra,2012,20.18031
fra,2013,18.05078
fra,2014,17.56172
fra,2015,16.3836
fra,2016,15.53982
fra,2017,16.73036
fra,2018,15.47191
fra,2019,16.13294
fra,2020,17.1317
fro,1998,33.75147
fro,1999,34.70747
fro,2000,34.18566
fro,2001,39.16256
fro,2002,36.09708
fro,2003,44.26674
fro,2004,42.6946
fro,2005,35.72368
fro,2006,47.60622
fro,2007,53.16
fro,2008,59.45691
fro,2009,43.90026
fro,2010,45.51894
fro,2011,40.59471
fsm,2009,8.14871
fsm,2010,7.62935
fsm,2011,7.24104
fsm,2012,7.56021
fsm,2013,9.83035
fsm,2014,11.66786
gab,1978,11.48709
gab,1979,19.02296
gab,1980,21.52085
gab,1981,22.66092
gab,1982,33.55432
gab,1983,18.63304
gab,1984,33.71533
gab,1985,37.73706
gab,1986,51.18719
gab,1987,52.52754
gab,1988,27.6951
gab,1989,26.88436
gab,1990,29.58346
gab,1991,29.97812
gab,1992,27.5
gab,1993,25.53916
gab,1994,31.99344
gab,1995,40.90514
gab,1996,42.23694
gab,1997,43.80531
gab,1998,48.03413
gab,1999,53.92875
gab,2000,53.66107
gab,2001,41.59696
gab,2002,20.91132
gab,2003,50.45324
gab,2004,52.65359
gab,2005,18.14865
gab,2007,17.65555
gab,2008,22.1677
gab,2009,15.75573
gab,2010,6.58784
gab,2011,12.23092
gab,2012,6.83656
gab,2013,2.12542
gab,2014,2.50608
gab,2015,5.80565
gbr,1970,49.64518
gbr,1971,50.85004
gbr,1972,48.14674
gbr,1973,49.09958
gbr,1974,50.22261
gbr,1975,45.16396
gbr,1976,43.13402
gbr,1977,40.32208
gbr,1978,37.30254
gbr,1979,39.04719
gbr,1980,38.87698
gbr,1981,36.58902
gbr,1982,33.01286
gbr,1983,29.25
gbr,1984,28.23182
gbr,1985,25.80166
gbr,1986,22.01862
gbr,1987,21.7387
gbr,1988,23.70255
gbr,1989,24.59732
gbr,1990,24.06209
gbr,1991,22.47956
gbr,1992,22.04378
gbr,1993,21.49288
gbr,1994,20.99284
gbr,1995,20.11209
gbr,1996,18.80935
gbr,1997,18.03426
gbr,1998,16.94704
gbr,1999,14.12977
gbr,2000,14.60771
gbr,2001,14.18665
gbr,2002,13.39608
gbr,2003,12.82358
gbr,2004,12.98139
gbr,2005,12.09384
gbr,2006,10.47003
gbr,2007,9.55672
gbr,2008,10.43467
gbr,2009,8.55524
gbr,2010,8.8831
gbr,2011,9.4424
gbr,2012,9.52376
gbr,2013,8.82016
gbr,2014,8.52806
gbr,2015,8.67969
gbr,2016,8.23664
gbr,2017,8.02121
gbr,2018,7.66225
gbr,2019,8.02743
gbr,2020,5.96956
geo,1997,45.70707
geo,1998,41.08952
geo,1999,44.76717
geo,2000,41.99861
geo,2001,46.60551
geo,2002,48.29084
geo,2003,44.28276
geo,2004,46.83486
geo,2005,45.13042
geo,2006,45.11405
geo,2007,46.32579
geo,2008,48.41698
geo,2009,46.97381
geo,2010,42.50837
geo,2011,39.59797
geo,2012,33.28899
geo,2013,32.34835
geo,2014,31.91943
geo,2015,30.84215
geo,2016,27.76585
geo,2017,24.05141
geo,2018,21.68973
geo,2019,21.88291
geo,2020,44.17478
gha,1975,63.53623
gha,1976,61.33024
gha,1977,56.65763
gha,1978,62.905
gha,1979,37.12376
gha,1980,33.57076
gha,1981,24.29891
gha,1982,34.15651
gha,1983,79.84293
gha,1984,73.28767
gha,1985,70.26316
gha,1986,53.62028
gha,1987,40.15248
gha,1988,44.45893
gha,1989,44.7466
gha,1990,44.90741
gha,1991,48.05447
gha,1992,37.56477
gha,1993,54.38839
gha,1994,54.10169
gha,1995,54.13745
gha,1996,53.15306
gha,1997,52.73317
gha,1998,20.60513
gha,1999,20.27341
gha,2000,19.50245
gha,2001,19.47979
gha,2002,20.65958
gha,2003,19.72334
gha,2004,19.48175
gha,2005,13.18655
gha,2006,14.70681
gha,2007,17.0982
gha,2008,13.30057
gha,2009,18.23863
gha,2010,24.62154
gha,2011,27.24424
gha,2012,28.53349
gha,2013,28.37565
gha,2014,30.12755
gha,2015,7.44693
gha,2016,12.77646
gha,2017,7.15769
gha,2018,5.98338
gha,2019,5.04871
gha,2020,6.79621
gin,1986,1.69156
gin,1987,6.45522
gin,1988,13.08234
gin,1989,4.01312
gin,1990,8.21213
gin,1991,4.74248
gin,1992,4.4009
gin,1993,2.30254
gin,1994,7.54989
gin,1995,10.85459
gin,1996,12.22047
gin,1997,41.38575
gin,1998,44.20283
gin,1999,17.13771
gin,2000,23.38824
gin,2001,42.58416
gin,2002,13.11039
gin,2003,6.31071
gin,2004,7.83739
gin,2005,14.51321
gin,2006,11.11636
gin,2007,12.23819
gin,2008,11.2828
gin,2009,20.66722
gin,2010,6.15286
gin,2011,5.97054
gin,2012,3.03659
gin,2013,9.41756
gin,2014,0.59803
gin,2015,10.17851
gin,2016,17.02811
gin,2017,17.60886
gin,2018,1.2375
gin,2019,1.09038
gin,2020,0.13882
gmb,1978,23.28061
gmb,1979,17.66393
gmb,1982,26.01623
gmb,1983,30.5586
gmb,1984,28.21209
gmb,1985,23.03858
gmb,1986,20.57307
gmb,1987,7.34723
gmb,1988,7.40907
gmb,1989,7.54964
gmb,1990,8.10886
gmb,1991,10.21658
gmb,1992,11.69216
gmb,1993,11.40308
gmb,1994,8.70174
gmb,1995,15.47965
gmb,1996,9.47296
gmb,1997,8.14067
gmb,2003,27.02371
gmb,2004,25.20859
gmb,2005,19.45258
gmb,2006,17.63889
gmb,2007,17.28465
gmb,2008,17.38664
gmb,2009,19.11156
gmb,2010,28.87494
gmb,2011,32.71332
gmb,2012,30.24599
gmb,2013,37.37689
gmb,2014,23.29172
gmb,2015,19.11915
gmb,2016,9.8457
gmb,2017,9.1829
gmb,2018,15.4823
gmb,2019,19.83748
gmb,2020,36.73792
gmb,2021,37.05339
gnb,1982,8.92857
gnb,1983,5.97015
gnb,1984,5
gnb,1985,4.61538
gnb,1989,2.63975
gnb,1990,2.92398
gnb,1991,1.68453
gnb,1992,0.51903
gnb,1993,3.07377
gnb,1994,9.80392
gnb,1995,7.73286
gnb,1996,5.74713
gnb,1997,5.625
gnb,2002,1.81055
gnb,2003,12.7977
gnb,2004,17.28122
gnb,2005,9.53778
gnb,2007,0.20964
gnb,2008,0.15993
gnb,2010,0.70471
gnb,2011,1.16288
gnb,2012,1.73425
gnb,2015,0.16642
gnb,2016,1.1404
gnb,2017,0.77549
gnb,2018,0.59475
gnb,2019,0.12578
gnb,2020,0.78347
grc,1976,26.43805
grc,1977,27.98875
grc,1978,22.29205
grc,1979,20.77998
grc,1980,23.61287
grc,1981,22.10979
grc,1982,23.3631
grc,1983,18.90095
grc,1984,12.77533
grc,1985,7.76923
grc,1986,5.75786
grc,1987,4.3398
grc,1988,5.94817
grc,1989,4.1425
grc,1990,4.89329
grc,1991,3.63247
grc,1992,5.39266
grc,1993,6.74458
grc,1994,5.05807
grc,1995,3.91463
grc,1996,4.02225
grc,1997,1.89512
grc,1999,31.0664
grc,2000,41.12129
grc,2001,41.83461
grc,2002,39.97534
grc,2003,44.66027
grc,2004,49.93986
grc,2005,50.90111
grc,2006,50.25154
grc,2007,53.95353
grc,2008,55.84854
grc,2009,49.68388
grc,2010,54.24278
grc,2011,48.9371
grc,2012,48.39699
grc,2013,43.07274
grc,2014,42.23288
grc,2015,43.1732
grc,2016,42.06317
grc,2017,42.62744
grc,2018,44.88345
grc,2019,43.14581
grc,2020,60.52789
grd,1979,1.04429
grd,1980,0.48544
grd,1981,3.20856
grd,1982,4.37158
grd,1983,4.30108
grd,1984,4.16667
grd,1985,3.26877
grd,1986,1.28308
grd,1987,2.80592
grd,1988,5.24109
grd,1989,4.03005
grd,1990,3.05317
grd,1991,5.24049
grd,1992,5.01144
grd,1993,4.1774
grd,1994,4.57464
grd,1995,3.93548
grd,1996,4.53725
grd,1997,4.26757
grd,1998,3.16037
grd,1999,3.83971
grd,2000,3.79903
grd,2001,6.09686
grd,2002,7.62695
grd,2003,6.68646
grd,2004,5.79961
grd,2005,9.72761
grd,2006,8.91552
grd,2007,6.67723
grd,2008,6.22111
grd,2009,6.38972
grd,2010,6.84738
grd,2011,7.38107
grd,2012,8.72822
grd,2013,8.85794
grd,2014,3.56556
grd,2015,3.40515
grd,2016,3.02961
grd,2017,2.71298
grd,2018,2.84801
grd,2019,2.59508
grd,2020,1.52152
gtm,1977,15.72755
gtm,1978,17.08379
gtm,1979,16.93654
gtm,1980,18.89205
gtm,1981,19.14894
gtm,1982,22.95539
gtm,1983,21.04608
gtm,1984,9.6875
gtm,1985,6.42928
gtm,1986,6.5481
gtm,1987,5.74858
gtm,1988,8.47804
gtm,1989,8.73362
gtm,1990,6.48694
gtm,1991,5.27463
gtm,1992,6.7101
gtm,1993,5.20896
gtm,1994,5.70609
gtm,1995,6.45123
gtm,1996,8.48749
gtm,1997,9.58801
gtm,1998,9.64429
gtm,1999,8.40762
gtm,2000,7.20195
gtm,2001,6.96017
gtm,2002,6.10651
gtm,2003,5.66524
gtm,2004,13.84951
gtm,2005,11.81373
gtm,2006,11.2384
gtm,2007,11.05591
gtm,2008,10.99174
gtm,2009,11.58755
gtm,2010,11.68295
gtm,2011,12.98882
gtm,2012,11.36852
gtm,2013,12.62881
gtm,2014,12.87614
gtm,2015,14.11346
gtm,2016,13.54975
gtm,2017,12.33112
gtm,2018,12.33862
gtm,2019,13.01667
gtm,2020,15.01701
guy,1977,23.42233
guy,1978,26.78186
guy,1979,28.96406
guy,1980,28.5119
guy,1981,39.9226
guy,1982,37.02065
guy,1983,35.75053
guy,1984,34.82143
guy,1985,22.30769
guy,1992,26.71844
guy,1993,25.48016
guy,1994,22.14721
guy,1995,24.76494
guy,1996,3.92577
guy,1997,4.11884
guy,1998,3.31453
guy,1999,4.08163
guy,2000,4.25281
guy,2001,5.34884
guy,2002,5.39756
guy,2003,4.27296
guy,2004,4.4657
guy,2005,5.14588
guy,2006,5.45908
guy,2007,5.03421
guy,2008,4.43661
guy,2009,5.83542
guy,2010,5.55786
guy,2011,6.42628
guy,2012,7.06484
guy,2013,14.05064
