geo,time,en_atm_noxe_ag_kt_ce
tza,2010,19370
tza,2011,19810
tza,2012,20960
tza,2013,21660
tza,2014,21800
tza,2015,22520
tza,2016,22810
tza,2017,21750
tza,2018,22200
uga,1990,5190
uga,1991,5340
uga,1992,5420
uga,1993,5540
uga,1994,5450
uga,1995,5550
uga,1996,5680
uga,1997,6010
uga,1998,6470
uga,1999,6080
uga,2000,6120
uga,2001,6200
uga,2002,6360
uga,2003,7060
uga,2004,6910
uga,2005,7630
uga,2006,6590
uga,2007,7660
uga,2008,9820
uga,2009,9690
uga,2010,10340
uga,2011,10100
uga,2012,10780
uga,2013,10680
uga,2014,10800
uga,2015,11140
uga,2016,11840
uga,2017,12040
uga,2018,12120
ukr,1990,35010
ukr,1991,32840
ukr,1992,29850
ukr,1993,26210
ukr,1994,24530
ukr,1995,22270
ukr,1996,18810
ukr,1997,18250
ukr,1998,16090
ukr,1999,14930
ukr,2000,14450
ukr,2001,14840
ukr,2002,15290
ukr,2003,13990
ukr,2004,13840
ukr,2005,13390
ukr,2006,13550
ukr,2007,13830
ukr,2008,15860
ukr,2009,14490
ukr,2010,14950
ukr,2011,16620
ukr,2012,16120
ukr,2013,17870
ukr,2014,17820
ukr,2015,17140
ukr,2016,18460
ukr,2017,19220
ukr,2018,19670
ury,1990,6520
ury,1991,6770
ury,1992,7010
ury,1993,7140
ury,1994,7060
ury,1995,6940
ury,1996,7190
ury,1997,7020
ury,1998,6820
ury,1999,6650
ury,2000,6450
ury,2001,6590
ury,2002,6580
ury,2003,6980
ury,2004,7250
ury,2005,7290
ury,2006,7710
ury,2007,7570
ury,2008,7680
ury,2009,7680
ury,2010,7650
ury,2011,7550
ury,2012,7990
ury,2013,7950
ury,2014,7900
ury,2015,7500
ury,2016,7770
ury,2017,7530
ury,2018,7500
usa,1990,160860
usa,1991,160700
usa,1992,165510
usa,1993,166270
usa,1994,171540
usa,1995,169080
usa,1996,174210
usa,1997,173680
usa,1998,173870
usa,1999,172220
usa,2000,169230
usa,2001,167940
usa,2002,167840
usa,2003,173740
usa,2004,175240
usa,2005,172510
usa,2006,175720
usa,2007,178630
usa,2008,175620
usa,2009,172340
usa,2010,173680
usa,2011,178750
usa,2012,177820
usa,2013,180020
usa,2014,179370
usa,2015,178330
usa,2016,183230
usa,2017,183150
usa,2018,183060
uzb,1990,8370
uzb,1991,7850
uzb,1992,6380
uzb,1993,5870
uzb,1994,5830
uzb,1995,5870
uzb,1996,5150
uzb,1997,7880
uzb,1998,7750
uzb,1999,7660
uzb,2000,7590
uzb,2001,7350
uzb,2002,7480
uzb,2003,7570
uzb,2004,7290
uzb,2005,7880
uzb,2006,8230
uzb,2007,8560
uzb,2008,9010
uzb,2009,9660
uzb,2010,10150
uzb,2011,10670
uzb,2012,10940
uzb,2013,11560
uzb,2014,12030
uzb,2015,12360
uzb,2016,13130
uzb,2017,13290
uzb,2018,13440
vct,1990,10
vct,1991,10
vct,1992,10
vct,1993,10
vct,1994,10
vct,1995,10
vct,1996,10
vct,1997,10
vct,1998,10
vct,1999,10
vct,2000,10
vct,2001,10
vct,2002,10
vct,2003,10
vct,2004,10
vct,2005,10
vct,2006,10
vct,2007,10
vct,2008,10
vct,2009,10
vct,2010,10
vct,2011,10
vct,2012,10
vct,2013,10
vct,2014,10
vct,2015,10
vct,2016,10
vct,2017,10
vct,2018,10
ven,1990,9730
ven,1991,9950
ven,1992,9840
ven,1993,9600
ven,1994,9810
ven,1995,9940
ven,1996,9620
ven,1997,9670
ven,1998,9790
ven,1999,9640
ven,2000,10370
ven,2001,10910
ven,2002,10890
ven,2003,11460
ven,2004,11400
ven,2005,11880
ven,2006,11570
ven,2007,12020
ven,2008,12620
ven,2009,12420
ven,2010,11240
ven,2011,10900
ven,2012,12040
ven,2013,12260
ven,2014,12250
ven,2015,12020
ven,2016,12000
ven,2017,11830
ven,2018,12330
vnm,1990,9310
vnm,1991,10570
vnm,1992,10420
vnm,1993,10850
vnm,1994,12960
vnm,1995,12820
vnm,1996,14210
vnm,1997,13930
vnm,1998,15820
vnm,1999,16320
vnm,2000,17210
vnm,2001,15550
vnm,2002,16360
vnm,2003,17500
vnm,2004,18210
vnm,2005,17360
vnm,2006,17050
vnm,2007,18380
vnm,2008,15670
vnm,2009,20810
vnm,2010,18540
vnm,2011,17310
vnm,2012,18330
vnm,2013,20890
vnm,2014,19430
vnm,2015,21730
vnm,2016,20870
vnm,2017,21040
vnm,2018,21300
vut,1990,100
vut,1991,100
vut,1992,110
vut,1993,110
vut,1994,110
vut,1995,110
vut,1996,110
vut,1997,110
vut,1998,110
vut,1999,110
vut,2000,110
vut,2001,100
vut,2002,100
vut,2003,110
vut,2004,110
vut,2005,110
vut,2006,110
vut,2007,140
vut,2008,140
vut,2009,130
vut,2010,130
vut,2011,130
vut,2012,140
vut,2013,140
vut,2014,140
vut,2015,140
vut,2016,140
vut,2017,140
vut,2018,140
wsm,1990,30
wsm,1991,30
wsm,1992,30
wsm,1993,30
wsm,1994,30
wsm,1995,30
wsm,1996,30
wsm,1997,30
wsm,1998,30
wsm,1999,30
wsm,2000,40
wsm,2001,40
wsm,2002,40
wsm,2003,40
wsm,2004,40
wsm,2005,40
wsm,2006,40
wsm,2007,40
wsm,2008,40
wsm,2009,40
wsm,2010,40
wsm,2011,50
wsm,2012,50
wsm,2013,50
wsm,2014,50
wsm,2015,60
wsm,2016,50
wsm,2017,50
wsm,2018,50
yem,1990,1980
yem,1991,1850
yem,1992,1900
yem,1993,1920
yem,1994,1910
yem,1995,1930
yem,1996,1990
yem,1997,2150
yem,1998,2240
yem,1999,2270
yem,2000,2340
yem,2001,2470
yem,2002,2450
yem,2003,2650
yem,2004,2760
yem,2005,2720
yem,2006,2830
yem,2007,3070
yem,2008,3080
yem,2009,3120
yem,2010,3250
yem,2011,3230
yem,2012,3270
yem,2013,3400
yem,2014,3420
yem,2015,3230
yem,2016,3250
yem,2017,3190
yem,2018,3310
zaf,1990,14660
zaf,1991,14650
zaf,1992,14240
zaf,1993,14550
zaf,1994,14250
zaf,1995,14010
zaf,1996,14930
zaf,1997,15060
zaf,1998,15310
zaf,1999,15190
zaf,2000,15320
zaf,2001,14730
zaf,2002,15800
zaf,2003,14670
zaf,2004,14420
zaf,2005,14650
zaf,2006,14350
zaf,2007,14810
zaf,2008,15150
zaf,2009,15400
zaf,2010,15180
zaf,2011,15160
zaf,2012,15480
zaf,2013,14860
zaf,2014,15120
zaf,2015,13990
zaf,2016,13250
zaf,2017,14820
zaf,2018,14420
zmb,1990,12370
zmb,1991,12440
zmb,1992,12540
zmb,1993,12520
zmb,1994,12280
zmb,1995,12150
zmb,1996,11370
zmb,1997,11370
zmb,1998,12210
zmb,1999,11430
zmb,2000,11040
zmb,2001,11250
zmb,2002,12450
zmb,2003,13580
zmb,2004,13620
zmb,2005,14050
zmb,2006,12730
zmb,2007,13150
zmb,2008,13220
zmb,2009,12350
zmb,2010,13500
zmb,2011,13300
zmb,2012,14330
zmb,2013,14600
zmb,2014,14290
zmb,2015,14630
zmb,2016,14470
zmb,2017,13970
zmb,2018,13740
zwe,1990,5430
zwe,1991,4850
zwe,1992,4880
zwe,1993,4260
zwe,1994,4440
zwe,1995,4340
zwe,1996,5370
zwe,1997,5210
zwe,1998,5480
zwe,1999,5640
zwe,2000,5180
zwe,2001,5320
zwe,2002,4670
zwe,2003,4650
zwe,2004,4890
zwe,2005,4760
zwe,2006,4630
zwe,2007,4820
zwe,2008,4860
zwe,2009,5260
zwe,2010,5590
zwe,2011,5700
zwe,2012,5220
zwe,2013,4900
zwe,2014,4300
zwe,2015,4820
zwe,2016,4390
zwe,2017,4550
zwe,2018,4710
