geo,time,sh_hiv_incd_14
mwi,2007,21000
mwi,2008,18000
mwi,2009,16000
mwi,2010,15000
mwi,2011,12000
mwi,2012,10000
mwi,2013,8800
mwi,2014,7700
mwi,2015,6300
mwi,2016,4900
mwi,2017,3700
mwi,2018,3300
mwi,2019,2700
mwi,2020,2500
mys,1990,100
mys,1991,100
mys,1992,100
mys,1993,100
mys,1994,100
mys,1995,100
mys,1996,100
mys,1997,100
mys,1998,100
mys,1999,100
mys,2000,100
mys,2001,100
mys,2002,100
mys,2003,100
mys,2004,100
mys,2005,100
mys,2006,100
mys,2007,100
mys,2008,100
mys,2009,100
mys,2010,100
mys,2011,100
mys,2012,100
mys,2013,100
mys,2014,100
mys,2015,100
mys,2016,100
mys,2017,100
mys,2018,100
mys,2019,100
mys,2020,100
nam,1990,570
nam,1991,820
nam,1992,1100
nam,1993,1500
nam,1994,2000
nam,1995,2400
nam,1996,2800
nam,1997,3200
nam,1998,3400
nam,1999,3600
nam,2000,3600
nam,2001,3600
nam,2002,3600
nam,2003,3600
nam,2004,3500
nam,2005,3000
nam,2006,2600
nam,2007,2200
nam,2008,1900
nam,2009,1900
nam,2010,1500
nam,2011,1400
nam,2012,1500
nam,2013,1100
nam,2014,720
nam,2015,560
nam,2016,510
nam,2017,500
nam,2018,500
nam,2019,500
nam,2020,500
ner,1990,500
ner,1991,500
ner,1992,500
ner,1993,580
ner,1994,700
ner,1995,820
ner,1996,950
ner,1997,1100
ner,1998,1100
ner,1999,1200
ner,2000,1300
ner,2001,1300
ner,2002,1300
ner,2003,1300
ner,2004,1200
ner,2005,1200
ner,2006,1100
ner,2007,1000
ner,2008,900
ner,2009,790
ner,2010,500
ner,2011,500
ner,2012,500
ner,2013,500
ner,2014,500
ner,2015,500
ner,2016,500
ner,2017,500
ner,2018,500
ner,2019,500
ner,2020,500
nga,1990,11000
nga,1991,13000
nga,1992,16000
nga,1993,18000
nga,1994,21000
nga,1995,23000
nga,1996,26000
nga,1997,27000
nga,1998,29000
nga,1999,30000
nga,2000,31000
nga,2001,31000
nga,2002,32000
nga,2003,32000
nga,2004,31000
nga,2005,31000
nga,2006,28000
nga,2007,27000
nga,2008,26000
nga,2009,25000
nga,2010,25000
nga,2011,23000
nga,2012,22000
nga,2013,17000
nga,2014,16000
nga,2015,17000
nga,2016,18000
nga,2017,19000
nga,2018,20000
nga,2019,20000
nga,2020,21000
nic,1990,100
nic,1991,100
nic,1992,100
nic,1993,100
nic,1994,100
nic,1995,100
nic,1996,100
nic,1997,100
nic,1998,100
nic,1999,100
nic,2000,100
nic,2001,100
nic,2002,100
nic,2003,100
nic,2004,100
nic,2005,100
nic,2006,100
nic,2007,100
nic,2008,100
nic,2009,100
nic,2010,100
nic,2011,100
nic,2012,100
nic,2013,100
nic,2014,100
nic,2015,100
nic,2016,100
nic,2017,100
nic,2018,100
nic,2019,100
nic,2020,100
npl,1990,100
npl,1991,100
npl,1992,100
npl,1993,100
npl,1994,100
npl,1995,100
npl,1996,100
npl,1997,100
npl,1998,100
npl,1999,200
npl,2000,200
npl,2001,500
npl,2002,500
npl,2003,500
npl,2004,500
npl,2005,500
npl,2006,500
npl,2007,500
npl,2008,500
npl,2009,500
npl,2010,500
npl,2011,200
npl,2012,200
npl,2013,200
npl,2014,200
npl,2015,200
npl,2016,100
npl,2017,100
npl,2018,100
npl,2019,100
npl,2020,100
pak,1990,100
pak,1991,100
pak,1992,100
pak,1993,100
pak,1994,100
pak,1995,100
pak,1996,100
pak,1997,100
pak,1998,100
pak,1999,100
pak,2000,100
pak,2001,100
pak,2002,100
pak,2003,100
pak,2004,100
pak,2005,100
pak,2006,100
pak,2007,200
pak,2008,200
pak,2009,500
pak,2010,500
pak,2011,500
pak,2012,510
pak,2013,570
pak,2014,670
pak,2015,720
pak,2016,830
pak,2017,890
pak,2018,940
pak,2019,1900
pak,2020,1600
per,1990,500
per,1991,500
per,1992,500
per,1993,500
per,1994,500
per,1995,500
per,1996,500
per,1997,500
per,1998,500
per,1999,500
per,2000,500
per,2001,500
per,2002,500
per,2003,500
per,2004,500
per,2005,500
per,2006,500
per,2007,200
per,2008,500
per,2009,200
per,2010,200
per,2011,200
per,2012,200
per,2013,200
per,2014,200
per,2015,200
per,2016,200
per,2017,200
per,2018,200
per,2019,200
per,2020,200
phl,1990,100
phl,1991,100
phl,1992,100
phl,1993,100
phl,1994,100
phl,1995,100
phl,1996,100
phl,1997,100
phl,1998,100
phl,1999,100
phl,2000,100
phl,2001,100
phl,2002,100
phl,2003,100
phl,2004,100
phl,2005,100
phl,2006,100
phl,2007,100
phl,2008,100
phl,2009,100
phl,2010,100
phl,2011,100
phl,2012,100
phl,2013,100
phl,2014,100
phl,2015,100
phl,2016,100
phl,2017,200
phl,2018,200
phl,2019,200
phl,2020,200
prt,1990,100
prt,1991,100
prt,1992,100
prt,1993,100
prt,1994,100
prt,1995,100
prt,1996,100
prt,1997,100
prt,1998,100
prt,1999,100
prt,2000,100
prt,2001,100
prt,2002,100
prt,2003,100
prt,2004,100
prt,2005,100
prt,2006,100
prt,2007,100
prt,2008,100
prt,2009,100
prt,2010,100
prt,2011,100
prt,2012,100
prt,2013,100
prt,2014,100
prt,2015,100
prt,2016,100
prt,2017,100
prt,2018,100
prt,2019,100
prt,2020,100
pry,1990,100
pry,1991,100
pry,1992,100
pry,1993,100
pry,1994,100
pry,1995,100
pry,1996,100
pry,1997,100
pry,1998,200
pry,1999,200
pry,2000,200
pry,2001,200
pry,2002,200
pry,2003,200
pry,2004,200
pry,2005,200
pry,2006,100
pry,2007,100
pry,2008,100
pry,2009,100
pry,2010,100
pry,2011,100
pry,2012,100
pry,2013,100
pry,2014,100
pry,2015,100
pry,2016,100
pry,2017,100
pry,2018,100
pry,2019,100
pry,2020,100
rwa,1990,3700
rwa,1991,4200
rwa,1992,4600
rwa,1993,4800
rwa,1994,5000
rwa,1995,5100
rwa,1996,5400
rwa,1997,5600
rwa,1998,5800
rwa,1999,6000
rwa,2000,6200
rwa,2001,6200
rwa,2002,6200
rwa,2003,5900
rwa,2004,5300
rwa,2005,4900
rwa,2006,4700
rwa,2007,3800
rwa,2008,3000
rwa,2009,2500
rwa,2010,2400
rwa,2011,1100
rwa,2012,1500
rwa,2013,1300
rwa,2014,1000
rwa,2015,740
rwa,2016,930
rwa,2017,940
rwa,2018,840
rwa,2019,570
rwa,2020,510
sau,1990,100
sau,1991,100
sau,1992,100
sau,1993,100
sau,1994,100
sau,1995,100
sau,1996,100
sau,1997,100
sau,1998,100
sau,1999,100
sau,2000,100
sau,2001,100
sau,2002,100
sau,2003,100
sau,2004,100
sau,2005,100
sau,2006,100
sau,2007,100
sau,2008,100
sau,2009,100
sau,2010,100
sau,2011,100
sau,2012,100
sau,2013,100
sau,2014,100
sau,2015,100
sau,2016,100
sau,2017,100
sau,2018,100
sau,2019,100
sau,2020,100
sdn,1990,100
sdn,1991,100
sdn,1992,200
sdn,1993,200
sdn,1994,500
sdn,1995,500
sdn,1996,500
sdn,1997,500
sdn,1998,570
sdn,1999,630
sdn,2000,690
sdn,2001,740
sdn,2002,780
sdn,2003,790
sdn,2004,750
sdn,2005,740
sdn,2006,750
sdn,2007,750
sdn,2008,750
sdn,2009,730
sdn,2010,710
sdn,2011,710
sdn,2012,700
sdn,2013,700
sdn,2014,680
sdn,2015,670
sdn,2016,660
sdn,2017,650
sdn,2018,650
sdn,2019,660
sdn,2020,660
sen,1990,500
sen,1991,500
sen,1992,500
sen,1993,500
sen,1994,550
sen,1995,640
sen,1996,750
sen,1997,860
sen,1998,960
sen,1999,1100
sen,2000,1200
sen,2001,1200
sen,2002,1300
sen,2003,1300
sen,2004,1300
sen,2005,1400
sen,2006,1300
sen,2007,1200
sen,2008,1000
sen,2009,920
sen,2010,930
sen,2011,850
sen,2012,820
sen,2013,680
sen,2014,670
sen,2015,550
sen,2016,500
sen,2017,500
sen,2018,500
sen,2019,500
sen,2020,500
sle,1990,870
sle,1991,1100
sle,1992,1200
sle,1993,1400
sle,1994,1600
sle,1995,1700
sle,1996,1800
sle,1997,2000
sle,1998,2100
sle,1999,2200
sle,2000,2300
sle,2001,2400
sle,2002,2600
sle,2003,2700
sle,2004,2700
sle,2005,2800
sle,2006,2800
sle,2007,2800
sle,2008,2400
sle,2009,2400
sle,2010,2300
sle,2011,2100
sle,2012,1900
sle,2013,2000
sle,2014,2100
sle,2015,2000
sle,2016,2000
sle,2017,2000
sle,2018,1900
sle,2019,2000
sle,2020,2000
slv,1990,100
slv,1991,100
slv,1992,100
slv,1993,100
slv,1994,100
slv,1995,100
slv,1996,100
slv,1997,200
slv,1998,200
slv,1999,200
slv,2000,200
slv,2001,200
slv,2002,200
slv,2003,100
slv,2004,100
slv,2005,100
slv,2006,100
slv,2007,200
slv,2008,100
slv,2009,200
slv,2010,200
slv,2011,100
slv,2012,100
slv,2013,100
slv,2014,100
slv,2015,100
slv,2016,100
slv,2017,100
slv,2018,100
slv,2019,100
slv,2020,100
som,1990,100
som,1991,100
som,1992,100
som,1993,200
som,1994,200
som,1995,200
som,1996,200
som,1997,500
som,1998,500
som,1999,500
som,2000,500
som,2001,500
som,2002,500
som,2003,500
som,2004,500
som,2005,500
som,2006,500
som,2007,500
som,2008,500
som,2009,500
som,2010,500
som,2011,500
som,2012,500
som,2013,500
som,2014,200
som,2015,200
som,2016,200
som,2017,200
som,2018,200
som,2019,200
som,2020,100
ssd,1990,920
ssd,1991,1100
ssd,1992,1300
ssd,1993,1400
ssd,1994,1600
ssd,1995,1800
ssd,1996,2000
ssd,1997,2200
ssd,1998,2400
ssd,1999,2600
ssd,2000,2700
ssd,2001,2800
ssd,2002,2900
ssd,2003,2900
ssd,2004,3000
ssd,2005,3100
ssd,2006,3100
ssd,2007,3200
ssd,2008,3300
ssd,2009,3300
ssd,2010,3200
ssd,2011,3200
ssd,2012,3200
ssd,2013,3000
ssd,2014,3100
ssd,2015,2700
ssd,2016,3100
ssd,2017,2500
ssd,2018,2500
ssd,2019,2900
ssd,2020,3000
sur,1990,100
sur,1991,100
sur,1992,100
sur,1993,100
sur,1994,100
sur,1995,100
sur,1996,100
sur,1997,100
sur,1998,100
sur,1999,100
sur,2000,100
sur,2001,100
sur,2002,100
sur,2003,100
sur,2004,100
sur,2005,100
sur,2006,100
sur,2007,100
sur,2008,100
sur,2009,100
sur,2010,100
sur,2011,100
sur,2012,100
sur,2013,100
sur,2014,100
sur,2015,100
sur,2016,100
sur,2017,100
sur,2018,100
sur,2019,100
sur,2020,100
swz,1990,200
swz,1991,500
swz,1992,650
swz,1993,1100
swz,1994,1500
swz,1995,2000
swz,1996,2400
swz,1997,2700
swz,1998,2900
swz,1999,3100
swz,2000,3300
swz,2001,3400
swz,2002,3500
swz,2003,3600
swz,2004,3600
swz,2005,3600
swz,2006,2900
swz,2007,2900
swz,2008,2900
swz,2009,2000
swz,2010,1600
swz,2011,1100
swz,2012,1000
swz,2013,940
swz,2014,1000
swz,2015,730
swz,2016,600
swz,2017,690
swz,2018,500
swz,2019,500
swz,2020,500
tcd,1990,1400
tcd,1991,1800
tcd,1992,2100
tcd,1993,2400
tcd,1994,2700
tcd,1995,3000
tcd,1996,3200
tcd,1997,3400
tcd,1998,3500
tcd,1999,3600
tcd,2000,3600
tcd,2001,3700
tcd,2002,3700
tcd,2003,3600
tcd,2004,3600
tcd,2005,3500
tcd,2006,3300
tcd,2007,3200
tcd,2008,3100
tcd,2009,2900
tcd,2010,2600
tcd,2011,2500
tcd,2012,2300
tcd,2013,1800
tcd,2014,1300
tcd,2015,1700
tcd,2016,1700
tcd,2017,1600
tcd,2018,1300
tcd,2019,1100
tcd,2020,1000
tgo,1990,1400
tgo,1991,1600
tgo,1992,1800
tgo,1993,2000
tgo,1994,2200
tgo,1995,2500
tgo,1996,2800
tgo,1997,3000
tgo,1998,3200
tgo,1999,3400
tgo,2000,3500
tgo,2001,3500
tgo,2002,3500
tgo,2003,3400
tgo,2004,3300
tgo,2005,3300
tgo,2006,3100
tgo,2007,3100
tgo,2008,2700
tgo,2009,2600
tgo,2010,2300
tgo,2011,1600
tgo,2012,1400
tgo,2013,1300
tgo,2014,1200
tgo,2015,1300
tgo,2016,1200
tgo,2017,1300
tgo,2018,1200
tgo,2019,1100
tgo,2020,1200
tha,1990,1200
tha,1991,2300
tha,1992,3400
tha,1993,4200
tha,1994,4900
tha,1995,5300
tha,1996,5600
tha,1997,5700
tha,1998,5700
tha,1999,5600
tha,2000,4900
tha,2001,4500
tha,2002,4000
tha,2003,3300
tha,2004,2800
tha,2005,1700
tha,2006,1500
tha,2007,1300
tha,2008,1100
tha,2009,840
tha,2010,670
tha,2011,500
tha,2012,500
tha,2013,500
tha,2014,500
tha,2015,200
tha,2016,100
tha,2017,100
tha,2018,100
tha,2019,100
tha,2020,100
tjk,1990,100
tjk,1991,100
tjk,1992,100
tjk,1993,100
tjk,1994,100
tjk,1995,100
tjk,1996,100
tjk,1997,100
tjk,1998,100
tjk,1999,100
tjk,2000,100
tjk,2001,100
tjk,2002,100
tjk,2003,100
tjk,2004,100
tjk,2005,100
tjk,2006,100
tjk,2007,100
tjk,2008,100
tjk,2009,100
tjk,2010,200
tjk,2011,200
tjk,2012,200
tjk,2013,200
tjk,2014,200
tjk,2015,200
tjk,2016,200
tjk,2017,500
tjk,2018,500
tjk,2019,500
tjk,2020,200
tun,1990,100
tun,1991,100
tun,1992,100
tun,1993,100
tun,1994,100
tun,1995,100
tun,1996,100
tun,1997,100
tun,1998,100
tun,1999,100
tun,2000,100
tun,2001,100
tun,2002,100
tun,2003,100
tun,2004,100
tun,2005,100
tun,2006,100
tun,2007,100
tun,2008,100
tun,2009,100
tun,2010,100
tun,2011,100
tun,2012,100
tun,2013,100
tun,2014,100
tun,2015,100
tun,2016,100
tun,2017,100
tun,2018,100
tun,2019,100
tun,2020,100
tza,1990,17000
tza,1991,20000
tza,1992,23000
tza,1993,25000
tza,1994,27000
tza,1995,29000
tza,1996,31000
tza,1997,32000
tza,1998,32000
tza,1999,33000
tza,2000,34000
tza,2001,34000
tza,2002,34000
tza,2003,34000
tza,2004,34000
tza,2005,32000
tza,2006,32000
tza,2007,28000
tza,2008,28000
tza,2009,22000
tza,2010,20000
tza,2011,18000
tza,2012,14000
tza,2013,14000
tza,2014,15000
tza,2015,16000
tza,2016,17000
tza,2017,14000
tza,2018,12000
tza,2019,12000
tza,2020,10000
uga,1990,33000
uga,1991,34000
uga,1992,35000
uga,1993,35000
uga,1994,36000
uga,1995,36000
uga,1996,35000
uga,1997,35000
uga,1998,35000
uga,1999,34000
uga,2000,34000
uga,2001,34000
uga,2002,33000
uga,2003,33000
uga,2004,32000
uga,2005,31000
uga,2006,30000
uga,2007,28000
uga,2008,26000
uga,2009,25000
uga,2010,23000
uga,2011,19000
uga,2012,13000
uga,2013,13000
uga,2014,12000
uga,2015,11000
uga,2016,11000
uga,2017,9400
uga,2018,7000
uga,2019,6500
uga,2020,5300
ukr,1990,100
ukr,1991,100
ukr,1992,100
ukr,1993,200
ukr,1994,500
ukr,1995,500
ukr,1996,570
ukr,1997,720
ukr,1998,860
ukr,1999,940
ukr,2000,900
ukr,2001,790
ukr,2002,800
ukr,2003,780
ukr,2004,770
ukr,2005,670
ukr,2006,700
ukr,2007,970
ukr,2008,560
ukr,2009,510
ukr,2010,500
ukr,2011,500
ukr,2012,500
ukr,2013,500
ukr,2014,500
ukr,2015,500
ukr,2016,500
ukr,2017,500
ukr,2018,200
ukr,2019,200
ukr,2020,200
ury,1990,100
ury,1991,100
ury,1992,100
ury,1993,100
ury,1994,100
ury,1995,100
ury,1996,100
ury,1997,100
ury,1998,100
ury,1999,100
ury,2000,100
ury,2001,100
ury,2002,100
ury,2003,100
ury,2004,100
ury,2005,100
ury,2006,100
ury,2007,100
ury,2008,100
ury,2009,100
ury,2010,100
ury,2011,100
ury,2012,100
ury,2013,100
ury,2014,100
ury,2015,100
ury,2016,100
ury,2017,100
ury,2018,100
ury,2019,100
ury,2020,100
uzb,1990,100
uzb,1991,100
uzb,1992,100
uzb,1993,100
uzb,1994,100
uzb,1995,100
uzb,1996,100
uzb,1997,100
uzb,1998,100
uzb,1999,100
uzb,2000,100
uzb,2001,100
uzb,2002,100
uzb,2003,100
uzb,2004,710
uzb,2005,730
uzb,2006,760
uzb,2007,780
uzb,2008,800
uzb,2009,820
uzb,2010,810
uzb,2011,840
uzb,2012,850
uzb,2013,850
uzb,2014,810
uzb,2015,860
uzb,2016,790
uzb,2017,800
uzb,2018,770
uzb,2019,100
uzb,2020,100
ven,1990,200
ven,1991,200
ven,1992,200
ven,1993,200
ven,1994,200
ven,1995,500
ven,1996,500
ven,1997,500
ven,1998,500
ven,1999,550
ven,2000,640
ven,2001,670
ven,2002,760
ven,2003,810
ven,2004,810
ven,2005,810
ven,2006,760
ven,2007,740
ven,2008,740
ven,2009,760
ven,2010,740
ven,2011,730
ven,2012,690
ven,2013,650
ven,2014,590
ven,2015,540
ven,2016,500
ven,2017,500
ven,2018,500
ven,2019,500
ven,2020,500
vnm,1990,100
vnm,1991,100
vnm,1992,100
vnm,1993,100
vnm,1994,200
vnm,1995,500
vnm,1996,500
vnm,1997,500
vnm,1998,500
vnm,1999,500
vnm,2000,550
vnm,2001,600
vnm,2002,650
vnm,2003,680
vnm,2004,720
vnm,2005,720
vnm,2006,650
vnm,2007,600
vnm,2008,550
vnm,2009,500
vnm,2010,500
vnm,2011,500
vnm,2012,500
vnm,2013,500
vnm,2014,500
vnm,2015,500
vnm,2016,500
vnm,2017,500
vnm,2018,500
vnm,2019,500
vnm,2020,500
yem,1990,100
yem,1991,100
yem,1992,100
yem,1993,100
yem,1994,100
yem,1995,100
yem,1996,100
yem,1997,100
yem,1998,100
yem,1999,100
yem,2000,100
yem,2001,100
yem,2002,100
yem,2003,100
yem,2004,100
yem,2005,100
yem,2006,100
yem,2007,100
yem,2008,100
yem,2009,100
yem,2010,100
yem,2011,100
yem,2012,100
yem,2013,100
yem,2014,100
yem,2015,100
yem,2016,100
yem,2017,100
yem,2018,100
yem,2019,100
yem,2020,100
zaf,1990,3100
zaf,1991,5400
zaf,1992,8900
zaf,1993,14000
zaf,1994,19000
zaf,1995,25000
zaf,1996,31000
zaf,1997,36000
zaf,1998,41000
zaf,1999,46000
zaf,2000,51000
zaf,2001,55000
zaf,2002,58000
zaf,2003,62000
zaf,2004,69000
zaf,2005,72000
zaf,2006,73000
zaf,2007,72000
zaf,2008,68000
zaf,2009,58000
zaf,2010,45000
zaf,2011,34000
zaf,2012,31000
zaf,2013,26000
zaf,2014,23000
zaf,2015,17000
zaf,2016,14000
zaf,2017,15000
zaf,2018,12000
zaf,2019,11000
zaf,2020,12000
zmb,1990,14000
zmb,1991,16000
zmb,1992,18000
zmb,1993,20000
zmb,1994,22000
zmb,1995,23000
zmb,1996,24000
zmb,1997,25000
zmb,1998,25000
zmb,1999,26000
zmb,2000,26000
zmb,2001,26000
zmb,2002,26000
zmb,2003,26000
zmb,2004,24000
zmb,2005,21000
zmb,2006,19000
zmb,2007,18000
zmb,2008,15000
zmb,2009,14000
zmb,2010,14000
zmb,2011,13000
zmb,2012,13000
zmb,2013,9100
zmb,2014,8800
zmb,2015,11000
zmb,2016,11000
zmb,2017,9600
zmb,2018,9800
zmb,2019,8800
zmb,2020,8300
zwe,1990,22000
zwe,1991,26000
zwe,1992,29000
zwe,1993,31000
zwe,1994,33000
zwe,1995,34000
zwe,1996,35000
zwe,1997,36000
zwe,1998,35000
zwe,1999,34000
zwe,2000,33000
zwe,2001,32000
zwe,2002,30000
zwe,2003,28000
zwe,2004,26000
zwe,2005,25000
zwe,2006,24000
zwe,2007,23000
zwe,2008,22000
zwe,2009,20000
zwe,2010,17000
zwe,2011,14000
zwe,2012,9500
zwe,2013,9000
zwe,2014,8000
zwe,2015,7700
zwe,2016,6600
zwe,2017,5800
zwe,2018,5100
zwe,2019,4700
zwe,2020,5100
