geo,time,ny_adj_dkap_cd
ago,1994,329863541.55287
ago,1995,442725635.75837
ago,1996,590909092.68601
ago,1997,633843671.50901
ago,1998,591886699.78665
ago,1999,483079579.78009
ago,2000,677489418.26884
ago,2001,696808672.57382
ago,2002,1292047753.84983
ago,2003,1537180729.64377
ago,2004,2062697891.97762
ago,2005,3131616943.8633
ago,2006,4684371290.34024
ago,2007,6136134711.1983
ago,2008,8252682980.74474
ago,2009,7577463824.81429
ago,2010,8764397049.82937
ago,2011,11457259301.0325
ago,2012,13572669488.814
ago,2013,15063268949.2589
ago,2014,16685656101.558
ago,2015,13679238790.3968
ago,2016,11889116319.1008
ago,2017,14225922003.2963
ago,2018,10913136227.2027
ago,2019,9997193749.42177
alb,1984,263788138.70836
alb,1985,276289086.69071
alb,1986,300729958.36556
alb,1987,302006119.69149
alb,1988,311513423.52397
alb,1989,324028037.5045
alb,1990,306823140.6466
alb,1991,189140211.42073
alb,1992,119839503.78884
alb,1993,180437554.98307
alb,1994,248697097.95025
alb,1995,292704846.66931
alb,1996,359368720.8007
alb,1997,275211863.6313
alb,1998,279012533.91752
alb,1999,334740420.64496
alb,2000,365217046.53855
alb,2001,412920755.65007
alb,2002,462497414.74785
alb,2003,592189940.27494
alb,2004,775284383.63639
alb,2005,858078709.15376
alb,2006,924470312.10154
alb,2007,1322463755.43215
alb,2008,1593709274.9249
alb,2009,1542417840.87634
alb,2010,1535881475.30364
alb,2011,1826425166.72282
alb,2012,1819577226.67509
alb,2013,1870282161.9481
alb,2014,1961322290.72385
alb,2015,1980047725.76686
alb,2016,2033759824.98082
alb,2017,2257615987.85477
alb,2018,2576548888.73944
alb,2019,2618172719.88961
and,1970,6714448.59624
and,1971,7628778.95659
and,1972,9718097.18276
and,1973,12977134.59795
and,1974,16077271.78837
and,1975,19650005.83785
and,1976,20282919.587
and,1977,22659532.59844
and,1978,27414446.33472
and,1979,36456799.54249
and,1980,43528281.81651
and,1981,37697763.08576
and,1982,36270392.32822
and,1983,31510293.56447
and,1984,31592839.03032
and,1985,35909063.85328
and,1986,49848454.87772
and,1987,63359816.11239
and,1988,74868303.12737
and,1989,82598315.18347
and,1990,105278352.46112
and,1991,113120499.64487
and,1992,123211532.80535
and,1993,101644986.55859
and,1994,102342499.13123
and,1995,129319894.8375
and,1996,135607188.68073
and,1997,132451946.28405
and,1998,134706020.45165
and,1999,137624814.11794
and,2000,144046694.91252
and,2001,159740607.43569
and,2002,184019985.71357
and,2003,250127131.51517
and,2004,308420764.02035
and,2005,320934184.39956
and,2006,349433483.15645
and,2007,393188575.44457
and,2008,405572157.22046
and,2009,357553950.98597
and,2010,343838211.44788
and,2011,354216894.72761
and,2012,305217830.17835
and,2013,302253684.10557
and,2014,310063749.06922
and,2015,269090634.84827
and,2016,284882165.41787
and,2017,297899525.1316
and,2018,321659145.78912
and,2019,314311951.17567
are,1975,1018061714.94179
are,1976,1505176350.9615
are,1977,1915807907.42561
are,1978,2288662374.73372
are,1979,2783553334.68116
are,1980,3581042656.69741
are,1981,4233704762.13091
are,1982,5670488150.33313
are,1983,6890919492.29893
are,1984,7234005728.54082
are,1985,6954196029.81677
are,1986,6237884222.57107
are,1987,5565226009.50109
are,1988,5989446724.5373
are,1989,6210306863.278
are,1990,6574014617.58342
are,1991,7023250659.84912
are,1992,6968409053.99539
are,1993,8807144771.73634
are,1994,8700932058.59342
are,1995,8683644891.13474
are,1996,9097749779.31788
are,1997,9011568192.11674
are,1998,8974377141.26208
are,1999,9136342896.89053
are,2000,8865492734.11078
are,2001,8732809355.78908
are,2002,9234396489.00738
are,2003,9513403392.25383
are,2004,10270906877.1471
are,2005,19462975414.5071
are,2006,22070025099.2065
are,2007,24835929970.2174
are,2008,30527212384.98849
are,2009,27571905074.6762
are,2010,12946633566.7955
are,2011,13525524119.0936
are,2012,14007637651.6985
are,2013,12832828932.7337
are,2014,14233820125.0166
are,2015,15036978371.2682
are,2016,14856737446.5919
are,2017,14908288309.8591
are,2018,16398877278.456
are,2019,16611742411.6129
arg,1970,1797083579.63771
arg,1971,1962474888.80917
arg,1972,2152096728.56527
arg,1973,3262730332.85901
arg,1974,4454572808.06673
arg,1975,3401213113.3469
arg,1976,3420254743.57415
arg,1977,3668862569.17686
arg,1978,4035022809.61387
arg,1979,4672849228.14407
arg,1980,5436514151.98716
arg,1981,5778939742.18091
arg,1982,6028849069.76522
arg,1983,6965570695.51422
arg,1984,5150609166.60045
arg,1985,6180804603.67323
arg,1986,7474587037.86666
arg,1987,7646901780.66667
arg,1988,9033239584.11662
arg,1989,6414164693.5667
arg,1990,11891439785.1967
arg,1991,15667164211.7445
arg,1992,19025797949.142
arg,1993,21373079983.5606
arg,1994,25192729417.631
arg,1995,28010542397.7448
arg,1996,27018498176.684
arg,1997,30788143063.59529
arg,1998,32882657117.5188
arg,1999,33943493902.5097
arg,2000,34062967916.44
arg,2001,33252074862.671
arg,2002,13452870113.4975
arg,2003,15107997242.1442
arg,2004,17537419427.3264
arg,2005,19620661762.4613
arg,2006,21972870814.9189
arg,2007,26429009110.5019
arg,2008,34543733182.7296
arg,2009,37883517719.3923
arg,2010,46749540800.0086
arg,2011,58617195148.284
arg,2012,65675942610.095
arg,2013,68531216202.2134
arg,2014,67746218703.7841
arg,2015,74224605134.8472
arg,2016,70684562310.2256
arg,2017,71482762546.2648
arg,2018,60163233705.56249
arg,2019,54302508956.3036
arm,1990,342305545.9008
arm,1991,309968233.20406
arm,1992,211919914.01317
arm,1993,181545435.60478
arm,1994,194111837.48269
arm,1995,210040770.39575
arm,1996,239150809.84596
arm,1997,258264124.67715
arm,1998,284094203.81594
arm,1999,284258424.06986
arm,2000,304129363.82876
arm,2001,331102509.13156
arm,2002,385216371.91527
arm,2003,431455537.5533
arm,2004,520217524.45414
arm,2005,686067462.61975
arm,2006,831995767.48498
arm,2007,1181555852.1791
arm,2008,1381308059.58447
arm,2009,1054049160.07981
arm,2010,1165973948.43309
arm,2011,1220175843.2145
arm,2012,1342044242.91334
arm,2013,1417256706.7861
arm,2014,1476177689.90328
arm,2015,1458907186.38107
arm,2016,1467075542.92451
arm,2017,1550654678.24971
arm,2018,1733110795.5818
arm,2019,1866853203.28409
atg,1977,5747671.89298
atg,1978,6793419.45127
atg,1979,9151637.20987
atg,1980,11845879.43427
atg,1981,13446457.91645
atg,1982,14838131.56979
atg,1983,16294067.17247
atg,1984,18914765.07653
atg,1985,23993291.70315
atg,1986,29282977.37803
atg,1987,35092336.44774
atg,1988,41388579.93765
atg,1989,46357086.415
atg,1990,47746339.02903
atg,1991,50469934.87879
atg,1992,51105811.7682
atg,1993,54869600.80518
atg,1994,61380023.50792
atg,1995,63770696.00538
atg,1996,71270611.88997
atg,1997,77960074.25555
atg,1998,83286770.80031
atg,1999,89124303.96092
atg,2000,88832354.43713
atg,2001,81927438.81106
atg,2002,83581315.995
atg,2003,89040916.89547
atg,2004,93947369.85829
atg,2005,104130335.78793
atg,2006,119736327.72754
atg,2007,140319585.98986
atg,2008,146016540.83468
atg,2009,127027730.46637
atg,2010,113741254.87565
atg,2011,107529258.39013
atg,2012,114934707.75963
atg,2013,113054035.05271
atg,2014,119602196.97084
atg,2015,132884965.74622
atg,2016,145933747.93071
atg,2017,148507895.15088
atg,2018,167484072.64403
atg,2019,174505572.24216
aus,1970,7067311959.45764
aus,1971,7800966518.92165
aus,1972,8609397204.76691
aus,1973,10349570839.7597
aus,1974,13815311814.3679
aus,1975,15207277242.5066
aus,1976,15979733283.4253
aus,1977,17225194306.1176
aus,1978,18026571616.2944
aus,1979,20784285852.274
aus,1980,23154912852.5576
aus,1981,27274975179.8254
aus,1982,31531438557.95729
aus,1983,28306945117.5584
aus,1984,30613650742.4008
aus,1985,29501842194.0217
aus,1986,31208828163.6397
aus,1987,31774799154.8664
aus,1988,38778034358.83
aus,1989,49336067790.9138
aus,1990,52416161755.3468
aus,1991,55296277246.2562
aus,1992,55307017453.1351
aus,1993,53146366339.3707
aus,1994,53746081629.7724
aus,1995,60906048934.8918
aus,1996,64639925914.52049
aus,1997,71321684674.467
aus,1998,65840677913.5713
aus,1999,63770460007.3507
aus,2000,69680264494.17101
aus,2001,62929811260.3216
aus,2002,65088802874.064
aus,2003,75797886769.6248
aus,2004,100384051857.446
aus,2005,114009433102.186
aus,2006,122469404854.302
aus,2007,138905290725.38
aus,2008,172781743381.20001
aus,2009,154320789146.84201
aus,2010,183619035502.82001
aus,2011,220794242072.39999
aus,2012,252223690080.94
aus,2013,264628605361.298
aus,2014,259170935914.884
aus,2015,246360864051.34296
aus,2016,213136026261.52496
aus,2017,232949794408.992
aus,2018,247529675105.784
aus,2019,245940456498.27496
aut,1970,2294400790.46879
aut,1971,2692090911.06391
aut,1972,3307532091.26705
aut,1973,4343020252.65553
aut,1974,5203405903.82928
aut,1975,6043604892.35346
aut,1976,6278845307.46046
aut,1977,7691024605.48362
aut,1978,9468174193.94991
aut,1979,11132965729.1822
aut,1980,12668383289.3067
aut,1981,11305277204.2647
aut,1982,11425308327.353
aut,1983,11397039042.4291
aut,1984,10743757713.4481
aut,1985,10891598544.3498
aut,1986,15602442828.0883
aut,1987,19699978650.5718
aut,1988,20886392774.455
aut,1989,20754169712.1048
aut,1990,25846658829.661
aut,1991,27176943648.817
aut,1992,30903498411.0177
aut,1993,30763709556.2588
aut,1994,32783120986.74
aut,1995,38209263672.8593
aut,1996,37781891297.8454
aut,1997,34129227586.3165
aut,1998,35086873198.9794
aut,1999,35052167514.5081
aut,2000,31968987465.6
aut,2001,32615590437.1986
aut,2002,35631602250.3672
aut,2003,44278479873.6576
aut,2004,50522560279.3712
aut,2005,52973689289.0636
aut,2006,55506784984.7435
aut,2007,63334857636.1907
aut,2008,71488600279.0334
aut,2009,70022315213.9808
aut,2010,68599271275.2102
aut,2011,74667504111.53598
aut,2012,72091647430.78499
aut,2013,77127438905.81238
aut,2014,79533816522.0408
aut,2015,68324025682.916
aut,2016,70520774431.1637
aut,2017,74867835953.69881
aut,2018,81922248717.2825
aut,2019,81410801449.96748
aze,1990,1232033056.47922
aze,1991,1099924997.27859
aze,1992,636956028.85194
aze,1993,539280165.98912
aze,1994,462989240.98439
aze,1995,429302419.79201
aze,1996,353959013.06142
aze,1997,557644685.59503
aze,1998,744090057.08692
aze,1999,713348708.5931
aze,2000,659342562.81978
aze,2001,704284333.74537
aze,2002,790007269.66162
aze,2003,800101812.2616
aze,2004,926691767.57278
aze,2005,1316162470.91122
aze,2006,1696552496.05791
aze,2007,2016781260.93898
aze,2008,2701557935.73084
aze,2009,2640457825.35934
aze,2010,2864208296.99191
aze,2011,3047613017.59226
aze,2012,3266547861.4971
aze,2013,3336902485.63884
aze,2014,4419609843.16345
aze,2015,3555826664.06112
aze,2016,2505170144.75099
aze,2017,2556588426.65487
aze,2018,2964383861.57555
aze,2019,3169089911.23912
bdi,1970,38548491.69422
bdi,1971,39031733.00147
bdi,1972,39952434.05076
bdi,1973,46620939.43952
bdi,1974,52661539.47739
bdi,1975,65134886.6584
bdi,1976,66725124.91286
bdi,1977,78258809.99282
bdi,1978,88550347.98071
bdi,1979,114963985.7292
bdi,1980,136094910.66738
bdi,1981,141948869.44635
bdi,1982,152580946.64588
bdi,1983,165814948.00446
bdi,1984,154848512.66788
bdi,1985,179666047.966
bdi,1986,188288809.39007
bdi,1987,182632799.42031
bdi,1988,172853531.42083
bdi,1989,181608608.27311
bdi,1990,180693277.946
bdi,1991,180443306.70649
bdi,1992,167212367.87415
bdi,1993,148374858.56214
bdi,1994,144593330.81011
bdi,1995,160435401.08787
bdi,1996,142336764.02025
bdi,1997,159855466.47226
bdi,1998,139953435.04101
bdi,1999,127066210.83532
bdi,2000,142257017.95167
bdi,2001,141758395.03014
bdi,2002,130857944.10083
bdi,2003,122985675.54284
bdi,2004,145333204.49919
bdi,2005,185872590.84706
bdi,2006,190026733.75385
bdi,2007,201123443.2449
bdi,2008,231763908.56247
bdi,2009,252952343.59574
bdi,2010,282312130.83149
bdi,2011,303490575.37521
bdi,2012,320118534.98388
bdi,2013,308962357.63537
bdi,2014,330399622.49502
bdi,2015,394601600.03753
bdi,2016,375065150.9111
bdi,2017,431400272.82909
bdi,2018,434556983.46034
bdi,2019,445118648.27032
bel,1970,3900138284.44221
bel,1971,4284743955.11124
bel,1972,5318294324.35598
bel,1973,6558258287.44042
bel,1974,7828143677.57188
bel,1975,9124193410.38239
bel,1976,9506371652.64515
bel,1977,11578598467.6886
bel,1978,14153490805.2171
bel,1979,16401104134.1155
bel,1980,20074514976.5801
bel,1981,17333798260.6874
bel,1982,15265486802.695
bel,1983,14433905636.6096
bel,1984,13374639744.3016
bel,1985,13694201408.8282
bel,1986,18668527910.2614
bel,1987,23040854488.9314
bel,1988,24224415283.3215
bel,1989,24413812669.58229
bel,1990,30460417218.5367
bel,1991,31800065820.5208
bel,1992,35784674892.4545
bel,1993,34710080583.4099
bel,1994,37475922534.5467
bel,1995,44889521709.9231
bel,1996,44774153374.6797
bel,1997,40631159536.2826
bel,1998,42013578389.1602
bel,1999,42738872993.4629
bel,2000,39261179531.376
bel,2001,40089882461.5371
bel,2002,43722127264.4508
bel,2003,55479620816.0454
bel,2004,63907126852.8212
bel,2005,67606898666.00809
bel,2006,72998856939.0612
bel,2007,84417008889.95918
bel,2008,96640194718.72
bel,2009,93761475281.91423
bel,2010,92725014253.43359
bel,2011,101356550470.646
bel,2012,97067687878.2226
bel,2013,101771768609.086
bel,2014,103123151558.015
bel,2015,87669682433.19
bel,2016,89217406748.862
bel,2017,93833113070.04179
bel,2018,102259254417.25999
bel,2019,100760568012.53999
ben,1970,14781516.28342
ben,1971,15249045.98133
ben,1972,18906598.30597
ben,1973,23657679.81534
ben,1974,25535249.90817
ben,1975,33100746.86104
ben,1976,44453163.55588
ben,1977,44322475.64822
ben,1978,60105505.21475
ben,1979,75056481.50997
ben,1980,88266263.93666
ben,1981,70075683.80566
ben,1982,93891356.94558
ben,1983,88643176.28379
ben,1984,80583370.17364
ben,1985,71466350.02474
ben,1986,98991523.1968
ben,1987,124878215.19156
ben,1988,131471445.02016
ben,1989,139480211.51206
ben,1990,189904422.627
ben,1991,204761489.5738
ben,1992,195376744.91673
ben,1993,296469803.2629
ben,1994,256697932.39779
ben,1995,365263430.65334
ben,1996,430924588.99503
ben,1997,406174907.97785
ben,1998,441765836.33005
ben,1999,640844703.82809
ben,2000,578134104.55598
ben,2001,583184623.60859
ben,2002,629718342.43698
ben,2003,786719958.88135
ben,2004,891366353.42651
ben,2005,921231259.00455
ben,2006,977355014.30941
ben,2007,1103599777.18589
ben,2008,1353583140.51372
ben,2009,1400928572.65983
ben,2010,1387865632.86336
ben,2011,1499943892.65013
ben,2012,1412827316.28596
ben,2013,1419250337.26656
ben,2014,1451487565.0527
ben,2015,1153415290.51206
ben,2016,1183742240.09634
ben,2017,1341064653.94141
ben,2018,1509399356.49996
ben,2019,1560444249.95387
bfa,1970,16819851.43651
bfa,1971,19123671.71263
bfa,1972,22107111.61002
bfa,1973,28157640.71535
bfa,1974,31573432.60347
bfa,1975,42953738.17144
bfa,1976,47103261.43786
bfa,1977,53631960.79132
bfa,1978,69273696.1151
bfa,1979,84361538.30138
bfa,1980,101091142.54812
bfa,1981,94289453.58058
bfa,1982,98864652.54962
bfa,1983,99428856.85269
bfa,1984,96834939.51981
bfa,1985,103814595.24038
bfa,1986,136480415.90696
bfa,1987,169621545.09803
bfa,1988,186394688.81524
bfa,1989,191071484.47955
bfa,1990,234786287.786
bfa,1991,231254976.9828
bfa,1992,169323295.7481
bfa,1993,174953450.16607
bfa,1994,157478411.79431
bfa,1995,187481777.67176
bfa,1996,201206138.33426
bfa,1997,195635431.63464
bfa,1998,237911011.54891
bfa,1999,285892092.40447
bfa,2000,185378317.37075
bfa,2001,201138263.88246
bfa,2002,235830682.49615
bfa,2003,302927407.84562
bfa,2004,384179488.44262
bfa,2005,439846441.63809
bfa,2006,510611321.96605
bfa,2007,599107732.13005
bfa,2008,770217532.99236
bfa,2009,802295642.32119
bfa,2010,817462629.7109
bfa,2011,932773877.48406
bfa,2012,950353514.91397
bfa,2013,1089528726.34732
bfa,2014,1119028515.41095
bfa,2015,874689986.10265
bfa,2016,797800523.87384
bfa,2017,937460055.10743
bfa,2018,1102917336.00256
bfa,2019,1198471326.09249
bgd,1970,701672323.73747
bgd,1971,691634422.93171
bgd,1972,502545211.46815
bgd,1973,621772077.9482
bgd,1974,908963733.07869
bgd,1975,1509118898.05218
bgd,1976,808438228.96812
bgd,1977,750620634.16247
bgd,1978,1034396724.20789
bgd,1979,1234555578.28811
bgd,1980,1424089253.5389
bgd,1981,1576465507.14447
bgd,1982,1409975223.86567
bgd,1983,1352371437.75826
bgd,1984,1443575143.61431
bgd,1985,1694684718.87199
bgd,1986,1635050190.60396
bgd,1987,1841095966.39639
bgd,1988,2051593784.14009
bgd,1989,2215540637.96082
bgd,1990,2445428892.9951
bgd,1991,2383362757.40918
bgd,1992,2476489096.67221
bgd,1993,2571048016.89922
bgd,1994,2629131454.46214
bgd,1995,2948184299.24713
bgd,1996,3611882097.28889
bgd,1997,3715069794.19893
bgd,1998,3863540828.67633
bgd,1999,3952576973.43613
bgd,2000,4078666673.15935
bgd,2001,4183294594.78321
bgd,2002,4171276141.62168
bgd,2003,4573596824.70284
bgd,2004,4878503458.04843
bgd,2005,5181511907.41
bgd,2006,5928594947.24784
bgd,2007,6518648624.62
bgd,2008,7403590723.29882
bgd,2009,8295196846.25493
bgd,2010,9267789675.17402
bgd,2011,10272811943.3198
bgd,2012,10598292631.5789
bgd,2013,11999200000
bgd,2014,14145136363.6364
bgd,2015,15872887577.6398
bgd,2016,18148770491.8033
bgd,2017,20728437378.6408
bgd,2018,22622794042.5532
bgd,2019,25904114865.7458
bgr,1980,2682272145.37584
bgr,1981,2691316213.49351
bgr,1982,2628195904.0083
bgr,1983,2261147884.50296
bgr,1984,2418089871.06685
bgr,1985,2353812331.54081
bgr,1986,2785889876.43272
bgr,1987,3839144873.53982
bgr,1988,3102403472.13121
bgr,1989,3099677928.4908
bgr,1990,2950649344.77762
bgr,1991,1539911694.39572
bgr,1992,1359765690.14951
bgr,1993,1464191570.68864
bgr,1994,1015745631.03663
bgr,1995,1153785488.95899
bgr,1996,811300738.00738
bgr,1997,693927984.30291
bgr,1998,1512317518.24818
bgr,1999,1613865208.29982
bgr,2000,1686393583.50043
bgr,2001,1807843647.36106
bgr,2002,2180554323.06919
bgr,2003,3037002502.95679
bgr,2004,3660284694.02729
bgr,2005,4286444311.06919
bgr,2006,4858234840.94027
bgr,2007,6037627631.41309
bgr,2008,6697190609.70916
bgr,2009,7359055161.26381
bgr,2010,7688981022.05401
bgr,2011,8229141024.52977
bgr,2012,7520770355.92394
bgr,2013,7621518090.53819
bgr,2014,8395460623.71651
bgr,2015,7285942986.16991
bgr,2016,7693062785.5094
bgr,2017,8333560959.19559
bgr,2018,9526888616.81643
bgr,2019,9758192904.8978
bhr,1980,158458992.18358
bhr,1981,224852034.20665
bhr,1982,311084223.37047
bhr,1983,335122887.23229
bhr,1984,367628032.76133
bhr,1985,693220780.48098
bhr,1986,449476585.1479
bhr,1987,463625205.43006
bhr,1988,402606857.70519
bhr,1989,421026584.73675
bhr,1990,409055670.9543
bhr,1991,470964036.99661
bhr,1992,485974041.13091
bhr,1993,513607289.56547
bhr,1994,563369013.6912
bhr,1995,587846394.18468
bhr,1996,591296546.02496
bhr,1997,590337410.35763
bhr,1998,624269943.5485
bhr,1999,671538809.26073
bhr,2000,833824083.57368
bhr,2001,862587911.7993
bhr,2002,854702446.19085
bhr,2003,930970563.66012
bhr,2004,997176356.54473
bhr,2005,1024533330.22808
bhr,2006,1132400040.71747
bhr,2007,1267502365.00872
bhr,2008,1280023862.0626
bhr,2009,1300173337.6256
bhr,2010,1456303533.88383
bhr,2011,1659507059.72979
bhr,2012,1582890783.14095
bhr,2013,1657079564.22666
bhr,2014,1750975997.15967
bhr,2015,1999910318.9416
bhr,2016,2074929248.75888
bhr,2017,2382165607.6251
bhr,2018,2454768365.88994
bhr,2019,2993986688.88391
bhs,1970,27818238.97554
bhs,1971,29547998.90158
bhs,1972,32664274.24416
bhs,1973,33393054.66675
bhs,1974,33627567.6454
bhs,1975,41081636.84434
bhs,1976,40072226.1052
bhs,1977,45803836.97553
bhs,1978,44618502.95432
bhs,1979,56683337.32046
bhs,1980,59915499.73888
bhs,1981,81361063.49121
bhs,1982,92169954.45285
bhs,1983,100554697.42636
bhs,1984,107983231.89096
bhs,1985,118318833.85814
bhs,1986,141730512.32941
bhs,1987,146115681.40989
bhs,1988,156084836.97901
bhs,1989,161991225.32718
bhs,1990,181475840.37601
bhs,1991,163092059.76741
bhs,1992,167214180.23069
bhs,1993,177420886.66872
bhs,1994,209583794.40323
bhs,1995,209030664.544
bhs,1996,185289269.52164
bhs,1997,350486846.18852
bhs,1998,376499583.42345
bhs,1999,470230124.78322
bhs,2000,532819427.46141
bhs,2001,539317842.25385
bhs,2002,575394166.18474
bhs,2003,591371545.63178
bhs,2004,629144027.33497
bhs,2005,649826317.32001
bhs,2006,712305183.61332
bhs,2007,718067660.80128
bhs,2008,747909633.44712
bhs,2009,723488227.05114
bhs,2010,741557648.65647
bhs,2011,730082082.30137
bhs,2012,719447603.34439
bhs,2013,752046212.13681
bhs,2014,851518246.15354
bhs,2015,1080412630.47012
bhs,2016,1021560953.3112
bhs,2017,917263560.61638
bhs,2018,913757808.7963
bhs,2019,868892835.77372
bih,1994,157067602.59126
bih,1995,167853534.68053
bih,1996,137648589.35013
bih,1997,189583415.98817
bih,1998,260231048.46729
bih,1999,323424006.04294
bih,2000,449894871.33972
bih,2001,501265401.74459
bih,2002,611069126.43376
bih,2003,848077625.09446
bih,2004,1145468911.92142
bih,2005,1161103583.32043
bih,2006,1330381019.53996
bih,2007,2001208840.12887
bih,2008,2262879445.19793
bih,2009,2298644482.27862
bih,2010,2395427374.5515
bih,2011,2832377973.30887
bih,2012,2926059736.96901
bih,2013,3064643793.36358
bih,2014,3313843534.15292
bih,2015,2843017007.28229
bih,2016,2837024204.13906
bih,2017,2858628089.08346
bih,2018,3229913902.32783
bih,2019,3246540945.07371
blr,1990,3522481715.91115
blr,1991,2935571390.69372
blr,1992,2840295784.92167
blr,1993,2553660120.89604
blr,1994,2324354439.27169
blr,1995,2286915286.85991
blr,1996,2443562339.74982
blr,1997,2411610275.58777
blr,1998,2594632900.20149
blr,1999,2096226379.1475
blr,2000,2014903286.11137
blr,2001,1931800738.89242
blr,2002,2293973225.37628
blr,2003,2827882354.34471
blr,2004,3763673878.1451
blr,2005,4839768894.08064
blr,2006,5999697999.8708
blr,2007,7439035022.14124
blr,2008,10198723307.4678
blr,2009,8365380673.49057
blr,2010,9723465503.97059
blr,2011,10806280025.8429
blr,2012,11501948911.3747
blr,2013,13283120914.9074
blr,2014,13637563174.1391
blr,2015,9725138889.9713
blr,2016,8096551207.18456
blr,2017,9423802050.7919
blr,2018,10455395355.959
blr,2019,11087215307.4828
blz,1970,4007907.28431
blz,1971,4487767.34078
blz,1972,5842160.46899
blz,1973,6959368.19634
blz,1974,9351736.68972
blz,1975,10452565.98249
blz,1976,8477929.39748
blz,1977,11430285.52829
blz,1978,11796628.25159
blz,1979,13162761.54187
blz,1980,11014494.58191
blz,1981,12041805.37608
blz,1982,13204767.56873
blz,1983,14166450.90545
blz,1984,15499423.84526
blz,1985,15552082.98919
blz,1986,15753478.62013
blz,1987,19142196.88369
blz,1988,21496465.86328
blz,1989,23197079.95983
blz,1990,25856404.42353
blz,1991,28960029.89581
blz,1992,31554289.88648
blz,1993,33772176.14236
blz,1994,28293768.27524
blz,1995,31769000.26424
blz,1996,29755217.57047
blz,1997,30055338.87417
blz,1998,29805190.11812
blz,1999,40657879.44432
blz,2000,121059710.51149
blz,2001,127288876.61156
blz,2002,135871258.55858
blz,2003,144297001.5444
blz,2004,154424009.54684
blz,2005,164212077.48794
blz,2006,179377324.88625
blz,2007,192153833.80005
blz,2008,214885678.38816
blz,2009,208968270.43997
blz,2010,220841891.52112
blz,2011,240427545.05772
blz,2012,245729768.53486
blz,2013,251886022.51973
blz,2014,259958623.77786
blz,2015,257686794.22226
blz,2016,270114861.43787
blz,2017,285571606.21694
blz,2018,300031609.32849
blz,2019,316668876.22214
bmu,1970,7762418.52282
bmu,1971,8911641.24902
bmu,1972,10017116.30497
bmu,1973,11547918.88745
bmu,1974,13462360.21872
bmu,1975,16302035.06847
bmu,1976,18686648.4842
bmu,1977,21951090.16045
bmu,1978,23435082.95102
bmu,1979,25598023.01658
bmu,1980,36682825.34802
bmu,1981,44387382.07097
bmu,1982,46472982.88105
bmu,1983,52763479.2703
bmu,1984,58414767.09487
bmu,1985,70054689.8048
bmu,1986,80120049.63827
bmu,1987,89108751.9583
bmu,1988,97886669.08121
bmu,1989,103749120.90639
bmu,1990,107221286.12126
bmu,1991,109580325.84468
bmu,1992,112743570.37113
bmu,1993,122310644.10035
bmu,1994,125605308.24379
bmu,1995,156223438.57966
bmu,1996,211131501.16256
bmu,1997,228931309.09317
bmu,1998,240676481.95365
bmu,1999,263766780.55818
bmu,2000,261730035.4065
bmu,2001,312802897.91512
bmu,2002,240810022.73352
bmu,2003,306706287.94671
bmu,2004,348061290.05962
bmu,2005,295749814.06451
bmu,2006,297704540.87582
bmu,2007,304590200.03107
bmu,2008,313503921.3634
bmu,2009,331882008.94117
bmu,2010,354253860.49082
bmu,2011,360350244.42584
bmu,2012,339315575.45214
bmu,2013,342238202.70569
bmu,2014,336476120.72608
bmu,2015,366514519.66906
bmu,2016,361499856.03751
bmu,2017,370399485.7247
bmu,2018,359484536.89876
bmu,2019,337333893.68562
bol,1970,63615302.45342
