geo,time,ne_con_prvt_pc_kd
cmr,2012,864.20172
cmr,2013,893.04547
cmr,2014,915.14971
cmr,2015,938.23961
cmr,2016,944.15896
cmr,2017,959.01971
cmr,2018,978.24659
cmr,2019,996.1892
cmr,2020,975.4431
cod,1993,367.07868
cod,1994,369.44599
cod,1995,363.52414
cod,1996,339.47742
cod,1997,311.83648
cod,1998,323.00981
cod,1999,297.83761
cod,2000,293.94074
cod,2001,283.66023
cod,2002,248.09309
cod,2003,297.38981
cod,2004,301.44371
cod,2005,312.45084
cod,2006,302.88405
cod,2007,314.67172
cod,2008,306.20007
cod,2009,302.83486
cod,2010,313.11946
cod,2011,284.18269
cod,2012,319.26341
cod,2013,347.91514
cod,2014,362.72077
cod,2015,374.27817
cod,2016,370.94066
cod,2017,367.53427
cod,2018,362.68338
cod,2019,371.53127
cod,2020,356.25849
cog,1960,767.71379
cog,1961,741.82467
cog,1962,662.62503
cog,1963,588.31876
cog,1964,583.85807
cog,1965,570.39325
cog,1966,509.58497
cog,1967,474.00824
cog,1968,523.12083
cog,1969,570.91244
cog,1970,583.77144
cog,1971,560.31833
cog,1972,539.67393
cog,1973,514.19069
cog,1974,481.9548
cog,1975,475.53868
cog,1976,545.34094
cog,1977,461.4402
cog,1978,504.78717
cog,1979,433.22057
cog,1980,505.54863
cog,1981,586.52068
cog,1982,838.50866
cog,1983,675.50278
cog,1984,703.5577
cog,1985,709.95967
cog,1986,643.45854
cog,1987,634.29803
cog,1988,619.39318
cog,1989,605.19329
cog,1990,549.59055
cog,1991,616.90873
cog,1992,464.9901
cog,1993,514.91564
cog,1994,597.30847
cog,1995,689.85927
cog,1996,766.40135
cog,1997,735.98398
cog,1998,401.77012
cog,1999,751.36787
cog,2000,711.54278
cog,2001,847.2942
cog,2002,608.88829
cog,2003,660.13726
cog,2004,688.25441
cog,2005,774.08443
cog,2006,798.05717
cog,2007,829.18142
cog,2008,873.59883
cog,2009,865.73993
cog,2010,852.83969
cog,2011,877.44213
cog,2012,872.80989
cog,2013,851.23671
cog,2014,894.88384
cog,2015,921.3951
cog,2016,879.16856
cog,2017,772.69906
cog,2018,786.89524
cog,2019,786.10838
cog,2020,734.33419
col,1960,1447.25134
col,1961,1498.77606
col,1962,1565.51692
col,1963,1591.45039
col,1964,1695.48059
col,1965,1610.57841
col,1966,1675.35054
col,1967,1662.80151
col,1968,1725.26989
col,1969,1806.61038
col,1970,1872.80693
col,1971,1967.88574
col,1972,2034.81773
col,1973,2086.44071
col,1974,2164.03671
col,1975,2179.26596
col,1976,2279.85636
col,1977,2319.47608
col,1978,2458.66283
col,1979,2508.19058
col,1980,2561.67886
col,1981,2579.18554
col,1982,2560.92194
col,1983,2517.6178
col,1984,2535.2278
col,1985,2529.33433
col,1986,2558.10468
col,1987,2601.64703
col,1988,2645.73283
col,1989,2677.77257
col,1990,2704.79077
col,1991,2693.92489
col,1992,2722.11639
col,1993,2833.12771
col,1994,2944.8983
col,1995,3048.72771
col,1996,3026.10764
col,1997,3045.75379
col,1998,2970.73618
col,1999,2764.65616
col,2000,2775.00688
col,2001,2774.14901
col,2002,2786.75577
col,2003,2826.67039
col,2004,2894.56794
col,2005,2982.34919
col,2006,3131.68085
col,2007,3295.95523
col,2008,3391.4594
col,2009,3411.2333
col,2010,3546.13571
col,2011,3705.146
col,2012,3878.80903
col,2013,4021.63856
col,2014,4150.3696
col,2015,4228.93229
col,2016,4237.5499
col,2017,4259.61105
col,2018,4330.95359
col,2019,4441.23947
col,2020,4136.80556
com,1980,1219.16344
com,1981,1227.26811
com,1982,1268.36599
com,1983,1293.34198
com,1984,1309.99136
com,1985,1302.60215
com,1986,1289.09375
com,1987,1272.3547
com,1988,1268.43714
com,1989,1192.21791
com,1990,1216.51175
com,1991,1117.54534
com,1992,1177.92035
com,1993,1178.71617
com,1994,1085.09674
com,1995,1093.25654
com,1996,1049.91444
com,1997,1063.22407
com,1998,1048.80675
com,1999,1041.75774
com,2000,1126.01412
com,2001,1124.22314
com,2002,1122.91699
com,2003,1119.54649
com,2004,1114.25715
com,2005,1118.90421
com,2006,1121.38184
com,2007,1095.45409
com,2008,1118.64187
com,2009,1138.97389
com,2010,1132.94089
com,2011,1156.74208
com,2012,1177.66936
com,2013,1188.73184
com,2014,1178.15562
com,2015,1159.36488
com,2016,1169.4263
com,2017,1191.13296
com,2018,1186.29179
com,2019,1167.75565
cpv,2007,1834.7033
cpv,2008,1841.89151
cpv,2009,1930.53471
cpv,2010,1883.51528
cpv,2011,1900.28915
cpv,2012,1939.13286
cpv,2013,1948.94556
cpv,2014,1947.24275
cpv,2015,1984.43307
cpv,2016,2008.55851
cpv,2017,2126.52786
cpv,2018,2133.41315
cpv,2019,2233.46745
cpv,2020,1959.14676
cri,1960,2533.70133
cri,1961,2871.05799
cri,1962,2790.10285
cri,1963,2893.09991
cri,1964,2938.02485
cri,1965,3388.45408
cri,1966,3286.51261
cri,1967,3355.28556
cri,1968,3456.29741
cri,1969,3508.67856
cri,1970,3750.03611
cri,1971,3695.30671
cri,1972,3770.3334
cri,1973,3831.0406
cri,1974,3927.74547
cri,1975,3913.4879
cri,1976,3973.193
cri,1977,4398.48851
cri,1978,4641.20712
cri,1979,4626.69658
cri,1980,4422.009
cri,1981,3936.58645
cri,1982,3463.13733
cri,1983,3558.80053
cri,1984,3714.74475
cri,1985,3771.90798
cri,1986,3866.13959
cri,1987,3906.62636
cri,1988,3888.07528
cri,1989,3982.40525
cri,1990,4040.49817
cri,1991,3898.75134
cri,1992,4164.71704
cri,1993,4444.38192
cri,1994,4557.15375
cri,1995,4544.17863
cri,1996,4512.37094
cri,1997,4619.05828
cri,1998,4720.95312
cri,1999,4702.48171
cri,2000,4655.673
cri,2001,4680.43322
cri,2002,4858.77184
cri,2003,5018.06346
cri,2004,5071.81344
cri,2005,5241.20128
cri,2006,5435.58782
cri,2007,5773.96076
cri,2008,6037.43321
cri,2009,5976.75051
cri,2010,6250.50717
cri,2011,6597.60058
cri,2012,6993.35787
cri,2013,7045.40842
cri,2014,7302.97934
cri,2015,7561.78384
cri,2016,7763.10593
cri,2017,8110.52006
cri,2018,8161.96304
cri,2019,8217.01332
cri,2020,7789.8515
cub,1970,1659.80725
cub,1971,1770.47083
cub,1972,1823.55967
cub,1973,1854.88136
cub,1974,1845.16106
cub,1975,1992.43142
cub,1976,2075.62825
cub,1977,2235.94319
cub,1978,2366.25205
cub,1979,2378.71947
cub,1980,2241.29273
cub,1981,2664.43779
cub,1982,2906.94048
cub,1983,3059.36588
cub,1984,3297.23451
cub,1985,3230.89417
cub,1986,3234.65139
cub,1987,3264.55202
cub,1988,3303.67247
cub,1989,3321.82937
cub,1990,3075.89653
cub,1991,2741.15252
cub,1992,2238.74433
cub,1993,1975.5035
cub,1994,2077.93584
cub,1995,2098.86083
cub,1996,2170.92434
cub,1997,2210.93068
cub,1998,2242.46574
cub,1999,2347.33942
cub,2000,2387.42398
cub,2001,2470.1806
cub,2002,2514.9548
cub,2003,2663.86713
cub,2004,2699.79387
cub,2005,2707.30588
cub,2006,3213.95346
cub,2007,3265.64188
cub,2008,3212.02336
cub,2009,3243.78772
cub,2010,3498.83466
cub,2011,3544.41676
cub,2012,3653.11962
cub,2013,3832.91011
cub,2014,4000.05472
cub,2015,4287.41334
cub,2016,4460.90204
cub,2017,4534.04558
cub,2018,4636.22617
cyp,1975,3102.52434
cyp,1976,3644.99492
cyp,1977,4309.69854
cyp,1978,4769.4731
cyp,1979,5013.04684
cyp,1980,5240.0956
cyp,1981,5241.84222
cyp,1982,5775.41083
cyp,1983,6144.3094
cyp,1984,6338.48004
cyp,1985,6632.13558
cyp,1986,6670.19734
cyp,1987,6957.37564
cyp,1988,7607.26374
cyp,1989,8017.30841
cyp,1990,8550.89681
cyp,1991,9158.67558
cyp,1992,9201.54098
cyp,1993,8565.34659
cyp,1994,8963.28653
cyp,1995,11360.61007
cyp,1996,11595.96695
cyp,1997,11717.19734
cyp,1998,12408.87149
cyp,1999,12783.32895
cyp,2000,13662.75832
cyp,2001,14265.57932
cyp,2002,14537.89333
cyp,2003,14988.43154
cyp,2004,15853.09412
cyp,2005,16237.39801
cyp,2006,16594.06754
cyp,2007,17828.02604
cyp,2008,18813.97835
cyp,2009,17120.3939
cyp,2010,17441.5161
cyp,2011,16852.32308
cyp,2012,16140.12847
cyp,2013,15044.5177
cyp,2014,15202.11194
cyp,2015,15765.76425
cyp,2016,16499.39616
cyp,2017,17134.48185
cyp,2018,17795.74278
cyp,2019,18075.78018
cyp,2020,16947.31781
cze,1990,5593.28014
cze,1991,4405.33274
cze,1992,4788.59821
cze,1993,4843.12513
cze,1994,5043.84353
cze,1995,5278.20468
cze,1996,5678.35362
cze,1997,5851.21852
cze,1998,5833.34335
cze,1999,6025.98881
cze,2000,6134.93769
cze,2001,6343.14499
cze,2002,6552.00299
cze,2003,6889.41896
cze,2004,7085.39619
cze,2005,7328.72807
cze,2006,7583.11627
cze,2007,7851.09096
cze,2008,8019.41675
cze,2009,7936.26831
cze,2010,8020.52282
cze,2011,8035.42283
cze,2012,7937.53918
cze,2013,8007.07713
cze,2014,8111.19664
cze,2015,8408.41532
cze,2016,8709.77435
cze,2017,9037.94028
cze,2018,9323.75163
cze,2019,9536.65208
cze,2020,8862.63286
deu,1970,9945.90398
deu,1971,10471.92874
deu,1972,10983.28396
deu,1973,11263.12721
deu,1974,11238.3002
deu,1975,11700.9377
deu,1976,12255.09191
deu,1977,12805.14253
deu,1978,13276.00901
deu,1979,13703.02259
deu,1980,13881.06706
deu,1981,13808.30465
deu,1982,13682.42799
deu,1983,13911.33347
deu,1984,14232.05898
deu,1985,14528.08137
deu,1986,15076.49589
deu,1987,15589.62813
deu,1988,15941.53856
deu,1989,16299.16215
deu,1990,16841.21661
deu,1991,17448.29525
deu,1992,17823.28845
deu,1993,17719.6475
deu,1994,17907.15431
deu,1995,18131.02916
deu,1996,18367.27041
deu,1997,18476.94553
deu,1998,18740.66423
deu,1999,19215.77043
deu,2000,19505.48456
deu,2001,19705.85317
deu,2002,19401.19352
deu,2003,19472.30807
deu,2004,19601.49599
deu,2005,19761.37229
deu,2006,20049.12651
deu,2007,20028.41125
deu,2008,20133.6494
deu,2009,20167.36441
deu,2010,20341.76562
deu,2011,21105.4929
deu,2012,21382.00826
deu,2013,21400.89246
deu,2014,21535.78208
deu,2015,21763.66045
deu,2016,22115.45123
deu,2017,22344.82286
deu,2018,22597.28139
deu,2019,22899.40008
deu,2020,21519.69774
dji,2013,1398.8243
dji,2014,1503.10917
dji,2015,1633.17522
dji,2016,1788.35186
dji,2017,1946.40935
dji,2018,2008.23099
dji,2019,2076.94653
dji,2020,1944.25167
dnk,1966,12320.67099
dnk,1967,13046.52324
dnk,1968,13433.07244
dnk,1969,14122.36258
dnk,1970,14364.4121
dnk,1971,14384.59392
dnk,1972,14309.84482
dnk,1973,15299.87608
dnk,1974,14883.51489
dnk,1975,15307.00909
dnk,1976,16432.98988
dnk,1977,16706.8783
dnk,1978,16943.04245
dnk,1979,17075.87761
dnk,1980,16673.51658
dnk,1981,16468.76649
dnk,1982,16712.95124
dnk,1983,17044.30234
dnk,1984,17653.02798
dnk,1985,18438.02511
dnk,1986,19726.20252
dnk,1987,19326.19503
dnk,1988,18962.78637
dnk,1989,19011.70364
dnk,1990,19132.85548
dnk,1991,19392.90968
dnk,1992,19824.75278
dnk,1993,19588.73255
dnk,1994,20822.55411
dnk,1995,21062.11627
dnk,1996,21457.41623
dnk,1997,21997.87875
dnk,1998,22433.73685
dnk,1999,22332.8598
dnk,2000,22344.4012
dnk,2001,22315.34448
dnk,2002,22565.79893
dnk,2003,22804.76733
dnk,2004,23802.96194
dnk,2005,24615.35491
dnk,2006,25257.81219
dnk,2007,25590.89462
dnk,2008,25565.73726
dnk,2009,24556.54273
dnk,2010,24639.27927
dnk,2011,24605.70636
dnk,2012,24638.90737
dnk,2013,24604.95696
dnk,2014,24703.62812
dnk,2015,25089.14338
dnk,2016,25497.17553
dnk,2017,25913.34894
dnk,2018,26685.06236
dnk,2019,26915.72822
dnk,2020,26482.95504
dom,1960,1050.01466
dom,1961,1019.62335
dom,1962,1198.57744
dom,1963,1268.33184
dom,1964,1325.18285
dom,1965,1092.95238
dom,1966,1263.43981
dom,1967,1276.37084
dom,1968,1254.67806
dom,1969,1306.62884
dom,1970,1494.05142
dom,1971,1520.84891
dom,1972,1545.7552
dom,1973,1664.0753
dom,1974,1733.55793
dom,1975,1799.35333
dom,1976,1849.08544
dom,1977,1907.07341
dom,1978,1858.89679
dom,1979,1773.14334
dom,1980,2080.69526
dom,1981,2035.06706
dom,1982,2076.22345
dom,1983,2087.33223
dom,1984,2092.35129
dom,1985,2014.06621
dom,1986,2057.48288
dom,1987,2260.35212
dom,1988,2385.3202
dom,1989,2461.61568
dom,1990,2195.37387
dom,1991,2216.49574
dom,1992,2460.74532
dom,1993,2517.33533
dom,1994,2472.77607
dom,1995,2578.01717
dom,1996,2625.65352
dom,1997,2788.73203
dom,1998,2829.39968
dom,1999,2949.22373
dom,2000,3001.82271
dom,2001,3002.8511
dom,2002,3070.05273
dom,2003,2947.49449
dom,2004,2985.76208
dom,2005,3316.59787
dom,2006,3569.85646
dom,2007,3728.34321
dom,2008,3881.7058
dom,2009,4048.08366
dom,2010,4273.47923
dom,2011,4404.90127
dom,2012,4435.37797
dom,2013,4481.0446
dom,2014,4664.55477
dom,2015,4908.53628
dom,2016,5146.69963
dom,2017,5311.64626
dom,2018,5553.08864
dom,2019,5749.4418
dom,2020,5499.62444
dza,1960,750.45879
dza,1961,555.96768
dza,1962,433.92287
dza,1963,749.50766
dza,1964,799.32468
dza,1965,820.20592
dza,1966,643.71652
dza,1967,628.59621
dza,1968,659.23551
dza,1969,690.48448
dza,1970,744.01899
dza,1971,765.5952
dza,1972,874.97095
dza,1973,863.77549
dza,1974,1050.3554
dza,1975,1136.39376
dza,1976,1193.60202
dza,1977,1286.26558
dza,1978,1249.36169
dza,1979,1329.91123
dza,1980,1424.09637
dza,1981,1502.45478
dza,1982,1484.43713
dza,1983,1530.81791
dza,1984,1561.70216
dza,1985,1610.6428
dza,1986,1549.98154
dza,1987,1420.32891
dza,1988,1260.27086
dza,1989,1363.99846
dza,1990,1282.59309
dza,1991,1159.21171
dza,1992,1186.84279
dza,1993,1131.44108
dza,1994,1101.98517
dza,1995,1103.57481
dza,1996,1058.34176
dza,1997,1018.91128
dza,1998,1024.77762
dza,1999,1040.19333
dza,2000,1050.78651
dza,2001,1086.21401
dza,2002,1116.67838
dza,2003,1151.57314
dza,2004,1208.58025
dza,2005,1245.41146
dza,2006,1266.61803
dza,2007,1313.12316
dza,2008,1380.09939
dza,2009,1439.05524
dza,2010,1492.25212
dza,2011,1551.87039
dza,2012,1598.66975
dza,2013,1645.32019
dza,2014,1683.13584
dza,2015,1713.37244
dza,2016,1733.97643
dza,2017,1729.45808
dza,2018,1742.54953
dza,2019,1745.06533
dza,2020,1619.07716
ecu,1960,1594.58048
ecu,1961,1632.03268
ecu,1962,1693.7516
ecu,1963,1693.5801
ecu,1964,1786.73573
ecu,1965,1779.5167
ecu,1966,1740.42869
ecu,1967,1746.36719
ecu,1968,1776.61346
ecu,1969,1819.41609
ecu,1970,1920.06456
ecu,1971,1962.17724
ecu,1972,1867.67597
ecu,1973,1904.21537
ecu,1974,2144.00279
ecu,1975,2379.23134
ecu,1976,2484.72053
ecu,1977,2508.70441
ecu,1978,2499.01655
ecu,1979,2626.81871
ecu,1980,2760.10666
ecu,1981,2888.19862
ecu,1982,2904.4584
ecu,1983,2726.48271
ecu,1984,2707.27485
ecu,1985,2747.26922
ecu,1986,2686.92052
ecu,1987,2789.22373
ecu,1988,2646.78003
ecu,1989,2587.90929
ecu,1990,2682.59406
ecu,1991,2726.70093
ecu,1992,2692.17526
ecu,1993,2715.24857
ecu,1994,2774.43808
ecu,1995,2822.72071
ecu,1996,2797.85544
ecu,1997,2902.98272
ecu,1998,3039.99369
ecu,1999,2616.9519
ecu,2000,2588.27326
ecu,2001,2731.57149
ecu,2002,2873.94677
ecu,2003,2910.12337
ecu,2004,3045.76623
ecu,2005,3127.83916
ecu,2006,3209.74762
ecu,2007,3290.25923
ecu,2008,3410.9374
ecu,2009,3322.61188
ecu,2010,3522.43336
ecu,2011,3646.53655
ecu,2012,3695.49569
ecu,2013,3783.13969
ecu,2014,3827.02175
ecu,2015,3762.14084
ecu,2016,3609.321
ecu,2017,3678.23089
ecu,2018,3689.27922
ecu,2019,3638.3302
ecu,2020,3332.43677
egy,1960,1176.09696
egy,1961,1189.73373
egy,1962,1223.3437
egy,1963,1267.17278
egy,1964,1308.83348
egy,1965,1345.84443
egy,1966,1390.87362
egy,1967,1383.54761
egy,1968,1385.84939
egy,1969,1395.80708
egy,1970,1420.65745
egy,1971,1428.71427
egy,1972,1436.25929
egy,1973,1434.01401
egy,1974,1383.64288
egy,1975,1349.06585
egy,1976,1496.48183
egy,1977,1498.63603
egy,1978,1448.0849
egy,1979,1335.82229
egy,1980,1450.2326
egy,1981,1405.21836
egy,1982,1403.98742
egy,1983,1482.84417
egy,1984,1537.16352
egy,1985,1570.74247
egy,1986,1591.31628
egy,1987,1610.76818
egy,1988,1644.32286
egy,1989,1675.60105
egy,1990,1708.61095
egy,1991,1737.17323
egy,1992,1756.25601
egy,1993,1772.35968
egy,1994,1810.3601
egy,1995,1833.46229
egy,1996,1868.60112
egy,1997,1908.46705
egy,1998,1944.92963
egy,1999,1992.90018
egy,2000,2052.55712
egy,2001,2094.09298
egy,2002,2096.17854
egy,2003,2105.42907
egy,2004,2110.591
egy,2005,2172.91347
egy,2006,2272.14013
egy,2007,2387.56208
egy,2008,2479.88231
egy,2009,2571.98104
egy,2010,2625.23962
egy,2011,2712.5345
egy,2012,2825.07698
egy,2013,2853.87271
egy,2014,2912.76644
egy,2015,2936.91552
egy,2016,3008.26243
egy,2017,3069.43953
egy,2018,3037.16678
egy,2019,3006.08417
egy,2020,3164.49997
esp,1970,7368.69888
esp,1971,7651.77066
esp,1972,8195.87014
esp,1973,8738.04609
esp,1974,9083.8718
esp,1975,9147.94713
esp,1976,9558.67793
esp,1977,9602.71447
esp,1978,9596.32552
esp,1979,9635.7341
esp,1980,9756.1308
esp,1981,9590.23871
esp,1982,9536.65474
esp,1983,9527.20844
esp,1984,9468.83726
esp,1985,9650.01818
esp,1986,9948.61531
esp,1987,10513.485
esp,1988,11004.37724
esp,1989,11583.37033
esp,1990,11977.80152
esp,1991,12292.24463
esp,1992,12498.05752
esp,1993,12196.85413
esp,1994,12270.56498
esp,1995,12425.86536
esp,1996,12677.52275
esp,1997,12981.63389
esp,1998,13497.94641
esp,1999,14088.37991
esp,2000,14647.75169
esp,2001,15110.22408
esp,2002,15356.61103
esp,2003,15438.20907
esp,2004,15789.75739
esp,2005,16166.94162
esp,2006,16529.39032
esp,2007,16777.004
esp,2008,16395.56228
esp,2009,15667.13241
esp,2010,15652.7655
esp,2011,15213.24518
esp,2012,14698.88176
esp,2013,14321.29269
esp,2014,14606.83381
esp,2015,15049.0483
esp,2016,15441.35554
esp,2017,15871.02631
esp,2018,16069.46626
esp,2019,16112.15054
esp,2020,14113.49099
est,1993,2919.54558
est,1994,3008.73173
est,1995,3218.37757
est,1996,3586.53785
est,1997,4108.46782
est,1998,4297.22611
est,1999,4301.04694
est,2000,4581.5469
est,2001,4931.16714
est,2002,5441.5897
est,2003,6007.68509
est,2004,6535.41214
est,2005,7212.37683
est,2006,8189.10037
est,2007,8920.11636
est,2008,8538.85948
est,2009,7362.1585
est,2010,7285.27286
est,2011,7531.80179
est,2012,7888.87111
est,2013,8209.84681
est,2014,8528.575
est,2015,8940.19166
est,2016,9335.39654
est,2017,9553.35746
est,2018,9932.83646
est,2019,10301.35107
est,2020,10009.83809
eth,2011,383.74829
eth,2012,385.78882
eth,2013,411.93396
eth,2014,426.70065
eth,2015,456.35048
eth,2016,461.11024
eth,2017,487.83065
eth,2018,525.70245
eth,2019,671.20892
eth,2020,797.69237
fin,1970,9073.27927
fin,1971,9219.26074
fin,1972,9928.11972
fin,1973,10454.32027
fin,1974,10581.57976
fin,1975,10860.43022
fin,1976,11032.0098
fin,1977,10936.66276
fin,1978,11159.42135
fin,1979,11778.9475
fin,1980,12037.7939
fin,1981,12162.16372
fin,1982,12715.49959
fin,1983,13032.79148
fin,1984,13390.89741
fin,1985,13879.04133
fin,1986,14404.7884
fin,1987,15038.36359
fin,1988,15827.88878
fin,1989,16507.64081
fin,1990,16386.34644
fin,1991,15804.24694
fin,1992,15057.99204
fin,1993,14586.02796
fin,1994,14901.01971
fin,1995,15575.55953
fin,1996,16109.53629
fin,1997,16623.58901
fin,1998,17379.43933
fin,1999,17919.07097
fin,2000,18257.72459
fin,2001,18704.89116
fin,2002,19126.00321
fin,2003,19867.83657
fin,2004,20553.33511
fin,2005,21133.40292
fin,2006,21877.78769
fin,2007,22547.81463
fin,2008,22884.76048
fin,2009,22110.20318
fin,2010,22668.7222
fin,2011,23216.9804
fin,2012,23195.68029
fin,2013,22968.54662
fin,2014,23012.4505
fin,2015,23305.34952
fin,2016,23802.95407
fin,2017,23926.76329
fin,2018,24304.24727
fin,2019,24436.56144
fin,2020,23252.88367
fji,2015,3083.24315
fra,1960,6145.08009
fra,1961,6406.83769
fra,1962,6775.71579
fra,1963,7150.96506
fra,1964,7441.16001
fra,1965,7636.30584
fra,1966,7909.42084
fra,1967,8218.16028
fra,1968,8498.7069
fra,1969,8976.45385
fra,1970,9316.07915
fra,1971,9758.93663
fra,1972,10170.46471
fra,1973,10659.45457
fra,1974,10875.00102
fra,1975,11017.64633
fra,1976,11556.47913
fra,1977,11798.09774
fra,1978,12206.04538
fra,1979,12568.14561
fra,1980,12661.4857
fra,1981,12849.08288
fra,1982,13199.18801
fra,1983,13236.20136
fra,1984,13247.93559
fra,1985,13419.53158
fra,1986,13832.0826
fra,1987,14203.93794
fra,1988,14593.05857
fra,1989,14976.03917
fra,1990,15287.43987
fra,1991,15302.27786
fra,1992,15397.60116
fra,1993,15322.11187
fra,1994,15520.89212
fra,1995,15731.25939
fra,1996,15982.93279
fra,1997,16012.20424
fra,1998,16589.13892
fra,1999,17075.69243
fra,2000,17580.8635
fra,2001,17892.9545
fra,2002,18133.18555
fra,2003,18272.57278
fra,2004,18492.41671
fra,2005,18797.29428
fra,2006,19066.78765
fra,2007,19448.98386
fra,2008,19441.58311
fra,2009,19400.77193
fra,2010,19668.78899
fra,2011,19694.78818
fra,2012,19516.76178
fra,2013,19515.47509
fra,2014,19582.46935
fra,2015,19801.56411
fra,2016,20100.89815
fra,2017,20339.01264
fra,2018,20482.48469
fra,2019,20799.18696
fra,2020,19288.26128
fro,2015,25708.82336
gab,1960,930.42399
gab,1961,997.20039
gab,1962,1098.87367
gab,1963,1418.58179
gab,1964,1479.89404
gab,1965,1683.84205
gab,1966,1474.09463
gab,1967,1824.14853
gab,1968,1814.43128
gab,1969,1851.46103
gab,1970,1910.71572
gab,1971,2024.80834
gab,1972,2140.10723
gab,1973,2442.11069
gab,1974,2019.08506
gab,1975,2068.2067
gab,1976,2349.30267
gab,1977,2551.31618
gab,1978,3437.82376
gab,1979,3036.85716
gab,1980,2999.57641
gab,1981,3224.95019
gab,1982,2812.4929
gab,1983,3361.0103
gab,1984,2995.73441
gab,1985,2748.24859
gab,1986,3321.23642
gab,1987,2712.83407
gab,1988,2322.9165
gab,1989,3061.53554
gab,1990,2887.76662
gab,1991,2755.76655
gab,1992,2619.04686
gab,1993,2529.26826
gab,1994,2201.92755
gab,1995,2181.60087
gab,1996,1924.99875
gab,1997,1863.46995
gab,1998,2199.78923
gab,1999,2270.33277
gab,2000,2315.24168
gab,2001,2253.99251
gab,2002,2248.25703
gab,2003,2200.55118
gab,2004,2205.83383
gab,2005,2255.14607
gab,2006,2328.2035
gab,2007,2342.13812
gab,2008,2345.8303
gab,2009,2384.35149
gab,2010,2476.23877
gab,2011,2559.60291
gab,2012,2617.75725
gab,2013,2726.12732
gab,2014,2775.23562
gab,2015,2794.25334
gab,2016,2772.82883
gab,2017,2707.70251
gab,2018,2627.56511
gab,2019,2587.33374
gab,2020,2480.31216
gbr,1970,10713.00398
gbr,1971,11008.25994
gbr,1972,11668.87186
gbr,1973,12291.31028
gbr,1974,12084.15586
gbr,1975,12068.9368
gbr,1976,12131.36313
gbr,1977,12087.10669
gbr,1978,12733.36328
gbr,1979,13277.41326
gbr,1980,13250.34704
gbr,1981,13267.28776
gbr,1982,13416.97804
gbr,1983,13975.24291
gbr,1984,14276.16652
gbr,1985,14797.22399
gbr,1986,15717.21049
gbr,1987,16547.01029
gbr,1988,17791.01928
gbr,1989,18364.09176
gbr,1990,18487.78842
gbr,1991,18050.44251
gbr,1992,18285.46796
gbr,1993,19032.60613
gbr,1994,19652.30797
gbr,1995,20024.51823
gbr,1996,20711.80233
gbr,1997,21707.20157
gbr,1998,22544.69686
gbr,1999,23476.50252
gbr,2000,24428.91843
gbr,2001,25201.92255
gbr,2002,25922.53885
gbr,2003,26662.30156
gbr,2004,27355.31029
gbr,2005,27840.77281
gbr,2006,28081.81163
gbr,2007,28517.80921
gbr,2008,28185.84343
gbr,2009,27208.93616
gbr,2010,27308.00853
gbr,2011,27067.97303
gbr,2012,27341.88852
gbr,2013,27874.71443
gbr,2014,28317.28002
gbr,2015,28939.50766
gbr,2016,29697.89904
gbr,2017,29831.29597
gbr,2018,30074.1936
gbr,2019,30234.02027
gbr,2020,26779.50619
geo,2010,2364.24192
geo,2011,2596.75139
geo,2012,2725.17955
geo,2013,2802.90167
geo,2014,2961.81464
geo,2015,3069.21097
geo,2016,2893.88754
geo,2017,3107.23726
geo,2018,3289.08989
geo,2019,3532.41008
geo,2020,3728.13898
gha,2006,739.62837
gha,2007,764.30371
gha,2008,857.48137
gha,2009,853.91198
gha,2010,977.08431
gha,2011,1010.23407
gha,2012,1049.40884
gha,2013,1228.53397
gha,2014,1302.24904
gha,2015,1305.39633
gha,2016,1268.94504
gha,2017,1262.12529
gha,2018,1350.29908
gha,2019,1376.34939
gin,2006,618.02943
gin,2007,642.36473
gin,2008,608.68115
gin,2009,594.06335
gin,2010,568.73813
gin,2011,578.83365
gin,2012,612.07145
gin,2013,654.55271
gin,2014,627.60251
gin,2015,655.4314
gin,2016,682.812
gin,2017,670.80346
gin,2018,674.92604
gin,2019,680.37548
gin,2020,534.28849
gmb,2004,570.98293
gmb,2005,557.22277
gmb,2006,520.60427
gmb,2007,542.88885
gmb,2008,573.008
gmb,2009,578.68512
gmb,2010,599.69577
gmb,2011,546.3731
gmb,2012,523.43486
gmb,2013,565.39358
gmb,2014,551.28486
gmb,2015,539.55499
gmb,2016,526.57454
gmb,2017,559.87816
gmb,2018,596.34352
gmb,2019,602.98868
gnb,2000,478.03775
gnb,2001,532.02264
gnb,2002,532.02869
gnb,2003,488.21181
gnb,2004,512.23596
gnb,2005,482.0416
gnb,2006,498.00015
gnb,2007,491.03745
gnb,2008,507.10388
gnb,2009,507.48341
gnb,2010,557.43011
gnb,2011,528.47169
gnb,2012,514.11913
gnb,2013,509.15433
gnb,2014,475.31784
gnb,2015,514.60329
gnb,2016,555.87725
gnb,2017,632.22009
gnb,2018,537.18257
gnb,2019,530.09321
gnb,2020,497.24954
gnq,2005,2209.08168
gnq,2006,3543.91814
gnq,2007,3713.38105
gnq,2008,3917.96203
gnq,2009,3800.19513
gnq,2010,3935.2348
gnq,2011,3913.92645
gnq,2012,4000.41136
gnq,2013,4525.86023
gnq,2014,4501.90262
gnq,2015,4409.11753
gnq,2016,4355.64058
gnq,2017,4337.37916
gnq,2018,4323.1797
gnq,2019,4315.50254
gnq,2020,4312.23116
grc,1960,3068.06262
