geo,time,sp_dyn_cdrt_in
bmu,1984,7.1
bmu,1989,7.7
bmu,1990,7.3
bmu,1991,7.7
bmu,1992,7.9
bmu,1993,8.2
bmu,1994,8.1
bmu,1995,7.9
bmu,1996,6.9
bmu,2000,8
bmu,2001,7.2
bmu,2002,6.7
bmu,2003,7.2
bmu,2004,6.8
bmu,2005,7.1
bmu,2006,7.1
bmu,2007,7
bmu,2008,6.8
bmu,2009,7.2
bmu,2010,7.4
bmu,2011,6.8
bmu,2012,6.8
bmu,2013,7.6
bmu,2014,7.8
bmu,2015,7.7
bmu,2016,7.7
bmu,2017,7.5
bmu,2018,8.3
bmu,2019,8.4
bmu,2020,8.8
bol,1960,23.584
bol,1961,23.187
bol,1962,22.802
bol,1963,22.424
bol,1964,22.048
bol,1965,21.671
bol,1966,21.292
bol,1967,20.915
bol,1968,20.54
bol,1969,20.168
bol,1970,19.797
bol,1971,19.426
bol,1972,19.056
bol,1973,18.685
bol,1974,18.313
bol,1975,17.938
bol,1976,17.559
bol,1977,17.176
bol,1978,16.79
bol,1979,16.403
bol,1980,16.019
bol,1981,15.643
bol,1982,15.277
bol,1983,14.924
bol,1984,14.582
bol,1985,14.249
bol,1986,13.922
bol,1987,13.596
bol,1988,13.268
bol,1989,12.935
bol,1990,12.597
bol,1991,12.254
bol,1992,11.909
bol,1993,11.565
bol,1994,11.226
bol,1995,10.893
bol,1996,10.57
bol,1997,10.258
bol,1998,9.959
bol,1999,9.676
bol,2000,9.409
bol,2001,9.159
bol,2002,8.925
bol,2003,8.706
bol,2004,8.5
bol,2005,8.306
bol,2006,8.12
bol,2007,7.941
bol,2008,7.769
bol,2009,7.604
bol,2010,7.448
bol,2011,7.304
bol,2012,7.175
bol,2013,7.062
bol,2014,6.966
bol,2015,6.89
bol,2016,6.834
bol,2017,6.795
bol,2018,6.772
bol,2019,6.762
bol,2020,6.762
bra,1960,13.353
bra,1961,13.041
bra,1962,12.72
bra,1963,12.391
bra,1964,12.055
bra,1965,11.718
bra,1966,11.382
bra,1967,11.053
bra,1968,10.736
bra,1969,10.436
bra,1970,10.157
bra,1971,9.903
bra,1972,9.674
bra,1973,9.468
bra,1974,9.284
bra,1975,9.117
bra,1976,8.967
bra,1977,8.826
bra,1978,8.691
bra,1979,8.557
bra,1980,8.42
bra,1981,8.277
bra,1982,8.129
bra,1983,7.976
bra,1984,7.82
bra,1985,7.662
bra,1986,7.505
bra,1987,7.353
bra,1988,7.208
bra,1989,7.073
bra,1990,6.948
bra,1991,6.835
bra,1992,6.731
bra,1993,6.636
bra,1994,6.55
bra,1995,6.472
bra,1996,6.402
bra,1997,6.339
bra,1998,6.283
bra,1999,6.233
bra,2000,6.189
bra,2001,6.149
bra,2002,6.114
bra,2003,6.083
bra,2004,6.057
bra,2005,6.037
bra,2006,6.022
bra,2007,6.016
bra,2008,6.017
bra,2009,6.027
bra,2010,6.045
bra,2011,6.071
bra,2012,6.106
bra,2013,6.147
bra,2014,6.195
bra,2015,6.25
bra,2016,6.311
bra,2017,6.378
bra,2018,6.452
bra,2019,6.531
bra,2020,6.614
brb,1960,10.826
brb,1961,10.443
brb,1962,10.098
brb,1963,9.797
brb,1964,9.543
brb,1965,9.336
brb,1966,9.175
brb,1967,9.053
brb,1968,8.959
brb,1969,8.888
brb,1970,8.833
brb,1971,8.788
brb,1972,8.749
brb,1973,8.712
brb,1974,8.675
brb,1975,8.637
brb,1976,8.599
brb,1977,8.564
brb,1978,8.535
brb,1979,8.507
brb,1980,8.479
brb,1981,8.444
brb,1982,8.4
brb,1983,8.344
brb,1984,8.277
brb,1985,8.199
brb,1986,8.111
brb,1987,8.02
brb,1988,7.93
brb,1989,7.843
brb,1990,7.763
brb,1991,7.69
brb,1992,7.624
brb,1993,7.567
brb,1994,7.521
brb,1995,7.488
brb,1996,7.471
brb,1997,7.468
brb,1998,7.482
brb,1999,7.51
brb,2000,7.553
brb,2001,7.609
brb,2002,7.677
brb,2003,7.753
brb,2004,7.835
brb,2005,7.921
brb,2006,8.009
brb,2007,8.099
brb,2008,8.19
brb,2009,8.279
brb,2010,8.368
brb,2011,8.454
brb,2012,8.54
brb,2013,8.625
brb,2014,8.708
brb,2015,8.789
brb,2016,8.865
brb,2017,8.936
brb,2018,9.004
brb,2019,9.068
brb,2020,9.131
brn,1960,13.857
brn,1961,12.998
brn,1962,12.162
brn,1963,11.381
brn,1964,10.678
brn,1965,10.068
brn,1966,9.553
brn,1967,9.111
brn,1968,8.726
brn,1969,8.388
brn,1970,8.092
brn,1971,7.833
brn,1972,7.605
brn,1973,7.398
brn,1974,7.201
brn,1975,6.997
brn,1976,6.771
brn,1977,6.521
brn,1978,6.246
brn,1979,5.954
brn,1980,5.658
brn,1981,5.381
brn,1982,5.14
brn,1983,4.948
brn,1984,4.806
brn,1985,4.709
brn,1986,4.643
brn,1987,4.588
brn,1988,4.53
brn,1989,4.46
brn,1990,4.378
brn,1991,4.285
brn,1992,4.191
brn,1993,4.102
brn,1994,4.019
brn,1995,3.939
brn,1996,3.857
brn,1997,3.772
brn,1998,3.682
brn,1999,3.593
brn,2000,3.513
brn,2001,3.452
brn,2002,3.418
brn,2003,3.414
brn,2004,3.44
brn,2005,3.492
brn,2006,3.56
brn,2007,3.634
brn,2008,3.706
brn,2009,3.772
brn,2010,3.831
brn,2011,3.887
brn,2012,3.944
brn,2013,4.009
brn,2014,4.081
brn,2015,4.162
brn,2016,4.251
brn,2017,4.345
brn,2018,4.445
brn,2019,4.548
brn,2020,4.656
btn,1960,28.811
btn,1961,28.446
btn,1962,28.05
btn,1963,27.616
btn,1964,27.146
btn,1965,26.64
btn,1966,26.102
btn,1967,25.543
btn,1968,24.972
btn,1969,24.399
btn,1970,23.833
btn,1971,23.282
btn,1972,22.748
btn,1973,22.231
btn,1974,21.726
btn,1975,21.224
btn,1976,20.714
btn,1977,20.184
btn,1978,19.63
btn,1979,19.051
btn,1980,18.456
btn,1981,17.854
btn,1982,17.26
btn,1983,16.684
btn,1984,16.13
btn,1985,15.6
btn,1986,15.088
btn,1987,14.589
btn,1988,14.095
btn,1989,13.607
btn,1990,13.126
btn,1991,12.657
btn,1992,12.204
btn,1993,11.766
btn,1994,11.344
btn,1995,10.931
btn,1996,10.518
btn,1997,10.102
btn,1998,9.68
btn,1999,9.256
btn,2000,8.838
btn,2001,8.433
btn,2002,8.052
btn,2003,7.705
btn,2004,7.398
btn,2005,7.135
btn,2006,6.918
btn,2007,6.743
btn,2008,6.603
btn,2009,6.495
btn,2010,6.414
btn,2011,6.356
btn,2012,6.316
btn,2013,6.288
btn,2014,6.27
btn,2015,6.257
btn,2016,6.248
btn,2017,6.243
btn,2018,6.245
btn,2019,6.251
btn,2020,6.261
bwa,1960,17.687
bwa,1961,17.275
bwa,1962,16.867
bwa,1963,16.464
bwa,1964,16.066
bwa,1965,15.672
bwa,1966,15.28
bwa,1967,14.886
bwa,1968,14.489
bwa,1969,14.087
bwa,1970,13.68
bwa,1971,13.267
bwa,1972,12.851
bwa,1973,12.434
bwa,1974,12.02
bwa,1975,11.613
bwa,1976,11.215
bwa,1977,10.829
bwa,1978,10.459
bwa,1979,10.109
bwa,1980,9.775
bwa,1981,9.45
bwa,1982,9.135
bwa,1983,8.839
bwa,1984,8.576
bwa,1985,8.375
bwa,1986,8.267
bwa,1987,8.271
bwa,1988,8.394
bwa,1989,8.63
bwa,1990,8.966
bwa,1991,9.375
bwa,1992,9.823
bwa,1993,10.278
bwa,1994,10.725
bwa,1995,11.167
bwa,1996,11.626
bwa,1997,12.113
bwa,1998,12.618
bwa,1999,13.11
bwa,2000,13.535
bwa,2001,13.83
bwa,2002,13.951
bwa,2003,13.872
bwa,2004,13.588
bwa,2005,13.103
bwa,2006,12.44
bwa,2007,11.658
bwa,2008,10.817
bwa,2009,9.965
bwa,2010,9.146
bwa,2011,8.391
bwa,2012,7.713
bwa,2013,7.122
bwa,2014,6.634
bwa,2015,6.259
bwa,2016,6
bwa,2017,5.834
bwa,2018,5.742
bwa,2019,5.708
bwa,2020,5.718
caf,1960,28.161
caf,1961,27.758
caf,1962,27.335
caf,1963,26.888
caf,1964,26.414
caf,1965,25.909
caf,1966,25.364
caf,1967,24.782
caf,1968,24.166
caf,1969,23.523
caf,1970,22.859
caf,1971,22.18
caf,1972,21.499
caf,1973,20.828
caf,1974,20.184
caf,1975,19.579
caf,1976,19.025
caf,1977,18.527
caf,1978,18.087
caf,1979,17.711
caf,1980,17.401
caf,1981,17.158
caf,1982,16.973
caf,1983,16.838
caf,1984,16.748
caf,1985,16.695
caf,1986,16.671
caf,1987,16.672
caf,1988,16.698
caf,1989,16.749
caf,1990,16.833
caf,1991,16.968
caf,1992,17.159
caf,1993,17.404
caf,1994,17.691
caf,1995,18.005
caf,1996,18.326
caf,1997,18.63
caf,1998,18.892
caf,1999,19.093
caf,2000,19.212
caf,2001,19.237
caf,2002,19.173
caf,2003,19.026
caf,2004,18.799
caf,2005,18.5
caf,2006,18.137
caf,2007,17.727
caf,2008,17.283
caf,2009,16.816
caf,2010,16.329
caf,2011,15.817
caf,2012,15.28
caf,2013,14.725
caf,2014,14.164
caf,2015,13.621
caf,2016,13.119
caf,2017,12.671
caf,2018,12.289
caf,2019,11.974
caf,2020,11.722
can,1960,7.8
can,1961,7.7
can,1962,7.7
can,1963,7.8
can,1964,7.5
can,1965,7.6
can,1966,7.5
can,1967,7.4
can,1968,7.4
can,1969,7.3
can,1970,7.3
can,1971,7.3
can,1972,7.4
can,1973,7.4
can,1974,7.4
can,1975,7.3
can,1976,7.2
can,1977,7.1
can,1978,7.1
can,1979,7
can,1980,7.1
can,1981,7
can,1982,7.1
can,1983,7
can,1984,7
can,1985,7
can,1986,7.2
can,1987,7.2
can,1988,7.3
can,1989,7.3
can,1990,7.3
can,1991,7
can,1992,6.9
can,1993,7.1
can,1994,7.1
can,1995,7.2
can,1996,7.2
can,1997,7.2
can,1998,7.2
can,1999,7.2
can,2000,7.1
can,2001,7.1
can,2002,7.1
can,2003,7.1
can,2004,7.1
can,2005,7.1
can,2006,7
can,2007,7.1
can,2008,7.2
can,2009,7.1
can,2010,7
can,2011,7.1
can,2012,7.1
can,2013,7.2
can,2014,7.3
can,2015,7.4
can,2016,7.4
can,2017,7.5
can,2018,7.7
can,2019,7.6
can,2020,8.1
chanisl,1960,12.157
chanisl,1961,12.188
chanisl,1962,12.209
chanisl,1963,12.213
chanisl,1964,12.2
chanisl,1965,12.171
chanisl,1966,12.13
chanisl,1967,12.087
chanisl,1968,12.045
chanisl,1969,12.009
chanisl,1970,11.978
chanisl,1971,11.951
chanisl,1972,11.925
chanisl,1973,11.897
chanisl,1974,11.864
chanisl,1975,11.824
chanisl,1976,11.774
chanisl,1977,11.715
chanisl,1978,11.647
chanisl,1979,11.571
chanisl,1980,11.492
chanisl,1981,11.413
chanisl,1982,11.338
chanisl,1983,11.269
chanisl,1984,11.206
chanisl,1985,11.15
chanisl,1986,11.102
chanisl,1987,11.056
chanisl,1988,11.007
chanisl,1989,10.948
chanisl,1990,10.867
chanisl,1991,10.751
chanisl,1992,10.596
chanisl,1993,10.401
chanisl,1994,10.175
chanisl,1995,9.929
chanisl,1996,9.682
chanisl,1997,9.451
chanisl,1998,9.249
chanisl,1999,9.081
chanisl,2000,8.945
chanisl,2001,8.835
chanisl,2002,8.735
chanisl,2003,8.636
chanisl,2004,8.534
chanisl,2005,8.431
chanisl,2006,8.331
chanisl,2007,8.24
chanisl,2008,8.162
chanisl,2009,8.098
chanisl,2010,8.046
chanisl,2011,8.002
chanisl,2012,7.963
chanisl,2013,7.925
chanisl,2014,7.89
chanisl,2015,7.858
chanisl,2016,7.833
chanisl,2017,7.817
chanisl,2018,7.814
chanisl,2019,7.824
chanisl,2020,7.848
che,1960,9.8
che,1961,9.4
che,1962,9.9
che,1963,10
che,1964,9.3
che,1965,9.5
che,1966,9.4
che,1967,9.2
che,1968,9.5
che,1969,9.5
che,1970,9.2
che,1971,9.3
che,1972,9
che,1973,9
che,1974,8.9
che,1975,8.8
che,1976,9.1
che,1977,8.9
che,1978,9.2
che,1979,9.1
che,1980,9.4
che,1981,9.4
che,1982,9.3
che,1983,9.5
che,1984,9.1
che,1985,9.2
che,1986,9.2
che,1987,9.3
che,1988,9
che,1989,9.2
che,1990,9.5
che,1991,9.2
che,1992,9.1
che,1993,9
che,1994,8.9
che,1995,9
che,1996,8.9
che,1997,8.9
che,1998,8.8
che,1999,8.7
che,2000,8.7
che,2001,8.5
che,2002,8.5
che,2003,8.6
che,2004,8.1
che,2005,8.2
che,2006,8.1
che,2007,8.1
che,2008,8
che,2009,8.1
che,2010,8
che,2011,7.8
che,2012,8
che,2013,8
che,2014,7.8
che,2015,8.2
che,2016,7.8
che,2017,7.9
che,2018,7.9
che,2019,7.9
che,2020,8.8
chl,1960,11.498
chl,1961,11.27
chl,1962,11.032
chl,1963,10.784
chl,1964,10.525
chl,1965,10.255
chl,1966,9.975
chl,1967,9.689
chl,1968,9.399
chl,1969,9.11
chl,1970,8.823
chl,1971,8.54
chl,1972,8.262
chl,1973,7.991
chl,1974,7.73
chl,1975,7.48
chl,1976,7.242
chl,1977,7.017
chl,1978,6.806
chl,1979,6.609
chl,1980,6.429
chl,1981,6.268
chl,1982,6.125
chl,1983,6
chl,1984,5.893
chl,1985,5.802
chl,1986,5.728
chl,1987,5.667
chl,1988,5.617
chl,1989,5.576
chl,1990,5.54
chl,1991,5.508
chl,1992,5.477
chl,1993,5.448
chl,1994,5.419
chl,1995,5.393
chl,1996,5.369
chl,1997,5.35
chl,1998,5.337
chl,1999,5.332
chl,2000,5.335
chl,2001,5.345
chl,2002,5.362
chl,2003,5.384
chl,2004,5.411
chl,2005,5.442
chl,2006,5.476
chl,2007,5.511
chl,2008,5.549
chl,2009,5.588
chl,2010,5.631
chl,2011,5.677
chl,2012,5.728
chl,2013,5.785
chl,2014,5.848
chl,2015,5.917
chl,2016,5.993
chl,2017,6.076
chl,2018,6.163
chl,2019,6.254
chl,2020,6.348
chn,1960,25.43
chn,1961,14.24
chn,1962,10.02
chn,1963,10.04
chn,1964,11.5
chn,1965,9.5
chn,1966,8.83
chn,1967,8.43
chn,1968,8.21
chn,1969,8.03
chn,1970,7.6
chn,1971,7.32
chn,1972,7.61
chn,1973,7.04
chn,1974,7.34
chn,1975,7.32
chn,1976,7.25
chn,1977,6.87
chn,1978,6.25
chn,1979,6.21
chn,1980,6.34
chn,1981,6.36
chn,1982,6.6
chn,1983,6.9
chn,1984,6.82
chn,1985,6.78
chn,1986,6.86
chn,1987,6.72
chn,1988,6.64
chn,1989,6.54
chn,1990,6.67
chn,1991,6.7
chn,1992,6.64
chn,1993,6.64
chn,1994,6.49
chn,1995,6.57
chn,1996,6.56
chn,1997,6.51
chn,1998,6.5
chn,1999,6.46
chn,2000,6.45
chn,2001,6.43
chn,2002,6.41
chn,2003,6.4
chn,2004,6.42
chn,2005,6.51
chn,2006,6.81
chn,2007,6.93
chn,2008,7.06
chn,2009,7.08
chn,2010,7.11
chn,2011,7.14
chn,2012,7.13
chn,2013,7.13
chn,2014,7.12
chn,2015,7.07
chn,2016,7.04
chn,2017,7.06
chn,2018,7.08
chn,2019,7.09
chn,2020,7.07
civ,1960,28.627
civ,1961,27.694
civ,1962,26.792
civ,1963,25.934
civ,1964,25.126
civ,1965,24.362
civ,1966,23.626
civ,1967,22.899
civ,1968,22.167
civ,1969,21.43
civ,1970,20.695
civ,1971,19.973
civ,1972,19.282
civ,1973,18.632
civ,1974,18.03
civ,1975,17.475
civ,1976,16.963
civ,1977,16.484
civ,1978,16.032
civ,1979,15.606
civ,1980,15.205
civ,1981,14.831
civ,1982,14.489
civ,1983,14.182
civ,1984,13.912
civ,1985,13.684
civ,1986,13.497
civ,1987,13.353
civ,1988,13.253
civ,1989,13.197
civ,1990,13.193
civ,1991,13.247
civ,1992,13.359
civ,1993,13.521
civ,1994,13.722
civ,1995,13.95
civ,1996,14.196
civ,1997,14.442
civ,1998,14.669
civ,1999,14.858
civ,2000,14.989
civ,2001,15.044
civ,2002,15.021
civ,2003,14.92
civ,2004,14.743
civ,2005,14.492
civ,2006,14.174
civ,2007,13.806
civ,2008,13.407
civ,2009,12.994
civ,2010,12.58
civ,2011,12.176
civ,2012,11.787
civ,2013,11.417
civ,2014,11.076
civ,2015,10.769
civ,2016,10.5
civ,2017,10.262
civ,2018,10.053
civ,2019,9.869
civ,2020,9.707
cmr,1960,22.243
cmr,1961,21.948
cmr,1962,21.657
cmr,1963,21.37
cmr,1964,21.083
cmr,1965,20.794
cmr,1966,20.496
cmr,1967,20.186
cmr,1968,19.861
cmr,1969,19.522
cmr,1970,19.167
cmr,1971,18.798
cmr,1972,18.42
cmr,1973,18.039
cmr,1974,17.66
cmr,1975,17.289
cmr,1976,16.932
cmr,1977,16.591
cmr,1978,16.27
cmr,1979,15.969
cmr,1980,15.687
cmr,1981,15.417
cmr,1982,15.157
cmr,1983,14.907
cmr,1984,14.671
cmr,1985,14.459
cmr,1986,14.284
cmr,1987,14.155
cmr,1988,14.076
cmr,1989,14.047
cmr,1990,14.072
cmr,1991,14.15
cmr,1992,14.269
cmr,1993,14.411
cmr,1994,14.558
cmr,1995,14.687
cmr,1996,14.774
cmr,1997,14.805
cmr,1998,14.771
cmr,1999,14.669
cmr,2000,14.499
cmr,2001,14.269
cmr,2002,14
cmr,2003,13.71
cmr,2004,13.409
cmr,2005,13.104
cmr,2006,12.801
cmr,2007,12.496
cmr,2008,12.191
cmr,2009,11.887
cmr,2010,11.583
cmr,2011,11.277
cmr,2012,10.968
cmr,2013,10.657
cmr,2014,10.347
cmr,2015,10.046
cmr,2016,9.762
cmr,2017,9.501
cmr,2018,9.266
cmr,2019,9.059
cmr,2020,8.879
cod,1960,22.794
cod,1961,22.589
cod,1962,22.394
cod,1963,22.199
cod,1964,21.996
cod,1965,21.776
cod,1966,21.533
cod,1967,21.269
cod,1968,20.99
cod,1969,20.702
cod,1970,20.416
cod,1971,20.149
cod,1972,19.911
cod,1973,19.706
cod,1974,19.533
cod,1975,19.385
cod,1976,19.246
cod,1977,19.101
cod,1978,18.939
cod,1979,18.756
cod,1980,18.555
cod,1981,18.345
cod,1982,18.138
cod,1983,17.942
cod,1984,17.76
cod,1985,17.585
cod,1986,17.409
cod,1987,17.224
cod,1988,17.029
cod,1989,16.832
cod,1990,16.657
cod,1991,16.532
cod,1992,16.473
cod,1993,16.479
cod,1994,16.536
cod,1995,16.609
cod,1996,16.655
cod,1997,16.633
cod,1998,16.514
cod,1999,16.288
cod,2000,15.955
cod,2001,15.531
cod,2002,15.052
cod,2003,14.554
cod,2004,14.055
cod,2005,13.573
cod,2006,13.12
cod,2007,12.694
cod,2008,12.295
cod,2009,11.926
cod,2010,11.587
cod,2011,11.273
cod,2012,10.978
cod,2013,10.696
cod,2014,10.424
cod,2015,10.164
cod,2016,9.919
cod,2017,9.691
cod,2018,9.482
cod,2019,9.292
cod,2020,9.118
cog,1960,18.924
cog,1961,18.485
cog,1962,18.069
cog,1963,17.674
cog,1964,17.299
cog,1965,16.943
cog,1966,16.602
cog,1967,16.273
cog,1968,15.953
cog,1969,15.639
cog,1970,15.332
cog,1971,15.029
cog,1972,14.733
cog,1973,14.443
cog,1974,14.16
cog,1975,13.88
cog,1976,13.599
cog,1977,13.318
cog,1978,13.038
cog,1979,12.763
cog,1980,12.494
cog,1981,12.236
cog,1982,11.995
cog,1983,11.777
cog,1984,11.591
cog,1985,11.445
cog,1986,11.349
cog,1987,11.305
cog,1988,11.313
cog,1989,11.371
cog,1990,11.481
cog,1991,11.647
cog,1992,11.858
cog,1993,12.097
cog,1994,12.344
cog,1995,12.576
cog,1996,12.775
cog,1997,12.921
cog,1998,12.999
cog,1999,12.995
cog,2000,12.891
cog,2001,12.674
cog,2002,12.355
cog,2003,11.951
cog,2004,11.48
cog,2005,10.966
cog,2006,10.435
cog,2007,9.912
cog,2008,9.42
cog,2009,8.974
cog,2010,8.582
cog,2011,8.241
cog,2012,7.937
cog,2013,7.659
cog,2014,7.406
cog,2015,7.18
cog,2016,6.987
cog,2017,6.828
cog,2018,6.705
cog,2019,6.612
cog,2020,6.546
col,1960,11.666
col,1961,11.306
col,1962,10.959
col,1963,10.619
col,1964,10.282
col,1965,9.945
col,1966,9.608
col,1967,9.273
col,1968,8.945
col,1969,8.626
col,1970,8.322
col,1971,8.037
col,1972,7.774
col,1973,7.534
col,1974,7.318
col,1975,7.122
col,1976,6.941
col,1977,6.768
col,1978,6.602
col,1979,6.441
col,1980,6.286
col,1981,6.143
col,1982,6.017
col,1983,5.909
col,1984,5.823
col,1985,5.758
col,1986,5.718
col,1987,5.698
col,1988,5.692
col,1989,5.695
col,1990,5.698
col,1991,5.693
col,1992,5.672
col,1993,5.635
col,1994,5.58
col,1995,5.511
col,1996,5.434
col,1997,5.357
col,1998,5.288
col,1999,5.231
col,2000,5.189
col,2001,5.161
col,2002,5.145
col,2003,5.136
col,2004,5.135
col,2005,5.14
col,2006,5.152
col,2007,5.169
col,2008,5.191
col,2009,5.218
col,2010,5.247
col,2011,5.277
col,2012,5.307
col,2013,5.339
col,2014,5.373
col,2015,5.41
col,2016,5.453
col,2017,5.503
col,2018,5.562
col,2019,5.63
col,2020,5.706
com,1960,23.413
com,1961,23.013
com,1962,22.6
com,1963,22.184
com,1964,21.768
com,1965,21.356
com,1966,20.945
com,1967,20.532
com,1968,20.116
com,1969,19.701
com,1970,19.293
com,1971,18.902
com,1972,18.53
com,1973,18.179
com,1974,17.844
com,1975,17.518
com,1976,17.19
com,1977,16.849
com,1978,16.486
com,1979,16.1
com,1980,15.691
com,1981,15.262
com,1982,14.824
com,1983,14.384
com,1984,13.948
com,1985,13.519
com,1986,13.097
com,1987,12.682
com,1988,12.275
com,1989,11.882
com,1990,11.508
com,1991,11.158
com,1992,10.835
com,1993,10.542
com,1994,10.282
com,1995,10.061
com,1996,9.883
com,1997,9.745
com,1998,9.641
com,1999,9.563
com,2000,9.501
com,2001,9.445
com,2002,9.384
com,2003,9.31
com,2004,9.217
com,2005,9.099
com,2006,8.954
com,2007,8.79
com,2008,8.614
com,2009,8.429
com,2010,8.244
com,2011,8.065
com,2012,7.897
com,2013,7.744
com,2014,7.608
com,2015,7.491
com,2016,7.389
com,2017,7.298
com,2018,7.214
com,2019,7.135
com,2020,7.061
cpv,1960,20.396
cpv,1961,20.011
cpv,1962,19.545
cpv,1963,18.999
cpv,1964,18.381
cpv,1965,17.718
cpv,1966,17.043
cpv,1967,16.386
cpv,1968,15.769
cpv,1969,15.202
cpv,1970,14.672
cpv,1971,14.154
cpv,1972,13.622
cpv,1973,13.064
cpv,1974,12.485
cpv,1975,11.91
cpv,1976,11.37
cpv,1977,10.897
cpv,1978,10.51
cpv,1979,10.213
cpv,1980,9.998
cpv,1981,9.85
cpv,1982,9.737
cpv,1983,9.632
cpv,1984,9.519
cpv,1985,9.388
cpv,1986,9.234
cpv,1987,9.063
cpv,1988,8.882
cpv,1989,8.688
cpv,1990,8.483
cpv,1991,8.269
cpv,1992,8.047
cpv,1993,7.822
cpv,1994,7.597
cpv,1995,7.371
cpv,1996,7.141
cpv,1997,6.908
cpv,1998,6.677
cpv,1999,6.454
cpv,2000,6.253
cpv,2001,6.087
cpv,2002,5.965
cpv,2003,5.888
cpv,2004,5.855
cpv,2005,5.86
cpv,2006,5.89
cpv,2007,5.932
cpv,2008,5.97
cpv,2009,5.997
cpv,2010,6.005
cpv,2011,5.991
cpv,2012,5.961
cpv,2013,5.918
cpv,2014,5.866
cpv,2015,5.807
cpv,2016,5.744
cpv,2017,5.682
cpv,2018,5.625
cpv,2019,5.576
cpv,2020,5.536
cri,1960,10.229
cri,1961,9.864
cri,1962,9.488
cri,1963,9.108
cri,1964,8.729
cri,1965,8.357
cri,1966,7.998
cri,1967,7.654
cri,1968,7.328
cri,1969,7.021
cri,1970,6.733
cri,1971,6.465
cri,1972,6.213
cri,1973,5.973
cri,1974,5.744
cri,1975,5.527
cri,1976,5.319
cri,1977,5.121
cri,1978,4.935
cri,1979,4.762
cri,1980,4.603
cri,1981,4.463
cri,1982,4.342
cri,1983,4.241
cri,1984,4.159
cri,1985,4.095
cri,1986,4.047
cri,1987,4.011
cri,1988,3.984
cri,1989,3.964
cri,1990,3.947
cri,1991,3.933
cri,1992,3.921
cri,1993,3.911
cri,1994,3.904
cri,1995,3.9
cri,1996,3.9
cri,1997,3.904
cri,1998,3.915
cri,1999,3.933
cri,2000,3.959
cri,2001,3.993
cri,2002,4.035
cri,2003,4.083
cri,2004,4.138
cri,2005,4.197
cri,2006,4.26
cri,2007,4.325
cri,2008,4.39
cri,2009,4.456
cri,2010,4.521
cri,2011,4.587
cri,2012,4.654
cri,2013,4.722
cri,2014,4.791
cri,2015,4.862
cri,2016,4.933
cri,2017,5.005
cri,2018,5.078
cri,2019,5.152
cri,2020,5.227
cub,1960,8.834
cub,1961,8.686
cub,1962,8.524
cub,1963,8.336
cub,1964,8.121
cub,1965,7.882
cub,1966,7.628
cub,1967,7.375
cub,1968,7.138
cub,1969,6.922
cub,1970,6.729
cub,1971,6.556
cub,1972,6.397
cub,1973,6.252
cub,1974,6.121
cub,1975,6.011
cub,1976,5.928
cub,1977,5.877
cub,1978,5.861
cub,1979,5.878
cub,1980,5.927
cub,1981,6.004
cub,1982,6.102
cub,1983,6.212
cub,1984,6.329
cub,1985,6.45
cub,1986,6.573
cub,1987,6.699
cub,1988,6.823
cub,1989,6.942
cub,1990,7.046
cub,1991,7.128
cub,1992,7.185
cub,1993,7.216
cub,1994,7.225
cub,1995,7.215
cub,1996,7.195
cub,1997,7.174
cub,1998,7.16
cub,1999,7.156
cub,2000,7.165
cub,2001,7.182
cub,2002,7.204
cub,2003,7.228
cub,2004,7.256
cub,2005,7.291
cub,2006,7.34
cub,2007,7.406
cub,2008,7.491
cub,2009,7.597
cub,2010,7.721
cub,2011,7.862
cub,2012,8.015
cub,2013,8.175
cub,2014,8.338
cub,2015,8.502
cub,2016,8.665
cub,2017,8.827
cub,2018,8.988
cub,2019,9.146
cub,2020,9.3
cym,1985,5.6
cym,1986,6
cym,1987,4.6
cym,1988,4.6
cym,1989,4.5
cym,1990,4.1
cym,1991,4.1
cym,1992,4
cym,1993,4
cym,1994,4
cym,1995,3.4
cym,1996,3.6
cym,1997,3.4
cym,1998,3.1
cym,1999,3.3
cym,2000,3.4
cym,2001,3.2
cym,2002,2.8
cym,2003,3.5
cym,2004,4.6
cym,2005,3.8
cym,2006,3.4
cym,2007,3
cym,2008,3
cym,2009,3.1
cym,2010,3
cym,2011,3.2
cym,2012,3.3
cym,2013,3.2
cym,2014,2.9
cym,2015,2.9
cym,2016,3.1
cym,2017,3.4
cym,2018,3.3
cym,2019,3.8
cym,2020,3.3
cyp,1960,7.506
cyp,1961,7.324
cyp,1962,7.132
cyp,1963,6.94
cyp,1964,6.766
cyp,1965,6.644
cyp,1966,6.612
cyp,1967,6.686
cyp,1968,6.863
cyp,1969,7.129
cyp,1970,7.445
cyp,1971,7.763
cyp,1972,8.031
cyp,1973,8.215
cyp,1974,8.299
cyp,1975,8.285
cyp,1976,8.189
cyp,1977,8.051
cyp,1978,7.906
cyp,1979,7.769
cyp,1980,7.649
cyp,1981,7.549
cyp,1982,7.462
cyp,1983,7.382
cyp,1984,7.309
cyp,1985,7.243
cyp,1986,7.183
cyp,1987,7.128
cyp,1988,7.077
cyp,1989,7.029
cyp,1990,6.987
cyp,1991,6.953
cyp,1992,6.928
cyp,1993,6.911
cyp,1994,6.902
cyp,1995,6.898
cyp,1996,6.895
cyp,1997,6.889
cyp,1998,6.88
cyp,1999,6.865
cyp,2000,6.847
cyp,2001,6.828
cyp,2002,6.811
