geo,time,gc_tax_gsrv_rv_zs
fra,1994,27.73142
fra,1995,26.34011
fra,1996,26.62461
fra,1997,26.6151
fra,1998,26.59102
fra,1999,26.38297
fra,2000,25.82389
fra,2001,24.98011
fra,2002,25.37565
fra,2003,25.46505
fra,2004,24.99712
fra,2005,24.53319
fra,2006,24.05298
fra,2007,23.48658
fra,2008,22.72393
fra,2009,22.77668
fra,2010,22.12033
fra,2011,22.34677
fra,2012,22.09067
fra,2013,21.8725
fra,2014,21.98528
fra,2015,22.27684
fra,2016,22.46099
fra,2017,22.6929
fra,2018,22.89388
fra,2019,23.47102
fsm,2008,5.71586
fsm,2009,4.48522
fsm,2010,4.12717
fsm,2011,4.53802
fsm,2012,4.19101
fsm,2013,4.84043
fsm,2014,3.90167
fsm,2015,3.91473
fsm,2016,3.42901
fsm,2017,2.76804
fsm,2018,2.76623
fsm,2019,2.8953
gab,2012,7.46058
gab,2013,11.23291
gab,2014,12.95822
gab,2015,10.6437
gab,2016,15.85526
gab,2017,14.87709
gab,2018,10.20124
gab,2019,10.61812
gbr,1972,28.13865
gbr,1973,27.32538
gbr,1974,25.66272
gbr,1975,24.53763
gbr,1976,24.84821
gbr,1977,25.20589
gbr,1978,25.64135
gbr,1979,26.20713
gbr,1980,28.46545
gbr,1981,27.86252
gbr,1982,28.57861
gbr,1983,29.53116
gbr,1984,30.51433
gbr,1985,31.03106
gbr,1986,32.0456
gbr,1987,30.43528
gbr,1988,31.19302
gbr,1989,30.38932
gbr,1990,28.3536
gbr,1991,29.27767
gbr,1992,31.15087
gbr,1993,32.21582
gbr,1994,33.01066
gbr,1995,33.80725
gbr,1996,34.3154
gbr,1997,34.38808
gbr,1998,33.75941
gbr,1999,34.47204
gbr,2000,33.4929
gbr,2001,32.97374
gbr,2002,34.06334
gbr,2003,34.12086
gbr,2004,33.0736
gbr,2005,30.93062
gbr,2006,31.27242
gbr,2007,31.16806
gbr,2008,29.14071
gbr,2009,29.70864
gbr,2010,31.87613
gbr,2011,33.57032
gbr,2012,33.27015
gbr,2013,33.42644
gbr,2014,34.38388
gbr,2015,34.17868
gbr,2016,33.89302
gbr,2017,33.36528
gbr,2018,33.41009
gbr,2019,33.23392
geo,1995,24.1624
geo,1996,32.98817
geo,1997,42.6919
geo,1998,37.87986
geo,1999,47.83133
geo,2000,46.43793
geo,2001,45.168
geo,2002,50.19788
geo,2003,46.31238
geo,2004,39.69125
geo,2005,47.76351
geo,2006,47.04037
geo,2007,49.59126
geo,2008,46.23095
geo,2009,50.0612
geo,2010,50.208
geo,2011,52.29035
geo,2012,51.47257
geo,2013,46.618
geo,2014,49.18714
geo,2015,45.13594
geo,2016,41.60713
geo,2017,46.92367
geo,2018,49.60644
geo,2019,50.30313
geo,2020,48.58526
gha,1990,26.82869
gha,1991,35.29184
gha,1992,35.16603
gha,1993,30.77395
gha,2001,14.80273
gha,2002,20.90999
gha,2003,33.50609
gha,2004,34.91582
gha,2005,35.90354
gha,2006,36.5587
gha,2007,33.83689
gha,2008,33.07785
gha,2009,29.34761
gha,2010,27.5064
gha,2011,27.43674
gha,2012,26.78432
gha,2013,26.19778
gha,2016,37.94657
gha,2017,33.61884
gha,2018,31.55208
gha,2019,32.13149
gin,1990,12.29654
gin,1991,18.40742
gin,1992,20.48053
gmb,1990,28.2873
gnb,2017,23.73066
gnb,2019,23.41497
gnq,2006,1.37123
gnq,2007,1.3111
gnq,2008,0.99126
gnq,2009,1.85804
gnq,2010,2.12038
gnq,2011,1.90519
gnq,2012,2.99494
gnq,2013,2.08863
gnq,2014,2.42784
gnq,2015,4.7434
gnq,2016,7.10027
gnq,2017,6.10522
gnq,2018,6.5033
gnq,2019,7.82953
grc,1972,38.92781
grc,1973,37.69519
grc,1974,34.98469
grc,1975,36.32464
grc,1976,37.24794
grc,1977,37.84469
grc,1978,37.80019
grc,1979,36.81784
grc,1980,33.33587
grc,1981,34.54004
grc,1982,34.11044
grc,1983,32.76014
grc,1984,37.14693
grc,1985,37.09039
grc,1986,40.34939
grc,1987,41.76327
grc,1988,41.59778
grc,1989,42.56282
grc,1990,44.45059
grc,1995,34.74201
grc,1996,34.29084
grc,1997,32.35717
grc,1998,30.42584
grc,1999,31.86236
grc,2000,30.5749
grc,2001,31.22882
grc,2002,32.47824
grc,2003,31.32102
grc,2004,30.01088
grc,2005,30.19035
grc,2006,31.25523
grc,2007,31.18924
grc,2008,30.9758
grc,2009,30.76663
grc,2010,31.4872
grc,2011,31.55465
grc,2012,30.51654
grc,2013,30.01411
grc,2014,31.76456
grc,2015,31.42305
grc,2016,32.39134
grc,2017,33.00827
grc,2018,33.30112
grc,2019,33.52708
gtm,1990,40.94694
gtm,1991,34.26481
gtm,1992,37.04795
gtm,1993,43.67139
gtm,1994,48.28873
gtm,1995,46.18117
gtm,1996,52.11912
gtm,1997,55.40881
gtm,1998,61.36806
gtm,1999,62.77437
gtm,2000,60.28068
gtm,2001,53.20799
gtm,2002,55.20079
gtm,2003,55.98725
gtm,2004,57.87282
gtm,2005,51.68763
gtm,2006,56.34671
gtm,2007,58.53974
gtm,2008,58.14158
gtm,2009,56.39238
gtm,2010,57.02237
gtm,2011,56.24525
gtm,2012,56.69951
gtm,2013,56.20879
gtm,2014,53.61794
gtm,2015,55.16727
gtm,2016,52.21317
gtm,2017,53.95022
gtm,2018,54.82621
gtm,2019,55.35189
hnd,1972,34.33852
hnd,1973,32.67163
hnd,1974,29.13669
hnd,1975,27.76516
hnd,1976,26.92111
hnd,1977,27.15454
hnd,1978,26.00655
hnd,1979,25.82331
hnd,1980,24.44534
hnd,1981,26.6055
hnd,2003,44.78197
hnd,2004,43.80033
hnd,2005,42.27233
hnd,2006,42.25817
hnd,2007,42.33402
hnd,2008,39.78129
hnd,2009,39.63757
hnd,2010,40.68073
hnd,2011,40.66629
hnd,2012,41.01731
hnd,2013,39.629
hnd,2014,44.26339
hnd,2015,47.67482
hrv,1991,24.51923
hrv,1992,37.58383
hrv,1993,43.50748
hrv,1994,43.81862
hrv,2001,40.06415
hrv,2002,43.44232
hrv,2003,45.31689
hrv,2004,45.36735
hrv,2005,45.3399
hrv,2006,45.42854
hrv,2007,43.94611
hrv,2008,44.62754
hrv,2009,42.87626
hrv,2010,45.27692
hrv,2011,45.00663
hrv,2012,45.73417
hrv,2013,47.89975
hrv,2014,47.89505
hrv,2015,47.62282
hrv,2016,46.19455
hrv,2017,46.80334
hrv,2018,47.697
hrv,2019,47.72474
hun,1981,38.31574
hun,1982,40.87075
hun,1983,38.72033
hun,1984,32.58595
hun,1985,31.81734
hun,1986,29.61437
hun,1987,31.08722
hun,1988,40.20762
hun,1989,32.40199
hun,1990,31.33195
hun,1991,25.60816
hun,1992,27.40357
hun,1993,27.55776
hun,1994,26.77933
hun,1995,29.26703
hun,1996,28.82608
hun,1997,31.11409
hun,1998,33.50174
hun,1999,34.58628
hun,2000,35.45127
hun,2001,33.91553
hun,2002,33.78272
hun,2003,36.00738
hun,2004,38.22371
hun,2005,37.20784
hun,2006,35.23228
hun,2007,34.48453
hun,2008,32.02176
hun,2009,33.45868
hun,2010,37.18235
hun,2011,37.75775
hun,2012,37.50206
hun,2013,36.95187
hun,2014,36.94963
hun,2015,36.40801
hun,2016,36.4332
hun,2017,36.60931
hun,2018,37.67842
hun,2019,37.5519
idn,1972,22.51553
idn,1973,20.4902
idn,1974,12.60229
idn,1975,12.78261
idn,1976,14.01617
idn,1977,13.2361
idn,1978,13.70489
idn,1979,9.30496
idn,1980,8.63925
idn,1981,7.83986
idn,1982,10.36286
idn,1983,10.3346
idn,1984,9.35163
idn,1985,16.07608
idn,1986,23.28831
idn,1987,18.1389
idn,1988,24.47277
idn,1989,25.14007
idn,1990,23.70722
idn,1991,26.28551
idn,1992,25.85645
idn,1993,26.35392
idn,1994,34.02773
idn,1995,33.80466
idn,1996,30.28276
idn,1997,28.21211
idn,1998,24.97439
idn,1999,28.17176
idn,2001,25.91197
idn,2002,29.93285
idn,2003,32.14953
idn,2004,32.03636
idn,2008,27.14888
idn,2009,30.19499
idn,2010,30.63262
idn,2011,29.31167
idn,2012,32.33322
idn,2013,34.27858
idn,2014,34.05592
idn,2015,37.77237
idn,2016,35.79192
idn,2017,38.11164
idn,2018,35.89542
idn,2019,35.9408
ind,1974,44.07227
ind,1975,42.67407
ind,1976,42.35678
ind,1977,40.29592
ind,1978,42.6792
ind,1979,42.60703
ind,1980,41.39512
ind,1981,39.43361
ind,1982,37.35393
ind,1983,41.64247
ind,1984,39.16425
ind,1985,37.42977
ind,1986,36.00981
ind,1987,36.01792
ind,1988,35.56775
ind,1989,34.87611
ind,1990,35.89154
ind,1991,34.48232
ind,1992,33.23011
ind,1993,31.80027
ind,1994,31.26988
ind,1995,28.35519
ind,1996,27.35105
ind,1997,27.30673
ind,1998,28.87434
ind,1999,27.9612
ind,2000,28.9265
ind,2001,30.15006
ind,2002,30.36666
ind,2003,30.20372
ind,2004,29.71483
ind,2005,30.76229
ind,2006,28.49027
ind,2007,24.90026
ind,2008,26.26401
ind,2009,23.7764
ind,2010,21.67563
ind,2011,24.98188
ind,2012,26.00492
ind,2013,27.30043
ind,2014,25.55704
ind,2015,29.83301
ind,2016,32.93058
ind,2017,37.34565
ind,2018,40.86735
irl,1972,33.09353
irl,1973,33.72922
irl,1974,31.69456
irl,1975,30.6038
irl,1976,31.12339
irl,1977,31.19503
irl,1978,35.10638
irl,1979,32.03812
irl,1980,30.05634
irl,1981,29.2749
irl,1982,30.10523
irl,1983,31.87538
irl,1984,31.95604
irl,1985,30.93966
irl,1986,37.75433
irl,1987,35.82956
irl,1988,37.76337
irl,1989,40.96632
irl,1990,37.9271
irl,1991,35.27541
irl,1992,35.19347
irl,1993,32.94991
irl,1994,35.38921
irl,1995,35.82179
irl,1996,36.15757
irl,1997,35.79615
irl,1998,36.18973
irl,1999,35.84609
irl,2000,38.12913
irl,2001,37.10071
irl,2002,38.21643
irl,2003,38.26886
irl,2004,38.52399
irl,2005,39.08521
irl,2006,38.73279
irl,2007,37.83036
irl,2008,35.90111
irl,2009,33.07136
irl,2010,32.73744
irl,2011,30.38016
irl,2012,30.08972
irl,2013,30.83729
irl,2014,31.57738
irl,2015,31.09198
irl,2016,31.29103
irl,2017,31.50439
irl,2018,30.24835
irl,2019,30.34293
irn,1972,6.5528
irn,1973,5.12245
irn,1974,2.31939
irn,1975,2.74773
irn,1976,2.69557
irn,1977,2.90483
irn,1978,4.00115
irn,1979,2.81943
irn,1980,4.02797
irn,1981,3.83355
irn,1982,4.52507
irn,1983,4.95691
irn,1984,6.0459
irn,1985,8.75595
irn,1986,12.36863
irn,1987,10.63635
irn,1988,9.48042
irn,1989,6.36031
irn,1990,5.41484
irn,1991,6.41852
irn,1992,5.65331
irn,1993,2.76334
irn,1994,3.66051
irn,1995,6.03091
irn,1996,5.97704
irn,1997,9.4931
irn,1998,12.18015
irn,1999,16.84902
irn,2000,7.5027
irn,2001,5.57018
irn,2002,4.26708
irn,2003,4.3602
irn,2004,3.32848
irn,2005,3.02423
irn,2006,2.66841
irn,2007,2.63689
irn,2008,2.30017
irn,2009,3.51532
irq,2014,0.25348
irq,2015,0.55303
irq,2016,1.46953
irq,2017,0.38582
irq,2018,0.297
irq,2019,0.35118
isl,1972,35.76227
isl,1973,33.41506
isl,1974,41.83919
isl,1975,48.5063
isl,1976,50.20328
isl,1977,49.51293
isl,1978,46.36491
isl,1979,44.9623
isl,1980,48.58883
isl,1981,49.30322
isl,1982,48.87338
isl,1983,48.00082
isl,1984,49.08675
isl,1985,51.35779
isl,1986,50.78664
isl,1987,52.17977
isl,1988,52.94408
isl,1989,48.63946
isl,1990,46.99798
isl,1991,45.92743
isl,1992,45.23295
isl,1993,48.29265
isl,1994,50.55509
isl,1995,49.97479
isl,1996,49.51123
isl,1997,51.17301
isl,1998,51.42958
isl,1999,50.37754
isl,2000,48.52759
isl,2001,44.4062
isl,2002,45.53849
isl,2003,46.72505
isl,2004,47.99963
isl,2005,42.30915
isl,2006,40.18283
isl,2007,38.71191
isl,2008,30.08232
isl,2009,31.19054
isl,2010,34.39386
isl,2011,33.42632
isl,2012,33.64982
isl,2013,33.38286
isl,2014,31.92185
isl,2015,34.45711
isl,2016,23.74898
isl,2017,35.9721
isl,2018,35.70247
isl,2019,36.40947
isr,1972,20
isr,1973,15.78947
isr,1974,19.23077
isr,1975,16.66667
isr,1976,20.96774
isr,1977,22.22222
isr,1978,24.30556
isr,1979,21.63934
isr,1980,20.5165
isr,1981,20.75949
isr,1982,26.11432
isr,1983,22.45782
isr,1984,21.28328
isr,1985,21.4923
isr,1986,23.44367
isr,1987,25.4404
isr,1988,27.85072
isr,1989,26.88344
isr,1990,28.34841
isr,1991,31.86559
isr,1992,32.82068
isr,1993,32.33592
isr,1994,32.25027
isr,1995,31.40192
isr,1996,30.36439
isr,1997,29.36498
isr,1998,28.57226
isr,1999,29.19079
isr,2000,27.65236
isr,2001,27.33819
isr,2002,28.90568
isr,2003,29.87456
isr,2004,30.75042
isr,2005,30.75164
isr,2006,29.39953
isr,2007,30.5251
isr,2008,32.13348
isr,2009,34.34909
isr,2010,34.98444
isr,2011,34.69697
isr,2012,34.30267
isr,2013,34.87002
isr,2014,35.54469
isr,2015,34.82842
isr,2016,34.7986
isr,2017,32.29139
isr,2018,33.66559
isr,2019,33.58478
ita,1973,33.83816
ita,1974,34.00646
ita,1975,30.1672
ita,1976,29.46204
ita,1977,28.89378
ita,1978,25.35717
ita,1979,25.69695
ita,1980,26.35515
ita,1981,25.71374
ita,1982,24.44104
ita,1983,25.00054
ita,1984,26.01272
ita,1985,25.27083
ita,1986,24.03786
ita,1987,23.97231
ita,1988,30.24296
ita,1989,30.18996
ita,1995,22.43722
ita,1996,21.1873
ita,1997,21.34882
ita,1998,24.41258
ita,1999,24.70673
ita,2000,24.62668
ita,2001,23.51485
ita,2002,23.74878
ita,2003,22.89248
ita,2004,23.42086
ita,2005,23.77165
ita,2006,23.67615
ita,2007,22.74792
ita,2008,21.65069
ita,2009,21.06517
ita,2010,22.7552
ita,2011,23.36211
ita,2012,23.573
ita,2013,23.36734
ita,2014,24.21762
ita,2015,23.91128
ita,2016,24.24564
ita,2017,24.43758
ita,2018,24.45633
ita,2019,24.25932
jam,1988,28.32259
jam,1989,24.97398
jam,1990,24.867
jam,1991,27.06447
jam,1992,30.84389
jam,1993,35.99351
jam,1994,35.21252
jam,1995,37.24013
jam,1996,36.52831
jam,1997,36.82859
jam,1998,38.38617
jam,1999,36.4494
jam,2000,36.19975
jam,2001,38.10839
jam,2002,38.25855
jam,2003,38.02919
jam,2004,37.90237
jam,2005,37.61761
jam,2006,39.17072
jam,2007,36.60747
jam,2008,36.59941
jam,2009,36.97318
jam,2010,42.33855
jam,2011,43.09128
jam,2012,45.04046
jam,2013,43.90871
jam,2014,46.12424
jam,2015,47.30015
jam,2016,48.70544
jam,2017,49.29346
jam,2018,47.79952
jam,2019,25.97175
jor,1990,19.25786
jor,1991,18.11656
jor,1992,20.3625
jor,1993,21.5837
jor,1994,24.82892
jor,1995,27.54313
jor,1996,29.91168
jor,1997,30.60583
jor,1998,30.41424
jor,1999,29.31341
jor,2000,33.62793
jor,2001,34.51829
jor,2002,32.11788
jor,2003,31.85473
jor,2004,37.01406
jor,2005,43.66514
jor,2006,46.33741
jor,2007,47.13081
jor,2008,38.00861
jor,2009,37.56304
jor,2010,44.51713
jor,2011,38.93127
jor,2012,47.03915
jor,2013,45.94013
jor,2014,40.50168
jor,2015,40.90314
jor,2016,40.79297
jor,2017,40.31407
jor,2018,39.26273
jor,2019,42.58798
jpn,1991,13.2129
jpn,1992,13.94114
jpn,1993,14.45456
kaz,1997,27.91674
kaz,1998,41.68434
kaz,1999,51.16139
kaz,2000,40.10272
kaz,2001,42.9663
kaz,2002,37.98152
kaz,2003,40.84073
kaz,2004,39.94472
kaz,2010,14.74097
kaz,2011,13.30703
kaz,2012,13.63685
kaz,2013,18.47513
kaz,2014,16.24785
kaz,2015,18.10335
kaz,2016,25.01112
kaz,2017,19.63363
kaz,2018,21.43941
kaz,2019,26.5253
ken,2014,29.79725
ken,2015,29.39918
ken,2017,29.43358
ken,2018,31.23628
ken,2019,36.12893
kgz,2014,33.31909
kgz,2015,33.76957
kgz,2016,35.70111
kgz,2017,35.00571
kgz,2018,38.61408
kgz,2019,34.53768
khm,2002,29.68999
khm,2003,32.48401
khm,2004,37.70972
khm,2005,36.9033
khm,2006,40.27556
khm,2007,40.41627
khm,2008,41.67024
khm,2009,35.47089
khm,2010,35.29049
khm,2011,39.28457
khm,2012,35.35727
khm,2013,38.04889
khm,2014,42.03783
khm,2015,45.8875
khm,2016,44.03606
khm,2017,45.77112
khm,2018,48.04924
khm,2019,50.42111
kir,2011,0.06777
kir,2012,0.34145
kir,2013,0.7755
kir,2014,6.7452
kir,2015,10.76775
kir,2016,16.39567
kir,2017,12.33629
kir,2018,10.02974
kir,2019,12.55549
kna,1990,5.90968
kna,1991,9.96979
kna,1992,12.02755
kna,1993,14.19375
kna,1994,12.83876
kna,2000,11.80053
kna,2001,13.19061
kna,2002,17.8507
kna,2003,18.55247
kna,2004,20.35937
kna,2005,20.38511
kna,2006,24.53773
kna,2007,39.97438
kna,2008,14.35568
kna,2009,11.22999
kna,2010,14.76401
kna,2011,28.96749
kna,2012,24.45488
kna,2013,22.48145
kna,2014,24.83906
kna,2015,23.02631
kna,2016,24.26304
kna,2017,24.32636
kor,1972,41.85442
kor,1973,45.54074
kor,1974,47.14425
kor,1975,48.64691
kor,1976,44.94382
kor,1977,44.57794
kor,1978,42.88932
kor,1979,43.83371
kor,1980,45.94835
kor,1981,44.75041
kor,1982,44.55696
kor,1983,45.76984
kor,1984,45.04836
kor,1985,43.23773
kor,1986,42.7899
kor,1987,39.55159
kor,1988,38.39436
kor,1989,33.98557
kor,1990,35.43981
kor,1991,33.618
kor,1992,34.9895
kor,1993,34.85441
kor,1994,34.57346
kor,1995,33.1574
kor,1996,33.46712
kor,1997,34.06656
kor,1998,28.73753
kor,1999,32.98018
kor,2000,30.26873
kor,2001,32.15442
kor,2002,32.2193
kor,2003,31.21739
kor,2004,30.30063
kor,2005,29.58
kor,2006,27.91184
kor,2007,26.82274
kor,2008,26.70106
kor,2009,27.30617
kor,2010,28.10692
kor,2011,26.37339
kor,2012,22.47108
kor,2013,21.66474
kor,2014,21.80755
kor,2015,21.24603
kor,2016,21.91583
kor,2017,21.73589
kor,2018,21.12565
kor,2019,19.90261
kwt,1972,19.90132
kwt,1973,19.16427
kwt,1974,11.01322
kwt,1977,1.23787
kwt,1978,0.68966
kwt,1979,0.63135
kwt,1980,0.3181
kwt,1981,0.59956
kwt,1982,0.8427
kwt,1983,0.60314
kwt,1984,1.05553
kwt,1985,0.76436
kwt,1986,0.42159
kwt,1990,0.03209
kwt,1991,0
kwt,1992,0.17094
kwt,1993,0.04411
kwt,1994,0.03929
kwt,1995,0.03349
kwt,1996,0
kwt,1997,0.02387
kwt,1998,0.0289
lbn,2000,25.56333
lbn,2001,28.48491
lbn,2002,43.7442
lbn,2003,46.24072
lbn,2004,45.07807
lbn,2005,39.8673
lbn,2006,32.36155
lbn,2007,34.81825
lbn,2008,38.65385
lbn,2009,43.6413
lbn,2010,45.94663
lbn,2011,38.43575
lbn,2012,38.54495
lbn,2013,37.81093
lbn,2014,34.07227
lbn,2015,36.54803
lbn,2016,35.4781
lbn,2017,32.79538
lbn,2018,34.91622
lbn,2019,30.73877
lca,2000,11.72137
lca,2001,11.84336
lca,2002,14.34214
lca,2003,11.90891
lca,2004,17.15886
lca,2005,15.40478
lca,2006,16.21841
lca,2007,16.79883
lca,2008,16.49011
lca,2009,13.48368
lca,2010,14.89211
lca,2011,14.77
lca,2012,21.90572
lca,2013,41.10706
lca,2014,39.88212
lca,2015,40.74103
lca,2016,40.94639
lca,2017,34.80105
lka,1990,42.22677
lka,1991,41.68594
lka,1992,42.689
lka,1993,46.49218
lka,1994,48.3165
lka,1995,49.48515
lka,1996,51.11505
lka,1997,51.03191
lka,1998,50.34227
lka,1999,50.52453
lka,2000,56.75057
lka,2001,57.00387
lka,2002,56.12476
lka,2003,53.66798
lka,2004,59.84277
lka,2005,55.28284
lka,2006,51.1322
lka,2007,48.09248
lka,2008,44.63474
lka,2009,37.54076
lka,2010,42.60023
lka,2011,42.91575
lka,2012,46.15168
lka,2013,43.95228
lka,2014,45.40994
lka,2015,49.58135
lka,2016,49.64494
lka,2017,55.64889
lka,2018,54.80529
lka,2019,51.18063
lso,1984,7.60923
lso,1986,20.25738
lso,1987,18.44148
lso,1988,19.4025
lso,1989,17.64759
lso,1991,30.12794
lso,1992,32.69524
lso,1993,33.02283
lso,1994,29.08723
lso,1995,27.9962
lso,1996,26.27677
lso,1997,29.61651
lso,1998,27.63532
lso,1999,30.17705
lso,2000,26.35347
lso,2001,27.5046
lso,2002,26.8409
lso,2003,28.20163
lso,2004,31.29197
lso,2005,30.98876
lso,2006,29.74415
lso,2007,30.29135
lso,2008,28.23703
lso,2009,28.02647
lso,2010,24.03794
lso,2011,25.09268
lso,2012,27.45299
lso,2013,27.89503
lso,2014,30.54231
lso,2015,30.04202
lso,2016,28.64237
lso,2017,31.01609
lso,2018,30.79275
lso,2019,32.32659
ltu,1991,39.32622
ltu,1993,31.15422
ltu,1994,32.17282
ltu,1995,33.26421
ltu,1996,32.64868
ltu,1997,32.46674
ltu,1998,34.38727
ltu,1999,34.73584
ltu,2000,33.2824
ltu,2001,36.54303
ltu,2002,36.72384
ltu,2003,34.85996
ltu,2004,33.3019
ltu,2005,33.24864
ltu,2006,33.0788
ltu,2007,33.74648
ltu,2008,33.17012
ltu,2009,32.19549
ltu,2010,33.56388
ltu,2011,34.63882
ltu,2012,33.6654
ltu,2013,33.57632
ltu,2014,32.96802
ltu,2015,33.71218
ltu,2016,34.22478
ltu,2017,35.04218
ltu,2018,33.90282
ltu,2019,33.60083
lux,1972,23.38064
lux,1973,22.87251
lux,1974,19.60048
lux,1975,21.52398
lux,1976,20.32755
lux,1977,18.99729
lux,1978,18.70068
lux,1979,19.20266
lux,1980,20.62588
lux,1981,21.19834
lux,1982,22.16649
lux,1983,24.28649
lux,1984,25.51373
lux,1985,22.68848
lux,1986,25.43713
lux,1987,26.38091
lux,1988,27.2107
lux,1989,26.28346
lux,1990,24.66626
lux,1991,25.34637
lux,1992,27.17231
lux,1993,27.70657
lux,1994,27.39982
lux,1995,27.6053
lux,1996,27.72317
lux,1997,28.73347
lux,1998,29.6084
lux,1999,31.26834
lux,2000,32.27139
lux,2001,30.72066
lux,2002,30.00026
lux,2003,30.14727
lux,2004,32.60737
lux,2005,32.33833
lux,2006,31.69017
lux,2007,32.46898
lux,2008,30.26279
lux,2009,29.48706
lux,2010,29.7593
lux,2011,30.20495
lux,2012,30.46117
lux,2013,30.45977
lux,2014,31.57763
lux,2015,26.59311
lux,2016,26.98457
lux,2017,27.54476
lux,2018,27.04898
lux,2019,27.10888
lva,1994,38.87829
lva,1995,39.85948
lva,1996,40.789
lva,1997,38.34934
lva,1998,40.79648
lva,1999,40.31942
lva,2000,40.19008
lva,2001,40.73336
lva,2002,38.54007
lva,2003,41.40894
lva,2004,40.07199
lva,2005,42.39986
lva,2006,41.71577
lva,2007,41.91974
lva,2008,38.03776
lva,2009,36.57459
lva,2010,38.22472
lva,2011,39.16575
lva,2012,39.94699
lva,2013,41.61631
lva,2014,42.53114
lva,2015,43.31704
lva,2016,44.96288
lva,2017,44.55302
lva,2018,44.21697
lva,2019,44.73217
mac,1996,68.30702
mac,1997,74.44485
mac,1998,65.25363
mac,1999,55.61398
mac,2000,69.38556
mac,2001,68.17533
mac,2002,74.50898
mac,2003,78.53657
mac,2004,82.26241
mac,2005,79.00239
mac,2006,79.55218
mac,2007,79.0692
mac,2008,84.79503
mac,2009,83.13971
mac,2010,89.30807
mac,2011,90.08774
mac,2012,90.55876
mac,2013,91.28552
mac,2014,89.47888
mac,2015,83.66804
mac,2016,83.31597
mac,2017,83.42369
mac,2018,86.87208
mac,2019,82.84052
mar,1990,42.79088
mar,1991,45.10314
mar,1992,45.13038
mar,1993,44.21234
mar,1994,45.50506
mar,1995,45.68225
mar,1997,45.47221
mar,1998,45.10867
mar,1999,41.80949
mar,2002,40.74085
mar,2003,43.25307
mar,2004,41.30567
mar,2005,38.41084
mar,2006,37.91862
mar,2007,41.33937
mar,2008,40.21564
mar,2009,39.91198
mar,2010,46.20947
mar,2011,46.75646
mar,2012,46.51731
mar,2013,44.67377
mar,2014,44.19174
mar,2015,45.05304
mar,2016,44.82251
mar,2017,44.42381
mar,2018,44.92399
mar,2019,44.69697
mda,1996,38.26717
mda,1997,45.73
mda,1998,49.414
mda,1999,46.64597
mda,2000,45.26575
mda,2001,43.7876
mda,2002,41.99689
mda,2003,45.60514
mda,2004,47.60929
mda,2005,47.25507
mda,2006,50.0332
mda,2007,48.92217
mda,2008,50.30288
mda,2009,45.98388
mda,2010,47.79235
mda,2011,50.69125
mda,2012,49.52665
mda,2013,50.5384
mda,2014,47.07612
mda,2015,46.27789
mda,2016,47.35523
mda,2017,48.54381
mda,2018,47.44051
mda,2019,47.2972
mdg,1990,23.04553
mdg,1991,23.79876
mdg,1992,31.61239
mdg,1993,26.90647
mdg,1994,28.16299
mdg,1995,27.02185
mdg,2003,20.48016
mdg,2004,16.44446
mdg,2005,17.65474
mdg,2006,11.90842
mdg,2007,20.12857
mdg,2008,16.81407
mdg,2009,18.87476
mdg,2010,39.7333
mdg,2011,45.27532
mdg,2012,50.42818
mdg,2013,52.74702
mdg,2014,46.63206
mdg,2015,49.15147
mdg,2016,41.66848
mdg,2017,44.91269
mdg,2018,42.51331
mdg,2019,40.45878
mdv,1979,5.02092
mdv,1980,5.4386
mdv,1981,6.76692
mdv,1982,11.43847
mdv,1983,13.15136
mdv,1984,10.6422
mdv,1985,16.68766
mdv,1986,11.04319
mdv,1987,10.18519
mdv,1988,10.87219
mdv,1989,14.50114
mdv,1990,18.48833
mdv,1991,14.46026
mdv,1992,16.74458
mdv,1993,16.01264
mdv,1994,15.16239
mdv,1995,14.3274
mdv,1996,14.6884
mdv,1997,14.98736
mdv,1998,14.50132
mdv,1999,13.30752
mdv,2000,12.70424
mdv,2001,12.7933
mdv,2002,12.49262
mdv,2003,12.90027
mdv,2004,13.23443
mdv,2005,8.5454
mdv,2006,8.99962
mdv,2007,8.06668
mdv,2008,8.59837
mdv,2009,10.66965
mex,1972,32.75862
mex,1973,36.76471
mex,1974,40
mex,1975,43.28358
mex,1976,38.82353
mex,1977,38.17427
mex,1978,35.71429
mex,1979,35.99089
mex,1980,50.37147
mex,1981,53.20366
mex,1982,57.30412
mex,1983,73.32657
mex,1984,72.3418
mex,1985,71.74808
mex,1986,64.44978
mex,1987,67.38648
mex,1988,61.63994
mex,1989,55.89725
mex,1990,56.04855
mex,1991,54.59596
mex,1992,49.60896
mex,1993,48.56178
mex,1994,47.88959
mex,1995,54.29985
mex,1996,56.94126
mex,1997,59.59786
mex,1998,58.8329
mex,1999,57.82067
mex,2000,62.128
mex,2008,21.79072
mex,2009,24.62101
mex,2010,25.53097
mex,2011,23.02998
mex,2012,22.98472
mex,2013,21.40964
mex,2014,25.40979
mex,2015,30.16889
mex,2016,30.39553
mex,2017,27.2451
mex,2018,29.06142
mex,2019,31.11152
mhl,2008,7.92918
mhl,2009,8.8994
mhl,2010,9.15712
mhl,2011,8.9919
mhl,2012,11.02386
mhl,2013,10.3
mhl,2014,10.8573
mhl,2015,10.19973
mhl,2016,9.72646
mhl,2017,9.02612
mhl,2018,10.48823
mhl,2019,9.66381
mkd,2005,39.76837
mkd,2006,39.98767
mkd,2007,42.03198
mkd,2008,37.41675
mkd,2009,39.10964
