geo,time,se_sec_cmpt_lo_fe_zs
gin,1998,4.65983
gin,2000,6.16468
gin,2001,7.10021
gin,2003,10.87129
gin,2004,12.08445
gin,2005,14.55846
gin,2006,16.97767
gin,2007,22.00233
gin,2009,25.63682
gin,2010,27.28653
gin,2011,24.7163
gin,2012,29.15657
gin,2013,28.41897
gin,2014,28.10633
gin,2020,28.48206
gmb,1974,4.09197
gmb,1976,5.90733
gmb,1977,6.40979
gmb,1978,6.11913
gmb,1979,7.93429
gmb,1980,8.33475
gmb,1981,8.81378
gmb,1982,8.29214
gmb,1983,9.95863
gmb,1984,10.50302
gmb,1985,10.27971
gmb,1986,11.99726
gmb,1987,12.64094
gmb,1999,29.24753
gmb,2000,31.01585
gmb,2001,30.51504
gmb,2002,30.39927
gmb,2003,39.61936
gmb,2004,46.40286
gmb,2005,51.1361
gmb,2006,53.93012
gmb,2007,51.23915
gmb,2008,46.86269
gmb,2009,50.52498
gmb,2010,50.46453
gmb,2011,56.37129
gmb,2012,59.00903
gmb,2013,58.74377
gmb,2014,59.42239
gmb,2015,60.09892
gmb,2016,58.4866
gmb,2017,58.11044
gmb,2018,59.75217
gmb,2019,60.07687
gmb,2020,62.32193
gmb,2021,67.85596
gnb,1978,1.50124
gnb,1979,0.49683
gnb,1981,0.68707
gnb,1982,1.58177
gnb,1983,0.654
gnb,1984,2.6749
gnb,1985,2.1706
gnb,1987,1.76413
gnb,1989,3.76826
gnb,2000,9.35689
gnb,2010,28.56094
gnq,2000,8.9845
gnq,2005,15.74896
gnq,2011,25.5713
gnq,2012,28.06413
gnq,2015,23.66738
grc,1971,48.96674
grc,1972,49.14099
grc,1973,55.67433
grc,1974,55.31647
grc,1975,57.86426
grc,1976,60.36485
grc,1977,63.94607
grc,1978,67.01955
grc,1979,70.19584
grc,1980,75.79814
grc,1982,84.08271
grc,1983,83.59331
grc,1984,80.57965
grc,1985,82.1944
grc,1986,84.36616
grc,1987,86.79066
grc,1988,87.61418
grc,1989,89.45915
grc,1990,86.08361
grc,1991,86.86543
grc,1992,85.72239
grc,2005,90.5496
grc,2006,85.82674
grc,2007,91.98129
grc,2010,98.33578
grc,2011,95.97009
grc,2012,95.46034
grc,2013,91.52383
grc,2014,88.30282
grc,2015,93.06166
grc,2016,91.03602
grc,2017,94.55686
grc,2018,93.52023
grc,2019,93.26828
grd,1983,60.9215
grd,1993,103.09989
grd,2002,106.21601
grd,2003,104.24
grd,2005,98.14651
grd,2007,95.06641
grd,2009,115.25424
grd,2013,108.26816
grd,2014,110.4773
grd,2015,98.53659
grd,2016,108.4507
grd,2017,114.05405
grd,2018,112.3783
gtm,1971,7.29124
gtm,1975,9.80203
gtm,1976,11.74628
gtm,1999,24.1815
gtm,2000,28.19429
gtm,2001,31.05758
gtm,2002,34.472
gtm,2004,37.99149
gtm,2005,39.76471
gtm,2006,43.18547
gtm,2007,45.48267
gtm,2008,47.73765
gtm,2009,49.80741
gtm,2010,54.0078
gtm,2011,57.09125
gtm,2012,57.07006
gtm,2013,55.17876
gtm,2014,56.57863
gtm,2015,60.52029
gtm,2016,61.15789
gtm,2017,55.78958
gtm,2018,55.17915
gtm,2019,55.54413
gtm,2020,55.5676
guy,1971,52.36317
guy,1972,45.41174
guy,1973,45.89232
guy,1974,47.04421
guy,1976,50.50701
guy,1978,79.42697
guy,1979,72.99802
guy,1980,74.98503
guy,1987,77.43989
guy,1991,82.95939
guy,1992,74.06481
guy,1993,73.72037
guy,1996,76.07341
guy,1997,76.36169
guy,1999,76.04004
guy,2000,95.1451
guy,2001,80.06169
guy,2008,76.32941
guy,2009,76.66337
guy,2010,84.62917
hkg,1980,54.65296
hkg,1981,60.92616
hkg,1982,69.85614
hkg,1983,81.8054
hkg,1984,81.09093
hkg,1985,79.0095
hkg,2003,98.15205
hkg,2004,97.03236
hkg,2005,96.71786
hkg,2006,96.78287
hkg,2007,97.35062
hkg,2008,97.9497
hkg,2009,98.96788
hkg,2010,102.43149
hkg,2011,100.72366
hkg,2012,99.45067
hkg,2013,96.14432
hkg,2014,94.45318
hkg,2015,102.27834
hkg,2016,100.65548
hkg,2017,104.39582
hkg,2018,105.61664
hkg,2019,105.38213
hkg,2020,104.84215
hnd,2005,48.50026
hnd,2007,52.7995
hnd,2012,48.36557
hnd,2013,40.62839
hnd,2014,51.57239
hnd,2016,50.10934
hnd,2019,47.13883
hnd,2020,46.80258
hrv,1995,89.74318
hrv,1996,86.29153
hrv,1997,82.89795
hrv,1999,85.3915
hrv,2000,90.13236
hrv,2001,89.84405
hrv,2002,91.80466
hrv,2003,89.85071
hrv,2005,94.88691
hrv,2006,96.96689
hrv,2007,96.70585
hrv,2008,99.25945
hrv,2009,102.28034
hrv,2010,99.32906
hrv,2011,101.72581
hrv,2012,97.26406
hrv,2016,93.1207
hrv,2017,96.28828
hrv,2018,98.33064
hrv,2019,101.17931
hti,1977,6.75718
hti,1978,8.38731
hti,1979,9.7226
hti,1980,10.06406
hti,1981,12.0684
hti,1982,12.32769
hti,1983,14.69485
hti,1985,17.48341
hti,1986,15.19483
hti,1987,16.74744
hti,1988,17.71928
hti,1989,18.70128
hti,1990,18.82348
hti,1991,18.97243
hti,1997,23.87031
hun,1976,85.63888
hun,1977,91.15123
hun,1978,96.8016
hun,1979,97.99222
hun,1980,95.12297
hun,1981,96.64887
hun,1982,101.47425
hun,1983,96.85609
hun,1984,95.43991
hun,1985,90.8202
hun,1986,90.90859
hun,1987,91.84161
hun,1988,100.69565
hun,1989,110.54659
hun,1990,101.52793
hun,1997,90.91047
hun,2013,93.29814
hun,2014,92.54388
hun,2015,94.77154
hun,2016,93.94254
hun,2017,94.7448
hun,2018,93.34485
hun,2019,94.19132
idn,1995,47.42017
idn,2002,70.07665
idn,2003,73.57318
idn,2004,75.26317
idn,2005,70.70841
idn,2006,72.17259
idn,2007,79.7328
idn,2008,74.39122
idn,2009,84.10322
idn,2010,87.55457
idn,2011,89.23155
idn,2012,85.05378
idn,2013,83.56703
idn,2015,96.03569
idn,2016,95.06914
idn,2017,92.65864
ind,1987,29.64804
ind,1988,31.04256
ind,1989,31.13142
ind,2002,46.17108
ind,2003,51.36207
ind,2006,58.44227
ind,2008,65.4998
ind,2011,75.6868
ind,2013,83.71562
ind,2014,88.44025
ind,2015,88.39513
ind,2016,88.9729
ind,2017,87.85446
ind,2019,85.29536
ind,2020,86.79937
irl,1996,98.18874
irl,1997,97.3974
irl,1998,95.1186
irl,1999,96.4869
irl,2000,97.9795
irl,2001,98.40378
irl,2002,100.24246
irl,2003,99.91785
irl,2004,100.25359
irl,2005,100.6401
irl,2006,100.1629
irl,2007,99.9298
irl,2008,99.2472
irl,2009,100.18496
irl,2010,101.57669
irl,2011,101.10636
irl,2014,102.28373
irl,2015,99.40611
irl,2016,100.71762
irl,2017,101.08888
irl,2018,98.97885
irl,2019,102.20834
irn,1987,37.91289
irn,1988,40.98555
irn,1989,41.69655
irn,1990,47.47792
irn,1991,46.68298
irn,1993,56.7851
irn,1994,63.36539
irn,2000,76.5879
irn,2001,73.20652
irn,2002,72.39501
irn,2003,80.69275
irn,2006,84.90714
irn,2008,86.36718
irn,2009,87.14902
irn,2010,83.26804
irn,2011,86.43753
irn,2012,90.01133
irn,2016,87.79977
irn,2017,88.79094
irq,1971,11.09479
irq,1972,13.14422
irq,1973,14.17081
irq,1974,14.2238
irq,1975,15.89263
irq,1976,18.03148
irq,1977,20.08068
irq,1978,23.42352
irq,1979,24.66833
irq,1980,24.83743
irq,1983,26.24451
irq,1985,28.864
irq,1986,27.87616
irq,1987,28.85064
irq,1988,29.15612
irq,1989,26.42343
irq,1993,25.70303
irq,1999,22.00702
irq,2000,23.84721
irq,2004,38.86307
irq,2007,44.41605
isl,1998,98.57211
isl,1999,98.58491
isl,2000,93.33963
isl,2001,94.44444
isl,2002,92.17687
isl,2003,97.17822
isl,2004,109.41526
isl,2005,107.47709
isl,2006,107.77058
isl,2007,95.95915
isl,2008,94.86741
isl,2009,98.02272
isl,2010,92.93015
isl,2011,91.84211
isl,2012,95.96593
isl,2013,95.29086
isl,2014,98.00759
isl,2015,102.25853
isl,2016,102.06433
isl,2017,97.55396
isl,2018,97.88969
isl,2019,101.42993
isr,2002,99.39823
isr,2003,99.84576
isr,2004,105.05918
isr,2005,100.91933
isr,2006,98.8634
isr,2007,102.9419
isr,2008,98.54958
isr,2009,97.16329
isr,2010,101.52508
isr,2011,98.48069
isr,2012,101.37286
isr,2013,102.76501
isr,2014,101.39412
isr,2015,107.15847
isr,2016,103.32577
isr,2017,103.86052
isr,2018,110.56459
isr,2019,103.86007
ita,1971,69.49099
ita,1972,72.93492
ita,1973,78.22996
ita,1974,80.37748
ita,1975,83.40577
ita,1976,86.14873
ita,1977,88.33688
ita,1978,95.20087
ita,1979,94.36218
ita,1980,94.42854
ita,1981,92.46036
ita,1982,91.31269
ita,1983,93.39299
ita,1984,92.80332
ita,1985,94.08769
ita,1986,94.27461
ita,1987,95.40519
ita,1988,94.79441
ita,1989,95.23254
ita,1990,97.28039
ita,1991,97.86835
ita,1992,98.48833
ita,1993,97.44839
ita,1994,95.19084
ita,1995,96.76484
ita,1996,98.33967
ita,1997,98.48218
ita,1999,103.81909
ita,2001,98.55432
ita,2002,102.37502
ita,2003,102.54604
ita,2004,104.07489
ita,2005,103.9366
ita,2006,104.37351
ita,2007,101.33079
ita,2008,99.17397
ita,2009,99.20854
ita,2010,101.01578
ita,2011,104.42551
ita,2012,103.04519
ita,2013,104.04246
ita,2014,104.25704
ita,2015,100.38227
ita,2016,99.57495
ita,2017,99.1226
ita,2018,99.20675
ita,2019,97.05976
jam,1976,82.0323
jam,1977,78.8831
jam,1980,94.65657
jam,1981,96.74034
jam,1983,90.49125
jam,1984,89.95825
jam,1985,89.48398
jam,1986,88.17902
jam,1990,99.67423
jam,1991,104.22893
jam,1993,101.54429
jam,2000,98.15133
jam,2001,94.92654
jam,2002,94.4924
jam,2003,94.33672
jam,2004,102.39078
jam,2009,98.86282
jam,2010,99.06391
jam,2011,95.71423
jam,2013,90.81726
jam,2014,88.13856
jam,2015,90.54443
jam,2016,89.57963
jam,2017,86.36978
jam,2018,83.41908
jam,2019,84.72641
jam,2020,82.93397
jor,1988,48.83609
jor,1989,60.75259
jor,2002,85.45407
jor,2003,86.67318
jor,2004,85.11485
jor,2006,80.54256
jor,2007,83.65698
jor,2008,84.38046
jor,2011,80.29642
jor,2012,77.34881
jor,2013,70.33171
jor,2014,69.05941
jor,2017,59.33956
jor,2018,59.1691
jor,2019,65.54009
jor,2020,66.99316
jpn,1972,96.81555
jpn,1973,96.58487
jpn,1978,97.87812
jpn,1979,97.88465
jpn,1980,101.77649
jpn,1981,97.67444
jpn,1982,89.08208
jpn,1983,103.76505
jpn,1984,101.87243
jpn,1985,98.01824
jpn,1986,97.29562
jpn,1987,97.55726
jpn,1988,98.30645
jpn,1989,100.66682
jpn,1990,101.82814
jpn,1991,100.13051
jpn,1992,100.33932
jpn,1994,102.31254
kaz,2000,99.74465
kaz,2001,102.31179
kaz,2002,99.22027
kaz,2003,94.56789
kaz,2004,94.09465
kaz,2005,92.68079
kaz,2006,94.17624
kaz,2007,94.75849
kaz,2008,95.07215
kaz,2009,100.80501
kaz,2010,100.74581
kaz,2011,97.67666
kaz,2012,96.6442
kaz,2013,103.12919
kaz,2014,105.74022
kaz,2015,110.51206
kaz,2016,116.88681
kaz,2017,111.9728
kaz,2018,114.12631
kaz,2019,118.06014
kaz,2020,103.86075
ken,1971,8.55175
ken,1972,9.80752
ken,2014,76.62373
ken,2015,78.15708
ken,2016,79.01554
kgz,2001,94.16495
kgz,2002,96.43097
kgz,2003,91.43216
kgz,2004,87.771
kgz,2005,88.11909
kgz,2006,86.65949
kgz,2007,86.97956
kgz,2008,84.48843
kgz,2009,86.05469
kgz,2010,90.61259
kgz,2011,92.23722
kgz,2012,88.74827
kgz,2013,88.26056
kgz,2014,92.13598
kgz,2015,90.93357
kgz,2016,90.13841
kgz,2017,91.39357
kgz,2018,95.21312
kgz,2019,97.71044
kgz,2020,103.62338
khm,1997,12.80515
khm,1999,15.64048
khm,2001,10.65502
khm,2002,17.18189
khm,2003,21.7767
khm,2004,25.17703
khm,2005,29.04053
khm,2006,31.92109
khm,2007,35.99058
khm,2008,42.04072
khm,2010,47.9821
khm,2011,45.43329
khm,2012,44.08556
khm,2013,43.55815
khm,2014,45.6362
khm,2015,48.97912
khm,2016,48.65009
khm,2017,56.81138
khm,2018,62.02942
khm,2019,63.83722
khm,2020,63.02181
kir,1979,16.24161
kir,1980,15.85366
kir,1981,19.83696
kir,1982,13.81142
kir,1983,16.14583
kir,1984,16.55716
kir,1986,26.63755
kir,1989,46.22793
kir,1990,44.5122
kir,1991,55.8952
kir,1992,47.36111
kir,2014,109.29204
kir,2015,113.0597
kir,2016,98.70389
kir,2020,103.7594
kna,2001,117.21519
kna,2003,111.39241
kna,2004,106.53266
kna,2007,132.73196
kna,2008,118.13472
kna,2009,115.30612
kna,2010,109.67742
kna,2011,112.07729
kna,2013,106.72854
kna,2014,107.56501
kna,2015,114.46078
kna,2016,113.45178
kor,1971,33.83533
kor,1972,37.40182
kor,1973,42.96319
kor,1976,59.92155
kor,1977,64.58636
kor,1978,67.56217
kor,1979,74.89245
kor,1980,78.75796
kor,1982,91.43627
kor,1983,91.74216
kor,1984,97.70552
kor,1985,95.83567
kor,1986,98.32764
kor,1987,105.13506
kor,1988,103.21731
kor,1995,105.62593
kor,1998,96.57809
kor,1999,91.16385
kor,2000,96.88385
kor,2001,101.14865
kor,2002,104.86176
kor,2003,102.66785
kor,2004,98.86558
kor,2005,94.33251
kor,2006,99.67588
kor,2007,98.00694
kor,2011,98.2952
kor,2013,98.45093
kor,2014,101.00965
kor,2015,108.30563
kor,2016,103.00479
kor,2017,95.0528
kor,2018,99.78882
kor,2019,96.43168
kwt,1973,43.67012
kwt,1974,44.54231
kwt,1975,43.63237
kwt,1976,55.50931
kwt,1977,56.93944
kwt,1978,54.26055
kwt,1979,53.54958
kwt,1980,56.97376
kwt,1981,69.42928
kwt,1982,77.91126
kwt,1983,81.35627
kwt,1984,92.74919
kwt,1985,88.41529
kwt,1988,72.45519
kwt,1992,54.1307
kwt,1994,66.54598
kwt,1995,79.45609
kwt,1996,97.4192
kwt,1997,98.11612
kwt,1999,85.49286
kwt,2000,88.08699
kwt,2001,84.6429
kwt,2002,90.12353
kwt,2003,93.42275
kwt,2004,101.67712
kwt,2005,111.98556
kwt,2006,88.67066
kwt,2007,101.35092
kwt,2008,101.73987
kwt,2009,100.44516
kwt,2010,98.91718
kwt,2012,95.24091
kwt,2013,90.78263
kwt,2016,93.8985
kwt,2017,97.41889
kwt,2018,100.8932
kwt,2019,100.03252
kwt,2020,102.86214
lao,1971,0.64381
lao,1972,0.89227
lao,1973,0.97966
lao,1974,1.12032
lao,1992,16.48857
lao,1993,17.41356
lao,1994,18.65256
lao,1997,21.94487
lao,1999,27.3226
lao,2000,29.57983
lao,2001,31.01585
lao,2002,34.59028
lao,2003,36.69392
lao,2004,39.36954
lao,2005,39.26489
lao,2006,38.04032
lao,2007,38.30937
lao,2008,40.0201
lao,2009,42.50846
lao,2010,37.73935
lao,2011,39.89845
lao,2012,43.22303
lao,2013,46.76387
lao,2014,52.98526
lao,2015,59.71605
lao,2016,64.11221
lao,2017,67.0905
lao,2018,65.48168
lao,2019,63.88602
lao,2020,60.9908
lbn,1973,33.76334
lbr,1978,12.44186
lbr,2000,31.78806
lbr,2008,31.10403
lbr,2009,34.37066
lbr,2011,38.74202
lbr,2014,32.29497
lbr,2017,42.1708
lca,1983,44.56722
lca,1987,55.96784
lca,1999,88.16951
lca,2000,92.21835
lca,2001,83.8488
lca,2002,84.23142
lca,2003,75.52171
lca,2004,71.25918
lca,2005,83.36173
lca,2007,91.57467
lca,2008,91.80709
lca,2009,106.21732
lca,2010,94.89137
lca,2011,92.67421
lca,2012,84.91823
lca,2013,80.06211
lca,2014,87.72494
lca,2016,90.64246
lca,2017,91.58126
lca,2018,88.05513
lca,2019,87.87879
lca,2020,85.74979
lie,2003,68.34171
lie,2005,66.83168
lie,2006,71.10092
lie,2007,93.20388
lie,2008,99.07834
lie,2009,104.52489
lie,2010,128.94737
lie,2011,110
lie,2014,100
lie,2015,95
lie,2016,97.51244
lie,2017,103.31492
lie,2018,95.9596
lie,2019,102.90698
lka,1970,38.89375
lka,1985,80.54716
lka,1986,88.05114
lka,1987,67.77695
lka,1989,70.98367
lka,1990,70.3788
lka,1991,70.76267
lka,1992,72.79597
lka,1998,86.70819
lka,2001,91.49789
lka,2002,91.89663
lka,2003,94.7587
lka,2005,98.92385
lka,2006,102.05969
lka,2007,98.7525
lka,2009,93.15367
lka,2010,97.29913
lka,2011,96.51128
lka,2012,93.45679
lka,2013,96.06358
lka,2014,96.45133
lka,2015,96.08219
lka,2016,94.88033
lka,2017,96.09262
lka,2019,98.09792
lso,1972,6.5528
lso,1973,12.47915
lso,1986,20.86269
lso,1987,21.36624
lso,1998,26.24515
lso,1999,27.74206
lso,2000,26.86438
lso,2001,28.70886
lso,2002,28.45906
lso,2003,30.68897
lso,2004,32.85184
lso,2005,34.02444
lso,2006,35.65681
lso,2007,35.65454
lso,2008,38.14767
lso,2009,47.76001
lso,2010,52.98217
lso,2012,56.78978
lso,2013,56.78897
lso,2014,57.89083
lso,2016,55.48978
lso,2017,55.60222
lso,2018,58.47416
ltu,1995,85.27776
ltu,1997,83.90183
ltu,1999,72.95645
ltu,2000,86.00127
ltu,2001,94.24242
ltu,2002,97.95717
ltu,2003,98.04539
ltu,2011,102.35977
ltu,2012,103.0648
ltu,2013,105.40695
ltu,2014,99.7946
ltu,2015,99.33796
ltu,2016,100.97225
ltu,2017,97.7198
ltu,2018,99.97722
ltu,2019,100.64228
lux,1971,26.34584
lux,1972,24.57188
lux,1973,22.66875
lux,1974,18.77395
lux,1975,42.99736
lux,1976,44.47772
lux,1977,54.26875
lux,1978,55.96738
lux,1979,56.57504
lux,1980,60.54498
lux,1985,28.53492
lux,1987,24.94151
lux,2006,96.90233
lux,2007,96.14699
lux,2008,97.61821
lux,2010,103.05914
lux,2011,103.37567
lux,2012,110.04211
lux,2013,98.72976
lux,2014,97.94758
lux,2015,99.71483
lux,2016,100.79669
lux,2017,94.57487
lux,2018,113.20038
lux,2019,113.83886
lva,2013,103.08969
lva,2014,100.17292
lva,2015,96.15249
lva,2016,96.30865
lva,2017,99.14391
lva,2018,100.13694
lva,2019,96.96089
mac,1990,72.7027
mac,1992,86.57315
mac,1993,80.67847
mac,1999,78.32734
mac,2000,84.21941
mac,2001,79.617
mac,2002,75.35278
mac,2003,75.98244
mac,2004,81.1975
mac,2005,82.61251
mac,2006,83.44687
mac,2007,85.43619
mac,2008,81.73375
mac,2009,82.53793
mac,2010,85.91467
mac,2011,88.40625
mac,2012,87.48755
mac,2013,86.88873
mac,2014,98.24092
mac,2015,93.61436
mac,2016,96.59457
mac,2017,99.4995
mac,2018,100
mac,2019,97.76042
mac,2020,98.56507
mar,1975,7.17768
mar,1976,8.20565
mar,1977,9.09487
mar,1978,10.67946
mar,1979,13.16523
mar,1980,14.41118
mar,1981,15.19867
mar,1983,18.2192
mar,1985,19.46049
mar,1986,21.99232
mar,1987,22.79619
mar,1988,23.13717
mar,1989,26.78799
mar,1990,28.50024
mar,1991,29.41678
mar,1992,27.13339
mar,1993,25.45034
mar,1994,29.08759
mar,1995,29.18636
mar,1997,28.83862
mar,1999,29.05823
mar,2000,30.72887
mar,2001,32.87254
mar,2002,35.89386
mar,2003,37.78122
mar,2004,39.71478
mar,2006,45.71981
mar,2007,49.99719
mar,2008,53.17485
mar,2009,57.337
mar,2010,57.72854
mar,2011,58.97002
mar,2012,60.68232
mar,2013,63.60636
mar,2014,66.41167
mar,2015,70.76814
mar,2016,69.11273
mar,2017,67.8032
mar,2018,68.13631
mar,2019,68.06469
mar,2020,72.18089
mda,2014,100.74487
mda,2015,105.09517
mda,2016,100.06615
mda,2017,106.17913
mda,2018,106.54535
mda,2019,107.7093
mda,2020,104.83245
mdg,1971,8.38917
mdg,1972,8.86432
mdg,1974,8.60847
mdg,1975,9.12375
mdg,1985,17.12412
mdg,1988,15.57152
mdg,1989,16.64996
mdg,1990,16.02381
mdg,1991,15.55688
mdg,1994,12.21639
mdg,1996,13.24484
mdg,2000,13.17431
mdg,2001,12.83751
mdg,2002,12.92583
mdg,2003,14.13671
mdg,2004,15.13154
mdg,2005,17.84382
mdg,2006,19.55154
mdg,2007,21.87723
mdg,2008,24.35531
mdg,2009,26.32981
mdg,2010,27.84524
mdg,2011,30.52331
mdg,2012,32.54681
mdg,2013,36.83895
mdg,2014,36.68302
mdg,2015,37.48214
mdg,2016,36.50549
mdg,2017,42.41545
mdg,2018,38.24434
mdg,2019,36.62826
mdv,2005,103.86767
mdv,2006,92.50493
mdv,2007,110.90131
mdv,2008,115.88664
mdv,2010,103.93113
mdv,2011,95.65482
mdv,2012,108.58896
mdv,2013,109.89726
mdv,2014,104.32744
mdv,2015,105.80913
mdv,2016,109.20796
mdv,2017,111.59303
mdv,2018,104.93475
mdv,2019,101.09546
mex,1993,59.61492
mex,1994,60.59425
mex,1995,62.01492
mex,1997,66.54912
mex,2000,70.56848
mex,2002,75.68224
mex,2003,78.72289
mex,2004,81.09465
mex,2005,83.85745
mex,2006,83.71984
mex,2007,84.97397
mex,2008,85.64253
mex,2009,86.60861
mex,2010,87.47121
mex,2011,87.35694
mex,2012,86.82558
mex,2013,88.3216
mex,2014,88.56185
mex,2015,94.62972
mex,2016,97.86606
mex,2017,99.12184
mex,2018,93.29639
mex,2019,92.51863
mhl,1999,105.81242
mhl,2002,99.7449
mhl,2007,92.7619
mhl,2008,98.47909
mhl,2009,101.08108
mhl,2011,108.75203
mhl,2019,98.9418
mhl,2020,104.10053
mkd,1995,88.73205
mkd,1996,88.72099
mkd,1997,88.79621
mkd,1999,90.38106
mkd,2000,90.53892
mkd,2001,91.64357
mkd,2002,93.0118
mkd,2003,91.46087
mkd,2004,88.11973
mkd,2005,89.46579
mkd,2006,91.36768
mkd,2007,88.31202
mkd,2008,87.39816
mkd,2009,88.26266
mkd,2010,85.69657
mkd,2015,87.7634
mkd,2017,84.97086
mkd,2018,86.27748
mli,1981,3.50684
mli,1982,2.98049
mli,1984,3.29517
mli,1985,3.08405
mli,1987,2.76885
mli,1988,2.75874
mli,2001,10.98759
mli,2002,11.58956
mli,2008,23.56959
mli,2009,26.53596
mli,2010,28.69337
mli,2011,32.11645
mli,2013,26.33681
mli,2014,29.20029
mli,2015,27.20568
mli,2016,25.36207
mli,2017,26.78867
mlt,1971,25.41035
mlt,1972,34.04462
mlt,1973,38.52295
mlt,1974,36.21567
mlt,1975,62.95918
mlt,1976,56.89248
mlt,1977,55.89023
mlt,1978,53.38816
mlt,1979,56.34082
mlt,1980,57.69893
mlt,1981,35.73009
mlt,1982,49.30748
mlt,1983,56.18927
mlt,1984,59.36272
mlt,1985,57.72217
mlt,1986,64.43149
mlt,1987,53.70896
mlt,1988,56.29426
mlt,1989,57.91491
mlt,1990,56.83616
mlt,1991,67.1997
mlt,1992,77.58621
mlt,1993,78.41934
mlt,1994,78.40626
mlt,1995,81.21255
mlt,1996,104.45614
mlt,1997,89.19677
mlt,1998,95.2966
mlt,1999,97.2935
mlt,2000,91.7871
mlt,2001,93.37584
mlt,2002,86.68565
mlt,2003,97.99571
mlt,2004,94.66667
mlt,2005,101.30435
mlt,2006,101.63577
mlt,2007,99.70707
mlt,2008,97.99257
mlt,2009,91.46341
mlt,2010,100.03925
mlt,2011,100.8071
mlt,2012,102.88714
mlt,2013,98.77828
mlt,2014,105.30019
mlt,2015,95.48324
mlt,2016,97.63105
mlt,2017,109.79381
mlt,2018,104.46058
mlt,2019,104.23554
mmr,1971,11.14117
mmr,1972,10.18326
mmr,1973,11.54346
mmr,1974,10.50129
mmr,1999,29.99486
mmr,2000,33.31579
mmr,2001,32.23617
mmr,2002,32.78068
mmr,2003,36.27742
mmr,2004,36.91862
mmr,2005,38.57097
mmr,2006,41.52454
mmr,2007,40.91254
mmr,2009,43.67562
mmr,2010,44.87027
mmr,2014,50.50998
mmr,2016,57.49365
mmr,2017,64.42561
mmr,2018,67.87595
mne,2011,78.35711
mne,2012,98.02055
mne,2015,93.44854
mne,2016,98.84967
mne,2017,99.01386
mne,2018,96.00648
mne,2019,93.32793
mne,2020,89.21095
mng,1995,75.46079
mng,1996,126.47161
mng,1997,66.29012
mng,1999,66.03774
mng,2000,71.46442
mng,2001,75.2989
mng,2002,86.05788
mng,2003,85.60424
mng,2004,87.717
mng,2005,93.96443
mng,2006,98.83056
mng,2007,97.66195
mng,2008,93.5776
mng,2009,95.85275
mng,2010,108.94685
mng,2018,104.9685
mng,2019,95.92561
moz,1983,5.86811
moz,1985,7.1134
moz,1986,7.15517
moz,1990,6.79828
moz,1992,7.1412
moz,1993,6.90769
moz,1994,6.76822
moz,1995,7.32356
moz,1999,2.11372
moz,2000,3.04858
moz,2002,4.53293
moz,2004,6.41434
moz,2005,7.91589
moz,2006,8.76864
moz,2007,11.27733
moz,2008,14.79043
moz,2009,17.19517
moz,2010,18.85398
moz,2011,21.28172
moz,2012,21.21381
moz,2013,22.31147
moz,2014,21.75494
moz,2015,22.394
moz,2017,22.80138
moz,2019,24.3422
mrt,1978,1.47572
mrt,1979,1.95522
mrt,1980,3.00748
mrt,1981,3.37375
mrt,1989,7.40383
mrt,1991,7.03057
mrt,1992,8.35623
mrt,1993,7.52684
mrt,1994,7.73204
mrt,1995,9.98139
mrt,1999,11.71919
mrt,2001,15.49224
mrt,2002,14.28704
mrt,2003,14.42038
mrt,2004,14.20555
mrt,2005,16.93071
mrt,2006,19.60829
mrt,2007,15.86249
mrt,2009,15.19864
mrt,2012,21.02782
mrt,2014,28.87603
mrt,2015,32.25306
mrt,2016,29.30445
mrt,2017,36.28831
mrt,2018,44.14317
mrt,2019,44.99946
mus,1973,35.28307
mus,1974,36.14302
mus,1975,34.54545
mus,1976,39.1769
mus,1977,44.4629
mus,1978,51.86533
mus,1979,62.88173
mus,1981,51.65629
mus,1982,50.75871
mus,1991,67.5144
mus,1992,60.58989
mus,1993,65.67879
mus,1994,73.02087
mus,1995,79.25962
mus,1996,74.11694
mus,1997,75.3829
mus,1998,77.36372
mus,1999,74.83904
mus,2000,77.83538
mus,2001,79.53705
mus,2002,78.5648
mus,2003,81.67544
mus,2004,82.26875
mus,2005,84.74733
mus,2006,82.71075
mus,2007,82.43344
mus,2008,87.91791
mus,2009,89.55357
mus,2010,87.51153
mus,2011,88.56661
mus,2012,86.36849
mus,2013,88.19711
mus,2014,90.8251
mus,2015,89.97473
mus,2016,93.12751
mus,2017,89.85146
mus,2018,92.84586
mus,2019,93.05572
mus,2020,101.19819
mus,2021,101.19819
mwi,1974,9.37274
mwi,1975,10.51139
mwi,1976,11.26067
mwi,1977,12.62513
mwi,1978,12.39112
mwi,1979,11.98017
mwi,1980,14.49733
mwi,1981,14.33348
mwi,1982,16.78288
mwi,1983,17.34561
mwi,1984,18.67266
mwi,1985,19.32183
mwi,1986,18.2692
mwi,1987,17.01707
mwi,1988,17.31371
mwi,1989,17.88526
mwi,1990,18.61526
mwi,1991,21.96288
mwi,1992,19.78976
mwi,1993,27.15492
mwi,1994,21.45888
mwi,1995,39.67922
mwi,1996,39.01095
mwi,1999,25.85924
mwi,2005,14.52815
mwi,2006,18.82457
mwi,2007,16.17457
mwi,2008,17.07535
mwi,2009,18.42453
mwi,2010,17.81034
mwi,2011,17.98886
mwi,2012,18.14895
mwi,2013,20.45177
mwi,2014,21.99228
mwi,2015,22.63532
mys,1998,96.58785
mys,1999,89.3286
mys,2000,92.1976
