geo,time,bm_gsr_insf_zs
atg,2001,16.4383
atg,2002,17.94417
atg,2003,17.08856
atg,2004,16.64715
atg,2005,16.04403
atg,2006,17.35099
atg,2007,17.28371
atg,2008,20.66829
atg,2009,22.60907
atg,2010,20.07822
atg,2011,18.38447
atg,2012,15.61379
atg,2013,17.27522
atg,2014,8.53792
atg,2015,8.66745
atg,2016,7.97316
atg,2017,9.38345
atg,2018,9.05984
atg,2019,8.42184
atg,2020,15.25761
aus,1989,5.35137
aus,1990,5.52548
aus,1991,7.25719
aus,1992,8.28569
aus,1993,9.46717
aus,1994,9.57623
aus,1995,7.80579
aus,1996,7.03442
aus,1997,6.03395
aus,1998,5.14402
aus,1999,5.4088
aus,2000,5.22214
aus,2001,4.58639
aus,2002,4.36778
aus,2003,4.40593
aus,2004,3.85285
aus,2005,4.04867
aus,2006,4.25552
aus,2007,4.15731
aus,2008,3.25211
aus,2009,2.35076
aus,2010,2.28766
aus,2011,3.01765
aus,2012,2.87652
aus,2013,3.33986
aus,2014,4.0987
aus,2015,4.53633
aus,2016,3.96719
aus,2017,4.48914
aus,2018,3.7023
aus,2019,3.97493
aus,2020,7.045
aut,2005,4.63245
aut,2006,6.80642
aut,2007,8.05932
aut,2008,6.03479
aut,2009,6.45111
aut,2010,6.43904
aut,2011,6.38694
aut,2012,6.04685
aut,2013,5.34346
aut,2014,5.28082
aut,2015,5.46901
aut,2016,5.86177
aut,2017,5.86997
aut,2018,5.18371
aut,2019,4.97852
aut,2020,6.18494
aze,1995,0.80915
aze,1996,0.73465
aze,1997,1.33245
aze,1998,0.99661
aze,2001,1.76427
aze,2002,1.01891
aze,2003,1.19829
aze,2004,1.34509
aze,2005,1.91887
aze,2006,4.04642
aze,2007,5.55988
aze,2008,1.66684
aze,2009,2.41669
aze,2010,3.04913
aze,2011,2.68804
aze,2012,2.349
aze,2013,2.03698
aze,2014,1.54828
aze,2015,1.82969
aze,2016,1.72838
aze,2017,2.01722
aze,2018,3.01521
aze,2019,3.23153
aze,2020,3.15847
bdi,1985,4.44341
bdi,1986,3.3007
bdi,1987,2.92892
bdi,1988,2.8838
bdi,1989,3.46717
bdi,1990,2.87726
bdi,1991,3.01717
bdi,1992,2.61048
bdi,1993,2.07325
bdi,1994,3.13093
bdi,1995,4.40088
bdi,1996,3.73623
bdi,1997,9.31837
bdi,1998,4.85612
bdi,1999,6.79502
bdi,2000,3.633
bdi,2001,3.89183
bdi,2002,2.71211
bdi,2003,3.40198
bdi,2004,4.96505
bdi,2005,3.23703
bdi,2006,2.31869
bdi,2007,1.75074
bdi,2008,2.85222
bdi,2009,2.58367
bdi,2010,2.35745
bdi,2011,1.97775
bdi,2012,1.5538
bdi,2013,1.89808
bdi,2014,2.54064
bdi,2015,5.24855
bdi,2016,2.76898
bdi,2017,2.05088
bdi,2018,1.46671
bel,2002,7.35753
bel,2003,7.50985
bel,2004,7.59229
bel,2005,7.6516
bel,2006,7.37422
bel,2007,4.95036
bel,2008,7.91322
bel,2009,8.13356
bel,2010,8.6149
bel,2011,8.84641
bel,2012,8.07252
bel,2013,7.75682
bel,2014,7.27728
bel,2015,6.75044
bel,2016,7.07042
bel,2017,7.44847
bel,2018,6.79331
bel,2019,6.7585
bel,2020,7.46761
ben,1974,10.41816
ben,1975,10.14913
ben,1976,12.07275
ben,1977,12.65635
ben,1978,11.75617
ben,1979,10.74294
ben,1980,10.14689
ben,1981,13.0317
ben,1982,13.58421
ben,1983,10.93196
ben,1984,10.92496
ben,1985,5.18
ben,1986,5.95642
ben,1987,5.87112
ben,1988,6.00099
ben,1989,5.9985
ben,1990,4.92213
ben,1991,3.00117
ben,1992,4.55779
ben,1993,5.94972
ben,1994,6.4205
ben,1995,8.97528
ben,1996,9.76474
ben,1997,12.02545
ben,1998,9.72975
ben,1999,9.18742
ben,2000,8.92806
ben,2001,9.86564
ben,2002,10.87337
ben,2003,12.89047
ben,2004,10.66159
ben,2005,10.67945
ben,2006,9.51414
ben,2007,9.62548
ben,2008,4.74668
ben,2009,4.76357
ben,2010,4.72821
ben,2011,4.73635
ben,2012,7.37759
ben,2013,2.97636
ben,2014,2.39618
ben,2015,2.54403
ben,2016,1.90619
ben,2017,1.80918
ben,2018,1.85817
ben,2019,1.77786
ben,2020,1.50448
bfa,2005,13.32021
bfa,2006,16.18002
bfa,2007,15.53728
bfa,2008,15.80621
bfa,2009,13.98057
bfa,2010,12.04213
bfa,2011,13.06524
bfa,2012,20.50817
bfa,2013,17.3989
bfa,2014,18.30566
bfa,2015,18.55275
bfa,2016,17.84013
bfa,2017,16.67199
bfa,2018,16.67186
bfa,2019,16.6288
bfa,2020,19.38384
bgd,1976,6.50183
bgd,1977,6.32609
bgd,1978,6.04128
bgd,1979,5.95142
bgd,1980,6.00846
bgd,1981,5.98038
bgd,1982,5.68008
bgd,1983,5.18261
bgd,1984,5.66062
bgd,1985,5.42767
bgd,1986,4.96807
bgd,1987,5.41218
bgd,1988,5.03114
bgd,1989,4.94198
bgd,1990,5.20878
bgd,1991,4.8769
bgd,1992,4.85733
bgd,1993,4.54947
bgd,1994,4.73523
bgd,1995,4.38242
bgd,1996,8.52466
bgd,1997,7.97058
bgd,1998,8.11249
bgd,1999,7.435
bgd,2000,7.3936
bgd,2001,7.38572
bgd,2002,7.32768
bgd,2003,7.10588
bgd,2004,7.37829
bgd,2005,6.93242
bgd,2006,7.6947
bgd,2007,5.68278
bgd,2008,1.17422
bgd,2009,1.63154
bgd,2010,1.63274
bgd,2011,2.00801
bgd,2012,5.07572
bgd,2013,7.29575
bgd,2014,10.5218
bgd,2015,6.39004
bgd,2016,11.45842
bgd,2017,11.38546
bgd,2018,16.5367
bgd,2019,11.62473
bgd,2020,7.60787
bgd,2021,6.971
bgr,1980,5.70128
bgr,1981,6.61786
bgr,1982,6.47619
bgr,1983,6.17057
bgr,1984,6.05852
bgr,1985,5.88685
bgr,1986,5.65769
bgr,1987,5.70348
bgr,1988,5.91463
bgr,1989,4.47134
bgr,1990,4.5
bgr,1997,8.65266
bgr,1998,2.4616
bgr,1999,4.44827
bgr,2000,5.35017
bgr,2001,3.2483
bgr,2002,4.57599
bgr,2003,3.94243
bgr,2004,3.68979
bgr,2005,3.72078
bgr,2006,4.47658
bgr,2007,5.76799
bgr,2008,4.34701
bgr,2009,8.05016
bgr,2010,4.78445
bgr,2011,4.19884
bgr,2012,3.94664
bgr,2013,4.83287
bgr,2014,5.58767
