geo,time,sl_emp_1524_sp_zs
dnk,2013,49.569
dnk,2014,50.037
dnk,2015,51.386
dnk,2016,52.335
dnk,2017,52.917
dnk,2018,53.761
dnk,2019,54.983
dnk,2020,53.233
dom,1991,41.534
dom,1992,41.284
dom,1993,41.008
dom,1994,40.87
dom,1995,40.709
dom,1996,40.507
dom,1997,40.236
dom,1998,39.985
dom,1999,39.774
dom,2000,39.602
dom,2001,37.937
dom,2002,38.355
dom,2003,35.722
dom,2004,36.407
dom,2005,35.648
dom,2006,36.678
dom,2007,36.434
dom,2008,37.511
dom,2009,32.727
dom,2010,34.352
dom,2011,34.748
dom,2012,35.109
dom,2013,33.847
dom,2014,35.476
dom,2015,36.84
dom,2016,37.178
dom,2017,37.722
dom,2018,38.052
dom,2019,38.296
dom,2020,33.437
dza,1991,27.235
dza,1992,24.715
dza,1993,23.672
dza,1994,22.729
dza,1995,19.816
dza,1996,21.814
dza,1997,23.182
dza,1998,21.646
dza,1999,19.924
dza,2000,18.305
dza,2001,19.143
dza,2002,18.942
dza,2003,19.172
dza,2004,21.823
dza,2005,22.096
dza,2006,23.534
dza,2007,21.743
dza,2008,22.062
dza,2009,22.061
dza,2010,21.949
dza,2011,20.785
dza,2012,19.709
dza,2013,20.272
dza,2014,18.664
dza,2015,17.529
dza,2016,18.079
dza,2017,17.798
dza,2018,17.566
dza,2019,17.4
dza,2020,15.145
ecu,1991,43.706
ecu,1992,43.53
ecu,1993,43.439
ecu,1994,43.457
ecu,1995,43.286
ecu,1996,43.179
ecu,1997,43.057
ecu,1998,47.374
ecu,1999,46.996
ecu,2000,47.312
ecu,2001,48.029
ecu,2002,47.528
ecu,2003,46.952
ecu,2004,48.575
ecu,2005,48.417
ecu,2006,50.037
ecu,2007,47.473
ecu,2008,46.176
ecu,2009,42.956
ecu,2010,40.672
ecu,2011,38.294
ecu,2012,39.646
ecu,2013,37.869
ecu,2014,36.508
ecu,2015,38.974
ecu,2016,40.133
ecu,2017,41.367
ecu,2018,40.472
ecu,2019,40.15
ecu,2020,35.335
egy,1991,22.261
egy,1992,23.64
egy,1993,22.433
egy,1994,22.822
egy,1995,23.045
egy,1996,24.035
egy,1997,23.725
egy,1998,23.133
egy,1999,26.991
egy,2000,23.29
egy,2001,20.442
egy,2002,22.208
egy,2003,21.779
egy,2004,22.85
egy,2005,22.403
egy,2006,23.386
egy,2007,25.185
egy,2008,26.359
egy,2009,26.384
egy,2010,26.155
egy,2011,23.618
egy,2012,22.036
egy,2013,22.711
egy,2014,22.908
egy,2015,20.379
egy,2016,20.063
egy,2017,18.629
egy,2018,17.346
egy,2019,17.124
egy,2020,15.767
eri,1991,67.468
eri,1992,68.069
eri,1993,68.738
eri,1994,69.536
eri,1995,70.123
eri,1996,69.849
eri,1997,69.45
eri,1998,68.992
eri,1999,68.462
eri,2000,67.991
eri,2001,66.517
eri,2002,65.051
eri,2003,63.651
eri,2004,62.439
eri,2005,61.151
eri,2006,61.074
eri,2007,61.014
eri,2008,61.027
eri,2009,61.018
eri,2010,60.806
eri,2011,61.454
eri,2012,61.94
eri,2013,62.199
eri,2014,62.841
eri,2015,62.73
eri,2016,62.305
eri,2017,61.94
eri,2018,61.931
eri,2019,61.572
eri,2020,54.05
esp,1991,31.537
esp,1992,29.819
esp,1993,24.886
esp,1994,23.831
esp,1995,24.195
esp,1996,23.631
esp,1997,24.865
esp,1998,26.528
esp,1999,29.786
esp,2000,32.219
esp,2001,33.6
esp,2002,34.219
esp,2003,34.45
esp,2004,34.742
esp,2005,38.439
esp,2006,39.519
esp,2007,39.191
esp,2008,35.993
esp,2009,28.009
esp,2010,24.945
esp,2011,22.006
esp,2012,18.389
esp,2013,16.825
esp,2014,16.728
esp,2015,17.936
esp,2016,18.353
esp,2017,20.44
esp,2018,21.583
esp,2019,22.154
esp,2020,18.322
est,1991,49.806
est,1992,46.907
est,1993,44.831
est,1994,47.033
est,1995,42.266
est,1996,39.499
est,1997,38.3
est,1998,34.97
est,1999,28.872
est,2000,29.623
est,2001,27.729
est,2002,25.47
est,2003,28.955
est,2004,29.693
est,2005,30.757
est,2006,31.409
est,2007,34.101
est,2008,35.923
est,2009,28.344
est,2010,25.343
est,2011,31.064
est,2012,32.255
est,2013,32.321
est,2014,33.296
est,2015,36.259
est,2016,37.462
est,2017,40.502
est,2018,41.698
est,2019,39.668
est,2020,35.248
eth,1991,69.302
eth,1992,69.299
eth,1993,69.519
eth,1994,69.511
eth,1995,69.637
eth,1996,69.79
eth,1997,69.906
eth,1998,70.03
eth,1999,70.198
eth,2000,70.67
eth,2001,71.122
eth,2002,71.551
eth,2003,71.987
eth,2004,72.466
eth,2005,72.908
eth,2006,72.856
eth,2007,72.808
eth,2008,72.76
eth,2009,72.717
eth,2010,72.694
eth,2011,72.669
eth,2012,72.644
eth,2013,72.625
eth,2014,72.007
eth,2015,71.373
eth,2016,70.84
eth,2017,70.272
eth,2018,69.651
eth,2019,69.062
eth,2020,63.453
fin,1991,48.705
fin,1992,39.692
fin,1993,34.649
fin,1994,32.052
fin,1995,29.416
fin,1996,27.944
fin,1997,31.415
fin,1998,32.667
fin,1999,34.999
fin,2000,35.181
fin,2001,36.239
fin,2002,35.497
fin,2003,35.873
fin,2004,36.229
fin,2005,40.575
fin,2006,42.183
fin,2007,44.677
fin,2008,44.767
fin,2009,39.692
fin,2010,38.91
fin,2011,40.487
fin,2012,41.901
fin,2013,41.602
fin,2014,41.46
fin,2015,40.59
fin,2016,41.765
fin,2017,42.604
fin,2018,44.115
fin,2019,44.704
fin,2020,41.165
fji,1991,41.92
fji,1992,41.511
fji,1993,41.368
fji,1994,41.027
fji,1995,40.873
fji,1996,40.526
fji,1997,39.8
fji,1998,39.247
fji,1999,38.746
fji,2000,37.97
fji,2001,37.227
fji,2002,36.42
fji,2003,35.546
fji,2004,34.751
fji,2005,33.066
fji,2006,33.184
fji,2007,33.239
fji,2008,33.36
fji,2009,33.409
fji,2010,33.581
fji,2011,33.615
fji,2012,33.144
fji,2013,32.8
fji,2014,32.428
fji,2015,32.995
fji,2016,33.544
fji,2017,33.019
fji,2018,32.622
fji,2019,32.456
fji,2020,31.629
fra,1991,32.272
fra,1992,31.168
fra,1993,28.561
fra,1994,26.169
fra,1995,26.078
fra,1996,25.508
fra,1997,24.293
fra,1998,25.227
fra,1999,26.523
fra,2000,28.272
fra,2001,29.38
fra,2002,29.969
fra,2003,30.796
fra,2004,29.526
fra,2005,30.437
fra,2006,30.044
fra,2007,31.274
fra,2008,31.528
fra,2009,30.557
fra,2010,30.216
fra,2011,29.679
fra,2012,28.636
fra,2013,28.447
fra,2014,27.669
fra,2015,28.052
fra,2016,28.013
fra,2017,28.746
fra,2018,29.739
fra,2019,29.618
fra,2020,28.442
gab,1991,13.175
gab,1992,13.15
gab,1993,13.209
gab,1994,13.505
gab,1995,13.756
gab,1996,13.96
gab,1997,14.131
gab,1998,14.212
gab,1999,14.115
gab,2000,14.118
gab,2001,14.109
gab,2002,14.022
gab,2003,13.944
gab,2004,13.828
gab,2005,13.737
gab,2006,13.163
gab,2007,12.723
gab,2008,12.211
gab,2009,11.803
gab,2010,11.484
gab,2011,11.274
gab,2012,11.046
gab,2013,10.842
gab,2014,10.65
gab,2015,10.478
gab,2016,10.55
gab,2017,10.614
gab,2018,10.678
gab,2019,10.744
gab,2020,10.235
gbr,1991,60.391
gbr,1992,57.258
gbr,1993,54.474
gbr,1994,54.069
gbr,1995,53.761
gbr,1996,54.781
gbr,1997,55.593
gbr,1998,55.934
gbr,1999,55.218
gbr,2000,55.815
gbr,2001,55.53
gbr,2002,55.614
gbr,2003,54.289
gbr,2004,55.023
gbr,2005,54.379
gbr,2006,53.727
gbr,2007,52.723
gbr,2008,52.138
gbr,2009,48.018
gbr,2010,46.935
gbr,2011,45.92
gbr,2012,46.296
gbr,2013,46.351
gbr,2014,48.063
gbr,2015,50.005
gbr,2016,50.806
gbr,2017,50.585
gbr,2018,50.704
gbr,2019,50.383
gbr,2020,47.271
geo,1991,36.828
geo,1992,35.434
geo,1993,35.954
geo,1994,34.375
geo,1995,34.649
geo,1996,31.192
geo,1997,30.466
geo,1998,28.117
geo,1999,28.7
geo,2000,29.826
geo,2001,29.601
geo,2002,25.773
geo,2003,29.207
geo,2004,23.556
geo,2005,24.514
geo,2006,21.416
geo,2007,21.436
geo,2008,22.761
geo,2009,21.767
geo,2010,23.184
geo,2011,24.007
geo,2012,25.856
geo,2013,23.972
geo,2014,25.73
geo,2015,27.063
geo,2016,25.808
geo,2017,28.632
geo,2018,28.553
geo,2019,26.762
geo,2020,20.728
gha,1991,56.874
gha,1992,55.11
gha,1993,53.992
gha,1994,52.86
gha,1995,51.749
gha,1996,50.644
gha,1997,49.543
gha,1998,48.464
gha,1999,46.276
gha,2000,45.45
gha,2001,45.61
gha,2002,45.768
gha,2003,45.921
gha,2004,46.058
gha,2005,46.178
gha,2006,46.285
gha,2007,45.47
gha,2008,44.691
gha,2009,43.849
gha,2010,43.051
gha,2011,42.26
gha,2012,41.397
gha,2013,40.557
gha,2014,39.704
gha,2015,38.886
gha,2016,39.799
gha,2017,40.715
gha,2018,40.332
gha,2019,39.953
gha,2020,38.984
gin,1991,42.202
gin,1992,42.591
gin,1993,42.916
gin,1994,43.149
gin,1995,43.332
gin,1996,43.761
gin,1997,44.109
gin,1998,44.345
gin,1999,44.507
gin,2000,44.561
gin,2001,44.971
gin,2002,45.304
gin,2003,45.424
gin,2004,45.503
gin,2005,45.532
gin,2006,45.405
gin,2007,45.327
gin,2008,45.144
gin,2009,44.853
gin,2010,44.646
gin,2011,44.389
gin,2012,44.091
gin,2013,43.725
gin,2014,43.346
gin,2015,42.968
gin,2016,42.479
gin,2017,41.93
gin,2018,41.308
gin,2019,40.679
gin,2020,37.682
gmb,1991,33.934
gmb,1992,34.509
gmb,1993,34.972
gmb,1994,34.966
gmb,1995,34.992
gmb,1996,35.073
gmb,1997,35.178
gmb,1998,35.276
gmb,1999,35.393
gmb,2000,35.494
gmb,2001,35.589
gmb,2002,35.653
gmb,2003,35.791
gmb,2004,35.89
gmb,2005,35.949
gmb,2006,36.041
gmb,2007,36.146
gmb,2008,36.248
gmb,2009,36.327
gmb,2010,36.383
gmb,2011,36.37
gmb,2012,36.453
gmb,2013,36.206
gmb,2014,35.882
gmb,2015,35.643
gmb,2016,35.471
gmb,2017,35.306
gmb,2018,35.117
gmb,2019,34.866
gmb,2020,31.752
gnb,1991,52.341
gnb,1992,52.307
gnb,1993,52.28
gnb,1994,52.191
gnb,1995,52.008
gnb,1996,52.16
gnb,1997,52.109
gnb,1998,51.619
gnb,1999,51.437
gnb,2000,51.326
gnb,2001,50.956
gnb,2002,50.543
gnb,2003,50.184
gnb,2004,49.953
gnb,2005,49.618
gnb,2006,49.45
gnb,2007,49.221
gnb,2008,49.104
gnb,2009,48.775
gnb,2010,48.273
gnb,2011,48.299
gnb,2012,48.169
gnb,2013,48.019
gnb,2014,47.821
gnb,2015,47.458
gnb,2016,47.221
gnb,2017,46.993
gnb,2018,46.769
gnb,2019,46.399
gnb,2020,45.034
gnq,1991,28.245
gnq,1992,28.451
gnq,1993,28.485
gnq,1994,28.466
gnq,1995,28.307
gnq,1996,28.451
gnq,1997,28.86
gnq,1998,28.56
gnq,1999,28.273
gnq,2000,27.979
gnq,2001,28.11
gnq,2002,27.855
gnq,2003,27.588
gnq,2004,27.654
gnq,2005,27.466
gnq,2006,27.241
gnq,2007,26.984
gnq,2008,26.851
gnq,2009,26.371
gnq,2010,25.6
gnq,2011,25.548
gnq,2012,25.357
gnq,2013,24.994
gnq,2014,24.671
gnq,2015,24.051
gnq,2016,23.882
gnq,2017,23.661
gnq,2018,23.432
gnq,2019,23.084
gnq,2020,21.221
grc,1991,29.582
grc,1992,29.002
grc,1993,27.981
grc,1994,27.275
grc,1995,27.058
grc,1996,26.082
grc,1997,25.098
grc,1998,28.702
grc,1999,27.473
grc,2000,27.578
grc,2001,26.328
grc,2002,27.001
grc,2003,26.132
grc,2004,27.6
grc,2005,25.071
grc,2006,24.217
grc,2007,24.016
grc,2008,23.572
grc,2009,22.887
grc,2010,20.247
grc,2011,16.204
grc,2012,13.081
grc,2013,11.892
grc,2014,13.381
grc,2015,13.071
grc,2016,13.037
grc,2017,14.177
grc,2018,14.031
grc,2019,14.598
grc,2020,13.826
gtm,1991,53.277
gtm,1992,53.263
gtm,1993,53.235
gtm,1994,53.225
gtm,1995,53.207
gtm,1996,53.168
gtm,1997,53.152
gtm,1998,53.104
gtm,1999,53.053
gtm,2000,53.023
gtm,2001,52.991
gtm,2002,52.956
gtm,2003,52.903
gtm,2004,52.367
gtm,2005,52.099
gtm,2006,51.869
gtm,2007,51.614
gtm,2008,51.285
gtm,2009,50.967
gtm,2010,50.744
gtm,2011,50.652
gtm,2012,49.207
gtm,2013,47.199
gtm,2014,48.775
gtm,2015,49.336
gtm,2016,49.64
gtm,2017,49.966
gtm,2018,49.997
gtm,2019,49.998
gtm,2020,43.847
gum,1991,60.933
gum,1992,59.004
gum,1993,55.261
gum,1994,50.99
gum,1995,49.099
gum,1996,47.113
gum,1997,43.855
gum,1998,44.781
gum,1999,35.769
gum,2000,32.708
gum,2001,33.018
gum,2002,32.266
gum,2003,35.374
gum,2004,38.925
gum,2005,43.41
gum,2006,43.376
gum,2007,35.877
gum,2008,35.662
gum,2009,35.284
gum,2010,36.657
gum,2011,32.226
gum,2012,33.604
gum,2013,34.243
gum,2014,38.194
gum,2015,38.927
gum,2016,40.502
gum,2017,40.481
gum,2018,40.441
gum,2019,40.361
gum,2020,36.233
guy,1991,37.828
guy,1992,37.33
guy,1993,37.225
guy,1994,37.246
guy,1995,37.276
guy,1996,37.359
guy,1997,37.377
guy,1998,37.312
guy,1999,37.293
guy,2000,37.18
guy,2001,37.101
guy,2002,37.009
guy,2003,37.182
guy,2004,37.445
guy,2005,37.755
guy,2006,38.203
guy,2007,38.084
guy,2008,37.903
guy,2009,37.742
guy,2010,37.558
guy,2011,37.427
guy,2012,37.313
guy,2013,37.197
guy,2014,37.055
guy,2015,36.875
guy,2016,36.661
guy,2017,36.382
guy,2018,36.075
guy,2019,35.847
guy,2020,31.091
hkg,1991,53.775
hkg,1992,52.332
hkg,1993,51.299
hkg,1994,50.175
hkg,1995,46.792
hkg,1996,46.904
hkg,1997,46.927
hkg,1998,44.145
hkg,1999,40.806
hkg,2000,40.604
hkg,2001,39.87
hkg,2002,38.236
hkg,2003,37.862
hkg,2004,38.939
hkg,2005,39.139
hkg,2006,38.392
hkg,2007,38.849
hkg,2008,37.209
hkg,2009,34.298
hkg,2010,31.642
hkg,2011,32.986
hkg,2012,33.488
hkg,2013,35.152
hkg,2014,34.937
hkg,2015,36.008
hkg,2016,36.696
hkg,2017,36.347
hkg,2018,36.603
hkg,2019,36.722
hkg,2020,30.835
hnd,1991,54.191
hnd,1992,55.692
hnd,1993,55.528
hnd,1994,55.479
hnd,1995,55.378
hnd,1996,54.234
hnd,1997,55.279
hnd,1998,54.524
hnd,1999,54.82
hnd,2000,53.211
hnd,2001,52.246
hnd,2002,51.385
hnd,2003,49.294
hnd,2004,47.787
hnd,2005,47.986
hnd,2006,46.657
hnd,2007,45.632
hnd,2008,46.605
hnd,2009,47.243
hnd,2010,47.404
hnd,2011,45.657
hnd,2012,44.585
hnd,2013,47.938
hnd,2014,47.33
hnd,2015,48.422
hnd,2016,46.569
hnd,2017,49.009
hnd,2018,51.587
hnd,2019,48.049
hnd,2020,41.481
hrv,1991,27.008
hrv,1992,27.579
hrv,1993,28.346
hrv,1994,28.747
hrv,1995,29.521
hrv,1996,30.255
hrv,1997,30.255
hrv,1998,28.303
hrv,1999,25.961
hrv,2000,23.53
hrv,2001,23.854
hrv,2002,25.786
hrv,2003,24.815
hrv,2004,27.165
hrv,2005,26.072
hrv,2006,25.737
hrv,2007,27.524
hrv,2008,28.035
hrv,2009,27.187
hrv,2010,24.275
hrv,2011,20.567
hrv,2012,17.414
hrv,2013,14.912
hrv,2014,18.316
hrv,2015,19.133
hrv,2016,25.599
hrv,2017,25.904
hrv,2018,25.522
hrv,2019,27.642
hrv,2020,25.582
hti,1991,37.186
hti,1992,35.97
hti,1993,34.876
hti,1994,33.757
hti,1995,32.976
hti,1996,31.915
hti,1997,30.94
hti,1998,29.999
hti,1999,29.068
hti,2000,27.153
hti,2001,26.594
hti,2002,26.021
hti,2003,25.424
hti,2004,24.689
hti,2005,24.056
hti,2006,23.042
hti,2007,22.052
hti,2008,22.503
hti,2009,23.011
hti,2010,23.533
hti,2011,23.987
hti,2012,24.265
hti,2013,24.184
hti,2014,24.116
hti,2015,24.061
hti,2016,24.017
hti,2017,23.992
hti,2018,23.946
hti,2019,23.93
hti,2020,21.583
hun,1991,36.696
hun,1992,36.025
hun,1993,32.169
hun,1994,31.218
hun,1995,31.946
hun,1996,27.401
hun,1997,28.566
hun,1998,33.555
hun,1999,34.849
hun,2000,33.07
hun,2001,30.487
hun,2002,28.688
hun,2003,26.69
hun,2004,23.356
hun,2005,21.845
hun,2006,21.599
hun,2007,21.074
hun,2008,20.225
hun,2009,18.17
hun,2010,18.29
hun,2011,18.03
hun,2012,18.499
hun,2013,20.169
hun,2014,23.561
hun,2015,25.729
hun,2016,28.189
hun,2017,29.014
hun,2018,28.999
hun,2019,28.522
hun,2020,27.213
idn,1991,47.883
idn,1992,47.769
idn,1993,46.322
idn,1994,46.531
idn,1995,45.709
idn,1996,44.833
idn,1997,43.604
idn,1998,42.289
idn,1999,42.116
idn,2000,42.376
idn,2001,41.553
idn,2002,39.858
idn,2003,39.108
idn,2004,38.939
idn,2005,35.325
idn,2006,36.879
idn,2007,39.126
idn,2008,39.752
idn,2009,38.857
idn,2010,38.722
idn,2011,38.158
idn,2012,40.458
idn,2013,39.475
idn,2014,38.557
idn,2015,38.422
idn,2016,38.999
idn,2017,39.881
idn,2018,40.064
idn,2019,41.765
idn,2020,40.365
ind,1991,39.652
ind,1992,39.3
ind,1993,39.16
ind,1994,38.972
ind,1995,38.626
ind,1996,38.314
ind,1997,38.122
ind,1998,37.74
ind,1999,37.338
ind,2000,37.19
ind,2001,37.023
ind,2002,36.917
ind,2003,36.632
ind,2004,36.471
ind,2005,36.297
ind,2006,34.772
ind,2007,33.264
ind,2008,31.895
ind,2009,30.245
ind,2010,28.75
ind,2011,27.423
ind,2012,26.018
ind,2013,25.001
ind,2014,23.999
ind,2015,23.03
ind,2016,22.093
ind,2017,21.222
ind,2018,20.34
ind,2019,20.491
ind,2020,17.458
irl,1991,48.653
irl,1992,44.875
irl,1993,43.794
irl,1994,44.667
irl,1995,46.516
irl,1996,45.692
irl,1997,49.196
irl,1998,55.524
irl,1999,59.565
irl,2000,61.47
irl,2001,59.396
irl,2002,56.558
irl,2003,57.05
irl,2004,55.923
irl,2005,61.042
irl,2006,62.741
irl,2007,63.005
irl,2008,56.997
irl,2009,45.214
irl,2010,38.629
irl,2011,36.139
irl,2012,34.727
irl,2013,36.448
irl,2014,36.66
irl,2015,37.672
irl,2016,41.886
irl,2017,39.871
irl,2018,40.181
irl,2019,41.084
irl,2020,36.919
irn,1991,29.084
irn,1992,28.249
irn,1993,27.491
irn,1994,26.742
irn,1995,26.052
irn,1996,25.358
irn,1997,25.366
irn,1998,25.404
irn,1999,25.398
irn,2000,25.408
irn,2001,25.275
irn,2002,25.211
irn,2003,26.349
irn,2004,27.437
irn,2005,26.639
irn,2006,25.387
irn,2007,24.505
irn,2008,22.434
irn,2009,22.326
irn,2010,20.939
irn,2011,19.994
irn,2012,20.539
irn,2013,19.824
irn,2014,18.544
irn,2015,18.611
irn,2016,18.905
irn,2017,20.041
irn,2018,19.846
irn,2019,19.488
irn,2020,16.172
irq,1991,31.086
irq,1992,30.906
irq,1993,30.839
irq,1994,30.699
irq,1995,30.547
irq,1996,30.456
irq,1997,30.235
irq,1998,29.815
irq,1999,29.392
irq,2000,28.969
irq,2001,28.497
irq,2002,28.045
irq,2003,27.634
irq,2004,27.317
irq,2005,26.852
irq,2006,26.459
irq,2007,26.055
irq,2008,25.871
irq,2009,25.665
irq,2010,25.494
irq,2011,25.312
irq,2012,25.131
irq,2013,25.036
irq,2014,24.898
irq,2015,23.753
irq,2016,22.653
irq,2017,20.588
irq,2018,20.613
irq,2019,20.458
irq,2020,19.551
isl,1991,55.272
isl,1992,54.863
isl,1993,52.492
isl,1994,51.739
isl,1995,60.956
isl,1996,58.972
isl,1997,59.8
isl,1998,66.571
isl,1999,68.163
isl,2000,73.433
isl,2001,75.669
isl,2002,65.906
isl,2003,63.228
isl,2004,65.265
isl,2005,70.545
isl,2006,72.343
isl,2007,74.477
isl,2008,71.794
isl,2009,61.42
isl,2010,61.62
isl,2011,62.245
isl,2012,65.158
isl,2013,69.556
isl,2014,70.227
isl,2015,73.051
isl,2016,77.574
isl,2017,75.622
isl,2018,75.097
isl,2019,70.98
isl,2020,64.895
isr,1991,42.981
isr,1992,43.463
isr,1993,47.732
isr,1994,51.529
isr,1995,52.467
isr,1996,52.091
isr,1997,50.325
isr,1998,47.528
isr,1999,47.484
isr,2000,48.246
isr,2001,46.706
isr,2002,42.315
isr,2003,41.6
isr,2004,43.199
isr,2005,45.789
isr,2006,45.821
isr,2007,46.463
isr,2008,47.139
isr,2009,44.89
isr,2010,45.079
isr,2011,44.379
isr,2012,43.406
isr,2013,44.295
isr,2014,44.392
isr,2015,44.335
isr,2016,44.236
isr,2017,44.728
isr,2018,43.639
isr,2019,42.856
isr,2020,38.874
ita,1991,32.918
ita,1992,30.21
ita,1993,28.66
ita,1994,26.534
ita,1995,25.7
ita,1996,25.163
ita,1997,24.982
ita,1998,25.359
ita,1999,25.469
ita,2000,26.039
ita,2001,26.161
ita,2002,25.66
ita,2003,25.242
ita,2004,27.757
ita,2005,25.694
ita,2006,25.302
ita,2007,24.539
ita,2008,24.229
ita,2009,21.519
ita,2010,20.223
ita,2011,19.166
ita,2012,18.431
ita,2013,16.225
ita,2014,15.516
ita,2015,15.582
ita,2016,16.524
ita,2017,17.057
ita,2018,17.656
ita,2019,18.439
ita,2020,16.781
jam,1991,36.82
jam,1992,35.981
jam,1993,34.555
jam,1994,34.863
jam,1995,32.459
jam,1996,31.215
jam,1997,29.304
jam,1998,28.666
jam,1999,27.266
jam,2000,26.914
jam,2001,26.945
jam,2002,27.702
jam,2003,29.765
jam,2004,26.957
jam,2005,27.514
jam,2006,28.075
jam,2007,28.319
jam,2008,27.067
jam,2009,25.27
jam,2010,23.569
jam,2011,22.874
jam,2012,21.691
jam,2013,20.825
jam,2014,21.061
jam,2015,21.975
jam,2016,23.915
jam,2017,25.029
jam,2018,24.611
jam,2019,26.255
jam,2020,22.837
jor,1991,21.516
jor,1992,20.977
jor,1993,20.521
jor,1994,21.757
jor,1995,22.913
jor,1996,23.431
jor,1997,23.256
jor,1998,23.073
jor,1999,22.886
jor,2000,22.681
jor,2001,21.761
jor,2002,21.052
jor,2003,21.346
jor,2004,20.861
jor,2005,20.338
jor,2006,20.501
jor,2007,20.712
jor,2008,20.694
jor,2009,20.382
jor,2010,20.634
jor,2011,20.405
jor,2012,20.904
jor,2013,20.624
jor,2014,21.064
jor,2015,20.19
jor,2016,18.79
jor,2017,18.794
jor,2018,16.183
jor,2019,16.331
jor,2020,14.251
jpn,1991,43.357
jpn,1992,44.488
jpn,1993,44.731
jpn,1994,44.938
jpn,1995,44.733
jpn,1996,45.094
jpn,1997,45.296
jpn,1998,44.552
jpn,1999,42.978
jpn,2000,42.659
jpn,2001,41.759
jpn,2002,40.828
jpn,2003,40.151
jpn,2004,39.801
jpn,2005,40.671
jpn,2006,41.16
jpn,2007,41.182
jpn,2008,41.197
jpn,2009,39.533
jpn,2010,38.964
jpn,2011,39.088
jpn,2012,38.107
jpn,2013,39.715
jpn,2014,40.249
jpn,2015,40.615
jpn,2016,42.487
jpn,2017,42.525
jpn,2018,45.849
jpn,2019,47.35
jpn,2020,46.311
kaz,1991,51.558
kaz,1992,51.999
kaz,1993,52.777
kaz,1994,47.141
kaz,1995,44.154
kaz,1996,42.129
kaz,1997,41.925
kaz,1998,41.834
kaz,1999,41.385
kaz,2000,41.565
kaz,2001,42.922
kaz,2002,43.277
kaz,2003,43.661
kaz,2004,42.785
kaz,2005,42.536
kaz,2006,42.736
kaz,2007,43.323
kaz,2008,43.925
kaz,2009,42.982
kaz,2010,42.719
kaz,2011,42.332
kaz,2012,41.883
kaz,2013,41.123
kaz,2014,43.099
kaz,2015,45.147
kaz,2016,42.65
kaz,2017,40.214
kaz,2018,40.227
kaz,2019,39.7
kaz,2020,37.602
ken,1991,50.867
ken,1992,50.277
ken,1993,49.622
ken,1994,48.962
ken,1995,48.328
ken,1996,47.858
ken,1997,47.465
ken,1998,47.169
ken,1999,46.787
ken,2000,46.564
ken,2001,46.359
ken,2002,46.116
ken,2003,45.893
ken,2004,45.647
ken,2005,45.366
ken,2006,45.024
ken,2007,44.665
ken,2008,44.263
ken,2009,43.924
ken,2010,43.616
ken,2011,43.27
ken,2012,42.944
ken,2013,42.652
ken,2014,42.374
ken,2015,42.124
ken,2016,41.889
ken,2017,40.358
ken,2018,38.851
ken,2019,37.306
ken,2020,36.095
kgz,1991,43.801
kgz,1992,45.041
kgz,1993,44.548
kgz,1994,45.16
kgz,1995,44.982
kgz,1996,43.31
kgz,1997,42.655
kgz,1998,41.504
kgz,1999,41.823
kgz,2000,42.285
kgz,2001,41.817
kgz,2002,38.313
kgz,2003,38.957
kgz,2004,38.509
kgz,2005,39.325
kgz,2006,39.813
kgz,2007,40.254
kgz,2008,40.425
kgz,2009,39.979
kgz,2010,39.57
kgz,2011,38.935
kgz,2012,36.655
kgz,2013,40.701
kgz,2014,37.956
kgz,2015,36.725
kgz,2016,35.336
kgz,2017,33.796
kgz,2018,32.201
kgz,2019,31.891
kgz,2020,28.281
khm,1991,66.593
khm,1992,66.221
khm,1993,66.06
khm,1994,69.48
khm,1995,68.594
khm,1996,68.443
khm,1997,68.408
khm,1998,68.348
khm,1999,67.781
khm,2000,66.269
khm,2001,75.404
khm,2002,75.708
khm,2003,75.98
khm,2004,76.249
khm,2005,76.263
khm,2006,76.267
khm,2007,76.218
khm,2008,76.171
khm,2009,75.907
khm,2010,78.152
khm,2011,78.249
khm,2012,74.93
khm,2013,71.31
khm,2014,71.154
khm,2015,71.292
khm,2016,71.982
khm,2017,71.105
khm,2018,70.406
khm,2019,69.737
khm,2020,65.75
kor,1991,34.784
kor,1992,34.785
kor,1993,33.829
kor,1994,34.766
kor,1995,34.85
kor,1996,33.958
kor,1997,32.402
kor,1998,27.295
kor,1999,27.838
kor,2000,28.332
kor,2001,29.37
kor,2002,30.447
kor,2003,29.788
kor,2004,30.132
kor,2005,28.664
kor,2006,26.426
kor,2007,24.54
kor,2008,22.303
kor,2009,21.199
kor,2010,21.458
kor,2011,22.034
kor,2012,22.86
kor,2013,23.013
kor,2014,24.6
kor,2015,25.62
kor,2016,25.655
kor,2017,25.543
kor,2018,24.765
kor,2019,25.084
kor,2020,23.784
kwt,1991,34.51
kwt,1992,33.868
kwt,1993,33.276
kwt,1994,32.585
kwt,1995,31.158
kwt,1996,31.239
kwt,1997,31.488
kwt,1998,31.762
kwt,1999,32.255
kwt,2000,31.961
kwt,2001,32.526
kwt,2002,32.143
kwt,2003,30.772
kwt,2004,29.732
kwt,2005,29.422
kwt,2006,29.468
kwt,2007,28.81
kwt,2008,28.024
kwt,2009,27.626
kwt,2010,26.579
kwt,2011,25.522
kwt,2012,24.503
kwt,2013,23.541
kwt,2014,22.644
kwt,2015,21.97
kwt,2016,21.862
kwt,2017,22.027
kwt,2018,21.963
kwt,2019,21.926
kwt,2020,18.555
lao,1991,70.857
lao,1992,70.638
lao,1993,70.305
