geo,time,ny_gsr_nfcy_cn
kwt,1978,717000000
kwt,1979,873000000
kwt,1980,1310000000
kwt,1981,2115000000
kwt,1982,1735000000
kwt,1983,1466000000
kwt,1984,1485000000
kwt,1985,1403000000
kwt,1986,2249000000
kwt,1987,1556000000
kwt,1988,2025000000
kwt,1989,2473000000
kwt,1990,2232000000
kwt,1991,1538000000
kwt,1992,1538000000
kwt,1993,1155000000
kwt,1994,941000000
kwt,1995,1456600000
kwt,1996,1551000000
kwt,1997,1904000000
kwt,1998,1788000000
kwt,1999,1555000000
kwt,2000,2055000000
kwt,2001,1503000000
kwt,2002,1016000000
kwt,2003,1001000000
kwt,2004,1806000000
kwt,2005,2586000000
kwt,2006,3821000000
kwt,2007,3523000000
kwt,2008,2888000000
kwt,2009,1994000000
kwt,2010,2700000000
kwt,2011,2481000000
kwt,2012,2561000000
kwt,2013,3759000000
kwt,2014,4451000000
kwt,2015,3819000000
kwt,2016,3861000000
kwt,2017,5695868500
kwt,2018,5537006100
kwt,2019,5548331500
lao,1984,0
lao,1985,0
lao,1986,0
lao,1987,0
lao,1988,0
lao,1989,0
lao,1990,0
lao,1991,0
lao,1992,0
lao,1993,0
lao,1994,-1299972100
lao,1995,-4830003200
lao,1996,-6449922000
lao,1997,-53460074500
lao,1998,-122039828500
lao,1999,-161880211500
lao,2000,-557681600000
lao,2001,-612522000000
lao,2002,-646600800000
lao,2003,-1192183200000
lao,2004,-1026783800000
lao,2005,-700445182800
lao,2006,-1935654453200
lao,2007,-1417167180400
lao,2008,-2234241274100
lao,2009,-1405626353500
lao,2010,-3732277145900
lao,2011,-4760108497400
lao,2012,-4871496071800
lao,2013,-5050279543000
lao,2014,-4711607678700
lao,2015,-5214310595800
lao,2016,-5557821685100
lao,2017,-7428375695200
lao,2018,-7112322000000
lao,2019,-9748410895900
lao,2020,-9257405488600
lbn,1988,626989006848
lbn,1989,626989006848
lbn,1990,626989006848
lbn,1991,93682529200
lbn,1992,415281373800
lbn,1993,297575797700
lbn,1994,549024736700
lbn,1995,797728812000
lbn,1996,626805060000
lbn,1997,489475140000
lbn,1998,222832890000
lbn,1999,313630720000
lbn,2000,483907500000
lbn,2001,-111555000000
lbn,2002,-1312097850000
lbn,2003,-5006844675000
lbn,2004,-1227813525000
lbn,2005,-298515150000
lbn,2006,227481750000
lbn,2007,1123117650000
lbn,2008,652566600000
lbn,2009,-340242750000
lbn,2010,-766548675000
lbn,2011,-360850275000
lbn,2012,-307801350000
lbn,2013,-439103045300
lbn,2014,-777833309700
lbn,2015,-807941413200
lbn,2016,-1228331781100
lbn,2017,-315413562000
lbn,2018,-473389212900
lbn,2019,-961569758400
lbn,2020,-2693593840000
lbr,2000,-101400000
lbr,2001,-156499700
lbr,2002,-163799600
lbr,2003,-152899900
lbr,2004,-166299800
lbr,2005,-155599800
lbr,2006,-152000100
lbr,2007,-154200100
lbr,2008,-159600000
lbr,2009,-144600100
lbr,2010,-179400100
lbr,2011,-124844800
lbr,2012,-261970000
lbr,2013,-301493500
lbr,2014,-333000000
lbr,2015,-280000000
lbr,2016,-281000000
lbr,2017,-302889900
lbr,2018,-437000000
lbr,2019,-353761800
lbr,2020,-360499600
lby,2002,336550000
lby,2003,691200000
lby,2004,-319800000
lby,2005,-379350000
lby,2006,1202500000
lby,2007,1051000000
lby,2008,863000000
lby,2009,721000000
lby,2010,-37000000
lby,2011,68000000
lby,2012,-2437478200
lby,2013,-527000000
lby,2014,740700000
lby,2015,1641100000
lby,2016,1043900000
lby,2017,1787000000
lby,2018,1246500000
lby,2019,2079900000
lby,2020,2100699000
lca,1980,-27016604.7
lca,1981,-30302870.4
lca,1982,-30389542.7
lca,1983,-29990139.1
lca,1984,-34300220.8
lca,1985,-41791247
lca,1986,-46940039.2
lca,1987,-52787970.8
lca,1988,-71491455.1
lca,1989,-77268828.6
lca,1990,-157165771.3
lca,1991,-169105100
lca,1992,-168195400
lca,1993,-188240000
lca,1994,-190303700
lca,1995,-214280100
lca,1996,-206849500
lca,1997,-215144100
lca,1998,-238164600
lca,1999,-241657300
lca,2000,-253740800
lca,2001,-273444000
lca,2002,-249187000
lca,2003,-296974700
lca,2004,-349967800
lca,2005,-369652400
lca,2006,-146289000
lca,2007,-183536200
lca,2008,-194059200
lca,2009,-121931000
lca,2010,-106832300
lca,2011,-53590300
lca,2012,-101825800
lca,2013,-102098400
lca,2014,-288719500
lca,2015,-412920400
lca,2016,-307852200
lca,2017,-288284700
lca,2018,-303546500
lca,2019,-309013100
lca,2020,-257220900
lie,1970,-6729000
lie,1971,-7405300
lie,1972,-8149600
lie,1973,-8968700
lie,1974,-9870100
lie,1975,-10862100
lie,1976,-11632800
lie,1977,-12458200
lie,1978,-13342100
lie,1979,-14288800
lie,1980,-15302600
lie,1981,-17164200
lie,1982,-18103500
lie,1983,-18786700
lie,1984,-20170100
lie,1985,-22202400
lie,1986,-23944500
lie,1987,-26813700
lie,1988,-29034000
lie,1989,-31292000
lie,1990,-33725500
lie,1991,-36348400
lie,1992,-39175200
lie,1993,-42221900
lie,1994,-45505500
lie,1995,-49044400
lie,1996,-52858600
lie,1997,-56969500
lie,1998,-61400000
lie,1999,-132500000
lie,2000,-83000000
lie,2001,-423200000
lie,2002,-492100000
lie,2003,-597200000
lie,2004,-741400000
lie,2005,-663900000
lie,2006,-618600000
lie,2007,-577200000
lie,2008,-554300000
lie,2009,-691200000
lie,2010,-830600000
lie,2011,-1072400000
lie,2012,-1545500000
lie,2013,-1187500000
lie,2014,-1175700000
lie,2015,-1064400000
lie,2016,-247700000
lie,2017,270200000
lie,2018,210600000
lka,1960,-16380400
lka,1961,-177553100
lka,1962,22409600
lka,1963,-100281700
lka,1964,-18420300
lka,1965,-71000000
lka,1966,-4000000
lka,1967,-19000000
lka,1968,-179000000
lka,1969,-71000000
lka,1970,-918000000
lka,1971,-1252000000
lka,1972,-1205000000
lka,1973,-1620000000
lka,1974,-2289000000
lka,1975,-2958000000
lka,1976,-4499000000
lka,1977,-5151000000
lka,1978,-3620000000
lka,1979,-96000000
lka,1980,703000000
lka,1981,-465000000
lka,1982,1020000000
lka,1983,-622000000
lka,1984,-4389000000
lka,1985,-681000000
lka,1986,-750000000
lka,1987,-840000000
lka,1988,-547000000
lka,1989,-1831000000
lka,1990,-2364000000
lka,1991,-3083000000
lka,1992,-970000000
lka,1993,57000000
lka,1994,-3556000000
lka,1995,-8722000000
lka,1996,-10830000000
lka,1997,-10288000000
lka,1998,-16086000000
lka,1999,-20014000000
lka,2000,-24233820000
lka,2001,-25177570600
lka,2002,-24043000000
lka,2003,-16535000000
lka,2004,-20732000000
lka,2005,-30049000000
lka,2006,-40424000000
lka,2007,-39054000000
lka,2008,-105032000000
lka,2009,-55795000000
lka,2010,-69776000000
lka,2011,-72041000000
lka,2012,-154889000000
lka,2013,-226086000000
lka,2014,-236073066500
lka,2015,-274740529700
lka,2016,-319652000000
lka,2017,-352856000000
lka,2018,-389601000000
lka,2019,-432250000000
lka,2020,-405184000000
lso,1966,10800000
lso,1967,10600000
lso,1968,11700000
lso,1969,12500000
lso,1970,14100000
lso,1971,15500000
lso,1972,20700000
lso,1973,29700000
lso,1974,60100000
lso,1975,74937700
lso,1976,120500000
lso,1977,144000000
lso,1978,154600000
lso,1979,179900000
lso,1980,205000000
lso,1981,254800000
lso,1982,375999600
lso,1983,426274700
lso,1984,490374900
lso,1985,519301300
lso,1986,614256500
lso,1987,684445700
lso,1988,772301700
lso,1989,838362400
lso,1990,933639100
lso,1991,1036345900
lso,1992,1085884000
lso,1993,1085006800
lso,1994,1169088200
lso,1995,1223235600
lso,1996,1378215700
lso,1997,1491421400
lso,1998,1457315900
lso,1999,1725000000
lso,2000,1688000000
lso,2001,3174000000
lso,2002,3663000000
lso,2003,3760000000
lso,2004,3628000000
lso,2005,3186382000
lso,2006,3001673900
lso,2007,4667167700
lso,2008,5168665000
lso,2009,4678992700
lso,2010,4665246900
lso,2011,3700316800
lso,2012,3407682700
lso,2013,3394283800
lso,2014,3023223600
lso,2015,3565062900
lso,2016,4215491900
lso,2017,4181547600
lso,2018,4641080000
lso,2019,4683870000
lso,2020,3672719200
ltu,2004,-426748000
ltu,2005,-349381000
ltu,2006,-486552000
ltu,2007,-1135000000
ltu,2008,-1031612000
ltu,2009,607739000
ltu,2010,-182276000
ltu,2011,-915981000
ltu,2012,-1045121000
ltu,2013,-773979000
ltu,2014,-431955000
ltu,2015,-1347299000
ltu,2016,-1385910000
ltu,2017,-1528547000
ltu,2018,-1411488000
ltu,2019,-1703235000
ltu,2020,-1431620000
lux,1970,18313000
lux,1971,4713000
lux,1972,36951000
lux,1973,-65525000
lux,1974,-183264000
lux,1975,104578000
lux,1976,297505000
lux,1977,345927000
lux,1978,283405000
lux,1979,-102515000
lux,1980,-659342000
lux,1981,-1494867000
lux,1982,-541222000
lux,1983,619197000
lux,1984,427506000
lux,1985,747780000
lux,1986,594820000
lux,1987,759104000
lux,1988,571404000
lux,1989,323015000
lux,1990,500928000
lux,1991,717894000
lux,1992,570981000
lux,1993,411755000
lux,1994,-273270000
lux,1995,388730000
lux,1996,425791000
lux,1997,1323010000
lux,1998,373328000
lux,1999,-407125000
lux,2000,-955195000
lux,2001,-202328000
lux,2002,-3201996000
lux,2003,-5913180000
lux,2004,-2187722000
lux,2005,-2078895000
lux,2006,-7012383000
lux,2007,-3597629000
lux,2008,-4941594000
lux,2009,-14014414000
lux,2010,-13585700000
lux,2011,-13598100000
lux,2012,-10788300000
lux,2013,-13872100000
lux,2014,-14170200000
lux,2015,-19299900000
lux,2016,-18963800000
lux,2017,-16536600000
lux,2018,-17623300000
lux,2019,-21191700000
lux,2020,-18866500000
lva,1995,29563000
lva,1996,29917000
lva,1997,40117000
lva,1998,39286000
lva,1999,-59602000
lva,2000,-8498000
lva,2001,22573000
lva,2002,14352000
lva,2003,-46561000
lva,2004,-228930000
lva,2005,-141274000
lva,2006,-430001000
lva,2007,-674354000
lva,2008,-311172000
lva,2009,1323378000
lva,2010,181537000
lva,2011,-21136000
lva,2012,-153633000
lva,2013,-51167000
lva,2014,30161000
lva,2015,-115277000
lva,2016,-36266000
lva,2017,-67793000
lva,2018,-472689000
lva,2019,-458374000
lva,2020,-7348000
mac,2002,-656000000
mac,2003,-1663200000
mac,2004,-4948400000
mac,2005,-6775200000
mac,2006,-13017900000
mac,2007,-3085300000
mac,2008,-20859200000
mac,2009,-18571300000
mac,2010,-26665500000
mac,2011,-42547800000
mac,2012,-54633000000
mac,2013,-69938000000
mac,2014,-70097000000
mac,2015,-38424600000
mac,2016,-35439400000
mac,2017,-44486500000
mac,2018,-51393200000
mac,2019,-51056400000
mar,1960,100000800
mar,1961,80000000
mar,1962,70001700
mar,1963,160000000
mar,1964,210004000
mar,1965,-147000000
mar,1966,-206998900
mar,1967,-182000000
mar,1968,-237998800
mar,1969,-218000000
mar,1970,-58157700
mar,1971,-142629700
mar,1972,-169268100
mar,1973,-228155100
mar,1974,-191164700
mar,1975,-223931500
mar,1976,-384446200
mar,1977,-511245400
mar,1978,-844864100
mar,1979,-1130923700
mar,1980,-1766610600
mar,1981,-2988516800
mar,1982,-3767678800
mar,1983,-3971715200
mar,1984,-4044550200
mar,1985,-6477902400
mar,1986,-4343598100
mar,1987,-4836106000
mar,1988,-7562775800
mar,1989,-7724658900
mar,1990,-7098541300
mar,1991,-8622720400
mar,1992,-7871611700
mar,1993,-9698751600
mar,1994,-9313332500
mar,1995,-10502318200
mar,1996,-9141752500
mar,1997,-9289113200
mar,1998,-7654910000
mar,1999,-7442424500
mar,2000,-8114586900
mar,2001,-8284115100
mar,2002,-7180027600
mar,2003,-6625452800
mar,2004,-5070461100
mar,2005,-2428753800
mar,2006,-3332901600
mar,2007,-2315000000
mar,2008,-1522000000
mar,2009,-10327000000
mar,2010,-10808000000
mar,2011,-13833000000
mar,2012,-17119000000
mar,2013,-12243000000
mar,2014,-21677000000
mar,2015,-18895000000
mar,2016,-19479000000
mar,2017,-20838000000
mar,2018,-21603000000
mar,2019,-22530000000
mar,2020,-16124000000
mda,1989,0
mda,1990,0
mda,1991,0
mda,1992,0
mda,1996,272216000
mda,1997,290396000
mda,1998,156719000
mda,1999,356340000
mda,2000,794257000
mda,2001,1432203000
mda,2002,2248881000
mda,2003,3218509000
mda,2004,4381843000
mda,2005,5088260000
mda,2006,5271906000
mda,2007,4979680000
mda,2008,6175536000
mda,2009,3403798000
mda,2010,6253885200
mda,2011,6778352200
mda,2012,9811972100
mda,2013,11257722600
mda,2014,11544526400
mda,2015,8457460600
mda,2016,8885417100
mda,2017,10196890000
mda,2018,9249683000
mda,2019,10962941483.2013
mda,2020,8161424656.0696
mdg,1960,-1100388400
mdg,1961,-1140342800
mdg,1962,-1220481000
mdg,1963,-1240371200
mdg,1964,-1300570100
mdg,1965,-1360230400
mdg,1969,-259635900
mdg,1970,-166729700
mdg,1971,-366973700
mdg,1972,-108308900
mdg,1973,-220383200
mdg,1974,-689455300
mdg,1975,-548331500
mdg,1976,-586198300
mdg,1977,-62612300
mdg,1978,-39039400
mdg,1979,-527486300
mdg,1980,-1854000000
mdg,1981,-4800257454.41352
mdg,1982,-6663700461.07018
mdg,1983,-10170000000
mdg,1984,-16840955286.2285
mdg,1985,-17069612507.1235
mdg,1986,-20978817211.4336
mdg,1987,-37358000000
mdg,1988,-50454000000
mdg,1989,-60712000000
mdg,1990,-48084000000
mdg,1991,-59170000000
mdg,1992,-54826000000
mdg,1993,-57774000000
mdg,1994,-95294000000
mdg,1995,-142250000000
mdg,1996,-132192000000
mdg,1997,-132192000000
mdg,1998,-132192000000
mdg,1999,-132192000000
mdg,2000,-132192000000
mdg,2001,-132192000000
mdg,2002,-132192000000
mdg,2003,-132192000000
mdg,2004,-132192000000
mdg,2005,-245170362000
mdg,2006,-314946047300
mdg,2007,-143142455400.00101
mdg,2008,-144965046439.599
mdg,2009,-223146095462.42999
mdg,2010,-310831781485.58698
mdg,2011,-313689170329.414
mdg,2012,-699238871223.34204
mdg,2013,-810644028412.21204
mdg,2014,-713485157664.63794
mdg,2015,-1096891690825.13
mdg,2016,-1324109129792.06006
mdg,2017,-1120817542371.56006
mdg,2018,-1233015398270.07007
mdg,2019,-1839642354707.07007
mdg,2020,-1456391451420.78003
mdv,1985,-93100000
mdv,1986,-155200000
mdv,1987,-208200000
mdv,1988,-91000000
mdv,1989,-159119000
mdv,1990,-202497000
mdv,1991,-322970000
mdv,1992,-380484000
mdv,1993,-498543000
mdv,1994,-491246000
mdv,1995,-234970100
mdv,1996,-257512000
mdv,1997,-323007600
mdv,1998,-331445300
mdv,1999,-365188300
mdv,2000,-353076700
mdv,2001,-298659700
mdv,2002,-290098900
mdv,2003,-453200000
mdv,2004,-433700000
mdv,2005,-395520000
mdv,2006,-520960000
mdv,2007,-3591890400
mdv,2008,-3608940000
mdv,2009,-3268393300
mdv,2010,-3984037300
mdv,2011,-4302684100
mdv,2012,-4181505200
mdv,2013,-5588855800
mdv,2014,-5461557900
mdv,2015,-5108744400
mdv,2016,-5423673700
mdv,2017,-5779105700
mdv,2018,-7578453900
mdv,2019,-8611254600
mdv,2020,-4372393500
mex,1960,-4672900
mex,1961,-4808200
mex,1962,-4821200
mex,1963,-5371500
mex,1964,-7525700
mex,1965,-7567000
mex,1966,-9416200
mex,1967,-4484900
mex,1968,-5256100
mex,1969,-6182200
mex,1970,-7782000
mex,1971,-8807500
mex,1972,-10156500
mex,1973,-10555900
mex,1974,-15703900
mex,1975,-23850600
mex,1976,-34740700
mex,1977,-50366800
mex,1978,-66802100
mex,1979,-92892200
mex,1980,-148059100
mex,1981,-247812200
mex,1982,-691535000
mex,1983,-1095708100
mex,1984,-1690829000
mex,1985,-2311213700
mex,1986,-4600479700
mex,1987,-9373419400
mex,1988,-16470737100
mex,1989,-20435917000
mex,1990,-24261228800
mex,1991,-25982489800
mex,1992,-29695098200
mex,1993,-36211596000
mex,1994,-42715898000
mex,1995,-85753578000
mex,1996,-106268599000
mex,1997,-101374523000
mex,1998,-123278950000
mex,1999,-124377697000
mex,2000,-143699288000
mex,2001,-131095658000
mex,2002,-128651759000
mex,2003,-139809784000
mex,2004,-131438794000
mex,2005,-199642776000
mex,2006,-163372076000
mex,2007,-193483818000
mex,2008,-174254871000
mex,2009,-204268907000
mex,2010,-158967439000
mex,2011,-232885784000
mex,2012,-305595448000
mex,2013,-473544359000
mex,2014,-429251197000
mex,2015,-479647776000
mex,2016,-539532298000
mex,2017,-569497620000
mex,2018,-636202311000
mex,2019,-711084232000
mex,2020,-792296847200
mhl,1995,32624100
mhl,1996,24392400
mhl,1997,25935400
mhl,1998,30974300
mhl,1999,34978900
mhl,2000,36270600
mhl,2001,37292500
mhl,2002,35810300
mhl,2003,36408700
mhl,2004,36903100
mhl,2005,42566200
mhl,2006,39824400
mhl,2007,43073000
mhl,2008,37550800
mhl,2009,39759400
mhl,2010,35191900
mhl,2011,37595900
mhl,2012,28395000
mhl,2013,36878100
mhl,2014,46045100
mhl,2015,64656000
mhl,2016,61828000
mhl,2017,60876600
mhl,2018,60740600
mhl,2019,55339500
mhl,2020,53733000
mkd,1990,-6226000
mkd,1991,-5684000
mkd,1992,-366552000
mkd,1993,-1315231200
mkd,1994,-2017780000
mkd,1995,-1507578800
mkd,1996,-2050860100
mkd,1997,-2709120000
mkd,1998,-2922738000
mkd,1999,-4104197000
mkd,2000,-4614363100
mkd,2001,-1853624700
mkd,2002,-2944103900
mkd,2003,-3256057300
mkd,2004,-1743643900
mkd,2005,-5380083500
mkd,2006,-1340262100
mkd,2007,-17411202700
mkd,2008,-5013783500
mkd,2009,-2946882400
mkd,2010,-6093493500
mkd,2011,-8283397600
mkd,2012,-10108457800
mkd,2013,-11891813400
mkd,2014,-9872878000
mkd,2015,-17610183400
mkd,2016,-23660405600
mkd,2017,-24473126000
mkd,2018,-27725000000
mkd,2019,-31961000000
mkd,2020,-25434000000
mli,1967,-159100900
mli,1968,-490504200
mli,1969,-705101800
mli,1970,-1561198600
mli,1971,-404004900
mli,1972,-201998300
mli,1973,-522002400
mli,1974,-1161003000
mli,1975,-2364997600
mli,1976,-1871003600
mli,1977,9994200
mli,1978,2432008200
mli,1979,-2915008500
mli,1980,-4074012700
mli,1981,-9695985700
mli,1982,-8767012900
mli,1983,-11490000900
mli,1984,-9455009800
mli,1985,-11650007000
mli,1986,-8502968300
mli,1987,-6050021400
mli,1988,-7795048400
mli,1990,-4316004400
mli,1991,-753008600
mli,1992,-1925972000
mli,1993,625999900
mli,1994,-12896043000
mli,1995,-23630053400
mli,1996,-25500057600
mli,1997,-31020023800
mli,1998,-29958000000
mli,1999,-27459974500
mli,2000,-21415084700
mli,2001,-121700000000
mli,2002,-167400000000
mli,2003,-92900000000
mli,2004,-96000000000
mli,2005,-109260698300
mli,2006,-134608259000
mli,2007,-143215766700
mli,2008,-139965651000
mli,2009,-219819453600
mli,2010,-207684697700
mli,2011,-217868289900
mli,2012,-234981030900
mli,2013,-213689877000
mli,2014,-190061878000
mli,2015,-174862060500
mli,2016,-222012363200
mli,2017,-290848800000
mli,2018,-283352209999.99902
mli,2019,-357135242700.00098
mli,2020,-412179102100
mlt,1970,18721800
mlt,1971,19287700
mlt,1972,21422600
mlt,1973,19318400
mlt,1974,32051600
mlt,1975,46933300
mlt,1976,46649100
mlt,1977,49215800
mlt,1978,43582200
mlt,1979,33414900
mlt,1980,78583500
mlt,1981,106052300
mlt,1982,133743900
mlt,1983,98050100
mlt,1984,116910200
mlt,1985,99757200
mlt,1986,72232700
mlt,1987,78935200
mlt,1988,73009500
mlt,1989,92082600
mlt,1990,141532000
mlt,1991,127819800
mlt,1992,107396000
mlt,1993,91473300
mlt,1994,50079400
mlt,1995,45880300
mlt,1996,25842500
mlt,1997,29829200
mlt,1998,-36837100
mlt,1999,51851400
mlt,2000,-156113800
mlt,2001,26073500
mlt,2002,33897600
mlt,2003,-19244500
mlt,2004,-19149100
mlt,2005,-157311400
mlt,2006,-219493400
mlt,2007,-288060000
mlt,2008,-95758600
mlt,2009,-329695800
mlt,2010,-350718000
mlt,2011,-162210400
mlt,2012,-347090100
mlt,2013,-394196500
mlt,2014,-455507300
mlt,2015,-552516400
mlt,2016,-1031242025.5362
mlt,2017,-1191061620.77296
mlt,2018,-939018676.99994
mlt,2019,-1024293145.92278
mlt,2020,-1153929042.83914
mmr,1961,-14453800
mmr,1962,-7976500
mmr,1963,-1992700
mmr,1964,6981900
mmr,1965,9978100
mmr,1966,1001950
mmr,1967,2001400
mmr,1968,7499800
mmr,1969,10000350
mmr,1970,6500850
mmr,1971,-4000250
mmr,1972,-16999900
mmr,1973,-19999700
mmr,1974,-29000200
mmr,1975,-24500250
mmr,1976,-12500000
mmr,1977,-394194100.25077
mmr,1978,-572791208.81342
mmr,1979,-997245072.89986
mmr,1980,-1584950326.06803
mmr,1981,-1869535062.87872
mmr,1982,-1831844245.5484
mmr,1983,-1996816076.82129
mmr,1984,-3107962319.03817
mmr,1985,-3216810157.46457
mmr,1986,-3144925228.42277
mmr,1987,-4250667039.73083
mmr,1988,-4095657722.61721
mmr,1989,-2631706301.29159
mmr,1990,-12482053903.3028
mmr,1991,-20963086138.4422
mmr,1992,-14091572556.0053
mmr,1993,-8937481654.04697
mmr,1994,-7669095991.14478
mmr,1995,-10209906291.1445
mmr,1996,-7454855045.5481
mmr,1997,-2825561483.80358
mmr,1998,-1599093903.65761
mmr,1999,1789880523.49418
mmr,2000,-36675343457.5043
mmr,2001,-201848346952.10297
mmr,2002,-435296350379.42096
mmr,2003,-550443698965.40906
mmr,2004,-682058389204.77917
mmr,2005,-1395474141209.05005
mmr,2006,-1483684021063.75
mmr,2007,-1532480516263.25
mmr,2008,-1761032485939.31006
mmr,2009,-1905016727262.97998
mmr,2010,-1680397596773.57007
mmr,2011,-1391256615487.03003
mmr,2012,-1744266240925.47998
mmr,2013,-1898907600000
mmr,2014,-2434252706400
mmr,2015,-2733946862300
mmr,2016,-2356134348400
mmr,2017,-2251793919200
mmr,2018,-2759327190800
mmr,2019,-3537798555300
mmr,2020,-3112991003000
mne,2000,53885000
mne,2001,64755500
mne,2002,76058000
mne,2003,87926000
mne,2004,86242000
mne,2005,20012100
mne,2006,36236500
mne,2007,31258400
mne,2008,45795000
mne,2009,5375100
mne,2010,-21738100
mne,2011,26268700
mne,2012,53826900
mne,2013,65544400
mne,2014,45901300
mne,2015,80046900
mne,2016,34566500
mne,2017,88295800
mne,2018,54941700
mne,2019,55634600
mne,2020,66607200
mng,1981,-32700000
mng,1982,-61200000
mng,1983,-93300000
mng,1984,-156000000
mng,1985,-180000000
mng,1986,-5100000
mng,1987,-33900000
mng,1988,-102600000
mng,1989,-862919600
mng,1990,-218000000
mng,1991,-46648000
mng,1992,-1145940000
mng,1993,-7979606000
mng,1994,-8012200000
mng,1995,-12026392000
mng,1996,-7874819200
mng,1997,-9476740000
mng,1998,336041300
mng,1999,102178300
mng,2000,-5597466300
mng,2001,-2205007700
mng,2002,-4996395000
mng,2003,-13185238800
mng,2004,-13105641200
mng,2005,-62420248000
mng,2006,-50331288000
mng,2007,-114169081200.00101
mng,2008,-202414224400
mng,2009,-281572005400
mng,2010,-786914222900
mng,2011,-1085581598400
mng,2012,-1288844234800
mng,2013,-1082916605000
mng,2014,-1806979995000
mng,2015,-1906149928900
mng,2016,-1971731503700
mng,2017,-3924925521100
mng,2018,-3052177030800
mng,2019,-4187082894900
mng,2020,-3544643771900
moz,1991,-154352200
moz,1992,-349557300
moz,1993,-520755000
moz,1994,-815372200
moz,1995,-1002250300
moz,1996,-1043537900
moz,1997,-985823400
moz,1998,-1535385800
moz,1999,-1581557400
moz,2000,-2937487500
moz,2001,-4675687900
moz,2002,-14281997400
moz,2003,-3936111600
moz,2004,-3871416900
moz,2005,-8298334000
moz,2006,-16115604700
moz,2007,-15286530300
moz,2008,-15597936800
moz,2009,-7754962100
moz,2010,-12218004500
moz,2011,-7418052500
moz,2012,-2141213700
moz,2013,-1763789000
moz,2014,-6330506800
moz,2015,-12000072800
moz,2016,-16437641900
moz,2017,-25020903100
moz,2018,-17828372200
moz,2019,-18518588400
moz,2020,-32162759000
mrt,1968,-49369900
mrt,1969,-78951230
mrt,1970,-62762350
mrt,1971,-76488290
mrt,1972,-83319560
mrt,1973,-44639650
mrt,1974,-24533840
mrt,1975,-129700020
mrt,1976,-263699750
mrt,1977,-197900350
mrt,1978,-125000240
mrt,1979,-144101780
mrt,1980,-123299300
mrt,1981,-244101090
mrt,1982,-236099260
mrt,1983,-341402240
mrt,1984,-249499060
mrt,1985,-403860210
mrt,1986,-522654550
mrt,1987,-574134180
mrt,1988,-541123070
mrt,1989,-500321830
mrt,1990,-475743230
mrt,1991,-501715700
mrt,1992,-579491200
mrt,1993,-829912600
mrt,1994,-923195800
mrt,1995,-964407900
mrt,1996,331658900
mrt,1997,256211700
mrt,1998,488911600
mrt,1999,621450900
mrt,2000,329258100
mrt,2001,-823775300
mrt,2002,1517683100
mrt,2003,1517683100
mrt,2004,1738400000
mrt,2005,1715313000
mrt,2006,-1995698000
mrt,2007,-1572206900
mrt,2008,-547873600
mrt,2009,1361241800
mrt,2010,-1901095600
mrt,2011,-4366151700
mrt,2012,-5661059600
mrt,2013,-5810629300
mrt,2014,-7626620800
mrt,2015,-5847165800
mrt,2016,-4101237200
mrt,2017,-3460003500
mrt,2018,-1372157400
mrt,2019,-3530651300
mrt,2020,-3932040000
mus,1976,39000000
mus,1977,-19000000
mus,1978,-48000000
mus,1979,-106000000
mus,1980,-178000000
mus,1981,-407000000
mus,1982,-498000000
mus,1983,-485000000
mus,1984,-626000000
mus,1985,-700000000
mus,1986,-729000000
mus,1987,-533000000
mus,1988,-593000000
mus,1989,-302000000
mus,1990,-339000000
mus,1991,89000000
mus,1992,171000000
mus,1993,62000000
mus,1994,-443000000
mus,1995,-332000000
mus,1996,-789000000
mus,1997,-372000000
mus,1998,-637000000
mus,1999,-417000000
mus,2000,-437000000
mus,2001,393000000
mus,2002,396000000
mus,2003,-833000000
mus,2004,-390000000
mus,2005,-239000000
mus,2006,1633000000
mus,2007,7023000000
mus,2008,4900000000
mus,2009,1677700000
mus,2010,-2796000000
mus,2011,-6276000000
mus,2012,12466000000
mus,2013,28622000000
mus,2014,30397000000
mus,2015,34770000000
mus,2016,35446000000
mus,2017,45285000000
mus,2018,57609000000
mus,2019,61785000000
mus,2020,38624000000
mwi,1960,-1600000
mwi,1961,-2200000
mwi,1962,-1400000
mwi,1963,-1600000
mwi,1964,-6100000
mwi,1965,-4300000
mwi,1966,-5500000
mwi,1967,-7800000
mwi,1968,-7000000
mwi,1969,-5800000
mwi,1970,-6000000
mwi,1971,-3300000
mwi,1972,-3700000
mwi,1973,800000
mwi,1974,12400000
mwi,1975,8000000
mwi,1976,-18000000
mwi,1977,-23000000
mwi,1978,-31500000
mwi,1979,-56300000
mwi,1980,-81100000
mwi,1981,-74200000
mwi,1982,-74000000
mwi,1983,-83300000
mwi,1984,-78800000
mwi,1985,-90900000
mwi,1986,-112900000
mwi,1987,-125700000
mwi,1988,-137900000
mwi,1989,-137600000
mwi,1990,-118200000
mwi,1991,-130400000
mwi,1992,-140499200
mwi,1993,-183999200
mwi,1994,-377460300
mwi,1995,-724327500
mwi,1996,-597031500
mwi,1997,-677837100
mwi,1998,-1287749200
mwi,1999,-1840012600
mwi,2000,-2164400800
mwi,2001,-2392847600
mwi,2002,-3402309300
mwi,2003,-4042424600
mwi,2004,-4993259900
mwi,2005,-4715347500
mwi,2006,-5141872200
mwi,2007,-2930390800
mwi,2008,-3143423200
mwi,2009,-8312311600
mwi,2010,-16327522800
mwi,2011,-18089516000
mwi,2012,-33828432100
mwi,2013,-59027406600
mwi,2014,-68243686400
