geo,time,se_sec_enrl_fe_zs
cri,2006,50.07184
cri,2007,49.80446
cri,2008,49.98621
cri,2009,50.054
cri,2010,49.9519
cri,2011,49.91096
cri,2012,49.88638
cri,2013,50.33156
cri,2014,50.22543
cri,2015,49.86985
cri,2016,50.19909
cri,2017,50.60972
cri,2018,50.68349
cub,1972,49.35384
cub,1973,48.80781
cub,1974,48.43411
cub,1975,48.68397
cub,1978,50.98369
cub,1979,51.1892
cub,1980,50.55406
cub,1981,50.3654
cub,1982,50.41199
cub,1983,50.99666
cub,1984,50.21487
cub,1985,50.40304
cub,1986,50.62509
cub,1987,50.57881
cub,1988,50.95697
cub,1989,51.52316
cub,1990,51.87458
cub,1991,52.32646
cub,1992,52.66799
cub,1993,52.0961
cub,1994,51.61615
cub,1995,51.86723
cub,1996,50.1244
cub,1997,51.61236
cub,1999,50.33406
cub,2000,49.91613
cub,2001,50.01016
cub,2002,48.54523
cub,2003,48.30675
cub,2004,49.12285
cub,2005,49.08783
cub,2006,49.13028
cub,2007,48.7392
cub,2008,48.5751
cub,2009,48.52086
cub,2010,48.38102
cub,2011,48.39934
cub,2012,48.81856
cub,2013,48.58332
cub,2014,48.98353
cub,2015,49.29587
cub,2016,49.37618
cub,2017,49.09229
cub,2018,48.99787
cym,1972,51.15766
cym,1973,50.21061
cym,1974,50.22388
cym,1975,51.41388
cym,1976,53.11037
cym,1977,49.80745
cym,1980,50.82988
cym,1981,48.24096
cym,1999,48.39609
cym,2000,49.23143
cym,2001,48.43817
cym,2002,50.44853
cym,2004,50.83302
cym,2005,47.76912
cym,2006,49.0169
cym,2007,49.46844
cym,2008,51.93871
cym,2011,48.73691
cym,2012,49.24288
cym,2013,49.98524
cym,2018,49.68354
cyp,1971,46.30658
cyp,1972,46.93723
cyp,1973,47.37565
cyp,1974,48.04099
cyp,1975,46.96795
cyp,1976,47.46521
cyp,1977,47.32684
cyp,1978,47.6559
cyp,1979,48.04648
cyp,1980,48.65668
cyp,1981,48.9212
cyp,1982,49.17657
cyp,1983,49.52501
cyp,1984,49.52105
cyp,1985,49.50976
cyp,1986,49.45731
cyp,1987,49.62535
cyp,1988,49.45605
cyp,1989,49.28543
cyp,1990,49.09183
cyp,1991,49.24687
cyp,1992,49.30701
cyp,1993,49.40648
cyp,1994,49.24936
cyp,1995,49.11425
cyp,1996,49.49453
cyp,1997,49.46137
cyp,1999,49.48612
cyp,2000,49.37576
cyp,2001,49.11418
cyp,2002,49.00189
cyp,2003,48.92677
cyp,2004,49.21127
cyp,2005,49.19354
cyp,2006,49.18719
cyp,2007,49.27914
cyp,2008,49.17649
cyp,2009,49.09615
cyp,2010,49.14863
cyp,2011,49.06986
cyp,2012,49.2581
cyp,2013,48.83621
cyp,2014,48.92554
cyp,2015,48.86549
cyp,2016,48.73903
cyp,2017,48.75752
cze,1971,49.95617
cze,1972,49.9895
cze,1973,50.00764
cze,1974,50.0115
cze,1975,49.98776
cze,1976,49.96231
cze,1977,49.95652
cze,1978,49.96792
cze,1979,50.00705
cze,1980,50.07111
cze,1982,50.50127
cze,1983,50.50574
cze,1984,50.43279
cze,1985,50.35625
cze,1986,50.29836
cze,1987,52.95746
cze,1988,52.94575
cze,1989,47.45981
cze,1990,46.62218
cze,1991,48.08507
cze,1992,49.87658
cze,1993,50.47098
cze,1994,49.12655
cze,1995,49.56149
cze,1996,49.63976
cze,1997,49.65441
cze,1998,49.99723
cze,1999,49.86801
cze,2000,49.2744
cze,2001,49.58153
cze,2002,49.50561
cze,2003,49.46271
cze,2004,49.14804
cze,2005,49.19183
cze,2006,49.12375
cze,2007,49.05179
cze,2008,49.0214
cze,2009,48.99047
cze,2010,48.83198
cze,2011,48.75101
cze,2012,48.73021
cze,2013,48.84565
cze,2014,48.78077
cze,2015,48.90303
cze,2016,48.87799
cze,2017,48.87003
deu,1992,48.09413
deu,1993,47.78838
deu,1994,47.92483
deu,1995,47.96151
deu,1996,48.04837
deu,1997,48.16133
deu,1998,48.1509
deu,1999,48.24102
deu,2000,48.35321
deu,2001,48.36544
deu,2002,48.3468
deu,2003,48.25474
deu,2004,48.24499
deu,2005,48.19512
deu,2006,48.09266
deu,2007,48.1634
deu,2008,48.11077
deu,2009,47.46105
deu,2010,47.49005
deu,2011,47.44775
deu,2012,47.36623
deu,2013,47.42538
deu,2014,47.36128
deu,2015,47.29219
deu,2016,47.12005
deu,2017,46.73839
dji,1971,27.14801
dji,1973,32.49701
dji,1974,30.98958
dji,1975,27.57183
dji,1976,26.62989
dji,1982,36.13567
dji,1983,36.83412
dji,1984,36.02906
dji,1985,36.57246
dji,1986,38.60247
dji,1987,41.04711
dji,1988,41.66667
dji,1989,40.90092
dji,1992,39.79653
dji,1993,42.95688
dji,1994,42.18028
dji,1995,40.47786
dji,1996,41.80438
dji,1997,41.14642
dji,1999,41.56405
dji,2000,39.29294
dji,2001,38.05827
dji,2002,37.91675
dji,2004,40.4083
dji,2005,39.50965
dji,2006,39.80506
dji,2007,40.83838
dji,2008,40.69827
dji,2009,41.89429
dji,2011,43.95369
dji,2012,42.93599
dji,2013,42.87814
dji,2014,44.16341
dji,2015,43.94533
dji,2016,44.47654
dji,2017,44.93517
dji,2018,45.12158
dji,2019,45.77627
dma,1973,57.85832
dma,1974,61.77277
dma,1975,62.65872
dma,1976,58.9795
dma,1977,60.32842
dma,1978,59.41343
dma,1979,59.18277
dma,1986,53.63636
dma,1987,53.89981
dma,1990,53.30138
dma,1999,56.5675
dma,2000,52.83349
dma,2001,52.17275
dma,2002,52.14667
dma,2003,51.67012
dma,2004,50.42129
dma,2005,50.01338
dma,2006,49.67224
dma,2007,49.99332
dma,2008,49.04912
dma,2009,50.8733
dma,2010,50.62075
dma,2011,50.48409
dma,2014,49.01995
dma,2015,49.16382
dnk,1978,47.66926
dnk,1979,47.58623
dnk,1980,48.12797
dnk,1981,48.54372
dnk,1982,48.61093
dnk,1983,48.34358
dnk,1984,48.40743
dnk,1985,48.40708
dnk,1986,48.70243
dnk,1987,48.78543
dnk,1988,48.9898
dnk,1989,49.07405
dnk,1990,49.42705
dnk,1991,49.20795
dnk,1992,49.31316
dnk,1993,49.50022
dnk,1994,49.51475
dnk,1995,49.50054
dnk,1996,49.48759
dnk,1998,50.03491
dnk,1999,50.32351
dnk,2000,50.06371
dnk,2001,50.10747
dnk,2002,50.04821
dnk,2003,50.07329
dnk,2004,49.83168
dnk,2005,49.48016
dnk,2006,49.3802
dnk,2007,49.39092
dnk,2008,49.38899
dnk,2009,49.20206
dnk,2010,48.9418
dnk,2011,49.11455
dnk,2012,48.99678
dnk,2013,49.27244
dnk,2014,49.60066
dnk,2015,49.68921
dnk,2016,49.28619
dnk,2017,48.97225
dom,1998,55.02315
dom,1999,55.01598
dom,2000,54.75367
dom,2002,54.33563
dom,2004,53.51212
dom,2005,53.94779
dom,2007,54.07075
dom,2008,53.69893
dom,2009,52.49977
dom,2010,52.35421
dom,2011,52.44211
dom,2012,52.21507
dom,2013,52.1194
dom,2014,51.90523
dom,2015,51.79523
dom,2016,51.61995
dom,2017,51.43398
dom,2018,51.26201
dza,1971,28.29224
dza,1972,29.40691
dza,1973,31.10489
dza,1974,31.84028
dza,1975,33.02334
dza,1976,33.62559
dza,1977,34.29436
dza,1978,35.69271
dza,1979,36.96297
dza,1980,37.88961
dza,1981,38.53421
dza,1982,39.44699
dza,1984,40.61467
dza,1985,41.01321
dza,1986,41.54406
dza,1987,41.41816
dza,1988,41.64793
dza,1989,42.13226
dza,1990,42.61915
dza,1991,43.36117
dza,1992,43.97733
dza,1993,44.5727
dza,1994,45.32277
dza,1995,45.98217
dza,1996,46.42445
dza,1997,47.87854
dza,1999,49.3134
dza,2000,50.18435
dza,2001,50.5497
dza,2002,50.52748
dza,2003,51.05841
dza,2004,51.12901
dza,2005,51.23837
dza,2006,51.21634
dza,2007,50.96425
dza,2008,49.98504
dza,2009,49.31622
dza,2010,49.92082
dza,2011,49.96174
ecu,1971,45.44888
ecu,1972,45.71563
ecu,1973,46.24189
ecu,1974,46.90305
ecu,1975,47.60619
ecu,1976,47.61902
ecu,1977,47.63121
ecu,1978,47.75273
ecu,1979,50.00211
ecu,1980,49.07637
ecu,1981,49.34667
ecu,1982,49.37639
ecu,1983,50.28227
ecu,1984,50.1614
ecu,1985,49.90127
ecu,1986,50.30525
ecu,1987,50.32053
ecu,1988,50.40289
ecu,1993,49.8128
ecu,1996,50.39077
ecu,1998,50.28687
ecu,1999,49.90986
ecu,2000,49.65009
ecu,2001,49.7311
ecu,2002,49.38791
ecu,2003,49.63029
ecu,2004,49.25427
ecu,2005,49.44449
ecu,2006,49.54897
ecu,2007,49.46894
ecu,2009,50.37446
ecu,2010,50.1616
ecu,2011,50.15844
ecu,2012,50.25274
ecu,2013,50.09492
ecu,2014,50.04557
ecu,2015,49.97037
ecu,2016,49.77575
ecu,2017,49.67107
ecu,2018,49.67034
egy,1971,32.17011
egy,1972,32.69591
egy,1973,33.14663
egy,1974,33.62592
egy,1975,33.19639
egy,1976,34.2313
egy,1977,35.02295
egy,1978,35.25695
egy,1979,35.97728
egy,1980,36.11225
egy,1981,36.92188
egy,1982,37.50689
egy,1983,38.0119
egy,1984,38.46641
egy,1985,38.96682
egy,1986,39.56642
egy,1987,40.08433
egy,1988,40.80188
egy,1989,41.34788
egy,1990,42.49955
egy,1991,43.23911
egy,1992,44.58165
egy,1993,44.75581
egy,1994,44.45552
egy,1995,45.51593
egy,1996,45.47239
egy,1997,45.38059
egy,1999,46.74515
egy,2000,47.05282
egy,2001,47.26582
egy,2003,47.29688
egy,2004,47.38814
egy,2009,48.51815
egy,2010,48.05861
egy,2011,48.46033
egy,2012,48.3476
egy,2013,48.18927
egy,2014,48.56597
egy,2016,48.18645
egy,2017,48.14735
egy,2018,48.222
eri,1993,45.80756
eri,1994,42.22536
eri,1995,41.85065
eri,1996,42.23267
eri,1997,41.75244
eri,1999,40.88896
eri,2000,41.14075
eri,2001,41.55456
eri,2002,39.3333
eri,2003,39.24588
eri,2004,36.14957
eri,2005,37.20407
eri,2006,37.58879
eri,2007,41.37767
eri,2008,41.49791
eri,2009,41.47203
eri,2010,43.06117
eri,2011,43.66345
eri,2012,43.73343
eri,2013,43.74018
eri,2014,44.20559
eri,2015,45.15268
eri,2017,46.47609
eri,2018,46.72357
esp,1971,43.23313
esp,1972,43.30739
esp,1973,45.53382
esp,1974,45.80882
esp,1975,47.66737
esp,1976,48.00959
esp,1977,48.45847
esp,1978,48.68611
esp,1979,47.68525
esp,1980,49.71216
esp,1981,49.76952
esp,1982,48.81295
esp,1983,50.41553
esp,1984,49.80755
esp,1985,49.86599
esp,1986,50.59735
esp,1987,50.68035
esp,1988,50.58191
esp,1989,50.49629
esp,1990,50.21162
esp,1991,50.39703
esp,1992,50.69799
esp,1993,50.81528
esp,1994,50.83135
esp,1995,50.79795
esp,1996,51.29437
esp,1997,50.21801
esp,1998,50.42472
esp,1999,50.33286
esp,2000,50.19313
esp,2001,50.03971
esp,2002,50.22127
esp,2003,50.01405
esp,2004,50.16459
esp,2005,50.11674
esp,2006,50.09906
esp,2007,50.1603
esp,2008,50.01618
esp,2009,49.68341
esp,2010,49.13222
esp,2011,48.88781
esp,2012,48.83255
esp,2013,48.7686
esp,2014,48.75095
esp,2015,48.55977
esp,2016,48.7454
esp,2017,48.99069
est,1992,50.84002
est,1993,50.69561
est,1994,52.07333
est,1995,51.86322
est,1996,51.57363
est,1998,50.19808
est,1999,50.07982
est,2000,49.9307
est,2001,49.53017
est,2002,49.40658
est,2003,49.72293
est,2004,49.36647
est,2005,49.13369
est,2006,49.32638
est,2007,49.27437
est,2008,49.37063
est,2009,49.13923
est,2010,48.62951
est,2011,48.29084
est,2012,48.31715
est,2013,48.37457
est,2014,48.47893
est,2015,48.52522
est,2016,48.8306
est,2017,49.31515
eth,1971,24.92769
eth,1972,25.37056
eth,1974,27.35206
eth,1984,35.77614
eth,1991,42.93697
eth,1992,45.24368
eth,1993,46.34759
eth,1994,45.58242
eth,1995,44.19325
eth,1996,42.96215
eth,1999,40.25485
eth,2000,39.99578
eth,2001,39.7471
eth,2002,38.31919
eth,2003,36.39594
eth,2004,36.32982
eth,2005,37.26647
eth,2006,38.47902
eth,2007,39.96252
eth,2008,41.86274
eth,2009,43.44983
eth,2010,44.86191
eth,2011,46.31265
eth,2012,46.90375
eth,2015,48.45785
fin,1971,50.87023
fin,1972,50.93684
fin,1973,51.53302
fin,1974,51.55877
fin,1976,52.15075
fin,1977,51.70684
fin,1978,51.62803
fin,1979,51.58988
fin,1980,51.79686
fin,1981,51.68765
fin,1982,51.8534
fin,1983,52.01754
fin,1984,52.85621
fin,1985,53.01065
fin,1986,52.8502
fin,1987,52.79633
fin,1988,52.80175
fin,1989,52.57661
fin,1990,53.02014
fin,1991,53.30363
fin,1992,53.68674
fin,1993,53.08417
fin,1994,52.78805
fin,1995,52.4342
fin,1996,52.89643
fin,1997,52.08402
fin,1998,51.21375
fin,1999,51.01775
fin,2000,51.07702
fin,2001,51.31631
fin,2002,51.44243
fin,2003,51.32139
fin,2004,50.0446
fin,2005,50.0151
fin,2006,49.97145
fin,2007,50.08587
fin,2008,50.19444
fin,2009,50.23276
fin,2010,50.19006
fin,2011,50.14851
fin,2012,50.16811
fin,2013,51.22814
fin,2014,51.22522
fin,2015,51.22698
fin,2016,51.20837
fin,2017,51.17456
fji,1970,45.41407
fji,1972,47.74966
fji,1973,47.99651
fji,1974,48.74874
fji,1975,49.2504
fji,1976,50.03713
fji,1977,49.91498
fji,1978,50.40696
fji,1980,50.67702
fji,1981,50.76468
fji,1983,50.74363
fji,1984,49.85648
fji,1985,49.80188
fji,1986,49.70875
fji,1987,49.74489
fji,1991,47.94636
fji,1992,49.05018
fji,1998,50.32717
fji,1999,51.16492
fji,2000,50.72874
fji,2001,50.27014
fji,2002,50.44219
fji,2003,50.26308
fji,2004,50.13085
fji,2006,50.72973
fji,2007,51.13423
fji,2008,50.16081
fji,2009,50.75406
fji,2011,50.45534
fji,2012,50.99636
fra,1971,51.1502
fra,1972,50.96346
fra,1973,50.70893
fra,1974,49.19024
fra,1975,50.75543
fra,1977,51.04196
fra,1978,51.27375
fra,1979,51.35621
fra,1980,51.50558
fra,1981,53.40551
fra,1982,51.55102
fra,1983,51.46205
fra,1985,50.97069
fra,1986,50.83027
fra,1987,50.69329
fra,1988,50.59854
fra,1989,50.55111
fra,1990,50.48691
fra,1991,50.16942
fra,1992,50.06098
fra,1993,49.86899
fra,1994,48.76509
fra,1995,48.58247
fra,1996,48.62082
fra,1997,48.67951
fra,1998,48.76299
fra,1999,48.87117
fra,2000,48.9284
fra,2001,49.00847
fra,2002,49.02091
fra,2003,49.11663
fra,2004,49.00033
fra,2005,48.95585
fra,2006,48.89186
fra,2007,48.89606
fra,2008,48.89083
fra,2009,48.90981
fra,2010,49.03886
fra,2011,48.99604
fra,2012,48.94544
fra,2013,49.08487
fra,2014,49.15044
fra,2015,49.04913
fra,2016,49.01155
fra,2017,48.94717
fsm,1972,41.78407
fsm,1973,43.39703
fsm,1974,43.80817
fsm,1976,45.00755
fsm,1977,45.22593
fsm,2004,48.77832
fsm,2005,49.31788
gab,1971,28.55855
gab,1972,29.6222
gab,1973,30.61069
gab,1974,31.71455
gab,1976,34.91261
gab,1977,36.72634
gab,1978,37.67368
gab,1979,37.90752
gab,1980,39.28598
gab,1981,40.04625
gab,1982,39.39845
gab,1983,39.87214
gab,1984,40.66372
gab,1985,41.64336
gab,1986,42.30804
gab,1987,42.04065
gab,1988,43.43332
gab,1989,46.72786
gab,1994,47.50008
gab,1995,45.43048
gab,1996,47.26884
gab,1997,46.60091
gab,1999,46.33188
gbr,1971,48.42163
gbr,1972,48.50428
gbr,1973,48.63848
gbr,1974,48.81531
gbr,1975,48.91905
gbr,1976,49.00588
gbr,1977,49.09871
gbr,1978,49.16104
gbr,1979,49.29419
gbr,1980,49.38907
gbr,1981,49.50804
gbr,1982,49.54586
gbr,1983,49.54683
gbr,1984,49.52639
gbr,1985,49.48248
gbr,1986,49.70269
gbr,1987,49.46672
gbr,1988,49.46761
gbr,1989,49.51783
gbr,1990,49.60317
gbr,1991,49.67709
gbr,1992,49.75527
gbr,1993,48.6695
gbr,1994,48.78464
gbr,1995,48.90674
gbr,1996,49.0006
gbr,1997,49.12873
gbr,1998,49.18675
gbr,1999,49.16207
gbr,2000,49.17657
gbr,2001,49.0689
gbr,2002,49.14624
gbr,2003,49.56663
gbr,2004,49.36893
gbr,2005,49.34771
gbr,2006,49.32641
gbr,2007,49.20376
gbr,2008,49.19499
gbr,2009,49.09843
gbr,2010,48.91182
gbr,2011,49.00303
gbr,2012,48.8358
gbr,2013,49.92059
gbr,2014,49.80458
gbr,2015,49.59595
gbr,2017,49.60724
geo,1981,42.39921
geo,1986,44.1812
geo,1991,48.19154
geo,1992,47.77061
geo,1993,47.61458
geo,1994,47.90343
geo,1995,47.2734
geo,1996,48.68341
geo,1997,48.63531
geo,1999,48.80949
geo,2000,48.80704
geo,2001,48.99858
geo,2002,48.76472
geo,2003,48.71975
geo,2004,49.07743
geo,2005,48.76023
geo,2006,49.75241
geo,2008,48.66367
geo,2013,47.84925
geo,2014,47.82937
geo,2015,47.57624
geo,2016,47.30988
geo,2017,47.14191
geo,2018,47.28394
gha,1971,37.85088
gha,1973,39.02273
gha,1974,38.59582
gha,1975,38.66321
gha,1976,38.25084
gha,1977,37.99722
gha,1978,38.38977
gha,1979,38.14033
gha,1980,38.6299
gha,1981,37.95623
gha,1982,38.29591
gha,1983,37.53675
gha,1984,37.37987
gha,1985,37.62567
gha,1987,40.2263
gha,1988,39.15037
gha,1989,39.14087
gha,1990,39.05051
gha,1995,41.16859
gha,1999,43.63663
gha,2000,43.99517
gha,2001,44.67201
gha,2002,44.90109
gha,2003,45.00833
gha,2004,44.5126
gha,2005,44.51634
gha,2006,44.89941
gha,2007,45.70736
gha,2008,45.94317
gha,2009,45.8274
gha,2011,46.3113
gha,2012,46.29761
gha,2013,46.62042
gha,2014,47.35436
gha,2015,47.60539
gha,2016,48.08399
gha,2017,48.24081
gha,2018,48.54687
gha,2019,48.88477
gib,1971,50.05574
gib,1972,51.14029
gib,1973,50.19763
gib,1974,49.02454
gib,1975,49.28349
gib,1976,50.58318
gib,1977,56.33089
gib,1978,48.21933
gib,1979,49.63949
gib,1980,49.80695
gib,1981,49.64108
gib,1982,49.78284
gib,1983,49.94541
gib,1984,49.9726
gib,1985,49.00332
gib,1999,47.44526
gib,2000,48.13052
gib,2001,49.09677
gib,2008,47.4313
gib,2009,47.13337
gib,2016,48.47619
gib,2017,48.50814
gin,1971,20.60275
gin,1980,26.7281
gin,1981,28.07487
gin,1982,28.06107
gin,1983,27.37854
gin,1984,27.92292
gin,1985,26.85594
gin,1986,26.40641
gin,1987,25.20222
gin,1989,24.6886
gin,1990,24.52485
gin,1991,24.35247
gin,1993,24.75681
gin,1994,24.67842
gin,1996,25.5828
gin,1999,25.98802
gin,2001,27.92611
gin,2002,28.82094
gin,2003,30.8429
gin,2004,30.72774
gin,2005,32.90458
gin,2006,33.98809
gin,2008,36.19092
gin,2011,38.23318
gin,2014,39.12257
gmb,1971,24.25625
gmb,1973,24.55534
gmb,1974,24.99583
gmb,1975,26.56605
gmb,1976,26.97189
gmb,1977,29.42597
gmb,1978,32.34054
gmb,1979,29.63832
gmb,1980,29.20582
gmb,1981,29.54334
gmb,1983,30.46523
gmb,1984,30.50589
gmb,1985,30.17659
gmb,1986,29.8153
gmb,1987,30.54825
gmb,1988,29.80912
gmb,1989,29.35875
gmb,1990,32.23663
gmb,1991,33.05392
gmb,1992,34.53135
gmb,1993,34.76031
gmb,1994,35.39823
gmb,1995,35.54345
gmb,1996,38.48958
gmb,2008,48.29718
gmb,2009,48.99042
gmb,2010,48.78092
gnb,1971,36.20403
gnb,1972,32.86105
gnb,1976,30.6549
gnb,1977,23.5757
gnb,1978,18.57411
gnb,1979,16.45688
gnb,1980,16.94079
gnb,1981,19.73933
gnb,1982,17.58818
gnb,1983,19.90038
gnb,1984,18.87067
gnb,1985,21.37681
gnb,1987,25.13178
gnb,1988,25.73153
gnb,1989,31.78515
gnb,2000,35.51978
gnq,1971,25.87296
gnq,1976,16.60402
gnq,1993,30.60736
gnq,1994,34.55104
gnq,1999,26.98943
gnq,2000,30.54335
gnq,2002,36.4143
gnq,2005,41.70842
grc,1971,42.84896
grc,1972,42.78322
grc,1973,42.63972
grc,1974,42.52438
grc,1975,42.55644
grc,1976,42.89162
grc,1977,43.17553
grc,1978,43.89635
grc,1979,44.49691
grc,1980,44.81312
grc,1981,45.64723
grc,1982,46.29279
grc,1983,47.45756
grc,1984,47.73245
grc,1985,47.81426
grc,1986,47.5867
grc,1987,47.36237
grc,1988,47.24495
grc,1989,47.40642
grc,1990,47.88274
grc,1991,47.99184
grc,1992,48.07713
grc,1993,48.71218
grc,1994,47.3498
grc,1995,48.55305
grc,1996,48.76742
grc,1997,48.93758
grc,1998,48.97229
grc,1999,48.93376
grc,2000,49.38111
grc,2001,49.11401
grc,2002,48.60637
grc,2003,48.52644
grc,2004,48.27101
grc,2005,47.71968
grc,2006,47.70487
grc,2007,47.10621
grc,2010,47.41048
grc,2011,47.86062
grc,2012,47.90341
grc,2013,47.97009
grc,2014,47.54822
grc,2015,47.25979
grc,2016,47.41126
grc,2017,47.52477
grd,1971,45.77309
grd,1972,52.60718
grd,1977,54.79778
grd,1978,54.51027
grd,1979,54.41462
grd,1980,54.71157
grd,1981,58.61349
grd,1982,59.4332
grd,1983,57.26277
grd,1984,53.5021
grd,1985,53.53827
grd,1986,53.39045
grd,1987,52.89068
grd,1988,50.57292
grd,1989,53.13875
grd,1990,52.09441
grd,1991,53.34493
grd,1992,54.30477
grd,1993,53.74523
grd,2002,52.87205
grd,2003,48.94347
grd,2004,51.44217
grd,2005,50.14742
grd,2007,49.04288
grd,2008,47.33339
grd,2009,49.68725
grd,2010,50.26957
grd,2013,48.53586
grd,2014,48.77773
grd,2015,48.75927
grd,2016,49.72237
grd,2017,50.07924
grd,2018,49.77559
gtm,1970,41.12542
gtm,1971,45.00213
gtm,1972,45.33916
gtm,1973,45.01098
gtm,1974,45.71754
gtm,1975,46.10261
gtm,1976,46.22217
gtm,1977,46.93002
gtm,1978,44.01031
gtm,1979,44.38486
gtm,1980,44.745
gtm,1981,45.66396
gtm,1982,45.77967
gtm,1983,46.44196
gtm,1993,46.76374
gtm,1996,46.84684
gtm,1998,47.00189
gtm,1999,45.48621
gtm,2000,46.85245
gtm,2001,47.13139
gtm,2002,47.04086
gtm,2004,47.38441
gtm,2005,47.56553
gtm,2006,47.81414
gtm,2007,47.9845
gtm,2008,48.25287
gtm,2009,48.14369
gtm,2010,47.80906
gtm,2011,47.56262
gtm,2012,47.63983
gtm,2013,47.57517
gtm,2014,47.792
gtm,2015,47.59989
gtm,2016,47.70198
gtm,2017,47.78891
gtm,2018,47.83371
gum,1972,49.99057
gum,1973,48.60804
gum,1974,48.42921
gum,1975,47.5097
gum,1976,49.99245
gum,1977,50
gum,1978,50
gum,1979,50.01022
gum,1980,50.0392
guy,1971,50.54625
guy,1972,49.58723
guy,1973,49.32444
guy,1974,49.65293
guy,1976,50.50121
guy,1984,50.08759
guy,1985,50.20995
guy,1986,51.32731
guy,1987,50.89854
guy,1999,50.32491
guy,2001,50.30683
guy,2005,49.98655
guy,2007,48.76662
guy,2008,50.27654
guy,2009,49.85823
guy,2010,50.64951
guy,2011,50.34088
guy,2012,49.99185
hkg,1971,41.831
hkg,1972,42.63629
hkg,1973,43.74827
hkg,1974,44.89598
hkg,1975,45.66874
hkg,1976,46.76595
hkg,1977,46.61406
hkg,1978,47.16586
hkg,1979,48.12389
hkg,1980,48.63993
hkg,1981,49.30711
hkg,1982,49.77878
hkg,1983,50.18896
hkg,1984,50.06518
hkg,1985,49.6321
hkg,1986,49.50496
hkg,1987,49.48611
hkg,1988,49.13381
hkg,1996,49.07063
hkg,2001,48.46329
hkg,2002,48.51485
hkg,2003,48.79848
hkg,2004,48.89717
hkg,2005,48.9357
hkg,2006,48.82446
hkg,2007,48.76872
hkg,2008,48.71766
hkg,2009,48.70515
hkg,2010,48.52726
hkg,2011,48.41758
hkg,2012,48.34703
hkg,2013,47.79079
hkg,2014,47.53024
hkg,2015,47.4898
hkg,2016,47.50336
hkg,2017,47.49747
hkg,2018,47.56879
hnd,1970,46.92136
hnd,1980,50.42068
hnd,1982,53.07453
hnd,1983,51.89928
hnd,1984,53.73815
hnd,1991,54.87498
hnd,2006,54.73056
hnd,2007,54.97666
hnd,2008,55.27218
hnd,2010,54.32569
hnd,2011,54.10283
hnd,2012,54.00859
hnd,2013,53.91937
hnd,2014,53.09116
hnd,2015,53.5367
hnd,2016,52.91045
hnd,2017,52.4563
hrv,1993,49.74103
hrv,1994,49.53954
hrv,1995,49.49778
hrv,1996,49.44799
hrv,1997,49.29839
hrv,1998,49.22609
hrv,1999,49.33572
hrv,2000,49.40998
hrv,2001,49.38445
hrv,2002,49.39055
hrv,2003,49.32686
hrv,2005,49.70647
hrv,2006,49.71352
hrv,2007,49.71752
hrv,2008,49.7167
hrv,2009,49.75156
hrv,2010,50.49561
hrv,2011,49.74167
hrv,2012,49.69468
hrv,2013,49.56898
hrv,2014,49.61307
hrv,2015,49.8605
hrv,2016,49.79285
hrv,2017,49.86788
hun,1971,45.82916
hun,1972,46.26421
hun,1973,47.10108
hun,1974,46.74986
hun,1975,46.97194
hun,1976,47.14934
hun,1977,47.29796
hun,1978,47.40379
hun,1979,47.58267
hun,1980,47.63251
hun,1981,47.81748
hun,1982,48.32534
hun,1983,48.3893
hun,1984,48.44441
hun,1985,48.56967
hun,1986,48.75944
hun,1987,48.8643
hun,1988,48.93427
hun,1989,49.05057
hun,1990,48.90857
hun,1991,48.90617
hun,1992,48.94387
hun,1994,49.63488
hun,1995,49.70339
hun,1996,49.67958
hun,1997,49.61994
hun,1998,49.43449
hun,1999,49.28041
hun,2000,49.1106
hun,2001,49.1043
hun,2002,49.11487
hun,2003,48.97954
hun,2004,48.71964
hun,2005,48.69868
hun,2006,48.69032
hun,2007,48.74339
hun,2008,48.47676
hun,2009,48.52922
hun,2010,48.42626
hun,2011,48.25716
hun,2012,48.26045
hun,2013,48.81197
hun,2014,48.79058
hun,2015,48.76099
hun,2016,48.37934
hun,2017,48.6227
idn,1970,34.16979
idn,1971,36.45042
idn,1972,35.68155
idn,1973,35.93338
idn,1974,36.69915
idn,1975,38.26668
idn,1976,38.49109
idn,1977,38.66245
idn,1978,39.1241
idn,1981,40.12543
idn,1982,40.48901
idn,1983,41.90338
idn,1984,41.88485
idn,1988,43.9857
idn,1989,44.41371
idn,1990,44.86594
idn,1991,44.52828
idn,1992,44.64785
idn,1993,44.10706
idn,1994,45.18278
idn,1995,45.45846
idn,1996,45.65486
idn,1999,48.11288
idn,2000,48.46339
idn,2001,48.7841
idn,2002,48.98272
idn,2003,48.97066
idn,2004,49.07068
idn,2005,48.96249
idn,2006,49.33718
idn,2007,49.35088
idn,2008,49.00961
idn,2009,49.00622
idn,2010,49.25902
idn,2011,49.13408
idn,2012,49.55793
idn,2013,48.05356
idn,2014,48.56827
idn,2015,48.78793
idn,2016,49.39896
idn,2017,49.20422
idn,2018,49.17247
ind,1971,27.92713
ind,1972,28.27444
ind,1973,28.73564
ind,1975,29.87158
ind,1976,30.0529
ind,1977,30.35675
ind,1978,30.67799
ind,1980,31.09421
ind,1981,31.73041
ind,1982,31.55264
ind,1983,33.91154
ind,1984,32.34812
ind,1986,33.30221
ind,1987,33.50925
ind,1988,34.02343
ind,1989,34.58569
ind,1993,36.66118
ind,1994,37.25654
ind,1995,37.23123
ind,1996,37.42465
ind,1997,38.1422
